0.0024385-0.00028286i,0.0031907-0.00069231i,0.0021526-0.0023551i,5.7887e-05-0.002623i,-0.002636-0.00077879i,-0.0034361+0.00098022i,-0.0013933+0.00073906i,2.8509e-05+0.0012161i,0.00070314+0.00086322i,0.00079824-0.00029304i,0.0002055-0.00035503i,1.2859e-05-4.6832e-05i,0.00094997+0.00023584i,0.0012883+0.00066761i,-0.00011613+0.0007894i,-0.00072553+0.0005091i,-0.00026357+0.00035468i,0.00013208+5.8371e-06i,0.00015597+0.00010718i,5.7458e-05+0.00010359i,0.00014531-0.0001889i,0.0005399-0.00046214i,0.00018531-0.0005091i
-0.00048199+0.0019961i,0.0013513+0.001594i,0.0024466+0.00067818i,0.0022189+0.00032187i,0.0020883-5.9983e-05i,0.0011974-0.00027759i,5.4312e-05-0.00031031i,-0.00018543-0.00074263i,-2.7819e-05-0.00036453i,-0.00027058+0.00068926i,0.00023735+0.0001752i,-0.00020325-0.00051578i,-0.00097575-0.00071553i,-0.00079713-0.00070021i,-0.0013254-0.00052728i,-0.0009353-4.1325e-05i,-0.00026518+0.00018123i,0.00023814+1.2725e-05i,0.00080217+8.8111e-05i,0.00012994-0.00015267i,-0.00055195+0.00010124i,-0.00054061+0.000739i,-0.00013193+0.00099061i
0.00069507-0.0023976i,0.0002648-0.0023755i,-0.0008475-0.0030991i,-0.0018907-0.0021951i,-0.002075+8.6362e-05i,-0.00035585+0.0010707i,0.0005369+0.00027705i,-0.00019799-0.00074895i,-3.4537e-05-0.00020917i,0.00081857+0.0004426i,0.00034462+0.00061928i,-0.00012564+0.00031536i,5.0657e-05-0.00012832i,-0.0001191+0.00016156i,0.00046926+0.00056207i,0.00090257+2.2645e-05i,0.00036516+0.00017636i,-0.00023431+0.00094688i,-0.00081279+0.00099346i,-0.00024113+0.00066065i,0.00025981+0.00012975i,-4.4134e-05+3.3759e-05i,-0.00033997+0.00010741i
-0.0013183-0.0032905i,-0.0013285-0.0027498i,-0.0014966-0.001781i,-0.0012731-0.00044427i,-0.00057541-0.00031151i,7.9007e-05-0.00011704i,0.00079454-0.00031206i,0.00025413-0.0004483i,-0.0009532+0.00017133i,-0.000686+0.00048686i,0.00056378+0.00051211i,0.00095824+0.00052151i,0.00061486+0.0002045i,0.00012117-0.00037353i,3.1219e-07-0.00049905i,5.8985e-05+0.00027131i,-9.0002e-05+0.00069505i,0.00023905+0.00033069i,0.00065753+0.0003587i,-0.0002375+0.0001739i,-0.0014461-0.00042171i,-0.0015265-0.00016296i,-0.00028807+0.00027179i
0.0027606+0.0011633i,0.0017554+0.00077413i,0.00063087-0.00050337i,0.00038961-0.00091815i,0.00063086-0.00041381i,0.00052236-0.00048382i,0.00016275-0.00058349i,-0.00025495-0.00066373i,-0.00029452-0.00012017i,0.00041141+0.00057226i,0.00034041+0.00061951i,-0.00067919+0.00060241i,-0.00047735+0.00055418i,0.00030243+0.00054433i,0.0002127+0.00071654i,-2.4441e-06+0.00010391i,0.00042981-0.00025571i,0.00064259+0.00034848i,-4.9573e-05+0.00015009i,-0.00025995+1.2339e-05i,-0.0002716-0.0001776i,-0.0002739-0.00013079i,-7.8855e-06+0.0001512i
-0.00098801+0.00037545i,-0.00099395+0.00016902i,9.7156e-05-0.00024829i,0.000998-0.00071539i,0.0013195-0.00058824i,0.00082346+0.00035564i,-0.00026669+0.00041162i,-0.00011091-0.00067856i,0.00062844-0.00061065i,0.00063253+0.00042213i,0.00060818+0.00060237i,0.00092998-0.00026941i,0.0010409-0.00078091i,0.00051964-0.0003498i,0.00034813-0.00020525i,0.00052767-0.00032593i,0.00050816+9.9099e-05i,-0.000204-0.00013335i,-0.00042813-0.00026892i,-0.00011426+0.00018635i,-0.00030174-0.00020536i,-7.5732e-06-0.0010266i,0.00060509-0.00020323i
0.0027754+0.00031949i,0.0027917+0.00032723i,0.0021085-0.0010684i,0.0014478-0.001527i,0.0017346-0.00032438i,0.001678+0.00085393i,0.00041146+0.0011498i,-0.0008421+0.00013799i,-0.00074369-0.00082094i,-0.00059473-0.00037022i,-0.00024555+5.3938e-05i,0.00067768-0.00037532i,0.00098298-0.00082253i,0.00022622-0.00050994i,-0.00034135-0.00033554i,-2.4007e-05-3.4747e-05i,0.00040324+0.0001717i,0.00055155-0.00025454i,0.00052946-0.00019616i,0.00025468+0.0002199i,-0.00032584+0.00035148i,-0.00028343+2.7318e-05i,-0.00017316-0.00024344i
0.00094808+0.00088436i,0.0012205-0.0012949i,0.00074941-0.0028527i,0.00069853-0.0022548i,0.00015836-0.00095584i,-0.00064927+3.3134e-05i,-0.00049916-0.00024035i,0.00012059-0.0004414i,-6.5546e-05-0.00023154i,-0.00076253-0.00025954i,-0.0001988-0.00024231i,0.00019375-0.00040568i,0.00038514-0.00016105i,0.00022193+0.00040912i,-0.00019693-1.796e-05i,-0.00055745-0.00011459i,-0.00056836+0.00035547i,-0.0005864+0.00018041i,-0.0011483+0.00060145i,-0.00093865+0.001255i,0.00022623+0.00089478i,0.00071612-3.3376e-05i,0.00011305+0.00016321i
0.00059765+0.0014164i,0.0021214+0.00077867i,0.0030474+7.3479e-05i,0.0027499+3.5044e-06i,0.0023509+0.0001006i,0.0016572-0.00029188i,0.00054929-0.00031199i,0.00033788-0.00017961i,0.00063473-7.1051e-05i,0.0005694-0.0003036i,-0.00042913-0.0003062i,-0.00097115-0.00044359i,-0.00019737-0.00062457i,0.00092833-0.0001161i,0.0011363+0.00019569i,0.00072333+0.0004005i,0.00056826+0.0010602i,0.00035234+0.00097109i,0.00033396+0.00016282i,0.00023759-4.5775e-05i,-0.00030091-0.00023281i,-0.0011638+0.00021811i,-0.00032181+0.00091787i
0.00030381-0.0004835i,-0.00032351+0.00064646i,0.00091165+0.0010826i,0.0012305+0.00037811i,-0.00012325+0.00060558i,-0.00043927+0.0011399i,2.4491e-05+0.0013544i,-8.8803e-06+0.0012447i,-0.00037287+0.0011765i,-0.00084851+0.0010347i,-0.00092641+0.00049978i,-0.00037355+0.00066323i,0.00019768-0.00022718i,0.00034963-0.00098705i,-0.00015118-0.001092i,-0.00012828-0.0010411i,-0.00012746-0.00022395i,-0.00030693+5.8777e-06i,1.0994e-05-0.00097897i,0.00036373-0.0011419i,0.00055472-0.00040545i,-1.135e-05-0.0001386i,-0.00049443+0.00053363i
0.00014745-6.999e-05i,-0.00061473-0.00095624i,-0.00016813-0.0013166i,8.7271e-05-0.00094065i,0.00066198-0.00089806i,0.00031171-0.0012828i,-0.00045064-0.0011527i,-0.00069149-9.9286e-05i,0.00022431+0.0010112i,0.00062897+0.0010997i,0.00014625+0.00097726i,8.426e-05+0.00061271i,0.00065678+0.00010374i,0.000693-9.0763e-05i,0.00011831-0.00015632i,-0.00042706-0.00070462i,-0.00019039-0.00083355i,0.00038113-0.00031701i,0.00077242-0.00099948i,0.00039757-0.00062118i,-0.00029352+0.00013318i,0.00013291+4.5366e-05i,-0.00022958+0.00019287i
0.00073949+0.00069416i,0.0017335+0.0013127i,0.0016048+0.0011999i,0.0012831+8.6785e-05i,0.001089+0.0003219i,0.0006112+0.0001762i,7.8023e-05-0.00011246i,7.4423e-05+0.00010857i,0.00049146+0.00042526i,0.00036373+0.00058963i,1.3111e-05-6.232e-05i,-0.00073064+0.0002208i,-0.00048312+0.00045809i,-0.00021348+0.00071157i,-6.1037e-05+0.00088056i,0.00025846+0.00041962i,-2.7599e-05+0.00091096i,-0.00024739+0.0016978i,-0.0003207+0.0015379i,-0.00045806+0.0012888i,-0.00060766+0.00092455i,-0.0005875+0.00023869i,-0.0003447+0.00048528i
-0.00032311+0.0026185i,-0.00029022+0.0012753i,0.0011812+0.00044623i,0.0016939-0.00017938i,0.0016002-0.00057497i,0.0010326-0.00040516i,-0.00011517-0.00074772i,-1.6305e-05-0.00048674i,-0.0002289-0.00015826i,-0.00042327-0.00042869i,-0.00025797+0.00036466i,-0.00032188+0.00071117i,-0.00018624-0.00035051i,-8.453e-05-0.00083155i,0.00019008-3.4222e-05i,0.00059205+0.0010146i,-3.6778e-05+0.001186i,-6.3775e-05+0.00065734i,0.00046939+0.0005566i,0.0004028+4.9671e-05i,0.00044281-0.00027523i,0.00024499-0.00026176i,-0.0004926-0.00032769i
-0.00014547-0.0042311i,-0.00032354-0.0036026i,-0.0011061-0.0029088i,-0.0014358-0.0016875i,-0.0016425+0.00020363i,-0.00045531+0.0014012i,0.00095688+0.00062933i,0.00017841-0.00061781i,-0.00032141+4.3e-05i,-0.00049127+0.0010759i,-0.00049036+0.00075831i,-0.00038724+0.00064246i,-0.00040303+0.00071572i,8.282e-05-0.00025525i,0.00061928-0.00080824i,0.00035847-0.0010761i,-0.00025815-0.0009548i,2.363e-05+0.00035524i,-5.6212e-05+0.0015074i,-0.00034758+0.00093942i,-0.00014758+0.00044767i,-0.00012925+0.00041191i,-0.00018364-0.00022501i
0.00045937-0.00091106i,0.0011173+0.0001193i,0.00023228+0.00032132i,-0.00026305+0.00091677i,-0.00014679+0.0013637i,0.00043535+0.0010883i,0.00080037+0.00067174i,0.0002598+0.00028988i,0.00021316+0.00049782i,0.00014965+0.00093583i,-0.00018658+0.00010946i,0.00026985-0.00082298i,0.00018033-0.0010098i,-0.00041611-0.00074937i,-0.0003072-0.00026641i,-0.00013405-9.3551e-05i,0.00052049+0.00073105i,0.0008456+0.0010384i,0.0001162-2.4745e-05i,0.00031253-0.00038211i,0.00051671-0.00025602i,0.00050487-1.6613e-05i,0.00038878+5.3118e-05i
0.00080576-0.00021793i,0.00043739-0.0007734i,-0.00020885-0.0020157i,0.00033989-0.001157i,0.00039457-0.00064344i,0.00049668-0.0012749i,0.00042383-0.00098933i,-3.7549e-05-0.00055621i,-0.0004419-0.00036593i,-0.00032697-0.00033616i,-0.00025024-0.00053581i,-0.00079122-0.0006763i,6.3389e-05-0.00052342i,0.0013018+0.00022567i,0.00092383+0.00021995i,-0.0002071-0.00033476i,-0.00018147-0.00069265i,0.00021348-8.3776e-05i,-0.00014031+0.00035161i,0.00014371+3.7132e-05i,0.00074486+0.00014069i,0.0010388+0.00023859i,0.00080639-0.00012969i
0.00058946-0.0012148i,0.0011111+4.1073e-06i,0.00063406-9.5432e-05i,0.00030465+0.00019533i,0.00017446+0.0015442i,0.00067561+0.001382i,0.00081984+0.00051574i,0.00031261+0.0005589i,0.00047294+0.00017229i,1.8127e-05-0.00021403i,-0.00066305-0.0001961i,-0.0011953+2.0688e-05i,-0.00092088-0.00017337i,0.00014119-0.00027723i,0.00051367+0.00021989i,0.00043719+0.00013249i,0.00054773+4.3538e-05i,-2.1654e-06-0.00026851i,-0.0004745-0.00084985i,-0.00030828-0.0011764i,-8.8044e-05-0.0011115i,-0.00048809-0.00068388i,-0.0010585-0.00046102i
0.00049127-0.00045727i,-0.00072683-0.0015825i,-0.00052338-0.0012533i,0.00098318+3.3779e-05i,0.00091504+0.00083505i,0.00011719+0.00040106i,-0.00024398-0.00021186i,-8.9747e-05-0.00010793i,-0.00029572+0.00023701i,-0.0010473+0.00022851i,-0.0002402+9.784e-05i,-0.00050261-0.00037816i,-0.00086146+0.00031679i,0.00049771+0.00087626i,0.0010996+0.00019934i,0.00037596+7.2786e-05i,-0.00078924+0.00018268i,-0.00048402-0.00010273i,3.758e-05-0.0009565i,-0.00015594-0.00070394i,-0.000584-0.00021444i,-0.00062759-0.00029841i,-0.00024959+0.00072375i
-0.0018176+0.0027025i,9.5413e-05+0.0012105i,0.0017202+0.0012084i,0.0027478+0.0010537i,0.0032765+0.00029081i,0.0030185-9.9141e-05i,0.0020081-0.00030557i,0.00043046-0.00065425i,-0.00018483-0.00065588i,0.00022566-7.927e-05i,0.00089128+0.00019418i,0.00083791-2.8185e-05i,0.0003236+0.00037015i,-0.00013636+6.8444e-05i,-0.00022275-0.00092251i,0.00062187-0.0011135i,0.0012203-0.00044234i,0.00059477+0.00019355i,-0.00055177+0.00030227i,-0.00038725+0.00039144i,-0.00019364+0.00061624i,-0.00082969+0.00079065i,-0.0005011+0.00042678i
0.0030897+9.8758e-05i,0.0028856-0.00018491i,0.001983+1.6915e-05i,0.0010061+0.00038541i,-0.00025465+0.00020659i,-0.00024549+0.00019753i,0.00039104+0.00083093i,-0.00031939+0.00066914i,-0.0010685-0.00017291i,-0.00047078-0.00022849i,-0.00046453+0.00012842i,-0.0008592+0.00088388i,-0.00092914+0.0017821i,-0.00088664+0.00078208i,-0.00047539-0.00045276i,0.00029841-0.00014017i,0.00021853+8.9574e-05i,0.0003204+0.00021964i,2.2688e-05+0.00020487i,-0.00049854+0.00010474i,5.0915e-05+0.00034942i,0.00035519+0.00028476i,-0.0001431+0.00031825i
0.00053068+0.0021264i,0.00099811+0.0019697i,0.0015289+0.0025924i,0.0013774+0.003116i,0.00053038+0.001692i,-1.5108e-05+0.00056973i,-0.00022174+0.00058023i,-0.00017599+0.00050176i,4.652e-05+0.00015307i,-0.00055999+5.5473e-05i,-0.00093732-0.00016002i,-0.0010353+0.00030498i,-0.00093503+0.00037076i,-0.00031874+0.00025291i,-0.00055628+0.00032945i,0.00024706-0.00026268i,0.0013736-0.00055108i,0.00058883-0.0003268i,0.00067106-0.00038913i,0.0010531-0.00063259i,9.2998e-05-0.00038554i,0.00021773+0.00034659i,0.00079214+0.00082856i
-0.00099231-0.0018244i,-0.0011747-0.0017251i,-0.00087595-0.0014405i,-0.0005893-0.00048159i,-0.00029068+0.0013096i,0.00044321+0.0014591i,0.0001883+0.00043575i,-0.0010367+0.00010288i,-0.0017592+0.00025779i,-0.0011155+0.00066485i,4.2111e-05+0.00077779i,0.0010423+0.00026208i,0.0012129+0.00040857i,0.00091321+0.00055167i,0.00058415+8.5215e-05i,0.00037026+7.0483e-05i,-1.144e-05+0.00054768i,-0.00062669+0.00028221i,-2.3959e-05-0.00022146i,8.0526e-05-0.00032697i,-0.00070772-0.00017972i,-0.00073601-6.3353e-05i,-0.00012958+5.0714e-05i
-0.001326+0.0011495i,-0.00091163+0.00097755i,-7.3173e-05+0.00064299i,0.0017754+0.00027224i,0.0014913+0.0011192i,0.00066623+0.0014305i,0.0010308+0.00063134i,0.0013954+0.00062827i,0.0012984+0.0011144i,0.00071314+0.00079166i,-0.00017762+0.00017182i,-0.00078667+0.00026441i,7.8229e-05+0.00013935i,0.00066419-7.2757e-06i,-0.00014508-0.00015811i,-0.00029782-6.6471e-05i,-8.776e-05+0.00052082i,-0.00014863+0.00084687i,0.00039838+0.00061559i,0.00069382-0.00033902i,0.00063014-0.00084977i,-0.00016146+0.00014895i,-0.00034976+0.00079568i
0.001707-0.00026376i,0.002694-0.00036958i,0.0026602+0.00088744i,0.0015282+0.00031743i,0.00057777-0.00034269i,0.00016672-0.00022971i,8.349e-05+0.00038294i,-8.5646e-05+0.00017712i,-0.0002227-6.5032e-05i,0.00017168+0.00055962i,0.0002486+0.00032176i,-0.00035911-0.00052401i,-0.0007227-0.00029005i,-0.00047545+0.00064703i,-0.00024018+0.00061342i,-5.687e-05-0.00013377i,-7.4863e-05-0.00033524i,-1.8711e-05-0.0004833i,-0.00012698-0.00015306i,-0.00021121-8.0489e-05i,-0.00043528-5.3512e-05i,-0.00060255+3.758e-05i,6.908e-06+0.00012083i
0.0015495+0.0017324i,0.00086725+0.0013055i,0.00066601-0.00038833i,0.0015911-0.00074977i,0.0014492-0.00013751i,0.00076682+8.252e-05i,0.00025208+0.00040986i,0.00015352+0.00032422i,-8.8503e-05+0.00013335i,0.00036351-0.00028366i,0.0008831-0.00024593i,0.00015236+0.00013307i,-0.00041331+0.00034787i,-0.00029803+0.00029996i,0.00019443-7.5906e-05i,0.0002829-0.00080916i,-0.00025039-0.0014563i,-0.00082023-0.00090318i,-0.00090815+0.00061253i,-0.00052158+0.00071973i,-0.00036833-0.00022207i,0.00031713-0.00075831i,0.00052619-0.00077509i
0.00073727-0.0026192i,0.0001787-0.0019841i,7.0943e-05-0.00096628i,0.00047276+0.00013716i,0.00020119+0.00028994i,0.00044491-6.2368e-05i,0.00075837-0.00024455i,0.00025685-0.00020499i,0.00032699-0.00018372i,0.00021599-0.00011785i,-5.2274e-05+0.00011004i,0.00012664+0.00027005i,0.00069178+8.8071e-05i,0.00091381-0.00031746i,0.0008558-0.00045241i,0.00063199+0.00010382i,0.00010507+0.00032398i,-2.6109e-05+3.6813e-05i,0.00031053+0.00048471i,0.0007481+0.0010522i,0.00053267+0.00027921i,0.00047667-0.00020487i,0.00036009+0.0004437i
0.0019066+0.00056397i,0.0020307+0.0013969i,0.0014326+0.00071269i,0.0011982+0.00047383i,0.0017403+0.0005489i,0.0015926+0.00024405i,0.0012052-0.00044801i,0.0004458-0.00020154i,-0.00086017+0.0002371i,-0.0009889+0.00035302i,-0.00027281+0.00028583i,0.00034078+0.00026573i,0.00064473+0.00023677i,0.00083103+6.0994e-05i,0.0010271-0.00047779i,0.00054481-0.00070031i,0.00049392+0.00012875i,5.102e-05+0.00092652i,-0.00033517+0.00088733i,0.00076348+0.00033088i,0.00041998-0.00020465i,-0.00023129-0.00048291i,0.00027548-0.00055392i
-0.0005642+0.0015171i,-0.0011351+0.0014492i,-0.00042353+0.0018527i,0.00044236+0.000973i,0.0015507-0.000214i,0.0020147+0.0002035i,0.00136+0.00069056i,0.00055357+0.00084433i,7.2353e-05+0.0015276i,0.0002257+0.0018804i,0.00045059+0.0010889i,0.00042407+0.0006096i,-0.00014103+0.0001663i,-0.00021972-7.2943e-05i,0.00048828-6.3437e-05i,0.0004829-0.0002841i,-2.3698e-05-0.00027379i,1.0011e-05-0.00012999i,-0.00017366-0.00025955i,-0.00011737-0.00020179i,4.0845e-05-0.00049971i,0.00011283-0.00034384i,-0.00010513-3.5536e-07i
-0.001623-0.001412i,-0.00095671-0.0011913i,-0.00075305-0.0011784i,0.00019222+1.3195e-05i,0.0012964+0.0013972i,0.0020373+0.0015568i,0.001878+0.0010992i,0.00062752+0.0011045i,-0.00067929+0.00079959i,-0.00081024+0.00025168i,-0.00038319+0.00019692i,8.8151e-05+0.00018876i,0.00052059-0.00018736i,0.00062836-0.00034228i,0.00038652+0.0007299i,-0.00029235+0.0006246i,-0.00052481-0.0003167i,0.0001253-0.00033456i,0.00022278+0.00029661i,5.8231e-05+0.00072733i,9.2417e-05-0.00018069i,-0.00073794-0.00060956i,-0.0010979-0.00021592i
0.00037511-0.00085884i,0.00084215-0.00033718i,0.0013343+0.00011413i,0.0016412+0.00066036i,0.0015064+0.0010774i,0.00055847+0.0014153i,0.00044993+0.00089782i,0.00076361+0.00063249i,0.00039121+0.00020721i,-2.4244e-05-0.00086656i,-0.00026153-0.00090774i,-1.4705e-05-0.00042772i,0.00015497-0.00078315i,7.665e-05-0.00055466i,-0.0002924+0.00054568i,-0.00045367+0.00074709i,-0.00049568+0.00079308i,-0.00010609+0.00055107i,0.00043872-6.1276e-05i,0.00011527-0.00014296i,-0.0003233+0.00028443i,0.00021766+0.00068927i,0.00014244+0.00051457i
-1.024e-05+0.0010319i,0.00049053+0.0018731i,-4.0931e-05+0.00083567i,-3.4139e-05-6.9761e-05i,-0.0004203-0.00011715i,0.00013229-0.00020706i,0.0009065-0.00010645i,0.00028904+0.00016345i,-0.00074204+9.7763e-05i,-0.0011337+0.00039668i,-0.0014115+2.7016e-06i,-0.00099845+1.5918e-05i,-0.00044956+0.00088071i,-0.00039778+0.00042032i,-0.00044069+8.7133e-05i,-6.3697e-05+0.0005364i,9.4704e-05+0.00073611i,0.00018285+0.00072045i,9.1273e-05+0.00032935i,-0.00012339+4.2098e-05i,-0.0007944+0.00012221i,-0.0010958-0.00053184i,-0.00053163-0.00092349i
0.0028348-0.0019169i,0.0030336-0.0022203i,0.0030423-0.0033616i,0.0014474-0.0031951i,-7.3751e-05-0.0017777i,0.00051069+0.0006315i,0.00084771+0.0012163i,0.00023065+1.6886e-05i,0.00039163-0.00070017i,6.4943e-05-0.00022009i,-0.00072806+0.00040776i,-0.00061593+0.00049999i,0.00072384+0.0010348i,0.0016025+0.0013836i,0.0010853+0.001232i,0.00030068+0.00053694i,0.00018114-0.00020988i,0.00045192+0.00036737i,0.00080128+0.00052927i,0.00021474+5.4419e-05i,-0.0003095-0.00018132i,0.00040276-0.00029847i,0.00081444+4.6353e-05i
-0.0019256+0.0008516i,-0.0015011+0.00085895i,-0.0015952+0.001276i,-0.00098303+0.001188i,0.00073747+0.00085214i,0.0012909+0.00075721i,0.0011196+0.00032464i,0.00086525-0.00064344i,0.0007053-0.0007917i,0.00087793-0.00062317i,0.00082837-0.00037123i,0.0004012-0.00012588i,7.8969e-05-0.0009334i,0.00058013-0.0010781i,0.0010857-0.00058565i,0.0011343-0.00039559i,0.00099306-0.00022316i,0.00042064+0.00020139i,0.00012304+0.0006312i,-1.3322e-05+0.00029407i,0.00014351-0.00048974i,0.00035148-8.4871e-05i,-0.00034439+0.00076029i
0.0015621-0.00032101i,0.00040318-0.00046141i,-9.5345e-05-0.00060793i,-0.00046087-0.00070557i,-0.00070291-0.00056682i,6.392e-05-0.00017861i,0.00036967-0.00028781i,0.00071606-0.00032522i,0.0009792-0.00017696i,0.00066649+0.00065633i,0.00027426+0.0013467i,-0.00028298+0.00073648i,-0.00039268+0.0004129i,0.00026194+0.0005767i,0.00055055+0.00030208i,-2.6107e-05-0.00025692i,-0.00030297-0.00019289i,9.5434e-05+0.00021197i,0.00060198+0.00054439i,0.0012707+0.00038553i,0.00097356+0.00024323i,7.8119e-05+0.00079472i,-0.00017031+0.00040157i
0.0012414+0.0015728i,0.0018417+0.00066226i,0.0027092+0.00050879i,0.0027956+4.8876e-05i,0.001872-0.00035336i,0.00071446+5.5852e-05i,1.2821e-05+1.5826e-06i,-0.00069818-0.00041111i,-0.00068074-0.00044206i,-0.00033912-0.00046688i,-0.00037617-0.00054744i,-0.00044023-0.00051117i,-4.1211e-05-0.00043826i,0.00017028+0.00019394i,-1.5276e-05-0.00022625i,5.394e-05-0.001091i,0.00019889-0.00096148i,0.00097061-0.00054011i,0.00065851-0.00039636i,-0.00016077-5.33e-05i,0.00023363-6.612e-05i,0.00023971-0.0001158i,-4.3407e-05+0.00024367i
0.0017047-0.00076325i,0.0020501-0.0012679i,0.0029594-0.0011095i,0.0019181-0.00037139i,0.00039864-0.00051034i,-0.00027399+0.00014193i,0.00016491+0.00095343i,0.00011208+0.00049644i,-0.00019473+3.1398e-05i,4.0093e-05-0.00013568i,-0.0010393+0.00016292i,-0.0014562+0.00026833i,-0.00020892-1.0114e-05i,-8.4355e-06+0.00031535i,-0.00043236+0.0006724i,0.00014266+0.00084986i,0.00043291+0.00038559i,-3.0449e-05+1.5305e-06i,0.00045067-0.00013103i,0.00043657-0.00013356i,0.00015009-3.9786e-05i,0.0005381-0.00056024i,0.00099391-0.001006i
0.00087654+0.00028932i,0.001508-0.00036669i,0.0012017-0.0017341i,0.00070007-0.0015327i,-0.00080016-0.00014245i,-0.0013838+0.00010668i,-0.00018521+8.2177e-06i,7.3549e-05-1.3394e-05i,-0.000642-6.9254e-05i,-0.00056301-0.00015057i,0.00025126+0.00011027i,0.0005449+0.00025821i,0.00056591+0.00058078i,0.00074477+0.00064138i,0.0010507+0.00030549i,0.00084257+0.00021326i,0.00017305+3.1603e-05i,-0.00012208+0.00022077i,-0.00028282+0.00082129i,-0.00059729+0.00072769i,-0.00037581+0.00055175i,-0.00024496+0.0013378i,-0.00022384+0.0010906i
0.0015417+0.0018042i,0.0017124+0.0018876i,0.0019834+0.0014883i,0.0013147+0.00031185i,0.00055457-0.00040099i,0.00050681-0.00028609i,0.00091875-0.00052893i,0.0008585-0.00054773i,0.0002197-9.2931e-05i,-0.00029028-0.00020011i,-0.00010344-0.00027233i,-0.00025703-0.00024972i,-0.0001688-0.00036682i,0.00014596+5.0852e-05i,-0.00012569-5.0599e-05i,-0.00050355+0.00019063i,-0.00070083+2.4759e-05i,-0.00072155-0.00014456i,-0.0012145+0.00042737i,-0.0015578+0.00020301i,-0.00057883-0.00053976i,0.00071389-0.00031734i,0.001343+0.00035698i
-0.0021222-0.00061718i,-0.0018161-0.00097025i,-0.0021354-0.00016518i,-0.0010492+0.00053276i,0.0012919+0.00069871i,0.0020073+0.00048508i,0.0002888+0.00023807i,-0.00051067-0.0001738i,-0.00011747-0.00029365i,0.0003931-0.00026037i,0.00064818+1.6397e-05i,0.00071084+0.00025252i,0.00091456-9.8341e-05i,0.00037718+0.00019273i,-6.6829e-05+0.00034879i,4.416e-05+0.00030084i,0.00022296+0.00097137i,0.00064146+0.0013893i,0.00069015+0.0013779i,-0.00017888+0.00072043i,-0.0010335+1.4191e-05i,-0.0007875-0.00011024i,0.00024257-3.3048e-05i
0.0029131+0.00064106i,0.0031195+0.00063081i,0.0032499+0.00034296i,0.0022808-0.00025517i,0.0011081-0.00078509i,0.00038425-3.1643e-05i,-0.00014811+0.00072307i,-0.00025668+0.00031825i,-0.00047452-0.00058361i,-0.00047406-0.00068403i,-0.00046473-0.00057815i,-9.5517e-05-0.00055493i,0.00029577-0.00063904i,0.00064717-0.00038788i,0.00038545+0.0002004i,-0.00010696+0.00013501i,6.7016e-05-0.00023778i,0.00031452-0.00046188i,0.00026468+0.00042424i,0.00026321+0.00075064i,0.00018629+0.00015939i,0.00031128+0.00032263i,0.00016589+0.00013445i
-0.0011368+0.0002428i,-0.0010249+0.0010171i,-0.0019982-3.5687e-05i,-0.0017681-0.00047604i,-0.00034197+0.00059436i,0.00025395+0.00089834i,-0.00065537+0.00032247i,-0.001164+1.8673e-05i,-0.00049064-0.00041167i,0.00050417-0.00056905i,0.0008402-0.00051613i,-0.00013573-0.00063928i,-0.00061904+0.000131i,-0.00033072+0.00031184i,-0.00025291-0.00033073i,-0.00018883-0.00047165i,-0.0003776+4.935e-05i,-0.00027618-0.00014748i,0.00039983-0.00041584i,0.00021163-0.00016196i,-0.00035278+0.00030042i,4.0301e-05+0.00050691i,1.1308e-05-0.00020934i
0.00051402-0.00014644i,0.0018937-0.00086787i,0.0020104-0.001375i,-6.1736e-05-0.00016072i,-0.0011926+0.00034301i,-0.00034339+0.00038633i,0.00040867+0.00067427i,-0.00010969+0.00015673i,-0.0003386+0.00014141i,0.00017197+0.00029882i,0.00027372+0.00038801i,-0.00016498+8.5836e-05i,-0.00031919-0.00066219i,-0.00023373-0.00085437i,1.2399e-05-0.00019608i,5.2064e-05+0.00050563i,7.7003e-05+0.00032855i,0.00026425+0.00020957i,0.00022821-0.00016205i,0.00011247+2.5028e-05i,0.00048414+0.00048193i,0.00014963+0.00045457i,-0.00021085+0.00060384i
0.00024771+0.0017703i,0.0011413+0.0019582i,0.0024095+0.0017331i,0.0037352+0.00079027i,0.0041557+0.00081639i,0.0018334+0.00059557i,-1.7577e-05+0.00051306i,-0.00050573+0.0007619i,-0.00022286+0.00037998i,0.00043662-0.00011508i,0.00036878+0.00016946i,-0.00073009+0.00061428i,-0.0011998+0.0002193i,-0.00032165-0.00034429i,0.00064312+0.00024513i,0.00043432+0.00088377i,0.00037975+0.0003482i,0.0002697+0.00049104i,0.0004241+0.0009704i,0.00062664-4.7249e-05i,0.00023393-0.00095462i,-0.00039172-0.00093179i,-0.00090952-0.00069236i
-0.00066266-0.00041588i,-0.0011684-0.0010337i,-0.0017302-0.00056069i,-0.0019067+0.0011567i,-0.00083722+0.0018616i,0.00054775+0.0010772i,0.00051244-0.00013611i,0.00012612-0.00051143i,-0.00014235-0.00040415i,-0.00043976+0.00041003i,-0.00076048+0.0010035i,-0.00036186+0.0001886i,0.00051575-0.00010538i,0.00031929+0.00033489i,0.00061537+0.00019835i,0.0010286+0.00028812i,0.0001871+0.0006489i,-0.00062272+0.00047043i,-0.00037736+0.00047021i,-0.00012024+0.0003748i,-0.00027493+0.00043887i,-0.0002461+0.00096024i,0.00044655+0.00074247i
