-0.0020266-5.0024e-06i,-0.0015891+9.0534e-06i,-0.0014525+0.00017302i,-0.00019872+0.0016759i,0.00079881+0.0027981i,0.00021625+0.0026738i,-0.00034376+0.0018061i,0.00011643+0.00066656i,0.00018314+0.00052541i,0.00030046+0.00034821i,0.0016284-0.00067338i,0.0018648-0.0015456i,0.0011319-0.0017065i,0.00078508-0.0014925i,0.00054593-0.001568i,7.9998e-05-0.0011454i,-0.00036924-0.00040205i,-0.00068554+0.00022777i,-0.00061905-7.3402e-06i,-0.00053775-0.0002637i,-0.00077656+0.00034102i,-0.0010166+0.0006732i,-0.00099474-0.00023324i
-0.00071239+0.00080548i,-0.00043844+0.0017969i,-0.00064495+0.0016817i,0.00056743+0.0018471i,0.0017472+0.0013273i,0.0010639+0.0003491i,0.00062994-0.00028736i,0.00021354-0.0010854i,-9.2005e-05-0.0012044i,-0.00018962-0.00084344i,0.00027154-0.00052293i,0.00048599-0.0001712i,-0.00019648-0.00061959i,-0.00055103-0.001364i,8.8444e-05-0.00082995i,0.00026744+0.00022572i,0.00010759+0.00088482i,-0.0007455+0.00047158i,-0.0011666+0.00044355i,-1.9962e-05+0.0011548i,0.00031514+0.0011328i,9.5887e-05+0.0010354i,-0.00018286+0.0011633i
6.7572e-05+0.00042263i,0.00040026-0.00069794i,0.00059358-0.0018216i,0.00097904-0.0017113i,0.00031227-0.00058737i,-0.0007615-0.0011197i,-0.0006414-0.0018929i,0.00020586-0.0013343i,-0.00035446-0.00068311i,-0.0010295-0.00014104i,-0.0013338-5.2008e-05i,-0.0013088+5.576e-05i,-0.0005375-0.00028629i,-0.00019159+0.00019467i,0.00012499+0.00087707i,0.00044503+0.00018194i,0.00088601-0.00046844i,0.00056508+5.9928e-05i,-0.00067021+8.9564e-06i,-0.0011677-0.0009172i,-0.0011756-0.0011156i,-0.0010097-0.0007947i,-0.00039508-0.00073768i
-0.001052+0.00030711i,-0.0023946+0.0011711i,-0.0033873+0.0014109i,-0.0027728+0.0013254i,-0.0011232+0.00069415i,-5.8558e-05+0.0003437i,0.00023601+7.5764e-05i,-8.4368e-05-0.00082502i,-0.0010335-0.00081347i,-0.0010413-0.00032925i,-0.00085867-1.4855e-05i,-0.00061173+0.00068769i,0.00046598+0.00092116i,0.0006878-5.4801e-05i,0.00013855-0.0005891i,0.00054849-0.00036442i,0.0010725-0.00018397i,0.00014348-0.00054012i,-0.00086956-0.0016044i,-0.00027198-0.0013695i,0.0004009+0.0001138i,0.00040761+0.00021534i,0.00026739+0.00012246i
0.0014125-9.7811e-05i,0.001562+0.00056125i,0.0021554-3.9178e-05i,0.002278-0.00024688i,0.00084983+0.00094722i,-0.000581+0.0012174i,-0.00066009+0.00041443i,7.8343e-05+0.00026737i,-0.00032771+0.000531i,-0.00074459+0.00044713i,-0.00063581+0.00020211i,-0.00029996+0.0010917i,-0.00013174+0.0017328i,-0.00015033+0.0012423i,-0.00065559+0.001387i,-0.001073+0.0010645i,-0.00076162+0.00052055i,-0.00027826+0.0011111i,-0.00027095+0.0012067i,-0.00050434+0.00032893i,0.00010046-0.00018817i,0.00086578-0.00041265i,1.151e-05+0.00015216i
-0.00040045+0.00012763i,-0.0010668-0.00093182i,-0.00073984-0.0016893i,-0.00048254-0.0023761i,-0.0001955-0.0025086i,-4.2191e-05-0.0014574i,-0.00068373-0.00083145i,-0.00050441-0.0011369i,0.00022637-0.00097134i,0.00026582-0.00060159i,-0.00038575-0.00029539i,-0.00034246-0.00010309i,0.00017453+0.00014504i,0.00018881-1.8081e-05i,-0.00053338+0.00056699i,-0.00013778+0.00085329i,0.00044657-0.00052057i,0.0005664-0.0011972i,0.00030688-0.0006221i,-4.7e-05-0.00019194i,0.00022115+0.00017563i,0.00046887-0.00011451i,0.00062801-0.00095952i
7.8264e-06-5.0891e-05i,-1.3077e-05+0.0010301i,-0.00026151+0.0015119i,-0.00064883+0.0013913i,-0.00063131+0.00074549i,0.00039792+8.0492e-05i,0.0013304-0.0010843i,0.00046311-0.0020855i,-0.00084687-0.0015715i,-0.00077413-0.00010511i,8.2302e-06+0.00080334i,0.00067124+0.00062974i,0.00095328-0.00066785i,0.00055685-0.00098006i,0.00073858-0.00029306i,0.00054742-1.5773e-05i,-0.00027948+0.00015187i,-0.00042167+0.00064702i,0.00017993+0.00062911i,0.0007238-4.2469e-05i,0.00029645-0.00061198i,0.00027932-0.00044201i,0.00031766+0.00047259i
-0.00096904-0.00029487i,-0.00093946+0.0011061i,-0.00096094+0.0014094i,0.00077965+0.00046685i,0.0014402+0.0012149i,0.0013601+0.0012457i,0.00030837+2.3654e-07i,-0.00011019-0.00081838i,0.00057774-0.0014113i,0.00033904-0.00083271i,-0.00017823-3.6084e-05i,-0.00067669-0.00016116i,-0.00025556+0.00021585i,0.00050533+0.0010643i,0.00073317+0.00082118i,0.00036134+0.00087881i,0.00015924+0.0010322i,4.4932e-05+0.00048963i,-0.0003031-0.00025328i,-0.00056491-0.00045464i,-0.0013281-0.00052564i,-0.0011124-0.0003686i,0.00023721+0.00042283i
-0.00059193+7.4638e-05i,-0.00095359+0.0010076i,-0.0018923+0.0030122i,-0.001013+0.0035721i,-0.00027131+0.0018259i,-0.00051286-0.00083913i,-0.00095704-0.0018677i,-0.00031596-0.0015602i,0.00024612-0.00046252i,-0.00024305+0.00066196i,-0.00015765+0.00051129i,0.00041508+0.00035418i,0.00047022+6.7426e-06i,0.00030178-0.00023822i,7.9845e-05-7.6782e-05i,1.9085e-06-3.2656e-05i,-0.00029114-0.00038445i,-0.00080795-2.1875e-05i,-0.00042485+0.00032039i,0.00046428-0.00034862i,0.0001976-0.00021453i,0.00057508+0.00042027i,0.00069869+0.00026627i
-4.078e-05-0.0018428i,-0.00044445-0.0017356i,-0.0012228-0.0015798i,-0.0015683-0.00085516i,-0.00067089+0.00040021i,0.00014903+0.0014739i,-4.1627e-05+0.0015051i,9.2519e-05+0.00087334i,-0.00026066+6.9588e-05i,-0.00025091-0.00055001i,0.00020238-0.00016515i,0.000156+0.0012521i,-1.7719e-05+0.0012712i,-8.5229e-05+0.00029799i,-6.8739e-05+0.00071729i,-7.7938e-05+0.00088516i,0.00017582-0.00026051i,0.00084171-0.00099656i,0.00088831-0.00027883i,0.00043787+0.00020901i,-0.00040838+0.0002438i,-0.00077021+0.00017434i,-0.0008817+0.0001486i
-0.00031796+0.0024118i,0.0016967+0.0027096i,0.002886+0.0026575i,0.0030457+0.0018039i,0.0026255-0.00031619i,0.00054794-0.0016988i,-0.00055353-0.0019743i,-1.8216e-05-0.0012847i,0.00017713-0.00011111i,-0.0002887+0.00022874i,-0.00036613-0.00037494i,-0.00028015-0.00087051i,-0.00022451-0.0010526i,-0.0004147-0.00090003i,-0.0010554-0.00062932i,-0.0003249-0.00030844i,0.00086466+0.00010068i,0.00095601+0.00012619i,-0.00019385-0.00035576i,-0.00068942-0.00012713i,-0.00017743+0.00057774i,-7.2043e-05+0.00064398i,-0.00061317+1.9582e-05i
-0.0013258-0.00012294i,-0.00080774-1.5082e-06i,0.00025532+4.7775e-05i,-0.00073096-0.00030454i,-0.001766-0.00047323i,-0.0011154-0.00038507i,4.167e-05-0.00043363i,0.00087255-0.00036449i,0.00030287+0.0002518i,0.00013185+0.00062825i,0.00020078+0.00081907i,-0.00047317+0.00059395i,-0.00092219+0.00034065i,-0.0012293+0.00056531i,-0.00029691+0.00088792i,0.00080773+0.00088783i,0.00021695+0.00036197i,-0.00019745+0.00028437i,0.00031438-0.00019713i,0.00046981-0.00044693i,0.00014334-0.00017693i,-0.00016557-0.00057699i,-5.3076e-05-0.00095213i
0.0010226-0.00042496i,0.00015225-0.00020421i,0.00045744-0.00029975i,-0.00037489-0.00040938i,-0.0019778-0.0012861i,-0.0019089-0.00055947i,-0.00083845+0.00017105i,-0.00058712-0.00082747i,-0.00086795-0.0019027i,-0.0013555-0.0018732i,-0.0010389-0.00028985i,-0.00060841+0.0011179i,-0.0012538+0.0012699i,-0.0016919+0.0014569i,-0.00155+0.001409i,-0.0004295+0.00051826i,0.00057445-3.2215e-06i,0.00044653+6.4523e-05i,0.00046006+0.00025729i,0.00029006+0.00016935i,2.5745e-05-0.00027036i,0.00043432-0.00018813i,0.00083673-6.5991e-05i
0.002648+0.001403i,0.0031462-0.00032149i,0.0025082-0.0011395i,0.0022241-0.00093466i,0.0021046-0.00097458i,0.00074816-0.0010249i,-3.7076e-05-0.00059639i,3.8373e-05-0.00049723i,0.00027623-0.00075938i,-0.00025475-0.00074036i,-0.00033745-0.00051085i,0.00020601-0.00048905i,-0.00052336-0.00099293i,-0.0019708-0.00080207i,-0.0021223+0.00027366i,-0.0020003+0.0006766i,-0.0015003+0.00019293i,-0.00026667+3.2895e-05i,0.00013951+0.00060809i,3.7073e-05+0.0007867i,0.00040822+0.00046286i,0.00050237-3.6863e-05i,-0.00059387+0.0001046i
0.0020695-3.3477e-05i,0.0022943+0.0014667i,0.0020162+0.002523i,0.0005647+0.0010702i,-0.00050337-0.00041453i,-0.001553-0.00041697i,-0.0016837+0.00020486i,-0.00076881+8.1769e-05i,-0.00046014-0.00016214i,0.00012989-0.00039761i,0.0011022-0.00040769i,0.0010762+0.00019335i,5.9729e-05+0.00057073i,-0.00095522+0.00076953i,-0.0011104+0.0012595i,-0.0011346+0.0013791i,-0.0012752+0.00076752i,-0.00092504+0.00044348i,-0.00022488+0.00054883i,-0.00021318+0.00029464i,-0.00038977+0.00014606i,-0.00020973+0.00044062i,-7.0459e-05+0.00029547i
0.00033542-0.00069404i,0.0001894-0.0012223i,-0.000808-0.0014571i,-0.00097738-0.00082485i,-0.00025821-0.00025443i,0.00048543-0.00037782i,-0.00012863-0.00065123i,-0.00051589-0.0011139i,6.7158e-05-0.00072789i,0.0002082-0.00039217i,0.00010817-0.00064227i,0.00034922-0.00022052i,-0.00017715+0.00040961i,-0.00034893+0.00043303i,-0.00024026-0.00014835i,-0.00025456+8.5286e-05i,4.6447e-05+0.00040485i,4.4945e-05-0.00022661i,-7.5107e-05+6.7221e-05i,-0.00028086+0.00020754i,-0.00061865+0.00025197i,-0.00065937+0.00056484i,-0.00039649+0.00022078i
-0.00032972-0.002824i,-0.001241-0.0023964i,-0.0011952-0.002387i,-0.00049023-0.0020029i,-0.00045354-0.00070025i,-0.0009215+0.00023285i,-0.00071984+0.00040025i,0.00017956+0.000134i,0.00065631-0.00054075i,-7.9473e-05-0.0008581i,-0.00033605-0.00049071i,0.00025266+0.0003696i,0.00056983+0.00033868i,0.0010507+0.0013408i,0.00087239+0.0020083i,0.00051375+0.0011561i,0.00060568+0.00043037i,0.00031137+0.00041566i,-2.1979e-05+0.00033966i,0.00013454-0.0004062i,0.00013149-0.00011673i,8.379e-05+9.028e-05i,0.00030979-0.00018956i
0.00059638-8.4842e-05i,-0.000649+0.00062149i,-0.00064971+0.0016191i,-1.5066e-05+0.0016847i,-0.00031828+0.0017769i,-0.00082655+0.0019401i,-0.00074614+0.00086972i,-0.00011799-0.00064514i,0.00024902-0.00064212i,-0.0002518+0.00031149i,-0.00035926+0.00090871i,-0.00040368+0.00086911i,-0.00041721+0.00098229i,-3.8495e-06+0.0010105i,0.00032995+0.00095517i,0.00044854+0.00080066i,0.00021084+0.00048302i,-0.00013321+0.00017554i,0.00036036+0.00012338i,0.00086905-0.00012549i,3.4062e-05-0.00060552i,-0.00042031-0.00054635i,-0.00031185+0.00010444i
-0.00059149+0.00019205i,-0.0007318+0.00029264i,-0.0011886+0.0003863i,-0.0010495+0.000224i,-0.00054149+0.00019715i,-0.0006204+0.0003434i,-0.00054377+0.00023522i,-0.00041681-0.00011301i,-0.0011033+0.00010809i,-0.0013235+0.00055974i,-0.00031389+0.00065279i,-2.7111e-05+0.00023627i,-0.00085788+0.00010766i,-0.0010586+0.00011288i,-0.00019195+0.00026798i,0.00089853+0.0007459i,0.0006146+0.0011683i,0.00073378+0.0016278i,0.0006207+0.00098364i,0.00039117-0.000637i,0.00026472-0.0010876i,-0.00031926-0.00028219i,-0.00043021-4.7652e-05i
-0.0014859-0.0020509i,-0.0018569-0.0012313i,-0.0019932-0.00080039i,-0.001208-0.0002711i,-0.00025421-4.7481e-05i,0.00050416-7.2021e-05i,0.00094268-0.00048425i,0.0010919-0.0009735i,-0.00010703-0.00051457i,-0.0011968+0.00050888i,-0.00084807+0.00097926i,-0.00024871+0.00069781i,0.00025292+7.0933e-05i,0.00090468+0.00030348i,0.00051019+0.00068749i,0.00013493+0.00045875i,0.00016377+0.0003928i,0.00026388+0.0004309i,0.00021613+0.00062997i,0.00018772+0.00099216i,0.00023185+0.00077456i,-4.6198e-05+8.8131e-05i,-0.00066156-0.00030571i
0.0010897+0.00058839i,0.0013213+0.00091954i,0.00062254+0.0020703i,0.00052203+0.0024889i,-0.00021744+0.0012933i,-0.0012891+4.9644e-05i,-0.0017208-0.00036523i,-0.001453-0.00046548i,-0.0011057-0.00035943i,-0.00012045-0.00050919i,5.0838e-05-0.0012425i,-0.00081294-0.0010281i,-0.00069753-0.00046811i,-0.00056304-8.2335e-05i,-0.0011271-0.00054758i,-0.0016999-0.00074307i,-0.00079232-0.00088505i,0.00026922-0.00047398i,7.0682e-05+0.00024577i,0.00015827+0.00086562i,0.00044403+0.0007243i,0.00046079-7.3925e-05i,-0.00010675-0.00030269i
-0.0003653+0.0016632i,7.4406e-05+0.0026236i,0.00052119+0.0030025i,0.0005146+0.0011873i,0.00026259+0.00041046i,-0.00070428+0.00027307i,-0.00099068+0.0001682i,-0.00072458+3.1947e-05i,-0.0003542-0.00061874i,0.00012801-0.00016467i,-0.00060819+0.00084724i,-0.00088175+0.00083471i,-0.00021491+0.00092412i,-0.00011723+0.00089749i,1.8541e-06+0.00015025i,0.00040207-9.9435e-05i,0.00015123-0.00034023i,-0.00019736-0.00015628i,-0.00037723+0.00013009i,-0.00058481+2.6785e-05i,-0.00028715-0.0004103i,0.00040094-0.0012952i,0.00077406-0.0014308i
0.00032494+0.0011479i,-0.00020504+0.0013503i,-0.0006872+0.0013788i,0.00018233+0.0013881i,0.00052434+0.00049706i,0.00074082-0.0006649i,0.00085699-0.00051475i,0.00018074+0.00011548i,5.8971e-05-1.6236e-05i,-0.00015721-7.5023e-05i,9.1661e-05-7.6822e-05i,0.00080411-0.00051793i,6.2627e-05-0.00070401i,-0.00010944-0.00080073i,0.00061807-0.00087655i,0.00079196-0.0011242i,0.00076901-0.0011104i,0.00034694-0.00046138i,-0.00055492+0.00016679i,-0.00065759+0.00031787i,-0.00068874+0.00063184i,-0.00042542+0.00013656i,-0.00042684-0.00068687i
-0.00057047+0.0005066i,-0.00012573+5.1524e-05i,-1.1594e-05+0.00026837i,6.5708e-05+0.00062808i,-0.00016352+0.00094189i,-0.0011042+0.00029083i,-0.0017052-0.00076141i,-0.0010587-0.0016059i,-0.00049996-0.0014181i,-0.00016047-0.0012173i,0.00041318-0.0013874i,0.00043586-0.0011533i,0.00029259-0.00072868i,0.00046253-0.00077699i,-0.00010957-2.1251e-05i,-0.0010704+0.00062385i,-0.0011715+0.00051338i,-0.00053952+0.00067784i,-0.00061735+0.0010373i,-0.00087629+0.00035838i,-0.00036591+0.00030149i,0.00043966+0.0009337i,0.0005581+0.00041245i
-0.00056413-4.996e-06i,-0.0014861+0.00033429i,-0.001527+6.2868e-05i,-0.0017523-3.4251e-05i,-0.0019315+0.00067355i,-0.0015411+2.3641e-05i,-0.0012775-0.0014367i,-0.00060214-0.0014226i,-0.00022501-0.00088011i,0.00032239-0.00051155i,0.0011389-6.9828e-05i,0.00088288-1.7029e-05i,0.00010238+0.00030718i,0.00021401+0.00020262i,0.0002253-0.00028477i,-0.00035795+9.4976e-05i,0.00017347+0.00060228i,0.00085247+0.0006401i,0.0004003+0.00050774i,-0.00015202+0.00033476i,-0.00074416+4.2155e-05i,-0.0011149+0.00065038i,-0.00077837+0.0013827i
0.0017481+0.0012989i,0.001754-0.00023745i,0.0028981-0.0015632i,0.0024694-0.0013722i,0.00097891-0.0011286i,0.00020403-0.00077591i,-0.00093284-0.00035245i,-0.00083006-0.00068621i,-0.00016359-0.0007544i,0.00021545-0.0010339i,-4.646e-05-0.0010453i,-0.00064868-0.00087783i,-0.00027079-0.00016285i,-0.00060945-8.1733e-05i,-0.0011233-0.00012555i,-0.0010514+3.4669e-05i,-0.000615-0.00019023i,-0.00023245+0.00011056i,-4.814e-05+0.00075867i,0.00019105+0.00024614i,0.00029729-0.00044364i,-0.00014884-0.00045965i,-0.0010092-0.00044205i
-0.0003192-0.00091041i,-0.00058403-0.0007173i,-0.00059604-0.00043632i,-0.00068105+0.00075359i,-0.00028204+0.0011425i,0.00037728+0.00064202i,0.00056845+0.00062166i,0.00079106-5.298e-05i,0.00028389-0.00043908i,-0.00026779-0.00010348i,-0.0009308-3.4223e-05i,-0.00082056+0.00017607i,5.0348e-05+0.00046192i,0.00012221+0.00034926i,-0.00026751+0.00073558i,-0.00013015+0.0015186i,0.00058553+0.00093504i,0.00056402+0.00016732i,0.0005233-2.3128e-06i,0.0010659-4.6881e-05i,0.0006462+0.00010302i,-0.0002477+0.00040882i,-0.00052003+0.00052622i
-0.0024717+0.00042961i,-0.0023048+0.0010109i,-0.0022076+0.0021864i,-0.0013352+0.0018757i,0.00041406+0.0012308i,0.0012844+6.5819e-05i,0.0011729-0.00149i,0.0007036-0.0016436i,-0.00018773-0.00063528i,0.00012589-0.00016012i,0.00051396+0.00021262i,0.00039439+0.00024742i,-0.0001568-0.00015243i,4.8779e-05-0.00032534i,0.00030454-0.00044658i,0.00062553-0.00044151i,5.0333e-05-0.00021882i,-0.00018688-0.00092632i,-9.9625e-05-0.001012i,-0.00058314-0.00047133i,-0.00033558+0.00031048i,0.00032631+0.00095396i,0.00036581+0.00084391i
-0.0022742-0.0009522i,-0.0023695+0.00026927i,-0.0027669+0.0017017i,-0.002035+0.0018393i,-0.0013839+0.0011449i,-0.00086914+0.00048961i,-0.00058087-0.00013742i,-0.00083397-0.0007268i,-0.00099961+6.1389e-05i,-0.00050553+0.00058435i,0.00058735-0.00038385i,0.0013943-0.00079108i,0.0019096-0.00019504i,0.0016996+0.00031531i,0.0012797+0.00026481i,0.00072731-0.00027454i,-0.00019941-0.00044362i,-0.00073839-4.6076e-06i,-0.00033252+0.00065403i,-0.00020228+0.00099111i,-0.00056742+0.00050299i,-0.00059574+0.00018978i,-0.00026274+0.00018337i
-0.00064622+0.00043374i,-0.00035347+0.00047363i,0.00043725+0.00044077i,0.0012211+0.00054447i,0.0015044+0.001251i,0.00038371+0.0018047i,-0.00054911+0.001212i,2.5991e-05+0.0004772i,0.00027544-0.00013741i,-4.6308e-05-0.00042013i,0.00063656-0.0003478i,0.00096847-0.00055456i,0.00011165-8.0005e-05i,-0.00042106+0.00049805i,-9.0462e-05+0.00058889i,0.00032394+0.0017778i,0.00022034+0.0015051i,4.5528e-05+0.0003829i,-1.0374e-05+0.00092323i,-9.2905e-05+0.00099402i,-0.00012593+0.00053171i,0.00061229+0.00015781i,0.00040093+8.9812e-05i
-0.0025449+0.00021138i,-0.0028018+0.001347i,-0.0020802+0.0019687i,-0.0014002+0.001226i,-0.00049039+0.00069159i,0.00074122-0.00040221i,0.00094346-0.0011389i,0.00058127-0.0015875i,-0.00039954-0.0013333i,-0.0011316-0.0004962i,-0.0012959-0.00034937i,-0.00080847-0.00079057i,0.00030562-0.001192i,0.00033864-0.00070009i,0.00022544-0.000807i,0.00024701-0.00037356i,-0.0001744+0.00081051i,-9.2655e-05+0.00075565i,0.00032988+0.00036134i,-0.00013546+6.165e-05i,-0.00067706+0.00022403i,-0.00077557+0.00011506i,-0.00043983-0.00042204i
0.00084655-0.0025649i,0.00058299-0.0018672i,0.0002658-0.0019425i,-0.00083081-0.0018673i,-0.0022736-0.00051397i,-0.0019377-0.00010333i,-0.00075227-0.00070396i,-0.00014108-0.001362i,-0.00032768-0.0015833i,-0.0011741-0.00071551i,-0.0011301+0.00013883i,-0.00031949+0.0006886i,-0.00033114+0.0011863i,-0.00084506+0.0015505i,-0.00048713+0.0022285i,-0.00057522+0.0011439i,-0.00080283+0.00021802i,-0.0004686+0.00037252i,-0.00015309+0.00032788i,-0.00021624+0.00027026i,-0.00032318-0.00014796i,-0.00024579-0.00051931i,-7.2912e-05-0.00060575i
-0.0015439+0.00026499i,-0.0010337+0.0011858i,-6.6846e-05+0.0014451i,0.00079961+0.0018173i,0.00041013+0.0015369i,-0.00046364+5.2554e-05i,-0.0012539-0.0011299i,-0.0020939-0.0021456i,-0.0013806-0.0023227i,-3.1986e-05-0.0013045i,0.00053835+8.7614e-05i,0.00087083+7.3725e-05i,0.0013874-0.00032654i,0.00098094-0.00033402i,0.0001028-0.00060232i,-0.00046687-0.00056063i,0.00013412-0.00091315i,0.00049324-0.00077328i,0.00059589-0.00059594i,0.00019082-0.00058216i,-0.00077002-0.00048292i,-0.00061671-0.00025334i,-0.0004272-0.00061513i
-0.0023949-6.7961e-05i,-0.00069245-5.6098e-05i,0.00056841+0.00077872i,0.00074109+0.0009861i,0.0013781+0.0007654i,0.0019886+0.00027056i,0.00090036-5.2567e-05i,-0.0004941-0.00023147i,-0.00087606-0.0008981i,0.0006191-0.00057986i,0.0022396+0.0008399i,0.0012967+0.0011663i,0.0008962+0.00077723i,0.00095246+0.00028113i,0.00039401-0.00087496i,0.00022196-0.0016157i,0.00023786-0.0012921i,-0.00013302-0.00076745i,-0.00052489-7.4831e-05i,0.00035738+0.00021772i,0.00052463+0.000449i,-0.00012759+0.00033944i,-0.00022693-5.4051e-05i
-0.0015797+0.0022103i,-0.0013609+0.0025283i,-0.00097324+0.0024027i,-0.00096521+0.001465i,-0.0013085-0.00019166i,-0.0014525-0.0013952i,-0.0013624-0.0013018i,-0.0013045-0.00076367i,-0.0010334-0.00063195i,-0.00067477-0.00027462i,-0.00072884-0.00013419i,-0.0013269-0.00064791i,-0.0013437-0.00039422i,-0.0015416-0.00063619i,-0.0018582-0.0011552i,-0.0011127-0.00065321i,9.0228e-05-3.9763e-05i,-0.00013158-3.81e-05i,-0.0007979-0.00036927i,-0.00043265-0.00030501i,0.0003476-0.00016636i,0.00046288-0.00075495i,-4.5934e-05+0.00027194i
-0.00077034-0.00063012i,-0.00080638-0.0011545i,-0.00024717-0.00083407i,0.00095481-0.00054076i,0.00075978-0.00088197i,9.5343e-05-0.00090369i,0.00056163-0.00065273i,0.00087738-0.00087606i,0.00070525-0.00029817i,0.00019237+5.6061e-05i,-0.0002525-6.6105e-05i,-0.00073997+2.5754e-05i,3.3856e-06-0.0009382i,0.00078863-0.0017201i,-9.2012e-05-0.0011984i,-0.00070671-2.817e-05i,-0.00046827+0.0012979i,-0.00032189+0.0017958i,9.6246e-05+0.0014349i,0.0007346+0.00037486i,0.00094609-8.7928e-05i,0.00082748-0.00044896i,0.00034-0.00075035i
-0.00072384-4.883e-05i,-0.0005547+0.00090529i,-0.00032973+0.00083801i,-0.00052822-0.00010971i,-0.00056621+0.001257i,-0.0012344+0.0017833i,-0.0010042+0.00057275i,-0.00010518-0.00056384i,0.00064443-0.0010546i,0.00042208-0.00074401i,-1.5838e-05+0.00019153i,-0.00030995+0.00037263i,-0.00047194+0.00064934i,4.6461e-06+0.0010223i,-0.00028995+0.00047676i,2.3102e-05-0.00022024i,0.0010835-0.00089686i,0.0014462-0.00074078i,0.00077659-0.00056617i,0.00013828-0.00054043i,0.00035111+6.3082e-06i,0.00041263+0.00022132i,0.0002929+0.00075386i
-0.00077193+0.00054804i,-0.00067295-0.00027131i,-3.2982e-05+0.00069308i,0.00038946+0.0015779i,0.0001892+0.0014586i,0.00035499+0.00039973i,-0.00041876-0.000452i,-1.6263e-05-0.0014357i,0.00080699-0.0011789i,0.00036583-0.00040929i,0.00090286-6.5914e-05i,0.0010637-0.0002846i,0.00037287-3.4092e-05i,0.00049326+0.00030932i,0.00021614+0.0003039i,-1.9679e-05+0.00025956i,0.0004802+0.00060172i,0.0010438+0.00037363i,0.00091435-0.00027864i,-0.00039564-0.00040595i,-0.0012144-0.00070437i,-8.6021e-05-0.00034487i,0.0005282+0.00052462i
-0.00030495+0.00081998i,-0.00010299+0.00080786i,9.5473e-06+0.00038275i,0.0010437-0.0010669i,0.00069874-0.0023471i,-0.00042516-0.0027844i,-0.00067992-0.0022579i,-0.00057285-0.0014355i,-1.6633e-05-0.0016876i,3.676e-05-0.0011991i,-0.00030675-0.00065458i,-0.0004284-0.00022581i,-0.00011711+0.00029165i,0.00019993-0.00042812i,-1.5248e-05-1.535e-05i,-0.00030363+0.00076592i,-0.00015813+0.00040752i,-0.00020286+0.00078822i,-0.00024289+0.00103i,-0.0009209+0.00052122i,-0.00091262-0.00015545i,4.0226e-05-0.00059533i,0.00011157-0.0002369i
-0.0015274-0.00084008i,-0.0011365-5.1487e-05i,-0.00060181+0.0015212i,-0.00043249+0.0014793i,-0.00030693+0.00059347i,-0.00028617+0.00027908i,-0.00089878+5.1796e-06i,-0.00079946-0.0003432i,-0.0005778-0.00016212i,-0.00049067-0.00022282i,-5.4807e-05-5.8958e-05i,-0.00044975+7.9678e-05i,-0.000379-0.00026358i,0.00023802-0.00036907i,0.00038043+0.00027756i,-0.00021149+0.0011068i,-0.00057491+0.0015534i,-0.00021818+0.00088194i,0.00019208-0.00044274i,0.00017413-0.00040534i,0.00028589+0.0010879i,0.00036294+0.0011475i,-0.00029489+0.00011818i
-0.00030922+0.00095591i,7.8748e-05+0.0011227i,0.00022697+0.001052i,-0.00020857-9.9678e-06i,-0.00053883+2.2842e-05i,-0.0010932+0.00037871i,-0.0008776+0.00073185i,-0.00010782+0.0014494i,-0.00013174+0.0016413i,-0.00017813+0.001221i,-0.00069901+0.00051327i,-0.0010993+0.00014808i,-0.0011784-0.00023375i,-0.0008824-0.00034142i,-0.00040537-0.00041428i,-0.00024104-3.8199e-06i,-0.00038563+0.00047099i,-0.00062373+0.00050236i,-0.00128+0.00029305i,-0.0011194+0.00020308i,-7.2708e-05+6.3851e-05i,0.0013747+0.00035024i,0.0016146+0.00040919i
0.00047319+0.0024441i,0.002079+0.0018877i,0.0028825+0.0012392i,0.0019997+0.0015362i,0.0013948+0.001581i,0.00041123+0.00045589i,-0.00041915-0.0010444i,0.0001772-0.0012055i,0.00073679+0.0001077i,0.00028907+0.00073884i,-0.00065355+5.2127e-05i,-0.0002091-0.0011733i,0.00040682-0.0015541i,0.00025127-0.00098177i,0.00029821-0.00050225i,0.00032759-0.00049141i,0.00032888-0.0004415i,0.00064517-0.00044884i,0.00043221+2.665e-05i,1.7941e-06+0.00023465i,-8.9826e-05+0.00067402i,3.6324e-05+0.0013653i,0.00027252+0.00068241i
0.00085548+0.00021073i,0.00015571-4.4513e-05i,-0.00021478-0.0015848i,-0.0005067-0.0024747i,-0.00041793-0.002672i,0.00047554-0.0021701i,0.0005398-0.0015469i,0.00047084-0.0022478i,0.00037395-0.0024273i,0.00019054-0.0014884i,-0.0006715-0.00093681i,-0.0011437-0.00087472i,-0.00074234-0.00052041i,-0.00041134+0.00041834i,-0.00025884+0.00082504i,-0.00019654+0.00016148i,-0.00014424+1.3979e-05i,9.9337e-05+0.00070847i,0.00043061+0.00087003i,0.00023318+0.00075886i,-6.8199e-05+0.00043229i,-5.7478e-05+6.342e-05i,0.00025684+0.00012694i
