-0.001402+0.00088868i,-0.0017511+0.00047064i,-0.0033028+0.00069953i,-0.0030849+0.00090921i,-0.0022982+0.0012438i,-0.0014966+0.0016081i,-0.00041605+0.0011892i,0.00026483+0.0012501i,0.0010368+0.00092716i,0.0013498-0.00021716i,0.0015115-4.4068e-05i,0.0011147+0.00030773i,0.00043784+0.00020444i,0.00022965-0.00036852i,-0.00022224-0.00075285i,-0.00038939-0.00014894i,-5.8961e-05+0.00034729i,0.00026695+0.00044052i,5.0677e-05+0.00027285i,-0.00029253-9.2577e-05i,-0.00023644-0.00017179i,0.00045057+4.3855e-05i,0.00024179-0.00035245i
-0.00011365-8.3666e-05i,-5.3609e-05-0.00074648i,-0.00067849-0.00079201i,-0.0002709-0.00022906i,-0.00041091-7.0809e-06i,-0.0011853-0.00024802i,-0.00058748+0.00031662i,0.00038795+0.0011209i,0.00053133+0.0016074i,-0.00021558+0.0012728i,-0.00036672+0.0011602i,-0.00010871+0.001978i,-0.00040593+0.0015167i,-0.00039661+0.00087863i,-2.5713e-05+0.0011334i,-0.00059373+0.00067534i,-0.00061601-0.00041508i,-0.00047062-0.00079518i,-0.00065841+0.00026282i,-0.00051353+0.0013852i,-0.0005869+0.0012297i,-2.2145e-05+0.00073058i,0.00027264+0.00063822i
-0.0011326+0.0014933i,-0.00036457+0.0012085i,0.00036272-0.00034884i,0.00051518-0.0011282i,0.000375-0.00066131i,-0.00027497+0.00049297i,-0.00069128+0.0007289i,-0.00047517+0.00031731i,-0.00037853+0.0012004i,-0.00010648+0.0018023i,-0.00012839+0.0014851i,-0.00057428+0.001736i,1.0486e-05+0.0014324i,0.00018296+0.00065107i,0.00037544+0.00024232i,0.00070816+0.00046241i,0.00014666+0.0012046i,-0.0007517+0.00087762i,-0.0010823+0.00074029i,-0.00078694+0.0011149i,-1.5127e-05+0.00091606i,0.0010243+0.00039881i,0.00045624+0.00023621i
-0.00032265+0.0015041i,0.00065094+0.0017412i,0.0018508+0.0025086i,0.0018389+0.0016299i,0.0012621-0.00012734i,0.00032235-0.0011269i,0.0003656-0.00062487i,0.0010812+0.00040662i,0.00067337+0.0013199i,0.00010327+0.00141i,-0.00041326+0.00083396i,-0.00089081-0.00010079i,-0.00020454-0.00028605i,-0.00063326-7.7397e-05i,-0.00098054+8.5612e-05i,-0.0011209+0.00033948i,-0.0015668+0.00041072i,-0.0014197+0.00078389i,-0.0013921+0.00096167i,-0.0011956+0.00036242i,-8.034e-05-0.00014365i,0.0013863-5.7181e-05i,0.0011138+0.0003489i
-0.0035331-0.0016518i,-0.0039869-0.00036842i,-0.005084+0.0030097i,-0.0036485+0.0034864i,-0.00088522+0.0013779i,0.00077633+0.00023665i,0.00061527+0.00012442i,0.00092348+0.00026668i,0.0023711+0.0010448i,0.0018336+0.00078241i,0.00081791-0.0010012i,0.00097206-0.0014074i,0.0015444-0.0012313i,0.001623-0.001413i,0.00081114-0.0011277i,0.00052396-0.00089564i,0.0012421-0.0003669i,0.00095737-3.9144e-05i,-0.00021306-0.00024587i,-4.6289e-05-0.00057879i,0.00071706-0.00086746i,0.00040263-0.00014683i,-0.00055224+0.00032602i
-0.00016306-0.001147i,6.7134e-05-0.0027362i,-5.9893e-05-0.0036918i,-0.00067195-0.0036974i,-0.00087519-0.0021848i,-0.0010255-0.0009709i,-0.0013448-0.00051405i,-0.0011286+0.0005231i,-0.00054887+0.0014531i,0.00059471+0.00122i,0.00075738+0.00054698i,0.00067717-5.796e-05i,0.0012395-0.00066636i,0.0013237-0.00087778i,0.00086004-0.000395i,0.00029637-0.00011747i,0.000165-0.00028392i,0.00017951-0.00092319i,0.00047362-0.00084521i,0.00014438+0.00022719i,-0.00028874+0.00049311i,0.00010106+0.00033248i,0.00050272+0.00052028i
0.0023965+0.0003912i,0.0020786+0.00079017i,0.00057537+0.0011926i,-8.9765e-05+0.00027277i,0.00039946-0.00012804i,0.00087208-4.7954e-05i,0.0005368-0.00056449i,0.00011968-0.00047222i,0.00059124+0.00036595i,0.00035459+0.0012112i,0.00027409+0.00128i,0.00074852+0.0016699i,0.00034347+0.0018872i,-0.00042266+0.0011571i,-0.0013929+0.00047305i,-0.0010792-0.00011721i,-2.7566e-05-0.00041036i,0.00019425-0.0003364i,0.00014814-9.1511e-05i,-0.00023886-2.9943e-05i,-0.00064097+0.00011108i,-0.00031097+0.00051006i,-0.00046751-6.5067e-05i
0.001052+0.0012351i,0.00094096+0.00019121i,0.0014032-0.001348i,0.0012852-0.001905i,-7.6324e-05-0.0015793i,-0.0012232-0.0010987i,-0.00038583-0.00056774i,0.00090442-0.00017936i,0.00047291-1.4354e-05i,-0.00059274+0.00040025i,-0.0011419+0.00079061i,-0.0010229+0.0011934i,-0.00041845+0.00061512i,-5.3404e-06-9.0199e-05i,0.00012751+0.00024989i,0.0005253+0.0010674i,0.00046985+0.0015499i,-0.00040128+0.00098252i,-0.00039748+1.2111e-05i,-0.00023545+0.00012969i,-0.00046224+0.00041054i,-0.00041387+0.00019619i,-0.00047539-0.00032862i
0.0006688+0.00046977i,0.00039565+0.0011631i,0.00035919+0.0014675i,0.00046206-0.00063962i,0.00048037-0.0025316i,-2.9648e-05-0.0031237i,-0.00014855-0.0021674i,0.00077887-0.00055149i,0.0011168+0.00036791i,0.00081277+0.0012211i,-0.0004625+0.0012835i,-0.001655+0.00081303i,-0.0011511+0.00069434i,0.00012749+0.00015888i,-0.0009074+0.00039848i,-0.0018942+0.0011836i,-0.00087811+0.0010498i,-8.6315e-05+0.00015259i,-0.00066528-0.00056187i,-0.0009192+1.2111e-05i,4.6957e-05+0.00054646i,0.00030749+0.00062295i,-0.00036658+0.00060227i
0.0034243+0.00095352i,0.003206+0.00017011i,0.0032033-0.00054517i,0.0024618-0.00080899i,0.0014856-0.001296i,0.00094405-0.0014181i,0.00085333-0.00062292i,0.00047743+0.0005916i,0.00010028+0.00095008i,-0.00030867+0.00085608i,-0.00062701-5.4667e-05i,-0.0012667-0.00062165i,-0.00084845-0.0002467i,0.00053601-0.0001015i,0.00042228+0.00019447i,-0.00029667+0.00083474i,4.8848e-05+0.00081191i,0.00022286+0.00054014i,-6.2242e-05+0.0004745i,-0.00033632-9.3631e-05i,-0.00025942-0.00039521i,6.1697e-05-0.00041434i,0.00034903-0.00054874i
-0.0036453+0.0016302i,-0.0033472+0.001245i,-0.0020145+0.0031216i,-0.0007655+0.0030648i,0.00039261+0.0016272i,0.0015078+0.00087796i,0.0010349+0.00074252i,0.00041864+0.00112i,0.0003864+0.00092978i,0.0010264+0.00065535i,0.0014159+0.00044683i,0.0015493-0.00059346i,0.0011721-0.0015168i,0.00070653-0.0015016i,0.0003623-0.00068059i,-0.0004013+0.00031075i,-0.00088706+0.00023748i,-0.00058762+0.00017264i,-0.00016697+0.00030998i,-9.9395e-05+0.00031583i,-8.5604e-05+0.00044629i,0.00078638+0.00068887i,0.00076248+1.1591e-05i
-0.0012961+0.001018i,-0.001661-0.00044104i,-0.0020385-5.05e-05i,-0.00051331+0.00078563i,0.001318-0.00042854i,0.0013697-0.0022506i,0.00040382-0.0012152i,-3.8339e-05+0.00047619i,0.0009428+0.0012291i,0.0016829+0.0013453i,0.0016386+0.0013864i,0.0013402+0.0013161i,0.0007593+0.00085843i,0.00032312+0.00050834i,0.00022602+0.00013429i,0.00050103-0.00038565i,0.0004682-0.0010543i,0.0004554-0.00080867i,0.00028155+0.0002443i,0.00016331+0.00072356i,0.00091936+0.0002621i,0.0010046-0.00055102i,0.00037584-0.00089966i
0.0013056-0.00094853i,0.00072928-0.00067841i,-0.00046185-0.0012684i,-0.0011582-0.0013828i,-0.0016308-0.00084734i,-0.0016235-0.00071413i,-0.00099303-0.00021351i,0.00042551+0.00053926i,0.0016993+0.00099523i,0.001327+0.00087159i,0.00024762+0.0018506i,-5.3938e-05+0.0024949i,0.0007789+0.0019252i,0.0014284+0.0014301i,0.00097288+0.001129i,0.00056825+0.0010855i,0.00076982+0.00090926i,0.00083608+0.00085275i,0.0007746+0.00078814i,0.00095746+0.00093925i,0.00036179+0.0010173i,-0.00031883+0.00032432i,0.00042946+2.1668e-05i
0.00024216-0.0022176i,0.00067993-0.0025105i,-0.0012327-0.003759i,-0.0019349-0.0035349i,-0.0016797-0.0019683i,-0.00026403-0.0009985i,0.0009937-0.00094412i,0.00077053-0.00026478i,-7.5875e-05+0.0010371i,-0.00041276+0.0018073i,-0.00065139+0.001921i,-0.0010274+0.0019705i,-0.00093032+0.0018618i,-0.00079062+0.0012571i,-0.00051839+0.00027988i,-0.00023056-0.00017169i,-0.00039696-0.0008494i,-0.0003185-0.00055387i,-0.00042391+0.0003744i,-0.00073357+0.00058318i,-0.00069754+0.00046001i,-7.8801e-05+0.00057951i,0.00038704+0.00078252i
-6.534e-06+0.00059037i,-0.00025691+0.0019009i,-0.00027037+0.0032906i,0.00063687+0.0029733i,0.00087962+0.00057209i,-0.00041684-0.00075682i,-0.00035502+0.00018604i,0.00062808+0.0018382i,0.00053285+0.0019426i,-9.0511e-06+0.0012076i,-0.00087202+0.0011319i,-0.00083687+0.0012876i,7.7162e-06+0.00075018i,0.00053107-0.00014338i,0.00059514-0.0005423i,0.00058258-0.00054806i,0.00043615-0.0001161i,-0.00022721-0.00018256i,0.00018882-0.00035888i,0.000569+0.00016188i,-0.00061156+3.7736e-05i,-0.0015056-0.00018722i,-0.00068025-0.00023925i
-0.0016079+0.0027246i,-0.00079128+0.0013625i,-4.0047e-05+0.00058257i,0.00036747-1.0158e-05i,0.00023201-0.00084997i,-0.00011555-0.0010501i,6.5542e-05-0.00067519i,0.00040383-8.6348e-05i,0.00064512+9.4191e-05i,0.0010871+0.00031158i,0.0011865-0.00035403i,0.00072972-0.0015455i,0.00078319-0.0017816i,0.00031937-0.0013746i,-0.00053858-0.00033786i,-0.00036021+0.00064602i,-0.00057075+2.2361e-05i,-0.0009546-0.00072696i,-0.00031317-0.000393i,0.00010281+0.00041311i,-0.00040835+0.00079036i,-0.0006723-6.1843e-05i,-0.000461-9.7765e-05i
0.0014865+0.0012798i,0.0022132+0.00043696i,0.0027664-0.00061964i,0.0024013-0.0016636i,0.0014343-0.0013613i,0.00028924-0.00083766i,1.0728e-05-0.00037498i,0.00085856+0.00016533i,0.0015679+0.00098057i,0.0010328+0.0012014i,0.00062505-0.00034729i,0.00088437-0.0017339i,0.00032622-0.0017001i,-0.00024882-0.0011408i,-8.7e-05-0.00088772i,0.00033598-0.00041137i,-0.00013322+0.00037529i,-0.00056827+0.00076396i,-0.00088599-0.00022607i,-0.00065056-0.00096722i,0.00019776-0.00077174i,-0.00024516-0.00067672i,-0.00074173-0.0010346i
0.001466+0.0013879i,0.00074235+0.0012528i,0.0010126+0.00081594i,0.0011847+0.00041008i,-0.00023658-0.00024933i,-0.0014515-0.00065005i,-0.0010818+0.0001903i,-0.00058023+0.00098921i,-0.00026748+0.0018526i,0.00029606+0.0019287i,0.00063543+0.0016941i,0.0002654+0.0023055i,-0.00011847+0.0016819i,1.2728e-05+0.00069128i,0.0007028+0.0011377i,0.00049497+0.0017155i,-8.3184e-05+0.0022112i,-0.00015478+0.002007i,-0.00042787+0.00062376i,-0.00058269-6.5826e-05i,5.2814e-05+0.00039736i,0.00041691+0.00026054i,-0.00010043-0.0004814i
0.0023269+0.00052196i,0.0010519+0.00042889i,-2.7357e-05-0.00051005i,0.00019797-0.0011266i,0.00057685-0.0016111i,0.00032699-0.0019305i,-0.00044441-0.00070463i,-0.00024866+0.0007461i,0.00052583+0.0016071i,-6.2091e-05+0.0016125i,-0.0012089+0.0016045i,-0.0013461+0.0020254i,-0.00068119+0.0016468i,-0.0008228+0.0001361i,-0.0010069+0.00044816i,-0.0006414+0.00083989i,-0.00032124-4.3573e-05i,-0.00047623-0.00028053i,-0.00090275-0.00020907i,-0.00025703-0.00039991i,-0.00052891-0.00066495i,-0.00096055-0.0006809i,-9.7441e-05-0.00080854i
-0.0030392-0.00018451i,-0.0027977-0.00047292i,-0.0022895-0.00041889i,-0.0015091-0.00047094i,0.00046555-0.00055658i,0.0016499-0.00045426i,0.00064874-8.1525e-05i,0.00044645+0.00035562i,0.00050536+0.00098235i,-0.0010101+0.0010513i,-0.0017484+0.00048425i,-0.001199+0.00014631i,-0.00041086-0.00041991i,-4.4237e-05-0.00027263i,0.00038327+0.00029825i,0.00078092-0.00013154i,0.00067976-0.00046524i,8.5808e-06+0.00018953i,-0.0014192+0.00089968i,-0.001705+0.0012469i,-0.00060924+0.00096171i,0.00042152+0.00064822i,4.0912e-05+0.00058383i
0.0013093-0.00078212i,0.0016731-0.0011279i,0.0027713-0.0022003i,0.0019239-0.002151i,0.00025734-0.0015682i,3.6971e-05-0.0010583i,0.00076191-0.00077131i,0.0011494+0.00028546i,0.0011153+0.0010651i,0.0009562+0.00023062i,0.00087425-0.00069829i,0.0014805-0.0013174i,0.00097845-0.0018418i,0.00032321-0.00098167i,-0.0007092+0.00012083i,-0.0019079+0.00040694i,-0.0021595+0.0007462i,-0.0019547+0.00091577i,-0.0014853+0.00072986i,-0.001045+0.00063071i,-0.00040343+0.00045325i,-0.00017201+0.00029603i,-0.00068168+4.9171e-05i
-0.0016882-0.00067494i,-0.0022433-0.00016434i,-0.0028783+0.00054379i,-0.0026556+0.0015448i,-0.0022886+0.0019257i,-0.0010028+0.0012199i,-3.5604e-05+0.00035951i,0.0010565+0.00054293i,0.0017025+0.0007075i,0.0019428+0.00094144i,0.0018479+0.0011554i,0.0018235+0.00022932i,0.0024395-2.845e-05i,0.0014137-0.00010968i,0.00062504-0.00052808i,0.00052423-0.00044003i,0.00030484-0.00048325i,-0.00016361-0.00010232i,-0.0013434+0.00041824i,-0.0010198-0.00043495i,0.00015652-0.0005768i,0.00029704+0.00046843i,0.00067546+0.00064573i
-0.0015595-0.0019038i,-0.00088881-0.0013396i,-0.0011724-0.00080847i,-0.0008737-0.0010419i,-0.00033964-0.0017097i,-0.00066211-0.0016288i,-0.0011249-0.00023384i,-0.00091509+0.00044289i,-0.00022244+0.00023219i,-0.00012969+0.00053828i,-9.5033e-05+0.00061433i,6.1549e-05+0.00019947i,-0.00014506+0.0001563i,-0.00070273+6.2014e-05i,-4.9865e-05+0.00056581i,0.00058138+0.0016918i,0.00023892+0.0014274i,0.00046069+0.0010958i,0.00054069+0.00027244i,0.00038117-8.2133e-05i,0.001036+0.00024685i,0.0015978+0.00040673i,0.00066683-0.00021823i
-0.0022974+0.0010268i,-0.0018425+0.00090883i,-0.0026604+0.0028663i,-0.0021362+0.0025724i,-0.00012295+0.0011959i,0.00052252+0.000137i,-0.0003223+0.00026342i,-0.0010127+0.00082625i,-0.0011293+0.001143i,-0.00071426+0.0015507i,-0.00032375+0.001142i,-3.4239e-06+0.00097827i,-0.00012041+0.00091354i,-3.8e-05+0.0002424i,0.00042137+0.00049063i,3.0514e-05+0.0008156i,-0.00043582+0.00033703i,-0.00077681+0.00022161i,-0.00068673+0.00085108i,-0.00060259+0.00063827i,-0.00052818+0.00027419i,-0.0003369+0.0003948i,-0.00032464-1.4123e-06i
0.0017946+3.059e-05i,0.00089541-0.0013653i,-8.1864e-05-0.0026766i,-0.00054407-0.0018685i,-0.0015075-0.00091778i,-0.0013073-0.00077527i,-0.00096548-0.00031414i,-0.00075373-4.828e-07i,0.00016809+0.00039586i,0.00031792+0.00078371i,-0.00095104+0.0012616i,-0.00083205+0.0018231i,-3.1693e-06+0.0012545i,-0.00011763+0.00095455i,0.00037119+0.0014085i,0.00084361+0.0010657i,0.00040724+0.00064022i,-6.2126e-06+0.0002762i,-0.00030127+0.00018271i,-0.00011796+0.00016041i,-0.00041651+0.00092251i,-0.00085322+0.00064082i,-0.00064897-0.00017884i
0.00072713+0.0015547i,0.001418+0.0013057i,0.00025282+0.0010828i,0.00020869-0.00042844i,0.00028469-0.0025416i,-0.00033957-0.0027927i,-4.9252e-05-0.0017816i,0.00060114-0.00041768i,0.0017234+0.00044191i,0.001871+0.00018995i,0.00064101+7.0581e-05i,0.00089955-6.5885e-05i,0.00065408-0.00098551i,-0.00073184-0.0013839i,-0.0013173-0.00041162i,-0.00096462+0.00039871i,-0.0014236+3.4319e-05i,-0.002145+0.00013613i,-0.0022554+0.00081081i,-0.00092522+0.00081068i,-0.00012122-0.00035399i,-0.00076972-0.00030681i,-0.0014622+0.00058226i
0.00045952+0.00077822i,0.0014439-0.00088972i,0.0024358-0.0017084i,0.0025055-0.0022394i,0.0018989-0.0012838i,0.001337-0.0010384i,0.0013492-0.00069081i,0.0010073+0.00056339i,0.00052818+0.0015588i,0.0011324+0.0010362i,0.0011934-0.00023669i,-0.00011071-0.00036563i,-0.00092585-0.00036045i,-0.00094362-0.0012726i,-0.00039002-0.0010749i,0.00051452-6.9295e-05i,0.0011848-7.6362e-05i,0.00066381-0.00069693i,3.805e-05-0.00053844i,6.0011e-05+0.00026109i,-0.00050216-7.7219e-05i,-0.00069232-0.00064299i,-0.00065104-0.00091636i
0.0013294-0.0024175i,0.0013441-0.0014194i,0.0016602+0.00010393i,0.00038281-0.00063199i,-0.0017728-0.0018692i,-0.0024859-0.0013707i,-0.0013086-0.00021462i,-0.00030775+0.00089959i,0.00010491+0.00089483i,0.00062357+0.00059997i,0.00033216+0.00027687i,0.0002077+7.6568e-05i,0.00059314+0.00031128i,0.00098164+0.00079256i,0.0012105+0.00083797i,0.00071668+0.0013614i,-0.00031929+0.0019535i,-0.0015495+0.00081789i,-0.0019653-0.00082915i,-0.0012382-0.00087705i,-0.00048065-0.00064961i,-6.5103e-05-0.00088942i,0.00011497-0.00076651i
-0.00085183-1.1697e-05i,-0.0010862+0.00084656i,-0.0017198+0.0013353i,-0.0011871+0.0011538i,7.823e-05+0.00042515i,0.00052057-0.0001225i,0.00047446+0.00045701i,-0.00017424+0.00044474i,-0.00082787+0.00034374i,-0.00048969+0.00098829i,-0.0010615+0.0016801i,-0.00072593+0.0021234i,0.0012412+0.002449i,0.0018181+0.0010504i,0.00072706+0.00034177i,-0.00040547+0.00067003i,-0.00050759+0.00070024i,0.00026422+0.0006251i,0.00060099+0.00022997i,0.00037301-0.00054378i,0.00023119-0.00094975i,0.00060568-0.0007744i,0.00048532-0.00067242i
-0.002106-0.0003339i,-0.0035117+0.0004813i,-0.0048615+0.00090793i,-0.0039529+0.00090083i,-0.0018452+0.00037854i,-0.0011429-0.00045147i,-0.00049749-0.00079993i,0.00073904-0.00033276i,0.0012857+0.00074829i,0.00017633+0.0016134i,-0.00088296+0.0014044i,-0.00020226+0.00086694i,0.00074958-9.689e-05i,-6.8324e-05-0.00020352i,-4.8562e-05+0.00045586i,0.00069515+0.0011541i,-0.00045055+0.00099318i,-0.00067685+0.00084533i,0.00059104+0.00048447i,0.0011074+0.00078808i,0.00057477+0.0012074i,0.00045904+0.00083462i,0.00062336+0.00042149i
0.0041879-0.0016678i,0.0032028-0.0027949i,0.0050307-0.005165i,0.0041802-0.0060605i,0.0016078-0.0044583i,0.00023344-0.0028312i,0.00032423-0.00096523i,0.00093848+0.00028444i,0.0014831+0.00064866i,0.00087667+0.00045541i,-0.00078419+0.00010894i,-0.0013731-0.00052618i,-0.0010754-0.00035194i,-0.00044819+4.116e-05i,-0.00019168-0.00037854i,-0.00059463+0.00023394i,-0.00081928+0.0006072i,-0.00072967+9.2385e-05i,-0.00070047+0.00024707i,-0.00055896+0.00075466i,0.00016734+0.00068314i,0.00026944-9.7572e-05i,-8.6826e-05-0.001146i
0.0025905-0.0020933i,0.0015813-0.0023625i,0.00087074-0.0026608i,0.00015288-0.0026569i,-0.00087768-0.0023538i,-0.00069021-0.00073353i,0.00036788+0.00014376i,0.0011228+0.00082898i,0.00060295+0.0012398i,0.00022906+4.669e-05i,3.7384e-05-0.00043306i,-0.00064592+0.00021536i,-0.0010242+0.0013681i,-0.00054491+0.0014848i,4.1592e-05+0.00081434i,0.00079631+0.00017633i,0.0012164+0.00014507i,0.00061762+0.00043599i,0.0001705-8.8136e-05i,-0.00013961-0.00034601i,-0.00034491+0.00028176i,-0.00025539+0.0012143i,8.5954e-05+0.00086112i
-0.0012579-0.0013748i,-0.00069415-0.0010124i,-0.00060576-0.0009194i,-0.0017215-0.00013898i,-0.0012658-7.0412e-05i,-0.00047246-6.7277e-05i,-0.0001833+0.0011639i,0.00028119+0.0017044i,0.00095806+0.0010043i,0.00098151+0.0015683i,0.00074521+0.0018993i,0.00049834+0.0016291i,0.0010976+0.0011643i,0.0011158+0.00037324i,0.00044254+0.00057609i,0.0010881+0.0018158i,0.00070636+0.001739i,-0.0011002+0.0014619i,-0.0017846+0.0010289i,-0.0011246+0.00071144i,-0.0003838+0.00074911i,0.00034355+0.00072884i,0.00037676+0.00057997i
0.00099604+0.0032802i,0.00072913+0.0038057i,0.0017562+0.0034402i,0.0022031+0.001959i,0.0011444+0.00059218i,3.2136e-05-0.00062082i,0.00051503-0.00076377i,0.001355+0.00075221i,0.00097083+0.0016469i,0.00017679+0.0015265i,0.00028508+0.00081687i,0.00066724-0.00021015i,0.00036672-0.0014278i,0.00030638-0.001062i,0.00082959+7.6638e-05i,0.00013473+0.00033808i,-0.0010178-0.00014403i,-0.00060411-0.00084422i,0.00021171-0.0016688i,0.00035469-0.0014959i,1.7877e-05-0.0004649i,0.00010113+8.5398e-05i,-0.00018013-0.00019066i
-0.00095468-0.0014541i,-0.0010227-0.0013753i,-0.0020843-0.0017264i,-0.0033804-0.0014442i,-0.0027242-0.0007979i,-0.0003453+0.00039762i,0.00032678+0.0012181i,0.00015608+0.0012011i,2.9791e-05+0.0013573i,-0.00082115+0.0018837i,-0.00095797+0.0015026i,0.0005755+0.00064384i,0.0011217-0.00049225i,0.0010038-0.0013117i,0.0012135-0.00048435i,0.00083457+0.00022861i,0.00030199+0.00081733i,-9.042e-06+0.0010934i,-5.407e-05+0.00087574i,0.00011454+0.0013546i,0.0002424+0.0016896i,0.00066359+0.0011328i,0.00066449+0.00048619i
0.00091111-0.00068862i,0.00070404-0.0012512i,0.00082867-0.0026966i,0.00086194-0.002375i,0.00069213-0.0013019i,-0.00056776-0.001095i,-0.00091878-8.4386e-05i,-0.00030077+0.00068102i,0.00014679+0.00072224i,0.00017983+0.00035565i,0.00018234+5.3042e-06i,0.00037113-0.000318i,0.00021152-0.00014021i,0.00017577+0.00031597i,-1.4761e-06+0.00036307i,-0.00014369+0.0010441i,-3.4311e-05+0.00095476i,-0.0010382+0.00080252i,-0.0015263+0.0012698i,1.5358e-05+0.00092574i,0.0006828+0.00015883i,0.00024009-0.00082089i,0.00011538-0.0012402i
0.0015955-9.7404e-05i,0.00065552-5.9649e-06i,0.00086734-0.0013561i,0.00075453-0.0018095i,-1.5713e-06-0.00079546i,0.00022999-0.0010739i,0.00014131-0.00020705i,0.0001833+0.0010697i,0.0011019+0.00054244i,0.00086566-0.00048253i,0.00038722-0.00014502i,0.0005612+0.00098482i,0.00067413+0.001314i,-0.00023518+0.00097978i,-0.00047785+0.00034316i,0.00021198+0.00041399i,0.00021431+0.00063903i,-0.00053124+3.1898e-05i,-0.0011313-0.0004528i,-0.00071082-0.0003667i,-0.0002458-0.00077305i,-0.00063517-0.00098372i,-0.00021205-0.00044299i
0.0011044-0.0024307i,0.0010136-0.0016215i,0.00048131-0.0014542i,-0.00034509-0.0013141i,-0.0016-0.00089859i,-0.00090139+0.00012137i,0.00041731+0.00033136i,0.0010397+0.0007745i,0.0016976+0.0019573i,0.0013507+0.0019446i,1.7197e-05+0.0016637i,-0.00048516+0.0021051i,-1.7686e-06+0.0017976i,0.00068001+0.0014606i,0.00091127+0.0017121i,-0.00012603+0.0017059i,-0.00042208+0.0015403i,-9.8894e-06+0.0014456i,-2.2626e-05+0.0014218i,-0.00070055+0.00088413i,-0.00081534+0.0005376i,-0.00048629+0.00059295i,-0.00056053+0.00025148i
-7.6233e-05+4.8961e-05i,0.00068795+0.00084525i,0.00067972+0.0011059i,0.001094+0.0012239i,0.001511+0.00031262i,0.0007687-0.00048977i,0.00063331-0.00035464i,0.0005893+0.00011025i,-0.00022652+0.0015238i,-0.00092498+0.0019327i,-0.00079543+0.0011105i,-0.00078718+0.00025589i,-0.00024452-0.0010173i,-6.0504e-05-0.0014687i,-0.00026651-0.00038248i,-0.00056453+0.00090872i,-0.0010337+0.0012584i,-0.0010465+0.0008532i,-0.0010845+0.00060497i,-0.0010106+0.00032008i,-0.00052419-0.00065961i,0.00022405-0.001051i,0.0011151-0.00055267i
0.0018062-0.00083054i,0.00047132-0.00016393i,-0.00035982-0.0020107i,-0.00051845-0.0027932i,-0.00066348-0.001802i,0.00025068-0.0012769i,0.00048324-0.00057025i,0.00010098+0.00096701i,-7.895e-05+0.0018329i,-0.0005264+0.0010939i,-0.0011947+0.00040511i,-0.00056367-0.00026353i,-0.00038861-0.00046696i,-0.00049784-0.00087396i,0.00036378-0.00035992i,0.00087592+0.00088678i,0.00061895+0.00023571i,0.00033093-0.00013802i,0.00020366-0.00020596i,-6.0501e-05-0.00046693i,0.00044238-0.00015419i,0.00088734+0.00037564i,0.00021054+0.00049182i
-0.0026915-0.003731i,-0.0030891-0.0047747i,-0.0037251-0.0036699i,-0.0037292-0.0015963i,-0.0029359+0.00018779i,-0.0019452+0.0011701i,-0.00099457+0.00027769i,-0.00055817+0.00020584i,-0.00065833+0.0010378i,-0.00096151+0.0012238i,-0.00071686+0.0010645i,0.00091603+0.0010128i,0.0020396+0.00097511i,0.0018397+0.00074919i,0.00079509+0.0010692i,0.00053063+0.0014598i,0.0007795+0.0011987i,0.00056586+0.00063206i,-0.00019477+0.00026298i,-0.0013253-0.00027041i,-0.0012076+0.00019501i,-0.00072044+0.00084387i,-0.00054593+0.00082364i
0.0012712+0.00079005i,0.00173+0.00015555i,0.0019214+0.00021631i,0.0015996-0.00072088i,0.00031496-0.001634i,-0.00044051-0.0015661i,-0.00070676-0.00060356i,-4.5665e-05+0.0003202i,0.0015017+0.00082399i,0.0013926+0.00076778i,-0.00029447+0.00027994i,-0.00010088+0.00066943i,0.0010305+0.0022176i,0.00088091+0.0024725i,0.00076513+0.0019334i,0.0011427+0.00084087i,0.0011711-0.00036665i,0.0005904-0.00049631i,-0.00017286-8.4908e-05i,0.0001237+0.00050666i,0.0001241+0.00063648i,-0.00027546-0.00053598i,-2.3964e-05-0.0011904i
0.0014749+0.0020175i,0.0026261+0.0020744i,0.0037056+0.0021393i,0.0022099+0.00066959i,0.0014348-0.0018831i,0.0015233-0.0021986i,0.0010697-0.0009433i,0.001056+0.00039194i,0.0019075+0.0017543i,0.0026185+0.0014037i,0.0017556+0.0002265i,0.00096119+0.0006653i,0.0014811+0.0015549i,0.0015329+0.0011893i,0.0015161+0.00078571i,0.0018+0.0009985i,0.0012367+0.0016151i,0.00037574+0.0015596i,-0.00057443+0.001131i,-0.001056+0.00061571i,-1.1299e-05-3.0279e-05i,0.00041041-0.00065526i,0.00055312-0.00044611i
0.00036165-0.001182i,-0.00014881-0.00039147i,-0.00083799-0.0012003i,-0.00070459-0.0020672i,-0.00037459-0.00029777i,0.0001259+0.00048764i,0.00017832-0.00065606i,0.00047018+0.00033708i,0.00080327+0.0022841i,0.0011159+0.0025768i,0.0010915+0.002152i,0.0012255+0.00066829i,0.001376-0.00057518i,0.00042527-0.00049827i,-0.00026031-0.00023777i,-0.0005506+0.0004127i,-0.0013386+0.00057119i,-0.0011554+0.00024213i,-0.00046088+0.00063676i,3.1685e-05+0.00065047i,-0.00011695-0.00024232i,0.00021526-0.00033325i,0.00049505-0.00043112i
