-0.0014867+0.0014676i,-0.0021501+0.0020364i,-0.0033314+0.0014202i,-0.0024989+0.00024282i,-0.002104+1.2736e-05i,-0.0022208+0.00039083i,-0.0014018+0.0013643i,-0.00061519+0.0018863i,0.00027011+0.0011073i,0.0012885+7.6925e-05i,0.0010332-0.00066335i,0.00035347-0.00076355i,0.00039955-0.00060979i,0.0007593-0.00073431i,0.00023466-0.0011432i,-0.00041594-0.00099459i,-0.00053977-0.00048533i,-0.0014692-0.00074105i,-0.0014852-0.00076427i,-0.0005907-0.00011464i,-1.7818e-05+0.00029668i,0.00012791+0.0003569i,0.00049302+0.0012957i
0.25622+0.086974i,0.46444+0.021105i,0.53577-0.20093i,0.41002-0.36685i,0.25501-0.34741i,0.16811-0.27481i,0.076142-0.1994i,0.013339-0.088525i,0.032707-0.0033605i,0.065419-0.0058866i,0.055834-0.037661i,0.029198-0.029014i,0.018844+0.00064834i,0.027175+0.015114i,0.042098+0.015142i,0.045589+0.023154i,0.039596+0.055016i,0.04039+0.074306i,0.041316+0.041785i,0.028401-0.0036707i,0.016547-0.016423i,0.023933-0.014599i,0.028918-0.023864i
-0.4622+0.24604i,-0.83317+0.54786i,-0.9178+0.77412i,-0.66513+0.71458i,-0.43376+0.47867i,-0.30038+0.34379i,-0.11123+0.32573i,0.044399+0.27405i,0.076797+0.18162i,0.057816+0.11632i,0.052348+0.085037i,0.062323+0.06423i,0.061755+0.033978i,0.034976+0.0089057i,0.0012882+0.015389i,-0.0073555+0.037864i,0.011936+0.035053i,0.020874+0.0098012i,-0.0014656-0.002093i,-0.027349+0.0089463i,-0.029925+0.025191i,-0.019+0.02403i,-0.010937+0.0079429i
0.17525-0.44774i,0.35217-0.79677i,0.41623-0.86936i,0.30004-0.56916i,0.20241-0.21534i,0.16856-0.064908i,0.105-0.051196i,0.062725-0.028195i,0.058279-0.0091051i,0.027907-0.022021i,-0.02217-0.029774i,-0.056332-0.02951i,-0.06921-0.017291i,-0.064032+0.0055259i,-0.044107+0.0096989i,-0.016054-0.0085949i,-0.0019842-0.035988i,-0.0066578-0.046308i,-0.012923-0.029557i,-0.013043-0.011092i,-0.012143-0.0071456i,-0.018427-0.009534i,-0.029627-0.00080803i
0.21702+0.14617i,0.2743+0.22547i,0.17646+0.22654i,0.083586+0.15633i,0.10571+0.062585i,0.11419-0.020423i,0.076967-0.042944i,0.041294-0.057598i,-0.0072554-0.077402i,-0.019915-0.0547i,0.012851-0.039929i,0.021133-0.045914i,0.0091382-0.029717i,0.014609+0.0055784i,0.035093+0.036412i,0.036436+0.048386i,0.0027196+0.058965i,-0.02503+0.073676i,-0.014165+0.069116i,0.0094151+0.045671i,0.024571+0.025235i,0.036582+0.015599i,0.041146+0.0098206i
-0.1991+0.40507i,-0.22592+0.72748i,-0.097867+0.76509i,-0.028481+0.44327i,-0.16255+0.18736i,-0.23986+0.17396i,-0.17236+0.1392i,-0.12432+0.052607i,-0.085999+0.037309i,-0.030581+0.045743i,-0.0087631+0.045862i,-0.009974+0.048786i,-0.007178+0.032921i,-0.0021003-0.0044711i,-0.0086274-0.036924i,-0.015202-0.037701i,0.0010402-0.016678i,0.025676-0.010161i,0.028487-0.021872i,0.013708-0.018796i,0.0041082+0.0027886i,0.0048997+0.01756i,0.012189+0.015156i
-0.23448-0.5569i,-0.417-0.98911i,-0.4379-1.0487i,-0.19756-0.654i,0.10533-0.29695i,0.22876-0.17867i,0.18873-0.10203i,0.12799-0.021041i,0.091754-0.0059032i,0.055585-0.047306i,0.0090164-0.069516i,-0.010277-0.036359i,0.0099958+0.0046337i,0.029376+0.016874i,0.037536+0.0046726i,0.044792-0.02083i,0.050263-0.046575i,0.039361-0.060763i,0.0079464-0.054182i,-0.010887-0.034757i,-0.003838-0.025496i,0.0014166-0.029393i,-0.0055574-0.025781i
0.41804+0.07082i,0.64159+0.18801i,0.53309+0.28745i,0.19845+0.27936i,-0.013712+0.19209i,-0.050729+0.10025i,-0.01064+0.027776i,0.029558-0.031703i,0.011097-0.056994i,-0.021575-0.02317i,-0.0090578+0.014672i,0.019059+0.013373i,0.019647-0.010184i,-0.015752-0.022887i,-0.058064-0.0045975i,-0.079587+0.014551i,-0.095491+0.011148i,-0.10247+0.016358i,-0.07908+0.039811i,-0.040213+0.046966i,-0.012646+0.030853i,-0.0016485+0.016609i,0.001083+0.012769i
0.0089716+0.37052i,0.15645+0.52289i,0.33731+0.29958i,0.32139-0.089396i,0.19057-0.21635i,0.13335-0.18614i,0.051818-0.21617i,-0.067182-0.19366i,-0.094429-0.096413i,-0.069081-0.036656i,-0.061129-0.019257i,-0.064051-0.022004i,-0.06969-0.017852i,-0.047867+0.0034035i,-0.0061366+0.010332i,0.010173+0.010686i,0.0013343+0.027735i,-0.006435+0.039426i,0.0034691+0.028789i,0.015109+0.0081965i,0.0036336-0.0041228i,-0.014259+0.0027053i,-0.017525+0.012647i
-0.53832-0.2293i,-1.0406-0.26545i,-1.172-0.069053i,-0.77867+0.13768i,-0.36185+0.10586i,-0.20446+0.036706i,-0.13801+0.10526i,-0.079331+0.15164i,-0.055718+0.10951i,-0.039915+0.051093i,-0.017589+0.016572i,0.0021947+0.011771i,0.016783+0.01916i,0.026376+0.029052i,0.035635+0.039385i,0.041119+0.051782i,0.051591+0.067558i,0.069634+0.063295i,0.068146+0.026374i,0.042771-0.014075i,0.017007-0.029427i,0.0039864-0.027631i,0.0051874-0.02111i
0.48817-0.28719i,0.80429-0.51361i,0.75402-0.51458i,0.34268-0.26572i,0.004054-0.015048i,-0.11269+0.070654i,-0.10839+0.069198i,-0.024501+0.089656i,0.06228+0.09006i,0.070936+0.048051i,0.035336+0.019623i,0.024182+0.015427i,0.032676-0.0020241i,0.015206-0.039219i,-0.025447-0.063074i,-0.042013-0.064592i,-0.025641-0.068291i,-0.015672-0.066753i,-0.02424-0.041415i,-0.027479-0.0032971i,-0.011366+0.025416i,0.011107+0.031654i,0.018482+0.022049i
0.1495+0.39915i,0.30133+0.54063i,0.37079+0.39858i,0.371+0.13258i,0.37808-0.015929i,0.37731-0.079984i,0.31528-0.10228i,0.2404-0.083023i,0.17728-0.071975i,0.11326-0.059194i,0.075246-0.044373i,0.048571-0.047678i,0.020545-0.032525i,0.018038+0.0084925i,0.038003+0.035439i,0.045139+0.027326i,0.01223+0.00023814i,-0.035352-0.013161i,-0.053859-0.0039602i,-0.043453+0.0047658i,-0.027137+0.0029338i,-0.015837+0.00010815i,-0.0080597-0.0032997i
-0.507+0.14973i,-0.81187+0.40878i,-0.81204+0.59435i,-0.5559+0.50734i,-0.39562+0.27137i,-0.36761+0.16459i,-0.26334+0.145i,-0.14256+0.047089i,-0.11522-0.032265i,-0.10392-0.004218i,-0.061074+0.045727i,-0.032409+0.056215i,-0.033401+0.042245i,-0.038171+0.028929i,-0.040362+0.025452i,-0.046396+0.03829i,-0.043835+0.066818i,-0.015086+0.084894i,0.022936+0.064341i,0.032878+0.021736i,0.017874-0.011198i,0.0038939-0.024844i,-0.0012695-0.026749i
0.12431-0.54543i,0.20637-0.93962i,0.24916-1.0383i,0.18951-0.72312i,0.12057-0.29787i,0.10327-0.073928i,0.038802-0.039722i,-0.047099-0.0088536i,-0.053959+0.024943i,-0.025065-0.013396i,-0.036371-0.05965i,-0.054681-0.05248i,-0.03959-0.027222i,-0.0092008-0.025789i,0.01897-0.047239i,0.04206-0.06061i,0.062918-0.047816i,0.073586-0.027806i,0.057553-0.017419i,0.030138-0.0035989i,0.017682+0.017025i,0.014384+0.021772i,0.0019264+0.011506i
0.33703+0.20616i,0.46642+0.35092i,0.40656+0.41456i,0.29844+0.32262i,0.27196+0.15036i,0.24739+0.043017i,0.21847+0.037535i,0.18193+0.030722i,0.10543+0.010196i,0.061283+0.018358i,0.076475+0.0064459i,0.08166-0.024223i,0.06151-0.028255i,0.03399-0.0071417i,0.0094795+0.023714i,-0.00033982+0.030988i,-0.0036251-0.00047805i,-0.013505-0.034829i,-0.023815-0.036062i,-0.016218-0.015759i,0.0015834-0.0096407i,0.0077125-0.014019i,0.0050969-0.0033686i
-0.16207+0.27588i,-0.21522+0.3869i,-0.18805+0.29559i,-0.16254+0.085736i,-0.18162-0.022171i,-0.17218-0.046672i,-0.1284-0.1049i,-0.090034-0.14176i,-0.064532-0.093535i,-0.053374-0.019029i,-0.060247+0.022906i,-0.069741+0.032094i,-0.065164+0.026352i,-0.057102+0.017125i,-0.070896+0.0027238i,-0.10301-0.0057874i,-0.1211+0.00031588i,-0.10218+0.011389i,-0.053255+0.015781i,-0.011701+0.0063657i,0.00078273-0.0016711i,0.0021044+0.0050519i,0.0094779+0.010477i
-0.20479-0.22176i,-0.27998-0.38455i,-0.2216-0.43844i,-0.079743-0.34542i,0.046988-0.20633i,0.12017-0.098603i,0.09057-0.026615i,0.0053559+0.031558i,-0.0089091+0.044504i,0.017579-0.01891i,0.0036477-0.06517i,-0.01528-0.040132i,-0.0080974+0.0012177i,0.015451+0.022822i,0.049743+0.031888i,0.074104+0.042308i,0.071432+0.056221i,0.048279+0.055854i,0.021757+0.029304i,-0.0003791+0.0015067i,-0.014554-0.0038397i,-0.01209-0.00094113i,-0.0034526-0.006395i
0.15848-0.079921i,0.21205-0.024049i,0.12754+0.12416i,-0.029974+0.20534i,-0.15179+0.142i,-0.21485+0.074784i,-0.18447+0.11137i,-0.082065+0.15875i,-0.016011+0.12433i,-0.0076451+0.078414i,0.011404+0.077314i,0.048214+0.072259i,0.056377+0.034003i,0.029448+0.0018678i,0.0051579+0.0057899i,0.012057+0.02375i,0.038064+0.022153i,0.05014+0.0023312i,0.035158-0.013113i,0.018033-0.016554i,0.014271-0.021407i,0.010785-0.028187i,0.0039517-0.022857i
0.065995+0.077693i,0.065865+0.050303i,0.030515-0.040319i,0.037-0.066341i,0.10707-0.016455i,0.16835-0.014825i,0.16561-0.085449i,0.11774-0.12136i,0.0674-0.087614i,0.014526-0.051618i,-0.035544-0.043977i,-0.059222-0.04842i,-0.055676-0.043896i,-0.039298-0.032053i,-0.023663-0.03998i,-0.022087-0.066157i,-0.034783-0.080548i,-0.045233-0.063707i,-0.041-0.021895i,-0.02761+0.01527i,-0.018344+0.031082i,-0.016376+0.031932i,-0.014556+0.023865i
-0.033826+0.11922i,0.020871+0.18185i,0.10445+0.14979i,0.10249+0.056906i,0.045508-0.008644i,0.022561-0.028436i,0.027292-0.026196i,0.033002-0.04576i,0.020375-0.071946i,0.012631-0.061335i,0.03011-0.04821i,0.031537-0.046114i,0.0086748-0.027485i,-0.0027809+0.0022862i,0.00095466+0.026221i,-0.0014343+0.040798i,-0.020874+0.053899i,-0.03878+0.065153i,-0.030368+0.058137i,-0.013593+0.031155i,-0.0082505+0.010892i,0.0012857+0.0081685i,0.013643+0.0072777i
-0.16677-0.056571i,-0.28345-0.016536i,-0.30893+0.066181i,-0.28616+0.10084i,-0.29481+0.096743i,-0.28554+0.084674i,-0.21722+0.065598i,-0.12672+0.062021i,-0.051238+0.059613i,-0.017922+0.053833i,-0.0073292+0.068117i,0.010602+0.079497i,0.025729+0.060277i,0.021388+0.02014i,-0.0016773-0.011402i,-0.019799-0.0065794i,-0.005415+0.019794i,0.028314+0.03065i,0.042356+0.012915i,0.030672-0.0072049i,0.01949-0.0072568i,0.016151-0.00045224i,0.012251+0.0030452i
0.049084-0.17492i,0.0063719-0.24561i,0.013887-0.1437i,0.18426+0.015683i,0.3653+0.077821i,0.39021+0.09061i,0.32104+0.091546i,0.21675+0.052107i,0.10567+0.018656i,0.046772+0.0026957i,0.026185-0.02247i,0.014184-0.041201i,0.0069863-0.035574i,0.0074878-0.014575i,0.024803-0.0055674i,0.046644-0.022683i,0.055817-0.051482i,0.047796-0.066335i,0.02089-0.048572i,-0.0050083-0.0088466i,-0.01202+0.015325i,-0.015206+0.0081915i,-0.023538-0.0028457i
0.31185+0.049572i,0.51995-0.091568i,0.44824-0.27334i,0.15045-0.30139i,-0.067173-0.23933i,-0.15102-0.21396i,-0.18144-0.17724i,-0.14545-0.11852i,-0.087502-0.079345i,-0.046975-0.041719i,-0.017759-0.019455i,-0.01705-0.022006i,-0.027699-0.01925i,-0.033505-0.0027918i,-0.04141+0.019921i,-0.050033+0.029927i,-0.061637+0.020425i,-0.065987+0.011705i,-0.042215+0.014303i,0.0011197+0.010231i,0.030683-0.0064948i,0.039009-0.015357i,0.039362-0.014337i
-0.23839+0.34421i,-0.28644+0.59677i,-0.19997+0.56711i,-0.099036+0.28966i,-0.065746+0.095691i,-0.040212+0.034083i,-0.039113-0.025323i,-0.076494-0.043011i,-0.069008-0.009775i,-0.031865-0.0098016i,-0.031778-0.019533i,-0.043731+0.00036262i,-0.030554+0.014376i,-0.0051245+0.0007921i,-0.0017042-0.019226i,-0.022256-0.011259i,-0.035168+0.024134i,-0.023282+0.043381i,0.0014988+0.023971i,0.0091093-0.0051969i,-0.00089359-0.0087243i,-0.0036477+0.0066465i,0.0040552+0.0093837i
-0.25369-0.27387i,-0.3867-0.27722i,-0.25521-0.084779i,0.020419+0.081778i,0.14333+0.10114i,0.1374+0.13098i,0.14015+0.18906i,0.11235+0.16954i,0.045322+0.10193i,0.0064505+0.051887i,0.02224+0.02327i,0.051565+0.0037428i,0.046211-0.0051641i,0.026426+0.0055282i,0.037601+0.02517i,0.074838+0.031534i,0.099337+0.019659i,0.086164+0.0033552i,0.041869-0.0089653i,-0.00044475-0.014189i,-0.019778-0.017398i,-0.030509-0.024668i,-0.042608-0.019934i
0.36551-0.35078i,0.38486-0.70083i,0.08842-0.83542i,-0.24635-0.60201i,-0.30172-0.29855i,-0.2326-0.19707i,-0.18352-0.14773i,-0.077419-0.051582i,0.013568-0.0019896i,0.014322+0.0066177i,-0.015894+0.0097979i,-0.030626+0.0093961i,-0.023129+0.0092028i,-0.014842+0.0033038i,-0.017992-0.0090152i,-0.021509-0.027696i,-0.024925-0.048076i,-0.033578-0.051004i,-0.035891-0.027077i,-0.017327-0.00073429i,0.0058469+0.003604i,0.010796+0.0014576i,0.0073385+0.0069105i
0.2037+0.59305i,0.40967+0.93804i,0.54848+0.94973i,0.53072+0.5819i,0.39335+0.23266i,0.28416+0.11874i,0.22881+0.050472i,0.13612-0.029172i,0.059705-0.038293i,0.045384-0.027039i,0.025418-0.026701i,-0.0025598-0.012366i,-0.0081091+0.00042259i,-0.0038037-0.0026685i,-0.010761-0.012335i,-0.036745-0.012522i,-0.064375+0.0030269i,-0.065171+0.017067i,-0.040256+0.017504i,-0.023697+0.010152i,-0.024861+0.013174i,-0.014103+0.028877i,0.011372+0.027304i
-0.48285+0.02318i,-0.65871-0.0058548i,-0.58796-0.055132i,-0.39804-0.025211i,-0.27509+0.040194i,-0.20581+0.060956i,-0.15208+0.068123i,-0.096889+0.064956i,-0.053335+0.031199i,-0.038349+0.012738i,-0.013552+0.027021i,0.017741+0.028697i,0.018658+0.02027i,0.0080032+0.028805i,0.0074282+0.048223i,0.017985+0.068519i,0.036458+0.080712i,0.047889+0.075632i,0.041867+0.049049i,0.025697+0.017955i,0.018409+0.00039357i,0.021734-0.012652i,0.017334-0.017867i
-0.057341-0.48281i,-0.17076-0.70026i,-0.31575-0.63405i,-0.33525-0.33108i,-0.17722-0.097987i,-0.029813-0.056026i,0.020162-0.067086i,0.047486-0.04209i,0.056517-0.021253i,0.035855-0.02781i,0.0090327-0.046486i,-0.011144-0.05454i,-0.010555-0.047821i,-0.0023023-0.04583i,0.0027232-0.050781i,0.012845-0.056304i,0.024089-0.058133i,0.023576-0.047431i,0.0095199-0.024563i,-0.0013374+0.0003331i,-0.0014453+0.012613i,-0.0055437+0.0073114i,-0.012782+0.00068097i
0.47822+0.1787i,0.81211+0.43053i,1.0173+0.56714i,0.94584+0.37056i,0.65015+0.091438i,0.38378+0.022634i,0.26609+0.015879i,0.15738-0.054063i,0.048836-0.068595i,0.025972-0.031437i,0.035237-0.015862i,0.027171-0.011301i,0.010118-0.011641i,-0.0055703-0.010274i,-0.012362-0.0051258i,-0.02228-0.010491i,-0.041748-0.023191i,-0.048918-0.026904i,-0.030824-0.014161i,-0.0063749-0.0028849i,0.00057049-0.0033176i,-0.004397-0.00023339i,-0.002706+0.0016648i
-0.19902+0.18179i,-0.46918+0.042568i,-0.73474-0.21523i,-0.78606-0.26347i,-0.60843-0.1385i,-0.41092-0.1199i,-0.32875-0.1269i,-0.2401-0.055928i,-0.12253-0.022371i,-0.082325-0.02073i,-0.080199+0.014611i,-0.059649+0.043085i,-0.03697+0.048724i,-0.019725+0.05107i,-0.015918+0.055966i,-0.024517+0.069113i,-0.02795+0.081083i,-0.018046+0.072578i,0.0027354+0.04143i,0.019062+0.0092949i,0.027063-0.0046866i,0.031953-0.0092141i,0.024014-0.012153i
-0.19676-0.048844i,-0.1767-0.034281i,-0.040519+0.061234i,0.09035+0.15747i,0.15113+0.17687i,0.14834+0.15394i,0.12265+0.12779i,0.087493+0.095293i,0.041282+0.05917i,0.018944+0.026379i,0.022087-0.0076016i,0.023515-0.026613i,0.017104-0.02577i,0.0070331-0.025338i,0.0086969-0.025308i,0.026861-0.018592i,0.045498-0.0060362i,0.047329-0.00036675i,0.025581-0.009826i,-0.0063509-0.013923i,-0.025372-0.0048162i,-0.026132+0.0016869i,-0.019374+0.0033604i
0.12546-0.13129i,0.33223-0.054838i,0.55423+0.072818i,0.58715+0.035346i,0.37253-0.086977i,0.15128-0.072274i,0.076312-0.014431i,0.036442-0.0073264i,-0.0017965+0.012756i,0.0062428+0.03401i,0.026548+0.025186i,0.027211+0.010053i,0.016531+0.0061243i,0.01159+0.014634i,0.016157+0.011856i,0.017691-0.014006i,0.013357-0.042127i,0.0055345-0.046939i,-0.0025808-0.022458i,0.0013524+0.0028937i,0.0087265+0.0080898i,0.0043745+0.0070511i,-0.0006375+0.011135i
0.011924-0.072806i,-0.26275-0.24244i,-0.69661-0.42692i,-0.87158-0.38571i,-0.64144-0.21505i,-0.37111-0.17393i,-0.2617-0.16088i,-0.16478-0.082775i,-0.055949-0.039327i,-0.025534-0.040148i,-0.050157-0.029616i,-0.066636-0.012298i,-0.051984-0.00096988i,-0.023657-0.00075517i,-0.017617-0.007435i,-0.033446-0.0056271i,-0.047821+0.0022662i,-0.04999+0.009964i,-0.032891+0.013035i,-0.010008+0.0069749i,-0.00036324+0.00068912i,0.0012214-0.00042378i,0.0017587-0.0035117i
0.13014+0.20555i,0.36653+0.35622i,0.61598+0.44559i,0.6293+0.42552i,0.42899+0.3552i,0.27517+0.32292i,0.22674+0.2719i,0.16505+0.16144i,0.073967+0.073243i,0.034296+0.0463i,0.054942+0.028565i,0.073517+0.0013624i,0.057453-0.01908i,0.020598-0.027034i,-0.0018722-0.012528i,0.0017781+0.013807i,0.0050242+0.032326i,0.00022956+0.033007i,-0.007029+0.012399i,-0.017606-0.0099579i,-0.02068-0.015922i,-0.0096456-0.008719i,0.0037028-0.0017675i
-0.19859+0.037578i,-0.25918+0.087268i,-0.15587+0.079509i,-0.0027938-0.025004i,0.043446-0.1047i,0.025458-0.092392i,0.030488-0.062664i,0.035326-0.03485i,0.032226+0.00025663i,0.025032+0.011181i,0.0055318+0.0083289i,-0.0076806+0.015183i,-0.0034176+0.025454i,0.011306+0.034858i,0.023942+0.031149i,0.025452+0.011892i,0.027888-0.0051744i,0.033295-0.012369i,0.025766-0.0034789i,0.018711+0.016555i,0.024433+0.026411i,0.025833+0.019229i,0.018086+0.011436i
-0.097171-0.26868i,-0.31209-0.45602i,-0.56238-0.48817i,-0.59698-0.34333i,-0.38781-0.19393i,-0.18947-0.14948i,-0.11843-0.12169i,-0.063943-0.064749i,0.00035486-0.04413i,0.0080358-0.060726i,-0.032686-0.060484i,-0.065729-0.039709i,-0.059353-0.026101i,-0.03448-0.031885i,-0.023675-0.044544i,-0.024743-0.04419i,-0.023454-0.035169i,-0.01741-0.023017i,-0.0081818-0.0090698i,-0.0031242-0.0057253i,-0.010219-0.011903i,-0.021213-0.015569i,-0.019845-0.01623i
0.37359+0.04441i,0.69864+0.11894i,0.84462+0.22467i,0.67145+0.29769i,0.3703+0.29677i,0.18761+0.26084i,0.12454+0.19517i,0.066808+0.097482i,0.00096089+0.031171i,-0.017135+0.024194i,0.015389+0.030968i,0.050397+0.02038i,0.043331+0.00070779i,0.0033767-0.0039059i,-0.021507+0.015881i,-0.024379+0.033142i,-0.032335+0.033417i,-0.041975+0.025375i,-0.033259+0.011571i,-0.015619-0.0034287i,-0.0055508-0.0084571i,-0.00050372-0.002208i,0.00024343+0.001757i
-0.13765+0.28511i,-0.26081+0.40612i,-0.29284+0.29636i,-0.16225+0.038562i,-0.016771-0.14474i,0.031126-0.21222i,0.024589-0.21436i,0.0094152-0.16505i,-0.0015772-0.097109i,-0.0015624-0.052116i,-0.00057384-0.031593i,-0.0069457-0.01411i,-0.011144+0.011034i,0.0009759+0.036781i,0.017953+0.044437i,0.022767+0.039183i,0.024989+0.039819i,0.028541+0.03837i,0.022425+0.027845i,0.010467+0.021821i,0.005872+0.022663i,0.008893+0.018i,0.0092372+0.011784i
-0.27131-0.16112i,-0.40727-0.28019i,-0.40287-0.32329i,-0.30478-0.2398i,-0.18447-0.12573i,-0.10146-0.059201i,-0.075562-0.021612i,-0.055469+0.0025614i,-0.024286+0.0052148i,-0.011883-0.0050771i,-0.017565-0.012789i,-0.021514-0.019388i,-0.013649-0.028416i,-0.0016117-0.042219i,0.0051845-0.053987i,0.015489-0.050224i,0.031508-0.040499i,0.037452-0.032787i,0.025719-0.021754i,0.010203-0.013736i,0.0012532-0.015934i,-0.004886-0.020307i,-0.0047747-0.015665i
0.22735-0.2208i,0.38023-0.22808i,0.42819-0.039218i,0.28635+0.15822i,0.072066+0.22188i,-0.037977+0.21999i,-0.042652+0.20134i,-0.029883+0.15759i,-0.029342+0.10367i,-0.029298+0.072724i,-0.013567+0.066657i,0.015417+0.057191i,0.029918+0.036177i,0.017215+0.022435i,-0.0041436+0.018656i,-0.021968+0.0040928i,-0.038863-0.020237i,-0.044629-0.031817i,-0.027735-0.023422i,-0.0018292-0.0077029i,0.012329+0.0048826i,0.011615+0.01268i,0.0043667+0.012155i
0.16473+0.2084i,0.13056+0.26529i,0.015353+0.18555i,0.030485+0.0014282i,0.12078-0.15931i,0.10402-0.22785i,0.052552-0.20271i,0.037685-0.13625i,0.029665-0.080634i,0.031658-0.057502i,0.03041-0.058183i,0.0052095-0.046191i,-0.017963-0.0093896i,-0.014057+0.023778i,0.0008641+0.035821i,0.0006667+0.040697i,-0.0089579+0.053027i,-0.0092602+0.058624i,-0.0030944+0.040026i,-0.0070624+0.010267i,-0.0164-0.0038827i,-0.012532-0.0026567i,-0.0023167-1.5927e-05i
-0.16979+0.13276i,-0.18901+0.061487i,-0.16195-0.11596i,-0.17328-0.15653i,-0.17071-0.023781i,-0.091449+0.076528i,-0.049292+0.067232i,-0.052916+0.043477i,-0.033482+0.043893i,-0.010226+0.035289i,-0.0069966+0.011525i,-0.01359-0.0098195i,-0.012778-0.021712i,-0.00052813-0.03032i,0.010676-0.031715i,0.022672-0.015974i,0.038588+0.0032236i,0.041765+0.0091792i,0.024241+0.0038873i,0.0059289-0.00072938i,0.0028426-0.0035817i,0.0055961-0.0068954i,0.0088422-0.0078022i
-0.14371-0.13188i,-0.12558-0.050168i,-0.023493+0.1363i,0.021746+0.23637i,-0.017945+0.19983i,-0.047281+0.16748i,-0.014629+0.15756i,0.024474+0.11398i,0.025618+0.058359i,0.005351+0.034245i,-0.0039552+0.040892i,0.011214+0.045539i,0.026813+0.028327i,0.017064+0.0094067i,-0.0028008+0.00053639i,-0.011337-0.01948i,-0.010642-0.050522i,-0.0084605-0.063321i,-0.0043332-0.042821i,0.0080436-0.0091973i,0.018806+0.0068687i,0.012822+0.0028815i,-0.0011149-0.0041198i
0.13226-0.15277i,0.10562-0.17874i,0.077615-0.14207i,0.16323-0.13291i,0.24623-0.16705i,0.21506-0.18849i,0.16455-0.1547i,0.13775-0.11275i,0.094345-0.099338i,0.05353-0.089005i,0.033188-0.073676i,0.012683-0.054985i,-0.010595-0.028883i,-0.020883-0.0063425i,-0.018054+0.0065625i,-0.021558+0.014652i,-0.035387+0.021946i,-0.04131+0.027079i,-0.031438+0.021661i,-0.020764+0.0022464i,-0.020539-0.01196i,-0.016971-0.0070365i,-0.0082306+0.0013201i
0.16313+0.10003i,0.17811-0.002875i,0.029825-0.15152i,-0.17761-0.1424i,-0.229-0.00043761i,-0.13476+0.076623i,-0.088183+0.037489i,-0.097697+0.0028745i,-0.078266+0.019364i,-0.052371+0.029704i,-0.050924+0.021783i,-0.047355+0.012482i,-0.028493+0.0085624i,-0.008479+0.0049874i,0.001312+0.0019228i,0.0023775+0.012955i,0.0042285+0.035724i,0.007245+0.046896i,0.0027633+0.033268i,-0.0097045+0.017009i,-0.014359+0.018906i,-0.0059767+0.022795i,0.0012534+0.01736i
-0.11186+0.22649i,-0.066583+0.37891i,0.044954+0.44653i,0.11912+0.35049i,0.091945+0.15706i,0.014686+0.025133i,-0.025065+0.0075275i,-0.023758+0.017168i,-0.020391+0.011003i,-0.012579+0.013359i,0.0058291+0.024381i,0.01944+0.02867i,0.021312+0.018572i,0.01255+0.0076136i,0.0055012+0.0029732i,0.013649-0.0074388i,0.031072-0.022021i,0.040802-0.027183i,0.036548-0.016673i,0.031399-0.002335i,0.029343-0.0039747i,0.020401-0.014729i,0.0090267-0.016679i
-0.19847-0.13139i,-0.24473-0.18021i,-0.15991-0.20943i,-9.4504e-05-0.19906i,0.10898-0.14996i,0.1475-0.098671i,0.1475-0.063715i,0.11075-0.039618i,0.062924-0.029317i,0.036145-0.03456i,0.02966-0.045104i,0.018026-0.05084i,-0.0036812-0.03989i,-0.013129-0.018341i,-0.0081139-0.0071187i,-0.011186-0.011927i,-0.029747-0.023804i,-0.045662-0.023957i,-0.038326-0.0070591i,-0.014364+0.0021367i,-0.0012014-0.00092463i,-0.00014562+0.0014204i,0.0038573+0.0073629i
0.08719-0.21631i,0.05837-0.29366i,-0.057518-0.27372i,-0.20836-0.16823i,-0.26466-0.02781i,-0.21653+0.053009i,-0.15616+0.034504i,-0.10946+0.0034746i,-0.070949+0.0095238i,-0.053704+0.020524i,-0.053659+0.020279i,-0.04404+0.019786i,-0.021712+0.018579i,-0.0078466+0.010632i,-0.011735+0.005167i,-0.025251+0.013956i,-0.034944+0.032208i,-0.030928+0.039035i,-0.020421+0.022093i,-0.022527+0.0068292i,-0.026114+0.013302i,-0.01544+0.018139i,-0.0044254+0.0080838i
0.23335+0.12434i,0.31593+0.22898i,0.33018+0.33357i,0.31489+0.30408i,0.23102+0.11638i,0.078314-0.033593i,-0.018363-0.03434i,-0.013805+0.0034844i,0.020512+0.0018067i,0.040383-0.0031654i,0.049047+0.0062743i,0.04619+0.014524i,0.034172+0.012336i,0.018792+0.010133i,0.012883+0.019364i,0.029799+0.034362i,0.059128+0.041747i,0.073071+0.03116i,0.059217+0.010332i,0.037662-0.0035506i,0.0286-0.01299i,0.023166-0.020636i,0.012386-0.017736i
-0.098946+0.19255i,-0.13502+0.13311i,-0.15941-0.064254i,-0.14063-0.15735i,-0.049471-0.056626i,0.063496+0.047245i,0.10686+0.066945i,0.084295+0.059344i,0.057815+0.044119i,0.041177+0.01127i,0.020354-0.019696i,0.0015843-0.029326i,-0.005675-0.018471i,0.0050702-0.0054408i,0.023209-0.010557i,0.027774-0.035063i,0.016125-0.059504i,-0.0021632-0.059915i,-0.01309-0.032346i,-0.0094547-0.0054689i,-0.0070742+0.0044016i,-0.010818+0.00856i,-0.0081104+0.01005i
