-0.0012806+0.00098689i,-0.0015403-0.00017073i,-0.0020998-0.00050137i,-0.0017837-0.00074159i,-0.0017254-0.00013266i,-0.0017205+0.00072008i,-0.00046959+0.00093505i,0.00094993+0.0013142i,0.0017517+0.0016908i,0.0013951+0.00077742i,0.00041671-0.00030023i,0.00024865+1.1689e-05i,0.00026316-0.00031117i,8.5764e-06-0.00055881i,0.00019333-0.00010642i,0.00037145+0.00094115i,-0.0001374+0.0019528i,-0.00027941+0.0015124i,-0.00037918+0.00052614i,-0.00077271-2.0238e-05i,-0.00029777-0.00048529i,-0.00027659-0.0006862i,-0.00079293-0.00042284i
-0.00086525+0.00030468i,-0.00024747-0.0003004i,-0.00031096-0.00077281i,-0.0010635-8.0949e-06i,-0.0014457+5.7719e-05i,-0.00097962-0.00069332i,0.00017782-0.00039686i,0.0010439+0.00050006i,0.0004824-0.00015931i,0.00030738-0.0012896i,0.0007176-0.0017399i,-9.3026e-05-0.0017286i,-0.0011322-0.0016374i,-0.0012383-0.0011261i,-0.0013888-0.0007705i,-0.00091669-0.00050886i,-0.00056113-0.00021209i,0.00011977+0.00012309i,0.00031837+0.0009213i,0.00024921+0.0011009i,0.0010581+0.00061199i,0.0012542-0.00015596i,0.00058695-0.00011645i
-0.00054611-0.0010415i,0.00014677-0.0011688i,-1.0843e-05-0.0024898i,-0.00097966-0.0021006i,-0.0012574-0.00022937i,-0.00042634+0.00052513i,-1.3527e-05-5.5282e-05i,-0.00038433-0.00022886i,-0.00034576-0.00069939i,0.00073851-0.0013424i,0.00092098-0.001638i,-0.0010708-0.0011415i,-0.0027537-0.00010116i,-0.0030103+0.00081515i,-0.0023984+0.0013511i,-0.0017701+0.0016963i,-0.0017704+0.0013077i,-0.0012732+0.0007425i,-0.00032117+0.00081535i,-0.00016515+0.00059206i,-0.0005917-6.9649e-05i,-6.8885e-05-0.00077698i,0.00058522-0.00094154i
-0.00034864-0.00043117i,-0.0014906-1.3435e-05i,-0.0020232+0.00079609i,-0.0018989+0.0012629i,-0.0018652+0.0014945i,-0.0010156+0.0013048i,-0.00035863+0.00071059i,-0.00024478+0.00043431i,-0.00023023-0.00028172i,-3.6209e-05-0.0014659i,-0.00097176-0.0017095i,-0.0022594-0.00034093i,-0.0023069+0.0016853i,-0.0017613+0.0021813i,-0.0014472+0.0015849i,-0.00090506+0.0014856i,-0.00021071+0.0017903i,0.0001934+0.00051736i,0.00025383-0.00075757i,0.00046694-0.00074044i,0.00048195-0.00014656i,0.00021247-0.00026855i,0.00049097-0.00085403i
-0.00087518+0.00016045i,0.00051907+0.00045706i,0.00034778+0.0003338i,-0.00043386+0.00073378i,-9.7522e-05+0.0012433i,0.00081445+0.00099732i,0.0011567+5.4727e-05i,0.00045819-6.7381e-05i,-0.0010054+0.00033578i,-0.0024269+0.00067749i,-0.0024401+0.00064646i,-0.0023189+0.000748i,-0.0016657+0.0015037i,-0.00013422+0.0022071i,0.00016233+0.0021294i,-1.9113e-05+0.001716i,-1.9529e-05+0.0013751i,-0.00044438+0.00083339i,-0.00017801-8.4842e-05i,9.5337e-05-0.00020637i,-0.00032927+0.0002935i,-0.00054166+0.00014327i,-0.00038962-0.00069394i
0.00018018-0.00030522i,-0.0009743+0.00027823i,-0.0018278+0.00041027i,-0.00194+0.00032923i,-0.00077188+0.0011574i,0.00013661+0.0013886i,-0.00018578+0.00018885i,-0.0004113-0.00011441i,-0.00014182+0.0013612i,-0.0010583+0.0022599i,-0.0022461+0.0017098i,-0.0016203+0.0022374i,-0.00011987+0.0022459i,0.00063975+0.00091369i,0.00083852-0.0006102i,0.00055368-0.00092642i,0.00054406-0.00019669i,0.00097224+0.00020472i,0.00060156+0.00019186i,-0.00021176-2.7371e-05i,-0.00014478+0.00012646i,0.00048976-8.9284e-05i,0.00093544-0.00071026i
0.0017145-0.0017641i,0.0015329-0.0024124i,0.0010009-0.0029267i,0.000134-0.0025622i,-0.00079506-0.0025062i,-0.00079541-0.0020844i,-0.00027151-0.0011178i,-0.00034801-0.00013742i,-0.0010723+0.00078875i,-0.00034737+0.0015265i,0.00097797+0.00088925i,0.001467+0.00022019i,0.001146-3.6606e-05i,0.00069073-0.00021687i,0.00046223-0.00065268i,0.00016618-0.0011541i,-5.3529e-05-0.00029643i,7.1021e-05+0.00054257i,0.0002041+0.00054432i,-5.3067e-05-0.00043709i,-0.00053142-0.0012591i,-0.00090375-0.00059305i,-0.0009059-0.00026483i
0.00066276+0.0010721i,0.00018251+0.0013542i,0.00026938+0.00019486i,6.8789e-05-0.00098264i,0.00014288-0.0011948i,-0.00029405-0.0008153i,-0.00029123-0.0012259i,0.00017235-0.0011626i,0.0011958-0.00020964i,0.0029514+0.00072606i,0.0030688+0.00041179i,0.0014182-0.00064664i,-0.0001849-0.00085482i,-0.0013974-0.0010992i,-0.002242-0.001095i,-0.0022576-0.00025912i,-0.0019766+0.00038266i,-0.0013814+0.00038841i,-0.00089149+0.00038077i,-0.00096262+0.00010988i,-0.00066266-0.00054416i,-7.4327e-05-0.00065112i,3.5177e-05-0.00011892i
0.0011504-0.00051467i,0.00052454-0.00017202i,-0.000378+5.0243e-05i,-0.0016993+0.00011123i,-0.0019877+9.2447e-05i,-0.0010555+0.0006668i,0.00030151+0.00071631i,0.0010989+0.0005029i,0.001344+0.00044183i,0.0015154+0.00013935i,0.00020567-0.00096321i,-0.0019652-0.0017277i,-0.0032897-0.0010843i,-0.0031174-0.00075108i,-0.0024793-0.00080996i,-0.0017649+8.2155e-05i,-0.0011829+0.0013456i,-0.00089074+0.0015364i,-0.00092721+0.00052707i,-0.0006615-3.1971e-05i,-0.00027011+0.00019055i,-0.00051948+1.4272e-05i,-0.00051701-0.00021874i
0.00026633+0.0025787i,0.00074477+0.0020306i,0.0016833+0.0020429i,0.0017467+0.0012845i,0.0014502+3.9944e-06i,0.0008687-0.00065053i,0.00047533-0.00055928i,0.00054002-0.00011446i,0.00072005-0.00015586i,0.00035922-0.00062399i,-0.0010743-0.0017052i,-0.0028147-0.0020098i,-0.0032998-0.0010966i,-0.0025721-0.0007293i,-0.0014808+0.00056519i,-0.00061264+0.0023506i,0.00029446+0.0020358i,0.00048084+0.0014019i,-0.00011025+0.00054006i,-0.00022258+0.00016107i,0.00042652+0.00014496i,0.00034184-0.00026759i,-0.00062636-0.00081516i
-0.00024048+0.0014446i,-3.8052e-05+0.00037304i,-0.00020671-3.6385e-05i,0.00029517+0.00051359i,0.0018436+0.00038443i,0.0016899-0.00030466i,5.6423e-05+1.0539e-05i,-0.00044323+0.00031458i,-0.00060098-0.00015994i,-0.0017183-0.00097299i,-0.0030579-0.00077237i,-0.0032549+0.00078634i,-0.0017235+0.0020191i,0.00042932+0.0023566i,0.0013021+0.0023536i,0.00088983+0.001603i,0.00071632+0.0011244i,0.00044851+0.0010796i,6.7507e-05+7.6955e-05i,4.8715e-05-0.00028667i,9.7401e-05-0.0003552i,6.9487e-05-0.00084465i,-7.5466e-05-0.001039i
0.0013762+0.00017259i,0.0014573-6.0785e-05i,0.0019019-0.00043138i,0.0013399-0.00061044i,0.00017874-0.0008203i,-0.00024843-0.0002198i,0.00019289+2.4814e-05i,0.00034964+0.00049097i,-0.00037638+0.0014277i,-0.0014989+0.00080092i,-0.0022104+0.00057073i,-0.0012688+0.0015264i,0.00039788+0.0020115i,0.0014668+0.0014658i,0.0022983+0.00037179i,0.0022476-0.00053465i,0.0014392-0.0005922i,0.00016036-3.6373e-05i,-0.00060996-0.00039834i,-0.0010105-0.0010172i,-0.0012056-0.00083796i,-0.00059232-0.00088498i,9.0558e-05-0.00094884i
-0.0012608-0.00086957i,-0.00086616-0.00038543i,-0.0014322+0.00067189i,-0.0013753+0.0010837i,-0.00049543-7.006e-05i,-0.00025528-0.0010649i,0.00020461-0.00032832i,-0.00020595+0.00064834i,-0.0013385+0.00109i,-0.0010615+0.0012213i,-0.00026899+0.0011733i,-0.00027482+0.001322i,0.00015663+0.0012475i,0.00068342+0.00048415i,0.00053238-0.0005876i,-0.0003142-0.00089964i,-0.00050103-0.00068932i,-0.0001693-0.00015518i,-0.00081477+0.00045287i,-0.00090823+0.00057531i,-0.00025624+0.0005445i,-0.00014265+0.00059876i,-0.00039063+0.00050821i
-0.0010272-0.00043036i,-0.000611+0.00074871i,-0.00024167+0.0013922i,7.2716e-05+0.0018322i,-0.00036728+0.00097075i,-0.00047071-0.00014235i,-0.00022513-0.00016229i,-6.1814e-05+0.00050533i,0.00050885+0.0014628i,0.0012132+0.0020756i,0.0014957+0.0015091i,0.001154+9.9542e-05i,0.0010444-0.0017284i,0.00035128-0.0021316i,-0.00050965-0.001258i,-0.0013494-0.0011433i,-0.0012895-0.00086392i,-0.00019221-0.00044283i,0.00026399-0.000142i,-0.00031159-4.8473e-05i,-0.00014874+0.00043661i,0.0007786+0.0007724i,0.00024251+0.00034943i
-0.00054212+0.0012493i,-0.00029796+0.00066293i,-0.00090234+0.0002297i,-0.0007287+0.00041458i,0.00032361+0.00051558i,-7.4225e-06+2.8872e-05i,-0.00086936+0.00031235i,-0.00038531+0.001005i,0.00080881+0.00093586i,0.0015981+0.00020178i,0.0015649-0.0013037i,-0.00014463-0.0027935i,-0.0016213-0.0025041i,-0.00081081-0.002334i,-0.00019455-0.0016822i,-0.00098793-5.291e-05i,-0.00061239+6.7484e-05i,0.00057146-0.00038508i,0.0004026-0.00031216i,-0.0002288-5.3406e-05i,-4.9593e-05+0.000188i,0.00035229-0.00012291i,0.00015553-0.00048313i
0.00195+0.00074424i,0.0029374+0.00077966i,0.0032787+0.0014749i,0.002073+0.00082587i,0.001578-0.00014845i,0.0015057-0.0002369i,0.00081123-1.3198e-05i,0.00083379+0.0005787i,0.0011044-0.00043503i,0.00096228-0.002197i,0.00030738-0.0026226i,-0.0014659-0.0019612i,-0.0028205-0.00091434i,-0.0027281-9.0455e-05i,-0.002263+0.00097688i,-0.0013546+0.0022392i,-0.00030461+0.0019131i,-0.00033186-0.00016122i,-0.00019717-0.00075631i,0.00021398-8.9999e-05i,0.00020008-0.00077114i,6.7821e-05-0.00096071i,0.00021232-0.00071557i
0.00095398+0.0018114i,0.00163+0.0017616i,0.0019302+0.0024419i,0.0023597+0.00053643i,0.0022743-0.001769i,0.0013673-0.0015332i,0.00052442-0.00073822i,7.9383e-05-0.00014393i,-0.00061451+0.0001232i,-0.0012771-0.00020801i,-0.0019712-0.0002117i,-0.0026423+9.7388e-05i,-0.0019508+0.00041098i,-0.0010948+0.0013237i,-0.0010867+0.0020714i,-0.00059991+0.0015402i,6.943e-06+0.0011803i,3.6565e-05+0.00099129i,-0.00048159+0.0007647i,-0.0011131+0.00016661i,-0.00097524-0.00047754i,-1.8937e-05-0.00087835i,0.00093734-0.0011115i
-4.52e-05-5.0773e-05i,-0.0010601-0.0012333i,-0.00010584-0.0016794i,0.00074477-0.00091524i,0.00035236-0.00038393i,2.1605e-05-0.00076573i,-3.8224e-05-0.00075395i,-0.00020905-0.00052858i,-0.00069949-0.00022097i,-0.0017433+0.0007284i,-0.0022086+0.0010469i,-0.0016672+0.0017084i,-0.00077645+0.0025652i,-0.00029489+0.0028193i,-0.00052542+0.0026612i,8.7897e-05+0.001546i,0.00031065+0.0010387i,-0.00023088+0.001572i,-0.00042698+0.00051121i,-0.0010096+0.00013279i,-0.0011227+0.00044267i,-0.00022576+0.000588i,7.8207e-05+3.1902e-05i
0.0011298-0.001291i,0.0015739-0.0013893i,0.0013464-0.0015682i,0.00011421-0.00084441i,-0.00088646-6.7172e-05i,-0.00072206+0.00013433i,-0.00046376+0.00033493i,-0.00024011+0.00060162i,-0.00034908+0.0011142i,-0.001147+0.0025974i,-0.0017567+0.0026073i,-0.0011104+0.0023456i,-0.000398+0.0022984i,-0.00031406+0.0011337i,-0.00024115+0.00015705i,0.00023626+6.6175e-05i,0.00070031+0.00073666i,0.00027737+0.00093496i,-0.00053715+0.00065436i,-0.00057925+0.00057925i,0.00062703+0.0010174i,0.0010236+0.00096258i,0.00020178+0.00050942i
-0.0004677-0.00060017i,0.0001008+0.00044695i,-0.00079741+0.00085067i,-0.0020864+0.00063898i,-0.0016304+0.00069593i,-0.00094607+0.0007095i,-0.00044722+0.00035156i,2.5936e-05+0.00013376i,0.0008736+0.0008976i,0.0014534+0.0023546i,0.0016287+0.0024097i,0.0016531+0.0010249i,0.00096066+0.00020767i,0.0014065+9.2436e-06i,0.0017254-0.00013725i,0.00039501-0.0001506i,-6.9018e-07+5.9378e-05i,0.00077232+0.0005308i,0.00061211+0.00016289i,7.9003e-05-0.0005078i,-0.00016675-0.00019508i,0.00011767-0.00018608i,0.00026763-4.5547e-05i
-0.0011449+0.00041009i,-0.0024237+0.0003279i,-0.0020347+0.0013762i,-0.00019613+0.0023436i,0.0010113+0.0019222i,0.00068991+0.0015295i,-3.6577e-05+0.0012968i,-0.00059021+0.0013763i,-0.00064876+0.0017969i,0.00092994+0.0021741i,0.0018743+0.0015227i,0.00057711-1.4919e-05i,0.00051421-0.0012074i,0.0011784-0.001452i,5.3674e-07-0.0014135i,-0.0012706-0.00042907i,-0.0016621+0.00088019i,-0.0016818+0.0004627i,-0.0021164-0.00056463i,-0.0013432-0.00088511i,-0.00022601-0.00080104i,0.00015642-0.00038705i,0.00043634-0.00041704i
-6.0061e-05-1.5522e-05i,0.00021431-0.0017285i,-0.00013806-0.0035297i,-0.00027859-0.0025561i,-0.00061394-0.0010413i,-0.00095613-0.00079938i,-0.00051717+0.00050877i,-0.00031299+0.0015874i,-0.0002145+0.00086335i,1.7033e-05-0.0011665i,7.3987e-05-0.0016671i,-0.0011801-0.00079983i,-0.0014252-0.00031121i,-0.0012038-0.00019912i,-0.0025691-3.1502e-05i,-0.0031235+0.0008001i,-0.0018117+0.0011201i,-0.00087885+0.0006334i,-0.0011156-0.00019627i,-0.0013655-0.00022051i,-0.0010905-0.00019699i,-0.00058822-0.00042003i,2.7231e-05-0.0005459i
0.0023813+0.0028869i,0.0028766+0.0023508i,0.0040063+0.0017034i,0.0039864+0.00062369i,0.0025675-0.0010733i,0.0017206-0.0017292i,0.0010027-0.0010548i,0.00083498-0.00041597i,0.00071133-0.00012742i,-0.00052769-0.0013194i,-0.0019356-0.0024471i,-0.0030754-0.0022888i,-0.0031772-0.0010038i,-0.0034062+0.00038088i,-0.0033855+0.00067971i,-0.0018767+0.00067862i,-0.00019988+8.9537e-05i,0.00035238+0.00049666i,0.00019051+0.00061797i,0.00056839-0.00028296i,-0.00011094-0.00027004i,-0.00085406-0.00012026i,-3.8715e-05-0.00031407i
0.0009403-0.00077325i,-0.00059778+0.00043334i,-0.0011302+0.0010973i,-0.00071061+0.00065845i,-0.00012314+6.7106e-05i,0.00041353-0.00035899i,0.0006574-0.00017033i,0.00075735+6.5329e-05i,0.00086197+0.00081269i,-0.00033783+0.0013171i,-0.0022276+0.0010625i,-0.0032523+0.00074691i,-0.0035455+0.0010258i,-0.0026114+0.0011593i,-0.00079935+0.0013705i,0.00054837+0.00081879i,0.00069603+2.5509e-05i,1.3305e-05+0.00011876i,-0.00017491-0.0010709i,-0.00011199-0.0016245i,0.00046236-0.0005067i,0.0006941+0.00051264i,-6.4123e-05+0.00074133i
0.00082031+0.0012885i,0.00098915+0.00011636i,0.0010868-0.00079331i,0.0009084-0.00062815i,0.00078083-0.00061522i,0.00057189+0.00018476i,0.00082636+0.00070296i,0.001232-0.00019i,0.00078139+0.0004104i,-0.00022225+0.0021606i,-0.0011048+0.0026066i,-0.0015167+0.0024861i,-0.0010362+0.0025064i,0.00040369+0.0025766i,0.0014555+0.0017585i,0.001671-6.0147e-05i,0.0012776-0.00096968i,0.00050988-0.00052042i,7.2532e-05-0.00067298i,-0.00077825-0.00076543i,-0.0012618-4.2753e-05i,-0.00036235-0.00011335i,0.00027152-0.00023666i
-0.00047802-0.0011389i,0.00050526+0.00049599i,0.00091109+0.00058463i,0.0012251+0.00016842i,0.0015568-0.00014564i,0.0010239-7.1013e-06i,0.00055633-0.00022554i,0.00025542-0.0006839i,-0.00075008-9.6929e-05i,-0.0016944+0.0011649i,-0.00097753+0.0023429i,0.00038339+0.00227i,0.00095811+0.0011172i,0.001257+3.7831e-05i,0.0013892-0.00032386i,0.00043819-0.00053505i,-0.0010825-0.0003172i,-0.00059904-0.00020529i,-0.00070713-0.00072059i,-0.0014132-0.00062276i,-0.00086749-0.00033382i,-0.00057724-0.00043117i,-0.00078603-0.00086615i
-0.0017788-0.00043618i,-0.0032709+0.00071566i,-0.0024723+0.00055265i,-0.0009907+0.00078167i,-0.00068392+0.0017352i,-9.3586e-05+0.0011457i,8.3543e-05+0.00017401i,-0.00054019-0.0005653i,-0.001265-0.00046432i,-0.00068093+0.0003952i,0.00064928+0.0013697i,0.0012744+0.0017975i,0.0016705+0.0010526i,0.0010783-0.00040022i,-0.00036151-0.00092455i,-0.0013364-0.0004065i,-0.0010636+0.00024817i,-0.00073689+9.9261e-05i,-0.001138-0.00046598i,-0.0016298-0.00040154i,-0.0010562+6.6423e-05i,0.00023095+0.00025281i,0.00052592+0.00047656i
2.461e-05-0.0026652i,-0.0011497-0.0030549i,-0.002392-0.0029873i,-0.0031419-0.0016538i,-0.0028732-0.0011465i,-0.0014314-0.0006403i,-0.00058519+0.00079836i,-0.0002887+0.0010649i,-0.00039702+0.00083499i,0.00029657+3.3682e-05i,0.00089358-0.0014609i,0.000249-0.0018185i,-0.00057542-0.0011435i,-0.0014425-0.00095331i,-0.002912-0.0018775i,-0.0027328-0.00071541i,-0.00081677+0.0017215i,-0.00084231+0.0018851i,-0.00073903+0.00098548i,0.00069438-1.1934e-05i,0.00082647+0.00018883i,0.0002183+0.0001236i,-4.1185e-05-0.00024082i
-0.00067093+0.00351i,0.00037761+0.0014665i,0.0021053+0.001584i,0.0025968+0.0025634i,0.0030505+0.0018387i,0.0021316+0.00083394i,0.00064175+0.0012803i,1.7479e-06+0.0019074i,0.0003089+0.0027856i,0.0010879+0.0024272i,0.0010411-0.00023915i,-4.2437e-05-0.0018153i,-0.0013261-0.0020735i,-0.0020696-0.0012425i,-0.0019725-0.00033652i,-0.00071184+0.00048315i,0.00077933+0.0013203i,0.00091207+0.0013421i,0.00096677+0.00075468i,0.001272-0.00045634i,0.00080611-0.0012799i,0.00047503-0.00082408i,6.5684e-05+0.00013394i
-0.0013433+0.0010943i,-0.00026493+0.0010128i,-0.00023629+0.00052075i,-0.0010044+0.00045693i,-0.00069813+0.00070217i,-0.00025614+0.00042822i,-8.8126e-05+0.00051619i,0.00039511+0.0012042i,0.0011802+0.0020729i,-4.8609e-05+0.0015441i,-0.001777-0.00018394i,-0.0023792-0.00020405i,-0.0019788+1.7196e-05i,-0.0009196+0.00044512i,-0.00081598+0.0013586i,-0.00056081+0.0018592i,4.4761e-07+0.0015508i,0.00017974+0.0011504i,0.00052034+0.00067161i,0.00031937-8.3404e-05i,-0.00027059-0.00070001i,-0.00030883-0.00068315i,0.00013729-0.0004792i
-2.477e-05-0.00014077i,-0.00081118+0.00034301i,-0.00084652+0.00060774i,0.00028268+0.00014525i,0.00066379-3.0938e-05i,0.00044427+0.00027627i,0.00091825+0.00032479i,0.00089013-0.00024298i,0.0009585-0.00093647i,0.00023519-0.0013719i,-0.0018291-0.00039061i,-0.0030595+0.0010716i,-0.001681+0.0012878i,0.00019586+0.0016899i,0.00020815+0.0010238i,-0.00032061-0.00089875i,-0.00043045-0.0014031i,-0.00051174-0.00076837i,-0.0014437-0.00020816i,-0.0017243+7.1804e-05i,-0.0013823+0.00021996i,-0.00077472+0.00021057i,0.00016434+0.00058914i
-0.00059632-0.0011927i,-0.0011629-0.001727i,-0.0018689-0.0025167i,-0.0013391-0.0018874i,-0.0014071-0.00016222i,-0.0014507+0.0003511i,-0.00094104+6.7957e-05i,-0.00047349-0.0014886i,-0.00085055-0.0026716i,-0.00099741-0.0025628i,-0.0014969-0.00091119i,-0.0020457+0.0017178i,-0.0011735+0.0033652i,-0.00040121+0.0027681i,-0.00030578+0.00076956i,-0.00048541-9.1024e-05i,-0.0006929+0.00028678i,-0.00074287+0.00081515i,-0.00078531+0.00072054i,-0.00046546+0.00038634i,-0.00065163+0.00015972i,-0.0007341-0.00029342i,-0.0005134-6.3259e-05i
-0.00036428-0.0011934i,0.00050355-0.0012429i,0.00059713-0.0010938i,0.00094177-0.00028004i,0.0012581-0.00031511i,0.0015254-0.0003016i,0.00060339-0.00082611i,-0.00077445-0.0013721i,-0.0015752-0.00096257i,-0.00099907+0.00034841i,-0.00054451+0.0014863i,-0.00058353+0.0019361i,4.6635e-06+0.0017729i,0.00023306+0.00044922i,-0.00012058-0.00069305i,-0.0003008-0.00011982i,-0.00035706+0.001442i,9.955e-05+0.0016145i,0.00074803+0.00091212i,0.00075636-6.8849e-05i,0.00046937-0.0011694i,-0.00028195-0.0011771i,-0.00071643-0.0011164i
0.00082861-0.00045172i,0.00083298-0.00059712i,0.0020317-0.0016253i,0.00094402-0.0015004i,-0.00081289-0.00049003i,-0.0005271+0.00040568i,-0.00014899+0.0013156i,-0.0016896+0.0014698i,-0.0026802+0.0021805i,-0.0019604+0.003503i,-0.00049578+0.0027686i,0.00021701+0.0012841i,0.0003072-3.3589e-05i,0.00047943-0.0018518i,-0.0004093-0.0022428i,-0.00064078-0.0011169i,0.00022164-0.00012683i,0.00076981+0.00011296i,0.00071916-5.0535e-05i,-6.869e-06-0.00026617i,-0.00010648-0.00054373i,-0.0001979-0.0006523i,-2.6802e-05-0.00066588i
0.0014857+0.0021838i,0.0018334+0.0031785i,0.0016615+0.0032342i,0.0016527+0.0017546i,0.0013432+3.028e-05i,0.00016535-0.00041597i,5.8873e-05+0.00016572i,0.00065153+0.0016471i,0.0006268+0.0039505i,0.00064411+0.0041858i,0.0012391+0.0015626i,0.00045497-0.00080506i,-0.00089058-0.0016229i,-0.0011367-0.0019805i,-0.00055848-0.0015314i,-0.00043884-0.00051889i,-0.00094464-0.00074316i,-0.00070297-0.00089202i,-0.00045322-0.0006602i,-0.00071353-0.00090583i,-0.00068158-0.00050534i,-0.00040898-9.3778e-05i,-0.00020917+0.00017195i
-0.00078179+0.00029277i,-0.00036878-0.00086252i,-0.00094543-0.00066527i,-0.001188-1.1772e-05i,-0.00021367+0.00036365i,0.0011925+0.0011708i,0.0014738+0.00084332i,0.0018321+0.0003676i,0.0028659+0.0012902i,0.0034501+0.0010274i,0.0019244-0.00082286i,9.4677e-05-0.00099728i,-0.00013388+0.00015628i,0.00038084+0.0003873i,-0.00035987+0.00020046i,-0.0011686+0.00060537i,-0.0017972+0.00094387i,-0.0020913+0.0007191i,-0.0016332+0.00127i,-0.0015783+0.001391i,-0.0011208+0.0012533i,-0.00072963+0.0012844i,-0.00083547+0.00076912i
-0.00083048-0.0012861i,-0.00057032-0.0015487i,-0.00068708-0.0016724i,-0.00074873-0.00053818i,-0.0010893+0.00080055i,-0.0010015+0.0009916i,0.0006607-0.00035055i,0.0022426-0.0024694i,0.0024491-0.00413i,0.0018209-0.0047197i,0.00031277-0.0038829i,-0.001041-0.0019315i,-0.001232+0.00056562i,-0.0013147+0.0016493i,-0.0014569+0.001375i,-0.0014869+0.0017906i,-0.00081494+0.0020878i,-0.00038722+0.0011509i,-0.00018388+0.00071392i,0.00030145+0.0005463i,0.00037587-0.00010282i,0.00077918-4.1355e-05i,-8.0785e-05+8.7671e-05i
0.0012407-0.00046418i,0.0018122+0.00066103i,0.001652-0.00019215i,0.00052088-0.0017787i,-6.1416e-05-0.0017771i,0.00093013-0.00097451i,0.0010691-0.00071962i,-0.0003148-0.0017803i,-0.0012145-0.003172i,-0.0016637-0.0033772i,-0.0028355-0.0025563i,-0.0037702-0.00047555i,-0.0033758+0.0011954i,-0.0022376+0.0011333i,-0.0014857+0.0010619i,-0.00076444+0.0014445i,0.00050347+0.001872i,0.0020681+0.0020297i,0.0015601+0.0016167i,9.3994e-05+0.00055002i,0.00020667-0.00037606i,0.00075504-0.00042787i,0.0006527-0.00063619i
0.00029833+8.7115e-05i,-0.0017412+0.00017796i,-0.0022637-0.00061572i,-0.0017268-0.0011112i,-0.0011074-0.00098828i,-0.0005852-0.00047646i,-0.00089939+0.00016665i,-0.0025892+0.00025738i,-0.004756-0.00028671i,-0.0053143-0.00021971i,-0.0049148+0.00087727i,-0.0043994+0.0017555i,-0.0030539+0.001047i,-0.00060877+0.00028899i,0.0010661-0.00029849i,0.0013923+0.00016732i,0.0013079+0.00085791i,0.0015531-2.4596e-05i,0.0010541-0.0010247i,-6.4208e-05-0.00076299i,8.9084e-05-0.00033771i,0.00033973-0.0007103i,0.0001575-0.00086465i
0.00010404+0.00058627i,0.00096322+0.00084679i,0.00192+0.0011556i,0.0028547+0.00060375i,0.0022425-0.00027249i,0.0013273-0.00096225i,0.00017998-0.00013581i,-0.0021167+0.0012937i,-0.0050787+0.0036344i,-0.0058544+0.005537i,-0.0030366+0.0055256i,-0.00063429+0.0036727i,0.00064392+0.0010688i,0.0027554-0.00020464i,0.0028974-0.00090506i,0.0013706-0.00088058i,0.0005433+6.0721e-05i,-0.00035724-0.00048831i,-0.0013415-0.0015152i,-0.0017212-0.0013921i,-0.001412-0.00068872i,-0.0011022-0.0003633i,-0.0005593-4.2688e-06i
0.0011884+0.0020009i,0.0011732+0.0017233i,0.0026761+0.0011249i,0.0023612+9.8009e-05i,0.00086173-0.00036311i,0.00019311+0.00029245i,0.00031755+0.0010295i,0.00055887+0.0026621i,0.0007851+0.0050855i,0.0021779+0.0065406i,0.0034728+0.0049717i,0.0024753+0.0022527i,0.00083267+0.0011202i,0.00076126+0.00054391i,0.0004317-0.00025841i,-0.0006815-0.00045665i,-0.0011912-0.00049781i,-0.001152-0.00094465i,-0.0011194-0.00047094i,-0.0011543+0.00052525i,-0.00060154+0.00041532i,0.00021719-0.00033029i,0.00030552-0.0003953i
-8.5958e-06+0.001101i,-0.00073961+0.0011047i,-0.00066156+0.0012555i,0.00048379+0.0016083i,0.0014519+0.0011381i,0.0014913+0.00020154i,0.0016667-0.00010124i,0.0038296-0.00021636i,0.0058236-3.9763e-05i,0.0067899-0.00014319i,0.0059944-0.0012586i,0.0032743-0.0015855i,0.00017565-0.00021237i,-0.0015153-6.7187e-05i,-0.0019986-0.0013867i,-0.0025415-0.0016654i,-0.0026034-0.00033814i,-0.0021251+0.00075743i,-0.0017091+0.0012551i,-0.0010572+0.0013153i,-0.00020866+0.00090514i,-0.00012839+0.00085453i,-0.00033928+0.00047739i
9.7896e-05-0.0018306i,-0.00015985-0.0020836i,-0.00047732-0.0028737i,-0.0010905-0.0015801i,-0.0015274-0.00019142i,-0.0013036+0.00012058i,-0.00016987-0.00033064i,0.00074322-0.0018118i,0.0029012-0.0035827i,0.0045099-0.0051732i,0.0030729-0.0066013i,-0.00043083-0.0061303i,-0.0033953-0.0035247i,-0.0046283-0.0020907i,-0.0041754-0.0014841i,-0.0022716+0.00021746i,-0.0001639+0.0013008i,0.0008514+0.0012263i,0.00067214+0.00038387i,0.00030346-0.00022817i,-0.00025106-0.00061034i,-0.00017721-0.00042464i,0.00013934-0.00073162i
-3.5295e-05-0.0021371i,0.00077709-0.0018152i,0.00048626-0.0023718i,-0.0014937-0.0022064i,-0.0014561-0.0011011i,-0.00086783+0.00054191i,-0.000735-2.0313e-05i,-0.00095137-0.0016899i,-0.001895-0.0041444i,-0.0035387-0.0065385i,-0.0054657-0.0064378i,-0.0057798-0.0042238i,-0.0048141-0.0024059i,-0.0035508-0.0017477i,-0.002406-1.2864e-05i,-0.0013529+0.0020596i,-0.00023609+0.0018162i,0.000877+0.0011139i,0.0010051+0.00088792i,0.00026086+0.00049407i,-0.0002242+0.00029833i,-0.00093397-0.00015515i,-0.00048923-0.00072267i
