0.00075783+0.00169i,0.00073354+0.0016659i,-0.00029388+0.00068488i,-0.00098714-9.1163e-05i,-0.0015779+0.00076218i,-0.0015237+0.00063514i,-0.0007519+0.00018909i,-0.00064317+0.00061139i,0.00037247+0.00047352i,0.0017514+3.4734e-05i,0.0014953-0.00085719i,0.00058252-0.0017505i,-0.00015707-0.0010339i,-0.00046717-0.00063659i,-0.00070427-0.0011467i,-0.00081316-0.0012211i,-0.00062143-0.00086713i,-0.00047087-0.00013094i,0.00010222-0.00011388i,0.00042005+0.00015061i,-3.7432e-05+0.00027314i,-0.00063245-0.00027382i,-0.0010292-0.0002662i
-0.0068794-0.0093502i,-0.013619-0.0163i,-0.026798-0.01761i,-0.04034-0.01965i,-0.034657-0.017879i,-0.020501-0.0050334i,-0.013289+0.002428i,-0.0071336+0.0019304i,-0.0018943+0.0033668i,7.8922e-05+0.0054883i,0.00037656+0.0054226i,0.0013677+0.0029712i,0.0016-0.0010543i,-0.00087468-0.0036089i,-0.0033695-0.0035782i,-0.0042149-0.0011293i,-0.0015573+0.0024837i,0.0056557+0.0038364i,0.014127+0.0021389i,0.017126+0.0011335i,0.013549+2.8322e-05i,0.0087506-0.0023249i,0.0038079-0.003995i
0.013994-0.0071279i,0.035113-0.0052006i,0.053094+0.011073i,0.052334+0.030706i,0.037161+0.027005i,0.02827+0.0059192i,0.026206-0.0042199i,0.01972-0.003171i,0.011252-0.0024244i,0.0056394-0.0030486i,0.0014127-0.0038665i,-0.0023544-0.0019199i,-0.00287+0.00034045i,-0.00089312-0.0012454i,0.00030269-0.0032355i,-0.0017405-0.0020773i,-0.0053661-6.1222e-05i,-0.009532-0.0010225i,-0.014237-0.0035959i,-0.016038-0.0050055i,-0.013332-0.004658i,-0.0083688-0.0026278i,-0.0038586-0.00038926i
0.0029658+0.016202i,-0.0090317+0.022791i,-0.024894+0.0059622i,-0.022853-0.022764i,-0.0096374-0.025933i,-0.0075573-0.010855i,-0.0078706-0.0041084i,-0.0041051-0.0018471i,-0.0029909+0.0021647i,-0.0035432+0.0037133i,-0.0031625+0.0025979i,-0.0018328+0.0014319i,-0.00023744+0.00066075i,0.0014595+0.0022731i,0.0029133+0.0036719i,0.0037583+0.0010929i,0.0029857-0.0022993i,0.0023786-0.00051528i,0.0045199+0.0060734i,0.0062734+0.010008i,0.0058896+0.0087725i,0.0038962+0.0058601i,0.0019313+0.0025886i
-0.0074938+0.0027415i,-0.010738+0.0027328i,-0.0084725+0.010085i,-0.010661+0.024375i,-0.010156+0.02471i,0.0045388+0.018517i,0.013235+0.018942i,0.0095903+0.016382i,0.0059195+0.0090948i,0.0051315+0.002559i,0.0045904-0.0016002i,0.0023148-0.004267i,-0.00063629-0.0041356i,-0.0027607-0.0012802i,-0.0036189+0.0025459i,-0.0017469+0.0054435i,0.00068425+0.0047636i,0.001516-0.0016274i,0.00044223-0.010318i,-0.00029093-0.01371i,2.4235e-05-0.012453i,-0.00017569-0.0097042i,-0.0013222-0.0060911i
-0.0025209-0.010059i,0.0034603-0.019591i,0.015819-0.028328i,0.02721-0.028322i,0.02332-0.017164i,0.0077593-0.0083927i,-0.00020449-0.0072496i,-0.0010645-0.00522i,-0.0029363-0.0023158i,-0.0055294-0.00042257i,-0.0053098+0.0012093i,-0.0011548+0.0023483i,0.0025438+0.0019574i,0.0022656-0.00053697i,-0.00075466-0.0030143i,-0.0028981-0.0024545i,-0.0034407+0.0016334i,-0.0036429+0.007077i,-0.004506+0.011295i,-0.0054736+0.012252i,-0.0044907+0.010581i,-0.0023371+0.0067785i,0.00020102+0.0031086i
0.0099708+0.0019294i,0.012154+0.013025i,-0.0019423+0.023342i,-0.022398+0.02004i,-0.023478+0.011278i,-0.01187+0.014893i,-0.0063772+0.019844i,-0.0043308+0.015129i,-0.0010438+0.0086211i,0.00099386+0.0051854i,0.00095056+0.0032578i,0.00032609+0.0016688i,-0.00068437+0.0011155i,0.00043734+0.00048198i,0.002588-0.0008119i,0.001629-0.0030861i,-0.0013598-0.0046955i,-0.0015194-0.0056534i,0.0032249-0.0076193i,0.0072888-0.0074952i,0.0075628-0.0055253i,0.0055768-0.0037075i,0.002723-0.0015836i
-0.0019744+0.0077075i,-0.0050422+0.0082312i,0.0031163+0.004169i,0.017347+0.0052694i,0.015699+0.0074575i,0.0053069+0.00046806i,0.0024314-0.0040221i,0.0020887-0.0024866i,-0.00027631-0.0029621i,-0.0021648-0.0051317i,-0.0030408-0.0052685i,-0.003287-0.0032542i,-0.0015635-0.0011372i,0.00052061+0.0014976i,0.0026615+0.0041438i,0.0056271+0.0040473i,0.0064017+0.00048576i,0.00079683-0.0017688i,-0.0076209-9.8115e-05i,-0.011372+0.00092i,-0.01055-0.00076827i,-0.0082771-0.001173i,-0.0053606+0.00074516i
-0.0052287+0.00042101i,-0.010599-0.004129i,-0.01542-0.011469i,-0.017725-0.018613i,-0.01338-0.016586i,-0.013292-0.0049554i,-0.017728+0.00076564i,-0.014375-0.00026112i,-0.0058712-8.6632e-05i,-0.0010822+0.00075629i,0.001031+0.00049788i,0.002572-0.00048264i,0.0022245-0.00051159i,-0.00095819+0.00091694i,-0.0049546+0.0030844i,-0.0060552+0.005223i,-0.0027756+0.0058457i,0.0038217+0.0044422i,0.0098489+0.0036967i,0.011123+0.0048546i,0.0093742+0.0056543i,0.0068343+0.004077i,0.0027306+0.0012085i
0.0048823-0.002897i,0.012407-0.0032342i,0.019299+0.0064399i,0.014725+0.018448i,0.0045766+0.015552i,0.0023114+0.002995i,0.0045056-0.0014139i,0.0050911-0.0004872i,0.0062711-0.0028025i,0.006282-0.0056241i,0.0025353-0.0047435i,-0.0020217-0.0004622i,-0.0032713+0.0032912i,-0.0015155+0.0025466i,-0.0014371-0.0013142i,-0.0034667-0.0026002i,-0.0046535-0.0016495i,-0.0054567-0.0027585i,-0.0068705-0.0063456i,-0.0073331-0.0086829i,-0.0061585-0.007863i,-0.0041243-0.0057649i,-0.0009278-0.0025319i
0.0024344+0.0039002i,0.0026077+0.0061057i,0.00029508-0.0020056i,0.0027225-0.016343i,0.0048107-0.017221i,-0.0020493-0.012516i,-0.007729-0.013513i,-0.0050679-0.010758i,-0.00013764-0.0031206i,0.0023182+0.0024085i,0.002083+0.0025638i,0.00053828-0.00019019i,-0.0017038-0.0020499i,-0.0016338-0.0029084i,0.0009686-0.0036009i,0.0024293-0.0047105i,0.0014674-0.0047098i,0.0012661-0.00085013i,0.0018168+0.0066131i,0.00035169+0.009961i,-0.00088499+0.0089371i,-0.0012591+0.0073746i,-0.00080713+0.0039194i
-0.0039466+0.0044981i,-0.0077328+0.0086138i,-0.011501+0.013735i,-0.014716+0.015858i,-0.011843+0.0090193i,-0.00067821+0.0024941i,0.0057634+0.0017903i,0.004565+0.0024543i,0.0037468+0.0035707i,0.0043672+0.0030308i,0.0041611+0.00051175i,0.0033199-0.0017169i,0.0012564-0.001501i,0.00023247+0.0017398i,0.0013422+0.0057806i,0.0020775+0.0080033i,0.0025464+0.0056708i,0.0027458-0.0011356i,0.0026937-0.0070117i,0.0035718-0.0090504i,0.0047494-0.0081616i,0.0036129-0.0056701i,0.00053878-0.0034444i
-0.0029849-0.0034169i,-0.00026914-0.0074313i,0.0083894-0.011809i,0.018303-0.010778i,0.01635-0.0062484i,0.009288-0.0069786i,0.0090387-0.0096818i,0.0077962-0.007148i,0.0021416-0.0027739i,-0.00169+0.00042826i,-0.0018013+0.0040535i,0.00098764+0.0060586i,0.0022418+0.0042385i,0.00039998+0.0013292i,-0.0031767+0.0001686i,-0.0061624+0.00072478i,-0.0052529+0.003172i,-0.0033359+0.0062033i,-0.0052823+0.0074885i,-0.008633+0.0067398i,-0.0091331+0.0045473i,-0.0070204+0.0023478i,-0.0041246-4.4325e-06i
0.0039515-0.0041814i,0.0046331-0.002412i,-0.0031359-0.0010139i,-0.011697-0.0018808i,-0.0088482-0.0026497i,-0.001443+0.002472i,0.0010286+0.0062032i,0.0013204+0.0046679i,0.00087439+0.0029519i,-0.00044818+0.0023406i,-0.0018138+0.0010897i,-0.0029223-0.00077127i,-0.0034257-0.0010871i,-0.0029204-0.0012585i,-0.0025421-0.0036751i,-0.0031745-0.0061305i,-0.0030782-0.0060224i,8.1852e-05-0.0046832i,0.0048659-0.0037474i,0.0074157-0.0026375i,0.0075369-0.0009738i,0.0067372+0.00053051i,0.0044726+0.0010641i
0.0047481+0.0030679i,0.0073598+0.0067635i,0.010476+0.009464i,0.012753+0.012454i,0.0097616+0.012532i,0.0073067+0.0075048i,0.0097955+0.0049818i,0.0089894+0.0049771i,0.0037828+0.0032081i,-0.00033078+0.0014144i,-0.0016758+0.00039467i,-0.0013906+0.00067344i,-0.0001369+0.00026642i,0.0022116-0.00071842i,0.0052197+1.9095e-05i,0.0065327+0.00048627i,0.0042869-0.00028942i,-0.001742-0.0013529i,-0.0069076-0.0030626i,-0.008625-0.0039397i,-0.00754-0.0036547i,-0.005556-0.0024836i,-0.0031959-0.0011643i
-0.0030995+0.0056497i,-0.0081067+0.0026364i,-0.010435-0.0056247i,-0.008355-0.013106i,-0.0032777-0.010568i,-0.003047-0.0020552i,-0.0061169+0.0017351i,-0.0050387+0.002001i,-0.0031555+0.0024886i,-0.0024898+0.0016289i,0.0008196-0.00052288i,0.0035631-0.0016879i,0.0032383-0.0015653i,0.00067159+0.00022411i,-0.0016838+0.0042751i,-0.00089886+0.0068507i,0.0011857+0.0054066i,0.0038481+0.0038114i,0.0062226+0.0047924i,0.0060571+0.006375i,0.0043046+0.0065343i,0.0025216+0.0052062i,0.0010991+0.0029088i
0.001406-0.0020508i,0.0043489-0.0019472i,0.0071874+0.0024185i,0.0037998+0.009528i,-0.0017684+0.010424i,-0.00055267+0.006957i,0.001289+0.0065469i,-0.00011919+0.005303i,-0.00068659+0.00081069i,-0.0014622-0.0019727i,-0.0035365-0.00075999i,-0.0045605+0.0028776i,-0.0034355+0.0053336i,-0.0027445+0.0045726i,-0.0046986+0.0025946i,-0.006694+0.0012845i,-0.0069132+0.00071308i,-0.0060722-0.0011817i,-0.0045835-0.0058405i,-0.0024691-0.0082998i,-0.0015421-0.00744i,-0.00063075-0.0058693i,0.00026522-0.0037419i
0.00085342+0.0011112i,0.002962+0.0023622i,0.0048195-0.0013186i,0.006537-0.0064699i,0.0050951-0.0054426i,0.00020455-0.0025854i,-0.0021564-0.0034022i,-0.00065751-0.0041431i,0.00099267-0.0025027i,0.0019182-0.0019474i,0.0027397-0.0018664i,0.0026418-0.00071316i,0.0011137-0.0018555i,5.6666e-05-0.0042752i,0.00052672-0.0064212i,0.0016942-0.0070726i,0.0016426-0.0052487i,0.0010368-0.00036959i,0.00010743+0.0050448i,-0.0011729+0.0066034i,-0.0017414+0.0050249i,-0.001777+0.0029692i,-0.0012691+0.0021857i
-0.0020374+0.00072832i,-0.0055394+0.0041781i,-0.010077+0.0091891i,-0.01102+0.0099461i,-0.0080441+0.005059i,-0.004733+0.0027263i,-0.0042284+0.0040864i,-0.0025474+0.0043768i,0.0008879+0.0026536i,0.0016129+0.00072438i,0.00049799-0.0016233i,-0.00091172-0.0030119i,-0.0022677-0.0016485i,-0.00092556+0.0013581i,0.0018494+0.0039817i,0.0028204+0.0042053i,0.0030607+0.0021673i,0.0028263-0.0015193i,0.0032722-0.0046977i,0.0048464-0.0050915i,0.0051487-0.0038554i,0.004487-0.0029712i,0.0033302-0.0014381i
-0.0020762+0.0014271i,0.00086941-0.0019911i,0.0066445-0.0045495i,0.010399-0.0037595i,0.0078277-0.0011913i,0.0021344-0.00307i,-5.619e-05-0.0049643i,0.00063166-0.0023591i,0.00067914+0.0015517i,3.5832e-05+0.0034639i,0.00081592+0.0043623i,0.0025513+0.0051148i,0.0029558+0.0042494i,0.0014181+0.0038027i,-0.0014251+0.0046538i,-0.00373+0.0052571i,-0.0033432+0.0053991i,-0.0027624+0.005172i,-0.0050331+0.0047839i,-0.0069322+0.0032193i,-0.005678+0.0013254i,-0.0045247-5.0357e-05i,-0.0038316-0.00090306i
-0.00048214-0.00084039i,-0.00077849-0.0016504i,-0.003561-0.0011094i,-0.0059227-0.002198i,-0.0027924-0.0035297i,-0.0010061-0.0034872i,-0.0038591-0.0025593i,-0.0041385-0.00084785i,-0.0016683-0.00048271i,-0.00075143-0.0012052i,-0.0011996-0.0026806i,-0.0022782-0.0043738i,-0.0041111-0.0041213i,-0.0061707-0.0027864i,-0.0074035-0.0030916i,-0.0071523-0.0042952i,-0.0048184-0.0045396i,-0.00072359-0.0031176i,0.0033569-0.0013703i,0.0051193+0.00062237i,0.004852+0.0017794i,0.0037671+0.002525i,0.0025816+0.002489i
0.0025101+0.0014221i,0.0059699+0.0040617i,0.0062871+0.0062092i,0.0047894+0.0084036i,0.0021723+0.0070844i,0.0022862+0.0013846i,0.0037106-0.0018302i,0.003152-0.00063143i,0.0022724-0.00019971i,0.0018171-0.00053469i,0.0004755+0.00059967i,-0.00059133+0.0023789i,0.00010862+0.0029449i,0.0013886+0.0019982i,0.0034233+1.3094e-06i,0.0049902-0.001155i,0.0038628-0.0010275i,-0.00026832-0.00136i,-0.0045141-0.002836i,-0.0050738-0.0044655i,-0.0035709-0.0038219i,-0.0025533-0.0030384i,-0.0016824-0.0023124i
-0.00053535+0.0015101i,-0.0025915+0.0025199i,-0.0033468-0.0019151i,-0.0016296-0.0070212i,0.0011081-0.006046i,0.0017592-0.0030969i,0.00059755-0.0038001i,0.00090893-0.0032318i,0.0020251+2.8973e-05i,0.002173+0.0011945i,0.0028786-0.00098797i,0.0032041-0.0038741i,0.0029776-0.004839i,0.0026909-0.0035054i,0.0029932-0.00016821i,0.0034373+0.0022206i,0.0029441+0.0024178i,0.0031433+0.002517i,0.0027806+0.0033509i,0.0017642+0.0048079i,0.0010965+0.0049024i,9.3517e-05+0.0037747i,-0.0010241+0.0024654i
-0.0014772-0.0023698i,-0.001478-0.00062168i,-0.0016229+0.0030577i,-0.0027396+0.0061258i,-0.0037254+0.0041783i,-0.00039698+0.002306i,0.0039464+0.002503i,0.003422+0.0016064i,0.00068175+0.0018597i,-0.0020577+0.003536i,-0.0041405+0.0048293i,-0.0042318+0.005789i,-0.0033417+0.0061455i,-0.0035932+0.0055886i,-0.0054026+0.0043361i,-0.0072865+0.0030974i,-0.0071847+0.0020062i,-0.0051499-0.00089739i,-0.0023155-0.0044639i,-0.00042988-0.0057046i,0.00058855-0.0043054i,0.0013437-0.0035336i,0.0011887-0.0031858i
0.0018083-0.0023775i,0.0031147-0.0026263i,0.0050265-0.0045274i,0.006333-0.0046078i,0.005929-0.0017708i,0.0045101+5.9754e-05i,0.0050107+0.00036151i,0.005284+4.0512e-05i,0.0027506+0.00012152i,0.00051535+0.00039442i,0.0012036-0.00055386i,0.0028198-0.0012728i,0.0030274-0.0025528i,0.0020889-0.0045349i,0.0010968-0.0062511i,0.0012377-0.0071044i,0.0014085-0.005698i,0.00058629-0.0015895i,-0.00043146+0.0027334i,-0.0023204+0.0034951i,-0.0032658+0.0011928i,-0.0027641+9.4834e-05i,-0.0016449+0.0010747i
-0.0001346+0.0034653i,-0.00083596+0.0048664i,-0.0036302+0.0061923i,-0.0055127+0.0055234i,-0.004077+0.0024289i,-0.0010368+0.0015263i,0.00017777+0.0032548i,0.0011206+0.0026896i,0.0014508+0.0014333i,-0.00039107+0.0008231i,-0.0039526+0.00022356i,-0.0058193+3.6058e-05i,-0.0045741+0.00080151i,-0.0022056+0.00089339i,0.00071585+0.0008442i,0.0033265+0.0011548i,0.0034732+0.00039957i,0.0024396-0.00079035i,0.0033281-0.0019937i,0.004391-0.0027251i,0.0036516-0.0021134i,0.003296-0.0012459i,0.0023164-0.00055755i
-0.0020191+0.00097653i,-0.0012302+0.0013854i,0.001669+0.00085432i,0.0047603+0.0016421i,0.0044894+0.0031368i,0.0025207+0.0021813i,0.0014525+0.0022761i,0.0015089+0.0028609i,0.00083992+0.0014425i,0.00041497+0.0011354i,0.00093703+0.0022681i,0.002331+0.0026095i,0.0036396+0.0022025i,0.0041347+0.0029625i,0.0035505+0.0053807i,0.0023216+0.0064398i,0.0015871+0.0053083i,-0.00039126+0.0032312i,-0.0041249+0.0013643i,-0.0050018+0.00019928i,-0.0029151-0.00060402i,-0.0017239-0.001495i,-0.0017087-0.0012614i
-0.00084385-0.00014761i,-0.0005215-0.0014441i,-0.001069-0.0020302i,-0.0020872-0.0019955i,-0.0017027-0.00071894i,-0.0016093-0.00017693i,-0.0034089+0.00018669i,-0.0032331+0.00099029i,-0.0014509+8.0953e-05i,-0.0017424-0.0022731i,-0.0033387-0.0042912i,-0.0046554-0.0051186i,-0.0060092-0.0035298i,-0.0068076-0.0010715i,-0.0075085-0.00053325i,-0.0079257-0.0015839i,-0.0061637-0.0019074i,-0.0016956-0.0010169i,0.0023335+0.00036817i,0.0032587+0.0017133i,0.0018414+0.0018286i,0.00044519+0.0022071i,5.1914e-05+0.0019638i
0.00057578+0.00064312i,0.002321+0.001592i,0.0041599+0.0036433i,0.0037856+0.0048015i,0.00084391+0.0039264i,-0.00010602+0.0019636i,-0.00067181+0.001538i,-0.00080283+0.0012185i,0.0015615-0.00079264i,0.0029848-0.0018476i,0.0017996-4.4954e-05i,0.0010427+0.0024406i,0.0011082+0.0021748i,0.0013853+0.0002484i,0.0021012-0.00032938i,0.0025913+0.000218i,0.00222+0.00015212i,0.00013552-0.00084647i,-0.002359-0.0023682i,-0.0022076-0.0030891i,-0.00091236-0.0032679i,-2.7246e-05-0.0034038i,0.00037722-0.0021832i
0.00029-9.8119e-05i,-0.00052569+0.00052854i,-0.0014808+0.00066547i,5.0404e-05-0.0010004i,0.0026404-0.0022007i,0.0025762-0.0021577i,0.00099435-0.0018938i,0.0014441-0.00053729i,0.003686+0.00094376i,0.005204-0.00035006i,0.0043723-0.0031998i,0.0019879-0.0052445i,-5.7014e-05-0.0060681i,0.00014016-0.0049854i,0.00090916-0.0029345i,0.00061433-0.00091418i,0.00069931+0.00031578i,0.0015111+0.0012088i,0.0012682+0.0030366i,0.00016719+0.0036939i,-7.1445e-05+0.00246i,-0.00041244+0.0016992i,-0.00080911+0.0015629i
-0.0020217-0.00045909i,-0.0016252-0.0017827i,-0.002331+0.0007521i,-0.0017879+0.0038119i,-0.0010134+0.0027809i,-0.00041276-0.00023386i,-0.00099808-0.0011822i,-0.0012838+0.00043669i,0.00055748+0.0031051i,0.0018253+0.0051311i,0.00073392+0.0050505i,-0.0011824+0.0040581i,-0.0021862+0.0029836i,-0.0021906+0.0038108i,-0.0027082+0.0060011i,-0.0041377+0.006915i,-0.0043733+0.0052492i,-0.0025781+0.0015684i,-0.00072869-0.0022077i,0.00031777-0.002682i,0.00053182-0.00087032i,0.00084657-0.00028718i,0.001509-0.00091211i
-0.0072336+0.0018696i,-0.0031827-0.0037361i,-0.0013695+0.0029825i,0.0033381+0.0068554i,0.0068942+0.0074341i,0.010046+0.0024526i,0.0071301-0.0038942i,0.0011263-0.001752i,-0.0023518+0.003923i,-0.00082529+0.0056037i,0.0030123+0.0022453i,0.0042781-0.0019766i,0.0027549-0.00456i,-6.1544e-05-0.0047374i,-0.0023605-0.004203i,-0.0030413-0.004774i,-0.0031491-0.0043562i,-0.0026437-0.0019212i,-0.0022517+0.00044202i,-0.0032953+0.00091156i,-0.0026631-8.3753e-05i,-0.0010272-0.00099091i,-0.00015752-0.00055058i
-0.00088803+0.0020974i,-0.001531+0.0037017i,-0.0010928+0.0023673i,-0.00080095-0.00093264i,-7.091e-05-0.0036461i,0.00060156-0.0038119i,0.001482-0.0025529i,0.0010842-0.001585i,-0.00089561-0.00099932i,-0.0026089-0.0012035i,-0.0042805+0.00028018i,-0.0048126+0.0025306i,-0.003537+0.0029756i,-0.0016231+0.0016463i,-0.00036328+0.0003946i,0.00072801+0.00025822i,0.0012792-0.00080686i,0.0015436-0.0024751i,0.0024407-0.0020808i,0.0025375-0.00098295i,0.0019349-8.7037e-05i,0.0011928+0.0012909i,-0.00017593+0.00097154i
-0.00062203-0.0026336i,0.0015126-0.002338i,0.001542-0.00072742i,0.00012544+0.0020771i,-0.0007101+0.0043053i,0.00044325+0.0030289i,0.0013033+0.0010606i,4.5633e-05+0.00078231i,-0.00085107+0.00061492i,-0.00060463+0.0010225i,0.00041871+0.0010591i,0.0018007+0.00096951i,0.0020086+0.0009719i,0.0025481+0.00043425i,0.0032588+0.0014132i,0.0032776+0.0023667i,0.0026517+0.0017054i,0.00026954+0.0001819i,-0.001879-0.0016864i,-0.0020632-0.0024213i,-0.001378-0.002032i,-0.00059476-0.0013396i,-0.00016257-0.00083846i
-0.00080025+0.00013512i,-0.0007595+0.00069912i,-0.00054523+0.0001718i,-0.00029948-0.0016957i,-0.0006363-0.0022009i,-0.0002527-0.00088682i,0.0010785-0.00090077i,0.0017589-0.0017131i,0.00034806-0.001423i,-0.0020805-0.0012119i,-0.0039941-0.001472i,-0.0043349-0.0010734i,-0.0041182-0.00024225i,-0.0039127-0.00020108i,-0.0046314+0.00077354i,-0.005449+0.0017236i,-0.003597+0.0010409i,-0.00063696+0.00090958i,0.00052542+0.0011365i,0.00037805+0.00083167i,-7.8451e-05+0.0007933i,-0.00045283+0.00064525i,-0.00054434+2.1965e-05i
0.0034338-0.00032751i,0.0036672+0.0010732i,0.002634+0.00053398i,0.00076072+0.00054907i,-0.00092368+0.00061055i,-0.0011091+0.0011279i,-8.1231e-05+0.0017277i,0.00042425+0.00081758i,0.001018-0.0013984i,0.00064328-0.0021239i,0.00045404-0.00056274i,0.0013975+0.0011025i,0.0015251+0.0016933i,0.0010636+0.0012682i,0.00046768-0.00017211i,0.0010775-0.0021068i,0.0015358-0.0022857i,0.00063047-0.0018136i,0.00022136-0.0027545i,-0.00020429-0.0028668i,-0.00013851-0.0016899i,0.00067742-0.00042791i,0.0002544+0.00068948i
-0.00069996+0.0025745i,-0.00095501+0.0039525i,1.0618e-05+0.0027278i,0.0014559+0.00092219i,0.0013506+0.00010534i,0.00061205+3.4983e-06i,0.00087236+0.00047785i,0.0021034+0.00010736i,0.0034309-0.0016931i,0.0030227-0.0036952i,0.00073397-0.0045461i,-0.00090341-0.0043311i,-0.0017901-0.0029114i,-0.0016301-0.0023717i,-0.00031697-0.0027038i,0.00037255-0.0013648i,0.0001879+0.00077644i,0.00083036+0.0013244i,0.00017571+0.0012958i,-0.00079628+0.00089258i,-0.00061018-0.00020557i,-0.0006001-0.00050453i,-0.00021581-0.00054726i
-0.002272+0.00066095i,-0.0010022-0.00084886i,-0.00080511-0.00064754i,-0.00093059+0.00032999i,-0.00019958+0.0018601i,0.00059693+0.0016317i,-0.00027564+0.00079729i,0.00035115+0.0013942i,0.0030121+0.002572i,0.0033389+0.0030389i,0.0017449+0.0019381i,3.5407e-05+0.00065888i,-0.00059688-0.00025085i,-0.00073264+0.00043962i,-0.0014928+0.0025957i,-0.0010048+0.0045708i,-0.00011975+0.0048931i,0.00043748+0.0020558i,0.00090324-0.00016498i,0.0011156-0.00020705i,0.001635+0.00013888i,0.0014478+0.00026769i,0.00011487-0.00053613i
-0.00021791-0.0011942i,0.001081+1.5681e-05i,0.0029621+0.00040316i,0.003184-0.00060694i,0.0025729-0.0015598i,0.001726-0.0017388i,0.00024252-0.00024949i,0.00021381+0.0030349i,0.0022606+0.0047276i,0.0027673+0.0024701i,0.0018448-0.00026379i,0.0016761-0.0016541i,0.0015519-0.0019987i,7.6136e-05-0.0018649i,-0.0021382-0.0019924i,-0.0033925-0.0028983i,-0.003035-0.0021789i,-0.0023173-0.00029424i,-0.0031347+0.00010621i,-0.0034785-2.3415e-05i,-0.0030716+0.001037i,-0.0018308+0.0011747i,-0.00057629-0.00044612i
0.0014625+0.00044957i,0.0022189+0.0018556i,0.00039403+0.0024431i,-0.0018466+0.0017335i,-0.0023707+0.0017188i,-0.0016327+0.0010095i,-0.0016123+0.00023775i,-0.0019141+0.001562i,-0.0020832+0.0036192i,-0.0022806+0.0039045i,-0.0021028+0.0032122i,-0.0010576+0.003289i,0.00040456+0.002647i,0.00028341+0.0007573i,-0.00069255-0.00099842i,0.00017228-0.0017378i,0.0014172-0.0013348i,0.00102-0.00088115i,0.00095177-1.5507e-05i,0.00074538+0.0011805i,0.00077946+0.0013967i,0.0014262+0.00065695i,0.0010262-0.00023422i
-0.00036324+0.00072322i,-0.00086416+0.0014204i,-0.00044267+0.0021533i,0.0007182+0.0018404i,0.0016944+0.0013899i,0.002481+0.0014725i,0.00013687+0.0013009i,-0.0027833+0.0010358i,-0.0027616+0.00224i,-0.0011228+0.0025161i,0.00093815+0.001093i,0.0011163+0.00063265i,-0.0004953-0.0003127i,-0.00062774-0.00085329i,0.0011475+0.00066365i,0.0022222+0.001808i,0.0009181+0.0011377i,-0.0010297-7.3693e-06i,-0.0017889-0.001141i,-0.0022784-0.0019707i,-0.0016429-0.0017193i,-0.00048861-0.00060118i,-0.00010204+0.0005149i
-0.0002354+0.0028516i,-0.0011979+0.00093007i,-0.0013058-0.00070575i,-0.00043247-0.0015505i,-8.5254e-05-0.0016526i,0.00037303-0.0010795i,5.3773e-05-0.0013288i,-0.0013838-0.0011188i,-0.0024469+0.00042831i,-0.0025266+0.001145i,-0.0020895+0.0011273i,-0.0011656+0.00080809i,0.00011415+0.00054793i,0.00063281+0.0012698i,-2.4111e-05+0.0022764i,-0.0014575+0.0023542i,-0.0014533+0.0011785i,-0.00031469-3.8666e-05i,-0.00012578+0.00056105i,-0.00099402+0.0014945i,-0.00088514+0.0015863i,0.0006717+0.00093245i,0.0013859+0.00011638i
-0.00099189+0.00023696i,0.00017624-0.00048982i,0.001086-0.00022961i,0.00166+0.00095754i,0.0018268+0.00088925i,0.0010785-0.00023563i,0.00024855-0.0007692i,-0.00074431-0.0011808i,-0.0015301-0.00063454i,-0.0013644+0.0014803i,-0.00014659+0.0027401i,0.00096425+0.0020218i,0.0011837+0.00096978i,0.00052663+0.00072904i,-0.0010477+0.00013573i,-0.001913-0.0018041i,-0.00096778-0.0031298i,7.3704e-05-0.0028049i,0.00015133-0.0024681i,-0.00043191-0.0028192i,-0.001413-0.0021416i,-0.0018207-0.00076672i,-0.0014058+0.00097236i
-7.6134e-05+0.00095471i,0.00029218+0.0013863i,0.00073476+0.0013589i,0.00084303+0.00095146i,0.0015223+0.00060601i,0.0019543+0.00047474i,0.0020485-0.00018067i,0.0019459-0.001322i,0.00087836-0.0024524i,-0.0012077-0.0032417i,-0.0031041-0.0026021i,-0.003864-0.00063793i,-0.002983+0.0018565i,-0.0010582+0.002292i,0.00037148+0.00075857i,0.0015894-0.00020342i,0.0016676-0.00047514i,0.00073475-0.00039984i,-0.00079461+1.2317e-05i,-0.0022718+0.00053099i,-0.0019738-0.00017588i,-0.00095798-0.0013607i,0.00029225-0.0011876i
-9.6117e-05+0.00020556i,0.00040226+0.00014855i,0.00023877+0.0012029i,0.00038287+0.001075i,0.0012994-0.00035499i,0.00099665-0.00078073i,0.00096992-0.0003543i,0.0031424-0.00023037i,0.0042203-0.00079201i,0.0030066-0.0019269i,0.0013276-0.0017584i,-0.00030129-0.0013925i,-0.0013964-0.0016941i,-0.0010194-0.0011698i,-0.00010326+0.00037339i,0.00039836+0.0013921i,0.00059789+0.0014428i,0.0014399+0.00086305i,0.0019582+0.00068854i,0.0015402+0.00027172i,0.001459-0.0008249i,0.0010616-0.001339i,0.00020525-0.001256i
