-0.0013885+0.00058001i,-0.00063159+0.00034993i,-0.0017094+0.0020936i,-0.0016928+0.0024686i,-0.0012802+0.0021169i,-0.0015018+0.0017954i,-0.00063046+0.0018268i,0.00076273+0.0025558i,0.00173+0.0018257i,0.0019692+0.00093896i,0.0011509-1.4482e-06i,0.00052988-0.0004171i,0.00014626+2.3748e-05i,-0.00078924+0.00010799i,-0.00040658-0.00033422i,0.00057601-0.00022882i,0.00086232-0.00044375i,0.0011422-0.00056146i,0.0010693-0.00043028i,0.00038733-8.5117e-05i,-2.3097e-05+0.00011695i,-0.00021152-1.835e-05i,-0.00057716+0.00049461i
0.0018579+0.0020681i,0.0019242+0.001573i,0.001395+0.00021061i,6.2716e-05-0.00097357i,-0.00028518-0.0011866i,-0.00059359-0.00058542i,-0.00037932-0.00054248i,0.00045949-0.00070625i,0.00016572-0.00048502i,0.00025244-0.00062945i,-8.7769e-05-0.00065462i,-0.00046109-0.00095382i,-0.00019371-0.00077747i,0.0002283+0.00045921i,0.00053909+0.0011511i,0.00019911+0.00068579i,2.2719e-05+7.1764e-05i,0.00027898+0.00014158i,-8.325e-05-0.00015419i,-0.00018097-0.00045276i,0.00039022+0.00030249i,2.9411e-05+0.00045055i,-0.00059369+0.00037788i
0.00030843-0.00068012i,-0.00023351-0.00033905i,-0.0003421-5.5025e-06i,-0.00033785+0.00093826i,8.2809e-05+0.00083869i,0.00013805+0.00018461i,-0.0011403+0.00037724i,-0.0013464+0.001164i,-0.00051846+0.0012917i,-0.00036947+0.0004646i,-0.0011702+8.7005e-05i,-0.0017286-0.00041968i,-0.001104-0.00073519i,-0.0003509-0.00036422i,0.00013512-0.00050915i,-0.00049-0.00071308i,-0.00078438-0.00023112i,2.7015e-05+0.00035474i,0.00013507+0.00044252i,-0.00058242+0.00044122i,-0.00055519-3.7676e-05i,-0.00069995-0.00090583i,-0.00026356-0.0012186i
-0.0026175+0.0020878i,-0.0017258+0.0016443i,-0.00079236+0.0027048i,0.00036086+0.0026521i,0.0012878+0.0021068i,0.0015511+0.00074074i,0.0011096+0.00021716i,0.0007023+0.0014732i,-4.1193e-05+0.0019456i,-0.00062252+0.0012689i,-0.00064868+0.00045615i,-1.2177e-05-7.8291e-05i,0.00042331+5.8516e-06i,-2.2928e-05-0.00055539i,-0.00090039-0.00076043i,-0.0010811-0.0009575i,-0.00027013-0.0010002i,-7.3628e-05-0.00011348i,0.00013798+0.00046005i,0.00083343+0.0010243i,0.00064896+0.00094376i,0.00042919+0.00033779i,0.00033534-7.0899e-05i
-4.1013e-05+7.648e-05i,-0.0010475+0.00044107i,-0.0012717+0.0015688i,-0.0011953+0.0014473i,-0.0011303+0.00062525i,-0.00018208-0.0001731i,0.0004104-0.00052767i,7.9786e-05-0.0001537i,0.00071981+0.00035163i,0.00084555+0.00045697i,0.00060623+8.2302e-05i,0.0010176+7.205e-05i,0.00045164+0.00022722i,4.2737e-05-0.00018411i,-0.00023213-0.00048708i,-0.00060145-0.00013316i,-0.00025043-4.2466e-05i,0.00034452-0.00029529i,0.00012491-9.938e-05i,-0.00030772+0.00022479i,0.00023112+0.00064202i,0.00014873+0.00035596i,-0.00014061-0.00030549i
0.0004621-0.00016604i,-0.00027595-0.00050569i,-0.0010428+0.00024544i,-0.0011566-0.00013647i,-4.1554e-05-0.00081302i,3.2319e-05+0.00034048i,-0.00042177+0.001033i,-0.00060973+0.0012741i,-0.00049921+0.0011806i,-0.00030442+0.00088041i,-0.00051642+0.00087353i,-0.00048065+0.00077719i,-0.00072453+0.00040701i,-0.00051926+0.00025003i,0.00063853-7.5775e-05i,0.00086313+0.00026599i,0.00069761-0.00014109i,0.00051934-0.00071462i,0.00025444-0.00042732i,0.00066132-0.00015827i,0.00068799-9.4788e-05i,0.00094944+0.0003395i,0.00051896+0.00060692i
-0.00022246-0.00012742i,0.00033119+0.00090854i,0.00087329+0.00169i,0.0006533+0.0023322i,0.00054973+0.0012366i,0.00070306+0.00044167i,0.00040933+0.00028315i,-0.00019248-0.00033998i,-0.00018884+0.00025299i,-0.00043063+0.0011602i,-0.00064044+0.0014645i,2.4739e-05+0.0011453i,0.00052309+0.00050563i,1.5225e-05+0.00040948i,-0.00076697+0.0001503i,-0.00038573-2.5467e-05i,0.0011248-0.00012482i,0.0017278-0.00084815i,0.00061458-0.00096321i,-0.000131-0.00031573i,-0.00011331+6.634e-05i,0.00012198-1.0053e-05i,0.00052715+0.00038047i
0.0018343-0.00078991i,0.0011832-0.00084894i,0.00076662-0.0019306i,0.00029658-0.0030226i,-0.0010224-0.0028443i,-0.0013074-0.0012649i,-0.00036206-0.00013175i,0.00025894+0.00014875i,0.00029711+0.00030624i,0.00032996-7.6472e-05i,3.0526e-05-0.00093212i,-0.00058494-0.0014601i,-0.00090087-0.00052639i,-0.00056144+0.001227i,0.00028422+0.00079653i,0.00064725-0.00047328i,0.00092232-0.00023027i,0.00092658+9.087e-06i,0.00034948-0.00015129i,-4.4594e-05-8.8316e-05i,-0.00026409+0.00032814i,-0.00020832+0.00044509i,-0.00029115-0.00060575i
0.00010735-0.0011089i,4.3286e-05-0.001274i,-0.0010299-0.0010574i,-0.0021001-3.7443e-05i,-0.0013031+0.00016013i,-0.00083245+0.00023429i,-0.00082339+0.00059172i,-0.00031024+0.00014784i,-0.00043276-0.00033716i,-0.00091901-0.00046573i,-0.00098273-0.00035102i,-0.000654+6.4524e-05i,-0.00035129+0.00068174i,-1.9439e-05+0.0012547i,0.00020294+0.0014715i,0.00029327+0.00074935i,0.00056163+0.00029975i,0.00069651+0.00027906i,0.0006262+0.00026667i,5.3861e-05+0.0005567i,2.0267e-05+0.00025923i,0.0006842-4.3165e-05i,0.0012012+1.1166e-05i
-0.00013438-0.0030602i,-0.0018753-0.0015323i,-0.0018949-0.00087032i,-0.0018013-0.00026464i,-0.0025699+0.00070377i,-0.0014304+0.0011682i,-0.00014943+0.00015858i,-3.6204e-05-0.00017747i,0.00058032+0.00039266i,0.00010088+0.00042992i,3.8388e-05+0.00062885i,0.00091693+0.00095434i,0.0012602+0.00041081i,0.001217+0.00015874i,0.00070918+0.00013363i,0.00045549+0.0001807i,0.00019994-9.0454e-05i,-5.973e-05-0.00050507i,0.00067108-4.5846e-05i,0.0013647+0.00047034i,0.00072922-0.00010252i,0.00027784-0.00030782i,-0.00016694-0.00025778i
-0.00117+0.00061317i,-0.00077418+0.0029551i,-0.0005926+0.0033376i,0.00027452+0.0019415i,0.0011961+0.001392i,0.0015337+0.0011258i,0.0012086+0.00054829i,0.00096083-0.00036269i,0.00088079-9.675e-05i,0.00092248+0.00084762i,0.00080106+2.6814e-05i,0.0005121-0.00094498i,0.00054964-0.00053324i,0.00048966-3.4455e-05i,-1.3658e-05+0.00018101i,0.00054079+2.9744e-05i,0.00082488-0.00040716i,0.00021637-0.00041035i,-0.00025161-0.00015158i,-0.00016946-0.00087484i,0.00017614-0.00020525i,0.00038552+0.00066069i,0.00062768+0.00031963i
0.00076926+0.00077245i,0.00039661+0.0016024i,0.00039403+0.0012623i,-0.0007711-8.3288e-05i,-0.0014707-0.00084911i,-0.00059372-5.803e-05i,9.9039e-05+0.00016589i,0.00013049-0.00017688i,0.00053765-4.7875e-05i,0.0011422+0.00077118i,0.00084768+0.0008586i,-0.00011264+0.0001992i,-0.00074421-0.00039647i,-0.000556-0.00075487i,0.00012901-0.00059088i,0.00037277-3.2127e-06i,0.00038538-0.00058509i,0.0002058-0.0010171i,0.00038933-0.00045626i,-0.00013218-7.2231e-05i,-0.00021337-0.00018929i,0.00035702-0.0002071i,1.7333e-05+0.0002269i
0.00026021-3.9776e-05i,0.00026014+0.00040242i,-0.00018163+0.00072953i,-0.00049579+0.00080103i,4.0381e-05+0.00061379i,0.00035093+0.00058084i,-0.00017102+0.00017361i,-0.00036478-0.00016237i,2.2616e-05+0.00025949i,0.00010871+0.00035727i,-0.00078583+6.3267e-05i,-0.0010381+0.00019388i,-0.00081406+0.00053802i,-0.00055401+0.00028871i,0.00022328+0.000115i,0.00034041+0.00010517i,-0.00038454-0.00016813i,-0.00036614-5.9828e-05i,0.00019406-0.00015722i,0.0003695-0.00081312i,0.0004856-0.00057218i,0.00070181+3.155e-05i,-0.00024632+0.00056667i
0.00053064-0.0016778i,-0.00090252-0.0016364i,-0.0017142-0.0013013i,-0.00095987-0.00064716i,-0.00024366-6.575e-05i,0.00024089+0.0005777i,8.8219e-05+0.00038556i,-0.00024963+0.00019638i,-0.00017531+0.00050987i,-2.7885e-05+0.00012372i,9.5215e-05-0.00094797i,0.00027252-0.0012052i,0.00019067-0.00022869i,-0.00025653+0.0010246i,-0.00011014+0.00033701i,0.00035817-0.00064744i,0.0012032-0.00018212i,0.00091609-0.00025888i,0.00017093-0.0010279i,-0.00019852-0.0010895i,-0.00022054-0.00064128i,0.00012229-0.00020643i,0.00035009+0.00020858i
0.00060272-0.00026691i,0.00056032-4.8986e-05i,0.00082396+2.7822e-05i,0.00092943-0.00037225i,0.0013296-0.00052188i,0.00096327-0.00015369i,0.000313+0.00042989i,0.0003136+0.00014443i,0.0001781+0.0006304i,-0.00018095+0.001245i,0.00020646+0.00052546i,-1.7544e-05+0.0001368i,-0.00051334-4.5324e-05i,-0.00023946+0.00031006i,-0.00033074+0.00056852i,-0.0005721+5.2172e-06i,-0.00040859+0.00017422i,-0.00027989+0.00018429i,-0.00030922-0.00015886i,-0.00036897+0.0001467i,-0.00029181+0.00042019i,-0.00047447+1.9106e-05i,-0.00035934-6.4531e-05i
0.00078027+0.00081708i,0.00020739+0.001909i,0.00053963+0.0027026i,0.0015396+0.001339i,0.0016525-0.00031982i,0.00096216-0.00049594i,-0.00024496-0.00020468i,-0.0010125+0.00034657i,-0.00067438+0.00096354i,-0.00018808+0.0012136i,9.3936e-05+0.0010348i,-0.00019805+0.00082451i,-0.00032778+0.00052001i,-0.00023067+0.00061574i,0.00011559+0.0010392i,0.00022499+0.0005898i,-0.0002047+0.00028201i,-0.00019766+0.00022658i,-0.00037837-0.00028423i,-0.00086699-0.00018952i,-0.00068718+0.00020453i,-0.00020095+0.00030936i,-6.2776e-06-0.0002151i
0.00022589+0.00065146i,-0.00030573+0.00123i,-0.00082181+0.00080001i,-0.00064767-0.00029574i,0.00024918-0.00055613i,0.00065178-0.0003152i,0.00010351-0.00042748i,0.00019009+0.00011059i,-0.00023658+0.00029615i,-0.0010171+0.00038775i,-0.00062913+0.00056484i,-0.00047978-7.5278e-07i,-0.00059208+0.00025213i,9.588e-06+0.00090071i,-0.00022691+0.0015939i,-0.00051058+0.0013052i,0.00045757+5.5053e-05i,0.00074198-0.0003107i,0.00023072+3.0472e-05i,-0.00051428+0.0002946i,-0.00019678+0.0001547i,0.0010443-1.1532e-05i,0.0012081-8.6588e-05i
-0.00099661+0.00023417i,-0.0015783+0.00075334i,-0.00067115+0.0018162i,-4.2259e-05+0.0018856i,-1.5233e-05+0.0013077i,0.00052369+0.00020246i,0.00030152-0.00034033i,5.1339e-05-0.00029492i,-6.0953e-05-0.00014338i,-0.00074556-2.7577e-05i,-0.00089306-0.00068245i,-0.00069165-0.00074563i,-0.0001817-0.00012925i,-8.0571e-05-0.00015345i,-7.3761e-05-0.00065973i,0.00061794-0.00068631i,0.0011024+9.6337e-05i,0.00080242+0.00014717i,-0.00017001-4.2333e-05i,6.692e-05-9.5487e-05i,0.0008545-0.00070195i,0.00078977-0.00052272i,0.00020192+6.6786e-05i
0.0011081-0.00066603i,0.0016976+0.00046831i,0.0008729+0.00082859i,-0.00071097+0.00051674i,-0.0020115+0.00020949i,-0.0018234+0.00061301i,-0.00051621+0.00040878i,0.00099965+0.00025503i,0.0015017+0.00036962i,0.00076626+8.8407e-05i,-0.00029011+0.00015619i,-0.00037717+3.1669e-05i,0.00072453+0.00015597i,0.00060858+6.2147e-05i,-0.00046951-0.00030916i,0.00011931-7.8618e-06i,0.00063728+0.00013792i,0.00039065-7.4446e-05i,3.4828e-05+0.00021614i,8.951e-05+0.00087201i,0.00028522+0.0011123i,-3.7527e-06+0.00091246i,0.00043616+0.0011213i
-0.0011451+0.00017573i,-0.00091044+0.00056913i,-0.00090824+0.0018325i,-0.00016977+0.002504i,0.00013917+0.0015487i,0.00051689-3.6214e-05i,0.0003957-0.00057238i,6.1291e-05-0.00022049i,0.00057549+0.00066285i,0.00066186+0.0012546i,0.00023734+0.00056441i,-0.00029349-0.00013791i,-5.5495e-05-0.00037699i,0.00012222-0.00032906i,-0.00073491-0.00041618i,-6.9392e-05-0.00042061i,0.0007406-0.00033391i,0.00040856-0.00062264i,-2.3885e-05-0.00043845i,-0.00020387-0.00030816i,0.00034841-0.00068592i,0.00014225-0.00062618i,-0.00031886+3.5095e-05i
0.0011031-0.00021364i,0.00020004+0.00061733i,0.00067722+0.00070805i,0.0010568-0.00010866i,7.2597e-05-0.0011382i,-0.00070277-0.0012721i,-0.00022946-0.00061974i,-2.5574e-05+0.00038174i,-3.8387e-05+0.00079181i,-9.6275e-05+0.00043675i,-0.00032085+0.00048459i,0.00057926+0.00053763i,0.00080308+0.00053881i,-0.00029456+0.0011231i,-0.00017949+0.0014752i,0.00043324+0.0011162i,9.1619e-05+0.00065051i,1.6064e-05-0.00041154i,-0.00078649-0.00058051i,-0.00079091-5.8845e-05i,7.4383e-05+0.00022644i,0.0002239+3.7941e-05i,0.00023392+6.7068e-06i
-0.0011992-0.00038319i,-0.00025682+5.9361e-05i,-0.00095165+0.00051563i,-0.0017325+0.0015914i,-0.00095468+0.0016901i,0.00012051+0.00021855i,0.00042108-0.00073456i,0.0003214-0.00069039i,-0.00021594-0.00034259i,-0.00077297-0.00021518i,-0.001178-7.7638e-05i,-0.0010029+0.0003309i,-6.5328e-05-0.00039047i,0.00044092-0.00067312i,0.00012378+0.00011223i,-0.00059868+0.00027665i,-0.0008022+4.2345e-05i,0.00015487+5.3462e-05i,0.00086858+0.00058327i,0.00023057+0.00040994i,-0.00041292-0.00033633i,-0.00017753-0.00096751i,8.1944e-05-0.00096476i
0.00068159+0.0014545i,0.0014446+0.0010592i,0.0029455+0.0014309i,0.0024855+0.0009457i,0.001815-0.00049382i,0.001227-0.00069805i,0.00023378-0.0003203i,-0.00032523-7.6988e-05i,-0.00028113+0.00034946i,-4.1447e-05+0.00044297i,-0.0005328+3.578e-05i,-0.00095614+0.00017492i,-0.00041541+0.00011907i,4.3503e-05+4.5143e-05i,-0.00055855+0.00026253i,-0.00099833+0.00070738i,-0.0003365+0.00096631i,-0.00044046+0.00086728i,-0.00095624+5.0537e-06i,-0.00076013-0.00053978i,-0.0003649-0.00034271i,-0.00023793-0.00034382i,-0.00039894+0.00019519i
-0.0015354-0.0012485i,-0.0014397-0.00067865i,-0.0012255-4.1807e-05i,-0.00063037+0.00014761i,0.00025552+0.00042614i,0.0012864+0.00072044i,0.0013398+0.0013467i,0.00055282+0.00075998i,-4.8123e-05-5.5979e-05i,-0.00040863+0.00031106i,-0.00057148+0.00049906i,-0.00032066+0.0012422i,-0.00068089+0.0013924i,-0.0010734-7.6592e-05i,0.00042148-0.0010711i,0.00083069-0.0010184i,3.1549e-05-0.0005712i,0.00021693-0.00035034i,0.0005447-8.9015e-05i,0.00048653-0.00016028i,0.00044092-0.00032643i,-0.00052997+0.00026254i,-0.00095608+0.00044589i
0.00088995-0.00030652i,-0.00046463+0.00089213i,-0.001765+0.0017019i,-0.0013863+0.0012613i,-0.00029283+0.00015724i,0.00019494-0.0005484i,0.00020577-0.00020532i,0.00041286-7.018e-05i,0.00027066-0.00025102i,-0.00055125-0.00021017i,-0.0006831+0.00064742i,-0.00033643+0.001131i,0.00031344+0.00047276i,0.00056634+0.0003004i,3.7485e-05+0.00084352i,0.00033402+0.00086499i,0.0010353+0.00043755i,0.00057544+0.00026533i,2.4954e-05+5.0419e-05i,0.00086445+0.00020534i,0.0011619+7.7549e-05i,0.00058623+1.9898e-05i,0.00033044+0.00044234i
0.0015239-0.00088022i,4.4094e-05-0.00056063i,-0.00068743-0.0002249i,-0.00097962-0.00043557i,-0.0015143-0.00071421i,-0.0014925+0.00050392i,-0.0012968+0.00046545i,-0.00080376-3.5518e-05i,-0.00017836+0.0001983i,2.7088e-05+0.00021119i,5.851e-05+0.00083956i,0.00045561+0.00074829i,0.0010459-0.00052163i,0.00040261-0.0011062i,-0.00056468-0.00030104i,-0.00049351+0.00032938i,0.00017413-0.00028606i,0.00082148-0.0009054i,0.001224+0.00013127i,0.0010771+0.00097563i,0.00056719+0.00069654i,-8.3171e-05+0.000301i,-0.00039141+0.00024731i
-0.00038449+0.00042673i,-5.9911e-05+0.00081844i,0.00033266+0.0010058i,0.00021961+0.0012967i,0.00043547+0.0013956i,0.0010622+0.001408i,-8.8411e-05+0.0014273i,-0.00072997+0.0016488i,-0.00073809+0.00136i,-0.00032409+0.00066743i,-0.000202+0.00052866i,-0.00024736+0.00089646i,0.00046009+0.00057055i,0.00052492+0.00033422i,5.5374e-05+0.00045278i,-4.6564e-05+0.00023686i,-0.00020955+0.0004364i,-0.00034324+0.00031042i,0.00047929-0.00043599i,0.00126+4.2669e-05i,0.00096711+0.00013711i,0.00074953-0.00059833i,0.00023678-0.0010439i
0.00092169+0.00020509i,0.0013614+1.8969e-05i,0.0021374-0.00044188i,0.00071547-0.00096805i,-0.00032646-0.00092955i,-0.00024553-0.00038391i,-0.00048786+0.0001583i,-0.00031108+0.00044922i,-7.2085e-05+0.00095827i,-0.00041755+0.00053683i,-0.00061101+0.00065733i,-0.00092301+0.0014444i,-0.00071479+0.00063253i,8.4639e-05+0.000155i,-0.00025831+0.00058134i,-1.7754e-05+0.00064615i,0.00073596+0.00080242i,0.00023702-3.9852e-05i,0.00051585-0.0008651i,0.0014045-0.0010601i,0.0013273-0.0013554i,0.00067056-0.00115i,-2.5652e-06-0.00050811i
-0.00073888-0.0023696i,-0.0012548-0.00054353i,-0.0017841+0.0016449i,-0.0014241+0.0018623i,-0.00089888+0.00044675i,-0.00031699+0.00043682i,4.2048e-05+0.0006809i,-0.00031849+7.1081e-05i,-0.0003557-0.00021143i,-0.00036499+0.00030587i,-0.00029093+0.0010089i,0.00012323+0.00045633i,9.7946e-05-0.00015021i,-0.00065221-2.9297e-05i,-0.00063487+0.0003903i,-0.00043414+0.00075489i,-0.00022872+0.00058428i,0.0001457+0.00036626i,0.00048657-0.00022819i,0.00068817-0.00019445i,0.0010339-0.00036441i,0.00092438-0.0012891i,0.0003942-0.0012662i
6.7488e-05-0.0018526i,-0.0015205-0.00090384i,-0.0030405-0.0011579i,-0.0036289-0.0010233i,-0.0032262+8.5505e-05i,-0.0018768+0.00082411i,-0.00063295+0.00016987i,-0.000142-2.1673e-05i,-0.00071803+0.00023038i,-0.00064644+3.1103e-05i,-9.4612e-05+6.2235e-05i,0.00020725+0.00054455i,0.00021104+0.00077805i,-6.1602e-05+0.00079932i,0.00024529+0.00096755i,0.00024284+0.00050326i,0.00042061+0.00021553i,0.00029088+0.00089977i,-0.00054623+0.0012806i,-0.00056972+0.00040746i,-2.3339e-05+0.0003035i,0.00012587+0.0004804i,-0.00054818+0.00080576i
0.00060717-0.00038748i,0.00025066-0.00016569i,1.0116e-05+3.291e-05i,5.9698e-05-0.00033603i,0.00015132-0.00035141i,0.00022188+5.677e-05i,0.00028212+0.00067986i,-0.00039658+0.00099274i,-0.001019+0.0004993i,-0.00014173-0.00017082i,0.00065043-0.00027334i,0.00055316+0.00024002i,0.00011243+0.00022978i,-0.00021826+0.0001066i,-0.00011302+5.6314e-05i,0.00069017-0.00016528i,0.00052797-0.00033472i,-5.4881e-05-0.00060372i,-0.00013552-0.00058689i,-0.00056431+7.6951e-05i,-0.00057095+0.00057612i,-0.00046091+0.00028752i,-0.00060222-0.00011022i
0.00035998+0.00089128i,0.00032133+0.0023222i,0.00057894+0.0024535i,-1.2974e-05+0.0019062i,-0.00051258+0.0012177i,0.00013587+0.00062754i,0.00011423+0.00036409i,-0.00037981-7.4403e-05i,-0.00050586+0.00032178i,-0.00031383+0.00082506i,0.00013763+9.9925e-05i,0.00037374-0.00041433i,0.00023571-0.00026857i,-0.00022073+0.00018469i,0.00051443-0.00026442i,0.0012894-0.00070704i,0.00066427-8.3176e-05i,0.00027271+0.00041613i,-0.00015726+0.00022466i,-0.00049922+0.00034838i,8.8928e-05+0.00088357i,0.00056923+0.0012322i,0.00019572+0.00043022i
-0.00045775-6.9605e-05i,-0.00079598+0.00032348i,-0.0014844+0.000143i,-0.0016198-0.00051139i,-0.00076017-0.00057953i,-0.00027214-0.0003987i,-0.00032085+1.187e-05i,-0.00047679+0.00036879i,-0.0005518+0.00073744i,-0.00076997+0.00036741i,-0.00020725-0.00043355i,0.00057195-0.00025508i,0.00030451-0.00031321i,0.00055006-0.00045396i,0.00084396+0.00056941i,0.00045535+0.000202i,0.00058777+0.00019626i,0.0008901+0.00057705i,0.0014424+0.00065934i,0.0011431+0.00051215i,5.8963e-05+0.00039338i,-0.00035767+0.00041465i,5.8093e-05+0.00070057i
0.0014042+0.00041468i,0.0015829+0.00040939i,0.0013968+0.00092459i,0.0010924+0.0011455i,0.00036261+0.0014484i,-0.00088691+0.0016733i,-0.0011064+0.00010174i,-0.00059618-0.00047706i,-0.00042093+0.00093818i,-0.00032112+0.0014991i,-0.00011804+0.00045529i,-6.7647e-05-0.0001501i,-0.0007685-2.0236e-05i,-0.00092589+0.00033675i,8.6257e-05+0.00094144i,0.00035146+0.00037929i,-0.0001109-0.00016302i,-0.00024621+0.00055475i,0.00011352+0.00082003i,0.00017476+0.00037691i,-4.2682e-05+0.0003083i,0.00057915+0.00035137i,0.00030986+0.00024513i
8.6808e-05+0.001471i,-0.00020275+0.0014146i,-0.00040121+0.0012842i,0.00067027+0.0019535i,0.0015048+0.0017705i,0.0012863+0.00066639i,0.0007277+0.00012227i,0.0001435+0.00084923i,0.00019285+0.00074093i,0.0006975+0.00050913i,0.00051172+0.0008859i,-6.6942e-05+0.00047203i,-0.00028252-0.00014358i,-0.00017351+0.00044911i,0.00014113+0.0002895i,-5.6653e-05-0.00047861i,-0.00092889-0.00131i,-0.0010864-0.0019221i,9.2266e-05-0.001981i,0.00055124-0.00060452i,-0.00014297+0.0005107i,-0.00051592+2.9561e-05i,0.00017951-0.00040017i
-0.0016705+0.002191i,-0.0010771+0.003046i,0.00054759+0.002954i,0.0011018+0.0021713i,0.00070415+0.0018941i,-0.00023216+0.00042101i,-0.00088424+5.579e-05i,-0.00052935+0.00067454i,2.9943e-06+0.00095963i,0.00093569+0.0010996i,0.0010126+0.0012466i,0.000509+0.00086924i,0.00063006-0.00016956i,0.00015277-0.00055617i,-0.00072265-0.00097005i,-0.00055167-0.00074396i,-0.00041694-0.00033784i,-0.00076911-0.00025476i,-0.00049773+6.216e-05i,-9.9398e-06+0.00010003i,0.00067023+0.00067847i,0.0006856+0.0009763i,-9.128e-05+2.5517e-05i
2.0141e-05+0.00028367i,-0.00023333+0.00010801i,-0.00065172+0.00073649i,-0.0007409+0.0015311i,-0.0007438+0.00094699i,-0.00039014+0.00055799i,-0.000512+0.0010605i,-0.00021614+0.0012402i,0.00058693+0.00069569i,0.00071246-0.00029859i,0.00039698-0.00051724i,0.00088925-0.00010588i,0.0011785+0.00025116i,4.6235e-05+0.00088515i,-0.00088033+0.001557i,-0.00099335+0.00084626i,-0.00057417-0.00046432i,2.3294e-05-0.00050957i,0.00028696-0.00042518i,0.00062045-0.00063077i,0.00073369-0.00061377i,0.00013412+0.00015441i,-0.00072335+0.0011184i
-0.001964+0.0011459i,-0.0014575+0.0016428i,-0.00082152+0.0017979i,0.00089455+0.0023171i,0.0016596+0.0019904i,0.00071858+0.00083531i,0.00043332+0.00013269i,0.00041108-0.00022226i,0.0001827+0.00060767i,0.00063505+0.001271i,0.00079318+0.00043711i,-0.0001243+7.2547e-05i,-0.00024608+0.00050699i,0.00044052-4.4277e-05i,0.00031139-8.6817e-05i,-0.00021368+0.00087753i,-2.431e-05+0.0012485i,0.00020706+0.00090254i,0.00011898+0.00086545i,0.00031038+0.00096791i,0.00053134+0.0010913i,0.0001505+0.00026341i,-0.00027967-0.00039368i
0.00048674+0.0017038i,0.00082891+0.0012195i,0.0014494+0.00028272i,0.0012671+8.971e-05i,0.0005355+0.00059898i,-0.00027277+0.0011438i,-0.00064283+0.00089882i,-0.0011976+0.00067901i,-0.00092181+0.00040758i,-0.00031189+0.00046517i,0.00011287+0.00020284i,0.00045531-3.791e-05i,0.00019789-0.00010609i,-0.00035344-0.00018166i,-0.00031175-0.00032952i,0.00025856-0.00048293i,0.00032517+2.0374e-05i,0.0001633+0.00056082i,0.00045454+0.00035721i,-2.0158e-05+0.00016779i,-0.00047666+5.7419e-05i,-0.00034922-0.00036043i,-0.00067758-0.00091605i
-0.0018566-0.0009537i,-0.0019705-0.00049351i,-0.0021984+0.00028197i,-0.0017482+0.00064463i,-0.00030651+0.00097754i,0.00036626+0.0011451i,-0.00028719+0.00043694i,-0.00082863-0.00023805i,-0.00075783-6.0703e-05i,-3.7145e-05+0.00044728i,0.00057486+0.0009412i,0.00056568+0.00058958i,0.0011084+0.0001183i,0.0012401-3.483e-05i,0.00056451-0.00040001i,0.00072689-0.0010404i,0.00068725-0.0010595i,0.00039119-0.00059682i,0.00022498+0.00013712i,-0.00022889+0.0010022i,-0.00025365+0.0014837i,0.00066257+0.0010728i,0.00073639+0.00022714i
0.0013545+0.00089577i,0.0019312+0.0012485i,0.0023379+0.00070496i,0.001227-0.0006177i,0.00024046-0.0011692i,0.00035547-0.00079111i,0.00022778-0.00099539i,0.00075453-0.00091117i,0.00078506+0.00016163i,0.00066966+0.00039795i,0.0010653+0.0001783i,0.00060983+0.00050604i,-0.00014183+0.0011981i,-0.000102+0.0016072i,-0.00038481+0.0008947i,-0.00041101-0.00091361i,-3.7444e-05-0.001448i,-0.00018531-0.00060765i,-0.00048876+0.00014794i,-0.00015087+0.00041473i,-5.0349e-05+0.00036624i,-0.0003147-0.00019883i,-0.00050175-0.00050273i
0.00027473+0.0014282i,-0.00051873+0.00062125i,-0.0010741+0.00047031i,-0.00062927+0.00049069i,-0.000235-0.00086568i,0.00032689-0.0015578i,0.00053473-0.0012634i,0.00034624-0.00030151i,0.00026665+0.00032387i,0.00011834+6.9179e-06i,0.00012839-5.7825e-05i,2.6013e-05-0.00021972i,3.9119e-05-4.9836e-05i,5.1654e-05+0.00071599i,-0.00040516+0.00062329i,-0.00067867+4.8692e-05i,-0.00048276+0.00052175i,-0.00042292+0.00049231i,-0.00032968-0.0010462i,0.00042262-0.0018576i,0.00089587-0.00088465i,0.00021673-0.00077071i,0.00035165-0.0010851i
0.0011063-0.00028668i,0.0012773-0.00035054i,0.0011015-0.00041297i,0.0010447-0.00060749i,0.0011132-0.0002513i,0.0009911+0.00036087i,0.00046502+0.0005037i,0.00021818-8.2243e-05i,0.00027331-0.00011807i,-5.3417e-05+0.00032386i,-0.00099628+0.00040949i,-0.00093195+0.00017991i,-0.00028193-0.00016783i,0.00010296+0.00018511i,0.00040238+0.00074064i,9.9261e-05+0.00069498i,-0.00067078+0.00082052i,-0.00052524+0.00076115i,-0.00015733+0.00035026i,3.376e-05+0.00049773i,-0.0003454+0.00080378i,-0.00053829+0.00029014i,-0.00053744-0.00017424i
