-0.0040457+5.9036e-05i,-0.0029585-0.00046393i,-0.0018908+0.00015908i,-0.001234+0.001178i,-0.00073077+0.0017438i,0.00098082+0.0010318i,0.0014256+0.00095521i,0.00033108+0.0012592i,0.00068382+0.0012066i,0.0015102+0.00031879i,0.0013122-0.00039775i,0.00049256-0.0013784i,-5.2884e-05-0.0020402i,0.00013462-0.0013121i,3.7606e-05-0.00016385i,-0.00027431+0.00040722i,-0.00015122+0.00076793i,-0.00035414+0.00084823i,-0.00028205+0.00029268i,0.00067051+0.00083292i,0.00064398+0.0012144i,-8.0768e-05+0.00066417i,-0.00038176+8.2378e-05i
0.0010707+0.001418i,0.00076833+0.00058786i,-0.00028784-0.0002776i,-0.00041201-0.00082321i,0.00036978-0.0013673i,0.00028529-0.0019795i,2.7643e-05-0.0023344i,0.00019862-0.0012415i,0.00068397-0.00022822i,0.0011726-0.0001898i,0.00079583-0.00070641i,9.6221e-05-0.00093419i,-0.00020698-3.572e-05i,-0.0006627+4.6615e-05i,-0.00044371-0.00062988i,-0.00061565+0.00013361i,-0.0012136+0.00035866i,-0.00075137-6.0876e-05i,-7.8234e-05+0.00015025i,0.00026177-0.00062617i,0.00013978-0.00026291i,0.000201+0.0012406i,0.00077214+0.00036578i
0.00038941-0.0010853i,-0.00055017-0.0012985i,-0.00091401-0.0011618i,-0.0013852-0.0011321i,-0.00095577-0.00077526i,-0.00033968-0.0006324i,0.00040191-0.00074192i,0.00044838-0.00068942i,-0.00020962-0.00061006i,0.00033114-0.00022245i,0.00091404+0.00047578i,0.00061052+0.00018412i,0.00013813-0.0008164i,-0.00078376-0.0010737i,-0.001301-0.00010364i,-0.00067981+0.0007849i,-0.00046931-2.2056e-06i,-0.00079229-0.00047724i,-0.00015797-0.00046654i,0.00020833-0.00035339i,-5.2655e-05-0.00012967i,-0.00034312+0.00048497i,-0.00052471+0.00078917i
-0.0012042-0.00086891i,-0.0013257-0.0010054i,-0.0017646-0.0008905i,-0.001646-0.00081804i,-8.6645e-05-5.1053e-05i,0.00083375-0.00027723i,0.00023042-0.0010157i,-0.00015555-0.00020257i,-0.00045185+0.00091453i,-0.00015906+0.00039722i,0.0010797-0.00044643i,0.00074386-0.00070677i,-0.00030222-0.00069065i,-0.00023801-0.00066868i,3.1267e-05-0.00035485i,-8.7746e-06-4.4547e-05i,3.4652e-05-0.00014322i,-6.262e-05-0.00011195i,-0.00014025+0.00066329i,-2.5209e-05+0.0009951i,7.8796e-05+0.00060803i,-3.0524e-10+0.0002744i,-0.00039703-1.0076e-05i
0.0014369+0.0008693i,0.0020771-0.0014827i,0.0027212-0.0015399i,0.0022121-0.0022778i,0.0012544-0.0029042i,0.00086931-0.0023373i,0.00060296-0.0011521i,0.00029088+6.9918e-05i,0.00043944+0.00059059i,8.6025e-05+0.00085437i,-0.00050238+0.00043981i,-0.00052327+0.00037578i,0.00015417+0.0010034i,2.7072e-05+0.0006169i,-0.00040519-6.2812e-05i,0.00013776-0.00030913i,0.00066771-0.00023359i,0.00039333+4.9331e-05i,-0.00043512+0.00021218i,-0.00038685+0.0007924i,0.00069645+0.0006432i,8.4881e-05-0.00047994i,-0.00049299-0.00031966i
-0.00023858+0.00080778i,0.00071411+0.0013234i,0.0012563+0.00068923i,0.00092004-0.00021383i,0.0015636-0.00062923i,0.0027061-0.00076617i,0.0022292-0.0010254i,0.00051694-0.00055144i,-0.00023986+0.00034217i,0.00047766+0.00018573i,0.00064903-5.6706e-05i,9.8503e-05-0.00024504i,0.00057842-0.00078323i,0.00056059-0.00046658i,-0.00044672+0.00059025i,-0.001071+0.00078379i,-0.0015966+0.00068094i,-0.00079204+0.00058319i,0.00052273+0.0002565i,0.00074034-0.00059148i,0.00025237-0.00027255i,0.00027455+0.00067131i,0.00059979+0.00022448i
0.00041332+0.00092132i,-0.00032935+0.0005783i,-0.00073224-0.00042347i,9.9237e-05-0.001424i,0.00080352-0.0020323i,0.00030169-0.0018713i,0.0005334-0.001451i,0.00017096-0.00066309i,-0.00015429-0.00067807i,0.00069018-0.00099662i,0.00015799-0.00058168i,-0.00041714+2.1758e-05i,-0.00090531+0.00036903i,-0.0015255-5.0325e-05i,-0.00045886-0.00026957i,0.00086362+0.00031814i,0.00062773+0.00091118i,-0.00038393+0.00081577i,-0.0005319+0.0001152i,-0.00037946+0.00013275i,-0.00039281+0.0002466i,0.00016118+0.00030462i,0.0012422-0.00012475i
0.00034913-0.0021957i,0.00047829-0.0019056i,-9.4801e-05-0.0032841i,-0.0013602-0.0036902i,-0.0016576-0.002397i,-0.00088479-0.00097644i,-0.00027694-0.00096489i,-0.00011391-0.0013442i,0.0012445-0.00040792i,0.0017031+0.00038519i,-4.7407e-05+0.00048132i,-0.00062692+0.00068806i,0.00066779+0.0012782i,0.00096987+0.0005625i,0.00033751-0.00018982i,0.00029105-8.9598e-05i,-0.00022057-0.00013233i,-0.00047037-9.9679e-05i,-3.4697e-05-0.0005016i,0.00037013-0.00057622i,-3.7928e-05+0.00029169i,-0.0004223+0.00086334i,-0.00041273+0.00064757i
0.00034238-0.0017941i,0.00025346-0.0018525i,-0.0012597-0.0022137i,-0.0018543-0.0028752i,-0.00095178-0.0026073i,-0.00024068-0.0012624i,7.0134e-05-0.00050456i,0.00069983-0.00060065i,0.00074012-0.00053087i,0.00037083-0.00076458i,-1.3288e-05-0.0012812i,0.0009134-0.0013611i,0.0015466-0.00066038i,0.00064623-0.00039281i,0.00022805-0.00082193i,0.00032337-0.00049889i,0.00060373+0.00025555i,0.00065999+0.00054752i,0.00011637+2.1346e-05i,0.00011422-0.00041047i,0.00022099+2.6299e-05i,0.00016845+5.4818e-06i,0.00059115-0.00034088i
0.00060899-3.5183e-05i,-7.0424e-05-0.0011992i,-0.00023057-0.0014587i,-0.00068615-0.0005305i,-0.00075053-0.00054799i,0.00035003-0.00089312i,-0.00027016-0.0010465i,-0.00090982-0.00091344i,2.4069e-05-0.00036666i,0.00084941-0.00032757i,0.0010527-0.00016367i,0.0010642-0.00044719i,0.00063459-0.00094394i,8.0603e-05-0.00063204i,0.00039022-0.0004837i,6.7038e-05-0.00013611i,-0.00033156+0.00024459i,0.00018727+0.000134i,0.00064071-5.2699e-06i,0.00044349+0.00013785i,8.3426e-06+0.00020585i,0.00010026+0.00034746i,0.00027665-1.3657e-07i
0.00065285+0.00025434i,0.00060157+0.00029276i,0.00076738-0.00021992i,-0.00045257-0.00097681i,-0.001679-0.0013i,-0.0011324-0.0015943i,-0.00054572-0.0012612i,-8.6748e-05-0.00024637i,0.00067545-0.00031795i,0.0015569-0.00020382i,0.0012601+0.00091493i,3.777e-06+0.00030043i,-0.00032386-0.00014735i,-9.2277e-05+9.7591e-05i,0.00037004+0.00023415i,0.0012191+1.8796e-05i,0.0013589-0.00057043i,0.0006697-0.00023382i,-0.000483-5.9413e-05i,-0.00052183-0.00014141i,-0.00043249+0.00018111i,-0.00062011+0.00058892i,-0.00030367+0.00074065i
0.00096329-0.00099376i,0.0007604-0.0017488i,0.00021427-0.00245i,-2.8829e-05-0.003317i,-0.00038979-0.0035464i,0.0006798-0.0017757i,0.00088479-0.00078109i,-0.00017923-0.00078802i,-0.00049025-0.00047459i,0.0004729-0.00021807i,0.00098444-0.00040902i,0.00053506-0.00021177i,0.00028238+0.00024981i,-0.0001112-0.00017261i,-0.00053861+0.00027018i,-0.00068868+0.00054357i,-0.00015064+0.0002351i,3.1606e-05+9.5004e-05i,6.955e-05+0.00016141i,7.6751e-05-8.3475e-06i,-0.00035576-4.8024e-05i,-0.00045907+0.00016885i,-0.00019721+0.0003423i
0.0018571-0.001327i,0.001096-0.00073144i,-0.00040989-0.0010506i,-0.0021374-0.0014994i,-0.0026804-0.0010399i,-0.0021479-0.00081458i,-0.00070869-0.00064046i,0.00040032+0.00016852i,0.00060001+0.00031332i,0.0002525+0.00028157i,6.235e-05+0.00047667i,-0.00020803+0.00071338i,-0.00038764+0.00010395i,0.00037013-0.00033348i,0.00051009-0.00020602i,0.00028843-0.00065i,0.00021445-0.0011462i,0.00031973-0.00061773i,-8.848e-06-8.8544e-05i,-0.00042973+0.0002127i,-0.00025647-0.00016095i,-0.00014164-0.00029665i,-0.00032511-0.00058114i
7.5899e-05-0.00053704i,-2.2181e-05-0.00018731i,0.00018434+4.9938e-05i,-9.9275e-05-0.00074208i,0.00012743-0.0018705i,0.00039166-0.0021194i,0.00031061-0.0012534i,0.00042538-0.00026729i,0.0014285+0.00057374i,0.0017833+0.00026092i,0.0019394-7.2435e-05i,0.0013237+0.00055174i,0.00067879+0.00078323i,0.00018138+0.00054788i,-0.00050485+0.00012255i,-0.00048688-0.00089817i,-0.00025901-0.00039179i,-0.00018813+0.00070049i,9.6403e-05+0.0005316i,0.00016034+0.00016597i,0.00030678+5.6758e-05i,0.00057494+1.1609e-05i,0.00024485-0.00010689i
-0.0012483+0.0007749i,-0.0012464+0.00048937i,-0.00032228+0.00025696i,0.00038998-0.00041101i,-0.00018328-0.00095283i,-5.3403e-05-0.0020745i,0.00057156-0.0022975i,0.00026794-0.0011077i,-6.4104e-05-0.0010678i,0.00015839-0.00061671i,0.00078713+0.0005431i,0.0012534+0.00063162i,0.00060179-0.00018277i,0.00031489-0.00063573i,0.00041545-0.00044609i,0.00079957+0.0002427i,0.0010846+0.00034425i,0.00036856-0.00042876i,1.3349e-05-0.00062405i,0.00081902-0.00071716i,0.00033859-0.00055371i,6.6848e-05+0.00030075i,0.00072018+0.00047166i
0.0007049-0.0013951i,0.00026339-0.0022796i,-0.00053756-0.0035148i,-0.001151-0.0034533i,-0.0014139-0.0020173i,-0.0011607-0.0012054i,-0.00070226-0.0011101i,-0.00018901-0.00048684i,-3.089e-05+0.00018456i,-0.00048524+0.00027071i,-4.3139e-05+1.8589e-05i,0.00038706+0.00064887i,0.00019757+0.0011766i,-0.00046251+0.0011332i,-0.00081139+0.00075491i,-0.00084886+0.00057918i,-0.00054164+0.00015071i,-0.00030455-0.00047628i,-0.00077476-0.00040148i,-0.00074837-0.0002414i,-0.00071891-0.00046613i,-0.00039306-0.00028372i,-2.1278e-05-0.00012355i
0.0017183-0.00028493i,0.001523-0.00038653i,0.0013945-0.00076646i,0.00067338-0.0021169i,-0.00025952-0.0024196i,-0.00052173-0.0015333i,8.9328e-05-0.00090114i,0.0013112-0.00051639i,0.0020052-0.00022957i,0.0011517+0.0002416i,0.00093307+0.00063819i,0.0008098+0.00080312i,0.00033056+0.00022465i,-2.0744e-05-8.324e-05i,-0.00012074+0.00015212i,0.00048525-1.0919e-05i,0.00036919+0.00036722i,-9.7472e-05+0.00061931i,1.5412e-05-2.3695e-05i,-3.1933e-05-0.00033479i,-0.00029551-6.853e-06i,-0.00082494-5.1844e-05i,-0.00079204-0.00053902i
0.0014607+0.0014577i,0.0017767+0.00056748i,0.0021154-0.00014644i,0.0018436-0.0015032i,0.0017123-0.0024123i,0.0010729-0.0026826i,0.00018784-0.0022606i,0.00012742-0.0011325i,0.00039959-0.00067049i,0.00075274-0.0007105i,0.00050665-0.00054307i,-0.0002212-0.0003962i,-0.00067344-0.00029294i,-0.00013906-0.00042378i,0.00095083-0.00039108i,0.00076759+0.00076322i,4.4266e-05+0.0010889i,0.00015061-0.00038828i,-0.00048457-0.00068322i,-0.00043422-0.00013095i,-0.00011267+9.7139e-05i,0.00012779+0.0001188i,0.00032681+0.00040159i
-0.0011372+0.00019541i,-0.0012178+0.00059569i,-0.0016958+0.00080176i,-0.0014241+0.00062133i,5.9432e-05-0.0001749i,0.0012177-0.0010103i,0.0011648-0.0012238i,0.0006729-0.00083731i,0.00093296-0.00066375i,0.0007992-0.00088164i,0.00038384-0.0010733i,0.00038776-0.0010863i,0.0007751-0.00086143i,0.00060242-0.00026126i,-0.00011229-1.8728e-05i,-9.0154e-05-0.00034572i,0.00016253-0.00069281i,-2.6154e-05-0.00063125i,-0.00032098-0.00040901i,-0.00014918+0.00040581i,0.00030095+0.0005951i,0.00015985+0.00016105i,0.00046273+0.00058346i
-0.00069636+8.2721e-05i,-0.00061474+8.9363e-05i,-4.2399e-05-0.001153i,-5.6109e-05-0.0012139i,-0.00026733-0.00052531i,0.00019086-0.0010363i,0.00054457-0.0013989i,0.00022328-0.00058542i,0.00022762+0.00084669i,0.00034022+0.00072055i,0.00024855+0.00023527i,0.00056374+8.0328e-05i,0.00076124+0.0001017i,0.00023463+0.00065989i,-0.00030454-7.7233e-05i,-5.1423e-05-0.00053226i,-6.9619e-05+0.00084997i,-0.00041785+0.00088747i,-0.00056676-8.7374e-05i,-0.00080188+3.2752e-05i,-0.00019277+0.00067746i,0.00039583+0.0010738i,0.00047768+0.00040499i
-0.0004884-8.4482e-06i,-0.00046085-0.0013419i,0.00064369-0.0017554i,0.0012206-0.0011203i,0.00098762-0.0006362i,-9.7886e-05-0.0012607i,-0.00055462-0.0022757i,0.00094611-0.0015532i,0.00082722-0.00070287i,0.00050037+0.00047729i,0.0012207+0.00073203i,0.0016909-0.00029913i,0.0012688-0.00028417i,0.00054294-0.00020851i,0.00023444+0.00050594i,0.00047513+0.00069089i,0.0011136+4.0476e-05i,0.00094741-0.00021407i,0.00039086-0.00041929i,-0.00032218+2.7583e-06i,-0.000655+7.2702e-05i,-0.00030809+0.00027861i,-0.0004974+0.0010714i
-0.00061326+0.0002325i,0.00082095-0.00061495i,0.00088653-0.00076766i,0.00019305-0.00013416i,-4.0817e-06-0.00043452i,9.8913e-05-0.00097719i,0.00011457-0.0011475i,9.2004e-05-0.00052257i,0.0001739+0.00046445i,0.00039298+0.0013707i,0.00014813+0.0012537i,0.00021738+0.0001859i,0.00095131-0.0010159i,0.00025591-0.0016739i,-0.00046574-0.0010991i,-0.00050951+6.5692e-06i,-0.00030141-0.00017166i,-8.4022e-05-0.00051594i,-0.00053891-0.00017985i,-0.0008168+0.00016996i,-0.00018267+0.00043462i,-0.0001792+0.00043643i,-8.3575e-05+0.00087323i
-0.00025762+0.001446i,-8.4936e-05+0.0012239i,0.00019954+0.0004018i,0.00088065-0.0006927i,0.001957-0.0010083i,0.0023147-0.0018323i,0.0014858-0.0021312i,0.0010212-0.00097602i,0.00065385+0.00026189i,0.00066254+0.00063226i,0.00095992+0.00091858i,0.00046823+0.00044106i,7.5697e-07-0.00056816i,4.819e-05-0.00037858i,-0.00052811+0.00016516i,-0.0010904+0.00036287i,-0.0012453+0.00019756i,-0.0010518-0.00017369i,-4.0211e-05-0.00014673i,0.00046117+8.5918e-05i,-0.00018373+0.00017873i,-0.00089638+0.00066653i,-0.0008733+0.00069709i
7.6165e-06+0.00065187i,-0.0001595-0.00011974i,-9.0658e-05-0.0016382i,5.617e-05-0.0019916i,-0.00057092-0.0008705i,-0.0013202-0.00066663i,-0.0005013-0.0013967i,0.00028568-0.0016568i,0.00054567-0.00095075i,0.00014569+0.00018869i,-0.00048293+0.00078846i,-0.00069772+0.00065576i,-0.00039978+0.00013863i,-0.00014147+0.00056282i,-0.00011638+0.001002i,0.00075333+0.00070718i,0.00078341+0.00064566i,0.00026472+0.00063267i,0.00061618+0.00078323i,0.00058934+0.0010733i,-0.00038418+0.00037495i,-0.0011829-0.00035727i,-0.00080155-0.00039266i
0.0012798-0.00098357i,-0.00037281-0.002676i,-0.0011027-0.0041449i,-0.0011384-0.0040327i,-0.00092571-0.0027259i,-0.001038-0.0013491i,-0.00069486-0.0013441i,0.00028604-0.0010968i,0.00047821-0.00063997i,0.0011511-0.00081391i,0.0015054-0.00061009i,0.00054176+0.00013456i,-0.00030167+0.00031766i,-0.00050812+0.00018692i,-0.00096689+0.00032724i,-0.00035489+0.00026283i,0.00038231+0.00071021i,-0.00012384+0.00062678i,-0.00037452+0.00082548i,-0.00043221+0.0016876i,-0.00037584+0.0010347i,0.00054915+5.1457e-05i,1.6089e-05+4.9043e-06i
0.0011449-0.002568i,-0.00036799-0.0029952i,-0.0011668-0.0041799i,-0.0013377-0.0041869i,-0.0014927-0.0029949i,-0.00046263-0.0020125i,0.00059957-0.0011629i,0.00054486-0.00039942i,0.00023001+0.00053421i,0.00044607+0.0012422i,0.00062193+0.00074097i,0.0010915+0.00057086i,0.00103+0.00079058i,0.00074229+0.00085705i,0.0011717+0.00096324i,0.00082701+0.0012223i,0.00031981+0.0011102i,-0.00011225+0.0012254i,-0.00067349+0.0012422i,-0.00023568+0.00073778i,-5.2835e-05-0.00015863i,-0.00030464-0.00067326i,4.4048e-06-0.00039304i
0.00074612-0.00014426i,0.0010514-0.00045594i,0.00089054-0.0017258i,0.00023578-0.0024723i,-0.00041071-0.0020119i,-0.0003563-0.0017857i,0.00030604-0.0017635i,1.1927e-05-0.0010001i,7.7768e-05-0.00019847i,0.00040253-1.6007e-05i,0.00021132-0.00011978i,0.00027751-0.00049235i,0.00057525-0.00011428i,0.00070165+0.00051367i,0.00069927-9.6863e-05i,0.00039421-0.0006369i,-0.00012035-0.00069104i,-0.00058637-0.00063869i,5.6423e-05+3.7305e-05i,0.00015658+0.00058481i,7.035e-05+0.000117i,0.00040557+0.00018329i,0.0003987+0.00085542i
0.0013922+0.00036759i,0.0013177-0.00053301i,0.0013964-0.0014567i,0.0013545-0.0020163i,-7.903e-05-0.0019725i,-0.00056922-0.0018531i,-0.00021486-0.0021381i,-0.00033119-0.0015523i,0.00042252-0.00086634i,0.00094441-0.00054775i,0.00058851-0.0007976i,-0.00027338-0.00071524i,3.3691e-05+2.672e-05i,0.0009121+0.0003506i,0.00097028+0.00031081i,0.00025409+5.239e-05i,-0.0004776+0.0001688i,-0.00033365+0.00058978i,0.00030757+0.00056621i,0.00055495+0.00021651i,0.00051476+0.00016953i,-0.00030317+1.8089e-07i,-0.0012537-0.00070883i
0.00095903+0.0013634i,0.0011066+0.00036702i,0.0010201-0.00050608i,0.00058841-0.0015751i,0.00053818-0.0022717i,0.00028524-0.0026584i,1.0975e-05-0.0016933i,-0.00054031-0.00042109i,-0.00072035-0.00020976i,8.6158e-05-0.00028342i,0.0012243+4.4656e-05i,0.0013317+0.00016966i,0.00086669-0.00019479i,0.00019865-0.0002781i,-0.00063688+2.8232e-06i,-0.00067372+5.6924e-05i,-7.9002e-05-0.00054795i,0.00014551+1.1907e-05i,-0.00024966+0.00044809i,-0.0011312-0.0003554i,-0.0014448-0.00085463i,-0.00082952-0.0009471i,-0.00023568-0.00047188i
0.0012212+0.0020108i,0.00055687+0.0010951i,0.0015376-0.00066186i,0.003028-0.0029977i,0.0036411-0.0039884i,0.0028153-0.0034612i,0.001882-0.0020047i,0.0011217-0.00056867i,0.00090379+0.00069707i,0.00076121+0.0013934i,0.00021816+0.0011186i,-7.1941e-05+0.00023349i,-0.00025012-8.5051e-05i,-0.00026679+9.4507e-05i,-0.0007804-0.00021283i,-0.00068193-0.00050091i,-0.0001127+0.0001795i,0.00081947+0.00023301i,0.0011721-1.979e-06i,0.00032355+0.00019223i,-0.00037406+0.00023807i,-0.000461-0.00039991i,-6.18e-05-0.00079134i
-0.00045917-0.00097915i,0.00088459-0.00081119i,0.0020245-1.3801e-05i,0.0008469-0.00036515i,-0.00077569-0.0015577i,-0.00080425-0.0017802i,-0.00042404-0.0012661i,0.00041575-0.00060527i,0.001258-5.2042e-05i,0.001141-3.1989e-05i,0.00065744-0.00022856i,0.00055837-0.00020759i,0.0004774-0.00057113i,0.00039209-0.00095237i,0.00014838-0.00024818i,-0.00017619+0.00038878i,7.1598e-05+0.00039025i,6.297e-05+5.9958e-06i,-1.548e-05-0.0003853i,-0.00057476-0.00055061i,-0.00072536-0.00056036i,-0.00032796+0.00010568i,-0.0004485-6.254e-05i
0.00079104+0.00045295i,0.00061726-2.9924e-05i,0.0011734-0.0010612i,0.0014571-0.0010886i,0.0013023-0.00078499i,0.0017615-0.0011446i,0.0012555-0.001047i,0.00054199-0.00034972i,0.00017773+0.0003963i,-0.00064074+0.00023907i,-0.00046095+0.00029075i,0.00018191+0.00051529i,0.00013652+2.248e-05i,0.00052576-7.6949e-05i,0.00072055-6.437e-05i,0.00027556+0.00012346i,3.4014e-05-4.9252e-06i,-0.00040784+0.00054083i,-0.0015362+0.00092139i,-0.001597+0.0006736i,-0.00042282+0.001032i,6.9542e-05+0.00080039i,0.00056752+0.0001419i
0.00063298+0.00056515i,0.00067306-0.00087392i,0.00051314-0.0014724i,6.102e-05-0.0027832i,-0.00024098-0.0022528i,-0.00055485-0.001308i,-0.00012582-0.0017559i,0.0005037-0.00085949i,0.00085009+0.00072378i,0.0013762+0.0012385i,0.0015424+0.0010345i,0.00099175+0.00047311i,0.00059728+0.00039418i,0.00043877-0.00010026i,0.00011703-0.00051855i,-0.00019837-0.00079275i,-0.00013531-0.00086749i,-0.00033136-0.00065955i,-0.00012968-0.0003573i,0.00010872+0.00030199i,-0.0003285+0.00018945i,-0.00053598-0.00020267i,-9.34e-05-9.3824e-05i
-0.000393+0.00042875i,0.00029241+0.00062547i,0.00043954-0.00034118i,0.00026515-0.00073528i,0.00039856-0.00041922i,0.00035696-0.00089254i,-0.00028431-0.0016224i,-0.0004892-0.001517i,-2.7007e-05-0.00059988i,0.0010038-0.00044322i,0.0014024-0.00040065i,0.00053695-4.4113e-05i,-0.00041113+0.00079646i,-0.00057132+0.0012529i,-0.00012881+0.00074596i,0.00048166+0.00020896i,0.00057314+0.00017554i,0.00039808-0.00018715i,0.00055792-0.00066074i,-9.3057e-05+0.00014047i,-0.00083976+0.00093544i,-0.00045884+3.0242e-06i,-0.0002106-0.0011792i
-0.00094812-0.0020725i,-0.0015691-0.0018766i,-0.0024368-0.00080496i,-0.0025395+0.00011841i,-0.0025531+0.00038105i,-0.0018097-0.00075779i,-0.00017695-0.001502i,0.00034277-0.00010426i,-0.00022615+0.00022151i,0.00024777-0.00031914i,0.0007562+0.00023873i,0.00081199+0.00036583i,0.00051489+0.00039561i,-0.00038973+0.00032051i,-0.00064492+0.00022864i,-0.00036387+0.00026223i,6.5306e-05+8.0635e-05i,0.00045407-5.4187e-05i,-0.00011072+0.00014176i,-0.00084264+0.00083691i,-0.00071414+0.00030212i,-0.00051636-0.00019643i,-0.00034928-4.0208e-05i
-0.0014943-0.00023018i,-0.00092743-0.00062412i,-0.00051686-0.00038296i,0.00078247+0.00034361i,0.0019158+0.00016378i,0.0013751-0.00067831i,-2.2812e-06-0.0011452i,-0.00020345-0.0012017i,0.00022219-0.00040643i,0.00041663+0.00029566i,0.00047884+0.00033643i,0.00010719+0.00012242i,-0.00051663-0.00010001i,-0.00041891-0.00029816i,-0.00020433+0.00023926i,-0.00064177+0.0008178i,-0.0012901+0.00089705i,-0.0013234+0.0007805i,-0.0006757+0.00060178i,-0.00037468+0.00028525i,-0.0002382+9.2292e-05i,9.0645e-05+0.00022606i,0.00030625+0.000421i
0.00050147+0.00052826i,0.0015433-0.0014394i,0.0025983-0.0021663i,0.0019671-0.0020759i,0.000835-0.002688i,-0.00041846-0.0021214i,-0.00042964-0.0014133i,3.8382e-05-0.00094655i,0.00051229-0.00039534i,0.00096259+0.00045009i,0.00054848+0.00082625i,0.0001475+7.9127e-05i,0.00024368-0.00090144i,2.1001e-05-0.00060173i,-0.00013849+0.00011075i,0.00018852-0.00013762i,-6.2338e-05-0.00019729i,-0.00096637+6.5361e-05i,-0.0011045-0.00063756i,-0.00083543-0.00043409i,-0.00084731-9.4752e-05i,-0.00075011-0.00099419i,-0.00033278-0.0012601i
0.0011092+0.0010803i,0.00085971+0.00023765i,0.00085125-0.00061934i,-5.7208e-05-0.00094852i,-0.00037724-0.001254i,-0.00059436-0.0012876i,-0.00049188-0.0012791i,6.7673e-05-0.00079664i,0.00038264-0.00017195i,0.00065107-0.00024035i,0.00074533-7.576e-05i,0.0004541+0.00034999i,-4.8452e-05+0.00031302i,-0.0010505-0.00011595i,-0.00097172-0.00053356i,-5.1275e-05-1.7916e-05i,-0.00028345+0.00038757i,-0.00061016+0.00023307i,-0.00014728+0.00025937i,-0.00018579+0.00075774i,-0.00028896+0.00033871i,0.0001465-0.00048099i,2.323e-05-0.00025187i
0.0026169+0.0015794i,0.002696+4.3013e-05i,0.0028745-0.0010827i,0.0025501-0.0016265i,0.0020156-0.0026315i,0.0013025-0.0029577i,0.0003925-0.0012951i,0.00023554-0.00030445i,0.00089127+0.00037713i,0.0011596+0.00061676i,0.00077953-4.5376e-05i,0.00048399+0.0002931i,-0.00012392+0.00095587i,-0.00064608+0.0008932i,-0.00020015+0.00047486i,0.00015306-5.8809e-05i,-0.00041545+0.00030533i,-0.00034175+0.0012078i,0.00013743+0.0012197i,-0.00011297+0.00084753i,-0.0007213+0.0010529i,-0.0011506+0.00024108i,-0.00096961-0.00089168i
-0.0018563+6.3345e-05i,-0.0028551+0.00042641i,-0.0017719-0.00055104i,-0.0011386-0.00072761i,-0.0010665+0.00037245i,-0.00082195+0.00065294i,-0.00020905+1.1273e-05i,1.7195e-05-0.00019908i,-0.00020552-7.2512e-05i,0.00065036-0.00030335i,0.001056-0.00065401i,0.00013838-0.00038693i,-8.3669e-05-0.00012129i,0.00079131-0.00016848i,0.00077029-1.1149e-05i,-0.0003632+0.00012188i,-0.00039437+0.00029716i,7.4128e-05+0.00038294i,0.00044188+1.1548e-05i,0.00083153+0.00022943i,0.00057821+0.00044029i,0.00039373-0.00013313i,5.1868e-05+0.00033889i
0.0011926+0.00095402i,0.0012733-0.00021465i,0.0026716-0.0022153i,0.0033536-0.0026746i,0.0030757-0.0017167i,0.0017534-0.0023614i,0.00013567-0.0023018i,-0.0003587-0.00046173i,-0.00047513+0.00014992i,0.00019262-0.00049152i,0.00071384-4.1859e-05i,0.00069435+0.00032513i,0.00020184+0.00041456i,-0.00014559+0.00042187i,9.9394e-05+2.6429e-05i,-0.00025904-0.00023608i,-8.7974e-05-0.00024395i,0.00033167-0.00060403i,-0.00022625+2.7583e-06i,-0.00076288+0.00038157i,-0.00098325-0.00036364i,-0.00055865-1.9994e-05i,-9.0505e-05+0.00042545i
0.0010453-0.00058676i,0.0015588-0.00079824i,0.0016331-0.00086344i,0.0013318-0.0012085i,-0.00024774-0.0016768i,-0.0010972-0.0014376i,-0.00095298-0.00059709i,-0.00032174+9.9165e-05i,0.00055719+3.4261e-05i,0.001026+3.295e-05i,0.00097187+0.0010611i,0.0004626+0.0012257i,-7.0862e-05+0.00060655i,-0.00040885+0.00074375i,-0.00040998+0.00051369i,-0.00015893+0.00029535i,-9.5689e-05-4.4264e-05i,-0.00042206+0.00021551i,-0.00014194+0.00068112i,0.00019816+0.00065783i,0.00037352+0.00075594i,0.00071898+0.00019222i,0.00065738-0.00028131i
-0.00015407+0.00048209i,0.00087261-0.00039642i,0.0016311-0.00053411i,0.0011171-0.00059242i,0.0014692-0.0016534i,0.0012963-0.0023718i,0.00054094-0.0017959i,0.00038973-0.00064568i,0.00016959-0.00022352i,0.00049819-0.00063051i,0.00076423-0.00074697i,0.00073495-0.00077302i,0.00078361-0.0010323i,0.00065067-0.0010812i,0.00023956-0.00024182i,0.0004281+0.0007221i,0.00093011+0.00095291i,7.9492e-05+0.00022834i,-0.00086692-0.0007154i,-0.00069988-0.00050478i,0.00027229+7.7891e-05i,0.00021699+3.3733e-06i,0.00016985-0.00024677i
-0.00021203-5.5992e-05i,1.7371e-05-0.00040444i,7.691e-05-0.0016017i,-0.00059835-0.0012826i,-0.00062473-0.00035766i,0.00027219-0.00066755i,0.00051596-0.0016484i,-2.6161e-05-0.0013445i,4.8245e-07-0.00011368i,0.00013508+0.00045892i,0.00038573+0.00031882i,0.00052332+0.00023916i,0.00020883-0.00062295i,9.1005e-05-0.0011611i,-6.2206e-05-0.00029714i,0.00029377+0.00028009i,0.00052509+0.00032591i,-0.0001572+0.00042766i,-0.00069004+0.00057348i,-0.0005388+0.000553i,-0.00015933+0.00037619i,-0.00017261+0.00016798i,-0.00021147+0.00021187i
