-0.0027376+0.00060649i,-0.0013038+0.00044392i,-0.0020133+0.0010116i,-0.0015972+0.0011801i,-0.00090007+0.0016636i,-0.00026293+0.0013357i,-0.00064806+0.00093379i,-0.00090103+0.0013084i,0.00037234+0.0013622i,0.00087223+0.00058442i,0.00089997-0.00076693i,0.0015434-0.00091071i,0.0012771-0.00043904i,0.00015484-0.00019908i,-0.00094729+1.601e-05i,-0.0017034-0.00018469i,-0.0014081-0.00037283i,-0.00029506-0.0006372i,0.00045889-0.00043895i,8.7045e-05-4.0624e-05i,-0.00036535-0.00033888i,-0.00029608-0.0010168i,-0.00028167-0.00057646i
0.0081508+0.00062884i,0.033437+0.019405i,0.073828+0.062548i,0.10396+0.10907i,0.091351+0.1144i,0.045066+0.076503i,0.0050474+0.036988i,-0.0084612+0.016613i,-0.007139+0.0077877i,-0.0048273+0.0041526i,-0.0039821+0.0028063i,-0.0033102+0.0019656i,-0.002091+0.00099191i,-0.0004996-0.00079961i,-0.00026083-0.0024828i,-0.0013149-0.0034849i,-0.0022045-0.0050465i,-0.0041135-0.0066893i,-0.005508-0.0078677i,-0.0051537-0.0083864i,-0.0035152-0.0071378i,-0.0029857-0.0045645i,-0.0040345-0.0023561i
-0.01035+0.0049926i,-0.02931+0.0045669i,-0.059858-0.0041381i,-0.073854-0.02193i,-0.053479-0.033562i,-0.022387-0.026376i,-0.0019022-0.010749i,0.004471-0.0040611i,0.0019688-0.0053252i,-2.2734e-05-0.0055793i,0.00064471-0.0053058i,0.00033483-0.005669i,-0.0013759-0.0045527i,-0.0026567-0.0017625i,-0.0026312+0.002357i,-0.0020085+0.005692i,-0.0012447+0.0064719i,-0.0017192+0.0065873i,-0.0033203+0.0077862i,-0.0036607+0.0089169i,-0.0021322+0.0076088i,-0.0009435+0.0053041i,-0.0011295+0.0049308i
-0.002674-0.0062912i,0.00031288-0.021648i,0.0042233-0.046183i,0.0023122-0.062136i,-0.0051104-0.054537i,-0.0059182-0.036865i,-0.0028887-0.028018i,-0.0036808-0.023018i,-0.0028937-0.013799i,-0.0010066-0.0066721i,-0.00067053-0.0038584i,0.00027807-0.003027i,0.0025056-0.0033286i,0.0035055-0.0023425i,0.0028098-0.0017587i,0.0012885-0.0019555i,0.0019919-0.00083903i,0.0058416-8.1593e-07i,0.0094274-0.0014605i,0.009909-0.0023031i,0.0071291-0.0015554i,0.0054529-0.0011827i,0.0056428-0.0017474i
0.0044063+0.0044335i,0.01842+0.024668i,0.043289+0.06693i,0.063818+0.1056i,0.058206+0.10327i,0.03224+0.067625i,0.010053+0.036443i,0.0053261+0.021663i,0.0074844+0.011742i,0.0056677+0.0049272i,0.0036297+0.0029927i,0.0029343+0.0024786i,0.0029362+0.00046684i,0.0030972-0.00077561i,0.0023824-0.00067318i,0.0013305-8.5844e-05i,-0.00032162-0.00039107i,-0.0023647-0.00056697i,-0.00493-0.00047469i,-0.0058732-0.0012062i,-0.005251-0.0019022i,-0.0043652-0.0011843i,-0.0031212+0.00055673i
-0.008646-0.00032969i,-0.031294-0.01054i,-0.069473-0.03987i,-0.094198-0.075434i,-0.076038-0.080525i,-0.032705-0.049885i,-0.0026369-0.016038i,0.0037249+0.0013716i,-0.00039465+0.0063867i,-0.0010799+0.0054926i,-0.00031788+0.0028666i,-0.0018253+0.0025745i,-0.0027311+0.0039419i,-0.0025121+0.0039706i,-0.0013046+0.0030452i,0.00014111+0.0027699i,0.0016662+0.0037845i,0.0024485+0.004163i,0.0016262+0.0055612i,0.0012442+0.0059717i,0.0012729+0.0040002i,0.0012994+0.0021703i,0.0013257+0.0014815i
0.0053734-0.0052948i,0.021396-0.0098984i,0.049905-0.0072363i,0.06885+0.0077564i,0.055068+0.019029i,0.022162+0.012474i,-0.0036076-0.0034002i,-0.013882-0.012817i,-0.013888-0.011599i,-0.0098876-0.0060234i,-0.0068487-0.0018443i,-0.004363-0.0012262i,-0.0017267-0.0033519i,0.00042314-0.005673i,0.00084511-0.0071966i,-7.4457e-05-0.0077271i,0.0006236-0.0072787i,0.0025009-0.0075906i,0.0045812-0.0087246i,0.0048589-0.008182i,0.0035372-0.0055875i,0.0029039-0.0029912i,0.0020156-0.0029298i
0.0026742+0.005128i,0.00023119+0.018115i,-0.0068029+0.039247i,-0.011693+0.052193i,-0.011574+0.042135i,-0.010056+0.023606i,-0.0048906+0.014641i,0.0036315+0.0091976i,0.0083942+0.0014085i,0.0068586-0.0028533i,0.004607-0.0028894i,0.0035506-0.0022063i,0.0014684-0.00089407i,-0.00037088+0.00084329i,-0.00082675+0.0023336i,-0.0009788+0.0033039i,-0.0017291+0.0030597i,-0.0037602+0.0023827i,-0.0056703+0.0023733i,-0.0057329+0.0020963i,-0.0046864+0.0013421i,-0.0044242+0.0017688i,-0.0044455+0.0028253i
-0.0045038-0.0016786i,-0.016287-0.017645i,-0.035116-0.04966i,-0.045656-0.080407i,-0.033537-0.08013i,-0.0069609-0.052233i,0.011058-0.025821i,0.012487-0.009936i,0.0093192-0.00011911i,0.007486+0.0024657i,0.0051706+0.00084483i,0.0035135+0.0010831i,0.0024237+0.0018538i,0.0011953+0.0020487i,-5.4147e-05+0.0021517i,-0.00095284+0.0013037i,-0.00010077+0.0018921i,0.0018935+0.0036871i,0.0031352+0.0044631i,0.0025058+0.0040454i,0.00065749+0.0030235i,0.00053657+0.0026832i,0.0014737+0.00094312i
0.0020241-0.0019977i,0.019905+0.0058362i,0.050817+0.028473i,0.07291+0.057593i,0.059209+0.063846i,0.024102+0.039238i,-0.002881+0.012466i,-0.01229+0.0021029i,-0.011045+0.0016438i,-0.0083115+0.0030408i,-0.0059478+0.003868i,-0.0024294+0.002612i,0.00056877-0.00037463i,0.0012237-0.003092i,0.00085725-0.0037023i,0.00043624-0.0027957i,-0.0012304-0.0030462i,-0.0021907-0.0033843i,-0.00094191-0.0036427i,-0.00022043-0.0042124i,-0.00025051-0.0036606i,-0.00021802-0.0021103i,-0.0010034-0.00071257i
-0.0014541+0.003487i,-0.014857+0.0071184i,-0.041002+0.0068552i,-0.062673-0.00168i,-0.055353-0.0087368i,-0.029452-0.0023183i,-0.0090059+0.0098011i,-0.00067291+0.0117i,-0.00056876+0.0045188i,-0.0012893-0.0010615i,-0.00086323-0.0019352i,-0.0020385-0.00035945i,-0.0033857+0.0026603i,-0.0023581+0.005193i,-0.00069047+0.0060555i,0.00064707+0.005557i,0.0017384+0.0039286i,0.00077086+0.0035027i,-0.0011431+0.0045115i,-0.00078072+0.00448i,0.00034965+0.0029036i,0.00062141+0.0011561i,0.00035669+0.00068787i
-0.00088648-0.0029085i,-0.0015365-0.014551i,0.0048881-0.034084i,0.015931-0.046579i,0.021699-0.041138i,0.017881-0.02815i,0.010735-0.020811i,0.0064505-0.01822i,0.0049414-0.013629i,0.0033483-0.0083233i,0.00039763-0.0053518i,-0.001605-0.0036998i,-0.0015059-0.0030669i,-0.00030043-0.0030058i,0.00061752-0.0025301i,0.00077011-0.0020323i,0.0016386-0.001106i,0.0041416-0.00064699i,0.0055409-0.0017048i,0.0043721-0.0016209i,0.0024443-0.00021353i,0.0016742+0.00086086i,0.0025135+0.00092326i
0.0041432-0.00036713i,0.013219+0.0099478i,0.027303+0.033416i,0.032594+0.057326i,0.018425+0.054566i,-0.00052321+0.030838i,-0.0092266+0.0133i,-0.0076835+0.0067798i,-0.0023805+0.0044035i,0.00023403+0.00333i,0.00151+0.0021607i,0.0030829+0.00035462i,0.0039655-0.0011081i,0.003174-0.0017491i,0.0016773-0.0021475i,0.00032351-0.0024689i,-0.0011537-0.0031107i,-0.0025703-0.0034515i,-0.0027303-0.0025988i,-0.0024133-0.00098518i,-0.0026674+0.00020174i,-0.00266+0.00044622i,-0.0019164+0.00097497i
-0.0053755+0.0024906i,-0.018885+0.00045849i,-0.043289-0.01104i,-0.058186-0.03075i,-0.04347-0.037136i,-0.012637-0.020657i,0.0060192-0.0022327i,0.0055976+0.0067613i,0.00040915+0.009912i,-9.5955e-06+0.0087526i,0.00095488+0.0052132i,0.00015735+0.0040285i,-0.00052602+0.0049207i,-0.0007427+0.0055494i,-0.00050984+0.0047906i,-0.00024427+0.0031872i,0.00034764+0.002977i,0.0006302+0.0043562i,0.00013568+0.0050393i,0.0003029+0.0032853i,0.00012783+0.0003238i,-0.00014302-0.0016186i,-0.0001457-0.0015372i
0.0019498-0.0011259i,0.011599-0.0075133i,0.032181-0.011967i,0.051752-0.0072593i,0.048184+0.0014867i,0.025696-0.0012211i,0.0055496-0.012038i,-0.0027455-0.017252i,-0.0052586-0.015076i,-0.0065385-0.0092482i,-0.0061265-0.0040231i,-0.0042092-0.0025389i,-0.0024376-0.0046438i,-0.0017558-0.0066115i,-0.0013944-0.0061965i,-0.0012511-0.004378i,-0.00037552-0.0032495i,0.0012479-0.0038402i,0.001491-0.0046024i,0.00024474-0.0037577i,-0.00060907-0.0014906i,0.00035319+4.447e-05i,0.00091893+4.9303e-05i
0.00069585+0.0009976i,-0.0011352+0.010118i,-0.0081498+0.026225i,-0.018555+0.037305i,-0.024916+0.030631i,-0.023052+0.016651i,-0.014906+0.011828i,-0.0048718+0.0096384i,0.0015887+0.0029537i,0.0021577-0.0017791i,0.00096286-0.0020653i,0.00077575-0.0019337i,0.00093339-0.0013133i,0.0010257+0.0007793i,0.00054118+0.001614i,0.00029624+0.00044165i,-0.0011553+5.3575e-05i,-0.0036996+0.00079235i,-0.0034234+0.0027614i,-0.0005989+0.0046983i,0.0010453+0.0043714i,0.00029089+0.0027511i,-0.00070859+0.0013197i
-0.0035664+0.00029017i,-0.01117-0.0063029i,-0.021126-0.022325i,-0.021402-0.040223i,-0.0071992-0.038531i,0.0056925-0.019943i,0.010639-0.0056872i,0.011404+0.0022288i,0.0099441+0.0070869i,0.0085119+0.0051466i,0.0056741+0.0011546i,0.0019829+0.00035734i,0.0011884+0.0010947i,0.00098566+0.0026372i,8.8323e-05+0.0027398i,2.6897e-05+0.0025696i,0.0015532+0.0035006i,0.0037844+0.0043706i,0.0046372+0.0035635i,0.0040221+0.0011435i,0.0013545-5.4624e-05i,-0.00036474-0.00022861i,0.00035981-0.00097835i
0.0026201-0.0018696i,0.013183-0.00075107i,0.031117+0.0094817i,0.044705+0.023884i,0.035744+0.024978i,0.013839+0.0094297i,-0.0022571-0.005285i,-0.0091841-0.0094656i,-0.010738-0.0061169i,-0.0087971-0.00077152i,-0.0052137+0.0016465i,-0.0028121-0.00034138i,-0.00087023-0.0034215i,2.0468e-05-0.0053517i,-0.0007783-0.0057537i,-0.0010727-0.0052005i,-0.00037351-0.004896i,7.9084e-05-0.0051999i,-0.00086602-0.0055469i,-0.0027244-0.00506i,-0.0029817-0.0031925i,-0.0017013-0.0012505i,-0.0010271+0.00066634i
-0.0024421+0.0020497i,-0.010356+0.0069315i,-0.027957+0.011241i,-0.044533+0.0082805i,-0.042967+0.0018155i,-0.023709+0.0022117i,-0.0071727+0.0079478i,-0.0030254+0.0085618i,-0.0043591+0.0028521i,-0.0044166-0.00076678i,-0.0022032-0.00066862i,-0.0010237+0.00070011i,0.0001165+0.0028085i,0.0015915+0.004926i,0.0024322+0.0050331i,0.0028579+0.0033627i,0.0021317+0.0028219i,0.00043719+0.0045406i,-0.00054942+0.0066382i,0.0010809+0.0065963i,0.0032447+0.0035825i,0.0031031+0.00061426i,0.001376-0.0003379i
-0.00081292-0.0021827i,-0.00036488-0.010297i,0.0064025-0.024869i,0.018772-0.031378i,0.027149-0.020501i,0.024163-0.0087972i,0.016284-0.0075991i,0.012848-0.0081603i,0.011595-0.0066492i,0.007886-0.0055108i,0.0034369-0.0032406i,0.0014361-0.00081117i,0.0001809-0.00035263i,-0.0014253-0.00080932i,-0.0021701-0.00021122i,-0.002185+0.0012645i,-0.00081829+0.0017874i,0.0016575+0.00061701i,0.002729-0.0022224i,0.0013313-0.0044347i,-0.00067305-0.00327i,-0.00091308-0.0017846i,-0.001128-0.0014971i
0.0036791+0.0025864i,0.011636+0.0084025i,0.021378+0.021627i,0.020619+0.03203i,0.0058963+0.024178i,-0.0084607+0.0073873i,-0.013042+0.001063i,-0.0096687+0.0022138i,-0.0033201+0.0025838i,9.0737e-05+0.0017936i,-8.3613e-05+0.0001722i,-0.00062488-0.0016851i,-0.00067103-0.0028937i,-0.0012535-0.0039151i,-0.0023252-0.0037511i,-0.0024836-0.002907i,-0.0024596-0.0032492i,-0.0034776-0.0037113i,-0.0036213-0.0026418i,-0.0030853+0.00020324i,-0.0021327+0.0021407i,-0.00092927+0.0023209i,-0.00029568+0.0015956i
-0.0030705+0.0014795i,-0.013979+0.00169i,-0.031277-0.0035744i,-0.041087-0.01332i,-0.030736-0.015726i,-0.011737-0.0074198i,-0.00085977+0.0021185i,-0.00060574+0.0082543i,-0.0034263+0.01025i,-0.002482+0.0080818i,0.00056329+0.0053023i,0.0011894+0.004225i,0.0010358+0.0047895i,0.0022617+0.0050006i,0.0028404+0.0042115i,0.0024795+0.0032711i,0.0017727+0.0038158i,0.00083183+0.0060291i,0.0011742+0.0069813i,0.0026767+0.0051933i,0.002755+0.0021691i,0.0012561+0.00050541i,0.0013203-2.9701e-05i
-0.00038791-0.0034466i,0.005214-0.0091582i,0.018559-0.01418i,0.034496-0.012207i,0.036838-0.0045531i,0.024924-0.00299i,0.011535-0.011106i,0.0042148-0.018155i,0.00034833-0.016018i,-0.0023533-0.0088273i,-0.0024249-0.0044697i,-0.0011656-0.0038706i,-0.00070825-0.0042208i,-0.0011634-0.0039265i,-0.0018657-0.0026122i,-0.0013207-0.0014104i,0.0014063-0.0015908i,0.0037845-0.0029311i,0.0033497-0.0054667i,0.00078788-0.007232i,-0.0019699-0.0053392i,-0.0022767-0.0023987i,-0.0015686-0.0010695i
-0.00074185+0.0026867i,9.129e-05+0.0085394i,-0.0036084+0.018047i,-0.014938+0.02384i,-0.024605+0.017797i,-0.020537+0.0074969i,-0.0092308+0.00464i,-0.0011641+0.0029727i,0.0031656-0.0014685i,0.0033431-0.0028747i,0.0013891-0.0010691i,0.00077122-0.00045812i,0.00067489-0.0013277i,5.3498e-05-0.0012933i,0.00061431-0.00093017i,0.0011887-0.00063782i,-0.00051006-0.0003174i,-0.0031837+0.00044294i,-0.003912+0.0025056i,-0.0013028+0.0051658i,0.0018819+0.0053204i,0.0020642+0.0030368i,0.00050538+0.0014302i
-0.0029181-0.0010687i,-0.0088921-0.0024903i,-0.013584-0.01004i,-0.0097933-0.018467i,0.0009402-0.014142i,0.0074181-0.0018952i,0.0080199+0.0054998i,0.0078086+0.01018i,0.007068+0.012115i,0.006682+0.0078663i,0.0054137+0.0044058i,0.0030561+0.0047798i,0.00163+0.0047049i,0.0014545+0.0033155i,0.0012941+0.0023027i,0.00090485+0.0014724i,0.0012459+0.0014367i,0.0023828+0.0022771i,0.0030804+0.0022911i,0.0028312+0.0010987i,0.0015227+0.00018862i,-8.5835e-05+0.00035186i,0.00014956+0.00041115i
-0.010015+0.013445i,0.0020793+0.013577i,0.022919+0.023376i,0.038432+0.026284i,0.038022+0.01729i,0.021488-0.0019378i,0.00037682-0.012307i,-0.0091376-0.0097972i,-0.0091465-0.002631i,-0.0057916+0.002056i,-0.0022963-0.00016615i,-0.0029227-0.0047038i,-0.0054388-0.0072897i,-0.0066329-0.0082943i,-0.0072167-0.0069221i,-0.0060063-0.0041274i,-0.0027673-0.0031559i,-0.00031959-0.0049706i,-0.00061618-0.007534i,-0.0026954-0.0068317i,-0.0035928-0.0040572i,-0.0015768-0.0024216i,-0.00056949-0.00095893i
-0.0016502-4.2052e-05i,-0.0043196+0.0033595i,-0.014026+0.0080326i,-0.026168+0.0088678i,-0.028287+0.0031433i,-0.017294-0.00023233i,-0.0069483+0.0016753i,-0.0067442-4.6376e-05i,-0.0094565-0.0031472i,-0.0075373-0.0022788i,-0.0033047-0.00099996i,-0.0012517-0.0012439i,-0.00066297-0.0006053i,0.00087363+0.0017137i,0.0020999+0.0025386i,0.0014099+0.0017164i,-0.00035114+0.0018972i,-0.0023418+0.0038709i,-0.0025701+0.0068641i,-0.00018325+0.0082551i,0.0014477+0.0060823i,0.0013352+0.0032551i,0.0012898+0.0021916i
-0.0025898-0.0039389i,-0.0037108-0.0070178i,-6.2521e-05-0.013578i,0.010907-0.015603i,0.019925-0.0078618i,0.019443-0.00024528i,0.016778-0.0012791i,0.016916-0.004469i,0.013862-0.0051823i,0.0079253-0.0039576i,0.0046585-0.0018506i,0.0043457+1.9421e-05i,0.0029927+0.00071053i,0.0005879+0.00074847i,3.7568e-05+0.0013253i,0.00023497+0.0021736i,0.00083098+0.0024624i,0.0027066+0.0014831i,0.0046047-0.0013349i,0.003877-0.0036375i,0.00094713-0.0034892i,-0.001266-0.0023309i,-0.0015519-0.0017061i
0.0010648+0.0020924i,0.0055117+0.0046483i,0.0097677+0.012891i,0.0071836+0.017226i,-0.00024062+0.01078i,-0.0047943+0.001703i,-0.004805+0.00032325i,-0.0020976+0.0025927i,0.0022384+0.003446i,0.0035454+0.0025679i,0.00078954+0.00024276i,-0.00034197-0.0011552i,3.1923e-05-0.001752i,-0.0013663-0.0030472i,-0.0027232-0.0037989i,-0.0028461-0.0026152i,-0.0023168-0.0025714i,-0.0023942-0.00339i,-0.003695-0.0033039i,-0.004095-0.0012112i,-0.0025855+0.0012526i,-0.0015401+0.00066166i,-0.0010165+0.00021602i
-0.0028571-0.0029008i,-0.0078994-0.0015729i,-0.017523-0.00267i,-0.022439-0.0066641i,-0.017102-0.0067899i,-0.0091041-0.0011688i,-0.006126+0.0049094i,-0.008646+0.008274i,-0.0098972+0.0088377i,-0.0062424+0.0065726i,-0.0022165+0.0042296i,-0.00095714+0.0042891i,0.00096814+0.0045318i,0.0043345+0.003231i,0.0050495+0.0014766i,0.0040531-0.00031914i,0.0028815-0.00034296i,0.0016755+0.0033694i,0.0012876+0.0072926i,0.0023555+0.0074067i,0.0033546+0.0050413i,0.0024479+0.0026975i,0.0013475+0.0018132i
0.00050437-0.0026135i,0.0032906-0.0058563i,0.0097156-0.0096967i,0.018097-0.00908i,0.019064-0.0034452i,0.010665-0.0018794i,0.003145-0.0075896i,0.0013704-0.011743i,0.00063081-0.010209i,-0.0011244-0.0065901i,-0.0015223-0.0040685i,-0.0018992-0.0021557i,-0.0026041-0.00095414i,-0.0022713-0.00036247i,-0.0022359-8.9733e-05i,-0.0016687+0.0002034i,0.00068099-0.00017936i,0.0036673-0.0030114i,0.0045249-0.0074394i,0.0018568-0.0095075i,-0.0014009-0.0075448i,-0.0023212-0.0043941i,-0.0013133-0.0022437i
-0.00038813+0.0014022i,-0.00052122+0.0035312i,-0.0040314+0.0099994i,-0.011165+0.012819i,-0.014777+0.0062347i,-0.01004-0.0014695i,-0.0027448-0.0030337i,0.0011222-0.0045185i,0.0023068-0.006578i,0.0021058-0.0055784i,0.0007602-0.0043315i,-0.00023556-0.0043156i,-0.00054581-0.0044514i,-0.0022188-0.0032972i,-0.0028031-0.0013808i,-0.0013743-0.00066689i,-0.0019931-0.0003604i,-0.0048347+0.0010768i,-0.0062353+0.0030567i,-0.0042678+0.0043946i,-0.0018259+0.0031593i,-0.0010434+0.001954i,-0.00079914+0.0016499i
-0.0012593+0.001291i,-0.0048942-0.00049261i,-0.0071366-0.004107i,-0.0034624-0.0082583i,0.0029772-0.0052866i,0.005023+0.0019002i,0.004476+0.0071957i,0.0051643+0.010629i,0.0048003+0.0096708i,0.0041961+0.0054993i,0.0039305+0.0034699i,0.0029024+0.003798i,0.0025761+0.0034059i,0.0026504+0.0015776i,0.001478+0.00048678i,-0.00022857+0.00095892i,-0.00072609+0.0016549i,8.6516e-05+0.0028313i,0.0019977+0.0039124i,0.0038839+0.0028736i,0.0038355+0.0015166i,0.0018807+0.0011403i,0.0008161+0.00023544i
-0.0010841-0.0042374i,0.00041739-0.0045587i,0.0032136-0.0037343i,0.0062639+0.00084858i,0.0063329+0.0044977i,0.0030441+0.0034132i,-0.0010716-0.00036579i,-0.0032744-0.002229i,-0.004387-0.00030823i,-0.0048935+0.0013102i,-0.0030588+0.0011342i,-0.0010639+0.00040641i,-0.00047824-0.00086554i,-0.00031664-0.0021177i,-0.00093769-0.00222i,-0.0017659-0.0017042i,-0.00099423-0.0022512i,0.00024936-0.0042055i,0.00046639-0.006278i,-0.00071035-0.0071574i,-0.0019039-0.005795i,-0.0018167-0.0040351i,-0.0010958-0.0023753i
-0.001527+0.001036i,-0.0028843+0.0048265i,-0.0079527+0.008371i,-0.014155+0.0070861i,-0.014442+0.00083174i,-0.0095889-0.0026059i,-0.0063311-0.0029605i,-0.0072876-0.0043722i,-0.0077245-0.0064461i,-0.0054721-0.0056208i,-0.0031881-0.0034386i,-0.00149-0.0025488i,8.6162e-06-0.00084072i,0.0013845+0.0012483i,0.0023939+0.00073617i,0.002538-0.0007148i,0.0013956+0.00075642i,-0.0012022+0.0046283i,-0.0033388+0.0082887i,-0.0026387+0.0089i,-0.00029495+0.0064885i,0.00088753+0.00392i,-1.2998e-05+0.0026648i
0.0016695-0.0020623i,-0.00039727-0.0035011i,0.00061657-0.0075365i,0.0065981-0.00814i,0.011636-0.002957i,0.0093565+0.0014004i,0.0077009-0.00041404i,0.0089196-0.0022813i,0.008189-0.0025174i,0.005183-0.0029558i,0.0028708-0.001903i,0.0024575-0.00010505i,0.0022738+0.0014816i,0.0014666+0.0020549i,0.0010081+0.0017889i,0.0016247+0.0018555i,0.0027043+0.0015793i,0.0037509+0.00041891i,0.00485-0.0021443i,0.005064-0.0041465i,0.0032023-0.0035435i,0.00094681-0.00065368i,0.0001458+5.506e-05i
0.0011483-0.0026055i,0.0012788-0.0011673i,0.00069656+0.00086774i,-0.0018016+0.0036127i,-0.0053371+0.0031622i,-0.0039694+0.00028935i,-0.0010442-0.00066057i,0.0013675+0.001007i,0.0033058+0.0025202i,0.0029516+0.0022043i,0.00091149+0.00084735i,0.00013349-0.0007182i,-0.00012373-0.0024001i,-0.0023019-0.0033494i,-0.0036554-0.0029746i,-0.0033489-0.002601i,-0.0025701-0.0025403i,-0.0027492-0.0027295i,-0.0044314-0.0028834i,-0.0049174-0.0020682i,-0.0032315-0.00092772i,-0.0015401-0.0014922i,-0.00076858-0.0022185i
-0.00070202+0.0020024i,-0.0022384+0.0020494i,-0.0057153+0.0014687i,-0.0080572-6.2708e-05i,-0.0058976-0.0012422i,-0.0034538-0.0009803i,-0.0044383+0.001533i,-0.0075722+0.0046245i,-0.0079151+0.004432i,-0.0044669+0.0023033i,-0.0022183+0.0019145i,-0.0014675+0.0023199i,0.00076429+0.0019063i,0.0031192+0.0010964i,0.0032478-0.00024864i,0.0015524-0.00081368i,-0.00028164+0.00078017i,-0.00092887+0.003378i,7.5825e-05+0.0059107i,0.0019275+0.00635i,0.0017993+0.0049717i,0.00094365+0.003614i,0.0012435+0.002486i
0.00079375+7.9254e-06i,0.00231-0.0023024i,0.0071392-0.0047679i,0.012773-0.0041017i,0.01237-0.001526i,0.0059301-0.0013849i,0.0011922-0.0033793i,0.00018257-0.0055132i,-0.00086988-0.005705i,-0.0016042-0.0041626i,-0.00069404-0.0018883i,-9.3018e-05-5.3679e-05i,-1.5754e-05-0.00018832i,-0.00016641-0.00019025i,-0.0012486+0.0004596i,-0.0011245+0.00031962i,0.00080439-9.3036e-05i,0.002979-0.0017977i,0.0041212-0.0054901i,0.0036626-0.0072943i,0.001906-0.0061739i,5.7784e-05-0.0043364i,-0.00055111-0.0025931i
-0.0010769-0.0013488i,-0.00076239-4.0584e-05i,-0.0039366+0.002287i,-0.0090969+0.0034027i,-0.010121+0.0012287i,-0.0052071-0.0015854i,0.0012385-0.0027477i,0.0052922-0.0043209i,0.0063526-0.0053632i,0.0040701-0.0047159i,0.0013439-0.0037591i,-0.00045352-0.0029726i,-0.0022767-0.0025663i,-0.0029416-0.0016983i,-0.0025331-0.00019105i,-0.0014003+9.1517e-05i,-0.00076614+0.00028767i,-0.0019878+0.0012673i,-0.0039733+0.0031721i,-0.004053+0.0041285i,-0.0025493+0.0027673i,-0.0011383+0.0013736i,-0.00054807+0.00064718i
0.00076065+0.0030413i,-0.00080736+0.0032367i,-0.0021599+0.0019286i,-0.00036316-0.00038953i,0.003764-0.00062148i,0.0034752+0.00064635i,0.0023166+0.0027712i,0.003327+0.0059412i,0.0035679+0.0063278i,0.0031368+0.0048649i,0.0019584+0.0039031i,0.00067196+0.0026315i,0.0010528+0.0013802i,0.0020671+1.3584e-05i,0.0023874-0.00026252i,0.0016318+0.00092833i,0.00063539+0.0011907i,0.0016295+0.0022139i,0.0040655+0.0031532i,0.0045089+0.0028443i,0.003134+0.0016892i,0.0014504+0.00083351i,0.00050179+0.00065106i
-0.0018427-0.0012255i,-0.0019744-0.0017006i,0.0007174-0.0008203i,0.0039133+0.0017807i,0.0040767+0.0023686i,0.0018354+0.00061125i,-0.0018956+0.00025196i,-0.0044436+0.0019658i,-0.0046117+0.0044944i,-0.003688+0.0042791i,-0.0023042+0.0014007i,-0.0013018+0.00044248i,-0.00040238-1.8773e-05i,-0.0010442-0.0011605i,-0.001926-0.0012766i,-0.0017774-0.00059334i,-0.00073368-0.0008108i,-1.8297e-05-0.0031869i,-0.0011115-0.006398i,-0.0018101-0.0064798i,-0.0013716-0.0038128i,-0.00044037-0.0024458i,-0.00048778-0.0018295i
-0.0012541-0.0012313i,-0.00021903+3.6818e-05i,-0.0023189+0.0018278i,-0.0071074+0.0030395i,-0.0078978+0.002844i,-0.0045249-0.0002305i,-0.0032565-0.0029659i,-0.0047753-0.0048925i,-0.0052638-0.0062024i,-0.0040812-0.0050627i,-0.0030571-0.0032465i,-0.0022825-0.0020193i,-0.0018169-0.00081539i,-0.00029435-3.479e-05i,0.0013075-0.00083341i,0.0021423-0.001568i,0.0016592-0.0011782i,-0.00061769+0.0014762i,-0.0033677+0.0052057i,-0.0031882+0.0069982i,-0.0015032+0.0052034i,-0.00089214+0.0024087i,-0.00068475+0.0018231i
0.0012998+0.0007393i,0.00071445-0.00043249i,0.0012776-0.0027386i,0.0052984-0.0038963i,0.0080939-0.0035519i,0.0056618-0.0035209i,0.0045899-0.0041061i,0.0062597-0.0038314i,0.0061729-0.0038678i,0.0039722-0.0039057i,0.0021376-0.0020711i,0.0018246+0.00011306i,0.0017427+0.00092646i,0.0013943+5.7665e-05i,0.0011899-0.00033341i,0.001327+2.9691e-05i,0.0018504+1.9849e-05i,0.0034727-0.00051316i,0.0056737-0.0023644i,0.0055489-0.0031724i,0.0031288-0.0026284i,0.0005734-0.00094039i,-0.00030716-0.0008118i
-0.0010935-0.00089241i,-0.00075226-0.00066083i,-0.00099403+0.00022797i,-0.0021773+0.00066655i,-0.0029891-3.7735e-05i,-0.0011701+0.00026171i,0.0017585+0.0018242i,0.0046498+0.0032544i,0.0053807+0.0038472i,0.0033535+0.003046i,0.0017391+0.0012925i,0.001264-0.00045773i,0.0008956-0.0015107i,0.0004769-0.0013927i,-0.00052944-0.0010255i,-0.001128-0.00079047i,-0.0011719-0.00092268i,-0.0020224-0.00073451i,-0.0038119-0.0010814i,-0.0041578-0.0014406i,-0.0023257-0.0010237i,-0.0010409-0.00064355i,-0.0010834-0.00051429i
