4.8959e-05+0.00026527i,0.0007531+0.00029365i,0.0012661-0.0016616i,0.00032025-0.0025453i,-0.00098519-0.0011758i,-0.0015356+0.00035719i,-0.00082552+0.001485i,0.00013222+0.0017782i,0.0007166+0.00086682i,0.00084792-0.0001044i,0.0005007+7.763e-05i,-5.7324e-05+0.00076927i,3.9986e-05+0.00069091i,-8.7086e-05+0.00053741i,-0.00067639+0.00034958i,-0.0010793+0.00012997i,-0.00093049-6.4812e-05i,-0.00046141-2.3962e-05i,0.00024308-3.7937e-05i,0.00018521+0.00012864i,0.00021816+0.00035384i,0.00040761+0.00024691i,3.7831e-05+0.00034475i
-0.06601+0.0061748i,-0.154-0.019938i,-0.25401-0.094563i,-0.32203-0.15934i,-0.29114-0.14485i,-0.17519-0.090714i,-0.085879-0.045958i,-0.033412-0.010067i,0.013093-0.00053962i,0.021588-0.010517i,-0.0013429-0.010552i,-0.022944-0.0075786i,-0.036984+0.0019962i,-0.041263+0.024944i,-0.037069+0.04113i,-0.031634+0.037537i,-0.027931+0.019688i,-0.02193-0.0014504i,-0.016452-0.017245i,-0.015272-0.021508i,-0.011285-0.017344i,-0.0018701-0.014893i,0.003196-0.014187i
-0.096534-0.096495i,-0.16223-0.19914i,-0.13586-0.24336i,-0.012964-0.17105i,0.086414-0.050424i,0.10727+0.027916i,0.081465+0.030477i,0.032036+0.0023876i,-0.0085627-0.00080707i,-0.011023+0.0057138i,0.004197-9.2142e-05i,0.013072-0.0081346i,0.01756-0.01229i,0.021886-0.015625i,0.028112-0.012888i,0.035287-0.0024135i,0.032332+0.0084665i,0.017072+0.014665i,0.003662+0.017592i,-0.0012039+0.019267i,-0.0024686+0.018976i,-0.0041955+0.014896i,-0.0043305+0.0093143i
0.14552-0.03668i,0.30336-0.039255i,0.4093-0.0034051i,0.35363+0.0048601i,0.17762-0.021797i,0.042395-0.025923i,0.017835-0.014118i,0.029071-0.0060913i,0.022884+0.0032855i,0.013126+0.0034757i,0.0041037-0.005523i,-0.00092619-0.0081979i,-0.0059862-0.011674i,-0.023732-0.017718i,-0.043307-0.019168i,-0.046527-0.01945i,-0.03219-0.019623i,-0.011542-0.016776i,0.0046426-0.014621i,0.0079282-0.015348i,0.0014165-0.012668i,-8.0973e-05-0.0037716i,0.0032296+0.0025064i
0.0030337+0.068096i,-0.062354+0.1297i,-0.20213+0.20889i,-0.28388+0.26642i,-0.22469+0.2286i,-0.13471+0.14263i,-0.081269+0.097821i,-0.030118+0.069525i,-0.00089673+0.025713i,-0.0033432+0.0015306i,-0.0057152+0.00064313i,-0.0099578+0.0056694i,-0.0085365+0.015982i,0.007086+0.022286i,0.016918+0.02116i,0.012986+0.022924i,0.003572+0.022013i,-0.0044588+0.010233i,-0.011179-0.0014414i,-0.015097-0.0043574i,-0.014661-0.006694i,-0.015599-0.012328i,-0.016452-0.012833i
-0.043149+0.072256i,-0.041142+0.077016i,-0.0079913-0.068593i,0.022373-0.26214i,0.041629-0.30176i,0.050842-0.21288i,0.035263-0.12449i,-0.0021738-0.061888i,-0.012896-0.017304i,0.0042627-0.0026231i,0.014518-0.0052301i,0.014822-0.015425i,0.0084077-0.027282i,0.0015571-0.033502i,0.0017355-0.034051i,0.0077852-0.030058i,0.01349-0.021127i,0.012241-0.0076047i,0.011146+0.0061373i,0.015642+0.0099078i,0.017693+0.0056323i,0.015313+0.0067418i,0.014461+0.0091075i
-0.067355-0.083631i,-0.077791-0.12697i,-0.00071427-0.098518i,0.094804-0.0026125i,0.10195+0.080879i,0.046038+0.090378i,0.0052329+0.056877i,-0.0025197+0.027572i,-0.0011955+0.014452i,-0.0027614+0.011984i,-0.0018379+0.01418i,0.0048678+0.012349i,0.0085947+0.0062406i,0.00302+0.0063248i,-0.0077091+0.01073i,-0.020389+0.012097i,-0.024135+0.011739i,-0.0099453+0.0082705i,0.0051576-0.0021401i,0.0062657-0.01031i,0.0039543-0.0096483i,0.0078059-0.0093163i,0.0080714-0.010862i
0.051545-0.031711i,0.061148+0.0070073i,0.057982+0.13855i,0.064891+0.22598i,0.054886+0.16306i,0.02368+0.079768i,0.015543+0.058726i,0.028439+0.038747i,0.025982+0.015664i,0.015147+0.011572i,0.0099919+0.011527i,0.011471+0.014278i,0.021477+0.013337i,0.028459+0.00070007i,0.025498-0.010945i,0.019989-0.011027i,0.011184-0.003061i,-0.003572+0.0043111i,-0.014822+0.00911i,-0.014624+0.011281i,-0.010462+0.0085397i,-0.013288+0.0057594i,-0.015328+0.0065198i
0.071168+0.0079143i,0.055245-0.052663i,-0.10015-0.15292i,-0.27766-0.18385i,-0.27313-0.12616i,-0.15734-0.093426i,-0.10426-0.08038i,-0.091981-0.032336i,-0.062039-0.00091161i,-0.033402-0.0050239i,-0.01998-0.0099636i,-0.020305-0.0069058i,-0.023614+0.0034969i,-0.015984+0.013013i,-0.0040307+0.011468i,0.0014804+0.00092233i,-0.0011186-0.0070826i,-0.0024641-0.002677i,0.0049391+0.0048792i,0.010147+0.0057063i,0.0079252+0.0055887i,0.0074925+0.0054723i,0.0079528+0.00082143i
-0.01832+0.088672i,0.036559+0.12768i,0.19119+0.065783i,0.32519-0.055635i,0.30645-0.094201i,0.20966-0.054463i,0.12475-0.037293i,0.057172-0.03824i,0.018514-0.022342i,0.0050802-0.0074108i,-0.0010686-0.0049175i,-0.0026028-0.0045213i,-0.0031288-0.00096561i,-0.0044794+0.0070161i,-0.004417+0.01435i,-0.0031702+0.016417i,-0.00014232+0.0092012i,0.00080887-0.0082062i,-0.0069536-0.021775i,-0.014536-0.020363i,-0.012938-0.013151i,-0.0090209-0.011241i,-0.0069594-0.0085381i
-0.070079-0.0087262i,-0.097266+0.0364i,-0.073574+0.14169i,-0.032151+0.22826i,-0.026616+0.21801i,-0.022451+0.16402i,0.020959+0.091158i,0.050207+0.0058291i,0.043944-0.03736i,0.028176-0.033628i,0.012122-0.018885i,0.0017427-0.011583i,-0.003241-0.01162i,-0.0099679-0.0077738i,-0.014554-0.0010627i,-0.011714+5.5294e-05i,-0.0090074+0.00026101i,-0.0084364+0.0070348i,-0.0053548+0.015077i,-0.0023964+0.012761i,-0.0025654+0.0049538i,-0.0013963+0.0050888i,0.0026081+0.0080673i
-0.024292-0.079963i,-0.10989-0.10643i,-0.24795-0.031243i,-0.30252+0.087463i,-0.21574+0.10017i,-0.12567+0.041844i,-0.074614+0.040516i,-0.025651+0.068333i,0.00096914+0.066423i,0.0082397+0.042511i,0.010542+0.017441i,0.0075633+0.0085378i,0.006625+0.0080078i,0.0073799-0.0020592i,0.0060121-0.013857i,0.004076-0.016945i,0.0046023-0.012444i,0.011355-0.0071609i,0.021635-0.0082393i,0.026939-0.012544i,0.025415-0.01123i,0.020935-0.0084498i,0.013743-0.0064532i
0.10191-0.021837i,0.17293-0.13735i,0.1566-0.35823i,0.029356-0.50669i,-0.072246-0.42065i,-0.067317-0.24765i,-0.044679-0.12908i,-0.033305-0.04495i,-0.010783+0.0041808i,0.0014031+0.017218i,0.002103+0.017687i,0.0025452+0.010335i,0.0005988+0.00071893i,-0.0014434-0.001623i,-0.0014439+0.0026728i,0.00039516+0.0070216i,0.0010634+0.0038269i,-0.007488-0.002904i,-0.020382-0.00010844i,-0.021641+0.0080838i,-0.015506+0.0087622i,-0.01355+0.0058801i,-0.010311+0.005074i
0.020264+0.096253i,0.1035+0.20357i,0.26637+0.27639i,0.3977+0.24784i,0.37811+0.1599i,0.26572+0.093952i,0.14997+0.039418i,0.046903-0.015517i,-0.017279-0.035157i,-0.025125-0.020446i,-0.0095487-0.0036561i,-0.00047954+0.0060156i,0.001584+0.0099441i,0.0027789+0.01038i,0.0032116+0.012717i,0.0020699+0.016238i,0.0036865+0.020308i,0.012086+0.02094i,0.019184+0.016936i,0.014297+0.013873i,0.0036123+0.01293i,-0.0016701+0.011064i,-0.0037583+0.0080642i
-0.093014+0.02567i,-0.18144+0.097012i,-0.21097+0.19876i,-0.15945+0.2314i,-0.11035+0.15749i,-0.091654+0.078105i,-0.050995+0.050501i,0.0023539+0.043002i,0.025674+0.030615i,0.014582+0.007941i,-0.0072642-0.0079i,-0.013586-0.008377i,-0.0078316-0.007171i,-0.0097287-0.010422i,-0.017135-0.016105i,-0.019409-0.019117i,-0.01325-0.016083i,-0.0065341-0.013894i,-0.006627-0.02035i,-0.0078133-0.028046i,-0.0038387-0.027789i,-0.0012394-0.023036i,-0.0036096-0.014668i
-0.03484-0.10445i,-0.14016-0.21468i,-0.30895-0.2423i,-0.38166-0.13619i,-0.27306-0.018235i,-0.12798+0.019408i,-0.056863+0.021262i,-0.018296+0.018561i,0.0051884+0.0096975i,0.0099745+0.0073842i,0.0099159+0.0047747i,0.00099248-0.00045468i,-0.0075897+0.00035048i,-0.0052473+0.0022869i,-0.00038115+0.0018694i,-0.0015349+0.0017827i,-0.011288+0.0045396i,-0.018654+0.013869i,-0.012779+0.02584i,-0.0015907+0.028393i,0.002159+0.021455i,6.319e-05+0.013692i,-0.0014123+0.0061895i
0.12309-0.02356i,0.29291-0.10736i,0.43893-0.26285i,0.43016-0.3751i,0.30619-0.33851i,0.19255-0.22665i,0.095994-0.14538i,-0.0040319-0.082013i,-0.049647-0.028487i,-0.034934-0.012909i,-0.012788-0.018437i,-0.0013405-0.018016i,0.0048976-0.011733i,0.012038-0.0069846i,0.020437-0.0055884i,0.023922-0.0059882i,0.021932-0.0052589i,0.017491-0.0079425i,0.013778-0.014048i,0.012646-0.012655i,0.010543-0.0036059i,0.0084983+0.00081198i,0.0068872-0.0014463i
0.013819+0.11789i,0.046297+0.27097i,0.090928+0.40504i,0.10651+0.43264i,0.077224+0.37333i,0.034581+0.27462i,0.028427+0.1646i,0.052518+0.0664i,0.052045+0.0055215i,0.022662-0.0058905i,0.0011087+0.0062681i,-0.003285+0.0091509i,-0.0050454+0.0027806i,-0.010692+0.00098437i,-0.017832+0.0044797i,-0.021151+0.0051355i,-0.020429-0.00014611i,-0.021019-0.0039431i,-0.025566-0.00012037i,-0.029004+0.0014297i,-0.02484-0.0060507i,-0.017512-0.0112i,-0.0091031-0.0084508i
-0.10946+0.016049i,-0.23813+0.074876i,-0.30741+0.16625i,-0.24731+0.19471i,-0.14779+0.12445i,-0.071592+0.059686i,-0.0053782+0.033164i,0.031084+0.00092359i,0.036175-0.016444i,0.039987-0.013787i,0.03668-0.013817i,0.023699-0.0095802i,0.014802-0.0018232i,0.0085557+0.0017047i,0.0033504+0.0042649i,0.0014197+0.0068221i,0.0014994+0.009645i,0.0076183+0.010773i,0.019738+0.0065865i,0.02778+0.00022052i,0.025459-0.00082344i,0.019448+0.00047995i,0.01263-0.00090815i
-0.01923-0.1186i,-0.081535-0.29819i,-0.19758-0.45947i,-0.29487-0.44927i,-0.28445-0.29738i,-0.20485-0.15636i,-0.14286-0.051487i,-0.092319+0.04071i,-0.042518+0.072508i,-0.021659+0.049385i,-0.016935+0.025556i,-0.0078412+0.01074i,0.00128-0.00093778i,0.0065854-0.011174i,0.0079938-0.020967i,0.0076647-0.026127i,0.0064854-0.025655i,-4.9086e-05-0.022633i,-0.011144-0.01787i,-0.013946-0.0091857i,-0.0053147-0.0008958i,0.0019095+0.0022808i,0.0033549+0.0031523i
0.12109+0.0035997i,0.29709+0.012227i,0.47393+0.019901i,0.51807+0.0064073i,0.41378-0.0089064i,0.26627+0.0028605i,0.15686+0.011366i,0.084314-0.0080354i,0.029714-0.016113i,0.0078018+0.0033386i,0.012277+0.014916i,0.013461+0.014041i,0.006681+0.014733i,-0.00095774+0.017192i,-0.0059328+0.018384i,-0.0084812+0.015391i,-0.0091837+0.0097005i,-0.0052506+0.0083281i,0.0017926+0.014591i,0.0028857+0.022353i,-0.0047996+0.023171i,-0.010123+0.018881i,-0.0070608+0.011962i
0.0019405+0.10527i,-0.002217+0.21984i,-0.023087+0.28643i,-0.061708+0.24341i,-0.093613+0.14759i,-0.097651+0.065825i,-0.086387+0.0052527i,-0.075172-0.021528i,-0.049778-0.025925i,-0.027718-0.032816i,-0.025802-0.030841i,-0.023727-0.017395i,-0.01233-0.0038836i,0.002467+0.0039979i,0.014065+0.0052657i,0.018309+0.005436i,0.017906+0.0055826i,0.015306-0.0019945i,0.0079084-0.016686i,-0.0025524-0.025332i,-0.0057819-0.022613i,-0.0028452-0.016797i,-0.0015377-0.012098i
-0.10619+0.00013408i,-0.24959+0.019673i,-0.36473+0.069486i,-0.32164+0.11594i,-0.17336+0.10046i,-0.079572+0.062902i,-0.034257+0.068297i,0.015297+0.075595i,0.034036+0.055907i,0.020271+0.037694i,0.0088646+0.024684i,-0.00022658+0.0099867i,-0.0105+0.00068596i,-0.018418-0.0049288i,-0.022752-0.0095514i,-0.020898-0.011785i,-0.014227-0.011021i,-0.0086861-0.0023185i,-0.004708+0.010925i,-0.00076352+0.014546i,0.002225+0.0068669i,0.002777+0.00081595i,0.0037822+0.00066176i
0.01389-0.10575i,0.051337-0.26258i,0.10961-0.42919i,0.11408-0.47505i,0.060612-0.36932i,0.038568-0.23958i,0.031884-0.16825i,0.00028945-0.11604i,-0.015543-0.057374i,-0.00087075-0.024393i,0.01048-0.019752i,0.010573-0.017331i,0.0070085-0.0091189i,0.0054053+0.0021133i,0.0071194+0.012954i,0.0052977+0.017902i,0.0020513+0.016539i,0.0051112+0.0083933i,0.014183-0.0037721i,0.01773-0.0083138i,0.013041-0.0012679i,0.0096509+0.0056045i,0.007395+0.004919i
0.082528+0.024236i,0.17611+0.085048i,0.2323+0.18458i,0.21349+0.25691i,0.16286+0.24246i,0.099059+0.16916i,0.022509+0.10532i,-0.019654+0.065773i,-0.025644+0.026906i,-0.027921+0.0064448i,-0.022579+0.010273i,-0.0092844+0.011663i,-0.00076678+0.0026369i,0.0012903-0.010206i,0.0025-0.020293i,0.0053941-0.021091i,0.0070611-0.013744i,0.0014274-0.0038573i,-0.011507+0.0045727i,-0.018831+0.0077184i,-0.017569+0.0038309i,-0.016121-0.00097521i,-0.012892-0.00049188i
-0.0082707+0.081037i,-0.024907+0.16982i,-0.038218+0.20824i,-0.03583+0.13894i,-0.030526+0.034644i,-0.016246-0.0053259i,0.035414-0.0094852i,0.074544-0.023713i,0.066828-0.024995i,0.046907-0.012932i,0.02993-0.0057746i,0.015396-7.0686e-05i,0.0052093+0.0038554i,-0.003477+0.0086386i,-0.009473+0.013683i,-0.012203+0.01135i,-0.012308+0.0053595i,-0.0042212+0.0040341i,0.010338+0.0048769i,0.017136+0.00042393i,0.010132-0.0047378i,0.0025297-0.0040872i,0.0023574-0.0014219i
-0.07864-0.022725i,-0.19394-0.080594i,-0.31205-0.13432i,-0.33084-0.11014i,-0.2355-0.033637i,-0.12767-0.0040443i,-0.085848-0.015168i,-0.069653-0.0060742i,-0.033146+0.009058i,-0.0087571+0.0040707i,-0.0089929-0.0036518i,-0.0094792-0.0045823i,-0.0028434-0.0036959i,0.0068276-0.0025534i,0.014361-0.00033131i,0.014943+0.0051471i,0.0094246+0.0097676i,-0.00086304+0.0073378i,-0.010984-0.00098954i,-0.011428-0.0053488i,-0.0022131-0.0039808i,0.0039001-0.0061465i,0.001675-0.0074651i
0.03519-0.063075i,0.11927-0.12012i,0.24842-0.14285i,0.32436-0.12829i,0.27831-0.10988i,0.18084-0.064176i,0.11371+0.0069901i,0.066824+0.042144i,0.022057+0.040556i,0.0019611+0.03542i,0.0032604+0.025429i,0.0032544+0.012602i,0.00093313+0.0045124i,-0.0068108+0.00011279i,-0.01804-0.0024212i,-0.021239-0.0053315i,-0.013589-0.0072478i,-0.0018228-0.001201i,0.0065858+0.010687i,0.0089653+0.016626i,0.0050346+0.013793i,-0.0021227+0.011254i,-0.0057231+0.010552i
0.050049+0.024043i,0.080861+0.06476i,0.048762+0.095173i,-0.052962+0.10106i,-0.11555+0.10764i,-0.094423+0.087412i,-0.05274+0.02038i,-0.02627-0.028954i,-0.0099547-0.029846i,-0.0028201-0.02164i,-0.0037963-0.017611i,-0.0041525-0.0094968i,-0.0017376-0.0012993i,0.0027283+0.001605i,0.0052543+0.0021695i,0.00068982+0.0027984i,-0.0077365+0.0023897i,-0.0112-0.0030025i,-0.008758-0.012834i,-0.0064793-0.015552i,-0.0055282-0.0099383i,-0.0020206-0.0071626i,0.00056375-0.0086374i
-0.022348+0.056957i,-0.06429+0.11925i,-0.091846+0.16607i,-0.04906+0.15195i,0.024056+0.083798i,0.035212+0.025344i,-0.0027141+0.023329i,-0.019572+0.034349i,-0.013058+0.020979i,-0.010251+0.0083769i,-0.010557+0.0055481i,-0.01102+0.0035349i,-0.0092144+0.0016265i,-0.0031893-0.0034557i,0.0030776-0.011038i,0.0093927-0.01456i,0.01113-0.010523i,0.0050286-0.00056284i,-0.0028986+0.01025i,-0.0036719+0.011245i,0.00047108+0.0013212i,0.00027544-0.0071498i,-0.0024539-0.0072375i
-0.03757-0.036658i,-0.063391-0.12084i,-0.063351-0.2312i,-0.055217-0.28277i,-0.070655-0.22878i,-0.055924-0.12628i,0.0022206-0.063045i,0.029023-0.034154i,0.017558-0.0067055i,0.010878+0.0051096i,0.011301-1.7087e-05i,0.0088417-0.0049693i,0.0040475-0.0051445i,0.00047347+0.0024813i,-0.0014703+0.012375i,-0.0043163+0.012057i,-0.0059599+0.0014396i,-0.0023611-0.0085943i,0.0042066-0.012224i,0.0072908-0.01038i,0.0068623-0.0039827i,0.0084733+0.0025034i,0.010425+0.0049521i
0.024448-0.02385i,0.061027-0.011936i,0.095314+0.075421i,0.11395+0.19008i,0.12721+0.21543i,0.11273+0.14874i,0.052504+0.068494i,0.0025492+0.016444i,-0.010221-0.00776i,-0.011358-0.012434i,-0.0092959-0.0076595i,-0.0041977-0.0028199i,-0.0013713-0.0015256i,-0.0029398-0.004197i,-0.0056964-0.00556i,-0.0063918+0.00018438i,-0.0048385+0.0081937i,-0.005567+0.010585i,-0.010303+0.0079994i,-0.010261+0.0084953i,-0.0046327+0.0091611i,-0.0023792+0.0043617i,-0.0043115-0.00042608i
0.026835+0.018315i,0.04686+0.038857i,0.043787+0.025735i,0.010267-0.041567i,-0.034729-0.09705i,-0.060322-0.081918i,-0.038865-0.024573i,-0.0040639+0.0091901i,0.00595+0.0077687i,0.0055527+0.0027159i,0.0050582+0.0039165i,0.0037896+0.0070942i,0.0044096+0.0059025i,0.0023344-0.0011262i,-0.0023439-0.0088766i,-0.00347-0.015736i,0.00055122-0.016795i,0.0071213-0.01211i,0.0111-0.0064224i,0.0081711-0.003925i,0.001282-0.0040963i,-0.0035622-0.00073609i,-0.0038987+0.0031351i
-0.025442+0.021828i,-0.076787+0.029125i,-0.15204+0.0098819i,-0.18976+0.011496i,-0.13967+0.057972i,-0.054536+0.073696i,-0.0061909+0.032783i,0.007592+0.0011666i,0.01656+0.00051545i,0.018447-0.00122i,0.010245-0.0076554i,0.001537-0.0097755i,-0.0026388-0.0055153i,0.0023531+0.00028174i,0.011205+0.0026079i,0.011756+0.001934i,0.0026758-0.0010558i,-0.007007-0.0036549i,-0.010752-0.0054343i,-0.0084063-0.0042005i,-0.002145-0.00032897i,0.0045486-0.00031439i,0.0073394-0.0046894i
-0.0028485-0.019659i,0.03421-0.046237i,0.1374-0.065367i,0.2408-0.074635i,0.23532-0.092497i,0.14526-0.090672i,0.061546-0.046485i,0.013632-0.0078799i,-0.0053161+0.0036797i,-0.006526+0.0064283i,-0.0034486+0.0052827i,-0.0025456+0.0027403i,-0.001556+0.0031907i,-0.0019067+0.0064463i,-0.00090935+0.011109i,0.0057319+0.012932i,0.012941+0.011348i,0.014956+0.0074786i,0.012274+0.0048443i,0.0089048+0.0030982i,0.0059218+0.0011073i,0.001173+0.00087352i,-0.0023032+0.0019847i
0.0090056-0.006563i,0.00038381+0.0011042i,-0.048738+0.037563i,-0.13099+0.075631i,-0.17979+0.10026i,-0.14718+0.11449i,-0.070958+0.093153i,-0.016476+0.051157i,-0.0018402+0.024474i,0.00089406+0.014257i,0.0069746+0.0078487i,0.0085891+0.00051592i,0.0035456-0.0049321i,-0.0044282-0.0058076i,-0.012649-0.0034756i,-0.017289-0.0011809i,-0.015312-0.0028224i,-0.0082204-0.0076683i,-0.0032434-0.01058i,-0.0048755-0.0075411i,-0.0076854-0.0025347i,-0.0052233+0.00041596i,-0.0002924+0.0013627i
0.0060003+0.011062i,0.00062569+0.033814i,-0.01142+0.06093i,0.0093527+0.067991i,0.062283+0.034729i,0.076673-0.018002i,0.037321-0.038695i,0.0060016-0.026611i,0.0013753-0.015368i,-0.0015552-0.0086421i,-0.0054056-0.0016288i,-0.0068285+0.0029335i,-0.0052762+0.0035034i,-0.00057428-0.0016264i,0.00060957-0.0086261i,-0.0028992-0.0086154i,-0.0054297+6.5463e-05i,-0.0037637+0.0097719i,0.0011872+0.011806i,0.0058189+0.0075047i,0.0063299+0.0018362i,0.0029858-0.0036495i,-0.00045717-0.005795i
-0.0080046-0.0035075i,-0.011503-0.046851i,-0.0095574-0.14515i,-0.01935-0.23147i,-0.055621-0.218i,-0.086411-0.13204i,-0.073563-0.052982i,-0.042349-0.0092741i,-0.022081+0.0057868i,-0.010794+0.0073852i,-0.0023377+0.006983i,0.0046224+0.0045099i,0.0073673+0.0010117i,0.0087064+0.00097639i,0.012701+0.00051093i,0.015531-0.0054066i,0.01363-0.011509i,0.0088746-0.012906i,0.0051617-0.010266i,0.0029051-0.0068752i,0.00052911-0.0044131i,0.00026197-0.00028129i,0.0028563+0.0041315i
0.003142+0.0039001i,0.02866+0.032948i,0.067332+0.11176i,0.096282+0.20608i,0.1143+0.22731i,0.12319+0.16578i,0.10283+0.082238i,0.059444+0.024013i,0.027008+0.00058815i,0.011953-0.007113i,0.0039008-0.0084227i,-0.00080402-0.0063179i,-0.0030014-0.00291i,-0.0051556+0.0019546i,-0.0057563+0.0081075i,-0.0050481+0.011764i,-0.0052369+0.0099011i,-0.0065348+0.0084048i,-0.0062664+0.0095939i,-0.0032165+0.010362i,-0.00039564+0.0088579i,0.00029232+0.0045692i,-0.00044049+0.0011655i
0.00022193-0.0012933i,-0.0074288+0.0043686i,-0.021494+0.0023161i,-0.027699-0.036804i,-0.034066-0.09427i,-0.05498-0.11272i,-0.060851-0.078301i,-0.038668-0.03548i,-0.015333-0.014717i,-0.0056635-0.0059999i,-0.0046129+0.00025608i,-0.0027604+0.005706i,0.0013544+0.0058324i,-3.7485e-05+0.00098436i,-0.0063669-0.00035672i,-0.0074138+0.0033682i,7.2938e-05+0.0081022i,0.0097268+0.0070533i,0.012223+0.00074688i,0.007723-0.00389i,0.0030663-0.004596i,0.00015678-0.0028584i,-0.0016971-0.0004486i
-0.0064474+0.0017084i,-0.043702-0.0090082i,-0.10997-0.028577i,-0.16168-0.023648i,-0.145+0.027474i,-0.075408+0.073411i,-0.020466+0.071985i,0.0013447+0.046903i,0.010421+0.027233i,0.013584+0.012656i,0.0093438+0.00070004i,0.0017077-0.0061474i,-0.0015267-0.0058903i,0.0005201-0.0054455i,0.00071568-0.010912i,-0.0048202-0.015566i,-0.012213-0.013977i,-0.016097-0.0068261i,-0.015887+0.0011857i,-0.011656+0.0044849i,-0.0061748+0.0033544i,-0.0022216+0.00014554i,0.0012616-0.0018351i
0.0086989-0.0072453i,0.052218-0.028697i,0.14353-0.054918i,0.23443-0.068912i,0.24629-0.076432i,0.18628-0.091152i,0.1078-0.089499i,0.04381-0.057227i,0.0099349-0.020898i,7.9774e-05-0.0047586i,-0.0025279-0.0030744i,-0.0047948-0.00077283i,-0.0048321+0.0039209i,-0.0014677+0.0065338i,0.0030755+0.006529i,0.0050035+0.0052512i,0.003458+0.0055796i,0.0032195+0.007443i,0.0059294+0.0066393i,0.0069984+0.0044946i,0.004824+0.004085i,0.00038775+0.0037836i,-0.0022763+0.0035566i
0.0016897+0.010564i,0.00040282+0.033936i,-0.024807+0.070658i,-0.080908+0.088708i,-0.12981+0.083191i,-0.13296+0.087308i,-0.092643+0.080777i,-0.045826+0.047886i,-0.020076+0.022219i,-0.0069044+0.014604i,0.0027881+0.0094797i,0.0065173+0.0027695i,0.003842-0.0017792i,-0.00030659-0.00068929i,-0.00078987+0.0037771i,0.0035882+0.0039701i,0.0067472-0.0018041i,0.001929-0.0097604i,-0.0067882-0.013673i,-0.010088-0.010772i,-0.0070866-0.0058878i,-0.0035732-0.003169i,-0.0024056-0.0013863i
-0.0059633+0.0057485i,-0.024484+0.023813i,-0.051688+0.062167i,-0.043346+0.098648i,0.013558+0.095519i,0.065984+0.057088i,0.074295+0.022793i,0.049678+0.0068052i,0.022162-0.0016834i,0.0069814-0.0051293i,0.00034182-0.0038801i,-0.0037217-0.0021091i,-0.0047786-0.0023634i,-0.0057577-0.0046551i,-0.010221-0.0055485i,-0.015286-0.0015232i,-0.015284+0.0047132i,-0.0091369+0.0094879i,-0.00147+0.010887i,0.002247+0.0082633i,0.00086492+0.0025013i,-0.0015236-0.0032978i,-0.0022336-0.0058833i
-0.006901-0.010997i,-0.019439-0.058094i,-0.030973-0.14858i,-0.036255-0.22852i,-0.044971-0.22756i,-0.066679-0.16259i,-0.073179-0.092251i,-0.048774-0.041241i,-0.023533-0.0124i,-0.013344-0.00055369i,-0.0083138+0.0034391i,-0.0019674+0.0037263i,0.002942+0.0027931i,0.0051014+0.0012303i,0.0061383-0.0015688i,0.0054568-0.0043821i,0.0046842-0.0053429i,0.0057992-0.0083109i,0.006462-0.013239i,0.005574-0.012824i,0.0054902-0.0072128i,0.0062515-0.0027198i,0.0056883-0.0014046i
0.015073-0.0012454i,0.049991+0.010947i,0.093432+0.046612i,0.10416+0.10728i,0.082098+0.15226i,0.070783+0.14845i,0.063842+0.10639i,0.039671+0.052758i,0.017614+0.016171i,0.0089613+0.0013252i,0.0054405-0.0041676i,0.0028428-0.0062893i,0.0021439-0.005307i,0.0036873-0.003597i,0.0058965-0.0040823i,0.0053193-0.0078135i,-0.00034784-0.0099899i,-0.0081383-0.0054903i,-0.01192+0.0032597i,-0.0099079+0.0070923i,-0.0053094+0.0039986i,-0.0013159+0.00043888i,0.00021215-0.00071571i
0.0060005+0.01318i,0.012135+0.035865i,0.023352+0.056229i,0.038876+0.037088i,0.041898-0.01645i,0.02406-0.057557i,0.0085464-0.060892i,0.0062997-0.040056i,0.0036354-0.020162i,-0.0010468-0.010045i,-0.0034371-0.0039066i,-0.0033117+0.0020237i,-0.0024967+0.0052674i,-0.0026673+0.0053228i,-0.0024166+0.0080645i,0.001518+0.01278i,0.0074783+0.012421i,0.014374+0.0066586i,0.018758-8.8767e-05i,0.014535-0.0031376i,0.0057843-0.0001766i,6.8677e-05+0.0033139i,-0.0016347+0.0029282i
-0.012984+0.0033995i,-0.056674+0.0061009i,-0.1311+0.0070314i,-0.18853+0.0074957i,-0.18393+0.01853i,-0.13327+0.044771i,-0.078622+0.058881i,-0.033515+0.044354i,-0.0033157+0.022255i,0.0076285+0.009875i,0.008501+0.002616i,0.0060986-0.0018257i,0.0041358-0.0020503i,0.0031106-0.0014096i,0.0013338-0.0014918i,-0.00012127-0.0015782i,-0.00071609-0.0015944i,-0.0041348-0.0025421i,-0.010254-0.0030772i,-0.0096185-0.0029266i,-0.001607-0.0032729i,0.004597-0.0026211i,0.0066597-0.0025817i
0.003952-0.016887i,0.01928-0.0525i,0.066172-0.092965i,0.13075-0.094974i,0.1603-0.062265i,0.14024-0.043269i,0.094557-0.036627i,0.047483-0.01981i,0.017006-0.0060357i,0.0057797-0.0038756i,0.0025092-0.0049789i,-0.00065608-0.0053174i,-0.0032205-0.0044716i,-0.0052801-0.0031459i,-0.007817-0.0025411i,-0.011096-0.0013299i,-0.011889+0.0037073i,-0.0043312+0.012893i,0.0062212+0.018764i,0.0088739+0.016463i,0.0036128+0.010107i,-0.0011971+0.0060247i,-0.0013679+0.0047539i
