-0.001774+0.0011397i,-0.0018208+0.0016221i,-0.00050787+0.0023201i,0.0013627+0.0022319i,0.0024302+0.00096556i,0.0015502+9.7658e-05i,0.00042682+0.00055373i,0.00063594+0.00043565i,0.0013743-5.9172e-05i,0.0015875-0.00047202i,0.0009019-0.00079246i,-0.00030186-3.8961e-05i,-0.00084173+0.00060423i,-0.00046054+0.00031355i,-0.00027647+6.8561e-05i,-0.00077706-7.1144e-06i,-0.0004342-0.00082871i,0.0003037-0.00073119i,-7.9106e-05+0.00045415i,-0.00026506+0.0006085i,0.00016753+0.00017608i,-0.00023881+0.00043932i,-0.00072244+0.00095519i
0.06206-0.14749i,0.3526+0.098644i,0.89377+0.33098i,1.2719+0.25212i,1.0538+0.0035173i,0.50124-0.10821i,0.16698-0.094296i,0.046804-0.13692i,-0.061909-0.17425i,-0.1162-0.098189i,-0.08811-0.015083i,-0.0705+0.02139i,-0.055794+0.038509i,-0.02+0.014437i,-0.0087623-0.02351i,-0.025494-0.030726i,-0.040308-0.014502i,-0.043216+0.005886i,-0.019792+0.0089522i,0.015637-0.026782i,0.02466-0.057567i,0.014637-0.029533i,0.010866+0.024053i
0.10238+0.06936i,0.20976-0.23624i,0.2594-0.77415i,0.1419-1.1291i,-0.072085-1.0409i,-0.17021-0.62844i,-0.1385-0.22838i,-0.094993+0.0075969i,-0.062479+0.10568i,-0.015167+0.079939i,-0.0044604+0.0094129i,-0.0039176-0.018001i,0.029913-0.0073432i,0.075343+0.00025856i,0.10777-0.025092i,0.10733-0.07361i,0.081272-0.11109i,0.031589-0.12216i,-0.011261-0.084589i,-0.0021317-0.020882i,0.019268+0.019335i,0.022961+0.047946i,0.029491+0.06571i
0.22462-0.493i,0.3707-0.52287i,0.27786-0.35288i,-0.053495-0.1385i,-0.28407+0.072873i,-0.2807+0.23972i,-0.23277+0.25286i,-0.22085+0.20435i,-0.12384+0.15956i,-0.014418+0.056491i,-0.0089759-0.017715i,-0.046645-0.0078178i,-0.08051+0.037693i,-0.08494+0.096263i,-0.043077+0.13274i,-0.0013269+0.13421i,0.019749+0.12585i,0.039662+0.10623i,0.044088+0.063797i,0.0055282+0.026577i,-0.043832+0.022157i,-0.050306+0.030289i,-0.018915+0.022879i
-0.19765+0.47734i,-0.094426+0.61042i,0.38165+0.34538i,0.74629-0.18243i,0.54971-0.43225i,0.16568-0.29588i,-0.036876-0.12904i,-0.11769-0.076019i,-0.14591-0.054942i,-0.10847-0.023486i,-0.036389+0.00058984i,0.017189-0.01164i,0.031328-0.048081i,0.024891-0.076952i,-0.004243-0.093696i,-0.055652-0.091607i,-0.086512-0.074712i,-0.076664-0.049685i,-0.046514-0.027724i,-0.020688-0.041308i,-0.015061-0.069725i,-0.022987-0.059081i,-0.022664-0.014944i
0.75031-0.48696i,1.0616-0.82477i,0.95781-1.0091i,0.57252-0.98514i,0.20149-0.82639i,-0.039922-0.55625i,-0.10671-0.2836i,-0.11851-0.12681i,-0.11108-0.040581i,-0.035982-0.018526i,0.024269-0.052211i,0.024124-0.058053i,-0.0012295-0.022606i,-0.01514+0.021802i,0.0077678+0.051815i,0.051003+0.049403i,0.084513+0.019787i,0.08032-0.022845i,0.044973-0.038507i,0.023715-0.014503i,0.015169+0.016373i,-0.00028508+0.043043i,-0.0069512+0.056545i
-0.97077+0.28035i,-1.0983+0.56585i,-0.5177+0.55478i,0.08361+0.18718i,0.10221-0.098202i,-0.037819-0.092144i,-0.059972-0.065071i,-0.083903-0.094688i,-0.083039-0.076133i,-0.036065-0.045398i,-0.0073661-0.021963i,0.020856-0.0078973i,0.038973-0.029012i,0.013854-0.044177i,-0.024436-0.033241i,-0.055723-0.019616i,-0.067251+0.0024389i,-0.041233+0.026502i,-0.006325+0.019363i,-0.002543-0.0081922i,-0.013542-0.020075i,-0.0031977-0.019371i,0.014168-0.021292i
1.0701+0.041286i,1.5687-0.077259i,1.4685-0.21833i,1.0166-0.27296i,0.65043-0.21719i,0.34832-0.10748i,0.1065-0.013468i,-0.0092689+0.02559i,-0.041523+0.036289i,-0.037351+0.051176i,-0.035283+0.062775i,-0.046233+0.078239i,-0.033399+0.079561i,-0.0019745+0.026942i,0.0084287-0.040514i,-0.0076977-0.067705i,-0.032538-0.053069i,-0.042687-0.021939i,-0.030775+0.0053452i,-0.015338+0.016924i,-0.0037656+0.015682i,0.0013687+0.0176i,-0.0055962+0.022454i
-0.65215-0.29763i,-0.95612-0.22635i,-0.71806+0.1301i,-0.18378+0.36362i,0.042348+0.24154i,-0.029694+0.061471i,-0.058304+0.00504i,-0.02289-0.020202i,-0.0022828-0.031351i,0.019584-0.030432i,0.037001-0.036899i,0.055406-0.032725i,0.085626-0.022942i,0.10851-0.0072077i,0.11931+0.0052315i,0.11895+0.0046747i,0.10878+0.0013716i,0.079316-0.005708i,0.037234-0.0051171i,0.020362+0.013486i,0.018444+0.033413i,0.0018141+0.04769i,-0.0083588+0.05858i
0.41359+0.58722i,0.58426+0.61391i,0.36701+0.35621i,0.047726+0.12183i,0.014847+0.03078i,0.078175-0.048566i,0.014298-0.10061i,-0.053384-0.072259i,-0.051331-0.019838i,-0.014745+0.0044757i,0.012509-0.011044i,-0.0022045-0.025726i,-0.027481-0.0023539i,-0.027485+0.032366i,-0.0034376+0.054141i,0.023816+0.049165i,0.028668+0.01932i,0.021147-0.0079048i,0.014992-0.022328i,-0.0077775-0.032328i,-0.045047-0.039698i,-0.060874-0.040845i,-0.04371-0.044084i
-0.34819-0.27293i,-0.48159-0.14128i,-0.35431+0.10599i,-0.15316+0.22157i,-0.087544+0.22991i,-0.0655+0.18673i,-0.021909+0.095484i,0.013028+0.017864i,0.014596-0.039427i,-0.034986-0.051035i,-0.059643-0.0064055i,-0.034307+0.020468i,-0.014432+0.014397i,-0.01696-0.010576i,-0.052056-0.039132i,-0.096819-0.035931i,-0.11059-0.0079739i,-0.088388+0.022261i,-0.045068+0.031119i,-0.010935+0.015602i,0.0085544+0.0081206i,0.026771+0.011707i,0.035321+0.01145i
-0.11833-0.18442i,-0.22024-0.41149i,-0.31143-0.62911i,-0.39494-0.63073i,-0.40573-0.39368i,-0.25738-0.12435i,-0.056009+0.00050416i,0.022873+0.030356i,0.025052+0.057113i,0.045743+0.051491i,0.056066+0.021423i,0.05238+0.012623i,0.04908+0.010837i,0.04779+0.0099673i,0.0562+0.010584i,0.063792+0.011323i,0.067782+0.015834i,0.056691+0.0092137i,0.016343+0.0024806i,-0.015888+0.021116i,-0.013238+0.039547i,-0.0065205+0.02807i,-0.016313+0.016645i
0.38155-0.18955i,0.39447-0.3324i,0.19548-0.32252i,0.0029683-0.22979i,-0.069077-0.18097i,-0.069811-0.11737i,-0.053814-0.019161i,-0.03469+0.044831i,-0.0018204+0.044597i,0.015111-0.00025401i,0.0011254-0.030286i,-0.01236-0.022498i,-0.01549-0.0023646i,-0.0079226+0.013392i,0.013387+0.013541i,0.029709-0.0047219i,0.021904-0.028232i,0.004045-0.040305i,0.0058342-0.040275i,0.0094641-0.053067i,-0.01325-0.065322i,-0.026938-0.041438i,-0.00073558-0.014405i
-0.019025+0.66446i,0.34376+0.8425i,0.70495+0.52282i,0.73556+0.048448i,0.50376-0.13971i,0.22923-0.1008i,0.03105-0.034216i,-0.05298-0.0060955i,-0.072888-0.0084863i,-0.065535+0.0017792i,-0.03603+0.018435i,-0.017251+0.010714i,-0.023431-0.01271i,-0.03785-0.039715i,-0.057204-0.05687i,-0.074536-0.0536i,-0.077571-0.036721i,-0.059145-0.010434i,-0.022887+0.009945i,0.010633+0.012264i,0.03251+0.0081776i,0.043196+0.0045503i,0.033574+0.0010063i
-0.19974-0.4797i,-0.32472-0.62341i,-0.35942-0.52891i,-0.30922-0.33326i,-0.25514-0.19336i,-0.18357-0.091151i,-0.083319-0.021801i,-0.028203+0.0031668i,-0.0050327+0.022913i,0.038557+0.0096332i,0.04943-0.029601i,0.0256-0.025639i,0.019382+0.011907i,0.025488+0.051509i,0.036221+0.084743i,0.058337+0.097685i,0.086202+0.086203i,0.093112+0.047947i,0.059629+0.0083885i,0.018953+0.0076944i,0.0071534+0.029602i,0.0049218+0.032961i,-0.0094385+0.023369i
-0.37762-0.11615i,-0.56847+0.069107i,-0.43403+0.31387i,-0.11203+0.36827i,0.079528+0.25618i,0.12429+0.13671i,0.092346+0.034428i,0.026553-0.029927i,-0.0047864-0.050096i,-0.022863-0.031151i,-0.03508+0.013274i,-0.029157+0.033891i,-0.022391+0.029445i,-0.0038815+0.011772i,0.017131-0.023577i,0.016471-0.054603i,-0.0011138-0.064543i,-0.020655-0.049517i,-0.023597-0.023108i,-0.016981-0.017829i,-0.029786-0.030457i,-0.044014-0.023067i,-0.023781-0.0054758i
1.0137+0.21139i,1.3712+0.023676i,1.0904-0.24965i,0.50816-0.31274i,0.16497-0.15221i,0.031686-0.022018i,-0.059224+0.025452i,-0.079665+0.051668i,-0.051755+0.046188i,-0.022811+0.025246i,0.0057749+0.003095i,0.02864-0.025982i,0.031144-0.054019i,0.0090324-0.0688i,-0.021569-0.062204i,-0.046945-0.039622i,-0.060319-0.011323i,-0.04822+0.0077432i,-0.021432+0.01026i,-0.0035515+0.0099733i,0.0098009+0.013684i,0.022196+0.0085957i,0.019033-0.0039535i
-0.60509-0.050082i,-0.85874-0.10859i,-0.75993-0.091821i,-0.46469-0.076716i,-0.30736-0.15093i,-0.24768-0.16303i,-0.1217-0.091676i,-0.014912-0.043875i,0.010948+0.0021846i,0.018218+0.03467i,0.017564+0.031559i,0.0054288+0.032804i,8.9473e-05+0.043152i,-0.0015392+0.051279i,-0.0022939+0.057853i,0.0072679+0.061325i,0.022945+0.054276i,0.023363+0.033483i,0.010616+0.01288i,0.0054216+0.010922i,0.014885+0.028857i,0.029033+0.042412i,0.029856+0.036526i
-0.27432+0.40133i,-0.035027+0.68379i,0.31591+0.52985i,0.3887+0.13354i,0.26138-0.015648i,0.17441+0.013172i,0.097501-0.0060646i,0.013589-0.035011i,-0.014941-0.04155i,-0.0082984-0.047323i,-0.0026391-0.044928i,0.0027431-0.032998i,0.010159-0.017888i,0.020455-0.0079922i,0.037571-0.010901i,0.056593-0.029142i,0.06409-0.052764i,0.050886-0.055505i,0.028873-0.035463i,0.0075372-0.02929i,-0.025777-0.050222i,-0.057237-0.054274i,-0.048771-0.028534i
0.26842-0.76287i,0.19714-0.89669i,0.038672-0.60047i,-0.024006-0.18986i,0.022729+0.019603i,0.048868+0.055336i,0.039004+0.053283i,0.040028+0.047099i,0.032763+0.0042899i,-0.0030559-0.032523i,-0.027203-0.022075i,-0.023295-0.0014297i,-0.013135+1.4657e-05i,-0.0075382-0.013529i,-0.013056-0.025095i,-0.032421-0.014726i,-0.042538+0.012754i,-0.028038+0.024852i,-0.010513+0.017743i,0.00030045+0.019096i,0.018054+0.023471i,0.032387+0.0097314i,0.022983-0.0083594i
0.037179+0.037639i,-0.20025+0.087954i,-0.26431+0.16706i,-0.11537+0.12883i,-0.087151-0.020576i,-0.13984-0.075063i,-0.10177-0.032375i,-0.051981+0.0011888i,-0.028959+0.033014i,-0.00060278+0.040845i,0.0091224+0.013227i,-0.0014154-0.0058921i,-0.010916-0.0039695i,-0.016284+0.0012572i,-0.026656-0.0022815i,-0.041849-0.0063095i,-0.050272-0.0017399i,-0.046222+0.0099618i,-0.032632+0.012017i,-0.02139+0.0092706i,-0.012+0.031058i,0.0021883+0.060941i,0.0068684+0.0643i
0.46766+0.48947i,0.70249+0.27096i,0.45875-0.15302i,0.010701-0.30048i,-0.11358-0.16157i,-0.030847-0.046715i,-0.019606-0.019924i,-0.047878-0.0039341i,-0.030481+0.019469i,0.015471+0.023664i,0.033367+0.015757i,0.025256+0.017684i,0.017579+0.017824i,0.018653+0.020053i,0.036291+0.027111i,0.057515+0.019625i,0.059741+0.0034777i,0.040706-0.0044188i,0.019801-0.0055998i,0.0071911-0.019818i,-0.012528-0.049854i,-0.030643-0.06172i,-0.019986-0.048438i
-0.48309+0.0094762i,-0.41434+0.091239i,-0.098419+0.12821i,0.12918+0.079433i,0.13679+0.028206i,0.066615+0.01059i,0.018793+0.00066345i,0.0033351-0.017145i,-0.020653-0.035639i,-0.042022-0.018312i,-0.015539+0.0049481i,0.022146-0.0066363i,0.031024-0.027929i,0.019967-0.0375i,0.0058219-0.028583i,0.0055329-0.0074327i,0.014946-0.0022363i,0.0199-0.016736i,0.01942-0.020129i,0.025791-0.0010904i,0.039376+0.0095764i,0.042736-0.0016543i,0.030315-0.012378i
-0.36293-0.15535i,-0.39136+0.056944i,-0.14632+0.15811i,0.070461+0.015872i,0.06048-0.090541i,0.010258-0.058792i,0.029937-0.030763i,0.042986-0.027835i,0.037398-0.031517i,0.014863-0.047124i,-0.023344-0.045962i,-0.043106-0.025667i,-0.035357-0.0030317i,-0.019342+0.011771i,-0.014396+0.0073579i,-0.023051-0.01001i,-0.032963-0.018471i,-0.032443-0.01048i,-0.024014-0.0015905i,-0.023892+0.0057973i,-0.03212+0.027393i,-0.038812+0.050905i,-0.039567+0.055263i
0.56929-0.47812i,0.38143-0.64521i,0.02232-0.42889i,-0.10821-0.10144i,-0.053048+0.0088584i,-0.023321+0.001323i,-0.03602+0.018936i,-0.042125+0.046215i,-0.020608+0.06349i,0.013575+0.049531i,0.017143+0.027744i,0.0029372+0.035942i,-0.0020067+0.04969i,-0.00077098+0.041409i,6.1857e-05+0.020446i,-0.0048812+0.0075467i,-0.0041763+0.010324i,0.00054933+0.017645i,-0.0024314+0.014932i,-0.011363-0.0033434i,-0.015456-0.022712i,-0.0013117-0.029154i,0.019176-0.025426i
0.29023+0.39858i,0.43423+0.3337i,0.41702+0.11532i,0.27962-0.025292i,0.14409-0.041048i,0.039515-0.017394i,-0.0081152-0.0068263i,-0.019813-0.019575i,-0.028113-0.017551i,-0.011247+0.002779i,0.022981-0.0021603i,0.038379-0.022749i,0.030765-0.031157i,0.014067-0.026134i,0.007841-0.0081891i,0.019975+0.010443i,0.028441+0.01364i,0.021449+0.0024545i,0.011209-0.0009995i,0.016985+0.0081423i,0.031413+0.0071432i,0.030719-0.0015789i,0.020576-0.0057203i
-0.34955+0.53089i,-0.31237+0.55912i,-0.21344+0.32871i,-0.18465+0.12195i,-0.13432+0.071161i,-0.022274+0.027939i,0.022471-0.036137i,0.0047254-0.048848i,-0.014359-0.039709i,-0.033747-0.028422i,-0.036366-0.005996i,-0.022371+0.00035796i,-0.010719-0.0087664i,0.00035679-0.014653i,0.0033754-0.01961i,-0.0069306-0.019756i,-0.01705-0.014323i,-0.017701-0.0090343i,-0.011099-0.0074871i,-0.0054722-0.0035209i,-0.009611+0.009289i,-0.026047+0.019121i,-0.03952+0.021131i
-0.3439-0.49159i,-0.39256-0.44457i,-0.23599-0.20037i,-0.044092-0.068025i,0.0013436-0.074333i,-0.036674-0.043912i,-0.035226+0.019953i,-0.0013786+0.045898i,0.028586+0.036371i,0.038346+0.020676i,0.027633+0.021312i,0.01676+0.029991i,0.012124+0.024159i,0.0028527+0.0064217i,-0.011391-0.012509i,-0.025552-0.02767i,-0.03162-0.031371i,-0.022252-0.023489i,-0.0098807-0.020117i,-0.018505-0.025449i,-0.031284-0.020953i,-0.015021-0.0080249i,0.0085708-0.0020883i
0.24735-0.27646i,0.3174-0.37042i,0.26359-0.42331i,0.12646-0.41204i,0.0011935-0.28912i,-0.05263-0.115i,-0.043448-0.02353i,-0.036478-0.015808i,-0.041524-0.010948i,-0.027884-0.010683i,-0.017941-0.029628i,-0.017749-0.036562i,-0.0095568-0.022137i,0.011131-0.0013889i,0.040768+0.013894i,0.065084+0.015039i,0.069713+0.0056304i,0.051884-0.0014626i,0.031724+0.0047449i,0.028514+0.011292i,0.024336+0.0014491i,0.011781-0.0072834i,0.010938-0.0064373i
0.39137+0.31034i,0.38763+0.41805i,0.2309+0.42256i,0.12596+0.38177i,0.1156+0.27784i,0.10461+0.11413i,0.06016+0.010137i,0.028338-0.0046406i,0.019547-0.004535i,0.0065341-0.0070101i,-0.0038104+0.0020128i,-0.0068048+0.013225i,-0.010357+0.021203i,-0.015925+0.024536i,-0.019178+0.028869i,-0.012701+0.037954i,0.00089263+0.039688i,0.0062522+0.029248i,-0.0013668+0.018393i,-0.00026014+0.01689i,0.016581+0.015844i,0.020729+0.0062339i,0.0042382-0.0020745i
-0.3345+0.11084i,-0.36296+0.10373i,-0.17044+0.057824i,0.044985-0.027634i,0.10041-0.096146i,0.046907-0.068769i,0.01135-0.014624i,-0.0013159-0.010418i,-0.015686-0.016881i,-0.01257-0.005355i,0.0061834+0.0066468i,0.017619+0.011477i,0.012083+0.0094688i,-0.007535+0.0017177i,-0.035402-0.0090246i,-0.064189-0.013146i,-0.078611-0.0036813i,-0.064162+0.0065243i,-0.03972+0.0026146i,-0.037004-0.0070488i,-0.04619-0.0048165i,-0.04243+0.0045265i,-0.031659+0.010373i
-0.075798-0.041263i,-0.11324-0.17498i,-0.19384-0.23761i,-0.28103-0.16343i,-0.26945-0.037253i,-0.16156+0.020791i,-0.070423+0.012394i,-0.033664+0.0065025i,-0.013704+0.017144i,0.0020502+0.012323i,-0.0033938-0.0076192i,-0.012398-0.024814i,-0.0027049-0.037434i,0.019871-0.045656i,0.042823-0.048847i,0.052718-0.0488i,0.049368-0.046096i,0.040479-0.038863i,0.036009-0.029744i,0.037063-0.024511i,0.028918-0.024002i,0.016123-0.019329i,0.016215-0.010759i
0.22222-0.049746i,0.40141+0.014601i,0.43247+0.088864i,0.34599+0.1145i,0.24656+0.089851i,0.14669+0.024979i,0.060593-0.012612i,0.028112-0.0034801i,0.028068-0.0018087i,0.019862-0.0041956i,0.013113+0.0062733i,0.011674+0.020138i,0.0084656+0.034791i,0.010147+0.045668i,0.021183+0.045798i,0.035577+0.03178i,0.03926+0.0087778i,0.021051-0.0091439i,-0.0062281-0.009512i,-0.013866+0.0038383i,0.0033685+0.015712i,0.023044+0.014994i,0.024028+0.0029043i
-0.2874+0.067408i,-0.34179+0.11199i,-0.21994-0.017925i,-0.11314-0.23779i,-0.11542-0.30087i,-0.097198-0.17232i,-0.045878-0.059912i,-0.035348-0.035768i,-0.040533-0.022206i,-0.025652-0.0093978i,-0.0043986-0.0034964i,0.01193+0.001604i,0.013738+0.0016656i,-0.0065269+0.0059628i,-0.035728+0.017948i,-0.05475+0.031043i,-0.056802+0.041092i,-0.038623+0.045981i,-0.014879+0.042961i,-0.011997+0.032767i,-0.026976+0.022879i,-0.038366+0.021467i,-0.034095+0.02378i
0.063062-0.11135i,-0.022855-0.048898i,-0.087185+0.089946i,-0.069751+0.20197i,-0.044933+0.20623i,-0.044217+0.1396i,-0.028094+0.069564i,-0.010479+0.025375i,-0.0083012+0.005987i,-0.013467+0.0011032i,-0.024386-0.0032668i,-0.037081-0.010263i,-0.040016-0.020482i,-0.029793-0.036477i,-0.011511-0.047824i,0.0055963-0.046703i,0.017164-0.038671i,0.0243-0.032501i,0.030538-0.031325i,0.033357-0.037127i,0.026717-0.04727i,0.015128-0.046072i,0.010264-0.029752i
0.18449-0.26114i,0.24261-0.37009i,0.26234-0.29479i,0.28872-0.13388i,0.29369-0.053128i,0.1995-0.041755i,0.094953-0.014i,0.063922+0.0098548i,0.052473-0.0013015i,0.032827-0.01731i,0.020927-0.022351i,0.01818-0.018696i,0.023492-0.0053908i,0.032898+0.0074786i,0.034103+0.0095597i,0.022886+0.002672i,0.0071338-0.0033654i,-0.010798-0.0046913i,-0.027821-0.0014942i,-0.028779+0.010589i,-0.0095153+0.027824i,0.012363+0.035542i,0.016035+0.025203i
-0.010484+0.41179i,-0.069028+0.43977i,-0.20439+0.25345i,-0.34591+0.055974i,-0.35982-0.0057441i,-0.21607+0.00027547i,-0.097761-0.0050021i,-0.073476+0.0024551i,-0.051528+0.022096i,-0.020089+0.019438i,0.00015509+0.012477i,0.015478+0.0097069i,0.013608+0.0074747i,-0.00027352+0.015694i,-0.010751+0.028123i,-0.014252+0.040422i,-0.011929+0.048476i,-0.0046127+0.043246i,-6.0914e-05+0.033533i,-0.0061164+0.028124i,-0.01891+0.022691i,-0.029198+0.013198i,-0.029337+0.0045755i
-0.021573-0.029443i,0.10406-0.040067i,0.19832-0.039687i,0.19163-0.029467i,0.10894-0.01348i,0.010035-0.003138i,-0.030564-0.00074332i,-0.025996-0.0042693i,-0.019153+0.001397i,-0.0086607+0.017312i,-0.0040313+0.025261i,-0.0084981+0.026261i,-0.0065972+0.016162i,-0.0052551-0.014624i,-0.0072343-0.046401i,-0.0044281-0.065185i,-0.00094878-0.072146i,-0.00010295-0.061851i,0.0065937-0.045286i,0.015073-0.043013i,0.013782-0.051185i,0.0095381-0.048254i,0.011301-0.031082i
-0.22507-0.18431i,-0.24419-0.23874i,-0.093238-0.25361i,0.088318-0.27032i,0.16141-0.26458i,0.13789-0.18422i,0.097598-0.099224i,0.067015-0.068349i,0.033723-0.058253i,0.012626-0.044534i,0.0014616-0.032115i,-0.0078508-0.018034i,-0.0047174-0.00033908i,0.012878+0.016681i,0.031768+0.023162i,0.033831+0.017168i,0.019933+0.0095319i,0.0064679+0.0044352i,-0.00075624+0.001193i,-0.0024499+0.0059248i,0.0027696+0.018248i,0.0095843+0.02563i,0.008939+0.020252i
0.22241+0.14462i,0.21695+0.33286i,0.11752+0.41662i,-0.010941+0.37495i,-0.070385+0.30861i,-0.039129+0.20351i,-0.022633+0.098097i,-0.034201+0.064343i,-0.014348+0.051625i,0.0019118+0.022798i,0.0065033-0.0026807i,0.011782-0.022275i,0.0033763-0.023253i,-0.0090855+0.0026325i,-0.012971+0.035574i,-0.00076403+0.058128i,0.022005+0.062709i,0.033954+0.047906i,0.02441+0.031203i,0.0068671+0.027842i,-0.0023547+0.02921i,-0.0060905+0.025246i,-0.0094094+0.016672i
0.024238-0.22078i,-0.032633-0.34523i,-0.018632-0.316i,0.040746-0.20686i,0.030068-0.11643i,-0.038659-0.029424i,-0.048587+0.022907i,-0.019327+0.01235i,-0.012514-0.00051818i,-0.0074846+0.0046735i,-0.0017191+0.014351i,0.0014213+0.021997i,0.00056367+0.0083518i,-0.01904-0.020461i,-0.044662-0.040648i,-0.058636-0.045972i,-0.062866-0.041349i,-0.056221-0.028084i,-0.037592-0.016919i,-0.020072-0.022989i,-0.014596-0.037442i,-0.0111-0.036789i,0.0009683-0.020588i
-0.069933+0.17339i,-0.14201+0.13034i,-0.19109+0.038384i,-0.16583-0.048265i,-0.1034-0.1297i,-0.043252-0.14844i,-0.00085575-0.10826i,0.0038376-0.069371i,-0.010403-0.03977i,-0.010557-0.021905i,-0.0055213-0.016606i,-0.00055378-0.0077931i,0.017597-0.00077607i,0.040702-0.0096512i,0.046582-0.026307i,0.030748-0.030209i,0.012743-0.018108i,0.0045507-0.0063933i,0.00097605-0.0019692i,0.00063604+0.0039918i,0.0046369+0.014557i,0.005423+0.01744i,6.0021e-05+0.0084482i
0.23525+0.065158i,0.45392+0.087986i,0.43046+0.089428i,0.24885+0.14196i,0.1547+0.19637i,0.10747+0.14517i,0.031985+0.081338i,0.0027322+0.069193i,0.016943+0.048911i,0.015441+0.0237i,0.0044772+0.0077488i,-0.0098764-0.0035567i,-0.020431+0.0079328i,-0.0093015+0.032855i,0.017274+0.04452i,0.041839+0.035857i,0.049759+0.015662i,0.041418-0.0025519i,0.029002-0.010918i,0.016376-0.0052147i,0.007901+0.0079408i,0.0055172+0.013724i,-0.00071059+0.011436i
-0.41154-0.036498i,-0.51181-0.04258i,-0.38379-0.12034i,-0.21798-0.21441i,-0.16106-0.18881i,-0.10746-0.070234i,-0.041403-0.020073i,-0.026071-0.027661i,-0.031016-0.019826i,-0.020951-0.0025894i,-0.0029725+0.015198i,0.016133+0.021769i,0.013671+0.0099762i,-0.010455+0.001978i,-0.030661+0.00093213i,-0.040575-0.0018033i,-0.042254-0.0014576i,-0.033792+0.006439i,-0.018479+0.010911i,-0.010833-0.0031542i,-0.016999-0.022505i,-0.0189-0.024542i,-0.0054179-0.01337i
0.087536-0.031365i,0.086982+0.069628i,0.10362+0.12436i,0.098321+0.037799i,0.024855-0.075575i,-0.024039-0.10557i,-0.0093356-0.084497i,-0.0084412-0.059052i,-0.017366-0.032661i,-0.010491-0.020551i,-0.0068441-0.017908i,-0.0077356-0.010978i,-0.0010553-0.011511i,0.0069536-0.022518i,0.0076947-0.024772i,0.0077056-0.013395i,0.01257-0.005861i,0.012962-0.0063097i,0.0062686-0.00069122i,0.010082+0.0075382i,0.02134+0.0036045i,0.018526-0.0070638i,0.0067332-0.012455i
0.27817-0.26775i,0.33904-0.41689i,0.31012-0.3128i,0.30945-0.074546i,0.32646+0.043837i,0.22578+0.0632i,0.099311+0.083558i,0.064401+0.067912i,0.054743+0.023824i,0.035205+0.0013152i,0.012273-0.010165i,-0.010162-0.012994i,-0.013789-0.001249i,-0.0018334+0.0095235i,0.0094544+0.012203i,0.013334+0.0087729i,0.0086923+0.0053956i,-0.00020233+0.000958i,-0.0076175-0.0055591i,-0.010575+0.00043416i,-0.0048342+0.021683i,0.0047056+0.037324i,0.0040948+0.034263i
-0.075558+0.43722i,-0.16241+0.53908i,-0.24327+0.41883i,-0.28985+0.25799i,-0.25949+0.18619i,-0.15839+0.11861i,-0.081181+0.035761i,-0.0534+0.0042663i,-0.034884+0.0076597i,-0.022084+0.014056i,-0.0038658+0.0174i,0.014571+0.0045467i,0.0055494-0.0075489i,-0.016423+0.00022999i,-0.029781+0.0096749i,-0.03299+0.013738i,-0.025076+0.019695i,-0.0072611+0.021896i,0.0031965+0.013837i,-0.006777+0.0027675i,-0.021781-0.0032821i,-0.020495-0.0060117i,-0.0051609-0.0081732i
-0.055384-0.00090971i,0.016983-0.0067517i,0.066358-0.031686i,0.0074293-0.064323i,-0.087118-0.076815i,-0.10508-0.081642i,-0.073069-0.073689i,-0.0503-0.036956i,-0.033941-0.0070283i,-0.021908-0.0058434i,-0.014415-0.0070999i,-0.0026896+0.00066156i,0.014275+0.0007361i,0.027234-0.015708i,0.031826-0.031872i,0.03017-0.040321i,0.021376-0.047629i,0.0076946-0.044446i,0.0021268-0.028999i,0.0087599-0.022105i,0.0098515-0.027998i,0.00052016-0.028467i,-0.0045575-0.01766i
-0.22828-0.30762i,-0.28412-0.43395i,-0.19212-0.42124i,-0.0071995-0.35898i,0.11582-0.30085i,0.12834-0.16818i,0.10264-0.041525i,0.070448-0.011741i,0.038361-0.015617i,0.024506-0.017887i,0.0065539-0.01444i,-0.0094382+0.0061156i,-0.0031455+0.02009i,0.0096069+0.017243i,0.015016+0.010439i,0.012027+0.0083774i,0.0035651+0.010069i,-0.0057947+0.007955i,-0.0086413+0.0037137i,-0.0026313+0.0048479i,0.0047+0.014122i,0.0093737+0.024836i,0.0062597+0.026312i
0.27765+0.17624i,0.40355+0.32558i,0.3429+0.3291i,0.17809+0.25676i,0.063451+0.21756i,0.014017+0.14296i,-0.016063+0.049392i,-0.027722+0.010915i,-0.017511+0.0082482i,-0.00032805+0.014936i,0.018277+0.013242i,0.019153-0.0013804i,-0.0023034-0.001172i,-0.019044+0.019287i,-0.021188+0.037662i,-0.014105+0.045212i,0.00075016+0.044815i,0.017097+0.033393i,0.019774+0.019725i,0.009712+0.014215i,0.0019+0.0083274i,-0.00068155-0.0043021i,-0.0017633-0.016982i
