-0.001774+0.0011397i,-0.0018208+0.0016221i,-0.00050787+0.0023201i,0.0013627+0.0022319i,0.0024302+0.00096556i,0.0015502+9.7658e-05i,0.00042682+0.00055373i,0.00063594+0.00043565i,0.0013743-5.9172e-05i,0.0015875-0.00047202i,0.0009019-0.00079246i,-0.00030186-3.8961e-05i,-0.00084173+0.00060423i,-0.00046054+0.00031355i,-0.00027647+6.8561e-05i,-0.00077706-7.1144e-06i,-0.0004342-0.00082871i,0.0003037-0.00073119i,-7.9106e-05+0.00045415i,-0.00026506+0.0006085i,0.00016753+0.00017608i,-0.00023881+0.00043932i,-0.00072244+0.00095519i
-0.016419-0.02947i,-0.01921-0.026793i,-0.021391-0.014068i,-0.01983-0.0034576i,-0.01236-0.00088265i,-0.005396-0.00079962i,-0.0024303-0.00068739i,-6.16e-05-0.0014194i,0.0011538-0.00057069i,0.00036289+0.0017358i,-8.8051e-05+0.0024406i,0.00093354+0.0026048i,0.0019718+0.0024861i,0.0018079+0.0018896i,0.0020169+0.001155i,0.0026747+0.00075847i,0.0019529-0.00011702i,0.002194-0.00090915i,0.0017366-0.00067636i,0.00089854-0.00014914i,0.00071939-0.00049294i,0.00012206-0.0013699i,2.1368e-05-0.00087831i
-0.0374+0.013296i,-0.034904+0.01919i,-0.021362+0.025907i,-0.010046+0.025468i,-0.003337+0.017633i,-0.00027173+0.0087208i,-4.5604e-05+0.0024874i,-0.00031871-0.00052909i,0.0005539-0.0011298i,0.0023968-0.00012055i,0.0035417+0.0010516i,0.0029666+0.00020256i,0.0022974-0.0011737i,0.0017273-0.0011013i,0.00028521-0.0011587i,-0.00040814-0.0013363i,-0.00061058-0.0011253i,-0.00097826-0.00046557i,-0.00099258-0.00020985i,-0.0012229-0.00049266i,-0.0010892-0.00080164i,-0.00085432-0.0010834i,-0.00074122-0.0012061i
0.0056309+0.035285i,0.0095146+0.034853i,0.015665+0.024174i,0.017287+0.015194i,0.012882+0.0099565i,0.0068715+0.0051205i,0.0023102+0.0018116i,0.00039045+0.00030451i,0.00050308-0.00071462i,0.0012504-0.0011905i,0.0020236-0.0027624i,0.0011985-0.00329i,-0.00034095-0.0016187i,-0.001208-0.00036012i,-0.0016558-0.00023887i,-0.0015719+8.9645e-05i,-0.0015173+0.00020607i,-0.00107+0.00064597i,-0.00011043+0.0007993i,0.0001132+0.00039222i,-0.00088193+0.000238i,-0.00092482-0.00016077i,-0.00020885+2.5962e-05i
0.038274-0.0022376i,0.035711-0.0063202i,0.023686-0.011763i,0.015365-0.012517i,0.010641-0.0085629i,0.0059109-0.0042818i,0.0025957-0.001082i,0.0014972+0.00016476i,0.00045785-0.00071552i,-0.001121-0.0018353i,-0.0031208-0.0018756i,-0.0041279-0.0010785i,-0.0026387-0.00036629i,-0.0009929+1.0128e-05i,-0.0011047+4.5061e-05i,-0.00064309+0.00010481i,0.00030873+0.00076184i,0.00092037+0.0014145i,0.0008878+0.001674i,0.00095735+0.001367i,0.0011477+0.0007485i,0.00060613+0.00022729i,9.5147e-05-8.0832e-05i
0.0089329-0.040693i,0.00090194-0.039651i,-0.011659-0.026295i,-0.015186-0.014292i,-0.010147-0.0082157i,-0.0052527-0.0040961i,-0.0019897-0.001172i,0.0002436-0.0011946i,0.00049241-0.00075904i,-0.0015081+0.0011302i,-0.0035149+0.0029932i,-0.0025234+0.0034408i,-0.00085794+0.0023378i,6.5486e-05+0.0016199i,0.0013138+0.00069708i,0.0016011+0.00058523i,0.0011278+0.00052208i,0.00134-0.00022009i,0.0021193-8.2816e-05i,0.0022983+2.585e-05i,0.0012481-4.5357e-05i,0.00028541+0.00020086i,0.00038458+0.00021328i
-0.041267-0.010124i,-0.042397-0.0022696i,-0.031903+0.013706i,-0.02118+0.021111i,-0.013092+0.01497i,-0.0061973+0.0069399i,-0.0012595+0.0021217i,0.00089267-0.001303i,0.0010519-0.0014773i,0.0016077+0.0012432i,0.0024088+0.0026412i,0.0024706+0.0018159i,0.0018087+0.00040302i,0.0012769-0.00045041i,0.0016263-0.00058493i,0.0011815-0.00032412i,0.00031521+1.8711e-05i,-7.2359e-05-0.00080746i,-0.00011058-0.0013499i,0.00018381-0.00091657i,0.001118-0.00030348i,0.0017046-0.00046525i,0.00061732-0.00051681i
-0.019953+0.041246i,-0.01302+0.042688i,0.0021237+0.035498i,0.011737+0.028289i,0.011751+0.01967i,0.0070077+0.010542i,0.0032359+0.0029172i,0.0016987-0.00036865i,0.0020394+0.00054895i,0.0036125+0.00065224i,0.0045151-0.0011017i,0.0027177-0.0019005i,0.00019963-0.0020909i,-0.0010239-0.0019819i,-0.0014477-0.00059319i,-0.0016399-0.00024161i,-0.0012204-0.00027025i,-0.00041702+0.000447i,-0.000159+0.00054323i,-0.00033265+0.00053238i,-0.00017345-0.00073275i,0.00055998-0.0016483i,0.0011729-0.001338i
0.033069+0.022175i,0.0359+0.014673i,0.027112+6.2193e-05i,0.018863-0.0063104i,0.0147-0.0049616i,0.0089366-0.0040406i,0.0029459-0.0026888i,0.00098789-0.00067726i,0.0019889-0.00061678i,0.0016163-0.002087i,-0.00028617-0.0030874i,-0.0014451-0.0026938i,-0.0022064-0.0012345i,-0.0023432-0.00048231i,-0.0017399-0.00049208i,-0.00049219+0.00065225i,0.00043458+0.00085908i,0.00068627-0.00022188i,0.00055218-0.00014318i,-9.7759e-05+0.00058544i,-0.00052443+0.00024045i,-0.00068815-0.00062522i,-0.00053062-0.00063303i
0.030478-0.030699i,0.022666-0.030235i,0.005288-0.023332i,-0.0050784-0.016774i,-0.0044739-0.012457i,-0.0020774-0.0084671i,-0.0013813-0.0026876i,-0.00087599+0.00071946i,-0.0011932+0.00054383i,-0.0026753+0.00062839i,-0.0038465+0.0016187i,-0.0033429+0.0017011i,-0.001686+0.0013074i,-0.00079055+0.00098293i,-0.00041439+0.00028849i,0.00014567+0.00011462i,0.00032042-0.00042415i,-7.8824e-05-0.00094253i,-0.00048286-0.0003475i,-0.00041111+0.0011399i,-0.00022974+0.0011219i,-0.00065958+0.00073662i,-0.0016859+0.00089687i
-0.028473-0.039266i,-0.031947-0.030198i,-0.028227-0.0071518i,-0.021289+0.0081443i,-0.014201+0.0098168i,-0.0071764+0.0064194i,-0.001139+0.0042497i,0.0011329+0.0020161i,6.6853e-05+0.0012918i,-0.00027653+0.0031889i,0.00028441+0.0041946i,-0.00013341+0.0036793i,-0.00010227+0.0021836i,0.00067992+0.00098426i,0.00036123-2.1556e-05i,-0.00049103-0.00078977i,-0.00086538+0.00024405i,-0.00091999+0.0015104i,-0.00086057+0.00035129i,-0.00028885-0.0008791i,0.00024942-0.00071437i,0.0009151+0.00020031i,0.0010677+0.00052561i
-0.04092+0.027975i,-0.033661+0.032955i,-0.010551+0.033004i,0.0059304+0.028431i,0.0082318+0.018892i,0.007322+0.0078178i,0.0064341+5.2125e-05i,0.004211-0.0019843i,0.0036171-0.00079442i,0.004766+0.00016133i,0.0051722-0.00091172i,0.0028252-0.0016514i,0.0011237-0.0011067i,0.00091725-0.00063672i,0.00042303-1.6917e-05i,-0.00042188+0.0001235i,-0.00049036+0.00040491i,-0.00023683+0.0011039i,-0.00012868+0.0012145i,-6.8118e-05+0.0010572i,1.2036e-05-0.00027918i,0.00026636-0.0021925i,-0.00020689-0.0016858i
0.016487+0.047558i,0.019315+0.037925i,0.020373+0.016515i,0.020635+0.0025029i,0.017361-0.0030158i,0.0099135-0.0061864i,0.0022764-0.0056267i,-8.6814e-05-0.0026968i,0.0015997-0.00214i,0.0032957-0.0034565i,0.0020116-0.004043i,0.0002373-0.0031085i,5.0933e-05-0.0020239i,-1.4318e-05-0.0012728i,2.5968e-05+0.00019338i,0.00081567+0.0012764i,0.0017526+0.00062174i,0.0016913-0.00068017i,0.0010253-0.0010492i,0.00051864-0.00091853i,0.00032561-0.00024233i,-0.00086497+7.1677e-06i,-0.0011655-0.00026298i
0.051059-0.011708i,0.042626-0.015626i,0.016459-0.016878i,-0.0011481-0.013228i,-0.0051757-0.0094162i,-0.0058073-0.0055843i,-0.0061878-0.00012464i,-0.00416+0.0016809i,-0.0031428-0.00012889i,-0.0039385-0.00096058i,-0.0036416+0.00025962i,-0.001801+0.0012638i,-0.00068712+0.00079152i,0.00012257+0.00064717i,0.00050138+0.00034712i,9.3222e-05-0.00072247i,1.8075e-05-0.001127i,-0.00035597-0.0010999i,-0.00058948-0.0012393i,-0.00026334-0.0002994i,-0.00028598+0.00010696i,5.3039e-05-0.00014636i,-2.7074e-05+0.00029169i
-0.0015246-0.049642i,-0.0093422-0.040514i,-0.016731-0.015538i,-0.017043+0.0024701i,-0.012123+0.0074792i,-0.0059449+0.0086357i,-0.00041735+0.0094459i,0.0015873+0.0071619i,0.00069743+0.0033373i,-3.9979e-05+0.0021439i,-0.00054909+0.0021401i,-0.001609+0.0018298i,-0.0015635+0.00057186i,-0.00030233-0.00053327i,0.00019753-0.00080055i,0.00010687-0.00054641i,0.00010895+2.9397e-06i,9.4444e-07+0.00014865i,-6.459e-05+9.8132e-05i,-0.00041958+0.00010027i,9.4613e-05-0.00050908i,0.0012992-0.00068352i,0.0010637+0.00046555i
-0.051344-0.008483i,-0.045259+0.00039498i,-0.022866+0.011714i,-0.0046506+0.018172i,0.0042372+0.017321i,0.0092257+0.010395i,0.010573+0.002869i,0.0077646-0.0004741i,0.0048075-0.00048195i,0.0034162-0.00019129i,0.0025283+0.00010606i,0.0015171+0.00020928i,0.0009116+0.00014351i,-9.4528e-05+0.00058408i,-0.001131+0.00081388i,-0.0012369+0.0012593i,-0.0005843+0.0012842i,0.0006974+0.0012609i,0.00078147+0.0012373i,-0.00036862+0.00017992i,-0.0011497-0.00045608i,-0.001268-0.00092866i,-0.00060671-0.00073491i
-0.020369+0.052671i,-0.010417+0.04891i,0.0060176+0.029697i,0.01583+0.013155i,0.015568+0.0015415i,0.010402-0.0077962i,0.004316-0.011245i,0.0023005-0.0089819i,0.0029294-0.0055877i,0.0024911-0.0041899i,0.0015703-0.0033492i,0.00066668-0.00199i,-0.00047949-0.00094347i,-0.0014076+5.1353e-06i,-0.0010219+0.00074294i,0.00048236+0.00079709i,0.00073488-0.00010118i,-0.00017025-0.00017163i,0.00010744+0.00066618i,0.0006557+0.00035543i,9.368e-05-0.00023488i,-0.0013298+0.00016158i,-0.0012599+0.00035274i
0.052404+0.023041i,0.045492+0.011862i,0.025293-0.0034249i,0.0091925-0.010617i,-0.00018541-0.011764i,-0.0084027-0.010737i,-0.011686-0.005961i,-0.007663-0.0016148i,-0.0030548-0.00076215i,-0.0017987-0.0012797i,-0.0018776-0.0010139i,-0.0015471-0.0003834i,-0.00063591+0.00044097i,0.00021517+0.00062399i,0.0004632-0.00045013i,0.00034611-0.0010323i,-0.00095862-0.00043309i,-0.0017713-6.7514e-06i,-0.0004815+1.1275e-05i,0.0011183+0.00024255i,0.0018091+0.00013202i,0.0016555+0.00065778i,0.00012834+0.001202i
0.031554-0.045898i,0.018284-0.042653i,-0.0025782-0.021908i,-0.012474-0.0036764i,-0.011908+0.0042389i,-0.0091282+0.0087876i,-0.0054197+0.011335i,-0.0019109+0.008422i,-0.00067985+0.0042767i,-0.00044649+0.0024292i,0.00053141+0.0017951i,0.0011096+0.0012704i,0.00046258+0.00036439i,0.00019815-0.00044657i,-0.00015871-0.0011232i,-0.00022577-0.0011989i,0.00071719+0.00013783i,0.00060771+0.0012776i,-0.00042474+0.0010616i,-0.00046726+0.0005825i,6.3461e-05-0.00028919i,0.00072035-0.0014985i,0.00083774-0.0015344i
-0.040824-0.037816i,-0.04181-0.026522i,-0.026571-0.0038107i,-0.010696+0.010666i,-0.0010134+0.013059i,0.0068939+0.010672i,0.010783+0.0072772i,0.008852+0.0037698i,0.0050121+0.0021077i,0.0027742+0.0019289i,0.0017055+0.00054413i,0.00084862-0.0013673i,0.00030587-0.0019539i,-0.00043182-0.00092316i,-0.0015174+0.00088293i,-0.00075982+0.001904i,0.0012961+0.0018585i,0.0027261+0.0015552i,0.002281+0.0010719i,-0.00028975+0.000593i,-0.0018858-0.00014519i,-0.0016586-0.0011391i,-0.00056934-0.0010725i
-0.048231+0.035225i,-0.034983+0.038013i,-0.011799+0.028795i,0.0032373+0.018546i,0.0093341+0.009577i,0.011745-0.0012098i,0.0095628-0.008509i,0.0056866-0.007993i,0.0032572-0.0048407i,0.0018487-0.0030019i,0.0004141-0.0021378i,-0.0012632-0.001972i,-0.0021965-0.0013234i,-0.0021403+0.00031135i,-0.0015662+0.0016099i,-7.4875e-05+0.0013205i,0.00075988-8.797e-05i,0.00087799-0.001216i,0.0011071-0.0010281i,0.00036132+0.00016062i,-0.00043837+0.00086506i,-0.00063412+0.0008941i,-0.00073838+0.00061319i
0.023141+0.051679i,0.026233+0.042578i,0.017554+0.019183i,0.0097472+0.0049506i,0.0068404-0.00054208i,0.00092285-0.0050598i,-0.0055264-0.0066017i,-0.0048205-0.0060338i,-0.0016572-0.004615i,-0.0012578-0.0021536i,-0.0017314-0.00013527i,-0.0023252+0.0011754i,-0.0024204+0.0015603i,-0.00039566+0.00081518i,0.0016272+3.431e-05i,0.00093327-0.0012546i,-0.0015386-0.0016546i,-0.0033359-0.0007997i,-0.0033067-0.00055603i,-0.0012668+0.00014451i,0.0010831+0.00066254i,0.00152+0.00079504i,0.00070759+0.00065598i
0.059011-0.018951i,0.048235-0.024099i,0.021242-0.017806i,0.0040654-0.008896i,-0.00025903-0.0042009i,-0.0038767-0.0005315i,-0.00649+0.0037111i,-0.0059474+0.0035627i,-0.0038419+0.0020586i,-0.00094293+0.0020311i,0.0004605+0.0022594i,0.0010952+0.0028456i,0.0018654+0.0026085i,0.0011839-0.00049344i,0.00046606-0.003475i,-6.7399e-06-0.0035249i,-0.0010322-0.0011279i,-0.0012699+0.0014526i,-0.00055738+0.0023234i,0.00032867+0.0018715i,0.00042688+0.00030693i,0.00051504-0.0016036i,0.00031041-0.0020191i
-0.010819-0.060215i,-0.021239-0.046197i,-0.020074-0.018809i,-0.013326-0.0024519i,-0.0085562+0.0012285i,-0.0030368+0.0030979i,0.002289+0.0060603i,0.003501+0.0060052i,0.002604+0.0039918i,0.002275+0.0016141i,0.0031722+0.00041417i,0.0033423-0.00029633i,0.0027942-0.00129i,0.00025234-0.0011255i,-0.0027499-0.00049227i,-0.0024996+0.0004421i,0.00036069+0.0016557i,0.0025247+0.0020924i,0.0020712+0.0015519i,0.00076148+0.00092429i,-0.00039997+0.0002024i,-0.00079679-0.0011594i,-0.00076303-0.0012799i
-0.056273-0.0015325i,-0.050569+0.0084181i,-0.026388+0.013643i,-0.0090575+0.01424i,-0.0043701+0.011984i,-0.0011137+0.0057574i,0.0041013-0.00020558i,0.0070839-0.0020685i,0.0065146-0.0020511i,0.0033831-0.0025733i,0.00096417-0.0034111i,0.00014904-0.0033639i,-0.0015782-0.0025616i,-0.0021687+0.00030189i,-0.0010387+0.003437i,2.3834e-05+0.0034564i,0.00067517+0.00066688i,0.00085498-0.0014033i,0.00068072-0.0015672i,0.00027972-0.00075856i,6.8801e-05-0.00018471i,-0.00035958-0.00011635i,-0.00096479+0.00017619i
-0.0073916+0.055879i,0.0013363+0.048579i,0.007641+0.026951i,0.0094325+0.014183i,0.0094163+0.010838i,0.0067796+0.0045076i,0.0023507-0.0028084i,0.0010038-0.0055787i,0.0016518-0.0060443i,8.4452e-05-0.0045259i,-0.0025299-0.0022573i,-0.003362-0.00083015i,-0.0027961+0.00078495i,-0.00075462+0.0016603i,0.0017812+0.0016913i,0.0021518+0.0012872i,-6.4944e-05+0.00080323i,-0.0021988+0.00082833i,-0.002365+0.00065535i,-0.00080792+0.00022003i,0.0012901+0.00061135i,0.001508+0.00088338i,0.00033143+0.0001905i
0.055422+0.018448i,0.05043+0.0068875i,0.026383-0.00099455i,0.013285-0.0028869i,0.013974-0.005343i,0.0086964-0.0062268i,-0.00033468-0.0036093i,-0.0047739-0.0023763i,-0.0054304-0.0021279i,-0.0039859+0.00027382i,-0.0017034+0.0025384i,-0.0003904+0.0032752i,0.00024872+0.0031117i,0.0011352+0.0012561i,0.0011876-0.001242i,0.00029701-0.0015155i,-0.00040058+2.6197e-05i,-0.00036176+0.0015826i,-3.8177e-05+0.0017935i,0.00010289+0.00039743i,0.00051869-0.0010285i,0.00095144-0.00074052i,0.00057343-0.00055017i
0.025196-0.051798i,0.012096-0.049689i,-0.0028084-0.026171i,-0.0094991-0.0097252i,-0.0098083-0.0087037i,-0.0079768-0.0071105i,-0.0049653-0.0013006i,-0.0025672+0.0030182i,-0.0010394+0.0039189i,0.0010886+0.0036466i,0.0031939+0.0033616i,0.0036884+0.0018479i,0.0034703+0.00015902i,0.0018959-0.0011141i,-0.00091054-0.0011457i,-0.0019302-0.00084166i,-0.0005451-0.0015232i,0.0015946-0.0012433i,0.0018663-0.00040815i,0.0012633+3.2716e-06i,0.000261-0.00013594i,-0.00082873+0.00032184i,-0.00086467+0.00091033i
-0.05082-0.0292i,-0.053052-0.013492i,-0.034045+0.0041754i,-0.018449+0.011787i,-0.014985+0.012744i,-0.010372+0.010279i,-0.0013687+0.0062736i,0.0046104+0.0039487i,0.0059057+0.0028146i,0.0052229+0.0011709i,0.0046999-0.00186i,0.0035453-0.0036745i,0.00055894-0.0024222i,-0.0018447-0.00044015i,-0.0022132+0.00093462i,-0.0013264+0.00099044i,-0.00036193-0.00068924i,2.892e-05-0.0018754i,-0.00064765-0.0017349i,-0.00093468-0.0013843i,-7.3756e-05-0.00039598i,0.0011425+0.00021256i,0.00097645+0.00015584i
-0.041349+0.037321i,-0.028463+0.041766i,-0.0096156+0.031839i,0.0030831+0.025475i,0.010757+0.024308i,0.012324+0.015689i,0.010068+0.004478i,0.0093071-0.001804i,0.0073846-0.0041861i,0.0024716-0.0036594i,-0.001497-0.0028022i,-0.0031108-0.0016051i,-0.0033178-8.5576e-05i,-0.0021181+0.00082829i,0.00037144+0.0021578i,0.00090443+0.003193i,-0.00038645+0.0027397i,-0.0020703+0.0021003i,-0.0030049+0.0019142i,-0.0027666+0.0016387i,-0.00082071+0.00080863i,0.00079223-0.00033914i,0.00025415-0.0010575i
0.033585+0.044503i,0.039683+0.034942i,0.029338+0.017264i,0.02334+0.0045042i,0.02492-0.0035242i,0.019125-0.0082412i,0.0079045-0.0079337i,0.0014726-0.0071862i,-0.001164-0.006666i,-0.0029856-0.0029408i,-0.0045074+0.0010037i,-0.0049117+0.0026722i,-0.0032535+0.0028156i,8.3345e-05+0.0014927i,0.0019181-0.00047977i,0.0014444-0.00076472i,0.00132+0.001451i,0.0014845+0.0038058i,0.0012488+0.0040642i,0.0010914+0.0028617i,8.0336e-05+0.0018089i,-0.0015531+0.00098004i,-0.0013018-2.1075e-05i
0.047818-0.027206i,0.036519-0.037784i,0.014167-0.027352i,0.00051981-0.016745i,-0.0051221-0.019113i,-0.0072398-0.017947i,-0.0073424-0.0086644i,-0.006574-0.0015987i,-0.0043681+0.0018073i,-0.00059972+0.0045766i,0.0017765+0.0059809i,0.0023432+0.0048688i,0.0017704+0.0025533i,0.00025053+0.00085726i,-0.00043899-0.00032961i,0.00064136-0.0017547i,0.0013404-0.0026994i,0.0025869-0.002363i,0.0038804-0.0012638i,0.0030351-0.00020025i,0.0015932+0.00087683i,0.00096476+0.0010592i,0.00065727+0.00044536i
-0.020695-0.043208i,-0.032948-0.034351i,-0.028855-0.012061i,-0.022456+0.0032395i,-0.022454+0.0093662i,-0.01839+0.010611i,-0.0094096+0.0092717i,-0.002335+0.0082281i,0.0019205+0.0065594i,0.0044006+0.0034011i,0.0059996+7.5669e-05i,0.00579-0.0015095i,0.0035723-0.0016881i,0.0016266-0.0013871i,0.0006087-0.00092698i,-1.5761e-05-0.0010366i,-0.00019547-0.0013622i,-0.00065272-0.00248i,-0.0011286-0.0023075i,-0.00058233-0.0017732i,0.00088274-0.0019427i,0.0021044-0.0018155i,0.0016781-0.0010822i
-0.051239+0.012415i,-0.047217+0.026239i,-0.026869+0.028304i,-0.0095471+0.027815i,0.0020811+0.029203i,0.0085395+0.022479i,0.010488+0.011608i,0.010169+0.0046352i,0.0075865-9.3226e-05i,0.0034587-0.0029677i,0.0012216-0.0046311i,0.0007457-0.0049854i,-0.00038589-0.0027138i,-0.001099-0.00069448i,-0.00080945+4.29e-05i,-0.00069386+0.0007748i,-0.001782+0.0018601i,-0.0025287+0.0020204i,-0.0025267+0.002674i,-0.0020418+0.0028175i,-0.0010822+0.0010107i,-0.0013273-0.0010166i,-0.0016042-0.0017424i
0.0023935+0.050351i,0.017588+0.049057i,0.021792+0.033363i,0.023131+0.018766i,0.028672+0.0061638i,0.025883-0.0041303i,0.014392-0.0069646i,0.0067919-0.0075969i,0.0021369-0.0070483i,-0.0019313-0.0024888i,-0.0043919+0.00056849i,-0.0055345-4.3475e-05i,-0.0048263-0.00043691i,-0.0022975+0.00024567i,-7.7101e-05+0.00098398i,0.00047852+0.0023148i,0.00058859+0.0030668i,0.0013296+0.0035689i,0.0015001+0.0038265i,0.00042103+0.0029995i,-0.00060502+0.0019749i,-0.0015946+0.0014218i,-0.0023268+0.0018376i
0.050174+0.0010057i,0.047689-0.013217i,0.029213-0.018086i,0.013816-0.017273i,0.0027748-0.02111i,-0.0062407-0.02137i,-0.0084848-0.013281i,-0.0070154-0.0072025i,-0.0060379-0.0034938i,-0.0035843+0.0013458i,-0.0018031+0.004189i,-0.001515+0.0036845i,-0.00014074+0.0028956i,0.00027284+0.002479i,-0.00043979+0.0015347i,0.00028205+0.00041124i,0.0021192-0.00039458i,0.0035819-0.00043002i,0.0035045+0.00025175i,0.00354+0.00087907i,0.0036097+0.0017007i,0.0031755+0.0023241i,0.0021844+0.0025479i
