-2.1995e-05+0.00069047i,-0.00055004-2.303e-05i,-0.0012947+0.00038898i,-0.0010083+0.00098196i,-0.0014839+0.0013167i,-0.0017847+0.001614i,-0.00050232+0.0012255i,0.00073271+0.00061227i,0.00064028+0.00096057i,0.00081682+0.00048536i,0.00066956-0.00078609i,0.00039323-0.0009512i,0.00041134-0.00012578i,0.00026997-4.0714e-05i,0.00072717-0.00052046i,0.00066846+0.00029772i,0.00053301+0.0012737i,0.00048373+0.00072577i,-0.00088216-0.00044201i,-0.0014281-0.00061483i,-0.00087605+0.00036807i,-0.00066055+0.00056398i,-0.0002555+0.0005964i
-0.0012554+0.0011833i,-0.0030136+0.0012363i,-0.0031326+0.0016377i,-0.0018538+0.0017071i,-0.000964+0.0011212i,-0.00080645-0.00025428i,-0.000412-0.0011094i,-3.0021e-05-0.0011168i,-0.00077672-0.00058801i,-0.0016052+0.00033454i,-0.0017906+0.00044917i,-0.001415+0.00027143i,-0.00044016+0.00070789i,-0.00062817+0.00052935i,-0.0012221-0.00036905i,-0.00020728-0.0008466i,0.00021433-0.00032264i,0.00052746+0.00039162i,0.001407+0.00069363i,0.00065945+0.00048552i,-0.00036699+0.00030963i,-0.00058043-0.00014315i,-0.00020462-0.00082845i
-0.0039027-0.0011207i,-0.0030695-0.001234i,-0.0016235-0.00017547i,-3.1191e-06+0.0004505i,0.0014085+0.00027398i,0.0018742-2.1614e-05i,0.0010804-0.00037067i,-0.00017204-0.00098917i,-0.00010922-0.001081i,0.00073827-0.00049718i,0.0011291+0.00043513i,0.0014328+0.00027728i,0.0012848-0.001211i,0.00055975-0.0014479i,9.77e-05-0.00085419i,-0.00010539-0.00031811i,-0.0003663+0.0002961i,0.00028165+0.00021779i,0.0012556+9.9542e-05i,0.0015096+6.2257e-05i,0.00094341-0.00040955i,0.0001962-0.0010475i,-5.1959e-05-0.0011019i
-3.5402e-05+0.0025589i,0.0012214+0.002587i,0.0029566+0.0017974i,0.0028245+0.0013172i,0.0011104-0.00027343i,-0.00011983-0.0012249i,-0.0011174-6.8455e-05i,-0.0013928+0.00022126i,-0.0013685-0.0002762i,-0.00096229-0.0010781i,-7.3898e-05-0.0017318i,-0.0007181-0.0016048i,-0.001571-0.0017154i,-0.0012058-0.0011791i,-0.0014627-0.00033357i,-0.0013394-1.728e-05i,-0.00027099+0.00040332i,0.00054463+0.0010447i,0.0004173+0.00075908i,0.00031754+2.2728e-05i,0.00047522-0.00052649i,-0.00014782-0.00094197i,0.00015335-0.0010861i
-0.0015747+0.00025287i,-0.0010786-0.00022415i,-0.00039596-0.00026248i,0.00016384+4.7578e-05i,0.00056213-0.00015109i,0.00099139-0.00032481i,0.00046685+1.149e-05i,-0.00048095+0.00038371i,-0.00094327+0.00018195i,-0.00069658-0.00068469i,-0.00028445-0.0022314i,-0.0007319-0.0026229i,-0.0012121-0.0015382i,-0.00049163-0.00092455i,0.00052726-0.000304i,0.0010385+0.0001851i,0.00035182+4.8564e-05i,-0.00045655+0.00015023i,-0.00045798+0.00087892i,-0.00031781+0.0011388i,0.00024044+0.00057989i,0.00055111-6.5187e-05i,0.00052945-0.00079313i
0.0026903+0.00071329i,0.0027698-0.00018417i,0.00226-0.0015893i,0.00012581-0.0015078i,-0.0019483-0.00077779i,-0.0014581+0.00016455i,0.00011287+0.0017212i,0.0011284+0.0019908i,0.0012107+0.0010932i,-0.00035801+0.00033581i,-0.0017028-0.00022072i,-0.0017934-0.00022788i,-0.0014331+0.00031274i,-0.0011293+0.00074176i,-0.0002487+0.00088163i,0.00070671+0.00048458i,0.00017264+0.00036276i,-0.001292+0.00084449i,-0.0015406+0.00062215i,-0.00051773+0.00045259i,0.00056425+0.00010537i,0.00050615-2.05e-05i,-0.00030629-0.00010321i
-2.4193e-05+0.00036702i,-0.00019511+0.00048805i,0.00013033+0.00080441i,0.00076005+0.0012976i,0.00054079+0.0022649i,-0.0002116+0.0021069i,-0.00025294+0.0014359i,-0.00025148+0.0007074i,-0.00046333-0.00021452i,-0.00053922-0.00012006i,-0.00021411+0.0012381i,-0.00080063+0.0027935i,-0.00043625+0.0019719i,0.00024309+0.00036372i,4.8452e-05-0.00033795i,0.0001066-0.00058781i,-0.00037-0.0012253i,-0.00045895-0.0015586i,5.3794e-05-0.00079456i,-0.0002309-0.00016287i,3.396e-05-0.00013542i,0.00055397+0.00032293i,0.00014135+0.00066504i
-9.3496e-06+0.0010134i,0.00098174+0.00095013i,0.00096151+0.00086153i,-0.00026606+0.00084136i,-0.00050938+0.00018187i,2.8188e-05+0.00081242i,0.00021346+0.0010381i,-9.0392e-05-0.0005788i,-6.9903e-05-0.0015777i,0.00065761-0.00076532i,0.0013738+0.00093634i,0.0013996+0.0016402i,0.001273+0.0015661i,0.00062743+0.0010978i,-0.0012378-6.4223e-05i,-0.0014363-0.00073511i,-0.00033689-0.00037127i,9.9499e-05-0.00025306i,0.00034745-0.0002122i,0.00066077-0.00045069i,0.00049871-0.00027537i,0.0002425+0.0010552i,3.5169e-05+0.0012729i
0.0012566+2.6749e-05i,0.00043055+0.00062061i,0.00021145+0.0011677i,-0.00084454+0.0012265i,-0.0017492+0.00082318i,-0.0018661+0.00069776i,-0.0015058+0.00091719i,-0.0013774+0.00018626i,-0.0014963-0.00026683i,-0.001032-0.0012444i,0.00061244-0.0011684i,0.001515-0.00052227i,0.00053959-0.00031718i,-0.00017048+0.00060169i,0.00026741+0.0010534i,0.00035402+0.00055339i,0.00026161-0.00055456i,0.00042479-0.00099658i,-0.00024257-0.0012137i,-0.00096618-0.00078926i,-0.00098933+3.2924e-05i,-0.00080838+0.0003076i,-0.00091049+0.00079224i
-3.286e-05-0.0014566i,-0.0022256-0.002137i,-0.0041737-0.0022044i,-0.003909-0.0010998i,-0.0029203+0.00083322i,-0.0014767+0.0017107i,0.00042268+0.0019831i,0.0003132+0.0024481i,-0.00044541+0.0012076i,-0.00047136-0.0011507i,-0.00055997-0.0023065i,-0.00093794-0.0019003i,-0.00085943-0.00077708i,8.9213e-05+9.001e-05i,0.00040933+0.00015261i,0.00031418+1.6972e-05i,0.0003474-0.00043393i,-0.00016783-0.0010076i,-0.00018588-0.0016551i,-0.00096701-0.0016544i,-0.0019025-0.0011074i,-0.0011998-0.00081952i,-0.00038483+0.00013545i
-0.00072328-0.00062664i,-0.0010945-0.0009827i,-0.0018347-0.0010882i,-0.0015297-0.00083849i,-0.00083119-9.9472e-05i,0.00014189+0.0007435i,0.00042156+0.00065009i,0.00021288-0.00016499i,-0.00022251-0.00031876i,-0.00084708-1.4675e-05i,-0.0014646+0.00039785i,-0.0019979+0.00070816i,-0.0025976+0.00044945i,-0.0022513-0.00039954i,-0.00064086-0.00057354i,0.0007438-0.00061057i,0.0017311-0.00051958i,0.001295-2.1775e-05i,0.00039874-9.07e-05i,-0.00013912-0.00059438i,-0.00034361-0.00052266i,-0.00015601-0.0003798i,0.00041321-0.00026332i
-0.0012433+0.0011216i,-0.00090683+0.0014402i,-0.00011181+0.0015361i,0.00018292+0.00098438i,0.00016521+0.00012025i,-0.00050534-0.00093577i,-0.00045783-0.0022675i,0.00062741-0.00212i,0.0015249-0.00096152i,0.0016611-0.00029794i,0.00094531+0.00062171i,-0.00045712+0.0017142i,-0.0017348+0.0011472i,-0.0017219+0.00030758i,-0.00068511+3.6637e-05i,-0.00011441-0.00023544i,0.00041711+0.00051352i,0.00021432+0.0010022i,-0.00030363+0.00080212i,2.5096e-05+0.00024602i,0.00029013-0.00013523i,0.00059341-0.00031635i,0.00037859-0.00081223i
0.00013312+0.00059759i,0.0011749-0.00081746i,0.00061587-0.0020615i,-0.0015066-0.0019557i,-0.0007822-0.00072159i,0.00070675-0.00017973i,0.00010602-7.5369e-05i,-7.7935e-05-0.0010814i,0.0005617-0.0020963i,0.0011072-0.0009003i,0.0014788-0.00030045i,0.0011335-0.0013755i,0.00074182-0.0013197i,0.00064508-0.00072672i,0.00068139-0.00037516i,0.00023009-0.00015935i,-0.00040794-0.00025629i,-0.00060542-0.00049848i,-9.3342e-05-0.00066444i,0.00027457-0.00048625i,0.0004645-0.00068368i,0.00050028-0.0008134i,2.5218e-05-0.00031701i
-5.4739e-05+0.00031936i,0.00085551+0.0016405i,0.001535+0.0016034i,0.0010448+0.00028775i,-5.2254e-07+0.00067996i,-0.0010694+0.0016142i,-0.0008543+0.0008397i,-0.00081291+3.1818e-05i,-0.00096684-0.0011062i,0.00014882-0.0022717i,0.00058771-0.0028098i,0.00028941-0.0026333i,0.00080136-0.0021608i,0.00098144-0.0010681i,6.3057e-05+0.00081095i,0.00039006+0.0011754i,0.00085432+0.00037422i,0.00015111+0.00014437i,-0.00037716-0.00017324i,0.00011426-0.00017389i,0.0006594+0.00031975i,0.00053366+0.00027938i,-1.0461e-05+8.5931e-05i
0.00068228+0.001353i,0.0019046+0.0012663i,0.0024353+0.00161i,0.00083836+0.00042473i,-0.00086472-0.0012899i,-0.00074399-0.00073249i,-5.8511e-05+0.00033298i,-0.0001968+0.00087976i,-0.00084533+0.00063316i,-0.001324+0.00022636i,-0.0014972-5.8442e-05i,-0.001215-0.0012231i,-0.0013041-0.0018935i,-0.0010759-0.0015996i,-0.00051953-0.00082063i,-0.00014856+0.00013328i,0.00036204+0.00018422i,0.0003594-0.00050028i,-0.00039275-0.00035787i,-0.00055574+0.00042323i,0.00058362+0.00078174i,0.0015233+0.00051121i,0.0014952+0.00012888i
0.00030394+0.00052002i,-0.00030372+0.0014246i,-0.0012311+0.0012876i,-0.00080708+0.00075731i,-0.00095041+0.0004249i,-0.00068971+0.00019544i,-0.00013253+0.0012036i,-0.00022015+0.0018199i,7.3691e-05+0.00089206i,-0.00011392+0.00093473i,-0.0003754+0.0021096i,-0.00075501+0.0023605i,-0.00086525+0.0017162i,-0.00068548+0.0010782i,0.00031803+0.00058439i,0.0009472+0.00064488i,0.0010083+0.00065465i,0.001531+0.0006205i,0.00032488+0.00014389i,-0.0011222+0.00024241i,-0.0009264+0.00092255i,-0.00015502+0.00042425i,9.5493e-05-1.0339e-05i
-0.00037587+0.0019916i,-0.00081106+0.0014101i,-0.0010671+0.00034136i,-1.2623e-07-0.00013735i,0.0017782+0.00038897i,0.0017376+0.0006083i,0.00065128+0.00053368i,0.00042561+0.00015118i,0.0015405-0.00062368i,0.0025888-6.0651e-05i,0.0017094+0.0014985i,0.00051337+0.0018627i,7.3913e-05+0.0012257i,1.4221e-05+0.00052809i,8.6483e-05-0.00026135i,-0.00028104-0.0010932i,-0.00051031-0.0010901i,0.00041374-0.00065651i,0.001206-0.00085009i,0.00085901-0.00052756i,0.00068228+0.00024599i,0.0007623-7.8428e-05i,0.00082722-1.2147e-05i
0.001051-0.0012235i,0.00017929-0.0033259i,-0.00066099-0.0034208i,-0.0015478-0.0019538i,-0.0028079-0.0012538i,-0.0029897-0.000679i,-0.0014911+3.8332e-05i,0.00042891-0.00044234i,0.0005741-0.0017208i,0.00011091-0.0024641i,0.00083772-0.0017837i,0.0012177-0.00072148i,0.00073962+0.0001699i,0.00027913+0.00095583i,-0.000818+0.00082849i,-0.0014044+0.00032955i,-0.00023988-0.00035002i,0.00055058-0.00010055i,-1.0084e-06+0.0006726i,-0.00086241+0.00092648i,-0.001054+0.00048004i,-0.0007904+0.00039083i,-0.00038527+0.00036678i
0.00016225-0.0017527i,0.0004519-0.0026777i,0.00027409-0.0023337i,-0.00055715-0.0010252i,-0.00056081+1.6647e-05i,-0.00054119+0.00054353i,-0.00082594+0.0001596i,-0.0016062-0.0012081i,-0.0027377-0.002082i,-0.0029083-0.0015182i,-0.0019953-0.0017202i,-0.0010841-0.0019209i,-0.00060505-0.0020121i,-0.00019564-0.0019988i,-1.2884e-05-0.0012213i,5.7571e-05-0.00062806i,2.7366e-05-0.0002803i,-0.00020284-0.00022524i,-0.00048924+0.00016693i,-0.00072299-0.0002915i,-0.00061266-0.00035863i,2.0332e-06+0.00023973i,0.00023096+0.00016408i
-0.00082298+1.2917e-05i,-0.00025486-0.00013947i,-2.8857e-05+0.00084975i,4.2666e-05+0.0016028i,0.00022194+0.00125i,0.00093642+0.00042899i,0.0010786+0.00040516i,0.00027394+0.00072059i,-0.0010048+0.0011097i,-0.0012632+0.0014242i,-0.0012596+0.0014398i,-0.0016759+0.00099373i,-0.0019301+0.00046071i,-0.0011042-0.00070199i,0.00072784-0.0012836i,0.00086244-0.00080581i,0.00026484-0.00072676i,0.00068253-0.00060339i,0.0013146+0.00026979i,0.00092903+0.00054251i,-0.00032097+5.266e-06i,-0.00045423-0.00035977i,0.00071081-0.00044612i
0.001691-5.7935e-05i,0.0022531+0.00027324i,0.0019167-0.00083192i,0.00043098-0.0010998i,-0.00095577-0.00051229i,-0.0012-5.3267e-05i,-0.00080792+8.613e-05i,-0.00029564+0.00044812i,0.00049273+0.0010961i,0.00055072+0.0012319i,3.2478e-05+0.00087173i,-0.00050053+0.00013743i,-0.00088798-0.00016956i,-0.00090564-0.0006817i,-0.00018951-0.00086107i,0.00070757-0.00075986i,0.00023755-0.00035107i,-0.00037407+5.5522e-05i,-9.1333e-05+0.00013046i,0.00020962-0.0005337i,0.00036709-0.00075674i,-0.00010888+5.8317e-06i,-0.00053372-0.00035791i
-0.0012176+0.0014057i,-0.00054792+0.0024573i,0.00023708+0.0023058i,0.00011182+0.0016409i,-0.00051724+0.00069668i,9.586e-05-0.00021719i,0.00057284-5.6292e-05i,0.0009989-0.00075306i,0.0016471-0.0014409i,0.0023113-0.0010143i,0.0020603-0.00027149i,0.0012503-0.00032598i,0.0010715-0.0013493i,0.0008806-0.0026111i,0.0010356-0.0029134i,0.00080896-0.0016964i,-1.6804e-05-0.00054937i,6.8148e-05-0.0001731i,0.00030407-0.00020502i,0.00079255-0.00044692i,0.00049655-0.00032159i,0.00022784+4.7766e-05i,0.00051147+8.6325e-05i
-0.00355+0.0004918i,-0.0034842+0.0021594i,-0.0025203+0.0030307i,-0.00084243+0.0030637i,-0.00015612+0.0032673i,0.00024651+0.0025581i,0.00035684+0.00083871i,0.00078822-0.00083981i,0.0015713-0.0022327i,0.001872-0.0032831i,0.0012973-0.0021731i,0.0013531-0.0012358i,0.0021252-0.0013535i,0.0023649-0.00080151i,0.0018739+0.00012095i,0.0013554+7.7561e-05i,0.00080889+1.9969e-05i,-0.00015953-0.00032984i,-0.0008708-0.00064188i,-0.00095476+2.3411e-05i,-9.5352e-05+0.00045177i,0.00067767+0.00025785i,0.00060692+0.00016017i
0.00024925+0.0010777i,-0.00040234+0.00095625i,-0.00013887-0.00049371i,0.0003738-0.002095i,0.00061971-0.0014094i,0.00083791-0.00056781i,0.00046761-0.0015486i,-0.0005479-0.0012405i,-0.0014867-0.00065335i,-0.002198-0.0013627i,-0.0021129-0.0011859i,-0.00063785+6.9617e-06i,0.00066841+0.00065052i,0.00038966+0.00058408i,0.00033261+0.00055798i,0.00065779+0.00039052i,0.00034556+0.00044838i,7.1168e-05+0.00087038i,-0.00026348+0.0013859i,0.0001097+0.0017621i,0.00068892+0.0015092i,0.0010308+0.00094653i,0.0016908+0.00023159i
-0.0024539-0.00050609i,-0.0034572+0.00076155i,-0.004062+0.0021011i,-0.0035781+0.0029649i,-0.0022189+0.0019069i,-0.00081882+0.00014255i,-0.0001641-0.00053853i,-0.0010361-0.00019163i,-0.0021779+0.00084419i,-0.001781+0.0022197i,-0.00090239+0.0024775i,-5.975e-05+0.0016702i,0.0001717+0.0011854i,0.00035682+0.00035514i,0.00069542-0.00037338i,0.00098584-0.00055952i,0.0010069-0.00065699i,0.0010356-0.00096473i,0.00061458-0.00095028i,0.00015742-0.00047552i,0.00024468+0.00052517i,0.00012898+0.0016451i,9.5597e-05+0.0016586i
-0.0010098-0.00045257i,-0.00021764-0.0018663i,0.0005697-0.0021348i,0.0008805-0.0003353i,0.0003138+0.0009478i,-8.0329e-05+0.0012497i,-0.00022455+0.0015211i,-0.00030414+0.0015826i,0.00062545+0.0014625i,0.00097728+0.0010542i,0.00076603+0.0008644i,-8.6146e-05+0.0001529i,-0.00090923-0.00049279i,-0.0008994+0.00025213i,-0.00099762+0.0005096i,-0.00061351+0.00011951i,0.00017736-0.00015888i,0.00082992-0.00015447i,0.00015609-0.00059226i,-0.0004296-0.00061766i,-0.00020358-0.00055908i,-0.00045803-0.00056069i,-0.00084108-0.00062498i
0.00014208-0.00016513i,-0.00042071-0.0009254i,-0.00068674-0.0012619i,-0.00067076-0.00082408i,5.4182e-05-0.00045869i,0.00073487+0.00053887i,0.00071068+0.0011335i,0.0011203+0.00086745i,0.0018163-0.00017956i,0.0020146-0.00048931i,0.0015287+0.00030543i,0.00029348+0.00021857i,-0.00076723+0.00010806i,-0.00087647-3.2321e-05i,-0.00056288-0.00087897i,-0.0013005-0.00090715i,-0.0014462+0.00012993i,-0.00069268+0.0007389i,-0.00051181+0.0004765i,-0.00064209+6.4831e-05i,-0.00077246-8.3931e-05i,-0.00030247-0.00016283i,-0.00081175+0.00031219i
0.0007016-0.0025408i,0.0015431-0.0035683i,0.00091075-0.0039952i,-0.00096216-0.0029381i,-0.0017517-0.0010497i,-0.0016233-0.00072082i,-0.00099473-0.00072966i,-0.0012497-0.00099264i,-0.0010519-0.0025836i,-0.001083-0.0028786i,-0.001409-0.0019727i,-0.0018096-0.0010561i,-0.001609-0.00022013i,-0.00026577+0.00029283i,0.00022377+0.000627i,-1.9876e-05+0.0011153i,-0.00036128+0.0016276i,-0.00090707+0.0010681i,-0.00023634-0.00038954i,0.0003184-0.0018594i,0.00018297-0.0016631i,-0.00053404-0.00015598i,-0.0015386-6.1429e-05i
0.003606+0.0028416i,0.0045221+0.0025786i,0.0046626+0.0011422i,0.0030849-0.00030667i,-7.5518e-05-0.00048185i,-0.0017639-0.00014735i,-0.0010608+3.3906e-05i,-0.00085815-8.8619e-05i,-0.001433-0.00026315i,-0.0014575-0.00049878i,-0.0017175-0.00079042i,-0.0018299-0.00070349i,-0.001089-0.0012484i,-0.00051308-0.0017925i,-0.00015869-0.0017416i,0.00017839-0.00093421i,0.00034481+0.00019949i,-0.0004913+4.0112e-05i,-0.00090169-0.001153i,1.1594e-06-0.0014598i,0.00062455-0.00050461i,9.3401e-05+0.00034825i,-0.0006435+0.0002465i
0.00025121-0.00089455i,1.2928e-05+0.00091417i,-0.00054792+0.00099437i,-0.00082371+0.0015624i,-0.00073193+0.002408i,3.9293e-05+0.0012927i,0.0010397+0.00058827i,-7.0566e-05+0.00098995i,-0.0015509+0.0016738i,-0.0015478+0.0017858i,-0.00065232+0.000883i,0.00037292-0.00040138i,0.0012955-0.0014429i,0.0017915-0.00096887i,0.0017344-0.0006832i,0.0013257-0.0011354i,0.00099617-0.00081446i,0.00026649-0.00057217i,0.00018956-0.00078143i,0.00081684-0.0011833i,0.0013346-0.0013842i,0.0012053-0.00069361i,0.001031+0.00012399i
0.0025036+0.00065345i,0.0014282+0.00039382i,0.0024149-0.00077282i,0.0025512-0.0019813i,0.00064566-0.0019453i,-0.00097182-0.00079034i,0.00039242+1.0425e-05i,0.0018752+0.00040611i,0.0016269+0.00029774i,0.0012222-0.00070307i,0.00067205-0.001054i,-0.0001658-0.00097305i,8.6094e-05-0.0013102i,-0.000115-0.0010529i,-0.0017346-0.00046988i,-0.0017238-5.0366e-05i,-0.00078791-0.00097896i,-0.00037164-0.0017596i,0.00057378-0.0008734i,0.0011522-0.00027443i,0.0015526-0.00059024i,0.0010543-0.00052608i,0.00041169+7.8042e-05i
0.00020988+0.00073566i,-0.00087109+0.00064416i,-0.0014915+0.00081974i,-0.0025847+0.00037451i,-0.0042224-0.0005302i,-0.0041974-0.0010545i,-0.0029469-0.00059547i,-0.0023051-0.00064391i,-0.00060562-0.0013095i,0.0011075-0.0021939i,0.00055133-0.002398i,-0.00029305-0.00066109i,-0.00059237+0.0011227i,-0.00046023+0.0012945i,-0.00071002+0.001155i,-0.00095726+0.00094913i,-0.001072+0.0011565i,-0.0012088+0.0010994i,-0.00030307+0.00059731i,0.0015652+0.00051911i,0.0014585+0.00046471i,0.00019525+0.00085938i,0.00021165+0.0010337i
0.00078834+0.00047864i,0.00048941-0.00061582i,0.0017139-0.00076003i,0.0018524-0.00054155i,0.00049656-0.00012509i,-0.00056938+0.0007181i,-0.0013858+0.0019984i,-0.0017346+0.0018414i,-0.0014351+0.0004311i,-0.0012912-0.0012765i,-0.0010697-0.0016967i,-0.00040618+0.00034106i,0.00030902+0.0029548i,-0.00035352+0.003514i,-0.00109+0.0019419i,-0.0001717+0.0015196i,0.0014442+0.0012198i,0.0016775+0.0011249i,0.00046725+0.0020479i,0.00022723+0.0023715i,6.0525e-05+0.0016917i,-0.00055629+0.001515i,-0.00034863+0.0012339i
-0.001641+0.00035167i,-0.00065547-0.0003045i,-0.00028184-0.00052544i,0.0012154-0.00036426i,0.0026253-0.00062281i,0.0023311-0.0011078i,0.0010478-0.00066718i,0.00084386+0.00014128i,0.00042888+0.00051246i,2.5491e-05+0.00066154i,0.00044102+0.0011871i,0.0001931+0.00067951i,4.107e-05+0.00042489i,0.00035159+0.00044346i,0.0003519-0.00046757i,0.00067113-0.0009728i,0.0012844-0.00092467i,0.0012107-0.00044075i,0.00056339-0.00042235i,-9.8697e-05-0.00021128i,-0.00033727+0.00072354i,0.00015167+0.00093107i,0.0001051+0.0004229i
-0.00013016-0.0018362i,-0.00090547-0.0014813i,-0.0016862-0.0018648i,-0.0023409-0.00081744i,-0.0035677-0.00060256i,-0.0036052-0.0011716i,-0.0024369-0.00017492i,-0.0014385+0.00096507i,-0.00048356+0.0010439i,5.82e-06+0.00058694i,0.00031253-0.00060841i,0.00038157-0.0016356i,-0.00030514-0.0017628i,-0.0011487-0.0010162i,-0.0011774-0.00029784i,-0.0002834-0.00023953i,0.00044119-0.00038188i,0.00072578-0.0010399i,0.00023169-0.0018021i,-2.5782e-05-0.0019254i,7.9834e-05-0.0014541i,0.00021171-0.001477i,0.0006908-0.0011168i
0.0011263+0.00090215i,0.0021712+0.00012042i,0.0019203-0.0012434i,0.00041685-0.0013418i,-0.0014782+0.00036967i,-0.0017658+0.0017341i,-0.00051028+0.0014415i,-0.00010825+0.00060282i,0.00025267+0.00047877i,0.00084575+0.00021086i,5.8351e-06-0.00059139i,-0.0014568-0.0015674i,-0.0023152-0.0019643i,-0.002271-0.002137i,-0.001802-0.0016202i,-0.00175-0.00019921i,-0.0010183+0.00092198i,-0.00090828+0.00098931i,-0.0012776+0.00023737i,-0.00035729-0.00029992i,0.00070927-0.00054263i,0.00076013-0.0011981i,-0.00020251-0.0016343i
-0.0004778-0.00070553i,-0.00016924-0.00071426i,-3.4407e-05-0.00048806i,0.00029737+0.00048729i,0.00069387+0.001357i,0.0013325+0.00096754i,0.0015857+8.6914e-05i,0.00081699-0.00098165i,-0.00017693-0.0014658i,-0.00084031-0.00099351i,-0.0015898-0.00085685i,-0.0019785-0.00016614i,-0.0010691-2.8019e-05i,0.001082-0.00079568i,0.0014793-0.00077606i,0.0005186+0.00013026i,2.403e-05+0.0006392i,-0.00059398+1.0597e-05i,8.2339e-05-0.0002903i,0.00097549-9.1242e-05i,0.00043163-0.00025227i,-0.00044125-0.00055003i,-0.00068819-0.0013562i
3.716e-05+0.0019228i,0.00061825+0.0026049i,0.0011356+0.0011655i,0.00052246+0.00053291i,-0.00068723+0.0012333i,-0.0015231+0.0010201i,-0.0012287-0.00039685i,-0.0014855-0.0016124i,-0.002167-0.0019375i,-0.0025088-0.0013864i,-0.0018367-0.00051377i,-0.00011695-0.00025217i,0.0015958-0.00014005i,0.0016941-0.00012213i,0.0013715+0.00031368i,0.0011082+0.0012399i,0.00060326+0.0010584i,-0.00020026+0.00033907i,0.00037963+0.00037548i,0.00085457+0.000649i,0.00054687+0.00033082i,0.0002467-0.00019619i,-0.00074774-0.00038815i
-0.00064071-0.00097744i,-0.00099111+0.0004206i,-0.0016692+0.0011659i,-0.0018064+0.00037882i,-0.001445-0.00024813i,-0.00060296+0.00053865i,0.00011001+0.00094675i,-0.00022217+0.0005697i,-0.0011413+0.00090927i,-0.0009786+0.0013876i,0.00023721+0.00095683i,0.0017303-0.00062962i,0.0026779-0.0015334i,0.0029478-0.0010598i,0.0022777-0.00027394i,0.00086394-0.00032055i,0.00012199-0.00076647i,0.00069537+3.3242e-05i,0.00063555+0.00059125i,0.00036621+0.00045772i,0.0012006+0.00043116i,0.0017422+0.00033628i,0.001562+0.00029102i
-0.00010155-2.8087e-05i,-0.00084132+0.0010687i,-0.00064185+0.0019848i,0.00092385+0.0013549i,0.0019261+0.0012242i,0.0012528+0.00072973i,0.00048041+0.00030104i,0.00025069+0.00043142i,0.00045347+0.00043996i,0.00080893-0.00046385i,0.00092904-0.0010745i,0.00078625-0.0013353i,0.00090474-0.001004i,0.00064055-0.00026433i,0.00028889-0.00027394i,-0.00022777-0.00069471i,-0.0014904-0.00067697i,-0.0016431-0.00049388i,-0.00091583-0.00022312i,0.00027661+0.00026544i,0.00063261+0.00071888i,0.00055644+0.00043982i,0.00078095-9.2485e-05i
-0.00049622-0.0026353i,-0.0017697-0.0042597i,-0.0024388-0.0039144i,-0.0027372-0.0018012i,-0.0017261+0.00048027i,-0.00057884+0.00044484i,-0.00063775-0.00078805i,-0.00048152-0.0011499i,0.00042002-0.0011961i,0.00074264-0.00057948i,-0.0002394+0.00054429i,-0.0019296+0.0012958i,-0.0014839+0.0019889i,-0.00045492+0.0023478i,-0.0003671+0.0015757i,-6.9293e-05+0.0010175i,0.00011209+0.00075901i,-0.00021312+0.00055192i,3.4476e-05+0.00093429i,0.00058336+0.00072193i,0.00035559+0.00087033i,-0.0004387+0.0010322i,-0.00084709+0.00076301i
0.0024184+0.0004827i,0.0029688-0.00039111i,0.0027399-0.0012869i,-0.00025794-0.0010668i,-0.0021719-0.00078175i,-0.0023698+0.00017997i,-0.0017133+0.00162i,-0.0010677+0.00087191i,-0.00045121-0.00065624i,-0.00011528-0.0014016i,-0.00037-0.0010718i,-0.00057417+0.00049649i,-0.00095151+0.0025058i,-0.0015554+0.0027176i,-0.0013598+0.0013721i,6.17e-05+0.00031612i,0.00114-0.00089674i,0.001277-0.0007005i,0.00074221+0.001024i,2.1369e-05+0.0015532i,-0.00030996+0.0010416i,7.6459e-05+0.00087329i,0.00012129+0.00088868i
-0.00068456-0.0004144i,0.00021449-0.0018667i,0.00046338-0.0020597i,0.00020351-0.0010416i,0.00021295+0.00062694i,0.00034424+0.0014971i,-0.00016537+0.0010564i,-0.00039764+0.00063094i,-0.00015303+7.0213e-05i,0.0001716-0.00032285i,-8.1871e-05+0.0004469i,-0.00027137+0.00078933i,-0.00035291-0.00059797i,-0.00028504-0.0012146i,0.00029101-0.00083908i,0.0003624-0.0014265i,0.00015506-0.0017495i,-6.9921e-05-0.0010717i,-8.3893e-05-0.00058876i,-0.00051856-0.00020726i,-0.0010888-0.00012028i,-0.00086823-0.00019021i,-0.00076659+0.00030776i
-0.0010569-0.000178i,-0.0015206+0.0013138i,-0.001399+0.0014726i,-0.0010841+0.0016979i,-0.0011123+0.002284i,-0.00055509+0.0021002i,0.00077545+0.0008956i,0.000922+0.00015664i,0.00018409+5.8425e-05i,-0.00027132+0.00074158i,-0.00068176+0.0013865i,-0.00056812+6.5471e-05i,-0.00048184-0.0013233i,-6.9957e-05-0.0016265i,0.00023034-0.0014706i,-0.00059486-0.0012209i,-0.00093918-0.0010471i,-0.0014759-0.0004356i,-0.0016784+5.8474e-05i,-0.0008062-0.00032814i,-0.0001483-0.0011397i,-0.00010839-0.00051239i,-0.00038681+0.00018967i
