-0.0014418+0.00021747i,-0.00099048+0.00055i,-0.0010592-3.5732e-05i,-0.00057592-0.0008784i,-0.00091047-0.00037897i,-0.00068737+0.00035224i,4.7578e-05+0.00025391i,-0.0001045-0.00029737i,-0.00040773-7.7299e-05i,-0.00033818+0.00053286i,0.0001372+0.00013787i,0.00019393-0.00048316i,6.5876e-05-0.00097549i,0.00013025-0.0011555i,5.7711e-05-0.00042275i,2.258e-05+0.00044417i,0.0001173+6.7538e-05i,-4.7525e-05-0.00060463i,0.00035133-7.5051e-05i,0.000539+0.00028854i,0.00045678+0.00024426i,0.00029123-0.00034472i,-0.00034785-0.00049679i
-0.00059204+0.001397i,-0.0010691+0.0019937i,-0.0016235+0.0022113i,-0.0011581+0.0013838i,-0.00058978+0.00059739i,0.00025681+0.0013041i,0.00074256+0.0014563i,0.00051296+0.00055389i,-0.00035642+0.0002209i,-0.00071242+0.00076034i,-0.00022483+0.00096766i,-0.0001225+0.00027794i,-0.00081019-0.00021262i,-0.0012045+0.00019438i,-0.0008075+9.854e-05i,3.0709e-05+0.00041131i,-0.00016427+0.0015446i,-0.00071174+0.0014601i,-0.00010483+0.00094361i,0.00015641+0.00056908i,-0.0002532-0.0003398i,-0.00020497-0.00065939i,0.0005691-0.00047114i
-0.00084353-0.00051491i,-8.8865e-05-0.0011681i,0.0021886-0.0015056i,0.0028846-0.0021706i,0.0012705-0.0027017i,-0.00051976-0.0013505i,-0.00074836-0.00026149i,-0.00099021-0.0006222i,-0.0014634+1.833e-05i,-0.0010274+0.00073137i,-0.0014083+0.0007298i,-0.0016872+0.00065189i,-0.00043984+0.00076674i,0.00020364+0.00049357i,0.0002113+0.00034828i,0.00038855+0.00038551i,-0.00034069+0.00011439i,-0.00082592-0.00027084i,-0.00064379-5.5422e-05i,-4.8383e-06-0.00035983i,0.00066509-0.00034163i,0.00055574+0.00034227i,0.00057875+0.00060618i
-0.0012663-2.7153e-05i,-0.00061621-7.7657e-05i,-0.00056969+0.0004201i,-0.0010487+0.0012034i,-0.00049201+0.0018233i,0.00064105+0.001115i,0.00038611+0.00013716i,3.7694e-06-0.00039056i,-0.00051313-0.00071906i,-0.0008513+0.0004144i,-0.00089852+0.0012026i,-0.00065298+0.00078641i,-0.00038982+0.0010264i,-0.00090896+0.00067792i,-0.00040776-0.00023773i,0.00044753+0.00011251i,6.3411e-05-5.2241e-05i,0.0001326-0.00045094i,0.00023039+0.0006656i,-0.00029196+0.00083628i,0.00030023+0.00043797i,0.00090887+0.00058149i,0.00068856+0.00025431i
0.0015926+8.7225e-05i,0.0014989+0.00050231i,0.00060784+0.00038921i,0.0001901-0.00070012i,-0.00027043-0.0011802i,-0.00087269-0.00032677i,-0.00025764+0.00010168i,-5.8039e-05+0.00015077i,-0.0015833+0.00012414i,-0.0026904+0.00039431i,-0.0020213+0.000111i,-0.00033159-0.00028934i,0.00059596+0.00013786i,0.0003579+0.00055311i,0.00029311+0.00058651i,0.00021988+0.0004721i,-0.00043737+4.6336e-05i,-0.00055501+8.0533e-05i,-1.4311e-05+0.00071826i,0.00039834+0.00059615i,0.00014437+0.00051616i,-0.00022023+0.00015372i,-0.00012193-0.00014518i
-0.0001951-9.1358e-05i,-0.0014066-0.00059223i,-0.0010933+4.9744e-05i,-0.0005037+0.0009695i,-0.00071238+0.0010506i,-0.00070579+0.00062096i,-0.00022971-2.45e-05i,-0.00023779-0.0013133i,-0.001289-0.0015347i,-0.0019602-0.00058613i,-0.0020719+0.00060571i,-0.0011275+0.00095737i,-0.00020672+0.00020017i,-0.00018546+0.00030742i,-0.00010387+0.00035475i,-0.00089153+0.00036583i,-0.0016383+9.8048e-05i,-0.00081169-0.00033883i,-7.6503e-05-3.3481e-06i,-0.00058243+0.00061391i,-0.00080547+0.00072915i,-0.00052945+0.00051449i,0.00027246+0.00063308i
-0.00033337+0.00046018i,-0.00040515-0.00050508i,0.00011161-0.00016335i,-9.3203e-06+0.00055504i,0.00041197+0.00050692i,0.0013079+0.00046407i,0.0002971+0.00060691i,-0.0014434+0.00094993i,-0.0021227+0.0011469i,-0.0017891+0.0017483i,-0.00070811+0.0018151i,9.7665e-05+0.0013248i,-0.00016854+0.00050475i,-0.00018652-0.00050218i,0.00029506-0.0001986i,0.00041647-0.00018792i,-0.00013871-0.0010947i,-0.0009566-0.0013883i,-0.00076741-0.0010486i,-0.00067537-0.00021711i,-0.00066397+0.00012436i,-0.00018419+5.2133e-05i,0.00029337-0.00017768i
-0.0018708-0.00068821i,-0.00040958-0.00028454i,-0.00032709-0.0005671i,-0.0008021-0.00049044i,-0.00096618+6.4877e-05i,-4.1433e-05+0.00091788i,-0.00047151+0.00082862i,-0.0021908+0.00067119i,-0.0032069+0.0013821i,-0.0023236+0.0019434i,-0.00093891+0.0022871i,-0.00017181+0.0021952i,0.0003543+0.0012046i,0.00071235+0.00037301i,0.00027857+0.00066687i,-0.00082488+0.00058303i,-0.0012536-5.2477e-05i,-0.0011651-8.7216e-06i,-0.0013298+0.00012894i,-0.00065131+0.00035729i,-0.00042258+0.00078123i,-0.0003593+0.0005334i,-0.00036804-0.00049397i
-0.0013235+0.00076129i,-0.0012755+0.0022799i,-0.0021075+0.0046995i,-0.00097669+0.004222i,0.0008284+0.0032047i,0.00065055+0.0013762i,-0.0025105-0.00059596i,-0.0053518+0.00044379i,-0.0058634+0.0030394i,-0.0043554+0.0048665i,-0.00098473+0.0048919i,0.0018042+0.0034638i,0.0021432+0.0019052i,0.0012298+0.00062656i,-0.00019811-0.00032272i,-0.00094694-0.00081054i,-0.00066199-0.00020842i,-0.0004207+3.6265e-07i,-4.0978e-05+0.00025162i,3.3308e-05+0.0010188i,-0.00018789+0.0013796i,-0.00024609+0.0010913i,0.00018294+0.00027585i
4.0381e-05-0.0026984i,-0.00019934-0.0028761i,-0.00099063-0.0038388i,-0.001389-0.003347i,-0.0023271-0.0010116i,-0.0019737+0.0020152i,0.0011811+0.0027161i,0.0026062+0.00066914i,0.0019768-0.0019576i,0.0010695-0.0024031i,-0.00018174-0.0013135i,-0.00098946-7.6822e-05i,-0.00084792+0.00059077i,1.3618e-05+0.00050692i,0.00042162-8.8925e-05i,0.00020603-0.00058044i,0.00017228-0.00051843i,-0.00031552+6.237e-05i,-0.00011214+0.00058272i,0.00098449+0.00067244i,0.00074646-9.443e-05i,0.00011112-0.00098836i,0.00029414-0.00088812i
0.00023574+0.0014897i,-0.00046799+0.00086152i,-0.00097889-3.0083e-05i,0.0006503+0.00022332i,0.0019247+0.00067459i,0.0014441+0.00031565i,0.0010398-0.0005083i,0.0010105-0.001033i,0.0012131-0.00076141i,0.00034254-0.00050237i,-0.00092662-0.00088357i,-0.0012039-0.0010676i,-0.00083045-0.00055104i,-0.00021263-0.00011443i,-0.00011588+7.4723e-05i,-0.00025306+0.0012184i,-6.5449e-05+0.0017741i,0.00018791+0.0010844i,0.00028749+0.00013051i,-4.0988e-06-0.00032562i,-9.1224e-06-0.00033789i,0.00068253-0.00052215i,0.00064895-0.00021064i
-0.0012737+0.00041208i,-0.00149+0.00054672i,-0.0010613-0.00046042i,-0.00021837-0.00080764i,2.193e-07+0.0001651i,0.00040902+0.0005483i,0.00012036-8.7199e-06i,-0.0008214-0.0007562i,-0.00082695-0.00067263i,-0.0008465-0.00027968i,-0.00073439-0.00014745i,0.00015301-0.00042292i,0.00027886-0.00032996i,0.0001391+9.0799e-05i,9.0502e-05+0.00048291i,-0.00026603+0.00074744i,-0.00037838-3.0712e-05i,-7.8811e-05-0.0006381i,-0.00017888-0.00038615i,-0.00033464-7.9922e-05i,0.00031094+0.00019343i,0.00042167+0.00046269i,0.00026084+0.00061563i
-0.00018078-0.00063494i,0.00041883-0.00068403i,0.00057524-0.00036922i,0.00017575-0.00017507i,-0.00032788+0.00036307i,0.00021245+0.000806i,0.00054737+4.0135e-05i,0.0004487-0.00058021i,-0.00014986-0.0001072i,-0.00048012+0.00069302i,-0.00025656+0.00048547i,-9.2332e-05+0.00051704i,5.4518e-05+0.00041974i,-0.00017645-7.8277e-08i,-7.2707e-05+0.00042778i,-0.00015659+0.0011974i,0.00012636+0.0014223i,-0.00010249+0.00088073i,-0.00087144+4.7504e-05i,-0.00082623+0.00032696i,-0.00040379+0.00036308i,-0.00065632-0.00015788i,-0.00069422+7.6831e-05i
0.00059867-0.00052513i,-5.4659e-05+0.00013254i,-0.00043157-0.00057819i,-0.0001107-0.0009219i,0.0001964+0.0001123i,0.00050158+0.00059063i,0.00042852+0.00059553i,0.00039543-3.6327e-05i,-0.00029166-0.0013227i,-0.00099022-0.0015966i,-0.000905-0.00049806i,-0.00073408+0.0002439i,-0.00022952+0.00050727i,0.00016505+0.00027982i,0.00050825-0.00013754i,0.00055452-1.192e-05i,-3.4668e-06-0.0002231i,-0.00043505-0.00044728i,-7.8318e-06-0.00018843i,1.9352e-05+0.0002876i,-0.00011979+2.4652e-05i,-0.00023882-0.00050589i,-6.9399e-05-0.00095938i
0.00076781-0.00068793i,-0.00013157-0.00013949i,-8.8e-05+8.2735e-05i,-0.00018721+0.0010247i,-0.0016255+0.0012682i,-0.0013639+0.00091621i,0.00021546+0.00083253i,0.00059177+0.00070825i,0.00029161-0.00038471i,-0.00062202-0.00097137i,-0.0010357-0.00076423i,0.00021206-0.00037492i,0.00056116+0.00050055i,0.0002148+0.00018421i,0.00020424-0.00034209i,0.00029813+9.1555e-05i,0.00057408-5.93e-05i,-0.00016047+3.2675e-06i,-0.0010206+0.00033186i,-0.0010758-2.4036e-05i,-0.00049562-0.00030107i,-0.00018194-0.00058239i,-0.0001686-0.00057031i
-0.00029404-0.00042722i,-0.0015691+4.6376e-05i,-0.0013472+1.0277e-05i,4.0826e-05-0.0002513i,0.0008416-0.0007158i,0.00056964-0.00033413i,-0.00010098+0.00014438i,-0.0013747-0.00042181i,-0.0020305-0.00072366i,-0.0013417-0.00029577i,-0.00072367-3.9387e-05i,-0.00056133+0.00023373i,5.6124e-05+0.00077096i,7.2699e-05+0.0010404i,-0.0012218+0.0010767i,-0.0012964+0.00055922i,-3.1061e-05+0.00033149i,0.0010193+0.00073901i,0.00085559+0.00049057i,-0.00026392-0.00029241i,-0.00017522-0.00059607i,0.00013243-0.00024631i,-0.00076105-0.00043381i
-5.4308e-06-0.0019219i,-8.8479e-05-0.00087564i,-0.00046248-0.00099631i,-0.001001-0.00013518i,-0.0006612+0.0015273i,-0.00037168+0.0020055i,0.00031805+0.00060615i,0.00088321-0.00031346i,-0.00017332-0.00090849i,-0.0018513-0.00066863i,-0.0021415-0.00036877i,-0.00082719-7.0278e-05i,0.00021132-0.00010063i,0.00054213-0.00095628i,0.00021269-0.0010464i,0.00024093-0.00029498i,0.00045112-0.00031596i,0.00033301-0.00044484i,-0.00031492+8.3252e-05i,-8.8172e-05-0.00031487i,4.2341e-05-0.00088791i,-0.00021065-0.00118i,-0.00030554-0.0012239i
0.0014278+0.001411i,0.0019758+0.00037882i,0.0018381-0.00051994i,0.0011356-0.0012076i,0.00066249-0.0018294i,-0.00033499-0.00064308i,-0.00038983+0.00027094i,-0.00020621-0.00019677i,-0.00045954-0.000447i,-0.00055778-0.00092914i,-0.001103-0.00058518i,-0.00094782+0.00062871i,-7.2715e-05+0.001264i,-0.00022352+0.00069557i,-5.2952e-05+0.00048148i,0.00044396+0.00055844i,0.00090732+0.00034335i,0.00030361+0.00016018i,-0.00069061-0.00029537i,-0.0004058-0.00083783i,0.00036284-0.00010151i,0.00069579-3.161e-05i,-9.9973e-05-0.00022922i
-0.00064989-0.00067513i,-0.0015928+9.0276e-05i,-0.0015714+0.00075913i,-0.0008038+0.0011669i,-0.00011367+0.00060134i,-0.00017766+0.0003132i,2.3614e-05-0.00013977i,-0.00026831-0.00075445i,-0.00062729-0.0015371i,-0.00018099-0.0011249i,-0.00023553-0.00064198i,-0.00074638-9.3109e-05i,-0.00058807+0.00061244i,-0.00047876+0.00082839i,-0.00064213+0.00053498i,-0.00019038+0.00047758i,-0.00040988+0.00028683i,-0.00060486-3.4193e-05i,0.00077313+0.00012058i,0.0012452-8.1873e-05i,0.00030836+0.00014544i,-2.0181e-05+0.00014186i,-0.00043832-0.00053794i
0.0012736+0.00070341i,0.0011502-0.0010815i,0.00088688-0.0020246i,0.00094759-0.0016812i,0.00064317-0.00062982i,0.0004979+0.00047862i,8.4375e-05+0.00095321i,-0.00023522+0.00099281i,-0.00019113+0.00044237i,-3.574e-05-0.00031308i,-9.9453e-05-0.001135i,0.00018633-0.0010518i,0.00081222+0.00021709i,0.0011598+0.0016656i,0.00086003+0.0017728i,0.0003896+0.0006921i,7.4117e-05+6.8527e-05i,-9.4469e-05-0.00082543i,-6.3704e-05-0.00072233i,0.00037323-7.8269e-05i,0.0012131+0.00029871i,0.00047836-7.511e-05i,0.00011017-0.00057208i
0.00017034-0.0003305i,0.001225-0.00014933i,0.0009982-0.00021654i,0.00019068+0.00046507i,0.0003464+0.00054086i,0.00064754-0.00045374i,0.00076642-0.00030204i,0.0013661-0.00044277i,0.0007312-0.00064929i,-0.00067372-0.00044361i,-0.0011522-0.00052908i,-0.0012664-0.00077413i,-0.001162+9.0458e-06i,-0.00019013+0.00081079i,0.00071558+0.001059i,0.0010672+0.00085204i,0.00066979+0.00048101i,8.8982e-05+0.00025963i,-0.00035236+0.00018556i,-0.00045885-0.00055077i,0.00022833-0.00097926i,0.00055419+8.1116e-06i,-0.00023181+0.00015391i
0.00089138+0.00013588i,0.00011583-0.00036343i,0.00029718-0.0010303i,-0.00042857-0.00047705i,-0.0010578+0.00015006i,-0.00148+0.0010014i,-0.0013668+0.00064982i,-0.00015432-9.6949e-06i,0.00038076-0.00058663i,0.00017939-0.00071256i,2.3004e-05-0.00042844i,-0.00039368+4.9706e-05i,-0.00018486+0.00058428i,0.00041499+0.0011155i,0.00053339+0.0016199i,0.00021907+0.0015907i,-0.00072831+0.001118i,-0.00095746+0.00067339i,-0.00061763+0.00037984i,-0.00075799+0.00039617i,-0.00056175-3.7969e-05i,0.0001984-0.0004601i,0.00014554-0.0002037i
0.00042092+0.00067138i,0.0013782-0.00018424i,0.0025642-0.0011812i,0.0020247-0.0024584i,0.00018456-0.0036824i,-0.00096105-0.0025977i,-0.00080931-0.0001785i,-0.00075681+0.0002128i,-0.00027933-0.00083988i,-9.3698e-05-0.0009617i,-0.00084176-0.00051581i,-0.0015918+0.00067014i,-0.0012923+0.0015974i,-5.4387e-05+0.0017517i,0.00060391+0.0014378i,0.00071882+0.0007979i,0.0011528-0.00020324i,0.0010211-0.0010948i,-0.00041557-0.00091749i,-0.0012373+0.00061277i,-0.0010521+0.0015306i,-0.00089536+0.00040732i,-0.00021014-0.00050136i
-0.001639+0.0001402i,-0.00056825+0.00047207i,-5.6062e-05+0.00051926i,-3.8394e-05+0.00026982i,0.00049547+0.00043683i,0.0005086-0.00030741i,0.00017564-0.00078326i,-0.00049863-5.2721e-05i,-0.0017561+1.0127e-05i,-0.0019679-2.7984e-05i,-0.0015323+0.00016891i,-0.00081337+0.00030727i,-0.00020952-9.8226e-06i,-4.6736e-05+0.00029573i,-0.00016913+0.00084415i,-0.00079439+0.00082928i,-0.00026315+0.00018973i,0.00089172-0.0010169i,0.0011298-0.0011575i,-0.00025682+0.00021003i,-0.0018168+0.00060353i,-0.0014802-0.00012368i,0.00016332+0.00014379i
0.00045935-0.00076315i,0.00011391-0.00050577i,0.00059233-0.0014714i,2.7321e-06-0.0023756i,-0.00058182-0.002362i,-0.00047682-0.0012254i,-0.00013092-0.00042672i,-0.00021374-0.0010717i,9.3749e-06-0.00144i,-0.00056605-0.0011953i,-0.0015845-0.00051995i,-0.0015602-1.7497e-05i,-0.00040302-0.00010685i,0.00064799+0.0008409i,0.00097697+0.0010439i,0.00077893+2.9637e-06i,0.00066205-0.00021129i,0.001077-0.00038587i,0.0014362-0.00059681i,0.0013143+0.00032311i,0.00050548+0.0011342i,-0.00041727+0.00096923i,-0.00049147+9.3708e-05i
0.00089006-0.00061027i,0.00081626-0.00075275i,-0.00026982-0.0013482i,-0.00092508-0.0013551i,-0.00044168-0.00073175i,-4.5724e-05+0.00036985i,3.3346e-05+0.00042837i,-0.00013643-0.00047486i,2.4757e-05-0.0006358i,0.00060695-0.00061058i,0.00042125-0.00012144i,3.762e-05+0.00039343i,-0.00050106+0.00058773i,-0.00074234+0.00036953i,-0.00022772+0.00050148i,-0.00060757+0.00042294i,-0.0010951+0.00016028i,0.00058254+0.00038506i,0.0010953-0.00010068i,-3.8243e-05-0.00059309i,-0.00041058-0.00090078i,4.6228e-06-0.00056941i,-1.1608e-05+0.00024754i
-7.7037e-05+0.0006313i,0.00073417+0.00055953i,0.0013461+0.00050743i,0.0011921+0.00024049i,0.0018168+0.00028927i,0.0016894+0.00072516i,0.00023376+0.0010932i,-0.00083039+0.0015284i,-0.0013433+0.0011741i,-0.00082548+4.4085e-05i,-0.00060521-0.00014542i,-0.00079955-0.00020086i,-0.00074061-1.7027e-05i,-0.0010536+0.0007486i,-0.00056576+0.001221i,-0.00020589+0.00087231i,-0.00059082+0.00031019i,-0.00069171+1.0691e-05i,-0.00097894-0.00045284i,-0.001024+0.00027377i,-0.00068756+0.00088236i,-0.00010803+0.00019468i,3.3873e-05+0.00054332i
-0.0010065+0.0015556i,-0.0005603+0.0011303i,0.00057355+0.0015649i,0.0011559+0.0014677i,0.0006421+0.00040283i,0.00098478-0.00010881i,0.0011696-0.000205i,0.00056536-0.0011351i,0.00044826-0.00094379i,-9.7927e-05-0.00077595i,-0.00078893-0.0012566i,-0.0010389-0.0010845i,-0.0015749-0.0001426i,-0.0011757+0.00057931i,-0.00036354+0.00085961i,-0.00017842+0.00018961i,-3.7099e-05-0.00056015i,0.00040502-0.00021076i,0.00027224-0.00021508i,-0.00085083-0.00070643i,-0.00082354-0.00065635i,-2.0819e-05+0.00025714i,0.00038484+0.0003388i
-0.001053-0.00099331i,-0.00097687-0.00095104i,-0.00083267-0.00051336i,-0.0005072+0.0004249i,0.00048028+0.00043091i,0.0010277-0.00011817i,0.0013457-0.00071581i,0.001205-0.00098185i,3.554e-05-0.00064601i,-0.00080356-0.0004299i,-0.00016415-0.00087432i,7.8545e-05-0.00042639i,-0.00011931+4.8916e-05i,-0.00019177+0.00053148i,-0.0007529+0.00068061i,-0.0011987-0.00010637i,-0.00044681-0.00063628i,0.00051794+4.7747e-05i,0.00043195+0.00080531i,0.00066458+0.00054402i,0.00075612+0.00053765i,5.6328e-05+0.00035711i,-0.00010226-0.00024039i
0.0012334-0.00032194i,0.0013129+0.00021422i,0.0017694-0.00029366i,0.0018149-0.0015608i,0.00024217-0.0016811i,-0.00063758-0.00087686i,-0.0004873+0.00025799i,-0.0010038+0.0005796i,-0.0013057+1.0778e-05i,-0.00073431-0.0003856i,-0.00035153+0.00020492i,-0.00060252+0.00060544i,-0.00017216+0.00049716i,0.0004033+0.00090426i,0.00062707+0.00051815i,0.00043873-0.000766i,-9.2345e-05-0.0010677i,0.00036995-0.00084096i,0.00075998-0.00038322i,0.00038771+0.00035965i,0.00024068+0.00016908i,0.00050159+0.00012662i,-0.00010776+0.00015334i
0.00016755+0.001727i,0.001302+0.0014918i,0.0018743+0.0017522i,0.00055233+8.7777e-05i,-0.00045784-0.0011823i,-6.8345e-06-0.00093242i,0.00035055-0.00084334i,-8.6323e-05-0.00047235i,-0.0008927+0.00011654i,-0.0013651+0.00051806i,-0.0011279+0.00025084i,-0.0006718+7.3945e-05i,-0.00071073+0.00079584i,-0.00025548+0.0006892i,7.628e-05+0.00035822i,-0.00086849+0.00065505i,-0.0014299+0.0007832i,-0.00061118+0.00056471i,-0.00040301+0.00019683i,-0.00030033+0.00016396i,0.00011321+0.00097848i,0.00034687+0.00047824i,0.0002759-0.00036882i
0.00035652-0.00058714i,0.00036111-0.0013619i,0.0008251-0.0014595i,0.00066164-0.0014224i,0.00024441-0.00083097i,-0.00021502+0.00036941i,-0.0003593+0.0011594i,-0.00011793+0.00038817i,-0.00013787-0.00023924i,-3.8301e-05-0.00011018i,0.00018364+0.00039499i,-0.00064759+0.00084961i,-0.00081294+0.0011548i,-0.00018187+0.0013261i,0.00027997+0.0008734i,0.0009112+0.00024982i,0.00058335-0.00027377i,0.00031673-0.0005918i,0.0001638+0.00011429i,-0.00041223+0.00065574i,-0.00097842+0.00067534i,-0.00013472+0.00028727i,0.00087603-0.00032813i
-0.00087651+0.0013302i,0.00030267+0.00072953i,0.001096+0.00037313i,0.00052908+0.00078797i,0.00073869+3.2462e-05i,0.0012319-0.00054608i,0.00067628-0.00046266i,-0.00029734-0.00080224i,-0.00054271-0.0010965i,-7.7197e-05-0.00035388i,-0.00025493+0.0006943i,-0.0005069+0.00034248i,-0.00017657+0.00014092i,0.0002127+0.00095135i,-0.00017281+0.0010678i,-0.00061249+0.00041578i,-0.0003535+0.00066237i,-0.00028712+0.00058142i,-0.00045093+0.00022547i,6.7318e-05-0.00044354i,0.00061139-0.00099231i,0.00044548-0.00068384i,0.00019695+9.9257e-05i
0.001507-3.0674e-05i,0.00096739+0.00025617i,0.00044577-0.00014658i,-8.6566e-05-0.00080685i,-0.00022183-0.0014439i,0.00054177-7.9434e-05i,0.0012234+0.00070952i,0.0011767-0.00012125i,-6.3332e-05+0.00050714i,-0.0013033+0.0011704i,-0.00084766+0.001199i,-0.00071117+0.0012106i,-0.00097401+0.00065168i,-0.00032148+0.00044977i,0.00027863+0.00051714i,8.9699e-05+0.00083654i,-0.00016704+0.00063806i,2.4223e-05+0.00067537i,-5.147e-05+0.00039381i,5.7323e-06-0.00052502i,0.00011086-0.00036304i,-0.00010351+0.00070441i,8.992e-05+0.0007374i
0.00089692-0.0014179i,0.00041355-0.001531i,-0.001131-0.0019076i,-0.0019866-0.0018935i,-0.0020378-0.0006366i,-0.00097421+0.00081772i,0.00058352+0.0013359i,0.00067041-0.00044772i,-0.0004512-0.0010672i,-0.0020019+0.00026353i,-0.0018729+0.00073829i,-0.00072603+0.00062174i,0.00046895+0.00039429i,0.00090521+0.0002071i,0.00074797-0.00014339i,0.00046953-0.00055386i,-0.00045774+0.0001771i,-0.00051111+0.00058686i,0.00065179+0.00055287i,0.0011868+0.00068946i,0.00061901+0.00062472i,4.4146e-05+0.0010491i,0.00020201+0.001152i
-1.4519e-05+2.1566e-05i,-0.00044356-0.00059779i,-0.00015769-0.00022881i,-0.00041389+0.00010534i,-0.00073121-0.00041782i,-3.6962e-05-0.00047037i,0.00092481-0.00040135i,0.00012281-0.0009443i,-0.0010545-0.0010952i,-0.00094086-1.9511e-05i,-0.001088+0.001148i,-0.00045033+0.001112i,0.00079251+0.00027512i,0.00034072+7.7716e-06i,-0.00016879+0.00030514i,-0.0001442+6.9401e-05i,8.7997e-06-0.00027567i,0.00049+0.00031322i,0.00047216+0.00060576i,-0.00045444+0.00092677i,-0.00083062+0.00094872i,-0.00039942+0.00040337i,0.00015133+0.00024248i
-0.00025221-0.00022185i,0.00062006+0.00020741i,0.0018415-0.00034136i,0.0012968-0.0010554i,0.00037668-0.0007286i,0.00043507-0.00054972i,0.00016644-0.00034243i,-0.00038265+7.7063e-05i,-0.00093205-0.00060418i,-0.00075194-0.00056671i,-0.00075658+0.00033555i,-0.00099982+0.00022951i,-0.00053798-0.00033421i,9.3118e-05-0.00034389i,-1.4163e-05-0.00043787i,3.3649e-05-0.00019988i,0.00016576-0.0004573i,0.0001177-0.00027425i,-0.00042025+9.5654e-05i,-0.00045845+5.932e-05i,-0.00032296+6.5146e-05i,-0.00097407+0.00019812i,-0.00076319+0.00065777i
-0.00074359-0.00034092i,-0.00042092+0.00027662i,-0.00076945+0.00069712i,-0.00099295-5.3943e-05i,-0.00047827-0.00074528i,-3.2511e-05-0.00036533i,-0.00011111+0.00038569i,0.00010482+0.00029826i,-0.00037367+3.4347e-05i,-0.00093329+0.00012625i,-0.0005434+0.00026919i,0.00020686+0.00022142i,0.00031781-0.00015212i,0.0001326-0.00024122i,0.00051793+0.00027626i,0.00028579+0.0012269i,0.00030203+0.00082252i,0.00060504+1.4967e-05i,0.00066423+0.00026497i,0.00041249+0.00048933i,-0.00068293+0.00078359i,-0.0005549+0.00020311i,0.00015706-0.0005562i
-0.00034324-0.0005949i,-0.00073125-0.00010614i,-0.0013403-0.00014812i,-0.0016766+3.4317e-05i,-0.00074352+0.0012839i,0.0005352+0.0021025i,3.6885e-05+0.0014752i,-0.00027287-7.7593e-05i,-0.00019123-0.0011233i,-0.00059665-0.00075315i,-0.00017584-0.00027303i,0.00079497+0.00019221i,0.00026535+0.00086817i,2.6299e-05+0.00084555i,0.00056606+0.00057356i,0.00012366+0.00036897i,-0.00010809+0.00025704i,8.9781e-05+0.00012144i,7.5538e-05-0.0003845i,0.00065845-0.00067476i,0.00041277-0.00085991i,-0.00067782-0.00069506i,-0.00063685-0.00036875i
-0.0015027-0.00054535i,6.737e-05-0.00048285i,0.00070457+0.0011373i,-0.00012149+0.0022128i,-0.00023782+0.0016932i,0.00046064+0.00084831i,0.0007454-0.00036042i,0.00014193-0.0010253i,-0.00060978-0.0007263i,-0.00084594-7.1681e-06i,-0.0013542+0.00063973i,-0.00091916+0.001038i,-0.00052701+0.001232i,-0.00048182+0.00069102i,-0.0001378+0.0010218i,2.1168e-05+0.0010766i,0.00010954+0.00028719i,0.00064066-0.00010175i,0.00062013-0.00059131i,-0.00019537-0.00053823i,-0.0010478+0.0003522i,-0.00094635+0.00095658i,-0.00044103+0.00050656i
-0.0012403-0.00113i,-0.00075186-0.00085239i,-0.0010771-0.00049636i,-0.00085287+0.00012038i,-0.00036097+0.00048322i,0.00042327+0.0012416i,0.0012642+0.0011307i,0.00090309-0.00022657i,-0.00036587-0.00079078i,-0.0014406-0.00011569i,-0.001004+0.00061119i,-0.00060347+0.00081614i,-0.00039791+0.00048522i,0.00015271-7.1722e-05i,0.00046971-0.00015485i,0.00073413-0.00032623i,0.00081426-0.0010145i,0.00019295-0.00062361i,-9.2063e-05-7.4872e-05i,0.00029008-0.00054027i,1.4788e-05-0.00054301i,-0.00030461+0.00037983i,-0.00037374+0.00083842i
-0.0022575+0.00048557i,-0.0024068+0.0015535i,-0.0023506+0.0018801i,-0.0011616+0.0019362i,0.00034695+0.0022862i,0.00099431+0.0012036i,-3.5614e-05-0.00026511i,-0.001147-0.00082939i,-0.00086536-0.00040967i,-0.00060568+0.00057349i,-0.0011672-0.00019014i,-0.00078589-0.0010766i,0.00042167-0.00033194i,0.00076548+3.6637e-05i,0.00020219+0.0002021i,-0.00015512+0.00042238i,-0.0010459+6.9918e-05i,-0.0013113-0.00022904i,-0.00041821-0.00013714i,-0.00042675+0.00014242i,-0.00098628+0.00062719i,-0.00083694+0.00051295i,-0.00028776-6.7205e-05i
0.00064023-6.3299e-06i,0.0010325+8.3083e-05i,0.0022349-0.00080868i,0.0017937-0.0016326i,0.00072281-0.001291i,2.1766e-05-0.00069796i,-0.00018569-0.0001479i,-0.00016786+0.00042974i,-1.7797e-05+0.00031378i,-4.8348e-05-0.00058273i,-0.00038462-0.00017234i,-2.1409e-05+0.00019028i,-2.5085e-05-0.00059223i,-0.00058485-0.00073527i,-0.0004425+0.00013098i,-0.00059937+0.00014341i,-0.00061685-0.00052274i,0.00065232-0.00063206i,0.0013548-0.00068563i,0.00042258-0.0010089i,-0.00025458-0.00073952i,-0.00045115-0.00027037i,-0.00041612-0.00066983i
