-0.0032627+0.00024933i,-0.0030308+0.0020611i,-0.0033708+0.0034606i,-0.0025498+0.0032164i,-0.0012583+0.0022792i,-0.00066304+0.0013556i,-0.00010948+0.001164i,0.00029954+0.0022364i,3.2766e-05+0.0026652i,-0.00015053+0.0014748i,0.00024473-0.00063506i,0.00092902-0.0017117i,0.00048078-0.001962i,0.00017681-0.0018817i,0.00022271-0.00088018i,-0.0002935-1.2819e-05i,-0.00084915+6.4214e-05i,-0.00101-0.00042992i,-0.00017477-8.892e-05i,4.3163e-05+0.00039697i,-0.00056602+0.00046028i,-0.00079068+6.4173e-05i,-0.00050561-0.00071272i
-0.027775+0.045747i,-0.12595-0.0073625i,-0.2683-0.15049i,-0.32494-0.26792i,-0.24044-0.26737i,-0.12135-0.19934i,-0.061405-0.12652i,-0.042078-0.06303i,-0.027751-0.012902i,-0.013933+0.012204i,-0.0021943+0.0078351i,0.0027428-0.007908i,0.0043611-0.014697i,0.0081178-0.012414i,0.013475-0.0087778i,0.016702-0.0083458i,0.011048-0.011524i,-0.0024391-0.012198i,-0.013392-0.0032673i,-0.01052+0.011177i,1.0295e-05+0.020108i,0.0046391+0.017571i,0.0036755+0.0098233i
-0.044372-0.019114i,-0.031688-0.019374i,-0.015923+0.018207i,-0.063655+0.088379i,-0.12876+0.13243i,-0.12641+0.11599i,-0.086134+0.068773i,-0.051611+0.039878i,-0.012955+0.02689i,0.015574+0.01348i,0.019463+0.0095378i,0.0097996+0.013219i,-0.00070004+0.013986i,-0.0048058+0.0082298i,-0.0056374-0.001933i,-0.0059152-0.0090707i,-0.0066951-0.0077658i,-0.0075874+0.00089871i,-0.0055632+0.0081195i,-0.003854+0.0042053i,-0.0055262-0.0051882i,-0.0072949-0.009088i,-0.0050742-0.0044589i
0.056141-0.017667i,0.11376+0.049053i,0.19883+0.17204i,0.28566+0.23528i,0.28416+0.18631i,0.18273+0.12052i,0.10465+0.090233i,0.08028+0.04802i,0.052752+0.002145i,0.027923-0.012944i,0.013963-0.012597i,0.0021535-0.0076748i,-0.0032189-0.0010967i,-0.0060693+0.0014557i,-0.011205+0.0032411i,-0.012825+0.0058058i,-0.0076374+0.0071312i,0.0037167+0.003024i,0.016734-0.0085876i,0.020971-0.019575i,0.015797-0.022866i,0.0091433-0.019382i,0.0033207-0.014386i
-0.010774+0.021385i,-0.070116-0.068684i,-0.15713-0.259i,-0.19693-0.38976i,-0.13286-0.3382i,-0.02734-0.21641i,0.013328-0.13302i,0.0035786-0.074727i,-0.0059962-0.033795i,-0.0081703-0.021108i,-0.0042285-0.024331i,0.0025668-0.025039i,0.0069962-0.018743i,0.0098983-0.010706i,0.011888-0.0035463i,0.011133+0.00040643i,0.0070053-0.0013414i,-0.0017473-0.0055593i,-0.013333-0.0026772i,-0.021386+0.010047i,-0.021364+0.022633i,-0.016497+0.025569i,-0.011092+0.020374i
-0.034275+0.0017753i,-0.018458+0.046621i,0.0099963+0.13547i,-0.020319+0.18738i,-0.094392+0.14562i,-0.11418+0.072313i,-0.078263+0.01761i,-0.045678-0.0063802i,-0.021107-0.007424i,-0.0073864-0.0056238i,-0.0088399+0.00042641i,-0.010968+0.011293i,-0.0086271+0.012702i,-0.0055101+0.0039859i,-0.0025286-0.0046048i,-0.0017147-0.0066742i,-0.0036042-0.0010911i,-0.0049745+0.0074691i,-0.003929+0.010054i,-0.0011061+0.0039788i,0.0023857-0.0043779i,0.004945-0.0063624i,0.0062902-0.002534i
0.033398-0.029202i,0.0403-0.0014985i,0.046543+0.089794i,0.093033+0.17842i,0.12426+0.17629i,0.074427+0.12045i,0.021266+0.087695i,0.014027+0.057337i,0.011696+0.016261i,-0.00097284-0.0032736i,-0.0079107-0.0036236i,-0.0071296-0.0010841i,-0.0050766-7.9469e-05i,-0.0075683+0.00078546i,-0.012306+0.0026886i,-0.012418+0.0035028i,-0.0056166+0.0028358i,0.0058717+0.0013613i,0.01853-0.0025178i,0.027096-0.007869i,0.026462-0.011162i,0.020128-0.011527i,0.01446-0.01111i
0.012485+0.021502i,0.020716-0.061918i,0.0192-0.25879i,0.0016449-0.40024i,0.0067883-0.33502i,0.042358-0.18099i,0.049578-0.088485i,0.021797-0.047077i,-0.0031932-0.019132i,-0.012206-0.0056112i,-0.0055432+5.6192e-05i,0.0079513-0.0016206i,0.014004-0.0036594i,0.014459-0.00047892i,0.012356+0.0046941i,0.0087325+0.008154i,0.005902+0.0047217i,-0.00041571-0.0037083i,-0.014563-0.0078146i,-0.030117-0.0035093i,-0.036506+0.00346i,-0.031808+0.0064691i,-0.023955+0.0061556i
-0.049113+0.015459i,-0.074813+0.098043i,-0.079736+0.23071i,-0.09562+0.27864i,-0.12472+0.18528i,-0.11613+0.071343i,-0.067665+0.015372i,-0.026439-0.0027928i,-0.01135+0.00136i,-0.0083094+0.014285i,-0.011079+0.020763i,-0.016372+0.019031i,-0.016187+0.011787i,-0.008917+0.0031844i,0.00066323-0.0030239i,0.0059079-0.0044443i,0.0041822-0.0017459i,-0.00079885+0.0022454i,-0.0025055+0.0052444i,0.0023661+0.0047709i,0.010527+0.00089101i,0.014009-0.0015817i,0.011165-0.00018183i
0.034401-0.047804i,0.031411-0.079543i,0.0060911-0.05263i,0.017338+0.034948i,0.048364+0.093355i,0.031691+0.081866i,-0.0067816+0.05868i,-0.013372+0.045143i,-0.001599+0.024414i,0.0038722+0.0089843i,0.0063137+0.00037896i,0.0047679-0.0052523i,-0.0026373-0.006101i,-0.0097968-0.0059137i,-0.012315-0.0063343i,-0.0085093-0.0077681i,-0.00050033-0.0088213i,0.0082484-0.0060771i,0.017006+6.5061e-05i,0.02409+0.0045527i,0.025243+0.0033848i,0.020141+5.3413e-05i,0.014522-0.0016524i
0.02937+0.04435i,0.088697+0.0041651i,0.15922-0.13699i,0.17518-0.26608i,0.13601-0.23858i,0.10068-0.11565i,0.076025-0.039574i,0.041993-0.016489i,0.017921-0.0039025i,0.012963+0.00031296i,0.016481-0.0002518i,0.020954+0.00046879i,0.020595+0.0021308i,0.016505+0.0055052i,0.008869+0.0082046i,-2.5033e-05+0.0072601i,-0.006075+0.0041532i,-0.0095073-0.0024506i,-0.014833-0.012354i,-0.024563-0.018967i,-0.031229-0.018537i,-0.028883-0.014036i,-0.02203-0.009543i
-0.075286+0.0027006i,-0.15442+0.077635i,-0.22848+0.19845i,-0.25641+0.24241i,-0.21583+0.14789i,-0.13673+0.038114i,-0.057156+0.00059035i,-0.0056999-0.0059742i,0.0087402-0.0056741i,0.0062741+0.0021084i,-0.00037608+0.0063676i,-0.0096483+0.0065675i,-0.011184+0.0056366i,-0.0040024+0.002778i,0.0030081+0.0014528i,0.0049036+0.0028775i,0.0011547+0.0045112i,-0.0031645+0.006916i,-0.0032101+0.0091852i,0.0015318+0.010273i,0.0061931+0.011121i,0.0069946+0.010464i,0.0049175+0.007705i
0.058745-0.059373i,0.089645-0.12083i,0.095676-0.14719i,0.086194-0.081613i,0.06927+0.018524i,0.03592+0.0461i,-0.0035928+0.022133i,-0.015376+0.0052809i,-0.0022231-0.0033297i,0.0093422-0.011268i,0.010431-0.014481i,0.0049573-0.011434i,-0.0024634-0.0085075i,-0.0081975-0.0095393i,-0.009671-0.011119i,-0.0065784-0.010707i,0.00060774-0.007879i,0.0071951-0.0021103i,0.010623+0.0050024i,0.013746+0.010543i,0.014152+0.010372i,0.01084+0.0066536i,0.0074825+0.005094i
0.016759+0.069351i,0.067747+0.093943i,0.1553+0.045347i,0.20553-0.054402i,0.16825-0.092644i,0.1053-0.048991i,0.064074-0.012006i,0.031765-0.0058088i,0.010664-0.0075605i,0.0027344-0.010324i,0.0010628-0.0077792i,0.006635-0.00060496i,0.011558+0.0051486i,0.0086877+0.008907i,0.001449+0.0084921i,-0.0057924+0.0054292i,-0.0090802+0.0022667i,-0.0088549-0.0036111i,-0.0077111-0.013386i,-0.008647-0.023118i,-0.010032-0.02614i,-0.0082151-0.021802i,-0.0058621-0.016736i
-0.082555-0.022009i,-0.18868-0.010858i,-0.30913+0.042652i,-0.34792+0.072459i,-0.26555+0.02034i,-0.14857-0.032833i,-0.064234-0.02621i,-0.016236-0.0070561i,-0.0039282-0.0044485i,-0.013002-0.0034064i,-0.020426-0.0020657i,-0.020579-0.0039027i,-0.015529-0.0033293i,-0.0066527+0.00045681i,0.0013241+0.005975i,0.0048332+0.010237i,0.0038835+0.011073i,0.0018598+0.009574i,0.00080113+0.0096509i,-0.0016646+0.012795i,-0.003959+0.014889i,-0.0036141+0.013251i,-0.002089+0.0097797i
0.076695-0.038695i,0.16585-0.085377i,0.22301-0.11038i,0.19713-0.057173i,0.11472+0.035754i,0.039969+0.06074i,-0.0018756+0.023205i,-0.016459-0.0049549i,-0.014123-0.0072284i,-0.0051483-0.0038322i,0.0028687-0.0041083i,0.0043888-0.0064448i,0.0009412-0.010135i,-0.0027793-0.013494i,-0.0023263-0.013015i,0.0033344-0.010191i,0.0083635-0.0080152i,0.0090666-0.0057401i,0.0069539-0.0014831i,0.006035+0.0044538i,0.006243+0.0076028i,0.0042107+0.0058389i,0.0020302+0.0047625i
-0.013886+0.082338i,-0.010433+0.15169i,0.040757+0.1643i,0.10762+0.091887i,0.11865+0.021319i,0.081169+0.012081i,0.043405+0.022544i,0.015993+0.018207i,0.00074421+0.010587i,-0.0024165+0.0069287i,-0.00046412+0.0082599i,0.0049671+0.012711i,0.0080969+0.01424i,0.004947+0.011925i,-0.00080972+0.0061307i,-0.0053551-0.00023321i,-0.007743-0.0053065i,-0.0079114-0.0090696i,-0.0044673-0.012516i,0.0025885-0.01711i,0.0071091-0.019462i,0.0068743-0.015242i,0.0066571-0.0094677i
-0.067572-0.059957i,-0.16227-0.11822i,-0.2688-0.14463i,-0.29796-0.13414i,-0.2133-0.12042i,-0.10191-0.093808i,-0.037489-0.042474i,-0.0072784-0.00055111i,0.0015035+0.011315i,-0.0049809+0.011868i,-0.010911+0.0092981i,-0.011836+0.0029335i,-0.010198-0.0010752i,-0.0072913+0.00012288i,-0.0042186+0.0044844i,-0.0025149+0.008106i,-0.0022535+0.0085256i,-0.0033407+0.0087905i,-0.0053488+0.010863i,-0.0087221+0.010076i,-0.011942+0.0061084i,-0.011032+0.0031965i,-0.0065474+0.0020073i
0.098694-0.0095024i,0.21138-0.0095496i,0.28731+0.010711i,0.23987+0.058862i,0.10728+0.097706i,0.017867+0.081531i,0.0046309+0.028062i,0.0088061-0.006348i,0.0088228-0.0071115i,0.012875+0.0028956i,0.014844+0.0054681i,0.01088+0.00050655i,0.0059926-0.005535i,0.0036729-0.0091096i,0.0045337-0.0097891i,0.006749-0.0087836i,0.0079329-0.0063978i,0.0075713-0.0043366i,0.00657-0.0033608i,0.005432-0.00018374i,0.0037635+0.0027068i,0.0014739+0.001699i,-0.0020848-0.00031941i
-0.049565+0.074596i,-0.10067+0.13985i,-0.10774+0.16371i,-0.038798+0.11793i,0.036458+0.057057i,0.049992+0.031952i,0.028412+0.025052i,0.010152+0.011896i,0.0064406+0.0012838i,0.010966-0.0035091i,0.011052-0.0021785i,0.0075151+0.0056679i,0.0043334+0.01173i,0.00074326+0.0090732i,-0.0018567+0.0019026i,-0.0042679-0.0039993i,-0.0065975-0.0060255i,-0.0065202-0.0057349i,-0.0033831-0.0059312i,0.0014405-0.0061126i,0.0052429-0.0045698i,0.0065458-0.0014205i,0.00532+0.0005707i
-0.03605-0.081726i,-0.072239-0.17524i,-0.11216-0.25059i,-0.12276-0.25378i,-0.07633-0.19821i,-0.023182-0.12597i,-0.0083815-0.057708i,-0.0044597-0.014305i,0.00081386-0.0050474i,-0.0017977-0.0091554i,-0.004453-0.010067i,-0.0051846-0.010653i,-0.0065755-0.0092148i,-0.0083752-0.0031714i,-0.0087921+0.0026625i,-0.0075453+0.0060148i,-0.0070425+0.0071254i,-0.0067948+0.0077286i,-0.0079821+0.0066522i,-0.0099619+0.0010874i,-0.010975-0.0044657i,-0.0091706-0.0057788i,-0.0059958-0.0036317i
0.083787+0.030818i,0.17336+0.092074i,0.2215+0.16255i,0.15822+0.18633i,0.030456+0.14744i,-0.032534+0.080316i,-0.014316+0.023993i,0.0085177-0.0046645i,0.0077671-0.010751i,0.0026114-0.0056702i,0.0035953-0.0017172i,0.0050247-0.0045409i,0.0054307-0.0071537i,0.0053074-0.0049884i,0.0062928-0.0019589i,0.0081506+0.00068296i,0.0096894+0.0024299i,0.011176+0.00040379i,0.012207-0.0015722i,0.010759+0.0011197i,0.0077114+0.0037087i,0.0047342+0.0016418i,0.0010755-0.0027523i
-0.073113+0.038507i,-0.15754+0.05846i,-0.19561+0.055533i,-0.12538+0.039828i,-0.023633+0.03599i,0.013621+0.036795i,0.0036803+0.022548i,-0.0085543+0.0049769i,-0.010176-0.0017829i,-0.0046976-0.0029035i,-0.001175-0.00038944i,-0.00095283+0.005804i,0.00079732+0.0090055i,0.00276+0.0050354i,0.0016273-0.00099909i,-0.0013342-0.0042512i,-0.002409-0.0045971i,-0.0034843-0.0047455i,-0.0055583-0.0060301i,-0.0043813-0.0034898i,-0.00068867+0.0024304i,0.00063317+0.0065081i,-0.00075992+0.0077614i
0.013046-0.076322i,0.044308-0.1663i,0.070305-0.23338i,0.068426-0.23022i,0.060501-0.16996i,0.045088-0.096874i,0.01377-0.038659i,-0.0077805-0.004552i,-0.010236+0.0051427i,-0.010702+0.0013976i,-0.011265-0.0026738i,-0.0083005-0.0042286i,-0.0054971-0.0044434i,-0.0061292-0.0040706i,-0.0079454-0.0022704i,-0.0072022-0.00036603i,-0.0056779-0.00054532i,-0.005867-0.0013456i,-0.006494-0.00057783i,-0.0048942-0.0025863i,-0.0012279-0.0066628i,0.00078659-0.0074164i,0.0010215-0.0038047i
0.057715+0.061396i,0.095417+0.15293i,0.086555+0.22899i,0.012966+0.21361i,-0.062856+0.12209i,-0.067871+0.046211i,-0.020582+0.022056i,0.011671+0.014319i,0.0111+0.0076359i,0.0020929+0.0076145i,-0.0007151+0.0068173i,-0.00031709+0.0034189i,0.0011742+0.00074547i,0.0032624+0.00074953i,0.0046055+0.0028069i,0.0060599+0.0045489i,0.0069484+0.0054736i,0.008588+0.0058278i,0.011028+0.0057236i,0.008933+0.0048767i,0.0041435+0.0041134i,0.0031028+0.0026772i,0.0052463-0.00050311i
-0.077221+0.00071045i,-0.15682-0.028158i,-0.18232-0.063091i,-0.11249-0.051231i,-0.02888+0.0049544i,0.0014117+0.03289i,0.0020004+0.017212i,0.0021286-0.00145i,0.0053066-0.0045067i,0.0087489-0.00043542i,0.0059493+0.0029385i,-0.00019163+0.0067524i,-0.0016316+0.008466i,0.0006791+0.0051834i,0.0026845+0.00015256i,0.0014887-0.0039808i,-0.0018478-0.005859i,-0.0053414-0.0063831i,-0.008159-0.0068946i,-0.0095123-0.0056773i,-0.01011-0.0025726i,-0.0097732+7.8221e-05i,-0.0076605+0.0015891i
0.041796-0.060397i,0.10834-0.111i,0.16714-0.13177i,0.16876-0.11235i,0.12817-0.077043i,0.076876-0.042198i,0.027992-0.020841i,0.0020646-0.0091592i,-0.0006108-0.004299i,0.00044615-0.0043907i,0.00056991-0.0039115i,0.0015797-0.0048956i,-0.00054089-0.0079638i,-0.0052133-0.0087448i,-0.0073912-0.0069109i,-0.0056586-0.004904i,-0.0030513-0.0048886i,-0.0022261-0.003806i,-0.0022344-0.0014292i,0.00073249-0.0014101i,0.0057317-0.0030564i,0.0066262-0.0033054i,0.003209-0.0019613i
0.016869+0.068487i,0.0017767+0.1501i,-0.054521+0.1985i,-0.11165+0.14991i,-0.11653+0.047338i,-0.073192-0.0037819i,-0.023151+0.0053658i,0.0030616+0.013218i,0.0057873+0.0052255i,0.0019429+0.0010755i,0.0026164+0.0025208i,0.0047047+0.00091891i,0.0040332-0.0021661i,0.00052411-0.00046515i,-0.0020597+0.0043268i,-0.0018339+0.007183i,-0.0013164+0.0088255i,0.0004246+0.010215i,0.0046505+0.009852i,0.0057081+0.0076926i,0.0026682+0.0043972i,0.0030614+0.0014381i,0.0068724-0.0004358i
-0.055118-0.028237i,-0.095152-0.0857i,-0.091185-0.13256i,-0.044543-0.096583i,-0.013882-0.011035i,-0.0096462+0.023909i,-0.0019629+0.0081828i,0.0054717-0.007726i,0.0048619-0.0094188i,0.0050358-0.0044417i,0.0052953-0.00066768i,0.0013666+0.0040678i,-0.00073572+0.0087743i,0.0020595+0.0085731i,0.0039866+0.0040366i,0.0028554-0.00053727i,0.0010496-0.0031332i,0.00013871-0.0068917i,-0.00082932-0.011486i,-0.0029545-0.011417i,-0.0058868-0.008112i,-0.0072382-0.0060468i,-0.0067088-0.0046442i
0.050679-0.023649i,0.12129-0.021042i,0.17529+0.0016262i,0.16642+0.016208i,0.12039+0.016019i,0.068462+0.0076583i,0.02257-0.0072161i,-0.0023519-0.012307i,-0.0066595-0.007079i,-0.0036385-0.0050002i,-0.00036832-0.0062988i,0.0012651-0.0056678i,0.00034294-0.0051141i,0.00021297-0.0061659i,0.00041675-0.006304i,0.00046958-0.0038133i,0.0011569-0.0018324i,0.001909-0.0010665i,0.0015045+0.0015308i,0.0023716+0.0048946i,0.0050095+0.0058748i,0.0044847+0.0055571i,5.4763e-05+0.0042547i
-0.014719+0.050975i,-0.069282+0.097246i,-0.13705+0.10017i,-0.15348+0.032851i,-0.10921-0.037763i,-0.053549-0.03987i,-0.022792-0.002551i,-0.0112+0.014601i,-0.0072134+0.0088455i,-0.0068677+0.0016148i,-0.0049461-0.00062849i,-0.0014506-0.0018184i,0.00087577-0.0016282i,0.000914+0.00063161i,-0.00043123+0.0019367i,-0.0018761+0.0029784i,-0.0040315+0.0048569i,-0.0050802+0.0065415i,-0.0037944+0.0066671i,-0.0027449+0.0040644i,-0.002129+0.00064898i,-0.0002658+0.00047307i,0.0022828+0.0025066i
-0.024038-0.041571i,-0.025172-0.10054i,0.0014199-0.12684i,0.019953-0.071639i,-0.0020663-0.00075206i,-0.017426+0.019489i,-0.0010319+0.011096i,0.012501+0.003066i,0.011592+0.00026377i,0.0077069+0.0010763i,0.0034411+0.0011238i,-0.0016659+0.0020088i,-0.0044807+0.0060318i,-0.0035485+0.0080283i,-0.00047011+0.0041834i,0.0020952-0.0017307i,0.0031599-0.004816i,0.0032531-0.0068992i,0.0021476-0.011494i,-0.00016626-0.013787i,-0.0031125-0.012195i,-0.0042987-0.010023i,-0.0042338-0.0076528i
0.044822+0.0040005i,0.094086+0.034576i,0.11546+0.07636i,0.094983+0.086793i,0.069732+0.065123i,0.041934+0.034545i,0.017041+0.0044053i,0.0058353-0.0089358i,0.0031896-0.00627i,0.0024153-0.0026657i,0.0011616-0.0016505i,0.0021179-0.0019105i,0.0037263-0.0050141i,0.0032059-0.0076253i,0.0018774-0.0062068i,0.001747-0.0025246i,0.0021803-0.00061907i,0.00013254+0.00088627i,-0.0031259+0.0037107i,-0.003382+0.0070218i,-0.0016484+0.0088782i,-0.00057232+0.0071359i,-0.0016006+0.003782i
-0.030379+0.028465i,-0.083602+0.037097i,-0.12841+0.00073054i,-0.11158-0.061517i,-0.050415-0.084463i,-0.012957-0.05341i,-0.013067-0.011975i,-0.014249+0.0045895i,-0.0076854+0.0012887i,-0.0049987-0.0021368i,-0.0045093+0.00012753i,-0.00032139+0.00096667i,0.0029223-0.0020818i,0.00094812-0.0045523i,-0.0032043-0.0025857i,-0.0051308+0.00071394i,-0.0052097+0.001339i,-0.0055441+0.0013035i,-0.0048505+0.0018864i,-0.0019772+0.0011063i,0.0014257-0.0011458i,0.0031657-0.00013438i,0.0039452+0.0036937i
-0.0035005-0.038342i,0.018715-0.072149i,0.052894-0.071218i,0.043052-0.023122i,-0.0090793+0.013057i,-0.022802+0.012693i,0.0012534+0.0073917i,0.013186+0.0053309i,0.0091568+0.0014439i,0.0036283+0.00083468i,0.00056839+0.0025673i,-0.003934+0.0042411i,-0.0075994+0.0054964i,-0.0077449+0.0041587i,-0.0044296+0.0010154i,-0.00033227-0.0015457i,0.0023089-0.0016446i,0.0050382-0.00061847i,0.0077819-0.0025869i,0.0073011-0.0058336i,0.0043974-0.007156i,0.0030305-0.0070827i,0.0037084-0.0054901i
0.02576+0.018694i,0.041443+0.05857i,0.034839+0.097282i,0.022186+0.097938i,0.018901+0.072109i,0.014356+0.039997i,0.011329+0.006477i,0.0083712-0.0097152i,0.0018566-0.0071735i,-0.0014803-0.0023956i,0.0014469-9.6021e-05i,0.0042807+0.001398i,0.0046519+0.0013676i,0.0044643+0.0022179i,0.0040559+0.0030387i,0.0014002+0.0022778i,-0.0015243+0.0015553i,-0.0038561+0.0013551i,-0.0065212+0.0022414i,-0.0072872+0.0042986i,-0.0066377+0.0062023i,-0.0054355+0.0046063i,-0.0036679+0.00051223i
-0.030559+0.0064934i,-0.065479-0.01346i,-0.079294-0.058839i,-0.043244-0.092401i,0.0067164-0.082125i,0.014466-0.042864i,-0.007711-0.012313i,-0.016532-0.0038806i,-0.01089-0.0028611i,-0.0057919-0.0014991i,-0.0028797-0.00051921i,9.0047e-05+0.00036683i,0.0019101+0.0010569i,0.0013655+0.0014093i,-2.4947e-05+0.0010773i,-0.00070997+0.0011508i,-0.0015859+0.00083967i,-0.0017835-8.8932e-05i,0.00025171-0.00057074i,0.0019981-0.00036905i,0.0030179-0.0002445i,0.002376+0.00093931i,0.00087505+0.0021693i
0.012674-0.021489i,0.043297-0.030519i,0.062532-0.014719i,0.027618+0.012156i,-0.021754+0.011247i,-0.025513+0.0010951i,-0.0051585+0.008998i,0.0043451+0.014809i,0.0045299+0.0096533i,0.0043604+0.0040467i,0.0030371+0.0005996i,-0.0018535-0.0011735i,-0.0077323-0.001164i,-0.0088879-0.0015357i,-0.004582-0.0024271i,-8.5451e-05-0.0027596i,0.0022419-0.0010428i,0.003594+0.00093831i,0.0055569-0.00027255i,0.0063299-0.0034524i,0.0044882-0.0060356i,0.0027553-0.0058883i,0.001801-0.0049446i
0.010464+0.022629i,0.0029613+0.053296i,-0.01588+0.072079i,-0.021263+0.062827i,-0.012735+0.050396i,-0.0057882+0.031174i,0.0047726+0.0061664i,0.011143-0.0033847i,0.0084355-0.0028199i,0.005337-0.0018349i,0.0051136-0.0012755i,0.0058737-2.7759e-05i,0.0064984+0.0018192i,0.0067534+0.0030501i,0.0036139+0.0036402i,0.00057139+0.0028493i,0.00012555+0.00035983i,-0.0013824-0.0029458i,-0.0048989-0.0040063i,-0.0077801-0.0015892i,-0.0076583+0.00055346i,-0.0054449-0.0004437i,-0.0039008-0.0031802i
-0.021314-0.0046904i,-0.03483-0.033695i,-0.019742-0.069577i,0.020938-0.078389i,0.043674-0.053072i,0.027315-0.02273i,-0.00066977-0.012094i,-0.0090759-0.011064i,-0.0035673-0.0080489i,-0.0011374-0.0063041i,-0.0027577-0.0046411i,-0.0024064-0.0016414i,0.00068789-0.00022834i,0.0027083-0.00088407i,0.0015918-0.0025677i,-0.00032495-0.001253i,-0.0008435+0.0014906i,-0.00038331+0.0020657i,0.00044429+0.0012935i,0.0024928+0.00071051i,0.0033814+0.00070769i,0.0012803+0.0010162i,-0.00068185+0.0021098i
0.017736-0.010962i,0.040015-0.0050172i,0.038642+0.016385i,-0.00046516+0.02364i,-0.029631+2.021e-05i,-0.020495-0.0088876i,-0.0048651+0.0071666i,-0.00046128+0.012682i,0.00052642+0.0051445i,0.00080067+0.00031099i,-0.0013302-0.00068172i,-0.0044137-0.0024951i,-0.007651-0.0049023i,-0.0081944-0.0072583i,-0.003705-0.0085388i,0.00027925-0.0078979i,0.00031849-0.0048756i,-0.00058013-0.0011151i,0.00048638+0.00019331i,0.0016982-0.00034122i,0.001835-0.001462i,0.002301-0.00058845i,0.0027698+0.0001949i
-0.0038532+0.017174i,-0.018563+0.033674i,-0.036483+0.037481i,-0.035439+0.032051i,-0.023667+0.029709i,-0.012621+0.018891i,0.0051283+0.0064657i,0.01316+0.001831i,0.0066125+0.00057242i,0.00035117+0.0014227i,0.00036205+0.0037393i,0.0027007+0.0049875i,0.0034373+0.0051834i,0.00063257+0.0069684i,-0.0035048+0.0065743i,-0.0049302+0.003512i,-0.0025155+0.00026333i,0.00022099-0.0030057i,-0.0011115-0.0037549i,-0.0048525-0.0024206i,-0.0061052-0.0012913i,-0.003349-0.0012489i,-0.00035263-0.0015029i
-0.010424-0.013439i,-0.0079499-0.036299i,0.01574-0.053983i,0.043354-0.044516i,0.046883-0.017915i,0.024972-0.0026527i,0.0024044-0.0075669i,-0.0036626-0.013593i,-0.0034471-0.0098844i,-0.0045607-0.0031639i,-0.005633-0.00016312i,-0.0035939+0.00097158i,-0.00034337+0.001588i,0.0012664+0.00088565i,0.0017215+0.00068312i,0.0004748+0.0014516i,-0.002414+0.0027002i,-0.0035495+0.0041428i,-0.0015393+0.0056612i,0.00026044+0.0057754i,0.00014774+0.0045484i,-0.00091895+0.0023612i,-0.0022054+0.00065285i
0.012298+0.00041049i,0.021565+0.012436i,0.011892+0.026909i,-0.014755+0.015371i,-0.023458-0.012167i,-0.011606-0.014139i,-0.0067333+0.0018693i,-0.0079928+0.0081104i,-0.0052678+0.0053379i,-0.00064368+0.0026883i,0.00118+0.00079578i,-0.00076999-0.0019665i,-0.0038787-0.0053692i,-0.00375-0.007095i,8.4568e-05-0.0056355i,0.0038749-0.0036424i,0.0044751-0.00338i,0.0028659-0.0031522i,0.002554-0.0016878i,0.002802-0.0016366i,0.0021218-0.002609i,0.0010536-0.001675i,0.00047805-0.00073164i
-0.0066583+0.012884i,-0.021757+0.014832i,-0.031462+0.0096983i,-0.026303+0.0096043i,-0.021099+0.014226i,-0.013278+0.0095619i,0.0025139+0.0058844i,0.0093531+0.0073813i,0.0061228+0.0063634i,0.0040583+0.0048589i,0.0051372+0.006059i,0.0065561+0.0072866i,0.0056223+0.0075304i,0.00086027+0.0075457i,-0.0048722+0.0061787i,-0.0070233+0.0049459i,-0.0032301+0.0040454i,0.0016896+0.0016723i,0.0019734-0.0015497i,-0.00039707-0.0034767i,-0.0020534-0.0027115i,-0.00082697-0.0015078i,0.00085683-0.0014533i
-0.0021111-0.01098i,0.0090105-0.025889i,0.030129-0.028734i,0.042531-0.012385i,0.036555+0.0042987i,0.017682+0.0052006i,0.0051752-0.0059269i,0.0045469-0.011659i,0.0046639-0.0083364i,0.003017-0.005414i,0.0012968-0.0040722i,0.00044447-0.00096422i,0.0013311+0.0010062i,0.0034536+0.00096621i,0.0037438+0.00087732i,0.0012846+0.00067035i,-0.0037155+0.00053678i,-0.0067173+0.00085013i,-0.0046485+0.0013308i,-0.00064376+0.0018806i,0.0012927+0.0016409i,0.0015634+0.00021736i,0.0016845+7.1951e-05i
0.010464+0.0050605i,0.010213+0.01646i,-0.0041997+0.019213i,-0.01897-0.00049621i,-0.013256-0.020166i,-0.0033083-0.013915i,-0.006568+0.0007204i,-0.0089952+0.0022776i,-0.003341-0.0013993i,0.0018761-0.0026356i,0.0026261-0.0035666i,-0.00017711-0.0050429i,-0.002143-0.0053198i,-0.0012006-0.0045358i,0.0012483-0.0041082i,0.0049733-0.0033478i,0.0071916-0.0033407i,0.0072699-0.0038315i,0.0064656-0.0035982i,0.0051196-0.003668i,0.0038935-0.0035238i,0.0014611-0.0019677i,-7.0219e-05-0.0007918i
