1.8501e-05-0.0010171i,-0.00059494-0.00070937i,-0.00076329+0.0010237i,-0.00053613+0.0013272i,-0.00024738+0.0017339i,-0.00039909+0.0016072i,-0.00038283+0.00077131i,0.00048884+0.0013331i,0.0013519+0.0011238i,0.0016933-0.00017154i,0.0010582-0.00077827i,-0.00021973-0.00072194i,-5.3654e-05-0.00037622i,0.00033724+0.00046238i,-0.00021884+0.00082714i,-0.00030905+0.00038246i,-0.00035194-0.00022426i,-0.00062974-0.00037307i,0.00039374-0.00012349i,0.00090368+0.00014126i,-0.00016605+0.00025146i,-0.0004283-0.00012235i,-0.00018744+1.0758e-05i
-0.0023653-0.0013167i,-0.0025901-0.0014207i,-0.0020362-0.00086813i,-0.0010695-0.00014392i,-9.171e-05+0.0008583i,-1.4151e-05+0.0015771i,0.00026848+0.00092951i,0.00042511-0.00010036i,0.00038002-0.00022686i,0.00014454+0.00059196i,0.00037629+0.00048346i,-6.7519e-05+0.00065278i,-0.00082215+0.0011199i,-0.00046642+0.00014002i,-5.9276e-05-7.8064e-07i,-0.00032151+0.00050177i,-0.00013309-0.0004594i,0.00041998-0.00095505i,0.0005271-0.00023697i,0.00053191-9.0222e-05i,0.0007056-0.00050963i,0.00016374-0.00012274i,-0.00018721+0.00040699i
0.00098834-0.0010964i,0.0011356-0.0011034i,0.00087043-0.0015699i,0.0002284-0.0008334i,-0.00051306+0.00050488i,-0.00030564+0.0018704i,-0.00013922+0.0023754i,-0.00016901+0.0007102i,0.00048065-0.00067123i,0.00025867-0.00049307i,-0.00088634-0.0010975i,-0.00065491-0.001107i,0.0002959-0.00022324i,0.0003239+0.00023465i,0.00050408+0.0010572i,0.00075776+0.0012313i,0.00080799+0.00027241i,0.0010905-8.9626e-05i,0.0013136-0.00017135i,0.00059835-0.00042545i,-0.00038203-0.00040122i,-0.00088509+8.7639e-05i,-0.00091969+7.9737e-05i
0.0014511-0.00099701i,0.00084603-0.0014652i,0.00049252-0.00077668i,0.001115+6.0091e-05i,0.00090626+0.00030684i,-8.9135e-05+0.00031457i,-0.00050193+0.00057344i,-0.00025934+0.0011576i,-0.00024014+0.00097741i,0.00012179-0.00015398i,0.00015327-0.00056642i,-9.5213e-05-0.00067935i,7.774e-05-0.00083324i,-0.00018035-0.00053181i,-0.00034664-0.00066192i,-0.00014231-0.0009699i,-0.00025655-0.00027111i,1.3694e-05+3.7991e-05i,0.00011248-0.00030004i,-3.2744e-05-0.00010331i,0.00035806-0.00015265i,0.0007101-0.00090783i,0.00037354-0.00091925i
0.0009104+0.00085271i,-0.00033065+0.0009118i,-0.0013247+0.00090287i,-0.00070314+0.0011345i,7.1944e-05+0.0011524i,0.0003692+0.0011006i,0.0011193+0.0010929i,0.00079074+0.00050512i,-0.00062328+0.00027892i,-0.00073271+0.00070216i,-4.2498e-05+0.00029481i,0.00085548-0.00032317i,0.0015523+7.8781e-05i,0.0016452+0.00085066i,0.0014683+0.00078438i,0.00061544+0.00025664i,0.00014942+0.00041046i,-0.00018263+0.0007251i,-0.00070802+0.00040338i,-0.00073318+2.8173e-06i,-0.00053132-0.00016852i,-0.00066084+3.977e-05i,-0.0010576-8.2676e-05i
-0.00082041+8.9048e-05i,0.00062254-0.0011105i,0.0013981-0.00076016i,0.0010173-0.00026035i,0.001156-0.0005908i,0.0015836-0.00042243i,0.0014542+0.00072227i,0.0003064+0.00083436i,-0.00017917+0.00035093i,0.00022286-0.00054481i,0.00022987-0.00065892i,-0.00029578-0.00014922i,0.00035997-0.00086543i,0.00058897-0.0013068i,-0.0002138-0.001093i,-0.00048717-0.0011614i,-7.3332e-07-0.00076788i,-5.5964e-05-0.00027667i,-0.00017081-0.00012725i,-0.00020177-0.00032617i,-6.1117e-07-0.00018836i,0.00043191-0.00034408i,0.00081735-0.00010761i
-0.00087136-0.00072355i,0.00014053+1.1861e-05i,0.00057404+0.0013775i,0.00057103+0.0014059i,0.00091885+0.001667i,0.0010347+0.0016142i,0.00056213+0.00076606i,0.00022662-6.6342e-05i,-0.00034665+0.00016724i,-0.00079307+0.0002261i,-0.00068217-0.00055411i,-0.00042859-0.00016223i,-0.00030312+0.00072983i,-3.3209e-05+0.00028404i,6.9467e-05-8.1873e-05i,-0.00045121+0.00019857i,-0.00026272+0.00039231i,0.0004287+0.00039433i,0.00053301+0.00042535i,0.00032949+0.00044717i,0.00049236+0.0001055i,-6.3164e-05-2.0737e-05i,-0.00067886+0.00010324i
-0.0013887+0.00056983i,-0.0011675+0.00047788i,-0.001309+0.0011222i,-0.00078635+0.0014954i,-0.00012835+0.00041376i,-7.5479e-05-0.00077798i,-0.00059373-0.00078783i,-0.00084556-0.00036253i,3.604e-06+0.00014602i,0.00089515+0.00028033i,0.00052459-0.0001855i,-0.0006358-0.00044517i,-0.0011776-0.00058067i,-0.0011834-0.001174i,-0.00029774-0.0018686i,0.00041323-0.0010069i,-0.00034191+0.00082097i,-0.00094125+0.00083888i,-0.00052215-0.00039195i,-0.00025498-0.00063191i,9.1279e-06-0.00015699i,0.001212-0.00025343i,0.0011401-0.00036515i
-0.0011273-0.0004344i,-0.00017802-1.4372e-05i,0.00065033+0.00036311i,0.0010904+0.00095659i,0.0017871+0.0016936i,0.0014675+0.0019454i,0.00028811+0.0015379i,-0.00023182-0.00010876i,-0.00018725-0.00029521i,-0.00072667+0.00026054i,-0.00081094-9.2439e-05i,7.064e-05-0.0012335i,0.001031-0.0021538i,0.0012493-0.0017844i,0.00028486+1.7022e-05i,-0.00010422+0.00045558i,0.00051457-0.00060558i,0.00075219-0.0010479i,0.00058097-0.00089331i,0.00034977-0.00039572i,-0.00036747-0.00015647i,-0.00043247-0.0002445i,-6.2389e-05-0.00071165i
6.9837e-05+0.00063475i,0.00023874+0.00015323i,0.0008701+0.00087401i,0.00079607+0.0012961i,0.00039414+0.00084434i,0.00029478+0.0013074i,0.00029041+0.0021704i,0.00019841+0.0010265i,0.00040816-2.3983e-05i,0.00035775-0.00085751i,0.00025655-0.001234i,7e-05-0.001028i,-3.1961e-05-0.00045667i,-0.00023723+0.00030603i,-0.00060848+0.000404i,-0.00054135+0.00076246i,-0.00035676+0.00063414i,-0.00074001+0.00042981i,-0.00024496+0.00025808i,0.00036589+0.00032403i,0.00025364+0.00014914i,2.6496e-05-0.00053267i,-6.8649e-05-4.5485e-05i
0.0017705-0.00076526i,0.0018884-0.00056125i,0.0019121-0.00055346i,0.0016044-0.0011746i,0.0011788-0.00041455i,0.00080922+0.001039i,0.00041674+0.0010792i,0.00079313+0.00080752i,0.00075752+0.00018826i,9.3695e-05-0.00062282i,-0.00028546+7.0728e-05i,-0.00076969+0.0009275i,-0.00053871+0.00085936i,-0.00019146+0.00061552i,-0.00093753+0.00047274i,-0.00068705-9.0991e-05i,0.00029038-0.00013802i,0.00047926+0.00025589i,0.00033974+0.00015181i,0.00043322-0.00031013i,-1.3324e-06-0.00067516i,-9.8857e-05-0.00015856i,6.9526e-05+0.00023793i
0.00057125+0.0015786i,-3.8181e-05+0.0007905i,0.00047399+0.00013306i,0.00038475+3.1755e-05i,0.00065019+0.00054231i,0.0011398+0.0010784i,0.00057708+0.0016671i,0.00011247+0.0016483i,-0.00080557+0.00093187i,-0.00062072+0.00040495i,0.0001497-0.00023574i,-0.00022595-0.00011731i,-0.00036008+0.00031294i,5.2126e-05-0.00024488i,-0.00010859-7.0916e-05i,-0.00019435+0.00046521i,-0.00077608+0.00030379i,-0.0015285+0.00028225i,-0.00087164+0.00068i,-3.1616e-05+0.00069248i,1.3771e-05+0.00054326i,-0.00010584+0.00079381i,0.0001463+0.00017949i
-0.0011697-0.0011559i,-0.0024778-0.00050759i,-0.002625+0.001139i,-0.0018587+0.0017595i,-0.00050838+0.0019589i,0.00086289+0.0022613i,0.0014416+0.0017901i,0.00082278+0.00042584i,0.00013362-0.00067695i,0.00017358-0.00045751i,0.00082915+0.00018171i,0.0011641+0.00031338i,0.00087394+0.00023777i,0.0015075+0.00054273i,0.0013442+0.00052942i,0.00094636+0.00057223i,0.0010306+0.00014151i,0.00046438-0.00053663i,-3.6854e-05-0.00043729i,0.00042838-0.00045685i,0.001242-0.00059276i,0.00062515+0.00043932i,-0.00057647+0.0011363i
-0.000477+0.00090684i,-0.00054098-0.00035498i,-0.00026145-0.00095178i,-0.0008871-0.0011234i,-0.00094134+0.00010125i,-0.00040392+0.0018128i,-0.00011286+0.0014471i,5.5047e-05+0.0012492i,0.00040894+0.0013382i,0.00018608+0.00031654i,-0.00017934-0.00026452i,-0.00020269-0.00018453i,2.6667e-05-0.0004733i,-0.00016138+0.00020802i,-0.00090135+0.00081888i,-0.00093608+0.0009224i,-0.00056568+0.00077071i,0.00030259+0.00048919i,0.00091684+0.00015198i,0.00096139-0.00023382i,0.0002649+1.3921e-06i,-0.00031507+0.00023152i,0.00027403+8.1807e-05i
0.0014604-0.0019806i,0.0014954-0.0015069i,0.0013829-0.00046626i,0.001285+0.0010338i,0.00092095+0.0016096i,0.001404+0.0017707i,0.001334+0.0013794i,0.0012362-0.00030272i,0.00093479-0.00030195i,2.775e-05+0.00083694i,-0.00043825-5.5828e-05i,-0.00046722+4.0994e-05i,-0.0005123+0.00075959i,7.2585e-06+0.00057382i,-9.1727e-05+0.00092138i,-0.00027513+0.0012463i,-0.00021825+0.00071397i,-0.00032157+0.00039208i,-5.9433e-06+0.0002459i,0.00075816-9.3799e-05i,0.00073431-0.00058688i,-0.00021185-0.00096715i,-0.0007848-0.00041357i
-0.00062041-0.00213i,-0.0021726-0.0011058i,-0.0033136-0.00052283i,-0.0021164-0.00045036i,-0.00053869-0.0002819i,0.0010441+0.00049004i,0.00079259+0.001343i,-0.00057531+0.00081915i,-0.00064446+0.00015675i,0.00020607-0.00023097i,0.00042912-0.00064807i,0.00049798-0.0012251i,0.000908-0.00060558i,0.00091225+0.00045274i,0.00053638+0.0006011i,0.0001304+0.0001929i,0.00015669-0.00063408i,0.00064377-0.00069266i,0.00057702-0.00039805i,0.00026153-0.00039402i,-8.6336e-07-0.0007138i,-7.0126e-06-0.0005674i,0.0002306+5.2308e-05i
0.00037378+0.0011227i,-9.8808e-05+0.00074646i,0.00075986+0.00020358i,0.00095-0.00025257i,0.00038254+7.3928e-05i,0.00091154+0.00052673i,0.0014636+0.00094436i,0.00040216+0.0010896i,0.00013286+0.0002474i,0.00077773-0.00050356i,0.0010806-0.0015483i,0.00079604-0.0011954i,-0.00037669-0.00038494i,-0.0010447-0.00022916i,-0.00098386-2.9838e-05i,-0.00040257+6.795e-05i,0.0004964-1.6627e-05i,0.00070959-0.0006545i,0.00041001-0.0011394i,0.00033281-0.00053279i,-0.00014332-0.00011403i,-0.00015-0.00036188i,-0.00021441-0.00016057i
0.00013093-0.00063751i,-0.00048086+0.00041989i,-0.00067642+0.00040856i,-0.00080152+0.0016544i,-0.0011509+0.0025285i,-0.00043888+0.0019969i,9.5666e-05+0.0011281i,0.00042591+0.0004912i,0.00058987-0.00044443i,0.00056601-0.00065874i,0.00054633-0.00030882i,0.00018604-0.00049391i,-0.00068927-0.00054301i,-0.00027913-0.0001825i,0.00052399+0.00023257i,0.0003604+0.00043985i,-0.00015138+0.00038595i,-0.00032477-0.00027203i,9.2988e-05-0.00067047i,-0.00014652-0.00014726i,-0.00024548+0.0002807i,0.00028091+0.000247i,0.0002879+8.9314e-06i
-0.00033185+0.00039392i,0.00041029+0.0014351i,0.0014325+0.0016084i,0.0013478+0.00077102i,0.00036882+0.00026312i,-0.00068097+0.00035316i,-0.00027042+0.00019392i,0.00024659-9.5907e-05i,-0.00016939+0.00020738i,-0.00087727+0.00014984i,-0.00039372+0.00044366i,0.00035843+0.00036532i,0.00050812-0.00085899i,0.00040175-0.00059243i,-0.00011569+0.0005281i,7.1301e-05+0.00029637i,0.00032613+0.00010125i,-0.00036375+0.00054291i,-0.00050142+0.00021158i,0.00014025-0.0002864i,0.00044239-0.00057456i,-0.0001467-0.00036052i,-0.00082721+0.00029566i
0.00090108-0.00058186i,0.00040787-0.0016736i,-0.00043088-0.0017006i,-0.00049331-0.0014944i,-0.00039264-0.00045429i,-5.711e-05+0.00097761i,0.0006867+0.00089682i,0.0012198+0.00041714i,0.00085752-5.9927e-05i,0.00028815-0.001033i,0.00079439-0.001624i,0.0014288-0.00069138i,0.00085315+0.00083661i,-0.00044608+0.00096192i,-0.00046981+0.0007061i,0.00051145+0.000411i,0.00076609+0.00016075i,0.00022635-5.2517e-05i,9.137e-05-0.00040162i,0.00027433-0.00053346i,0.00015644-0.0004267i,-0.00074734-0.00013525i,-0.00070207+2.0248e-05i
-0.00060869+0.00022619i,-0.00076586-0.00025678i,-0.0010754+0.00066102i,-0.0008618+0.0010854i,5.7111e-05+0.0011905i,0.00063885+0.00079731i,0.00080712+0.00069138i,0.00034977-2.6193e-05i,3.55e-05-0.00072752i,0.00070952-0.00040181i,0.001277-0.00032554i,0.0007928+0.00023315i,0.00052886+0.0010181i,0.00081526+0.00074133i,0.0011486-0.00038318i,0.00080085-0.00074321i,0.0004488-0.00061783i,0.00025838-0.00092238i,0.0004063-0.00018598i,0.00010334-0.00011344i,3.706e-05-0.00039331i,-1.7195e-05-0.00046071i,-0.00023954-0.00081097i
0.0011548+6.9251e-05i,0.0014638-0.00106i,0.0017344-0.00045664i,0.0014512+0.00034908i,0.0014318+0.00089302i,0.0010013+0.0018205i,0.00019851+0.0023053i,-0.00014851+0.0017477i,2.6554e-05+0.0015186i,2.7511e-05+0.00068243i,0.00013966-0.00090386i,-0.00033031-0.0020744i,-0.00021722-0.0012699i,0.00066324-3.3607e-05i,0.00010289+0.00013676i,-0.00057727+0.00010183i,-0.00016534+0.00025628i,-0.00035276-0.00010992i,-0.00046365-0.00022117i,0.0003466+0.0004981i,0.00054423+0.00031661i,0.0003578-0.0002794i,0.00047236-0.00039393i
0.0028852-0.00043295i,0.0020902-0.00098206i,3.4978e-05-0.001826i,-0.0013386-0.0012074i,-0.0019444+0.00028988i,-0.0014683+0.0012995i,-0.00018874+0.0012898i,0.0009968+0.00051037i,0.0012849+0.00020084i,0.0005446-9.2339e-05i,-0.00029802+8.8148e-05i,-0.00014452-2.7225e-05i,0.00078926+8.3131e-05i,0.0004198+0.00093154i,-0.00034096+0.0014099i,3.1301e-05+0.0013791i,-0.00027797+0.00062995i,-0.00048499-2.7029e-05i,-0.00011564-0.0004851i,0.0001949-0.00033892i,0.00010126-0.00017593i,9.4954e-06-0.00065164i,0.00039071-0.00082335i
0.0020132+2.1552e-05i,0.0014383-0.00070638i,0.0011557-0.0017472i,0.00095866-0.0016039i,0.00070453-0.00049772i,0.00048066+0.0011171i,0.00027154+0.0013534i,-0.0001318+0.00061786i,-0.00063511+1.1523e-05i,-0.00020225-0.00058628i,8.8607e-05-0.001243i,-0.00085987-0.0014378i,-0.00040666-0.00091055i,0.00028794+0.00028219i,-0.00013537+0.0011932i,-0.00017814+0.0011883i,0.00012035+0.00062033i,0.00085942+0.00063704i,0.00089695+0.0003732i,0.00014612-5.3663e-05i,-0.00030438-0.00025705i,-0.00029541+5.1479e-05i,-0.00014854+0.00023992i
-0.001458+0.0011325i,-0.0021393+0.0015053i,-0.0020203+0.00076087i,-0.00062834+0.00064737i,0.0006011+0.00069634i,0.00020244+0.00068329i,-2.9263e-05+0.00083157i,0.00046093+0.00051648i,0.00038733+0.00047083i,0.00022307+0.00026292i,0.00055613-0.00023233i,0.00054229+1.549e-05i,-2.9705e-06+0.00011491i,0.00054857-0.00024879i,0.00072038-4.0006e-05i,0.00026871+1.9426e-05i,6.6242e-05+0.00064035i,0.00021+0.0012815i,0.00038138+0.0013038i,0.0001638+0.00050735i,-0.00046308-0.00037603i,-0.00064011-0.00024408i,0.00019389+0.00029023i
0.0029253-0.00027079i,0.0018447-0.00094034i,0.0019314-0.00089292i,0.0013427-0.00045909i,3.4364e-05+8.275e-05i,-0.00046051+0.0013137i,-0.00015495+0.0015968i,0.00040164+0.0011872i,0.00034341+0.00062596i,-0.00017066+0.00026678i,-9.7989e-05-0.00024938i,0.0011152-0.00097918i,0.0011801-0.00065512i,0.00064984+5.3602e-05i,0.00048899-0.00032626i,-0.00028056-0.00073061i,-0.00047484-5.2882e-05i,-0.00049957+9.9109e-05i,1.0322e-05+0.0001907i,0.00051978+0.0014438i,0.00069684+0.0010119i,0.001061-0.00059544i,0.00089815+4.9884e-05i
-0.00088689-0.0033128i,-0.00050328-0.0012498i,-0.00061627+0.0010854i,-0.0011779+0.0013342i,0.00056287+0.0006649i,0.0029795+0.001047i,0.0029449+0.00042109i,0.0018266-0.00060932i,-0.00018681+0.00023359i,-0.00075789+0.001982i,-0.00015883+0.0019391i,-0.00061007+0.00098798i,0.00012688+0.00069703i,0.0010392+0.0018849i,0.00026378+0.0021827i,0.00014153+0.00094853i,-0.0001888+0.00016564i,7.7583e-05-0.00029565i,0.00038757-0.00039844i,-0.00017041-0.00024033i,-0.000515-0.00058483i,-0.0006771+2.0742e-05i,-0.00063747+0.00085186i
-0.0021621-0.0031952i,-0.0023433-0.0030908i,-0.0011326-0.00044002i,-0.00072869+0.0016698i,-0.00023979+0.0025752i,0.00024775+0.0018778i,0.0007521+0.0010709i,0.00059384+0.00047354i,-0.00027444+0.00012127i,-6.421e-05-0.00036514i,0.0005332-0.0015187i,0.00077591-0.0011331i,0.0013642-0.00014858i,0.00088371-0.00010349i,0.00043953-0.00014001i,0.00063358+6.0646e-05i,4.5884e-05-0.00015942i,0.00012623-0.00064424i,0.00070995-0.00070753i,0.00062409-0.00050794i,0.00053423-0.00036206i,1.6432e-05+0.0002303i,-0.00037511+0.00017477i
-0.0014263+0.00024338i,-0.0011167-0.00044413i,0.00018637-0.00098574i,0.00080863-0.0002962i,0.00019868+0.00076633i,0.00041548+0.0013809i,0.00085641+0.001207i,0.00048236+0.0011476i,0.0007567+0.00066154i,0.0012502+0.00057853i,0.00056681+0.00062801i,-0.00028585-0.00038293i,-0.00031497-0.00048322i,-2.2898e-05-8.4717e-05i,0.0004529-6.8661e-05i,0.0010039+0.0001263i,0.0009884+0.00036878i,0.00011545+0.0010895i,-0.00068819+0.0006553i,-0.00052052+0.00014233i,0.00035993+0.00032014i,0.00055858+5.8887e-05i,-1.4528e-05-0.00040575i
-0.00059721-0.0010193i,-0.0017334-0.00058497i,-0.00075577+0.00019114i,-0.0001849+0.00033855i,0.0001335+0.00058827i,0.00054255+0.0014328i,-2.8238e-05+0.0015836i,-0.00058555+0.0010956i,-0.00032797+0.0012121i,-4.8801e-05+0.0006949i,-0.00072115-0.00019872i,-0.00085747-0.00077238i,4.1947e-05-0.00068117i,0.00013512-0.00036489i,-0.00024223-0.00064001i,0.0008558-0.00087543i,0.00073599-0.00034494i,-0.00048207-0.00020307i,-0.00017853-0.0005213i,0.0010278-0.00043764i,0.00090423+0.00023313i,0.00033103+0.00074095i,0.00062797+0.00078279i
-0.00043778+0.0020739i,-0.00077381+0.0017296i,-7.5624e-05+0.0013365i,0.00021029+0.0013114i,0.0005254+0.0013247i,0.00081674+0.0011151i,0.000562+0.00016712i,0.00030128-0.0010154i,0.00090092-0.00093054i,0.0015644+0.0006043i,0.0015831+0.0007821i,0.0010166-0.00017252i,0.00019823-0.00023917i,-9.3826e-05+0.0006518i,0.00034183+0.001046i,0.00087923+0.00023691i,0.0003079+0.0003616i,-1.9046e-05+0.00097754i,0.00022929+0.00035647i,-4.9717e-05-0.0006251i,-9.3402e-05-0.0004985i,-0.00021285-0.00014798i,-0.00039931-3.0261e-05i
-0.00030832-0.0016895i,-0.00050013-0.0015348i,-0.00093925-0.0019246i,-0.00052454-0.0012562i,0.00019902-9.1179e-05i,0.00069154+0.0011358i,0.00037612+0.0013792i,-0.0003453+0.00083196i,0.00022703+0.00033449i,0.0013556+0.00056749i,0.00089988+0.00076538i,5.3284e-05-0.00025695i,0.00058058-0.0012042i,0.00060109-0.00020047i,-0.00085467+0.00068784i,-0.00082856+7.0819e-05i,0.00030535+2.1928e-05i,0.00077528+0.00046755i,0.00040629+0.00073497i,-0.00017203+0.00020506i,0.00030479+0.00011571i,0.00071972+0.00035427i,0.00026021+0.00018745i
0.00027078-0.00067488i,-0.0010859-0.0002237i,-0.0014455+0.00011826i,-9.7101e-05+0.0017202i,0.00055403+0.0019925i,0.0014574+0.0012566i,0.0018313+0.00055219i,0.0011666+0.00037008i,0.00071917+0.00064916i,0.00012501+0.00029918i,-0.0003235-0.00038279i,-0.00059674-0.00023999i,0.00024224+0.00012521i,0.00086695+0.00036563i,0.00055852-8.9672e-05i,0.00039204-0.00094353i,0.00023411-0.00077713i,0.00053391-1.2719e-05i,0.0003736+0.00080668i,-0.00019953+0.00098255i,-0.00057365-0.00010153i,-0.00074912-2.5106e-05i,-0.00093435+0.0010461i
0.00045121+0.0012419i,0.00086252+0.0010437i,0.00089966-0.00010524i,0.00052198-0.00082504i,0.00011924+4.3002e-06i,-0.00060474+0.00034484i,-0.00067316+9.5069e-05i,-0.00035683-0.00038202i,0.00026445-0.00019692i,0.00073251+6.0007e-05i,0.00080028-0.00070698i,0.00098138-0.0011832i,0.00067061-0.00045733i,-0.00051192-0.00011601i,-0.0011655-0.00042636i,-0.00011642-0.00035936i,4.869e-05+3.4774e-05i,-0.00066977-0.0002721i,-0.00043458-0.00025154i,2.189e-05+7.8778e-05i,0.00074359-0.00013437i,0.0010045+0.00036659i,5.9503e-06+0.00061464i
0.0023512-4.0419e-05i,0.0019058-0.00037215i,0.0013801-0.0010789i,8.3578e-05-0.0010694i,-0.00095555-0.00032247i,-0.0016348+0.0013137i,-0.0012602+0.0021926i,-0.00040755+0.0013344i,-0.00023117+0.00068304i,-5.85e-06+9.7573e-05i,-5.2465e-05-0.00022888i,4.0161e-05-0.00018048i,0.0002787+0.00043294i,-0.00068083+0.0011736i,-0.00182+0.00078045i,-0.0010993+0.00033838i,-0.00018399+0.00052406i,0.00042617+7.1736e-05i,0.00071736-0.00076105i,3.0083e-05-0.0010012i,-0.00059824-0.00055038i,-0.00046977+9.4454e-05i,0.00015576-0.00028078i
-0.00074849-0.0011123i,0.00014733-0.00092i,8.6745e-05+0.00077999i,0.00020804+0.0025303i,0.00033257+0.0025976i,0.00017471+0.0019625i,-0.00025132+0.0015456i,0.00033604+0.0010897i,0.00076899+0.00081149i,0.00055692+0.00075361i,0.00043461+0.00096624i,0.00012258+0.00084626i,0.00064997+0.00047221i,0.0017687-0.00013884i,0.0015498-0.00033965i,0.00019749+4.2933e-05i,-3.6751e-05+0.00026007i,0.00028046+0.00016627i,0.00021617-0.00075002i,0.00030914-0.00096159i,0.0001328-0.00013472i,-0.00033047-5.7965e-05i,-0.00030913-0.00022627i
0.00099408-0.00024329i,-3.1484e-05-0.0018554i,0.00023623-0.0025115i,0.0010714-0.00085182i,0.00054778+0.00036331i,0.00080666+0.0010013i,0.00039229+0.00090152i,-0.0010187+0.00032843i,-0.0011738+0.00039717i,-0.00066513+2.9555e-05i,0.00012327-0.00081868i,0.00054526-0.00085095i,0.00021376-7.4394e-05i,0.00013007-8.187e-05i,0.00048791-0.00059383i,0.0006524-8.0307e-05i,-0.00010518+0.00041001i,-0.00039357+0.00027526i,0.00014481+0.00012229i,0.00065764-0.00017272i,0.00044912-0.00064187i,0.00038025-0.00044072i,0.00068034+6.5289e-05i
-0.00095131+0.00064363i,-0.0011035+0.00071788i,-0.0014662+0.0016328i,-0.0013106+0.0023312i,-0.00033473+0.0020478i,0.00063596+0.0013094i,0.0010402+0.00066613i,0.00045595+0.00069929i,-0.00014936+0.00055616i,0.00050168+0.00022206i,0.00025822-0.00031634i,-0.00024668-0.00095666i,9.3446e-05-0.00059658i,-0.00029469-4.9988e-05i,0.00013741-0.00035294i,0.001066-0.00052541i,0.00065301-0.0005009i,0.00041924-0.00027383i,0.0014903-4.5331e-05i,0.0016569-0.00036041i,0.00059871-3.8873e-05i,0.00024232+0.00025469i,0.0002151-0.00029857i
-0.00068078-3.212e-05i,-0.00052724+0.00018791i,-0.00064811+0.00011443i,-0.00016997+0.0011279i,0.0004909+0.0024168i,0.00096027+0.0021584i,0.0011805+0.0011655i,0.00055552+0.00059007i,0.00030811+0.00037663i,0.00074188+0.00016766i,0.00072177-0.00010942i,0.00038962-0.00010911i,8.2256e-05+0.00042057i,0.00036223+0.0006287i,0.00052034+0.00058406i,0.00015052+0.00024643i,0.00042098+0.00029492i,0.00059603-0.00010276i,0.00027329-0.00092608i,-0.00057802-0.00053802i,-0.00081267+0.00024335i,-0.00023121+0.00043499i,0.00022221+0.00070469i
0.0013877+0.00048522i,0.0017467-0.00051357i,0.0012034-0.0012963i,-0.00010654-0.0011067i,-0.0016553-0.00050604i,-0.0020766+0.0010741i,-0.0010037+0.0021977i,-0.00044306+0.00070581i,-0.00022179-9.2151e-05i,0.00036172+0.00030114i,0.00051511-0.0010154i,0.00043231-0.0011527i,4.7543e-05+0.00034782i,-0.0012308+0.00097319i,-0.0019437+0.00073273i,-0.0013446+0.00044661i,-0.00032803+0.00038087i,-0.00023942+0.00054007i,-0.00063067+0.00056335i,-0.00032304+8.8972e-06i,0.00033865-0.00038139i,0.00048971-0.00031676i,0.00049683-0.00036249i
0.0013359-0.00036537i,0.0017226-0.00016323i,0.00073063+4.7244e-05i,-7.8452e-06+0.0010242i,-0.00048015+0.0022906i,-0.00028841+0.0039167i,-0.00081988+0.0034415i,-0.0013709+0.0012212i,-0.0013104+0.00024196i,-0.00024302+3.0611e-05i,0.0011048+0.00049619i,0.0011056+0.0012585i,0.00024442+0.0016326i,3.6479e-06+0.0013885i,0.00055662+0.0008582i,0.00066324+0.0006537i,7.1689e-05+0.00024808i,-0.0003026-0.00033871i,-0.00028931-0.00054147i,9.9625e-05+0.00012986i,0.00055863+0.00025621i,-5.5605e-05-0.00014444i,-0.00056658+0.00026841i
-0.00018747+0.0019146i,-0.00053782+0.0016352i,-0.00048308+0.0015282i,-0.000327+0.00083007i,0.00051836+0.00014087i,0.00046492+0.00016214i,-0.0010081+0.000341i,-0.0016867+0.0003743i,-0.00087988+0.00096615i,6.6514e-05+0.0012484i,0.00085509+0.0003872i,0.0010531-0.00070527i,0.00069889-0.00031547i,0.00021832+0.00036534i,-0.00029097-3.5946e-05i,-0.00067785-0.00081325i,7.2939e-05-0.00089935i,0.00083945-0.00062026i,0.00027006-0.00030819i,-0.00067327-0.00023493i,-0.00045965-9.5923e-05i,0.0007287+0.00082149i,0.00092435+0.0010742i
0.0017831+5.3066e-05i,0.00096397-0.00031604i,0.00034456+1.0314e-05i,-0.00067919+0.00033264i,-0.00097613+1.856e-05i,-0.00075799+0.00052114i,2.748e-05+0.0016215i,-3.0108e-05+0.001114i,-0.00060381+0.00020944i,0.00021043-0.00050898i,0.00089657-0.00097887i,2.0741e-05-0.00076876i,-0.00063774+0.00049961i,-0.00010657+0.00047981i,0.00034906-0.00030444i,-0.00036437-0.00017014i,-0.00069801+0.00010504i,-2.176e-07-0.00011574i,0.00036883+1.008e-05i,0.00077993+0.0008307i,0.001279+0.00057099i,0.0010273+0.00051621i,0.00066315+0.0009447i
-0.00080524-0.00075479i,0.0010339-0.0010988i,0.0020337-0.00067444i,0.0017506-0.00056266i,0.00078391-1.6048e-07i,0.00037731+0.0011498i,0.0010765+0.0011107i,0.00033303+0.000339i,-0.00015411+6.6015e-05i,0.00070978-0.00013478i,0.00079313-0.00023414i,0.00036773-0.00033523i,-2.2348e-05-0.00062931i,5.9275e-05-0.00039014i,0.00038959+0.00019534i,0.0002482+0.00067466i,0.00016191+0.00034638i,6.1504e-05-0.00016679i,-0.00050178+0.00042237i,-0.00083311+0.00065007i,-0.00059737+0.00032623i,-0.00067879-0.00091091i,-0.00081342-0.00064607i
