-7.3284e-05-0.0003496i,0.00027399-0.00076315i,-0.00032464-0.0020356i,-0.0015562-0.0024651i,-0.0016403-0.0007323i,-0.0019669+0.0012411i,-0.00183+0.00074363i,-0.00055022+0.0010754i,0.00017287+0.0021502i,0.00081558+0.0011249i,0.0007264+3.2406e-05i,0.00017886-0.00029515i,5.0809e-05-0.00023123i,-0.00031531-1.0997e-05i,0.00033995-0.00015113i,0.0010377-0.00014904i,0.0007416+0.00048613i,0.00062316+0.00051033i,0.00097757+0.00011492i,0.0014938+0.00026652i,0.0014009+0.00013474i,0.00050953-3.4294e-05i,1.0505e-05-0.00036164i
-0.14163+0.0039929i,-0.32361+0.042598i,-0.46052+0.10962i,-0.43117+0.16781i,-0.26731+0.12797i,-0.11773-0.015682i,-0.074649-0.091248i,-0.066986-0.05718i,-0.055971-0.016999i,-0.074876+0.014633i,-0.076054+0.034482i,-0.057209+0.018853i,-0.03696+0.01274i,0.013157+0.024884i,0.065232+0.019588i,0.08645+0.0040496i,0.087498-0.010902i,0.069799-0.028866i,0.033045-0.037848i,0.0046984-0.025545i,0.009886-0.0053897i,0.03222+0.0013233i,0.042755-0.0037632i
-0.0026967-0.020836i,0.077395+0.037762i,0.23932+0.12612i,0.39004+0.12134i,0.42155+0.039976i,0.30911+0.0068237i,0.1288+0.051229i,0.0011003+0.096973i,-0.030742+0.070252i,-0.027258-0.00010994i,-0.032218-0.026185i,-0.021676-0.020799i,-0.012618-0.028578i,-0.030357-0.015975i,-0.041157+0.030728i,-0.026649+0.080522i,-0.015308+0.10984i,-0.012771+0.11564i,0.0032844+0.09744i,0.017351+0.053466i,0.010414+0.018061i,0.0012099+0.01516i,-0.0015114+0.015942i
-0.17717+0.0083108i,-0.32044+0.018007i,-0.33078+0.063728i,-0.088944+0.12283i,0.2153+0.13153i,0.30372+0.083755i,0.21664+0.0079155i,0.11709-0.043631i,0.054834-0.0010734i,0.044883+0.073953i,0.045878+0.091422i,0.041011+0.082147i,0.056799+0.053027i,0.063417-0.00039748i,0.034097-0.027408i,-0.007865-0.011048i,-0.02913+0.0097859i,-0.02086+0.0048438i,-0.0049152-0.0032867i,0.0067218+0.011418i,0.015506+0.027628i,0.016268+0.027911i,0.010857+0.029674i
0.25761-0.044479i,0.33206-0.24336i,0.071026-0.38231i,-0.35595-0.20319i,-0.44467+0.12411i,-0.18833+0.18973i,-0.027265+0.020391i,-0.0509-0.065191i,-0.085835-0.045207i,-0.091924-0.025142i,-0.071481-0.01444i,-0.039534-0.016932i,-0.025396-0.013032i,-0.018204-0.00097855i,-0.0097418+0.0017718i,-0.0051245+0.0098377i,-0.010045+0.033909i,-0.022627+0.066856i,-0.020829+0.091643i,0.0037433+0.095322i,0.034348+0.083482i,0.050053+0.060275i,0.031963+0.032812i
0.19919+0.076177i,0.30232+0.028831i,0.31244-0.11768i,0.17423-0.22921i,-0.041169-0.16896i,-0.13564-0.032054i,-0.082163-0.0025879i,-0.063666-0.067515i,-0.099012-0.068857i,-0.064015-0.0055647i,0.011376+0.013685i,0.050771-0.0051986i,0.058576-0.028867i,0.0482-0.055125i,0.028341-0.068547i,0.01345-0.073329i,0.0069309-0.088997i,-0.0058268-0.090907i,-0.021863-0.038681i,-0.017437+0.036189i,0.00010478+0.075227i,0.015537+0.076159i,0.040812+0.066777i
0.42758+0.018443i,0.69613+0.031002i,0.80061+0.07214i,0.69947+0.032558i,0.45805-0.11291i,0.1725-0.14547i,0.066467-0.03718i,0.10682-0.018381i,0.047796-0.074149i,-0.052676-0.031322i,-0.062355+0.044203i,-0.045585+0.057369i,-0.051917+0.039089i,-0.067462+0.010755i,-0.089855-0.011766i,-0.11908-0.010712i,-0.14003+0.022102i,-0.1155+0.072627i,-0.044398+0.091894i,0.0031653+0.066067i,-0.00761+0.034071i,-0.031322+0.027696i,-0.034088+0.039201i
-0.024533-0.10509i,-0.21649-0.11599i,-0.50133-0.14752i,-0.71193-0.1138i,-0.69277+0.2007i,-0.44058+0.57236i,-0.1849+0.56449i,-0.1538+0.31871i,-0.16812+0.19741i,-0.051417+0.14365i,0.03254+0.038321i,0.0019249-0.034162i,-0.018983-0.053204i,0.011728-0.1036i,0.019242-0.19443i,-0.015401-0.27001i,-0.049448-0.28375i,-0.052643-0.21103i,-0.023512-0.099458i,0.004121-0.025786i,0.0049432+0.00046525i,-0.0038048+0.012864i,0.0023972+0.022265i
0.052867-0.21027i,0.17554-0.15547i,0.32138-0.0062664i,0.28321+0.14554i,0.10077+0.30047i,0.12989+0.42082i,0.33466+0.36808i,0.3632+0.1999i,0.21681+0.11639i,0.10056+0.10812i,0.04469+0.07032i,0.003493+0.037721i,0.015004+0.050666i,0.086952+0.063413i,0.17012+0.046276i,0.23098-0.0027233i,0.24176-0.065619i,0.18805-0.095815i,0.091354-0.085267i,-0.0014156-0.069227i,-0.059185-0.048305i,-0.074984-0.0031911i,-0.04953+0.040596i
-0.21633-0.046079i,-0.30087+0.15455i,-0.20712+0.37468i,0.046462+0.3404i,0.21598+0.12856i,0.1908+0.019279i,0.09713-0.02058i,-0.016635-0.10951i,-0.11738-0.1804i,-0.15015-0.2014i,-0.14856-0.15819i,-0.12042-0.066678i,-0.088349-0.03267i,-0.10828-0.063412i,-0.16745-0.10329i,-0.24503-0.1341i,-0.27531-0.10311i,-0.16472-0.031252i,0.0013613-0.01747i,0.055712-0.032454i,0.017872-0.0063758i,0.0021602+0.020941i,0.012464+0.013368i
-1.8507+5.1553i,-1.9766+3.4594i,0.94039+2.9845i,2.953+0.97771i,3.1482-1.188i,1.658-2.6993i,-0.23824-2.0269i,-0.63299-0.2354i,0.36114+0.73509i,1.2132+0.39653i,0.88969-0.31448i,0.07213-0.44007i,-0.53009-0.09014i,-0.8524+0.39927i,-0.72559+0.62938i,-0.41012+0.47239i,-0.23081+0.1886i,-0.26935-0.043068i,-0.42017-0.13226i,-0.47714-0.13015i,-0.41458-0.13865i,-0.29779-0.10395i,-0.16947-0.049519i
-0.0062801+0.35748i,0.19073+0.47451i,0.34773+0.25178i,0.19395-0.16172i,-0.056353-0.38766i,-0.050894-0.44691i,0.026671-0.45647i,0.016202-0.34304i,0.0095028-0.21791i,-0.040374-0.17594i,-0.090255-0.1048i,-0.050976-0.026939i,-0.0096352-0.012285i,0.001497-0.010674i,0.021502-0.01897i,0.038998-0.06351i,0.053579-0.11409i,0.060628-0.13321i,0.033715-0.11545i,-0.019031-0.060607i,-0.055634+0.0088927i,-0.058632+0.046076i,-0.032023+0.04326i
-0.086272+0.11147i,-0.056177+0.24289i,0.16597+0.3545i,0.50621+0.31582i,0.70216+0.12789i,0.63594-0.035805i,0.45271-0.075443i,0.30178-0.094785i,0.1805-0.1757i,0.065119-0.22903i,-0.010525-0.18709i,-0.026513-0.10974i,-0.020804-0.060681i,-0.024235-0.010779i,-0.01471+0.055272i,0.012058+0.095899i,0.030939+0.096135i,0.041967+0.049814i,0.019064-0.02843i,-0.037611-0.081708i,-0.072906-0.081731i,-0.075041-0.048425i,-0.062108-0.017701i
-0.28854+0.25056i,-0.40603+0.47165i,-0.33896+0.49596i,-0.13542+0.3094i,0.057057+0.21096i,0.20587+0.27009i,0.28568+0.27254i,0.25668+0.1987i,0.19166+0.13212i,0.12371+0.061098i,0.019285+0.022687i,-0.047862+0.060133i,-0.017483+0.093029i,0.036706+0.069977i,0.065193+0.039409i,0.076645+0.022807i,0.063963+0.00042812i,0.032356-0.011634i,0.011462+0.00083994i,0.020215+0.0091859i,0.035429-0.0096359i,0.021114-0.033418i,-0.0065121-0.032149i
-0.17188-0.14452i,-0.34861-0.28535i,-0.48529-0.37353i,-0.58113-0.33579i,-0.6326-0.20585i,-0.51437-0.066911i,-0.27892+0.0061422i,-0.096806+0.01798i,0.0077957+0.031196i,0.070792+0.021847i,0.078912-0.015956i,0.042669-0.038523i,-0.00046585-0.035182i,-0.023956-0.019329i,-0.021047-0.01937i,-0.0098008-0.040838i,-0.0038829-0.058048i,-0.0024867-0.04949i,0.0030149-0.023822i,0.011959-0.00069416i,0.014201+0.018398i,0.020783+0.030936i,0.036652+0.02808i
-0.099192-0.051253i,-0.13135+0.0086376i,0.018948+0.20804i,0.30187+0.34555i,0.41994+0.22363i,0.2802+0.069551i,0.14114+0.079344i,0.13521+0.072582i,0.12004-0.0085585i,0.067128-0.043545i,0.038876-0.042643i,0.0211-0.036931i,-0.0015221-0.016259i,-0.029314+0.013682i,-0.05123+0.049735i,-0.055817+0.076779i,-0.048965+0.076527i,-0.02735+0.049111i,-0.0043634+0.0094618i,-0.00086585-0.0082138i,-0.0049497+0.0058301i,-0.0099681+0.020914i,-0.018119+0.02359i
0.0023108-0.19438i,-0.0077661-0.36122i,-0.045904-0.40516i,0.00028105-0.30442i,0.15303-0.21287i,0.18584-0.16946i,0.084817-0.10373i,0.026023-0.044157i,-0.00067897-0.025147i,-0.026169-0.0094742i,-0.04659-0.0040333i,-0.077601-0.0025214i,-0.078341+0.0028286i,-0.045184-0.016604i,-0.032595-0.046059i,-0.043382-0.059216i,-0.051968-0.05353i,-0.053377-0.031475i,-0.048982-0.0044565i,-0.036437+0.010211i,-0.021102+0.0075556i,-0.0056851+0.0089492i,0.0055423+0.020569i
0.092586+0.09759i,0.20472+0.05417i,0.11292-0.12747i,-0.21344-0.16879i,-0.36743+0.071987i,-0.19917+0.2235i,-0.061941+0.13613i,-0.049596+0.085729i,-0.014377+0.080031i,-0.0079445+0.038438i,-0.019991+0.027107i,0.0018424+0.0092399i,0.012962-0.032743i,0.022341-0.055791i,0.043771-0.077604i,0.053157-0.10184i,0.051294-0.10747i,0.044357-0.090106i,0.032725-0.059781i,0.020173-0.029952i,0.0065876-0.011955i,-0.0082802-0.011569i,-0.01106-0.020454i
0.01579+0.13303i,0.14603+0.26201i,0.31321+0.34875i,0.34036+0.32329i,0.16534+0.23355i,-0.025505+0.17091i,-0.084546+0.14478i,-0.052557+0.11659i,-0.0070236+0.081061i,0.02744+0.061007i,0.06348+0.036481i,0.089013-0.0042601i,0.077973-0.026401i,0.040749-0.007071i,0.013051+0.024777i,0.0014582+0.033516i,-0.012746+0.021213i,-0.025111+0.0024722i,-0.021104-0.018621i,-0.020109-0.041712i,-0.043584-0.051812i,-0.069703-0.030241i,-0.069019+0.0010176i
-0.13847+0.28734i,-0.13796+0.52151i,0.03987+0.54887i,0.3165+0.30122i,0.43865+0.057334i,0.364+0.0026053i,0.26868+0.018721i,0.18761+0.0055061i,0.11251-0.015562i,0.057128-0.036543i,0.0032387-0.037919i,-0.020857-0.0074902i,-8.019e-05+0.010433i,0.017482+0.0008412i,0.015168-0.0054544i,0.0098307+0.00025763i,0.0065527+0.0064749i,0.0063225+0.0013289i,-0.001052-0.0069059i,-0.011153+0.00032456i,-0.0041324+0.0081381i,0.0041458-0.0028529i,-0.0088934-0.015887i
-0.12844-0.052832i,-0.34393-0.17671i,-0.65915-0.26806i,-0.90617-0.19762i,-0.87791-0.068354i,-0.61847-0.054577i,-0.35654-0.092855i,-0.18483-0.081538i,-0.089727-0.040247i,-0.065105-0.013913i,-0.078542-0.0005177i,-0.088565+0.020399i,-0.067708+0.045509i,-0.01472+0.050456i,0.036129+0.029622i,0.069075-0.00040008i,0.08971-0.034148i,0.079949-0.057719i,0.041477-0.047376i,0.017592-0.017537i,0.021761-0.0011271i,0.031587-0.0021472i,0.036836-0.0020536i
-0.033859+0.054062i,0.013553+0.091801i,0.15813+0.10927i,0.28998+0.091348i,0.2602+0.05716i,0.14536+0.068559i,0.068001+0.12876i,0.050835+0.13516i,0.025129+0.057661i,-0.022566-0.0052937i,-0.0152-0.013918i,0.030619-0.015131i,0.045089-0.018753i,0.027479-0.012832i,0.011833-0.005467i,0.0066154-0.0046012i,0.00085223-0.002397i,0.0043664+0.0011072i,0.018118-0.010445i,0.015791-0.027475i,0.00073588-0.020613i,8.011e-05-0.0016156i,0.011462-0.0058406i
0.038977-0.037943i,0.15188-0.059942i,0.34203-0.065695i,0.47996-0.1245i,0.43041-0.20173i,0.26342-0.16303i,0.17311-0.083208i,0.15255-0.071857i,0.11163-0.058766i,0.08788-0.024447i,0.063847-0.025699i,0.021498-0.036268i,-0.0086733-0.030877i,-0.034035-0.012057i,-0.052766+0.02011i,-0.052308+0.051325i,-0.03589+0.065557i,-0.012819+0.06131i,-0.00013374+0.047278i,-0.0049906+0.030823i,-0.018114+0.016978i,-0.030611+0.012355i,-0.041459+0.020813i
-0.10403+0.12472i,-0.24565+0.21963i,-0.46279+0.27844i,-0.58491+0.34146i,-0.421+0.39149i,-0.14163+0.2815i,-0.048361+0.10796i,-0.066744+0.087503i,-0.020049+0.096283i,0.0042767+0.026292i,-0.032049-0.0057759i,-0.052082+0.015543i,-0.040502+0.030121i,0.00089589+0.02476i,0.044118-0.0050886i,0.05155-0.036881i,0.034349-0.040224i,0.013893-0.020243i,0.0066748+0.00082164i,0.017365+0.0047256i,0.022385-0.0055688i,0.012024-0.0083395i,0.0055353-0.001878i
-0.012079-0.054055i,-0.030949-0.10331i,-0.040589-0.079829i,-0.052013-0.0016521i,-0.13992-0.0086777i,-0.25492-0.022696i,-0.23454+0.043534i,-0.10721+0.047024i,-0.036585-0.0194i,-0.0345-0.027295i,-0.010579+0.0016579i,0.028117-0.0042841i,0.039774-0.028034i,0.027356-0.038337i,0.011121-0.037303i,0.0047208-0.034085i,0.0078228-0.034099i,0.0074536-0.038879i,-0.0079828-0.045955i,-0.031844-0.046089i,-0.037498-0.034212i,-0.015396-0.020864i,0.010714-0.021249i
0.0031241+0.077815i,0.10999+0.036965i,0.28858-0.18229i,0.39238-0.45643i,0.34643-0.48293i,0.24992-0.26862i,0.17973-0.087432i,0.10095-0.015346i,0.035451+0.0045931i,0.018337-0.017538i,0.017069-0.04406i,0.021216-0.04127i,0.017257-0.02771i,-0.0080654-0.00030992i,-0.019985+0.040175i,-0.01194+0.059898i,-0.01081+0.05305i,-0.0087623+0.03743i,0.0026547+0.025079i,0.0111+0.022854i,0.011657+0.021676i,0.005759+0.0087992i,-0.0046689-0.002801i
0.02908-0.010484i,-0.022589+0.01224i,-0.19919+0.15189i,-0.35282+0.38559i,-0.26874+0.45485i,-0.093423+0.23225i,-0.045304-0.00014982i,-0.03439-0.057317i,0.018932-0.043866i,0.032519-0.045326i,-0.017782-0.040891i,-0.071987-0.0078843i,-0.064454+0.024987i,-0.014265+0.015388i,0.011182-0.015803i,0.010285-0.023667i,0.011985-0.0076252i,0.01651+0.0072877i,0.019968+0.0083336i,0.022325+0.00099808i,0.016097-0.0019344i,0.0029389+0.015911i,-0.0046928+0.042678i
-0.039224+0.1338i,-0.023688+0.24374i,0.099028+0.25539i,0.22666+0.10755i,0.1725-0.041021i,0.03979-0.047908i,-0.0098187+0.0060113i,-0.0059112+0.024833i,0.00043922+0.030177i,0.014027+0.033506i,0.023532+0.033161i,0.026888+0.038361i,0.028262+0.032942i,0.023273+0.01311i,0.015729-0.0047922i,0.012798-0.018593i,0.0095849-0.033031i,-0.0034614-0.035787i,-0.0184-0.02622i,-0.028063-0.017811i,-0.032537-0.0063309i,-0.024155+0.0066997i,-0.0064056+0.0028021i
0.028755-0.052311i,0.068054-0.17776i,0.063047-0.36514i,-0.044789-0.48834i,-0.17194-0.42022i,-0.1798-0.2124i,-0.081197-0.063481i,-0.0071574-0.026115i,0.0044627-0.02129i,0.018035-0.0067075i,0.051214-0.019794i,0.061325-0.065372i,0.033685-0.076044i,0.0063827-0.031386i,0.0086839+0.015684i,0.022212+0.031934i,0.024157+0.027475i,0.021417+0.019754i,0.015115+0.016137i,0.0043121+0.010343i,-0.005822-0.0026167i,-0.017886-0.017499i,-0.030749-0.020727i
-0.12841+0.10553i,-0.27915+0.29131i,-0.3265+0.56431i,-0.12578+0.72228i,0.16238+0.57793i,0.261+0.2906i,0.19681+0.14825i,0.15129+0.12795i,0.12334+0.089284i,0.057083+0.041664i,-0.0076417+0.031147i,-0.03718+0.042725i,-0.034777+0.041295i,-0.017799+0.021456i,-0.012909+0.0038252i,-0.021163+0.0067643i,-0.020313+0.02681i,0.00070282+0.040302i,0.031819+0.032568i,0.051398+0.0094666i,0.048762-0.016143i,0.029358-0.025477i,0.011308-0.011946i
0.082166-0.094782i,0.19695-0.25313i,0.25228-0.39775i,0.16656-0.40655i,0.014313-0.30171i,-0.07208-0.17212i,-0.061411-0.096504i,-0.036885-0.080237i,-0.039166-0.070484i,-0.038648-0.044401i,-0.021406-0.029421i,-0.0029475-0.028774i,0.0065244-0.024938i,0.0075843-0.02074i,0.0038127-0.022472i,-0.0020986-0.029319i,-0.0090958-0.035558i,-0.028363-0.031225i,-0.051886-0.015417i,-0.051911+0.00042535i,-0.029863+0.0076049i,-0.0019595+0.0029051i,0.015451-0.012043i
-0.067059+0.038225i,-0.17137+0.0074344i,-0.31698-0.11399i,-0.3799-0.20736i,-0.24305-0.15818i,-0.058719-0.066721i,-0.024585-0.0077239i,-0.051234+0.044271i,-0.018655+0.041911i,-0.00099219-0.024979i,-0.021097-0.054612i,-0.019589-0.03753i,-0.00037572-0.021564i,0.0088932-0.01038i,0.0093546-0.0061874i,0.0032422-0.011291i,-0.01579-0.016321i,-0.035716-0.0096536i,-0.039694+0.011357i,-0.025716+0.032506i,-0.0073274+0.040641i,0.00027183+0.032334i,-0.002427+0.018451i
0.13851+0.051374i,0.35505+0.17237i,0.62125+0.35846i,0.73827+0.4579i,0.57713+0.37133i,0.27329+0.20833i,0.063223+0.10554i,0.017012+0.05067i,0.027923+0.011334i,0.027366+0.0059405i,0.021367+0.021735i,0.020087+0.029824i,0.017894+0.018999i,0.0082351+0.0031374i,-0.0032795+0.00077806i,-0.0037106+0.011243i,0.011447+0.015699i,0.027239-0.0032569i,0.024786-0.029376i,0.0059716-0.033679i,-0.0050672-0.02059i,-0.0032035-0.0037416i,-0.00060062+0.011735i
-0.13102+0.050352i,-0.31481+0.056185i,-0.48577-0.027308i,-0.52977-0.10981i,-0.43171-0.037503i,-0.22649+0.079521i,-0.050218+0.076874i,-0.0088742+0.043385i,0.00068996+0.065757i,0.04244+0.065525i,0.044986+0.030572i,0.0098395+0.023293i,-0.0065645+0.035851i,0.0058351+0.033501i,0.026882+0.015148i,0.032186-0.011259i,0.018593-0.03179i,-0.00084326-0.032669i,-0.014769-0.020522i,-0.021434-0.0081769i,-0.02368+0.0013466i,-0.014122+0.0041868i,-0.0003702-0.0046475i
0.056066-0.012112i,0.062673-0.045553i,-0.02512-0.031409i,-0.15362+0.0081648i,-0.18448-0.046946i,-0.1339-0.13762i,-0.068446-0.14805i,-0.0087855-0.12218i,-0.0065305-0.10105i,-0.024978-0.067637i,-0.017131-0.059344i,-0.017053-0.071501i,-0.016954-0.056244i,-0.0028825-0.031377i,0.0065301-0.021226i,0.012086-0.018034i,0.020412-0.018623i,0.025161-0.022463i,0.014829-0.025954i,-0.0029762-0.025639i,-0.011161-0.016654i,-0.011095-0.003829i,-0.0090404+0.0050443i
-0.05697+0.013395i,-0.017963-0.0028847i,0.18377-0.066893i,0.43747-0.1621i,0.46886-0.19979i,0.27029-0.13328i,0.087121-0.01913i,0.029608+0.053292i,0.027786+0.04931i,0.018318+0.022107i,0.015417+0.018184i,0.030025+0.019449i,0.029478+0.011025i,0.0095635+0.01318i,5.1737e-05+0.029065i,0.012128+0.037824i,0.030233+0.029637i,0.039599+0.01025i,0.036755-0.005803i,0.022271-0.011953i,0.0042635-0.012287i,-0.0070576-0.0069447i,-0.007591+0.001543i
0.080794+0.027605i,0.14822+0.055193i,0.097217+0.094976i,-0.074149+0.17691i,-0.1334+0.27663i,-0.013681+0.26519i,0.073255+0.13954i,0.05877+0.054653i,0.051264+0.040061i,0.056667+0.034036i,0.048222+0.021979i,0.030082+0.0037783i,0.0076564-0.0039367i,0.0017373-0.0018112i,0.0014596-0.0064051i,-0.010471-0.00068022i,-0.013883+0.024337i,0.0019691+0.039894i,0.020758+0.030514i,0.026047+0.014572i,0.022567+0.0088939i,0.018786+0.0083154i,0.0094021+0.0059679i
-0.13606+0.011133i,-0.32133+0.075932i,-0.45163+0.19628i,-0.38876+0.26604i,-0.24409+0.18923i,-0.15434+0.081959i,-0.0922+0.04778i,-0.063818+0.027615i,-0.071586+0.021734i,-0.061671+0.028312i,-0.046023+0.027925i,-0.039879+0.035903i,-0.026477+0.036013i,-0.015523+0.023561i,-0.01112+0.011817i,-0.0099684-0.00066043i,-0.012848-0.0041136i,-0.01604+0.0071194i,-0.01836+0.017588i,-0.019182+0.014156i,-0.018686+0.0057001i,-0.015471+0.0021855i,-0.008207-0.0026225i
0.14501-0.0025735i,0.3514-0.10432i,0.52383-0.33503i,0.45616-0.53863i,0.1909-0.48898i,-0.019442-0.25187i,-0.056106-0.072289i,-0.0040651-0.035316i,0.00048437-0.061374i,-0.03821-0.04747i,-0.032062-0.012023i,0.0037325-0.019119i,0.0037031-0.039147i,-0.019567-0.030393i,-0.025823-0.013359i,-0.021198-0.0094459i,-0.026138-0.012798i,-0.032513-0.010106i,-0.027353-0.0057294i,-0.018562-0.0076784i,-0.016592-0.0098743i,-0.01717-0.0041255i,-0.010386+0.0055778i
-0.1107+0.0091341i,-0.28457+0.04063i,-0.43525+0.16051i,-0.37332+0.30477i,-0.13273+0.26918i,0.020914+0.071025i,-0.0093036-0.036768i,-0.041156-0.0060702i,0.001021+0.0097658i,0.01689-0.020866i,-0.015484-0.023653i,-0.035103+0.0093211i,-0.019084+0.023896i,-0.00029205+0.0064989i,0.0061213-0.0043543i,0.012134+0.0044818i,0.016796+0.014907i,0.015501+0.014868i,0.013664+0.006438i,0.012215+0.0012096i,0.0084942-0.00033841i,0.0021182-0.0030171i,-0.0055756-0.0042065i
0.075925+0.11696i,0.25282+0.26887i,0.45821+0.35464i,0.48026+0.24392i,0.28655+0.064829i,0.10555-0.0089738i,0.049292-0.026042i,0.029696-0.029435i,0.022506-0.013647i,0.022642-0.013742i,0.010061-0.016456i,0.0081984-0.011165i,0.014615-0.020182i,0.016946-0.033102i,0.015622-0.036366i,0.0083844-0.036827i,0.0011938-0.03765i,0.0010536-0.031238i,0.0093167-0.015766i,0.017584-0.0051427i,0.01781-0.003426i,0.010447-0.0010951i,0.0022+0.0039407i
-0.13904-0.15256i,-0.38486-0.38555i,-0.67652-0.57814i,-0.71573-0.49597i,-0.41349-0.21152i,-0.07626-0.0054435i,0.078524+0.037779i,0.085341+0.010029i,0.035233+0.0081744i,0.021876+0.019716i,0.027877-0.0083821i,0.0059446-0.032823i,-0.0023281-0.017221i,0.013759+0.0030568i,0.022065+0.0040432i,0.0095742-0.010558i,-0.015867-0.023478i,-0.034805-0.021913i,-0.039286-0.01226i,-0.036248-0.0079229i,-0.032799-0.0099827i,-0.024991-0.011257i,-0.010982-0.012992i
0.11586+0.11278i,0.31828+0.29506i,0.55398+0.4684i,0.60271+0.44975i,0.37197+0.25139i,0.088106+0.077233i,-0.028278+0.0154i,-0.007057-0.0058435i,0.027821-0.035663i,0.021957-0.043969i,0.011351-0.02408i,0.020468-0.0054745i,0.028735-0.0018741i,0.022583-0.0079653i,0.015345-0.0099619i,0.026064-0.0044117i,0.045106-0.0026521i,0.045575-0.0055385i,0.025787-0.00086543i,0.011637+0.012697i,0.013313+0.016955i,0.011825+0.0068973i,-0.00027472+0.0012991i
0.0097156-0.073416i,-0.00060386-0.24344i,-0.066673-0.44243i,-0.18551-0.46318i,-0.23453-0.28652i,-0.16437-0.11206i,-0.092605-0.012201i,-0.057075+0.049328i,-0.035457+0.059069i,-0.035317+0.040681i,-0.031402+0.033151i,-0.021338+0.02662i,-0.01758+0.026951i,-0.0045697+0.034987i,0.012437+0.034238i,0.023518+0.023087i,0.032302+0.0013624i,0.036502-0.02092i,0.033955-0.030459i,0.031058-0.030466i,0.03092-0.025329i,0.028583-0.012761i,0.023572-0.00022319i
-0.081457+0.18992i,-0.17545+0.47632i,-0.18999+0.71602i,-0.038988+0.60802i,0.15582+0.25069i,0.24247+0.003209i,0.2303-0.069681i,0.16215-0.080454i,0.092073-0.058603i,0.051088-0.041006i,0.013509-0.036665i,-0.011909-0.021161i,-0.012435-0.011311i,-0.005883-0.0094295i,-0.0035068-0.004934i,-0.010918+0.0075039i,-0.017027+0.027705i,-0.010773+0.036718i,-0.0067255+0.02866i,-0.01714+0.020427i,-0.024467+0.021787i,-0.013632+0.01926i,-0.00087776+0.0057336i
-0.0033454-0.17154i,0.01702-0.43582i,0.049875-0.63146i,0.075258-0.49875i,0.064682-0.14562i,0.01114+0.10685i,-0.04759+0.17283i,-0.05516+0.13764i,-0.032275+0.068168i,-0.013954+0.021923i,0.00064837+0.0058357i,0.0018324-0.0014984i,-0.011245+0.0054138i,-0.019185+0.021832i,-0.013034+0.026915i,0.0041247+0.014339i,0.017187+0.0013262i,0.016105+0.0037062i,0.0076579+0.014213i,0.0032506+0.021726i,0.0017803+0.021337i,-0.0071317+0.014021i,-0.018932+0.0094903i
-0.014183+0.043297i,-0.058076+0.1248i,-0.14425+0.24382i,-0.21098+0.32964i,-0.22345+0.31896i,-0.19271+0.24335i,-0.10734+0.16722i,-0.0095341+0.10594i,0.038794+0.057191i,0.044942+0.023957i,0.035809+0.00071764i,0.023567-0.01319i,0.015592-0.017964i,0.0088304-0.019827i,0.0056387-0.020454i,0.0032983-0.019557i,-0.0039396-0.016206i,-0.011223-0.011475i,-0.010855-0.0076601i,-0.0075392-0.0089489i,-0.009783-0.010685i,-0.010437-0.0019524i,-0.0069237+0.008772i
0.14576+0.011188i,0.34887-0.016934i,0.46906-0.13516i,0.29982-0.31209i,0.0083508-0.4272i,-0.13832-0.42617i,-0.16797-0.32606i,-0.15069-0.17136i,-0.10138-0.055564i,-0.066794-0.008738i,-0.045884+0.013888i,-0.025+0.015957i,-0.022158+0.0027815i,-0.029092+0.0034023i,-0.026742+0.020084i,-0.013254+0.042021i,0.0026183+0.05313i,0.0099772+0.038321i,0.0073323+0.0081359i,-0.0022816-0.010548i,-0.008645-0.011771i,0.00043901-0.010619i,0.014749-0.01693i
-0.13877+0.1107i,-0.31031+0.2484i,-0.35745+0.34191i,-0.11762+0.27627i,0.17882+0.13136i,0.26402+0.066066i,0.21235+0.072539i,0.14382+0.046979i,0.084495-0.0003537i,0.052005-0.027212i,0.034788-0.037072i,0.027397-0.030102i,0.03368-0.020831i,0.035666-0.025537i,0.024847-0.034389i,0.0064076-0.038366i,-0.0064533-0.032991i,-0.0075006-0.016629i,-0.0023055+0.00028937i,0.0043315+0.0054741i,0.0069263-0.00064552i,0.0010995-0.0081597i,-0.0054719-0.0094956i
-0.0097369-0.035119i,-0.0053408-0.075571i,0.0048648-0.050847i,0.021533+0.073211i,0.062017+0.18044i,0.099556+0.15754i,0.075947+0.053775i,0.021442-0.00047895i,0.0039777-0.0010862i,0.0044739-0.0069757i,-0.0098513-0.0095224i,-0.018941-0.00066094i,-0.016211+0.0022235i,-0.016663-0.001749i,-0.022423-0.0054928i,-0.029083-0.010591i,-0.035569-0.015414i,-0.032396-0.012797i,-0.014933-0.0062044i,-0.00046274-0.0042527i,0.00040038-0.004285i,-0.0037497+0.0028017i,-0.0041139+0.012466i
-0.039818-0.092233i,-0.10184-0.21437i,-0.19222-0.27621i,-0.28858-0.1769i,-0.369-0.022375i,-0.37807+0.052871i,-0.28273+0.07102i,-0.14011+0.061048i,-0.045639+0.043831i,-0.00074568+0.043398i,0.026028+0.032319i,0.023483+0.013887i,0.0086794+0.013153i,0.012351+0.019053i,0.027685+0.019241i,0.038894+0.014056i,0.036342+0.0057721i,0.017646-0.0025852i,-0.0050585-0.0059283i,-0.015853+0.0013954i,-0.011944+0.012537i,-0.0029251+0.015246i,0.00022641+0.0097124i
