-0.0010316-0.00016145i,-0.0010879-0.0013291i,-0.0028369-0.0017181i,-0.0028289-3.6501e-05i,-0.0013755+0.0018943i,-0.00021713+0.0021456i,0.00077048+0.0020477i,0.0010797+0.0013777i,0.0013752+0.00029i,0.0012884-0.00049147i,0.0010037-0.00095505i,0.0008436-0.00057772i,0.00044489+3.9612e-05i,-1.7274e-05+0.0010151i,8.9147e-05+0.00050347i,-1.9389e-05-0.00019814i,-0.00038519+0.00014635i,-0.00032385-0.00027476i,-0.00011054-0.00087379i,-2.1542e-05-0.00071579i,-0.00018164+0.00029127i,-0.00042338+0.00054297i,-0.00048532+0.00029861i
-0.14076-0.12127i,-0.338-0.22086i,-0.51164-0.2369i,-0.49478-0.14949i,-0.32211-0.084219i,-0.178-0.062631i,-0.097498-0.026986i,-0.029483-0.0014375i,0.020985-0.011964i,0.036934-0.031413i,0.041616-0.035565i,0.052336-0.039343i,0.04425-0.051782i,0.011147-0.044809i,-0.0073433-0.010416i,0.0050835+0.011578i,0.018905+0.0038285i,0.013804-0.0043381i,0.0034544+0.0025092i,-0.0014576+0.0090099i,-0.0074981+0.0075919i,-0.014159+0.0043215i,-0.014677+0.0055584i
0.28719-0.070709i,0.59915-0.16843i,0.78811-0.22599i,0.64647-0.16037i,0.34386-5.2393e-05i,0.14805+0.11572i,0.063328+0.10228i,-0.0055822+0.023218i,-0.064253-0.010208i,-0.063469+0.01034i,-0.032639+0.021454i,-0.016995+0.026861i,0.0051208+0.038959i,0.028645+0.030807i,0.028177+0.0089057i,0.010677-0.0014544i,-0.0053838+0.0040842i,-0.0063614+0.012293i,0.0049677+0.012553i,0.017201+0.010242i,0.023007+0.010796i,0.019277+0.0088609i,0.009174+0.00098714i
-0.022286+0.11715i,-0.052413+0.20668i,-0.089021+0.21075i,-0.074629+0.10879i,-0.015465+0.0061608i,0.0068858-0.027882i,-0.0097894-0.0078735i,-0.013372+0.041809i,0.0051383+0.073583i,0.0084654+0.068893i,0.00078784+0.066181i,0.010453+0.068541i,0.018254+0.052551i,0.011025+0.029792i,0.0077224+0.01109i,0.0077215-0.0013153i,0.0089929-0.00499i,0.010439-0.0080881i,0.0012281-0.011075i,-0.01135-0.010979i,-0.017202-0.012256i,-0.021027-0.013646i,-0.023003-0.0097852i
0.027732+0.08704i,0.077483+0.12254i,0.062772+0.016876i,-0.11116-0.13372i,-0.26188-0.1275i,-0.21972-0.065688i,-0.14558-0.083902i,-0.1372-0.097352i,-0.11859-0.081226i,-0.091627-0.078725i,-0.084611-0.073587i,-0.090482-0.061622i,-0.094799-0.044125i,-0.074623-0.023844i,-0.042734-0.0086154i,-0.023111-0.00052872i,-0.016512-0.0032796i,-0.014666-0.0057656i,-0.0053181+0.0020357i,0.0057602+0.013074i,0.0051498+0.020197i,-0.0017973+0.021527i,-0.0057479+0.019862i
-0.25035-0.057517i,-0.51308-0.015929i,-0.58543+0.14642i,-0.34816+0.26994i,-0.11898+0.20486i,-0.071029+0.11953i,-0.039031+0.12311i,0.019395+0.10689i,0.035855+0.05045i,0.017808+0.0047012i,-0.0091694-0.0073562i,-0.0089368+0.0075224i,0.016478+0.0081983i,0.021704+0.0019716i,0.014488+0.0054867i,0.013978+0.0030429i,0.011306+0.0029932i,0.010098+0.011577i,0.01181+0.010013i,0.012669+0.0009244i,0.022392-0.0028162i,0.031147-0.0061318i,0.022419-0.0080682i
0.12254-0.097249i,0.2483-0.16471i,0.34632-0.16383i,0.34897-0.10107i,0.28193-0.056724i,0.21262-0.042848i,0.18554-0.056102i,0.15798-0.095809i,0.10616-0.095312i,0.087864-0.050364i,0.096231-0.035469i,0.085296-0.040211i,0.075154-0.030201i,0.074509-0.022618i,0.053284-0.021333i,0.017496-0.014155i,-0.0029131-0.00574i,-0.0094363-0.0059725i,-0.016253-0.0065592i,-0.022354-0.004446i,-0.026415-0.003949i,-0.021673+0.0013932i,-0.0033028+0.0081759i
0.020709-0.073252i,-0.07324-0.19255i,-0.28154-0.2476i,-0.41134-0.14836i,-0.32721-0.047132i,-0.20931-0.051797i,-0.17118-0.036284i,-0.11569+0.026235i,-0.044632+0.040647i,-0.011912+0.015949i,-0.013813-0.0054045i,-0.038607+0.0010145i,-0.052023+0.03433i,-0.04311+0.052182i,-0.028367+0.044734i,-0.0082803+0.030705i,0.0073217+0.017871i,0.011967+0.01112i,0.015148+0.0052301i,0.015143-0.00045546i,0.0079233+0.0017566i,-0.00079007+0.0037255i,-0.011016+0.00036895i
0.18852+0.19434i,0.50473+0.32729i,0.79536+0.24721i,0.73766-0.01891i,0.40175-0.12865i,0.16512-0.039388i,0.10031-0.0056489i,0.043126-0.039611i,-0.021947-0.029116i,-0.041443+0.021026i,-0.02219+0.052934i,-0.0078551+0.03947i,-0.01786+0.013908i,-0.022314+0.0046174i,-0.007375-0.0005777i,0.0061604-0.012688i,0.0070821-0.025271i,0.0003687-0.029764i,-0.0073096-0.022254i,-0.0067428-0.0087555i,0.0010781-0.0082618i,-0.0019087-0.017421i,-0.017847-0.017415i
-0.19278+0.0093002i,-0.3814+0.062412i,-0.40908+0.10353i,-0.20588+0.042472i,-0.0096954-0.090814i,0.028223-0.1531i,-0.0063874-0.10664i,-0.01399-0.030751i,0.0097331+0.0032736i,0.015871-0.010481i,0.0043333-0.023062i,0.0086179-0.026791i,0.020711-0.032924i,0.024705-0.031232i,0.012931-0.019093i,-0.00022633+0.0045362i,0.004283+0.025277i,0.014064+0.029206i,0.015862+0.021901i,0.007199+0.0090098i,-0.0052377-0.0019052i,-0.0074652-0.0090535i,0.00076878-0.015266i
-0.062676-0.014938i,-0.16337+0.034343i,-0.26892+0.15805i,-0.2717+0.26308i,-0.15541+0.23064i,-0.052516+0.10594i,-0.030375+0.00010123i,-0.047088-0.048487i,-0.064662-0.053511i,-0.070096-0.033038i,-0.059711-0.003096i,-0.039643+0.019589i,-0.026551+0.026105i,-0.022465+0.022683i,-0.0133+0.013412i,-0.0051356-0.0019064i,-0.0087577-0.012351i,-0.016641-0.011988i,-0.020647-0.0080663i,-0.018708-0.0013311i,-0.01062+0.010679i,0.00075834+0.020016i,0.010486+0.020199i
0.033497-0.24182i,-0.028543-0.53265i,-0.17949-0.65637i,-0.25259-0.42081i,-0.14376-0.1097i,-0.019338+0.0089891i,-0.0038141+0.03329i,-0.025953+0.056884i,-0.020133+0.063769i,0.010012+0.043799i,0.025981+0.014709i,0.029476+0.0091048i,0.043733+0.016088i,0.054111+0.011128i,0.047591-0.0039341i,0.024927-0.018226i,0.0058992-0.010611i,0.0072745+0.0094382i,0.01607+0.016979i,0.021362+0.010267i,0.018569-0.0041672i,0.0068362-0.010907i,-0.00068526-0.0052979i
0.19709+0.17823i,0.50919+0.31306i,0.76699+0.26682i,0.67958+0.03713i,0.34945-0.069166i,0.15358+0.009649i,0.17079+0.037651i,0.19884-0.030795i,0.13762-0.07914i,0.055066-0.049273i,0.032178-0.0076097i,0.024598-0.027219i,-0.017065-0.060512i,-0.048864-0.05539i,-0.045323-0.023961i,-0.019814+0.00059956i,-0.00041632-0.0071373i,-0.0011689-0.028438i,-0.0055163-0.031712i,-0.008527-0.016431i,-0.012822+0.0020702i,-0.013256+0.0083085i,-0.014524+0.0019148i
-0.077142+0.067495i,-0.1743+0.16216i,-0.25249+0.25797i,-0.23175+0.28836i,-0.145+0.21027i,-0.12593+0.067172i,-0.17305+0.012819i,-0.15925+0.061426i,-0.081948+0.073929i,-0.040584+0.029184i,-0.052019+0.012246i,-0.051914+0.041893i,-0.016901+0.070379i,0.01597+0.068701i,0.026543+0.046795i,0.022213+0.026673i,0.013252+0.023906i,0.0054241+0.031062i,-0.00086554+0.029938i,0.00039977+0.019284i,0.01012+0.0092935i,0.018417+0.0022733i,0.020201-0.0030093i
-0.17616+0.092457i,-0.30405+0.26038i,-0.25014+0.37962i,-0.043552+0.27349i,0.044855+0.085761i,0.032709+0.03578i,0.065986+0.033622i,0.068189-0.006703i,0.035256-0.014215i,0.022067-0.016046i,0.0052459-0.027246i,0.0051571-0.024916i,0.014957-0.035196i,0.0050998-0.043883i,-0.0092104-0.034317i,-0.018395-0.019503i,-0.011833-0.011712i,0.0043032-0.017561i,0.011196-0.022679i,0.0083209-0.023739i,-0.0022578-0.02507i,-0.010436-0.017452i,-0.0098963-0.0064194i
0.036413-0.30181i,-0.018403-0.70699i,-0.20239-0.9806i,-0.35252-0.80239i,-0.25257-0.41371i,-0.034635-0.21436i,0.037045-0.19786i,-0.021437-0.17798i,-0.061873-0.092669i,-0.021586-0.018399i,0.012001-0.022257i,-0.026539-0.027894i,-0.055966+0.010725i,-0.03984+0.033949i,-0.013356+0.030015i,0.0073673+0.013822i,0.0027091+0.00071122i,-0.017544+0.0053365i,-0.026319+0.010889i,-0.023566+0.014453i,-0.011535+0.020961i,0.0029028+0.020494i,0.0099919+0.017671i
0.098182+0.12095i,0.23946+0.30386i,0.37302+0.49203i,0.38111+0.48003i,0.21588+0.28976i,0.0032142+0.18246i,-0.048127+0.21303i,0.042211+0.18585i,0.069554+0.062081i,0.010477+0.0014224i,-0.0021508+0.025105i,0.042893+0.02797i,0.071988-0.0037038i,0.065765-0.023813i,0.040183-0.023329i,0.018529-0.012259i,0.016727-0.0022937i,0.025265-0.0024234i,0.025534-0.0054012i,0.018615-0.0045782i,0.0144-0.0081895i,0.0054659-0.015474i,-0.0064417-0.015977i
0.12323+0.056235i,0.28619+0.019008i,0.34627-0.16122i,0.18002-0.31929i,-0.0053291-0.2666i,-0.043397-0.15174i,-0.058073-0.10838i,-0.084439-0.057316i,-0.064091-0.012542i,-0.043726-0.0029746i,-0.032754+0.0035204i,-0.024981-0.005603i,-0.037666-0.014823i,-0.040635-0.0074122i,-0.027279-0.0022834i,-0.019054-0.0014102i,-0.019293-0.0052816i,-0.02435-0.011731i,-0.021678-0.012378i,-0.014439-0.0087871i,-0.014009-0.0009587i,-0.0129+0.0076846i,-0.011391+0.011694i
-0.26222+0.099983i,-0.5689+0.30121i,-0.70178+0.52245i,-0.45117+0.5057i,-0.11758+0.20547i,-0.012329-0.078513i,-0.035672-0.15668i,-0.050997-0.10962i,-0.022599-0.039846i,0.016408-0.03182i,-0.0014695-0.053365i,-0.027975-0.021698i,-0.0078241+0.014335i,0.015794+0.013235i,0.022572+0.0011451i,0.019705-0.0041588i,0.017017+0.0039673i,0.021822+0.017367i,0.021177+0.021353i,0.011821+0.014062i,0.0028473+0.0021743i,-0.0020014-0.00747i,-0.0015698-0.015785i
0.069738-0.13763i,0.20644-0.30408i,0.36851-0.42884i,0.39432-0.37687i,0.28443-0.17408i,0.22258+0.0081433i,0.22138+0.05063i,0.16628+0.0099546i,0.067876-0.00015341i,0.028364+0.030515i,0.046145+0.032691i,0.042832-0.00085211i,0.010497-0.021899i,-0.0138-0.017249i,-0.019467+0.0014249i,-0.0087799+0.0092915i,0.00044892-0.0076623i,-0.0063799-0.023795i,-0.013647-0.018322i,-0.011122-0.0033977i,-0.0068625+0.007014i,-0.0035157+0.012663i,-0.00023577+0.013926i
-0.011349-0.09916i,-0.1259-0.19843i,-0.32063-0.1819i,-0.39279-0.00069842i,-0.24363+0.1617i,-0.065611+0.19989i,0.024201+0.19751i,0.080966+0.15765i,0.086393+0.074343i,0.045547+0.025955i,0.018464+0.016007i,0.0067978+0.01306i,0.0047632+0.021502i,0.013239+0.023979i,0.012432+0.012381i,-0.001397+0.0077159i,-0.010043+0.017051i,-0.0052771+0.02338i,0.0019125+0.013156i,0.004131-0.00098208i,0.0062128-0.0046087i,0.010301-0.0019347i,0.012938+0.0024652i
0.17289+0.15895i,0.4245+0.30845i,0.61071+0.32464i,0.50926+0.13147i,0.2166-0.052887i,-0.021406-0.089425i,-0.1381-0.070576i,-0.15559-0.030428i,-0.08095+0.0001475i,-0.015919-0.0030307i,-0.0062016+0.011068i,0.0025525+0.027729i,0.0046172+0.014977i,-0.009376-0.00076391i,-0.015312-0.0081083i,-0.01062-0.011188i,0.00065677-0.012427i,0.0087732-0.016503i,0.01005-0.016683i,0.010654-0.0099826i,0.0085222-0.0048349i,0.002272-0.0045078i,-0.0070213-0.0075716i
-0.12841-0.005526i,-0.27661-0.039585i,-0.36662-0.091825i,-0.28613-0.097698i,-0.13045-0.06683i,-0.044226-0.061328i,-0.025117-0.068019i,-0.028957-0.053517i,-0.043042-0.018135i,-0.043831+0.0036771i,-0.034861-0.0070348i,-0.032857-0.016177i,-0.020998-0.010168i,0.0045183-0.0032443i,0.025289-0.002136i,0.024603-0.0066607i,0.0074125-0.0050722i,-0.0032799+0.0068538i,-0.0012392+0.015339i,0.0017144+0.010541i,0.0027344-0.00043226i,0.0028325-0.0075692i,0.0022233-0.0094201i
-0.062879+0.029744i,-0.12469+0.13208i,-0.11617+0.26505i,-0.026519+0.303i,0.064146+0.21917i,0.13017+0.10511i,0.14869-0.010195i,0.064557-0.092149i,-0.045327-0.064258i,-0.067045+0.0099704i,-0.035445+0.02578i,-0.018392+0.0030816i,-0.013611-0.013485i,-0.01179-0.019242i,-0.013961-0.01157i,-0.009662+0.0027332i,-0.00025296+0.004204i,0.0023696-0.0041681i,-0.0041605-0.0072803i,-0.011611-0.0060554i,-0.012917-0.0047593i,-0.010222-0.0031835i,-0.0032754+0.00032773i
0.05616-0.16249i,0.089337-0.36109i,0.058912-0.49136i,-0.056406-0.40263i,-0.15603-0.18856i,-0.17643-0.0099854i,-0.13677+0.11227i,-0.046609+0.14491i,0.021621+0.057214i,0.01683-0.03452i,0.00075702-0.043515i,0.0078072-0.020681i,0.015157-0.00063159i,0.016476+0.014879i,0.010583+0.015234i,0.00093412+0.0023318i,-0.0060644-0.0097362i,-0.0099919-0.010933i,-0.011437-0.004029i,-0.0082745+0.0038817i,-0.0017644+0.0088789i,-1.8091e-05+0.0091069i,-0.0025459+0.010563i
0.05361+0.079671i,0.091477+0.15674i,0.094045+0.17993i,0.060054+0.10377i,0.0071818+0.027097i,-0.044622+0.011206i,-0.04193+0.0051892i,0.0051334-0.01633i,0.026089-0.030914i,0.0090845-0.019466i,-0.0058933+0.0050516i,-0.00033137+0.01714i,0.0076115+0.010226i,0.0056668-0.0015304i,0.0082879-0.0094779i,0.013678-0.010804i,0.01573-0.004983i,0.018344-0.0015282i,0.021472-0.0030397i,0.022503-0.0038774i,0.016287-0.0018249i,0.0066005+0.00018801i,-0.0024164-0.0013292i
0.029397+0.058949i,0.097108+0.1123i,0.17517+0.14829i,0.21195+0.11581i,0.18826-0.0024322i,0.1124-0.12737i,0.0063433-0.14579i,-0.049296-0.046423i,-0.0087779+0.046456i,0.046761+0.053813i,0.046713+0.024969i,0.018125+0.014186i,-0.0010183+0.014144i,-0.0068679+0.015075i,-0.0017941+0.017538i,0.006733+0.014758i,0.0058921+0.0097535i,-0.00059225+0.01197i,-0.0039612+0.015686i,-0.0061956+0.01384i,-0.0070883+0.010671i,-0.0025748+0.0073193i,0.0043201-0.00021543i
-0.11601+0.0033111i,-0.23928-0.0027218i,-0.30616-0.030359i,-0.25031-0.060365i,-0.13355-0.06056i,-0.0063274-0.037234i,0.097811-0.044095i,0.10346-0.093258i,0.02683-0.11409i,-0.034038-0.084672i,-0.045868-0.051722i,-0.032138-0.033774i,-0.011217-0.022897i,0.0022765-0.015647i,-0.00075455-0.0057236i,-0.0082217+0.0080625i,-0.0072666+0.014154i,-0.0018065+0.010162i,0.00095759+0.0046701i,-0.00091229+0.00044989i,-0.0060618-0.0019825i,-0.010317-0.0018728i,-0.0098168-0.00096146i
0.014659-0.061332i,0.01733-0.093738i,7.0509e-05-0.084678i,-0.029985-0.033439i,-0.025921+0.03133i,-0.00060291+0.08282i,-0.0034234+0.086998i,-0.029892+0.05537i,-0.038168+0.034819i,-0.012963+0.028156i,0.012772+0.01803i,0.017957+0.0054397i,0.0094149+0.00097915i,-0.001784+0.0020171i,-0.0067825-0.0034948i,-0.0066274-0.014048i,-0.0072087-0.01827i,-0.009458-0.01743i,-0.011401-0.016221i,-0.007084-0.013178i,0.002058-0.0089326i,0.005974-0.0040808i,0.0018225+0.0036509i
0.057267-0.037041i,0.12409-0.089081i,0.18786-0.1353i,0.18837-0.12868i,0.11344-0.075439i,0.026312-0.014404i,-0.0038897+0.041271i,0.023159+0.069469i,0.054076+0.053744i,0.051179+0.019123i,0.028182-0.00048253i,0.0078622+0.0045419i,-0.00025973+0.016277i,0.0006271+0.013884i,0.0024282+0.004268i,0.0040871+0.0019863i,0.0084366+0.0048171i,0.014654+0.0038809i,0.016389-0.00067023i,0.01165-0.0036183i,0.0064219-0.0076396i,0.0045577-0.012457i,0.0032655-0.014687i
0.019825+0.078978i,0.0095094+0.14864i,-0.06596+0.19911i,-0.14152+0.19198i,-0.13233+0.11902i,-0.10395-0.0079271i,-0.13081-0.096612i,-0.15771-0.078416i,-0.1302-0.017839i,-0.080609+0.011992i,-0.049801+0.015449i,-0.03358+0.012783i,-0.016651+0.0034407i,-0.00066254-0.0053449i,0.010864-0.0029255i,0.01637+0.0008987i,0.010154-0.0015944i,-0.0027238-0.0015177i,-0.0080461+0.0045237i,-0.0048668+0.011968i,-0.0013241+0.017104i,-0.00084412+0.016708i,-0.0026244+0.012075i
-0.031837+0.024978i,-0.015098+0.053826i,0.077472+0.056156i,0.17412+0.010005i,0.18612-0.021031i,0.17749+0.0052844i,0.18183+0.010785i,0.14172-0.030657i,0.064403-0.051624i,0.014019-0.031987i,0.0039403-0.012062i,0.0065099-0.013633i,0.0057644-0.017342i,0.0075049-0.0088861i,0.0077043-0.003163i,-0.0018987-0.0026441i,-0.0085796+0.0020041i,-0.0054891+0.0079842i,-0.0025129+0.0097984i,-0.0039262+0.0033918i,-0.0054166-0.0074039i,-0.0028192-0.011895i,0.0039076-0.0091215i
-0.058328-0.034325i,-0.12765-0.085829i,-0.17163-0.13859i,-0.12922-0.15139i,-0.036868-0.11656i,0.031793-0.0729i,0.065047-0.048031i,0.080246-0.045117i,0.075555-0.047597i,0.058011-0.036763i,0.041831-0.021505i,0.026822-0.011199i,0.016438+0.001456i,0.0089362+0.01314i,0.0041207+0.017927i,0.0092024+0.01488i,0.013337+0.002987i,0.0061579-0.0093537i,-0.0059051-0.014087i,-0.017049-0.0086208i,-0.020823+0.0016134i,-0.017969+0.0033554i,-0.015207-0.00096736i
0.035519-0.021481i,0.077266+0.0011232i,0.10783+0.095329i,0.088472+0.1802i,-0.00618+0.16789i,-0.13163+0.15495i,-0.157+0.19295i,-0.077521+0.17807i,-0.023832+0.1014i,-0.0292+0.045844i,-0.034614+0.033134i,-0.021978+0.032601i,-0.012878+0.019181i,-0.016253+0.0017385i,-0.017799-0.0034326i,-0.011862-0.00021447i,-0.0047821+0.0049941i,0.002115+0.009038i,0.010828+0.0092835i,0.021805+0.0069096i,0.027779+0.0053583i,0.02442+0.007304i,0.017129+0.010345i
0.035144-0.0088646i,0.04812-0.077078i,-0.013448-0.19418i,-0.12636-0.23904i,-0.14728-0.16169i,-0.051973-0.10972i,-0.0066216-0.13649i,-0.058987-0.11227i,-0.080361-0.022075i,-0.038393+0.029402i,-0.0067722+0.018624i,-0.0094879-0.00037237i,-0.016435-0.00071953i,-0.014081-9.1066e-05i,-0.012272-0.003894i,-0.011719-0.00039164i,-0.0057237+0.0055715i,0.003031+0.0030127i,0.0084521-0.0061949i,0.0040597-0.014544i,-0.0064264-0.013587i,-0.0086016-0.0060795i,-0.0031644-0.0041495i
-0.0072383+0.067722i,-0.0087411+0.16338i,0.0082896+0.24482i,0.045095+0.21289i,0.064123+0.080209i,0.043194-0.03382i,0.026182-0.061227i,0.044564-0.048521i,0.064677-0.058064i,0.048811-0.078444i,0.013159-0.070625i,-0.0027728-0.039029i,0.0087531-0.016022i,0.025578-0.011019i,0.027753-0.013798i,0.014887-0.017344i,-0.00084197-0.013878i,-0.012435+1.3715e-05i,-0.018459+0.015887i,-0.01516+0.0253i,-0.0048691+0.025015i,-5.2917e-05+0.017483i,-0.0013052+0.0096585i
-0.024725-0.018087i,-0.011249-0.04399i,0.063067-0.080698i,0.13355-0.073991i,0.12978+0.011709i,0.10779+0.10993i,0.11184+0.12375i,0.089435+0.063676i,0.022102+0.022153i,-0.023802+0.029422i,-0.014168+0.041831i,0.0076076+0.029326i,0.0025028+0.01511i,-0.010236+0.019105i,-0.0078099+0.023015i,0.0014271+0.015802i,0.006705+0.0030436i,0.0079223-0.0092684i,0.0094786-0.017173i,0.0096923-0.023321i,0.0058432-0.027517i,0.0037368-0.023512i,0.0055873-0.013121i
-0.032139-0.015731i,-0.11446-0.002044i,-0.20883+0.074551i,-0.20502+0.14966i,-0.10721+0.1148i,-0.059533+0.025904i,-0.091255+0.01949i,-0.090373+0.078711i,-0.026619+0.096708i,0.023698+0.052673i,0.02091+0.0051279i,-0.0057189-0.0089511i,-0.018139-0.0052054i,-0.016796-0.004576i,-0.016693-0.0029365i,-0.013567+0.0011436i,-0.0063049-0.00053399i,-0.0054545-0.0072941i,-0.014867-0.0086513i,-0.022645-0.00057729i,-0.020039+0.0048333i,-0.015248+0.0018593i,-0.013862+9.5264e-05i
0.061407-0.028788i,0.1457-0.093404i,0.20659-0.19345i,0.15271-0.27479i,0.018446-0.27153i,-0.066967-0.1949i,-0.064713-0.13937i,-0.046589-0.1357i,-0.055339-0.13318i,-0.066659-0.093755i,-0.056799-0.040289i,-0.029058-0.012651i,-0.0063387-0.01776i,-0.0030454-0.029961i,-0.0076191-0.028459i,-0.0061119-0.01653i,0.00087191-0.0031097i,0.010773+0.0081955i,0.024051+0.015965i,0.032973+0.015582i,0.028172+0.0062506i,0.01389+0.00054728i,0.00266+0.0017023i
-0.0072985+0.02654i,-0.030181+0.044578i,-0.079468+0.044469i,-0.097834+0.03961i,-0.041439+0.046357i,0.020767+0.040965i,0.03373+0.028194i,0.022053+0.033612i,0.012626+0.054875i,0.022841+0.065871i,0.040853+0.043194i,0.039009+0.010405i,0.030944+0.004241i,0.037839+0.011608i,0.044787+0.0046298i,0.032346-0.0081064i,0.0080624-0.0074778i,-0.0083984-0.0015366i,-0.014555-0.0055605i,-0.021309-0.012188i,-0.023309-0.0077437i,-0.012755-2.06e-05i,-0.00030966-0.001196i
0.0024676+0.033683i,0.041764+0.10133i,0.12689+0.16048i,0.18181+0.14388i,0.14504+0.078521i,0.097558+0.04748i,0.098496+0.043069i,0.10367+0.024431i,0.094693+0.0017706i,0.065787-0.017531i,0.022528-0.01981i,-0.0015835+0.0027267i,-0.0017337+0.023011i,-0.00061726+0.027825i,-0.002445+0.028087i,0.0011531+0.0246i,0.0057786+0.014355i,0.0060177+0.0077035i,0.0024911+0.011734i,0.00098857+0.018538i,0.003815+0.018252i,0.0055357+0.011835i,0.0047002+0.0057357i
-0.044368-0.032593i,-0.13615-0.07832i,-0.25264-0.10222i,-0.29813-0.050319i,-0.23752+0.027052i,-0.16543+0.035443i,-0.14907+0.00062377i,-0.14851-0.011575i,-0.1284-0.005489i,-0.092716+0.00077378i,-0.051452+0.0064127i,-0.023815+0.0015973i,-0.023717-0.0082273i,-0.033938-0.0048378i,-0.03205+0.0042475i,-0.018113+0.0035699i,-0.004014-0.004608i,0.0061763-0.013213i,0.01545-0.020948i,0.019468-0.025549i,0.01539-0.022052i,0.0076022-0.012945i,-0.00024261-0.0034879i
0.02573-0.009557i,0.075559+0.00021738i,0.15276+0.018651i,0.20692+0.020651i,0.1952+0.014643i,0.14228+0.016581i,0.10594+0.012171i,0.089436-0.0047961i,0.060023-0.014668i,0.03432-0.0099213i,0.023871-0.011853i,0.011717-0.019518i,0.0033524-0.023821i,0.004364-0.032228i,-0.00032043-0.036855i,-0.0097228-0.023209i,-0.010434-0.0024083i,-0.0089203+0.0091297i,-0.012547+0.014973i,-0.011437+0.017845i,-0.0024519+0.011968i,0.0032744+0.0006769i,0.00014345-0.0075537i
0.023598-0.010856i,0.042775-0.057176i,0.041289-0.12587i,0.0073035-0.16526i,-0.017768-0.16212i,-0.01082-0.15874i,-0.017013-0.14103i,-0.029-0.084657i,-0.013463-0.03979i,-0.002611-0.026506i,-0.0084864-0.012069i,-0.0020134+0.0054662i,0.017229+0.010858i,0.029894+0.0084999i,0.033136+0.0048408i,0.028542-0.0029956i,0.012884-0.010274i,-0.0011872-0.0077759i,0.00053343-0.00024526i,0.008336+0.0029945i,0.0079123+0.0011707i,0.0027346+0.00086242i,0.0026743+0.0032161i
-0.013764+0.045045i,-0.026919+0.13437i,-0.022381+0.2402i,0.0063572+0.24898i,0.0023316+0.15565i,-0.037686+0.10678i,-0.037587+0.11933i,-0.0094297+0.099542i,-0.0081544+0.056619i,-0.018679+0.034565i,-0.017378+0.026114i,-0.012145+0.020374i,-0.010375+0.021218i,-0.0048202+0.028476i,0.0040391+0.027117i,0.0033485+0.01451i,-0.0031385+0.003126i,-0.0078218-0.0046182i,-0.017494-0.012728i,-0.027423-0.015868i,-0.02757-0.0080972i,-0.018116+0.0023661i,-0.0055087+0.0076618i
-0.011927-0.029206i,-0.030872-0.095342i,-0.060145-0.18561i,-0.078356-0.2108i,-0.038328-0.13275i,0.050032-0.059967i,0.084689-0.06743i,0.038395-0.075727i,-0.0014504-0.039565i,0.0050968-0.011839i,0.013618-0.012173i,0.0015891-0.013726i,-0.011253-0.0082377i,-0.0188-0.0032675i,-0.020327+0.0035981i,-0.006535+0.010153i,0.013878+0.0082214i,0.023779+0.0042136i,0.021865+0.0082855i,0.013532+0.015119i,0.0036798+0.01221i,-0.0050115+0.0022867i,-0.010777-0.0022358i
-0.0080812+0.001914i,-0.022924+0.022555i,-0.039902+0.080316i,-0.037574+0.13393i,-0.037819+0.11238i,-0.072706+0.05549i,-0.0753+0.050644i,-0.0087848+0.051833i,0.044886+0.00666i,0.03853-0.026502i,0.017825-0.019028i,0.014705-0.0099286i,0.014515-0.019302i,0.0072509-0.030756i,0.00010276-0.031592i,-0.0045259-0.023612i,-0.0068413-0.010971i,-0.0025214-0.0023884i,0.0045404-0.0045693i,0.0080438-0.0086609i,0.0086024-0.0059894i,0.0072797-0.003047i,0.003895-0.0074848i
0.029505-0.0075875i,0.094903-0.02728i,0.15962-0.074169i,0.13967-0.10676i,0.059603-0.060068i,0.028246+0.018361i,0.036418+0.018179i,0.0026395-0.027393i,-0.042009-0.020036i,-0.037171+0.015081i,-0.0093268+0.021429i,0.0070962+0.012171i,0.013617+0.012408i,0.020208+0.016136i,0.02242+0.014818i,0.015626+0.013124i,0.007105+0.01158i,-0.00097272+0.0090623i,-0.006644+0.0095811i,-0.0050773+0.011085i,0.0022739+0.0094229i,0.0092103+0.0063224i,0.01126+0.002171i
-0.023793+0.02048i,-0.081715+0.060331i,-0.14785+0.11636i,-0.12748+0.13154i,-0.016654+0.056498i,0.045501-0.055395i,0.0070948-0.077905i,-0.022278-0.005405i,0.00466+0.050425i,0.023779+0.040889i,0.007477+0.012189i,-0.01285+0.0080654i,-0.013802+0.015797i,-0.0070576+0.01577i,-0.0024109+0.010875i,0.0027638+0.0013171i,0.0027937-0.0093022i,0.0010774-0.012273i,0.0061085-0.01367i,0.011856-0.017589i,0.0079825-0.017297i,-0.0002605-0.0080997i,-0.0017548+0.0048607i
0.0071466-0.0009147i,0.046131-0.015041i,0.11545-0.051433i,0.15108-0.094398i,0.093615-0.08381i,0.023793-0.016294i,0.037622+0.013942i,0.066155-0.038172i,0.028568-0.091252i,-0.019514-0.072443i,-0.022591-0.023881i,-0.010421-0.0026427i,-0.015034-0.0012124i,-0.02462+0.0017839i,-0.026157+0.0050774i,-0.021234+0.0086295i,-0.011425+0.013517i,-0.0045267+0.013291i,-0.010205+0.007016i,-0.019822-0.0010092i,-0.019774-0.0071825i,-0.013784-0.0086684i,-0.010732-0.0068147i
