-0.0010316-0.00016145i,-0.0010879-0.0013291i,-0.0028369-0.0017181i,-0.0028289-3.6501e-05i,-0.0013755+0.0018943i,-0.00021713+0.0021456i,0.00077048+0.0020477i,0.0010797+0.0013777i,0.0013752+0.00029i,0.0012884-0.00049147i,0.0010037-0.00095505i,0.0008436-0.00057772i,0.00044489+3.9612e-05i,-1.7274e-05+0.0010151i,8.9147e-05+0.00050347i,-1.9389e-05-0.00019814i,-0.00038519+0.00014635i,-0.00032385-0.00027476i,-0.00011054-0.00087379i,-2.1542e-05-0.00071579i,-0.00018164+0.00029127i,-0.00042338+0.00054297i,-0.00048532+0.00029861i
-1.2309e-05-0.00044232i,-0.00059486+0.00045934i,-2.7662e-05+0.0010463i,0.00037859+0.0011683i,0.00010526+0.00061748i,-0.00020506-0.00032445i,-5.0028e-05-3.7472e-05i,0.0010447+0.00058868i,0.0015483-5.8422e-05i,0.00089475-0.00099962i,0.00068319-0.00044097i,0.00058383+0.00043662i,8.0726e-05+0.00031595i,-0.0008892+3.2642e-05i,-0.0016273+0.00046264i,-0.0012392+0.00076323i,-4.5166e-05+0.00055232i,0.0012715+6.5838e-05i,0.0010383-0.00024466i,0.00018307-0.00037966i,-0.00015691-0.0006333i,0.00050766-0.00035585i,0.00029897+0.00018915i
0.0016817+0.0011268i,0.0012273+0.00029802i,0.0014271-0.00071654i,0.0013167-0.00084605i,0.0010035-0.00015436i,0.00048051+0.00065243i,0.000145+0.00086499i,0.00057103+0.00019465i,0.0008869-0.00066447i,0.00061724-0.00086236i,0.00062405-0.00023525i,-0.00041423+0.00065408i,-0.001332+0.00064341i,-0.0012081+8.1632e-05i,-0.00077614-0.00029707i,0.00050388-0.0001734i,0.00041894+0.00022678i,0.00024655+0.00036514i,0.00044416+0.00033993i,-0.00036351+0.00059355i,-0.00023327-0.00015528i,-0.00035116-0.00092488i,-0.00046964-0.00091554i
0.00053595+0.0020328i,0.00038144+0.0016132i,0.00030082+0.0013661i,0.00090184+0.00020331i,0.0015768-0.00088002i,0.0012607-0.00063915i,0.00084648-0.00015038i,0.00055221+0.00018235i,0.00038173+8.3757e-05i,0.00038115-0.00058831i,0.00057397-0.00096684i,0.00056435-0.00058186i,0.00019646-0.00017107i,4.9921e-05+8.5273e-05i,0.00010118+0.00087476i,0.00017879+0.0011213i,-0.00022007+0.00073268i,-0.00062338+0.00052943i,-0.00066292-0.00011483i,-0.00037145-0.0007667i,-7.0087e-05-0.0004436i,-0.00028845+0.00034904i,-0.00038366+0.00069678i
-4.9572e-05+0.00033867i,-0.001016+0.0011331i,-0.00053764+0.0014977i,0.00010988+0.0010377i,0.00073715-0.00034589i,0.00079337-0.00039366i,0.00015293+0.00047908i,1.4569e-05+0.0003265i,0.00047598-0.000266i,0.0007749-0.00014437i,-0.00035003+0.00034465i,-0.00069507+0.0004377i,-0.00067082-0.00013766i,-0.001155-0.00048861i,-0.00058725-0.00028497i,0.00038615-0.00028177i,0.00029528+0.00039636i,0.00045631+0.00094047i,0.00062441+0.00063119i,0.00032144-0.00012342i,0.00031499-0.00084673i,0.00048968-0.0013511i,0.00024649-0.0011802i
-0.000328+0.00090578i,-0.0001479+0.00082456i,6.0722e-05+0.0010864i,0.00068551+0.0011542i,0.0014786+0.00083612i,0.0014467-0.00020665i,0.0013208-0.00095121i,0.0013218-0.00062455i,5.7226e-05-0.0004759i,-0.00049974-0.0012744i,0.00019252-0.0010284i,0.00075121+0.00029261i,0.00069025+0.00056026i,0.00024751-8.8858e-05i,-9.8579e-05-0.00056951i,-0.00063627-0.00039976i,-0.00047951+0.00011469i,0.00033232+0.00015655i,0.0012509+0.00021738i,0.0011101-0.00065894i,0.00014674-0.0010359i,-0.00051511-0.00070948i,-0.00062442-0.00091911i
-0.0017742+0.0013056i,-0.0013566+0.0013365i,-0.0015688+0.001144i,-9.4749e-05-0.00020475i,0.0018856-0.0010108i,0.0018503-0.00063209i,0.001214-0.00040325i,0.00087083-0.00011506i,0.00062176+0.00043104i,0.00020826-4.7592e-05i,0.00041936-0.00024967i,0.00069002+0.00018505i,0.00076112+0.00021571i,0.0010921-0.0003712i,0.00099327-0.00072735i,0.00022797-0.00024041i,0.0002138-3.0313e-05i,0.0004982-0.00051193i,9.4264e-05-0.00059089i,-0.00012449-0.00050583i,-0.00011477-0.00010703i,-0.00036713+0.00034082i,-0.00058957+1.9756e-05i
0.00053954+0.00024358i,0.00052482+0.0011999i,-0.00020752+0.0012782i,8.964e-05+0.00098975i,0.0012771+0.0010252i,0.00053864+0.00060221i,-0.00041502+0.00026391i,-0.00050891+0.00041023i,-0.00031766+0.00043689i,-0.00016823-0.00014699i,0.00029932-0.00070624i,0.00030672-0.00057037i,-0.00033505+3.5598e-06i,-0.00052252-0.00019635i,-0.00041094-0.00050819i,4.3257e-05-0.00029156i,9.806e-05-0.00045771i,-0.00038617-0.00021281i,-0.00016334+5.9745e-05i,-0.00013084+0.0003886i,0.0002826+0.00091015i,0.0011075+0.00067663i,0.00097042-1.9147e-05i
-0.00054365+0.00010817i,-0.00076915+0.0011671i,-0.0006414+0.00045946i,0.00024163-0.0005478i,0.0018599-0.00040129i,0.0021307-0.0011066i,0.0016156-0.0013006i,0.00069717-0.00011569i,0.0001729-0.00014204i,0.00073377-0.00038044i,0.00094495-8.5842e-05i,0.00036019+0.00029788i,0.00061181-0.00014992i,0.001313-0.00037741i,0.00091163+0.00027665i,0.0002104+0.00033803i,0.00025016+7.5619e-06i,-8.5544e-05-0.00041065i,-0.00044502-0.0010308i,-0.00052147-0.00032648i,-0.00054866+0.00051679i,-0.00054387+0.00065524i,-0.00019907+0.00037344i
0.00055564+0.0013646i,0.0017158+0.00058938i,0.0022098+0.00065405i,0.0017137+0.00017796i,0.0011797-0.00046909i,0.0010664-0.00012673i,0.0001778+9.744e-05i,0.00036068+0.00014018i,0.0013259+0.00035968i,2.2585e-05+0.00046338i,-0.0014337+4.5122e-05i,-0.0014312-0.00057312i,-0.0010796-0.000599i,-0.0010035+9.3577e-05i,-0.00026434+0.0007705i,-0.00031608+0.00027087i,-0.00018578+0.00061041i,0.0002213+0.00098708i,-1.7606e-05+0.00096573i,-3.1455e-05+0.00066137i,0.00032002+0.00019439i,0.00035045-0.00034588i,-0.00013179-0.00023394i
0.00024396-0.0010127i,-0.00018277-0.00058816i,-0.0012222-0.00053812i,-0.0017072-0.00032028i,-0.00143+0.00057041i,-0.00059047+0.0015962i,0.00075989+0.0017038i,0.0015795+0.0010276i,0.0012287-2.5331e-05i,-6.3838e-05+3.2598e-06i,-0.00017331+0.00038427i,0.00031551-0.00015879i,0.00028702+0.00059708i,0.00040537+0.0016764i,0.00074681+0.0014448i,0.00074943+0.00083087i,5.4684e-05+0.00040384i,-0.00051687+0.0004267i,-0.00022102+0.00070187i,0.00034325+9.8715e-05i,2.3784e-05-0.00022816i,-0.00064382-5.3435e-05i,0.00025495+2.8406e-05i
-0.00067079+0.00082058i,-8.7616e-05+4.9398e-05i,0.0013699-5.9069e-05i,0.0017049-0.00015153i,0.0013189-0.00092562i,0.001627-0.00032759i,0.0015625-9.0055e-05i,0.00078093-6.4065e-05i,0.0004509+0.0010418i,0.00080557+0.00090958i,0.00091867+7.705e-06i,5.7741e-06-0.00056884i,-0.00012984-0.0011014i,3.198e-05-0.00089062i,-0.00050703-0.00031503i,-0.00038536-0.00029774i,2.469e-05-0.0001745i,-0.00040836-0.00031693i,-0.00072617-0.000195i,-0.00021591+0.00017609i,0.00014127+0.00032496i,0.00059681+0.00066386i,0.00054151+0.00043029i
0.00072885+0.00018496i,-0.00051092+8.3806e-05i,-0.0012659-0.00014756i,-0.00023903-0.00016733i,0.0011267+0.00025042i,0.00073468-6.1326e-05i,0.00013994+0.00034064i,0.00047978+0.00022055i,0.00090539-0.00036232i,0.00079592-1.6739e-06i,0.0004815+0.00044724i,0.00020372+0.00016247i,0.00026943-0.00017817i,0.00027393-0.00019146i,0.00024391-9.3163e-05i,-0.00024324-0.00024893i,-0.00042199-0.00057612i,0.00081196-0.00049593i,0.00080579-9.7981e-05i,0.00037104+1.1305e-06i,9.0484e-05+0.00020043i,-0.00014671+0.00056175i,0.00014741+0.00043587i
0.00024493-0.0019958i,-0.00042585-0.002485i,-0.00055132-0.0021196i,-0.00092884-0.00092903i,-0.00061125+0.00028061i,0.00075052+0.0004077i,0.001361-0.00018107i,0.0011367-0.0006054i,0.00077259-0.00086079i,0.00094121-0.00056071i,0.00070238+0.00029794i,-0.00016251+0.00020681i,0.00025254+0.00052927i,0.00045409+0.0012673i,0.0004789+0.0014194i,0.00025133+0.0012736i,-0.00059292+0.00033771i,-0.0002672+0.00031131i,0.00010745+0.0010022i,-0.0003875+0.00059172i,-0.00047114-0.00074406i,0.00040551-0.00093498i,0.00060885+0.00016004i
0.00012374+0.0018288i,0.0004606+0.0022286i,0.00094875+0.0024741i,0.0026589+0.0021852i,0.0033348+0.0011683i,0.0028976+0.00059045i,0.0017899-0.00026406i,0.00070733-0.00081474i,-6.5903e-05-0.00054464i,-0.00015286-5.6222e-05i,-0.00038567-0.00034226i,-0.00012188-0.00083197i,-0.00016996-0.00088932i,-0.00058587-0.00059781i,-0.00044034+0.00027123i,0.00020503+0.0007033i,0.00076501+0.00052752i,0.00020274+0.00088833i,-0.00011541+0.0014968i,0.00022422+0.0013204i,3.3442e-05+0.00026733i,-0.00032255-0.00045228i,-0.00042239-0.00039868i
0.00010183-0.00049184i,-0.0010985-0.00086571i,-0.00187-0.0010022i,-0.0014522-0.00065782i,6.6577e-05+0.00072679i,0.0014154+0.00081245i,0.001254+0.0004452i,0.00080837+0.00025483i,0.0002897-0.00083824i,-0.00041161-0.0010443i,-0.00011783-0.0011861i,-0.000129-0.0011474i,-0.00032525+0.00020286i,-0.00092841+0.0009277i,-0.0013182+0.00097222i,-0.00050044+0.0010006i,0.00051773+0.00066165i,0.00025149+7.7721e-05i,-0.00064012-0.00049092i,-0.00053493-0.00091387i,-0.00015149-0.0008109i,-0.0001148-0.00045304i,0.00038152-0.00027466i
0.00049273-0.0012974i,-0.00070679-0.00091553i,-0.0016968+0.00049183i,-0.00025062+0.0012114i,0.00033318+0.0017682i,-0.00014926+0.0017808i,-6.2504e-05+0.00069093i,0.00049223+0.00029962i,0.00067637+0.00056991i,0.0011376+0.00073052i,0.00073286+0.00064085i,0.00031651+0.00026287i,0.00026108+2.8274e-05i,0.00055996-0.00064825i,0.00067985-0.00075288i,0.00041365-0.00020923i,-3.8442e-05-0.00014859i,-0.00024349-0.00039863i,-0.00020231-0.00057131i,-9.2112e-05-0.0003958i,-0.00010713-0.00040709i,-3.8301e-06-0.000434i,0.00023649+0.00022799i
-4.1858e-05-0.0010613i,-0.0005092-0.0014865i,-0.0010256-0.0013364i,0.00020208-8.3282e-05i,0.0015427+0.000972i,0.001446+0.00032986i,0.0006125-1.3713e-05i,0.00026024-0.00024417i,0.00059679-0.00091946i,9.0848e-05-0.00038188i,-6.424e-05-0.0003151i,-0.00012461-0.0010455i,-0.00048864-0.00028443i,8.1681e-05+0.00059389i,0.0006428+0.00046035i,0.00096176+6.0448e-05i,0.00072206-0.0002851i,0.00072579-9.52e-06i,0.00045748-0.00018648i,-0.00032873-0.00042425i,-0.00024459-0.00013828i,0.00067998+7.1573e-06i,0.00075473+0.00029574i
0.00042085-0.00011073i,6.193e-05+0.00012938i,0.00041766+0.00058033i,0.00076398-0.00017595i,0.0011061-0.00044315i,0.0012904+0.00037695i,0.0012202+0.00093741i,0.00096604+0.00075981i,0.00068336+0.0001251i,0.00035249-0.00029923i,-4.4832e-05-0.00034091i,-0.00024283-0.00016381i,0.00043204-0.00014403i,0.00057436+0.00022126i,-0.00021958+0.00042754i,-0.00036793+0.0003773i,-0.00013816-0.00068414i,0.00046284-0.00095479i,0.00058372+0.00043443i,-8.0375e-05+0.00064563i,-0.00022663-0.00047542i,0.00026979-0.00010751i,0.00046129+0.00028123i
-0.00089461-0.0020787i,-0.0011514-0.0023098i,-0.0010017-0.0022231i,-0.000862-0.00078237i,3.7015e-05+0.0014419i,0.0010188+0.0023434i,0.001487+0.00089822i,0.0014953-0.00090038i,0.00053155-0.0011628i,-0.00017072-0.00019455i,-0.0006228+0.0001182i,-5.8189e-05+0.0001781i,0.00082457+0.0003765i,0.00045901+0.0012448i,-0.00011734+0.0013433i,5.3854e-05+0.00016901i,-5.9154e-05-0.0007753i,-0.00023553-0.00088079i,0.00023344-0.00015176i,-8.6128e-05-0.00011259i,-0.0012105-0.00051762i,-0.0011922-0.00041451i,-0.00039165+3.7097e-05i
-6.8462e-05-0.0012735i,-0.00058332-0.00022821i,-0.00078854+0.00018901i,-0.0001644+0.00062095i,0.00085347+0.00083413i,0.00061144+0.00099192i,0.00052094+0.0012096i,0.00069383+0.001156i,0.0007586+0.00090135i,0.00046917+0.00031207i,-0.00035649-9.6888e-05i,-0.00044107-0.00039797i,-0.00033527-0.00065443i,-0.00018418-0.00037286i,-0.00057833+0.0004825i,-0.00039641+0.0009977i,-0.00014394+0.0012803i,-0.00058881+0.00080164i,-0.00019029+0.0001083i,0.00060241-7.6518e-05i,0.00094742-0.00037902i,0.00079145-0.00044366i,0.00073238-0.00045393i
-1.2632e-05+0.00014714i,0.00020357+0.00052049i,-4.9988e-05+0.00028952i,0.00048601+0.00036322i,0.00049771+0.0017038i,0.00048962+0.0017727i,0.00053591+0.00099195i,0.00052328+0.00019438i,0.00034523+0.00067874i,-0.00013364+0.0012465i,-4.5673e-05+0.00079537i,0.00096296+0.00031759i,0.0010707-0.00043672i,0.00030995-0.0010555i,-0.00045602-0.00032594i,-0.00077759+0.00051967i,-0.00041933+0.0011384i,-0.00052496+0.0015609i,-0.00070239+0.00089291i,-0.00027692+0.00026395i,3.4468e-05+5.1962e-05i,-4.5137e-05-0.00010628i,-8.5026e-05+6.5241e-05i
-0.001132-0.0015073i,-0.00041504-0.00057389i,-0.001035-0.00078914i,-0.0009184-0.00081364i,0.00021061-0.00065899i,0.00091627-5.7644e-05i,0.0015983+0.00074879i,0.002275+0.00070798i,0.0019656+3.324e-05i,0.00070169-0.00037152i,-6.9018e-05-0.00039042i,-0.00022839-0.00010799i,-0.00052579+0.00027718i,-0.00056531+0.00042031i,-0.00031811+0.00057423i,0.00024394+0.0010526i,0.00071903+0.0011295i,0.00040575+0.00068896i,7.2879e-05+0.0002408i,-0.00013068-0.0004119i,-0.0001769-0.00046458i,8.1395e-05-0.00015464i,1.5092e-05-0.00030632i
0.00050422-0.0013352i,-0.00088572-0.0015622i,-0.0015316-0.0004128i,-0.00094944+0.00074559i,2.8738e-05+0.0009621i,0.00051992+0.00061678i,0.00056002+0.00047716i,-9.49e-05+0.00035983i,-0.00029133-0.00012849i,0.00038932-0.00019293i,0.00022106-0.00018906i,-9.8311e-05-0.0006707i,0.00051242-0.00043181i,0.0010177-0.00010059i,0.00098905-0.00034131i,0.00029704-0.00044292i,3.4872e-05-0.00016019i,0.00047644+0.00065484i,0.0013529+0.00080391i,0.0014098+0.0005781i,0.00019018+0.0011246i,-0.00077958+0.00066882i,-0.00039378+0.00042542i
-0.0024601-0.002061i,-0.002297-0.0015159i,-0.0014216-0.00053383i,-0.00094445+0.00052987i,-0.00032677+0.0014308i,0.00069282+0.0010788i,0.00099452+0.00038166i,0.0010868+0.00015161i,0.00089865-8.5871e-05i,0.00036096-0.00026476i,0.00060149-0.00010541i,0.00034179-0.00015316i,0.00018387-0.00038379i,0.0010595+7.84e-06i,0.0013585+5.969e-06i,0.0011913-9.2851e-05i,0.0012214+0.00021014i,0.0013701+0.00019693i,0.000689-0.0004902i,0.0002165-0.00064639i,0.00022319-0.0002983i,-0.00012203-0.00073863i,-0.00060716-0.001273i
0.0011893+0.0025336i,0.0020245+0.0021066i,0.0023+0.00098624i,0.0021318-0.00021868i,0.0016632-0.00051023i,0.00045311-0.00060221i,0.00040646-0.00057875i,0.0010566-0.00040109i,0.0013841-5.3889e-05i,0.00093335-0.00044819i,0.00037605-0.001383i,-0.00028563-0.0013448i,-0.0017862-0.00084772i,-0.0021518-8.6352e-05i,-0.0012768+0.00030233i,-0.0011809-7.4588e-05i,-0.0011128+1.3845e-05i,-0.00020203+2.4013e-05i,0.00040686+0.00054116i,0.00037744+0.0010908i,-0.000149+0.00096843i,-0.00040853+0.00045693i,-8.4976e-05+8.8796e-05i
-0.00034602+0.0007605i,-0.00045705+0.00086345i,9.1483e-05+0.0018018i,0.00061847+0.0022041i,0.00035039+0.0013915i,0.00024864+8.4869e-05i,0.0003211-0.00054132i,-9.7326e-05-5.0597e-05i,-0.00058295-5.9429e-05i,-0.00048976+0.00015853i,-0.00049214+0.00052698i,-0.00029533+0.0002882i,7.3669e-05+0.00068408i,0.00057923+0.00067802i,0.000893+0.0005126i,0.00074316+0.00095715i,0.00075286+0.00049483i,0.00060573-0.00018191i,0.00042365+0.00013728i,-0.00023917+0.00053621i,-7.2366e-05+0.00020958i,0.00049059-0.00010634i,0.0001213-0.00038838i
0.0013141+0.0015535i,0.0012002+0.0016108i,0.0019132+0.00089099i,0.002113-0.00042543i,0.001497-0.00065209i,0.0011159-0.0012912i,0.00041715-0.0015531i,0.00010613-0.0010766i,0.00036299-0.0002585i,0.00016722+0.00023527i,-0.00020695+8.1135e-05i,-7.1382e-05+0.00041138i,-0.00048486+0.00054519i,-0.00106+0.00037029i,-0.0011692+0.0001357i,-0.00032939+0.00043907i,9.2172e-05+0.00027949i,0.00021083+0.00027189i,0.00061157+0.00099114i,6.1779e-05+4.439e-05i,-0.00034269-0.00045869i,0.00035857+0.00011369i,0.00076885-0.00012087i
-0.0011373+0.00093285i,-0.00074145+0.00080539i,-0.0011633+0.0022366i,-0.0016357+0.0026586i,-0.00048038+0.0010972i,0.00020763-1.7888e-05i,9.933e-05+0.00035495i,0.0003306+0.0008115i,0.0006462+0.00072079i,-2.8347e-05+0.00044763i,0.00011588-0.00023786i,0.0011017-0.00054037i,0.00089873-0.0001854i,0.00051762-7.9053e-05i,0.00024368-0.00023788i,-0.00034488-0.0005767i,-0.00012921-0.00038869i,-3.7264e-05+0.0007669i,-0.00015031+0.00079619i,-4.4391e-05+0.00010358i,-0.00021071-0.00052055i,-0.00030764-0.00029853i,0.0002101+0.00019602i
0.00013065-0.00064714i,0.00063795-0.00053866i,0.0018115-0.00023446i,0.0020578-9.0811e-06i,0.0020614+0.00068528i,0.002211+0.0010884i,0.0015943+0.0011461i,0.00084415+0.0004637i,0.00036502-0.00010852i,4.8351e-05-0.00033716i,5.2209e-05-0.00017301i,0.00023877-0.00022628i,0.00046685-0.00022386i,0.00021451+0.00028997i,-0.00056343+0.001081i,-0.001221+0.00065911i,-0.00095659-0.00055371i,-0.00043827-0.00093522i,-0.00059223-0.00091729i,-0.00019219-0.00065567i,-0.00030705+0.00055281i,-0.00091406+0.00067394i,0.00021662+0.00085866i
-0.00062024+0.0021603i,-0.00052295+0.002432i,-0.00016355+0.0012507i,-0.00037241+0.00043085i,0.00059265-0.00033446i,0.0015521-0.00061345i,0.00089777-1.3743e-05i,0.00063442+0.00023772i,0.00061456-0.00022841i,0.00099574-0.00057977i,0.00094199-0.0010337i,0.00027568-0.00063144i,-0.00033379+0.00032887i,-0.00041152+0.00017031i,0.00044559-0.00056686i,0.00095691-0.00035818i,0.00074009+3.0766e-05i,0.0012755+3.8767e-05i,0.0018891+0.00022651i,0.0012858-0.0001048i,-0.00034643-0.00028957i,-0.00084522-0.0008166i,-0.00045556-0.0011229i
-0.0025197+0.001274i,-0.001057+0.0013501i,-0.00025796+0.0013649i,0.00068315+0.0014822i,0.00081091+0.00086678i,0.00059118-0.00023106i,0.00059016-0.0004618i,0.00037918-0.00024166i,-0.00023289-0.00026915i,-0.00078108-0.00022248i,-0.00018844+0.00025432i,0.00054432+0.00024851i,0.00049088+9.8347e-05i,0.00011053-0.00056195i,0.00014826-0.0010953i,0.000333-0.00017216i,-0.00052739+0.00034079i,-0.0013409+0.00021706i,-0.0013197-0.00025805i,-0.0013702-0.00063728i,-0.00089583+4.3588e-05i,7.285e-05+0.00027664i,0.00070921-0.00062771i
-0.0023686+0.00027617i,-0.0017704+0.00093521i,-0.00045813+0.0014574i,0.0016235+0.001739i,0.0031407+0.001662i,0.0028224+0.00075281i,0.001678+0.00027126i,0.00095897-5.3745e-05i,0.00011718-0.00034585i,1.8697e-05+9.1536e-05i,0.00028343+7.0586e-05i,-0.00017405-0.0004451i,-0.0002251-0.00091504i,0.00037063-0.0010232i,0.00080966-0.00083339i,0.00090645-0.00068795i,0.00056501-0.00022023i,0.0008913+0.00041323i,0.00096798+0.00055749i,0.00026939+0.0007125i,0.00025103+0.0008684i,0.00066553+0.00044106i,0.00036148+0.00021305i
-0.0025562-0.0007012i,-0.0014017-0.00069923i,-0.00057722+0.00077945i,-8.1629e-06+0.0013215i,0.00094286+0.00024795i,0.0012858-0.0001518i,0.0001745-7.8177e-05i,5.8571e-05-0.00032782i,0.0010471-0.00095636i,0.00084215-0.00073037i,0.00052733-0.0002764i,0.00048098-0.00049003i,0.00086566-0.00042286i,0.0021166-0.00028483i,0.0014638-0.0004287i,-0.00010252-0.00026199i,-0.00028995+2.9396e-05i,-0.00048993+0.00013918i,-0.00093823+0.0001203i,1.3449e-05+0.00041614i,0.00051225+0.00078779i,4.6861e-05+0.00079508i,-0.00022989+0.00021887i
-0.00030194+0.0014287i,0.0006688+0.0011767i,0.0014126+0.00042648i,0.001452-0.00017345i,0.0012539-0.00030503i,0.0012053-0.00058067i,0.0010231-0.00044224i,0.00038508-8.0896e-06i,0.0005156-0.00080612i,0.00040948-0.0013166i,-5.9012e-05-0.00067171i,-2.548e-05-0.00036277i,0.00011773-0.00079666i,0.00035102-0.00113i,0.00035472-0.00085888i,4.7756e-05-0.00053959i,0.00020994+0.00018358i,0.00024614+0.0010811i,-0.00054644+0.00043483i,-0.00095431-0.00037242i,-0.00059466-0.00035648i,4.2744e-05-0.00035676i,0.00023416-0.00067833i
-0.0015788-0.00069431i,-0.001093+0.00023589i,-0.00075532+0.0011008i,-0.00023516+0.0017002i,-0.00050347+0.0010849i,-0.00031992-0.00050841i,0.00066936-0.0010361i,0.0010099-2.9226e-05i,-1.1929e-06+0.00033054i,-0.0010281-0.00012239i,-0.00072742-0.00033477i,0.00015039-0.0003914i,0.0010237+0.00012901i,0.00058888+0.00030753i,0.00026454+0.00090562i,0.00024083+0.0014035i,0.00037026+0.00066709i,0.00027901-0.00014274i,-0.00033181-0.0003899i,0.00016645-0.00024011i,0.00071186+0.00035579i,0.00037687+0.00069047i,0.00061187-2.4224e-05i
-0.00023193-0.0006772i,-0.0014269-0.0010816i,-0.0016363-0.00079565i,-0.00058734+7.9733e-06i,0.00071084+0.00096439i,0.0012525+0.0012713i,0.0011836+0.0014236i,0.0010593+0.00075559i,0.00059368-0.00073026i,0.00023424-0.0011882i,0.00022659-0.00035038i,-6.7399e-05+0.00033205i,-0.00033087+0.0003867i,-0.00026573+0.00084608i,-0.00036141+0.0010866i,-0.00032137+0.00026651i,0.00039395-0.00073593i,0.0010143-0.00087609i,0.00083544-0.00073782i,3.2942e-05-0.00069529i,-0.00070759-0.00020115i,-0.00054686-0.00049366i,0.0004751-0.0011428i
-0.00033823+0.00016132i,-0.0021998+0.00043528i,-0.0026229-0.00047727i,-0.00093417-0.00061184i,0.00012283-0.0003215i,0.00057176-0.00043824i,0.00091092-0.00054414i,0.0015569-0.00040507i,0.0023019-0.00012809i,0.0014269+0.00014687i,-1.3375e-05-0.0003389i,-0.00051582-0.00066049i,-0.00014486-0.00018223i,-0.00025543+0.00026338i,-0.00079621-0.00018839i,-0.00064942+5.8077e-05i,-0.00056493+0.0006793i,-0.00044328-0.00010477i,-0.00024791+0.0002414i,-9.716e-05+0.00092796i,0.0002822+0.00083624i,0.00068239+0.0004816i,0.00049233-4.6831e-05i
0.00069583+0.00092487i,0.0009107+0.00073491i,0.0014897-5.9898e-06i,0.001757-0.00071551i,0.0012751-0.00089358i,0.00085276-0.0012031i,0.00048504-0.0010524i,0.00060426-0.00056832i,0.00092639-0.00031102i,0.00083296-9.3342e-05i,0.00013279+4.3099e-05i,-7.7921e-05+0.00031301i,-0.00033077+0.00018257i,-0.00099797-0.00016974i,-0.0008414-0.00021866i,-0.0003984-0.00029747i,0.00018053-0.00036095i,0.00011388-0.00030428i,-0.00048711+0.00010296i,-0.00045134+0.00010264i,0.00012429-0.00045292i,0.00050043+0.00021623i,0.00061191-3.8071e-05i
-0.0018195+8.7971e-05i,-0.0014158+0.00076237i,-0.00066071+0.0015198i,0.00058031+0.0014622i,0.00047622+0.001558i,0.00021954+0.0015289i,0.00017857+0.00080184i,-0.00023875+0.00029702i,-3.7505e-05+0.00016299i,0.00017496+5.1126e-05i,7.063e-05-0.0001341i,4.5625e-05-9.9889e-05i,0.00055984-0.00013285i,0.00060584+0.00023909i,0.00075461+0.00093824i,0.0012601+0.00088054i,0.0011427+0.00062677i,0.00015891+0.00044689i,-8.4289e-06-0.00040004i,0.00088602-0.00038338i,0.0010673+0.00070264i,0.00037423+0.0010271i,3.5169e-05+0.00029282i
-0.00039758+0.00061434i,-0.00085444+0.00098879i,-0.0011099+0.00095157i,0.00054282+0.001078i,0.00084533+0.00059947i,0.00054721-8.5373e-05i,0.0007052-0.00030611i,0.0009814-1.742e-05i,0.00077755+5.0225e-05i,0.00042144-0.00047155i,0.00035556-0.0004228i,-0.00021755-0.0002047i,-0.00079947-0.00067899i,-0.00096939-0.00085541i,-0.0010488-0.00052431i,-0.00062631-0.00027282i,-0.00019174-7.1956e-05i,-7.7196e-05-0.00031136i,0.00030641-0.00024567i,0.00018178+6.5184e-05i,-0.00073079-0.00057793i,-0.00094553-0.00025275i,-0.00015407+0.00066437i
-0.00036077+0.00028816i,0.00039576-0.00095659i,-0.00065483-0.00074301i,-0.00036733+8.1167e-06i,0.0012345+0.00051838i,0.0011244-2.6715e-05i,0.00010476-0.00022925i,-0.00020778-2.2752e-05i,0.00069834+3.6976e-05i,0.00089473+0.00025588i,0.0004104-0.0003379i,0.00045076-4.9976e-05i,0.00043791+0.0010499i,-1.6434e-05+2.4994e-05i,-0.00031861-0.00058452i,-0.00040881+0.00081485i,-0.00044834+0.0011778i,-0.00053317+0.00019906i,-0.00033749-0.00020571i,2.0089e-05-0.00029445i,0.00029898-0.00089465i,0.00075735-0.0013486i,0.00094975-0.00095054i
5.8427e-05-0.0013556i,-0.00059361-0.00076084i,-0.00093935-0.00025525i,-0.00082066+0.00040366i,-0.00024529+0.00045275i,0.00020873+0.00042089i,0.00076323+0.00023736i,0.001538-0.00027972i,0.0014575-0.00012483i,0.00012385+0.0004355i,-0.00049102+0.00052273i,0.00033412-0.00047511i,0.00051256-0.00069252i,0.00030258-0.00034009i,0.00044441+0.00032604i,0.00026085+0.00081822i,2.6917e-05+0.00059608i,-5.9481e-05+0.00039989i,-0.00043122-0.00033352i,-2.6121e-05-0.0010585i,0.00056759-0.00026012i,0.00056732+0.00054141i,0.00089637+0.00034487i
0.00052226-0.00013419i,0.0016554-0.00069712i,0.0024156-0.00029041i,0.0020482-0.00078763i,0.0013467-0.0010072i,0.00064088+4.9324e-05i,0.00021207+0.00050784i,0.00046178+4.3384e-05i,0.00099585-0.00015244i,0.0011005-0.00039301i,0.00060413-0.00042502i,-0.00017586-0.00098475i,-0.00084246-0.0011992i,-0.00087794-0.00082258i,-0.00069881-0.00037409i,-0.00040569-0.00040934i,0.00084917-0.00039492i,0.00035719+0.00031075i,-0.00015268+0.00070046i,0.00048798+0.0013005i,0.00048386+0.0014113i,0.00025292+0.00026913i,-3.9835e-05-0.00062828i
