-0.0029471+0.002019i,-0.00094887+0.0028323i,-0.00018174+0.0028875i,-8.2551e-05+0.0016702i,-0.00059151+0.0012807i,-0.00069471+0.00023433i,-0.00011046-0.00059181i,0.00073444-5.8522e-05i,0.00094273+2.5317e-05i,0.0006804-0.00059849i,0.0012399-0.00040375i,0.00094517-0.0004035i,0.000119-0.00067946i,-1.7354e-05-0.00077049i,-0.0002127-0.00057483i,-0.00073641+7.1075e-05i,-0.00098397+0.00015901i,-0.00067411-0.00035701i,-0.00057194-0.00075798i,-0.00065169-0.00065794i,-0.00054002+0.00057909i,-0.00090309+0.00061071i,-0.00036186-0.00035206i
2.6268e-05+0.00048412i,0.00019335+0.000188i,0.0010953+5.2125e-05i,0.00096724+0.00040348i,-0.00028992-0.00018554i,-0.00079709-0.00077145i,-0.0010697-5.8568e-05i,-0.00074923+0.00024763i,0.00023018+0.00028088i,0.0003835-0.00037152i,0.00021017-0.00021478i,0.00020851+0.00029613i,0.00043377+3.7683e-05i,0.00062272-0.00067807i,0.00058913-0.00021166i,0.00045789+0.0010092i,0.00027046+0.0011016i,0.00017452+0.00029962i,-0.00023673+2.2693e-05i,-0.00056304-6.746e-06i,-0.00079136+0.00043935i,-0.00086835+0.00089691i,-0.00035693+5.481e-05i
-0.00031068+0.0021378i,0.00086074+0.0033002i,0.001483+0.0027485i,0.00092723+0.00077871i,-3.3779e-05+1.0902e-05i,-0.00071004-0.00034079i,-0.00054404-0.00052725i,-0.00017814-0.00088876i,-0.00016466-0.00042348i,0.00048152-2.0164e-07i,0.00093761+4.651e-05i,0.00086527-0.00043404i,0.00028907-0.00060505i,-7.5921e-05-0.00062891i,0.00031359-0.0008424i,0.00082018-0.0010318i,0.00097058-0.00046942i,0.00062999+0.00015915i,-0.00018669-8.3185e-05i,-0.0002837-1.771e-05i,-5.4252e-05-0.00065326i,-0.00047165-0.00093143i,-0.00024229-0.00035643i
-0.0011189+0.00073172i,-0.0006816+0.00089805i,-0.0012286+0.0017939i,-0.0015327+0.0014036i,-0.00011216+0.00045432i,0.00017134+0.00011402i,-0.001014+0.00023316i,-0.0010631+7.2873e-05i,0.00023257-0.00044569i,0.00070588-0.00015359i,0.00050119-6.0812e-05i,-7.5531e-05-0.00068206i,-0.00087533-0.00066277i,-0.00023125-0.00010053i,1.5512e-05-0.00037197i,-0.00038566-0.00031422i,-0.00047828-3.5594e-05i,-0.00063368-7.2518e-05i,-0.00035103-0.00047528i,-0.00036881+7.2232e-05i,0.00029756+0.00035097i,0.0010569+0.00014592i,0.00030118+0.00022031i
0.00026747+5.3834e-05i,0.00010139-0.00065685i,0.00036851-0.0014177i,0.0004331-0.0009023i,0.0003611-0.00047002i,-0.00037894-0.00099342i,-0.00080895-0.00077559i,-0.00020413-1.9023e-05i,0.00028503+0.0001761i,0.00043844-0.00022426i,0.00088655-0.0006843i,0.0015812-0.00059516i,0.00087825+0.0001733i,-0.00056971+0.00026668i,-0.0011115-0.00030468i,-0.00018818+4.5172e-05i,0.0007332+0.00045653i,0.00039103-8.6807e-05i,-0.00036253-1.3261e-05i,-0.00039959+0.00050924i,0.00049951+0.00016235i,3.9499e-05+0.00017503i,-0.00069695+0.000959i
1.1372e-05+0.0010207i,0.00078022-0.0007899i,0.0012675-0.0012743i,0.0012244-0.0010223i,0.0002295-0.0014626i,-0.00083769-0.0021317i,-0.0014445-0.001007i,-0.0013694+0.00045884i,-0.0010669-0.00011645i,-0.00029781-0.0010812i,-0.00033117-0.00069386i,-0.00091049-0.00050048i,-0.0013443-0.00096638i,-0.0013632-0.00077446i,-0.00070043-0.0001289i,-0.00014828+0.00074977i,-0.0007899+0.00086114i,-0.0015234+0.00069753i,-0.0011317+0.00065286i,9.5941e-05+0.00041655i,0.00015029+0.0007591i,-0.00063835+0.00057472i,-0.00033993-0.00038471i
-4.1542e-05+0.0012457i,0.0012162+0.0022061i,0.0023937+0.0021094i,0.0014163+0.0021033i,0.00055297+0.0017147i,0.00050077+0.0010904i,-5.6772e-05+0.0005349i,-0.00017439+0.000589i,-0.00038036+0.00067371i,-0.00045177-0.00024772i,-0.00011944-0.00058847i,-0.0007195-0.00021742i,-0.0011846-5.9362e-05i,-0.0009425-0.00022244i,-0.00080561+3.8311e-06i,-0.0009079+0.00058241i,-0.00048289+0.00056225i,-0.00047246+3.5699e-05i,-0.0012941-0.00016615i,-0.0015593+0.00043105i,-0.00071558+0.00015119i,-1.4363e-05+0.00015502i,-0.00035927-0.00010499i
0.00025938+0.00035936i,8.7161e-05+0.0010171i,-0.00013603+0.00096585i,0.00037526+0.00046796i,0.00085821+0.00020078i,4.5467e-06-0.00024909i,-0.00094201-0.00033456i,-0.00064169+0.00011561i,0.00015287+8.8312e-05i,1.8391e-05-0.00059417i,-0.00018015-0.0012043i,-0.000285-0.00081129i,-0.00015151-0.00054002i,-0.00012616-0.00054501i,-0.0008935-0.00036984i,-0.0013194-0.00030145i,-0.00061503+0.00050862i,0.00011434+0.001001i,0.00040892+0.00096117i,0.00031414+0.00059678i,1.6316e-05+0.00013376i,0.00028574+5.7878e-05i,-0.00021803-1.6353e-05i
0.00075619+0.0024612i,0.00058259+0.0020616i,-0.0001512+0.0018575i,-0.00040262+0.00087791i,-0.0006134-0.00031306i,-0.00067307-0.00087315i,-0.00055932-0.0010726i,-0.00033199-0.00075841i,1.9326e-05-0.00026831i,-1.352e-05-9.3472e-05i,-0.00029312+0.00030026i,0.00032984+0.00072487i,0.00016167+0.00084221i,-0.00077229+0.00045294i,-0.0013419+0.00019063i,-0.0010839+0.00025183i,-6.8443e-05-8.2139e-05i,-3.6311e-05-2.4321e-05i,-0.00045931+0.00053902i,-0.00021676+0.00045866i,-4.0734e-06-0.00038114i,0.00050087-0.00063367i,0.0007046-0.00016469i
-0.00077952+0.0010755i,-0.0010448+0.0009432i,-0.00061582+0.0016332i,0.00046059+0.00077468i,0.0013879+0.00017656i,0.00086965-0.00024212i,-0.00067197-0.00052347i,-0.0013345-0.00041554i,-0.00058542-0.00014131i,-0.00028174+9.7835e-05i,-0.00022553-4.292e-05i,0.00045699+0.00038464i,-0.00030511+0.00089417i,-0.0011755+0.00093889i,-0.00098625+0.0005978i,-0.00094389-0.00017398i,0.00014169-5.5421e-05i,0.00068608-0.00022251i,-0.00023155+0.000172i,-0.00064541+0.0011443i,-0.00018461+0.0007172i,0.00043265+0.00038916i,0.00063748+0.00060023i
-7.862e-05-0.00095175i,-0.00012136-0.0005471i,0.00020929-3.8099e-05i,0.00017615+0.00027258i,-0.00074013+0.00050603i,-0.00094983+0.0014214i,0.00018208+0.001133i,0.00055067+0.00018347i,0.00013491+0.00051024i,0.00024106+0.00065131i,0.00041197-5.1808e-06i,0.0007406-0.00020622i,0.0012051+0.0002791i,0.00089791+0.00073228i,0.0001642+0.00027029i,0.00035918+0.00035694i,0.00044563+0.00072334i,1.2575e-05+2.9004e-05i,0.00058915-0.00050713i,0.0010166-0.00052227i,7.7475e-05-0.00061352i,-0.00055004-0.00042553i,0.00011609-0.00027336i
0.0016078-0.00010682i,0.0019274-0.0014651i,0.0020737-0.00098748i,0.00043927+0.00065641i,-0.0015062+0.0010258i,-0.0019315+0.00079914i,-0.00077575+0.00069053i,-5.8409e-05+0.00030208i,0.0002528-0.00080575i,0.00040484-0.00097824i,0.00038068-0.00072712i,-0.00030136-0.0006685i,-0.00079049-0.00033078i,-0.00053378-0.00028649i,-0.00037423+0.00030865i,-0.0004872+0.00036279i,-0.00025344+0.00050984i,0.00041283+0.00088958i,0.00078355-0.00022672i,0.00067294-0.00081286i,4.4794e-05-0.00040337i,-0.00012482-7.2507e-06i,8.6911e-05+0.00044504i
0.0025628+0.0012182i,0.0032455+0.0015059i,0.0028181+0.00055201i,0.0015454-0.00052548i,0.00064135-0.00065803i,-0.00049743-0.00066835i,-0.0013389-0.00053688i,-0.00080822-0.00051684i,-2.2162e-05-0.00047851i,0.00026375-0.00014728i,0.00048681+4.9335e-05i,0.00010804-0.00022867i,-0.00035385-0.00067225i,-0.0013032-0.001116i,-0.0015679-0.0010869i,-0.00039723-0.00088728i,4.4464e-05-0.00010065i,-0.0001422+0.00041948i,-0.0004732+0.00019233i,-0.00072004+0.00013177i,-0.00047159+0.00024713i,-7.2236e-05-0.00013073i,-0.00039383-0.00032801i
-0.0020571+0.00097127i,-0.0015434+0.0008648i,-0.0003089+0.0019037i,0.00064317+0.0015372i,0.00035448-0.00036223i,-0.0006366-0.00051867i,-0.00093624-0.00043539i,-0.00071986-0.00023694i,6.609e-06+0.00023884i,0.00067224-9.465e-05i,0.0006468+1.9446e-05i,3.5641e-05+0.0002183i,-0.00018442+9.8627e-05i,-0.00036117+0.0001739i,-0.00046736+8.4181e-05i,-0.00016652-3.1914e-05i,-0.00017375-6.225e-05i,-0.0005423-0.00053656i,-0.00061961-0.00087581i,-0.0005919-0.00065588i,-0.00062726-0.00033281i,0.00026611+0.00056133i,0.00050482+0.0010465i
-3.7908e-05-0.0012124i,-0.00055137-0.0013921i,-0.00084002-0.0004046i,-0.00060288+0.00087842i,-0.00019476+0.0011882i,-0.00057014+0.00012357i,-0.0011231-0.0012637i,-0.00092051-0.00058526i,-0.00063691+0.00024391i,-0.00015494-0.00035456i,-2.31e-05-0.00067487i,-8.5408e-05+5.3721e-05i,0.00037727+0.00040874i,6.1391e-05+0.00019495i,-8.5775e-05+6.0734e-05i,-0.00013209-0.00034118i,-0.00012182+0.00031814i,-9.2032e-05+0.0011503i,0.0002221+0.00077556i,0.00056944+0.00031683i,0.00058363+0.00014816i,9.4315e-05+0.00022829i,-9.4231e-05+0.00036009i
0.00077458-0.00161i,0.00047799-0.0016883i,-0.00024153-0.002307i,-0.0017276-0.0017754i,-0.0020176-4.6594e-05i,-0.0011371+0.00076827i,-0.00055448+0.00043445i,-0.00020064-0.00013024i,0.00013317-0.0003137i,6.7855e-05-2.5977e-05i,-0.00025798-8.7427e-05i,0.00027634+9.2407e-06i,0.0002113+0.00029195i,-0.0005787+1.3467e-05i,-0.00042463+0.00036034i,0.00033069+0.00092093i,0.00020593+0.00071959i,-8.5481e-05-0.0001512i,0.00019418-0.00030596i,8.6726e-05+5.3232e-05i,-0.00029156+3.455e-05i,-0.00061029-6.0365e-06i,-0.00043+0.00051523i
-3.0574e-05+0.0020771i,5.2216e-05+0.0019659i,0.00056538+0.0019989i,0.00090723+0.00068331i,0.00070284-0.0015644i,-0.0004849-0.0020501i,-0.0004293-0.0016741i,0.00014146-0.00089559i,-0.00022454-0.00059022i,-0.00052877-0.00030114i,-0.0002949-0.00014954i,6.2358e-05-0.0005165i,-8.8859e-05-0.00091213i,-0.00017273-0.0010998i,-6.8568e-05-0.00043104i,-0.00019542+0.00069844i,-1.2371e-05+0.00062239i,-0.00014538-0.00011707i,-6.6153e-05-0.00018739i,0.00016878+0.00023781i,-0.00033035+0.00028872i,-0.0007544+0.00055176i,-0.00067487+0.00094322i
-0.00064646-0.00066334i,-0.0015191-0.0015378i,-0.00036439-0.00042415i,0.00050729+0.0010567i,-0.00019702+0.0016667i,-0.00018947+0.0015879i,0.00059423+0.0011433i,0.00076194+0.0011417i,0.00050646+0.00081173i,0.0004972-5.3009e-05i,7.9828e-05-9.239e-05i,9.7291e-05-0.00023419i,0.00027097+0.00015886i,0.0003036+0.00037494i,0.000244-0.00014298i,-0.00019681-0.00057296i,-0.0001172-0.0006662i,-0.0001489-0.00018297i,-0.00077858-0.00041425i,-0.00055145-0.00019542i,-0.00010156+0.00015589i,0.00021319+0.00038833i,-8.9097e-05+0.00077407i
0.00041973-0.00058233i,-0.001051+0.00013832i,-0.001847+0.00026998i,-0.0014263+0.00060988i,-0.00054092+0.00045453i,9.3627e-05-0.00066497i,0.00029439-0.0013097i,0.00040968-0.00088076i,0.00013678-6.8979e-05i,-5.7541e-05-0.00027403i,0.00016612-0.00049435i,0.00015194-0.00076504i,-0.00015259-0.00090688i,-0.00037529-0.00021961i,-0.00026396-0.00013781i,-0.00017761-0.00050804i,-0.00057585-9.989e-05i,-0.00099491+0.00080654i,-0.00079284+0.00076763i,-0.0001565+7.7346e-05i,0.00037641-0.00028558i,0.00052804-0.00015753i,4.4389e-05+6.3624e-05i
-0.00095774+0.00048158i,-0.000583-0.0013279i,0.0003973-0.0011922i,0.00066619-0.0013957i,5.1794e-06-0.0012389i,-0.00024886-0.00036803i,-0.00074944-0.00013991i,-0.0011461-0.00033059i,-0.00057592+0.00016992i,7.0584e-05+0.00073835i,0.00021131-7.7576e-06i,-2.6549e-05-0.00033931i,0.00030181-0.00095986i,0.00085193-0.0012025i,0.00068842-0.00030318i,0.00078417+0.0013425i,9.531e-05+0.0015766i,-0.00068655+0.00070294i,-0.00019853+0.00019864i,-0.00017021-0.00052848i,-0.0009876-0.0009697i,-0.00090265-0.0005434i,-0.00039608+0.00010359i
-0.00039645+0.0029252i,0.00034181+0.0028817i,0.0012597+0.00338i,0.0020036+0.0024765i,0.0016388+0.0013592i,-0.00052004+0.00068595i,-0.0016263-0.00012727i,-0.0010648-0.00059829i,-0.00061006-0.00061106i,-0.00062701-0.00058565i,-0.00066065-0.00032355i,5.2007e-05+0.00012332i,-4.0728e-05+0.00015467i,-0.00093702-0.00015582i,-0.001099-0.00020882i,-0.00047904-0.00014089i,-0.00017811+0.00067812i,6.0379e-05+0.0010001i,0.0003353+0.00034992i,0.00063608+0.00015837i,0.00072526+0.00042689i,-0.0003023+0.00041081i,-0.00040109+0.00037043i
-0.00020513+0.00059087i,-0.00020074+0.00099254i,-0.00037942+0.001387i,-0.00028555+0.0018304i,-0.00085325+0.00092066i,-0.0013204-8.8717e-05i,-0.00091584+0.00025256i,-0.00013145+0.00062933i,0.00079057+0.00032535i,0.0010732+0.00037877i,0.00028553+0.0010993i,-0.00049295+0.00092215i,-0.00030894+0.00016215i,0.00042954+9.7869e-05i,0.00070251-3.8126e-05i,-0.0002196+0.00014221i,-0.0011362+0.00013733i,-0.00018195+0.00028028i,0.00097086+0.00026104i,0.00088012-3.144e-05i,0.0005365-0.00056067i,0.00012117-0.00029953i,0.00012228+0.00017695i
-0.0021701+0.00064243i,-0.0021814+0.00095975i,-0.0019569+0.0011968i,-0.00216+0.00085459i,-0.00103+0.00058405i,-0.00034854+0.00022295i,-0.0012375-0.00010496i,-0.0011216-0.00073709i,-0.00014775-0.00067906i,-2.2887e-05+0.00025579i,-7.471e-05+0.0011014i,0.00031717+0.00092772i,0.00042492-0.00030674i,0.00011215-0.0010525i,2.9034e-05-0.00048047i,0.00044843-2.0188e-05i,-3.0568e-05-0.00029368i,-0.00033444+1.2821e-05i,0.00082225+0.00052261i,0.0011078+0.00054825i,-0.00039561+0.00036296i,-0.0010215-0.00011044i,-0.00026613+0.00012622i
0.0010088-0.0018108i,0.00061937-0.0019057i,0.00045705-0.0025375i,-0.00011532-0.0022204i,-0.00060791-0.00098509i,-0.0015031+0.00043758i,-0.0018406+0.00012252i,-0.0012384+0.00028242i,-1.7776e-05+6.4831e-05i,0.00057411-0.00045425i,0.00010315-0.0004385i,-0.00062482-0.00019281i,-0.00068243-9.8657e-05i,-0.00029473-6.6127e-05i,-0.00055751+0.00079537i,-0.00091816+0.00054201i,-1.5448e-05-5.2433e-05i,0.00083536+0.00034302i,0.00053303+0.00036221i,3.6204e-05+0.00022834i,-0.00033069+4.7318e-05i,-0.00050667-0.00022082i,-0.00025608-3.5421e-05i
0.00066251-0.00020149i,0.0010056-0.00073863i,0.00093231-0.0011997i,0.00084909-0.0011576i,0.00045153-0.00066426i,0.00010263-0.00050174i,-0.00022121-0.00062228i,-0.00063663-0.00076342i,-0.0006151-0.0010435i,0.00037299-0.0011706i,0.00098503-0.00084217i,0.00046797-0.0004578i,8.9687e-05+0.00012307i,-0.00053465+0.00022109i,-0.0011087-0.00058923i,-0.00056598-0.00065521i,0.00045082+2.7923e-05i,0.00021375+0.00041273i,-0.0004981+0.00089331i,-0.00031042+0.0006511i,0.00041904+0.00021663i,0.00057817+0.00024375i,0.00018898+0.00019491i
-0.00027097+0.00053577i,0.0015747+0.00050551i,0.0024233+0.0010127i,0.0015539+0.0017766i,0.00019809+0.0013771i,-0.0013309-0.00029025i,-0.0023711-0.0010855i,-0.0012402-0.00086253i,1.9935e-06-0.00082539i,-2.5684e-05-0.00027918i,-0.00041913+0.00050832i,-0.00063174+0.00033599i,-8.1006e-05+0.00028943i,0.00068838+0.00020435i,0.00047822-0.00036817i,0.00035053-0.00039167i,-0.00043281-0.00031666i,-0.00052553-0.00015077i,-0.00030764+0.00039662i,-2.9623e-05+0.00060114i,0.00073185+0.00039564i,0.00093109+0.0001162i,0.0004218+5.0636e-05i
0.00042794+0.0026212i,0.001371+0.0035243i,0.001268+0.0033535i,5.4571e-06+0.0017421i,-0.00060026+0.00058808i,-0.0002457+0.00045725i,9.6646e-05+0.00070492i,0.00067246+0.00022939i,0.00079109-0.00031008i,0.00056927-0.00033341i,0.00028247+6.788e-05i,0.00049877-0.00017874i,-0.00023603-0.00045882i,-0.0016138-0.00045183i,-0.0011035-0.0012429i,0.00037602-0.00090215i,0.00067844+3.8212e-05i,-0.00049363+0.00069831i,-0.00097133+0.00080048i,-3.9446e-05+0.00027744i,5.5925e-05+0.0003327i,-0.00036351+0.00079649i,-0.00050835+0.0010722i
0.00033225+0.0010049i,9.745e-05+0.0012867i,-0.00010061+0.0012262i,0.00031192+0.00075024i,0.00036521+0.00064829i,0.00043337+0.00026457i,0.00064632-0.00028832i,0.00063109-0.00094747i,0.00068999-0.00091895i,0.00092187-0.00070461i,0.00053361-0.00042555i,-0.00016557+6.0407e-05i,-0.00072596+0.00043551i,-0.0013494+0.00040208i,-0.00073911-3.135e-05i,4.4752e-05+0.00042773i,0.00039834+0.00061739i,-7.7729e-05+0.00031238i,-0.00017852-0.0001404i,-0.00025925+0.00010295i,-0.00035249+0.0006292i,0.00055531+0.00029101i,0.0011843-3.5067e-05i
0.00038571-0.0001466i,-0.00070124-0.00027431i,-0.00095824-0.00066318i,-0.00013233-0.00052557i,-0.00031358-0.00051701i,-0.00057506-0.00042976i,1.7456e-05+0.00019523i,0.00081111+0.00036466i,0.0011816+0.0004843i,0.00071853+0.00028849i,-0.00015246-0.00021462i,-0.00032572-0.0003505i,-5.0874e-05+0.00029797i,0.00022182+0.00018893i,-2.5533e-05+0.00047552i,-0.00029498+0.0011323i,-0.00042192+0.00035732i,-0.00020712-0.00052384i,0.00030349-0.00023059i,-0.00019133+0.00071834i,-0.0010259+0.00036451i,-0.00080825-0.00027813i,-1.424e-05-0.00015248i
-6.2462e-05-4.3038e-05i,6.4669e-05-0.0012146i,0.00034705-0.0014625i,-0.00011667+0.00011219i,-0.00015899+0.0010853i,-0.00022402+0.00071557i,-0.00083777-0.00034884i,-0.00056851-0.00071533i,-8.1395e-05-0.00049155i,-0.00029911-0.00016407i,-0.00037144+0.00037241i,0.00034127+3.3052e-05i,0.00061347-0.00065414i,0.000801-0.00040301i,0.00081915+0.00062604i,0.00016456+0.0011487i,-8.0949e-05+0.00033909i,-0.00011947-7.7109e-05i,-0.0004538-8.16e-05i,-0.00091401-1.9153e-05i,-0.00070184+0.00064628i,-0.00045573+0.0012239i,-0.00013165+0.00070373i
-0.00010133+0.00020917i,0.00054597-0.00035691i,0.0014953-0.00075703i,0.00077923-0.00062847i,-0.00063345-0.0011394i,-0.00064187-0.0012165i,-7.5156e-05-0.0001468i,-0.00036858+0.00054444i,-0.00039185+0.00023171i,-0.00051781+0.00028357i,-0.00068473-3.7198e-05i,-0.00051321-0.00021918i,-0.00061397+0.00012468i,-0.0009001-0.00022239i,-0.00067952-0.00012071i,9.4447e-05+0.00019718i,3.5988e-05+0.00042296i,-0.00018905+0.00077529i,-0.00035908+0.00080271i,-0.0003146+0.00013008i,5.3185e-05-0.00049634i,0.00034047-0.00035697i,0.00014248+1.5713e-05i
0.0020845-0.00065073i,0.0022798+0.00079955i,0.001772+0.001196i,0.00025405+0.00073718i,-0.00029452+0.00064065i,-0.00028368+5.6014e-05i,-0.0010167-0.00047654i,-0.00052689-0.00038013i,0.00038702-0.0003502i,-0.00025335-0.00013489i,-0.00029095-0.00040804i,0.00058545-0.00015352i,0.00051306+0.00043221i,0.00013949+0.00056444i,0.00028682-0.00013121i,0.00025551-0.0005463i,-0.00024463-0.000268i,-0.00041293+0.00015336i,-0.00032129+0.00072272i,0.00023258+0.00079564i,-0.000219+0.00080396i,-0.0010991+0.00081459i,-0.0008759+0.00067642i
-0.00074487-8.0249e-05i,-0.0010718+0.0011448i,-0.0008977+0.0029974i,0.00016315+0.0023756i,0.00059083+0.00054551i,5.9295e-06+0.00042322i,-0.00068654+0.00028644i,-0.00076352-0.00024125i,-0.00034262-0.00055181i,-0.00031145-0.00071764i,-0.00010768+0.00031271i,0.00056065+0.0017197i,0.0009648+0.0018671i,0.00046837+0.0010484i,0.00031554+0.00026402i,0.00022834+0.00045717i,0.00023481+0.00052881i,0.00063192+0.00026855i,0.00042448+1.9203e-05i,6.4879e-05+0.00029057i,-0.00023172+0.00022674i,0.00063196-0.00010266i,0.00072998-0.00011781i
2.3804e-05+0.00023928i,-0.00029498+0.0010219i,-0.0012046+0.0011945i,-0.0011711+0.00081793i,-0.00036456+0.0015147i,0.00016124+0.0015474i,-2.6307e-05+0.00073364i,-0.00028665+0.00073771i,-0.00024321+0.00046226i,0.00027195-0.00065135i,0.00053788-0.00039202i,-7.0374e-05+0.00062144i,-0.00064121+0.00044232i,-0.00067165+0.00042937i,-4.7246e-05+0.0012398i,0.00012779+0.00091096i,-6.4614e-05-0.00031762i,0.00015265-0.0007476i,5.6023e-05-0.00036054i,9.476e-05+0.00040964i,-8.5893e-05+0.0009307i,-0.00032658+0.00052151i,-0.0006341-0.00015569i
-0.0012876-0.0021207i,-0.0014276-0.0015483i,-0.001489-0.001997i,-0.00083581-0.0013382i,-0.00015381+2.7084e-06i,4.051e-05+0.00044893i,0.00015485+0.00023573i,0.00021585-0.00066956i,0.000546-0.0011053i,-0.00023515-0.00033758i,-0.00070504+0.00064511i,6.2882e-05+0.00070274i,0.00072683+0.00059468i,0.00086169+0.00057614i,0.00095967-0.00026179i,0.00070952-0.00061386i,0.00035311-0.00029784i,0.00039344+0.00046853i,0.00014049+0.00050747i,-0.00036261-0.00021172i,-0.00065324-0.00026041i,-7.6722e-05-0.00023308i,0.00016405+0.00011205i
-0.0010079-0.0018723i,-0.001349-0.0003055i,-0.0008136+0.0009262i,-0.00068595+0.0016668i,-0.00049076+0.0012159i,0.00013406+0.001028i,-0.00046145+0.0012505i,-0.00083175-0.00043778i,-0.00019185-0.0014877i,0.00058621-0.00035871i,0.00047225+0.00063838i,0.00018449+0.00048218i,0.00014493+0.00014543i,0.00072398+3.9746e-06i,0.0013143+0.00059447i,0.00084473+0.00030453i,-0.00012511-0.00063336i,-0.00032907-0.00047948i,0.00042224+0.00023962i,0.00056829+0.00029096i,0.0002764+2.8182e-05i,-7.6899e-05-0.00021545i,-0.00042753-0.00038277i
-0.00038413-0.00093994i,0.00070293-0.00038464i,0.00064205+0.00073036i,0.00061484+0.00094836i,0.0013201+0.00030405i,0.00098711-0.00013032i,-0.00038519-8.1448e-05i,-0.00077841+0.00039684i,-0.00021966+0.00040758i,7.7345e-05-0.00012056i,0.00039287-0.00018391i,0.00054993+0.00054444i,0.00072015+5.0201e-05i,0.00097166-0.00055983i,0.00039531+4.6414e-05i,5.8763e-05+9.4969e-05i,6.4881e-05+1.4611e-06i,-0.00011999+0.00060768i,-0.00025436+0.00064874i,-0.00029159-0.00038849i,-0.00041198-0.00064331i,-0.0007212+0.00017114i,-0.00047225+0.0003884i
0.0010211+0.00036076i,0.0018776-2.3055e-05i,0.0012969-0.00041855i,-0.00024821-0.00039679i,-0.001842-0.00010617i,-0.0011558+6.0979e-05i,-1.5091e-06-0.0002343i,8.3473e-05-8.0788e-05i,-0.00025794+0.00039055i,-0.00043212+0.00045543i,-3.2355e-05+1.516e-05i,8.6553e-07-2.5255e-05i,-0.0005325+0.00014852i,-0.0010338+0.00019425i,-0.00075642+0.00056548i,-0.0004791+0.0010714i,-0.0003958+0.00026037i,-0.00018545-0.00084808i,0.00060373-0.0012338i,0.00090578-0.00075799i,0.00031824-0.00041235i,-0.00040782-0.0005403i,-0.00079568-0.0003073i
0.00042458+0.00048062i,0.00092517+0.00056405i,0.0012164+0.00018233i,0.00063215-0.00040041i,0.00011512-0.00064455i,-0.00046502-0.00057329i,-0.00064025-0.00060995i,-0.00043999-0.00031617i,-0.00017993+0.00031859i,-0.00010511+0.0012052i,-0.00070298+0.00080125i,-0.00059154+0.00016364i,0.00022819-0.00017895i,0.00066879-0.00064668i,0.0004431-0.00024403i,-0.00013477+0.00044373i,-7.5504e-05+0.00024769i,0.00016154-5.5911e-05i,0.00053229+0.00039109i,0.00079315+0.00013288i,-0.00030698-0.00025446i,-0.0011861-0.00021413i,-0.00063684-0.00069302i
0.00019423+6.9568e-05i,0.00088862+0.00081791i,0.00032727+0.0015512i,-0.00020926+0.0023092i,-0.00053699+0.0021909i,-0.00070987+0.0012753i,-0.00053457+9.199e-05i,-0.00015628-0.00045459i,0.00074697+8.89e-06i,0.00069432+1.9986e-05i,0.00031655-0.00035866i,0.0002662+0.00014495i,0.00022451+0.0004361i,0.00068429+0.00037692i,0.0011457+0.00035973i,0.0010747+0.00094933i,0.0014123+0.0014812i,0.0010175+0.00043444i,-9.5292e-05-0.00031238i,-7.7587e-05+0.0001171i,0.00024826+0.00020581i,-0.00020824+7.46e-05i,-0.00033173-0.00055349i
-0.00028538-0.0026881i,-0.00075545-0.0012922i,-0.00085322+1.3539e-05i,-0.0012555+0.0011015i,-0.00044009+0.0014576i,0.00027392+0.00095417i,-0.00011577+3.5988e-05i,-1.9997e-05-0.00048989i,0.00060021-0.001064i,0.00079374-0.0012994i,2.5713e-06-0.00080746i,-0.00091721-0.00026286i,-0.00081166+0.00025837i,-8.5758e-05+0.00060443i,-0.00010144+0.00089529i,-0.00098133+0.0011824i,-0.00056371+0.00055078i,0.00034772-0.00021153i,0.00020239+0.00033465i,0.00055863+2.3594e-06i,0.00074435-0.00056506i,-4.5511e-05-0.00051686i,-0.00043809+6.0042e-05i
0.00083142+0.0015967i,-0.0004935+0.00073288i,-0.0011293-0.0012883i,-0.0017285-0.0011356i,-0.0024599-0.0006582i,-0.0023306-0.00026534i,-0.0014263+0.00050624i,0.0002333+0.00099044i,0.00095783+0.0012084i,8.4309e-05+0.00081697i,-0.00033895+5.8491e-05i,0.0004091+0.00017542i,0.00015457+3.8217e-05i,-0.0012144-0.00020975i,-0.0012774+0.00027352i,-0.00049887+0.00057667i,-0.00054963+0.00054389i,-0.00036589+0.00036443i,0.00045348+0.00068226i,0.0010323+0.0012063i,0.00011384+0.0011567i,-0.001012+0.0003998i,-0.001039-0.00054809i
0.00016764+0.00056592i,0.00033444-0.00055417i,0.0010259-0.00099226i,0.0013438-0.0006275i,0.0012535-4.1468e-05i,0.001111+0.00068925i,0.00025744+0.00068616i,-1.8098e-05+0.00011841i,0.00036182-7.9152e-05i,0.00025756-0.00015246i,0.00012778-0.00044948i,0.00026555+5.0717e-05i,-0.00022533+0.00019415i,-0.00094535-0.00048686i,-0.0011563-0.00083041i,-0.0008672-0.00067177i,-0.00057358-0.00022948i,-0.0004531-0.00027618i,-0.00076326-0.0001836i,-0.00074036+0.00031527i,-0.00066435+2.2971e-05i,-0.00029729+0.00018181i,-0.00012117+0.00084097i
