-0.0021652+6.3467e-05i,-0.0014759+0.00012119i,-0.0030269+5.3401e-05i,-0.0040656+0.00038295i,-0.0028497+0.0010257i,-0.0021438+0.00098322i,-0.001986+0.00057861i,-0.00059219+0.00088026i,0.001351+0.0011899i,0.0017598+0.00036797i,0.0014104-0.00056975i,0.00082908-0.00096999i,0.00032939-0.00078245i,-0.0004252-0.00058184i,-0.00098224-0.00037965i,-0.00079122-0.00063796i,-0.00071644-0.0011977i,-0.00070031-0.00073765i,-0.00027867-0.00048223i,3.0454e-06-0.00072103i,0.00025668+0.00019432i,0.00015511+0.0010813i,-0.00041257+0.001098i
0.0099709-0.010589i,0.010491-0.0021709i,0.0078412+0.0024939i,0.0066493+0.0030587i,0.0060866+0.0032645i,0.00548+0.0037895i,0.0041866+0.0047247i,0.0019456+0.0048529i,0.00052146+0.0029601i,-0.00036012+0.0007387i,-0.0014079-0.00088688i,-0.0031314-0.0018177i,-0.0038516-0.0015262i,-0.0026435-0.00043085i,-0.0012336+0.00029674i,-0.00045213+0.00053595i,0.00067942+0.00022588i,0.0014348-0.00036499i,0.0011485-0.00055139i,6.3812e-05-0.00034904i,-0.00021938-0.00086227i,-0.00065857-0.0013071i,-0.0012917-0.00073992i
-0.0081774-0.015513i,0.00039442-0.012337i,0.0035082-0.0091528i,0.0032178-0.0088605i,0.0026531-0.0078601i,0.0036421-0.0069004i,0.0050328-0.0049636i,0.0037104-0.001671i,0.001402+0.0010768i,-0.00013635+0.0018591i,-0.00080683+0.0021828i,-0.00125+0.0029041i,-0.0011455+0.002678i,-0.00051074+0.0013993i,-0.00026259+0.00024396i,7.8496e-05-3.6859e-05i,0.00035107-0.00075524i,-0.0012108-0.0017635i,-0.0020011-0.001122i,-0.0013741-0.00015816i,-0.0013569-0.00028546i,-0.0015283-7.0099e-05i,-0.00089677+0.00010782i
-0.013307+0.0025867i,-0.0085142-0.0041052i,-0.0041511-0.0055787i,-0.0060313-0.004564i,-0.0078725-0.0048178i,-0.0070726-0.0057237i,-0.0046084-0.0051595i,-0.0018255-0.0036704i,0.0008529-0.0020612i,0.0019249-0.00029417i,0.0015125+0.0018883i,0.0019437+0.003444i,0.0027937+0.0030936i,0.0023284+0.0013804i,0.0012124+0.0001489i,-0.0002052+0.00029602i,-0.0013151+0.0010194i,-0.0015634+0.0013711i,-0.00077702+0.0012112i,6.8204e-05+0.0014182i,0.00035937+0.0013672i,0.00042787+0.00086013i,0.00031226+9.8748e-05i
-0.0047041+0.016842i,-0.008783+0.0096992i,-0.0073665+0.0051355i,-0.0040842+0.0067774i,-0.0035992+0.0081817i,-0.004888+0.0070903i,-0.0055289+0.0038786i,-0.0044986+0.00041362i,-0.001993-0.00090651i,-0.00018426-0.00066493i,0.00078204-0.00096679i,0.0031205-0.0019182i,0.0037843-0.0027185i,0.002097-0.0022635i,0.00069134-0.0013713i,0.00026414-0.00077056i,0.0010625+0.00037171i,0.0014302+0.00083622i,0.0016281+0.00035204i,0.0016398-0.00078803i,0.00072524-0.0006279i,0.00015697+0.00060335i,0.00016452+0.0001808i
0.017698+0.0088047i,0.0099878+0.010782i,0.0055369+0.0079517i,0.0061091+0.0058649i,0.0070578+0.0057062i,0.0058162+0.0059637i,0.0022788+0.0047238i,-0.0009831+0.0025031i,-0.0017335-0.00020505i,-0.0013065-0.0018641i,-0.00052994-0.0030929i,-0.00076972-0.0037331i,-0.0011192-0.0032437i,-0.00038746-0.0017383i,-0.00051023-0.00050044i,-0.00030252-0.00060525i,0.0012759-0.00077974i,0.0023074-0.001378i,0.0022409-0.0023006i,0.0012407-0.0023911i,0.00026665-0.0012972i,-0.00014225-0.00069289i,-0.00062342-0.00083814i
0.016183-0.016983i,0.015051-0.0091607i,0.0084642-0.00751i,0.0049185-0.0096218i,0.0048509-0.0091229i,0.0060287-0.0069603i,0.0056492-0.0027372i,0.0026253+0.0015117i,5.4871e-07+0.001689i,-0.0017078+0.00034199i,-0.0028458-0.00031137i,-0.0038324-0.00099554i,-0.0034814-9.1887e-06i,-0.0018244+0.00076685i,-0.00065901+0.00048605i,-0.00088898+0.00036612i,-0.001166-0.00042883i,-0.0013613-0.0009995i,-0.0016876-0.00041084i,-0.0021173-0.00022493i,-0.0011674-0.00067782i,0.00023373-0.00068311i,4.5694e-05+0.00013506i
-0.003979-0.018756i,0.0039626-0.015168i,0.0038693-0.0088955i,-0.0019156-0.0089651i,-0.0065425-0.01091i,-0.007577-0.0099638i,-0.00462-0.0069872i,-0.00085843-0.0027844i,0.00034266+0.00070803i,0.00016002+0.0017862i,-0.00029766+0.0020249i,-0.00052745+0.0036328i,-2.5029e-07+0.0038269i,0.00098778+0.0018128i,0.0013577+0.0004484i,8.4248e-05+0.00019517i,-0.001784+7.6459e-05i,-0.0027783+0.00048907i,-0.0019745+0.0011555i,-0.00089979+0.00057468i,-0.00019001-0.0001761i,0.0003215+0.00039571i,0.0002932+0.00046218i
-0.023827+0.0027096i,-0.016054-0.0028234i,-0.009468-0.00052714i,-0.0095572+0.00433i,-0.010649+0.0068619i,-0.0096557+0.0061592i,-0.0060774+0.0031228i,-0.0020622+0.0003987i,7.6844e-05+0.00015049i,0.0013765+0.00055474i,0.0030395+0.0003046i,0.0036796+0.0005227i,0.0031245+0.00068689i,0.0022259+0.0011301i,0.0011878+0.00061784i,0.00087925-0.00014656i,0.0016986+0.0003779i,0.0022703+0.0018052i,0.0021391+0.0017931i,0.0011978+0.00070601i,0.00055065+0.00050443i,0.00043047+0.00022499i,0.00028152-0.00026501i
-0.004416+0.02826i,-0.0043904+0.017715i,0.0026871+0.0086996i,0.0066895+0.0084682i,0.00619+0.010907i,0.0036858+0.010645i,0.0010178+0.0062742i,-0.00065042+0.0012684i,-0.00065498-0.00045765i,6.8157e-05-0.00065963i,0.00091213-0.0020218i,0.0019826-0.002626i,0.001866-0.0012612i,0.0017619-0.00059401i,0.0020969+0.00010613i,0.001785-4.3318e-06i,0.0016248-5.6009e-05i,0.0019057+0.00036558i,0.0028023-0.00062626i,0.0024749-0.00076805i,0.00077015-0.00029702i,-7.7296e-05-9.1376e-05i,-0.00063667-0.00052932i
0.025251+0.013899i,0.014734+0.011274i,0.0067668+0.0008948i,0.0079644-0.0043423i,0.011873-0.0041691i,0.011796-0.0032998i,0.0060894-0.0019344i,-0.00019392-0.0004074i,-0.0025988+0.00027159i,-0.0022274-0.00035169i,-0.0018476-0.0014086i,-0.0012053-0.001629i,-0.0005233-0.00092267i,-2.4986e-05-0.00042668i,-0.00022877-0.0013714i,-0.00066128-0.0018118i,-7.0707e-06-0.0020683i,6.9739e-05-0.0028598i,-0.0011638-0.0024376i,-0.0015182-0.00081321i,-0.0004643+0.00010434i,-9.5225e-05+0.00059689i,4.4832e-05+0.0011821i
0.023079-0.018344i,0.018672-0.0088357i,0.0066862-0.0062794i,-0.00026075-0.011442i,-0.00097197-0.014749i,-0.00044597-0.013057i,-0.0010148-0.007168i,-0.0015401-0.00081913i,-0.001201+0.0018776i,-0.0013637+0.0020529i,-0.0017095+0.0015286i,-0.0022188+0.00036726i,-0.0016715-0.00030071i,-0.00043159-0.00020261i,-0.00083704+0.00023149i,-0.0021121-8.3361e-05i,-0.002128-0.00072062i,-0.0016488-0.00076098i,-0.0018998+7.3706e-05i,-0.0011372+0.00082942i,-0.00030868+0.00069487i,0.00029684+0.00056854i,0.00073351+7.4137e-05i
-0.0070546-0.028363i,0.00011934-0.01906i,-0.0026283-0.0061834i,-0.0096579-0.0014512i,-0.013304-0.0022937i,-0.013268-0.0025713i,-0.0079726-0.00077945i,-0.00077961+0.00024785i,0.0024891-5.3929e-05i,0.0025368-0.00061206i,0.0020707-0.00031575i,0.0010748+3.5913e-05i,-5.73e-06+9.2446e-06i,-0.00060829+0.000222i,-0.0012073+0.00028952i,-0.0011782+0.001253i,-0.00077315+0.0018498i,-0.00066559+0.0011066i,-0.00010755+0.00058916i,0.00034541+0.00045697i,3.7686e-07+8.7169e-05i,-0.00039251-0.00062075i,-0.00027497-0.0010164i
-0.028691-0.0012351i,-0.015321-0.0062174i,-0.00085651-0.0013009i,0.0011062+0.0070521i,-0.0032458+0.010684i,-0.0047533+0.010871i,-0.002244+0.0070451i,-0.00024901+0.00043207i,-0.00016136-0.002434i,-0.00067165-0.0018646i,5.0954e-05-0.00095846i,7.6889e-05-0.0006467i,-0.00054949-0.0002561i,0.00031854+0.00023949i,0.0015046+0.00081858i,0.0018314+0.0016777i,0.0015416+0.0015791i,0.0019186+0.00081505i,0.0016651+0.00012597i,0.00047796-0.00068086i,-0.00050802-0.00084968i,-0.0012893-0.00060299i,-0.0018231+0.00015301i
-0.0065858+0.029988i,-0.0066129+0.014114i,0.0021133-0.0015035i,0.008967-0.0042433i,0.010831+0.00012852i,0.0092834+0.0021848i,0.0045426+0.00041675i,-0.0013386-0.00094669i,-0.0041538-0.00026943i,-0.0034955-0.00070068i,-0.0016516-0.001243i,-9.6199e-05-0.00039838i,0.00075975+0.00058462i,0.00074309-0.00025166i,0.0008077-0.0010161i,0.0011838-0.0012168i,0.0016049-0.0017907i,0.001718-0.0017766i,0.00050584-0.0014945i,-0.00038208-0.00090274i,-3.7251e-05-0.00013921i,0.00059084+0.00042512i,0.00053154+0.00079529i
0.032448+0.019985i,0.015785+0.014464i,0.001138-0.0015793i,-0.002225-0.012683i,0.0015834-0.013931i,0.0035163-0.011422i,-3.0798e-05-0.0063909i,-0.0031078+3.9782e-05i,-0.0019935+0.0027197i,-0.00012032+0.0016632i,1.0194e-05+0.00084242i,0.0010077+0.00011907i,0.0022668-0.00090135i,0.0013891-0.0014966i,-0.00042654-0.0014603i,-0.001014-0.00067491i,-0.00070586-0.0002325i,-0.00095723+9.3832e-05i,-0.001787+0.0011655i,-0.0010922+0.0012173i,-0.0001499+0.00078009i,0.00039749+0.00071086i,0.0005721+0.00024331i
0.029694-0.019103i,0.021072-0.0074669i,0.0031349+0.0011469i,-0.0081222+0.0013498i,-0.0095729-0.0032086i,-0.0075583-0.0054224i,-0.0057641-0.0014142i,-0.0014639+0.0032338i,0.003352+0.0029736i,0.0044804+0.0011931i,0.0035284+0.00066788i,0.0026703-5.4003e-05i,0.00087112-0.0011419i,-0.0011082-0.0016576i,-0.0020981-0.0009504i,-0.0018661+4.8288e-05i,-0.00058854+0.00055313i,0.00033372+0.0007818i,0.00020314+0.0012662i,0.00012419+0.0015513i,0.00089957+0.00044848i,0.00076885-0.00061953i,5.3824e-05-0.0010559i
-0.007628-0.033046i,0.003691-0.021129i,0.0076904-0.0013964i,0.0030336+0.0092263i,-0.0027381+0.0091164i,-0.0044665+0.0062839i,-0.00087618+0.0043324i,0.0039292+0.0013876i,0.0052332-0.0019916i,0.0032477-0.0027127i,0.0013071-0.0025753i,-0.00011932-0.00182i,-0.0015505-0.00026539i,-0.0018229+0.00022053i,-0.0012841+2.076e-05i,-0.0010169+0.00074944i,-0.00029813+0.0013291i,0.00090981+0.0012304i,0.0018324+0.00065706i,0.0014935-0.00064674i,0.0004147-0.00142i,-0.00054089-0.00032511i,-0.0012439+0.00022574i
-0.034055+0.00015767i,-0.01644-0.0075244i,0.0067195-0.0077579i,0.015783-0.0030381i,0.011685+0.0014751i,0.0063735+0.002966i,0.0041058-0.0001835i,0.0015721-0.0038255i,-0.0017151-0.0040585i,-0.002581-0.0022233i,-0.0023654-0.0011177i,-0.0025734-0.00011715i,-0.0017596+0.001031i,8.0271e-05+0.0011377i,0.0013648+0.00050164i,0.0012524-5.955e-05i,0.00098447-0.00044425i,0.00086332-0.00097604i,6.211e-05-0.0013116i,-0.00026377-0.00094915i,-0.00025345+0.0001066i,-0.00064798+0.00096137i,-6.1304e-05+0.0016186i
-0.0094016+0.034554i,-0.014919+0.01557i,-0.010765-0.0075314i,-0.0052239-0.016837i,-0.00083969-0.013265i,0.0023216-0.0084442i,0.00081533-0.0069384i,-0.0033748-0.0042077i,-0.0046125-0.00041338i,-0.0035572+0.0013329i,-0.0024264+0.0015576i,-0.00055485+0.0024371i,0.001446+0.0022324i,0.001353+0.00036156i,0.00044135-0.0008598i,0.0008914-0.0012835i,0.0008957-0.0014082i,-0.00023577-0.00078922i,-0.00086703+0.00025292i,0.00023968+0.00077019i,0.00043157+0.0015933i,0.00051122+0.00196i,0.0012845+0.0014155i
0.031845+0.023828i,0.014057+0.020991i,-0.0066769+0.0080557i,-0.016291-0.0012417i,-0.01374-0.0038478i,-0.0077406-0.0040795i,-0.006711-0.0017528i,-0.0065625+0.0029842i,-0.0034718+0.0046273i,-0.00026603+0.0037871i,0.0017599+0.0038802i,0.003433+0.0019532i,0.0035329-0.00051507i,0.0017359-0.0009178i,-0.00020486-0.00068786i,-0.00078275-0.00070203i,-0.00050281-0.0010576i,1.6658e-05-8.7936e-05i,0.00043584+0.0010528i,0.0011227+0.00098666i,0.00099853+0.00093328i,0.00011796+8.3931e-05i,0.00036339-0.0015352i
0.037125-0.020203i,0.031558-0.0033261i,0.013415+0.012806i,0.00026666+0.017304i,-0.0035827+0.012578i,-0.0042688+0.0069561i,-0.0026769+0.0058501i,0.0008412+0.0050645i,0.0036665+0.0017804i,0.0042409+6.0191e-05i,0.0032339-0.00012332i,0.0013755-0.0015307i,-0.0005351-0.00232i,-0.0011826-0.0015074i,-0.0010996-0.00027813i,-0.001212+0.00068141i,-0.0009147+0.00043355i,-0.00011199-0.0004014i,0.00068771-0.0011896i,0.00045513-0.0013271i,-0.0005681-0.00078389i,-0.00064991-0.00082839i,-0.00027892-0.00039738i
-0.012098-0.041036i,0.002839-0.030339i,0.015675-0.01085i,0.019269+0.0020393i,0.015265+0.0060128i,0.0084284+0.005405i,0.0047963+0.0036301i,0.0040056+0.0003968i,0.0027182-0.0025228i,0.0015658-0.0032325i,0.0011876-0.0029221i,-0.00087172-0.0024909i,-0.002717-0.0012691i,-0.001831-0.00039672i,-0.00084658-0.00010082i,-0.00041871+0.00086697i,-8.5394e-06+0.00089966i,0.00045909+2.2005e-05i,-0.00035066-0.00035849i,-0.0015906-0.00090843i,-0.0016818-0.00020021i,-0.0011913+0.00051918i,-0.00077413+0.00041415i
-0.045568-0.0060937i,-0.030822-0.015521i,-0.0070864-0.020573i,0.0066595-0.019953i,0.0081251-0.01409i,0.0066938-0.0083812i,0.0049946-0.0064209i,0.0010283-0.0058631i,-0.002711-0.0035186i,-0.0036019-0.0014314i,-0.0040134-0.0010902i,-0.0036946+0.0010051i,-0.0012174+0.002921i,0.00099969+0.0014476i,0.0010299-0.00016415i,0.00056097-0.0001799i,0.00044877-0.00031167i,-6.3597e-05-0.00073973i,-0.00055416-0.0002263i,-0.00092092+0.0011304i,-0.0012671+0.0013915i,-0.00072019+0.00048695i,0.00063015+9.517e-05i
-0.012255+0.043662i,-0.017539+0.026628i,-0.017674+0.0020048i,-0.017596-0.011583i,-0.014584-0.012559i,-0.0084921-0.009392i,-0.0063048-0.0067777i,-0.0055559-0.0029268i,-0.0021967+0.0016092i,-8.182e-05+0.0022856i,-0.00021927+0.0017614i,0.0006722+0.0023041i,0.0016709+0.0006213i,0.0011734-0.00047783i,-6.1722e-05+0.00018742i,-2.6654e-05+0.00080026i,0.0013651+0.0010036i,0.0012244+0.0010782i,0.0011532+0.001235i,0.0016134+0.0015141i,0.0015351+0.0018902i,0.00060522+0.0017051i,-0.00036412+0.00036794i
0.039924+0.029507i,0.023564+0.029984i,0.00097799+0.023698i,-0.012428+0.01824i,-0.014928+0.012146i,-0.011106+0.0070322i,-0.007722+0.0042413i,-0.0041515+0.0025658i,2.1736e-05+0.0010671i,0.0011966+0.0010553i,0.0013516+0.0017017i,0.0020008+0.00095057i,0.00089968-0.00047166i,-0.00022826-0.00062379i,8.3451e-05+9.2483e-05i,0.00016228-0.00035083i,0.00028355-0.00099066i,0.00059911-0.00068342i,0.00047905-0.00031405i,0.00039069-0.00048905i,0.00052712-0.00074405i,0.00033275+0.00010103i,0.00011836+0.001269i
0.042938-0.03035i,0.039881-0.016521i,0.026553-0.00027693i,0.016524+0.010312i,0.010347+0.012845i,0.0043593+0.0103i,0.0016951+0.0068641i,0.0011871+0.0030922i,0.001268+0.00042884i,0.0016572-0.00021173i,0.0025881-0.00049295i,0.0012411-0.0010321i,-0.00061949-0.0012556i,-0.00078109-0.00024292i,-0.00021943+0.0010195i,-0.00018925+0.00040526i,-0.00055989-0.00057283i,-0.0010619-0.00069478i,-0.0011613-0.00076406i,-0.00075446-0.0011618i,-0.00056034-0.00077332i,0.00024447-0.00060211i,0.000596-0.00053593i
-0.015337-0.050982i,-0.0032297-0.041177i,0.010285-0.024547i,0.016247-0.014095i,0.014439-0.0077163i,0.0094318-0.0031455i,0.0052433-0.0010922i,0.0016184+7.7187e-05i,-0.00056165+0.00018788i,-0.00030481-0.00071602i,0.00059717-0.001453i,0.00013409-0.00044571i,-0.00016205+0.0015869i,0.00079909+0.0013834i,0.0013734-0.00044486i,0.00035813-0.00082925i,-0.00095599-0.00050248i,-0.0015361-0.00027838i,-0.0013306-8.508e-05i,-0.0010739-2.8408e-05i,-0.0012311-0.00046307i,3.7866e-05-0.00059177i,0.00085789-0.00027774i
-0.051356-0.0010883i,-0.041282-0.008668i,-0.024402-0.015978i,-0.013353-0.020264i,-0.0065884-0.018682i,-0.0018944-0.011993i,-0.00055335-0.0070745i,-0.00024409-0.0029438i,-0.00049584+0.0006352i,-0.00085914+0.0010012i,-0.00050887+0.00034914i,0.0002085-0.00035675i,0.001392-0.0013408i,0.0013844-0.0019499i,0.00022309-0.0017175i,0.00044879-0.0011387i,0.00094322+0.0003102i,0.00056918+0.001316i,0.00048719+0.00041919i,0.00055522+9.7999e-05i,5.4516e-05+0.00057754i,-0.00098862-0.00025929i,-0.0011915-0.0013926i
-0.010452+0.054621i,-0.013185+0.040869i,-0.014072+0.020943i,-0.015735+0.0088857i,-0.015074+0.0027945i,-0.010831-0.00037773i,-0.0059244-0.0014168i,-0.0019661-0.00064341i,0.0014065+0.00020999i,0.0020598-0.00046569i,0.00046262-0.0011913i,-0.00026188-0.0011175i,2.1307e-05-0.00081081i,-0.0010599-0.0011578i,-0.0019283-0.0013926i,-0.001068-0.0015427i,0.00064564-0.00078811i,0.0018645+0.00075022i,0.00057443+0.00076146i,-0.00045238-0.00052583i,-0.00061922-0.00057385i,-0.00088646-6.665e-05i,-0.0012151+0.00040601i
0.048121+0.033011i,0.037807+0.029307i,0.022595+0.021625i,0.01179+0.017506i,0.0041144+0.014366i,-0.00022038+0.0091143i,-0.0011409+0.0030666i,-0.00089254-0.00090186i,-0.00048263-0.0018138i,0.00055022-0.00089727i,0.00032431-0.00057883i,-0.00042605-0.00059665i,-0.0016096-0.00017317i,-0.0024299+0.0008363i,-0.001414+0.0012574i,-0.00021552+0.00063433i,-0.00014197-0.00045519i,-0.00024584-0.0014499i,-1.3297e-05-0.001493i,1.2e-05-0.0013058i,-0.00023564-0.00060216i,0.00049337+0.00048021i,0.00072636+0.0010384i
0.04272-0.035061i,0.036762-0.025466i,0.026497-0.014996i,0.019934-0.0077589i,0.015582-0.0018257i,0.010502+0.00090915i,0.0036092-0.00032938i,-0.001732-0.0014588i,-0.0016946-0.00036308i,-0.00036351+0.0002086i,0.00010465+0.00064484i,0.0007022+0.0019969i,0.0014052+0.0021146i,0.0020773+0.0013114i,0.0018902+0.00067773i,0.00096799+0.00049452i,5.5795e-06+0.00039932i,-0.0010831-0.00026547i,-0.001557-0.00064963i,-0.00077824-0.00010833i,-0.00018528+0.0005066i,0.00031991+0.0003084i,0.0010109-0.00011791i
-0.020068-0.053026i,-0.014255-0.045218i,-0.0079911-0.031286i,-0.0039179-0.022161i,-0.00024922-0.015531i,0.0015571-0.0097332i,-0.00098776-0.0041028i,-0.0033028+0.00044787i,-0.0022192+0.002163i,-0.00039973+0.0018361i,0.0008759+0.00088745i,0.0014172-1.4292e-05i,0.0013427-0.00089101i,0.0020545-0.00090274i,0.0020924-0.0013248i,0.00068425-0.0019817i,-0.00037664-0.0013034i,-0.00091286-0.00019517i,-0.00082836+0.00031667i,-0.00049531+0.00016653i,0.00046782-9.2367e-05i,0.00033565-0.00066286i,-0.00040768-0.0016863i
-0.050107+0.0054055i,-0.039927+0.0040697i,-0.026573+0.0028283i,-0.01997+0.00091952i,-0.015159-0.0032751i,-0.0093213-0.0043126i,-0.0042067-3.7285e-05i,7.3538e-05+0.0030173i,0.0016656+0.0016133i,0.0021115-0.00041571i,0.0024618-0.0013608i,0.0023096-0.0026645i,0.0012462-0.0032588i,0.00042227-0.0022666i,-0.00047379-0.0010979i,-0.001225-0.0010818i,2.4774e-05-0.00092606i,0.0015981-3.0234e-05i,0.0021116+0.00053594i,0.0015909+9.7545e-05i,-0.0001785-0.00066082i,-0.0016548-0.0011945i,-0.0015606-0.00059358i
-0.0129+0.052546i,-0.0081601+0.041726i,-0.0012839+0.026594i,0.00058545+0.018123i,-0.001657+0.012789i,-0.0014596+0.008676i,0.0027181+0.0048257i,0.0048752+0.0010455i,0.0028704-0.00068052i,0.001166-8.2065e-05i,-0.00011013-0.00094391i,-0.0015192-0.0018459i,-0.002107-0.00081642i,-0.0023437-0.00041912i,-0.002509-1.4623e-05i,-0.0018139+0.00053449i,-0.0011996-0.00026287i,-0.0013111-0.0011556i,-0.0009076-0.0011884i,-0.00032814-0.00097789i,-0.0001345-0.00073342i,-0.001158+0.00053128i,-0.0010477+0.001684i
0.047826+0.029188i,0.040102+0.020825i,0.027504+0.006963i,0.018803+0.0015932i,0.011696+0.0029509i,0.0072518+0.0026185i,0.0050741-0.0026011i,0.0018461-0.00631i,-0.00011866-0.0043311i,-0.00041234-0.0015104i,-0.0012081-0.00055598i,-0.0019452+0.00085001i,-0.0010404+0.0016621i,-0.0002019+0.0013397i,0.00011048+0.00070257i,0.0013059+0.00055387i,0.001316+0.00073922i,5.5755e-05+4.1402e-06i,-0.00046053+0.00010348i,-0.00037252+0.00042753i,-5.9447e-05+0.001354i,0.00037771+0.0019858i,0.00080591+0.0012209i
0.043477-0.035099i,0.032608-0.032145i,0.015746-0.024202i,0.0048686-0.018093i,0.0031917-0.01244i,0.003274-0.008946i,-0.0019704-0.0076028i,-0.0067112-0.004723i,-0.0052182-0.001003i,-0.0021094-0.00022534i,-0.00083233+0.00066985i,0.00048792+0.0019768i,0.0018737+0.0019353i,0.0018398+0.0014215i,0.0013238+0.001142i,0.00033399+0.00041815i,-0.00014093-0.00064394i,0.00012644-0.00061618i,0.0004139-0.00061819i,0.00031237-0.0008678i,8.818e-05-0.00023571i,0.00056804+0.00018903i,0.0010367-0.00058499i
-0.018442-0.051334i,-0.017898-0.037498i,-0.016955-0.017028i,-0.014519-0.0066228i,-0.010194-0.0049879i,-0.008432-0.0047596i,-0.0089093-0.0015452i,-0.0071116+0.0029792i,-0.0030363+0.0024594i,-0.0013714+0.00074311i,0.00053117+0.00082204i,0.0038789-0.00035884i,0.0036353-0.0016258i,0.0017582-0.0017076i,0.00095516-0.001757i,0.0006486-0.0015878i,0.000581-0.000982i,-0.00034494-0.00072257i,-0.00071114-0.00090947i,-0.00056965-0.0010134i,-0.00042226-0.0012332i,-0.00020535-0.0016714i,-0.0015754-0.0024559i
-0.049242+0.0054348i,-0.035286+0.0072238i,-0.014268+0.0087372i,-0.0036165+0.0098256i,-0.0027757+0.0062154i,-0.0046485+0.0043284i,-0.001617+0.0074316i,0.0029436+0.0079336i,0.0025648+0.0043302i,0.00061859+0.0018399i,0.00076064-0.00023663i,0.00039962-0.0025212i,-0.0015274-0.0021038i,-0.001556-0.0016849i,-0.00088167-0.0018854i,-0.0012577-0.00042211i,-0.0014196+0.00033462i,-0.0003008+0.00022011i,0.00050876+0.00059313i,-0.00061896+0.00082137i,-0.0019168+0.00071146i,-0.001882+0.00078431i,-0.0013288+0.0016659i
-0.0094445+0.052791i,-0.0014303+0.039479i,0.0074548+0.017471i,0.010831+0.0036174i,0.0072682+0.0011922i,0.0052003+0.0034932i,0.0078287+0.0025769i,0.0080955-0.00070628i,0.0049995-0.00048569i,0.0026179+0.00028043i,0.00049263-0.0014212i,-0.0017572-0.0012613i,-0.0020413+0.00061036i,-0.0011796+0.00037572i,-0.00083286-0.0010124i,-9.5189e-05-0.00085324i,0.00043954+0.00043495i,-6.318e-05+0.00094222i,0.00014315+0.0011145i,0.0005083+0.0011783i,0.00047314+0.00086134i,0.00048879+0.0010284i,0.00082346+0.0021047i
0.049553+0.025092i,0.038009+0.012141i,0.017108-0.0037126i,0.0029984-0.010573i,-0.00018019-0.0071086i,0.002361-0.0043356i,0.0034585-0.0080009i,0.0010687-0.0095348i,0.00023723-0.0053248i,0.00026879-0.0024388i,-0.0016024-0.00090073i,-0.0011639+0.0020825i,0.0010905+0.0024672i,0.0017584+0.0011473i,0.00087026+0.00068185i,0.00097201+5.8146e-05i,0.00089302-0.00045953i,0.0003564-0.00062404i,0.0007044-0.00055567i,0.0011477-0.00014106i,0.0013826+0.00036538i,0.0018169+0.00038261i,0.0019111-0.00054303i
0.036889-0.038707i,0.022505-0.0291i,0.0035833-0.0113i,-0.0065736-0.00031865i,-0.0053327+0.0009015i,-0.0030908-0.0037714i,-0.0063499-0.0065004i,-0.0084617-0.0039985i,-0.0059371-0.0020118i,-0.0039871-0.0015764i,-0.0024294+0.00059816i,0.0010219+0.0016033i,0.0027342-0.00025331i,0.0015203-0.00093415i,0.00092946-0.00071159i,0.00091247-0.00077187i,0.00074458-0.0012305i,0.0011053-0.0020717i,0.00077419-0.0023064i,-0.00042866-0.0021806i,-0.00086735-0.0026872i,0.0004343-0.0028584i,0.00076873-0.0025532i
-0.024107-0.039981i,-0.016936-0.023699i,-0.0028067-0.0028114i,0.0045905+0.0064507i,0.0035763+0.0035104i,-0.0017164-0.00011816i,-0.0063612+0.0028393i,-0.0054103+0.0066833i,-0.0028623+0.0060521i,-0.0014898+0.0046699i,0.0013164+0.0029579i,0.0023315-0.0011869i,0.00055799-0.0030421i,0.00018272-0.0017969i,1.5064e-05-0.0006767i,-0.00054457-0.00010673i,-0.00090251+0.00021133i,-0.0019223+1.1885e-05i,-0.0028962+0.00032769i,-0.0024571+0.00055642i,-0.0016412-0.00014507i,-0.0013154-0.0005867i,-0.0010456+0.00015113i
-0.046989+0.011568i,-0.027111+0.010437i,-0.00048379+0.0017913i,0.011115-0.0055676i,0.008002-0.0052331i,0.00314+0.0012743i,0.0031635+0.0064122i,0.0042006+0.0060638i,0.0035258+0.0048344i,0.0026805+0.0043936i,0.0019337+0.0019375i,-0.0004866-0.00076733i,-0.0026326-0.00071864i,-0.0012339-0.00014758i,0.001136+0.00014931i,0.0014693+0.00034698i,0.00013615+0.00060194i,-0.00099591+0.0017962i,-0.0011572+0.0029969i,-0.00052049+0.0032611i,-0.00043886+0.0021856i,-0.00095033+0.0019802i,-0.00081032+0.0024249i
-0.0020944+0.051315i,0.00039777+0.03174i,-0.0017255+0.0015895i,-0.0054801-0.013691i,-0.0057661-0.011743i,-0.00020734-0.005292i,0.0065747-0.0031632i,0.0070715-0.0036882i,0.0041426-0.0027942i,0.0029626-0.0022643i,0.0012457-0.0025463i,-0.00058352-0.00072771i,-0.00041166+0.0018942i,7.4056e-05+0.0015681i,0.00024611-0.00077957i,0.00046405-0.0016877i,0.00039389-0.00011223i,0.0011662+0.0017447i,0.0027694+0.0014385i,0.0031646+0.00056229i,0.0018315+0.00048638i,0.0013633+0.00021551i,0.0019149-0.00011539i
