-0.0024609+0.0018924i,0.00043396+0.00033523i,0.0014356-0.0019298i,0.00026669-0.0028407i,-0.001015-0.0016595i,-0.0015926+0.0004367i,-0.0014076+0.0012064i,-0.00045249+0.00082501i,-2.6994e-05+0.00056227i,-0.00030665+0.00061272i,0.00013956+0.00027649i,0.00045142-0.00093464i,-9.38e-05-0.0010621i,0.0001447-0.00059074i,0.00025252-0.00090428i,0.00031329-0.0007169i,0.00074315-0.00023167i,0.00025761-0.0003852i,-0.00062403-0.00032246i,-0.00040283-0.0001574i,0.00026244-0.00022027i,0.00041299-0.00032835i,0.00063208-0.00013275i
0.12115-0.60786i,0.021991-0.55092i,-0.023052-0.37387i,-0.072907-0.22564i,-0.11246-0.11153i,-0.10006-0.036766i,-0.068022-0.013286i,-0.04427-4.0967e-05i,-0.015738+0.013885i,0.012043+0.0097427i,0.02433+0.00088048i,0.021558-0.0024866i,0.008243-0.0072212i,-0.0054556-0.012799i,-0.013895-0.018755i,-0.020843-0.021261i,-0.022756-0.015241i,-0.018949-0.0063086i,-0.010907-0.0019724i,0.0064935-0.0048705i,0.024206-0.011541i,0.027499-0.014951i,0.020025-0.010347i
0.44899+0.37878i,0.36477+0.41875i,0.28884+0.38579i,0.25811+0.27663i,0.1773+0.15454i,0.077344+0.057067i,0.026527+0.0048026i,0.011414-0.0098541i,0.00062341-0.014419i,-0.0065693-0.0062635i,-0.0028703-0.0019165i,0.0046811-0.013445i,0.015546-0.020181i,0.029112-0.018527i,0.035845-0.013445i,0.03228-0.013127i,0.018609-0.020926i,-0.00071131-0.023186i,-0.013375-0.012908i,-0.019568+0.0017399i,-0.024416+0.012034i,-0.024026+0.014421i,-0.020539+0.0097873i
-0.17676+0.22955i,-0.18675+0.046224i,-0.23231-0.055587i,-0.22186-0.080996i,-0.12529-0.084386i,-0.020984-0.056633i,0.016703-0.025502i,0.012494-0.013877i,0.0064342-0.014718i,-0.0079712-0.01623i,-0.023861-0.0029792i,-0.02711+0.017153i,-0.025448+0.03041i,-0.023935+0.039325i,-0.020863+0.042447i,-0.013802+0.041087i,-0.0026561+0.039675i,0.011172+0.034829i,0.017525+0.023381i,0.0090709+0.0093639i,-0.0017295+0.0013366i,-0.0040882+0.00010081i,0.00049388-5.0087e-05i
-0.32608-0.17141i,-0.22834-0.21853i,-0.1579-0.22158i,-0.092078-0.14268i,-0.049323-0.054528i,-0.034244+0.0077165i,-0.0099461+0.022358i,0.002847+0.011743i,0.0099316+0.017749i,0.026814+0.014667i,0.031484+0.00069795i,0.027357-0.0045426i,0.018767-0.011225i,0.0002095-0.021201i,-0.015913-0.023621i,-0.020665-0.016698i,-0.015712-0.0072687i,-0.01071-0.0014202i,-0.0079569+0.00015471i,0.0028948+0.0012581i,0.019571+0.0031851i,0.02594+0.0033441i,0.018274+0.0019512i
0.15107-0.0074418i,0.29657+0.22073i,0.36444+0.23581i,0.29334+0.18838i,0.1895+0.15847i,0.093711+0.09287i,0.03674+0.05002i,0.024631+0.032418i,0.0043139+0.01485i,-0.010827+0.013869i,-0.0080606+0.0045551i,-0.011394-0.009432i,-0.006341-0.0096472i,0.014775-0.011312i,0.029736-0.018678i,0.029121-0.027363i,0.016666-0.035972i,0.0018016-0.036727i,-0.0053167-0.026838i,-0.010455-0.016616i,-0.022695-0.010784i,-0.029661-0.0044918i,-0.023795-0.00056965i
0.0075606-0.2761i,-0.23532-0.25351i,-0.29757-0.12271i,-0.29288-0.055137i,-0.24138-0.046175i,-0.13382-0.034267i,-0.070262-0.017962i,-0.042892-0.00083927i,-0.017467-0.003906i,-0.016817-0.0096491i,-0.018791+0.0045617i,-0.013819+0.016847i,-0.018178+0.022699i,-0.023194+0.029251i,-0.023805+0.031779i,-0.022807+0.032234i,-0.017034+0.035295i,-0.0025225+0.033817i,0.0088461+0.021976i,0.009861+0.0081358i,0.010566-0.0028856i,0.013477-0.010637i,0.015633-0.011465i
0.25811+0.16639i,0.12571+0.00070111i,0.0071606-0.057514i,0.017629-0.11943i,0.017579-0.14972i,-0.0011279-0.1064i,0.0035305-0.074635i,-4.3857e-05-0.055939i,0.0074817-0.028436i,0.021454-0.019889i,0.021949-0.017053i,0.025079-0.015102i,0.024847-0.023153i,0.013841-0.026924i,0.0048116-0.022086i,0.0031943-0.015635i,0.0033627-0.0071497i,-0.0023016+0.0022755i,-0.0083153+0.011011i,-0.00013024+0.02049i,0.016716+0.028298i,0.022748+0.026091i,0.011195+0.01474i
0.063162+0.46734i,0.34635+0.33568i,0.35554+0.1556i,0.28143+0.11645i,0.23568+0.10885i,0.16076+0.067889i,0.099374+0.041616i,0.062765+0.019419i,0.021355+0.0081346i,0.00088112+0.0094833i,-0.01086+0.0027812i,-0.021385+0.0034299i,-0.0084165+0.0099338i,0.011859+0.0065937i,0.021421-0.00019276i,0.024081-0.0076574i,0.018858-0.019576i,0.0089915-0.027046i,0.002194-0.023723i,-0.0080339-0.020954i,-0.026924-0.022611i,-0.037406-0.017894i,-0.027495-0.0081614i
-0.74771-0.25853i,-0.69403-0.084717i,-0.49221-0.007536i,-0.36209+0.063698i,-0.25034+0.11407i,-0.13684+0.099723i,-0.073841+0.07414i,-0.031937+0.053362i,-0.0067915+0.027277i,-0.0047574+0.013288i,-0.00098683+0.012123i,0.0020199+0.013262i,-0.0079906+0.019205i,-0.022971+0.028285i,-0.032132+0.033286i,-0.033595+0.036124i,-0.026273+0.037754i,-0.0096222+0.030111i,0.0036778+0.013169i,0.0070713-0.0022395i,0.009665-0.0098768i,0.01308-0.010685i,0.015553-0.0076399i
0.33448-0.5134i,0.17019-0.32509i,0.1043-0.16087i,0.057649-0.16967i,-0.014101-0.16818i,-0.042519-0.10921i,-0.037042-0.066742i,-0.025504-0.035091i,-0.0063324-0.016205i,0.0074427-0.012453i,0.01428-0.012582i,0.015156-0.018242i,0.010462-0.023913i,0.010121-0.028256i,0.012455-0.034703i,0.010712-0.035986i,0.006987-0.02763i,-0.00010039-0.013978i,-0.0070976-9.4263e-05i,-0.0026381+0.015081i,0.010084+0.027426i,0.016754+0.024585i,0.0081591+0.010783i
0.73933+0.23422i,0.61753+0.0036369i,0.3729-0.054049i,0.21998-0.013954i,0.14687-0.00037385i,0.094701+0.0018635i,0.061543+0.0030863i,0.026924+0.0022323i,0.001724+0.0093239i,-0.0042942+0.011866i,-0.012281+0.0089792i,-0.018838+0.010047i,-0.010775+0.0088693i,0.0040482+0.0043081i,0.014064+0.00058646i,0.017558-0.0076498i,0.013992-0.018008i,0.0056008-0.019811i,-0.00015359-0.015039i,-0.0062683-0.015192i,-0.017368-0.018502i,-0.020638-0.01445i,-0.0099067-0.0069077i
-0.55001+0.64353i,-0.48459+0.50699i,-0.36516+0.31757i,-0.22706+0.21102i,-0.11391+0.13677i,-0.045233+0.06726i,-0.014918+0.023793i,-0.0028326+0.0032259i,0.00044561-0.0025452i,-0.0017107+6.0288e-05i,0.0013009+0.0062256i,0.0082622+0.0082237i,0.0037373+0.0076569i,-0.01002+0.013886i,-0.02096+0.02388i,-0.023808+0.034391i,-0.017175+0.042741i,-0.0043196+0.03867i,0.0043883+0.024638i,0.0077491+0.012597i,0.01166+0.0046386i,0.010412+0.0016093i,0.0062755+0.0036439i
-0.36896-0.33705i,-0.12577-0.19527i,0.022431-0.14031i,0.035543-0.15201i,0.028528-0.13835i,0.016633-0.096932i,0.006216-0.053379i,0.011376-0.031455i,0.013021-0.031063i,0.0051355-0.030496i,-0.0013282-0.025179i,-0.0029401-0.016168i,0.0020148-0.0086854i,0.0096614-0.012266i,0.014843-0.021262i,0.014829-0.02453i,0.0094377-0.01964i,0.0024234-0.010514i,-0.0026126-0.0015089i,-0.0038963+0.0086303i,-0.002534+0.016893i,-0.0007882+0.013644i,-0.0056844+0.0030608i
0.29023-0.55248i,0.16552-0.43662i,0.068336-0.26021i,0.011396-0.082729i,-0.014027+0.038482i,-0.013478+0.086029i,0.002581+0.087853i,0.014268+0.064642i,0.013633+0.039972i,0.010737+0.022021i,0.001548+0.0095188i,-0.010244+0.0069377i,-0.01248+0.0069338i,-0.0093119+0.0058574i,-0.0071941+0.0061586i,-0.0072349+0.0013478i,-0.0096693-0.0088629i,-0.01025-0.015213i,-0.0049591-0.016675i,-0.0018557-0.020991i,-0.0049833-0.026596i,-0.0044018-0.023962i,0.0039582-0.015523i
0.26796+0.37879i,0.052524+0.37453i,-0.038574+0.3044i,-0.054663+0.19858i,-0.072623+0.11165i,-0.064572+0.042291i,-0.050299-0.0014311i,-0.035559+0.0024829i,-0.013752+0.01379i,0.0012753+0.015306i,0.016079+0.011569i,0.021741-0.0010387i,0.010076-0.0075227i,-0.0057964-0.0047515i,-0.016233+0.0015976i,-0.018342+0.011328i,-0.012852+0.018039i,-0.0051198+0.018167i,-0.0014887+0.015661i,0.0046934+0.014931i,0.014995+0.014522i,0.016435+0.011633i,0.011628+0.0089277i
0.047315+0.21233i,0.13612-0.010572i,0.11786-0.10934i,0.07637-0.16499i,0.056423-0.19749i,0.038813-0.16233i,0.01338-0.10772i,-0.012608-0.068626i,-0.022523-0.040222i,-0.024323-0.022061i,-0.022731-0.0071269i,-0.0121+0.0053473i,0.0053867+0.011324i,0.025743+0.0057682i,0.038472-0.010514i,0.039109-0.023811i,0.032254-0.024353i,0.020352-0.014905i,0.0076069-0.0044401i,-0.0039859+0.0036366i,-0.013031+0.010979i,-0.014349+0.012185i,-0.015255+0.0049407i
-0.35144-0.0029443i,-0.22375-0.042163i,-0.16023-0.058228i,-0.08896+0.014935i,-0.019239+0.086302i,0.020203+0.11321i,0.051933+0.089254i,0.049575+0.036199i,0.02323+0.0089204i,0.0081111+0.0022778i,-0.0038501+0.0025636i,-0.010838+0.0077882i,-0.01357+0.0061914i,-0.018425+0.0095945i,-0.018748+0.020225i,-0.014537+0.023414i,-0.0099017+0.015927i,-0.0039983+0.0039947i,0.0019765-0.0063342i,0.0040969-0.015914i,0.0010322-0.02324i,0.00055333-0.020869i,0.0079305-0.011665i
-0.1441-0.10295i,-0.067926+0.17528i,0.022307+0.21871i,0.026165+0.17008i,0.010923+0.1309i,0.0012561+0.063653i,0.00016332+0.024165i,0.02347+0.014896i,0.034378-0.00057414i,0.02682-0.0088097i,0.022106-0.014469i,0.012692-0.018562i,-0.0021166-0.015048i,-0.017148-0.011141i,-0.029681-0.0045909i,-0.03354+0.0078813i,-0.027331+0.017981i,-0.014936+0.016381i,-0.0068971+0.010358i,-0.0023944+0.011832i,0.0035593+0.016928i,0.0027788+0.015925i,-0.0015527+0.011542i
0.28623-0.48318i,0.082351-0.47041i,-0.0048277-0.33001i,-0.045481-0.23718i,-0.059128-0.19034i,-0.050888-0.12952i,-0.056718-0.057167i,-0.045138-0.0059534i,-0.019972+0.0047893i,-0.013982+0.0011406i,-0.013959+0.0016496i,-0.0072417+0.0049284i,0.010849+0.0079945i,0.034088-0.0026901i,0.043684-0.023244i,0.035583-0.03652i,0.019317-0.034188i,0.004054-0.017289i,-0.0035448-0.0034271i,-0.0093951-0.0016207i,-0.015313-0.0026133i,-0.012609-0.0047438i,-0.011191-0.0088991i
0.32998+0.3166i,0.14842+0.11984i,-0.010292+0.041441i,-0.041351+0.020888i,-0.056336+0.032992i,-0.044776+0.061183i,-0.011788+0.043821i,-0.015373+0.021491i,-0.020219+0.025588i,-0.0082997+0.024377i,0.00094653+0.018474i,0.0050433+0.01007i,-0.00069738+0.00016582i,-0.010965+0.0038584i,-0.012049+0.015056i,-0.0048908+0.01595i,-0.0014003+0.0065041i,-0.002624-0.00033926i,0.0015702+0.00047243i,0.011886-0.0014446i,0.020789-0.007606i,0.023188-0.0082807i,0.021615-0.0045503i
-0.16215+0.5666i,0.12267+0.4555i,0.19558+0.27893i,0.16601+0.17604i,0.13427+0.092224i,0.084398+0.0083953i,0.044359-0.032195i,0.028146-0.041115i,0.011713-0.037011i,0.0018232-0.023372i,0.0030636-0.014477i,0.0022258-0.010058i,-0.0036068-0.0036078i,-0.010373+0.0023062i,-0.014199+0.0069287i,-0.011851+0.012366i,-0.0032178+0.012642i,0.003651+0.003507i,0.0023302-0.0023694i,-0.00088524+0.0066765i,-0.0030412+0.016701i,-0.0084488+0.016121i,-0.010443+0.012074i
-0.63134-0.42076i,-0.49903-0.26604i,-0.32168-0.17339i,-0.20936-0.10711i,-0.10332-0.056977i,-0.025653-0.021089i,-0.0012469+0.0050967i,0.0049824+0.0060908i,0.0039301-0.0066343i,-0.0067736-0.011034i,-0.017855-0.0030692i,-0.017387+0.0084775i,-0.0026289+0.012416i,0.014143+0.004455i,0.021146-0.0074613i,0.017336-0.012332i,0.011186-0.0080626i,0.0071816-0.0012404i,0.0016473-0.0039443i,-0.010556-0.013804i,-0.023284-0.017372i,-0.020977-0.014434i,-0.012707-0.012232i
0.25816-0.44769i,0.047486-0.21041i,-0.031714-0.057342i,-0.050778-0.022992i,-0.076152+0.030244i,-0.056818+0.08044i,-0.0082341+0.071249i,0.011058+0.045118i,0.013303+0.035166i,0.01848+0.024303i,0.018457+0.010912i,0.010089-0.0016672i,-0.0057046-0.012636i,-0.021661-0.009337i,-0.028335+0.0040606i,-0.027792+0.012413i,-0.024538+0.013766i,-0.017037+0.014284i,-0.0023203+0.014756i,0.015833+0.0097174i,0.028847+0.0032426i,0.029898+0.0025976i,0.022883+0.0048474i
0.65517+0.21888i,0.5189+0.035509i,0.348-0.0088977i,0.22896+0.012496i,0.14566-0.01137i,0.062663-0.055011i,0.0080049-0.050135i,0.0036492-0.024533i,0.0074317-0.016122i,0.005603-0.0088609i,0.0071236-0.007546i,0.0068267-0.0076054i,0.010021-0.0018351i,0.01299-0.0043539i,0.0083151-0.012063i,0.0026143-0.015415i,-0.00050402-0.014734i,-0.003666-0.012948i,-0.006952-0.0071319i,-0.0084906+0.003863i,-0.010437+0.010834i,-0.015602+0.010069i,-0.01598+0.0062178i
-0.33084+0.46865i,-0.2889+0.23231i,-0.23948+0.078444i,-0.16766+0.012482i,-0.091881-0.020718i,-0.03545-0.026932i,-0.027228-0.017454i,-0.036223-0.00076027i,-0.030058+0.004413i,-0.025233-0.0016122i,-0.023439+0.00094205i,-0.015031+0.0081315i,0.0004673+0.014474i,0.020207+0.014654i,0.032627+0.0043013i,0.033373-0.0073933i,0.026225-0.012318i,0.014264-0.010927i,0.00099386-0.010048i,-0.011635-0.014623i,-0.01911-0.020051i,-0.015045-0.021689i,-0.0071876-0.019257i
-0.35992-0.043486i,-0.11077+0.071957i,0.0049091+0.074475i,0.010471+0.01893i,-0.013068+0.011228i,-0.0084784+0.02943i,0.015684+0.01352i,0.013117-0.0039105i,0.0029614+0.0022164i,0.0062148+0.0062555i,0.010486+0.0036562i,0.0072294-0.0031617i,-0.0094588-0.0088473i,-0.027612+0.0016617i,-0.031143+0.020345i,-0.023103+0.030536i,-0.013709+0.027653i,-0.0055905+0.018617i,0.0048391+0.014141i,0.019305+0.017049i,0.034123+0.020711i,0.038771+0.019787i,0.030369+0.01489i
0.073506-0.45253i,0.077637-0.27882i,0.0718-0.14212i,0.073988-0.02557i,0.084935+0.0099415i,0.056262-0.0055004i,0.032426-0.0043579i,0.034807-0.014531i,0.02653-0.026538i,0.014183-0.018021i,0.008884-0.0099058i,0.006014-0.0049813i,0.0068491-0.0033554i,0.0053828-0.0092657i,-0.0027567-0.014063i,-0.0096544-0.011593i,-0.0082056-0.0057515i,-0.0019702-0.0047252i,-0.00099718-0.0078506i,-0.0089689-0.0061927i,-0.02102-0.00036006i,-0.02714+0.0040213i,-0.022743+0.0048852i
0.16226-0.0052712i,-0.10954+0.046609i,-0.19375+0.037182i,-0.19047+0.015844i,-0.14777+0.033073i,-0.079983+0.048023i,-0.039658+0.046115i,-0.020276+0.042805i,-0.0059506+0.030195i,-0.0055794+0.011486i,-0.011969+0.0041773i,-0.011308+0.0053953i,-0.0020969+0.0059149i,0.0090348+0.00083158i,0.014938-0.008613i,0.013438-0.01549i,0.0079285-0.012739i,0.0017561-0.0036078i,-0.0028364-0.0036681i,-0.0081203-0.016441i,-0.014701-0.02767i,-0.01529-0.027339i,-0.010317-0.019406i
0.28317+0.21179i,0.26067+0.021626i,0.2185-0.044936i,0.13584-0.092647i,0.036322-0.09526i,-0.010516-0.052588i,-0.012279-0.021154i,-0.0080909+0.0029725i,-0.00048794+0.020234i,0.0089687+0.020795i,0.011845+0.012552i,0.0067023+0.0057267i,-0.0032644+0.0017312i,-0.012604+0.0020793i,-0.015066+0.007459i,-0.011515+0.011279i,-0.010409+0.011383i,-0.0094129+0.012239i,-0.0010715+0.01887i,0.016803+0.029203i,0.036708+0.033449i,0.040761+0.026531i,0.028+0.016723i
-0.14732+0.18737i,-0.016116+0.0092909i,0.0016562-0.012455i,0.050862+0.04454i,0.092467+0.023605i,0.065651-0.017508i,0.026368-0.020874i,0.0066945-0.02512i,-0.0063646-0.028745i,-0.010375-0.019036i,-0.0082558-0.0095893i,-0.0045333-0.0040996i,0.0050945+0.0010033i,0.015711+0.00088889i,0.017882-0.0039036i,0.013684-0.0065793i,0.012638-0.0078i,0.011233-0.010917i,0.0032564-0.013i,-0.0084754-0.010006i,-0.019545-0.0065473i,-0.02268-0.0047416i,-0.016706-0.0041077i
-0.37617+0.059125i,-0.22979+0.25176i,-0.16938+0.2157i,-0.16263+0.13764i,-0.11313+0.1153i,-0.037548+0.076718i,-0.0052385+0.022256i,-0.0068682+0.0010917i,-0.0096904-0.0066193i,-0.015474-0.016969i,-0.01868-0.016169i,-0.017155-0.0094269i,-0.015893-0.0011446i,-0.010541+0.0079351i,-0.0018251+0.0097082i,0.0052201+0.0055109i,0.0074619+0.00039958i,0.0052894-0.0035219i,0.0016613-0.008738i,-0.0033846-0.019169i,-0.0092733-0.026457i,-0.0084269-0.022376i,-0.0018864-0.014003i
0.07553-0.47797i,0.030618-0.30998i,0.069298-0.21463i,0.059983-0.1858i,0.013234-0.14067i,-0.0054498-0.071272i,0.01016-0.025724i,0.028206-0.010601i,0.035053-0.0045555i,0.034859+0.0009889i,0.032503+0.0029325i,0.027862-4.5803e-05i,0.012529-0.0047865i,-0.0097694-0.0042447i,-0.023267+0.0033734i,-0.024857+0.010574i,-0.022134+0.015012i,-0.015309+0.017432i,-0.0034406+0.021511i,0.011727+0.030964i,0.025501+0.038481i,0.027853+0.034901i,0.017952+0.024604i
0.35902-0.063716i,0.082533-0.14473i,-0.043684-0.082092i,-0.017755+0.0055897i,0.015827+0.024103i,0.0052328+0.025118i,0.00020595+0.035903i,0.0076507+0.026146i,0.0073339+0.014237i,0.0053403+0.015152i,0.0045795+0.015465i,0.0063168+0.012891i,0.015563+0.0056205i,0.022869-0.0071585i,0.019906-0.018045i,0.011628-0.020694i,0.0071868-0.015229i,0.0053445-0.0088453i,-0.00049088-0.0087791i,-0.010552-0.012318i,-0.019267-0.015869i,-0.021765-0.01611i,-0.016853-0.012369i
0.11433+0.52196i,0.16526+0.3451i,0.097335+0.19008i,-0.012564+0.11106i,-0.0551+0.091841i,-0.039514+0.05416i,-0.03518+0.016104i,-0.040025+0.019768i,-0.037115+0.024839i,-0.034706+0.012556i,-0.034832+0.0037076i,-0.034229+0.0051154i,-0.027241+0.011144i,-0.013008+0.013027i,0.00067507+0.0079886i,0.0080438-0.0011887i,0.0069618-0.0094407i,0.00099315-0.011796i,-0.0018463-0.011377i,-0.0015408-0.016486i,-0.0020575-0.022227i,-0.00038529-0.020424i,0.0032268-0.013603i
-0.38549-0.030969i,-0.17175-0.085324i,-0.012737-0.11349i,0.050757-0.14066i,0.04345-0.14733i,0.021292-0.10622i,0.0098269-0.058668i,0.0066665-0.036934i,0.0043918-0.028158i,0.0060083-0.018486i,0.011274-0.013291i,0.011342-0.012641i,0.0036244-0.0089232i,-0.0063354-0.0024863i,-0.013183+0.0065847i,-0.014791+0.015933i,-0.011472+0.019656i,-0.0049457+0.018948i,0.0028026+0.021611i,0.010497+0.031408i,0.017664+0.040226i,0.019558+0.036928i,0.012248+0.024759i
-0.12339-0.30036i,-0.14957-0.099756i,-0.16048+0.040517i,-0.09224+0.099691i,-0.024214+0.096942i,0.0045191+0.075906i,0.019937+0.043364i,0.019892+0.0026533i,0.013285-0.015947i,0.0099383-0.014365i,0.0088344-0.0090697i,0.01001-0.0094911i,0.011557-0.012204i,0.015605-0.011073i,0.017405-0.010621i,0.013861-0.0086709i,0.012322-0.0034508i,0.011472-0.0016833i,0.0069629-0.0051532i,-0.002049-0.013149i,-0.013154-0.020622i,-0.017655-0.019708i,-0.013026-0.014853i
0.33358-0.0095109i,0.26852+0.064442i,0.15379+0.035142i,0.016136+0.034489i,-0.037991+0.065542i,-0.025466+0.046676i,-0.012304+0.015224i,-0.0042819+0.017352i,0.0029623+0.01906i,-0.00067649+0.0067297i,-0.0094333+0.0031507i,-0.011415+0.010455i,-0.010724+0.015907i,-0.01221+0.015785i,-0.010205+0.0097395i,-0.0069216-0.0013625i,-0.0084864-0.011116i,-0.012743-0.013922i,-0.013326-0.012431i,-0.006972-0.012144i,0.00048033-0.013818i,0.002996-0.01245i,0.0054082-0.007363i
-0.024456+0.08296i,-0.1274-0.04521i,-0.05901-0.11908i,0.022571-0.16783i,0.034266-0.17748i,0.014796-0.11989i,0.0067164-0.04485i,0.012371-0.0085336i,0.016018+0.0029603i,0.018884+0.010893i,0.021677+0.01004i,0.019388+0.0066365i,0.01327+0.0029176i,0.0018101-0.0031671i,-0.0098227-0.0031432i,-0.013908+0.0040595i,-0.01202+0.010278i,-0.0065025+0.012862i,-0.0018776+0.015575i,0.0002946+0.026057i,0.0053752+0.036826i,0.0094024+0.033065i,0.00714+0.021123i
-0.047535+0.095533i,-0.051183+0.029042i,-0.067014+0.085236i,-0.043398+0.12095i,-0.022643+0.10821i,-0.015075+0.080061i,-0.011036+0.042212i,-0.016595+0.014172i,-0.020783+0.0096859i,-0.017718+0.013859i,-0.013396+0.01205i,-0.011105+0.0034091i,-0.005599-0.0032626i,0.0089639-0.0068967i,0.020644-0.010476i,0.022616-0.01082i,0.020669-0.0072433i,0.017512-0.0035385i,0.012271-0.0078441i,0.0026489-0.020472i,-0.00788-0.029085i,-0.011051-0.024854i,-0.0096475-0.016402i
0.055545+0.034275i,0.22186+0.00079399i,0.1679-0.023525i,0.047393+0.017705i,0.0025109+0.04824i,0.00031602+0.015567i,-0.0073391-0.014298i,-0.011399-0.010931i,-0.012417-0.011256i,-0.018999-0.017502i,-0.024786-0.012985i,-0.0233-0.0024173i,-0.019396+0.0080625i,-0.015722+0.01522i,-0.010688+0.015352i,-0.0067195+0.0086143i,-0.0073678-0.002226i,-0.0094-0.0085975i,-0.006076-0.0070032i,0.0016267-0.0056143i,0.0052109-0.0061388i,0.003364-0.0039456i,0.0015602-0.00022091i
-0.22496-0.068777i,-0.23326+0.040116i,-0.14295-0.0057036i,-0.0401-0.10144i,0.0075798-0.13857i,0.019229-0.090242i,0.028058-0.027955i,0.036134-0.010764i,0.036662-0.015495i,0.034204-0.018693i,0.030827-0.020277i,0.025935-0.017677i,0.01803-0.014496i,0.0022128-0.012253i,-0.013583-0.0050061i,-0.019589+0.0081193i,-0.014498+0.018117i,-0.0048023+0.019225i,-0.00073616+0.021347i,-0.00059516+0.030458i,0.001107+0.035151i,0.0028892+0.027458i,0.0038761+0.015133i
0.12216-0.15135i,0.019428-0.057i,-0.015914+0.031176i,-0.03694+0.073716i,-0.054922+0.10013i,-0.047034+0.09916i,-0.02436+0.060057i,-0.014193+0.029546i,-0.0040396+0.02672i,0.0068303+0.025983i,0.0089314+0.01921i,0.0064913+0.0086886i,0.0069122-0.002973i,0.012755-0.0099146i,0.01794-0.014482i,0.017652-0.016321i,0.014062-0.011453i,0.0092213-0.0045114i,0.0041566-0.0069154i,-0.00055227-0.018994i,-0.0024023-0.028524i,-0.0017125-0.026803i,-0.0002137-0.019976i
0.2532+0.071868i,0.21793-0.070046i,0.1342-0.096681i,0.055208-0.03122i,0.023196+0.0035017i,0.00644-0.019787i,-0.01081-0.02547i,-0.016495-0.0073978i,-0.0211-0.00011246i,-0.02498+0.0030183i,-0.022895+0.01101i,-0.018084+0.020195i,-0.010915+0.025255i,-0.0052882+0.022485i,-0.00027462+0.013708i,0.0021884+0.00042043i,-0.0024647-0.011726i,-0.0078895-0.015782i,-0.0069417-0.012829i,-0.0026277-0.0057982i,0.00053148+0.0019262i,0.00087874+0.0062746i,-0.0002253+0.0074652i
-0.2343+0.2398i,-0.21788+0.19291i,-0.13901+0.1012i,-0.037385-0.025219i,0.018844-0.097866i,0.03297-0.077486i,0.03243-0.032104i,0.030499-0.017981i,0.020289-0.021263i,0.0082221-0.019267i,0.0044278-0.015875i,0.0021463-0.012801i,-0.00161-0.0073822i,-0.0059647-0.0019499i,-0.011164+0.0049041i,-0.010234+0.014316i,-0.0021075+0.018158i,0.0063389+0.015426i,0.0085729+0.014096i,0.00394+0.018188i,-0.00098835+0.023375i,-0.001766+0.020773i,-0.0015793+0.013701i
-0.086958-0.18514i,-0.0042173-0.13832i,0.004654-0.038699i,-0.029442+0.049189i,-0.057808+0.10054i,-0.047165+0.10056i,-0.023336+0.055864i,-0.013038+0.027139i,0.00016227+0.023063i,0.007651+0.014688i,0.002222+0.0052522i,-0.003657-0.0031367i,-0.0060089-0.0094363i,-0.0010316-0.0089838i,0.0059474-0.0076411i,0.00716-0.0062072i,0.0047019-0.00048596i,0.0012641+0.00446i,0.00083047+0.0016195i,0.0035699-0.01325i,0.0055655-0.029434i,0.0049121-0.030962i,0.0032612-0.024417i
0.17635-0.13276i,0.17051-0.11513i,0.083826-0.093449i,0.024425-0.025597i,0.020774-0.0006107i,0.01325-0.018544i,-0.00024739-0.013594i,-0.0081183-0.0019873i,-0.012714-0.0016261i,-0.0092919-0.0034338i,-0.0033429-0.0019993i,0.0023157+0.0031132i,0.0051512+0.0070721i,0.0008388+0.0056736i,-0.0054837+9.5605e-05i,-0.011014-0.0065769i,-0.014624-0.012397i,-0.014785-0.015215i,-0.013943-0.010306i,-0.010121+0.0012615i,-0.0051337+0.010692i,-0.0040179+0.012484i,-0.0031755+0.009672i
-0.037416+0.23749i,-0.095091+0.30349i,-0.058673+0.17982i,-0.017956-0.00332i,0.0039326-0.07938i,0.015441-0.057784i,0.022063-0.024518i,0.023872-0.018392i,0.014175-0.01861i,0.0082089-0.010577i,0.011711-0.007943i,0.013014-0.0082641i,0.011125-0.0065521i,0.0051066-0.0068356i,-0.0027677-0.0047083i,-0.0039652+0.00026731i,0.0013353+0.0030967i,0.0080669+0.0030311i,0.0074851+0.0043433i,6.0513e-05+0.010827i,-0.0026374+0.017085i,0.00023631+0.016894i,0.0026402+0.012511i
-0.064118-0.11798i,-0.081609-0.17102i,-0.030918-0.10273i,-0.02559-0.012264i,-0.057577+0.059063i,-0.053273+0.073793i,-0.031284+0.037619i,-0.015235+0.016423i,-0.00073596+0.014775i,0.0026367+0.01398i,-0.00088079+0.015992i,-0.0048453+0.014051i,-0.0048611+0.0079719i,0.0044217+0.005246i,0.016936+0.0027279i,0.021305-0.002185i,0.014922-0.00072104i,0.0059123+0.0070806i,0.004939+0.0053533i,0.0093124-0.011156i,0.010838-0.026602i,0.0092348-0.027482i,0.005168-0.019767i
0.097962-0.079262i,0.076757-0.15702i,0.0027268-0.085739i,0.013973+0.0084398i,0.050119+0.0026133i,0.040119-0.029559i,0.015938-0.017187i,0.0029404-0.00061334i,-0.0062689-0.0041795i,-0.013038-0.0098775i,-0.014558-0.0059034i,-0.011625+0.00343i,-0.0073965+0.0092579i,-0.0061426+0.010782i,-0.006062+0.010482i,-0.0056572+0.0090197i,-0.006084+0.0032952i,-0.006903-0.0040163i,-0.0066013-0.0034423i,-0.0063623+0.0050381i,-0.008786+0.014088i,-0.010683+0.016214i,-0.0093851+0.01201i
