-0.0033149+2.3448e-05i,-0.002027-0.00037604i,-0.001503+0.00019525i,-0.00077268+0.0012502i,-0.0001421+0.0020797i,-3.086e-06+0.001011i,-0.0009093+0.00053347i,-0.00054752+0.00074519i,4.4906e-05+0.00074852i,0.00055473+6.9918e-05i,0.0014526+0.00041266i,0.0010223+0.00042911i,-0.00023728-6.9826e-05i,0.00016608-0.00084642i,0.0017724-0.0017797i,0.0016936-0.0010654i,0.0013183+2.6874e-05i,0.00083381+0.00064838i,-0.00011986+0.00066281i,-0.0005614-0.00016265i,-0.00040606-0.00017494i,0.00058929+0.0001858i,0.0011424+0.00066148i
0.0012407+0.0011687i,0.0020133+0.0015918i,0.00299+0.00090251i,0.0024885+0.00011715i,0.00046419+0.00038614i,-0.0014839+0.0010573i,-0.0018058+0.00076593i,-0.00063368+6.2716e-06i,8.8778e-05-0.00033609i,0.00060989-0.00098003i,0.0011314-0.00055069i,0.0009695+0.00032303i,0.00051675-9.25e-05i,0.00040328-0.0001122i,0.00047195+6.7063e-05i,-0.00032252-0.00086577i,-0.00084446-0.0011543i,-0.00075568+3.4899e-05i,-0.00064131+0.00041683i,-0.00083258-0.0008449i,-0.00067017-0.001109i,-5.3858e-05-0.00054937i,-0.00026577-0.0005047i
-0.00042185-0.00013893i,-0.00070556+0.00045365i,-0.0013164+0.00097112i,-0.0016191+2.1586e-05i,-0.00094045-0.0013062i,-0.00030628-0.0021964i,-0.00035508-0.0017798i,0.00036551-0.00051563i,0.00047462+0.00050363i,4.1985e-05+0.00084058i,0.00026533+0.00098855i,0.00049111+0.0010316i,0.00031167+0.0011512i,-0.00018967+0.00076451i,-0.0004498+0.000201i,-0.0011658+7.9971e-05i,-0.00066741+0.00035053i,0.00025785-0.00014375i,0.0011223-0.00018363i,0.00089302+0.00075844i,-0.00022305+0.00024877i,-0.00059205-0.00026596i,-0.00052685-0.00013733i
-0.00069708-0.00095892i,-0.00121-0.0018167i,-0.0017385-0.0014041i,-0.0010988-0.00078049i,-0.0011286-8.6693e-05i,-0.0014534+0.00042i,-0.0017803-5.8896e-05i,-0.0014197-0.00038659i,-0.00058035+0.00016688i,-0.00036396+0.0011542i,-0.00085011+0.0023412i,-0.00088183+0.0023665i,-0.00027902+0.0013093i,-3.0002e-05+0.0012913i,-7.9611e-05+0.00015696i,-0.00034682-0.0011588i,-0.00016021-0.00078849i,-0.00027032-0.00065371i,-0.00090808-0.0006351i,-0.0011116-0.00069058i,-0.00016493-0.00019111i,-7.2866e-05+0.00059706i,-0.00070673+0.00058117i
0.00021245-0.0016787i,-0.00076692-0.0007317i,0.00025906+0.00044805i,0.0012108+0.0012727i,0.00064074+0.00098462i,-0.00055965+0.00052756i,-0.00068104-1.4462e-05i,-0.00082084-1.3013e-05i,-0.0011341+0.00041441i,-0.00075921+9.1848e-05i,-0.0010837+0.00020719i,-0.0017632+0.00046271i,-0.0023474-1.9047e-06i,-0.0020884+0.00010386i,-0.00078213+0.00040056i,-0.00016897+6.2873e-05i,-0.00015582-0.00050167i,-5.0544e-05-0.00025807i,0.00029778+0.00016114i,4.7354e-05-0.00017343i,-0.00081232-0.00023928i,-0.00099292-0.00011236i,-0.00064135-0.00028984i
0.00075597+0.00091443i,0.00026161-3.8258e-05i,0.00059141-0.00069653i,0.00061604-0.00059955i,0.00090485-0.0014219i,0.00021201-0.0018102i,-0.00080899-0.0013341i,-0.0011731-0.0014267i,-0.001025-0.0017565i,-0.00072844-0.0017019i,-0.00055941-0.0010943i,-0.00054718-0.00062914i,0.00015712-0.00072756i,0.00083688-0.00065943i,0.00026233-0.00094453i,-0.00019451-0.00071441i,-0.00034693+8.254e-05i,-0.00043732-0.00029827i,-0.00011186+7.5596e-05i,1.8159e-05+0.00078801i,8.2393e-05+0.00026269i,0.00020888+0.00017614i,6.4649e-05+0.00058535i
-7.5634e-06+0.0010541i,0.00029467+4.3236e-05i,0.00022129-0.0010405i,-0.00018402-0.0013799i,-0.00066182-0.00083648i,-0.00089337-0.00063903i,-0.00099576-3.8978e-05i,-0.00032464+0.00012069i,-7.44e-05-0.00061833i,-0.00022709-0.00080543i,-0.00037316-0.00069172i,-0.00057769-0.0010955i,-0.00038317-0.000209i,-0.00070237+0.00018526i,-0.0011058-0.0006119i,-0.00087032-0.00063943i,-0.00041618-0.00059933i,0.00019013-0.00069421i,0.00077899-0.00027511i,0.0011221+0.00013622i,0.00063325+0.00054863i,0.00010836+0.00055097i,0.00020891+0.00016374i
0.00039241+0.00044513i,-7.9472e-05-0.0010983i,-0.0007445-0.0013821i,-0.00067289-0.00098893i,-0.00041699-0.00078054i,-0.00054112-0.0012637i,-0.00029927-0.0013629i,0.00011129-0.00083248i,0.0013088-0.00048485i,0.0014408-0.00096875i,0.0012689-0.00099071i,0.00075893-0.0004598i,0.000201+0.00016417i,-0.00036526+0.0006776i,-0.00058994-1.1365e-05i,-0.00058687-0.00010863i,-7.6119e-05+0.00020104i,0.00026992+0.00056281i,0.00022543+0.0011367i,0.0001922-7.6513e-05i,0.00040063-0.00094122i,2.0346e-05-0.00057519i,-0.00040506-0.00023501i
-0.00043568-0.0004128i,0.0022806-0.001131i,0.0037842-0.0011493i,0.0027756-0.00079504i,0.00035379-0.00073531i,-0.0011389-0.00029521i,-0.00032636+0.00027573i,0.0010097-9.7285e-08i,0.001544-0.00027009i,0.0013999+0.00011363i,0.00058662+0.00016226i,0.00058629+2.0062e-05i,0.0013208+0.00029273i,0.0017099+0.00088024i,0.0010017+0.0010854i,-0.00056043+0.00042865i,-0.00096348-0.00076288i,-0.0005547-0.00061056i,-0.00014241-0.00047323i,0.00046711-0.0010227i,0.0005074-0.00044659i,0.00024501+0.00055155i,-0.00036695+0.00010892i
0.0011581-0.000526i,0.00029868-5.2741e-05i,-0.00095744-0.00035967i,-0.0011748-0.00045354i,-0.00078621-0.00041682i,-0.00015004-0.00026632i,0.00043782+0.00022263i,0.001293+0.00063564i,0.0009606+0.0011787i,-0.00021625+0.00049362i,-0.00072887-0.00010959i,-0.00023647+0.00013273i,-0.00019373+0.00036058i,-0.00049123-0.00046395i,-6.0773e-05-0.0010283i,0.00027435-0.00055368i,7.3167e-05+0.00017312i,-0.00019252+0.00051452i,-4.5282e-05+0.00060197i,-3.776e-05+0.00057546i,0.00034679+8.5799e-05i,7.7734e-05-0.00046332i,-0.00010425-0.00051018i
0.0005273+7.2389e-05i,0.0011593-2.899e-05i,0.0012999-0.00070208i,0.00023948-0.00043341i,-0.00037973-0.00071345i,-0.00095805-0.0015123i,-0.0011713-0.0013329i,-0.00057035-0.00037294i,-0.000683-0.00021638i,-0.0007247+0.0003861i,-8.4555e-05+0.0012524i,0.00044075+0.0016486i,0.00079324+0.00096604i,0.0003189-0.00084856i,-0.0007129-0.00082059i,-0.00031398-0.00016834i,0.00032546+0.00023184i,-0.00012127+0.00060376i,-0.00048047+0.00026502i,-0.00054961-0.00035898i,-0.00034665-0.00058348i,-0.00013848-0.00026766i,-0.000463+0.00030639i
-0.0017739+0.00069597i,-0.0015271+0.0017069i,-0.0011723+0.0018087i,-0.00052566+0.00085206i,0.00029207-0.00048367i,5.161e-05-0.00069482i,-0.00066421-4.5168e-05i,-0.0012599-0.00029084i,-0.0019364-0.00057768i,-0.00059915+0.00015599i,0.00087771+0.00042713i,0.00056541+0.0002729i,-0.00023795-0.00035189i,-0.0002341-0.0011173i,-0.00021011-0.0012025i,-0.00065495-0.0004657i,-0.00085382+0.00021303i,-0.00096002+0.0002509i,-0.0006813+0.00024653i,-0.00042185+0.00054527i,-0.00024251+0.0010231i,0.00014542+0.0010355i,0.00013494+0.00035809i
-0.00023207+0.00045572i,0.00064242-0.0010074i,0.00084937-0.0017271i,0.0014615-0.0019373i,0.0017669-0.0013346i,0.00034599-0.00075404i,-0.001371+2.4674e-05i,-0.0016111+0.00060887i,-0.0011966+0.00025895i,-0.00064526-0.00030327i,-0.00040238-0.00063489i,-0.00030624-0.00033108i,-0.00048418-0.00050408i,-0.00034586-0.00068696i,-0.0010369+0.00011666i,-0.0014643+0.00041665i,-0.00040785+0.00025814i,-3.3182e-05+0.00027664i,0.0001078+0.00028615i,0.00021375+0.00051468i,0.00013459+0.00060262i,0.00054964-1.8067e-05i,0.00070721-0.00095752i
-0.0013457-0.00017315i,-0.00012833+0.002357i,-0.000551+0.0039337i,-0.00097931+0.0028327i,-0.00071012+0.0018385i,-0.00088338+0.00091444i,-0.0011058-0.0011659i,-0.00049842-0.0016287i,-0.00039752-0.00090743i,-0.00086264-0.00013822i,-0.00063502-0.00013886i,0.00017583-0.00015622i,0.00029783-6.8097e-05i,0.00063302-0.00065985i,0.00042801-0.00035877i,-0.00041018+1.9857e-05i,-0.00071276-0.00045572i,-0.00051038-0.00050696i,-0.00023588-0.00046958i,-6.8446e-05-0.00032846i,-0.0002914-0.00033731i,-0.00022651-0.00059598i,-0.00026183+6.9655e-06i
0.0003115-0.0025976i,-0.0015738-0.0023954i,-0.003151-0.0018752i,-0.0025156-0.0014813i,-0.0014561-0.00049706i,-0.0009078+0.00050686i,-0.0005366-0.00034431i,-0.00024347-0.0015664i,-0.0002459-0.001582i,0.00030494-0.00071491i,0.00026826-0.00033263i,-0.0015016-0.00064023i,-0.0012777-0.00036643i,-7.6995e-06+0.00039222i,2.9135e-05+0.0010629i,-4.449e-05+0.00063054i,-2.2278e-05-0.00077825i,-0.00022195-0.00079266i,-0.0004121-0.00015765i,-0.00023633-0.00010391i,-7.0953e-05-3.4392e-05i,4.1398e-05+0.00036271i,-2.7045e-05+0.00076036i
0.00011817-0.0014092i,0.00036036-0.00066589i,0.00090468+0.00021398i,0.00090902+0.00086083i,0.00040066+0.00077189i,-0.00039748+0.00044663i,-0.00067014-0.00026416i,-0.00049028-0.0012994i,-0.00038083-0.0014353i,-3.7618e-05-0.00088945i,0.00057802-0.00085419i,0.0011099-0.00013555i,0.0013818+0.0012243i,0.0011171+0.001084i,0.00036703+0.00047134i,-0.00019662+9.2499e-05i,-4.7251e-05-0.00061349i,-0.00049002-0.00063078i,-0.00023577-0.00048782i,0.00074582-0.00041313i,0.0007235+0.00010034i,0.0003429+0.00069558i,0.00012046+0.00056932i
-0.0019286-0.00023726i,-0.0025296+0.00098428i,-0.0020655+0.0022015i,-0.00099591+0.0018645i,-7.5154e-05+0.0011342i,0.00040557-0.00034445i,6.1493e-05-0.00086588i,-0.00012526-0.00064531i,-0.00010725-0.00079609i,0.000133-1.4694e-05i,0.00092368+0.00051362i,0.00097179-0.00013469i,7.3536e-05-0.00036355i,0.00031999-0.00018569i,0.0012824-0.00035096i,0.00076075-0.0004425i,-0.00032773+0.0001368i,-0.00099237+0.00070527i,-0.00054402+0.00032307i,-0.00014743+7.4319e-05i,-0.00037672-0.00075602i,-0.000191-0.00088117i,0.00039617+6.0721e-05i
0.00019375-0.00023539i,-0.00023929-0.0019899i,-3.5259e-05-0.0023156i,5.9051e-05-0.0019255i,-0.00055796-0.00099638i,-0.00055849+0.00025036i,0.00049038+0.00036811i,0.00067632+0.00021519i,-0.00084668+0.00036276i,-0.001057+0.0005616i,0.00057098+0.00082482i,0.00027881+0.00016852i,-0.00061331+0.00012513i,-0.00053092+0.00036993i,-6.7662e-05+0.00032751i,-0.00047581+0.00026119i,-0.00071214+0.00010369i,-0.00032442+0.00021427i,-0.00014826+0.00062175i,-0.0004971+0.00074141i,-0.00092993+0.00099271i,-0.00052622+0.001071i,0.00033023-0.00049602i
0.0016575+0.0012961i,0.0017481+0.0010461i,0.0016097+0.00058363i,0.0019169+0.00073208i,0.00073822+0.00055876i,-0.00083646-0.0003145i,-0.00088412-0.0010821i,-0.00027108-0.001027i,-0.00025503-0.00058309i,-8.7633e-05-0.00027293i,0.00029985-0.00015545i,0.0001982+0.0006379i,0.0003111+0.0010164i,-0.00016801-0.00029559i,-0.00058002-0.0013079i,-0.00030141-0.00090931i,-0.00035372-0.00057362i,-0.00030939-0.00045813i,-0.00017023-0.00025917i,7.4756e-05+0.00039389i,0.00076396+0.0010066i,0.0010889+0.00046621i,0.00093064-0.0002559i
-0.00041675+0.00084842i,0.00015376+2.8724e-05i,0.00068921-0.00038263i,0.00022451-0.00071272i,-0.0003389-0.00099863i,-0.00044525-0.001322i,-0.0010516-0.0010885i,-0.0013979-0.00066583i,-0.00053813-0.00015271i,-9.0006e-06+0.0001221i,-0.00060712+1.4337e-05i,-0.00098764+0.00065898i,4.3136e-06+0.00084631i,0.00019138-0.00064065i,-8.9792e-05-0.0016162i,-0.00017362-0.00092394i,-0.00076492-0.0006769i,-0.00071615-0.00060282i,-2.1771e-05-0.00069294i,-0.00024629-0.00047069i,-0.0008142-0.0004012i,-0.00054616-0.00060648i,-0.00032094-0.00035986i
0.00070738+0.0010838i,0.0015821+0.00049707i,0.0021056+0.00018405i,0.0011451-0.00047675i,-6.1287e-05-0.00093789i,-0.0017133-0.00061579i,-0.0022565+0.00086852i,-0.0007873+0.00076873i,0.00057284-0.0002221i,0.00039771-0.0006422i,0.00029017-0.00047987i,-0.00029311+0.00079314i,-0.0013302+0.001264i,-0.0011423+0.00044318i,-0.00072526-0.00049316i,-0.0007047-0.00053793i,-0.00054048-0.00073574i,-0.00034416-0.00028255i,-0.00017112+0.00015552i,0.00045228-0.00047889i,-9.8054e-05-0.00056509i,-0.00093043-0.00049209i,-0.00016082-0.00040936i
-0.00061197+0.00095295i,-3.6276e-05+0.00079433i,0.0011125+0.0011508i,0.0011368+0.0010279i,0.00052183+0.00017345i,-0.0001464-0.001077i,-0.0011688-0.0012798i,-0.00082295-0.00071132i,0.00025756-0.00078277i,0.00043302-0.00081218i,-0.00026823-0.0012065i,-0.00077514-0.0017154i,-0.00031476-0.0014282i,-0.00033046-0.0014373i,-0.00092231-0.0010758i,-0.0010616-0.00034461i,-0.00022483-0.00025917i,0.00048473-0.00048424i,0.00057052-0.00042516i,-2.9281e-05-0.00030504i,-0.00039654-9.5332e-06i,-0.00033237-4.1922e-05i,-9.6e-05-8.2611e-05i
0.00032507+0.0013181i,0.00066236+0.00057959i,0.00034558-0.00074037i,0.00093651-0.00075346i,0.0008418-0.0010433i,-0.00029444-0.0013751i,-0.0013622-0.0013294i,-0.0010835-0.0010355i,-0.00021311-0.00059732i,0.00028735-7.643e-05i,0.00029751+0.00016947i,-1.0086e-05+3.2301e-05i,-0.00011115+0.00031579i,-1.0743e-05-9.8896e-05i,0.00038366-0.0011072i,0.00054879-0.00073154i,0.00033606-0.00017031i,0.00029826-0.00020133i,0.0004078-0.00042521i,0.00057012+0.00033079i,0.00057363+0.00094242i,0.00048953+0.00066904i,0.0010155+0.00013924i
-0.00078269-0.0019594i,-0.0016233+0.00021758i,-0.0018047+0.001102i,0.00051109+0.0016638i,0.001053+0.0017952i,-0.00080472+0.00059952i,3.2242e-05-0.00095182i,0.0013973-0.00033246i,0.00082625+0.00061905i,0.00018281-4.0888e-05i,0.00035648-0.00051938i,0.0012228-0.0002127i,0.00063805-0.00038799i,-1.6442e-05-0.00087739i,0.00066725-0.0004193i,0.00070652-0.00014551i,5.1169e-05-0.00084785i,-0.00016811-7.997e-05i,0.00032686+0.0012336i,3.4499e-05+0.00097715i,-0.00051165+0.00046547i,-0.00016528+5.3602e-05i,-0.00021622-0.00046982i
-0.00083304+0.00098791i,0.00027088+0.00086028i,0.001061+0.000101i,0.0010356-0.00013714i,0.00049848-0.00018448i,8.4699e-05+0.00010138i,-0.0005006+8.8262e-05i,-0.00059681-0.00026147i,-0.00019358+6.8288e-05i,-0.00028658+0.0011195i,-0.00025584+0.001264i,0.00011108-0.00014042i,0.00031207-0.00010374i,0.00074289+0.00033016i,0.00084411-0.00013477i,0.00025946-0.00052383i,0.00023113-0.00018037i,-7.7225e-05+0.00057885i,-0.00022289+0.0014549i,-0.00016652+0.0013472i,7.0056e-05+0.00022722i,0.00040036-0.00052452i,0.00089215-0.00031191i
0.00043314-0.00050883i,-0.0016915-0.00069347i,-0.0018885-0.00040979i,-0.0018706-0.0013163i,-0.0021768-0.0020421i,-0.0024693-0.0014207i,-0.0018303-0.00065423i,-0.00063902-0.00081335i,0.00010539-0.0012306i,0.00071495-0.0011079i,0.00087055-0.00017079i,0.00015201+0.00082511i,0.00030433+0.00069848i,0.00067026+0.0004152i,-0.00091851+0.00034384i,-0.0017406+7.2609e-05i,-0.00083129-0.00037181i,-4.3567e-05-0.00056154i,0.00050403-0.00022915i,0.00049912-8.9807e-05i,-3.1295e-05-0.00018556i,-2.6117e-05-0.00014995i,-1.1539e-05-0.00049463i
-0.00041235-0.0016038i,7.669e-05-0.0022207i,0.00042903-0.0015797i,0.0004609-0.00041468i,0.00082129+0.00019351i,0.00032884+0.0012814i,-6.1827e-05+0.0007628i,0.00013831+0.0005466i,-0.00027401+0.00072814i,-0.00055582+0.00020838i,-0.0001309+0.00096772i,3.2044e-05+0.00089943i,0.00041922-0.00033038i,0.000976-0.00064211i,0.00099915-0.00024514i,0.00082227+0.00014261i,0.00045329-0.00054462i,0.0001475-0.0011515i,-0.00015677-0.00048273i,-0.00043191-0.00038923i,0.00027746-0.00049783i,0.00091871+0.00034131i,0.00090913+0.00038043i
0.00091544+0.0013584i,0.0011335+0.0020798i,0.0025776+0.0027243i,0.0030028+0.0014211i,0.00082511+0.00023456i,-0.0011277-0.00020704i,-0.0014326-7.5508e-05i,-0.0015078-0.00020661i,-0.0014877-0.00019823i,-0.0016843+0.00020202i,-0.0012738+0.00061591i,-0.00075367+0.0010091i,-0.00050678+0.00059449i,7.3994e-05+0.00025561i,0.00027969-0.00065989i,0.0006532-0.0013925i,0.0003397-0.00039425i,-0.00062193+0.00075838i,-0.00039292+0.0012054i,0.00024344+0.0003707i,0.00049016+0.00031844i,0.00027471+0.00045491i,-9.0478e-05+0.00014974i
-0.0018577-0.00109i,-0.0024546-0.00058856i,-0.0022324+0.00032846i,-0.0009293+0.00048524i,-0.00036781-0.00021323i,-0.00022064-0.0013222i,0.00043116-0.0014667i,0.00023359-0.0012112i,-0.00078199-0.0012611i,-0.0014384-0.0013949i,-0.00068703-0.0013367i,-0.00010899-0.00018688i,0.00047415+0.00020345i,0.0014737+0.00021478i,0.0013286+0.0006692i,0.00056152+0.0007428i,-0.00054622+0.00065303i,-0.0010205+0.00013345i,0.0002094-0.00012426i,0.00079264-0.0001865i,-9.6291e-05-0.00049421i,-0.00043401+7.4579e-05i,-7.6727e-07+0.00074206i
0.00023842-0.0026678i,0.00013807-0.0016909i,0.00057396-0.0020691i,0.00015988-0.0010898i,-0.0005746+0.001258i,-0.00016874+0.0025334i,0.00044922+0.0011523i,-6.5421e-05-0.00079404i,-0.0012634-0.001145i,-0.00096073-0.00027082i,-0.00045728+0.00021994i,-0.00089849+0.00032368i,-0.00059092+0.00070036i,0.00017336+0.0011072i,0.00075359+0.0010366i,0.00038892+0.00034104i,-9.7705e-05-0.00027341i,-0.0003837+4.4627e-06i,-0.00087989+0.00046392i,-0.00078244+0.00016852i,-0.00034325-1.6603e-05i,8.4422e-05+0.00015842i,0.00077068+0.00044411i
-0.0017692-0.00062636i,-0.0021646+0.00019295i,-0.0016716+0.0020817i,-0.00099774+0.0026206i,-0.00060119+0.0006158i,-5.8351e-05-0.0010251i,-0.00011594-0.0005053i,-1.23e-05-0.00042201i,0.00068351-0.00072323i,0.00036292-0.0011308i,-0.00013726-0.001141i,-0.00013615-0.00097469i,-3.0786e-05-0.00065827i,-0.00013548-0.00014775i,-0.00043616-0.00033562i,-2.6912e-05-0.000779i,0.0002288+2.6098e-05i,2.6794e-05+0.00084469i,-0.00021556+0.00069787i,-6.5047e-05+0.00071218i,0.00065398+0.00061762i,0.0010396+0.00049481i,0.00025288+0.00041516i
0.0014332-0.0013721i,0.003177-0.0022724i,0.0039834-0.0021318i,0.0032073-0.0018409i,0.0019921-0.0015231i,0.00086311-0.0010673i,0.00071863-0.00097086i,0.00094221-0.00015781i,0.00044346+0.00094402i,0.0001684+0.00078951i,0.00055208+0.00042649i,0.00047063+0.00022904i,0.0003571-6.8197e-05i,0.00038836-0.00037216i,0.00034737-0.00077718i,0.00068559-0.00081182i,0.00038331-0.00014893i,-0.00024085-0.00019294i,-0.00061058-0.00037158i,-0.00041066+2.5442e-05i,0.0003663-0.0001635i,0.0011109-0.00031707i,0.00086304-0.00023395i
0.0013862-0.00033815i,2.1615e-05+0.0016668i,-0.00032627+0.0017066i,-3.347e-05+0.00049491i,0.00010487+0.00030518i,-0.00079329+0.00055134i,-0.0013499+0.00043503i,-0.00076098-8.9494e-06i,3.2857e-05-0.00059425i,0.0006277+4.817e-05i,0.00036457+0.00060604i,-0.00039378+0.00022051i,-0.001106+6.7757e-05i,-0.0010112+0.00048167i,-0.00047351+0.00045164i,-0.00075376+0.00019268i,-0.00023232-0.00058804i,0.00046786-0.00062908i,0.00042927+5.5469e-06i,0.00045448-0.00021654i,0.00056985+0.00027017i,0.0004237+0.00074007i,6.2145e-05-8.7572e-05i
0.0010352-0.0010642i,0.00039787-0.0018441i,0.00070414-0.0016775i,0.00047447-0.00010746i,-0.00038422+0.00037284i,-0.00077897-0.00053094i,-0.00047948-0.00067282i,-1.0596e-05-0.00019197i,0.00021406-4.5305e-05i,0.00025869+3.6689e-05i,9.6415e-05-0.00016712i,-0.00032282-0.00093468i,-0.00080139-0.00068997i,-0.00067248+0.00011575i,-0.00019498+0.00021145i,0.00014725-5.0818e-05i,0.00045072-0.00011314i,6.2932e-05+3.7605e-05i,-0.00069988-0.00015428i,-0.00090319+1.0941e-05i,-0.00059321-0.0001288i,-0.00085844-0.00081575i,-0.00083645-0.00062054i
-0.00077111+0.0012686i,0.00047932+0.0022203i,0.0011826+0.0027552i,0.0010534+0.0017105i,0.00088786+0.00066307i,6.7828e-05+0.00082422i,-0.00070185+0.0007161i,-0.00053553+9.4474e-05i,-0.00040149-0.00057407i,-0.00023133-0.00072051i,-0.00026057-0.0002224i,-0.00049175-6.6773e-05i,-0.00045031-0.00015143i,-0.00023257-4.9708e-05i,0.00011067-0.00011267i,-1.1079e-05-0.00045129i,-8.4481e-05-0.00034807i,-0.00048411+7.4794e-05i,-0.0010688+7.0639e-06i,3.6408e-05-0.00029596i,0.00086885-8.1233e-05i,-0.00015053-3.8887e-05i,-0.0007056-0.00031301i
-0.00068672-0.0017243i,-0.001191-0.001281i,-0.0017591-0.00086325i,-0.00040954-0.00039368i,0.00061473-0.00033393i,0.00063473-0.0014366i,5.3159e-07-0.0013044i,-0.0006632-0.0010242i,-0.00065766-0.0008782i,-0.00041055-0.00064662i,-0.00027235-0.00057628i,-8.3647e-06-0.00056055i,0.00043985+5.4702e-05i,9.6623e-05+0.00013933i,-0.00061064-0.00055727i,-0.00074724-0.0003294i,-0.00097959+0.00059294i,-0.0010933+0.00072084i,-0.00055264+0.00086305i,-0.00038341+0.00061648i,-0.00038819-0.00047317i,-0.00055906-0.0011902i,-0.00052688-0.0014041i
0.0012543-0.00098295i,0.002168+0.00035084i,0.0013616+0.00020899i,0.00029222-0.00031465i,-0.00022967-0.00024628i,-0.00094081-0.00076355i,-0.00065706-0.00076519i,-0.00031516-0.00045077i,-0.00070234-0.00026255i,-0.00052616+0.00045744i,4.2676e-05+0.00069001i,-8.7936e-06+0.00037345i,-0.00026408+0.00026886i,-0.00034282-0.00011779i,-0.00050761-0.00071698i,-0.00064408-0.00089446i,-0.00059868-0.00054034i,-0.0012278-0.00065485i,-0.0011846-0.00053876i,0.00023009-0.00033204i,0.00035574-0.00045746i,5.4056e-05-0.00026433i,-0.00017258-0.00058054i
-8.0022e-06+0.00033454i,-0.0011718+0.0016345i,-0.0020921+0.0010951i,-0.001712+4.3566e-05i,-0.00059271-0.00014766i,5.2629e-06-6.3764e-05i,-2.7136e-05-0.00057283i,0.0013402-0.001293i,0.0015789-0.0016499i,0.00059185-0.0014856i,-4.8252e-05-0.0007621i,-0.00026139+0.00033517i,-2.9803e-05+0.0009313i,0.0005-0.00026076i,0.00048556-0.00079443i,0.00067782-0.00069517i,0.0011972-0.00056964i,0.0013029-8.4091e-05i,0.0010485+0.00071348i,0.00028179+0.00070999i,-0.00039715-0.00020434i,-0.0013027-0.0008901i,-0.0014842-0.00065047i
-0.0003828-0.00061918i,-3.088e-05-0.00043489i,0.00047851-1.638e-05i,0.0011834+9.602e-05i,0.001496+0.00021755i,0.000971+0.00026961i,0.00031505+0.00013449i,-0.00026875-4.5392e-05i,0.00033621-0.00062736i,0.0013214-0.0010948i,0.00047302-0.00054313i,-0.00019649-0.00049273i,0.0001387-0.00072708i,-0.00034701+0.00027614i,-0.00016293+0.00068132i,0.00057464-0.00028435i,7.0234e-05-0.00028444i,0.00015643+9.1208e-05i,0.00033937+6.2417e-05i,0.00031051-0.00018593i,0.00077285-0.00067234i,0.00065808-0.0011112i,8.3021e-05-0.0009315i
-5.2205e-05-0.00048866i,-0.00021281-0.0014419i,-9.3243e-06-0.0014748i,-2.0012e-05-0.0011957i,-0.0011815-0.0011796i,-0.0023244-0.00096198i,-0.0015528-0.00093724i,-0.00032454-8.7876e-05i,0.00013283+0.0010262i,0.00069338+0.00089597i,0.0011494+7.1401e-05i,0.00053062-0.00038168i,-0.0006511-9.0686e-06i,-0.00056999-0.00038787i,-0.00032993-0.0012563i,-0.00049973-0.00087007i,-0.00029221+1.7868e-05i,-0.00045345-6.4328e-05i,-0.00012247-0.00055414i,0.00048614-0.00050433i,0.00015175-0.00020296i,-3.686e-05-0.0001068i,0.00039844-0.00024042i
7.4377e-05-0.0017661i,0.0011808-0.00081635i,0.0017475+0.00016159i,0.0013384+0.0011821i,0.0010376+0.00096405i,0.0011163-0.00029371i,0.0006426-0.0015099i,0.00011586-0.0018848i,-0.00020546-0.0009769i,0.00063928-0.00010448i,0.0010431+0.00029761i,0.00024965+0.00067743i,-0.00064227+0.001131i,0.00012546+0.0010727i,0.00069677+0.00025199i,7.7949e-05-6.8902e-05i,-0.00038749-0.00011251i,-0.00044616-0.00064311i,0.00023085-0.00026315i,0.0003417+0.00045173i,-0.00027099-9.1341e-05i,-0.0008416-0.00015432i,-0.00068715+4.001e-05i
-0.0010175+0.00032075i,-0.0017668+0.0018963i,-0.0023196+0.0034603i,-0.0010168+0.0028241i,0.0011903+0.0014364i,0.00093008-0.00030363i,-5.2004e-05-0.0012373i,6.786e-05-0.00063161i,-0.00021922-0.00048249i,-0.00029595+0.00016355i,0.00051565+0.00071203i,0.00095353+0.00011678i,0.00085189-0.00015332i,0.00048011+2.6894e-05i,-0.00021348-0.00038128i,-0.00091018-0.00087306i,-0.00051544-0.00033625i,-6.4705e-05+0.00017141i,-0.00051263-0.00012744i,-0.00034433+1.1662e-05i,-0.00039768+0.00050859i,0.00018931+0.00032058i,0.00035732+0.00039496i
-0.0014477-0.00013493i,-0.0012955-0.00048751i,-0.0012119-0.00096612i,-0.00075818-0.001185i,-0.00039756-0.00090556i,0.00040161-0.00039602i,0.00040316-0.0011218i,-0.00039672-0.0018955i,-0.00076642-0.00090889i,-0.00048877+0.00054431i,7.361e-05+0.00087538i,-0.00039155+0.00072208i,-0.00093521+0.00055902i,-0.0012056+5.8047e-05i,-0.00021427-0.00059753i,0.00065762+0.00013114i,9.0072e-05+0.00040289i,3.7621e-05+0.00034542i,0.0001529+0.00058733i,-5.4459e-05+0.00055739i,5.7994e-05+0.00079236i,0.00019892+0.00076024i,9.4395e-05-0.00041669i
