-0.004832-0.00017859i,-0.0040294+0.00067612i,-0.004035+0.0029718i,-0.0037035+0.0034028i,-0.0019445+0.0041347i,-0.00042835+0.0038476i,2.1897e-05+0.0017936i,0.00042927+0.00028737i,0.001242+0.00043659i,0.0016256+0.00088988i,0.001002+0.00011627i,0.0011265-0.00051873i,0.0014065-0.0010805i,-0.00028104-0.0014891i,-0.0010317-0.0013242i,-0.00024349-0.001297i,-0.0002066-0.0011776i,-0.00030515-0.00068885i,-0.00028421-0.00045901i,2.6249e-05-0.00029591i,0.00035964-0.00021677i,8.1553e-05-0.00037408i,-0.00052902+7.2604e-06i
-0.00040802-0.0013239i,-0.0018322-0.0022341i,-0.0027249-0.002167i,-0.0023467-0.0012639i,-0.0016185+0.00029571i,-0.00026781+0.0026535i,0.0024164+0.0059951i,0.0021253+0.009347i,-2.9637e-05+0.010327i,0.00015092+0.0087384i,0.00017836+0.0063428i,-0.00049842+0.0040738i,-0.00097575+0.0027058i,-0.0019085+0.0024309i,-0.0015378+0.002128i,0.0004663+0.0014173i,0.0019671+0.00046692i,0.0014298-0.00010786i,0.0002384-4.0687e-05i,-0.00038886+0.00011695i,-0.00057612+0.0004554i,0.00029824+1.2335e-05i,0.00091596-0.00010113i
0.00066415-0.00067914i,-3.4573e-05-0.00062939i,-0.00024808-0.0018111i,-0.00084257-0.0020913i,-0.0018743-0.00048479i,-0.00023746+0.0013087i,0.0046064+0.0015362i,0.0079358+0.0025049i,0.0083963+0.00391i,0.007402+0.003539i,0.0054054+0.0022439i,0.0024144+0.0019499i,0.00087245+0.0031926i,0.0017415+0.0037095i,0.0021654+0.0026066i,0.0018955+0.001093i,0.0014571-0.00020873i,0.0014264-0.0010808i,0.00094742-0.0011263i,-0.00018499-0.00065204i,-0.0011107-0.00075495i,-0.00081088-0.00060807i,0.00011771+0.00032858i
-0.0019876+4.6336e-05i,-0.0036691+0.0010496i,-0.0046209+0.0015823i,-0.0035918+0.0015699i,-0.0028808+5.4653e-05i,-0.0022918-0.0029064i,0.0014459-0.0058811i,0.0062363-0.0068057i,0.0083491-0.0061176i,0.0068347-0.005323i,0.0045684-0.0038807i,0.0032388-0.0010575i,0.0030362+0.0017366i,0.0031381+0.0023411i,0.0022563+0.00090229i,0.00078597-0.00057162i,-0.00049803-0.00084587i,-0.0013677-0.00016201i,-0.00074616+0.00032751i,-0.00010036+0.00035314i,-0.00052984+0.00078378i,-0.00078323+0.0015392i,-0.00062427+0.0011907i
-0.0023057-0.00053127i,-0.0029843-0.0013616i,-0.0027212-0.00088009i,-0.0019799-6.7556e-05i,-0.0015071-0.00054965i,-0.0027222-0.0029223i,-0.0041047-0.0061646i,-0.0040497-0.0098628i,-0.0028714-0.010818i,-0.0023348-0.0081524i,-0.0017459-0.0049903i,0.00051164-0.0034014i,0.0021934-0.0030248i,0.0023514-0.0030817i,0.0012138-0.0028229i,-0.00052871-0.0011552i,-0.00059836+0.00048385i,0.00058829+0.0009264i,0.00084887+0.00064014i,0.00046394+0.00028229i,0.00045495+0.0013615i,0.00026429+0.0017175i,0.00018719+0.00084135i
0.0014902-0.00056263i,0.0012737+0.00016393i,-9.269e-06+0.00013393i,-0.0016932+0.00087951i,-0.003279+0.00073145i,-0.0047568+0.00044256i,-0.0078978+0.0014923i,-0.011752+0.00030746i,-0.012187-0.0022171i,-0.0099979-0.0024705i,-0.0069742-0.0018699i,-0.003651-0.0019715i,-0.0012556-0.0028937i,-0.0003307-0.0033519i,-0.00059101-0.0030301i,-8.7737e-05-0.0012522i,0.00049239+0.0001559i,0.0010449-0.0001393i,0.001652-0.00064145i,0.0010297-0.00073692i,-0.00025322-3.953e-05i,-0.0008454+0.00052049i,-0.00074841+0.0005491i
-0.0011629+0.0017472i,-0.0012575+0.0027257i,-0.0014304+0.0017i,-0.002212-3.0172e-05i,-0.0024985-0.00022247i,-0.0024307+0.001736i,-0.0026123+0.0052025i,-0.0041712+0.0086288i,-0.0059412+0.0087315i,-0.0053399+0.0069758i,-0.0037982+0.0051946i,-0.0031993+0.0026163i,-0.0030721+0.00015487i,-0.00266-0.00057069i,-0.0019008-0.00013829i,-0.00059754+0.00031194i,0.00072023+0.00015015i,0.001056-0.0010176i,0.001155-0.0014027i,0.00066941-0.00075818i,0.00047572-0.00034765i,0.0003261+5.219e-05i,-0.00024345+0.00026513i
0.00015536-0.00058399i,-8.081e-05-0.0010309i,0.00073066-0.0021682i,0.00073858-0.0015973i,-0.00036964-0.00014625i,-0.00012036+0.0017747i,0.0030367+0.0052146i,0.0060112+0.0084436i,0.0052927+0.0094582i,0.0033507+0.0074922i,0.0031548+0.0048226i,0.001615+0.0025338i,-0.0010224+0.0010507i,-0.002559+0.0011965i,-0.0021859+0.0023475i,-0.00049835+0.0020133i,9.7698e-05-8.8619e-05i,-0.00062985-0.0012402i,-0.0012904-0.0011824i,-0.00077733-0.00051049i,-0.00045366+0.00025794i,-0.00066818+0.00032074i,-0.0004514+0.00049414i
0.0017544-0.0036438i,0.00025052-0.0029892i,-0.0019523-0.0013294i,-0.0032832+0.00073686i,-0.0028301+0.0010436i,3.0298e-05-0.00040836i,0.0043906-0.002218i,0.0087084-0.0022124i,0.010151-0.00079223i,0.0078023+0.00024184i,0.0050413-3.1637e-05i,0.0033207+0.00015216i,0.0023054+0.0015266i,0.0018475+0.0023342i,0.0012899+0.0015801i,0.0008535+0.00017558i,4.014e-05-0.0003969i,-0.00095769+0.00020779i,-0.0018287+0.00065978i,-0.0017062+0.00076163i,-0.0017645+0.00068532i,-0.0010963+0.0011581i,-0.00029663+0.0018195i
-0.00090917+0.0031886i,0.00058914+0.0029034i,0.0013994+0.0026942i,0.0014334+0.0010987i,0.0021139-0.0023367i,0.0018571-0.0053567i,0.00071928-0.0078176i,-0.00015196-0.010271i,0.00037101-0.0095977i,0.0016536-0.0064056i,0.0015771-0.0039209i,0.0010934-0.0019976i,0.0012996-0.00031993i,0.0019831+0.00065069i,0.0015495+0.00035114i,0.0004639+0.00025949i,-0.00056079+0.0013503i,-0.00089898+0.0021893i,9.3389e-05+0.0017658i,0.00078836+0.0014219i,0.00091777+0.0011963i,0.0010033+0.00075002i,0.00013646+0.00023308i
-0.0002024+0.0027062i,-0.00010572+0.00297i,-0.0011296+0.0024078i,-0.0020115+0.00093959i,-0.001762-0.0002892i,-0.0027724-0.0012815i,-0.0067139-0.0024258i,-0.0092823-0.0042997i,-0.0078911-0.0055536i,-0.0044945-0.0045937i,-0.002161-0.0033687i,-0.00073354-0.0026189i,0.00088958-0.001864i,0.0017181-0.0018061i,0.0012732-0.0016472i,0.0003502-0.00053001i,0.00090147+3.1628e-05i,0.0020998+0.00016118i,0.0023724+0.00040237i,0.0019052-0.00022606i,0.0010269-0.00023142i,8.8402e-05+0.00056346i,-6.5412e-05+0.0011252i
-0.0012355-0.0017191i,-0.0029425-0.0026587i,-0.0028551-0.0034942i,-0.0031791-0.0027274i,-0.0050535-0.0006723i,-0.0055858+0.0013564i,-0.0063608+0.0037664i,-0.0082409+0.0058144i,-0.0084956+0.0054427i,-0.0056955+0.0036707i,-0.0025881+0.0024971i,-0.0012969+0.0017261i,-0.00056745-8.1159e-05i,-0.00016463-0.0017932i,-0.00027607-0.0015708i,-0.00010076-0.00025901i,0.00050395-0.00016325i,0.0012254-0.0010555i,0.0017377-0.0015677i,0.0014891-0.0012301i,0.001071-0.0010015i,-0.00025304-0.00064146i,-0.0011891+0.00019308i
0.0014041+0.00086096i,0.0014167-6.308e-05i,0.00084066-0.00028847i,0.00031634+0.00024817i,-0.00084148+0.00077926i,-0.0014682+0.0014601i,5.4334e-05+0.0043207i,0.0021649+0.0085512i,0.0015818+0.0095395i,0.00032402+0.0064646i,0.0010574+0.0039065i,0.00069581+0.0019247i,-0.00079116-0.00040503i,-0.0020297-0.0010249i,-0.0018229-0.00025357i,-0.00032679+0.0001294i,0.00031676-0.00029678i,-0.00054741-0.0014791i,-0.0010965-0.0014848i,-0.0013021+8.9117e-05i,-0.0008367+0.00075726i,-0.00028379+0.00038618i,0.00037772+0.00039244i
0.00085464-0.0017652i,0.00025017-0.0015193i,-0.00080631-0.0018898i,-0.0014321-0.0021426i,-0.0017733-0.00081933i,0.00090467+0.0011771i,0.0053568+0.0013482i,0.0088468+0.0011368i,0.008677+0.0020507i,0.0052296+0.0019366i,0.0031141+0.00033518i,0.0022538-0.00041784i,0.00050841-0.00025277i,-0.00093595+0.0006838i,-0.0012445+0.00088801i,-0.00039408+8.5036e-05i,-0.00070788+0.00012916i,-0.001402+0.00056847i,-0.00057105+0.0010929i,3.774e-05+0.0010841i,-0.000737+0.00098669i,-0.00126+0.0014976i,-0.001065+0.0014542i
-0.0011535+0.00020531i,-0.0010152+0.0014605i,0.00019724+0.0025336i,0.00046113+0.0021444i,-0.00041762-0.00032956i,0.0003728-0.0026856i,0.0024289-0.0053958i,0.0048535-0.0087781i,0.0056621-0.0088218i,0.0039351-0.0055833i,0.0029679-0.0040793i,0.0030104-0.0036733i,0.0019074-0.0019467i,0.00078924-2.6084e-05i,0.0009817-0.0003037i,0.00054971-0.00042884i,-0.00047499+0.00039958i,-0.00080327+0.0013978i,-0.0006809+0.001683i,-2.6143e-05+0.00066413i,6.5391e-05+0.00021407i,-8.6024e-05+0.00084145i,-0.00043116+0.0013388i
-0.0013379+0.00078378i,-0.0019772+0.00056115i,-0.0031695+0.0020162i,-0.0034984+0.0025362i,-0.0029386+0.00043682i,-0.0032866-0.0020756i,-0.0054246-0.0042572i,-0.0077506-0.0066851i,-0.0075836-0.0065575i,-0.0043258-0.0047808i,-0.0018527-0.004296i,-0.0018776-0.0033906i,-0.0011677-0.001414i,0.00079554+0.00039084i,0.00085985+0.00074313i,-5.0939e-05+0.00083068i,0.00045526+0.0014472i,0.0020502+0.0013333i,0.0023526+0.0014068i,0.0017357+0.0014297i,0.00090594+0.00050367i,0.00022145-9.3927e-05i,-4.4737e-05-0.00020351i
-7.8932e-05-0.0018316i,-0.0013407-0.0016362i,-0.0035591-0.0010864i,-0.0048936-0.00064495i,-0.0055178+0.00044563i,-0.0068024+0.00059893i,-0.0091168+0.0022226i,-0.011518+0.0042608i,-0.011219+0.0037347i,-0.0080789+0.002767i,-0.0053932+0.00306i,-0.0037947+0.0030416i,-0.0014088+0.0021097i,0.0009097+0.00034196i,0.0014335-0.00041608i,0.00070729+7.6934e-05i,0.00080378+0.0005188i,0.0019429-5.9631e-05i,0.0017853-0.00088538i,0.0010568-0.00067863i,0.00081642-0.00041605i,0.00039202-0.00060435i,-5.7016e-05-0.0012122i
0.0002111-0.0016993i,0.00014469-0.0015355i,-0.0012027-0.0014548i,-0.0026128-0.00055037i,-0.0027529+0.0017122i,-0.0024159+0.0047017i,-0.0012221+0.0081636i,-0.00023603+0.012382i,-0.00050098+0.013259i,-0.0014334+0.0098438i,-0.0013185+0.0067101i,3.4968e-05+0.0057402i,0.00014259+0.0033764i,-0.00021721+0.00028118i,-0.00043212-0.00019357i,-0.00027608-5.7565e-05i,0.00062621-0.0012177i,0.0013408-0.0017656i,0.00069759-0.00070504i,-0.00063439+0.00018462i,-0.00096297+0.00041232i,-0.00013608+0.0010184i,0.00022497+0.00087058i
-0.0010732+0.0027723i,-0.00029382+0.0019604i,0.00092663+0.00040791i,0.0016032-0.00068879i,0.00082555-0.00019465i,0.0017273+0.0012785i,0.0071142+0.0024965i,0.012922+0.0036007i,0.013104+0.003716i,0.0088691+0.0026293i,0.0052714+0.0021234i,0.0034204+0.0015373i,0.0022538+0.000509i,0.0010071+0.00085399i,-8.4487e-05+0.00053846i,0.00030678-0.00056457i,0.00022232-0.0011848i,-0.00060962-0.0013217i,-0.00045835-0.00029678i,-0.00034373+0.00025337i,-0.00044342+0.00048542i,-0.000625+0.00070435i,-0.00057175+0.00061914i
-0.0030774+0.0031442i,-0.0018873+0.0024562i,-0.00040794+0.002362i,9.4291e-05+0.0020866i,0.0012011-0.00046565i,0.0031644-0.0038742i,0.0058145-0.0080862i,0.0084044-0.012659i,0.0088973-0.011788i,0.0074271-0.0070129i,0.0058481-0.0040578i,0.004546-0.003767i,0.0017877-0.0031433i,0.00017795-0.0012195i,0.00071495-0.00015917i,0.000556+0.00038632i,-0.00084582+0.00087181i,-0.0016833+0.00047354i,-0.00080057+6.7188e-05i,0.00048846+0.00016495i,0.00069678+0.00034843i,0.00022383+0.00034985i,-5.2048e-06+0.00027092i
0.00087547-0.001005i,0.0010892-0.0019832i,0.0011505-0.0017788i,0.00053249-0.0014568i,-0.0025008-0.002463i,-0.004748-0.0049443i,-0.0070074-0.0088355i,-0.0098197-0.012769i,-0.0086273-0.014132i,-0.0049909-0.011321i,-0.0021098-0.0076396i,-0.0010581-0.005577i,-0.00073218-0.0032013i,9.1653e-05-0.0002521i,0.00039437+0.00051291i,0.0002739+0.00027418i,-3.2165e-05+0.00053255i,-0.00010446+0.00059659i,0.00032625+0.00097822i,0.00059733+0.00081043i,-1.6601e-05+0.00015004i,-0.00055342-0.00014243i,-0.00069525+0.00022425i
0.0021091+0.0017328i,0.0021408+0.0012133i,0.0022625+0.0016386i,0.00083957+0.0020149i,-0.002476+0.0015638i,-0.0067503+0.00029228i,-0.0122-0.00031166i,-0.017845+0.00095853i,-0.019045+0.0017008i,-0.013607+0.00074584i,-0.0078834-0.00020569i,-0.0057998-0.00038037i,-0.0036513+6.6052e-06i,-0.00089135+0.00027589i,-0.00013965+0.00028131i,-0.00050222+0.00057078i,0.00022982+0.00095997i,0.00063614+0.00070881i,0.00092152-0.00027203i,0.001026-0.00045816i,-8.2702e-05-0.00026253i,-0.00037092-0.00031194i,3.6914e-05+2.8066e-05i
-0.0016479+0.0016581i,-0.0036924+0.0023686i,-0.0049869+0.0022504i,-0.0034933+0.0014444i,-0.0021588+0.0027739i,-0.0032096+0.0062956i,-0.0046733+0.011652i,-0.0064371+0.01755i,-0.0081725+0.018646i,-0.0073111+0.013732i,-0.0058342+0.007926i,-0.0048171+0.0053579i,-0.0025269+0.0045841i,-0.00065776+0.0027946i,-0.00018096+0.0012598i,0.00020673+0.00044i,0.00047578-3.2215e-06i,0.0013195-0.00040112i,0.0018482-0.00062868i,0.0014252-0.00015562i,0.00048844+0.00039422i,0.00038993+0.001663i,7.7344e-05+0.0016948i
0.0018634-0.001445i,0.00059767-0.0029293i,-0.00088718-0.0051732i,-0.0027131-0.0050432i,-0.0031141-0.0020933i,-0.00038599+0.0022004i,0.0058154+0.0069395i,0.012534+0.011788i,0.01423+0.01403i,0.009845+0.010697i,0.0039657+0.007574i,0.0017564+0.006622i,0.0024351+0.0051941i,0.0016097+0.0029387i,-3.3821e-05+0.0014692i,-0.00015569-0.00015545i,8.3235e-05-0.0017418i,-0.0001306-0.0019792i,0.00037701-0.00098801i,0.00077009+6.7797e-05i,0.00041574-8.2391e-05i,0.00010714-0.00026984i,0.00028152+0.00036582i
0.0018543-0.0032463i,-0.00062182-0.0038509i,-0.0025283-0.0047754i,-0.0038602-0.0037218i,-0.0018943-0.0029165i,0.0044836-0.0029807i,0.011624-0.0039359i,0.017519-0.0069701i,0.01952-0.0080691i,0.015851-0.004622i,0.010889-0.0010242i,0.0079572+0.00058563i,0.0054719-0.00035754i,0.0031697-0.00064159i,0.001483+5.6696e-05i,0.00073206-0.00035687i,-0.00024501-0.0010559i,-0.0014323-0.0015415i,-0.001084-0.0011732i,0.00032457-0.00015233i,0.00094239+9.3275e-05i,0.00035229-0.00012837i,0.00076573-0.00027079i
0.0012971+0.0011107i,0.0025205+0.0026958i,0.0034314+0.0035718i,0.00082515+0.0017454i,-0.0026586-0.0027365i,-0.0025781-0.0088013i,-0.00039367-0.015359i,0.00070314-0.021486i,0.0015235-0.022333i,0.0024798-0.015425i,0.0032761-0.0085174i,0.003984-0.0066632i,0.0025817-0.0061031i,0.001278-0.0039564i,0.0015-0.0016468i,0.00084363+0.00048757i,-0.00020682+0.0010165i,0.00016771+0.00084507i,-1.7746e-05+0.00037059i,-7.6306e-05-0.0003279i,0.00016021-0.0010166i,-0.00049637-0.0013322i,-0.00044958-0.00083541i
-0.0019819+0.00078433i,-0.0024847+0.0016417i,-0.0033925+0.00086937i,-0.0025607-1.8602e-05i,-0.0041248-9.417e-05i,-0.0085485-0.0026859i,-0.013176-0.0058685i,-0.018521-0.0074662i,-0.020787-0.008048i,-0.015733-0.006667i,-0.0084681-0.0057122i,-0.0050912-0.0060112i,-0.0038713-0.005197i,-0.0030178-0.0034676i,-0.0014166-0.00085424i,0.0006549+0.00083491i,0.00095509+0.0012597i,0.00035475+0.0016343i,0.00025753+0.0011242i,0.00016172-0.00037332i,-0.0008498-0.0010615i,-0.0019524-0.00073101i,-0.0024649-0.0006587i
-0.0038021-0.0015644i,-0.0037816-0.0018225i,-0.0034531-0.00013936i,-0.001671+0.0034564i,-0.0029262+0.0073381i,-0.0082549+0.009505i,-0.014106+0.011246i,-0.018257+0.014935i,-0.019256+0.016025i,-0.016462+0.011561i,-0.011178+0.004896i,-0.0083814+0.0017475i,-0.0066732+0.0020846i,-0.003328+0.002074i,-0.0014428+0.00081055i,-0.00034753+8.3109e-05i,0.00069912+8.9196e-05i,0.0010653+0.00028683i,0.0014093+0.00051165i,0.00076355+0.00050912i,-0.00096591+0.00085708i,-0.0014841+0.0017239i,-0.0018784+0.0015141i
-0.00034367-0.0022585i,-0.0018064-0.0033146i,-0.0031458-0.0017119i,-0.002894+0.00040325i,0.00026612+0.003166i,0.0033758+0.0083597i,0.0048068+0.015258i,0.0057542+0.021007i,0.006212+0.021573i,0.0040336+0.015863i,0.00027409+0.0096913i,-0.0018505+0.0073301i,-0.0012155+0.0059066i,-0.00024705+0.0028671i,-0.00057725+0.00012553i,-0.0010918-0.0011475i,-0.0011268-0.0017418i,-0.00065979-0.0010598i,-0.00031786+0.00013233i,-0.00046962+0.0014191i,-0.00035437+0.0023109i,0.00026482+0.0025491i,0.00079229+0.0021181i
0.00052406+0.0010149i,0.0015548+0.00097722i,0.0020188+0.0012157i,0.001693-0.00047435i,0.0039414-0.00354i,0.010502-0.0031585i,0.018061-0.00015714i,0.023832-2.4464e-05i,0.024369-0.00042678i,0.017881+0.001826i,0.0098577+0.0042861i,0.0064889+0.0052054i,0.0057885+0.0039115i,0.0041506+0.0023171i,0.0016669+0.0016175i,0.00017307+0.0015976i,0.00056956+0.00080274i,0.0008452-0.00014323i,0.00090503+0.00053631i,0.0018184+0.0010969i,0.0024029+0.00067798i,0.0021614-0.00014133i,0.002254-0.00083212i
-0.0032956+0.00082922i,-0.0043903+0.0032094i,-0.005803+0.0040602i,-0.006203+0.0028992i,-0.0050293-0.0021881i,-0.00020625-0.010048i,0.0065231-0.017884i,0.010246-0.022888i,0.0090697-0.021639i,0.0072019-0.014671i,0.0078736-0.0072013i,0.0082849-0.0045492i,0.0062687-0.0047081i,0.0037736-0.004059i,0.0019577-0.0020596i,0.00066695+0.00022796i,0.00048362+0.00079669i,0.00089378+0.00071211i,0.00096362+0.00028043i,0.00097517+4.3259e-05i,0.00053908-0.00012995i,-0.00041477-0.0005532i,-0.00091819-0.001256i
-0.0051519-0.0013914i,-0.0058991-0.0017507i,-0.0073539-6.1858e-05i,-0.0071798+0.0019445i,-0.0079354+0.000509i,-0.010766-0.0063687i,-0.013301-0.014157i,-0.015966-0.018263i,-0.017149-0.016997i,-0.012273-0.012118i,-0.0045474-0.0093138i,-0.00086086-0.0094222i,-0.0006034-0.0085462i,-0.00068891-0.0053628i,-0.00015921-0.0021451i,0.00068203-0.00031008i,0.0010444+0.00035897i,0.00049043-0.00018487i,-0.00068475-0.0013926i,-0.001093-0.0016398i,-0.0016687-0.0018498i,-0.0026077-0.0015684i,-0.0030907-0.0005699i
0.0013589-0.000918i,0.0032586-0.0032039i,0.0043791-0.0031801i,0.003576+0.00015702i,-0.0018177+0.0058188i,-0.011762+0.010023i,-0.020984+0.011174i,-0.025306+0.011954i,-0.023273+0.011308i,-0.01617+0.0076801i,-0.009878+0.0022984i,-0.0083704-0.0018477i,-0.0083563-0.0020812i,-0.0053974-0.00067447i,-0.0016965+0.00014048i,-0.00020097+0.00029703i,0.00026591-3.6822e-06i,-0.00038117+5.4888e-05i,-0.0011565+0.00066641i,-0.0017016+0.00049391i,-0.0020264+6.7827e-05i,-0.0017155+0.00035786i,-0.0013999+0.00054563i
0.0012481+0.0013984i,0.00021374+0.0019981i,-0.00030356+0.0019027i,0.0012676+0.0019232i,0.0029869+0.0038062i,0.0016449+0.010776i,-0.0024984+0.019567i,-0.0038285+0.023971i,-0.0014866+0.022539i,-0.00032816+0.016145i,-0.0024407+0.0099823i,-0.0051707+0.0080114i,-0.0046364+0.0070464i,-0.0022852+0.005i,-0.00076637+0.0022507i,0.00038527-0.00013479i,0.0010097-0.0006852i,0.00068137-0.00034394i,5.6129e-05-1.6977e-05i,-0.0011067+0.00031804i,-0.00055587+0.0012104i,0.0012819+0.0018237i,0.00095522+0.0016578i
0.00020508+0.003901i,-0.0001241+0.0038432i,0.0017283+0.00010737i,0.0028705-0.0043144i,0.0053702-0.0063873i,0.010192-0.0025673i,0.014923+0.005123i,0.019209+0.0090246i,0.020812+0.0069213i,0.015443+0.0043125i,0.0064138+0.0050605i,0.0023357+0.0071515i,0.0028855+0.0073412i,0.0023173+0.0050944i,0.00048055+0.0025365i,-0.0008215+0.00083432i,-0.00084923-3.1623e-05i,-0.00037319+0.00013715i,0.00031369+0.00069718i,0.0014841+0.001339i,0.0017526+0.0013089i,0.0010477+0.00033137i,0.0012457-0.00025439i
-0.002608-0.0039763i,-0.0044718-0.0045543i,-0.0074161-0.0019013i,-0.0099613-0.0012084i,-0.007682-0.007509i,-1.5092e-06-0.013857i,0.010172-0.016472i,0.016378-0.017162i,0.014046-0.016373i,0.0087075-0.011902i,0.0073609-0.0056219i,0.0092381-0.0023722i,0.0087253-0.0024951i,0.0056193-0.0021029i,0.0024168-0.00036617i,0.00065367+2.5861e-05i,0.00027661-0.00032855i,-0.00050113+0.00023535i,-0.00067858+0.00063081i,0.00014867+0.000156i,0.0002337+0.00068207i,-4.2263e-05+0.00092504i,0.00036279-0.00013465i
0.0048658-0.002688i,0.0036607-0.0042365i,0.0010259-0.0058882i,-0.0061654-0.0031411i,-0.014513-0.0015276i,-0.016258-0.0064567i,-0.010301-0.014722i,-0.0066958-0.018969i,-0.0075707-0.016469i,-0.0064408-0.01091i,-0.0018125-0.0069078i,0.0018071-0.006435i,0.0013749-0.006738i,3.9181e-05-0.0049844i,-0.00014087-0.0019529i,0.00036885+0.00011198i,0.00075657+0.0010118i,0.00072198+0.00041659i,0.00080646-0.00029577i,0.00078215+0.00014725i,0.00046503+0.00069277i,0.00034864+0.00047981i,0.00030864+8.5993e-06i
0.0013641+0.0005712i,-0.00078663+0.0023694i,-0.0010457+0.0038658i,0.0009704+0.0061396i,-0.00092838+0.0099803i,-0.0092214+0.01023i,-0.017898+0.0049477i,-0.020589+0.0023525i,-0.017921+0.0048235i,-0.012135+0.0054522i,-0.0071985+0.0012031i,-0.0054196-0.0034244i,-0.0059041-0.0035014i,-0.0049644-0.00123i,-0.0022836-9.8027e-06i,-0.00011793+0.0010961i,0.0010314+0.00076391i,0.00075606-0.00057386i,0.00011077-0.00039286i,-9.2086e-05+6.1702e-05i,6.1244e-05+8.2014e-05i,-3.9631e-05-0.00048347i,-0.0012654-0.00045025i
-0.00078063+0.00097973i,-0.0018097-0.0018148i,-0.00052483-0.0035298i,0.0038491-0.0047798i,0.0069812-0.0022971i,0.0043406+0.0061944i,-0.0036117+0.014192i,-0.0085737+0.017596i,-0.0034732+0.01742i,0.0023614+0.013088i,0.00036646+0.0070167i,-0.004216+0.0040003i,-0.0051726+0.0040014i,-0.0038525+0.0038685i,-0.0024689+0.0023875i,-0.00054717+0.00075303i,0.00061182+5.8585e-05i,0.0009382+4.2786e-05i,0.00034758+1.2392e-05i,-0.00041408-0.00089996i,-0.0012569-0.0019645i,-0.0014647-0.001193i,-0.00092179+0.00016738i
0.00028033-0.0001963i,0.00056513-0.001908i,0.00025814-0.0031024i,0.00089748-0.0036933i,0.0045768-0.0048244i,0.0090957-0.0020018i,0.010555+0.0062448i,0.010851+0.010243i,0.012045+0.0053601i,0.0099305-0.00045264i,0.0043267+0.00077109i,0.00077249+0.0050399i,0.00077099+0.0064815i,0.0013577+0.004705i,0.00034798+0.0017384i,-0.0013222+3.0976e-05i,-0.0014003-0.00035542i,-0.0012459+0.00024764i,-0.0016267+0.00035041i,-0.0015248-0.00099915i,-0.0014352-0.0017389i,-0.002299-0.0011749i,-0.0014798-0.00041551i
0.0013752-0.00029424i,0.00090646+0.00016126i,-0.00090123+0.00044162i,-0.0061466-0.0016986i,-0.0095426-0.0077799i,-0.004835-0.012648i,0.0058326-0.010701i,0.012536-0.0096733i,0.0093429-0.013034i,0.002695-0.012391i,0.00096153-0.0051226i,0.0041797-3.5583e-05i,0.0053951-0.00010907i,0.0030801-0.0010866i,0.0015698-0.00036557i,0.0019821+0.00052335i,0.0020318+0.0002724i,0.0010929+0.00013954i,-0.00011396+0.0001837i,-0.00097334+0.00077223i,-0.0010316+0.0015058i,-0.00048289+0.0013718i,0.00035759+0.00071122i
-0.00013676+0.0013096i,0.0010241+0.0018964i,0.0022139+0.0030303i,-0.0009589+0.0040515i,-0.0081671+0.00203i,-0.0092462-0.0036818i,-0.0026482-0.0096368i,-0.0011643-0.013166i,-0.0077054-0.011677i,-0.011091-0.0055913i,-0.0066899-0.0025265i,-0.00095546-0.0038988i,0.0012369-0.0056566i,0.0010976-0.0049367i,0.0010789-0.0013699i,0.0012175+0.0012573i,0.00076083+0.0017803i,0.0007631+0.0018965i,0.00089006+0.0019194i,0.00023625+0.00248i,0.00076552+0.0023681i,0.0013981+0.0018615i,0.0009818+0.0013129i
-0.021942+0.0033782i,-0.017213+0.0096755i,-0.014388+0.024379i,-0.0049054+0.031135i,0.0050441+0.031414i,0.0050997+0.01978i,-0.0053137+0.0015781i,-0.014364-0.002742i,-0.016856+0.0067793i,-0.010125+0.014216i,-0.001216+0.0091247i,0.00074003-0.0012473i,0.00011864-0.0068782i,6.0288e-05-0.0081401i,-0.0004849-0.0063486i,-0.00095218-0.0027128i,4.4018e-05+0.00024617i,0.0018628+0.0014017i,0.0024604+0.0015929i,0.0027881+0.0016297i,0.0036118+0.0020875i,0.0035867+0.0017172i,0.0020931+0.0012855i
-0.00023958-0.0011959i,-0.0012219-0.0024327i,-0.0013443-0.0043758i,0.00041817-0.0026322i,0.0052885+0.0032418i,0.0049934+0.0079893i,-0.0035487+0.0083732i,-0.0085743+0.0091227i,-0.0026723+0.013078i,0.0059298+0.012592i,0.0063072+0.0065568i,0.0010473+0.0028037i,-0.0021261+0.0032942i,-0.0021992+0.0035877i,-0.00095916+0.0016468i,0.00012773-0.00012024i,0.00011456-0.00044692i,-0.00032012-0.00010319i,-0.00060826+0.00017677i,-0.00067573-0.0010377i,-0.00058744-0.0023883i,-0.00080655-0.0020593i,-0.00043632-0.0013263i
-4.3261e-05-0.00038192i,-0.00071877-0.0015461i,-0.00089671-0.002392i,0.00081967-0.0053346i,0.0048206-0.0084288i,0.0074998-0.0047167i,0.0036589+0.004119i,0.0025322+0.0099362i,0.0091886+0.0056926i,0.012235-0.0031635i,0.0071491-0.004053i,0.0021906+0.0011511i,0.0017328+0.0026581i,0.0013722+0.00073745i,-0.00031713-0.00079188i,-0.0011247-0.0016381i,-0.0012471-0.0026088i,-0.00049593-0.0027914i,0.00059297-0.0018245i,-0.00014571-0.0011803i,-0.0010652-0.0014766i,-0.0014952-0.00077327i,-0.0013804+3.517e-05i
