-0.00095115+0.00056655i,-0.0023973-0.00049348i,-0.0022451-0.0011459i,-0.0020371-8.5606e-05i,-0.0015802+0.00099972i,-0.0018049+0.0025405i,-0.0011278+0.002547i,0.00056898+0.0015128i,0.0009494+0.00070479i,0.00044638+0.00024963i,0.0001859-0.00061744i,-0.00021401-0.0010353i,0.0005805-0.00043504i,0.0011534-0.00063388i,-0.00014224-0.00088454i,-0.00075731-5.8562e-05i,-0.00038011+4.0797e-05i,-0.00030628-0.000138i,-0.00015707+0.00017102i,0.00019789+0.0008825i,0.00029833+0.00086872i,3.9786e-05+0.0001374i,0.00011311+8.521e-05i
0.56054-0.478i,0.48586-0.59268i,0.27444-0.5167i,0.16119-0.30354i,0.25525-0.2001i,0.40115-0.26139i,0.36522-0.28385i,0.23522-0.17022i,0.16101-0.087999i,0.095059-0.10678i,0.021282-0.12029i,-0.020245-0.080894i,-0.019349-0.023748i,0.0032839+0.0089935i,0.018631+0.019991i,0.030595+0.021853i,0.035454+0.011987i,0.020029+0.0056319i,0.0011379+0.0069384i,-0.0094413+0.0032983i,-0.01274+0.0024308i,-0.0063191+0.010827i,0.0058566+0.021344i
0.094555+0.61745i,0.05948+0.89756i,0.044729+0.90204i,0.089865+0.61909i,0.074667+0.27985i,-0.09291+0.085959i,-0.1935+0.064626i,-0.10911+0.065951i,-0.015676+0.028318i,0.017031+0.026213i,0.049603+0.045892i,0.056475+0.03689i,0.027755+0.024105i,0.023823+0.022528i,0.048112+0.0084906i,0.049211-0.015448i,0.022089-0.019474i,0.008099-0.0036697i,0.01418+0.0068319i,0.018458-0.0030772i,0.013003-0.027257i,-0.0031606-0.038507i,-0.02183-0.027721i
0.054496-0.46152i,-0.27005-0.69572i,-0.44488-0.62646i,-0.35335-0.32648i,-0.16869-0.024627i,0.04526+0.14073i,0.16095+0.13268i,0.11858+0.086192i,0.071527+0.072716i,0.062252+0.029737i,0.030407-0.010455i,0.0033933-0.0031328i,0.0073201+0.026956i,0.015772+0.053171i,0.010381+0.063547i,0.0029548+0.054679i,0.0014853+0.029663i,-0.001198+0.0090111i,0.00053683+0.008999i,0.013657+0.019912i,0.026174+0.026675i,0.02493+0.018745i,0.010616+0.0018667i
0.54258+0.31922i,0.54997+0.092351i,0.26819-0.006293i,0.11039+0.13814i,0.23132+0.19865i,0.2923+0.064673i,0.1735-0.049083i,0.0456-0.044494i,-0.0058821+0.0033109i,-0.0031541+0.026265i,0.0055631+0.025122i,-0.0024831+0.013779i,-0.022177+0.00068141i,-0.027774+0.0086246i,-0.0042947+0.023243i,0.01708+0.016567i,0.012864+0.0064812i,-0.0026887+0.011648i,-0.012131+0.020003i,-0.0054658+0.017469i,0.012088+0.0022057i,0.019569-0.019946i,0.010232-0.036217i
-0.42713+0.59815i,-0.17059+0.73665i,0.15744+0.49406i,0.10403+0.14799i,-0.20272+0.10424i,-0.29636+0.22787i,-0.17378+0.20522i,-0.097087+0.080736i,-0.091673+0.018359i,-0.071669+0.020663i,-0.037589+0.026661i,-0.01361+0.022893i,0.001524+0.020168i,0.0055002+0.020794i,-9.6249e-05+0.031252i,-4.4126e-05+0.042998i,0.003539+0.038612i,0.0020621+0.027403i,0.0003019+0.023611i,0.002794+0.032645i,0.017748+0.04586i,0.045754+0.04081i,0.05992+0.012873i
-0.14983+0.12582i,-0.23309-0.010259i,-0.34766-0.049006i,-0.36368+0.051051i,-0.26828+0.079411i,-0.16522+0.034438i,-0.093567+0.0074501i,-0.045806-0.0089199i,-0.027054-0.019483i,-0.01533-0.015374i,-0.010588-0.012233i,-0.017436-0.012188i,-0.01553-0.0097449i,-0.0041233-0.0040868i,0.0014808-0.00019264i,0.004372-0.0039325i,0.0047137-0.01233i,-0.0030853-0.019489i,-0.012321-0.020842i,-0.014894-0.011882i,-0.017335+0.0036306i,-0.022852+0.018105i,-0.016137+0.025788i
-0.60156+0.18095i,-0.44429+0.37914i,-0.16848+0.3649i,-0.039842+0.13855i,-0.013701-0.034998i,-0.013378-0.037192i,0.0071453+0.0096226i,0.035593+0.00073792i,0.037179-0.025783i,0.01944-0.01829i,0.0092778+0.0038639i,0.013104+0.0097082i,0.013048+0.00032586i,0.0019195-0.0042529i,-0.0039658+0.0052054i,-0.0056701+0.018782i,-0.012123+0.02278i,-0.016044+0.017145i,-0.01248+0.0098146i,-0.012744+0.0027065i,-0.020042-0.0010336i,-0.019274+0.0033635i,-0.010224+0.008609i
-0.19017-1.1425i,-0.40377-1.3259i,-0.46333-1.1334i,-0.35637-0.76889i,-0.24499-0.43354i,-0.17532-0.22939i,-0.10703-0.10981i,-0.032289-0.042218i,0.0068746-0.025182i,-0.00030598-0.028428i,-0.021452-0.036595i,-0.028025-0.02696i,-0.0033156+0.003583i,0.02374+0.023377i,0.023275+0.027032i,0.016351+0.018919i,0.015918+0.0012735i,0.013421-0.0076385i,0.010776-0.0010443i,0.007831+0.005902i,0.0041408+0.0028578i,-0.0004232-0.007162i,-0.0094491-0.015985i
0.51442+0.23165i,0.74327+0.38646i,0.73779+0.45054i,0.57701+0.35614i,0.39556+0.20185i,0.2426+0.11412i,0.11073+0.064705i,0.01613+0.037169i,-0.01298+0.036408i,-4.3086e-06+0.028298i,0.014028+0.013527i,0.011418+0.0063358i,-0.0063351+0.0051767i,-0.016964+0.0036652i,-0.016661-0.0041393i,-0.019527-0.0057114i,-0.017673+0.0033881i,-0.0036454+0.0073012i,0.0058422+0.0027775i,0.00088822-0.0038921i,-0.013812-0.010689i,-0.027707-0.011107i,-0.02284-0.0056501i
-0.04428-0.026171i,-0.081588+0.06418i,-0.047572+0.027979i,-0.023571-0.046577i,-0.034293-0.043724i,-0.029719-0.020739i,0.0024699-0.026063i,0.017489-0.036188i,0.0087514-0.028832i,0.011237-0.019145i,0.033505-0.030202i,0.044187-0.044174i,0.03827-0.031838i,0.030705-0.0074694i,0.023446+0.0072209i,0.017971+0.0075556i,0.010533+0.00099223i,-0.0036486+0.0017036i,-0.011406+0.011557i,-0.0010126+0.016832i,0.020755+0.012252i,0.037668+0.0053744i,0.036269+0.00046512i
0.4104+0.15321i,0.20027+0.18872i,-0.052843+0.28211i,-0.088862+0.31816i,-0.0031485+0.2043i,-0.00043962+0.038368i,-0.059914-0.024763i,-0.058524-0.0047171i,-0.01226+0.0034853i,0.01496-0.0034456i,0.01875+0.0068719i,0.0085122+0.014598i,-0.012749+0.0039075i,-0.019401-0.0083222i,-0.0039847-0.014488i,0.0051477-0.012943i,0.0030795-0.001252i,0.0030255+0.010656i,0.00024789+0.012913i,-0.011554+0.0055987i,-0.028393-0.0029597i,-0.043461-0.0062185i,-0.049036-0.0018615i
-0.33386+0.25248i,-0.30906+0.16338i,-0.17346-0.038149i,-0.10401-0.12117i,-0.090464+0.0017507i,-0.0051303+0.1385i,0.065503+0.14125i,0.045544+0.094584i,0.009836+0.071176i,-0.0045969+0.06757i,-0.0010994+0.076906i,0.021934+0.072795i,0.043631+0.05321i,0.045948+0.045042i,0.034622+0.048578i,0.023728+0.041237i,0.0076263+0.016066i,-0.014728-0.0098509i,-0.023252-0.023186i,-0.0057318-0.025174i,0.021803-0.027473i,0.035259-0.034212i,0.029219-0.036565i
0.022116-0.27753i,-0.09458-0.47033i,-0.23623-0.41276i,-0.24129-0.17362i,-0.14743-0.029769i,-0.067095-0.016621i,-0.0083997-0.0537i,0.0010947-0.085347i,-0.02112-0.065974i,-0.020324-0.035506i,-0.018938-0.021852i,-0.02259-0.010308i,-0.02358-0.013017i,-0.028513-0.016917i,-0.025052-0.0087737i,-0.013303-0.0021896i,-0.0014178-0.001109i,0.0081708+0.0022373i,0.012712+0.01378i,0.012574+0.02382i,0.010782+0.023897i,0.0083107+0.013394i,0.0056186-0.0056305i
0.088386+0.55293i,0.4546+0.6209i,0.63421+0.40711i,0.42047+0.13486i,0.1133+0.039803i,-0.01112+0.055816i,-0.031401+0.038989i,-0.053904-0.00039824i,-0.068288-0.0069932i,-0.060906+0.011647i,-0.048506+0.028971i,-0.022675+0.041225i,0.019799+0.044344i,0.042465+0.037141i,0.028323+0.029643i,0.001498+0.029098i,-0.012541+0.025577i,-0.0095581+0.0084353i,-0.0050043-0.010844i,-0.0031188-0.009492i,0.0075419+0.0091154i,0.027471+0.019898i,0.04451+0.016766i
-0.59414-0.37911i,-0.82578-0.24491i,-0.75934-0.048247i,-0.50458-0.012529i,-0.3345-0.093114i,-0.25862-0.094353i,-0.1268-0.028102i,0.010784-0.027333i,0.039298-0.074441i,0.0013334-0.081955i,-0.026781-0.062784i,-0.037559-0.041575i,-0.036783-0.017606i,-0.029383-0.0015591i,-0.01663+0.00031652i,-0.0023148-0.0078727i,0.0067654-0.013661i,0.0089681-0.0048545i,0.007652+0.0096708i,0.0025944+0.018033i,-0.007893+0.025533i,-0.013188+0.036876i,-0.0060942+0.047368i
0.18628-0.089753i,0.30271-0.073851i,0.3415-0.050247i,0.28819-0.084566i,0.22162-0.13956i,0.14973-0.13519i,0.077293-0.072317i,0.054126-0.015984i,0.06112-0.01207i,0.047866-0.027869i,0.029023-0.026035i,0.020749-0.011984i,0.018676+0.003072i,0.02012+0.0061425i,0.013377-0.0015262i,-0.0017631-0.00224i,-0.010611+0.0059224i,-0.0067931+0.0060705i,-0.0027371-0.0022164i,-0.0076756-0.0055185i,-0.017859-0.0053391i,-0.031334-0.0032229i,-0.040818+0.0013729i
-0.14877-0.34427i,-0.32291-0.39177i,-0.35259-0.32966i,-0.18938-0.21336i,-0.0069729-0.10986i,0.065302-0.069224i,0.050781-0.053674i,0.02896-0.0098703i,0.042851+0.029685i,0.048715+0.018679i,0.022531-0.0066013i,0.0028632-0.010487i,-0.0002485-0.0088254i,-0.0067683-0.0042266i,-0.0015392+0.0070631i,0.016636+0.0010646i,0.017007-0.015334i,0.0042992-0.0071738i,0.0007403+0.010319i,0.00033935+0.0065918i,-0.0057768-0.0099059i,-0.013177-0.021656i,-0.02118-0.021857i
0.88379-0.082435i,0.95192-0.20472i,0.69368-0.13242i,0.42382+0.043871i,0.28042+0.10006i,0.16588+0.065472i,0.062332+0.057146i,0.0060412+0.078596i,0.0015223+0.079303i,0.017103+0.041197i,0.019379+0.013622i,0.01516+0.022173i,0.012617+0.040974i,0.012565+0.043934i,0.0083509+0.033899i,-0.0017964+0.032402i,-0.0020097+0.033542i,-0.00063733+0.017136i,-0.0071611-0.0035778i,-0.0059954-0.009836i,0.0023045-0.013231i,0.0045675-0.020037i,0.0020682-0.026991i
-0.083506+0.70184i,0.016786+0.79031i,0.025341+0.56044i,-0.079884+0.3331i,-0.11682+0.2712i,-0.030389+0.21217i,0.034303+0.081468i,-0.0073457-0.018348i,-0.064817-0.017104i,-0.04972+0.019689i,-0.012134+0.019726i,-0.0028922+0.00042855i,0.0030876-0.011752i,0.013447-0.014519i,0.017708-0.0041359i,0.020394+0.004803i,0.014677+0.0037948i,0.0056854+0.0087833i,0.0052903+0.02126i,0.011306+0.025205i,0.026095+0.01682i,0.040265-0.0011827i,0.040347-0.018031i
-0.42256+0.11321i,-0.52741+0.17434i,-0.46276+0.15326i,-0.34843+0.068765i,-0.28198-0.00087071i,-0.24362-0.0044037i,-0.17221+0.023758i,-0.085882+0.011937i,-0.042162-0.022862i,-0.032413-0.027176i,-0.026486-0.0089298i,-0.026417+0.012389i,-0.029645+0.037597i,-0.023251+0.04958i,-0.0222+0.034921i,-0.035648+0.018109i,-0.038111+0.011105i,-0.024659-0.00060574i,-0.015716-0.011313i,-0.014788-0.0046448i,-0.013282+0.018118i,-0.0073969+0.039739i,0.00054766+0.045899i
-0.34937+0.2294i,-0.20164+0.17077i,-0.0056104-0.080555i,0.008122-0.26475i,-0.014602-0.21022i,0.052357-0.11418i,0.075958-0.087222i,0.039665-0.068353i,0.018965-0.046828i,0.014619-0.029395i,0.013779-0.021483i,0.014354-0.028361i,0.008888-0.035261i,-0.00036519-0.028718i,0.00044814-0.016504i,0.0053637-0.015485i,-0.00032781-0.016849i,-0.0051129-0.0089526i,-0.0023395-0.0047999i,-0.0032672-0.0067296i,-0.0063304-0.0071215i,-0.0048448-0.0060069i,-0.0029954-0.0018679i
-0.37776-0.79097i,-0.59527-0.70204i,-0.45632-0.3329i,-0.12254-0.15425i,-0.014784-0.18698i,-0.078946-0.15348i,-0.070238-0.070392i,0.0040836-0.041515i,0.050342-0.045591i,0.036647-0.04726i,-0.0001252-0.025997i,-0.019163+0.0035137i,-0.027883+0.019747i,-0.030101+0.029415i,-0.018761+0.028566i,-0.0032003+0.013368i,0.0074347-0.003219i,0.0066585-0.0082167i,-0.0018164+0.0012536i,-0.0054486+0.00974i,-0.010576+0.013976i,-0.019122+0.018546i,-0.021385+0.016108i
0.77359-0.32328i,0.9199-0.46109i,0.73678-0.34852i,0.47226-0.11933i,0.32628-0.0070051i,0.24728+0.015591i,0.17489+0.024854i,0.10352+0.031545i,0.056318+0.044593i,0.046035+0.043385i,0.042597+0.024738i,0.040174+0.009908i,0.040447-0.0097109i,0.02171-0.02714i,4.8364e-05-0.02349i,-0.0010128-0.010595i,0.0055385-0.0019603i,0.0090922+0.0035856i,0.011867+0.0011587i,0.0076866-0.008552i,-0.0072788-0.020119i,-0.022028-0.029885i,-0.025444-0.030231i
-0.073623+0.26768i,-0.20441+0.44436i,-0.29847+0.48571i,-0.22533+0.38304i,-0.088838+0.23588i,-0.022333+0.10239i,-0.0012697+0.013938i,0.008053-0.014694i,0.0080883+0.00089913i,0.0041374+0.011782i,-0.017724+0.0039757i,-0.040632+0.010884i,-0.033438+0.025983i,-0.011314+0.025524i,0.0025056+0.019671i,0.0046718+0.017651i,-0.001489+0.017634i,-0.0097193+0.014459i,-0.013428+0.011969i,-0.0059433+0.012057i,0.010694+0.0072412i,0.020916-0.0006687i,0.01739-0.0045009i
0.45629+0.27837i,0.50589+0.052652i,0.2985-0.21303i,0.040511-0.21227i,-0.045916-0.06074i,-0.028577+0.017852i,-0.036676+0.055567i,-0.038668+0.082046i,-0.029935+0.065244i,-0.018814+0.034583i,0.003906+0.0039147i,0.013393-0.016661i,0.015303-0.016413i,0.01913-0.018148i,0.0089651-0.018341i,-0.0034477-0.0055625i,-0.0049622+0.0038662i,-0.0015945+0.0017685i,-0.0018758-0.002854i,-0.0054519-0.003612i,-0.0058611-0.0053023i,-0.0032599-0.012061i,-0.0011462-0.017436i
-0.47789+0.49438i,-0.4268+0.56666i,-0.23121+0.35376i,-0.11545+0.095122i,-0.08361-0.0065344i,-0.028338-0.028351i,0.010042-0.062154i,0.00024653-0.062996i,-0.0062443-0.032198i,-0.0057744-0.012501i,-0.014321-0.0072702i,-0.030171-0.005971i,-0.04034+0.0081067i,-0.025125+0.029578i,0.0023828+0.025538i,0.0070114-0.0043197i,-0.010645-0.025246i,-0.021552-0.02119i,-0.016323-0.0094904i,-0.00745-0.0036471i,0.0022128-0.00045979i,0.016922-0.00019945i,0.027602-0.0062231i
-0.23601-0.51552i,-0.21739-0.51485i,-0.023435-0.31886i,0.096772-0.16649i,0.032262-0.089758i,-0.033996+0.01851i,-0.0044811+0.072192i,0.018002+0.032655i,-0.0040056-0.0047308i,-0.012468-0.0043506i,0.021167+0.0041679i,0.055985-0.0023709i,0.050086-0.01069i,0.018466-0.0034257i,-0.0036741+0.012529i,-0.0011839+0.019163i,0.011146+0.01135i,0.013569-0.00020839i,0.0094124-0.0073612i,0.0057118-0.0080693i,0.0015568-0.00019285i,-0.00025337+0.012763i,0.0015993+0.020605i
-0.056055+0.035903i,-0.012409+0.12101i,0.018868+0.18556i,0.041289+0.14477i,0.091739+0.032398i,0.12673-0.074763i,0.10401-0.12253i,0.041891-0.095285i,0.014474-0.032467i,0.021108-0.0037203i,0.00067874+0.004148i,-0.02731+0.018997i,-0.034432+0.016761i,-0.03256+0.0089524i,-0.01859+0.0095415i,0.0019864+0.0060666i,0.012248+0.0019161i,0.01117+0.0032133i,0.004112+0.0080654i,-0.00071324+0.012235i,-6.0506e-05+0.01015i,0.00023258+0.005646i,0.00013665+0.006289i
0.0082904-0.28502i,-0.14901-0.20539i,-0.24649-0.035124i,-0.19969+0.03828i,-0.153+0.039155i,-0.14695+0.088625i,-0.08648+0.13887i,-0.0018063+0.094402i,0.01286+0.015629i,-0.015766-0.0027208i,-0.017464+0.018423i,0.0048709+0.025044i,0.02187+0.011619i,0.01401-0.0037771i,-0.0090303-0.00045163i,-0.014378+0.014735i,-0.0038136+0.014541i,0.0044432+0.0035248i,0.0088237-0.0015035i,0.0075235-0.00054788i,0.0010813+0.0042491i,-0.0069173+0.0099656i,-0.014441+0.012625i
0.48278+0.091474i,0.47026-0.16124i,0.1998-0.35479i,0.0074484-0.28574i,0.045655-0.17903i,0.094634-0.16781i,0.055125-0.1227i,0.020385-0.037721i,0.018599+0.0080691i,0.013886-0.00067065i,-0.026822-0.024602i,-0.066359-0.019009i,-0.05638-0.0047968i,-0.025203-0.013958i,-0.013391-0.030981i,-0.022024-0.029235i,-0.0311-0.0075556i,-0.028379+0.0094444i,-0.021183+0.0094784i,-0.017816+0.0044733i,-0.016111-0.000198i,-0.014213-0.0093818i,-0.013553-0.020336i
-0.24142+0.17729i,-0.12759+0.32046i,0.10224+0.24948i,0.16011+0.062091i,0.048246+0.030716i,-0.020485+0.10061i,-0.010877+0.094545i,0.003836+0.033812i,-0.0015546-0.0078734i,-0.0074503-0.012889i,0.012055-0.014898i,0.032404-0.028554i,0.03543-0.020452i,0.035263-0.0012134i,0.03247+0.0031941i,0.026914-0.001941i,0.017922-0.0097418i,0.0062996-0.011257i,0.0013127-0.0064615i,0.002666-0.0063022i,0.0061321-0.010345i,0.011093-0.011845i,0.01527-0.010627i
0.097216-0.1435i,0.05964-0.28115i,0.044391-0.25356i,0.095601-0.12006i,0.14927-0.076405i,0.15449-0.11103i,0.10195-0.097639i,0.039125-0.023904i,0.028229+0.032673i,0.042689+0.013889i,0.01988-0.025862i,-0.015718-0.021645i,-0.028195+0.00059259i,-0.021947+0.0132i,-0.0080779+0.010086i,-0.00059204-0.0034594i,0.00087896-0.011843i,0.0028439-0.012695i,0.0019408-0.0077265i,-0.0024362-0.0031189i,-0.0077-0.0017452i,-0.0082956-0.00046058i,0.000934-0.00063573i
-0.22252+0.37516i,-0.095781+0.63697i,0.064216+0.6573i,0.076632+0.42677i,0.0059363+0.22852i,-0.015551+0.15214i,-0.0056829+0.087454i,-0.0044703+0.018994i,-0.013058-0.012581i,-0.0060031+0.0046967i,0.035648+0.022227i,0.062464+0.0068564i,0.045975-0.0038655i,0.025089+0.0075537i,0.023184+0.020841i,0.029222+0.021215i,0.023768+0.009671i,0.009059-0.00026345i,0.0036602-0.0040724i,0.010302-0.0048021i,0.021752-0.0039559i,0.026953-0.0021942i,0.019107+0.0066039i
0.042041-0.4807i,-0.26725-0.65266i,-0.52235-0.50103i,-0.42548-0.19153i,-0.1817-0.040373i,-0.058502+0.00073821i,-0.016477+0.041165i,-0.0013685+0.054096i,-0.00045893+0.047494i,0.0014728+0.03212i,-0.013397+0.022298i,-0.030131+0.028739i,-0.030059+0.021797i,-0.031747+0.0064257i,-0.037644+0.0090767i,-0.031633+0.022293i,-0.0099701+0.027218i,0.0059344+0.019526i,0.0018334+0.011984i,-0.0063548+0.014137i,-0.010062+0.019499i,-0.013124+0.020702i,-0.015391+0.016227i
0.14044+0.34558i,0.38416+0.34145i,0.44639+0.09208i,0.23263-0.11267i,0.034514-0.081471i,-0.011931-0.019265i,-0.025787-0.037933i,-0.041227-0.051372i,-0.046324-0.034247i,-0.039738+0.0010099i,-0.014208+0.018041i,0.0067331+0.00074642i,0.011197-0.0162i,0.0066609-0.020964i,-0.00080514-0.019566i,-0.0056836-0.015474i,-0.01071-0.010303i,-0.012497-0.0030897i,-0.0071382+0.00025589i,-0.00081207-0.0024437i,0.0022601-0.0072886i,0.0043958-0.012228i,0.0027524-0.015495i
-0.24359-0.34823i,-0.41779-0.3839i,-0.34544-0.24523i,-0.10549-0.11365i,0.0031298-0.064515i,0.0094334-0.0023769i,0.038545+0.038368i,0.0424+0.024951i,0.025481+0.011195i,0.0084666-0.0080656i,-0.025075-0.015607i,-0.037957+0.0040485i,-0.019081+0.012014i,-0.0063676+0.00034778i,-0.01166-0.0087221i,-0.018712-0.0089301i,-0.013873-0.005051i,-0.0040242-0.0032769i,-0.0023503-0.0037033i,-0.0096494-0.00032318i,-0.017606+0.01106i,-0.014231+0.020379i,-0.0019298+0.01319i
0.30611+0.37373i,0.5868+0.36398i,0.61233+0.22086i,0.37111+0.078716i,0.15323-0.035028i,0.046479-0.10631i,2.4547e-05-0.10511i,-0.00087183-0.069906i,0.00096919-0.050127i,-0.0026891-0.031973i,0.0076797-0.026701i,0.015597-0.02925i,0.018477-0.016989i,0.025208-0.0096839i,0.030133-0.015884i,0.028348-0.021065i,0.013859-0.014981i,-0.00529-0.0048886i,-0.012146-0.0029871i,-0.0070797-0.0081944i,-0.00077071-0.018079i,0.00020341-0.023548i,0.0010923-0.014055i
-0.40056-0.23089i,-0.63417-0.064324i,-0.60552+0.1923i,-0.31283+0.26642i,-0.05684+0.17834i,0.01664+0.12835i,0.032569+0.11799i,0.040615+0.069244i,0.032645+0.019245i,0.026254-0.0072793i,0.013702-0.01203i,-0.0024267+0.0040698i,-0.0070674+0.021704i,-0.00018056+0.028488i,0.0066424+0.026132i,0.010556+0.020035i,0.014288+0.0078919i,0.015779-0.0051042i,0.015613-0.0057744i,0.014191-0.00021636i,0.0077744+0.0051741i,-0.00034081+0.013615i,-0.0047111+0.019172i
0.39691+0.036711i,0.48133-0.14625i,0.27145-0.33278i,0.003499-0.28184i,-0.043677-0.12444i,-0.010103-0.089542i,-0.034947-0.073243i,-0.039331-0.010111i,-0.01364+0.026082i,0.0053627+0.027871i,0.016864+0.0060973i,0.0080276-0.017696i,-0.0071845-0.015554i,-0.0066723-0.0046385i,0.0024902+0.0027002i,0.004285+0.00736i,-0.0036067+0.011664i,-0.0086814+0.011725i,-0.0071078+0.0059877i,-0.0016605+0.0009884i,0.0055061-0.007253i,0.0037612-0.01791i,-0.0080695-0.017746i
-0.37713-0.024965i,-0.41244+0.079263i,-0.20694+0.10395i,-0.00078791+0.039921i,0.062108+0.054282i,0.095108+0.097896i,0.091209+0.051143i,0.034175+0.005499i,0.008054+0.0096948i,0.012258+0.014181i,0.014767+0.019384i,0.012366+0.017637i,-0.0020765+0.0069369i,-0.013173+0.0096067i,-0.014492+0.016577i,-0.013031+0.0133i,-0.0056055+0.0025169i,0.0047254-0.0051827i,0.0071587-0.0060311i,0.0018912-0.00039314i,0.001876+0.0092065i,0.0091147+0.0094812i,0.0097805-0.003982i
0.37494-0.0064457i,0.44809-0.12309i,0.34073-0.187i,0.14341-0.13099i,-0.012014-0.051591i,-0.060448-0.010703i,-0.026146-0.0019269i,0.0025799-0.008773i,-0.0081089+0.0029697i,-0.015882+0.021043i,-0.0081484+0.017058i,0.0027441-0.00069387i,0.0057658-0.017391i,-0.0039658-0.023891i,-0.0098913-0.018166i,-0.0056248-0.012i,-0.0022883-0.0050735i,-0.0041113+0.0057421i,-0.0065843+0.013382i,-0.006618+0.013957i,-0.005422+0.0076675i,-0.0010509-0.0014351i,0.0060831-0.0080377i
-0.32992+0.16518i,-0.30397+0.35352i,-0.093403+0.43231i,0.059911+0.28717i,0.050362+0.10648i,0.010759+0.045155i,0.011499+0.019095i,-0.0017998-0.022714i,-0.02907-0.042755i,-0.033862-0.031772i,-0.018251-0.0056781i,0.0023745+0.015797i,0.015388+0.017845i,0.014346+0.01165i,0.005812+0.0065597i,0.0010732-0.0010808i,0.00027078-0.0094359i,0.00015941-0.013116i,0.0020007-0.014592i,0.00060059-0.013285i,-0.0018401-0.0014148i,0.0027526+0.016161i,0.010809+0.022756i
0.19032-0.21698i,0.037392-0.27694i,-0.21354-0.18541i,-0.27409-0.045305i,-0.18811+0.0099876i,-0.13425+0.032171i,-0.07487+0.081659i,-0.0040822+0.078249i,0.0091891+0.034478i,-0.0072062+0.0088035i,-0.026614-0.0047552i,-0.034932-0.0014862i,-0.013782+0.0054682i,0.0080239-0.0044391i,0.013846-0.010404i,0.014773+0.0013177i,0.013051+0.013267i,0.0044974+0.012921i,-0.0050382+0.0066979i,-0.0067046+0.0014204i,-0.0067179-0.0040449i,-0.0098788-0.003568i,-0.010134+0.0066095i
-0.17912+0.12146i,-0.13567+0.054966i,-0.029605-0.1082i,0.030996-0.20668i,0.057876-0.21295i,0.055616-0.20865i,-0.0031052-0.16698i,-0.023955-0.085042i,0.0088583-0.048524i,0.020324-0.045211i,0.013589-0.033134i,0.00065017-0.015522i,-0.012164+0.0078511i,-0.0083356+0.022323i,-0.0044319+0.018917i,-0.0086953+0.010631i,-0.0094513+0.0022546i,-0.0037457-0.0058887i,0.0010965-0.0096997i,0.0020448-0.008888i,-0.00032274-0.0069709i,-0.0078942-0.007131i,-0.018297-0.0084905i
0.18737-0.17308i,0.20339-0.19571i,0.14311-0.14348i,0.092324-0.048717i,0.081605+0.047942i,0.093596+0.092923i,0.092356+0.06489i,0.065059+0.026798i,0.044531+0.022166i,0.039398+0.016951i,0.027839-0.0069579i,0.0074674-0.024736i,-0.0081042-0.022765i,-0.010492-0.012765i,-0.0027611-0.0071023i,0.0022131-0.0050093i,0.0035985-0.003896i,0.0066284-0.0014703i,0.0097344+0.004233i,0.010552+0.0071298i,0.0073175+0.0026159i,0.0024384-0.0067331i,-0.00059315-0.014936i
-0.070797+0.24469i,0.019769+0.25466i,0.1822+0.14422i,0.21577+0.020847i,0.12738-0.050438i,0.062151-0.08875i,0.017333-0.10425i,-0.019855-0.068008i,-0.021017-0.020817i,0.0011912+0.00075642i,0.028422+0.0080663i,0.03845-0.00012586i,0.017286-0.0033344i,-0.0045476+0.012058i,-0.010661+0.019698i,-0.015068+0.010115i,-0.01699+0.0026994i,-0.010081+0.001052i,-0.0035118-0.0052874i,-0.0028363-0.0089312i,0.0012837-0.0027831i,0.010558+0.0016096i,0.016584-0.0023327i
0.0023867-0.14867i,-0.047555-0.0091865i,-0.088014+0.2326i,-0.064725+0.32846i,-0.024036+0.30934i,0.019748+0.31302i,0.081963+0.25721i,0.074722+0.13569i,0.014284+0.07417i,-0.010036+0.062693i,-0.0099839+0.049791i,-0.0030436+0.036551i,0.0092281+0.0092212i,0.010075-0.018436i,0.010294-0.021904i,0.019204-0.015804i,0.022147-0.010629i,0.011217-0.0034698i,-0.00088008+0.0051902i,-0.0024901+0.0090124i,0.00059574+0.0055226i,0.0062287+0.0035388i,0.015788+0.005949i
-0.10614+0.096707i,-0.24323-0.016045i,-0.35108-0.13587i,-0.3286-0.15155i,-0.24752-0.15726i,-0.21139-0.16146i,-0.16497-0.094694i,-0.080649-0.036321i,-0.032333-0.030335i,-0.028032-0.016771i,-0.024265+0.0099336i,-0.011028+0.021595i,-0.0012013+0.017269i,-0.0025024+0.012093i,-0.0083697+0.014819i,-0.0087495+0.016983i,-0.0050138+0.014974i,-0.0013549+0.012468i,0.0016896+0.0063346i,0.0014919+0.00071216i,-0.0035369+0.0018879i,-0.0099034+0.010742i,-0.014442+0.018782i
0.076999-0.22115i,0.17976-0.29117i,0.18232-0.27881i,0.093609-0.19599i,0.048303-0.076444i,0.039694+0.0018563i,0.017866+0.01846i,0.00061993+0.0065862i,-0.0089357-0.0078019i,-0.021348-0.015529i,-0.037023-0.017881i,-0.044843-0.0065865i,-0.027846+0.0054295i,-0.0050818-0.0028001i,0.0020628-0.013912i,0.0022814-0.01394i,0.00062948-0.012712i,-0.0037908-0.013807i,-0.0041899-0.011391i,-0.00040411-0.0074564i,-0.00085524-0.0068667i,-0.0063641-0.005566i,-0.010569-0.0025672i
