-0.0073025+0.00074502i,-0.0056511+0.0032361i,-0.003878+0.0066756i,-0.0011147+0.0081948i,0.0010645+0.0066682i,0.0022087+0.0039771i,0.0013053+0.0010751i,-0.00056128+0.00019587i,-0.0012481+0.0012524i,0.00018956+0.0018517i,0.0016237+0.0013687i,0.0015743+0.00015371i,0.00073571-0.0011833i,0.00034536-0.0012304i,4.057e-05-0.00026101i,-0.0003805+0.00024707i,-0.0003841+0.00047132i,-0.00023571+0.00036255i,0.00046303-0.00034085i,0.00074122-0.00090071i,0.00034891-0.00085207i,0.00061691-0.00066225i,0.00095893-0.00046625i
9.0248e-05+0.012284i,-0.011299+0.042222i,-0.040554+0.090963i,-0.063711+0.12891i,-0.05714+0.13202i,-0.053228+0.11146i,-0.060212+0.076715i,-0.040341+0.034957i,-0.010087+0.0058454i,0.00017907-0.0018069i,-0.00095329+0.00047182i,-0.0020396+0.0016626i,-0.0024332+0.0030915i,-0.004953+0.0042423i,-0.0070325+0.0023591i,-0.006433+0.0011019i,-0.0050069+0.0019647i,-0.0012439+0.0036203i,0.0045583+0.002546i,0.0065174-0.0040437i,0.0046303-0.013336i,0.0025321-0.01655i,0.0011089-0.012422i
-0.0071567-0.0029153i,-0.026503-0.030504i,-0.050978-0.081753i,-0.051201-0.11968i,-0.014061-0.1027i,0.032521-0.053514i,0.048003-0.016307i,0.026475+0.0013112i,0.0041754+0.0076735i,7.2598e-05+0.0057234i,0.0010625+0.003906i,0.0019091+0.0048231i,0.0038762+0.0033916i,0.0051792+0.00078822i,0.0051215-0.0004151i,0.0055976-0.001552i,0.0063609-0.0026138i,0.0050168-0.002393i,0.0015429-0.0011087i,-0.001905+0.0032668i,-0.0028118+0.0090838i,-0.0013714+0.011233i,-0.00080154+0.0081591i
0.012201-0.003459i,0.03992-0.010605i,0.084948-0.010594i,0.10363-0.010527i,0.061197-0.029682i,0.012492-0.055135i,0.0082002-0.052822i,0.017349-0.027286i,0.011937-0.0054833i,0.0032898+0.0012417i,0.00065681+0.00033082i,-0.00042879+5.6623e-06i,-0.0010689-0.00026007i,-0.0017144-0.0012986i,-0.00093679-0.0016472i,-0.00032429-0.00056955i,-0.0011173+0.00025505i,-0.0021391+0.00074315i,-0.0040075+0.0010461i,-0.0036298+1.6074e-05i,-0.0010707-0.0014819i,-0.00041658-0.001038i,-0.00070527+0.00078238i
-4.6263e-05+0.0032199i,-0.0092599+0.030256i,-0.029727+0.077662i,-0.041479+0.1172i,-0.03187+0.12653i,-0.030271+0.11173i,-0.047207+0.077263i,-0.046348+0.037144i,-0.024181+0.011036i,-0.0085691+0.004541i,-0.0045689+0.0055079i,-0.0046856+0.0036796i,-0.004403+0.0023338i,-0.0023502+0.003593i,-0.0020738+0.0032965i,-0.003039+0.0014275i,-0.0029107+0.00067503i,-0.00058335+0.0012934i,0.003031+0.00044016i,0.004615-0.0044459i,0.0033552-0.010258i,0.002014-0.012498i,0.0022022-0.010211i
-0.0096767-0.0071773i,-0.031049-0.02522i,-0.056453-0.064381i,-0.064486-0.1006i,-0.039718-0.098561i,0.0040159-0.068304i,0.027184-0.036659i,0.015056-0.013871i,-0.0022696-0.0045231i,-0.0048743-0.0046318i,-0.001831-0.0047179i,0.00070856-0.0026344i,0.0029532-0.00098063i,0.0040429-9.698e-05i,0.0040846+0.00053859i,0.0036555-0.0002201i,0.0039754-0.0011954i,0.0023826-0.0014954i,-0.0019867+0.00029206i,-0.0038355+0.0049057i,-0.002162+0.011756i,-0.00095841+0.01483i,-0.0012125+0.011622i
0.0046891-0.0043337i,0.028763-0.010555i,0.072628-0.013775i,0.0965-0.013119i,0.065923-0.020847i,0.01868-0.034516i,0.005401-0.036417i,0.016278-0.026778i,0.018077-0.015884i,0.010418-0.0099378i,0.0042001-0.0085387i,0.0010788-0.0064889i,-1.2541e-06-0.0036153i,-0.001757-0.0021054i,-0.0042492-0.0010219i,-0.004663+0.001155i,-0.003692+0.0025452i,-0.0027111+0.0023112i,-0.0016507+0.0018769i,0.00015832+0.0008745i,0.0018327-0.0013197i,0.0019676-0.0035475i,0.0011195-0.0025401i
-0.0018445+0.0079855i,-0.0053749+0.032247i,-0.017796+0.071595i,-0.026387+0.10545i,-0.016474+0.11239i,-0.012061+0.097636i,-0.024305+0.066888i,-0.023545+0.030004i,-0.0071647+0.0061994i,0.0021081+7.7591e-05i,0.0013106+0.0023315i,0.00033541+0.0036349i,0.00013895+0.0037733i,-0.00049233+0.0033565i,-0.00033585+0.0016098i,-0.0012688-0.00069144i,-0.0022171-0.0017903i,-0.00017621-0.00066181i,0.0039387-0.00050446i,0.0043193-0.0024986i,0.0013578-0.0052737i,-0.00026547-0.0074148i,0.00026683-0.0076595i
-0.010497+0.0003365i,-0.026195-0.013527i,-0.052027-0.049151i,-0.068638-0.085138i,-0.054047-0.093087i,-0.010054-0.075414i,0.025016-0.044755i,0.021033-0.012439i,0.0037192+0.0049917i,-0.0019495+0.0052065i,-0.00057584+0.002519i,0.00096954+0.0023528i,0.0016045+0.0010777i,0.0022836-0.00078844i,0.0032381-0.001174i,0.00372-0.00082223i,0.003998-0.0010839i,0.0021827-0.00070054i,-0.001934+0.0008977i,-0.0038041+0.0036737i,-0.0020201+0.0084493i,-0.00011744+0.012568i,-0.00087+0.011621i
0.0045858-0.0037139i,0.025391-0.011349i,0.061954-0.017273i,0.087498-0.013568i,0.069447-0.0081325i,0.026263-0.0094642i,0.0022594-0.012049i,0.0027596-0.0085071i,0.0029562-0.0027211i,-0.002199+0.0012029i,-0.0039181+0.0017819i,-0.0030923+0.0011185i,-0.0023681+0.000487i,-0.0017046-4.1134e-05i,-0.0022314+0.00023235i,-0.0031341+0.0020257i,-0.0031783+0.0030273i,-0.001662+0.0024402i,-0.00022631+0.0006512i,0.0017135-0.0028082i,0.0029669-0.0065988i,0.0022895-0.00848i,0.0015761-0.0063358i
0.0046106+0.0088276i,0.0033184+0.026148i,-0.0060459+0.060403i,-0.014983+0.089763i,-0.0098412+0.092392i,-0.010094+0.076378i,-0.025437+0.050334i,-0.028935+0.022325i,-0.018097+0.0052424i,-0.0094511+0.0010933i,-0.0058971+0.0015858i,-0.0036276+0.0018239i,-0.0016548+0.0036485i,-0.0004867+0.0046957i,-0.00071708+0.0033607i,-0.0010336+0.00091028i,-0.00071441-0.001096i,0.0015034-0.0015778i,0.0038372-0.0015977i,0.0035783-0.0023177i,0.0014012-0.0022208i,0.00024275-0.002664i,0.00097734-0.0037071i
-0.0046946-0.0017401i,-0.020296-0.012661i,-0.046896-0.040098i,-0.067384-0.072085i,-0.059887-0.086504i,-0.022901-0.076768i,0.01164-0.048523i,0.014002-0.020097i,0.00177-0.0072074i,-0.0028634-0.0065752i,-0.0025376-0.0064854i,-0.00085033-0.0040129i,0.00086911-0.0024615i,0.00084428-0.0021022i,0.00090955-0.00085509i,0.0023776-0.00045336i,0.0033814-0.0011804i,0.00068171-0.00067982i,-0.0032024+0.001582i,-0.0038972+0.0050508i,-0.0010717+0.0089938i,0.00093585+0.010894i,-6.3605e-06+0.0096372i
0.0082504-0.009343i,0.021132-0.018031i,0.05252-0.024473i,0.080157-0.021573i,0.068806-0.0092063i,0.029953+0.0019405i,0.0055954+0.0011876i,0.0058178-0.0059475i,0.010305-0.0086121i,0.008274-0.0070555i,0.0044583-0.0044209i,0.0027812-0.0018177i,0.0017223-0.00068779i,0.00012404-0.00055555i,-0.0019335+0.00037602i,-0.0033218+0.0027132i,-0.0030371+0.0041242i,-0.0017102+0.0030144i,-0.0001616+0.00061622i,0.0015957-0.0020808i,0.0019651-0.0054528i,0.00057133-0.0077904i,0.00056769-0.0066039i
0.0010452+0.002458i,-0.00018589+0.020319i,-0.0076078+0.053138i,-0.017555+0.081134i,-0.016731+0.082672i,-0.011006+0.063576i,-0.012912+0.039732i,-0.011902+0.0201i,-0.002776+0.009685i,0.0032391+0.0066707i,0.0038733+0.0052716i,0.0036345+0.0039545i,0.003524+0.0035749i,0.0037256+0.003687i,0.0031376+0.0016809i,0.0019079-0.0011848i,0.00054538-0.0020841i,0.00106-0.0015063i,0.003111-0.0014116i,0.0020955-0.00087654i,-0.00077334+0.0011906i,-0.0019067+0.0014772i,-0.00036793-0.00094581i
-0.0062198-0.0017499i,-0.019795-0.008282i,-0.041838-0.028806i,-0.059991-0.057817i,-0.054061-0.071554i,-0.021967-0.063997i,0.010141-0.040183i,0.015116-0.012287i,0.0036184+0.0025653i,-0.0023425+0.0043054i,-0.0022164+0.0031459i,-0.0017347+0.0019803i,-0.001683+0.00060841i,-0.0014184-6.0064e-05i,0.00035135-9.689e-05i,0.0017898+5.1939e-05i,0.0018946-0.00047229i,-0.00084477-0.00097079i,-0.0044869-0.00032686i,-0.0038758+0.001917i,-0.0004152+0.0046359i,0.0019684+0.0060745i,0.0005701+0.0059079i
-0.0012294-0.0030779i,0.011099-0.0091141i,0.041429-0.015548i,0.074229-0.013417i,0.074998-0.00032i,0.040191+0.012076i,0.0069647+0.010451i,-0.0023793+0.00060161i,-0.0020815-0.0032322i,-0.0038752-0.0011404i,-0.0047798+0.00016811i,-0.0044432-0.00016476i,-0.0039929-0.0015111i,-0.0029405-0.0019076i,-0.0018611+0.000173i,-0.00052346+0.0032028i,-0.00073301+0.0042i,-0.0013967+0.0026697i,0.00038448+0.00059576i,0.002348-0.001682i,0.0022846-0.0047496i,0.0010949-0.0066379i,0.00066452-0.0055555i
0.0011115+0.0060431i,0.0023052+0.019606i,-0.002583+0.043512i,-0.012879+0.065485i,-0.017396+0.062982i,-0.014387+0.041827i,-0.013764+0.021369i,-0.01317+0.0076661i,-0.0076167+0.00011501i,-0.0035336-0.0021939i,-0.002593-0.0014866i,-0.0008659-8.1944e-05i,0.0016307+0.0014119i,0.002704+0.0020815i,0.0018097+0.0010218i,0.00073846-0.0013744i,0.00071033-0.0030781i,0.0032836-0.0021392i,0.0053207-0.001037i,0.0034317+0.00015179i,2.739e-05+0.0024851i,-0.00086076+0.0034033i,-0.00018299+0.0018957i
-0.0059252+0.0020808i,-0.015804-0.0032894i,-0.036777-0.021717i,-0.053921-0.046328i,-0.048873-0.059466i,-0.022715-0.055537i,0.0045831-0.037443i,0.011235-0.015786i,0.0040403-0.0053203i,-0.00029004-0.0043792i,-0.00057818-0.004252i,2.3478e-05-0.0025785i,-0.00021553-0.0010994i,-0.0019377-0.0012327i,-0.0023186-0.0013922i,-0.00052929+4.7638e-05i,4.0049e-05+0.0010785i,-0.0026756+0.0006741i,-0.0050558+0.00057773i,-0.0038087+0.0017018i,-0.00021951+0.0024134i,0.0013988+0.0030965i,1.6837e-05+0.0039928i
0.0038357-0.002862i,0.012962-0.0098191i,0.035379-0.017175i,0.061781-0.015169i,0.064668+0.00018662i,0.035735+0.014031i,0.0054816+0.013157i,-0.00020987+0.0033369i,0.0045013-0.002137i,0.0047308-0.00066872i,0.003051+0.0012276i,0.0013683+0.00074178i,0.00070495+0.00021027i,0.00026476+0.00087362i,-0.00071256+0.0016909i,-0.0023068+0.0024958i,-0.0025754+0.0032186i,-0.00062125+0.002736i,0.0012084+0.0012506i,0.0015419-0.00040454i,0.0001914-0.0030916i,-0.00051937-0.0056662i,0.00087067-0.005418i
0.001705+0.0047353i,0.0030754+0.016155i,-0.0022422+0.037355i,-0.013925+0.057229i,-0.021351+0.054711i,-0.017107+0.033113i,-0.009582+0.014562i,-0.0062256+0.0066929i,-0.003411+0.0053712i,-0.00043413+0.0060199i,0.00014042+0.005476i,0.00077643+0.0038598i,0.0023997+0.0029835i,0.0037578+0.0023216i,0.0028934-3.6693e-05i,0.0009725-0.0026981i,0.00050062-0.0036629i,0.0023887-0.0035063i,0.0046158-0.0026352i,0.0035513-0.0011538i,0.001035+0.00077343i,0.00065521+0.0016934i,0.00037116+0.00034931i
-0.00094366-0.0029993i,-0.010968-0.0068533i,-0.028164-0.020281i,-0.040933-0.041766i,-0.036431-0.054548i,-0.015868-0.047559i,0.0034789-0.02854i,0.0055115-0.010033i,-0.0012951-0.00043871i,-0.0047505+0.00041815i,-0.0047652-0.00060196i,-0.0039564+0.00014101i,-0.0029946+0.0013611i,-0.0017891+0.0012501i,-0.00021305+0.001323i,0.0010474+0.0016916i,0.00060332+0.0015979i,-0.0028438+0.0014975i,-0.0056707+0.001425i,-0.0034854+0.0011493i,0.00045363+0.0001418i,0.0017304+0.00015941i,0.00079722+0.0014897i
0.001001-0.0042662i,0.0083771-0.0096331i,0.029424-0.015164i,0.053781-0.011894i,0.057529+0.0036286i,0.033055+0.017893i,0.0047215+0.015856i,-0.0045784+0.004758i,-0.0022739-0.0018713i,-0.0010874-0.0027313i,-0.0017089-0.0024828i,-0.0026082-0.00207i,-0.00276-0.0020618i,-0.0016717-0.0013413i,-0.0011205+0.0015056i,-0.0017297+0.0036215i,-0.0018902+0.0033942i,0.00011783+0.0026025i,0.0028719+0.0020925i,0.0029474+0.00054671i,0.00084245-0.0013638i,-0.00058583-0.0026598i,-2.7456e-05-0.0024178i
-0.00022486+0.002142i,0.00057808+0.011656i,-0.0023995+0.029401i,-0.012956+0.045851i,-0.023605+0.04392i,-0.020322+0.023077i,-0.0094874+0.0069389i,-0.0029052+0.0033129i,-0.00036582+0.00046442i,0.0017893-0.0029959i,0.0022585-0.0027009i,0.0023285-0.0011296i,0.0043704+0.00019844i,0.0057099+0.00047308i,0.0043036-0.0013193i,0.0014187-0.0032351i,0.00060342-0.0035035i,0.0016237-0.0024793i,0.0025873-0.0019135i,0.0021777-0.0004946i,0.00093797+0.0017645i,0.00065933+0.0025471i,0.00010454+0.0021438i
-0.0063307+0.00095119i,-0.012109-0.0024552i,-0.024257-0.013884i,-0.03411-0.032356i,-0.026851-0.043572i,-0.0092355-0.037666i,0.0038644-0.021792i,0.0066987-0.0081762i,0.003857-0.0019673i,0.0027965-0.0013459i,0.0020168-0.00080813i,0.00044929+0.00092355i,-0.0011615+0.0020735i,-0.0023678+0.0022395i,-0.0017912+0.0020237i,-0.0003714+0.0008699i,-0.0004913-4.9468e-05i,-0.003696+0.00030557i,-0.0063813+0.0013891i,-0.0040823+0.0014328i,0.00025019-0.00073307i,0.0013431-0.0012465i,0.00039743-4.3402e-05i
-0.0034706-0.00024045i,0.0042861-0.0042311i,0.022515-0.0078039i,0.045287-0.0054975i,0.051687+0.0064116i,0.033363+0.017016i,0.0097679+0.013909i,-0.00046145+0.0037784i,-0.00065179+0.00041965i,-0.00011733+0.002422i,-0.00029108+0.0036839i,-0.0011873+0.0026657i,-0.0013614+0.0010481i,-0.00076515+0.00071686i,-0.0017883+0.00070138i,-0.0025978+0.00050751i,-0.001296+0.00092316i,0.0016206-2.0051e-05i,0.0033446-0.0012993i,0.0028693-0.00072082i,0.0010923-0.00041497i,-7.4832e-05-0.0014036i,-0.00024203-0.0022711i
-0.0075623+0.0062709i,-0.004595+0.016102i,-0.0061493+0.035984i,-0.013321+0.049219i,-0.020101+0.041106i,-0.014784+0.01643i,-0.0045254-0.00028854i,-0.0013823-0.00055619i,-0.0027487+0.0028171i,-0.0030756+0.0036097i,-0.0012674+0.0020632i,0.00013446+0.00038629i,0.0010661-0.0010369i,0.0016985-0.0020277i,0.00083137-0.0025972i,-9.3723e-05-0.002744i,-9.6838e-05-0.0019152i,0.0010215-0.0010994i,0.0022103-0.0012719i,0.0025086-0.001966i,0.0018066-0.00034535i,0.00079024+0.0014985i,0.00030795+0.0014914i
-7.1376e-06+0.0020872i,-0.0072816-0.00095941i,-0.017943-0.011739i,-0.024395-0.029102i,-0.018572-0.039163i,-0.005751-0.031597i,0.00058221-0.017144i,-0.00022315-0.006389i,-0.0023363-0.0020562i,-0.0028194-0.0020582i,-0.0023882-0.0017985i,-0.002287+5.1246e-05i,-0.0033989+0.0011806i,-0.0037886+0.0019858i,-0.0025025+0.0016829i,-0.001612+0.00053766i,-0.0021278+0.0011527i,-0.004437+0.0027767i,-0.0051184+0.0042758i,-0.0020958+0.0035946i,0.0012885+0.00063979i,0.0034932-0.0012298i,0.0039137-0.00081536i
-0.00030123-0.0004493i,0.005323-0.0044334i,0.018795-0.0095979i,0.035931-0.0074649i,0.039485+0.006456i,0.022521+0.016248i,0.0027164+0.012282i,-0.003392+0.0032801i,-0.00017187-0.0015177i,0.0018339-0.0010028i,0.00017257-0.0010709i,-0.0011246-0.002223i,0.00012718-0.0015809i,0.001355-0.0010909i,0.0013266-0.00080249i,0.00095894+0.00024953i,0.0013638+0.00071267i,0.0028477+0.00018145i,0.0039217-0.00082354i,0.0031958-0.00034813i,0.0013585+0.00082949i,-0.00038544+0.0010775i,-0.00097148+0.0013492i
0.0036011+0.00082923i,0.004722+0.005888i,-0.00056436+0.017317i,-0.012516+0.029482i,-0.022532+0.027316i,-0.019404+0.010076i,-0.0065525-0.00076076i,0.00098762-0.00066866i,0.0016452+0.00057617i,0.00089988+0.00049392i,0.0013914-0.00025491i,0.0033338-0.0010749i,0.0043453-0.0010991i,0.0042331-0.00060272i,0.0030316-0.0011625i,0.0018935-0.0022298i,0.0010281-0.0021834i,-0.00048376-0.0019631i,-0.0011552-0.0021365i,-0.00045376-0.0018743i,-2.1907e-05-0.00050576i,-0.0006929+0.00087441i,-0.00070772+0.0019426i
0.00061526-0.0014704i,-0.0053781-0.0035057i,-0.015457-0.0097257i,-0.021536-0.022569i,-0.014141-0.03069i,-0.0018966-0.022937i,0.0027188-0.010462i,0.0012018-0.0035577i,-0.00020087-0.0013404i,-0.00080197-0.00054042i,-0.00085457+0.0016123i,-0.00044001+0.0047042i,-0.00066566+0.0059945i,-0.0019262+0.004236i,-0.0023885+0.0031001i,-0.0014141+0.0033296i,-0.00097394+0.0028578i,-0.0028314+0.0024858i,-0.0036165+0.0032883i,-0.0012755+0.0034503i,0.0012841+0.0013659i,0.0030948-0.0016531i,0.0031539-0.003171i
0.00045577-0.0057387i,0.0023467-0.0092154i,0.012291-0.010933i,0.027455-0.0050771i,0.030232+0.0061744i,0.017384+0.014174i,0.0033909+0.010973i,-0.0011851+0.0030746i,-9.839e-05-0.00039686i,-0.00084887+0.00049005i,-0.0026758+0.0015755i,-0.0025647+0.0019925i,-0.001308+0.0020637i,-0.00092759+0.00075482i,-0.00082603-0.00045044i,0.00014877-0.00014802i,0.0017266+0.00054208i,0.0031807-0.00061674i,0.0031905-0.0024748i,0.0017418-0.0017038i,0.00039682+0.0006089i,-0.00046628+0.0017288i,-0.00079278+0.0021556i
0.00042005-0.00057105i,0.0016255+0.0040109i,0.00037604+0.015241i,-0.0076431+0.023855i,-0.018202+0.017259i,-0.015398+0.0021939i,-0.0045767-0.0038204i,-0.00021294-0.0012215i,-0.001491+7.6041e-05i,-0.0021978-0.00068344i,-0.0016822-0.0013407i,-0.00099605-0.0021759i,0.0011507-0.0031281i,0.0021147-0.0036005i,0.0010193-0.0035929i,5.6176e-05-0.0036046i,-0.00037329-0.0032371i,-0.0012203-0.0019739i,-0.0012583-0.00042502i,-0.00093378-0.00029945i,0.00012369-0.00061644i,0.0011587+0.00028847i,0.0022998+0.0014712i
-0.0050228+0.0036069i,-0.006573+0.0039626i,-0.0096828-0.0027293i,-0.010254-0.017798i,-0.0038216-0.024643i,0.0035988-0.016851i,0.0035517-0.006393i,0.00043905-0.002366i,-0.00072773-0.0019153i,0.00040181-0.001655i,0.0010708-0.0022675i,0.00019475-0.0012863i,-0.00061518+0.0018418i,-0.00082519+0.0040077i,-0.00095918+0.004154i,-0.001102+0.0030823i,-0.0016107+0.0027578i,-0.0016505+0.0037716i,-0.00016326+0.0047628i,0.0015396+0.0042858i,0.0023186+0.0017636i,0.0024764-0.00061278i,0.0022567-0.002111i
-0.0015359+0.0015786i,0.0014022+2.3214e-05i,0.0090492-0.0034468i,0.018656-0.0016719i,0.021005+0.0094229i,0.012203+0.014209i,0.0034317+0.0081825i,0.00050409+0.0020011i,0.0017386+0.00066616i,0.0027978+0.00089023i,0.0027953+0.00081301i,0.0018507-0.00024689i,0.00010167-0.0010672i,-0.00044699-0.00060751i,9.3913e-05-0.00032394i,0.00090522-0.0010157i,0.002114-0.0016513i,0.0029536-0.0028129i,0.0022145-0.0042832i,0.00069128-0.0032464i,-0.0012331-0.00032711i,-0.0030778+0.001519i,-0.0029047+0.003018i
0.0018395+0.0028668i,0.0030848+0.0046515i,0.00059151+0.010208i,-0.0068626+0.017321i,-0.01276+0.013126i,-0.010214-0.00023293i,-0.0039337-0.0049972i,-0.00041604-0.00094132i,0.00010824+0.0012079i,-0.0010201+0.0010573i,-0.0014254+0.00063873i,-0.00030168-0.00055751i,0.00074647-0.0022058i,0.0016009-0.0025906i,0.0017387-0.00058134i,0.00081925+0.00098052i,-0.00096376+0.0018765i,-0.0018574+0.0021987i,-0.00068364+0.0022011i,-2.7707e-05+0.001031i,0.00047534-0.00085989i,0.0016177-0.0014652i,0.0018772-0.00076457i
-0.0013331+0.0025135i,-0.0038285+0.0010318i,-0.0090794-0.0022528i,-0.0088044-0.010715i,-0.00042303-0.018237i,0.0037342-0.013744i,0.00046663-0.005154i,-0.002089-0.0012329i,-0.0019915-0.00065599i,-0.0012265-0.00099407i,-0.0014244+0.00056778i,-0.00064661+0.0026618i,0.00048404+0.0037744i,-9.075e-05+0.0039913i,-0.0013646+0.0038007i,-0.0024527+0.0034115i,-0.0028759+0.0025773i,-0.0023336+0.0023146i,-0.00053088+0.0030009i,0.00095729+0.0022376i,0.0014424+0.00079888i,0.0015916-0.0013907i,0.00036687-0.003787i
0.0016869-0.00021572i,0.0027367-0.0024046i,0.0089211-0.0041401i,0.018633-0.0016981i,0.017975+0.0041854i,0.0077473+0.0078041i,0.001659+0.0056294i,0.0011144+0.00086193i,0.00095304-0.0015239i,-0.00062427-0.00092783i,-0.0026413+0.00026952i,-0.0032184+0.00078078i,-0.0023953+0.00011966i,-0.0016148-0.00094081i,-0.001056-0.0016656i,-8.175e-05-0.0017417i,0.00083387-0.0030938i,0.0016416-0.0048144i,0.0011889-0.0053428i,-2.9907e-05-0.0035842i,-0.00076137+5.4459e-05i,-0.0012346+0.0025693i,-0.0013325+0.0041364i
-0.00023929-0.00091342i,0.0011197+0.0025961i,0.0011763+0.0071646i,-0.0037996+0.0096214i,-0.012343+0.0070259i,-0.009954-0.00033833i,-0.0019535-0.0039157i,0.00037674-0.0024466i,-0.00096289-0.0011381i,-0.0023904-0.0019698i,-0.0023414-0.0028726i,-0.0016934-0.0032844i,-0.00073271-0.0028248i,0.00019562-0.0015893i,0.0010532-0.0014175i,0.0015725-0.00085302i,0.00038246+0.0006915i,-0.00055912+0.0012575i,0.00023465+0.0010149i,0.00083976+0.00022076i,0.00099489-0.0011279i,0.0013663-0.0022213i,0.0013701-0.0027013i
-0.00028676+6.3969e-06i,-0.0023085+0.00046675i,-0.0064665-0.0033499i,-0.0077323-0.0094563i,-0.0022695-0.0098443i,0.0029555-0.0055304i,0.0019322-0.0017544i,-3.4839e-06-0.00093893i,0.00053345-0.0012718i,0.002328-0.00024074i,0.0030176+0.00055533i,0.0022702+0.00049264i,0.0011459+0.0019394i,-0.00017915+0.0039474i,-0.00058771+0.00386i,0.0001243+0.0023123i,0.0004928+0.0013545i,-8.8441e-05+0.0017048i,-0.00019657+0.0011693i,-0.00012119+0.00014527i,-0.0003269-0.00064588i,-0.00024871-0.0021887i,-0.00066059-0.0030612i
0.0034224-0.00049629i,0.0052097-0.0033353i,0.0074444-0.0049164i,0.01105-0.0024869i,0.013768+0.003891i,0.0074867+0.0047544i,0.00070398+0.0011198i,0.00021237+0.00044516i,0.0019168+0.00082558i,0.0027089+0.00083932i,0.0017105+0.0010089i,0.00031105+0.001453i,-0.00073818+0.0010087i,-0.0015252-0.00011366i,-0.0014759-0.0017514i,-0.00029774-0.0023192i,0.0010983-0.0027583i,0.0009549-0.0034811i,-0.00085763-0.002361i,-0.00094257-0.00073763i,-0.00062312+0.001103i,-0.0012565+0.0033348i,-0.00042261+0.0050053i
-0.0022638-0.0015051i,-0.0014942+0.0016534i,-0.0031238+0.0078708i,-0.006296+0.01338i,-0.0076868+0.006868i,-0.0062574-0.0019956i,-0.0031088-0.0023544i,-0.001077+0.00043448i,-0.00092575+0.0018639i,-0.0013855+0.0015738i,-0.0014904+0.00076472i,-0.0001028-0.0006729i,0.00069774-0.0017782i,0.00073464-0.0015796i,0.00090766-0.00019526i,0.0011761+0.0019637i,0.00023676+0.0041275i,-0.0011132+0.0050985i,-0.0008418+0.0041018i,0.00057012+0.0013579i,0.0019682-0.001249i,0.0028333-0.0026972i,0.0023313-0.0033941i
-0.0019443+0.0028196i,-0.0040764+0.0026382i,-0.0046078+4.7928e-05i,-0.0016906-0.0065116i,0.0016076-0.012307i,0.0027536-0.0062474i,0.0010089+0.000637i,-0.00051363+7.3133e-05i,-0.00077057-0.00062023i,-0.001184-0.00021707i,-0.0014821+0.00054744i,-0.00040759+0.0016743i,0.0014757+0.0029511i,0.0019021+0.0035797i,0.00010639+0.0019958i,-0.001733+0.00075317i,-0.002502+0.00018253i,-0.001787-0.00063132i,-0.0014099-0.00052032i,-0.0014867+0.00028841i,-0.00074417+0.0012677i,0.00014449+0.00068496i,-0.00030677-0.0008739i
-0.00028684+0.0032078i,0.00023775+0.003237i,0.005225-9.4579e-05i,0.009861-0.0021091i,0.0059658+0.001659i,0.0013182+0.0041639i,0.0010091+0.0022652i,0.0002522+5.6548e-05i,-0.00050588-0.0010911i,-0.0015629-0.0018676i,-0.0022659-0.0015931i,-0.0027116-0.00067474i,-0.001977+3.9372e-05i,-0.00061315-0.00062786i,-0.00021431-0.0017925i,-5.5644e-05-0.0027192i,0.00086709-0.003187i,0.0019159-0.0033189i,0.0011785-0.0032081i,0.00093107-0.0010972i,0.00090444+0.0010274i,3.1745e-05+0.0023125i,0.00035747+0.0039575i
-0.00063953+0.0019272i,0.0014259+0.0033411i,0.002632+0.0051636i,-0.0012881+0.0047773i,-0.0057117+0.0033463i,-0.0039677-0.00065196i,-0.00072514-0.0033646i,0.00017061-0.0017672i,0.0006038-0.00044143i,0.00060827-0.00065636i,0.00037039-0.0014667i,-0.00025489-0.001499i,-0.00084004-0.00056492i,-0.00033638-5.967e-05i,0.00060508+0.00054898i,0.0013269+0.001829i,0.0017351+0.0032268i,0.0020615+0.0033328i,0.0029714+0.0026532i,0.0031167+0.0015085i,0.0019383-0.00042837i,0.00077136-0.00278i,5.7226e-05-0.0043398i
0.0035659+0.00046763i,0.0016605+0.00026356i,-0.0031466-0.0018097i,-0.0061674-0.0045035i,0.00018341-0.0048063i,0.0040108-0.0033748i,0.0010001-0.0016174i,-3.5037e-05-0.00091355i,0.0011471-0.00072365i,0.0023165-2.3214e-05i,0.0016299+0.00022598i,0.0017775+0.00065551i,0.0026073+0.0015106i,0.0018386+0.0023222i,-0.0003111+0.0020914i,-0.0016923+0.00097689i,-0.0015477-0.00099378i,-0.0015861-0.0017878i,-0.0015413-0.00038414i,-0.00089415+0.00094027i,-0.00095098+0.0021817i,-0.0014995+0.0019626i,-0.0020656+0.00069544i
0.0017519-0.0021221i,0.0014925-0.0037138i,0.0013665-0.0033i,0.0042462+0.00054175i,0.007146+0.0013201i,0.0023613+0.00063954i,-0.0014506+0.0010892i,-0.00061629+0.00031354i,-0.00081822+0.0001476i,-0.00084122+0.0011639i,-0.00082124+0.0015111i,-0.00084382+0.0012106i,-0.0011219+0.00068916i,-0.0013035-0.00037527i,-0.00073536-0.0011897i,0.00041159-0.0017028i,0.0006156-0.0020222i,-0.00011045-0.0023292i,0.0001276-0.0019907i,0.00088379-0.0013118i,0.00098749-0.00031344i,0.00062642+0.0010388i,0.0014566+0.0027073i
