5.7524e-05-3.7701e-05i,0.00061856-0.00040311i,-0.0010785-0.00093711i,-0.0023592-0.0010241i,-0.0021633-0.00011251i,-0.0026272+0.00062321i,-0.0018959+0.0014467i,0.00041657+0.0015122i,0.0022811+0.00076855i,0.0026186-0.00058428i,0.0015929-0.00069405i,0.00056635-0.00096461i,0.00073184-0.0011207i,0.00079711-0.0007789i,-1.2048e-05+6.5782e-05i,-0.00095939+0.00085784i,-0.0005789+0.00053664i,-0.00021312-0.00064285i,5.0849e-05-0.0012268i,0.00026506-0.00060897i,-0.00046663-5.9706e-05i,-0.00068451-3.8124e-05i,-0.00054319-0.00016663i
0.0006763+0.0017449i,0.0014111+0.00069627i,0.0018948-7.7379e-05i,0.0025294-0.00025503i,0.002184-0.00055958i,0.0014117-0.00079127i,0.00038658-0.00048545i,0.00014615-0.00056391i,0.0011939-0.00071465i,0.0017517+0.00029129i,0.0012166+0.00038791i,0.0012655-0.00011619i,0.00098773+2.4318e-05i,0.00025394-0.0004855i,0.0005495-0.00030013i,0.00011909+0.00010278i,-0.00070391-0.00055489i,-0.00065163-0.00065913i,-0.0008203-7.2787e-05i,-0.0010749+0.000325i,-0.0012713+0.00058969i,-0.0012021+0.00058747i,-8.8235e-05+0.0010367i
-0.00049775+0.00066484i,-0.00024902+0.00094919i,-0.00026474+0.0007312i,-0.00063453+0.0002851i,-0.0010869+0.00048702i,-0.00076815+0.00015164i,-0.00027618+0.0001387i,-0.00076683+0.00021047i,-0.00072612-1.4415e-06i,-0.00031305+0.00068234i,-0.00023452+0.00091705i,-0.00014824+0.00020693i,-0.00053361-0.00010376i,-0.0010919-4.6992e-05i,-0.00027183+0.00057201i,7.449e-05+0.00018406i,-1.8024e-05+0.00017776i,6.0925e-05+0.00061415i,-8.106e-05+0.00038224i,0.0002343+3.3749e-05i,0.0005032+0.00012218i,-0.00012429+0.00023231i,-0.00043179-4.7294e-05i
4.1832e-05+0.00061423i,0.00030231+0.0010486i,0.00074357+0.0012291i,0.0018456+0.001021i,0.0024951+0.00013645i,0.0012034-0.00062675i,0.00040465-0.00088991i,0.00014291-0.00056591i,0.00048062+0.00033673i,0.00075377+9.1047e-05i,-0.00036863-0.0013898i,-0.0014412-0.001603i,-0.0011955-0.0010457i,-0.0006536-0.00087447i,-0.00072043-0.00067957i,-0.0013592-0.00032371i,-0.0010238-5.3313e-05i,-0.00019154-1.3556e-05i,0.000493-0.0002079i,0.00094654-6.108e-05i,0.00020092+0.00025083i,-0.00062306+0.00017578i,-0.00061292-0.0006242i
-0.00039768+0.00088047i,0.00076617+0.00119i,0.0013666+0.0013348i,0.001306+0.0018509i,0.00065731+0.00039214i,-0.00032928-0.00051262i,-0.00019517+0.00030962i,0.00037277+0.000602i,0.00021682+0.00022835i,0.00012689-0.00022881i,-0.00040909+1.2498e-05i,-0.00062385+0.00063253i,-0.00080367+0.00019747i,-0.00042954-0.00068234i,0.00071081-0.0010368i,-5.2575e-05-0.00028524i,-0.00075706+0.00017827i,-0.0005897-0.00027774i,-0.00021968-0.00080005i,0.00013217-0.00079726i,-0.00031322-0.0006272i,-0.00036868-5.274e-05i,-0.00017547+0.00088814i
-0.0011491-0.00098202i,-0.0012939-0.0011111i,-0.0015696-0.0011618i,-0.00041967-0.0013541i,-0.00012178-0.00079349i,-0.00057339+7.7842e-05i,0.00029496+0.00064139i,0.00085961-7.7292e-05i,0.00026312-0.00097155i,0.00040077-0.00065588i,0.00072208+0.00037755i,0.00030218-0.00022464i,0.00010339-0.00088285i,-5.7577e-05-0.00040412i,-0.00053904-0.00030718i,-0.00049185-0.00033227i,-0.00051038+8.0346e-05i,-6.0561e-05+0.00038674i,0.00051615+0.00065681i,0.00060169+0.00036289i,0.00023932-5.991e-05i,-0.00031463+6.1899e-06i,-0.0002942+8.5733e-06i
0.00049029+0.0025819i,0.0019916+0.0029122i,0.0026899+0.0021833i,0.0032092+0.0012504i,0.0025619+0.00082492i,0.0013953+0.00031396i,0.001019+0.00049798i,0.00026653+0.00080771i,-0.00073281+0.00071487i,-0.00085056+0.00042642i,-0.00055958-1.9397e-05i,-1.3487e-05+0.00071497i,0.00029849+0.00080577i,8.3518e-06+0.00022006i,-0.00054581+0.00027596i,-0.00044752+0.00045312i,-0.00021188+0.00080972i,0.00017919+0.00062677i,-0.00023515-0.00020408i,-0.00063478-0.0006268i,-0.00051208-0.00071341i,-0.00081551-9.5757e-05i,-0.00063788+0.00040551i
0.0022732+0.00184i,0.0018339+0.00065678i,0.0022168-0.0004013i,0.0020508-0.00078151i,0.0010855-0.00091117i,-0.0001563-0.00082809i,-0.00030271-0.00073802i,-0.00029113-0.00071172i,-0.00018639+9.0797e-05i,-0.00029155+0.0013503i,-0.00053227+0.0015454i,-0.00012783+0.0011459i,-7.3823e-05+0.0008726i,-0.00097764+0.00041312i,-0.00091221+0.0007745i,4.5095e-06+0.001165i,0.00034592+0.0011646i,0.00053986+0.00042571i,0.00074021-0.0002332i,0.0010083-0.00025874i,0.00082893-0.0002743i,0.00043461+0.00038823i,-0.00045051+0.00086611i
0.0020078+0.0007795i,0.0023399+0.0010872i,0.0022727+0.00020037i,0.0019999-0.0012069i,0.00041502-0.0010623i,-0.00054201-0.00017534i,-0.00037704+0.00011944i,0.00016713+3.2805e-05i,0.00058116-0.00022496i,0.00024541-0.00050403i,-0.00047344-0.00019102i,-0.00098932+0.00071079i,-0.0012358+0.00096845i,-0.0011466+0.00065806i,-0.00091236+0.00052269i,-0.00098008+0.0003635i,-0.00078803+0.00034582i,-0.00016677+0.00042309i,0.00043149+0.00020538i,0.00056037-4.2627e-05i,0.0001534+0.00025212i,2.3666e-05+0.00087092i,-8.1314e-05+0.00097892i
-0.0037537-0.0015243i,-0.0029745+0.0011766i,-0.0050148+0.003879i,-0.0064067+0.0048067i,-0.0033963+0.0045054i,0.00045859+0.0030931i,0.00081539+0.0011229i,6.694e-06+0.00037214i,-4.438e-06-0.0001626i,-0.0010127-0.00068295i,-0.0013263-0.0012805i,0.0003614-0.0010815i,0.0015499-7.9064e-05i,0.0015407-0.00014324i,0.0011529-0.0010462i,0.00019983-0.0014602i,-8.8523e-05-0.00049291i,0.00033849+0.00094838i,0.00040744+0.0019911i,0.0002774+0.0014904i,0.00020232+0.00014877i,0.00051309-7.2842e-06i,0.00010386+0.00024119i
0.0018271+0.00056356i,0.0018589-0.00054797i,0.0025313-0.0014936i,0.0027032-0.0022534i,0.0015104-0.0025977i,-0.00038786-0.0013617i,-0.00017965+0.00063898i,0.00058831+0.0012604i,0.00082033+2.3086e-05i,0.0012826-0.0012786i,0.0013364-0.0015776i,0.00080119-0.00052046i,-0.00062873-0.00013405i,-0.00079379-0.00035402i,-0.00043124+0.00014486i,-0.0006543+2.8997e-05i,-5.0998e-05+5.9803e-05i,0.0010122+0.00038643i,0.0014404-0.00026919i,0.00048707-0.00080124i,-0.00056321-0.00044281i,-0.0003878-0.00038132i,-0.0002471-5.7191e-05i
-0.0012629+0.00045858i,0.00051448+0.0011686i,0.0016172+0.0023397i,0.00195+0.0025814i,0.0017355+0.0015006i,0.00061834-0.0001147i,0.00024211-0.0008625i,0.00064039-8.8093e-05i,0.00083377+0.00056989i,0.00063792+0.00078858i,0.00077916+0.00029096i,0.00083807+0.00015822i,0.00024003+0.00043199i,0.00014145+0.0006861i,0.00014784+0.00077637i,-0.00062319-0.00030438i,-0.00084555-0.00077861i,-0.0005207-0.00052795i,1.3647e-05-0.00018135i,0.00017468-6.3567e-05i,-0.00010014-0.00045137i,-0.00026436-0.00060709i,-0.00041034-0.00096534i
0.00099824+0.00054893i,2.8961e-05-0.00029966i,1.2835e-05-0.0015053i,0.00013546-0.0023052i,-0.00069154-0.0017459i,-0.00065348-0.0017309i,0.0003492-0.0017968i,0.00067605-0.0012295i,0.00034366-0.00065706i,0.00033653-9.3835e-05i,0.00074672+0.00046708i,-0.00018901+0.00034665i,-0.00083466+0.001142i,-0.0004559+0.001525i,0.00036835+0.00046645i,0.00069439-0.00045288i,7.9129e-05-0.0012188i,-0.00047138-0.0012833i,-0.00043179-0.00059907i,-0.00023625+0.00071018i,-0.00052292+0.00081925i,-0.00016547+0.00047693i,0.00061857+0.00079947i
-0.00073277+9.4733e-05i,-0.00038319-0.00074709i,-0.0001249-0.00093483i,-0.00067808+0.00010512i,-0.00067655+0.00055194i,-0.00019247+0.00084096i,1.8214e-06+0.0016128i,0.00026017+0.0012029i,0.00057834-0.00020519i,0.00025743-0.00095253i,-0.00042182-0.0011037i,-0.00019728-0.00064671i,0.0007074-1.036e-05i,0.0004652+0.00054334i,-0.00040419-4.2305e-05i,-0.0004994-0.00075167i,0.00027935-0.0005866i,-0.00022764-0.00012298i,-0.0011707-0.00062072i,-0.00053305-0.0004058i,0.00042317+0.00016617i,0.00052832-0.00040381i,-0.00022496-0.00058706i
-0.00018556-0.001395i,-5.3562e-05-0.00013922i,0.00059637-0.00031753i,0.00042453-0.0013056i,-0.00079139-0.0012089i,-0.0012483-0.00019956i,-3.5515e-05-0.00037174i,0.0010882-0.00026618i,0.0012508+0.00028797i,0.00084913+0.00054281i,0.00021264+0.00024132i,-0.00056577+8.6411e-05i,-0.00043595+0.00017149i,0.00016557+0.00054912i,0.00079784+0.00036224i,0.00043432+8.9161e-05i,-0.00032266+0.00016598i,-0.00028823+0.00048367i,-0.00026715+0.00043534i,-0.00011289+0.00021879i,-0.00022371+8.0976e-05i,-0.00032925+3.3953e-05i,0.00020788-0.00026209i
-8.1631e-05+0.00072508i,0.00012328+0.0011583i,-0.00022512+0.0018235i,0.00062926+0.0017503i,0.0017787+0.00039194i,0.0011363-0.00045619i,0.00086327+0.00018818i,0.0013724+0.00043142i,0.0016603+0.00043777i,0.0017992+0.00071719i,0.00083295+0.00050161i,-0.00024237-4.9459e-05i,-6.8951e-05-0.00028097i,0.00048107-0.0002421i,0.0011505-0.0001587i,0.0013558-1.101e-05i,0.00032788+2.6068e-05i,-0.00031139-0.00021081i,-0.00092721-0.00062741i,-0.00091861-0.00071057i,0.00018742-0.00078772i,0.00052859-0.00046941i,0.00026207+0.00012121i
0.00068481+0.00027841i,0.00053024+0.00016808i,0.00040284+0.00041241i,-0.00028049-0.00018377i,-0.00045455-0.00010506i,-0.00070884+0.00048367i,-0.00053498+0.00041411i,-2.9327e-05+0.00026066i,-1.7475e-05+0.00025395i,0.00024208+0.0010034i,0.00070962+0.001155i,0.00027142+0.00014092i,1.8272e-05-0.00055198i,-5.7056e-05-0.00014065i,-0.0004011+0.00010909i,5.1209e-05-0.00062955i,-0.00026695-0.0012865i,-0.00023131-0.00074987i,-0.0003565-0.00031036i,-0.00088352-0.00065793i,-0.00059021-0.00047842i,-0.00018837-0.00029175i,0.00040438+5.838e-05i
0.00063179-0.00031832i,0.00034443+0.00047274i,0.00044364+0.00049405i,0.00029991+0.0013396i,6.9428e-05+0.0011022i,0.00013401+4.2605e-05i,0.00052219+8.8267e-05i,6.3834e-05+0.00062934i,-0.00085156+0.00060764i,-0.00082567+0.00021052i,-6.0665e-05+0.00044455i,8.8529e-05+0.0007606i,0.0005262+0.00088735i,0.00076888+0.0011329i,9.9911e-05+0.00097171i,-0.0005301-1.9025e-05i,-0.0013284-0.00065017i,-0.001101-0.00049337i,-0.00025168-0.00034689i,0.00023672-0.00041666i,0.00053291-0.00033492i,-0.00031933-0.00055134i,-0.00012878-0.00058955i
-0.00016868+0.0019053i,0.0019186+0.001933i,0.0041769+0.0017654i,0.0051242+0.00018595i,0.0029831-0.0011852i,0.00072964-0.0018544i,-0.00048941-0.0010447i,-0.0010343-0.00012158i,-0.00032926+0.00021275i,0.00071607+0.00051242i,0.00019032+0.00015731i,-0.00084745-0.00051709i,-0.0012426-0.0011859i,-0.0013802-0.0012671i,-0.0013009-0.00097249i,-0.00081507-0.00024514i,-0.00051348+0.00044818i,-0.00080727+0.00068595i,-0.0004125-0.00016572i,0.00065333-0.0012463i,0.00087361-0.00092452i,-0.00014581-0.00039755i,-0.00074986-0.0002687i
0.0018953-0.0025339i,0.00049605-0.0012617i,-0.00071861-0.00080216i,-0.0026655-0.00015393i,-0.0034524-0.00059602i,-0.0020102-0.00016381i,-0.00019698+0.00017071i,0.00012996-0.00048794i,0.00013976-0.0012306i,-0.00028872-0.0015135i,-0.00054751-0.00090932i,0.00015658-0.00010293i,0.00074611+0.00094502i,0.00066023+0.0012815i,2.3788e-05+0.00083724i,-0.00063153+0.00034261i,-0.00091059+0.00043716i,-0.000731+4.0115e-05i,5.6558e-05-5.3699e-05i,0.00013901-0.00036802i,1.5319e-05-0.00022697i,-1.5266e-05+0.00010388i,0.00080178-0.00049983i
-0.00074943+0.00092905i,2.1971e-05+0.00086783i,9.3629e-05+0.00038493i,0.00022465+0.00018419i,0.00056947-0.00017681i,0.00052248-0.00053314i,0.00053978+0.00010616i,0.00033877+0.0006924i,0.00010779+0.00055312i,0.00023294-0.00058999i,0.00044493-0.00093473i,0.0007934-0.00036614i,0.00040986-0.00068471i,0.00020949-0.00051578i,0.00097668-0.00018035i,0.0007404-0.00051229i,-7.4429e-05-0.00030168i,-0.00089545-0.00035199i,-0.00093026-0.00042926i,0.00041705+2.3979e-05i,0.00045346+0.00030318i,-0.00084004-2.9546e-05i,-0.0010094-0.00049454i
0.0015905+0.0008522i,0.0023633+0.0020498i,0.0021526+0.002325i,0.0019498+0.00097153i,0.0015435+0.000185i,0.00030603-0.00032833i,-0.00022671-9.8118e-05i,1.0725e-05+0.00027675i,-0.00010669-0.00048075i,-7.1506e-06-0.00086392i,0.00062782+0.0005575i,0.0011463+0.0013146i,0.00091451+0.0007244i,0.00044373+0.00088915i,9.7947e-05+0.0011336i,-0.00014034+0.00046255i,0.00036079-0.00011126i,0.00029004-0.00038948i,0.00016207-0.00030146i,0.00051767+0.0001438i,0.00038329+0.00013495i,0.0004867-0.00058273i,3.2515e-05-0.00084482i
0.0019587+0.00040851i,0.0021526-0.00070478i,0.0026356-0.0017353i,0.0024102-0.0023376i,0.0012586-0.0028956i,0.00064313-0.0026556i,0.00069356-0.00063141i,0.0011343+0.00056963i,0.00064578+0.00046534i,0.00023536+0.00038235i,-6.3054e-05+0.0010396i,-0.00014456+0.0020263i,-0.00049356+0.0023119i,-0.001056+0.0020015i,-0.00069454+0.0020906i,-0.00052374+0.0016461i,-0.00057217+0.00029118i,3.9359e-05-0.00047756i,0.00077948+5.177e-05i,5.0449e-05+0.00064953i,-0.00053655-0.00015886i,0.00061167-0.00058189i,0.00078712-0.00067716i
0.00058507-0.00041689i,0.00024306-0.00013012i,-0.00038471+0.0013221i,-0.001268+0.0013095i,-0.0014368+0.00018974i,-0.00052894-0.00025694i,-5.5241e-05-0.00066545i,-0.00011417-1.6946e-05i,-7.1638e-05+0.00065106i,0.00029972+0.0004209i,0.00051241+0.00064137i,0.00014229+0.00071301i,-8.1408e-05+0.00032161i,0.00031331+0.00020047i,-0.00028402+0.00020525i,-0.00070623+0.0001095i,-0.00016616+2.2098e-05i,0.00015398+0.00030338i,0.00018573+0.00013586i,2.8939e-05+0.00013455i,0.00019306-0.00042644i,0.00056054-0.00051078i,-0.00030083+8.9632e-06i
-0.00014054+0.001599i,-0.00016263+0.00091993i,-0.00021524+0.00032863i,0.00020062-0.00017095i,0.00069475+0.00053916i,-0.00035484+0.00084999i,-0.0012587+0.00085655i,-0.0005245+0.00061432i,0.00088162+0.00039312i,0.0010637+0.00070116i,0.00012864+0.00051511i,-0.00023431-0.00015885i,-0.00010545-0.00035863i,0.00037142-0.00030125i,0.00045504+0.00046894i,-0.00046543+0.00080344i,-0.0010971+0.00065407i,-0.0012529+0.00033939i,-0.00096927-0.00018946i,-0.0010969+0.00036917i,-0.0010592+0.0002147i,6.0798e-05-0.00085684i,0.00064156-0.0006706i
-3.2443e-05+0.0021408i,0.002214+0.0016018i,0.0040112+0.0016748i,0.0045935+0.0012777i,0.0038555+0.00049188i,0.0022361-9.2247e-05i,0.00094093+0.00018361i,0.00069154+0.00048206i,0.0012563+0.00061424i,0.0016668-1.9394e-05i,0.0016668-0.00090913i,0.00052587-0.00011185i,-0.00087594+2.2886e-05i,-0.00027541-9.0071e-05i,0.00092353+0.00069807i,0.00075723+0.0005211i,1.3692e-07+8.0129e-05i,-0.00012152+0.00045094i,-0.00041116+0.00076926i,-0.00030788+0.00057426i,0.00028275-0.00027095i,0.00059169-0.00055171i,0.00035203-0.00020319i
0.00021138-0.0010392i,0.00014483-0.00051081i,-0.001071+0.00015941i,-0.0016948+0.00025502i,-0.0014906-0.00022497i,-0.0011889-0.00074167i,4.4141e-06-0.0002115i,0.00061115+0.00018982i,4.0847e-05-0.00021994i,-0.00018055-0.00047818i,-0.00013204-0.00041987i,-0.00038618+0.00029058i,-0.00055839+0.00046027i,-0.00036678+0.00050353i,0.00024033+0.0012655i,9.6314e-05+0.00096924i,0.00057926+0.00037649i,0.00047037-0.0004763i,5.0682e-05-0.00087435i,-0.00034259-0.00054604i,-0.00037645-0.00030871i,0.00033814-0.00021752i,0.00043829-0.0007251i
0.0012532-0.00067456i,0.0020477-0.00092134i,0.0014296-0.00099614i,0.00061817-0.00060553i,0.00044691-0.00015834i,-0.00055206+0.00025i,-0.00023659+0.00041381i,0.00042036+0.00040328i,8.119e-05+9.391e-05i,3.7615e-05+3.611e-05i,0.00058243+0.00047231i,0.0014592+0.00090595i,0.0012491+0.0012991i,0.00045352+0.0009376i,0.00033531+0.00023851i,-1.2047e-05-5.1459e-06i,-0.00061458-0.00035025i,-0.00020733-0.00048632i,2.5808e-05-0.00047131i,3.2772e-06-0.00053561i,0.00018795-0.00058632i,-0.00042844+0.00010359i,-0.00073905+0.00037326i
0.00075013+0.00060835i,0.00069408+0.0010812i,0.0011438+0.001192i,0.00033872+0.00074506i,0.00018579-0.00048904i,-1.3827e-05-0.0007793i,-0.00014873-0.00019336i,0.00064723-0.00021611i,0.00044522-5.0697e-05i,0.00016498+0.00047454i,-4.838e-05+0.0011829i,-0.00040054+0.0011901i,0.00012469+0.0007139i,0.00062638+0.00089421i,0.00061511+0.00027499i,2.1018e-05+0.00024594i,-0.00068599+0.00078431i,-0.00014494+0.00011163i,0.00051524+0.00031901i,0.00066622+0.00074261i,0.00041653+0.0002685i,0.00012792-0.00012748i,-8.6423e-05-0.00022466i
0.00059638-0.00093326i,0.00070575-0.00049041i,0.00045654+0.00017775i,0.00026041-7.6854e-05i,0.00029948-0.00054481i,0.00046091-0.00052018i,0.00066872-0.0007265i,0.00016017-0.00029793i,-0.00025332-0.00039703i,-0.00029454-0.0010805i,-0.00069072-0.0003275i,-0.00042422+0.00052391i,0.00011181+0.00020093i,-0.00016899-6.5648e-05i,-0.00058632-0.00040414i,-0.0009262-0.00057524i,-0.00093768-7.0214e-05i,-0.00013922+0.00036661i,0.00049972+0.00090136i,0.00031209+0.00033398i,-3.2315e-05+0.00020482i,-0.00014088+0.00052008i,-0.0001856-0.00020383i
0.00069326-0.00027415i,0.00037497+0.00074647i,0.00055014+0.00041968i,-0.00054949-0.00072335i,-0.0013239-0.0010072i,-0.0014707-0.00047188i,-0.00070661+0.00015844i,0.00026392+0.00088444i,0.00022317+0.0006764i,-0.00025237+0.00011052i,-7.7848e-05-0.00014707i,0.00043384-0.00032813i,0.00017725-0.00036356i,0.0002006-0.00017348i,0.0011626-7.6468e-05i,0.0010378-0.00017929i,0.00033856-6.2489e-05i,5.6112e-05-0.00016919i,-0.00032543-0.0012558i,-0.00046806-0.001779i,-0.00069126-0.0011888i,-0.00076995-0.00025626i,-0.0007304+0.00026599i
0.00010975+0.0015426i,0.00077528+0.0010815i,0.00056235+0.0024445i,0.0011557+0.0025198i,0.0019849+0.0016047i,0.0010415+0.00072008i,0.00055884-0.0003126i,0.00090601-0.00087986i,0.0003953-0.00053866i,0.00072822-0.00015272i,0.00153+0.00021899i,0.0012365+1.1481e-05i,1.4861e-05-0.00050116i,-0.00019576-0.000565i,-5.8144e-06-0.00052811i,-0.0004266-0.00076299i,-0.0012767-0.00050342i,-0.0011541-0.00047404i,-0.00010219-0.00041681i,0.00057658+0.00010949i,0.0005148-0.0004712i,-0.00010945-0.00069934i,-0.0009802-4.6541e-05i
0.00032137+0.00066689i,0.0016656+0.00084255i,0.0024794+0.00068955i,0.0017464+0.0009805i,0.00073373+0.0010573i,0.00029577+0.00019718i,0.00066937-0.00032676i,0.00082937+7.8845e-05i,0.0011532+2.1388e-05i,0.0011313-0.00027344i,0.00029871-0.00081283i,-0.00068621-0.0011001i,-0.00062955-4.4363e-05i,-0.00043141+0.00018368i,-0.00019989-0.00020613i,0.00017485+0.00028217i,0.00070906+4.5215e-05i,0.00091068+1.9385e-05i,-9.9763e-05+0.00058077i,-0.00087112+0.00072196i,-0.0009099+0.00053946i,-0.0011079+4.4882e-05i,-0.00085696-0.00034844i
-0.0017441-0.0012871i,-0.0023634-0.0015453i,-0.0021449-0.0014876i,-0.00076258-0.0011315i,0.0005438-0.00034117i,0.00087348-5.3793e-05i,0.0013513-0.00050828i,0.0017754-0.00021904i,0.0015096+0.00035892i,0.00097782+0.00017732i,0.0010055-6.0076e-05i,0.0011879-8.7652e-05i,0.00091118-0.00039841i,0.00057255+4.6201e-05i,3.7273e-05+0.00040594i,-0.00097579+0.00024142i,-0.0012974+0.0001127i,-0.00055204+1.9716e-06i,-0.00013107-0.00025394i,-0.00070805-4.8431e-05i,-0.00060855-0.00025809i,0.00018014-0.00037659i,-0.00031125-0.00018213i
0.0011863-0.00064062i,0.0006707-0.00096083i,4.3057e-06-0.0017782i,-0.00088297-0.0012923i,-0.0014195-0.00063828i,-0.0015247-8.0372e-05i,-0.00064286+0.00017154i,0.00010665-8.0378e-05i,0.00028052-0.00031052i,-0.00024588-0.0007692i,-0.0002535-0.00033443i,0.00061923+3.6713e-05i,0.00046546-0.00063163i,-0.00061556-0.001067i,-0.00043192-7.8336e-05i,0.00013909+0.00019229i,-0.00019964-0.00069726i,-0.00056772-0.00070451i,-0.00065543+0.00030122i,-0.0005255+0.00056936i,-0.00010165-0.00016514i,0.00011584-0.00013362i,-0.00074831+5.1079e-05i
-0.0035511-0.00127i,-0.002963+0.00093922i,-0.0019184+0.0022434i,-0.0011179+0.0040991i,-0.00069347+0.0038539i,0.0005713+0.0012215i,0.00076515+0.00011744i,0.00033483-0.00013125i,-8.0214e-05+0.0003747i,-0.00024846+0.00064058i,5.3674e-05+4.9523e-05i,-6.6838e-05-0.0006235i,0.00097342-0.0012644i,0.0016208-0.0019632i,0.00072062-0.0020282i,0.00015393-0.00085357i,-0.00074329-0.00064337i,-0.0013172-0.0013644i,-0.00065998-0.0013824i,-0.00014045-0.00081316i,-0.00066223-0.00037641i,-0.00047787-0.00029114i,-0.00024659-0.00017562i
0.00030126+0.0023018i,0.0012178+0.0023081i,0.0023918+0.0013887i,0.0028885+0.00041318i,0.0013435-0.00019917i,0.00038959-0.00053442i,0.00043677+5.3519e-05i,0.00032213+0.0009801i,-0.00013278+0.00066548i,0.0001557-0.00066596i,0.00050971-0.00093282i,0.00038051+0.00016387i,0.00025206+0.0010692i,6.8929e-05+0.00071635i,0.00044501-0.00020428i,-0.00045939-0.0003421i,-0.00069349-0.00014153i,-0.0003882+9.7786e-05i,-0.00079418-0.00019834i,-0.00064157-2.4811e-05i,-0.00015514+0.000171i,-7.7595e-05-0.00081802i,-0.00060037-0.0010947i
-0.00032052-0.001552i,0.0001124-0.00060845i,-0.00047999-0.0012773i,-0.0011354-0.0012852i,-0.0011078-0.00098685i,-0.0013124-0.0004093i,-0.00056247+0.00016765i,0.00024274-5.2084e-05i,-3.2631e-05-0.00027441i,0.00054105-0.00023172i,0.0013397-0.00029236i,0.00080577-0.00062812i,-0.00037241-0.00099029i,-0.00031434-0.00059928i,-0.00014393+0.00036309i,-0.00069117+0.00013531i,-0.00070256-0.00040417i,0.00025857-0.0010421i,0.00015419-0.00076295i,-0.00061827-0.00045541i,-0.00040948+2.208e-05i,1.2817e-05+0.00012808i,5.1425e-05-0.00015204i
-0.00032448-0.0021777i,0.00052968-0.0026419i,0.00042918-0.0029801i,-0.00055789-0.0033152i,-0.00059888-0.0023642i,8.2562e-05-0.00029848i,0.00059914+0.00085561i,0.0011094+0.00091511i,0.0011396+0.00031078i,0.00055141-0.00020901i,6.8859e-05-0.00038323i,0.0002494+2.5961e-05i,0.00077654+0.00071019i,0.00090115+0.00077118i,0.00091756+0.00058829i,0.00088436+0.00055235i,0.00053907+0.00024229i,0.00059721-0.00021884i,0.00078907-0.00019249i,0.00069555-5.0606e-05i,0.00061805-0.00035012i,0.00013852+0.00028237i,-0.0010508+0.00093065i
-0.0010383+0.0010232i,0.00060897+0.0019104i,0.0017939+0.0030667i,0.00086865+0.0030506i,0.0010283+0.0018471i,0.0010218+0.00013072i,3.2687e-06-0.0003759i,2.7269e-07+0.00051589i,-0.00036546+0.00038953i,-0.0010364-0.00034586i,-0.0010238-5.9279e-05i,-0.0011569+0.00055984i,-0.0014061-0.00010684i,-0.00086545-0.0012032i,0.00036161-0.0010989i,-2.0916e-05-0.00014648i,-0.0011224+0.00018303i,-0.00063207+0.00053835i,-6.3241e-05+0.0011914i,-0.00040501+0.00067513i,-0.00030667-0.0004386i,0.00019371-0.00074459i,-0.00038747-0.00027514i
-0.00067843-0.0015023i,-0.0011869-0.0010866i,-0.0011207-0.00087389i,-0.0015752+0.00012353i,-0.0017121+0.0011267i,-0.00019399+0.001239i,0.00098153+0.00073358i,0.00062289+0.00022035i,6.0921e-05+0.00045666i,-8.2333e-05-0.0001011i,7.6577e-06-0.00089015i,-0.00015566-0.00071426i,-0.00046714-0.00073946i,-0.00075686-0.00041769i,-0.00044734+0.00069086i,9.1587e-05+0.0011647i,3.2797e-05-0.00036816i,0.00037151-0.00092821i,-0.00018196-0.00014049i,-0.00016759-4.4897e-05i,-1.4537e-05+0.00022585i,-0.00079187-0.00046272i,-0.00060406-0.00092983i
0.0016085-0.0011634i,0.00052349-0.001348i,0.00023395-0.0011797i,0.00059233-0.0016831i,0.00065445-0.0013964i,-0.00035316-0.00025337i,-0.00089099-0.00028717i,4.5353e-05-6.7107e-05i,0.00044289+0.00031056i,-0.00035019-0.00021104i,-0.0010225-0.0006932i,-0.000794-0.0010201i,1.2275e-05-0.00071253i,0.00058665+1.4723e-05i,0.00040863+0.00024756i,0.00029188-8.1669e-05i,-0.00032053-0.00063789i,-0.00098949-0.00033197i,-0.00068216+0.00067344i,-0.00010301+0.0013164i,0.00016081+0.00094252i,-4.0202e-05+0.00054068i,-4.2525e-05+0.00043835i
-0.00062966+0.0012928i,0.00043277+0.0018442i,0.0019727+0.0024721i,0.001285+0.002227i,-5.2174e-05+0.0017128i,-4.3885e-07+0.00028975i,0.00050169-0.00059625i,0.00075817-0.00017749i,0.00049076+0.000567i,0.00053281+0.00058825i,0.00083605+0.00086621i,0.00097931+0.00066947i,0.00105-0.00057964i,0.00037108-0.0010138i,0.00010668-0.0009631i,0.00015634-0.0001189i,0.00082309+0.00042609i,0.0014813-0.00013807i,0.00073741-0.00033937i,-3.9622e-06+0.00069139i,1.1032e-05+0.00095203i,0.00017708-8.1093e-05i,0.00077826+0.00027946i
