-0.004359+4.6745e-05i,-0.0039238+0.0012238i,-0.0042292+0.0023013i,-0.002991+0.0021386i,-0.0014513+0.0015421i,-0.00098705+0.0017856i,0.00032276+0.0020445i,0.00063685+0.0022594i,0.00012458+0.0015525i,0.00080386+0.00067522i,0.00098152-0.00033843i,0.00011057-0.00081239i,-0.00043213-0.00082175i,-0.00060594-0.0013841i,-0.0006355-0.00075168i,-0.00041711-4.0264e-05i,-0.00029786+0.00014997i,-2.827e-05+0.0006837i,0.00031673+0.00059475i,0.00037914+0.00046855i,-9.8282e-05-0.00015686i,-0.00019777-0.00068175i,0.00069805+0.00035069i
-0.037673+0.010605i,-0.084906+0.036583i,-0.10606+0.089257i,-0.035918+0.11583i,0.06857+0.052157i,0.086587-0.024105i,0.049318-0.03312i,0.027664-0.025122i,0.0081095-0.024466i,-0.0095004-0.0090388i,-0.0094273+0.004603i,-0.0030942+0.0041207i,0.0032301+0.00030629i,0.0088586-0.0039501i,0.010665-0.0070899i,0.0061282-0.0069768i,0.0013072-0.0030649i,0.0043937+0.0032662i,0.013051+0.0058389i,0.014227+0.0027222i,0.0027403-0.0010572i,-0.007164-0.001984i,-0.0066931-0.0014524i
0.017893-0.052335i,0.045146-0.15566i,0.044675-0.29356i,-0.036022-0.33612i,-0.1267-0.23152i,-0.13088-0.11916i,-0.089013-0.073524i,-0.065696-0.041521i,-0.04514-0.0076103i,-0.019335+0.0059835i,-0.001706+0.005548i,0.0072669+0.0011167i,0.0064138-0.0043342i,0.0018765-0.0060497i,0.00016899-0.0044359i,0.0016647-0.0009547i,0.0048451+0.001008i,0.0048527-0.0058193i,0.0013116-0.0185i,0.0028688-0.029793i,0.010289-0.033229i,0.014698-0.026703i,0.012733-0.016267i
0.02402+0.042999i,0.049314+0.12357i,0.071827+0.21267i,0.071713+0.22728i,0.050374+0.17145i,0.035107+0.11477i,0.028417+0.073676i,0.018666+0.041647i,0.0097591+0.022227i,0.0057146+0.013861i,0.0037526+0.0090129i,0.00056209+0.0069988i,-0.001902+0.0097218i,-0.00054394+0.012574i,0.00078767+0.012148i,-0.00085807+0.0083861i,-0.0026178+0.0034613i,-0.004077+0.003382i,-0.0062271+0.011446i,-0.0085612+0.023199i,-0.0098843+0.029762i,-0.0086809+0.02628i,-0.0069727+0.017089i
-0.028597+0.012257i,-0.072707+0.030895i,-0.077832+0.067564i,3.8783e-05+0.084434i,0.078546+0.047584i,0.071325+0.0084957i,0.033148+0.0041599i,0.021359+0.0055313i,0.012793+0.0028806i,0.0050057+0.0049422i,0.0022828+0.0013352i,-0.0030964-0.0040515i,-0.0039442-0.0021368i,0.0012183-0.0022885i,0.0055158-0.006463i,0.0059008-0.0076349i,0.0041219-0.0038773i,0.0038066+0.00033916i,0.0063926-0.00031672i,0.0042595-0.0036757i,-0.0040449-0.0062239i,-0.0081329-0.0068789i,-0.0058227-0.0065172i
0.0030804-0.049692i,0.0030196-0.15025i,-0.033635-0.27326i,-0.11363-0.30426i,-0.15918-0.21719i,-0.11748-0.11734i,-0.060418-0.065112i,-0.036473-0.025905i,-0.014047+0.0025743i,0.0048584+3.9756e-06i,0.0052425-0.0085218i,-0.00082927-0.0072976i,-0.0044454-0.0049778i,-0.0073281-0.0023466i,-0.0080503-0.00047679i,-0.0043278+0.00027974i,0.00092093+0.00060076i,0.0025007-0.0024341i,0.0004264-0.010033i,0.0030522-0.019544i,0.011545-0.023107i,0.015928-0.018325i,0.011873-0.0097016i
0.035313+0.034708i,0.089276+0.11024i,0.13739+0.19963i,0.13909+0.22095i,0.10118+0.16211i,0.056264+0.098523i,0.037904+0.061884i,0.036962+0.030271i,0.031445+0.0023362i,0.017832-0.010381i,0.0037378-0.0075426i,-0.00051702+0.0011256i,1.8331e-05+0.0059889i,-0.00098055+0.0080198i,-0.00036534+0.0098231i,0.0019793+0.0076218i,0.0035055+0.0028409i,0.004147+0.0021293i,0.0031244+0.0085892i,-0.0013339+0.018726i,-0.0063157+0.025583i,-0.0086211+0.023499i,-0.0089697+0.015412i
-0.028877+0.015828i,-0.070829+0.038201i,-0.07853+0.056561i,-0.013698+0.057962i,0.0543+0.045621i,0.055854+0.023919i,0.03162+0.0060975i,0.022377-0.011613i,0.0083865-0.022519i,-0.0077679-0.01665i,-0.012098-0.0060783i,-0.0090245-0.00078644i,-0.0040886-3.6443e-05i,-0.00076368-0.0025706i,0.00095597-0.004532i,0.0014924-0.0044386i,0.0001311-0.0030571i,0.00036651-0.00099921i,0.0030076-0.00043501i,0.0027259-0.00099544i,-0.0017082-0.0033007i,-0.0050808-0.0053723i,-0.004293-0.0049395i
-0.0091936-0.044056i,-0.034219-0.13134i,-0.087068-0.23424i,-0.15464-0.26347i,-0.16807-0.20254i,-0.103-0.12786i,-0.050985-0.082246i,-0.043267-0.046081i,-0.036352-0.01822i,-0.026541-0.0080237i,-0.018879-0.0010868i,-0.0074143+0.0042105i,0.00061742+0.0041402i,0.00088104+0.0026661i,-0.0013987+0.0015716i,-0.0027296+0.0017904i,-0.0016091+0.0021792i,-0.00044844+0.0015195i,-0.00034801-0.00081011i,0.0057-0.0077063i,0.015449-0.013262i,0.01806-0.0098875i,0.014321-0.0026561i
0.044451+0.019961i,0.11376+0.073817i,0.187+0.15183i,0.19911+0.17992i,0.1341+0.1322i,0.052249+0.077862i,0.014319+0.048491i,0.0066918+0.026768i,-0.0036705+0.010978i,-0.011108+0.010916i,-0.0066859+0.014164i,0.00022454+0.011082i,0.0038778+0.0058332i,0.007719+0.004927i,0.010033+0.0056167i,0.0086845+0.0036181i,0.0062941+0.00025293i,0.0064088-0.0017136i,0.0056374+0.00042536i,-0.0014633+0.0072096i,-0.0087846+0.01342i,-0.0087975+0.012659i,-0.0055169+0.0065508i
-0.02607+0.019791i,-0.066585+0.043736i,-0.092277+0.063156i,-0.053258+0.066871i,0.0093721+0.058564i,0.024452+0.043601i,0.014726+0.026566i,0.0081607+0.014604i,-0.00097451+0.014677i,-0.0033832+0.020192i,0.00029152+0.01616i,-0.0023805+0.0081377i,-0.0059505+0.0056933i,-0.0037387+0.0029345i,-0.00036342-0.0020737i,-0.00010606-0.0043954i,-0.0015888-0.0027097i,-0.003744-0.00063286i,-0.0047166-0.00084085i,-0.0044592-0.0022214i,-0.0051973-0.0063545i,-0.0049094-0.011332i,-0.0034647-0.011623i
-0.016212-0.031836i,-0.049394-0.099547i,-0.10678-0.18786i,-0.16267-0.21885i,-0.15103-0.17475i,-0.077951-0.1162i,-0.032082-0.068685i,-0.024153-0.023873i,-0.0090662+0.0065188i,0.006903+0.0096448i,0.0087332+0.0032269i,0.0047756+0.0014895i,0.0012024+0.0029102i,-0.0016728+0.0032511i,-0.0032674+0.0030153i,-0.0025151+0.0043521i,0.00021457+0.0054424i,0.0014788+0.0045562i,0.0027563+0.00064567i,0.0092267-0.0074194i,0.015336-0.01102i,0.014521-0.0057895i,0.0089134-0.00046877i
0.041714+0.0087703i,0.11719+0.042153i,0.20874+0.098742i,0.23103+0.12435i,0.15134+0.099383i,0.056297+0.067744i,0.021253+0.047811i,0.023874+0.027357i,0.026719+0.0092989i,0.023889+0.00062542i,0.016594-0.0048446i,0.0081856-0.0080105i,0.0027605-0.0072951i,0.0014951-0.0037311i,0.0045027-0.00048317i,0.0074171-0.00058763i,0.0082838-0.0025471i,0.0095731-0.0049902i,0.006523-0.0052908i,-0.0027947+0.00067445i,-0.01087+0.0092749i,-0.012907+0.010922i,-0.010793+0.0063981i
-0.022367+0.023328i,-0.063321+0.054256i,-0.099677+0.081775i,-0.078085+0.086369i,-0.018695+0.072938i,0.01389+0.050831i,0.021634+0.023415i,0.024782+0.00015522i,0.019442-0.011915i,0.010112-0.01441i,0.0025168-0.01098i,-0.0023626-0.0041829i,-0.0041737+0.0013552i,-0.0051495+0.0041714i,-0.0052317+0.0043334i,-0.0049682+0.0012306i,-0.0049092-0.00084939i,-0.0063475+0.0011897i,-0.0084555+0.0050914i,-0.0078806+0.0063277i,-0.0055611+0.0014079i,-0.0047308-0.0045657i,-0.004007-0.0044519i
-0.019378-0.025908i,-0.054988-0.081413i,-0.10919-0.15272i,-0.14756-0.18226i,-0.12088-0.158i,-0.055322-0.1185i,-0.024076-0.080857i,-0.022962-0.047978i,-0.019394-0.029748i,-0.017848-0.023076i,-0.016892-0.012948i,-0.0076003-0.0016607i,0.002813+0.001343i,0.0054113+0.00039096i,0.0029125+0.0010698i,-0.00031393+0.0028912i,-0.001465+0.0038043i,0.0015922+0.0040767i,0.0067039+0.0026061i,0.012025-0.0027538i,0.015123-0.0052249i,0.012606-9.6485e-05i,0.0077197+0.00479i
0.035784-0.0043508i,0.10843+0.013447i,0.19891+0.04956i,0.22036+0.07518i,0.1395+0.069804i,0.040883+0.054149i,0.0017905+0.037588i,-0.0032645+0.014215i,-0.011412-0.0024812i,-0.018193-0.0022207i,-0.017078+0.0015422i,-0.01119+0.00032276i,-0.0046232-0.0021546i,0.0017427-0.003656i,0.0062108-0.0043454i,0.0071866-0.0048621i,0.0067781-0.0062121i,0.0062839-0.0084231i,0.0021326-0.010208i,-0.0066061-0.0056305i,-0.01112+0.003848i,-0.0073839+0.0076377i,-0.0029044+0.0056389i
-0.011727+0.024298i,-0.047609+0.06102i,-0.090561+0.094756i,-0.088568+0.10005i,-0.039828+0.08503i,-0.0013266+0.057758i,0.0094238+0.02814i,0.0044471+0.010834i,-0.0066626+0.0082852i,-0.012426+0.01151i,-0.0099505+0.011649i,-0.0073417+0.0095132i,-0.0072403+0.0096797i,-0.0062974+0.010577i,-0.0045706+0.0088929i,-0.0037779+0.0058493i,-0.0041337+0.0041678i,-0.0061208+0.0046382i,-0.0077805+0.0074396i,-0.0055075+0.0080003i,-0.0018753+0.0014747i,0.00058164-0.0059546i,0.0029975-0.0081098i
-0.021904-0.017805i,-0.057508-0.060242i,-0.10099-0.12088i,-0.12126-0.156i,-0.091888-0.14801i,-0.037073-0.11101i,-0.016901-0.064917i,-0.021439-0.022974i,-0.016914+0.0045974i,-0.0073004+0.013325i,-4.2653e-05+0.010493i,0.0042263+0.004898i,0.0049255+0.001095i,0.0045022-0.0016043i,0.0035771-0.0018616i,0.0014368+0.0023366i,0.00067489+0.0058904i,0.0041988+0.0057472i,0.010665+0.0023008i,0.016035-0.0042868i,0.0164-0.0066269i,0.011285-0.0026029i,0.0055712-9.5313e-05i
0.028717-0.0064761i,0.094282-0.0045889i,0.17776+0.01507i,0.19841+0.041916i,0.12417+0.056352i,0.035768+0.056191i,0.005815+0.046758i,0.0097857+0.031556i,0.013821+0.020465i,0.016106+0.016906i,0.013561+0.010679i,0.004756+0.0018485i,-0.0022229-0.0030163i,-0.0033834-0.0038938i,-0.00087789-0.0047076i,0.003057-0.0052344i,0.0065289-0.0050288i,0.0064898-0.007486i,0.00030925-0.010726i,-0.0080849-0.0074504i,-0.010965+4.0894e-05i,-0.0075985+0.0030244i,-0.0052974+0.002524i
-0.0071899+0.023547i,-0.034687+0.062502i,-0.076247+0.10279i,-0.083707+0.11256i,-0.042182+0.091616i,0.0010644+0.05549i,0.021834+0.022115i,0.027257+0.005984i,0.024115+0.00085522i,0.018146-0.002448i,0.011661-0.0039247i,0.006469-0.00097594i,0.003399+0.0043811i,9.5734e-05+0.0090412i,-0.0031072+0.010813i,-0.004113+0.0080038i,-0.0027199+0.0041434i,-0.0026488+0.0047074i,-0.0040334+0.010179i,-0.0028511+0.011201i,-0.0014005+0.0029019i,-0.0026136-0.0055738i,-0.0020895-0.0064108i
-0.021578-0.0095995i,-0.053973-0.045011i,-0.090043-0.10238i,-0.099561-0.14519i,-0.067312-0.14579i,-0.025107-0.11187i,-0.011875-0.06897i,-0.011871-0.040263i,-0.0058247-0.026666i,-0.0031103-0.020079i,-0.0041555-0.012976i,-0.00099118-0.0065917i,0.0038762-0.0049986i,0.0047656-0.0050997i,0.0027891-0.0038029i,0.0014133-0.0014881i,0.0016729+0.0012793i,0.0051837+0.0021228i,0.012012-0.0017347i,0.016742-0.0076062i,0.014133-0.0075362i,0.0065156-6.6865e-05i,0.00079382+0.0034191i
0.022638-0.011531i,0.077671-0.018125i,0.15105-0.0066466i,0.1698+0.024167i,0.10175+0.049111i,0.024581+0.051653i,-0.00038132+0.037737i,-0.00082233+0.014672i,-0.0048329-0.0034794i,-0.0081722-0.0086159i,-0.010148-0.0060455i,-0.011418-0.001839i,-0.010817+0.00044328i,-0.0068314-0.00037168i,-0.001457-0.0028939i,0.0029879-0.0051809i,0.0049749-0.0070078i,0.0028244-0.010257i,-0.0039644-0.012702i,-0.011844-0.0080217i,-0.012847+0.00099033i,-0.0067871+0.0067306i,-0.001636+0.0078007i
-0.002941+0.023042i,-0.022631+0.061608i,-0.058738+0.10571i,-0.070401+0.11624i,-0.035202+0.085372i,0.0024749+0.041997i,0.013963+0.0096508i,0.0093741-0.0012844i,-0.0029533-0.0016749i,-0.01166-0.0027537i,-0.0096393-0.0027408i,-0.0039485-0.00015044i,-0.0013436+0.00419i,-0.00091441+0.0092121i,-0.00020952+0.011499i,-0.00033013+0.0097119i,-0.0020115+0.005579i,-0.0046377+0.0062186i,-0.0053879+0.011993i,-0.002628+0.013558i,-0.00031154+0.0070807i,0.00082304-0.0012955i,0.0026354-0.0045561i
-0.019211-0.0063925i,-0.048194-0.035914i,-0.079617-0.088573i,-0.086686-0.13225i,-0.057207-0.13249i,-0.024341-0.097665i,-0.020001-0.055674i,-0.025757-0.023521i,-0.023781-0.0044009i,-0.018224+0.0043082i,-0.010201+0.0060127i,-0.0027099+0.0029238i,0.00064163-0.0023427i,0.0015592-0.0058949i,0.002012-0.0056946i,0.001151-0.0017477i,0.00041161+0.0034156i,0.0030684+0.0036774i,0.009605-0.0017844i,0.014589-0.0074727i,0.013953-0.0069025i,0.0090515-0.0019843i,0.0041097-0.0010334i
0.013618-0.01368i,0.057013-0.022391i,0.11738-0.013834i,0.13561+0.019653i,0.079964+0.054145i,0.01919+0.059783i,0.0033916+0.044411i,0.0028852+0.02992i,0.00019194+0.024155i,0.00027856+0.021451i,0.00030423+0.015456i,-0.0018549+0.0097988i,-0.0042601+0.0058403i,-0.0039215+0.0015259i,-0.002034-0.003124i,0.00050202-0.0060488i,0.0034742-0.0066232i,0.0018856-0.0080177i,-0.0065105-0.0089197i,-0.012723-0.004894i,-0.0097169+0.00024169i,-0.0036535+0.0012519i,-0.0010447+0.0013658i
-0.0014873+0.020584i,-0.011111+0.056826i,-0.035832+0.097172i,-0.048492+0.10243i,-0.024302+0.068772i,0.0077676+0.030089i,0.023068+0.0077779i,0.023823+0.0025357i,0.017874+0.0059989i,0.011878+0.0058236i,0.0080088+0.0015126i,0.0054375-0.00071697i,0.0036442+0.0023446i,0.0023846+0.0075738i,0.00080701+0.010328i,-0.00039318+0.009148i,-0.00058386+0.006588i,-0.00058824+0.0072227i,0.00094315+0.011926i,0.0034055+0.012619i,0.0035197+0.0048083i,0.0011019-0.003439i,-0.00026659-0.0059825i
-0.016386-0.0041375i,-0.042454-0.027055i,-0.069034-0.071311i,-0.072294-0.11156i,-0.047491-0.11662i,-0.02165-0.084112i,-0.014024-0.045375i,-0.0099402-0.024438i,-0.0018556-0.014313i,0.0023884-0.0080924i,0.0020979-0.0040819i,0.0018044-0.0018344i,0.0024121-0.0024213i,0.0027029-0.0043426i,0.0026805-0.0041671i,0.0026996-0.00047836i,0.0030447+0.0040102i,0.0065076+0.003877i,0.011918-0.0036862i,0.013888-0.011292i,0.010423-0.0097668i,0.0050613-0.0033349i,0.0013153-0.0010328i
0.0093911-0.010862i,0.043526-0.022524i,0.093112-0.016871i,0.11078+0.019221i,0.069231+0.054982i,0.019764+0.0558i,0.0044632+0.034679i,0.0052999+0.014782i,0.0053406+0.00041876i,0.0050422-0.0052658i,0.0016422-0.0034118i,-0.0022306+0.00069066i,-0.0043682+0.0031221i,-0.0062693+0.0023007i,-0.0046906-0.00060287i,-7.4947e-05-0.0039161i,0.0027346-0.0069946i,0.00067042-0.0090324i,-0.0064993-0.0084925i,-0.013267-0.0043672i,-0.01274+0.00063141i,-0.0073985+0.0025189i,-0.0038445+0.0035193i
0.0038866+0.014113i,-0.0023306+0.043881i,-0.023094+0.076866i,-0.037051+0.078276i,-0.018102+0.047482i,0.006849+0.01258i,0.014442-0.0085854i,0.011908-0.011353i,0.0040017-0.010063i,-0.003792-0.010661i,-0.0055866-0.0091826i,-0.0026416-0.0072732i,-0.0002254-0.00391i,0.0014925+0.0021694i,0.0032455+0.0068551i,0.0026297+0.0065023i,-0.00019616+0.0043419i,-0.0013297+0.0066213i,0.002261+0.011913i,0.0054357+0.013149i,0.0033286+0.0070458i,-0.00067762+0.0011833i,-0.0018213+0.00022284i
-0.012428-0.0012163i,-0.036212-0.018563i,-0.06218-0.056523i,-0.06687-0.092509i,-0.04845-0.094776i,-0.02615-0.065041i,-0.019602-0.034089i,-0.021567-0.018197i,-0.019165-0.0098341i,-0.014924-0.0033618i,-0.010122+0.00098945i,-0.0040756+0.0019942i,0.00014349-0.0013785i,0.0013272-0.0051896i,0.0020523-0.0051463i,0.0022318-0.0016652i,0.0023861+0.001482i,0.0047801-0.00064904i,0.0080206-0.008164i,0.0084518-0.01336i,0.0068389-0.010139i,0.0056472-0.0038686i,0.0046092-0.001714i
0.0072529-0.0087575i,0.034367-0.019558i,0.077381-0.016807i,0.09524+0.014552i,0.058357+0.048557i,0.016093+0.050856i,0.005678+0.035172i,0.0030292+0.021809i,-0.0024563+0.014946i,-0.0050632+0.011411i,-0.0051694+0.0087121i,-0.0054224+0.0069597i,-0.004962+0.0074611i,-0.0038752+0.0062188i,-0.0031942+0.0014251i,-0.0010201-0.004052i,0.0012383-0.0081366i,-0.0015518-0.008811i,-0.0089634-0.0055948i,-0.013353-0.00012425i,-0.0098018+0.0027092i,-0.0038206+0.0017276i,-0.00071059+0.0010283i
0.0040492+0.0085127i,0.0006487+0.031778i,-0.014074+0.061494i,-0.025739+0.061904i,-0.012823+0.027888i,0.0061041+0.0011768i,0.012126-0.0057598i,0.012087-0.002115i,0.0067212+0.0043279i,0.00011385+0.0053121i,-0.0026751+0.0017474i,-0.0031246-0.00076044i,-0.0014123+0.0014209i,0.0021029+0.0044185i,0.0036234+0.0055563i,0.0013096+0.0058074i,-0.0015128+0.0064442i,-0.00067205+0.0087861i,0.0043927+0.011529i,0.0086315+0.011185i,0.0071946+0.0065312i,0.0027382+0.0013432i,0.00063931-0.00056158i
-0.00888-0.0010759i,-0.028645-0.013319i,-0.052035-0.042032i,-0.059003-0.068225i,-0.043279-0.068387i,-0.02454-0.045167i,-0.017155-0.020333i,-0.011093-0.0086274i,-0.0033058-0.0034302i,0.00087812+0.0015267i,0.0015751+0.003i,0.00085266+0.0010375i,-0.00026538-0.00056565i,0.00011028-0.0012502i,0.0009931-0.0011104i,0.0016854+0.0013295i,0.0036379+0.0032483i,0.0055683+0.00091899i,0.0066709-0.0065111i,0.0068622-0.012717i,0.0061079-0.010132i,0.0054199-0.0050309i,0.0046867-0.0039027i
0.0056499-0.010475i,0.024413-0.02102i,0.057226-0.019239i,0.074304+0.0093694i,0.050949+0.042798i,0.020173+0.043362i,0.011418+0.023932i,0.010134+0.010849i,0.0087015+0.0035525i,0.0082633+0.0016103i,0.0054836+0.0029302i,0.0016699+0.0040815i,-0.000913+0.004266i,-0.0033952+0.0040728i,-0.0044113+0.0033202i,-0.0020746+0.00094898i,0.00063416-0.0027371i,-0.0013998-0.0038584i,-0.0084077-0.00077711i,-0.011755+0.0027103i,-0.0088503+0.0022127i,-0.0062924-0.00037966i,-0.0066536+0.00024659i
0.0035771+0.0071648i,0.0024258+0.026227i,-0.0093783+0.046532i,-0.02278+0.040145i,-0.015285+0.010926i,0.0021316-0.0090395i,0.0099648-0.015508i,0.0096876-0.014592i,0.0054944-0.010492i,0.00094194-0.0072773i,-0.00090293-0.004853i,-0.00050786-0.0025233i,0.00069475-0.0019329i,0.0031785-0.0016078i,0.0049142+0.0010171i,0.0032721+0.0037111i,0.0012746+0.0054983i,0.0023989+0.0073211i,0.0066757+0.0076056i,0.0094474+0.0060304i,0.0058763+0.0033471i,0.00048372+0.0026355i,-0.0015049+0.003057i
-0.0086621-0.0012193i,-0.025627-0.0085892i,-0.043924-0.02934i,-0.047981-0.049105i,-0.039038-0.048322i,-0.025004-0.029705i,-0.016477-0.012888i,-0.014077-0.0095645i,-0.011682-0.0094051i,-0.0083751-0.0060034i,-0.0044684-0.0024658i,-0.00091476-0.0011036i,0.0010917-0.0018945i,0.0013789-0.0033134i,0.0013727-0.0028711i,0.002689-0.0011554i,0.0051111-0.00083792i,0.0061085-0.0028669i,0.0043719-0.0079921i,0.001385-0.011505i,0.00082133-0.0076415i,0.0029633-0.0021261i,0.0039358-0.0010539i
0.0049635-0.006614i,0.018492-0.017112i,0.045813-0.015774i,0.063662+0.0066936i,0.047646+0.030274i,0.019618+0.032616i,0.0089618+0.021152i,0.0046634+0.012075i,-0.0017336+0.0067556i,-0.0048489+0.0031945i,-0.004409+0.0022617i,-0.003581+0.004492i,-0.0028964+0.006818i,-0.0024897+0.0068954i,-0.0017873+0.0036833i,-0.00067011-0.0012491i,-0.00039772-0.0047648i,-0.0023133-0.004887i,-0.0061523-8.31e-05i,-0.0086574+0.0050605i,-0.0070246+0.005406i,-0.004696+0.0029136i,-0.0035116+0.0017894i
0.0036341+0.0053683i,0.0047779+0.017961i,-0.0043581+0.034193i,-0.019216+0.030439i,-0.015211+0.0047843i,-0.0013152-0.011784i,0.0030432-0.011608i,0.0038524-0.0049055i,0.00092205+0.001001i,-0.0039957+0.0018118i,-0.0050652-0.00046161i,-0.0045079-0.0021277i,-0.0030744-0.0011485i,0.00092287+0.0002613i,0.00407+2.2115e-05i,0.0032976+0.0005842i,0.0013781+0.0031638i,0.0027039+0.005i,0.0076864+0.0044296i,0.010454+0.0030922i,0.0079242+0.0021462i,0.0045639+0.0022597i,0.0035701+0.0033799i
0.00046775-0.0013624i,-0.013541-0.007738i,-0.031815-0.026026i,-0.039999-0.039934i,-0.033318-0.033514i,-0.020663-0.016905i,-0.01209-0.0054696i,-0.0093555-0.0012079i,-0.0054838+0.0017027i,-0.0012274+0.0036624i,-0.00028076+0.0028669i,-0.0014515+0.00056293i,-0.0023853-0.00067883i,-0.0022072+0.00061582i,-0.00060286+0.0011059i,0.0012546+6.599e-05i,0.0026952-0.00084676i,0.0025919-0.0024887i,0.00060875-0.0063159i,-0.00091383-0.0087227i,0.00039719-0.0057079i,0.0034581-0.0024989i,0.0051388-0.0026836i
0.0037181-0.0037599i,0.013815-0.011044i,0.036591-0.013437i,0.051804+0.00022844i,0.038894+0.020145i,0.018107+0.022544i,0.011764+0.013214i,0.0105+0.0066981i,0.0074754+0.0042431i,0.0048346+0.0037195i,0.0027281+0.0044867i,0.0015996+0.0059407i,0.00042677+0.0065587i,-0.001007+0.0058977i,-0.0016583+0.0050617i,-0.002255+0.003177i,-0.0023727-6.8129e-06i,-0.002942-0.00031687i,-0.0043739+0.0030916i,-0.0035108+0.0059081i,-0.0019887+0.0035646i,-0.0030237-0.00065403i,-0.004536-0.0021082i
0.0040317+0.0019497i,0.0022298+0.011585i,-0.0071411+0.02368i,-0.020112+0.019578i,-0.019403-0.0016534i,-0.0076838-0.012464i,-0.00030989-0.011075i,0.0034591-0.0096002i,0.003896-0.0074501i,0.0011508-0.0038359i,-0.0012443-0.0012112i,-0.0010956+4.1324e-05i,0.0021139-0.00077558i,0.0047288-0.0024123i,0.0038257-0.0021934i,0.0018614-0.00038115i,0.0016839+0.0031628i,0.003006+0.0053491i,0.0058353+0.0033236i,0.0080331-0.00050681i,0.0056539-0.0019582i,0.0015071-0.00090547i,-0.00089357+0.00051281i
-0.0015521-1.5463e-05i,-0.010621-0.0044084i,-0.023107-0.016309i,-0.026724-0.024946i,-0.020727-0.021331i,-0.014254-0.011916i,-0.010093-0.0043319i,-0.0074273-0.0037131i,-0.0053279-0.006374i,-0.003671-0.0055995i,-0.0026538-0.0025763i,-0.0018286-0.00046437i,-0.00099747-1.6443e-05i,-0.0010628+0.00015292i,-0.00045464+0.0014592i,0.0018312+0.0018681i,0.0040545+0.001048i,0.0027306-0.0012768i,-0.0024139-0.0049346i,-0.0053609-0.0061234i,-0.0036106-0.0036298i,-0.00083035-0.0012996i,0.00013087-0.00083228i
0.0006612-0.003563i,0.0092984-0.0071194i,0.026037-0.0082072i,0.039102+0.0013367i,0.033874+0.014493i,0.018606+0.015356i,0.0094347+0.0073371i,0.0038891+0.0025102i,-0.00078307-0.0011292i,-0.0029973-0.0031784i,-0.002963-0.0013808i,-0.0017623+0.0026126i,-0.00043075+0.005747i,0.00037043+0.0058723i,0.0011759+0.0047435i,0.001953+0.0030123i,0.0018766+0.00095855i,0.0019331+0.001056i,0.001671+0.0040163i,-0.00048372+0.0053083i,-0.0027084+0.002373i,-0.0037891+1.2754e-05i,-0.0031862+0.00098185i
0.0047522+0.0011008i,0.0033173+0.0077938i,-0.0054188+0.016387i,-0.018892+0.013587i,-0.019269-0.0015675i,-0.0085822-0.010224i,-0.0022505-0.0085406i,-0.00017345-0.0040704i,-0.00052942-0.0011056i,-0.0026524-0.00042749i,-0.0042551-0.0012656i,-0.0048655-0.0016121i,-0.0038708-0.002128i,-0.0016411-0.0028851i,0.0002366-0.0037528i,0.0016393-0.0041206i,0.0027449-0.0024611i,0.0045102-0.00047606i,0.0065737-0.0014183i,0.00716-0.0028292i,0.005438-0.0011529i,0.0041728+0.0021255i,0.0043128+0.0047008i
-0.0052298+0.0014613i,-0.01112+0.00011745i,-0.01731-0.0071817i,-0.01678-0.014998i,-0.012987-0.011108i,-0.0088887-0.0022324i,-0.0055833+0.0024652i,-0.0046942+0.0021597i,-0.0038169+0.0018952i,-0.0021352+0.0020721i,-0.0012025+0.00070193i,-0.0017265-0.00065378i,-0.002551-0.00093553i,-0.0031736+0.00010451i,-0.002182+0.0018704i,0.00045215+0.0019695i,0.0016214-0.00073983i,-0.0006512-0.0035753i,-0.0043997-0.0039806i,-0.0052298-0.001392i,-0.0026798+0.0012947i,0.00071277+0.0017271i,0.0026318-0.0003444i
0.0042727-0.0061141i,0.0082817-0.012006i,0.017763-0.01553i,0.027506-0.0075655i,0.023143+0.0034184i,0.011538+0.0064242i,0.0072537+0.0037319i,0.007457+0.0023876i,0.0052938+0.0029249i,0.0025654+0.0035985i,0.0019722+0.0037767i,0.0029022+0.0037725i,0.003531+0.0041335i,0.0031972+0.0037415i,0.0019664+0.0027849i,-0.00022677+0.0013913i,-0.0013422-0.00019302i,-0.00089575+0.0012436i,0.0013301+0.0041335i,0.0038493+0.0042913i,0.0028606+0.0022525i,-0.00038264-0.0006792i,-0.0018396-0.0024563i
0.0017509+0.0037205i,0.0033887+0.0086269i,-0.0022121+0.016246i,-0.013349+0.014837i,-0.014944+0.00072572i,-0.0071926-0.0081649i,-0.0021789-0.0070341i,0.00029973-0.0042755i,0.0017763-0.0011619i,0.00064487+0.0013098i,-0.0017707+0.0015392i,-0.0013032+0.0010837i,0.0015834-7.3844e-05i,0.0018941-0.0025626i,-0.00049223-0.0035637i,-0.0025563-0.0018169i,-0.0018404+0.00076811i,0.00073728+0.0009969i,0.0034037-0.0026085i,0.0040812-0.0052023i,0.0039161-0.0040822i,0.0038476-0.0015775i,0.0022688-0.00035949i
