0.0053475-0.00086947i,0.0030585-0.0028425i,0.00042964-0.0060565i,-0.0011727-0.0059391i,-0.0015774-0.0040161i,-0.0013696-0.00061396i,0.00034776+0.0014822i,0.0016691+0.0012497i,0.0014986-1.8032e-05i,0.0010791-0.0013164i,0.00072932-0.0007673i,-0.00043608+0.00059862i,-0.00091125+0.0012346i,-0.00045703+0.0019624i,-0.0014794+0.0020203i,-0.0023428+0.0010993i,-0.0012706+0.00063023i,-0.00014698+0.00024693i,-2.9067e-05+0.00035931i,-0.00046061+0.0008892i,0.0001316+0.00034087i,0.00049014-0.00097739i,-0.00043383-0.00089812i
-5.4909e-06-0.0025709i,-0.00097991-0.0031268i,-0.00080408-0.0020669i,-0.00071049-0.00052723i,-0.00012121+0.00025109i,0.001119+0.0019511i,0.0015694+0.0026874i,0.00080049+0.0013264i,0.00079107+9.9485e-05i,0.00088975-0.00014883i,9.629e-05-3.4059e-05i,-0.00021822+0.00041845i,-0.00053054+0.0015511i,-0.00093162+0.001667i,-0.0005406+0.0014188i,-0.00032776+0.00075545i,0.00011189+1.8056e-05i,0.00087487+3.6739e-05i,0.00043893-2.483e-05i,-0.00083695-0.00011415i,-0.0012826+0.00020185i,-0.00025147+0.00073749i,-4.9001e-05+0.00081155i
-5.7264e-06-0.0025516i,-0.00048661-0.0027032i,-0.0007429-0.0017962i,-0.00048862-0.0005385i,0.0005619+0.00035258i,0.0017128+0.0010567i,0.0020089+0.0016445i,0.0010968+0.0014459i,-2.0074e-05+0.00089484i,-1.7001e-05+0.00050453i,0.00064687+0.00018476i,-1.1328e-05+0.00031822i,-0.00087831-6.7373e-05i,-0.0011653-0.00052391i,-0.0011998-0.00023684i,-0.00093423-6.4754e-05i,-0.00059006+0.00052903i,-0.00032013+0.00086937i,0.00014381+0.00029078i,4.8512e-06-0.00031412i,-0.00049264-0.00028383i,-0.00025251+0.00048426i,2.4439e-05+0.0010058i
0.0010054+0.00147i,0.0013561+0.0019049i,0.00070518+0.0015074i,0.00071106-0.00015077i,0.00075853-0.00047859i,0.00091901+9.7482e-05i,0.00094755+0.00034049i,0.00071889-0.0005948i,0.00077016-0.001065i,0.00062528-0.001059i,-0.00018431-0.0014652i,-0.0010143-0.00068051i,-0.00093978+4.5092e-06i,-0.0005982-0.00092088i,-0.00025674-0.001438i,0.00071476-0.00056615i,0.00098811+0.00039314i,0.00051346+0.00045526i,0.00027927+3.417e-05i,0.00028922-0.0001387i,0.00023291+2.2308e-05i,6.4446e-06+7.9037e-05i,-0.00052351-0.00043933i
-0.0039291+0.00042546i,-0.0031467+0.0013233i,-0.0030058+0.0025325i,-0.00096498+0.0014848i,0.0016528+0.00061837i,0.0025075+0.00090448i,0.0023753+0.00035929i,0.0016918-7.3028e-05i,0.00095857+0.00012351i,0.0013494+0.00030231i,0.0012647-0.00042623i,0.00069783-0.0014471i,0.0005288-0.0015856i,0.00025434-0.0016507i,0.00096741-0.001605i,0.0011223-0.00018447i,-2.6791e-05+0.00023926i,-0.0004292+0.00018538i,-0.0001443+0.00074872i,-0.00028515+0.00018845i,-0.00017402-0.00070505i,0.00039486-0.00093884i,5.3133e-05-0.00025336i
-0.0021663-0.00091347i,-0.0020211-0.00072461i,-0.000592-0.00045255i,0.0012665-5.642e-07i,0.0010937+0.0011449i,0.0017461+0.0013307i,0.0023164+0.00093686i,0.0014508+0.00069743i,0.0004389-0.000213i,0.00056251-0.00080626i,0.00054466-0.00042284i,-7.685e-05-0.000581i,0.00063661-0.00060977i,0.0012761-8.2197e-05i,-3.6813e-05-0.00058711i,-0.00079948-0.000627i,-0.00070889+6.7998e-05i,7.4433e-05+5.5115e-05i,0.00045705-0.0010325i,0.00039171-0.00091095i,0.00022373-0.00013921i,9.3169e-05-0.00061369i,8.6088e-05-0.0002918i
-0.0013308-0.00077998i,-0.00064414-0.0010114i,-0.00075674-0.00019091i,-0.0014243+0.00038997i,0.00034509+0.00027427i,0.0014105+0.0013834i,0.00023663+0.0026173i,-0.00059751+0.0020594i,9.8496e-05+0.00061999i,0.0006259-0.00047794i,0.00065854-0.0010831i,0.00035922-0.0012479i,-4.5847e-06-0.00029812i,-0.00027542-0.00059758i,-0.00079327-0.0012571i,-0.0013974-0.0011777i,-0.0010944-0.001192i,0.0001772-0.0013075i,0.00090065-0.00082334i,7.1308e-05-0.00050806i,-0.00021462-0.00073068i,-1.7385e-06-0.00071152i,-0.00050046-0.00088715i
-0.00021899+0.00048247i,9.5602e-05+8.4233e-05i,-0.00031609+0.00060748i,-6.1959e-05+0.00045764i,0.00062925-9.812e-05i,0.0012085+0.00018343i,0.0015615+0.00098115i,0.00083021+0.00098986i,-0.00017571+0.00050611i,0.00038942-5.7545e-05i,0.0010228-0.00046261i,0.0010257-0.00030548i,0.0007696+0.00074441i,-5.5047e-05+0.00083965i,-0.00076238-2.8736e-05i,-0.00073866-0.00028784i,2.1765e-05-0.00028595i,0.00072017+0.00020803i,0.0013307+0.00041063i,0.0013987+0.00018238i,0.00092467+0.0003435i,0.00023324+0.00055829i,-0.00016593+0.00017046i
0.001964+0.00073096i,0.00065351+0.00020939i,-0.00064168+0.0012636i,-0.00058408+0.0013346i,0.0007755+0.00059158i,0.0015622+0.00050088i,0.0012998+0.00061352i,0.0010924+0.00062086i,0.0011213+0.00045041i,0.00075964-0.00065236i,0.00021997-0.001137i,-3.35e-05-0.00014247i,-0.00061737+0.00043795i,-0.0011117-0.00032827i,-0.00075957-0.0013825i,-0.00024568-0.00079256i,-0.00051848+0.00031031i,-0.00036744+0.00019784i,-0.00011087+0.00039437i,-0.0001734+0.00075724i,-0.00027898-5.9238e-05i,0.00023597-0.00037119i,0.0014605+0.0005968i
-0.00095762-6.5509e-05i,-0.00058823+4.1531e-05i,-0.0005365+0.00046677i,0.00033104+0.00073417i,0.0018347+0.001291i,0.0020191+0.001592i,0.0016292+0.00075752i,0.00085726+0.00013286i,-0.00073044-0.0002124i,-0.0013422-0.00037514i,-0.0010502-0.00077221i,-0.00065128-0.00028807i,-0.00099348+0.00057612i,-0.0015847+0.00026489i,-0.0011462-2.7966e-05i,0.00010217-0.00036964i,0.00061675+5.4046e-05i,-2.475e-05+0.00051813i,-0.00077441+0.00040233i,-0.00079515+0.00018604i,-0.00020254-0.00028005i,-1.5209e-06-6.8169e-05i,0.00084832+0.00058221i
0.0012551-0.00053154i,-8.5443e-05-0.0017145i,-0.001864-0.0020847i,-0.0019056-0.0021299i,-0.00077642-0.00097551i,-5.2848e-05-1.7829e-06i,0.00095666+1.4713e-05i,0.0012722+0.00080868i,0.0013531+0.001177i,0.00088884+0.00022775i,0.00011818-0.00099971i,-0.00071433-0.0014019i,-0.0014914-0.0015922i,-0.0013807-0.00089473i,-0.00061905+0.0006276i,-0.00076023+0.00074781i,-0.00077526+0.00047916i,-0.00050814+7.8787e-06i,-0.00033991-0.00060662i,-0.00068598-0.00013372i,-0.0010553+8.3323e-05i,-0.00093108+0.00016101i,-1.411e-05+0.00049723i
0.0014038+1.9964e-05i,0.0018607-0.00045046i,0.0010916-0.00034032i,0.0010343+0.00024501i,0.0017686+0.00045039i,0.0024361+0.00096094i,0.0024947+0.0011558i,0.002074+0.00062205i,0.00081482+0.00046671i,0.00028901-0.00035319i,0.00056357-0.0012894i,0.00073433-0.0012796i,0.00018233-0.0011644i,-0.00069007-0.0010928i,-0.00060532-0.00011296i,2.8939e-05+0.00011607i,0.00051758-0.00038077i,0.00014947-0.00085677i,-0.00052727-0.0010944i,-0.00092049-0.00041855i,-0.00067101-0.0006308i,-0.00044398-0.00025453i,-0.00051448+0.00031066i
-0.0032233-0.00088324i,-0.0036756+0.0009902i,-0.0034557+0.00176i,-0.0011527+0.00081822i,0.00092438+1.409e-05i,0.0017978+0.00035581i,0.0015106+0.00054406i,0.00069497-7.8378e-05i,0.00024498-0.00074861i,0.00026797-0.00071793i,0.00024776-0.0003899i,-0.00027519-0.00085334i,8.4311e-05-0.0011349i,0.00084623-0.0014825i,0.00049664-0.0018331i,-0.00051145-0.0014095i,-0.00070257-0.0011555i,-0.00050512-0.0012554i,-0.00099744-0.0007722i,-0.0014375+0.00022073i,-0.0012338-4.4368e-05i,-0.00026148-0.00044366i,-0.00028197+2.6951e-05i
0.0010104-0.00028789i,0.0013982+8.27e-05i,0.0016442+0.00059203i,0.0011634+0.00076836i,0.0013203+0.00066376i,0.0016284+0.0013891i,0.001955+0.0012352i,0.0018922+0.00087871i,0.00033726+0.0010827i,-0.00071303+2.0386e-05i,-0.00093147-0.00095111i,0.00030031-0.0013092i,0.0011173-0.0015958i,0.00093017-0.0011832i,0.00045725-0.0003605i,-0.00016782-0.00070457i,0.0003199-0.0010421i,0.0012072-0.00035908i,0.0009042-0.00027263i,-5.9256e-06-0.00072611i,0.00035778-0.00036279i,0.00067695+0.00026122i,0.00046184+0.00039444i
-0.00094516+0.001059i,-0.0027238+0.0016751i,-0.0024945+0.0011253i,-0.0010295-0.00027526i,0.00039117-0.0009263i,0.0018236-2.6049e-05i,0.0020865+0.0011291i,0.0016388+0.00086085i,0.0013972-1.2504e-05i,0.00037737-0.00042966i,0.00043052-0.00052464i,0.00086317-0.00050776i,0.00094946+0.00058491i,0.00096816+0.0011703i,0.00042322+0.00041058i,-0.00028762-0.00089778i,-0.00014232-0.0012805i,0.00070851-0.00026565i,0.00085866+1.0242e-05i,0.0012327-0.00071153i,0.0011898-0.0010705i,0.00051594-0.00072611i,-5.9989e-05-0.0001063i
0.00066056-0.00096037i,0.00075098-0.002208i,-0.00034758-0.0015676i,-0.00072274+0.00072386i,-0.00014761+0.0016596i,0.00048637+0.0019395i,0.0010242+0.0018925i,0.001238+0.00047694i,0.00063752+0.00024009i,-0.00050189+0.00105i,-0.00041822+0.0004827i,0.00024581+0.00062133i,0.00063194+0.0015649i,0.00019752+0.0013826i,-5.1716e-05+0.00080943i,6.685e-05+0.00056528i,0.00029092+0.00040051i,0.00070067+0.00064081i,0.0011107+0.00058731i,0.00032265-5.2497e-05i,0.0003008-0.00044466i,0.0010087-0.00044344i,0.0012277-0.00033388i
0.0015259-0.00066304i,0.00072487-0.00072927i,-0.00049463-0.0014642i,-0.0011557-0.0016404i,-0.00067973-0.00025197i,0.00038135+0.0020689i,0.0012615+0.0024505i,0.0013147+0.0016727i,0.00081614+0.0010204i,0.00021486-9.3883e-05i,0.00017077-0.00037143i,-0.00023133+0.00051176i,-0.00028781+0.0019247i,0.00064852+0.001969i,0.0011087+0.0010875i,0.00096631+0.0012193i,0.00083695+0.0012846i,0.00081346+0.00060049i,0.0006108+0.00016889i,0.0004854-0.00074242i,0.00072343-0.0013626i,0.00062871-0.00099283i,-0.00013868+0.00014827i
-0.0010969-0.0013958i,7.834e-05-0.00083685i,0.0017249+0.00038813i,0.0020893+0.00036596i,0.0015627-0.00031184i,0.0013953+9.8154e-05i,0.0019382+0.00088125i,0.0015179+0.00031481i,0.00048813-5.0999e-05i,9.1932e-05-0.00026572i,-0.00045297-0.0011231i,-0.00036197-0.0012685i,-0.00040234-0.0001144i,-0.001404+0.0002096i,-0.002097-7.9359e-05i,-0.00088561-0.00020512i,0.00039963-4.195e-05i,0.00076864-0.00013823i,0.0004001+0.00032506i,-0.00052765+0.001365i,-0.00057807+0.00079959i,0.00095981+0.0003916i,0.0015296+0.00061051i
0.00062576-0.00096323i,-0.00094217-9.6658e-05i,-0.0013962+4.561e-05i,-0.00024296-0.0012371i,0.00052861-0.0005963i,0.00072837+0.0017006i,0.0010887+0.0016028i,0.0007148+0.00062784i,0.00025175+0.00068401i,0.00072549-0.00086403i,0.00087088-0.001901i,5.534e-05-0.00151i,-0.00058798-0.00089261i,-0.0006342-0.00084962i,-0.00071999-0.001318i,-0.0011576-0.00032888i,-0.0020729+1.7867e-05i,-0.0020281-0.00069143i,-0.0015983-0.00010303i,-0.001173+0.00037788i,-0.0004152-3.9747e-05i,-0.00016801-0.00028565i,-6.9072e-06+0.00023282i
-0.00018242-0.00060648i,-0.0017244-0.0017238i,-0.0030126-0.0018103i,-0.0027276+0.00051013i,-0.00039964+0.0020361i,0.0020435+0.0017004i,0.0028332+0.001511i,0.0015487+0.001073i,0.00072609+0.00088755i,0.00031692+0.0011059i,-0.00019068+0.00057608i,-0.0002168+0.00029608i,-0.00092742-0.00020422i,-0.0014916-0.00051852i,-0.0012138-0.00012969i,-0.0010288-0.00080343i,-0.00059385-0.0016624i,-0.00056406-0.0022904i,-0.00088106-0.0022874i,-0.0010296-0.0011198i,-0.001125+0.00010497i,-0.00050589+0.00074734i,3.084e-05+0.00075667i
0.0013602+0.0014433i,0.0022795-0.0012432i,0.002146-0.0022494i,0.0011821-0.0013173i,0.00080643-1.9098e-05i,0.0010627+0.00044536i,0.0017171+0.00025696i,0.0021213+0.00034875i,0.0016027+0.00047414i,0.00081211+9.8442e-05i,0.00016772-0.0014235i,0.00030746-0.0021374i,0.00065157-0.0015807i,0.0004842-0.0018494i,0.00020101-0.0017596i,1.0835e-05-0.0011237i,0.00061314-0.0011316i,7.4194e-05-0.0011913i,-0.00059237-0.00081348i,-0.00026329-0.0007295i,-0.0004197-0.00039019i,2.0737e-05+0.00013874i,0.00011282+0.00014346i
0.001143-0.0011472i,0.0021899-0.0019149i,0.0015666-0.0013133i,0.00042367+0.00032513i,0.00074648+0.0010077i,0.0022039+0.0013405i,0.0021514+0.0012576i,0.00098511+0.00028062i,0.00050004-0.00020196i,0.00056083+3.4271e-06i,3.3764e-05-0.00048675i,5.0697e-05-0.00092632i,0.00036196-0.00046786i,0.00028223+0.00018077i,0.00062064+0.00030678i,0.00073668-0.00017203i,0.00057002-0.00056203i,0.00085548-0.00046293i,0.00055378-0.00038612i,-0.00041791-0.00076762i,-0.00039606-0.00085391i,-0.00022905-0.00038697i,-0.00060835+5.5406e-05i
0.00073069-0.00028637i,0.0010884+0.0005638i,-0.00021265+0.0011393i,-0.00054797+0.001111i,0.000713+0.0015395i,0.00173+0.0014431i,0.0018174+0.0011237i,0.0015134+0.00041818i,0.0012929+6.2744e-05i,0.0003136-0.00051431i,-0.00052948-0.0018304i,-0.00059138-0.0008397i,1.3164e-05+0.00033341i,0.00082139-0.00011356i,0.00075878-0.00053363i,0.0010713-0.00068106i,0.0013817-0.00042472i,0.00035778-0.00042151i,0.00014448-0.00056981i,0.00014826-0.00091375i,-0.00037772-0.0011245i,-0.00024547-0.00063002i,-0.00020788-0.00018626i
-0.0026451+0.0031646i,-0.0037373+0.0037666i,-0.0032387+0.0033697i,-0.0015805+0.0017477i,0.00039719+0.00060198i,0.0016367+0.00021506i,0.0019145+0.0008983i,0.0012058+0.0015153i,-0.00014205+0.00038879i,-8.376e-05-0.00094042i,0.00069152-0.0013004i,-0.00023294-0.00094391i,-0.00033487+0.00032622i,0.00067815+0.0014068i,0.0005639+0.00077393i,0.00030743+0.0012968i,0.0002608+0.0026244i,-0.00066041+0.0020947i,-0.0013543+0.0010209i,-0.00054835+0.00010982i,0.00043085-0.00036898i,0.00099438-4.6357e-05i,0.00078678-0.00068725i
-0.00044105-0.00056876i,-0.00066035-0.0014172i,-0.00059856-0.0010637i,0.00070827-0.00039502i,0.0012652+0.00069645i,0.0018102+0.0013223i,0.0018249+0.00097507i,0.001094+7.8544e-06i,0.00074362-0.00091968i,0.00031308-0.00027398i,0.00011005+0.00072303i,-0.00051557+0.00091497i,-0.0015469+0.00057133i,-0.0017615+0.0012601i,-0.00063708+0.0023933i,-0.00023275+0.0027858i,-0.0015908+0.0021881i,-0.0020819+0.0010637i,-0.00085042+0.00015754i,-9.1825e-06+4.5486e-05i,0.00039205+0.00059819i,0.00024838+0.00030647i,-0.00027742-2.4031e-05i
0.0022006-0.00031605i,0.0025617-0.0012059i,0.0029952-0.00020495i,0.0031494-0.00031637i,0.0020273-0.00071863i,0.0012911+0.00033484i,0.001092+0.00083649i,0.0010432+0.00077211i,0.0015419-0.00044416i,0.0012089-0.000848i,2.5236e-05-0.000561i,-0.00093912-0.0012155i,-0.00060264-0.00051691i,-0.00086872+0.00049126i,-0.0017114+0.0006892i,-0.0017999+0.00084419i,-0.0012591+0.00044717i,-0.00065734+0.00038344i,-0.00085468+0.00061876i,9.0079e-05+0.00040282i,0.0012754+0.00010238i,0.0013156-3.5077e-05i,0.00056987-0.00050135i
-0.0015997-0.00060264i,-0.0012095-0.001308i,-0.001461-0.00047232i,-0.0010507+0.00069063i,0.00030884+0.00093213i,0.0010849+0.0020783i,0.0018415+0.0019629i,0.0016951+0.00022329i,0.00064423-0.00046543i,-0.0001013-0.00042745i,3.031e-05-0.0004911i,-0.00038051-0.0010336i,-0.00088392-0.0012831i,-0.0013424-0.00062209i,-0.0021209-0.00098147i,-0.0018437-0.0015722i,-0.0016465-0.00089211i,-0.0015513-0.00032705i,-0.00098424+0.00027409i,-0.00014366+0.001141i,3.2042e-05+0.0012697i,8.9545e-05+0.00073884i,0.00055787+0.00097157i
0.00010021-0.0013699i,-0.00015161-0.0015383i,-0.00046861-0.00069036i,-0.00060147+0.00021783i,0.00010465+0.00036528i,0.0010474+0.00042537i,0.0012733+0.00078922i,0.00086534+0.00085313i,4.2471e-05+0.00014652i,-0.00065776-0.00051799i,-0.00083159-0.0005303i,-2.946e-05-0.00070586i,0.00035744-0.001337i,-0.00020345-0.0015402i,-0.00077385-0.0011976i,-0.00076544-0.00096279i,-0.00054702-0.001595i,-0.00014896-0.0015033i,0.00035057-0.00091244i,0.00074492-0.00080767i,0.00076064-0.00092355i,0.00040283-0.00080197i,8.4901e-05-0.00023986i
-0.0002586+0.0001183i,5.6944e-05-0.00018482i,0.001153+0.0001817i,0.0020796+0.001046i,0.0022749+0.0013624i,0.002532+0.0020454i,0.0019813+0.0017074i,0.00070518-3.323e-05i,-0.00050187-0.00041251i,-0.00096566-0.00041101i,-0.00020808-0.00080892i,0.001348-0.0011112i,0.001529-0.0012805i,0.0010245-0.0014973i,0.0010606-0.00202i,0.0012792-0.002247i,0.0014642-0.0017302i,0.0011099-0.0013748i,0.00094295-0.0014594i,0.00070747-0.00034089i,-5.3659e-05+0.00037133i,-1.1806e-05+8.3067e-05i,0.00057043+0.00041096i
-0.0023882-0.0010941i,-0.0023248-0.00076182i,-0.0011557+0.00055255i,-0.0017698+0.0013912i,-0.00073542+0.0017553i,0.0014047+0.0021933i,0.0011619+0.0022201i,0.00086995+0.0011762i,0.00045409-0.00018152i,-0.00015596-0.00073862i,-0.00044262-0.00089669i,-0.00047554-0.00026083i,0.0010242+0.00031659i,0.0019004-7.5473e-07i,0.0015578-0.00026953i,0.0011704+0.0003732i,0.0013842+0.00077491i,0.0013758+0.00032729i,0.00061307+0.00032699i,0.00031852+0.00011087i,1.2081e-05-0.00036084i,-0.00017797+0.00027311i,-0.00049459+0.0010219i
-0.00036326+0.00013105i,-0.0005262-0.001629i,-0.00077574-0.0021361i,-0.00059892-0.0011573i,-8.9036e-07+0.00048316i,0.00072858+0.0018627i,0.0012048+0.0014886i,0.0010536+0.00080818i,0.00069829-0.00023405i,0.00032782-0.0014791i,-6.0006e-05-0.001404i,-0.00087465-0.0013018i,-0.0011776-0.00096084i,-0.00087078+0.00013678i,0.0008475+0.00093743i,0.001862+0.0020317i,0.0017814+0.002423i,0.0015767+0.0019895i,0.00077755+0.0010333i,0.00062806-0.00015826i,0.0012077-0.0001531i,0.0015043+0.00077822i,0.00063327+0.0006351i
-0.0016821-0.001918i,-0.0021717-0.00096873i,-0.0032235-0.0004199i,-0.0029893+0.00091289i,-0.0013052+0.0028807i,0.00062327+0.0029705i,0.0020733+0.0015974i,0.0019695+0.0006228i,4.3635e-05-0.0001253i,-0.0015824-0.00029131i,-0.00060702-0.00034731i,0.00050644-0.00052092i,0.00026176+8.6149e-05i,0.00028319+0.00078551i,0.00061718+0.0018133i,0.00019436+0.0025342i,-0.0011314+0.0019318i,-0.0015804+0.00128i,-0.00094818+0.00064059i,-0.00021637-1.955e-05i,0.00034231-0.0002552i,0.00043993+0.00069359i,0.00038241+0.00086043i
-0.00073219-0.00059924i,-0.00094544-0.00083286i,-0.00037875-0.00031409i,0.0015637-0.0005681i,0.0021595+0.00024575i,0.0023054+0.0012942i,0.0025756+0.0012861i,0.0014443+0.00033193i,-0.00010329-0.00083035i,-0.00020626-0.00086203i,0.00037206-0.00063663i,-0.00017835-0.0011533i,-0.0011207-0.0015534i,-0.0016978-0.0009114i,-0.0016647+0.0004398i,-0.0012387+0.0013045i,-0.0010137+0.0017245i,-0.00054856+0.0014009i,-0.0004841+0.0002474i,-3.0622e-05-0.0005069i,0.00027944-0.00054898i,0.00038561-0.00062137i,0.00019941-0.00093393i
0.0011728+0.00048762i,0.0011188+0.0002546i,-3.7579e-05+0.00025718i,-0.00093484+0.0012922i,-0.0001432+0.0018337i,0.0016544+0.001773i,0.0024847+0.0017612i,0.0010822+0.0011008i,0.00083744+0.00079341i,0.0014641+0.00051303i,0.00093803-0.00052956i,0.00020439-0.00093115i,-0.00071238-0.00046563i,-0.001356-8.8232e-05i,-0.0012854-0.00046624i,-0.0017144-0.0010007i,-0.002267-0.0011835i,-0.0018705+0.00022315i,-0.0011884+0.0012367i,-0.00040456+0.00041676i,-0.00011909+0.00043657i,-0.00015117+0.00092272i,0.00049303+0.00044377i
0.00028231-4.8398e-06i,-0.00077179+0.00041746i,-0.0013414-0.00033694i,-0.0007935+7.2328e-05i,-2.4275e-06+0.0013556i,0.00083347+0.0020266i,0.0019207+0.0019021i,0.0014524+0.00039895i,0.00044023-0.00055004i,0.00029705-0.00019448i,0.00017615-0.00083916i,-0.00040965-0.0017425i,-0.00028454-0.0020511i,0.00067573-0.0015791i,0.00046337-0.00098672i,-0.00040527-0.001202i,-0.00048636-0.0017394i,1.3106e-05-0.0014199i,0.0004122-0.00042927i,0.00030441-0.00013498i,0.00034269-0.00064745i,6.8309e-05-0.00021335i,-0.0002788-0.00023505i
-0.0010759-0.0013185i,-0.0010756-0.001879i,-0.0010796-0.0021848i,-0.0008192-0.001599i,-0.00010362+0.00016619i,0.00099318+0.0020579i,0.0016044+0.0022875i,0.0016791+0.00092808i,0.00099063-0.00029468i,0.00024857-0.00093246i,0.00023246-0.00097872i,0.00048353-0.00097205i,0.0002152-0.0012117i,7.2846e-05-0.0017847i,0.0012902-0.0014103i,0.0015138-0.0011757i,0.0012496-0.00096063i,0.00064922-7.2767e-05i,0.00044987+0.00049436i,0.00056819+0.00051754i,0.00043528-0.00022573i,6.9232e-05-0.00022405i,0.00020164+0.00064088i
0.00029526-0.0011008i,0.00052808-0.00067456i,0.00092543-0.0003713i,0.00050907-0.00055298i,0.00026235+0.00027138i,0.00077538+0.0010112i,0.0012722+0.0012577i,0.00035759+0.0013487i,-8.3132e-05+0.00050834i,-5.1399e-05-0.0005532i,0.00031928-0.0015237i,0.00066308-0.0014266i,0.00028611-0.00081692i,0.0005466-0.0012206i,0.00058566-0.00098759i,0.00080131-0.00042348i,0.001165-0.00016656i,0.0012655+0.00014873i,0.00088088-0.00012044i,0.00028537-0.00028689i,-0.00046798-0.00039447i,-0.0006852-0.00035975i,-0.0012739+7.3322e-05i
-4.8554e-05+0.00032927i,-0.0006502-0.00030558i,-0.001058+0.00018154i,-0.00051187+0.00038481i,0.00070719+0.0002894i,0.0016917+0.00069156i,0.0014921+0.0014696i,-5.9392e-05+0.00070337i,-2.2331e-05-7.8517e-05i,0.00032111-0.00030102i,0.00047169-0.0008941i,0.0014027-0.00037176i,0.0013308-5.3194e-05i,0.00079673-0.00053293i,3.5565e-06-0.00038406i,-0.00034652+0.00013435i,0.00047956+0.00038348i,0.0012086+0.00026315i,0.00053138-0.00018892i,-0.000504+0.00030587i,4.1065e-05+0.00053725i,0.00073077+6.5679e-05i,-0.00015486+0.00012579i
-0.00058444-0.0016179i,-0.0012228-0.0016526i,-0.0016183-0.0010314i,-0.00082379+0.0016304i,-0.00014601+0.0037787i,0.00087706+0.0040684i,0.0015969+0.0033215i,0.0013518+0.0013585i,0.00026107-0.00012301i,-0.00019127-0.00023102i,0.00060876-0.00053046i,0.0016148-0.00075537i,0.0024048+0.00048121i,0.0016914+0.0014606i,9.819e-05+0.0017323i,-0.0013701+0.0015368i,-0.0012298+0.0014301i,-2.048e-06+0.0016759i,0.00048206+0.0013579i,0.00021728+0.00040907i,0.0001286-0.00036376i,0.00016684-0.00056696i,0.00024966-0.00080068i
0.0018685+0.0015829i,0.0017958+0.00030642i,0.0017154-0.00089726i,0.0015996-0.0016244i,0.0019487-0.0011441i,0.0024915+0.00077532i,0.0021423+0.0016762i,0.00094503+0.0013002i,-8.9547e-05+0.00089238i,-0.00018393+0.00029929i,3.7797e-06-0.00050454i,0.00010891-5.1073e-05i,1.71e-06+0.0017173i,-0.00059316+0.0019556i,-0.0014962+0.0017928i,-0.001916+0.0014783i,-0.0012321+0.00033311i,-0.0006388+7.5364e-05i,-0.00065017+0.00039763i,-0.00029133+0.00044526i,-0.00028884-0.00010575i,-0.00036986-0.00077284i,0.00022664-0.00087449i
-0.0013895-0.0012654i,-0.0017201-0.00034406i,-0.0011082+0.00075681i,-0.00092133+0.00081007i,-0.00071452+0.00078396i,0.0013056+0.0011558i,0.0032428+0.0014146i,0.0023666+0.001325i,0.0012406+0.0011631i,0.00078363+0.00021142i,5.0307e-05-0.00062438i,-0.00025317-0.00030716i,-0.00088024+0.00055738i,-0.0018182+0.00085139i,-0.0016253+0.00022181i,-0.0013433-0.00048247i,-0.0015072-0.00077613i,-0.0012479-0.00070554i,-0.00071484+0.00021583i,-0.0002612+0.00069421i,-0.0006054-1.5193e-05i,-0.00013551-0.00023967i,0.00043961+0.00016155i
7.5631e-05+0.00089459i,-0.0011662-0.00024386i,-0.00053845-0.001229i,-0.00012052-0.00045135i,-0.00010754+0.00076515i,0.00037942+0.0014496i,0.00082951+0.001493i,0.00038775+0.00052171i,-0.00057656-0.00083077i,-0.00084326-0.0011845i,-0.0011109-0.00081526i,-0.0011874-0.001393i,-0.0017452-0.0018336i,-0.0021073-0.001605i,-0.0013305-0.0013174i,-0.00064943-0.0010937i,-0.00043584-0.00080888i,-0.00043592-0.00011009i,-0.00034655-0.00020457i,0.00028999-0.00021788i,0.00080148-4.4151e-06i,0.00088185+0.0002579i,0.00079661+0.0001701i
-0.0010124+0.0019927i,-0.00035615+0.0021434i,0.001117+0.0032995i,0.001197+0.0023375i,0.00028624+0.0010903i,0.00053505+0.0009409i,0.0016813+0.0013165i,0.0019929+0.00072176i,0.0012434-9.8933e-05i,0.00096236-0.00029988i,0.00041059-0.0013675i,2.7745e-06-0.0024226i,-0.00020831-0.002357i,-0.00027052-0.002385i,-0.00052845-0.0022321i,-0.00031929-0.0018031i,7.3378e-05-0.0011143i,0.00011727-0.00034426i,-0.00038642+0.00036911i,-0.00035392+0.00024157i,0.00044543-0.00038235i,0.00061859-0.0004629i,0.00014324+0.00025005i
0.00017431-0.0020333i,0.00024162-0.0029763i,-0.00027239-0.0031356i,0.00033695-0.0012986i,0.0018181-0.00011927i,0.0025013+0.00010963i,0.0030026+0.0012813i,0.0016586+0.0013145i,3.573e-05+0.00041063i,-0.00015424-0.00036484i,0.00065274-0.0013071i,0.0013115-0.0017254i,0.00046403-0.0016598i,-0.00056465-0.0016101i,0.00013798-0.00078787i,0.00094395-0.00042124i,0.00078241-9.4339e-05i,0.00070766+0.00013395i,0.00086119-0.0001494i,0.0011786-0.00026563i,0.00040256-3.986e-05i,0.00018476+0.00047925i,0.00051752+0.00059525i
