-0.0029855+6.8396e-06i,-0.0031439+0.0015191i,-0.0024217+0.002538i,-0.0018536+0.0024939i,-0.0016014+0.0029378i,-0.00053929+0.0032339i,-0.0011042+0.003065i,-0.00097677+0.0030869i,0.00075108+0.002378i,0.0018818+0.0011013i,0.0023668+8.4745e-05i,0.0016676-0.00026233i,0.0010376-0.00067438i,-2.2112e-05-0.0012706i,-0.001283-0.00083098i,-0.00053152-0.0003521i,-0.00038156+4.6834e-05i,-0.00033383-3.5717e-05i,0.00082336-0.0003809i,0.00060159-1.4721e-05i,0.00011296+0.00024258i,0.00029593-2.6063e-05i,-0.00010796-0.0004041i
0.00033942+0.00087557i,-0.0003285+0.0002943i,-0.00026246+0.00076517i,5.5051e-05+0.00049201i,-0.00011261-0.00087624i,-0.00025786-0.0011781i,-0.00038241-0.00032878i,-0.00020497+0.0003565i,0.00032501+0.00048497i,0.00090054-0.00013692i,0.0010757-0.00117i,0.00062517-0.0012986i,-0.00058126-0.00066923i,-0.0014621-0.00080402i,-0.00048989-0.00094872i,-0.00049703-0.00051992i,-0.0010505-0.0004546i,-0.00078259-0.00054639i,-0.0011022-0.00048581i,-0.0006832-0.00046076i,0.00021681-0.00072994i,0.00015079-0.0009723i,-0.00027955-0.00071342i
-0.00086458+0.0011651i,-0.00087018+0.001348i,-0.0011812+0.0013402i,-0.00079511+0.0014001i,0.00024787+0.0018194i,0.00098465+0.0017218i,0.0013079+0.0018391i,0.00090418+0.0015566i,0.00046806+0.00043645i,0.0015547-0.00039937i,0.0024151-0.00058145i,0.001714-0.0009914i,0.00077187-0.001194i,-0.00020976-0.00090634i,-0.00031972-0.00041793i,-0.00037954-6.9817e-05i,-0.00037398-0.00051755i,-0.00018203-0.00014085i,-0.0003354+0.00096553i,-0.00016307+0.00073606i,3.0114e-06+0.00042457i,-0.00030237+0.00038704i,-0.00026517-0.00012898i
-0.0014779-0.00036585i,-0.001019-0.00036247i,0.00017832+0.00030263i,0.00033216-6.3334e-05i,-0.00063227+0.00013633i,-0.00064511+0.0007141i,0.00027232+0.00078018i,0.0014857+0.00036908i,0.0011167-7.6633e-05i,0.00065788-0.00051508i,0.0014011-0.00087316i,0.0020681-0.0013228i,0.0022256-0.0010585i,0.0018181-0.0015776i,0.00054511-0.0016123i,-0.00044844-0.00069137i,-0.00068319-0.00049612i,-0.00071042-0.00026084i,-0.0004833-0.00048883i,0.00031638-0.00047194i,0.0009231-7.0416e-05i,0.0001623-0.0002552i,-0.00016152+1.0262e-05i
0.00033311-0.00015934i,0.00014471-0.00011641i,0.00043461-0.00091504i,0.00052697-0.00045136i,-0.00069246+0.00030656i,-0.0014808+0.0004501i,-0.00026285+0.0013358i,0.0015574+0.001689i,0.0024343+0.00098519i,0.002007-0.0010677i,0.00080049-0.0021761i,0.00043482-0.0019615i,0.00078406-0.0016451i,0.00028274-0.00094604i,-0.00022225-0.00060034i,-0.00055028+7.9608e-05i,-0.00028253+0.0005088i,0.00031945+0.00010092i,0.00041254-0.00037082i,0.00014499-0.0002392i,0.00019017+0.00040167i,0.00069587+0.00064773i,0.0013466+0.00055069i
0.0021835+0.00074389i,0.0020587-0.00063423i,0.002064-0.0020491i,0.00099149-0.0020787i,-0.00017592-0.0016148i,-0.00075483-0.00094232i,-2.993e-05+0.00077055i,0.0017235+0.0022151i,0.0027174+0.0013918i,0.0028612-0.00059607i,0.0021176-0.0012136i,0.0014288-0.0011678i,0.0011283-0.0013366i,0.00021186-0.00050865i,-0.00070529-0.00014193i,-0.00034299-0.00025481i,0.00024018+0.00019674i,-5.5167e-05+0.00093545i,-0.00031058+0.00056162i,0.0002056+0.00035976i,0.00053642+0.00072602i,-0.00058309+0.00021907i,-0.00093878-0.00045249i
1.4831e-05-0.00071059i,-3.9894e-05-0.00033248i,0.00068754+9.2018e-06i,0.00096179+3.4768e-06i,0.00032141+0.00066832i,0.00070385+0.0021827i,0.0036193+0.0029616i,0.0068751+0.0011336i,0.0081891-0.0019247i,0.0065652-0.004169i,0.0040375-0.0051478i,0.0027874-0.0050789i,0.00071896-0.003767i,-0.0020436-0.0024318i,-0.0025832-0.0015857i,-0.001576+0.00012766i,-0.00053272+0.0012392i,-0.00039758+0.00042828i,-0.00078659-0.00028461i,-0.00020587+0.00011033i,0.00062605-0.00027937i,0.00029647-0.00019579i,-0.0007969+0.00055756i
0.0021538-0.00030925i,0.0016719-0.0013964i,0.0011897-0.0024757i,0.0012612-0.0024034i,0.00039126-0.0013172i,-0.0013931-0.00077013i,-0.0017556+2.0838e-05i,-0.0011676+0.00073316i,-0.0011709+0.0010653i,-0.00068309+0.00081773i,-0.00033148+0.0003989i,0.00015802+0.00034593i,0.00087304+0.00041711i,0.00068238+0.00040583i,-0.00023411-0.00041762i,-0.00046064-0.0012846i,-0.0010383-0.0011894i,-0.0017498-0.00056242i,-0.0010035+0.0005884i,-0.00056829+0.00085005i,-0.00016825+0.00086118i,0.00054707+0.00085014i,0.00082284+0.00031618i
0.0024631-0.00076116i,0.0027331-0.0015947i,0.0025433-0.0015749i,0.00088566-0.0024199i,-0.00064049-0.0032518i,-0.0010391-0.00141i,-0.0010331+0.00077987i,-0.00095722+0.0011405i,-0.00057125+0.00097387i,0.00013881+0.00054734i,0.00066056+0.00027507i,0.00071961+0.00074851i,0.0010376+0.00013317i,0.0011783-0.0004252i,0.00024442-0.00014145i,-0.00012798-0.00051939i,9.1976e-05-0.00089008i,-0.00041662-0.0010265i,-0.00091056-0.00068657i,-0.0010252-4.4232e-05i,-0.00096396+0.00024262i,-0.00066023-0.00029876i,-0.00050079-0.00023857i
-0.0015146+0.0011055i,0.00034251+0.00076807i,0.0018272+0.0013838i,0.0016911+0.0021085i,0.00097006+0.0015566i,0.00070823+0.0014163i,-0.00021216+0.0012083i,-0.001022+0.00063373i,-0.00012047-3.1452e-05i,0.0009159-0.0010669i,0.0010938-0.0016022i,0.00097015-0.0015622i,0.00043976-0.00088331i,-0.00010693-0.00039329i,2.7291e-05-0.00041843i,-0.00015099-0.00019544i,-0.00068313-0.00034795i,-0.00086142-0.00047641i,-0.00056583-0.00012607i,-0.00054775-0.00047602i,-0.00051922-0.00040117i,-0.00014439+6.5629e-05i,-0.00044828-0.000247i
0.0001401-0.0013549i,-0.0017942-0.0018658i,-0.00307-0.0026462i,-0.003047-0.0025889i,-0.0026305-0.0011325i,-0.0021941+0.00061252i,-0.0014434+0.0016717i,-0.0013759+0.0016724i,-0.00096368+0.00084374i,-0.00038405+0.00036369i,-0.00022725-4.4626e-05i,7.9182e-06-0.0013287i,0.00089323-0.001541i,0.0010659-0.00052796i,2.1822e-05-0.00026707i,-0.00065394-0.00023196i,-0.0011819-0.0002947i,-0.0013442+0.00013028i,-0.00085335+0.00016188i,-0.00075334-0.00048778i,-0.00010546-0.00063865i,0.00041753-0.00072457i,0.00093261-0.00075671i
-0.00086205-9.9696e-05i,-0.0010106+0.00063779i,0.00023849+0.00095874i,0.00091292+0.0014093i,-0.00042941+0.00090106i,-0.00059854+0.00052117i,-0.00067699+0.0011523i,-0.00074309+0.0015016i,-0.00043632+0.00074591i,0.00027477+0.00016739i,0.0014098-0.00016811i,0.0015855-0.00040698i,0.00056571-0.00074592i,0.00038543-0.0004334i,7.5377e-05-0.00017058i,-0.00026596-0.00031516i,0.00038935-8.9957e-05i,0.00040398+0.00025755i,-0.00018631+0.00025892i,-4.7986e-05-2.2942e-05i,-0.000384+0.0003344i,-0.00061838+0.00048273i,-0.00028001+0.0001051i
0.0014936-0.0011594i,0.0004579-0.001747i,0.0004852-0.0010545i,3.0845e-05-0.0010554i,-0.0013807-0.00070641i,-0.0025296+0.00037973i,-0.001953+0.00043331i,-0.00069029+0.00041989i,-0.00025556-0.00016148i,0.00056562-0.00065528i,0.00058804-0.0001128i,0.00032238-0.00040024i,-5.8139e-05-0.0010344i,-0.00057577-0.00070061i,-0.00072641-0.00051504i,-0.00051831-0.0010787i,0.00018253-0.0011699i,0.00047855-0.00029884i,0.00011345+0.00023067i,-0.00021051-0.0004856i,0.00020199-0.00066844i,-1.5084e-05-3.5542e-05i,-0.00025029+0.0004656i
0.00011317-0.00225i,-0.00042895-0.0013498i,-0.0010964-0.0020968i,-0.0013791-0.0018674i,-0.0019182-7.8786e-05i,-0.0021035+0.0012647i,-0.0013561+0.0013622i,0.00040185+0.0003966i,0.00099027-0.00035835i,0.00052196-0.00019416i,0.00076539-0.00029558i,0.0012458-0.0010951i,0.00096767-0.0012401i,0.00036198-0.0007655i,-0.00012746-0.00066296i,-0.00016422-0.00093889i,-0.00017314-0.00075782i,-0.00024922-0.00050367i,9.1556e-05-0.00019273i,0.00021433+0.00026123i,0.00012852+0.0004288i,-0.00016339+0.00022193i,-0.00064187+0.00013405i
0.0011608+0.00016851i,0.00052444-6.6215e-05i,-0.00013894-0.00081779i,-0.0011111-0.0015239i,-0.0018791-0.0010592i,-0.001396+0.00085333i,-0.00069666+0.0010817i,-0.00010536+8.5955e-05i,0.00088982-0.00056713i,0.001339-0.00055834i,0.00079413-0.00054039i,-5.2011e-05-0.0006016i,-0.00029052-0.00052402i,-0.00031431-0.0016506i,-0.00042598-0.0017609i,-3.5734e-05-3.993e-05i,0.00023605+5.3009e-05i,2.1772e-05-0.00046159i,-0.00045286-0.00012327i,-0.00021626+0.00010179i,0.00025651+0.00025355i,0.00025997+0.00023266i,0.00049347+0.00023331i
0.0013746+0.0020404i,0.0015364+0.00062279i,0.0018056-0.00032098i,0.0012732-0.0016162i,0.00032682-0.0023504i,-0.00010054-0.00076952i,-0.0003506+0.00040139i,0.0001888+0.00064932i,0.0015608+0.0011177i,0.0019115-2.9237e-05i,0.0011921-0.0012383i,0.00099416-0.00045267i,0.00076249+0.00084726i,-0.00018169-6.224e-05i,0.00016264-0.00092234i,0.00104-0.00052377i,0.00050614-0.00014962i,0.0003772+0.00028002i,0.0004522+8.386e-05i,-2.5669e-05-0.00052981i,0.00044698-0.00085118i,0.00047307-0.00071836i,-0.00013591-0.001155i
-0.0010678+0.0010752i,-0.00017055+0.00062492i,-5.0426e-06+0.0004383i,8.7569e-05-2.867e-05i,0.00062928-0.00047807i,0.00060804+7.8282e-05i,-0.00048402+0.0012064i,-0.0010858+0.0013427i,-0.00019807+0.0010143i,0.00035286+0.00012824i,0.00052888-0.00085547i,0.00012926-0.00069329i,-1.5854e-06-0.00090321i,0.00034357-0.0012586i,0.00020069-0.00052546i,-0.00024394-2.9459e-05i,-0.0002842-0.00023957i,-0.00011421-3.0452e-05i,-0.00011358-0.00035486i,-2.9433e-05-0.00033228i,-0.00032129+8.699e-05i,-0.00033844-0.00036243i,7.2751e-05-0.00057233i
-0.00045783-0.0012124i,-0.00079643-0.001723i,-0.00051433-0.0011149i,-0.0001808-1.6507e-05i,-0.00064039-2.6461e-05i,-0.00066006+0.00043771i,-0.00090988+0.0013414i,-0.0003684+0.0010767i,0.0013181+0.00016424i,0.0010598-0.00044219i,0.00025156-0.00068735i,7.2124e-05-0.0011914i,9.4291e-05-0.0013135i,0.00051073-0.00096961i,0.00037797-0.00083312i,-0.00018139-0.00053474i,-0.001386+0.00026506i,-0.0022771+0.00096443i,-0.0016893+8.8961e-05i,-0.00060978-0.00067446i,-0.00041983-0.00083461i,-0.00026992-0.00095675i,-0.00063764-0.00065439i
0.0016595+0.00033653i,0.0022524-0.00089855i,0.0021773-0.0021377i,0.0010385-0.0029342i,-0.0005161-0.0024168i,-0.0011612+4.7698e-05i,-0.0011804+0.0009489i,-0.00060549+4.744e-05i,0.00019441-0.00057803i,0.00055225-0.0011845i,0.00094264-0.00099404i,0.0011071-0.0011362i,0.00054939-0.0010064i,0.00011057+0.00010768i,0.00049927+0.0003144i,0.00032604-0.00012376i,-0.00013059-2.9106e-06i,0.00028533+0.00066772i,0.00064711+0.00079451i,0.00011538+0.00044082i,-0.00048524+0.00063948i,-0.0001161+0.00060667i,0.00028635+8.4841e-05i
0.00041204-0.00090251i,0.0009981-0.0011254i,0.00087368-0.0008671i,0.00094791-0.00093411i,0.0011847-0.0010554i,0.0009474-0.00014944i,0.00049361+0.00065593i,0.00024235+0.00078262i,0.00059543+0.00071249i,0.001023+0.00012404i,0.00097322-0.00022958i,0.00099005-0.00036092i,0.00038829-0.00048604i,-0.00031475-0.00040235i,-0.00035003-1.7701e-05i,-0.00035958-0.00011184i,-0.00055195-0.00072367i,-0.0012472-0.0002594i,-0.0016647+0.0001889i,-0.0009225-0.00036749i,-5.109e-05-0.00026094i,0.00093081-8.5027e-05i,0.00050182-2.438e-05i
0.00035237+0.00049852i,-0.0013339+2.4889e-05i,-0.00056936-0.00036429i,-8.8532e-05-0.00095065i,-0.00070582-0.0011308i,-0.00084716-0.00029643i,4.4724e-05+0.00069831i,0.00097886+0.001122i,0.00055598+0.00058967i,0.00041196-0.00030666i,0.0012579-0.00062044i,0.0010337-0.00067351i,0.00037521-0.0013742i,-0.00044948-0.0011799i,-0.00088497-0.0010327i,-0.00040263-0.001131i,-0.00040794-0.0012236i,-0.00046151-0.00057314i,-0.0004525+0.0001758i,-0.00056029+0.00040898i,0.00037933-7.5456e-05i,0.00028846-0.00083859i,-0.0003658-0.0010292i
0.00055189-0.0018777i,0.00016853-0.0010515i,-0.0016896-0.0011396i,-0.0020308-0.0010363i,-0.002299+0.00033502i,-0.0018424+0.0015895i,-0.00017129+0.0012096i,0.00086691+0.001065i,0.00072197+0.00043702i,0.00022354-0.00031047i,-2.3492e-05-0.00010705i,-0.00017408+0.00043195i,0.00017361+5.0492e-05i,-2.6251e-05-0.00017213i,-0.00053423-0.00046137i,-0.00042366-0.001169i,-0.00031939-0.0010763i,-0.00075683-0.0004017i,-0.00058039+0.00036365i,0.00031717+0.00056455i,0.00038532+0.00015745i,0.00035506+0.00048604i,0.00070089+0.00065986i
-6.6039e-05-0.0014763i,-0.00022601-0.0016307i,0.00031365-0.0013398i,0.00021397-0.00091428i,-3.7959e-05-0.00016965i,-0.00049371+0.00054543i,-0.00050979+0.0019708i,0.00019166+0.0020617i,0.00025177+0.00040533i,0.00043264-0.00038081i,0.0012981-0.00095476i,0.0017651-0.00060958i,0.0016131-0.00040056i,0.0011173-0.00034735i,0.00055399-0.00010505i,0.00035852-0.00039059i,-0.00063927-0.00048689i,-0.00067138-0.00020818i,0.00021867-9.5635e-05i,0.00088159-0.00025444i,0.00081768-0.00047824i,-0.00025426-0.00012195i,-0.00090674-0.00034074i
-0.00087501+0.0023515i,0.00085029+0.0015189i,0.0023729+0.0019462i,0.0021103+0.0018973i,0.00091732+0.00035818i,0.00032557-0.00080814i,0.00016788-0.00048664i,8.6359e-05+6.3566e-06i,0.00070112-0.00041684i,0.0013783-0.00058725i,0.0015982-0.00056289i,0.00092809-0.001084i,-0.00010479-0.00082511i,-0.00091642-0.00030011i,-0.0014624-0.00073776i,-0.0010915-0.0008485i,-0.00075296-0.00041303i,-0.00024299-0.00067211i,-0.00030583-0.0003264i,-0.00048082-4.1495e-05i,8.7753e-05-0.00046i,0.00026911-0.00054184i,0.00030494+0.00011182i
0.0011544+0.0015207i,0.0014658-0.00026656i,0.0010456-0.0013592i,-8.9757e-05-0.0014568i,-0.0010691-0.00062558i,-0.0020245+0.00021425i,-0.0018822+0.00073503i,-0.0011822+0.0013155i,-0.00056313+0.0010057i,0.00060174+0.00042203i,0.00083573-0.00030176i,0.00048844-0.00016769i,0.00054058-0.00036162i,0.00038261-0.00088524i,-0.00051067-0.00059501i,-0.0011781-0.00016269i,-0.00095205+2.8756e-05i,-0.00064415-0.00027108i,-0.0011991-0.00061079i,-0.00059551+0.00022181i,0.00036739+0.0010232i,-0.00037794+0.00014168i,-0.00020922-0.00046005i
-0.0016965+0.00053596i,-0.0014092+0.0015666i,-0.0017414+0.0018107i,-0.0017651+0.0022672i,-0.00057978+0.0025408i,0.00043826+0.0018145i,0.00016516+0.001413i,-0.00029577+0.001348i,-0.00017413+0.00087697i,0.00021743+0.0002967i,0.00099435-0.00016989i,0.0015229-0.00068498i,0.00074378-0.0012004i,-3.6145e-05-0.0011151i,0.00022611-0.00041703i,0.00056425-0.00014317i,8.6481e-05-0.00035646i,-0.00034981+2.948e-07i,-0.00025205+0.00041155i,-0.00014198+0.00014419i,-0.00053206-0.00056128i,-0.0011492-0.00061179i,-0.00028831-0.00024252i
0.0015175-0.0021649i,0.00039337-0.0023636i,-0.0011005-0.0020473i,-0.0022079-0.001666i,-0.0022547-0.00061955i,-0.0011612+0.00058451i,-0.00064315+0.0013524i,0.00036692+0.00064834i,0.001392-0.00029165i,0.00077409-0.00074883i,0.00055033-0.00025245i,0.0012627+0.00037479i,0.0010851-0.00075027i,-0.0003824-0.0015029i,-0.0006713-0.0017414i,0.00012132-0.0016883i,-0.00049108-0.00080705i,-0.0011591-0.0004391i,-0.00034429-0.00022072i,8.3254e-05+0.00062965i,-2.0857e-05+0.00066729i,-6.8446e-05-0.00087336i,0.00040438-0.001104i
-0.0009185-0.00088997i,-0.0011181-0.00032806i,-0.0017367-7.0364e-05i,-0.0022021-0.00021729i,-0.001614-4.9772e-05i,-0.00069006+0.00017753i,-0.00026839+0.00024537i,-0.00041408+0.0003039i,-0.00026183-0.00013127i,0.00058086-0.00067178i,0.0014981-0.00066082i,0.0016957-0.00090016i,0.0014545-0.00091105i,0.0014916-0.00083753i,0.00089118-0.0010676i,0.00034911-0.00099761i,-0.00040499-0.00082448i,-0.00097708-0.00031906i,-0.00047848+0.00037378i,-0.00029501+0.00012164i,-0.00039792-0.0010396i,0.00057189-0.0016003i,0.0010184-0.00084983i
0.00065598-0.00052629i,0.00014044-0.0013826i,0.00053465-0.0023412i,0.00081079-0.0023097i,-0.00044272-0.0013976i,-0.0012988-0.00043892i,-0.00061287+0.00084039i,0.00013956+0.0011583i,0.00042855+0.00053651i,0.00024528+6.0718e-05i,-0.0002296-0.00029437i,-0.00017246-0.00078445i,-5.6902e-05-0.00077882i,0.00017255-0.00044699i,0.00031301-0.0012148i,4.3026e-05-0.0014421i,-1.9365e-05-0.00058771i,0.00027516+0.00024961i,-0.00031284+0.00057874i,-0.00094458+0.00016237i,-0.00041516+2.1319e-05i,6.8505e-05+0.00043032i,-3.9482e-05+0.00049335i
-0.00038562+0.0021978i,9.2282e-05+0.0022771i,0.0011803+0.0017407i,0.0022639+0.0012003i,0.0017452+0.00090925i,8.2788e-05-0.0002944i,-0.00021665-8.2697e-05i,-0.00026715+0.001217i,-0.00037277+0.0012932i,0.00045731+0.00072468i,0.0014684+1.0216e-05i,0.0013381-0.00044592i,-7.4494e-05-0.00069025i,-0.00068092-0.00061205i,-3.114e-06-0.00021991i,0.0003726-0.00022738i,3.3703e-05-0.00026868i,-0.00073586+0.00020856i,-0.0010401+0.00045389i,-0.001166+0.00035291i,-0.00035472-0.00035787i,0.00050012-0.00070099i,0.0005491-0.00093706i
-0.0010102-0.00075473i,-0.00095585-0.00044727i,-0.0020147-0.00018021i,-0.0018588+0.00053471i,-0.0014122+0.00071516i,-0.0014751+0.00093008i,-0.00051757+0.0012241i,0.00053266+0.00063562i,0.00061849-7.2331e-05i,0.00030512+0.00016796i,0.00066662+0.00046043i,0.0012349+2.4166e-05i,0.001228-0.00029663i,0.0011657-0.00076684i,0.0010566-0.001023i,0.00030404-0.00064866i,-0.00028141-0.00049522i,-7.577e-05-6.5879e-05i,0.00058435+0.00042912i,0.00050634+0.00080785i,-0.00055025+0.00088644i,-0.0011427+0.00023846i,-5.0801e-05-0.00019501i
0.00087334+7.3925e-05i,0.00076324+6.349e-05i,0.0010063-0.00032497i,0.0006972-0.00010364i,-0.00012667+7.1969e-05i,-0.0010864+0.00030451i,-0.0013335+0.00056821i,-0.00037982-7.6588e-06i,0.00081202-0.00019495i,0.0017846-0.00031527i,0.0016525-0.0012894i,0.001347-0.0014397i,0.0013183-0.0015329i,0.00063201-0.0015502i,0.00010275-0.00021903i,4.6793e-05+0.00028174i,0.0001402-0.00087018i,0.00010541-0.0011275i,0.00021266-0.00073312i,0.00012713-0.00076246i,7.277e-05-0.00058204i,-0.00018151-0.00014822i,-0.00026919-0.00029646i
-0.0020777+0.0027948i,-0.00030926+0.0020381i,0.001524+0.0027125i,0.0021219+0.0016667i,0.0023746-0.0007711i,0.0022916-0.0015184i,0.0017312-0.00084726i,0.00058127+9.5574e-05i,0.00011176+0.00063854i,0.00097+0.00086539i,0.00095206+0.00095297i,0.00036507-1.7e-05i,-0.00016367-0.0016519i,-0.00064962-0.0019495i,-0.00057558-0.00065722i,0.00028488+0.0003823i,0.0009138-0.00027568i,-0.00044314-0.00037745i,-0.0010726+5.2311e-05i,-1.0699e-05-0.00034388i,0.00038621-0.00073i,0.00038272-0.00085532i,0.00013267-0.0010109i
-1.8485e-05+0.00094357i,0.00066695+0.0015744i,0.001836+0.0012915i,0.0017715-0.00010718i,0.00045143-0.00044621i,-0.00089386-4.5994e-05i,-0.000967+0.0011959i,-0.00043637+0.0018062i,0.0009235+0.0012033i,0.0015556+0.00086417i,0.0014954+0.0001911i,0.00078045-0.0011378i,-0.00022294-0.0019979i,-0.00053664-0.0013452i,-0.00050596-0.00063248i,-0.00022638-0.00028879i,7.0017e-05+0.00048883i,0.00014862+0.00050033i,-0.00013046+0.00026705i,-0.00055509+0.00071044i,4.4127e-06+0.00036237i,0.00068614-9.9179e-06i,0.00059453-0.00057177i
-0.00010298+0.00038602i,0.00029846-0.00075387i,0.00093395-0.0012832i,0.00079729-0.00041948i,-0.00025398-0.00032763i,-0.00045782-0.00062946i,-0.00075004+0.00044919i,-0.00065267+0.0010776i,0.0001878+0.00023473i,0.00061024-0.00070671i,0.0014152-0.00038468i,0.0019751-0.00014836i,0.0014672-0.0010536i,5.8651e-06-0.00085653i,-0.00029688-0.0010329i,0.00052774-0.00072635i,0.00021318-0.00062177i,-0.00028647-0.0010777i,0.00040824-0.00021565i,0.0010261-8.7839e-05i,0.00038411-0.00011135i,-9.4793e-05+0.00044191i,-0.00013886+0.00030068i
-0.00018944-0.0015517i,0.00027409-0.001107i,0.0011589-0.001618i,0.00096231-0.00044985i,-0.0003616+0.00075776i,-0.00020211+0.00094604i,-0.00019265+0.0011338i,-0.00027952+0.0010431i,0.00039334+0.00044921i,0.0012596+0.00031848i,0.0015372+0.0010606i,0.0013394+0.00040611i,0.0012733-0.0010745i,0.00043407-0.0017301i,-0.00048298-0.0012744i,-0.00049787-0.00042232i,-0.00049161+4.845e-05i,-0.00084962+0.0001487i,-0.00066741+2.7812e-05i,1.5746e-05-0.0002965i,0.00027274-0.00078605i,-6.3526e-05-0.00030062i,-0.00031359-0.00010502i
-0.00024728-9.6558e-05i,-0.00025895-0.0011395i,0.00014372-0.0013004i,-0.00049856-0.00054804i,-0.0013009-0.00042688i,-0.0022628-9.1697e-05i,-0.002341+0.00035972i,-0.00085988+6.2471e-05i,0.00064406+5.9735e-05i,0.0012216+0.0003084i,0.0021174+0.00027375i,0.0013152-1.0525e-05i,0.0003408-0.00058568i,0.00019529-0.00068574i,-0.00024118-0.00016372i,-0.0003157-0.00016469i,-0.00059704-0.00021936i,-0.00028925+7.755e-05i,-0.00011389+0.00039567i,0.00031869+0.00069101i,0.000399+0.00053685i,-0.00014269-4.2644e-05i,8.9386e-05-0.00043883i
-0.00042566-0.001063i,-0.00040608-0.00068782i,-0.00072219-0.0003271i,-0.00098586-0.00014401i,-0.0013978+3.0085e-05i,-0.00092003+0.00033085i,-0.00010759+0.00059305i,0.00057286+0.00049204i,0.00096945+0.00043956i,0.00053008+0.00012118i,0.00073114+1.1434e-05i,0.00087574-0.00017732i,3.3989e-05-0.00038799i,-0.00032221+1.7522e-05i,-0.00024721-7.7072e-05i,0.00081341-0.00047244i,0.00067071+0.00019361i,-0.00087899+0.00091428i,-0.00073795+0.0011378i,0.00011748+0.001186i,0.00034934+0.0011764i,0.00048951+0.00023203i,0.00026112-0.00011731i
0.00030711+0.00082559i,0.00050473+0.0005339i,0.0003816+0.00095421i,0.00032986+0.00019583i,0.0001387+5.8683e-05i,0.00026798+0.00049059i,0.00027206+0.00098853i,-0.00062831+0.00097778i,-0.0010106-7.2416e-05i,-9.3314e-05-0.00080457i,0.00073534-0.00052166i,0.00027256-0.00036483i,0.00023365-0.00095085i,0.00031044-0.0017334i,-0.00016379-0.00099435i,-4.3199e-05+0.00022521i,-0.00031221+0.00048928i,-0.0011704+0.00060977i,-0.0013953+0.00072441i,-0.00039217+0.00013716i,2.6991e-05-0.00054203i,0.00014628-0.0011241i,0.00049328-0.0011699i
-0.0019879+0.0016743i,-0.0015454+0.0014619i,-0.0013042+0.0013837i,-0.00025216+0.00088983i,0.001114-3.2686e-05i,0.00038731+0.0001458i,-0.00040727+0.00090463i,-0.00019383+0.0010385i,0.0011147+0.00087245i,0.0022565+0.00011945i,0.0019846-0.00072659i,0.0013966-0.00089866i,0.00083057-0.0011987i,0.00025287-0.0007991i,0.00012688-0.00020765i,-0.00015229-0.00042778i,-0.00071022-0.00097641i,-0.00080592-0.0012021i,-0.00028222-0.00067883i,5.4336e-05-0.00012751i,0.00054175+0.00033768i,0.00077504+0.00038272i,-7.5036e-05-1.6353e-05i
0.0018553+0.00026856i,0.0022784+0.0002571i,0.0023988-0.00020441i,0.0014541-0.0012596i,9.5472e-05-0.0016615i,-0.0010324-0.00076827i,-0.00079208-0.00025931i,0.00034842+0.00039339i,0.0017198+0.0011506i,0.0019714+0.00020533i,0.00060372-0.0008384i,1.6839e-05-0.00038959i,0.0001425-0.0004947i,-0.00025815-0.00046975i,-0.0012402-0.00065259i,-0.0015048-0.00077866i,-0.00085144-0.00028248i,-0.00095837-2.4613e-05i,-0.00089791+0.00025826i,-0.00025055+0.00035699i,-0.00050051+0.00038599i,-0.00032102-0.00035353i,0.00018018-0.00099474i
-0.002096-0.00075878i,-0.0021255-0.0013661i,-0.0021797-0.0012196i,-0.0016749-0.00022536i,-0.0017505+0.00060358i,-0.0018414+0.0014167i,-0.0012519+0.0012155i,-0.0005592+0.0009234i,-0.00027089+0.00044115i,0.00037454-0.00041145i,0.00081466-0.00026053i,0.00086166-0.00041717i,0.00093977-0.0012618i,0.00090482-0.0015056i,0.00029738-0.00099531i,-4.9456e-05-0.00093593i,-9.2793e-05-0.0013739i,0.00039563-0.0013284i,0.0009522-0.00059611i,0.00084376-0.00061117i,0.00083102-0.0010984i,0.00077397-0.0011462i,0.00074344-0.00088434i
0.0010303+0.0025356i,0.001488+0.0025988i,0.0028572+0.00171i,0.002726-0.00028684i,0.0012092-0.0018019i,-0.00043935-0.0021621i,-0.0016874-0.00098168i,-0.00098141+0.00065268i,0.00089091+0.00089735i,0.0022522-0.00040904i,0.0023558-0.00087813i,0.0017329-0.00082826i,0.00076532-0.0013938i,0.0005022-0.0012261i,0.00020483-0.0005596i,-0.00038962-0.00025745i,0.00012882+0.00019538i,-0.00023055-0.00013415i,-0.0012423-0.00025518i,-0.0009707-0.00065896i,8.3415e-05-0.00097503i,0.00066207-0.00015257i,0.00080849+0.00035701i
0.00051383-0.001193i,0.0013626-0.0015376i,0.0013828-0.0021243i,0.00024211-0.0016957i,-0.00022547-0.00060937i,-0.00024418+0.00096349i,-0.00025866+0.0013967i,0.00013313+0.0011877i,0.00054991+0.00065625i,0.0012609-0.0007722i,0.0011975-0.0015594i,0.00096187-0.0011547i,0.0010199-0.00034369i,0.0011759-0.00019587i,0.0011365-0.00065819i,0.00035372+3.6245e-05i,-0.00019239+0.0006709i,-0.0010606+0.00038199i,-0.0011922+0.00058649i,-0.0001053+0.00085888i,0.00034561+0.00084413i,0.00040166+0.00079336i,0.00019185+0.00073857i
