-0.0047507-0.00055508i,-0.002901-0.0001321i,-0.0028663+0.0011309i,-0.0016046+0.0013205i,-0.00090654+0.0018024i,0.00036185+0.001409i,0.0018185+0.00079642i,0.0018033+0.00088604i,0.0016364+0.00092796i,0.0017365+0.00028776i,0.0015883-0.00017317i,0.0014525-0.00064519i,0.00019876-0.00092307i,-0.00048335-0.00043511i,-0.0004142+5.3336e-05i,-0.00025026-8.5449e-05i,0.00027385-0.00034089i,0.00041681-0.00036371i,0.00032861-0.0002864i,-0.00030205+0.00017696i,-0.00071245-0.00061808i,-5.3243e-05-0.0010762i,0.00073607-0.00040737i
0.00048996-0.001597i,0.00071209-0.0021018i,0.0010042-0.0018168i,-3.7999e-05-0.00066005i,-0.0015238+3.6762e-05i,-0.0021411+0.00062204i,-0.0020282+0.00049407i,-0.0020866-0.00037519i,-0.0010958-0.0011939i,0.00056549-0.0012526i,0.00087878-0.00090422i,0.0011567-0.00047163i,0.0022217-0.00021316i,0.0012724+0.00010502i,0.00029136+0.00051732i,0.00041448-9.9874e-05i,-0.00028132-0.0009208i,-0.00091333-0.00089492i,-0.00013998-0.00046806i,0.0005169-0.00012234i,0.00035495+3.164e-05i,0.00019819+0.00017559i,0.00024889+0.00028306i
0.00096601+0.00054142i,0.00034185+0.0011514i,-0.0011125+3.6674e-06i,-0.0018364-0.0007769i,-0.0015761-0.00072992i,-0.0013825-0.00090645i,-0.0003607-0.00044836i,0.00020197-0.00030676i,-9.7779e-05-0.001107i,-0.0007173-0.0013307i,-0.0013463-0.00076502i,-0.0010771+0.00017051i,-0.00094821+0.00017632i,-0.00082062-0.00056475i,-0.00082464-0.00062028i,-0.00034615+0.00010523i,0.00030146+0.0001174i,0.0008049-0.00038834i,0.00062692+0.00019535i,-0.0001021+0.00053772i,-0.00024143+0.00013291i,0.00032176-0.00023054i,-1.9746e-05-0.0004167i
-0.00047305+0.00034166i,-0.00059523-0.00079869i,-0.0012047-0.0011313i,-0.00098019-0.00053968i,-0.00074084+0.00026581i,-0.00054309+0.00049339i,-0.00075957+6.6799e-05i,-0.0014526-0.00024815i,-0.00087125+5.6453e-05i,-0.00015075-0.00019753i,-0.00020419-0.00054492i,-0.00014527-0.00080999i,3.1425e-05-0.00091377i,0.00037636-0.00020119i,0.00056357+2.3969e-05i,0.00017067+0.00036482i,-0.00054235+0.00075519i,0.00019947-0.00014695i,0.00060588-0.00056206i,-0.00031164-8.0812e-05i,-0.00047732+9.6156e-06i,0.00012249+0.00059407i,0.00021855+0.00035363i
0.0012143+0.00096698i,0.00089098+0.00042213i,0.0015848+0.00041271i,0.0013674+0.00029373i,0.00083271-0.00080357i,-0.00014062-0.0014315i,-0.00064122-0.00093921i,7.1726e-05+0.00017498i,0.00046924+0.0001622i,0.00067313-0.00038476i,0.00051074-0.00049954i,-0.00021826-0.00044738i,0.00022154+8.6313e-06i,0.00066014+0.00035303i,0.00032012+0.00020909i,0.0004891-4.0731e-05i,0.00022252-0.00026283i,-0.00049107-0.00031287i,-9.3617e-05+0.00018635i,5.5756e-05+0.00085757i,0.00032042+7.2998e-05i,0.00057993-0.000918i,0.00034518-0.0004658i
3.7187e-05+0.00058742i,0.00055903-5.4824e-05i,-1.6571e-05-0.00041859i,-0.00052499-9.7527e-05i,-0.0010439+0.00038612i,-0.0016358+0.00066978i,-0.0017831+0.00046583i,-0.0010058-5.0154e-05i,-0.00012768+0.00011142i,-0.00042691+0.00067858i,-0.00081959+0.00059705i,-0.00065229+0.00019607i,-0.0007273-0.00022008i,-0.0005872+0.00011971i,8.6189e-05+0.00045427i,4.5092e-05+0.00071754i,-0.00015696+0.00071866i,-0.00054168-7.681e-05i,-0.00017194-6.4609e-05i,0.00050543-0.00026522i,5.4732e-05-0.0002869i,-0.00054747-0.00023516i,-0.0002815-0.00049351i
-0.00052781-0.00042834i,-0.00025072-4.3961e-05i,-0.0016162+0.0014501i,-0.0025357+0.0014244i,-0.0023729+0.00066778i,-0.0019449+0.00012902i,-0.0012509-0.00052072i,-0.00029661-1.7609e-05i,-0.00036542-4.2616e-05i,-0.00011396-0.00076393i,-0.00026255-0.00029185i,-0.00046392+3.8686e-05i,-0.00046829+0.0001262i,-0.00063061+0.00079552i,-0.00027128+0.00084037i,-0.00016884+0.00039367i,-7.4778e-05+0.00075445i,-0.00039985+0.0010312i,-0.00075274+0.00029265i,-0.00070256+0.00026907i,-0.00025411+8.9625e-05i,-0.00022877+0.00018292i,0.00021772+0.00046264i
2.962e-05+0.00012227i,-0.00047625-0.00017498i,-0.00079226-0.0014069i,-0.0017348-0.0015054i,-0.00144+8.7845e-06i,-0.00057549+0.00064406i,-0.0011671+0.00043069i,-0.0016923+0.00011331i,-0.001285-0.00086848i,-0.00055445-0.0008129i,-3.2615e-05-0.00026943i,0.00022521-0.00056162i,-4.8562e-05-0.00033691i,-0.00041117+0.00014091i,-0.00031644-0.00057647i,-0.00032641-0.0010979i,-0.00062732-0.00071844i,-0.00056704-0.00041452i,-0.00025785-0.00023149i,-0.00035256+9.3289e-05i,-0.00088569-0.00030932i,-0.0013647-0.00044749i,-0.00092931-0.00016647i
0.0032191-0.0001871i,0.0016676-0.0006659i,0.00098284-0.0017856i,0.00037571-0.0018487i,-0.00086758-0.0015759i,-0.0011877-0.0012902i,-0.00077773-0.00087225i,-0.00079819-0.00042508i,-0.00058486-0.0005921i,-0.00015245-0.0013115i,0.00060453-0.0010876i,0.00014317+0.00019326i,-0.00032266+0.0012174i,-6.2683e-05+0.00039418i,0.00044149+0.00058741i,0.00094238+0.001011i,0.00052264+0.00049262i,0.00061391+0.00061389i,0.00046688+0.00042849i,-0.00017886+0.00032735i,0.00016511+0.0003664i,-5.864e-05+0.0001727i,-0.00081083-0.00028511i
0.0019885+0.00032206i,0.002426+0.0015588i,0.0029442+0.00094282i,0.0020813-0.00016027i,2.5691e-05+9.825e-05i,-0.00037538+0.000878i,-0.00034071+0.0012466i,-0.0004422+0.00047917i,-6.2608e-05+0.00031994i,0.00064023+0.00015297i,0.00084508-0.0010912i,0.00014214-0.0010563i,5.6227e-05-0.00050323i,0.00054433-0.000119i,-0.00011728-6.4126e-06i,-0.0007294-0.00050949i,-0.00070175+9.9154e-05i,-0.00052646+0.00107i,-0.00084537+0.001131i,-0.0012461+0.00061359i,-0.00064039+0.00036921i,-5.7732e-05+0.00029635i,0.00012854+0.00066903i
0.00050922-0.0018315i,8.6675e-05-0.00088155i,-0.00054062-0.00067059i,-0.0020668-0.00046003i,-0.0026754+8.0766e-05i,-0.0011849+0.00025267i,0.00036969-6.3684e-05i,0.00055837-0.00023964i,0.00061051-0.00017974i,5.5107e-05-0.00061088i,-0.00048934-0.00016777i,-0.00030422+0.00021464i,-0.00042789+0.00037142i,-0.00020203+0.00060377i,8.6691e-05-1.7445e-06i,-0.00043861-0.00076099i,-0.00076685-0.00087927i,6.8584e-06-8.0423e-05i,0.00040763+0.00036202i,-0.00045183+0.00054893i,-0.0011795+0.00059751i,-0.0010134+0.00028937i,-0.00052396-0.00031479i
-0.00099722+0.00079678i,-0.0012809+0.0021315i,-0.0015346+0.0021268i,-0.00066227+0.0016774i,0.00069805+0.0011737i,0.00087642+0.00026264i,0.00021143-0.00055086i,0.00045159+0.00014409i,0.00070975+0.00093529i,0.00021085+0.00038741i,4.4071e-05-0.00024481i,0.00086974-5.8757e-05i,0.00055022-0.00041879i,2.4088e-05-0.00053842i,0.00011496-0.00028158i,-0.00045235-0.00021916i,-0.00053912-0.00025738i,-0.00074127+0.00017794i,-0.0007143+0.0003372i,0.00032379+0.0004166i,0.00023904+0.00028567i,-0.00022205+4.8303e-05i,-0.00049595+0.00011383i
-0.002207+3.095e-05i,-0.0014839-0.00068026i,-0.0012009-0.00052318i,-0.0012794-0.00034335i,-0.00073396-0.00036237i,3.7569e-05+0.00011874i,0.00025862-0.00051631i,4.7811e-05-0.0016078i,-0.00054494-0.0011963i,-0.0017074-0.00083492i,-0.0019366-0.00097642i,-0.0011194-0.00059694i,0.00016525-0.0010001i,0.0004702-0.0012113i,6.7978e-05-0.00054216i,7.1142e-05-0.00046932i,-0.00042368-0.00061204i,-0.00054539-0.00022024i,6.226e-05+0.0004733i,0.00049507+0.00076439i,3.195e-05+0.00015824i,-0.0005605-0.00069401i,-0.00042832-0.00037024i
0.00055041+4.1522e-05i,0.0012265+0.00055721i,0.0011936+0.00059797i,0.00027172-0.00062837i,-0.00045261-0.0007785i,-0.00051072-7.3571e-05i,-0.0006968+0.00047i,-0.0011657+0.00046201i,-0.0012631+0.00024941i,-0.00071717-0.00031438i,-0.00022035-0.00092654i,4.3903e-06-0.0014126i,0.0006851-0.00033719i,0.001279-7.7343e-06i,0.0010953-0.00024338i,0.00021978-0.00010354i,0.00012478+0.00016398i,0.00018875+0.00036026i,-6.8033e-05-0.00039751i,-0.00043748-0.00079794i,-0.00060826-0.00034733i,-7.4749e-05-0.00025591i,4.8624e-05-0.00013682i
-7.4843e-05+1.7993e-05i,-0.00012769+0.00018759i,0.00032627+0.00085773i,0.00085853+0.0012166i,0.00074211-0.00027966i,0.00067746-0.00067371i,7.4504e-05-0.00070817i,-0.00087875-0.00048892i,-0.00020661+0.00014597i,0.0005817-0.00062091i,0.00060351-0.0010809i,0.00086071-0.00072644i,0.00048072-0.00082563i,0.00022967-0.00052581i,0.00042447-0.00036568i,0.00029806-0.00041156i,4.4046e-05+0.00028881i,8.3099e-05+0.00071747i,0.00016106+0.00083388i,0.00019091+0.00044131i,0.00032411+0.00025304i,0.00048057-0.00070652i,0.00057416-0.0010069i
7.0692e-06+0.00073479i,-0.00062602+0.0011281i,-0.00076708+0.0016493i,-5.8784e-05+0.00070367i,0.00034213+0.0004545i,-6.0602e-05+0.00067159i,-0.00024318+0.00068637i,-0.00070105+0.00043448i,-0.00068616-7.7525e-05i,0.00019514-0.0011041i,0.00010453-0.0016117i,-0.0002281-0.0010604i,9.1836e-05-0.00027743i,0.00043245-4.2709e-06i,0.00097297-0.00079577i,0.0013689-0.0018146i,0.00097521-0.001849i,0.00083962-0.00089764i,0.0009392+9.7551e-06i,0.00046596-6.3008e-05i,0.00033452-0.00068376i,0.00019194-0.0008316i,-3.0962e-05-0.00045843i
8.5875e-05-0.0011568i,-0.00033582-0.0015002i,-0.00091186-0.0012905i,-0.0013493-0.00024052i,-0.0016101+0.00044046i,-0.0015339+0.00049346i,-0.0010503+0.00023238i,8.0091e-05+1.3776e-05i,0.0008421-0.00052787i,0.0004565-0.00030263i,-0.00043808+0.0002802i,-0.00031367+0.00011196i,-0.00016279+7.36e-05i,-0.00068068+0.00060804i,-0.00090192+0.00011314i,0.00024084-3.9015e-05i,0.0009529+0.00058595i,0.00057098+0.00026524i,0.00050514-0.00037302i,0.00052939+0.00013953i,0.00037811+0.00089837i,0.00035556+0.00096728i,-0.00011804+0.00042875i
0.0010889-0.0011272i,0.0010973-0.00089814i,-0.00019349-0.00073436i,-0.0014926-7.43e-05i,-0.0018022+0.00019874i,-0.0012682+0.00029343i,-0.0014608-0.00056626i,-0.0014561-0.001822i,-0.00066679-0.0015354i,-0.00021415-0.00098145i,0.00018545-0.00058761i,0.00016321+7.2191e-05i,-0.0002963+0.00019319i,-0.00031137+0.00012403i,0.0003209-7.9914e-05i,0.00011356+0.000156i,-0.00027058+0.00019429i,0.00012492+0.00019476i,-0.00037994-0.00024403i,-0.00051382-0.00037839i,2.6951e-05-6.7494e-05i,0.00066387-0.00037416i,0.00063251-0.00059985i
0.0027076+0.0015772i,0.0025972+0.00065068i,0.0009394-0.00036949i,-0.001162-0.00089865i,-0.0024293-0.0015763i,-0.0020305-0.001861i,-0.00075989-0.00019943i,0.0003453+0.0007429i,0.00078538+0.00016939i,0.00063283-0.00057106i,0.00027855-0.00094997i,-0.0002174-0.00067262i,-0.0007137-0.00040171i,-0.00051085-0.00039959i,0.00025161-0.00017229i,0.00062661+0.00031507i,0.00017139+0.00013064i,-0.0011356-0.00014269i,-0.0016726-0.00017432i,-0.0005238-0.0003938i,0.00082099-0.00044396i,0.00045725+0.00016223i,5.5037e-05+0.00040572i
0.0023785-0.00068706i,0.0016405-0.00071126i,0.00075201-0.00047741i,-0.00038408-0.00044353i,-0.0013246-0.00081394i,-0.00051281-0.0011728i,0.00030301-0.00095518i,-0.00035114-0.00073721i,-0.00061229-0.0014061i,-0.00089973-0.0014787i,-0.0009111-0.00044984i,-0.00045793+1.7205e-05i,-0.00087151-0.00057291i,-0.00067986-0.00075406i,-0.00010229-0.00071651i,-0.00051693-0.00055652i,-0.001105+0.00030392i,-0.00056457+0.0010877i,-0.00019742+0.00087949i,-0.00038697+0.00015045i,-0.00045604+0.00018933i,-0.00029956-0.0002827i,0.00015793-0.0010655i
-0.00064552-0.00094456i,-0.00027739-0.00056858i,-0.00018574+4.3035e-05i,-0.00064654+0.00053246i,-0.0010139-0.00016048i,-0.0002831-0.00091406i,-8.2493e-05-0.0011222i,-3.2186e-05-0.00013366i,0.00017248+0.00057075i,-0.00028454-0.00048433i,0.00019281-0.00020299i,0.00089437+0.00078326i,-6.151e-05+0.00064273i,-0.00088324+0.00062679i,0.0001663+0.0011809i,0.00033333+0.0011303i,-0.00047972+0.00098921i,-0.00058279+0.00019932i,-0.00038217-0.00013618i,-2.9385e-05+0.00079536i,4.874e-05+0.00092872i,0.00024341+0.0006864i,0.0001052+0.00055136i
0.00011375+0.00053173i,0.0010074-8.2832e-05i,0.0015799-0.0014223i,0.0010258-0.00097576i,-0.0004115-0.00058253i,-0.00087785-0.0010248i,-0.00096065-0.00074476i,-0.00052545-0.00027311i,0.0001958-0.00018139i,0.00022056-0.00027051i,0.00027279-0.0003533i,0.00013492+0.00016104i,-0.00030831+0.00046759i,-0.0002474-5.0703e-05i,-0.00048638-8.3358e-05i,-0.00053776-0.00011001i,-0.0002354-2.5989e-05i,9.177e-06+0.00010537i,-0.00018217+1.7054e-05i,0.000129+2.4004e-05i,0.00044249-0.00017998i,-0.0004739-2.8533e-05i,-0.00050173+0.00017819i
-0.0013263-0.00088863i,-0.001741-0.00052697i,-0.00097438+0.00020647i,-0.00097961+0.0010984i,-0.0014252+0.0017173i,-0.0010049+0.0018894i,-0.0010925+0.00095695i,-0.0016866+0.00028788i,-0.0012644+0.00062197i,0.00033461+0.00065055i,0.0001011+9.6212e-05i,-0.00071132-0.00048402i,-0.00034853-0.00051765i,0.00029862-1.642e-05i,-0.00030285+0.00039648i,-0.00040629-2.9455e-05i,0.00016699-0.00041128i,0.00022806-0.00051695i,0.0001141-0.00029524i,-0.00039791+0.0002862i,-0.00062695+0.00071871i,-0.00019638+0.00063511i,1.1905e-06+0.00032403i
0.0014333-0.0023491i,0.00011822-0.0021493i,-0.0010787-0.0019512i,-0.0010942-0.00065672i,-0.0013692+0.00016923i,-0.00148-1.689e-05i,-0.0010391-5.7108e-05i,-0.00056079-0.00048748i,0.00013538-0.0012416i,0.00044437-0.0010473i,-4.0694e-05-0.00072793i,-0.00077178-0.00017616i,-0.00067626+0.00034132i,-0.00038973+4.3357e-06i,-0.00020204-0.00067848i,-0.00074046-0.00051507i,-0.00099216-0.00030142i,-0.0011553-0.00015286i,-0.0015296-0.00012547i,-0.00080231-0.00020713i,-2.8428e-05-0.00013925i,-0.00091654+0.00011534i,-0.0011727+0.00028118i
0.00048599-3.7549e-05i,0.00034199+0.001355i,-0.00018112+0.0010325i,-0.0010518+6.1611e-05i,-0.00094009-0.00017098i,-0.00094196-6.9749e-05i,-0.0005881-0.00025386i,-0.00074563-0.0003684i,-0.0013532-1.9733e-05i,-0.0012412+0.00043104i,-0.00036022+0.00033214i,9.5631e-05-0.00028679i,-0.00019697+5.2845e-05i,-0.00046116+0.00056198i,-0.00020032+0.00054461i,0.00076957+0.00049906i,0.00095609+6.1365e-05i,0.00040967-1.5445e-05i,-0.00071659-5.7826e-05i,-0.00098668-0.0005448i,-0.00055212+4.4132e-05i,0.00032952+0.00029297i,0.0011323+0.00022968i
-0.00053913-0.00067706i,-0.00060358-0.00039074i,-0.00082259+0.00022834i,-0.0008917+0.00051686i,-0.00028123-0.00032018i,-0.00019271-0.00056762i,-0.0015309+2.671e-05i,-0.0020875+0.00028708i,-0.00091953+0.00076787i,0.00016575+0.00113i,0.00012565-6.2602e-05i,-0.000528-0.00085402i,-0.00020746-0.00025679i,0.00023828+0.00013022i,-0.00020688-0.0003201i,-0.00035286-0.00058796i,0.00017615-0.00062068i,0.00054781-0.00071909i,0.00047334-0.0009881i,0.00073045-0.00075302i,0.00065783-0.00021268i,0.0002419+0.00077195i,0.0001648+0.0012517i
0.0012855-0.001096i,0.00027025-0.00063462i,-0.00045226-0.00050992i,-0.0015781-0.00032476i,-0.0022312-0.00013519i,-0.0018468-2.1538e-05i,-5.2377e-05-0.00051618i,0.0014439-0.001054i,0.00094307-0.0012565i,-0.0005422-0.0012004i,-0.00082708-0.00027087i,-0.00082431+0.00079062i,-0.00088548+0.00033785i,-0.00046063+2.1701e-05i,-5.3367e-05+0.00033425i,-0.00016271+0.00016795i,-0.00041278-0.00034353i,-0.00014846-0.0005249i,-0.00031558-0.00034903i,-0.0001837+0.000241i,0.00020334-0.0001709i,0.00057671+0.00021517i,0.00045293+0.00053793i
-0.00076458+0.00077392i,-0.0014606+0.00080794i,-0.0019811+4.3475e-05i,-0.00094832+9.486e-05i,-0.00028077+0.0010228i,-0.00092588+0.0011789i,-0.0016907+0.00080579i,-0.0013674+0.00045472i,-0.00021623+0.0003556i,0.00035881-3.9293e-05i,0.00061807+3.2237e-05i,0.00063399-4.5877e-05i,2.6805e-05+0.00010074i,-0.00040769+1.1456e-05i,0.00017702-0.00048716i,0.0015518-0.00012732i,0.0016401+0.00034606i,0.0010321-5.0009e-05i,0.00038235-0.0002794i,-5.9055e-05-0.00036055i,0.00042577-0.00056511i,0.0010545-0.00018549i,0.00084239+0.00012269i
0.00047142+0.0013817i,0.0013713+0.00098867i,0.0015308+0.0010915i,0.0017608+0.00078844i,0.0018365+0.00022793i,0.0014591-0.00064391i,0.00090083-0.00068945i,0.00065529-0.00018107i,0.00043267-2.2544e-05i,0.0002992-0.00078629i,0.00018643-0.00091322i,-0.00014609-0.00055014i,-0.00018386-0.00016562i,-0.00015983-0.00062208i,0.00054237-0.00049651i,0.0012432+0.0004039i,0.00064986+0.0010058i,-0.00042711+0.0010177i,-0.00075455+0.0002595i,2.7649e-05-0.0001984i,0.00020616-0.00046174i,0.00014268-0.00015194i,0.00026024+0.00053747i
-9.1969e-05+0.0007575i,-0.00020285+0.00093063i,-0.00067829+0.0011632i,-0.0013715+0.00055096i,-0.0023534-0.00017469i,-0.0017249+0.00025997i,-0.00070172-0.00018575i,-0.00055528-0.0010799i,-0.00010193-0.00048123i,0.00096504+0.00019475i,0.00032286+0.00041778i,-0.0007403-0.0001374i,-0.00045536-0.00066896i,-0.00078268-0.00042063i,-0.0010477-0.00018965i,-0.00057106-0.00017237i,7.3131e-05-9.8497e-05i,0.00046212-0.00037898i,0.00060837-0.00071583i,0.00040723-0.00037277i,0.0002072+9.1827e-06i,-0.0002415-0.00010659i,-7.7276e-05-0.00054045i
-0.00074059-0.0024695i,-7.1071e-05-0.0029299i,-0.00059782-0.001912i,-0.0016614-0.00075722i,-0.0012776+0.00013958i,-0.00086413+0.0010538i,-0.00012707+0.0014889i,-8.8567e-05+0.0013796i,-0.00081837-3.4371e-06i,-0.00049772-0.0012523i,-0.0003033-0.00078787i,-0.00092243-9.9834e-05i,-0.0012334-0.00026692i,-0.00091819-0.00073493i,0.00018984-0.00070809i,0.00040908-0.00069611i,-4.6943e-05-0.00092309i,-0.00052026-0.00076278i,-0.00049931-0.00093126i,0.00038753-0.00097627i,0.00082563-0.00015341i,0.00068901+0.00055631i,0.00020288+0.00075427i
-0.0010203+0.00018539i,-0.0010327-5.5691e-06i,-0.00086257+6.5211e-05i,-0.00038578+0.00081936i,0.00036645+0.0006666i,2.6453e-05+7.2882e-05i,-0.00093083-0.00072295i,-0.00056371-0.00034865i,0.0003845-7.567e-05i,0.00035455-0.00091596i,-0.00041857-0.0013011i,-0.00090967-0.00096177i,-0.00020882-0.00074762i,0.00024691-0.00061012i,0.00059027-0.00079625i,0.00082482-0.0009187i,0.00029602-0.00090891i,0.00025335-0.0013911i,0.00064182-0.0015131i,0.00089639-0.00033527i,0.00031186+0.00038192i,-0.00051521+5.2121e-05i,-0.00036051+4.2472e-05i
0.00064635-0.00028528i,-0.0010722-0.00019305i,-0.0019752-0.00064943i,-0.0015567-0.00046216i,-0.0013989+0.0001991i,-0.0013881+0.00060306i,-0.00096078+0.00064973i,-0.00039264+0.00013671i,-0.00021355-0.00089137i,0.00031088-0.00054061i,0.0004335+0.00031389i,2.4297e-05+0.00036919i,-0.00014551+0.00018044i,-0.00047183+8.0997e-05i,-0.00050453-0.00013769i,-0.00077349+0.00023437i,-0.00048851+0.00036667i,-7.2046e-06+6.6209e-05i,0.00036146-0.00022119i,0.00032365-6.3346e-05i,-9.0755e-05+0.00068951i,-0.00024669+0.00080409i,-0.00027031-9.7505e-05i
-0.00016933-0.00064461i,0.00048894-0.00022811i,0.0010496-0.00041827i,0.0007437-0.0001055i,0.00046515+0.00038197i,0.00040921+9.8402e-06i,0.00036439-0.00055312i,0.0002651-6.3723e-05i,0.00053701+0.00051161i,0.00024753-2.0724e-05i,-0.00011379-0.00087198i,-0.00019355-0.0010352i,-0.00061684-0.00011007i,-0.00048447-0.00016603i,4.3271e-05-0.00089659i,-0.00020088-0.00062879i,1.8389e-05-9.5677e-05i,0.00018844+0.00019697i,-0.00035765+1.0107e-05i,-8.8586e-05-4.392e-05i,6.251e-05+0.00045264i,-0.0006402+0.00068687i,-0.0004092+0.00073291i
-0.0014489-0.0014486i,4.6999e-05-0.0012624i,0.0010937-0.00089167i,0.00019367-0.00070666i,-0.00046592-0.00013852i,-0.00089129+0.00014399i,-0.0011648+0.0001548i,-0.0015497+0.00022649i,-0.0014884-0.0003245i,-0.0012924-0.00040405i,-0.0003335-0.00017429i,-3.0757e-05+6.0119e-05i,-0.00049121+0.00032041i,-1.64e-05+0.00070582i,-0.00011745+0.00070986i,-0.00063249-0.00030709i,-0.00035293-0.00071405i,-0.00014602-0.00042869i,0.0003052-0.00010329i,0.00042873+0.0003521i,-8.4672e-05+0.00024881i,0.00012151+0.00041267i,-0.00016196+0.0012786i
0.0023828+0.00034745i,0.0011854-0.00076274i,0.00052785-0.0010519i,0.00011931-0.00051348i,-0.0013853+0.00041336i,-0.0016146+0.00073135i,-0.0010275+3.9677e-05i,-3.5016e-05+0.00097006i,0.0006733+0.0015381i,0.00058297+0.00062479i,-0.00034479-3.1152e-05i,-0.00058879-3.7302e-05i,-0.00071824-9.8381e-05i,-0.0012525-0.00034676i,-0.00069866-0.00028378i,-0.00075344+0.00047811i,-0.00062722+0.0004762i,-0.00040563-0.00029814i,-0.00093952-0.00062988i,-0.00083365-0.00012489i,-0.00064703+0.0008575i,-0.00086743+0.00038144i,-0.00068945-0.00065338i
-0.00010372+0.00080409i,-0.000506+0.00061921i,-0.00055641+0.00083232i,-0.00062117+0.0010759i,3.5693e-05+0.00058337i,0.001194+0.00010689i,0.0012747-0.00040274i,0.00074507-0.00018336i,0.00037367+0.001009i,-6.422e-05+0.0010665i,-0.00068853+0.00018604i,-0.0010052-0.00030376i,-0.00032206-0.00059742i,0.00018721-0.0011295i,0.00041293-0.00060152i,0.00036489+0.00031824i,-0.00024073+0.00041606i,-0.00073524-0.0003808i,-0.00066649-0.00098425i,-0.00037211-0.00038869i,-0.00025642-0.00025544i,0.00059703-0.0007407i,0.0010266+0.00020894i
-0.00057574-0.0014019i,-0.0002119-0.00080686i,-0.00019844-0.00060138i,-0.00095659-0.00020363i,-0.0015438-0.00066575i,-0.0012089-0.00099426i,-0.0014283-6.1866e-07i,-0.0010452+0.00029516i,-4.1092e-05+0.00071676i,-3.2333e-06+0.00054782i,-0.0002181-0.00038521i,-7.8348e-06-0.00073925i,-7.4255e-05-0.00030752i,-0.0002587-0.00053667i,-0.00020693-0.0010764i,-0.00042709-0.00075315i,-0.00081438-0.00043412i,-0.00049786-0.00021785i,0.00014954+0.0004868i,0.00077724+0.00076862i,0.00067436+0.00077676i,-0.00041518+0.00046309i,-0.00066244+0.00054572i
-0.0008529+0.0016741i,-0.00035992+0.0012543i,-0.00045823+0.0011851i,-4.9454e-05+0.0010489i,-1.5519e-05+0.0010811i,0.00013504+0.0013367i,-3.2303e-05+0.0016272i,-0.00057154+0.00076403i,4.4819e-05+0.00019317i,0.00059754+8.9537e-05i,0.00056317+0.00028439i,1.1615e-06+0.00022967i,-0.00057886+0.00010691i,-3.467e-05-0.00039132i,0.00039095-0.00049895i,0.00054244-1.2357e-05i,0.00034137-0.00018422i,0.00017144+0.00015821i,0.00034745+6.6898e-05i,0.00064633-0.00062964i,0.00073352-0.00020848i,0.00022136-0.0001032i,-0.00020388-0.00041688i
-0.00035396-0.0024781i,0.00040715-0.0016424i,6.1343e-05-0.0018444i,-0.0011298-0.0020472i,-0.0013502-0.00086539i,-0.00095173+8.4266e-05i,-0.0016663+0.00023109i,-0.0017407+0.00010527i,-2.9795e-05-0.00094684i,0.00093719-0.0013317i,0.00045524-0.00026526i,-0.00017766+1.1452e-06i,-0.0007961-0.00063036i,-0.00043883-0.00086476i,0.00019365-0.0013638i,-0.00054509-0.0011331i,-0.00061721-0.00045645i,9.0837e-05-0.00028371i,0.00020368-0.00065708i,0.00059061-0.00026342i,0.00035595+0.00050817i,5.512e-05-0.00049838i,-7.5527e-06-0.00080585i
-0.0003378-0.00057238i,-0.0003329-0.00015195i,-0.000555+7.9041e-05i,-0.00046941-0.00015806i,0.00028965+0.00054781i,-0.00020625+0.0010999i,-0.00076681+0.00068847i,-0.00037903-5.5674e-05i,-0.00061962-0.00067472i,-0.00081862-0.00064818i,-0.00055932+7.8112e-05i,-0.00067732+0.00042647i,-0.0008962-1.6334e-05i,-0.0004119-0.00010459i,0.00052102+0.00024156i,0.00047638-8.5979e-05i,3.2081e-05-0.00053266i,0.00035697-0.0010697i,0.00098147-0.0010618i,0.001135-5.5916e-05i,0.00020618+0.0002443i,-0.00062815-0.00010717i,-0.00032289-0.00037197i
-0.00072915+0.0016593i,-0.0012926+0.00091337i,1.0878e-05-6.4959e-05i,0.0010751+0.00023642i,-4.2284e-05+0.00059184i,-0.0008164-0.00040833i,-0.00058523-0.00086008i,-0.001008-0.00051385i,-0.0010759-0.00076274i,-0.00059696-0.0015247i,-0.00060418-0.0014963i,-0.00097482-0.0010346i,-0.0013303-0.00056921i,-0.00068758-0.00046233i,-7.7957e-05-0.00061771i,-8.9025e-05-0.00038058i,-0.00050905+0.00013123i,-0.00092742-0.00034182i,-0.00060764-0.00029883i,-0.00051189-0.00014983i,-0.00050536-0.00027047i,0.00064557-0.00014114i,0.00049675+3.3229e-05i
0.00051759+0.00066805i,0.00049484-0.00040169i,-4.9487e-05-0.0014015i,-3.7457e-05-0.0016292i,0.00013584-0.00094762i,-0.00057819-0.0012634i,-0.00087382-0.0012838i,-0.00012831-0.00012032i,0.00042103+0.00058533i,0.00027025+0.00073114i,-0.00038131+0.00018063i,-0.00087445-0.00037746i,-0.00065723-0.00026876i,-0.00015418-0.00013598i,-0.00089282-0.0004075i,-0.00090567-2.3441e-05i,3.5708e-05+0.00072403i,0.00051431+0.0012825i,0.00077962+0.00089551i,0.0010531+0.00045006i,0.00024881+0.0010322i,3.9944e-05+0.00095237i,0.00025516+0.00053381i
