-0.00027181-0.0028781i,-0.0010589-0.0028905i,-0.0021333-0.0018843i,-0.00080254-0.00022276i,0.00026838+0.0017676i,0.00015593+0.0037284i,0.0008375+0.0034169i,0.0012281+0.0019046i,0.0010415+0.0004834i,0.0012827-0.0011065i,0.0011558-0.0011063i,0.00017678-0.00044776i,-0.00028042-0.00059338i,0.00025825-0.00040274i,-2.2606e-05+2.9466e-05i,-2.7804e-05+0.00028528i,0.00019247+8.3282e-05i,-9.844e-07-0.00048562i,-0.00058342-0.00034096i,-0.00060228-0.00045573i,0.0002206-0.00087457i,-4.6873e-05-0.00038666i,0.00020599+8.8175e-05i
0.00042649-0.00075131i,0.00012416-0.0012585i,0.00035971-0.0015581i,0.00070033-0.0012953i,0.0011456-0.00049729i,0.0016992-0.00024446i,0.0015291-0.00081049i,0.00081879-0.0008524i,0.00070983+0.00011242i,3.5338e-05+0.0011094i,-0.00047721+0.00082969i,0.00019785+0.00036246i,0.00050892+0.00087357i,4.251e-05+0.00099504i,0.00019595+0.00097783i,0.0005636+0.0006566i,0.00028943+0.00023511i,2.5144e-05+0.00029845i,0.00058552+0.00030515i,0.00080631+0.00023327i,0.00054103+9.9541e-05i,0.00029607-0.00031079i,0.00031542-0.00091505i
-0.0022253-0.00066085i,-0.0036231+0.00067719i,-0.0014542+0.0014595i,0.0005437+0.0011591i,0.0010377+0.0014303i,0.0018801+0.0015865i,0.0024383+0.001068i,0.0013627+0.00046662i,-7.9546e-05+0.00033378i,-4.0369e-05+0.00087869i,0.00018425+0.00069709i,-0.00010733+4.165e-05i,0.00042978-0.00036145i,0.0013245-0.00065894i,0.00071836-0.00048112i,-0.00046086-0.0001006i,-0.00099213-0.00022225i,-2.3696e-05+0.00013838i,0.00017657+0.00030941i,-0.00058511+0.00024239i,-0.00062744-0.00030298i,6.0533e-05-0.0010067i,-2.3819e-05-0.0006935i
-0.0020399-0.0021702i,-0.0022994-0.002839i,-0.0015181-0.0013384i,0.00020163+0.0002219i,0.00088955+0.00036262i,0.0015221-0.00041701i,0.001803-0.00022322i,0.00067401-0.00016532i,5.4715e-05+0.00020925i,2.8712e-05+0.0013915i,-4.469e-05+0.0012947i,0.00023277+0.00024958i,6.4261e-05-0.00042141i,-0.00018374-0.00044688i,0.0002151-0.00028186i,0.00049102-0.00021036i,-0.00045431-0.00012305i,-0.00077142-0.00020618i,-0.00035148-0.00024771i,1.7381e-05-0.00024268i,-3.6778e-05-0.00023056i,-0.00017843-6.7068e-05i,0.00043188-0.00053666i
0.001304-0.0031808i,0.0010031-0.0034108i,0.00027743-0.001615i,-0.00061221+0.00015998i,-0.00012324+0.00012324i,0.00099138-0.00019546i,0.0012162-0.00047877i,0.00058011-0.00053318i,0.00010603+0.00026536i,-0.00020266+0.00026743i,-0.00026642-0.00051878i,-0.00052942-0.00076635i,-0.0002038-0.00083261i,0.00039189-0.0010039i,0.00048562-0.0012055i,-5.6543e-05-0.0011873i,-0.0012245-0.00065567i,-0.0015122-0.00031782i,-0.00040149-0.00050024i,0.00025041+0.0001378i,0.00078514+0.0010649i,0.0010174+0.00052299i,0.0010591-0.00029383i
-0.0017583-0.0014663i,-0.00054246-0.00025108i,0.0001322+0.00024762i,-0.00075912+0.00026519i,-0.0010599+0.00032008i,0.00037761+0.00068021i,0.0010923+0.0001503i,0.00060906-0.00023214i,7.318e-05+7.2457e-06i,-0.00018733+0.00040599i,0.00079243+0.00072641i,0.0011062+0.00072005i,0.00062457+0.00028105i,0.00052337-0.00029742i,0.0003993-6.2881e-05i,0.00052789+0.00032827i,-5.9846e-05+0.00011298i,-0.0010198-0.00061868i,-0.00095225-0.00053341i,-0.00064758+0.00062449i,-0.00043596+0.00091838i,-8.1301e-05+0.00016756i,0.00023943+0.00020414i
-0.00047367-0.004947i,-0.0013476-0.0051593i,-0.001398-0.0039567i,-0.0012657-0.0032496i,2.9129e-05-0.0016224i,0.0015052-0.00015009i,0.0021894+0.00062923i,0.0014558+0.00057273i,0.0003622+0.0007215i,0.00041839+0.00038163i,0.00071155+0.00030244i,0.001022+0.00078588i,0.00094738+0.0005434i,0.00023965+0.00025526i,-0.00067831+0.0001911i,-0.00044832-7.7653e-05i,0.00020884-0.00017277i,0.00046095+0.00024053i,0.00044093+0.00045658i,0.00053616+0.00053975i,-5.9757e-05+0.00034004i,-0.00065593+8.3025e-05i,-0.00061912+0.00012928i
0.0011989-0.0028354i,0.00089392-0.0028279i,2.2357e-05-0.0024911i,0.00049247-0.0014006i,0.00075861-0.00041187i,0.0011774-0.00056603i,0.0024069-0.00061695i,0.001916-0.00036i,0.00039283+7.0162e-05i,-0.00073228-0.00011832i,-0.0011822-0.00035651i,-0.00061188+0.00044383i,0.00064631+0.0010121i,0.00087856+0.00027374i,0.00072534-0.00053242i,0.00050676-0.00049747i,-0.0003202+0.00048787i,-0.0006567+0.00011805i,-0.0004402-0.00097499i,-0.00080266-0.00060552i,-0.00105+8.1213e-05i,-0.00036246-0.00027057i,0.00047524-0.00018775i
0.0024303-0.0010566i,0.0028178+0.00026112i,0.0026789+0.00030716i,0.0018945+0.00054709i,0.0010839+0.0008654i,0.0012783+0.0008478i,0.0011677+0.00044908i,0.0010648+0.00026128i,0.00085426+0.0010018i,8.7735e-05+0.0013005i,-0.00054322+0.00024914i,-0.00084797+0.00013207i,-0.00039032+0.00081229i,-0.00019415+0.00089699i,-0.00050496+0.00050184i,-4.2798e-05+0.00026871i,2.6002e-05+6.2774e-05i,0.00079894-1.1419e-05i,0.0010609+0.00046408i,0.0005333+0.00023619i,0.00064039+0.00049181i,0.0005649+0.00015957i,0.00085747-0.00026653i
0.0030947+0.00073311i,0.0019295+0.0011209i,7.9702e-05+0.00092713i,-0.00094553+0.0006043i,-0.00077153+8.3039e-05i,0.00011577+0.00041414i,0.0010025+0.0007789i,0.0013281+0.00031329i,0.000712+0.00039499i,-0.00012311+0.00032464i,-0.00048086+0.00092772i,-0.00043033+0.0014796i,0.00034626+0.0011193i,0.0002938+0.0007106i,-0.0011449+0.00052657i,-0.00059575+0.00050236i,0.00044329+0.00088162i,-0.0005112+0.0004728i,-0.00014449+4.1084e-05i,0.0010647+0.00020319i,0.00076752-7.9574e-05i,-0.0005118-0.00047318i,-0.00059879-0.00049778i
-0.0030029-0.00099796i,-0.0037902-0.0014479i,-0.0027888-0.002095i,-0.0014876-0.0018003i,-0.00019726-0.00030186i,0.0011279+0.0002938i,0.00097702+0.0002292i,4.2841e-05+0.00080752i,-0.00043368+0.00041627i,-0.00091877-0.00029766i,-0.00076182-0.0004351i,-0.00056294+6.7324e-05i,-0.00020186+0.00057745i,0.00013885+0.00048698i,-0.00071724+0.00019252i,-0.00033578-0.00019247i,0.0009662-0.00014739i,0.00062691-3.7717e-08i,-0.00022375-0.00038066i,-0.00070194-0.00040549i,-0.00097279-0.00036125i,-0.00056691-0.00026778i,-0.00039727+8.9009e-05i
0.001419-0.0031046i,0.0014189-0.003178i,0.0018952-0.0023668i,0.0009673-0.0016252i,0.00063608-0.000867i,0.001099-6.9896e-05i,0.00066941-0.00022218i,0.00029447-0.00063135i,0.00074106-0.00033939i,0.0002213-4.8232e-05i,-0.00073374+0.00014428i,-0.00013261+0.00018415i,0.00038962-3.4717e-05i,-0.00037691+0.00051743i,-0.00069799+0.0010269i,-0.00042336+0.00085678i,1.1197e-05+0.00053395i,0.0004709+0.00045492i,0.00037607+0.00073665i,-0.00046762+0.0010657i,-0.0010061+0.00065886i,-0.00092028-1.2334e-05i,-0.0004746-0.00021895i
-0.0013317-0.0022687i,-0.0015163-0.00048641i,-0.00078036+0.0010721i,0.00028197+0.00091664i,0.00159+0.0003127i,0.0022302-1.9684e-05i,0.0019405-0.00069403i,0.0010052-0.0011207i,-0.00029203-0.00024486i,-0.0008575+0.00047348i,-0.0013157+0.00036775i,-0.00064785+0.0004421i,9.8092e-05+7.135e-05i,9.6958e-05+2.8307e-05i,0.00069936+0.00010645i,0.00069608-5.6562e-05i,0.00037711-0.00020624i,-8.9984e-05-0.00059661i,-0.00065303-7.0409e-05i,-0.00060735+0.00050382i,-0.00073655+0.00046658i,-0.0006115+0.0003479i,0.001055-0.00021501i
-0.0034733-0.0011294i,-0.0042184-0.00086944i,-0.0039244-0.00069429i,-0.0017179-0.0005813i,-2.2432e-05-0.00052848i,0.00049503-0.00087258i,0.00095474-0.00089972i,0.00093446-0.00039246i,0.00056471+1.5699e-07i,-0.00055096-2.3128e-05i,-0.0013341+0.00019298i,-0.00064374+0.00035485i,0.00074413+4.2057e-05i,0.0015069+0.00028041i,0.0011065-0.00032256i,0.00022909-0.00042932i,-5.2296e-05+0.00011364i,4.8806e-05-0.00034689i,-2.529e-07-0.00046612i,0.00039663-0.00012382i,0.0002356-7.5246e-05i,0.00015843+0.00061525i,0.00037862+0.0011241i
-0.00082125-0.0059907i,-0.0010033-0.005661i,-0.00081146-0.0039006i,0.00038316-0.0011407i,0.0016211+0.00065836i,0.0020216+0.0010964i,0.0019975+0.00065574i,0.0013808-7.9556e-05i,8.2032e-05-0.00034235i,-0.00041214-0.00021144i,-0.00090998-0.00012187i,-0.00076555-0.00043483i,8.3103e-05-7.9569e-05i,0.00062569+0.0010525i,0.00086799+0.00082812i,0.000849+7.1483e-05i,0.0004654-2.9132e-05i,0.00047253+0.00014373i,0.00070515-0.00012266i,3.4239e-05-0.00018654i,-0.00027725+0.00025077i,-0.00087968+0.00040786i,-0.0010311+0.00045149i
0.0052592-0.0012262i,0.0056956-0.0022209i,0.0041896-0.0013385i,0.0021478-0.00057955i,0.00059843-0.00048327i,0.00075743+0.00012903i,0.0010094+0.00048952i,0.00023956-0.00020345i,-0.00048221-0.00042921i,-0.0005676+8.0902e-05i,-0.00064634+0.00040166i,-0.00032995+0.00035266i,0.00053926+0.00062329i,0.0001191+0.00025832i,-0.00040914+9.3856e-05i,-1.1303e-05+2.547e-05i,0.00033775-0.00072434i,0.00010181-0.00076173i,0.00054763-0.0010143i,0.00054082-0.00087731i,0.00029152+0.00016311i,0.00085878+0.00051085i,0.00061988+0.00011634i
-0.0019584+0.0050378i,-0.0019163+0.0042171i,-0.0011684+0.001846i,-0.00081666+0.00012066i,-0.001193-0.0012767i,-0.0012048-0.0013471i,-0.00025849+7.0923e-05i,0.000204+0.00076487i,0.00065338+0.00011144i,0.00025502-1.0929e-05i,-0.00058053-0.00028073i,-1.9641e-05-0.00099321i,-0.00023713-0.0010766i,-0.0010077-0.00085448i,-0.0014137-0.00068871i,-0.0011615-0.00025879i,-0.00077116+0.00034844i,-0.00074+2.9145e-05i,-0.00076628-0.00021968i,-2.4962e-05-0.00027858i,0.00046447-0.00066397i,-0.00025079-0.00032437i,3.0461e-05+0.00012864i
-0.0026317-0.0043366i,-0.0030806-0.0039109i,-0.00091028-0.0020965i,0.0017858-0.001016i,0.0030036-0.0012912i,0.0031718-0.001605i,0.0018049-0.0013488i,0.00055647-0.00096236i,0.00050387-0.00027116i,0.00032783-0.00011648i,0.00096425-0.00026029i,0.00097125-0.00042533i,0.00039213-0.00068046i,0.00039651-0.00063167i,0.00033969-0.00079334i,0.00041101-0.0011291i,7.2624e-05-0.00082163i,-0.00030052+7.7924e-05i,1.554e-05+0.00045706i,-0.00041205+0.0001223i,-0.00075889+5.6513e-05i,-0.00070784-0.00021956i,-0.00043854-0.00026219i
0.0019617-0.0036001i,0.0016331-0.0032538i,-0.00022202-0.0016715i,-0.0013481-0.00034752i,-0.00014177+0.00065942i,0.0018738+0.0012646i,0.0023343+8.5956e-05i,0.0017543-0.00052887i,0.0013599-0.00029582i,0.00081061+0.00064583i,0.00023727+0.0012802i,0.00056855+0.00089641i,0.00053832+0.00049526i,0.00037564-0.0001024i,0.00017452+4.097e-05i,0.00017933+0.00041146i,0.00027214+8.7771e-05i,-0.00011532-4.7674e-06i,-3.4003e-05+2.765e-06i,-2.4269e-05-0.00026146i,0.00013238-0.00070287i,4.5149e-05-0.00076971i,0.00041902+6.6163e-05i
-0.0021805-0.0011285i,-0.0023632-0.00031115i,-0.002021-8.1642e-05i,-0.0021697-0.00016602i,-0.0015437+0.00038258i,-0.00027134+0.00030246i,5.9054e-05+0.00017801i,0.0002348+0.00013933i,0.00023966+8.4301e-05i,-0.00059912-0.00084279i,-0.00080023-0.00097161i,-0.00035928-2.8335e-05i,-0.00035829+5.1088e-05i,-7.3583e-06+0.00018259i,0.00025325+0.00082151i,-0.00044599+0.0011284i,-0.00087278+0.00061948i,-0.00071157-0.00041335i,-0.00028388-0.00080422i,2.6388e-05-0.00080476i,0.00055581-0.00088308i,0.0011128-0.00013923i,0.0011276+0.00090029i
-6.5909e-05-0.0031583i,-0.0019586-0.0044307i,-0.0021333-0.0027435i,-0.00047663-0.0010473i,0.0013418-0.0010003i,0.0021287-0.0018263i,0.0017707-0.0013081i,0.00045448-0.00065241i,-0.0010091-0.0002014i,-0.00078887-0.00032424i,0.00022777-0.00044152i,0.00025146-0.00019852i,-0.00019894+0.00029489i,4.1647e-05-0.00028772i,0.00055731-0.00045055i,-2.4955e-05+0.00017407i,-0.00058905+0.00062664i,-0.00023994+0.00095653i,-0.00011479+0.00040095i,-0.00024911-0.00032069i,-6.6423e-05-0.00050446i,-0.00046053-0.0008576i,-0.00035583-0.00019506i
0.00080095-0.0014662i,0.0020359-0.00092296i,0.0022277+0.00060154i,0.001641+0.0013575i,0.0013025+0.0012111i,0.0018932+0.00047784i,0.0013931-0.00018357i,0.00038427-0.00017469i,8.2403e-05-3.0642e-07i,0.00011573+6.1887e-05i,0.00022618+9.7204e-05i,0.00037145+0.00041638i,0.00073656+0.00023105i,0.00082825+3.6273e-05i,0.0005223+0.000788i,0.0003662+0.0009454i,6.3127e-05+0.00069121i,-0.00014017-4.1972e-06i,0.00071984-0.00049338i,0.0016173+0.00015294i,0.00097987+0.00032492i,0.00055873-0.00018932i,0.00072774-0.00011799i
-0.0016079-0.0013927i,-0.0020942-0.00045457i,-0.0013877+0.00029024i,0.000377+0.00025106i,0.0011562+0.0003972i,0.0014351+0.00047652i,0.0016707-0.00012056i,0.00059368-0.0001728i,-0.00012578+1.8347e-05i,0.00025019-0.00011907i,0.00013105-0.0001874i,0.00039049-0.00014474i,0.00066642-0.0003174i,-0.00047401-0.001259i,-0.0013589-0.00086229i,-0.00093813-0.00010602i,0.00020463-0.00013892i,0.00018598-0.00021573i,-0.00052921-0.00099644i,-0.00066408-0.00099239i,-0.00067497-0.00025621i,-0.00097458-0.0004379i,-0.00053394-0.0011335i
0.0009645+3.1019e-05i,-0.0002308-0.0019546i,-0.00036352-0.0027516i,-6.1361e-06-0.0020243i,0.0003548-0.0015709i,0.0012471-0.0010609i,0.0013019-0.00019824i,0.00047705+0.00024891i,0.00018952+0.00014279i,0.00059316-0.00031839i,0.00062236-0.00049696i,-8.4383e-05+0.000112i,-0.00040607+0.00078117i,-0.00050135+0.0010438i,-0.00064511+0.0012871i,-0.0001936+0.000956i,0.00076098+0.00061165i,0.00077516+0.00046844i,0.00070327-0.00064466i,0.00020588-0.00080169i,-0.00080374-0.00036474i,-0.0010042-0.0002337i,-0.00049922+0.00031758i
-0.00044049-0.00099849i,0.00072585+0.00090238i,0.0012315+0.0025807i,0.001638+0.0016956i,0.0021271+0.00089757i,0.002266+0.0012584i,0.00226+0.00020233i,0.001543-0.0005774i,0.00072789+0.00082327i,0.00023819+0.0011843i,0.00059961-0.000276i,0.00087228-0.00087883i,0.00059333-0.00043925i,0.00036096-0.00056445i,0.00039197-0.00041518i,0.0009235-0.00059994i,0.00053774-0.00019493i,-0.00047086-0.00027768i,-0.00030322-0.00062036i,-0.00039674-0.00029312i,-0.00059355+8.7162e-05i,-0.00053863+0.00061565i,-0.0004158+0.0008092i
-0.00046291-0.00061986i,-0.0027476-0.00069562i,-0.003186-0.00043635i,-0.00089707-5.4355e-05i,0.0011355+0.00032773i,0.0016561-0.00025497i,0.0014533-0.0011336i,0.00080642-0.00040998i,8.0329e-05-0.00019594i,-0.00016997-0.00087308i,-0.00057592-0.00046179i,-0.0012089+6.3806e-05i,-0.00063769-0.00047773i,-0.00053723-0.00082053i,-0.0015764-0.00075248i,-0.0013657-0.00025411i,-0.00021196-0.00032276i,-5.1033e-05-0.00058155i,-0.00035971-9.1601e-05i,0.00031736-0.00019998i,0.00025826-0.00017186i,-0.00069481+0.00017109i,0.00021309+0.00024741i
0.00034232-0.0025918i,-0.00098478-0.0040414i,-0.0020665-0.0045961i,-0.0018695-0.0034114i,-0.00010672-0.0014025i,0.00088625-0.00069999i,0.00063153-0.0011685i,-5.0562e-05-0.0005837i,7.1693e-05+4.3587e-05i,0.00017761+0.00023531i,-0.00014846+0.00025774i,-0.00021116+0.00019209i,-0.00035757+0.00050775i,-0.00079773+0.00091112i,-0.00071279+0.0010715i,-0.00084219+0.00085162i,-0.0008251+0.00066979i,-0.00012657+0.00048082i,0.00039979+0.00048364i,-8.0112e-05+0.00071862i,-0.00032114+0.00015628i,0.00010966+0.00018518i,-0.0001144+0.00055262i
0.0027592-0.0032717i,0.0027137-0.0021816i,0.0022816-0.0015398i,0.0015446-0.0012022i,0.00067833+0.00043742i,0.001118+0.0011069i,0.00085089+0.0006994i,0.00034321+0.00065391i,0.00064533+0.0010104i,4.318e-05+0.0010187i,0.00020847+0.00040689i,0.00082286+8.3726e-05i,0.00054782+1.1239e-05i,0.00071767-0.00041829i,0.0010059-0.00071512i,0.0010292-0.00080959i,0.00090158-0.00040852i,0.00023944+0.00019006i,0.0003525+7.3958e-05i,0.0003059-0.0003625i,-0.00040274-0.00056894i,-6.8829e-05-0.00063549i,0.00031681-0.0009254i
-0.0036649-0.0021623i,-0.0051892-0.0015724i,-0.005442-0.00011647i,-0.0035082+0.00099543i,-0.0017948+0.00060116i,-0.00018492-5.1792e-05i,0.00075281-0.00099122i,0.0005165-0.001097i,0.00012439-1.1825e-05i,2.8348e-05+0.00053247i,3.6993e-05+8.2133e-05i,0.00058688-0.0001434i,0.0014614-0.00019735i,0.0018042+0.00021073i,0.0010067+0.00067585i,-6.6862e-05+5.8537e-07i,-0.00034348-0.00047596i,-0.00026553+5.0153e-05i,-0.00078306+0.00021052i,-0.0013613+0.00010962i,-0.0011162-0.00013224i,0.00029323-0.00034582i,0.0012739+0.00040226i
-0.0058022-0.0104i,-0.0083177-0.0087507i,-0.011028-0.0037155i,-0.0071474+0.001976i,-0.0015894+0.006037i,0.0033252+0.0060228i,0.0045931+0.0020288i,0.0025417-0.00024807i,0.00025517-0.00040774i,-0.00050484+0.00083559i,0.00078653+0.0016712i,0.0011939+0.0012021i,0.0020565+0.0011111i,0.0048058+0.0010801i,0.0053381+0.00046644i,0.0033447-0.00014379i,0.00068383-0.00083154i,-0.00063609-0.0017188i,-0.00056863-0.0026288i,-0.00074663-0.0030954i,-0.00063597-0.0020578i,-0.00050157-0.00020238i,-8.325e-05+0.00092638i
0.0036218+0.0062776i,0.005375+0.0059247i,0.0065558+0.0037992i,0.0047381+0.00071715i,0.0031411-0.0018257i,0.001864-0.00090352i,0.0013125+0.00096206i,0.00088504+0.00088586i,0.00062135+0.00018027i,0.00062116-0.001097i,-4.6515e-05-0.002135i,-0.00054312-0.0015306i,-0.0010621-0.00012661i,-0.0025798-0.000171i,-0.0028369-0.00088094i,-0.0011745-0.00087486i,-0.00011644+0.0001076i,-0.00074932+0.00044604i,-0.00021023-6.7428e-05i,0.00047222+0.00079142i,-0.00011834+0.0013575i,0.00021456+0.00072446i,0.0009961-0.00040921i
0.00052506+8.8163e-05i,0.00029452-0.00011869i,0.00062491-0.0022237i,0.00089178-0.0026112i,0.0010383-0.0017856i,0.00044446-0.0015188i,0.00029634-0.00060334i,0.00095332+7.1328e-05i,0.00077112+0.0001437i,0.0001972-0.00051235i,-3.3405e-05-0.00070095i,-1.6822e-05-0.00023179i,-0.00020286-0.00029289i,-0.0014514-0.00011995i,-0.0017617-2.1187e-05i,-0.00067149-0.00025278i,8.7759e-06+9.3434e-05i,0.00015356+0.00014025i,5.9486e-05+0.0001936i,7.6915e-05+0.00085647i,0.0006489+0.00044803i,0.0010567-0.00054101i,0.00062196-0.00076466i
-0.0032193-0.00026366i,-0.0013278+0.00072387i,0.00041598+0.002614i,0.001837+0.0019432i,0.0038017+4.3382e-05i,0.0055025-0.0013482i,0.004366-0.0017594i,0.0013639-0.0018641i,-0.00039917-0.0011836i,-0.00049215+0.00033589i,0.00033543+0.00022529i,0.001303-0.00066398i,0.0013148-0.0013287i,0.00070405-0.0013992i,0.00028646-0.0013482i,-0.00035401-0.0013287i,-0.001027-0.00090001i,-0.00067339-0.00012951i,-0.00017215-3.2356e-05i,-0.00023999-0.00075572i,-0.00051736-0.00094359i,-0.00035395-0.00028204i,0.00038013+0.00025884i
0.0022942+0.0014726i,0.0026151+0.0014866i,0.0026334-0.0004323i,0.0021953-0.0018084i,0.0017984-0.0015634i,0.0016963-0.00092118i,0.0016254-0.00038925i,0.00058893+0.00038482i,-0.00049373+6.7199e-05i,-0.000774-0.0011952i,-0.0010328-0.00052067i,-0.0010709+0.00050251i,-0.00078795+0.00015669i,-0.00077322-0.00019472i,-0.001103+0.00051362i,-0.00066116+0.00062333i,-6.8588e-05-0.00056978i,-0.00025324-0.00094016i,-0.00055972-0.00031495i,-0.00067645+0.00029647i,-0.0010308+0.00024695i,-0.0010229-0.00078135i,-0.0007176-0.0013999i
-0.00048454+0.00094935i,0.00067825+0.0011571i,0.0028865+0.0013592i,0.0030108+0.00064438i,0.0023337-0.00053527i,0.0022631-0.0011621i,0.0016159-0.00058457i,0.00038881-0.00041845i,-0.00013102-0.00036172i,0.00038876-0.00075785i,0.00033203-0.0012739i,-0.00036069-0.00045221i,-0.00028627+0.00024336i,-0.0002178-0.00043223i,-0.0011245-0.00090063i,-0.0011289-0.00035905i,0.00046168+0.00017513i,0.00082973+0.00042379i,7.7022e-05+0.0006524i,-0.00016875+0.00070735i,-0.00048753+8.0736e-05i,-0.00046623+2.7277e-05i,-9.5587e-05+0.00023148i
-0.0020567+0.0022694i,-0.0021845+0.0019689i,-0.001934+0.0015158i,-0.0012903+0.00020357i,0.00022795-0.0010504i,0.001152-0.0015904i,0.00087804-0.0010361i,0.00011227-2.3155e-05i,-3.0773e-05+0.00052759i,0.00046682+0.00034627i,0.00032664+4.9954e-05i,0.00043726-7.7607e-05i,0.00088764-0.00031261i,0.00062019-0.00042466i,-0.00014305-2.8991e-05i,-0.00026775-0.00013283i,-1.5665e-05-0.00083828i,-0.00026948-0.0011869i,-0.00058365-0.00063903i,-0.00044378-9.3204e-05i,0.00036716-6.6229e-05i,0.0011712-0.00031656i,0.00075974-4.1539e-05i
-0.0026273-0.0022618i,-0.0028212-0.0009988i,-0.00064953-0.00054357i,0.0014262-0.00065467i,0.0023574-0.0012974i,0.0027309-0.0013325i,0.0017093-0.0012438i,0.00086214-0.00057207i,0.0003683-0.00036357i,-0.00051989-0.00092044i,-0.00084715-0.00073035i,-0.00035589+0.0001142i,0.00013175+0.00043521i,0.00011127+0.00025547i,-1.2488e-05-0.00032073i,0.00019946-0.0006651i,0.00020295-0.00067956i,-0.00027563-0.00053936i,-0.00033667-0.00020462i,0.0005331+0.00019964i,0.00034717+0.00045024i,-0.0006594+0.00036845i,-0.00092697-0.00010269i
-0.00016767-0.0023398i,0.00025007-0.001885i,0.00023107-0.00074608i,0.00059186-0.00030592i,0.0013382+0.00036773i,0.0012257+0.0002488i,0.001717-0.00045777i,0.0011926-0.00040372i,-0.00014184-2.5502e-05i,0.00047615+6.7598e-05i,0.0016079+0.00025655i,0.00070532+6.0699e-05i,-0.00010235-0.00012602i,-0.00017657+0.00060091i,0.00010496+0.0010297i,0.00049453+0.00056204i,0.00016124+3.6389e-05i,-0.00017199+0.00019458i,-0.00023033+6.9549e-05i,-4.9217e-05+0.00011577i,-4.1389e-05+0.0009265i,-4.8581e-05+0.00075021i,0.00065889+0.00017983i
-0.0012854-0.0053381i,-0.0024225-0.0048223i,-0.0022276-0.0020161i,-0.001115+0.00083444i,0.00041474+0.0011917i,0.0016719+0.00086746i,0.0020843-0.000174i,0.0017619-0.00088554i,0.00092606-0.000627i,6.5172e-05-0.00065399i,0.00026849-0.00020384i,0.00068891+0.00067639i,0.00082705+0.00051367i,0.00097368+0.00044563i,0.00054761+0.00086762i,0.00016575+0.00094824i,0.00015422+0.00097468i,-9.8585e-06+0.00057136i,-0.00027671-0.0001091i,-0.00039916-0.00035966i,-0.00012416+9.9165e-05i,0.00013666+0.00020359i,0.00030514-0.00047136i
0.0030064-0.0011643i,0.0039847-0.00022348i,0.0034169+0.0011998i,0.0021956+0.001748i,0.0017163+0.00098083i,0.0014371+0.00089895i,0.0010885+0.0010388i,0.00063772+0.00034268i,0.00094302+9.2866e-05i,0.0011152+0.00073852i,0.00020947+0.0002172i,-0.00058874-0.00076794i,-0.00016018-0.00092257i,0.00096431-0.00059314i,0.0013052-0.00068135i,0.00075234-0.00093155i,0.00048132-0.00051611i,0.00047886-2.6123e-05i,0.00042822-0.00039175i,0.00036355-0.00093703i,0.00040746-0.00055788i,-6.6244e-06-0.0003189i,-0.00075006-0.00048458i
0.0010994+0.0030346i,0.0009256+0.0015899i,0.0017292-0.00076823i,0.0013544-0.001723i,0.00048-0.0018744i,0.00033927-0.0013866i,0.00083346-0.00097554i,0.0010441-0.00014733i,0.0018212+0.00020388i,0.002134-0.00026394i,0.00065178-0.00050392i,-0.00038846-0.00039275i,-0.00095859-0.00073031i,-0.00064042-0.0013177i,-6.4158e-05-0.00052158i,-0.00043665+0.00011551i,-0.00056802+0.00037485i,-0.00028222+0.00063074i,-0.00055974+0.00075688i,-0.00099591+0.0011146i,-0.00048034+0.001232i,0.00028161+0.00064691i,0.00053519+0.00030417i
-0.0014892+0.00060289i,-0.00069637+0.0023353i,0.00065361+0.0028677i,0.0020712+0.0019235i,0.0025348+0.0014938i,0.0026188+0.00041845i,0.0020014-0.00052553i,0.0012392-7.0589e-05i,0.00067124+0.00045861i,0.00013843+0.00026478i,0.00056925+0.00028498i,0.0014108+0.00028879i,0.0008908-0.00081492i,-7.8523e-06-0.0012118i,-0.00033178-0.00070603i,-0.00053213-0.00063141i,-0.00091723-0.00093919i,-0.00098001-0.00018867i,-0.00048766+0.00068265i,-0.00020783-0.00018718i,-6.5377e-05-0.00052333i,-0.00023261+0.00020161i,-0.00045226+0.00065407i
-0.00060484+0.00054433i,-0.00098596+0.00022299i,-0.00039512-0.00023763i,0.00076301-0.0011507i,0.0018071-0.00061113i,0.0023828+0.00087229i,0.0025128+0.0012028i,0.0017952+0.00099655i,0.00075052+0.00016699i,-9.6801e-05-7.8821e-06i,-0.00019843+0.00079974i,0.00022757+0.001164i,0.0012665+0.0008112i,0.00025254+0.00092921i,-0.0010902+0.00065646i,-0.00014607+0.00022549i,0.000414+0.00037953i,5.6199e-05+0.00085115i,-0.00014378+0.0010644i,-0.0001878+0.00061134i,0.00014882+0.00047639i,0.00017688+0.00026429i,0.00023024+7.5208e-06i
0.0015749-0.0014711i,0.0015955-0.0016828i,0.00057112-0.0012513i,-0.00041058-0.00046359i,-0.0011369+1.1276e-05i,-0.0004878+0.0001478i,0.00075327-7.0566e-05i,0.00080896-0.00078139i,0.00033078-0.00045105i,-0.00029706+0.00038435i,-0.0011015+0.00066166i,-0.0014086+0.00083013i,-0.0014641+0.00067714i,-0.00083953+0.00017561i,-0.00066092+0.0003494i,-0.00053426+0.00016983i,-7.2995e-05-0.00018736i,-0.00042346+0.00021613i,-0.00051641-2.875e-05i,-5.7129e-05-0.00066141i,-0.0005739-0.0012925i,-0.00088964-0.0015272i,-0.0004046-0.00067549i
