0.0022693+0.00058499i,0.0014454-0.00023284i,0.0012897-0.0028097i,-0.00016577-0.003026i,-0.002552-0.0019339i,-0.0030978-0.00013788i,-0.0019274+0.00083086i,0.00021947+0.0014309i,0.0011626+0.00080394i,0.0003191-0.0010821i,0.00014014-0.0010664i,-6.2032e-05+0.00047453i,-0.00021208+0.0018321i,-6.7127e-05+0.0020304i,-0.0002293+0.0016112i,0.00020457+0.0010023i,0.00034188+0.00056815i,0.00032301-0.00012438i,0.00092783-0.00021973i,0.0013477+2.8802e-05i,0.0016845-0.00011756i,0.0012444+1.7459e-05i,0.00018751+0.00018646i
-0.0030186-0.004661i,-0.0034912-0.0031324i,-0.00226-0.00015439i,-0.00082372+0.0018872i,-0.00064041+0.0013478i,-0.00062674+0.00068123i,0.0003804+0.0011711i,0.0010322+0.00053011i,0.00059817+0.00010577i,0.00033365+0.00013859i,0.00041419+2.5193e-06i,-0.00020977+0.00064519i,-0.0004623+0.00060431i,-3.799e-05+0.00013351i,5.3156e-05+0.00012206i,-5.3214e-05+0.00032198i,9.6873e-05-0.00016229i,4.0604e-05-0.00067404i,-0.00050865-3.6575e-05i,1.4081e-05+0.00063462i,0.00035226+0.00029794i,-0.00023416+0.000364i,-0.00035331+0.00016092i
0.0005764+0.0033872i,0.0020229+0.0031205i,0.0017555+0.0030196i,0.0019109+0.0021167i,0.0026945+0.001474i,0.0024528+0.0013693i,0.001866+0.00079332i,0.00074053-3.843e-05i,-0.00038288+0.00038632i,-0.00046901+0.00097214i,-0.00026526+0.00030329i,-0.00025791-0.00054781i,5.5092e-05-0.00076719i,0.00083815-0.0012493i,0.0011516-0.0010741i,0.00062345+3.9739e-05i,0.00016861+0.00027664i,-0.00024919+4.2228e-06i,-0.00034049+8.444e-05i,-7.5884e-05+0.00049085i,0.00035697+0.000802i,0.00078934+0.0005777i,0.00073396+0.00021866i
-0.0030935-0.0012943i,-0.0042955-0.0012338i,-0.0023418-0.00062309i,-0.00039097+0.00020492i,-4.8351e-05+0.00048311i,-0.0008046-0.00013738i,-0.0016377-0.00058193i,-0.001533-0.00055963i,-0.00082354-0.00077827i,-0.00036047+9.1123e-05i,-0.00023927+0.00049224i,1.9864e-05-0.00032245i,-0.0001419-0.00030405i,-0.00015798-0.00031835i,0.00029383-0.00033906i,-0.0002191+0.00060176i,-0.0011225+0.00084427i,-0.0011508+0.00023327i,-0.00075644-0.00036275i,-0.00015781-0.00056989i,0.00090734-0.00030431i,0.00072372-0.00014034i,-0.00041493+0.0002284i
0.0020344+0.0017007i,0.0024518+0.00049735i,0.0038055+8.7326e-05i,0.0026216+0.00020304i,0.00054234-0.00032382i,0.00052839-0.00029733i,0.00018362-0.00015647i,-0.00076778-0.00013707i,-0.00068487+0.00052157i,-9.3468e-05+0.00010486i,0.00045997-0.00063597i,0.00011693-0.00075635i,-0.00092018-0.0006911i,-0.00076814-0.00016684i,0.00058617-0.00044229i,0.0011629-0.0011761i,0.00085435-0.00054769i,0.00038599+0.00058202i,-6.9564e-05+0.0010165i,-8.7212e-05+0.0010814i,-0.00010292+0.0007632i,0.00034449-0.00017506i,0.00050557-0.00010997i
-0.0013787+0.00011278i,-0.00088246+0.0010628i,-0.0001156+0.0010548i,-0.0007099+0.00017193i,-0.00054165+0.00042896i,0.00071894+0.0012496i,0.0016441+0.0011072i,0.0014257+0.00089995i,0.00070276+0.00078832i,-9.1388e-06+0.00042417i,-0.0005174-0.00061855i,-0.00071207-0.0011894i,-0.00068951-0.00025212i,-0.00067925-0.00060904i,-0.00046569-0.00014579i,0.00015926+0.00083232i,0.00053167+0.00060602i,-4.1358e-05+0.00052922i,4.5385e-05-5.8517e-06i,0.00013138-0.00015086i,0.0001971+2.7058e-05i,-0.00028462-0.0002515i,-0.00094058-0.00047376i
-0.00065464-0.0011292i,-0.00094741-0.00037112i,-0.0011596+0.0012574i,-7.1982e-05+0.0017844i,0.00062866+0.0011549i,0.00023482+0.0010433i,0.00020695+0.00069499i,0.00026911+0.00021389i,0.00048175-0.00015553i,0.00037219-0.00040479i,0.00020393-0.00063109i,0.00063718-0.00093367i,0.0010985-0.0010745i,0.001252-0.00046211i,0.0013992+3.1042e-05i,0.00091176-0.00035609i,0.00014358-0.00058629i,-0.0001552-0.00015428i,0.0002358+0.00025792i,0.00025921-0.00019012i,-0.00046246-0.00064255i,-0.00044507-0.0011446i,0.00011804-0.0010575i
-0.0010132+0.0027198i,-0.00021623+0.0012354i,0.0010746-0.00073711i,0.00065839-0.001316i,-0.00055214-0.00046737i,-0.00078252+0.0009561i,-0.00024391+0.0010611i,-0.00041601+0.00058351i,-0.00028324+0.00064517i,0.00021927+0.00078308i,-0.00081576+0.00034025i,-0.001054+0.0001286i,-0.00015602+0.00013044i,0.00028121+3.9419e-05i,-1.0358e-05-8.5938e-05i,-0.00011069-0.00079902i,0.00050948-0.00048347i,0.00033334+0.00048191i,-1.9507e-05+0.00051901i,0.00071445-0.00014754i,0.0010637-0.00010648i,0.00053933-9.319e-05i,-0.00027465-0.00046314i
-0.0022464-0.0026866i,-0.0021662-0.0015007i,-0.0014812+0.00023117i,-0.00025368+0.0006863i,-0.00017275-0.00029632i,0.00040439-0.00076946i,0.0013794-0.00048489i,0.00052442-0.0012041i,-0.00042688-0.0013752i,-0.0001676-0.00023289i,-0.00041922-9.5612e-05i,-0.00013321+0.00045749i,-7.8424e-05+0.0008447i,0.00036475+0.00031611i,0.0017375+2.8632e-05i,0.001852-0.00048075i,0.00087982-0.00057839i,0.00026278+9.0888e-05i,3.5864e-05+0.00016699i,-0.00013986+0.00058405i,-7.7003e-05+0.00080985i,-0.00034939+0.00057989i,-0.00035883+0.00077433i
-0.0015551+0.0021644i,-0.00057252+0.0010899i,0.00042417+0.00061148i,0.0019382+0.00041291i,0.0023656+0.00096394i,0.0017298+0.0012393i,0.0012834+0.00051945i,4.6009e-05-0.00023444i,-0.00087867-0.0005757i,-0.000519-0.00030289i,0.00080949+0.00020483i,0.0010013+0.00029295i,0.00011751-0.00053045i,0.00057795-0.0012154i,0.0015112-0.0010442i,0.0012124-0.0005651i,0.00039658+0.00011785i,0.00028861+0.00032628i,0.00033069-0.0004122i,-0.00039527-0.00024888i,-0.00070077-0.00014838i,-9.4549e-07-0.00042082i,0.00060813-0.00048708i
-0.0022862-0.0015465i,-0.0020166-0.0010245i,-0.0010735-0.00030879i,-0.0012427+0.00067312i,-0.0010102+0.0013257i,-4.2782e-05+0.0020802i,0.00011983+0.0023169i,-0.00054103+0.001313i,-0.0013354-2.7736e-05i,-0.0015406+0.00032249i,-0.0010374+0.00024156i,-0.00038369-0.00055735i,-4.7697e-05-0.00055986i,0.00058032+4.611e-05i,0.0011355+0.00083564i,0.00073121+0.00083759i,0.00023875+0.00010518i,0.00029339-0.00041631i,0.00048726-0.00049204i,0.00069802-6.8372e-05i,0.00049255-0.00054381i,-0.00029844-0.00076485i,-0.0002366+0.00012682i
-0.0011204-0.00053332i,-0.0011702+4.8693e-05i,-0.0011842+0.00084142i,-0.00027491+0.0020144i,-0.00022845+0.0020746i,-0.00053767+0.00066567i,0.00044055+0.00010064i,-0.00026152+0.00039871i,-0.0011642+0.00083954i,-0.00050606+0.00072679i,9.0593e-05+8.91e-07i,0.00021394-0.00065377i,0.00019442-0.00093588i,0.00054644-0.0003173i,0.00084714-0.00016659i,0.00050912+0.00012902i,6.4891e-05+0.0007377i,-3.1114e-05+0.00070609i,1.9576e-05+0.00059079i,-0.00013975+0.00056271i,-3.0108e-05+0.00068333i,-0.00015953+0.00015628i,-0.00024248+0.00043969i
-0.0045939-0.0022362i,-0.0035943-0.0020605i,-0.0022835-0.0012938i,-0.0010473-0.00019239i,-8.7862e-05-2.6659e-05i,0.00084834+7.1785e-05i,0.00052612+0.00033786i,-0.00099462+3.9232e-05i,-0.00088722-5.2341e-05i,-0.00012935+0.00058271i,0.00075013+0.00056661i,0.00098733+0.00016771i,0.00086479-7.6888e-05i,0.0014528-9.3301e-05i,0.0016687-6.3921e-05i,0.0014182+6.2571e-06i,0.00059953+0.00054061i,-0.00021403+0.0007154i,-0.00020573+0.00044117i,0.0001746+0.00030697i,0.00029145+0.00042754i,7.8635e-05-0.00011047i,0.00026584-0.0004455i
0.0013094-0.0013112i,0.00049912-0.00072812i,-0.00069517+1.1907e-05i,-0.00080089+0.00077465i,7.4547e-05+0.0014809i,0.0007778+0.0026796i,0.00080589+0.0026303i,0.00040403+0.00051427i,5.0919e-05-0.00026578i,-0.00013439+6.3954e-05i,0.00015007+0.00038996i,0.00064715+0.00032534i,-1.5407e-05+7.2265e-06i,3.9278e-05-9.2017e-05i,0.00013826+0.00011885i,0.00029536-0.00025586i,0.0010082+0.00026379i,0.00032059+3.4132e-05i,-0.00037667-0.0005239i,-0.00036447+0.00028621i,-0.00066932+0.001035i,-0.00057162+0.0010517i,-0.00059968+0.00099755i
0.00025796+0.0029581i,0.0011342+0.0032838i,0.0017685+0.0018898i,0.0013557-0.00064826i,0.00047367-0.0016293i,-0.00012276-0.0012728i,-0.00018714-0.00064092i,-0.00072568-0.00011208i,-0.0007599+0.00033842i,0.00019789+0.00045007i,-0.00044024+0.00015971i,-0.00092044-9.9333e-05i,-0.0003667-0.00051273i,1.3358e-05-0.00065031i,-0.00075736-0.00040951i,-0.00093863+8.6402e-07i,-0.00062568-2.289e-05i,0.00032691+0.0002071i,0.0011444+0.00076128i,0.00057402+0.00078679i,0.00018468+0.00040206i,0.00050903+0.00047503i,0.0010481+0.00058317i
-0.0024253-0.0022446i,-0.0040657-0.00099204i,-0.0043691+0.001269i,-0.0014762+0.0023345i,0.0015621+0.0019677i,0.0025675+0.00054941i,0.0024022-0.0010009i,0.0013483-0.0016677i,-0.00031785-0.00093996i,-0.0011753+0.00048026i,-0.00047159+0.00085007i,-5.7196e-05+0.00052954i,0.00080265+0.00011947i,0.0010854-0.00043551i,0.00063074-0.0011082i,0.00078147-0.00026633i,0.00043403+0.00027873i,2.94e-05-2.6848e-05i,-0.000214-4.5498e-05i,-0.00076868+2.8204e-05i,-0.00068531+0.00028463i,-0.00037682+0.00033848i,6.2563e-05+0.00032708i
-0.00038107-0.00087274i,-0.00033905-0.0012267i,-8.6045e-05-0.0011426i,-0.00077715-0.00071297i,-0.0020058-0.0006033i,-0.00161+0.00080627i,-7.0719e-05+0.00098698i,0.00012892-2.1655e-05i,-0.00016975-0.0008181i,-5.8939e-05-0.00062697i,0.00041803-0.00011122i,0.00055312-0.00019649i,0.0008716-0.0002222i,0.0012944+0.00018125i,0.0010751+0.00031689i,0.00053838+0.00031496i,-0.00062256+0.00027174i,-0.0005697+0.00024513i,0.00031087+0.0007325i,-0.00017521+0.00060589i,-0.000524+0.00022018i,8.2917e-06-3.5445e-05i,-0.00031222-6.7437e-05i
-0.0012855-4.5786e-05i,-0.0026211-0.0013001i,-0.0019311-0.0018429i,-0.0013447-0.00025697i,-0.0010537+0.00056804i,-0.00040046+0.00037978i,-3.6715e-05-0.00036204i,-0.00038212-0.0003595i,-0.0010377+1.898e-06i,-0.0008836-0.00026467i,-0.00088364+0.00036345i,-0.0015487+0.00070501i,-0.0013726-0.00012051i,-0.00065276-0.00034286i,8.4967e-05-0.00010873i,-2.3888e-05+0.00045043i,-0.00020836+0.00080107i,-0.00024298+0.0005451i,0.00041878+8.2614e-05i,0.0012449+0.00017365i,0.00115+0.00057438i,0.00081575+3.0621e-05i,0.0010373+4.2636e-05i
0.00081584+0.00028051i,0.0016993-0.00088805i,0.0022886-0.001223i,0.0016419-0.0015406i,0.00096395-0.00060343i,0.00012997+0.0012777i,-0.00072381+0.0011077i,-0.00060245-0.00014924i,2.8524e-05+0.00022792i,0.00032729+0.00099954i,0.00027985+0.00016974i,-0.00027853-0.0010163i,-0.00028886-0.0012619i,0.00024743-0.00033773i,-0.0003452+0.00073972i,-0.0010929+0.00074648i,-0.00090292-0.00017333i,-0.00069761-0.00038015i,-0.0011742-0.00035443i,-0.0010106-0.00044581i,-4.3677e-06-0.00026524i,-9.8052e-05-0.00060364i,-0.00021829-3.4911e-05i
-0.00049915-0.0018701i,0.0001976-0.002187i,0.00070468-0.00097804i,0.00020892+5.4559e-05i,-0.00078743-0.00017644i,-0.0012347+0.00031104i,-0.00025964+0.0012256i,-0.00023861+0.00013553i,-0.00097363-0.0012155i,-0.00050429-0.00052982i,-0.00077068-8.711e-05i,-0.00065664+0.00010962i,0.00030842+0.0004398i,0.00069194-0.00037153i,0.00080356-0.00082349i,0.00057382-0.0003068i,0.00011099+0.00014731i,0.00052731+0.00037581i,0.0010718+0.00026972i,0.00082588+0.00031842i,-0.00012158+0.00030582i,-0.00016978+1.4237e-05i,0.00028599-0.00020359i
-0.001443-0.00060636i,-0.0029769+0.00014264i,-0.0028238+0.0011645i,-0.00089608+0.00054948i,0.00025088+0.00044331i,3.1334e-05+0.00066836i,-6.1257e-06-1.973e-05i,2.4546e-05-0.0011398i,-0.00024762-0.001308i,0.00025476-0.00034585i,2.5377e-05+0.00013i,-0.00096498-4.8674e-05i,0.00019805-0.00022682i,0.00082216-0.0006941i,0.00094882-0.00038035i,0.0016062+0.00049369i,0.0012505-7.3884e-05i,0.00066814-0.00073201i,0.00014629-0.00064333i,-0.00018488-0.00046929i,-0.0001279-0.00028431i,3.3971e-05-0.00016134i,0.00011426+0.00017055i
-4.5076e-06-0.00017205i,0.00022384+0.00017839i,-0.00012999+0.00040662i,0.0012628+0.00099309i,0.0012488+0.0013919i,-0.00042756+0.0013444i,-0.00037651+0.00089264i,-8.4971e-06+0.00020284i,-0.00025679-3.4093e-05i,-0.00045354-0.00034345i,-0.0010011-0.00053484i,-0.00038274-0.0003791i,0.0006594-0.00021119i,0.0008459-0.00047882i,0.00032148-0.00049459i,-0.00061764+0.00014452i,-0.00046841+0.00024558i,-0.00019612+0.00025332i,-3.0696e-05-8.4879e-05i,0.000211-0.00020856i,0.00019845+6.6478e-05i,6.6568e-06-0.00032038i,-0.00027271+0.00014826i
-0.0011665+0.0023067i,-0.0027955+0.0016947i,-0.0027292-3.7774e-05i,-0.00062298-0.00019649i,0.0014681+0.00099109i,0.0019829+0.00137i,0.00058692+0.00091101i,-0.00086815-0.00013979i,-0.0010902-0.00069783i,-0.0010519-0.00056936i,-0.00028993-0.00046331i,0.00059768-0.000613i,9.5003e-05-0.0015234i,-5.069e-06-0.0018714i,0.00071773-0.0014777i,0.0010161-0.00089368i,0.00029733-0.0003917i,-0.00017827+0.00010949i,-0.00047213+8.3377e-05i,-0.00058248-0.00035935i,0.00024323-0.00063252i,0.00012533-0.00016077i,-0.00040014+2.1086e-05i
-0.0028397+0.00026042i,-0.0011406+0.002926i,0.00027809+0.0045408i,0.0006506+0.0037367i,0.00017636+0.0022999i,-0.00020937+0.00074368i,-0.00010184+4.708e-05i,-0.00019165-0.0007078i,5.6441e-05-0.00070822i,0.00081545+0.00043087i,0.0010203+0.00068355i,0.0013032+0.00052394i,0.0011944+0.00013406i,0.00096725-0.00044313i,0.00092986-0.00083903i,0.00096744-0.0009307i,0.0012618-0.00032165i,0.00025456-0.00025667i,-0.00089489-0.00088517i,-0.0006648-0.00068793i,-0.00030103-0.00071654i,-0.00093206-0.0010234i,-0.00025201-0.0006656i
-0.0023988-0.00087199i,-0.0032216-0.00078525i,-0.0031582-6.2015e-05i,-0.00093269+0.00089438i,0.0010589+0.0011337i,0.0015608+0.0012675i,0.0010075+0.00056536i,-6.276e-05-0.0001243i,-0.00014794-0.00047159i,0.0006752-0.00036443i,0.0013337+5.1809e-05i,0.0012414+0.00056307i,0.00066189+0.00057806i,0.00084599+0.00019908i,0.0014914-0.00028175i,0.0012651-0.00079387i,0.000269-2.9738e-05i,-0.00034346+0.0010831i,-0.00035174+0.0006482i,-0.00050568+0.00013485i,-5.7758e-05+0.00023239i,0.00093219-0.00014622i,0.00077513-0.00039583i
-0.001866-0.0022398i,-0.0018182-0.0014715i,-0.00076924-0.00020834i,0.00018684+0.00045188i,0.00076517+0.0005173i,0.00066363+0.0002995i,0.00071653-0.00058017i,0.00064637-0.00082885i,0.00011271-0.00018852i,1.2071e-05+0.00010354i,0.00016642+0.00016615i,0.00015924+0.00017081i,1.3204e-05-5.4646e-05i,0.00041121+0.00027488i,0.0010055+0.0001447i,0.0012021-5.6862e-05i,0.00083557+0.0001088i,0.00031384+0.00020054i,-0.00041596+9.3581e-05i,-7.8375e-05+4.1228e-06i,0.00018323+0.00034152i,-0.0003261+0.00077725i,-0.00078973+0.0011141i
0.00089381-0.0018555i,-0.00014844-0.0017189i,-0.0020233-0.00049965i,-0.0012134+0.00074468i,0.00061591+0.0011501i,0.0015962+0.0014824i,0.00098126+0.00043094i,-7.8298e-05-0.00084533i,-0.00040489-0.00066681i,-0.000799+4.0079e-05i,-0.000485+3.573e-05i,0.00028253-0.0005224i,0.00074672-0.0006529i,0.0012133-0.00019333i,0.00069425-0.00034989i,-0.00028137-0.0013059i,-0.00025008-0.00097424i,9.6138e-05+2.6588e-05i,0.00021911-5.951e-05i,0.00041906-0.00049801i,0.00064566-0.00022225i,0.0010123-0.00047725i,0.00070862-0.00068445i
-0.0012829+0.0033713i,-0.00027592+0.0025661i,-0.00066825+0.0024057i,-0.00085164+0.0023866i,-0.00012134+0.001278i,0.00071853+0.00065795i,0.00033932+0.00074659i,-0.001126+0.00039209i,-0.0016525+0.00018273i,-0.0012783+0.00049273i,-0.00065683+0.0001739i,0.00044486+2.7826e-05i,0.0013846+4.2073e-06i,0.0010191-0.00053446i,0.00037223-0.00094336i,0.00026751-0.00082479i,0.00074244-8.8388e-06i,0.00048716+0.00071194i,0.00025555+0.00081966i,0.00044774+0.00071982i,0.00043854+0.00066671i,-0.00026211+0.00054514i,-0.0003916+0.00058753i
-0.0016399+0.0012531i,-0.00083309+0.0013167i,0.0003987+0.0014928i,0.0010759+7.3183e-05i,0.00093766-0.0010386i,0.00053725-0.0008065i,0.00073993-0.00068855i,0.00036216-0.00066045i,-8.6994e-05-0.00092505i,-6.2632e-05-0.00086748i,-0.00022777-0.00062527i,1.5672e-05-0.0006663i,0.00071942+9.0241e-05i,0.00079405+0.00064952i,-6.7717e-05+0.00028691i,-0.00062346+0.000101i,0.00016437+0.00047469i,0.00090898+0.0010906i,-5.2755e-05+0.00076388i,-0.00022189+2.9492e-05i,0.00017813+0.00043816i,0.00071161+0.00077028i,0.0008859+0.00068081i
-0.0028684-0.00088838i,-0.0036462-0.00043631i,-0.003841-0.00024172i,-0.0024538+0.0010437i,-0.0009486+0.002915i,0.00066923+0.00288i,0.00096391+0.00078278i,0.00055705-0.0016596i,0.00063777-0.0014134i,0.00025453+9.696e-05i,-0.00031383+7.2027e-05i,-0.00020931-0.00062968i,0.0007233-0.00077201i,0.001679-0.00025063i,0.001795+0.00054835i,0.0013196+0.00024938i,0.00064899-0.00015731i,-0.00017637-0.00037712i,-0.00014726-0.00041552i,0.00038545-0.00061878i,0.00027814-0.00052341i,0.00038206-0.00023001i,0.00052842+6.5344e-05i
0.0018044+0.0001789i,0.0021493-6.736e-05i,0.0021594-0.00028891i,0.0021298+4.7779e-06i,0.00055048-0.00043995i,-6.6565e-05-0.00079438i,0.00045327-0.00052563i,0.00020211+8.5947e-05i,-0.00099241+0.00054437i,-0.0014114+0.00029248i,-0.00048441-0.00062658i,4.9049e-05-0.00063335i,-0.00030706+4.9854e-05i,-0.00031617+0.00027537i,9.0339e-05+0.00081614i,0.00040664+0.00067745i,0.00022923-0.00034293i,-0.00040504-0.0005477i,-0.00011322+5.9353e-05i,0.00092723+0.00022375i,0.00058965-7.8072e-05i,0.00026857-0.00023049i,0.00025419+0.00031486i
-0.001593-5.6928e-05i,-0.00027446-0.00072267i,0.00089428-0.00050298i,0.00024004+0.00018353i,-0.00091321+0.00056107i,-0.0013119+0.00056436i,-0.00099917+0.00017777i,0.00015461-0.0010445i,0.00083224-0.0013452i,0.00055462-0.00056482i,-9.2905e-05+0.00025241i,-0.00080395+0.00040845i,-0.0012599+1.578e-05i,-0.00060988+0.00011313i,0.00033458+1.314e-05i,0.00062114-0.00049525i,0.0009831-0.00028874i,0.0010923+0.00052491i,0.00056519+0.00047185i,0.0007186+0.00041328i,0.00072633+0.00036343i,0.00019888+9.7435e-05i,-0.00045556+7.9571e-05i
-0.00029602+0.00046017i,0.00032643+0.00088182i,0.001384+0.0018961i,0.0011355+0.0023718i,0.00084116+0.0019177i,0.0017574+0.0016496i,0.0016039+0.0010357i,0.00022168+0.00048664i,-0.00052145+0.00021573i,0.00023274-9.646e-05i,0.00064141+0.00010542i,0.00049968+0.00054792i,0.00059753+0.00089063i,0.0010967+0.00029257i,0.00081998-0.00012271i,-3.0314e-05-0.00065141i,0.00018266-0.001126i,0.000239-0.00079027i,0.00025115-0.00086311i,0.00020936-0.00041277i,-0.00019483-6.779e-05i,0.00033204-0.00033283i,0.00091476-0.00015008i
-0.00094558-0.0012655i,-0.0020626-0.001973i,-0.0019605-0.0019022i,-0.0010596-0.0010719i,-0.00046016-0.00015369i,0.00010902+0.0012222i,0.00084144+0.0017543i,0.00066704+0.00094331i,-0.00019995+8.8138e-05i,-5.7048e-05+1.7595e-05i,-8.6744e-05+2.9638e-05i,-0.00047763+0.00075883i,-0.00051491+0.00088755i,0.00023498+7.6728e-05i,0.00034562-0.00011407i,7.3704e-05-0.00015076i,0.00035707+0.00012566i,9.3477e-05+0.00020759i,0.000232+0.00010749i,0.00040459+2.6584e-05i,0.00064135+0.0002128i,0.00086871+9.1019e-05i,0.00027892+0.00015982i
-0.00057764-0.0019094i,-0.0018546-0.0011548i,-0.0019792+0.00013283i,-0.0011211+0.00031031i,-0.00096652+0.00039894i,-0.00083913+0.00099846i,-0.00046723+0.00078179i,-0.00090873+0.00017922i,-0.00079578+0.0003341i,-0.00051779-1.8204e-05i,-0.00030275-0.0012076i,-9.0412e-05-0.00074743i,-0.00072294+0.00054637i,-0.00047908+0.0011418i,-5.8337e-05+0.00028812i,-0.00032623-0.00037669i,-0.00031533+0.0001649i,-0.00027943+0.00046903i,-4.2347e-05+0.00021603i,0.00010204-0.00012853i,0.00014124-0.0004986i,-4.7608e-05-0.00050828i,-0.00027015-0.00079683i
-0.0025781-0.00010264i,-0.0028438-0.00048291i,-0.002473+6.7581e-05i,-0.0011368+0.00037939i,0.00017956-0.00044419i,0.00083798-0.0002573i,0.00045142-0.00027726i,8.7061e-05-0.0011582i,-9.1227e-06-0.0011872i,8.0684e-05-0.00087369i,0.0003699-0.0007857i,0.00033141-0.00065127i,0.00017516-0.0010271i,0.00022689-0.0019027i,-6.807e-05-0.0015616i,0.00039811-0.00089005i,0.00089433-0.00050304i,9.7116e-05-0.00016361i,-0.00038201-0.00035885i,-0.00045152-0.00029614i,-0.00037308+0.00016829i,0.0002759+0.00018393i,2.8889e-05+0.00010587i
-0.0022443+0.0010842i,-0.001114+0.0010073i,-0.00057398+0.0011614i,-0.00034498+0.00067805i,0.00058736-0.00039932i,0.00093884-0.00060587i,7.1862e-05-0.00016002i,-0.0011476+0.00054708i,-0.0008895+0.00086842i,0.00093907+0.000664i,0.0018038+0.00068307i,0.0016024+0.00042712i,0.00037675-0.00060655i,0.00031672-0.0010859i,0.00091995-0.00043301i,0.00046278+0.00017218i,4.5819e-05+0.00061103i,-0.00035897+0.00018443i,-0.00019441-0.00017633i,-0.00028734+0.00059633i,-0.00069184+0.00089317i,-0.00036888+0.00096275i,0.00044117+0.0010807i
0.0029931+0.00051793i,0.0034723+0.00090319i,0.0039478+0.00069553i,0.0016847-0.00020588i,-0.0009405+0.00026089i,-0.00099178+0.0011982i,-0.00057309+0.001i,-0.00052892+0.00045518i,-0.00068571+0.00031976i,-0.0011755-0.00094892i,-0.00091647-0.0012195i,-9.6458e-05-0.00030405i,-0.00021748+7.4348e-05i,-0.00028865+0.0002409i,0.00041841+0.00011325i,0.00078274-0.00041089i,0.00046826-0.00040193i,0.00063529-0.00023542i,0.0008781+0.00012429i,0.00024022+0.00011439i,-0.00016315-0.00057041i,0.00021359-0.00044896i,0.00024091-0.00011041i
-0.00083861-0.0012985i,-0.00074339-0.0015815i,0.0011645-0.00095042i,0.0013603-0.00080276i,0.00018549-0.0011657i,-0.00068767-0.00096689i,-0.00025632-0.00014649i,0.00016725-0.00010505i,0.00040713-0.0003176i,0.000199-0.00038794i,0.00043596-0.00039183i,0.00030971-0.0001074i,-0.00032471+0.00023828i,-0.0009812-8.1851e-05i,-0.00085642-0.00084344i,0.00010755-0.0010495i,-0.00017567-0.00070636i,-0.00043901-0.00039575i,1.5496e-05-0.00022947i,0.00055904-0.00028664i,0.00083112-0.00049595i,0.00022146-0.00071548i,-0.0004017-0.00027312i
0.0009974+0.0020481i,0.0014102+0.0023825i,0.0017113+0.0020015i,0.0018495+0.00077243i,0.0012321-0.00016678i,0.00027746-0.00042503i,-0.00014868-8.418e-06i,0.00040494-0.00037137i,0.00051317-0.00045774i,0.0007184-0.00023405i,0.00073175-0.0001942i,0.00033036+0.00026911i,6.361e-05+0.00024321i,-4.2502e-05-0.00016241i,0.00037265-0.00042401i,0.00047607-0.00036624i,0.00019119-0.00040107i,0.00019317-0.00021041i,3.2327e-06-4.6249e-05i,-1.7393e-05-0.00047417i,0.00025391+0.0002117i,-8.5345e-05+0.00051431i,-3.319e-05-2.1503e-05i
-0.0029478+0.00191i,-0.0021804+0.0016097i,-0.0010118+0.0015055i,1.6633e-05+0.0012711i,0.0004764+0.00077196i,6.8216e-05+0.0005473i,-0.00044952-0.0001044i,-0.00060861-0.00098154i,-0.00030761-0.00064997i,-0.00030455-0.00036034i,0.000125-0.00073732i,0.0006467-0.00093021i,0.0008099-0.00057121i,0.00082035+0.00015082i,0.0005775+5.7717e-05i,5.4051e-05-0.00024698i,2.7372e-05-2.8146e-05i,-6.6843e-05+9.2054e-05i,-7.2221e-05+0.00076869i,-5.5409e-05+0.00069032i,-1.2715e-05-0.00027086i,0.00012099-0.00011945i,-0.00059757+0.0011106i
-0.0031593+0.00020386i,-0.0033397+0.00034647i,-0.0017778+0.0018148i,0.00024055+0.0021146i,0.00085383+0.0010595i,0.00083023+0.00068915i,0.00055323+0.00090248i,-0.00012938+0.00068562i,-9.4924e-05+0.00061974i,0.00016869-3.3581e-05i,-0.00024866-0.00042285i,-0.00023321-0.00017659i,0.00058812+0.00033545i,0.00057132+0.0003813i,0.00062051-0.00084085i,0.00072916-0.0010369i,0.00038338-0.00010813i,0.00047954-0.00070724i,0.00040872-0.0007519i,-0.00034473+0.00031195i,-0.0006834+0.0010561i,-0.0007888+0.0012865i,-0.00044392+0.0012233i
6.028e-05-0.00060634i,-0.00010291-0.0012176i,0.00016387-0.0020423i,-0.00080504-0.001783i,-0.0017323-0.00050277i,-0.0018007+0.00055613i,-0.0014209+0.0002705i,-0.00086299-0.00035658i,-0.000378+0.00021164i,-0.00053999+0.00086334i,-0.00016421+0.00063946i,0.00026389+0.0011053i,-0.00032606+0.0007619i,-0.0002742+0.00010651i,2.1648e-05+0.00052623i,-0.00085095+0.00056567i,-0.00067429+0.00032437i,0.001182+0.00071161i,0.001182+0.00076277i,-0.00023005+0.00083919i,-0.0010314+9.6647e-05i,-0.00057312-0.00063586i,0.00043237-0.00036962i
