-0.00096507+0.0013831i,6.7618e-05+0.0010153i,-0.00099349+0.0020879i,-0.0015784+0.0019208i,-0.0013757+0.00133i,-0.0014426+0.00061225i,-0.0011187-0.00021441i,-0.00044604+0.00023854i,-1.9228e-05+0.00029674i,0.00086239+0.00038825i,0.0010392-0.00020197i,8.0675e-05-0.0010863i,8.5887e-06-0.0016729i,0.00028133-0.0016318i,-1.5027e-05-0.0011254i,0.00041693-0.00068411i,0.00051794-0.00066134i,-0.0004667-0.00086639i,-0.00058172-0.0010403i,-0.00010244-8.4918e-05i,0.00016579+0.00055018i,0.00069298-9.7085e-05i,-8.033e-05-0.00038013i
0.00097823-0.00039157i,0.0015473-0.0006914i,0.00098169-0.0014126i,0.00095566-0.0016201i,4.2491e-05-0.0012147i,-0.0006992-0.00063555i,-0.00037538-0.00053743i,-0.0006554-0.00030511i,-0.00096944+0.00049322i,-0.0003502+0.00043218i,0.00032748+0.00046767i,0.00046206+0.00045476i,0.00046121-0.00037738i,0.00013736-0.00052698i,-0.00057844+0.00017939i,-0.00028262+0.001364i,0.00013181+0.00097754i,0.0005276-0.00062587i,0.00021206-0.0011454i,-0.00068818-0.00052662i,-0.00046123+0.00017559i,0.00054273+0.0002929i,0.00081604-0.00010996i
0.0011902+0.00065117i,0.0010816+0.00038241i,0.00030235+0.00018193i,-0.00035372+0.0002952i,-0.00033352+0.00046796i,-0.00042588+0.00077985i,-0.00039106+0.0011176i,-9.2442e-06+0.00038005i,-0.00019787-0.00057267i,-0.00072839-0.00053955i,-0.0014043+0.00015716i,-0.001427+0.00015647i,-9.1279e-07+5.6883e-05i,0.00074769-5.2943e-05i,0.00060213-9.5427e-05i,0.00020271+0.00037059i,0.00025116+0.0006297i,0.00078607+0.0010688i,0.00063206+0.001385i,-0.00012995+0.0010596i,-0.00044851+0.00050869i,0.0007836+0.00015238i,0.00075086-0.00046002i
-0.00033521-0.0003816i,-0.00052439-4.285e-05i,-0.00089853-0.00051897i,-0.0011936-0.00094024i,-0.00068524-0.00038136i,0.00010655-0.00019142i,0.00055131-0.0008301i,0.00054926-0.00088016i,-5.3167e-05-0.00050594i,-0.00043401-0.00032386i,1.7576e-05-0.00048413i,0.00022094-0.00038773i,0.00045328-0.00024468i,0.00080892-0.00029193i,0.00090579+0.00021525i,-0.00027899+0.00041036i,-0.00085015-2.9479e-05i,-0.00076688+0.00092987i,-0.00024103+0.0015668i,0.00026961+0.0010957i,0.00016099+0.00033013i,-0.00013029-4.0792e-05i,-0.00048836+0.00054068i
-9.661e-05+0.00098888i,-0.00019683+0.00082477i,0.00085094+0.00066266i,0.0020394+4.5959e-05i,0.0017867-0.0007331i,6.4639e-05-0.00059474i,-0.00074861+0.00036872i,-0.00029695+0.00060224i,0.0003714+0.001067i,0.00012732+0.00097033i,-0.00044196+0.00042801i,-6.1095e-05+0.00083409i,0.00031348+0.00061215i,0.00040379+0.00048186i,-0.0002269+0.0007015i,-0.0002071+0.00012694i,0.000352+0.00049488i,-0.00050843+0.00085682i,-0.0012611+0.00014881i,-0.00080527+7.2662e-05i,-0.00019185+0.0003036i,-0.00062592+0.00015472i,-0.00041171+2.2032e-05i
0.00082415-0.00096958i,0.00040788-0.00058324i,-0.0005712-0.0010025i,-0.0017008-0.00045211i,-0.00217+0.00069446i,-0.000919+0.00079502i,0.00068802+0.00040976i,0.00074935-0.00042218i,0.00075477-0.00083277i,0.00082228+0.00013159i,0.00052134+0.00055056i,0.00082247+5.9714e-05i,0.00072945-0.00035252i,0.00016985-0.00037304i,-0.00099001-0.00056683i,-0.0012344-0.00090245i,-0.0013233-0.00059298i,-0.0016088-0.0013141i,-0.0011694-0.0017592i,-0.001094-0.00072294i,-0.00039959+6.06e-05i,0.00070986-4.2005e-05i,0.00063189-0.00037205i
0.00056957-0.00056743i,0.0012528+0.00055838i,0.00099686+0.00078727i,6.263e-05+5.5279e-05i,0.00055201-0.00039702i,0.00060909+0.00014448i,0.00039267+0.00059698i,0.0006853+0.00040857i,0.00039048+0.00014019i,-0.00019947-9.1255e-05i,-0.00014248-0.00019137i,2.2702e-05-0.00010512i,0.00020278+0.00015068i,-0.00054784+0.00027903i,-0.0008526-0.00029534i,0.00086824-0.0007786i,0.0018739-0.00052726i,0.00083438+6.1141e-05i,8.713e-05+0.00033791i,-1.6586e-05+0.00034927i,-0.00019543+0.00017004i,-0.00020078-7.3056e-05i,0.00066821+0.00012935i
-0.001064+0.00023267i,-0.0016189+0.0011892i,-0.0013855+0.0015879i,-0.00035931+0.00092046i,-2.1374e-05+0.00051786i,-0.00095207-1.321e-05i,-0.00073545+0.00016159i,-0.00012441+0.00065892i,-0.0001838+0.00011464i,-0.0006932+0.00034048i,-0.00090378+0.00059235i,-0.00032088-0.00044688i,6.4197e-05-0.0011001i,0.00031701-0.0010566i,0.00015954-0.00083392i,-0.0002678-0.00018786i,-0.00037653+0.00010809i,-9.3684e-05-0.00049932i,0.00011074-0.0010135i,0.00095248-0.00063448i,0.0012533-0.00022892i,-0.00029183-0.00014491i,-0.00046986+0.00044267i
-0.0014149-0.0014148i,-0.00058317-0.0012406i,-0.0011817-0.0012105i,-0.0022138-0.00039057i,-0.0011927+0.00095035i,0.00040971+0.0021879i,0.0013629+0.0010088i,0.0018011-0.0004481i,0.00069359-0.00029959i,7.9788e-05-1.8903e-05i,0.00021666+0.00025178i,0.00034106-3.257e-06i,0.00041106-0.00079831i,0.00033414-0.00092166i,-0.00045171-0.00081285i,-0.00098672-0.00022968i,-0.00084399+0.00028629i,-0.00090612+0.00071519i,-0.0006052+0.00050655i,-0.00064599+0.00013505i,-0.00083741+0.00017859i,-0.0004905+0.00031599i,-0.00011315+0.00047711i
0.00096745+0.00050422i,0.00043314-1.6181e-05i,0.00020732+0.00046354i,0.00046857+0.00018541i,0.00047145-0.00086686i,0.00032543-0.00099134i,0.00038891-0.00062207i,0.00036235+0.00029695i,0.00089245+0.00032115i,0.00080724-0.00029298i,-0.00031085-0.00070785i,-0.0010023-0.00082609i,-0.0012131+1.5694e-05i,-0.0016195+0.0011014i,-0.0010828+0.0011485i,-0.00075656+0.00061388i,-0.00044405+0.00073778i,0.00010813+0.00055947i,-0.0001316+0.00049791i,-0.00051267-0.00024219i,-0.00017329-0.00084623i,-0.00026906-0.00022141i,-0.00040178+0.00038081i
0.00076978-0.00047071i,0.0012749-0.0013975i,0.0011016-0.0017799i,0.00052934-0.0016051i,-0.00025306-0.0017858i,-0.00042329-0.0011115i,-0.0005687-0.00022686i,-0.00043238-0.00017385i,-3.8124e-05-0.00069914i,0.00018404-0.0010604i,8.9805e-05-0.00092421i,-9.2343e-05-0.0006535i,-9.1439e-05-3.5935e-05i,-0.00040668+0.00012088i,-0.00023539+6.4227e-06i,0.00017087-0.00034889i,-0.00011038-0.00026725i,-0.00042062-1.293e-05i,-0.00057593+0.00023008i,-0.00044384+0.00031158i,0.0004128-0.00017317i,0.00062044-0.00079814i,1.0457e-06-0.00080141i
-0.00065138-0.0012623i,3.6386e-05-0.00059922i,-0.00021488-0.00057023i,-0.00023064-0.00089785i,8.5923e-05-0.00052788i,0.0010978+9.384e-05i,0.0014426+0.00068945i,0.0016024-6.9349e-05i,0.0011261-0.0011145i,-0.00014621-0.00034842i,-0.00021077-0.00016499i,0.00071279-0.00037004i,0.0004811+0.00012095i,0.00026913+0.00023406i,0.00091842-1.8856e-05i,0.00022334-0.00023119i,-0.00070884-0.00054404i,-0.00033577-0.00082552i,-7.8357e-05-0.00025839i,-0.00044854+0.0011223i,-0.00055115+0.0012066i,-0.00095284+0.00039419i,-0.00069124+1.949e-05i
0.00015985+0.00092636i,0.00048569+0.00055001i,0.00045135+0.00048018i,0.00036522+0.00077784i,0.00024883+0.0014459i,4.6506e-05+0.0013098i,0.00012968+8.2765e-05i,-0.00015793+0.00015586i,-0.00045552+0.00035119i,-0.00017742-0.00026696i,0.00035833-0.00065273i,0.00092159-0.00072495i,0.00065011-0.00067608i,-0.00010356-0.00040639i,-0.00042334-0.00010128i,-0.00020383+0.00042966i,0.00015278+0.00056434i,-0.00040629-0.00023098i,-0.0007394-0.00039815i,-0.00031912+0.00059383i,7.4591e-06+0.00099336i,-6.8367e-05+0.00057069i,-8.3049e-05+0.0001088i
-0.00014968+0.00018612i,-0.00058184-0.00060496i,-0.0008201-0.00057878i,-0.00087848+0.00061052i,-0.0011273+0.00075058i,-0.00079442-7.1091e-05i,0.00054563-0.00026386i,0.0012895-0.0001553i,0.00082601-4.652e-05i,0.00011906+0.00016043i,-0.00042371+0.00017577i,-0.00068868+7.3093e-05i,-0.00042903-4.2414e-05i,-0.00072819+2.133e-05i,-0.00082368+0.00016606i,0.00022018+3.6831e-06i,0.0010043-0.00031903i,0.00090822-0.00034524i,0.00032959-0.00039542i,-0.00020096-0.0002595i,-0.00023819+4.4085e-05i,-0.00017996+0.00010108i,0.00041497-0.00017596i
0.00060586+0.00059485i,0.00014967+0.0004943i,0.0001447+0.0013419i,0.00044111+0.0012077i,0.00053233+0.00011862i,0.00052315-0.00021095i,-0.00026369-0.0004453i,-0.00080694-0.0011809i,-0.00032345-0.0013096i,-0.0005301-0.0006572i,-0.00010466-0.00026301i,0.00052215-0.0002027i,0.00028278-6.083e-05i,2.3558e-05-0.00096143i,-0.0002443-0.0012225i,0.00055103-0.00058912i,0.0010788+1.5722e-05i,0.00065514+6.8832e-05i,0.00038253+0.00044353i,0.00029692+0.00083281i,0.00014392+0.00093014i,-6.6807e-05+0.00062055i,1.9629e-05+0.00057801i
0.00079911+0.0015416i,0.00086752+0.001315i,-2.7071e-05+0.0019565i,4.414e-05+0.0014886i,0.00032666+0.00062936i,0.00080005+5.9736e-05i,0.00075232-3.4507e-05i,-0.00025509+0.00025549i,-0.00058032+8.3307e-05i,4.8054e-05-2.176e-05i,7.6583e-05+1.2645e-05i,-8.4272e-05+0.0004547i,0.00030433+0.0004946i,0.0012007+0.00044755i,0.0007527+0.00060593i,-0.00053485+0.00047019i,-0.00063324+0.00045267i,-0.00023038+0.00029583i,-0.000147+9.7999e-05i,-0.00017677-2.5847e-05i,-5.4228e-05-0.00044182i,0.00016784-0.00054187i,0.00062069-0.00013555i
0.00065681+0.00026082i,0.0011639-0.00026527i,0.0011054-0.00046817i,0.00047973-0.00067784i,6.8363e-05-0.0003674i,0.00060212-0.00043837i,0.00090277-0.00020651i,3.8289e-05+0.00062005i,-0.00089542+0.00065783i,-0.00083708+0.00017441i,-0.00023693-0.0011201i,0.00034071-0.0014953i,0.00043091-0.00017359i,0.00024663+0.00066359i,9.354e-05+1.909e-06i,-0.00069847-0.00010885i,-0.00077107-9.7687e-05i,0.00020592+0.00018271i,0.00013662+0.00047782i,-0.00043258-0.00012582i,-0.00018115-0.00072084i,0.0002682-0.00090079i,-0.00013441-0.00079593i
0.00035288+0.0017667i,0.00065235+0.0012821i,0.001427+0.0011372i,0.0021602+0.00053709i,0.0024721-0.00056871i,0.0019769-0.00070508i,0.00057322-0.00057485i,0.00013799-0.0011246i,0.00021464-0.001081i,0.00026641-0.00086493i,0.00022328-0.00040262i,0.00017948+0.00015375i,0.00010587+4.8616e-05i,0.00028678-0.00067716i,0.00013825-0.0010836i,-2.9855e-05-0.0010472i,0.00023263-0.00085251i,2.7272e-05-0.00071037i,-0.00061533-0.00024464i,-0.00068847-7.9773e-05i,-0.0006035+0.00013922i,8.1183e-05+0.00044946i,0.00035185+0.00047482i
-0.00024376+0.0010677i,0.0002738+0.0011211i,0.00043828+0.00033643i,0.00070067+0.00024122i,0.0014792+0.00068054i,0.0021109+3.4726e-05i,0.001222-0.00032822i,0.0004854-0.00043048i,-8.0448e-05-0.000462i,-0.0011862-0.00021469i,-0.0011355-0.00019083i,-0.00067993+0.00021371i,-0.00031579+0.00044898i,0.00030837+0.00010975i,9.1185e-05+0.00037001i,-0.00013737+0.00025017i,0.00055802-0.00043458i,0.00026173-0.00034181i,-0.00054997-0.00030368i,-0.0006295-0.00080613i,-0.00029686-0.00057846i,-0.00033493-0.00043494i,-8.6926e-05-0.0005463i
-0.00054947+6.6697e-05i,-0.0006626-0.0003279i,-0.00056796-0.00037768i,-0.0002416-0.00073741i,0.00059203-0.00027441i,0.00030156+0.00059662i,0.0001772+0.00010791i,0.00069368-0.00028186i,0.00062512-8.6936e-05i,6.3559e-05-0.0005059i,-0.00042498-0.00081943i,-0.00015002-0.00042399i,0.00025445+0.00060198i,-0.00014757+0.00099872i,-0.00036259+0.00077268i,-0.00049935+0.00049894i,-0.00082749+0.00080078i,-0.00045954+0.00067051i,-4.411e-05+0.0002822i,5.3369e-06-0.00024147i,4.0481e-05-0.00089529i,-0.00052008-0.0006413i,6.6441e-05-0.00049232i
-0.00041552-0.00049135i,0.00024757+0.00022441i,-6.6399e-05+0.00099749i,-0.00065884+0.0012295i,0.00045934+0.0011488i,0.0020426+0.00074941i,0.0015511-0.0006546i,0.0006552-0.0013634i,0.00093353-0.0007874i,-0.00015037-0.00090549i,-0.00074136-0.0011226i,-0.00012304-0.00065339i,0.00022977-0.00054419i,-1.2704e-05-0.00075723i,-0.00030582-0.0010606i,-0.00018201-0.00042734i,0.00013407-0.0001163i,0.00052561-0.00072584i,0.00021818-0.00026754i,-0.00042945+0.00026719i,-0.00041429-8.8156e-05i,-0.00051313+0.0004193i,-0.00084197+0.00038768i
0.00024471+0.00094573i,0.00067895+0.00013875i,0.0016066-9.5209e-05i,0.0018113-0.000352i,0.0010642-0.0014491i,8.7954e-05-0.0018703i,-0.00061975-0.00085903i,-0.00087611-9.11e-05i,-0.0012703-0.00026863i,-0.00080355-0.00022042i,0.00023209+7.84e-05i,0.00021873-0.00054111i,0.00027303-0.00094941i,-0.00023909-0.0013991i,-0.00047872-0.00056374i,-0.00012104+0.00017893i,-0.00012775-0.00017043i,-0.00027769-7.081e-05i,-0.00018481+0.00019426i,0.00016924+0.00036167i,0.00012168+0.00071769i,-0.0003698+0.00066855i,-0.00053256+0.00015912i
-0.00086172+0.00075529i,9.4183e-05+0.00035448i,0.00013853+0.00093225i,-0.00024294+0.0012438i,0.00010825+0.00013279i,0.00043339-0.0001997i,8.8141e-05+0.00024974i,-0.00038283+0.00061707i,-6.4397e-05+0.00048114i,0.00084848-0.0001774i,0.00057211-0.00065497i,0.00042341-0.00070531i,0.00042336-0.00029005i,-0.00039493-0.00032757i,-0.00041754-0.00046818i,7.2201e-05-0.0001365i,0.00050935-2.2643e-06i,0.00061483+0.00021703i,0.00028832+0.0011637i,0.00072463+0.00097805i,0.00089382+0.00041185i,0.00045922+0.000694i,0.00048691+0.0008128i
-0.00077161-0.00031016i,-0.00042088-0.0016978i,-6.3181e-05-0.001939i,-2.015e-06-0.0014839i,0.001279-0.0005777i,0.001177-0.00074372i,0.00060849-0.0011183i,0.0010478-0.00015748i,0.00047424+0.00035845i,0.00052338-0.00038046i,7.5615e-05-0.00079981i,-0.00092075-0.00060125i,-0.00032886-0.00049393i,8.2055e-05-0.00044315i,0.00024411-0.0004463i,0.00064341-3.9094e-05i,0.00064555+0.00020361i,5.6802e-05+3.6046e-06i,-0.00022551+6.6871e-05i,0.00013319+0.00010567i,-0.0002156+1.6563e-05i,2.8589e-05-0.00041231i,0.00053976-0.00083715i
0.0010957-0.00011299i,0.00025629-8.04e-06i,-0.00090461-0.00045503i,-0.0011373-0.00067477i,4.9651e-06-0.00074893i,0.0013578+0.00014423i,0.0013582+0.00050837i,0.00036526+0.00049512i,-0.00035018+0.00020892i,-0.00058562+0.00014071i,-0.00045578+0.00034869i,1.0283e-05+8.6025e-05i,0.00046214+0.00017767i,0.00030466+0.00054426i,-0.00036084+0.00030169i,-0.00077247-0.0001735i,-0.00040458+0.00012922i,-0.00049565+0.00020911i,-0.00055266-0.00017552i,-0.00017496+0.00021061i,-0.00017616+0.00048757i,-0.0002025+0.00019479i,-9.72e-05+2.5004e-05i
-0.0008286-3.8358e-05i,-0.00014128+0.00084711i,0.00052724+0.00068001i,0.00080026-0.00084106i,0.00059486-0.0011916i,0.00010703-0.00042083i,-0.00035027+0.00019525i,-0.00058301-2.4877e-05i,-0.00015283-8.7639e-05i,0.00036512-0.00018131i,0.00056713-0.00040109i,0.00017711-0.00093727i,-0.00046411-0.0010362i,-0.00077261-0.00042595i,-0.00017483-0.00016014i,-0.00018054-6.6415e-05i,-7.4156e-05+0.00029902i,0.00085001+0.00061429i,0.0008861+0.00045061i,0.00037792+0.00013888i,-0.00014514+0.00032877i,-0.00017452+3.9438e-05i,0.0005508+1.7932e-05i
-0.00049502+0.0017726i,0.00031494+0.0019773i,0.00089804+0.0022047i,0.0015593+0.0017345i,0.0015822+0.00058545i,0.0015522-0.00026457i,0.00076136-0.00041207i,-0.00023884-0.0001521i,0.00037487+0.00011399i,0.00087478+0.00034345i,0.00014366+0.00038489i,-4.0959e-05+0.00025249i,2.9996e-05-0.00012935i,0.00011009+0.00023584i,0.00012433+0.00035941i,-0.00034312+0.00065764i,-0.00080509+0.00081161i,-0.00069401+0.00019505i,-0.00042696-0.00052507i,-0.00061438-0.00061056i,-0.0010005-0.00018935i,-0.0013537-0.00010341i,-0.00031844-0.00013514i
-0.0016446+0.0010048i,-0.0018397+3.0881e-05i,-0.0024696+0.00076468i,-0.0015633+0.00097388i,5.6855e-06+0.00079292i,0.00059015+0.00042323i,0.00079585-0.00088573i,0.00059128-0.00076161i,-0.00012397-0.00014016i,0.00014498+0.00051424i,0.0002971+0.00033457i,7.7551e-05-0.00024961i,0.00018693-0.0006357i,0.00026026-0.00079861i,0.00044113+0.00010709i,0.00038693+0.00040618i,0.00037331-0.00077629i,0.0005046-0.0010532i,0.00052699-4.4317e-05i,-3.689e-05+0.00038629i,-0.0006232+0.00020937i,-0.00032416-0.0003405i,-4.77e-05-0.00037536i
0.00065541+6.0657e-05i,0.0010228+0.0003968i,0.00095619+4.9924e-05i,0.00042014-0.00041508i,0.00076566+0.00035682i,0.00059586+0.00087606i,0.00071184+0.00031216i,0.000899+4.2456e-05i,0.00032467+0.00044491i,-0.00034969+0.00030944i,-0.00026672-0.00031698i,4.8963e-05-0.00010716i,4.1356e-05+0.00077776i,0.00050133+0.00074901i,0.0004086+0.00031681i,0.00022389+0.00050625i,-3.8966e-05+0.00059409i,-0.00034683+0.00036386i,-0.00046653-0.00045065i,-0.00035058+0.00011157i,-0.0001236+0.00060894i,-6.5375e-05+0.0005405i,-8.8401e-05+0.00028058i
0.00084866-0.00012891i,-0.00047315-0.00053645i,-0.00011576-0.0012567i,0.0008201-0.00048474i,0.00058872-1.0149e-06i,-0.00022499+0.00021039i,-0.0006004+0.00062808i,0.00014702+0.00035618i,0.0003322-0.00028012i,9.6816e-06-0.00065502i,0.0002375-0.00082404i,0.00032676-0.00018834i,0.00054173+2.6955e-05i,0.00079618-0.00041991i,0.00052285-0.00033285i,0.00020051+0.00025032i,-1.8128e-05+0.00095898i,-0.00051596+0.00069364i,-0.00058044+0.00060564i,-0.0003624+0.00051348i,-0.00026838-0.00014413i,0.00024183-0.00083399i,0.00047092-0.00074327i
0.00084767-0.00082431i,0.00056028-0.0012185i,0.00058478-0.0010658i,-0.00015587-0.0015751i,-0.00088477-0.0020451i,-0.0018885-0.00090532i,-0.0019713+0.00061639i,-0.00054448+0.00070212i,0.00093488+0.00011581i,0.00068062-1.2558e-06i,-0.00031081-0.00027049i,-0.0013897-0.0007378i,-0.0015056+0.00022171i,-0.00053516+0.0015333i,-0.00033099+0.0012327i,-0.0010008+0.00018304i,-0.00059108-0.00027784i,-6.7479e-05-2.4736e-05i,5.6262e-05+6.7119e-05i,0.00026989-0.00050733i,0.00030471-0.00069007i,7.9435e-05+0.00011638i,0.00028511+9.3446e-05i
0.00088443-0.0008454i,-8.5288e-06+0.00018151i,-0.0011699+0.00021198i,-0.00073242+0.00055195i,0.00083819+0.001168i,0.0013224+0.0012081i,0.00035181+0.0015469i,5.4705e-05+0.0006007i,0.00029032-0.0010376i,-0.00029083-0.0011401i,-0.00049835-0.00076952i,-0.00040385-0.00072244i,-0.00039222-0.00024964i,-0.00044504+0.00026289i,-0.00010732-0.00012203i,0.00013851-0.00085717i,-0.00011102-0.00049627i,0.00045107-0.00045694i,0.0005359-0.00029156i,0.00025644+0.0004047i,0.00058511+0.00018443i,-0.00021554-0.0002945i,-0.00059417-0.00025748i
0.0010409-0.0011717i,0.00051423-0.00096248i,0.00078789-0.0014879i,-0.00010017-0.0011467i,-0.00090443-0.00099827i,0.00051364-0.00087072i,0.0019773-0.00048726i,0.0011181-0.00057994i,-0.00025474-0.00053029i,-0.00015974-0.00035766i,6.0236e-05-0.00068845i,-4.5141e-05-0.00083201i,-0.00015997-0.0001266i,0.00040688-0.00026588i,0.0009972-0.00083951i,0.00049307-0.00064537i,0.00036207-0.00056638i,0.00069057+0.00033504i,0.00048032+0.00089039i,-0.00014018+0.00031435i,-0.00070281+0.00012993i,-0.0012868-0.00011215i,-0.0010696-0.00067665i
0.00049008-0.00025187i,0.0011697-1.9403e-06i,0.0010308+0.00027795i,0.00035767+0.00026887i,-0.0005484+0.00010964i,-0.00090451+0.0006755i,0.00043906+0.00087675i,0.0019562+0.00016266i,0.0015038-3.2852e-05i,-8.2125e-05-0.00016354i,-0.00062172+3.0013e-05i,-0.0012172+0.00077605i,-0.00049063+0.0012971i,0.0002612+0.00067865i,-0.00010952-0.00041901i,-0.00029973-0.0008816i,-0.00018779-0.00056842i,0.00014939-0.00045908i,0.0002997-0.00056921i,-6.5421e-05-0.00026427i,-0.00052212+0.00055624i,-4.1096e-05+0.00022991i,7.1755e-05-0.00052984i
0.0012934+0.0007546i,2.152e-05+0.0011423i,-0.00014751+0.0017442i,7.5342e-05+0.0014771i,0.00023566+0.00060701i,0.00042295+0.0010938i,0.00071233+0.0017584i,0.00092924+0.0019231i,0.00053707+0.0005702i,9.6424e-06-0.00057489i,-5.0157e-05-0.0007313i,0.00012538-0.0009139i,0.00037074-0.00029605i,0.00070361+0.00025079i,0.00020219-2.708e-05i,-0.00047957-0.00060543i,-0.00022689-3.6793e-05i,0.00031677+0.00040247i,0.000189+0.00041925i,-0.00016004+0.00022904i,0.00010865-0.00010697i,3.1184e-05-0.00074729i,2.7914e-05-0.0011048i
0.0002016-0.00038307i,0.00029234-0.0006262i,7.2355e-05-0.00023996i,0.00059506-0.00027654i,0.00048444-0.00010084i,0.00028169+0.00014267i,-1.1833e-05-0.0004473i,-1.6331e-06-0.00058142i,-0.00047952-0.00016628i,-0.00046974+0.00030334i,0.00041643+5.5876e-05i,5.1051e-05-6.3476e-05i,-0.00040054+0.00042291i,-0.001147-0.00019255i,-0.0014334-0.00046219i,-0.0011904+0.00032158i,-0.0005206+0.00031957i,-0.00033778+1.2215e-06i,-0.00039202-0.00018509i,0.00012525-6.7816e-05i,0.0004867-0.00030335i,0.00032439-0.00067477i,-4.718e-05-2.8286e-05i
8.7963e-05-0.00055427i,0.00088029-0.00041326i,0.001039+0.00029504i,0.0013908+0.00082372i,0.0023796+0.0010271i,0.0019185+0.00072833i,0.00080332-1.2488e-05i,0.00049182-0.00029844i,9.6562e-05-0.00012098i,-0.00052883+0.00013682i,-0.000487+0.00024096i,-0.00012815+0.00015783i,0.00029276-9.5322e-05i,-2.9723e-05+7.9488e-05i,-0.00026727+0.00024897i,-0.00011627+0.00012262i,-0.00057929+0.00059151i,-0.00074024+0.000265i,0.00031872-0.00051298i,0.00082302-0.00043228i,-0.00020162-0.00028804i,-0.00099557-0.00026445i,-0.00045584-0.00034645i
0.00084764-0.00028474i,0.0010969+7.64e-05i,0.0018764-0.00072101i,0.0012036-0.001164i,-0.00053945-0.0006286i,-0.0010923-0.00026605i,-0.00080681+0.00075764i,-0.00047864+0.0012074i,0.00017142+0.00031441i,0.0005369-0.00055025i,0.0002104-0.00080816i,8.6277e-05-0.0005824i,0.00046325-0.0005832i,-0.00017422-0.00030632i,-0.00042246+0.00026563i,9.7196e-05+0.00073652i,6.1182e-05+0.00041332i,0.00016637-0.00062595i,-0.00013241-0.00047723i,-0.00097486+0.00013894i,-0.00042512-0.00057816i,0.00022843-0.00099268i,6.2215e-05-0.00018504i
-0.00041716+0.00053469i,-0.00021159+0.00078951i,7.4269e-05+0.0012885i,-0.00022143+0.0014158i,9.6439e-05+0.00037113i,-0.00023279+0.00025119i,-0.00094283+0.00035056i,-0.0011661-0.0003501i,-0.00057742-0.00049676i,0.00021148-0.00087204i,2.2835e-05-0.00095334i,-0.00040829-0.00023478i,-0.00042442+3.0487e-05i,-8.9296e-05-0.00015434i,-0.00035384-0.00060038i,-0.00017227-0.000818i,0.00041397-0.00055068i,1.2554e-05-0.0003132i,-0.00020165-0.00039927i,0.00010016-0.00062272i,0.00090902-0.00073218i,0.00087963-0.00049835i,6.9578e-05-0.00011278i
-0.001761-0.00018059i,-0.001785+0.00025253i,-0.0015544+0.00039929i,-0.0012177+0.00094394i,-0.00075762+0.00077961i,-0.00038207+0.00050037i,-3.8738e-05+0.00022294i,0.00027617-7.9722e-05i,0.00064535-0.00045409i,-0.00019717-0.0010262i,-0.00052174-0.0006666i,0.0013355-0.00028122i,0.0016857-0.00047014i,1.862e-05-0.00067393i,-0.00045193-0.00075535i,0.0001083+0.00036527i,6.4696e-05+0.0013882i,8.5616e-05+0.00087513i,6.1459e-05+7.4352e-05i,-0.00016589-0.00012681i,-7.4959e-05-1.4585e-05i,-0.00070651+0.00063475i,-0.000969+0.00077602i
3.3607e-05-0.00024067i,0.00024102+0.00023861i,-0.00027454+0.0004871i,-0.00085276-0.00023192i,-0.00037884-0.00017908i,-0.00025216+2.7315e-05i,0.00015232-0.00065989i,0.00037227-0.0010113i,0.00020169-0.00096665i,0.00020352-0.00024202i,-0.0001794+0.00032225i,2.0336e-05+0.00033061i,0.00020559+0.00037578i,-0.00037212+0.00080063i,-0.00022611+0.00058243i,0.00047833+8.1586e-05i,0.00038458+9.9e-05i,9.4306e-05+0.00017353i,0.00025166+3.6874e-05i,-3.3613e-06+0.00011064i,-0.00034617-0.00033521i,-0.0001064-0.00078218i,-0.00014732-0.0001239i
0.00029743-6.7704e-05i,0.0010434+0.00083089i,0.0011523+0.0011232i,0.0022332+0.00078883i,0.0026214+0.00020171i,0.00083963-0.00036709i,-0.00066147+0.00011618i,0.00036557+0.00089551i,0.0011259+0.00093156i,0.00045393+0.00013351i,7.6176e-05-0.001002i,-2.8056e-05-0.00092899i,0.00065924-0.00029312i,0.0016621+4.0901e-05i,0.00086976+0.00012402i,-6.3878e-05-0.00057927i,-0.00028793-0.00038165i,2.377e-05+0.00084161i,4.0749e-05+0.0012822i,-0.00025302+0.00016342i,0.00019051+0.00024811i,0.00031609+0.0011089i,0.00050983+0.0011533i
0.00049787-0.00013622i,2.041e-05-0.00015628i,-0.00014697-0.00017809i,-0.0014233+0.00018944i,-0.0011943+0.00060877i,0.00071432+0.0010871i,0.0015208+0.00094425i,0.0014633-0.00011104i,0.0006124-0.00019531i,-0.00028222+0.00038718i,-0.00052977+4.6007e-05i,-0.00073799-0.00031152i,-0.00020215-0.00051496i,0.00037962-0.00052686i,-4.1766e-05+0.00054448i,-0.00042056+0.00097914i,-0.00066816+0.00031784i,-0.00094605-6.1176e-05i,-0.0010037-0.00026447i,-2.6518e-05-0.00032173i,0.00015902-4.2342e-05i,-0.00042049-6.8891e-05i,1.6613e-06+0.00061596i
