-0.00096507+0.0013831i,6.7618e-05+0.0010153i,-0.00099349+0.0020879i,-0.0015784+0.0019208i,-0.0013757+0.00133i,-0.0014426+0.00061225i,-0.0011187-0.00021441i,-0.00044604+0.00023854i,-1.9228e-05+0.00029674i,0.00086239+0.00038825i,0.0010392-0.00020197i,8.0675e-05-0.0010863i,8.5887e-06-0.0016729i,0.00028133-0.0016318i,-1.5027e-05-0.0011254i,0.00041693-0.00068411i,0.00051794-0.00066134i,-0.0004667-0.00086639i,-0.00058172-0.0010403i,-0.00010244-8.4918e-05i,0.00016579+0.00055018i,0.00069298-9.7085e-05i,-8.033e-05-0.00038013i
-0.00087958+0.00081029i,-0.00074459+0.00020105i,0.00046848+0.00023763i,0.0015239+0.00041679i,0.00076973+0.00044375i,0.00032409+4.2418e-05i,0.00095727-8.798e-05i,0.00068095-0.0006402i,0.00053853-0.00057596i,0.00089562+0.00010185i,4.3865e-05+0.00045214i,-0.00043101+0.00017773i,0.00017364-0.00028945i,-5.2497e-05+7.7528e-05i,-0.00068385+0.00083579i,-0.00033639+0.0014309i,0.00037864+0.001237i,-6.6428e-05+0.00066733i,-0.00076328+0.00046413i,-0.00084675+6.1422e-05i,-0.00057607+5.7752e-05i,-0.00012959+0.00032592i,-0.00069043+5.4066e-05i
0.00057841+0.00061731i,0.00058245-8.9372e-05i,-0.00029294+0.00078066i,-0.00010902+0.0006131i,0.0001379-7.5969e-05i,-5.0925e-05-0.00040615i,-0.00052061+3.8957e-05i,-0.00037495+0.00075144i,0.00054967+0.00053427i,0.00087134-0.00013064i,0.00052475-0.00056227i,0.00043571-0.00072477i,0.00046112-0.00016318i,0.00057353+0.00039632i,0.00033736-5.5285e-05i,8.7477e-05-0.0010863i,0.00021783-0.0016895i,0.00018097-0.0010761i,-0.0006121+0.00018934i,-0.0011854+0.00044684i,-0.00085192+0.00026997i,-0.00082336+0.00036338i,-0.00044086+0.00029215i
-8.9106e-05-4.1486e-05i,0.00026852+0.00017104i,0.00082303+3.1803e-05i,0.0010807-0.00040757i,0.0015805-0.00049201i,0.00096863+0.00022073i,0.00043293+0.00083652i,0.00060617+0.00088949i,0.00065692+0.00052516i,0.00051969-0.0007763i,1.8237e-05-0.0015784i,-0.00022815-0.00090467i,-0.00047853-0.00068315i,-0.00057348-0.00094034i,-0.00022345-0.00023038i,-0.00039217+0.00041356i,-0.00050139-0.00025854i,8.5314e-05-0.00081628i,2.8705e-06-0.00043494i,-0.00038982+0.00022858i,-0.00023821+0.00058357i,-0.00015562-0.00013948i,-1.0551e-05-0.0007225i
-0.0019116+0.00019591i,-0.0014374+3.4126e-05i,-0.00089833+0.0012227i,-8.9575e-05+0.0016429i,0.00049837+0.001236i,0.0012349-0.00022052i,0.00085983-0.00058131i,-0.00026259+0.00030854i,-0.00032631+0.00066616i,-0.00017233+0.00063476i,-0.00045306+0.00012893i,-0.00019771-0.00051845i,0.00021037-0.00013296i,-0.00055323-8.5099e-05i,-0.00095404-4.9587e-05i,-0.00091718+0.00010343i,-0.0010449+0.00016087i,-0.00030521-9.4803e-05i,0.00019591-0.0010111i,0.0007573-0.00038065i,0.0005279-0.00020523i,0.00021277-0.00036618i,0.00057019+0.00059403i
4.6032e-05+0.00082358i,-9.8212e-05-3.2801e-05i,-0.00037389-0.00055449i,0.00083943+5.1772e-05i,0.0013918+0.00020013i,-0.00041537-0.00014446i,-0.0012134-0.00014467i,0.00019787+0.00054889i,0.0010694+0.00079825i,-9.6234e-05-4.9708e-05i,-0.0010481-0.00015394i,-0.00049149-0.00016037i,-0.00052879+2.0577e-06i,-0.00065166+0.00074373i,-0.00031119+0.0010076i,-0.00039317+0.00028105i,-2.4246e-05-0.00024655i,-7.133e-05-0.00054714i,0.00013315-0.00076308i,7.9357e-05-0.00068568i,-0.00064953-0.00049355i,-0.00084106+0.00026833i,-0.0011805-3.3901e-05i
-0.0010513+0.00094236i,-0.00073544+0.0011564i,-0.00095683+0.001967i,0.00035585+0.0022677i,0.0015462+0.0019784i,0.0016314+0.001234i,0.0010799+0.00016035i,0.00015223-0.00016212i,0.00017497-0.00043196i,0.00038867-0.00037475i,0.00046126-0.00011532i,0.00045214-0.00029151i,-0.00017359-0.00016778i,-0.00040713-0.00012609i,-4.01e-05-0.00012399i,-0.00027056+0.00051245i,-0.00054111+0.00099231i,-0.0005032+0.00037464i,-0.00039554+4.9162e-05i,-0.00035098+0.00016543i,-0.00015665+0.00029189i,-0.00046476+0.00026047i,-0.0010227+0.00030626i
0.00026692-0.00038019i,-0.0010599+0.00031157i,-0.0015829+0.0011548i,-0.0012956+0.0014565i,-0.00097144+0.0010327i,-0.00059694+0.00081576i,0.00038995+8.6829e-06i,0.00093173-0.001058i,0.00057871-0.00055147i,0.00045716+0.0002135i,0.00056785-6.0289e-05i,5.4011e-05-0.00021157i,-0.00024942-1.366e-05i,-0.00042887-0.00023202i,-0.00029019-0.0005648i,-0.00029572-0.0002065i,-0.00057047-0.00014985i,-0.00051074+0.00014096i,-0.00020547+0.00065656i,0.0002638+0.00032591i,0.00084874+0.00030106i,0.00043694+0.00066558i,-5.7282e-05+0.00036988i
-0.00064417-0.00092992i,-0.0010027-0.00040577i,-0.00048486-0.00035855i,-0.00023645-0.00061655i,7.9857e-05-0.001037i,-7.7899e-05-0.0003184i,0.00021779+0.00045326i,0.00032547-6.9447e-05i,-0.00080365-0.00069664i,-0.00070916-5.686e-06i,0.00011723+0.00071688i,0.0004708+0.0010554i,-0.00021219+0.00038421i,6.3169e-06-0.00041236i,0.0011712+1.1767e-05i,0.0010847+0.00034404i,0.00052721+0.00047104i,1.6749e-05+0.00060424i,-0.00064548+0.000514i,-0.0005627+0.00010239i,-0.0004252+8.8197e-05i,-0.00030576+0.00071378i,0.00012121+0.0010221i
0.00080412+0.001941i,0.0010557+0.0017068i,0.0013228+0.0011593i,0.0015813+0.00017077i,0.0012491-0.00067093i,0.00075788-0.00088244i,0.00023528-0.00012287i,-2.9842e-06+0.00037373i,0.0002889+0.00081781i,0.00063457+0.00071704i,0.00036192-0.00032215i,4.497e-05-0.00086398i,-2.7647e-06-0.00025246i,-0.00096756-0.00043568i,-0.00083442-0.00042798i,0.00050495-0.00021394i,0.00099119+6.3128e-05i,0.00056025+0.00069779i,-0.00031431+0.00057497i,-0.00023543+4.5059e-05i,-0.0002592-8.772e-05i,-0.0005649-0.0002847i,-0.000201-0.00047225i
0.0002068+0.0019676i,0.00026235+0.0012697i,0.0010956+0.00063405i,0.0016244+0.00033537i,0.0017894-0.00091293i,0.00082086-0.0009999i,-0.00044849-0.0003926i,-0.00073367-0.00047723i,-0.00026502-0.00048167i,0.00022334-0.00038267i,0.00069014-0.0003486i,0.00080517-0.0008772i,0.00023181-0.00047563i,3.9595e-05+0.00015391i,0.00021594+5.1997e-05i,4.2988e-05+0.00059944i,1.4596e-05+0.00052829i,-0.00017788-0.00020113i,-0.00026764-0.00017586i,-0.00014156+0.00043502i,0.00025586+0.00036647i,7.7429e-05+0.0001676i,-0.00067832+0.00050327i
0.00043469-0.00021265i,0.0010102+0.00027775i,0.001037-0.00025953i,0.00080705-0.00028821i,0.00044647+1.8031e-05i,0.00034707-0.00023036i,0.0010819-0.00021175i,0.00090325-0.00010708i,0.00029075-0.00019045i,-0.00056208+6.0766e-05i,-0.0011756-0.00014008i,-0.0011675-2.7282e-06i,-0.00059798+0.00082464i,-0.0004774+0.00053945i,-0.0011037-0.00034818i,-0.0010206-0.00098774i,-0.00078182-0.0010039i,-0.00087192-0.00034758i,-9.9339e-05+0.00025918i,0.00043318+0.00049442i,4.2029e-05+0.00028576i,-0.00082825+7.4213e-05i,-0.00034688+0.000153i
0.00069497-0.0012103i,-0.00012837-0.0006729i,-0.001074-0.00070412i,-0.0006184-0.00036498i,-0.00023057+8.3712e-05i,-0.00065669+0.0004377i,-0.00046607+0.00072143i,0.00046102+0.00066055i,0.00015252+8.267e-05i,-0.0010041+9.9948e-05i,-0.00067898+3.2757e-05i,0.00035853+9.1039e-05i,0.00053095-0.00019174i,0.0001288-0.00039505i,-1.5095e-05-0.0001812i,-0.00067014+5.8387e-07i,-0.0014453+0.00029541i,-0.00092665+0.00039024i,-0.0006994-0.00025147i,-0.00083714-0.0011559i,-0.00057668-0.00123i,-0.000261-0.00083109i,-0.00037299-0.00087098i
-0.00047913+0.00026261i,0.00015067-0.00018942i,0.0010458+0.00041407i,0.0010308+0.0015433i,0.00061522+0.0019114i,0.00023148+0.00091317i,0.00033173-0.00016526i,0.00055597-1.6136e-05i,0.00072479+0.00077141i,0.00065291-4.1689e-06i,0.00079402-0.00087787i,-0.0001042-0.0004288i,-0.00095205-0.00038311i,-0.00078712-0.00033311i,-0.00090858+0.00033657i,-0.0002542+0.00071578i,0.00034792+0.00047427i,-0.00027832+0.00020341i,-0.00062222-0.00011435i,0.00011016-0.00021718i,0.00046837+4.7303e-05i,0.00029556-8.7257e-05i,0.00047881-8.4329e-05i
-0.00090699+0.0015086i,-0.00098462+0.0026104i,-3.6451e-05+0.0014626i,0.0013035+0.00036392i,0.0014322+0.00032173i,0.0013672+0.00041931i,0.001256-0.00015004i,0.00070325-0.0011465i,5.9223e-06-0.0010425i,-0.00012416-0.00066381i,0.00055505-0.00052644i,0.00040304-0.00047032i,-6.939e-05-0.00086188i,-0.00052085-0.0011365i,-0.001222-0.0010673i,-0.00062864-0.00046079i,6.0954e-05-0.00012846i,0.00022249+0.00011747i,-0.0001189+0.00068935i,-0.00034487+0.00085223i,-0.00046618+9.3633e-05i,-0.00064946-0.00021395i,-0.00028963+6.3002e-05i
-0.00066771+0.00033935i,-0.00061632+0.0019003i,-0.00078819+0.0023014i,-0.00075012+0.0017647i,0.00044073+0.00065899i,0.00090599+0.00017818i,-0.00011256+0.00033217i,-0.00019308-0.00040829i,-0.0004289-0.00083667i,-0.0018526-0.0013096i,-0.0010112-0.001618i,0.0013259-0.00050143i,0.00085662-0.00035268i,-0.00075012-0.00057744i,-0.00049324-0.00055242i,0.0004903-0.00064682i,0.00025343-0.00043333i,0.00040883-0.00056849i,0.00052812-0.00033685i,-0.00054015+0.00025261i,-0.00090535+0.00036814i,-0.0001236+0.00033061i,0.00033635+0.00011176i
-0.00056665+0.00023955i,-0.00026381+0.00035345i,-0.00041555+0.0012248i,-2.96e-05+0.001949i,-0.00042628+0.0012309i,-0.00041063-0.00016708i,0.00023996-0.0009182i,-0.00012772-0.00026314i,-0.00030331+0.00064938i,-0.00017659+0.00097881i,-7.3174e-06+0.00028907i,-7.6664e-06-0.00050286i,-0.00014742-0.00094537i,-0.00049249-0.00077464i,-0.00051644-3.7197e-05i,0.00078324+0.00054787i,0.001485+0.00056169i,0.00073307+0.00033626i,-0.00014612-0.00027354i,-0.00045445-0.0005518i,-0.00047096-0.00052298i,-0.00039115-2.0749e-05i,-0.00015713+0.00037368i
-0.0012013+0.0006814i,-0.0012843+0.00098141i,-0.001551+0.00073846i,-0.00051675+0.00098115i,0.00077699+0.0015338i,0.0011127+0.00076778i,0.0012651-0.00038499i,0.0011936-0.00065613i,0.00091855-0.0003439i,0.0003849+0.00031159i,0.0003938+0.00011986i,0.00034957+3.0461e-05i,9.184e-05+0.0002334i,-3.0857e-05-0.00024196i,-0.00047256-0.0004583i,-0.00066078-9.9472e-05i,-0.00078058+0.00063449i,-0.0010486+0.0013766i,-0.00099388+0.00075961i,-1.2418e-05-0.00038436i,0.00015969-0.00044045i,-0.00064939-4.7424e-05i,8.2526e-05+0.00054986i
-0.0010183+0.00081811i,-0.00099587+0.0015222i,-4.0935e-05+0.0025446i,0.00099707+0.002912i,0.0004854+0.0026393i,0.00011484+0.0013115i,0.00022456+1.2177e-05i,-0.00031276-0.00083039i,-0.00057335-0.00045871i,-0.00030365+0.00043085i,1.6311e-05+0.00017667i,0.00036901-0.00016744i,0.0001709-0.00017014i,-0.00034985-3.1909e-05i,-0.00040055-0.00039681i,-0.0002214-0.00033153i,-0.00011884+0.00028541i,-5.4213e-05+0.00023305i,-0.00042979-9.7306e-05i,-0.0005071-0.00016964i,-0.00080706-0.00022088i,-0.0011107+7.84e-05i,-0.00090108+0.00039737i
-0.00083091-0.00061819i,-0.00058554-0.00054244i,-0.00036128-0.0005311i,0.0001303-0.00085774i,0.00050395-0.00091019i,-8.5592e-05-0.00033635i,-0.00012161+4.4993e-05i,0.00055445+0.00026331i,0.00057667+0.00014639i,-0.0002259-0.00030624i,-0.00056277-0.00025893i,-4.4929e-05+0.00013661i,0.00036193+0.00059858i,-6.3634e-06-0.00025132i,-8.9955e-05-0.00072689i,-0.0002184+3.7498e-05i,-0.00061295+0.00015315i,0.00023716+0.00054311i,0.00048407+0.0011178i,-7.7959e-05+0.00045637i,3.5006e-05-0.00034602i,-0.00012896+1.1144e-05i,-0.00062867-3.5707e-05i
0.0012152+0.0010647i,0.0016272+0.0012202i,0.0024088+0.00085651i,0.0020581-0.00073915i,0.00085545-0.0021538i,-0.00024754-0.0015188i,-0.00021414+0.00024548i,0.00037337+3.2551e-05i,0.00087967-0.00086752i,0.00084438-0.00071132i,-0.00027633+0.00010223i,-0.0012281+0.00071818i,-0.00082494+0.0011488i,-0.00017483+0.0013772i,0.0002722+0.0012038i,0.00023671+0.00041498i,0.0001548-0.00082187i,-0.00062007-0.00082002i,-0.00093912-0.00033357i,-0.00030157-0.0001835i,-0.00023047+1.7162e-05i,-0.00047079+0.00051071i,-0.00030467+0.00081199i
0.00104+0.00085211i,0.0013583+0.0019754i,0.00189+0.0020046i,0.0011964+0.00097774i,0.00066938+0.00034948i,0.00096134+0.0008082i,0.00081463+0.00092775i,0.0005147+0.00011304i,-0.00039506-0.0013373i,-0.0014646-0.0010912i,-0.0014862+2.7417e-05i,-0.00046098+7.3176e-05i,-0.00050158-0.00050133i,-0.0011613-0.0010059i,-0.00044551-0.00073049i,0.00066019-0.00050304i,0.0010766-0.00075151i,0.00084372-0.00018428i,0.00044771+0.00011585i,0.00030305+0.00032041i,0.00021173+0.00087921i,-0.00016693+0.0006505i,-0.00030119-7.837e-05i
0.00031271-0.00090368i,-0.0007437-0.0013959i,9.1148e-05-0.0011415i,0.00026008-0.00068329i,0.00029194-0.00065258i,0.0004533+0.00037024i,-8.4057e-05+0.0014737i,-0.00033143+0.00059467i,0.00013312-0.00022346i,-0.00062686-0.0004719i,-0.00048592-0.00061119i,0.0006503+0.00030704i,0.00027809+0.00066729i,-0.00018752-0.00041394i,-2.1748e-05-0.00057226i,0.00047505-0.00032711i,0.00031435-0.0010006i,5.5756e-05-0.0012781i,0.00044074-0.00010989i,0.00050056-6.9377e-05i,0.00030155-0.00023842i,-0.00037754+0.00032245i,-0.00034971+0.00073325i
-0.0013324-7.0904e-05i,-0.0012105-0.00045908i,-0.00064517+0.00033845i,1.2184e-05+0.001078i,0.00054304+0.0020115i,0.00043863+0.0014196i,-0.00030005-1.2383e-05i,-0.00036514-0.00072052i,-0.0002192-0.00021463i,-0.00014043-0.00018007i,0.00012925-0.000568i,0.00035078-0.00060633i,0.00011846-0.00083478i,-0.00070501-0.0012383i,-0.00081534-0.00085436i,-0.00054143-0.00014872i,7.9033e-05-7.229e-05i,0.00079296+0.00019971i,0.00049198+0.0004143i,-0.00036599+0.00088067i,-0.00075699+0.00061778i,-0.00059313-1.9268e-05i,-0.0010781-0.0003922i
0.00011761-0.0013532i,0.00029946-0.001598i,-0.00050579-0.0011277i,-0.00075169-0.00044027i,-0.001063-8.6894e-05i,-0.0014676+0.00044521i,-3.6317e-05+0.00023401i,0.00079168+2.6273e-05i,0.00027539+0.00039931i,-0.00011695-0.00029687i,-0.00012157-0.00042988i,0.00012567+0.00016513i,0.00021157-0.00013114i,0.00035778-0.00062915i,-2.7324e-05-0.00049551i,-8.1849e-05-4.6195e-05i,5.2703e-05-0.00036877i,-8.4352e-06-0.00044632i,-0.00020394-0.00039905i,-8.8532e-05+3.0924e-05i,-0.0005349+0.00069114i,-0.00038243+0.00043019i,0.00075675+0.00013231i
-2.2886e-05-0.00013253i,-0.0013115+0.00040696i,-0.0015299+0.00042896i,-0.00073157+0.00045722i,-0.00075789+0.0010074i,-0.00055297+0.001035i,-0.00044979+0.00035903i,0.0002524+0.00010678i,0.00071384+0.00019479i,0.00036305+0.0001002i,0.00038802-1.5693e-05i,0.00046792+0.00024091i,0.00067078+0.00028438i,0.0011735-0.0004886i,0.0018604-0.00081442i,0.001313-0.00020001i,0.00010768+0.00068755i,-0.0003393+0.0003714i,-0.00034692-0.0005969i,-7.6047e-05-0.00042866i,0.00019883+0.00020057i,3.5039e-05+0.00035364i,-2.7817e-05+0.00038657i
-0.00071564+8.5808e-05i,-1.2186e-05+0.00020186i,-0.00031845+0.0016609i,0.00013131+0.002062i,0.0013438+0.0012738i,0.0015952+0.0006037i,0.00036081-0.00012437i,-0.00042331-0.00068021i,-0.0010062-0.00067025i,-0.00030957-0.0011995i,0.00084173-0.00078287i,0.0010516-7.6054e-05i,0.00070465-0.00031497i,5.9555e-05-0.00053212i,0.0002188-0.000542i,0.0010495-0.0011275i,0.00061478-0.0015418i,-0.00078768-0.00081152i,-0.0015827+0.00025536i,-0.0010982+0.00038024i,-0.00057179+0.00049974i,-0.00050426+0.00080253i,0.00013793-0.00010948i
-0.0010724+9.1443e-05i,-0.00033153+0.00029904i,-0.00040304+0.001332i,0.00032402+0.001542i,0.0014715+0.00094351i,0.0020457-0.00010035i,0.0011548-8.5724e-05i,-0.00023385+0.00070387i,-0.00092449+0.0011435i,-0.00076815+0.00017063i,-8.7477e-05-0.00073179i,3.9989e-05-0.00047497i,-7.2833e-05-0.00079666i,-0.00028044-0.0011604i,-0.00072644-0.0013279i,-0.0012394-0.00056127i,-0.00076023+0.00046966i,0.0002298+0.00079358i,0.0003138+0.00033482i,-0.00038697+2.8507e-05i,-0.00034433+0.00028364i,-0.00024123+0.00032951i,-0.00051852+0.00023385i
-0.00048898-0.00038945i,-0.00079448-0.0001416i,-0.00025591+0.0003801i,-0.00036685+0.0015033i,-0.00080505+0.0019007i,-0.00087934+0.00081105i,-7.4313e-05+0.00015138i,0.00035111-9.3922e-05i,0.000723-0.00072641i,0.0001052-0.0011512i,-0.00090493-0.0010607i,-0.00063493-0.0012072i,3.8193e-05-0.0010866i,-0.00032086-0.00041878i,-4.8956e-05+0.00012161i,0.00057106+0.0006373i,0.00074769+0.00097038i,0.0011145+0.00093169i,0.001005+0.00076539i,0.00041574+4.769e-05i,0.00036614-0.00041808i,0.00061606+0.00045877i,0.00027129+0.00089186i
-0.00087823+0.0023996i,-0.00020185+0.0009106i,0.0013586+0.0003049i,0.0021154-7.996e-05i,0.0019714-0.00078182i,0.001515-0.0016942i,0.0012828-0.0015309i,0.00093212-0.00040244i,0.00075508+1.6106e-05i,0.00036492-0.00041822i,0.00016927-0.00050412i,0.000255+0.00017859i,-2.53e-05-3.7392e-05i,-0.00023863-0.00071101i,-0.00067653-0.0006489i,-0.001242+0.00018143i,-0.000625+0.00026406i,-0.00041119-0.00058556i,-0.00086919-0.00091524i,-0.00062567-0.0008318i,-0.00049409-0.00059989i,-0.00060447-0.00026458i,-0.0012064+0.00069129i
-0.00012182+0.00045134i,-0.00080835+0.00027735i,-0.00020879+4.9511e-05i,0.00032774+0.00010227i,0.00060248-0.00012564i,0.00038753-0.00039203i,-0.000275-0.00025184i,-7.7368e-05-0.00021164i,2.6155e-05-0.00073255i,-0.00022345-0.00035748i,5.7559e-05+0.00055952i,0.00052981+0.0010491i,8.3261e-05+0.00091299i,-0.0004278+0.00038317i,-0.00035147+0.00025035i,-0.00040845+0.00035904i,-0.00068511-0.00013065i,-0.00044273-0.00062076i,-0.00049071-0.0010524i,-0.00050754-0.00075511i,-0.0003477-0.00013416i,-3.6375e-05+9.9002e-05i,0.00023779+0.00055792i
0.00019941+1.048e-05i,-0.00029067+0.00038216i,-0.0006752+0.0012829i,-0.001397+0.0014521i,-0.00035252+0.00061533i,0.00032086+0.00038612i,0.00065767-0.00023915i,0.0011735-0.00075963i,0.00066086-0.0003555i,0.00035389-0.00021343i,0.0002972+0.0001616i,0.00018444+0.00046505i,0.00025609+0.00023947i,0.00015229+0.00012942i,-6.2707e-05-0.0003468i,-0.00010979-0.00070322i,-0.00026477-5.17e-05i,-0.0010975+0.00023899i,-0.0013694-0.00021544i,-0.00074225-0.00010055i,-0.00029464-6.5679e-05i,-0.00016413-0.00015875i,0.00025328+0.00023267i
-0.00047058+1.5741e-05i,-0.00022011-0.00030972i,0.00083172-0.0010868i,0.00099919-0.00090104i,-0.00023871-0.0004123i,-0.00090156-0.00040324i,8.438e-05-0.00016245i,0.00069069+0.00010254i,0.00057026-0.00067957i,0.00057586-0.00096768i,0.00099259-0.00084245i,0.0014274-0.0011302i,0.00064803-0.00050772i,0.00018695+0.00027472i,0.00011747+0.00019916i,-0.00011423+9.3972e-05i,-0.00059416+0.00033267i,-0.0013532+0.00041888i,-0.00076784+0.00031329i,0.00050335+0.00036074i,0.00065808+0.00020539i,-0.00047462-0.0004674i,-0.0010069-0.00066404i
-0.001247-8.8418e-05i,0.0001201+0.0011257i,0.00055117+0.0011562i,-0.00031189+0.0011915i,-0.00070228+0.0011847i,0.00035978-0.00072366i,0.001467-0.001653i,0.00070074-0.00036993i,-0.0010125+0.00053998i,-0.0012297+0.00063677i,-0.00073346+0.00025806i,-0.00052169-0.00015507i,0.00019988-0.00011739i,0.00026638-7.2852e-05i,0.00049569-0.00017369i,0.00082272+9.9069e-06i,-8.2553e-05-0.00013742i,-0.0005198-7.5655e-05i,-0.00027709+0.00017995i,-0.00064482+0.00046249i,-0.00052983+0.00092243i,-0.00039162+0.0011458i,-0.00022637+0.0013489i
-0.00018181+0.0012944i,-0.0013372+0.0013061i,-0.0024342+0.0021995i,-0.0018556+0.0022386i,-0.00016465+0.0020083i,0.00036017+0.0020979i,-0.0003614+0.0016708i,-4.3405e-05+0.0014724i,-0.00042961+0.00097683i,-0.0008386-5.2081e-05i,-0.00014351-0.00030843i,0.00015457-0.0003215i,0.00028851-0.00051807i,-0.00015285-0.0006703i,6.9257e-06-0.00040067i,0.00051604+0.00038739i,0.00027243+0.0011534i,-0.00031159+0.0005456i,-0.00012685-0.0006854i,0.00039034-0.00033612i,0.00058665+0.00018965i,0.00035662-0.00012456i,-5.4684e-05-0.00013994i
-0.0005447-0.00021024i,-8.9486e-05+0.0011822i,-1.0952e-05+0.0018546i,-0.00017162+0.00061604i,0.00014647+5.7561e-05i,0.00093684+0.00030959i,0.0017768-0.00034257i,0.0011271-0.0004558i,0.00014836-4.9507e-05i,0.00038753+4.9622e-05i,0.00031477+0.000523i,0.00020792+0.0010919i,0.00065749+0.00098982i,0.00025796+0.00034604i,-0.00018891-0.00033642i,-0.00060623-0.00044705i,-0.00080154-0.00049601i,-0.00021321-0.0012853i,0.00024836-0.00084522i,0.00024991+0.00040658i,-6.7218e-05+0.00090882i,-0.00079411+0.00061259i,-0.00078365+0.00014693i
-0.00069111-0.00083386i,-0.00023173+0.00038366i,5.9067e-05+0.00082983i,0.00052639+0.00055973i,0.00082524+0.00050832i,0.0014213+0.00081318i,0.00099193+0.00081054i,-0.0002968+0.00035309i,-0.0002718-0.00016553i,0.00084853-7.1643e-05i,0.0016019-4.4319e-05i,0.0014061+0.0002406i,0.00057213-0.00019348i,-0.00012966-0.00077788i,-0.00051379-0.00023331i,-0.001041+0.00021429i,-0.00062708+7.6784e-05i,0.00046128-0.00026592i,0.00069861-0.00064282i,0.00041838-0.00042151i,4.2681e-05-0.00064787i,0.00019657-0.0007157i,0.0008844-0.00027239i
-0.00071263+0.0010478i,-0.00073024+0.0015155i,-0.00034832+0.0013013i,-0.00038364+0.0010186i,-0.00023127+0.0002142i,0.00061261-0.00025491i,0.00070954+0.00025516i,0.00045474+0.00029639i,0.00040998-0.00028217i,-0.00013032-0.00044463i,-6.0421e-05-0.00044506i,0.00065671-0.00043319i,0.0007999+0.00018828i,0.00049549+0.0008165i,0.00024611+1.4943e-05i,-0.00038705+0.00029016i,-0.00050854+0.00064817i,0.00056939-0.00043668i,0.00056834-0.00028132i,-0.00025064+4.0991e-05i,-0.00056092-8.2802e-05i,-0.00029545+8.7306e-05i,-0.00042085+7.34e-05i
-0.00017808-0.00068248i,-0.00062941-0.0011439i,-0.00049382-0.0014621i,0.00016261-0.00097592i,0.00084241+0.00012977i,0.0014497+0.00060039i,0.00089611+0.00075955i,0.00017261+0.00084654i,-0.00019843+0.00044771i,7.2985e-05+7.9245e-05i,0.00034395-0.00021063i,0.00050664-0.00099571i,0.00081848-0.0015917i,0.0014993-0.0013721i,0.0012206-0.0010154i,-0.00014234-0.00054649i,-0.00014504+5.4062e-05i,0.00015602+0.00050429i,-0.00038402+0.00040006i,-0.00077147+0.00022516i,-0.00046899-7.5871e-05i,-0.00021945-9.3557e-05i,-0.0010681-0.00044585i
-0.00011935+0.00087054i,8.325e-05-0.00018063i,0.00021161-0.00068699i,0.00099176+0.0004083i,0.0016285+0.00065056i,0.0019194-0.00047816i,0.001187-0.00090815i,0.00025258-0.00088647i,-0.0011351-0.00073841i,-0.0017528-0.00038598i,-0.0010292-1.315e-05i,-0.00027561-0.00053771i,0.0003934-0.0013043i,0.00031419-0.00090117i,0.00065361-0.00046604i,0.0010641-0.00013538i,0.00084314+0.0001369i,0.00057144+0.00029899i,0.00070508+0.00065825i,0.00040381+0.00064976i,-1.1684e-07-0.0004205i,-0.00016955-0.0013955i,-3.1998e-05-0.0014621i
0.0011086+0.00023467i,0.001873-0.00012176i,0.0020652+0.00031865i,0.00088026-0.00011261i,-0.0011421-0.0016947i,-0.0018481-0.0018578i,-0.00078966-0.00084889i,-0.00038621-0.00078255i,-0.00014862-0.00042024i,4.6259e-05-4.7186e-05i,-0.0003435+0.00037417i,-0.000175+0.00093112i,0.00039046+0.00073901i,0.00029165+5.851e-05i,-0.00029879-0.00069353i,-0.00042026-0.00078985i,-0.00036061-0.00013266i,-0.00060267+0.00015068i,-6.2451e-05-1.4891e-05i,0.00010107-0.00041149i,-0.00021009-0.00061331i,-0.00012885-0.00041079i,-0.0001762+8.0947e-05i
4.2286e-05-0.00088275i,-0.00034806-0.0013128i,-0.0010185-0.0015353i,-0.00053445-0.0012287i,4.9869e-05+5.8921e-05i,4.9763e-08+0.0010926i,3.2278e-05+0.00043807i,0.00056254-0.00036688i,0.00063876-0.00064423i,5.3196e-05-5.1572e-05i,-0.0003493+0.00049894i,-0.00038946+0.00022308i,0.00015954+5.7555e-05i,0.00031081-0.00012674i,0.00024567-0.00014532i,2.8039e-05-0.00023319i,-0.00041182+9.0592e-05i,-0.00027208+0.000436i,6.7523e-05-0.00012329i,7.3744e-05-0.00048507i,0.0003134-0.00080256i,0.00026078-0.00078529i,3.112e-05-0.00019955i
-3.5206e-06+0.00080117i,-0.00062288+0.0012289i,-0.00031518+0.00056266i,0.00047779+0.00026925i,0.0011156+0.00033628i,0.00097672+0.00078113i,0.00037779+0.0010437i,0.00041356+0.0010164i,0.00053139+0.00025079i,0.00064118-0.00044264i,0.00074998-0.00095425i,2.9436e-05-0.00083113i,-1.1287e-05-0.00057456i,-5.605e-05-0.00013693i,-0.00050981+0.00077493i,-0.00022625+0.00094865i,-0.00028325+0.00067751i,-0.00084649+0.00030881i,-0.00063-0.00050133i,6.7563e-05-0.00086246i,-0.00019927-0.00031845i,-0.00039245+0.00014507i,-0.00016869+0.00057174i
