-0.0011877+0.0009206i,-0.00088577-2.6003e-05i,-0.001342-0.00043575i,-0.00093732-0.00069069i,-0.0014974-0.0002416i,-0.0022156+0.0019443i,-0.0014387+0.0029327i,0.00020977+0.0026636i,0.0012182+0.0019429i,0.0017062+0.00049577i,0.0010927-0.00045983i,-0.00067019-0.00052109i,-0.0010082-0.00037148i,-0.00073473-0.00054946i,-0.00091476-0.00039672i,-0.000958+1.6396e-05i,-0.00033331-0.00012534i,0.00036452-0.00094465i,-6.1914e-05-0.00074495i,-0.00026475-3.4134e-05i,0.00018229+0.00086673i,-0.00011577+0.00096832i,-0.00063357+0.00033197i
0.00085646+4.9808e-05i,0.00081865-0.00021839i,0.00153+0.00079377i,0.00066268+0.0011242i,-0.0016842-3.9115e-06i,-0.0013809+0.0005006i,0.00013238+0.0013392i,0.00076692+0.00065409i,0.00078204-0.00019994i,0.00077415-0.00065814i,0.00036498-0.00081768i,0.00047351-0.00088037i,0.00011441-0.00116i,-0.00070592-0.0013833i,-0.00033516-0.0017645i,0.00040699-0.00131i,0.00013604-0.0010864i,-0.0010333-0.0013445i,-0.0011819-0.00090282i,-0.00073055-0.00010784i,-0.00011102+0.00021835i,-0.00046478-0.00012102i,-0.00059535+0.00036158i
0.00048194+0.0018654i,-8.6449e-05+0.0013069i,0.00039426+0.00068691i,0.0012086+0.00067597i,0.0013896+0.00063013i,0.00054693+0.00044624i,-0.00017501+0.0010144i,0.00023129+0.0016465i,0.00067391+0.00079204i,0.0009796-0.0005614i,0.0014816-0.001044i,0.0013857-0.00078636i,0.00031462-0.00019748i,-0.00020069+0.00040549i,0.00014559+0.00037841i,0.00016634-0.0002889i,7.8932e-05-0.0012046i,0.00013095-0.0014837i,-2.5941e-05-0.00015037i,-0.00013298+0.00047702i,0.00021033+0.0001278i,0.00025865-6.193e-05i,-0.00035282+7.7257e-05i
-0.00082241-0.00081367i,-0.0011945-0.00014376i,-0.0013305+0.00065224i,-0.00084564+0.00027422i,-0.0012537-0.00039821i,-0.0015437-0.00032824i,-0.00075413+0.00062262i,0.00050016+0.0012187i,0.00080104+0.00026378i,-1.7103e-05-0.00092219i,-0.00042337-0.0014473i,-9.9009e-05-0.00083669i,0.00011375-0.00097378i,-0.0001376-0.0015331i,-0.00065845-0.0012368i,-0.00053266-0.00097126i,0.00024466-0.00044792i,-0.00018496-0.00054638i,-0.00078901-0.0003973i,-0.00066004+0.0004748i,-0.00049464+0.00041856i,1.1171e-05-4.384e-05i,-0.00010788-0.00032137i
-0.00062589-0.00088889i,-0.00055203-0.00070318i,-0.00060171-0.0019731i,-0.0016907-0.002311i,-0.0028292-0.00023237i,-0.0018928+0.002415i,3.685e-05+0.0029197i,0.0010554+0.0011539i,0.0012208-3.3308e-05i,0.00092087-0.00018975i,0.00025609-0.00031284i,-0.00019913-0.0008122i,9.269e-05-0.000645i,0.00098541-0.00027998i,0.0010537+0.00038183i,-0.00032518+0.00042572i,-0.0010116-0.00037577i,-0.0002748-0.00055851i,0.00012513-0.0003349i,0.00011864-0.00023142i,-3.5272e-05-8.4574e-05i,-0.00016412-7.4393e-06i,0.00069244+0.00037765i
0.0012773-0.00075459i,0.0013868-0.00091706i,0.0014429-0.0011882i,0.0011397-0.0014407i,-2.8383e-05-0.0013499i,-0.0006677-0.00016928i,-0.00055437+0.0013235i,-0.00019333+0.0015682i,0.00029066+0.0002327i,0.00025072-0.0013619i,-1.7802e-05-0.0017705i,-0.00018217-0.0016376i,-0.00041237-0.00092105i,-0.00055018-0.00022584i,-0.0001247-0.00043933i,0.0004057-0.0010415i,0.00046299-0.00079484i,0.00039549-0.00040922i,-9.4255e-06+0.00048866i,-0.0001075+0.001156i,-7.8046e-05+4.2427e-06i,0.00038079-0.00033507i,0.00070891-5.8267e-05i
0.0010529+0.00035913i,0.00036637-0.00078993i,-0.00016469-0.0017957i,-0.00084596-0.0021809i,-0.0011778-0.0012449i,-0.00040349+0.00083348i,0.00086551+0.0013541i,0.0020495+0.00066958i,0.0015611+0.00053205i,0.00013464+0.00032119i,-0.00070929-0.00032815i,-0.0008389-0.0004199i,-0.0003245-2.583e-05i,0.00038676+0.00035275i,0.00065127+7.6764e-05i,-0.00036112-0.00037759i,-0.00056447-0.00065163i,-0.00021819-0.00010985i,-0.00015588-0.00016156i,5.4411e-05-0.00053981i,0.00030327-1.3347e-07i,-0.00027091+0.00033915i,-0.0011418+0.00010577i
0.0015206+0.00057282i,0.0016919+0.00044537i,0.0019192+0.0011575i,0.0011862+0.0008036i,-5.3689e-05-0.00024359i,0.00027288+0.00038653i,0.0011675+0.00167i,0.0020345+0.0016721i,0.0021169+0.001268i,0.0012659+0.00020137i,-0.00025231+0.00012897i,-0.00086669+0.00023838i,-0.00046937-0.00014765i,0.0001732+0.00023272i,0.00083738+0.00055028i,0.00032561+0.00028081i,-0.00099116-0.00031363i,-0.0015386-0.00030366i,-0.00099007-0.00037932i,-0.00041675-0.00016654i,0.00018112-1.5192e-05i,0.00081845-0.00011181i,6.566e-05+0.00013236i
-0.0016342+0.00088527i,-0.0023671+0.00046333i,-0.0035395-3.0548e-05i,-0.0026148+0.00057684i,-0.0010961+0.00084703i,-0.00073078+0.0012677i,-4.4805e-05+0.00097445i,0.00097718+0.00037652i,0.00131-0.00014459i,0.0012911-0.00077608i,0.0012166-0.00061475i,0.00026107-3.005e-05i,-0.00090216+0.00018592i,-0.00052459-0.0001302i,0.00042576-0.00034083i,0.00093413-0.00015945i,0.0013015-0.00025342i,0.001489-0.00011056i,0.00080228+5.2237e-05i,-0.00033587+0.0003894i,-0.00037675+0.00029399i,-5.4997e-05-0.0001608i,-7.6709e-05-6.2761e-05i
0.0017639+0.0010008i,0.0024224+0.00062262i,0.0013532-0.00082798i,-5.5506e-05-0.0010437i,-0.00023053+5.146e-05i,-0.0011375+0.00092462i,-0.0012342+0.0014352i,0.00040912+0.0012089i,0.00089014+0.00045174i,8.182e-05+0.00011233i,-0.00044225-0.00069399i,-0.00045104-0.0012306i,-0.00037845-0.00069598i,-0.0006742+8.4383e-05i,-0.00014322-0.00026075i,0.00046599-0.00050866i,0.00056499-7.2865e-05i,0.00018416-0.00028985i,-0.0002683-0.000566i,-0.00024332-0.0002868i,-0.00024014-0.00013628i,-0.00038735-0.00013474i,1.6012e-06-0.00034012i
0.0017557-0.00015033i,0.0016178-0.00046677i,0.0024603-0.00052091i,0.0017023-0.00078098i,0.00054937-0.00037669i,0.00028791+0.0012445i,0.00017572+0.0019714i,-0.00031988+0.00086871i,-0.00015834-0.00015956i,0.00063367-0.00088519i,0.00063993-0.001666i,4.0133e-05-0.0015237i,-0.00019443-0.0014654i,0.00010907-0.0014949i,-0.00010509-0.00063218i,-0.00095686-0.00064725i,-0.00081802-0.00078136i,3.9535e-05-0.00030787i,0.00015788+0.00047562i,-0.00010044+0.00074405i,6.5012e-05+0.00098176i,0.00016587+0.00095849i,0.00012322+0.0006686i
-0.0015969+0.00040947i,-0.0019677+0.00049508i,-0.0019271+0.0008306i,-0.0013836+0.00048568i,-0.0005164-4.7544e-05i,-0.00066967-0.00019855i,-0.00043299+0.00047745i,0.00047931+0.00056745i,0.00144+0.00015545i,0.0013038+0.00049803i,0.00048169+0.00035911i,0.00064438-0.00053721i,0.00054621-8.3323e-05i,0.00030138+0.00034124i,0.00021865-0.00010577i,4.2639e-05-0.0003534i,-9.3835e-05-0.00058126i,0.00012208-0.0011741i,1.4829e-05-0.0004946i,-0.00055586+0.00074311i,-0.0010504+0.00059399i,-0.0011853+0.00040389i,-0.00077283+0.00067676i
0.0010605-0.0017791i,0.0015075-0.001441i,0.0017367-0.0011564i,0.0013537-0.0010184i,-0.00028788-0.00032033i,-0.0012104+0.00082121i,-0.00025225+0.00096469i,0.00061489+0.00096037i,0.00081316+0.00066752i,0.00027481+0.00016226i,-0.00046652-0.00063269i,-0.0005262-0.0009934i,-0.00027562-8.8459e-05i,-0.00017456+2.5365e-05i,0.00018015-0.00079611i,6.3973e-05-0.0012817i,0.00043722-0.0012416i,0.00093918-0.00079555i,6.6099e-05-0.0005363i,-3.2263e-05-0.00034158i,0.00041884+3.2856e-05i,0.0004868-0.00019544i,-1.2937e-05-0.00027828i
0.00074435-0.00020507i,0.0012927-0.00083275i,0.0014031-0.0014868i,0.0003963-0.0021872i,0.00011333-0.0014823i,-0.00017118-0.0002144i,-0.00053832+8.0678e-06i,-0.00063369+0.00079928i,0.00037408+0.0010795i,0.00084172+4.1314e-05i,-0.0001249-0.00065739i,-0.00050074-0.0009946i,-0.00030333-0.0011629i,0.00024587-0.00068799i,0.00020785-0.00019124i,-0.00063782-0.00035648i,-0.00026631-0.00077856i,-3.9784e-05-0.00034606i,-6.5535e-05-0.00034003i,0.00023291-0.00053609i,0.0007071+0.00056884i,0.0012719+0.0013912i,0.0013612+0.0012347i
-0.00023674+0.0014558i,-0.00053654+0.0015579i,-0.00068497+0.0025034i,-0.0006302+0.0017004i,-1.4627e-05+0.00027408i,-0.00029961+1.385e-05i,2.5092e-05+0.0013635i,0.00056849+0.0016722i,0.00018107+0.00067025i,0.00046965+0.00011452i,0.00085738-0.00038419i,0.00049373-0.00054408i,-0.00026431-7.9978e-06i,-0.00046807-0.00034268i,0.00023153-0.00044636i,0.00051058+1.2707e-05i,-0.00014118-0.00065566i,-0.00073777-0.00049962i,-0.0007865+0.00077405i,-0.00046331+0.0010206i,-0.00017787+0.00040684i,3.1187e-05+0.00014322i,5.0339e-05-6.1144e-06i
-0.00085781+0.002286i,-0.00066388+0.00069477i,-0.00062666-0.00013326i,0.00018091-7.2261e-05i,0.00072605-0.00013549i,-0.00030363-0.00041038i,-0.00090589+0.00022741i,-0.0001946+0.00081946i,0.00034564-7.2324e-05i,-6.5592e-06-0.00091404i,-0.00045954-0.0012511i,-4.7115e-05-0.00098776i,6.711e-06-0.0007521i,-0.00036765-0.00065111i,-0.00026467-0.00089403i,-0.00028771-0.00054001i,0.00036425-0.00033654i,0.00073342-0.00070795i,0.00041551-0.00071807i,0.00021028+0.00018499i,0.00010427+0.00071199i,0.00072609-6.1312e-05i,0.0010183-0.00026914i
-0.0025504-0.0013524i,-0.0020256-0.00046101i,-0.002085-0.00038304i,-0.0019471-0.00038011i,-0.0010675+0.0010571i,0.00069509+0.0018215i,0.0018702+0.0013774i,0.0018814+0.00088793i,0.0015853+0.00034464i,0.00078383-0.00023759i,0.00034436-0.00046727i,0.00035902-8.3033e-05i,0.00048064+0.00027504i,0.00080122+0.00055325i,0.00088646+0.0005393i,0.0010375+0.00024909i,0.00013193-0.00016198i,-0.00056864-0.00025162i,-0.00031293-0.00027354i,0.000305+0.00039659i,8.4615e-05+0.00084345i,-0.0003508+0.00050702i,-1.1028e-05+2.6051e-05i
-0.00040133+0.00034655i,3.1513e-05+0.00041591i,0.00063675-5.2724e-06i,0.00036068-0.00054748i,-0.00036097-0.0006033i,-0.00075695+0.00062479i,-0.00076323+0.0015041i,6.7045e-05+0.0016306i,0.00011483+0.0017642i,-0.00015205+0.0010704i,-0.00046676+0.00040349i,-0.00084324-0.0007618i,-0.00014283-0.0010601i,0.00030977+5.1722e-05i,0.00076811+0.00047991i,0.0013067+3.5089e-05i,0.0012351+0.00046712i,0.00058015-6.7306e-05i,0.00020766-0.0012032i,0.00061423-0.00098122i,0.00028058+0.00022978i,-0.00027032+0.00059296i,-0.00024625-2.301e-06i
0.00022136-0.0015117i,0.00015632-0.0016666i,0.0006034-0.0012412i,-0.00015239-0.00072369i,-0.0014219-0.00040383i,-0.0011176+0.00054094i,-1.6146e-05+0.0013805i,0.00055109+0.0011984i,0.00060523-0.0005217i,1.5583e-05-0.001618i,-0.00060112-0.00068968i,-0.00025127+0.00021861i,-2.011e-05-9.0342e-05i,-0.00018758-0.00089909i,0.0002884-0.0010146i,0.00039131+0.00020375i,2.7275e-05+0.00083048i,0.00017479+0.00016222i,0.00020938-0.00068108i,0.00042793-0.00074511i,0.00014924+0.00028339i,-0.00032872+0.00064345i,-0.00092517+2.5568e-05i
0.0017536+0.00071648i,0.001411+0.00036454i,0.0011654-0.00049037i,0.0001242-0.00088895i,-0.00042124-0.0010085i,-0.00010264+0.00017679i,0.00031006+0.0010891i,0.0011122+0.000663i,0.0014163+0.00037811i,0.0011245-0.00032904i,0.0011971-0.0007965i,0.0012839-0.00092897i,0.00071326-0.00032691i,0.00087638+0.00068707i,0.0010944+0.0008498i,0.00026037+3.4637e-05i,-0.00023442-0.00074883i,-0.00067152-0.00040761i,-0.0012197+0.00025649i,-0.00094486-0.00019728i,-3.2303e-05-0.00040181i,2.9584e-05-0.00029937i,-0.00033661-0.00044985i
-0.0019606+0.0016003i,-0.0010918+0.0027029i,-0.0011641+0.0035858i,-0.00092503+0.0032864i,-0.00013389+0.0020101i,0.00031237+0.0011504i,0.0002518+0.0012191i,0.0004446+0.0015932i,5.1785e-05+0.00065588i,5.5963e-05-0.00019136i,0.00051989-0.00021813i,0.00075244-0.00075742i,0.00080095-0.00057593i,0.0010204-0.000491i,0.0009236-0.00054212i,0.00062539-0.00023091i,6.0732e-05-6.0407e-05i,-0.00046846+0.0001149i,-7.1583e-05-6.3487e-05i,8.3772e-05-0.00027298i,8.8767e-05+0.00029894i,-0.00010787+0.00036763i,-6.6259e-05+0.00027725i
-0.00056412-0.0017185i,-0.0016771-0.0014882i,-0.0025945-0.0020107i,-0.0034565-0.0011487i,-0.0035955-0.00028084i,-0.0028563+0.0010075i,-0.0011462+0.0017383i,0.00035816+0.0019533i,0.00045615+0.0018178i,-0.00011078+0.00037586i,-0.00034508-0.0012121i,-0.00027752-0.0012217i,-2.5101e-05-0.00038037i,-0.00050439-0.00029557i,-0.00056509-2.7778e-05i,0.0005048+8.0514e-05i,-7.1237e-05-0.0002701i,-0.0010933-0.00019216i,-0.00069353+2.5756e-05i,-0.00025572+0.00017965i,7.1181e-05+0.00014352i,2.2633e-05-0.00042764i,-0.00069212-0.0006486i
0.00030202+0.00036267i,0.00020208+0.0004296i,-0.00063272-4.3269e-05i,-0.00082122-0.00082015i,-0.0010454-0.00013191i,-0.0012933+0.0014532i,-0.00026367+0.0024715i,0.0010175+0.0025104i,0.0010397+0.00090467i,0.00047378-0.0007673i,-0.00051946-0.0016258i,-0.00085498-0.0014601i,0.00025143-0.00029686i,0.00063419+0.00071574i,0.00033054+0.00051895i,0.00087541-0.00036759i,0.0013343-0.00044066i,0.0010967-0.00034685i,0.00018751+0.00030922i,-0.00070108+0.00034765i,-0.00062715-0.0002323i,-0.00034761+0.00029301i,-1.4488e-05+0.00036405i
-0.0003316+0.001507i,-0.00044077+0.0013316i,-0.00072907+0.0012573i,-0.00047667+0.0010938i,0.00015431+0.00030426i,0.0003255+0.00018923i,0.0001316+0.0015273i,0.00038586+0.0015628i,0.00068669+0.00057416i,0.00081976-2.3555e-05i,0.00084323+0.0004029i,0.00010204+0.00022505i,0.00055583-0.00016777i,0.00099325+0.00025382i,0.0005993+0.00029219i,0.00054554+5.9995e-06i,0.0003652-0.00016798i,0.00045425+0.0001858i,0.00012669+0.00030363i,-0.00025783+0.00016446i,1.7825e-05-0.00040757i,0.00026633-0.00085867i,-5.097e-06-0.00029643i
-0.0015864+0.00037696i,-0.00055951+0.00069112i,-0.00018581+0.0017259i,-0.00062963+0.0011212i,-0.00041421+0.00057109i,-0.00022694+0.0010233i,4.9404e-05+0.0009534i,0.00065903+0.00089134i,0.00017876+0.00069265i,-0.0003695+0.00036418i,-0.00030086+7.3642e-05i,-0.00032267+0.00034952i,-0.00079357+0.00070157i,-0.00037863-3.1006e-05i,0.00035962+2.3367e-05i,0.00018777-0.00016196i,0.00044643-0.00016822i,0.00069414+8.4854e-05i,0.00069113-0.0004383i,-0.00024285-0.00027353i,-0.00050275+0.00044831i,-0.00019927+0.00026037i,-0.0004263+0.00026352i
3.1687e-05+0.00049614i,-4.0216e-05+0.00062747i,-3.3985e-05+0.00043998i,0.00034865-0.00013299i,0.00033158-0.00051703i,0.00036984-1.3349e-05i,0.0011305+0.0017511i,0.0011142+0.0016873i,0.0008003+0.0010538i,0.00079691+0.00048314i,0.0005162-0.00040868i,0.00020423-0.00072499i,0.00033721-0.00099273i,0.00049589-0.00088519i,-0.00022524-0.0006779i,-0.00024187-0.0012254i,0.00049549-0.001308i,0.00040482-0.00064975i,-0.00031232-9.0086e-05i,-0.00096286-0.00013719i,-0.00071147-0.00051472i,0.00036458+3.4436e-05i,0.00037924+0.00076938i
0.00027868+0.0003202i,-9.7709e-05-0.00091137i,-0.00037174-0.0012242i,-0.0011-0.0010107i,-0.0010229-0.00064528i,-0.00046133+0.00037596i,-0.00039058+0.00076897i,-0.00021886+0.00078767i,0.00010545+0.0010035i,-0.00014449+0.0003923i,-0.00050187-0.00043745i,-0.00084956-0.0010298i,-0.00039182-0.00085864i,0.00040129+0.00023723i,0.00025714-0.00020711i,0.00013489-0.001166i,0.00033603-0.0010946i,3.3101e-05-0.00064904i,0.00022388-0.00056553i,-0.00051206-6.2369e-05i,-0.00064168+0.00082861i,0.00010477+0.0008973i,0.00057554-4.1554e-05i
-0.00047999-0.00033465i,0.00025327-0.00079822i,0.0012241-0.0014359i,0.0011607-0.00021801i,-6.0443e-05+0.0010705i,-0.0011228+0.0014368i,-0.00073715+0.0012741i,0.00038449+0.00075222i,0.00090147+0.0001632i,0.00052064-8.1959e-05i,-3.9532e-05-0.00023022i,0.00018712-0.00049736i,0.00024561-0.00062039i,-0.0001315-0.00025803i,0.00074464+0.00012754i,0.00046744-0.00022888i,-0.0003047-0.00033158i,-0.00022901-0.00052599i,-0.00012125-0.00057902i,-0.00055019+0.00034136i,-0.00047649+7.6933e-06i,0.00061127+5.3997e-05i,0.00066574+0.00079696i
-0.00047504-0.00024668i,-0.00085397-0.00070555i,-0.0016404-0.0015205i,-0.0019763-0.0017656i,-0.001114-0.00048214i,-0.00048877+0.0013308i,7.2427e-05+0.0019027i,0.00083434+0.0019022i,0.000278+0.0010832i,-0.00019406+0.00039868i,-1.2392e-05+0.00034701i,-0.00023995-0.00012177i,-8.7736e-06-0.00032672i,0.00045762-5.8253e-05i,-0.00023625+8.2101e-05i,-0.00046863-0.00045058i,0.00034227-0.00065948i,0.00044091-0.00026573i,-0.00018229+0.00086674i,-0.00036273+0.00080977i,0.00013372-0.00010799i,0.00022823-0.00030936i,0.00029886-0.00036388i
0.00040865+0.00038671i,0.00059419+0.001217i,3.3624e-05+0.0014673i,0.00013601+0.00058045i,0.00032456+0.00078732i,-0.00019261+0.0014146i,-3.4766e-05+0.0014861i,0.00098125+0.0012663i,0.0009608+0.00078588i,0.0005396+0.000498i,0.00045214+0.00043873i,0.00081433+0.00051422i,0.00026271+0.00020019i,0.00022721-0.00048297i,0.00032315-0.0011723i,0.00017413-0.0010886i,0.00087346-7.7165e-05i,0.00011123+9.137e-05i,-0.00045142-0.00018773i,-0.00072562-0.00035789i,-0.0011009+0.00025312i,-0.00020595+0.0010983i,0.00032693+0.00071994i
-0.00034661-2.5081e-05i,4.3061e-05-0.00053725i,0.00038051-0.0010941i,7.402e-05-0.00064243i,0.00036626+0.00019663i,0.00054064+0.0002276i,0.00069439+0.00021125i,0.0013029+0.00067962i,0.00099309+8.3776e-05i,-0.00011074-0.00067578i,-0.00090026-0.00022917i,-0.00030258+0.00037891i,0.00084154+0.00074772i,0.0015707+0.00021165i,0.0013827-0.00079931i,0.00088098-0.0015189i,0.00041143-0.00098561i,-0.00029814-6.9439e-05i,-0.00072628+7.9291e-05i,-0.00037207-0.00014978i,-0.00022812-0.00017964i,-0.00024295-0.00019628i,0.00028825-1.4533e-05i
-0.00053336-0.00053705i,-0.00023085+0.00051358i,-0.0005983+0.0010435i,-0.00089025-4.0467e-05i,-6.8666e-05-6.0584e-05i,-0.00010855+0.0013636i,2.6344e-05+0.0019791i,0.0007027+0.0015404i,0.00089944+0.00052396i,0.00020045-0.00020802i,-0.00055305-0.00086291i,-0.00084432-0.0012014i,-0.0005103-0.0005228i,0.0002334+0.00031571i,0.00088067+5.7335e-05i,0.0008934-0.00024831i,7.259e-05-0.00025104i,-0.00045623-0.00085346i,-0.0002811-0.00092888i,0.00048752-0.00036247i,0.00098017-7.9364e-06i,0.00073709-7.4526e-05i,0.00041205-0.00020115i
-0.0016982+0.0010522i,-0.00069814+0.000863i,6.3733e-05+0.0019382i,-1.2817e-05+0.0011237i,-0.00020936+0.00074552i,-0.00034764+0.0010247i,0.00060936+0.00096716i,0.0010663+0.00060306i,0.00057609+0.00030376i,-6.6932e-05+0.0003493i,-0.0002418+0.00067609i,-0.00044697+0.00048846i,0.00034171+6.9194e-05i,0.0010157-0.00024324i,0.00074399-0.00058275i,0.00084117-0.00088824i,0.00074073-0.00090132i,0.00094052-0.00057686i,0.00017369-0.00031661i,-0.00085135-0.00041241i,-1.5845e-05+0.0001214i,0.00017743+0.00066383i,-6.226e-05+0.0007419i
0.0010972+0.00028156i,0.00075422+0.00033945i,0.0013046+0.00060586i,0.0016555+0.00067345i,0.0013564+0.00053712i,1.4466e-05+0.00041533i,-0.00083896+0.0010985i,-0.00014739+0.0013512i,0.00043815+0.00070979i,0.00064812-0.00051122i,0.0010706-0.00097808i,0.0011239-0.0010131i,0.00091591-0.0002814i,0.00088767+0.00097626i,0.00069427+0.00050712i,0.0006721-0.00047675i,0.00034832-0.00021984i,0.00044816+4.8746e-05i,0.00062641+9.2877e-05i,0.00052801+0.00062333i,0.00055954+0.00058583i,0.00053131+0.00019518i,0.0003408-2.1273e-05i
0.00027192-0.0005948i,0.0001158-0.00026852i,-0.00017952-0.00091788i,-0.00064102-0.00068937i,-0.00092687+0.00015487i,-0.0009598+0.001316i,0.00035481+0.002027i,0.00099238+0.0018165i,0.0008818+0.0012084i,0.0013504+0.00025773i,0.0013057-0.00063788i,0.00038443-0.00083408i,-0.00047982-0.00036512i,-8.1383e-05-0.00031203i,0.00023635-0.00050523i,4.9615e-08-0.00036993i,1.9568e-05-0.00048683i,0.00044032-0.00075583i,0.00010802-0.00024926i,-0.00042826+0.00021195i,0.0001974-0.00021872i,0.0011368-0.0011718i,0.00078778-0.0010666i
-0.0010848+0.0016815i,-0.0013698+0.00044885i,-0.0010291+0.0001725i,-0.00079502+0.0012623i,-0.00045946+0.00086456i,-0.00049079+0.00019895i,-0.00053265+0.0004934i,-0.00018763+0.0005235i,0.00046623+0.0003835i,0.0008498-0.00014507i,0.00078582-0.00084459i,0.0010256-0.0012952i,0.00099036-0.0008088i,0.00091232-0.0002385i,0.00092352+8.4848e-05i,-8.6064e-05+0.00031346i,-0.00080254+2.8986e-05i,-0.0005804-8.126e-05i,-0.00084145+4.5236e-05i,-0.00034179+0.00049057i,0.00049696+0.0010679i,0.00072312+0.00073456i,0.00035196+0.00060107i
0.0026357+0.00057027i,0.0018628-0.0006547i,0.00095814-0.0016567i,-8.6657e-05-0.0024195i,-0.00066807-0.0011118i,-0.00098833+0.00097243i,-0.00042898+0.002705i,0.0013546+0.0029167i,0.0015743+0.0011532i,0.00043994-9.5943e-05i,-0.00022989-0.00060185i,-0.00096436-0.00094785i,-0.00056929-0.00050062i,0.0009982+0.00011823i,0.00075471-0.0002782i,-0.00011132-0.00072439i,-0.00091454-0.00037633i,-0.0011818+0.00015193i,-0.00021556-0.00025707i,-2.6871e-05-0.00081454i,9.7507e-05-0.00042051i,0.00054644+5.6604e-05i,0.0005022+0.00027556i
0.0011773+0.0021785i,0.0006086+0.0014131i,0.0017722-0.00024145i,0.0015123-0.00093503i,-0.00030406-0.00064182i,-0.00119+0.00020316i,-0.00059503+0.0011304i,-0.00026244+0.00074433i,-3.0334e-05-0.00018447i,0.00049298-0.00076907i,-0.00031335-0.0011767i,-0.00061805-0.00073452i,-0.00031425-0.00058179i,-0.0004252-0.00077077i,2.666e-05-0.00044826i,0.00044907-0.0003578i,0.00011872-0.00042757i,8.7233e-05-0.00015711i,-0.00030335-4.3299e-05i,-0.00068383-0.00021822i,-0.00050596+5.7235e-05i,-7.9228e-05+0.00071145i,0.00010318+0.00045983i
0.0014373-0.00037597i,0.00075493+0.0004992i,-0.00084816+0.00062842i,-0.00079227-0.00056484i,-0.00013641-0.00044468i,9.958e-05-0.00030738i,0.00086939+0.00039588i,0.001696+0.0011415i,0.0019959+0.00069825i,0.0010702+0.00026112i,0.00018916+0.00043638i,0.00012846-2.4076e-05i,8.062e-05-0.00010253i,0.00064302+8.3008e-05i,0.00071878+2.8352e-05i,0.00025051-0.00066748i,0.000778-0.0006209i,0.0010899-0.00013761i,0.00059102+0.00019548i,2.7814e-06-0.00018006i,0.0007245-0.0002399i,0.0014039+0.0002537i,0.00061949-0.0001926i
-0.0011028+0.0009418i,7.5114e-05+0.00063547i,0.00031377+0.00080331i,4.9708e-05+0.00095545i,-0.00038303+0.00025627i,-0.00036502-0.00016229i,0.00053818+1.402e-05i,0.00060773+0.00037399i,0.00024299+0.00026494i,0.00039643+0.00040011i,-1.8232e-06+0.00058011i,0.00011316+0.00023486i,0.00061723-3.6281e-05i,0.00067019-0.00027692i,0.00051077-0.0006708i,0.0009587-0.00026977i,0.0010504+0.00039912i,2.4347e-06+0.00033107i,-4.0635e-05-0.00098241i,0.00024224-0.0018607i,4.4859e-05-0.00075878i,-0.00023142+0.0003869i,-0.00054201+0.00041938i
-0.00091679-0.00086819i,-0.0011876-0.00096092i,-0.00077651-0.0010062i,-0.00028194-0.0010781i,-0.00076397-0.0001548i,-0.00064322+0.00040376i,0.00033527+0.00089906i,0.00069538+0.0014086i,2.3769e-05+0.00018587i,-0.00039109-0.00048351i,3.7018e-06-0.00010642i,-0.00021208-0.00024571i,-0.00057353-3.5291e-05i,-0.0002731+0.00050989i,-0.00025524+0.00061365i,-0.00010775+0.00076085i,0.00044036+0.00086069i,0.00034077+0.00025592i,-0.00019956-0.00030112i,5.5134e-05+0.00019768i,0.00045899+0.00060367i,-0.00061499+0.0004875i,-0.001494+0.00019222i
-0.0014189+0.0005866i,-0.00072042+0.0015358i,-0.001258+0.0018299i,-0.00082477+0.0012531i,1.7534e-05+0.00060264i,-0.00020889+0.00016806i,-0.00028516+0.0011123i,-0.00020386+0.0018864i,-0.00066417+0.0014466i,-0.00034693+0.00066626i,-0.00011189-6.0719e-05i,-4.3307e-05-0.00068173i,-0.00018543-0.00031287i,0.00026611+0.00051717i,0.0014731+0.00072684i,0.00063929+0.00010261i,-0.00044565-0.00034847i,-0.0001668-0.00060297i,1.5658e-06-0.00042856i,-0.00044727+0.00032885i,-0.00044885+0.00013139i,0.00058822-0.00053236i,0.00063129-0.00049042i
-0.00031319-0.00014726i,0.00043064-0.00050227i,0.0005689+0.00033527i,-0.00027706+0.0011442i,-0.0013209+0.001041i,-0.00077569+0.00076474i,-0.00015657+0.0008647i,-0.00038154+0.00092385i,-0.0008416+0.00068349i,-0.00061597+8.6202e-05i,-0.00021892-0.00015009i,-0.00033615+0.00034818i,-3.0205e-05+0.00025932i,0.00023202-0.00016664i,0.00015896-0.00052947i,0.0011069-0.00092292i,0.0011944-0.00067489i,-0.00022569-0.00068743i,-0.00075271-0.00085678i,-0.00037464+0.00054605i,-0.00020171+0.0011262i,-5.52e-05+0.0006565i,0.00046173+0.00080152i
