-0.0011877+0.0009206i,-0.00088577-2.6003e-05i,-0.001342-0.00043575i,-0.00093732-0.00069069i,-0.0014974-0.0002416i,-0.0022156+0.0019443i,-0.0014387+0.0029327i,0.00020977+0.0026636i,0.0012182+0.0019429i,0.0017062+0.00049577i,0.0010927-0.00045983i,-0.00067019-0.00052109i,-0.0010082-0.00037148i,-0.00073473-0.00054946i,-0.00091476-0.00039672i,-0.000958+1.6396e-05i,-0.00033331-0.00012534i,0.00036452-0.00094465i,-6.1914e-05-0.00074495i,-0.00026475-3.4134e-05i,0.00018229+0.00086673i,-0.00011577+0.00096832i,-0.00063357+0.00033197i
-0.11139+0.067765i,-0.22971+0.13988i,-0.27256+0.18001i,-0.16464+0.10188i,-0.034761-0.062692i,0.00063596-0.17415i,0.015265-0.18222i,0.039806-0.14275i,0.041054-0.092297i,0.027642-0.053585i,0.0020875-0.031255i,-0.02105-0.011843i,-0.028867-0.00032386i,-0.039141+0.011558i,-0.04671+0.030898i,-0.033349+0.037184i,-0.012341+0.024681i,-0.0019295+0.016059i,0.0024311+0.017686i,0.0084973+0.016125i,0.014305+0.010849i,0.012712+0.010358i,0.0070857+0.011912i
0.017728-0.17313i,0.047585-0.38396i,0.015704-0.48765i,-0.05263-0.29326i,-0.012021+0.018086i,0.10412+0.14622i,0.11442+0.093787i,0.050433+0.039804i,0.027316+0.034513i,0.043604+0.038854i,0.063066+0.02342i,0.059063-0.01134i,0.036903-0.033498i,0.032574-0.040173i,0.03848-0.047717i,0.025403-0.044395i,0.0080471-0.027919i,0.010368-0.019268i,0.020905-0.025238i,0.019615-0.03397i,0.0080959-0.038288i,-0.0016232-0.040306i,-0.0094781-0.03237i
0.08489+0.12805i,0.1428+0.29976i,0.13571+0.38665i,0.03006+0.24413i,-0.11401-0.0044468i,-0.20237-0.17442i,-0.21462-0.20478i,-0.16981-0.14463i,-0.10235-0.099911i,-0.075269-0.095042i,-0.083589-0.065705i,-0.077614-0.021195i,-0.064102-0.00066843i,-0.06776+0.01118i,-0.075779+0.028103i,-0.065293+0.03793i,-0.048511+0.039194i,-0.036974+0.041347i,-0.021011+0.0356i,-0.0070957+0.023486i,6.7117e-05+0.023409i,0.0063536+0.028999i,0.0088093+0.020384i
-0.13514+0.015062i,-0.22956+0.014881i,-0.20746+0.035312i,-0.032221+0.083117i,0.10107+0.115i,0.074061+0.14276i,-0.0040201+0.18691i,-0.032198+0.17887i,-0.02187+0.12005i,0.0083008+0.075761i,0.046225+0.044907i,0.064531+0.021827i,0.068666+0.017479i,0.087637+0.014911i,0.10994-0.0011175i,0.099931-0.0161i,0.067075-0.019504i,0.035215-0.02419i,0.0056496-0.027832i,-0.010994-0.020845i,-0.011399-0.012876i,-0.0055188-0.0092206i,0.0012233-0.0043606i
0.0025989-0.1103i,-0.022955-0.20254i,-0.10773-0.23715i,-0.18024-0.21825i,-0.17543-0.23597i,-0.16295-0.23672i,-0.1373-0.13084i,-0.05485-0.018401i,-0.003801-0.0014769i,-0.028483-0.022388i,-0.062437-0.023776i,-0.071565-0.0081372i,-0.06274+0.0088724i,-0.061236+0.015849i,-0.068178+0.017722i,-0.053912+0.019355i,-0.023535+0.021873i,-0.00049615+0.024358i,0.0017201+0.020229i,-0.010322+0.015488i,-0.018976+0.01429i,-0.024323+0.011942i,-0.028541+0.012242i
0.14129+0.082092i,0.34179+0.15071i,0.54349+0.14003i,0.53279+0.073867i,0.32956+0.13682i,0.21345+0.27204i,0.21854+0.26312i,0.17123+0.1445i,0.078434+0.082836i,0.050228+0.082077i,0.071225+0.059273i,0.071606+0.018921i,0.047132+0.012007i,0.046053+0.031283i,0.072814+0.033929i,0.084485+0.0091096i,0.069297-0.018323i,0.045914-0.026767i,0.029202-0.019352i,0.022533-0.0098577i,0.026985-0.010215i,0.036745-0.019118i,0.032572-0.023396i
-0.17642+0.076179i,-0.40108+0.15676i,-0.60065+0.23088i,-0.58148+0.19978i,-0.39737+0.032395i,-0.24043-0.13451i,-0.12712-0.19611i,-0.046726-0.17635i,-0.010463-0.1267i,-0.0099221-0.087632i,-0.037743-0.06012i,-0.055182-0.037834i,-0.049099-0.047429i,-0.066666-0.082457i,-0.10954-0.089034i,-0.12288-0.051693i,-0.090219-0.0088801i,-0.040389+0.011184i,-0.0060459+0.010841i,-0.0021364+0.0028621i,-0.020063+0.0028773i,-0.032709+0.012909i,-0.025052+0.016005i
0.076048-0.19088i,0.20741-0.38262i,0.34181-0.46628i,0.35067-0.26545i,0.26649+0.069776i,0.20304+0.22121i,0.12616+0.14663i,0.021951+0.04309i,-0.026173+0.023383i,0.0010229+0.042986i,0.042819+0.045405i,0.058994+0.032257i,0.063328+0.0369i,0.085946+0.060403i,0.11224+0.065154i,0.10427+0.041776i,0.066999+0.015502i,0.031292-0.0027927i,0.017922-0.013225i,0.025547-0.016443i,0.032239-0.018089i,0.026508-0.0153i,0.01852-0.0050344i
0.073122+0.14689i,0.074118+0.28418i,-0.018091+0.30208i,-0.14072+0.10141i,-0.19172-0.15204i,-0.20499-0.284i,-0.23889-0.2468i,-0.21901-0.10296i,-0.12429-0.025107i,-0.067237-0.038984i,-0.066377-0.032148i,-0.057193+0.0018132i,-0.039442+0.0062444i,-0.048669-0.015164i,-0.072877-0.030105i,-0.079159-0.03014i,-0.066966-0.023972i,-0.055431-0.019686i,-0.053876-0.014204i,-0.057427+0.0011605i,-0.04917+0.018554i,-0.030345+0.018534i,-0.018284+0.0062519i
-0.10103-0.018512i,-0.10801-0.042187i,0.042783-0.034638i,0.29258+0.019025i,0.41533+0.071047i,0.3238+0.15115i,0.17847+0.23479i,0.083013+0.23246i,0.032232+0.17593i,0.0327+0.11697i,0.055244+0.058517i,0.056707+0.017762i,0.040407+0.011973i,0.039751+0.035261i,0.069805+0.057722i,0.10339+0.050618i,0.11132+0.016874i,0.086708-0.018707i,0.046256-0.032235i,0.022155-0.021348i,0.018475-0.0034692i,0.022034+0.0063577i,0.021222+0.0071241i
-0.036188-0.099263i,-0.20054-0.18005i,-0.47133-0.22845i,-0.63259-0.22155i,-0.53069-0.20736i,-0.32161-0.20904i,-0.17645-0.13906i,-0.058645-0.025577i,0.020819+0.0075641i,0.018976-0.014434i,-0.0045813-0.025846i,-0.013725-0.032468i,-0.02197-0.043586i,-0.035656-0.056488i,-0.057993-0.0624i,-0.076076-0.047536i,-0.073745-0.010646i,-0.046175+0.028737i,-0.013414+0.035129i,-0.0091772+0.0080016i,-0.022709-0.013349i,-0.026466-0.01678i,-0.020605-0.014694i
0.21481+0.066748i,0.54355+0.12165i,0.85808+0.14605i,0.83272+0.13694i,0.49805+0.16767i,0.25324+0.24314i,0.23322+0.21492i,0.23458+0.094164i,0.17087+0.021373i,0.11429+0.0098816i,0.095653-0.0023837i,0.083761-0.024364i,0.053039-0.023958i,0.02826+0.0067557i,0.027659+0.038039i,0.025354+0.047539i,0.0063128+0.039163i,-0.017099+0.031837i,-0.015195+0.037986i,0.019963+0.038822i,0.045095+0.02059i,0.037743+0.0045143i,0.021331+0.001321i
-0.314+0.063603i,-0.73468+0.15746i,-1.0988+0.23975i,-1.034+0.21729i,-0.65307+0.041377i,-0.37011-0.1679i,-0.22712-0.21695i,-0.092741-0.16028i,-0.008299-0.12285i,-0.012348-0.087283i,-0.04418-0.034821i,-0.055208+0.0034274i,-0.041565+0.0020218i,-0.036484-0.030778i,-0.057329-0.060711i,-0.074136-0.059956i,-0.064771-0.03655i,-0.039844-0.021207i,-0.025764-0.023735i,-0.033594-0.02621i,-0.043341-0.012514i,-0.03926+0.0032566i,-0.02999+0.0049425i
0.25655-0.15266i,0.63041-0.27524i,0.99231-0.30714i,0.97067-0.19729i,0.59074-0.011473i,0.2587+0.129i,0.089238+0.10445i,-0.047067-0.00070158i,-0.13727-0.026001i,-0.11828-0.0026899i,-0.057048-0.018446i,-0.02998-0.037403i,-0.018221-0.00037529i,0.02313+0.065329i,0.087285+0.097541i,0.12962+0.078996i,0.12961+0.043226i,0.10118+0.013101i,0.055202-0.0096187i,0.012925-0.013124i,0.004329-0.0040739i,0.018558-0.0027937i,0.020882-0.0062347i
-0.11222+0.092705i,-0.31651+0.094107i,-0.56689-0.0045362i,-0.58821-0.14064i,-0.34309-0.22949i,-0.15242-0.25501i,-0.1279-0.17754i,-0.099582-0.065352i,-0.023183-0.034669i,0.013684-0.046066i,0.002584-0.023925i,-0.01288+0.0088895i,-0.026159+0.011617i,-0.048879-1.3611e-05i,-0.063659+0.0016008i,-0.046819+0.005701i,-0.013682-0.0036727i,0.014018-0.011576i,0.030869-0.0084596i,0.029015+0.0020482i,0.014203+0.017769i,0.0067479+0.027291i,0.005793+0.024149i
0.0089747+0.1108i,0.15548+0.30814i,0.42449+0.47413i,0.54389+0.41374i,0.35333+0.27181i,0.13774+0.25947i,0.087227+0.23697i,0.042405+0.16457i,-0.0102+0.15539i,0.009405+0.13486i,0.031931+0.060081i,0.02536+0.013087i,0.020912+0.0092612i,0.029968+0.018434i,0.048635+0.020638i,0.057529+0.010021i,0.051811+0.0011232i,0.043022-1.1923e-05i,0.023378+0.0017219i,-0.0032098+0.0017577i,-0.013694-0.0036537i,-0.0098477-0.01317i,-0.0097726-0.014665i
-0.01673-0.31077i,-0.18384-0.71598i,-0.48439-0.96989i,-0.63486-0.71241i,-0.41603-0.23889i,-0.12118-0.041359i,-0.056588+0.00051533i,-0.038989+0.081155i,0.032884+0.10559i,0.048858+0.079937i,0.029866+0.069918i,0.021597+0.054124i,0.023734+0.030253i,0.030775-0.0061678i,0.010589-0.048633i,-0.040119-0.061877i,-0.081635-0.046401i,-0.089772-0.017378i,-0.058221+0.0099588i,-0.0085726+0.016523i,0.014955+0.00075311i,0.0064199-0.013208i,-0.0018826-0.012648i
0.079767+0.36439i,0.24188+0.77979i,0.43852+1.0252i,0.4686+0.75087i,0.23563+0.24559i,-0.00305-0.0085676i,0.0045763-0.072997i,0.080278-0.14764i,0.055189-0.20387i,-0.0027616-0.1833i,-0.0042155-0.11066i,0.044376-0.053387i,0.063407-0.032743i,0.040438-0.0086233i,0.032564+0.012551i,0.033158+0.0057475i,0.0073811-0.012418i,-0.025765-0.035381i,-0.037422-0.056966i,-0.022244-0.056361i,0.0032542-0.039569i,0.012829-0.023474i,0.0054365-0.010129i
-0.089709-0.21623i,-0.19465-0.46392i,-0.26673-0.59413i,-0.21019-0.39181i,-0.022794-0.083407i,0.085811+0.027943i,-0.012385+0.041319i,-0.098024+0.088689i,-0.048429+0.12147i,0.019254+0.1103i,0.027402+0.078254i,-0.0035191+0.041534i,-0.014125+0.016424i,0.0032616-0.0029536i,0.0084305-0.019751i,0.014695-0.022657i,0.048727-0.023163i,0.083567-0.031461i,0.071271-0.032642i,0.01808-0.007092i,-0.022282+0.026629i,-0.030839+0.033792i,-0.024054+0.020469i
-0.00804+0.0055706i,-0.078916+0.02723i,-0.13896+0.029485i,-0.10913-0.13058i,-0.098876-0.40074i,-0.15499-0.48521i,-0.15739-0.32766i,-0.13406-0.17113i,-0.14869-0.10964i,-0.14171-0.075825i,-0.097136-0.055923i,-0.060957-0.044303i,-0.047636-0.025681i,-0.042336+0.002389i,-0.024076+0.03029i,-0.0027553+0.046293i,0.0014761+0.071139i,0.0028684+0.10202i,0.01652+0.086974i,0.024305+0.016203i,0.01381-0.041434i,0.010298-0.043344i,0.01705-0.027582i
0.17655+0.17634i,0.44867+0.33383i,0.65016+0.41046i,0.52403+0.38863i,0.21738+0.40922i,0.020833+0.44636i,-0.06521+0.34164i,-0.13621+0.19586i,-0.15141+0.13718i,-0.083026+0.10624i,-0.0034621+0.044027i,0.011274-0.022423i,-0.027698-0.039355i,-0.052409-0.0065741i,-0.051722+0.030414i,-0.044268+0.044168i,-0.032417+0.036751i,-0.023735+0.021214i,-0.025683+0.014949i,-0.027193+0.025804i,-0.016017+0.038657i,-0.0028183+0.040196i,0.0018354+0.034184i
-0.26729-0.21703i,-0.59888-0.42466i,-0.81921-0.56082i,-0.67312-0.4897i,-0.31586-0.34512i,-0.056186-0.26103i,0.069672-0.098383i,0.212+0.097962i,0.3408+0.11925i,0.31021+0.005039i,0.17075-0.04737i,0.074804-0.0030964i,0.055559+0.019025i,0.044816-0.027226i,0.016458-0.076429i,-0.011213-0.088363i,-0.026365-0.087898i,-0.021155-0.093132i,-0.0088498-0.083992i,-0.0085228-0.045099i,-0.0089568-0.0056936i,-0.0017987-0.00097794i,-0.010881-0.013962i
0.20946+0.13426i,0.4385+0.33423i,0.581+0.57854i,0.44486+0.64896i,0.085438+0.55952i,-0.18409+0.50083i,-0.1658+0.39585i,-0.074767+0.20463i,-0.093484+0.10233i,-0.084528+0.1268i,0.022688+0.11915i,0.10259+0.048108i,0.10138+0.020573i,0.096375+0.056476i,0.10652+0.087715i,0.099986+0.096435i,0.090191+0.10689i,0.088521+0.10393i,0.067407+0.054172i,0.015003-0.017488i,-0.038825-0.041806i,-0.050922-0.015057i,-0.022855-0.0028919i
0.0063345-0.036409i,0.050745-0.21302i,0.08357-0.53575i,0.081965-0.68896i,0.15195-0.52232i,0.24002-0.34522i,0.14881-0.28669i,-0.0079938-0.21624i,-0.039099-0.14924i,-0.040531-0.11914i,-0.094608-0.065947i,-0.11986-0.014282i,-0.097294-0.0087593i,-0.078753-0.028473i,-0.068-0.054797i,-0.046709-0.093088i,-0.041188-0.13965i,-0.072988-0.16079i,-0.09322-0.11074i,-0.044271-0.016588i,0.0331+0.022884i,0.049415+0.0016208i,0.020215+0.0051182i
-0.25167-0.02462i,-0.5452+0.10351i,-0.69863+0.37578i,-0.50682+0.48145i,-0.26608+0.23481i,-0.19231+0.0017158i,-0.067048+0.0035013i,0.11296+0.013057i,0.14079-0.038611i,0.066241-0.063049i,0.015442-0.072289i,-0.0055757-0.056119i,-0.0056537-0.0077011i,0.0030374+0.043157i,0.013774+0.080301i,0.027229+0.088862i,0.036466+0.077582i,0.041208+0.058392i,0.02682+0.033324i,-0.0014769+0.028507i,-0.0056453+0.04311i,0.0064652+0.030968i,-0.0037723-0.00093502i
0.34112+0.00041554i,0.70694-0.14145i,0.87269-0.41941i,0.58778-0.56909i,0.2267-0.36899i,0.10374-0.1323i,-0.045875-0.12022i,-0.29118-0.082084i,-0.36854+0.04363i,-0.24903+0.067092i,-0.12898-0.023921i,-0.11573-0.11712i,-0.13579-0.12216i,-0.093525-0.098674i,-0.034675-0.10672i,-0.0049065-0.087435i,0.030235-0.024292i,0.064521+0.022021i,0.058532+0.018582i,-0.0054815-0.011743i,-0.076865-0.013254i,-0.070849+0.016958i,-0.021401+0.022701i
-0.25753+0.027656i,-0.52572+0.13263i,-0.68054+0.32483i,-0.46092+0.45415i,-0.089611+0.30826i,0.028071+0.072668i,-0.014824+0.080187i,0.044719+0.15693i,0.13537+0.090337i,0.14098+0.0064794i,0.13297+0.0053495i,0.13726+0.019597i,0.099143+0.0047405i,0.025046+0.017079i,-0.036915+0.0664i,-0.095102+0.10065i,-0.16317+0.11923i,-0.19617+0.13449i,-0.14794+0.13429i,-0.029267+0.092663i,0.073606+0.018519i,0.092224-0.018764i,0.06919-0.0074571i
-0.050645+0.011909i,-0.047558+0.043621i,0.0032404+0.061471i,0.014585+0.0095091i,-0.058961+0.020867i,-0.05992+0.14402i,0.092172+0.20772i,0.22955+0.21391i,0.27358+0.21714i,0.26409+0.13164i,0.19409-0.0073515i,0.12662-0.056388i,0.13743-0.02711i,0.19341-0.024019i,0.22471-0.075693i,0.19919-0.12888i,0.16699-0.14193i,0.16429-0.1313i,0.1294-0.11198i,0.045631-0.054531i,-0.012106+0.012192i,-0.013142+0.020302i,-0.0038599-0.020133i
0.28754-0.029635i,0.58061-0.1676i,0.75614-0.30415i,0.67237-0.30784i,0.42874-0.23332i,0.11001-0.13311i,-0.19477-0.00040557i,-0.33984+0.0062254i,-0.35326-0.10005i,-0.2629-0.082524i,-0.059695-0.010114i,0.08734-0.045426i,0.071545-0.060261i,0.027505+0.026263i,0.037343+0.095043i,0.056797+0.083483i,0.061162+0.03909i,0.050745-0.015429i,0.014071-0.066037i,-0.023518-0.069296i,-0.024238-0.023808i,-0.012176+0.030174i,-0.013819+0.062818i
-0.2544+0.14078i,-0.65086+0.2888i,-0.98158+0.41226i,-0.99852+0.3432i,-0.89016+0.19013i,-0.75586+0.19979i,-0.45462+0.32256i,-0.13367+0.38954i,0.022539+0.37198i,0.037327+0.28261i,-0.031948+0.21011i,-0.11505+0.20826i,-0.15054+0.18873i,-0.16901+0.12077i,-0.1723+0.05332i,-0.11626-0.023894i,-0.060362-0.11611i,-0.047189-0.16122i,-0.033953-0.13349i,-0.0054195-0.069611i,0.02272-0.033093i,0.034591-0.054207i,0.022915-0.069039i
-0.078995+8.7312i,2.2025+8.4787i,6.0252+9.0525i,7.6883+6.1332i,6.4682+1.9554i,3.4628-1.2871i,0.74238-1.932i,-0.1616-1.0804i,0.21825-0.12792i,1.0842+0.40596i,1.6453+0.21339i,1.7256-0.32453i,1.5767-0.73298i,1.2404-0.66843i,1.0543-0.37368i,0.9391-0.30158i,0.57622-0.33401i,0.26253-0.1634i,0.27015+0.07871i,0.4031+0.11654i,0.50131-0.020423i,0.49358-0.17171i,0.32-0.23439i
0.0064257+0.053855i,-0.14056-0.062514i,-0.41525-0.17651i,-0.50601-0.18564i,-0.33493-0.21551i,-0.24658-0.26545i,-0.25416-0.11091i,-0.12979+0.19212i,0.034667+0.39344i,0.078355+0.40657i,-0.010403+0.33251i,-0.13303+0.31081i,-0.12391+0.28807i,-0.054066+0.14377i,-0.062061+0.0068232i,-0.044317+0.002699i,0.035277+0.030056i,0.065298+0.026525i,0.034265+0.0099036i,-0.0070938-0.015477i,-0.033036-0.020078i,-0.027711-0.0038745i,-0.0082227+0.011289i
-0.095945+0.18879i,-0.082028+0.44723i,0.14824+0.55211i,0.34683+0.25922i,0.18254-0.061181i,-0.062518-0.052298i,-0.058173+0.0095193i,0.015837-0.07438i,0.0012303-0.10784i,-0.023096-0.033518i,-0.036375+0.028023i,-0.06465+0.038164i,-0.09644-0.0020086i,-0.1287-0.050774i,-0.14162-0.038913i,-0.092547+0.033874i,0.0069646+0.1062i,0.092646+0.14907i,0.12269+0.13388i,0.08067+0.045273i,0.0021747-0.034447i,-0.037575-0.047932i,-0.029141-0.041689i
0.16711-0.33851i,0.22755-0.72067i,0.049944-0.92427i,-0.24196-0.59574i,-0.23187-0.08067i,-0.014555+0.061054i,0.020481-0.10854i,-0.037919-0.25476i,-0.035343-0.2907i,-0.040098-0.21677i,-0.056764-0.074397i,-0.049837+0.0071321i,-0.063109-0.019313i,-0.13363-0.0654i,-0.19046-0.038623i,-0.16162+0.023485i,-0.099171+0.06816i,-0.03898+0.11821i,0.032528+0.12894i,0.063638+0.052391i,0.031811-0.032315i,-0.0041136-0.066594i,-0.020108-0.069912i
-0.16071+0.25122i,-0.27813+0.53869i,-0.28443+0.6956i,-0.09005+0.50178i,0.10834+0.14098i,0.14981-0.083602i,0.11674-0.16244i,0.04658-0.23545i,-0.047927-0.28139i,-0.12658-0.22622i,-0.16022-0.13101i,-0.14303-0.081102i,-0.094954-0.072203i,-0.05055-0.073399i,-0.051295-0.056512i,-0.080184-0.0051128i,-0.09045+0.034165i,-0.07495+0.037549i,-0.028618+0.035953i,0.02232+0.027491i,0.032046+0.0047904i,0.0062012-0.016646i,-0.028496-0.018594i
0.016941-0.062156i,0.060802-0.061189i,0.1302+0.047022i,0.13283+0.24352i,0.069137+0.38934i,0.023008+0.40804i,0.0038322+0.3912i,0.051859+0.39906i,0.11924+0.35943i,0.094786+0.2743i,0.0031094+0.20464i,-0.085651+0.15536i,-0.12679+0.10172i,-0.131+0.056115i,-0.13354+0.072544i,-0.1189+0.14696i,-0.073768+0.2004i,-0.017986+0.16973i,0.025014+0.070728i,0.034356-0.013403i,0.011611-0.038952i,-0.013016-0.026233i,-0.012432-0.0029087i
0.053739-0.14456i,0.044643-0.34501i,-0.030981-0.47987i,-0.0096517-0.39684i,0.15301-0.24706i,0.24287-0.16768i,0.22289-0.062591i,0.2041+0.02012i,0.17186-0.0041844i,0.10354-0.042095i,0.037264-0.028466i,-0.012056+0.016518i,-0.038433+0.050226i,-0.035036+0.039612i,-0.009319+0.017851i,0.031189+0.020142i,0.057234+0.046497i,0.031082+0.074932i,-0.018406+0.068304i,-0.044738+0.026766i,-0.051446-0.006484i,-0.048001-0.01055i,-0.028124-0.00041273i
-0.030183+0.31099i,0.050453+0.68535i,0.25591+0.91103i,0.38148+0.65365i,0.22296+0.20758i,0.022146+0.05146i,0.042799+0.037378i,0.078465-0.064793i,0.01273-0.11447i,0.00054122-0.06767i,0.049917-0.042501i,0.077626-0.030631i,0.084364-0.0065837i,0.079405+0.0055631i,0.060781+0.012077i,0.045847+0.0076691i,0.036753-0.015017i,0.015476-0.018029i,-0.012991+0.014568i,-0.018204+0.045751i,-0.0067397+0.050194i,-0.0092874+0.04311i,-0.010363+0.036971i
-0.041221-0.31018i,-0.14511-0.68738i,-0.32081-0.98821i,-0.50088-0.8383i,-0.49691-0.35088i,-0.29214-0.063191i,-0.11204-0.11202i,-0.026828-0.23845i,-0.008529-0.28242i,-0.053548-0.23422i,-0.11156-0.14196i,-0.11866-0.074352i,-0.082384-0.043584i,-0.040526-0.028058i,-0.014135-0.031943i,-0.017373-0.036608i,-0.022169-0.010366i,0.0069582+0.031978i,0.045647+0.049254i,0.048314+0.028813i,0.019535+0.0067582i,-0.00095296+0.0029148i,-0.011352-0.0022777i
0.1065+0.16426i,0.21751+0.37156i,0.30227+0.60161i,0.37563+0.62172i,0.4065+0.40188i,0.3561+0.23142i,0.29847+0.19314i,0.2138+0.15255i,0.088032+0.10099i,0.010372+0.078203i,-0.0057207+0.055741i,-0.0061861+0.029604i,0.0061739+0.013141i,0.015024-0.0045494i,0.00078557-0.0035578i,-0.014787+0.032019i,-0.016523+0.065178i,-0.0065124+0.065333i,0.0071977+0.041136i,0.013472+0.018133i,0.018457+0.010056i,0.022621+0.0082801i,0.01375+0.0089459i
-0.083105+0.035801i,-0.1109+0.033086i,-0.097466-0.069574i,-0.13187-0.14942i,-0.17701-0.051866i,-0.10612+0.041913i,-0.022258+0.0050204i,-0.038667-0.0075319i,-0.081021+0.050617i,-0.080008+0.08158i,-0.06862+0.063211i,-0.074072+0.035221i,-0.070293+0.0079709i,-0.053856-0.027345i,-0.04957-0.048456i,-0.039718-0.02418i,0.00014776+0.012948i,0.036247+0.014994i,0.032652+0.0015478i,0.0080302+0.010766i,-0.0044613+0.019506i,-0.0061634+0.0071584i,-0.0084302+0.0068269i
-0.017199-0.17735i,-0.087229-0.31417i,-0.11489-0.30619i,0.037821-0.12948i,0.26815-0.0017798i,0.33731-0.0083689i,0.24874-0.055019i,0.15063-0.084458i,0.10063-0.080556i,0.071236-0.082114i,0.012087-0.088455i,-0.043493-0.043068i,-0.034005+0.017461i,0.0070547+0.039385i,0.039853+0.041247i,0.064435+0.042255i,0.075392+0.049122i,0.060608+0.055118i,0.037324+0.043995i,0.029687+0.01764i,0.024013-0.01113i,0.010587-0.026411i,0.0071872-0.023022i
0.14517+0.16947i,0.30013+0.29294i,0.36023+0.29722i,0.2337+0.092102i,0.055699-0.14535i,-0.025139-0.20714i,-0.02509-0.16505i,-0.011511-0.13362i,-0.019069-0.1141i,-0.047078-0.060521i,-0.041533+0.022475i,0.01175+0.070588i,0.054388+0.052686i,0.044561+0.0062571i,0.00040901-0.019063i,-0.019588-0.017589i,0.0051574-0.017053i,0.024419-0.021033i,0.0052067-0.013824i,-0.020867+0.0033178i,-0.031816+0.023027i,-0.033934+0.039221i,-0.021464+0.041261i
-0.18971-0.084879i,-0.36046-0.16594i,-0.42832-0.2725i,-0.36573-0.26078i,-0.24296-0.089504i,-0.079477+0.039575i,0.043724+0.048546i,0.056368+0.041712i,0.04215+0.061743i,0.042253+0.04681i,0.023932+0.011003i,0.019624-0.0093595i,0.032803-0.037291i,0.030864-0.065394i,0.024553-0.068612i,0.03015-0.059029i,0.046867-0.061834i,0.062901-0.065062i,0.055413-0.049143i,0.032378-0.02907i,0.021536-0.016921i,0.016153-0.011636i,0.00042392-0.0070695i
0.10651-0.0445i,0.12816-0.021365i,0.055883+0.1721i,0.032631+0.39559i,0.12145+0.36676i,0.14181+0.17677i,0.081916+0.066458i,0.075775+0.014349i,0.075308-0.056744i,0.02948-0.075147i,0.009179-0.042434i,0.013331-0.037739i,-0.0066746-0.046936i,-0.043267-0.025682i,-0.059888+0.010221i,-0.04792+0.01914i,-0.040884-0.0043075i,-0.046815-0.022377i,-0.039535-0.0077581i,-0.01182+0.024167i,0.018627+0.033814i,0.028201+0.021156i,0.020118+0.019067i
0.052351+0.11037i,0.20352+0.13903i,0.39735-0.041821i,0.40999-0.36229i,0.22209-0.50146i,0.096863-0.4221i,0.088058-0.33291i,0.033044-0.27039i,-0.057169-0.18048i,-0.079068-0.099191i,-0.056972-0.074917i,-0.051071-0.077775i,-0.046295-0.061307i,-0.011985-0.034254i,0.028244-0.028185i,0.040908-0.035729i,0.030438-0.032804i,0.0089788-0.022866i,-0.011184-0.0084889i,-0.014-0.0026603i,-0.014919-0.020248i,-0.024629-0.029014i,-0.015533-0.0088787i
-0.20163-0.089937i,-0.44871-0.084461i,-0.63799+0.058326i,-0.56006+0.27113i,-0.32286+0.34165i,-0.17302+0.25855i,-0.11252+0.14076i,-0.088187+0.042654i,-0.086976+0.018749i,-0.068388+0.041768i,-0.059178+0.044975i,-0.076717+0.044504i,-0.067235+0.046908i,-0.029196+0.030933i,-0.005887+0.015688i,0.0011936+0.015575i,0.014153+0.020841i,0.031746+0.029204i,0.044899+0.034386i,0.049377+0.030218i,0.037261+0.022763i,0.020488+0.021362i,0.024394+0.013627i
0.22841-0.0065664i,0.45991-0.07267i,0.58671-0.20625i,0.43621-0.35745i,0.15952-0.38939i,0.013702-0.30084i,-0.050952-0.1875i,-0.098199-0.064462i,-0.099954+0.012701i,-0.099186+0.012317i,-0.11571+0.018168i,-0.096395+0.054513i,-0.047271+0.04734i,-0.024706-0.010031i,-0.031472-0.061561i,-0.034843-0.082816i,-0.024432-0.085307i,-0.013916-0.082266i,-0.012201-0.068799i,-0.015738-0.046022i,-0.019852-0.020983i,-0.018368-0.0013968i,-0.01305+0.0024624i
-0.1183+0.10233i,-0.17392+0.20202i,-0.18003+0.2574i,-0.13847+0.25768i,-0.10849+0.24229i,-0.094539+0.24514i,-0.024295+0.24449i,0.043989+0.20849i,0.059131+0.16131i,0.053791+0.11602i,0.055933+0.082599i,0.070043+0.063133i,0.065942+0.043141i,0.034426+0.034811i,0.0091696+0.041406i,0.0030031+0.03758i,0.0046468+0.0078001i,0.00055398-0.027511i,-0.0094025-0.033822i,-0.00059182-0.019939i,0.0264-0.014923i,0.038485-0.017958i,0.024591-0.01231i
-0.069518-0.13566i,-0.21492-0.25236i,-0.35388-0.2717i,-0.35078-0.14038i,-0.21063+0.024783i,-0.067544+0.063147i,0.0063014+0.014911i,0.070829-0.00719i,0.11522+0.0050321i,0.092141+0.02736i,0.043114+0.041592i,0.013153+0.024881i,-0.0079013-0.0042784i,-0.020101-0.015353i,-0.018936-0.024034i,-0.019504-0.042132i,-0.03193-0.050767i,-0.0472-0.032338i,-0.044917+0.0082388i,-0.027106+0.036876i,-0.016842+0.025957i,-0.019833+0.00064399i,-0.014722-0.0037532i
