-0.0025796-0.00017296i,-0.0036717-0.00104i,-0.0037641-0.00027829i,-0.0024832+0.00096298i,-0.0016316+0.0028854i,-0.0015799+0.0031599i,-0.0015957+0.0021903i,-0.00073693+0.0010205i,0.00057854+0.00027636i,0.00069746+0.00052137i,0.0015803+0.00041105i,0.0018127+7.8457e-05i,0.0010881+9.8867e-05i,0.00070581+0.00068379i,0.00010867+0.00066116i,-0.00028716+0.00031633i,-0.00048799+0.00016483i,-0.00031293-1.4375e-05i,-0.00013352-0.00018292i,-0.00074047+0.00046658i,-0.00075911+0.00093128i,-0.00057819+0.0004538i,-0.00051377-0.00031319i
0.00018896-0.001853i,0.00076424-0.0029962i,0.001346-0.0027435i,-6.8103e-05-0.00096965i,-0.0014654-0.00029723i,-0.0015148-0.00026648i,-0.0015009-0.00012315i,-0.0011402-0.00096185i,-4.2836e-05-0.0027298i,0.00061461-0.0030641i,-0.00083117-0.0029106i,-0.0020782-0.0037731i,-0.0011874-0.0053998i,0.00086956-0.0054716i,0.00097554-0.0035301i,-0.00034338-0.0021958i,-0.0011587-0.0010624i,-0.0020629+0.00062587i,-0.0021056+0.0011312i,-0.0010192+0.00065307i,-0.00010463+6.3981e-05i,0.00035232-0.00053576i,-0.00015957+0.00042797i
0.0023143-7.4187e-05i,0.0020351+0.00058804i,-0.00094019-0.0014709i,-0.0034188-0.0026135i,-0.0039031-0.00169i,-0.0049486-0.00098295i,-0.0050386-0.0016737i,-0.0049466-0.0027518i,-0.0060897-0.0036591i,-0.0066269-0.0029085i,-0.0049249-0.0007986i,-0.00025139+0.00079088i,0.0043203+0.0012046i,0.0054036+0.0016148i,0.0038738+0.0024153i,0.0030354+0.0020317i,0.0023566+0.00017528i,0.0011138-0.0010205i,0.00029929-0.00059444i,-9.297e-05+0.00085643i,0.00011057+0.00080383i,-4.0164e-05+8.2433e-05i,4.0456e-05+0.00017038i
0.00014679+0.0025342i,0.00041531+0.0029972i,0.00062206+0.001836i,-7.0084e-05-0.00081734i,-0.0023458-0.0023614i,-0.0035882-0.0026144i,-0.0035809-0.0031863i,-0.0042849-0.0023063i,-0.0045794+0.00019579i,-0.0045509+0.0033628i,-0.0033236+0.0055259i,-0.00063961+0.0070224i,0.0010323+0.0081167i,0.00084757+0.0075313i,0.00065505+0.0047044i,0.0016479+0.0018153i,0.0019108+0.00063987i,0.0015319-1.2928e-05i,0.00071222-0.00065064i,-0.0010238-0.00061721i,-0.00091872-0.00038317i,-0.00033627+0.00023722i,-0.00030804+0.00093822i
-0.00091315+0.00064493i,-0.0022079-0.00019397i,-0.001526+0.00011646i,-0.00031306-0.00047122i,-0.001267-0.0018096i,-0.0021062-0.001991i,-0.00096754-0.0013122i,-0.00047212+0.00085294i,0.00035292+0.0039198i,0.0013099+0.0049179i,0.0018698+0.0041154i,0.00075354+0.0032687i,-0.0030613+0.0026107i,-0.0050964+0.0020255i,-0.003981+0.00093047i,-0.0022666-0.00011482i,-0.00063174+0.00017443i,0.00033522+0.00056749i,0.00059068+1.9456e-05i,0.00039656-0.0001939i,-0.00037326-3.0181e-05i,-0.00062523-9.8647e-05i,-0.00073435-0.00041512i
0.0019007-0.0013666i,0.0026177-0.002992i,0.0031083-0.003561i,0.0019014-0.0036502i,0.00035274-0.0039418i,-0.0005245-0.0024234i,0.00014664+0.00043162i,0.0028778+0.0023272i,0.0059669+0.0040844i,0.0080147+0.0027347i,0.007251-0.0011625i,0.0028651-0.003973i,-0.0015696-0.0054663i,-0.0032018-0.0054752i,-0.002642-0.0046157i,-0.0017031-0.0026877i,-0.0011545-0.00073407i,-0.00072361+0.00011164i,-9.1228e-05+0.00015351i,8.0401e-05+9.0661e-05i,-3.032e-05+1.501e-05i,-0.00036258-0.00028992i,-0.00027148+8.9638e-05i
0.0027772+0.0017423i,0.0042632+0.002263i,0.0041855+0.0014666i,0.0018241-0.00010603i,-3.5185e-06-0.0014729i,-0.00094699-0.0014242i,-0.00065901+0.00036835i,0.0011524+0.00071983i,0.0033123-0.0013213i,0.0052215-0.0036698i,0.0051739-0.0050816i,0.0037309-0.0061298i,0.0038111-0.0062297i,0.0040396-0.0048364i,0.0024329-0.0028505i,0.00022878-0.0018938i,-0.00038321-0.0015513i,-0.00054573-0.0013381i,-0.0017945-0.00012604i,-0.0020225+0.0011113i,-0.0010771+0.0011672i,6.1524e-05+0.00085995i,0.00048727+2.0786e-05i
0.0017434+0.0021976i,0.00094958+0.0028506i,0.00017644+0.0011579i,-0.0017575-0.0015817i,-0.0045008-0.0020955i,-0.0053505-0.0019696i,-0.0046393-0.0025012i,-0.0038496-0.0044956i,-0.0036785-0.0070327i,-0.0038245-0.0077864i,-0.0028778-0.005181i,-0.00032201-0.00050581i,0.0028626+0.003612i,0.003625+0.0048393i,0.0018551+0.0036956i,0.0011678+0.0016701i,0.00068719+0.00050615i,-0.0002213-0.00047016i,-0.000901-0.00071317i,-0.0013135+0.00079589i,-0.0009234+0.001125i,-0.00049768+0.00036562i,-0.00012952+0.0008463i
-0.0023522+0.0017146i,-0.0025855+0.001021i,-0.001738+0.0018488i,-0.00038253+0.0018987i,-0.0011793-0.00033539i,-0.0025831-0.0030886i,-0.0030863-0.0044859i,-0.00396-0.0048011i,-0.0053203-0.0049293i,-0.0072611-0.0027885i,-0.0082449+0.00062986i,-0.0070374+0.0037575i,-0.0058184+0.0063372i,-0.0043495+0.0065834i,-0.0016626+0.0038283i,0.00017009+0.0021045i,0.0011723+0.0021539i,0.0015633+0.0015484i,0.00147+0.00083728i,0.00093406-5.8863e-05i,0.00030965-0.00061401i,8.0325e-05+9.2485e-05i,-0.0008414+0.00082728i
-0.0013-0.00099885i,-0.00069763-0.00090186i,-0.00073015-0.0007076i,-0.00027223-0.0011522i,0.00044101-0.0021077i,0.0010849-0.0031497i,0.0011277-0.0023081i,-8.8535e-05+0.0010363i,-0.001652+0.0042885i,-0.002777+0.0060682i,-0.0030846+0.0062749i,-0.0036387+0.0041808i,-0.0052426+0.00031328i,-0.0060391-0.0015807i,-0.0042969-0.00075523i,-0.0015254-0.00024103i,0.00011037-5.5479e-05i,0.00061653+0.000356i,0.00021645+0.00016491i,0.00039262-0.00037868i,0.00090085-0.00071487i,0.00019139-0.00033971i,-0.00085748-0.00019064i
0.0013298+0.0010725i,0.0032188+0.00059476i,0.0038195+0.00044566i,0.0029461-0.0005822i,0.0025272-0.0020251i,0.0018476-0.0021436i,0.00092269+0.00035475i,0.00054678+0.0039493i,0.0015627+0.0072663i,0.0044349+0.007989i,0.0061547+0.0043168i,0.0049047-0.00048765i,0.0023063-0.0046405i,2.648e-05-0.0065003i,0.00053515-0.0053877i,0.001166-0.0032379i,0.00011967-0.0013878i,-0.00083712-0.00052447i,-0.00052003-0.0004803i,-9.5513e-05-2.4499e-05i,0.00016858+0.00038566i,0.0003642+0.00073949i,0.00010661+0.00045128i
-0.0015095+0.00087062i,-0.0032586+0.0015627i,-0.0039036+0.0014979i,-0.0027479+0.0013694i,-0.0040045+0.0015564i,-0.005223+0.0016248i,-0.0038994+0.0026114i,-0.0015271+0.004293i,0.0027635+0.0045098i,0.0074676+0.0028304i,0.0087675+0.00056037i,0.008235-0.0013568i,0.0084483-0.0019177i,0.007471-0.0018396i,0.004422-0.0020721i,0.0015449-0.0027927i,6.7942e-05-0.0029135i,-0.00060791-0.0017972i,-0.0010767-0.00044085i,-0.0012464+6.2565e-05i,-0.001091+0.00050412i,-0.00086192+0.00072348i,-0.00035008+0.00069929i
-0.00072928-0.002025i,-0.00081374-0.0030696i,-0.0017644-0.0039836i,-0.0032072-0.0028972i,-0.0048651-0.0012649i,-0.0061-8.901e-05i,-0.0053808-0.0012729i,-0.0024573-0.0033981i,0.00085813-0.0055007i,0.0015595-0.0070054i,0.00062355-0.0052793i,0.00068261-0.00017478i,0.0013047+0.004547i,0.00093498+0.0057461i,0.00057581+0.0042874i,0.00073221+0.0019123i,0.001314+0.00010525i,0.0015003+3.3903e-05i,0.00026396-0.00059227i,-0.00061249-0.00070444i,-0.00071419-0.00047748i,-0.00052031-0.00056744i,-0.00028795-0.00021688i
9.7542e-05-0.00039597i,0.00089772-0.0022338i,0.00077543-0.001911i,-0.00033793-0.00097538i,-0.0015006-0.0018321i,-0.0021896-0.0042912i,-0.00036047-0.0063876i,0.0013891-0.0089618i,0.0003947-0.010133i,-0.0035669-0.0084663i,-0.0067231-0.0051184i,-0.0070966-0.00040822i,-0.0077002+0.002929i,-0.0071262+0.00308i,-0.0039311+0.0028658i,-0.0014099+0.0033678i,-0.00034173+0.0030015i,-0.00014807+0.0016194i,-0.00035554-0.00029605i,-0.00029193-0.00018716i,9.6494e-05+0.00056948i,0.00019665+0.00052403i,-0.00068998+0.00048034i
0.00073404+0.0036811i,0.0011159+0.0020482i,0.00040957+0.00073203i,0.0012553-0.0012741i,0.0028492-0.0027668i,0.0037069-0.0034557i,0.0031795-0.0040296i,0.0010893-0.0037007i,-0.0026665-0.0014382i,-0.0058554+0.00081564i,-0.0061798+0.00077514i,-0.0050619-0.00033923i,-0.0039747-0.0020943i,-0.0027974-0.0031713i,-0.0017745-0.0020702i,-0.0010162-0.00055251i,-0.00132+0.00040725i,-0.0017949+0.00089386i,-0.00096787+0.00019974i,0.00035167-0.00027238i,0.00069219-0.00025149i,0.00052002-0.00080878i,0.00026254-0.00072282i
0.0016775+0.0012084i,0.0043324+0.0019463i,0.0047631+0.0014181i,0.002678-0.00081749i,0.00075742-0.001566i,-0.00021662+0.00018458i,-0.0011528+0.0026798i,-0.001943+0.0041549i,-0.0026585+0.0064822i,-0.0017276+0.0085977i,0.00063272+0.0070615i,0.0035985+0.0028258i,0.0047496-0.00087116i,0.0035149-0.0028321i,0.0024496-0.0031099i,0.0013542-0.002343i,0.00059032-0.0014292i,-0.00032128-0.001045i,-0.00056923-0.0004748i,-0.00016278-0.00032587i,0.000139-0.00044857i,-6.8109e-05-0.00034468i,1.0981e-05-0.00077114i
-0.0016719+0.0014988i,-0.0027528+0.0028184i,-0.0024473+0.0029561i,-0.00090987+0.0014485i,-0.0021212+0.0010279i,-0.0051338+0.0027721i,-0.0063928+0.004542i,-0.0045015+0.0063556i,-0.00055579+0.0086765i,0.0039033+0.0087731i,0.0065406+0.00623i,0.0069808+0.004723i,0.0066984+0.0043061i,0.0052029+0.0023828i,0.0029827+0.00039003i,0.0013326-0.0013396i,0.00079402-0.0019958i,0.00058177-0.0014354i,-0.00013434-0.00055416i,-0.00093282+0.00041467i,-0.0013143+0.00087113i,-0.00075071+0.00019416i,0.00016372+0.00019175i
-0.0010509-0.0025793i,-0.0010285-0.0035028i,-0.0013102-0.0028684i,-0.0023557-0.0002177i,-0.003812+0.0012363i,-0.0046381-0.00073437i,-0.0047256-0.0029067i,-0.0032266-0.0027217i,0.00027318-0.0017839i,0.0041442-0.0014962i,0.0039309-0.0013647i,0.0015684+0.00035223i,-0.00055153+0.0027201i,-0.0018112+0.0033089i,-0.0011356+0.0020385i,0.00015227+0.00062463i,-0.00013616+6.9076e-05i,-0.00081139+0.00056014i,-0.0010757+0.00037092i,-0.00090029-0.00016836i,-0.00035575-0.00034018i,-0.00024683-0.00031856i,0.00037006-0.00050359i
0.00043627-0.00014585i,0.0012817-5.1047e-05i,0.0010951+0.00063543i,0.000707-0.0009254i,0.00046086-0.0035901i,0.0011328-0.0057328i,0.0021203-0.0071811i,0.0024626-0.0081728i,0.0024141-0.0093731i,0.0012593-0.010085i,-0.0011703-0.008306i,-0.0041399-0.0056434i,-0.0065331-0.0045207i,-0.0062995-0.0023043i,-0.0043094+0.00025302i,-0.0026733+0.0011976i,-0.0018835+0.0013689i,-0.0011432+0.00067238i,-0.00027051-0.0005153i,0.00056199-0.00086551i,0.00070783-0.00046496i,8.0514e-07+0.00020583i,-0.00056516+0.0006502i
-0.0013705+0.0029428i,-0.00013654+0.0046555i,-0.00034395+0.0034103i,-0.00016213-0.00018921i,0.0014499-0.0024242i,0.0028489-0.0036046i,0.0033786-0.003035i,0.0031977-0.0025158i,0.00058264-0.0034051i,-0.0031391-0.0040051i,-0.0033746-0.0041427i,-0.001793-0.0047823i,-0.0013436-0.0056175i,-0.0014457-0.0039962i,-0.0016215-0.0012598i,-0.0010703+0.00029523i,-0.00033637+0.00016996i,-0.0006903-0.00055171i,-0.00095373-0.00025387i,0.00066041+0.0002647i,0.00181+0.00073456i,0.0016835+0.00079961i,0.001231+0.00037745i
-0.0010208+0.00083761i,-0.0015854+0.0015747i,-0.00032461+0.00087337i,0.0007673-0.00044963i,-0.0013101+0.00094493i,-0.0029175+0.0034415i,-0.0023999+0.0044164i,-0.0021495+0.0049284i,-0.0035508+0.0058599i,-0.004152+0.0061396i,-0.00097805+0.0054111i,0.0024519+0.0045399i,0.0046773+0.0034929i,0.0052239+0.0018235i,0.0034193+9.2081e-05i,0.002123-0.00069139i,0.0012089-0.00089335i,0.0012278-0.0009436i,0.0014072+8.4295e-05i,0.00055693+0.0012149i,0.00039048+0.0018003i,0.00089506+0.0015969i,0.0013042+0.001058i
-0.0010225-0.0040623i,-0.0016603-0.0057778i,-0.0014117-0.0047997i,-0.0020677-0.0012725i,-0.0052814+0.0014947i,-0.008099+0.0025635i,-0.0086914+0.0037457i,-0.0078079+0.0054556i,-0.0053081+0.0072614i,-0.0023086+0.0083658i,0.00038789+0.0083074i,0.0019332+0.0076991i,0.0024898+0.0067824i,0.0029351+0.0051171i,0.0020981+0.0021008i,0.00053209+0.0001102i,0.00023071-4.09e-05i,0.00081748-0.0002335i,0.00075913-0.00046882i,-0.00061945-0.00023105i,-0.001712+0.0003301i,-0.00090804+0.00085685i,-1.3603e-05+0.0012145i
0.0027261-0.00058532i,0.004478-0.00040811i,0.0030496-0.00093343i,-0.00093169-0.0010339i,-0.0042128-0.0014517i,-0.0052287-0.00315i,-0.0048526-0.0045909i,-0.0033932-0.0031121i,-0.00026873-5.6732e-05i,0.0031569+0.00069705i,0.002538-3.4954e-05i,-0.00058699+0.0006497i,-0.0027672+0.0018936i,-0.0039242+0.0016408i,-0.0027937+0.00077515i,-0.0010328+0.00025137i,-0.00070016-0.0001841i,-0.00075759-0.00040196i,-0.00066361-0.00088172i,-0.00063735-0.0015919i,-0.0005143-0.0012867i,-0.00080359-0.00028955i,-0.00056971-0.0010664i
0.00020817+0.0047507i,0.00072566+0.0042195i,0.00080357+0.0025467i,0.00022595-0.00058372i,0.00042644-0.0042115i,0.0023698-0.0070323i,0.0040099-0.0067955i,0.0047193-0.0056963i,0.0050115-0.0059144i,0.0044611-0.0073661i,0.0029813-0.0083744i,-6.2409e-05-0.0077455i,-0.0021025-0.0066455i,-0.0026756-0.0047458i,-0.0020894-0.0023955i,-0.0010306-0.0015022i,-0.0012347-0.0012415i,-0.0012744-0.00042142i,-0.00030121-0.00019244i,0.0002425-0.0010624i,-9.3446e-05-0.0012489i,-0.00035452-0.00023788i,-0.00020697+3.2068e-05i
-0.0023175+0.00088094i,-0.0021799+0.001764i,-0.00076631+0.0018654i,0.00078281-0.0002181i,0.0019902-0.0021478i,0.0033008-0.0020119i,0.0053581-0.0011925i,0.0058244-0.0016347i,0.00387-0.0028126i,0.0014027-0.0043769i,0.00069853-0.0053922i,0.0016447-0.0049292i,0.0022456-0.0047885i,0.0019147-0.0039764i,0.001394-0.0015784i,0.00065593-0.00042136i,0.00093843-0.00040067i,0.00063021+4.3477e-05i,0.00053199+0.00063553i,0.001083+0.00099286i,0.001248+0.0005408i,0.0009927-0.0003962i,0.00030778-0.0012863i
0.00092215-0.00087016i,-0.0010557-0.0029254i,-0.002267-0.0051984i,-0.00077255-0.0038948i,-0.0012497-0.00053223i,-0.0028526+0.0019979i,-0.0027068+0.0039122i,-0.0020951+0.0043132i,-0.0035487+0.0033226i,-0.0049946+0.0033806i,-0.0026297+0.0038855i,0.00058086+0.0038293i,0.0022813+0.0045295i,0.0028954+0.0045628i,0.001805+0.0028493i,0.00085656+0.00041706i,0.0013433-0.00043297i,0.0013729+0.00033482i,0.00091523+0.0014794i,0.00027617+0.0025365i,-0.00026169+0.0024204i,0.0002549+0.0015048i,0.00025799+0.00097556i
0.0031979-0.0010344i,0.0046051-0.0028702i,0.0041931-0.0034236i,0.00075903-0.0016443i,-0.0058274+0.00024277i,-0.010427+7.2431e-05i,-0.011273+2.2756e-05i,-0.0097319+0.001189i,-0.0071936+0.0034625i,-0.0047834+0.0063382i,-0.002866+0.00748i,-0.0022121+0.0071389i,-0.0020887+0.0072097i,-0.0022752+0.0064157i,-0.00098322+0.0037385i,0.00014646+0.0025126i,0.00015989+0.0025018i,0.00062106+0.002029i,-5.8069e-05+0.0014151i,-0.0011482+0.0012227i,-0.0013249+0.0014286i,-0.00061339+0.001092i,-0.00059684+0.00071463i
0.00044843+0.0023975i,0.0017251+0.0029074i,0.0025328+0.0033101i,0.00019813+0.0024031i,-0.0041826-0.00060028i,-0.0060684-0.0037877i,-0.0060101-0.0054018i,-0.0051599-0.0039139i,-0.0025108-7.5213e-05i,0.0012164+0.0012177i,0.001778+0.00021427i,-0.00060469-0.00085507i,-0.0034181-0.00077507i,-0.0044943-0.00030421i,-0.0032861-0.00017389i,-0.001956-2.2132e-05i,-0.0018008-0.0011451i,-0.0016944-0.0016469i,-0.00098834-0.0011495i,-0.0012196-0.0018905i,-0.0019318-0.0016298i,-0.0016522-0.00045159i,-0.00076583-0.00062651i
0.0015593+0.00097825i,0.001463+0.000953i,0.00065967+0.00092022i,-0.00082351-0.0022949i,0.0007356-0.0058698i,0.0038261-0.0057449i,0.0043678-0.0044433i,0.0040369-0.0022694i,0.0049187-0.00096437i,0.0056898-0.0023728i,0.0046424-0.0046776i,0.003224-0.0051124i,0.0026701-0.0053712i,0.0014234-0.0060395i,0.00017869-0.0037854i,0.00025107-0.0028659i,0.00020497-0.0039159i,-0.00058031-0.0029717i,-0.00081904-0.0020723i,-0.0005571-0.0019155i,-0.00044797-0.001814i,-0.00030188-0.0013667i,-0.00021461-0.00081337i
0.001006+0.0012517i,-0.00075164+0.0026288i,-0.0028267+0.0013716i,-0.001638-0.0019351i,0.0020249-0.001834i,0.0052754+2.5752e-05i,0.0081206+0.0012085i,0.0090717+0.0019208i,0.0073626+4.5007e-05i,0.0043432-0.0024503i,0.0025803-0.002597i,0.0035317-0.0013731i,0.005153-0.0011536i,0.0050035-0.00083156i,0.0029913+0.00021076i,0.0015724-0.0003157i,0.0015551-0.00056814i,0.0017715-0.00042542i,0.0017741-0.00034669i,0.0013875-0.00047139i,0.0017177-0.00098369i,0.0021218-0.00092642i,0.00083704-0.00045404i
-0.0033548+0.0002241i,-0.0041696-0.0029998i,-0.0042643-0.0049927i,-0.0024759-0.0018835i,-0.0026862+0.0014119i,-0.0042421+0.0022788i,-0.0031906+0.0034489i,-0.0010008+0.0037582i,-0.00069567+0.0019979i,-0.0021587+0.0015138i,-0.002309+0.002982i,-0.0011037+0.0041348i,-1.2912e-05+0.0037658i,0.00024955+0.0031746i,-0.00019487+0.002748i,0.00031037+0.002704i,0.0010639+0.0024311i,0.00096582+0.0022658i,0.00076356+0.0018917i,0.00072776+0.0013448i,0.0010345+0.0009618i,0.00077867+0.00062634i,7.8477e-05-3.4351e-05i
0.0030722-0.0045462i,0.004737-0.0049068i,0.005757-0.0045242i,0.0011533-0.0033445i,-0.0072174-0.00065784i,-0.012793+0.00017853i,-0.013141-0.0023595i,-0.010218-0.0034897i,-0.0074811-0.0015863i,-0.0068314+0.00072024i,-0.0061676+0.0019067i,-0.0051668+0.0021092i,-0.0054817+0.0027286i,-0.0049993+0.0031747i,-0.0034127+0.0028036i,-0.0023136+0.0023514i,-0.0017304+0.0025345i,-0.0017539+0.0024189i,-0.0014288+0.0015959i,-0.00094532+0.0011236i,-0.0010648+0.00094191i,-0.0012742+0.00033846i,-0.0010031+0.00010839i
0.0011153-0.0024041i,0.0019855-0.00028407i,0.0018149+0.0020591i,-0.00032325+0.0015741i,-0.0034564-0.0010058i,-0.0051209-0.0043639i,-0.0052064-0.0075302i,-0.004459-0.0071016i,-0.0029621-0.0033458i,-0.00033065+0.00020248i,0.0011956-0.00010297i,-7.0732e-05-0.0016547i,-0.0023506-0.0027911i,-0.002749-0.0038768i,-0.0023088-0.003108i,-0.0024504-0.0016601i,-0.0027718-0.0015895i,-0.0026826-0.0014974i,-0.002943-0.0014135i,-0.0030533-0.0013708i,-0.002926-0.00096805i,-0.0020733+0.00013273i,-0.0015034+0.0013592i
0.0028507+0.00065008i,0.0025139+0.0020088i,0.00086343+0.0025819i,-0.0017572-0.00082673i,0.00025323-0.004785i,0.0048885-0.0043756i,0.0064473-0.0028176i,0.0044311-0.0021456i,0.0026493-0.00073219i,0.0042428-0.00014976i,0.0050776-0.0015849i,0.0042537-0.0020796i,0.0042755-0.0019379i,0.0037979-0.0026177i,0.0021953-0.0028346i,0.00071733-0.0027069i,0.00059355-0.0030217i,0.00063104-0.0029884i,0.000176-0.0026452i,-0.0010021-0.0023894i,-0.0020763-0.0016789i,-0.0018502-0.00037874i,-0.00069846+0.00057833i
-0.00021027-0.00026263i,-0.0030969-3.8838e-05i,-0.0056083-0.0034446i,-0.0039617-0.0070112i,-0.00049492-0.0055976i,0.00198-0.00034862i,0.0035572+0.0040334i,0.0035037+0.0044452i,0.002549+0.0020288i,0.0024575-0.00036594i,0.0018718-0.00026811i,0.0022912+0.0015415i,0.0037153+0.0023772i,0.0029625+0.00176i,0.0024274+0.0011167i,0.0031193+0.00031647i,0.0024093-0.00088787i,0.001946-0.00099341i,0.0027352-0.00051853i,0.0025786-0.00025515i,0.0017392-0.00045413i,0.00093797-0.00070884i,0.00023023-0.0011121i
-0.00049463-0.0014685i,-9.6348e-06-0.0049131i,0.0022934-0.0079524i,0.0021616-0.0073633i,-0.0016848-0.0046745i,-0.0060262-0.0017339i,-0.006999+0.0020538i,-0.0045758+0.0042652i,-0.0026794+0.0020692i,-0.0028433-0.0005786i,-0.003508+0.0007315i,-0.0030152+0.0028684i,-0.0021153+0.0035769i,-0.0021857+0.0039903i,-0.0017238+0.0036799i,-0.00064547+0.003005i,-0.00034189+0.0024584i,-2.9275e-05+0.0021577i,0.0012514+0.0017381i,0.002189+0.001901i,0.0024396+0.0021628i,0.0023803+0.0012571i,0.0011305+0.00049777i
-0.00035016+0.0015484i,0.0024442-0.0001843i,0.0076575+1.1044e-05i,0.0064048+0.0015924i,-0.0017262-9.7311e-05i,-0.0090864-0.0035548i,-0.010534-0.00439i,-0.0072055-0.0030767i,-0.0050644-0.0014453i,-0.0051362+0.0004849i,-0.0044659+0.00052011i,-0.0028854-0.0011328i,-0.0027669-0.0016777i,-0.0043666-0.0011941i,-0.0046096-0.00059726i,-0.0031662+0.00013153i,-0.0021892+0.00087711i,-0.0021121+0.0014935i,-0.0018271+0.0014614i,-0.001134+0.00099367i,-5.7674e-05+0.0012823i,0.00044439+0.001402i,0.00027305+0.00073161i
-0.00014287-0.00021719i,0.0010464+0.00054941i,0.0017277+0.0034959i,0.00039207+0.0059823i,-0.0018795+0.0036694i,-0.0016736-0.0024151i,-0.00015976-0.0058785i,0.00019824-0.0049705i,-0.00021213-0.00095505i,0.0014743+0.0026093i,0.0027583+0.0014129i,0.0022639-0.0019942i,0.0019526-0.0047387i,0.0015582-0.0058915i,0.00021438-0.0051121i,-0.0010411-0.0034289i,-0.00159-0.0018901i,-0.0016992-0.0014895i,-0.0017372-0.00099665i,-0.0018903-0.0002455i,-0.0018586-6.8197e-05i,-0.0015045-9.2718e-05i,-0.00078908+0.00055385i
0.0011877+0.0018026i,0.0010943+0.0049766i,-0.0031664+0.0072834i,-0.0039816+0.0038064i,0.0012916+0.00037076i,0.0070832-7.7486e-06i,0.0093069-0.00030144i,0.0075956-0.00099658i,0.004798+0.00065068i,0.0044161+0.0031433i,0.0044544+0.0016912i,0.0037345-8.579e-05i,0.0046965+0.00017671i,0.0056099-0.00032896i,0.0045204-0.0011614i,0.0027356-0.0010105i,0.0013514-0.0009136i,0.001094-0.0012918i,0.0009604-0.0019338i,-0.00049466-0.0027184i,-0.0017204-0.0027278i,-0.0016534-0.0014586i,-0.0015029-0.00038364i
-0.0045898+0.001294i,-0.0085404+0.0012014i,-0.011336-0.0029875i,-0.0087426-0.0058356i,-0.0029587-0.0038773i,0.00017455+0.00020038i,0.0001191+0.0027265i,0.00060967+0.0013116i,0.0015427-0.0009989i,0.0020802-0.0013564i,0.0023856-0.00012893i,0.0011771+0.0017768i,-0.00022047+0.0040518i,0.00024533+0.0045937i,0.0013846+0.0028189i,0.0022965+0.00083182i,0.0023491-0.00022754i,0.0024299-0.00022215i,0.0021256-0.00042795i,0.0011315-0.0010835i,0.00059853-0.0015709i,0.00019033-0.00058631i,-0.00018214+0.00090502i
-0.001126-0.0031379i,-0.00077744-0.0078057i,0.0017726-0.012372i,0.0011953-0.012459i,-0.0041867-0.010184i,-0.0091382-0.0073944i,-0.010819-0.0037041i,-0.0084066-0.0011574i,-0.004986-0.0017776i,-0.0045794-0.0041492i,-0.0054466-0.0036618i,-0.0049651+8.1197e-05i,-0.0049153+0.0020452i,-0.0051866+0.0022448i,-0.003517+0.0023588i,-0.00098611+0.0012403i,0.00014347+0.00033267i,-0.00083885+0.00056806i,-0.00087616+0.00099606i,0.0010349+0.0017505i,0.001639+0.0024911i,0.00086002+0.0017014i,0.00022527+0.00049732i
0.0025988-0.0012787i,0.0063758-0.0026348i,0.010535-0.0030918i,0.0098133-0.0028655i,0.00099898-0.0050902i,-0.0071953-0.0091761i,-0.0088794-0.0090718i,-0.0078577-0.0047497i,-0.0065084-0.0019328i,-0.0055519-0.0016959i,-0.0052834-0.0023794i,-0.0034182-0.0028193i,-0.0021793-0.003857i,-0.002602-0.0039116i,-0.0023708-0.0021197i,-0.0024101-0.0016828i,-0.0019774-0.0021671i,-0.0018557-0.0016843i,-0.001495+8.5484e-05i,-0.00017063+0.0018312i,0.0006263+0.0022017i,0.00045753+0.0020637i,-0.00014825+0.0013784i
0.0077311-0.00057851i,0.012151+0.0016669i,0.011905+0.0067064i,0.0049357+0.0083555i,0.00037396+0.0055618i,0.00085735+0.0012256i,0.0023567-0.0025951i,0.0018188-0.0017907i,-0.00039127+0.0022842i,-0.00040804+0.004098i,0.0010251+0.001863i,0.0026866-0.0013206i,0.0052699-0.002427i,0.005489-0.0023217i,0.0019988-0.0020536i,-0.00059649-0.001394i,-0.00082607-0.00087286i,-0.00044771-0.00089645i,-0.0008207-0.00070393i,-0.0017519-0.0002817i,-0.0017366+4.8346e-05i,-0.0014552-0.00098087i,-0.00051699-0.0022809i
0.0003006+0.0088928i,-0.0031799+0.014289i,-0.008264+0.014815i,-0.0080488+0.0091598i,-0.0010881+0.0072374i,0.0045291+0.0087305i,0.0067023+0.0075357i,0.0066342+0.0039326i,0.0050394+0.0033933i,0.0039206+0.0051207i,0.0041465+0.0042641i,0.0037834+0.0027597i,0.0031398+0.0033561i,0.0024203+0.0035869i,0.0011228+0.0018097i,0.00016894+0.00055637i,0.00043077+0.0010558i,0.001813+0.0017831i,0.0020291+0.00068112i,0.00040883-0.0019164i,-0.00085635-0.0024305i,-0.00044413-0.0007902i,0.00080905+0.00040692i
