-0.0045655-0.00016591i,-0.0037+0.0017098i,-0.0030589+0.0033607i,-0.0020613+0.0036072i,-0.00058373+0.0025528i,0.0001611+0.0015978i,-0.0007101+0.00071093i,-0.001556+0.0006802i,-0.001208+0.00061781i,-0.00051094+0.00019457i,0.00039191+0.00024792i,0.00070456+0.00054103i,0.00042253-0.00021341i,-0.0001924-0.0010647i,-0.0011087-0.00164i,-0.00089409-0.0012162i,-0.00020458-0.00027419i,0.00043186-2.9391e-06i,0.00064814+0.00069327i,0.00046788+0.00049937i,0.00053503-0.00037299i,-0.00010336-0.00070866i,-0.00025826-0.00099798i
-0.1949+0.011589i,-0.37712-0.046624i,-0.4896-0.12269i,-0.44176-0.094811i,-0.26931+0.016275i,-0.10207+0.06453i,-0.033757+0.063675i,-0.018789+0.056269i,-0.0028511+0.020058i,-0.0051439-0.011989i,-0.0062854-0.012044i,0.014302-0.0051695i,0.03585-0.0032775i,0.04983-0.013113i,0.060735-0.034576i,0.070672-0.056757i,0.079516-0.068172i,0.0712-0.055179i,0.03577-0.023358i,-0.0046141+0.0086002i,-0.030381+0.025409i,-0.032713+0.027059i,-0.015573+0.021232i
-0.033231-0.18047i,-0.020451-0.26652i,0.071-0.20379i,0.1788-0.065133i,0.17112-0.033301i,0.066072-0.090032i,-0.013318-0.11637i,-0.025398-0.082629i,-0.0076068-0.032629i,0.0011124-0.0044536i,-0.00099603+0.012051i,0.00864+0.025565i,0.019154+0.026567i,0.0093349+0.030584i,-0.0073609+0.040539i,-0.017194+0.037237i,-0.022973+0.017675i,-0.021131-0.0031789i,-0.0080687-0.011741i,0.0036041-0.017296i,0.0016912-0.021554i,-0.0019183-0.012126i,0.0027006-6.4332e-05i
0.24009+0.097784i,0.43867+0.17999i,0.48541+0.15156i,0.33962-0.0033426i,0.21244-0.1117i,0.19-0.13395i,0.15223-0.13433i,0.074857-0.096132i,0.020932-0.040615i,-0.0049595-0.011261i,-0.025812-0.005844i,-0.042352-0.0037155i,-0.037856+0.0021207i,-0.020258-0.002955i,-0.020706-0.015469i,-0.043487-0.0066416i,-0.061664+0.022259i,-0.054635+0.038232i,-0.024521+0.029582i,0.0070994+0.01526i,0.026033+0.011802i,0.028238+0.0093883i,0.01159+0.0012639i
-0.16169+0.072008i,-0.35968+0.054769i,-0.51278-0.0080368i,-0.50927-0.019573i,-0.42447+0.024848i,-0.35439+0.081887i,-0.26093+0.13359i,-0.13072+0.11581i,-0.046575+0.034992i,-0.026337-0.0065159i,-0.0032481-0.0022173i,0.026993-0.010641i,0.031746-0.024016i,0.029695-0.015493i,0.04572+0.0056233i,0.0754+0.021182i,0.095988+0.028408i,0.088732+0.031554i,0.057432+0.026305i,0.017746+0.018363i,-0.0077738+0.017925i,-0.0073096+0.014998i,0.0056321+0.0050185i
-0.098613-0.11047i,-0.11353-0.13161i,-0.012133-0.048445i,0.13869+0.062221i,0.20081+0.070649i,0.15745+0.0098303i,0.095452-0.02319i,0.041694-0.018749i,-0.0037918-0.00040658i,-0.013349+0.0072098i,-0.00094135+0.005757i,0.012046+0.01084i,0.014878+0.011816i,-0.0066488+0.010666i,-0.030433+0.020776i,-0.02337+0.02115i,-0.0012873-0.0055091i,0.0088996-0.030298i,0.0070335-0.031i,0.0071899-0.023961i,0.0080696-0.022347i,0.0019776-0.017284i,-0.00095687-0.0062999i
0.23178-0.044526i,0.3833-0.079846i,0.36121-0.10758i,0.17396-0.108i,0.053427-0.05796i,0.065566-0.00047203i,0.077128+0.020017i,0.045123+0.031306i,0.020165+0.041158i,0.011033+0.018358i,-0.01311-0.028264i,-0.05107-0.0444i,-0.051452-0.02498i,-0.016317-0.0238i,-0.0037382-0.050743i,-0.028637-0.06929i,-0.058632-0.061128i,-0.062098-0.041114i,-0.044691-0.025509i,-0.031168-0.0080415i,-0.021024+0.010062i,-0.01225+0.01378i,-0.015925+0.0051926i
-0.087515+0.14824i,-0.20127+0.23859i,-0.25219+0.22498i,-0.20307+0.12654i,-0.18312+0.050606i,-0.21716+0.033543i,-0.18968+0.03849i,-0.088453+0.025457i,-0.0061345+0.0076347i,0.018334+0.0076877i,0.01667+0.018953i,0.015134+0.022618i,0.006539+0.014207i,-0.0024421+0.020656i,0.0090191+0.04675i,0.02985+0.067262i,0.037066+0.074784i,0.032902+0.066587i,0.024371+0.043161i,0.016567+0.020389i,0.015962+0.0061024i,0.022345-0.0023813i,0.02764-0.0035835i
-0.12753-0.032119i,-0.17107-0.023498i,-0.076485+0.048498i,0.10972+0.099225i,0.24211+0.058236i,0.28622-0.0030102i,0.24855-0.051265i,0.13948-0.066079i,0.044051-0.032194i,-0.004484+0.012225i,-0.027194+0.052324i,-0.01427+0.071949i,0.0063292+0.050991i,5.0677e-05+0.02151i,-0.011669+0.010561i,-0.0053673+0.0055689i,0.015154-0.0053843i,0.020753-0.014238i,0.0066723-0.0092199i,0.0044171+0.0027681i,0.01373+0.0015697i,0.0088905-0.0054241i,-0.00015465-0.0020381i
0.17871-0.15779i,0.3074-0.30625i,0.26106-0.37256i,0.059464-0.27276i,-0.056933-0.12583i,-0.085591-0.059573i,-0.10527-0.02532i,-0.084649+0.0017539i,-0.055351-0.010539i,-0.0483-0.027032i,-0.036688-0.032725i,-0.019676-0.035774i,-0.0024885-0.027254i,0.021585-0.029927i,0.038954-0.062933i,0.025877-0.099091i,-0.0053424-0.10709i,-0.022856-0.083091i,-0.020307-0.04569i,-0.018752-0.016005i,-0.028132+0.0051599i,-0.03231+0.019705i,-0.029546+0.015505i
0.0047471+0.18426i,-0.0029423+0.33018i,0.043896+0.31346i,0.090633+0.10029i,0.0035649-0.08031i,-0.13833-0.10751i,-0.18555-0.060715i,-0.13444-0.011905i,-0.050738+0.010166i,0.003704+0.0088648i,0.026145+0.01688i,0.037208+0.021515i,0.018782+0.010484i,-0.016453+0.021343i,-0.035649+0.056007i,-0.038978+0.083496i,-0.039783+0.08785i,-0.033423+0.071986i,-0.0094806+0.047097i,0.020082+0.020698i,0.036914+0.0029266i,0.041875-0.00020947i,0.039494+0.0022647i
-0.14005+0.011296i,-0.23786+0.018528i,-0.23673+0.032703i,-0.13102+0.035275i,-0.0060879+0.038437i,0.094419+0.088961i,0.14316+0.12073i,0.12116+0.075331i,0.072943+0.020877i,0.039238+0.0036252i,0.016748+0.014191i,0.0079197+0.02632i,0.0085819+0.021151i,-0.00016298+0.0024547i,-0.020022-0.010294i,-0.026551+0.0019535i,-0.0094193+0.026997i,0.0045955+0.037847i,0.00033386+0.029031i,-0.0049949+0.016588i,-0.00050351+0.0062464i,0.0020154-0.0068467i,-0.0015172-0.0069618i
0.085546-0.22595i,0.12597-0.45211i,0.029944-0.53204i,-0.15954-0.32491i,-0.23666-0.0507i,-0.18808+0.0562i,-0.12498+0.066349i,-0.066192+0.056644i,-0.038986+0.027104i,-0.022246+0.012461i,0.018093-0.015912i,0.028344-0.052952i,0.014465-0.042005i,0.026873-0.019743i,0.052763-0.027263i,0.067261-0.045571i,0.066363-0.052465i,0.054713-0.041267i,0.034858-0.026945i,0.0051002-0.024223i,-0.024207-0.022295i,-0.032734-0.011863i,-0.022877-0.0069069i
0.081814+0.1981i,0.16405+0.40566i,0.25014+0.46563i,0.28118+0.26732i,0.21764+0.040826i,0.14029-0.043145i,0.097935-0.06421i,0.029064-0.040683i,-0.0182+0.032329i,-0.0048797+0.062018i,0.008361+0.040366i,0.0013854+0.019801i,-0.012714+0.0098932i,-0.030172+0.02285i,-0.040637+0.052382i,-0.04016+0.064121i,-0.035807+0.046079i,-0.026318+0.019265i,-0.0055592+0.0059326i,0.021065+0.0025667i,0.037824+0.0001671i,0.038664-0.00027115i,0.03173-0.001916i
-0.14544+0.045358i,-0.28934+0.076256i,-0.35196+0.10311i,-0.26434+0.11849i,-0.10071+0.11906i,0.038124+0.11912i,0.10047+0.11034i,0.092614+0.07261i,0.05194+0.017086i,-0.0037255-0.025645i,-0.056707-0.032745i,-0.070757-0.011471i,-0.04269-0.0020879i,-0.018597-0.022465i,-0.024596-0.041461i,-0.039148-0.034916i,-0.041436-0.011019i,-0.032374+0.0089974i,-0.023221+0.011699i,-0.023297+0.012962i,-0.022822+0.018691i,-0.018049+0.011978i,-0.017156+0.0027385i
0.0068889-0.23245i,0.002102-0.46775i,-0.077419-0.52811i,-0.17464-0.28481i,-0.16817-0.037674i,-0.10985-0.01645i,-0.074085-0.065079i,-0.020918-0.072699i,0.017378-0.080624i,0.018737-0.071798i,0.02469-0.050706i,0.029805-0.033042i,0.023199-0.007644i,0.027058+0.013874i,0.051206+0.019364i,0.077446+0.011822i,0.083009+0.0049975i,0.065273+0.0030971i,0.034255-0.0015634i,0.002708-0.010065i,-0.01683-0.017332i,-0.023897-0.012868i,-0.022772-0.00073216i
0.13799+0.17415i,0.30801+0.41677i,0.48261+0.53882i,0.54249+0.34836i,0.44874+0.058435i,0.30505-0.10317i,0.17896-0.1649i,0.057798-0.13339i,-0.0019555-0.032203i,0.0076082+0.021445i,0.0056401+0.027226i,-0.0035675+0.036122i,-0.00036909+0.036585i,-0.0071929+0.039194i,-0.015824+0.047558i,-0.016894+0.038152i,-0.013696+0.010105i,-0.0075636-0.014295i,-0.0019652-0.013249i,0.0095134+0.0017427i,0.021327+0.010258i,0.021681+0.013255i,0.020227+0.010526i
-0.12211+0.058151i,-0.25838+0.087381i,-0.32073+0.075882i,-0.24827+0.029252i,-0.17258-0.019765i,-0.18289-0.013868i,-0.18677+0.05474i,-0.11131+0.094538i,-0.031334+0.063872i,-0.027244+0.017467i,-0.058446+0.0054923i,-0.059074+0.0084311i,-0.032057-0.0089307i,-0.011915-0.043843i,-0.016986-0.070465i,-0.036867-0.071485i,-0.049698-0.052124i,-0.046217-0.025943i,-0.029344-0.0058985i,-0.017964+0.0089074i,-0.015378+0.024895i,-0.0056245+0.028793i,0.0035321+0.017272i
-0.036079-0.21386i,-0.073427-0.47375i,-0.1346-0.61398i,-0.19627-0.4455i,-0.20648-0.16572i,-0.18434-0.017429i,-0.15175+0.032752i,-0.081141+0.035281i,-0.029274+0.003001i,-0.017942+0.0058235i,0.016158+0.032151i,0.05135+0.02741i,0.043065+0.01298i,0.02362+0.019817i,0.026253+0.036637i,0.03941+0.04826i,0.041291+0.053042i,0.028087+0.045927i,0.015568+0.026195i,0.015301+0.0018819i,0.020687-0.01563i,0.019392-0.016696i,0.0095731-0.0071369i
0.16865+0.13446i,0.37569+0.35425i,0.54917+0.50235i,0.54869+0.37354i,0.415+0.15012i,0.30399+0.059071i,0.22722+0.0083243i,0.09335-0.031373i,-0.016295-0.0085405i,-0.027336+0.017815i,-0.012586+0.015373i,-0.0070537+0.013134i,-0.00060557+0.018162i,0.002074+0.027318i,0.0013374+0.03373i,0.0015913+0.029419i,0.0099482+0.016139i,0.019269+0.0026504i,0.018378-2.093e-05i,0.016847+0.004114i,0.017364-0.0011783i,0.010657-0.013174i,0.0044373-0.017072i
-0.095654+0.054107i,-0.23435+0.054595i,-0.32565-0.0079124i,-0.29033-0.085988i,-0.22927-0.11264i,-0.22292-0.077275i,-0.20233-0.0072542i,-0.11971+0.027774i,-0.041373+0.0043607i,-0.020848-0.026208i,-0.028844-0.03575i,-0.029661-0.037744i,-0.016701-0.043103i,-0.0023663-0.060505i,-0.0025113-0.08436i,-0.013444-0.092863i,-0.021924-0.079612i,-0.018099-0.049906i,-0.0052359-0.02069i,-0.0044012-0.0047013i,-0.013923+0.0067536i,-0.012924+0.013947i,-0.0036242+0.0088874i
-0.079028-0.16656i,-0.16398-0.4042i,-0.26951-0.56412i,-0.32207-0.43082i,-0.24267-0.14738i,-0.10465+0.028196i,-0.012559+0.083694i,0.048111+0.083528i,0.070395+0.057157i,0.063869+0.051798i,0.071097+0.060855i,0.069104+0.046425i,0.03569+0.026149i,0.0040032+0.027635i,-0.0050009+0.043209i,-0.0041936+0.053924i,-0.010656+0.051877i,-0.021006+0.03735i,-0.021528+0.015803i,-0.0099555-0.0011169i,0.0044302-0.0070861i,0.0097617-0.0036805i,0.0030665+0.0042643i
0.15302+0.10491i,0.35604+0.33303i,0.51629+0.54996i,0.49181+0.51944i,0.37327+0.32314i,0.32839+0.17605i,0.30912+0.078192i,0.19509+0.016144i,0.065666+0.022817i,0.016946+0.032322i,0.0033777+0.0097639i,-0.012229+0.00074637i,-0.01688+0.012975i,-0.011802+0.025179i,-0.007506+0.031607i,-0.0038978+0.034265i,0.0051238+0.034587i,0.013246+0.026729i,0.0068008+0.012546i,-0.0060296+0.0038671i,-0.0093411-0.0049633i,-0.0076468-0.016484i,-0.0054391-0.018246i
-0.078166+0.036352i,-0.20777+0.032185i,-0.2962-0.02468i,-0.24365-0.10688i,-0.17074-0.17781i,-0.17083-0.21038i,-0.17167-0.18308i,-0.12746-0.11986i,-0.071282-0.067854i,-0.047055-0.052759i,-0.050908-0.055413i,-0.045197-0.048511i,-0.022491-0.041302i,-0.0071392-0.048093i,-0.00088613-0.058631i,0.012036-0.06202i,0.025183-0.056991i,0.027756-0.039777i,0.024381-0.018278i,0.015567-0.0068293i,0.001341-0.0018888i,-0.0053236+0.0054134i,-1.2251e-05+0.0084064i
-0.079267-0.10525i,-0.16868-0.28754i,-0.27483-0.42262i,-0.30837-0.32056i,-0.20983-0.10157i,-0.10112-0.0019585i,-0.071921+0.010194i,-0.041582+0.021351i,0.010939+0.012343i,0.039751+0.0029555i,0.045719+0.015426i,0.040418+0.026187i,0.024189+0.025831i,0.0065827+0.02804i,-0.0034146+0.034814i,-0.010676+0.032587i,-0.021087+0.017246i,-0.028364+0.0016379i,-0.022371-0.0032032i,-0.0077133-0.0009472i,-0.0002864+0.0063217i,-0.0015308+0.012286i,-0.0048991+0.010311i
0.13331+0.072505i,0.3402+0.28061i,0.52406+0.52683i,0.50361+0.56214i,0.33671+0.38845i,0.22004+0.22402i,0.17012+0.11984i,0.10335+0.046298i,0.035822+0.0076037i,0.0086337-0.010422i,0.0017327-0.025013i,-0.0061876-0.02403i,-0.0069581-0.0066272i,3.3602e-05+0.0071954i,0.00022154+0.010671i,-0.010397+0.016927i,-0.016052+0.031424i,-0.0091239+0.037864i,-0.0051512+0.027815i,-0.0070332+0.015932i,-0.003537+0.0074977i,0.0024216-0.0047008i,0.0047449-0.013138i
-0.050058+0.01299i,-0.14718-0.014745i,-0.19271-0.1153i,-0.12184-0.23567i,-0.074675-0.27743i,-0.11969-0.24489i,-0.13736-0.18758i,-0.095107-0.13246i,-0.058687-0.082281i,-0.048714-0.043544i,-0.047349-0.021284i,-0.033432-0.011606i,-0.013597-0.01124i,-0.0029349-0.014134i,0.0053829-0.014877i,0.023065-0.013199i,0.041186-0.010533i,0.043291-0.0054183i,0.034508+0.0019455i,0.025442+0.0043368i,0.018699+0.0025834i,0.014991+0.0059127i,0.011317+0.010977i
-0.059041-0.058014i,-0.14809-0.20302i,-0.25186-0.31273i,-0.26658-0.23376i,-0.15823-0.061611i,-0.054991+0.032546i,-0.048015+0.062668i,-0.055624+0.07959i,-0.027853+0.069241i,-0.0047312+0.050351i,0.0041484+0.052065i,0.0082414+0.05219i,0.0068666+0.038657i,0.0049301+0.030894i,0.0035817+0.027248i,-0.0022504+0.011875i,-0.010798-0.011521i,-0.016267-0.024458i,-0.01498-0.019756i,-0.0090977-0.0071788i,-0.010558+0.0016882i,-0.015961+0.0081814i,-0.015194+0.011048i
0.099267+0.05589i,0.29952+0.21256i,0.47487+0.39686i,0.43502+0.42487i,0.26076+0.29999i,0.14277+0.20612i,0.10134+0.17033i,0.05454+0.126i,-0.0022075+0.076358i,-0.030957+0.032867i,-0.029231+0.0016858i,-0.017889-0.0097408i,-0.0068767-0.012139i,0.0016892-0.020331i,-3.3614e-05-0.026399i,-0.014448-0.017915i,-0.027753+0.0016042i,-0.02709+0.014138i,-0.018843+0.010189i,-0.01492+0.0044633i,-0.0062608+0.0034919i,0.0078248-0.002765i,0.012287-0.011662i
-0.050566-0.016595i,-0.1468-0.05758i,-0.18517-0.17872i,-0.11168-0.32211i,-0.067933-0.33994i,-0.079861-0.2483i,-0.047505-0.16011i,0.0020865-0.10656i,0.0026015-0.061316i,-0.02119-0.023339i,-0.031372-0.003066i,-0.021147+0.003893i,-0.008601-0.00062351i,-0.011325-0.005247i,-0.012942+0.0030216i,0.005531+0.016852i,0.027072+0.022405i,0.031515+0.017834i,0.027065+0.0085183i,0.025924-0.0019463i,0.027135-0.0083649i,0.022181-0.0057735i,0.013135-0.00029096i
-0.034067-0.030977i,-0.12903-0.12334i,-0.26909-0.16828i,-0.30372-0.068163i,-0.1561+0.044797i,-0.0027038+0.049373i,0.025815+0.020161i,0.023756+0.025125i,0.05482+0.035811i,0.075729+0.03443i,0.065586+0.031662i,0.041529+0.027167i,0.021878+0.023633i,0.014786+0.025653i,0.016998+0.02333i,0.01949+0.0062134i,0.017938-0.016895i,0.010756-0.024596i,0.0036884-0.016017i,0.00015577-0.0086562i,-0.0096141-0.0087577i,-0.021756-0.0074438i,-0.02011-0.00045215i
0.067051+0.046656i,0.23472+0.1529i,0.389+0.26894i,0.34105+0.27736i,0.16202+0.1933i,0.049658+0.12114i,0.019386+0.079165i,0.0056402+0.049746i,-0.0017815+0.031477i,0.0018151+0.02095i,0.013447+0.0068709i,0.022697-0.0098383i,0.023366-0.021281i,0.021791-0.031621i,0.014464-0.043148i,-0.0056861-0.043902i,-0.023755-0.028089i,-0.023257-0.0095999i,-0.016413-0.0014i,-0.016723+0.0014237i,-0.013123+0.0076195i,0.00013793+0.0094124i,0.0089727+0.0028257i
-0.050396-0.026037i,-0.13147-0.053214i,-0.16964-0.13397i,-0.11365-0.23755i,-0.079807-0.25674i,-0.098906-0.18564i,-0.065015-0.11478i,-0.0083623-0.086548i,-0.003364-0.067628i,-0.026231-0.032628i,-0.034663-0.00041567i,-0.025352+0.01086i,-0.019626+0.008312i,-0.031116+0.011061i,-0.04094+0.025354i,-0.03379+0.039824i,-0.019792+0.043815i,-0.0074508+0.033804i,0.0030121+0.016684i,0.011177+0.0052066i,0.018012+0.0032904i,0.018503+0.0047635i,0.011123+0.0037463i
-0.0014389-0.019497i,-0.087174-0.059121i,-0.2136-0.044996i,-0.24434+0.070907i,-0.10872+0.16234i,0.039767+0.12633i,0.056134+0.049674i,0.018411+0.0089229i,0.019161-0.0074791i,0.03825-0.0181i,0.037198-0.023304i,0.014033-0.017979i,-0.0054415+0.00048666i,-0.0029614+0.021069i,0.0099244+0.027525i,0.021387+0.017994i,0.026676+0.0046445i,0.019684-0.00053786i,0.0070029+0.0039212i,0.00086848+0.0070678i,-0.0032135-0.0010298i,-0.0096078-0.0095195i,-0.011061-0.008915i
0.060832+0.043922i,0.20882+0.089473i,0.35724+0.13406i,0.33226+0.11851i,0.16367+0.058666i,0.030474+0.038299i,-0.02855+0.029838i,-0.06779+0.010606i,-0.077398-0.0033626i,-0.050638-0.017331i,-0.022119-0.028611i,-0.0047768-0.030102i,0.0090036-0.028811i,0.023064-0.036565i,0.027457-0.04993i,0.016604-0.052601i,0.0042321-0.041165i,-0.0028082-0.025391i,-0.010315-0.011949i,-0.017904-0.0022939i,-0.017753+0.0054943i,-0.0081679+0.0082843i,-7.1317e-06+0.0049408i
-0.057943-0.020137i,-0.12053-0.022987i,-0.14368-0.065132i,-0.092559-0.1373i,-0.056809-0.16264i,-0.084088-0.12894i,-0.077767-0.056317i,-0.029893+0.0010271i,-0.015899+0.0074917i,-0.03451-0.00016466i,-0.043646+0.0077175i,-0.032753+0.018038i,-0.021392+0.017367i,-0.026953+0.014305i,-0.040212+0.020675i,-0.04516+0.030538i,-0.040163+0.03061i,-0.026117+0.018837i,-0.0055306+0.0043111i,0.0102-0.0041539i,0.015342-0.0031794i,0.011769+0.0015665i,0.0035525+0.0022624i
0.014261-0.02481i,-0.047097-0.049184i,-0.14427-0.018444i,-0.16051+0.082706i,-0.045673+0.15363i,0.089718+0.14098i,0.12157+0.099962i,0.089795+0.074889i,0.0686+0.062958i,0.058352+0.04171i,0.041937+0.014037i,0.016473+0.0011511i,-0.00017202+0.0082369i,0.0028293+0.023281i,0.016858+0.030285i,0.03136+0.0264i,0.036719+0.021154i,0.027992+0.017655i,0.015932+0.015038i,0.014016+0.012566i,0.015584+0.0033961i,0.0081013-0.0045214i,0.001539-0.0032799i
0.045813+0.044498i,0.16844+0.053446i,0.29744+0.022329i,0.28168-0.039694i,0.1436-0.07105i,0.033392-0.051389i,-0.0041841-0.039176i,-0.023697-0.035221i,-0.035925-0.010411i,-0.032341+0.0090893i,-0.02622+0.011273i,-0.011446+0.012111i,0.010147+0.0064568i,0.024567-0.011127i,0.031111-0.030599i,0.030665-0.041259i,0.026125-0.037819i,0.018044-0.024444i,0.0035984-0.013587i,-0.014502-0.0079464i,-0.023303-0.0010956i,-0.017568+0.0053606i,-0.01016+0.0086271i
-0.067647-0.013373i,-0.13275+0.0021196i,-0.16264+0.015833i,-0.12152-0.013573i,-0.086478-0.075132i,-0.098133-0.11659i,-0.088913-0.085794i,-0.03688-0.022891i,-0.0058737-0.0038031i,-0.022427-0.0029037i,-0.03958+0.015512i,-0.028997+0.027014i,-0.01641+0.016735i,-0.026483+0.0052974i,-0.047523+0.0088861i,-0.060122+0.015194i,-0.058728+0.011172i,-0.039821+0.0062482i,-0.0094707+0.0031126i,0.010343-0.0041858i,0.012111-0.006684i,0.0087534-0.00094065i,0.0074657+0.0019976i
0.019341-0.035795i,-0.015382-0.061409i,-0.096958-0.048176i,-0.1259+0.025794i,-0.03992+0.10213i,0.053837+0.13027i,0.080141+0.10623i,0.073621+0.055414i,0.059886+0.020772i,0.052133+0.0096852i,0.050552-0.0027135i,0.036321-0.017959i,0.014113-0.018662i,0.0027682-0.0041911i,0.0057178+0.012833i,0.015515+0.023504i,0.020688+0.026554i,0.013725+0.021348i,0.0042742+0.016225i,0.0059023+0.017717i,0.015845+0.015616i,0.019864+0.0058632i,0.017528-0.0016514i
0.043578+0.046517i,0.1354+0.045539i,0.23442-0.011324i,0.21594-0.07903i,0.088321-0.07571i,0.0026798-0.041652i,-0.01353-0.053845i,-0.02587-0.079126i,-0.035162-0.066981i,-0.024594-0.03389i,-0.010558-0.010875i,-0.00022339-0.0012166i,0.0088603+0.00062674i,0.018171-0.0057256i,0.027412-0.018719i,0.031375-0.027355i,0.031297-0.024802i,0.02356-0.018895i,0.0027075-0.017226i,-0.019253-0.015781i,-0.028405-0.012111i,-0.02296-0.0088132i,-0.015792-0.0064496i
-0.075113-0.00256i,-0.13992+0.036853i,-0.17466+0.10027i,-0.13973+0.1125i,-0.082799+0.028996i,-0.063237-0.063298i,-0.070653-0.069321i,-0.062572-0.021164i,-0.034438-0.0014787i,-0.022847-0.0040456i,-0.021874+0.0093766i,-0.011348+0.020048i,-0.0041572+0.015843i,-0.009843+0.011365i,-0.02255+0.0094722i,-0.034821+0.0033497i,-0.039525-0.0043491i,-0.027218-0.0033908i,-0.0013026+0.0014264i,0.017077-0.00029929i,0.017945-0.0046585i,0.010541-0.0040986i,0.005288-0.00055182i
0.028805-0.048571i,0.012614-0.091458i,-0.029317-0.10615i,-0.038186-0.070724i,0.00078181+0.0077224i,0.027259+0.096409i,0.028747+0.13597i,0.025981+0.10909i,0.021167+0.070968i,0.027342+0.041504i,0.036386+0.0080495i,0.02563-0.015396i,0.0065509-0.016245i,0.00053512-0.0023579i,0.008456+0.012623i,0.018976+0.022479i,0.02013+0.023877i,0.012242+0.015618i,0.0043562+0.010671i,0.0043946+0.019958i,0.0099949+0.028912i,0.011905+0.023672i,0.009143+0.012784i
0.048778+0.050428i,0.12169+0.052931i,0.17288+0.016872i,0.1385-0.011117i,0.05673-0.004235i,0.014497+0.0075133i,0.01723-0.0067971i,0.014597-0.024223i,-0.0017037-0.016865i,-0.011059-0.004423i,-0.018291-0.0057827i,-0.024575-0.0032095i,-0.017972+0.0055827i,-0.0038759+0.0018609i,0.0058135-0.01119i,0.011637-0.015726i,0.016872-0.0096198i,0.014851-0.0044444i,0.00076187-0.0097396i,-0.015527-0.019046i,-0.024476-0.022585i,-0.024327-0.019135i,-0.018408-0.013211i
-0.08041+0.011108i,-0.13539+0.063553i,-0.15321+0.118i,-0.1192+0.11923i,-0.049393+0.051278i,0.011931-0.050392i,0.012565-0.086239i,-0.012879-0.040911i,-0.013365-0.0061137i,-0.01264-0.003552i,-0.015897+0.00404i,-0.0081949+0.012318i,0.00021982+0.0082764i,-0.0021564+0.00028729i,-0.015188-0.0047154i,-0.028301-0.0082634i,-0.031085-0.011869i,-0.02194-0.0052781i,-0.0015365+0.0069193i,0.019368+0.0050291i,0.026236-0.0052393i,0.020345-0.0073416i,0.010628-0.0018786i
0.02397-0.067237i,0.016647-0.12296i,0.019647-0.14883i,0.05031-0.14554i,0.047814-0.10326i,0.0029811-0.0061822i,-0.014681+0.063293i,-0.0014649+0.055595i,0.0042296+0.025991i,0.0098746+0.0097846i,0.021744-0.0033863i,0.026369-0.016307i,0.021568-0.021397i,0.015078-0.015005i,0.011918-0.0045753i,0.0097527+0.0042268i,0.0073127+0.0067531i,0.0032782-0.00082731i,-0.002929-0.0032543i,-0.0062704+0.0098902i,-0.0049895+0.024104i,-0.0031348+0.026079i,-3.5863e-05+0.019213i
0.05797+0.048882i,0.10783+0.05402i,0.097664+0.046497i,0.025328+0.066431i,-0.028616+0.079606i,-0.035869+0.047823i,-0.0093899+0.0073964i,0.022283-0.017357i,0.023707-0.030274i,0.0018398-0.029126i,-0.019003-0.019161i,-0.026764-0.0043915i,-0.021219+0.0072574i,-0.014074+0.0052975i,-0.01001-0.002383i,-0.0047941-0.0042244i,-0.00042308+0.0019212i,0.00013913+0.0055774i,-0.0039424-0.0043295i,-0.012291-0.020901i,-0.017155-0.027727i,-0.011827-0.023633i,-0.0040523-0.017989i
-0.07416+0.033164i,-0.1052+0.076309i,-0.094175+0.091368i,-0.060039+0.057367i,-0.012101+0.0083642i,0.047394-0.040482i,0.053371-0.069637i,0.011559-0.051995i,-0.0037123-0.019677i,-0.0020396-0.0056384i,-0.007743+0.0069361i,-0.0070214+0.018796i,-0.0045364+0.01821i,-0.0087569+0.016925i,-0.012355+0.020093i,-0.010063+0.016318i,-0.0070029+0.0082099i,-0.0035523+0.0098893i,0.0056532+0.017994i,0.019074+0.018179i,0.02855+0.010118i,0.026133+0.0030006i,0.014511+0.0014057i
0.0073653-0.07535i,0.0038526-0.12249i,0.033135-0.14254i,0.088424-0.15125i,0.079878-0.13324i,-0.0074879-0.061735i,-0.059346+0.0098566i,-0.048147+0.030894i,-0.028266+0.028281i,-0.01024+0.023955i,0.0068423+0.01254i,0.015596-0.00046784i,0.015993-0.0077905i,0.013406-0.0039577i,0.013641+0.0059503i,0.015636+0.011253i,0.014577+0.0069208i,0.010886-0.0023512i,0.0012043-0.0036402i,-0.014454+0.0082851i,-0.026798+0.021062i,-0.028348+0.022722i,-0.020754+0.018553i
0.060237+0.036974i,0.075703+0.047248i,0.014667+0.074557i,-0.084406+0.13488i,-0.12546+0.15766i,-0.096355+0.10679i,-0.050903+0.059543i,-0.0097821+0.046716i,0.0067232+0.030511i,-0.0049515+0.01263i,-0.020099+0.0031981i,-0.026488-0.00047638i,-0.023627-3.8958e-05i,-0.016231-0.0042887i,-0.011129-0.011557i,-0.0089126-0.010744i,-0.0061477-0.00075649i,-0.0026598+0.0064939i,0.00073537+1.6837e-05i,0.0023055-0.015089i,0.0018921-0.023154i,0.0041629-0.019054i,0.009758-0.01439i
