-0.0002043+0.0013338i,0.00093505+0.00022439i,0.00029768+0.00067043i,0.00028839+0.00099021i,0.00075853+0.00092014i,0.0014318+0.0013037i,0.001874+0.00086869i,0.00090601+0.00026596i,6.9971e-05+0.00017869i,0.00018809+0.00041112i,4.1635e-05+0.00020935i,6.408e-05-0.00095663i,0.00020455-0.0011763i,0.00031189-0.00047593i,0.00020349+9.0236e-05i,2.4946e-05+0.00075664i,0.00051839+0.00088848i,0.0013312-5.2937e-05i,0.0016051-0.00076699i,0.00093085-0.00036682i,-0.00016711+0.00020434i,-0.00014722-0.00020349i,0.00022273-8.9705e-05i
-0.024499-0.024707i,-0.048298-0.060175i,-0.017598-0.11i,0.074407-0.15835i,0.11038-0.17739i,0.056617-0.13595i,0.018124-0.058999i,0.019473-0.015231i,0.017122-0.0048531i,0.0093349+0.0047648i,0.0067596+0.010082i,0.0074721+0.006361i,0.0060257+0.00028809i,-0.0002764-0.0030672i,-0.0063308-0.0022019i,-0.0058543-0.00023012i,-0.001179+0.00072938i,0.00091685+0.0011902i,-0.0015954+0.00286i,-0.0051267+0.0051442i,-0.0076423+0.0052933i,-0.009708+0.0025579i,-0.0091141+0.00037787i
0.048219-0.052812i,0.093021-0.13549i,0.066319-0.18651i,-0.045596-0.10493i,-0.097249+0.032894i,-0.047407+0.076265i,-0.018025+0.044515i,-0.021233+0.031221i,-0.0066848+0.031024i,0.0098603+0.016982i,0.01175-0.00022673i,0.0050519-0.010042i,-0.0025493-0.0081077i,-0.0038174-0.0022947i,-0.0035447-2.1468e-05i,-0.004613+0.00053212i,-0.0037622-0.00073524i,-0.00023141-0.0032488i,0.0053447-0.0049487i,0.01103-0.0042479i,0.01592-0.0021146i,0.017993-0.001093i,0.014714-0.00091373i
0.0058747+0.094172i,0.056806+0.23458i,0.15916+0.33122i,0.23832+0.24411i,0.20526+0.066728i,0.10803-0.01937i,0.0531-0.02032i,0.032923-0.02125i,0.0071242-0.02408i,-0.01297-0.013212i,-0.014192-5.9864e-05i,-0.0041252+0.0066545i,0.0038022+0.0033639i,0.004294-0.0058987i,0.0020897-0.012654i,0.00041331-0.011906i,-0.00047762-0.0048175i,-0.0013674+0.0018978i,-0.0045461+0.0052079i,-0.010142+0.0056934i,-0.01484+0.0037474i,-0.016402+0.0010558i,-0.01366-0.00037578i
-0.06596-0.055524i,-0.18516-0.12326i,-0.31539-0.17658i,-0.35051-0.14795i,-0.26341-0.052325i,-0.14306+0.016639i,-0.068454+0.028977i,-0.030876+0.023719i,-0.0032004+0.016662i,0.013798+0.0051829i,0.014015-0.0032857i,0.0047884-0.0053288i,-0.00089787-0.0020881i,0.001767+0.0038411i,0.0064181+0.0083651i,0.0067598+0.007775i,0.0034942+0.0015254i,0.0013911-0.0035251i,0.0038993-0.0048586i,0.0089245-0.0036161i,0.012762-0.00025171i,0.014609+0.0021662i,0.012154+0.0018103i
0.040456-0.023219i,0.09104-0.04251i,0.16629-0.017996i,0.23047+0.033003i,0.21952+0.028766i,0.14166-0.013343i,0.069708-0.021101i,0.0355-0.011711i,0.01678-0.011763i,0.0013239-0.0091253i,-0.0049188-0.0037161i,-0.0032123-0.00054002i,1.9274e-05-0.00068006i,-0.00043913-0.0045685i,-0.0038484-0.0068366i,-0.0053303-0.0060076i,-0.0040077-0.0039901i,-0.0040785-0.0018439i,-0.0063618-0.0012085i,-0.0082308-0.0026725i,-0.0074779-0.0052476i,-0.0061953-0.0061863i,-0.0054753-0.0047314i
0.045497+0.014045i,0.10481-0.0056413i,0.099602-0.069926i,-0.018715-0.12088i,-0.11934-0.083015i,-0.10502-0.010792i,-0.052754+0.0040462i,-0.029338-0.0030661i,-0.016074+0.0055782i,-0.00058412+0.0086826i,0.0093704+0.0024024i,0.010392-0.0024462i,0.0046687-0.0010991i,0.00071578+0.0041045i,0.00024084+0.0069947i,0.00085209+0.0049529i,0.0030658+0.0010889i,0.0052774-0.00081342i,0.0071663+0.0022115i,0.0072156+0.0081292i,0.0047858+0.014152i,0.0038866+0.016281i,0.0043964+0.012302i
-0.068848+0.063516i,-0.13399+0.18684i,-0.1342+0.31776i,-0.021373+0.32152i,0.083618+0.18997i,0.087888+0.069647i,0.061883+0.032528i,0.048387+0.01359i,0.028847-0.011997i,0.0054595-0.020613i,-0.0091384-0.013555i,-0.011134-0.0030425i,-0.004543+0.00061478i,0.002263-0.002716i,0.0054329-0.0058817i,0.0052345-0.0048575i,0.0012129-0.0023574i,-0.0042877-0.0011578i,-0.0084101-0.0029709i,-0.0098507-0.0084129i,-0.0084232-0.01443i,-0.0075158-0.016373i,-0.0071563-0.012656i
-0.0067389-0.10415i,-0.025088-0.25139i,-0.054469-0.3855i,-0.08973-0.37564i,-0.10383-0.22926i,-0.087642-0.090979i,-0.061876-0.027195i,-0.034843-0.0014782i,-0.0093002+0.01116i,0.0092551+0.01264i,0.016236+0.0074404i,0.011124+0.0009282i,0.0015099+0.000117i,-0.0037865+0.0054837i,-0.0053003+0.0094804i,-0.0049949+0.0068755i,-0.002271+0.0011757i,0.001639-0.0025713i,0.0044715-0.0015708i,0.0053912+0.0035862i,0.0035243+0.0089042i,0.0010536+0.011455i,0.0015525+0.01034i
0.058097+0.027032i,0.1096+0.087292i,0.13012+0.17612i,0.10768+0.2291i,0.080777+0.18923i,0.064183+0.10118i,0.039215+0.04256i,0.018296+0.016671i,0.0098063-0.0016565i,0.0029865-0.010524i,-0.0019145-0.011126i,-0.001023-0.0091191i,0.0021451-0.0078539i,0.0029507-0.010192i,0.0027208-0.011636i,0.0028422-0.0097124i,0.002376-0.0066335i,0.0013601-0.0051345i,0.00063924-0.0066475i,0.0016621-0.0090297i,0.0054971-0.01021i,0.0077792-0.011504i,0.0058035-0.0103i
0.00036364+0.036349i,0.026369+0.046645i,0.06786-0.015648i,0.064948-0.12869i,0.0035271-0.16469i,-0.040045-0.10567i,-0.029825-0.055566i,-0.012029-0.034276i,-0.0065254-0.014721i,-0.0020516-5.6631e-05i,0.0025654+0.0078719i,0.0050523+0.0090221i,0.002155+0.0065734i,-0.0015061+0.0069089i,-0.00239+0.0080059i,-0.0014313+0.0073879i,0.00074326+0.0055006i,0.0029722+0.0056187i,0.0038622+0.009313i,0.00030042+0.011769i,-0.0068632+0.010501i,-0.0095627+0.009809i,-0.0063891+0.0088976i
-0.082713-0.0060546i,-0.19686+0.024564i,-0.27846+0.11443i,-0.21906+0.2001i,-0.075593+0.18355i,0.0081288+0.10713i,0.021102+0.061854i,0.025606+0.035538i,0.028183+0.0070545i,0.018582-0.012432i,0.0042462-0.018475i,-0.0050776-0.0132i,-0.0029252-0.0060339i,0.0029424-0.005155i,0.0046605-0.0060279i,0.0025414-0.0052866i,-0.0012424-0.0043985i,-0.0030685-0.0052027i,-0.0025927-0.0082711i,0.0016166-0.0097728i,0.0087836-0.0085021i,0.011953-0.0062018i,0.0084563-0.0040851i
0.06908-0.078988i,0.16139-0.18871i,0.2285-0.2932i,0.19077-0.29893i,0.087103-0.20797i,0.014773-0.11621i,-0.0077525-0.063267i,-0.012498-0.022569i,-0.0076522+0.0060942i,0.0022482+0.015707i,0.0073155+0.013789i,0.0058077+0.0071784i,-0.00023901+0.0030965i,-0.0054615+0.0033581i,-0.0073701+0.0034559i,-0.0050131+0.0012853i,-0.0011743-0.0007879i,0.0004889+0.00061116i,0.00015424+0.0051254i,-0.0030768+0.0086994i,-0.0082954+0.008654i,-0.010716+0.0081286i,-0.0082824+0.0071016i
0.017549+0.074457i,0.0088119+0.16471i,-0.036597+0.23053i,-0.082066+0.21382i,-0.067191+0.1459i,-0.01882+0.087245i,0.003861+0.048417i,0.0048146+0.021084i,0.0034516+0.004204i,0.0029857-0.0055852i,0.0045206-0.010294i,0.0056926-0.009537i,0.0073569-0.0053001i,0.0095816-0.0028102i,0.0092031-0.0028104i,0.007707-0.0017942i,0.0060123-0.00063505i,0.0039572-0.0012994i,0.0033554-0.0025783i,0.0054803-0.0028099i,0.0080128+0.00039065i,0.0087163+0.00080015i,0.0063286-0.0023642i
-0.038864+0.006462i,-0.037297+0.01416i,0.034379+0.0011848i,0.12566-0.0402i,0.12902-0.066986i,0.072371-0.055474i,0.037692-0.029604i,0.018239-0.013787i,0.0006123-0.0047381i,-0.0067255+0.0031372i,-0.0085955+0.0082359i,-0.0087879+0.0092788i,-0.0098578+0.0065808i,-0.012095+0.0041906i,-0.012236+0.0040569i,-0.010021+0.0040299i,-0.00751+0.0033769i,-0.0071887+0.0035132i,-0.009498+0.0050893i,-0.012567+0.0040411i,-0.014424-0.0013688i,-0.013321-0.0037318i,-0.0086487-0.0010835i
-0.037964-0.058274i,-0.12195-0.10637i,-0.23007-0.096911i,-0.26428-0.011978i,-0.18546+0.063963i,-0.091049+0.075976i,-0.048574+0.058034i,-0.021847+0.036843i,7.476e-06+0.014285i,0.0074304-0.001799i,0.0084001-0.010478i,0.0068636-0.013461i,0.0059708-0.0097805i,0.0082733-0.0059191i,0.009728-0.0062996i,0.006992-0.00793i,0.0025214-0.0076275i,0.0025798-0.0067218i,0.0067552-0.0075576i,0.011518-0.0060346i,0.012996-0.00033357i,0.010998+0.0034707i,0.0080642+0.0024274i
0.094028-0.007049i,0.2226-0.021826i,0.33043-0.047752i,0.3079-0.075942i,0.18212-0.08235i,0.079207-0.065733i,0.031081-0.048539i,0.0021987-0.032596i,-0.012389-0.015689i,-0.012846-0.0024746i,-0.0080277+0.0046156i,-0.0028766+0.0039319i,-0.0022173-0.00032652i,-0.0054398-0.0011605i,-0.0053442+5.3615e-05i,-0.00087011+0.00021343i,0.0021113-0.0020221i,7.3475e-05-0.0024395i,-0.0053226+0.0005324i,-0.0092082+0.001051i,-0.0087686-0.0026444i,-0.0072453-0.0049539i,-0.0058147-0.0045965i
-0.042654+0.067814i,-0.10955+0.13021i,-0.17357+0.15077i,-0.17069+0.10419i,-0.10889+0.052662i,-0.054162+0.036037i,-0.020418+0.025482i,0.0024249+0.0070421i,0.012119-0.007409i,0.01093-0.013381i,0.0078003-0.010497i,0.0076365-0.00256i,0.0090855+0.0020005i,0.0098742+0.0029735i,0.0098783+0.0040401i,0.007799+0.00538i,0.0044253+0.0053614i,0.0044395+0.0040517i,0.0081405+0.0033204i,0.010438+0.0039488i,0.0082806+0.006079i,0.006204+0.0076403i,0.0056863+0.0053514i
-0.034507-0.030214i,-0.041779-0.040163i,0.00036882-0.0085717i,0.064041+0.04226i,0.081128+0.049297i,0.056894+0.023822i,0.036444+0.012573i,0.024323+0.0073771i,0.013331+0.00050742i,0.0036656-0.0030046i,-0.0075113-0.0034372i,-0.013861-0.001607i,-0.010826-0.0011991i,-0.0087849-0.0025351i,-0.010743-0.0024514i,-0.0098824-0.0019952i,-0.0063644-0.0025965i,-0.0070181-0.0038204i,-0.011877-0.004723i,-0.013362-0.0060618i,-0.0075493-0.0075673i,-0.0021733-0.0066116i,-0.00095538-0.0029i
0.013803-0.056922i,-0.00097536-0.13131i,-0.065467-0.19714i,-0.13593-0.18847i,-0.13735-0.11031i,-0.093459-0.041755i,-0.058109-0.009624i,-0.026889+0.0083014i,-0.0011185+0.011653i,0.011542+0.0035564i,0.016203-0.0040795i,0.014245-0.0054511i,0.010792-0.00066202i,0.010707+0.003115i,0.010479+0.0021255i,0.0085735-0.0015352i,0.0057806-0.0019593i,0.0061543+0.0012068i,0.010542+0.0045807i,0.011809+0.007774i,0.0075084+0.011i,0.002809+0.010623i,0.00068973+0.0060646i
0.061994+0.051317i,0.1493+0.12216i,0.23752+0.16969i,0.24775+0.13352i,0.17441+0.054748i,0.10181+0.0097813i,0.062496-0.0034611i,0.030668-0.010312i,0.0068536-0.009628i,-0.0032121-0.0045148i,-0.0059748-0.0017765i,-0.0059571+3.7583e-05i,-0.0058732-0.00050402i,-0.0068864-0.0024979i,-0.0069782-0.0019563i,-0.0037677+0.00063408i,-0.00048332+0.0011167i,-0.0015362-0.002673i,-0.0059393-0.0069236i,-0.009338-0.0089759i,-0.0070386-0.0088843i,-0.0024589-0.0073433i,-0.00059536-0.0049158i
-0.069382+0.018972i,-0.15835+0.023102i,-0.21376+0.0096532i,-0.17384-0.0053486i,-0.092456-0.0029733i,-0.046312+0.0091955i,-0.026325+0.018531i,-0.0054618+0.02i,0.0089344+0.01238i,0.011002+0.0047186i,0.0087802+0.0025572i,0.0045745+0.0026192i,0.0011833+0.003946i,0.0020535+0.0057961i,0.0040582+0.0061003i,0.0024402+0.0043916i,-0.00072284+0.0029477i,-0.00040742+0.0049755i,0.0029809+0.010517i,0.0056043+0.01297i,0.0033854+0.010423i,0.0013564+0.0076776i,0.0028757+0.0055504i
0.00025984-0.048925i,0.0057184-0.075706i,0.006127-0.049847i,-0.0049597+0.0147i,-0.0088462+0.042623i,-0.00056768+0.032886i,0.0023932+0.023584i,0.00088156+0.016811i,-0.0011516+0.0087583i,-0.0038332+0.002063i,-0.0056435-0.0047558i,-0.006091-0.010274i,-0.0051329-0.01103i,-0.0040697-0.010113i,-0.0046102-0.0096552i,-0.0050551-0.0078467i,-0.0027204-0.0059062i,0.00038122-0.0078846i,-0.00049759-0.013975i,-0.0018857-0.016816i,6.9998e-05-0.012421i,0.0018355-0.0071657i,0.00021694-0.00434i
0.045481-0.013911i,0.086139-0.054831i,0.1007-0.12472i,0.06868-0.16939i,0.024574-0.14121i,-0.0034576-0.086632i,-0.016935-0.049989i,-0.019318-0.021292i,-0.010807-0.0031034i,-0.00065655+0.0019344i,0.006494+0.0041297i,0.010901+0.0046715i,0.0092828+0.00461i,0.0057827+0.0067437i,0.0061357+0.0076227i,0.0078136+0.004347i,0.0046027+0.0018267i,7.5636e-05+0.0057595i,-0.00089312+0.014318i,-0.00052246+0.018506i,-0.0015044+0.014208i,-0.0028731+0.0070871i,-0.0018102+0.0027681i
0.0021636+0.064611i,0.008914+0.15761i,0.030745+0.24053i,0.05867+0.23262i,0.067981+0.15064i,0.059547+0.081674i,0.048007+0.043666i,0.031016+0.012482i,0.012683-0.0054561i,0.0019788-0.0090516i,-0.0028032-0.0080562i,-0.0038168-0.004519i,-0.0028087-0.0039888i,-0.0015177-0.0060737i,-0.0013498-0.0059641i,-0.0011969-0.0031164i,0.0010939-0.0015636i,0.0037719-0.0044092i,0.0041272-0.011136i,0.003464-0.015082i,0.0036859-0.012178i,0.0038822-0.00701i,0.0034748-0.0034338i
-0.057823-0.034318i,-0.12171-0.085487i,-0.15973-0.12276i,-0.13577-0.099167i,-0.083336-0.043597i,-0.047376-0.015642i,-0.029348-0.0066989i,-0.014583+0.0022684i,-0.0021722+0.0062488i,0.0029547+0.0054047i,0.0020446+0.0035799i,-0.00022645+0.0035821i,5.3376e-05+0.0046439i,0.002079+0.0051103i,0.0028594+0.0063819i,0.0021091+0.0059754i,-0.00057668+0.0025688i,-0.0053566+0.0026229i,-0.0092986+0.0090108i,-0.0095714+0.014405i,-0.0067143+0.012381i,-0.0038326+0.0072736i,-0.0025781+0.005072i
0.033648-0.031859i,0.066133-0.055239i,0.066886-0.05918i,0.024073-0.04548i,-0.008189-0.02815i,-0.007435-0.0076635i,-0.00072093+0.0043146i,0.0016148+0.0019889i,-0.00024824-0.0041687i,-0.0023106-0.0070442i,-0.0013489-0.0091077i,0.0011275-0.0093633i,0.0018052-0.0067961i,0.00051379-0.005321i,-0.00039997-0.0068579i,-0.00046885-0.0069699i,0.00070373-0.003191i,0.0050311-0.0025212i,0.011096-0.0084934i,0.012543-0.012924i,0.010275-0.010453i,0.0064141-0.0060366i,0.0017932-0.0053155i
0.036335+0.023312i,0.081286+0.039122i,0.13175+0.027097i,0.1471-0.0073582i,0.11105-0.02493i,0.064918-0.024096i,0.037513-0.022729i,0.019554-0.019126i,0.0089922-0.012161i,0.0043973-0.0050946i,0.0030471+0.0024151i,0.0033572+0.0081728i,0.0021778+0.0090802i,0.001011+0.0073544i,0.0016353+0.0060657i,0.0025637+0.0047287i,0.0010356+0.0015487i,-0.0051792+0.00062797i,-0.013084+0.0057787i,-0.016856+0.010956i,-0.013377+0.0097922i,-0.0069521+0.0052236i,-0.0020908+0.0020443i
-0.043258+0.037092i,-0.10008+0.090351i,-0.14542+0.14768i,-0.13045+0.16003i,-0.075704+0.12147i,-0.034779+0.08351i,-0.0081978+0.063587i,0.011765+0.038131i,0.015229+0.01177i,0.0088391-0.0010131i,0.0014157-0.0052162i,-0.0049704-0.0053004i,-0.005492-0.003569i,-0.0013117-0.0033393i,0.0021234-0.0041737i,0.0018679-0.0032992i,0.00141-0.00048772i,0.0055075-4.7909e-06i,0.013505-0.0029955i,0.017824-0.0064828i,0.014232-0.0065368i,0.00847-0.0036626i,0.0048749-0.0017963i
-0.017675-0.059406i,-0.026083-0.13378i,-0.030883-0.18967i,-0.035744-0.16907i,-0.036272-0.10384i,-0.024921-0.057294i,-0.014266-0.030022i,-0.0077064-0.0079039i,-0.0022406+0.0020082i,-0.001545+0.0011352i,-0.0026863-0.00041538i,-0.0025592-0.00050126i,-0.0021856+0.00079873i,-0.0025903+0.0039132i,-0.0031334+0.0067884i,-0.0024021+0.0068038i,-0.0013086+0.002381i,-0.0044333-0.0025033i,-0.012999-0.0028779i,-0.018351+0.00031791i,-0.014726+0.002246i,-0.0082839+0.00068844i,-0.0046867-0.00064682i
0.045784+0.0010197i,0.093496+0.010909i,0.11942+0.013402i,0.10055-0.0063938i,0.061896-0.021273i,0.028735-0.011085i,0.0082624+0.0026772i,0.0010123+0.0044781i,0.0006927-0.0012569i,0.0014294-0.006851i,0.0034595-0.0095293i,0.0043551-0.0096227i,0.0025042-0.008194i,0.0015724-0.0069169i,0.0018911-0.0072558i,0.0018447-0.0070114i,0.00080691-0.0029196i,0.0033964+0.0025957i,0.012911+0.0044538i,0.019876+0.00343i,0.016919+0.0026777i,0.010958+0.0026446i,0.0073962+0.0011392i
-0.0011686+0.034478i,0.00089928+0.079871i,0.017089+0.1174i,0.03871+0.11621i,0.040726+0.079303i,0.034723+0.038712i,0.030317+0.014798i,0.021516+0.0044922i,0.012898+0.001605i,0.0076001+0.0008803i,0.0029013+0.0019009i,-0.00078887+0.0052618i,-0.0016127+0.0058992i,-0.00079319+0.0032627i,-0.00037958+0.0018993i,0.00020136+0.0012736i,0.00086845-0.0016251i,-0.0024009-0.0063392i,-0.010757-0.0090945i,-0.01671-0.0081643i,-0.014186-0.0050164i,-0.0081076-0.002118i,-0.0040643-0.0002381i
-0.045976-0.010467i,-0.10913-0.025005i,-0.16798-0.03405i,-0.16638-0.026403i,-0.11321-0.0094438i,-0.068534+0.0045206i,-0.045638+0.013088i,-0.023934+0.015901i,-0.0064893+0.011018i,0.00098481+0.0052259i,0.0028165-0.0001732i,0.0030056-0.0054985i,0.0018912-0.0078845i,0.0023041-0.0060496i,0.0041532-0.0024058i,0.0037801-3.975e-05i,0.0017425+0.0022525i,0.0032136+0.0063532i,0.010035+0.010396i,0.015451+0.011168i,0.013317+0.008471i,0.0063273+0.0055205i,0.00099165+0.0036928i
0.028851-0.043241i,0.073728-0.092093i,0.114-0.12989i,0.1056-0.12481i,0.065458-0.089372i,0.042503-0.055177i,0.029638-0.033089i,0.011463-0.018591i,-0.00042804-0.0079424i,-0.0039327-0.0015068i,-0.0033483+0.0013934i,-0.00035867+0.003308i,0.0013232+0.0034041i,-0.00098419+0.0021603i,-0.0036858+0.0014092i,-0.0035735+0.0017054i,-0.00058551+0.0004615i,0.00015616-0.0045422i,-0.0045116-0.01046i,-0.0096886-0.013461i,-0.0085266-0.012222i,-0.0036781-0.0097561i,-0.0022001-0.0077827i
0.02136+0.031661i,0.043149+0.076911i,0.060705+0.11339i,0.066903+0.10289i,0.057096+0.065167i,0.032111+0.033141i,0.01255+0.010908i,0.0060895-0.0029451i,0.0038117-0.0084989i,0.0017445-0.0069333i,0.0017721-0.0032788i,0.0042716-0.00067093i,0.0055588-0.00049086i,0.0061204-0.0025359i,0.0073255-0.0041144i,0.0067907-0.0038814i,0.0026122-0.0014041i,-0.0006012+0.0051042i,0.0022217+0.013951i,0.0070521+0.018675i,0.0072469+0.01576i,0.0034981+0.010045i,0.0017+0.0062986i
-0.03029+0.017311i,-0.069421+0.03556i,-0.10009+0.053107i,-0.096137+0.059094i,-0.061652+0.048338i,-0.019674+0.034828i,0.0083235+0.025919i,0.015893+0.014369i,0.010915+0.0036957i,0.0027984-0.00052759i,-0.0042152+0.00079957i,-0.0084768+0.0039452i,-0.0075899+0.0060967i,-0.0040084+0.005963i,-0.0015201+0.0039513i,0.00060105+0.0024067i,0.0031842+0.00049544i,0.0037208-0.004456i,0.00022113-0.011996i,-0.0035043-0.015908i,-0.0028332-0.013415i,7.8829e-05-0.0081153i,0.00014921-0.0046205i
-0.016456-0.03651i,-0.030976-0.086045i,-0.040374-0.1308i,-0.035201-0.12951i,-0.024226-0.087189i,-0.021201-0.049728i,-0.019071-0.027877i,-0.01018-0.014193i,-0.0032886-0.0089018i,-0.0030336-0.0086348i,-0.0024516-0.0088914i,0.00047984-0.008418i,0.0018956-0.006681i,0.0016712-0.0025251i,0.0016218+0.0024978i,0.0027342+0.0043908i,0.001762+0.0035138i,-0.0015845+0.0056187i,-0.0035334+0.011903i,-0.0031407+0.016548i,-0.0023454+0.013897i,-0.0026434+0.0075152i,-0.0023588+0.0027919i
0.038129-0.0073682i,0.094413+0.00041599i,0.1424+0.015724i,0.13654+0.019554i,0.093913+0.013093i,0.062714+0.015208i,0.044578+0.016934i,0.027019+0.008841i,0.013188-0.00053539i,0.0061287-0.0057467i,0.0012401-0.0059075i,-0.0022621-0.0017517i,-0.003205+0.0015015i,-0.0039247+0.00028204i,-0.0054298-0.0023126i,-0.0053681-0.0027329i,-0.0027202-0.0015389i,0.001518-0.0035574i,0.0050314-0.0095839i,0.0063913-0.013486i,0.0070373-0.011145i,0.0078538-0.0053771i,0.0073756-0.001751i
-0.0072987+0.032427i,-0.031406+0.075371i,-0.056831+0.10896i,-0.054261+0.10585i,-0.034287+0.074715i,-0.021264+0.039446i,-0.0095972+0.016251i,0.0039529+0.0059789i,0.0099423+0.00087447i,0.00889-0.0017648i,0.0071615-0.0023751i,0.0059355-0.0019524i,0.0045578-0.0010918i,0.0043943+0.0001359i,0.0054788-0.00012976i,0.0056881-0.0012238i,0.0020474-0.0015498i,-0.003915+0.001224i,-0.0084451+0.0074342i,-0.010423+0.011657i,-0.0096589+0.010427i,-0.007596+0.0062047i,-0.0056603+0.0036935i
-0.027157-0.013504i,-0.057795-0.038333i,-0.081079-0.063913i,-0.07873-0.068897i,-0.055335-0.048817i,-0.029575-0.016587i,-0.014023+0.0087817i,-0.0067041+0.016474i,-0.0029161+0.013199i,-0.00099289+0.0086906i,-0.0016994+0.0044631i,-0.0048305+0.00014475i,-0.0069346-0.00074017i,-0.0064844-0.00047592i,-0.0044686-0.00129i,-0.0019246-0.0014083i,0.0017596-0.0015904i,0.0060715-0.0033801i,0.0090751-0.0080946i,0.011109-0.01104i,0.010222-0.0090442i,0.0066126-0.0045371i,0.0022537-0.0020299i
0.012593-0.029182i,0.042857-0.058905i,0.076496-0.07595i,0.082799-0.063424i,0.058578-0.040466i,0.032006-0.03207i,0.014803-0.028404i,0.0036108-0.018105i,-0.0021448-0.0086143i,-0.0027459-0.0030127i,0.00078673-0.00097404i,0.0062541-0.0015766i,0.0081781-0.0021247i,0.0052028-0.00090204i,0.0015866+0.0015742i,-0.00087979+0.0029852i,-0.0023485+0.0025742i,-0.004411+0.001355i,-0.0083248+0.0020802i,-0.0106+0.0034794i,-0.0091225+0.0015144i,-0.0066715-0.0016746i,-0.0050746-0.0022568i
0.022399+0.02182i,0.041881+0.0608i,0.050519+0.098546i,0.041953+0.095068i,0.028654+0.062201i,0.016261+0.041005i,0.0068061+0.028328i,0.0017959+0.011682i,-0.0012332+0.00085861i,-0.0039558-0.0011163i,-0.0059531+9.8954e-05i,-0.007073+0.0022464i,-0.0061639+0.0031299i,-0.0031367+0.00024436i,-0.0014032-0.0041984i,-0.0011133-0.0055143i,0.00018059-0.00301i,0.0045896-0.0011534i,0.010712-0.0010958i,0.014026-0.00052089i,0.012421+0.0013229i,0.0083872+0.0037623i,0.0044496+0.0039374i
-0.025049+0.0091215i,-0.065309+0.012599i,-0.10233+0.0093072i,-0.10038+0.0050377i,-0.067002+0.0020744i,-0.031979-0.0076775i,-0.0081599-0.012745i,0.0023339-0.008779i,0.0029692-0.0062262i,0.0010309-0.0047781i,0.00050104-0.0019204i,0.0013999-0.00019387i,0.0027262+0.00084067i,0.003371+0.0020704i,0.0038006+0.0023601i,0.0038322+0.0016549i,0.0020043+0.00017637i,-0.0023667-0.0012861i,-0.0081211-0.0014866i,-0.011792-0.0012766i,-0.010266-0.0024763i,-0.0062821-0.0041194i,-0.0040917-0.004531i
-0.0032189-0.026215i,0.0019573-0.060127i,0.016722-0.091011i,0.028599-0.09238i,0.026664-0.06442i,0.015979-0.029122i,0.0048403-0.0093388i,-0.00087826-0.0056136i,-0.0039994-0.0055468i,-0.0064594-0.0043869i,-0.0073785-0.0042718i,-0.0067689-0.0055264i,-0.0053592-0.0056673i,-0.0026945-0.0046251i,-2.6038e-05-0.0023539i,0.0022273-0.00041055i,0.004041+0.001132i,0.005857+0.0028751i,0.0092277+0.0054487i,0.01126+0.0068746i,0.0093161+0.0066385i,0.0056306+0.0059857i,0.0031785+0.004401i
0.02463-0.0015537i,0.054931+0.0067794i,0.078391+0.028786i,0.072892+0.044894i,0.050067+0.035254i,0.036221+0.013922i,0.031038+0.0011229i,0.023068-0.0031209i,0.014276-0.0054186i,0.0080492-0.0062088i,0.0052702-0.0034316i,0.0059081+0.0012404i,0.0069249+0.0045326i,0.0045687+0.0051948i,0.00018561+0.0044013i,-0.0027369+0.0039748i,-0.0034913+0.0020916i,-0.0045558-0.001513i,-0.0074238-0.004352i,-0.0088658-0.0068158i,-0.0062649-0.007157i,-0.0029269-0.0057282i,-0.00054915-0.0044978i
-0.0033506+0.020408i,-0.019835+0.049697i,-0.04413+0.067166i,-0.051919+0.055479i,-0.036993+0.035853i,-0.02314+0.025805i,-0.013676+0.017861i,-0.0027989+0.0089859i,0.0018975+0.0039309i,0.001104+0.00089794i,-0.00072667-0.0020465i,-0.0045856-0.0035377i,-0.005997-0.0030746i,-0.0036504-0.003086i,-0.00064794-0.0041973i,0.00083211-0.0043585i,0.00065812-0.0020471i,0.0015582+0.0024093i,0.0040593+0.0067456i,0.0047075+0.0094854i,0.0027838+0.0097843i,2.5992e-05+0.0081783i,-0.00035066+0.0053603i
-0.0201-0.013212i,-0.040549-0.038102i,-0.051358-0.066152i,-0.042899-0.068287i,-0.023726-0.048926i,-0.0026599-0.02895i,0.008618-0.010485i,0.0073014+0.00078191i,0.0035226+0.0036615i,0.0020905+0.0040865i,0.0026447+0.0041131i,0.0034296+0.0038756i,0.0030819+0.0025163i,0.0018429+0.0012564i,0.0002877+0.0011782i,0.0011192+0.00071932i,0.0011606-0.0011872i,-0.0023307-0.0038756i,-0.0046387-0.0070174i,-0.0031927-0.010295i,-0.00023829-0.010828i,0.0010481-0.0088434i,0.00098918-0.0058422i
0.015022-0.014584i,0.043033-0.025376i,0.075635-0.02535i,0.083569-0.013827i,0.060218-0.0014413i,0.027502+0.0050145i,0.0068405+0.0023473i,0.00055393-0.0027616i,-0.0031813-0.0028761i,-0.0057215-0.0018055i,-0.0046701-0.0030648i,-0.002308-0.0034107i,0.00013321-0.002933i,0.0017574-0.0017976i,0.001441+0.00011978i,0.00087186+0.0012339i,0.0013931+0.0011178i,0.0018695+0.0018554i,0.00181+0.0048213i,0.00035864+0.0071542i,-0.0018812+0.006361i,-0.0029956+0.0050327i,-0.0022262+0.0047811i
