0.00080484+0.001025i,0.00036979-0.0002141i,-0.00077427-0.0011287i,-0.0018611-0.0013404i,-0.0022967-0.00050519i,-0.0016693+0.00095464i,-0.001115+0.001518i,-0.0011163+0.0016251i,-0.00073815+0.0017218i,0.00076995+0.0011475i,0.0018924+0.00042084i,0.00092441-0.00029773i,4.0849e-05-0.0010012i,0.00086324-0.00070076i,0.0015179-0.00043508i,0.00040922-0.00031216i,-0.00095168+0.00040128i,-0.00087944+0.00024975i,-0.00022631-0.00095002i,0.00053844-0.0013887i,0.00075608-0.0010193i,9.5117e-05-0.00034845i,0.00011025+0.00031757i
0.0021938+0.00064727i,0.0015688+0.00019787i,0.0010945+0.00014458i,8.1788e-05+0.0004833i,-0.00082108+0.0008143i,-0.0015103+0.00067747i,-0.0017706+0.00098798i,-0.00075802+0.0012019i,0.00033394+0.00026272i,-3.5496e-05+0.000414i,-0.00030163+0.00051359i,0.0003226-0.00073469i,0.00048655-0.0012021i,0.00037678-0.00050075i,-0.00010722-0.00033862i,-0.00098824-0.00029543i,-0.0009844-0.00010837i,0.00020393+0.00041485i,0.0013167+0.0011606i,0.00087767+0.00081198i,0.00018241+0.0005105i,0.00015455+0.00032217i,0.00031726+0.00018406i
-0.001059-0.00022086i,-0.00093163+0.00053949i,-0.00031343+9.4245e-05i,0.00019399+0.00019589i,3.9716e-05+0.00053446i,-0.00038396+0.00079887i,-0.00021753+0.0010193i,-0.00019836+0.0014776i,-0.00067797+0.0014025i,0.00022064+0.0012809i,0.00095332+0.001087i,0.00068786+0.00027376i,0.00060568-0.0010924i,0.0002538-0.0012416i,-0.0004848-0.0003553i,-0.0011885-0.00035871i,-0.00098401-0.00054732i,-0.00023644-0.00036667i,-0.00024612+0.0001699i,-0.00034133+0.00037188i,-0.00048971+0.00020541i,-0.00088466-0.00036864i,-0.00016703-0.0011496i
0.00035032+0.0011333i,-5.3466e-05+0.00045082i,0.00091586-0.00062806i,0.00048893-0.0010484i,-0.0012031-0.00044957i,-0.00081086+0.00026827i,0.00031821+0.00037056i,0.00024692+0.00071906i,0.0006562+0.0011968i,0.0011595+0.00041692i,0.00081342-0.0010206i,0.00051316-0.0012999i,0.00056191-0.00050169i,-0.00040486-0.00093105i,-0.0019166-0.00095923i,-0.0017417+7.3525e-05i,-0.00094089+0.00016797i,-0.0011579+3.3461e-05i,-0.0010928-0.00011063i,-0.0003757-0.00042558i,-0.0009556-0.00044451i,-0.0012005-0.0006476i,-0.00071095-0.00036283i
-0.00015179-0.00075171i,-0.00027388-0.00027628i,-0.0011747-0.00041382i,-0.00046227+8.9898e-05i,0.00034138+0.0010339i,-0.00019727+0.0012944i,-0.0010376+0.0013992i,-0.00043081+0.00079918i,0.00031699+0.0002433i,0.00054235+6.3914e-05i,0.00074291+5.6979e-05i,0.0010718-0.00031246i,0.00076532-0.00059456i,0.00043884-0.00063613i,8.8372e-05-0.0004941i,1.4209e-05-0.00021794i,0.00069651-8.3529e-05i,0.0013059+0.00076085i,0.0011563+0.0010276i,0.00080446+0.00095015i,0.00080542+0.00037985i,0.00076581-0.00066934i,9.2e-05-0.0011149i
0.00014462+0.0017987i,-0.00017436+0.0013441i,-0.00041804+0.0010267i,-0.00097728+0.00092963i,-0.00097624+0.00076793i,-0.0010267+0.00010428i,-0.00081827-0.00042707i,-5.5281e-05+0.00024257i,0.00025849+0.00093203i,0.00021417+1.2928e-05i,-4.2392e-05-0.00031841i,-0.00035371+0.0001646i,-0.00039269-5.6414e-05i,-0.00014002-0.00037732i,0.00035233-0.00024892i,0.00025252-0.00012716i,-4.573e-05+6.6038e-05i,-0.00022129-0.00051553i,-0.00071396-0.00081478i,-0.00042977-0.00099587i,-0.00010082-0.0006726i,-0.00044748-0.00025955i,-0.0010446-0.00038722i
-0.0011461+0.00025066i,-0.0015254+0.00075363i,-0.0017468+0.00097077i,-0.0010897+0.00020488i,-0.00044056+3.5239e-05i,-0.00054745+0.00057859i,-0.00084509+0.00039716i,-0.00059115+0.00071957i,-0.00024174+0.0017037i,-0.00040889+0.0021179i,-0.00039863+0.00094024i,0.00043852-0.00047365i,0.00066676-0.0015354i,0.0004468-0.0015406i,0.00040422-0.00023491i,-2.9193e-06+0.00031142i,-0.00046002-0.00016931i,-0.00035467-0.00021184i,0.00022679-0.00047084i,0.00071998-0.0013626i,0.0010664-0.0010306i,0.00080245-3.151e-06i,0.00011489+0.00032707i
-0.00077454+0.0012922i,-0.00047571+0.00073296i,-0.00010495+0.00098781i,0.00053301+0.0024948i,0.00069157+0.0035087i,0.00053048+0.0021674i,5.5343e-05+0.00082814i,0.00046154+0.0010348i,0.0013242+0.0012995i,0.0014745+0.00061794i,0.0018125+0.00012012i,0.0012975-0.00087501i,0.00025292-0.00128i,-0.00013191-0.00074542i,0.00016203-0.00039302i,0.00029241-0.00011426i,0.00032625-0.00031259i,0.00061789-0.00013326i,0.0013424+0.00027293i,0.0011442+0.00012398i,0.00025721+0.00024176i,0.00051185+0.00045806i,0.0012431-0.00054836i
-1.4083e-05+0.00079923i,-0.00019072+0.00033197i,-0.00070355-0.00011763i,-0.00053866+0.00049011i,0.00037319+0.00060206i,0.00084602-3.7652e-05i,0.00050288+5.0743e-05i,-0.000377+0.0007097i,-0.00036112+0.00055318i,0.00073077+0.00042672i,0.00097406+0.00045475i,0.00098728+7.1749e-05i,0.00042618-0.00018995i,-0.00060415-0.00053317i,-0.00029376-0.00045267i,0.00065144+0.00020545i,0.00054236+0.00035773i,0.00099259+2.6104e-05i,0.00098286+0.00026443i,0.00086375-0.00022341i,0.0011423-0.0010453i,0.00065055-0.00074264i,-9.9698e-05-0.00060284i
-0.0014059+0.00057933i,-0.00082495+0.00024008i,-0.00062675+0.00013165i,-0.0019197+0.00057561i,-0.0019956+0.0020663i,-0.00059912+0.0018255i,0.00044375+0.00055766i,0.00013545+0.00029584i,-4.2904e-05+0.0001864i,0.00015078+2.5893e-05i,0.00097463-1.3394e-05i,0.00090418-0.00019402i,0.00018847-0.00068187i,0.00041539-0.00034688i,0.00017266+0.00018154i,-3.563e-05+3.1651e-05i,-0.00042285+0.00012723i,-0.00045952+0.00065514i,0.00031262+0.0010049i,0.00052198+0.0010025i,-0.00025646+0.00071783i,-0.00017708-0.00016765i,0.0010252-0.00061704i
-0.0036162-0.00022608i,-0.0029627-0.00019104i,-0.0024221+0.00061386i,-0.001019+0.0025689i,1.5112e-05+0.003594i,-6.236e-05+0.0023316i,-0.00027904+0.00098473i,0.00071541+0.0013895i,0.00068176+0.0020561i,-0.00013338+0.0019784i,0.00039396+0.0012104i,0.0006992+0.00029123i,0.00016178-8.0294e-07i,-4.2305e-05-0.00056314i,0.00017497-0.0012147i,-8.5721e-05-0.00077762i,-0.00097088-0.00022004i,-0.00074649-0.00019793i,0.00036262-0.00011914i,0.00044767-1.8225e-05i,-0.00019081-0.00022828i,-3.2759e-05-0.00067984i,0.00072279-0.00038278i
-0.0011904+0.00036148i,-0.0011786-0.00058069i,-0.0010691-8.6949e-05i,-0.0006493+0.0011125i,8.5525e-05+0.001111i,0.00048155+0.00047634i,0.00059259+0.00070731i,0.00029611+0.0007499i,0.00033376+0.0010381i,0.0010969+0.0016742i,0.0015116+0.00078616i,0.0008893-0.00024017i,0.00026839-0.00093701i,0.00068578-0.0012877i,0.0013582-0.0012252i,0.00064747-0.00090408i,-0.0001265-0.00069099i,-0.00054895-8.9789e-05i,-0.00034954+0.00058521i,0.00012682+0.00060846i,1.1585e-05+0.00055652i,0.00027419+0.00066481i,0.00037815+2.235e-05i
-0.00058023+0.00029966i,-0.00025095-0.00034186i,-0.00068838-0.00090577i,-0.0010657+0.00017113i,-0.0010028+0.0013768i,-0.0012137+0.0017924i,-0.0016768+0.0010232i,-0.0012785+0.00026858i,-0.00015542+0.0010062i,0.00044672+0.0013381i,0.00065385+0.0012638i,0.001312+0.00077672i,0.0014168+0.00019908i,0.00019164-0.00010103i,-0.00097889+0.00014593i,-0.0010341+0.00040151i,-0.00093891+0.00039062i,-0.00022933+0.00054627i,0.00070139+0.00045901i,0.00025713+0.00025248i,-0.00048701-2.1394e-05i,-0.00026925+7.3533e-05i,0.00036467+0.00089261i
-0.0011408+0.00081585i,-0.001087+0.00083862i,-0.0008893+0.0015298i,-0.00013321+0.0015711i,0.00025859+0.0019332i,0.00020093+0.0011762i,-4.2256e-05-5.3687e-05i,-0.00042301+0.00047928i,0.00016865+0.0015165i,0.00068707+0.0013749i,0.00091868+0.00026233i,0.001005-0.0004792i,0.0012244-0.00085804i,0.0011298-0.0012408i,0.00051394-0.001116i,0.00039067-0.00077335i,-0.00015727-0.00054625i,-0.00063879-0.00097155i,4.8001e-05-0.00058099i,0.00028244-0.00055543i,-8.6638e-05-0.00073514i,-8.5493e-05+0.00045729i,0.00014601+0.0004304i
0.0016106-0.00014303i,0.0018016-0.00012846i,0.0012525+0.00027681i,0.0007805+0.00057465i,6.8214e-05-0.00013041i,-0.00042967-0.00071582i,-0.0010418-2.2588e-05i,-0.001449+0.00015495i,-0.0012441+0.00023884i,-0.00071894+0.00011918i,-0.00097109-0.00044966i,-0.0011837-0.00088855i,-0.0011031-0.0010159i,-0.0012934-0.00042878i,-0.0013375-0.00016549i,-0.0012531-0.00034346i,-0.00086739+0.00028863i,0.00031875+0.00099353i,0.0011552+0.00098251i,0.00045836+0.00019065i,-0.00029724-0.00014442i,-0.00049538+2.5795e-05i,-0.00061863+3.5874e-05i
0.002013-0.0013318i,0.0012472-0.00077104i,0.00012401+9.3009e-05i,-0.0011611+0.00055948i,-0.0027719+0.00082306i,-0.0029801+0.00090843i,-0.001975+0.00067925i,-0.0007467+0.0007094i,-0.00030811+0.0012705i,0.00012837+0.0010908i,0.00022624-2.8354e-05i,6.7519e-05-0.00052969i,0.00010212+0.00021706i,-0.00040006+0.0007188i,-0.00078635+0.00053532i,-0.0012168-0.00013649i,-0.001114-0.00070179i,-0.00070534-0.00022074i,-3.6993e-05+0.00061416i,5.7359e-05+0.00070085i,9.5779e-05+0.00028253i,0.00019208+0.00058876i,8.0548e-05+0.00025954i
0.0003436+0.00057959i,0.00026613+0.00066418i,0.00069895+0.00041091i,0.00051954-0.00048982i,0.00019975-0.00082997i,-0.00062333-0.0009359i,-0.00091155-0.00031811i,-0.00056114+0.00093495i,-0.00044929+0.001102i,-0.00024228+0.00063691i,-0.00062016+0.00016442i,-0.00065546-0.0002535i,-0.00011867-0.00075416i,-0.00018567-0.00094621i,-0.00037413-0.00057868i,-0.00071351-0.0001974i,-0.0014768+8.7645e-05i,-0.00080141+5.8299e-05i,0.00044857+0.00019639i,0.0005019+0.0010894i,0.00046652+0.0010852i,0.00027847-0.00031276i,0.00023369-0.00093168i
-0.0005408-0.0014231i,-0.00022997-0.00099857i,-0.00058558-0.00085139i,-0.00031664+0.00024054i,0.00020035+0.0016203i,7.2228e-05+0.0013393i,0.00047451+0.00062612i,0.00077903+8.649e-05i,0.00073092-0.00017616i,0.00076142+0.00060853i,0.00054851+0.0013776i,0.00067028+0.00090756i,0.001308-1.5854e-05i,0.00055398-0.00077319i,-0.00036535-0.00068163i,-5.1823e-05-0.00016905i,1.4436e-06-4.2657e-05i,-0.00060261+0.00070194i,-0.001104+0.0010433i,-0.00097742+0.00038828i,-0.00026696+0.00051751i,-0.00015569+0.00099421i,0.00016091+0.00036846i
0.00080405-0.00051144i,0.00038403-0.00067564i,0.00062324-2.6778e-05i,-0.00059916+0.0012227i,-0.0021141+0.0023886i,-0.0018096+0.0025275i,-0.00072953+0.0013869i,0.00028338+0.0010412i,5.9834e-05+0.0013265i,-0.00021718+0.0010493i,0.00017889+0.00041708i,0.00068831-4.8499e-05i,0.0011264-0.00089179i,0.00036256-0.00084041i,-0.0012517-0.00038296i,-0.0010722-0.00057403i,0.0005071-0.0010171i,0.00022128-0.00028417i,-0.00015084+0.00033861i,-0.00017106-6.8008e-05i,-0.00069553-1.6679e-05i,0.00013183+0.00040755i,0.00071338+0.00023861i
0.0024074-0.0010141i,0.0020176-0.0019819i,0.001171-0.0029218i,-0.00020231-0.0026116i,-0.00040903-0.0018603i,0.00023615-0.00094319i,0.00076326-0.00032312i,0.0008504+0.00021764i,0.0008732+0.00057788i,0.00069528+0.00012014i,0.0002981-0.0012562i,2.9989e-05-0.0014826i,0.00011267-0.00078074i,-0.00022097-0.00036428i,0.00041694-0.00034151i,0.00029543+0.00078158i,-0.00039912+0.0011242i,0.00018789+0.00037379i,0.00072117-0.00047056i,0.00029448-0.00089188i,0.00022931-0.00074043i,0.00096529-0.00046043i,0.00062942-0.00047524i
-0.0016475-0.00106i,-0.00080795-0.00048174i,-0.0011901+0.00051449i,-0.0015414+0.00050998i,-0.0010059-0.00036425i,-0.0010334-0.00088328i,-0.00050102-0.00079269i,0.00050134-0.00037615i,0.00061955+0.00049141i,0.00070156+0.00095695i,0.0013034+0.0012917i,0.0011231+0.0011429i,0.00086373+9.4457e-06i,0.00018486-0.00074934i,0.00016528-0.00067479i,0.00081862-0.00010937i,0.00028325+1.7247e-05i,-0.00043672-0.00019305i,-0.00039516+0.00017342i,0.00023946+0.00010575i,0.0012285-0.00049737i,0.00088238-0.00058304i,6.8794e-06-0.00086313i
-0.00067345-0.0023839i,-0.00061669-0.0022848i,-0.0023261-0.0016563i,-0.0026973+0.00052366i,-0.0019703+0.0021174i,-0.00091023+0.0022411i,-0.00068373+0.0012026i,-0.00084614+0.001073i,-0.0011074+0.0015581i,-0.00089416+0.0012584i,8.887e-05+0.00041895i,0.0010179-0.00026695i,0.0013743-0.00019039i,0.0014652+3.0772e-05i,0.00066872-4.4132e-05i,1.4479e-05-0.00033676i,0.00074061-0.00043341i,0.00041884+0.00038506i,0.00034791+0.00097735i,0.00096906+0.00053751i,0.00023402-0.00059267i,-0.00070505-0.00080482i,-0.00065542-0.00045659i
-0.0022155+0.0019741i,-0.0021712+0.0017327i,-0.0016611+0.00080073i,-0.0010821+0.00091727i,-0.00073737+0.0014606i,0.0001276+0.00093459i,0.00046371+0.001009i,0.00021021+0.0018037i,0.00013278+0.0013054i,0.00042303+0.00059296i,0.00061032+0.00051731i,0.000871-0.00042215i,0.00053711-0.0011635i,-0.00057815-0.00081555i,-0.00065955-0.00044695i,3.5129e-05-0.000139i,-1.2489e-05-0.00043138i,-0.00036866-0.0005395i,-0.00016475-0.0004104i,0.00037311-0.00036161i,0.00079824-0.00016742i,0.00049941+0.00045436i,-0.0003464+0.00051901i
7.7619e-05-0.0018797i,-0.00070078-0.0021818i,-0.0021076-0.0021677i,-0.0023289-0.0013772i,-0.0023197-0.00043318i,-0.0017087+0.00026017i,-0.00099231+0.0007764i,-0.00015867+0.00092806i,-0.00027131+0.00073137i,-0.00066875+0.00077159i,0.00034755+0.00064316i,0.0014496+0.00048443i,0.0012809+0.0003314i,0.00078543+0.00030794i,0.00074398+0.00038431i,0.00063316+0.00074047i,8.7163e-05+0.00079175i,0.00027249+0.00055195i,0.00049823+0.00079697i,7.9074e-05+0.0011768i,-0.00063448+0.00061405i,-0.00037958-0.00029248i,-8.1194e-05-4.2733e-05i
0.00040514+0.00025527i,0.00026103+0.00090185i,0.00045223+0.00084421i,0.00049334+0.00066285i,-0.00032944+0.00065765i,-0.00097924+0.00051028i,-0.0012821+0.00013145i,-0.0020046+0.000576i,-0.00090599+0.0019875i,0.00024708+0.0017705i,0.00064132-0.00026723i,0.00079522-0.0018227i,0.00066971-0.00074376i,0.00014448+0.0007425i,0.00023713+0.00060657i,4.0388e-05+0.00023334i,-0.00099653+0.00011682i,-0.00068486-3.6131e-05i,-0.00047213+0.00060935i,-3.4243e-05+0.00085382i,0.0001482+0.00077379i,6.9549e-05+0.00038802i,0.00037085-0.00030901i
-0.0011559-0.0027554i,-0.00092001-0.0025271i,-0.0015162-0.0021122i,-0.0026899-0.00064935i,-0.0021406+0.0013581i,-0.00062987+0.0018659i,0.00013664+0.00081433i,0.00074851+0.0013654i,0.00068494+0.0018285i,0.00061465+0.0013759i,0.0010981+0.00080657i,0.0009687+0.00054922i,0.00059174-0.00047522i,0.00020512-0.00099133i,0.00019452-0.00070865i,7.4331e-05-0.00063426i,-0.00033334-0.00090476i,-0.00026881-0.00052577i,3.3916e-05-1.1152e-05i,-9.5948e-05-0.00010328i,-0.0010665+2.7559e-05i,-0.00088998+3.857e-05i,6.5258e-05-0.00037697i
-1.6523e-05+0.0019128i,0.00049031+0.001326i,0.00065966+0.0017i,8.4406e-05+0.0016963i,-0.0004346+0.00075708i,-0.0013091-5.4393e-05i,-0.0011945+0.00058685i,-0.00039324+0.0014483i,0.00065072+0.0020667i,0.0012921+0.0016533i,0.0016439+0.00010843i,0.0013522-0.001063i,0.00015872-0.0013152i,-8.9055e-05-0.001614i,0.00016501-0.00086663i,-0.00031092+0.00018789i,-0.00095518+0.00060833i,-0.0006573+0.00014051i,-0.00026246-0.00053942i,0.00024388-0.0004609i,0.00057027-0.00024908i,0.00081984-0.00016201i,0.0009495+0.00063527i
-0.0002239+0.00070265i,-0.00068485+0.00082984i,0.00018573+0.00096946i,0.00051151+0.001118i,-0.00029397+0.0013835i,-0.00042396+0.00079139i,-0.00083525+1.434e-06i,-0.00081742+0.00054655i,0.00046538+0.0012559i,0.00085586+0.0010083i,0.00014297+0.00076158i,-0.00032381-0.00016973i,-6.5107e-05-0.00080553i,0.00011334-0.00059009i,-0.00028532-0.00048441i,-0.0001366-0.00093881i,-8.5232e-05-0.00070408i,0.00012294-0.00014195i,0.0011626-0.00013314i,0.00079723-0.00019645i,-0.00011453-0.00021932i,5.5676e-05+0.00017617i,0.00051227+0.00034279i
0.0010808+0.0017935i,0.00088389+0.00095469i,0.00098916+0.00063218i,0.00093168+0.00085642i,0.00060535+0.0010779i,0.00025521+0.00072742i,0.00045617+0.00015783i,0.0007973+8.4602e-05i,0.001225+0.0012214i,0.0017055+0.00089915i,0.0012523-0.00020571i,-0.00012937-0.00074664i,-0.0002142-0.0016941i,0.0001925-0.0020307i,-0.0002302-0.0013984i,-0.00058321-0.0010137i,-0.0010552-0.00052826i,-0.0011354-0.00020049i,-0.00039042-0.00023657i,0.00074821+0.00019727i,0.00015844+0.00022943i,-0.00075617-0.0010305i,-0.00041757-0.00095419i
0.0016536-0.0014473i,0.0011439-0.0011711i,0.0011965-0.0021403i,-0.00025677-0.0026821i,-0.0023773-0.0015751i,-0.0028119-0.00021308i,-0.0022108+0.00060362i,-0.0011896+0.00073047i,-0.00044048+0.00046526i,-0.00016961+8.1685e-05i,-0.00026069+0.00027215i,-0.0001708+0.0005034i,-0.00016963+0.00040859i,1.0044e-05-0.00034195i,-0.00059942-0.00024822i,-0.00068804-2.1169e-05i,0.00029538-0.00032583i,0.00072849-0.00024204i,0.0010351-0.00062542i,0.0014408-0.00070898i,0.00037886-0.00045788i,-0.00078971-5.2911e-05i,-0.00030118+7.8198e-06i
-0.0012273-0.001392i,-0.0012782-0.0015839i,-0.0015007-0.0008654i,-0.0017578-0.00030794i,-0.0016758+0.00040623i,-0.00079557+0.00013826i,-2.1289e-05-0.00043785i,0.00020251-5.0965e-05i,0.00065426+0.00045351i,0.00067804+0.0014776i,0.00049515+0.0017212i,0.00095656+0.00069343i,0.0013895+3.2077e-06i,0.0011816+0.00035254i,-0.00023161-1.2971e-05i,-0.001359-0.00035186i,-0.0014186-5.7179e-05i,-0.00020719-1.5013e-05i,0.00072465+9.0269e-05i,0.00060713-0.0001444i,-0.00013546-0.00043856i,-0.00085718+0.00023028i,-0.00075088+0.001157i
-0.00077057-0.0014904i,-6.7723e-05-0.0016709i,-0.0010728-0.0010091i,-0.0018443-0.00021812i,-0.00078263+0.0012396i,-0.00094685+0.002006i,-0.00064206+0.0014063i,0.00082207+0.00098938i,0.00097837+0.0010506i,2.0668e-05+0.0011201i,-0.00025049+0.001531i,0.00016953+0.0009579i,0.00069092+8.7964e-05i,0.00026318-0.0003743i,-0.00077421-0.00063784i,-0.00093679+0.00012498i,-0.00041455+0.00062135i,-0.00011899+0.00015907i,-0.0003747+0.00043426i,1.5521e-05+0.00013229i,0.00039421-0.0008613i,-0.00038207-0.00028672i,-0.00085291+0.00035855i
-0.00036701+0.0010655i,0.00016322+0.0012493i,-0.00046657+0.0019229i,-0.0017085+0.0018475i,-0.0012054+0.00081734i,-0.00043697+0.00025476i,-0.00083523+0.00052522i,-0.00054656+0.00096352i,0.00029011+0.0011747i,0.00097223+0.00063101i,0.0012912-0.00032563i,0.001682-0.00094874i,0.0012804-0.00071027i,-1.2861e-05-0.00046864i,-0.00030677-0.00037984i,-0.00068017-0.00062919i,-0.00039311-0.00065617i,0.00018961-0.00014975i,-4.0544e-05-0.00016588i,-0.00013606-0.0003456i,0.00032697+0.00010026i,0.00057004+0.00056609i,-0.00019+0.0005888i
-0.00036288-0.00078117i,-0.00024704-0.0007952i,-0.00072754-0.00038318i,-0.0011576-0.00026004i,-0.001316-0.00019711i,-0.00057138+0.00065264i,0.00020784+0.00089454i,2.0706e-05+0.00050007i,-0.00017979+0.0010832i,-0.00040111+0.001334i,-0.0005016+6.4449e-05i,-0.00048128-0.00054944i,-2.5617e-05-0.00017565i,0.00022977+0.00041933i,-0.0003021+0.00089334i,-0.00052156+0.00052193i,-0.00025851+0.00024716i,5.0966e-05+0.00028344i,0.00021452+0.00031753i,0.00032278+0.00031318i,0.00036111+5.6644e-05i,0.00044116+7.5136e-05i,-6.8483e-05+0.00054594i
-0.00066913+0.0019063i,0.00016297+0.0023209i,-0.00080227+0.0019831i,-0.00021871+0.0010243i,0.00026772+0.0012294i,-0.00048831+0.0010884i,-0.00048476+0.0008428i,-0.00040097+0.00064365i,-0.00025322+0.00054054i,-0.00026097+9.1949e-05i,1.1405e-05-0.00037782i,0.00084659-0.00068344i,0.0012391-0.0007492i,0.00014698-0.00045401i,-0.0015791-0.00067977i,-0.0017643-0.00058929i,-0.0010569-0.00073149i,-0.00063709-0.00043655i,0.00014855-5.7695e-05i,0.0002207-0.00013094i,-0.00050003-0.00061422i,-0.00068272-0.00070559i,-0.00075245-0.00049363i
0.0018017+0.00073592i,0.0019666-0.00061853i,0.0023785-0.001364i,0.0013092-0.0013097i,-0.00036282-0.00092656i,-0.00096616-0.0006175i,-0.00067245-0.00033702i,0.0001454-0.00012562i,0.00066508-2.7656e-05i,0.00070296+0.00016581i,-1.6717e-05+0.00010308i,-0.00065426-0.00031787i,-0.00017747-0.00046516i,6.2531e-06+6.9844e-05i,-0.00064351+0.00026974i,-0.0011078+0.00026296i,-0.00045806+0.0008555i,0.00022296+0.0011991i,0.00022543+0.00078418i,0.00048482-0.00025823i,0.00013975-0.00084377i,-0.00080974-0.00098907i,-0.0015728-0.00089733i
-0.00044504+0.0013226i,-0.00028706+0.0013299i,-0.00022598+0.0011379i,-9.2903e-07+0.0005905i,-0.00013546+0.0010578i,-0.00035889+0.00080522i,-0.001118+0.0003737i,-0.001011+0.00067389i,-0.00044576+0.00068925i,0.00011421+0.00015248i,0.00094481-0.00059432i,0.0013843-0.0011282i,0.00081679-0.00081613i,0.00026595-0.00018247i,-0.00016191+0.00033084i,-0.00099751-8.9436e-05i,-0.0008292-0.00050448i,-0.00083572+0.00018531i,-0.00060861+0.00067085i,-0.00019417+0.00035843i,9.4931e-05-0.0001912i,0.0016041-0.0002777i,0.0020988-0.00015656i
-0.0007034-0.00033367i,-0.00069371-0.00050521i,-0.00073383-0.0011041i,-0.00037919-0.00066143i,-0.00043747+0.00062812i,-0.0011693+0.00077852i,-0.00098785+0.00045201i,-0.00013945+0.00050384i,0.00016144+0.00083547i,-0.00033313+0.00035813i,-0.00020323-0.00022147i,0.00034335-6.1789e-05i,0.00057674-0.00019526i,0.00047338-2.3366e-05i,0.00034534-0.00024601i,0.00026883-0.00080737i,-0.00047155-0.00043562i,-0.00061265+0.00070731i,0.00060283+0.0005239i,0.00086212+0.00026135i,7.7863e-05+0.00017552i,-0.00047659-0.00018367i,0.00022451-0.00027897i
-0.00020691-0.00091599i,-0.00073803-0.00075844i,-0.00072629+0.00030591i,-0.00077243+0.0013585i,-0.001276+0.0011374i,-0.0015795+0.0002069i,-0.0016191+0.00050511i,-0.00060324+0.00087938i,0.0010604+0.00041464i,0.0014251+0.00023464i,0.001192+6.6286e-05i,0.00053174-0.00045248i,-0.00026042+8.2354e-05i,-0.00027045+0.0011157i,1.0646e-05+0.00059249i,8.118e-05+0.00047065i,-0.00037437+0.00039547i,-0.00066766-0.00032858i,2.7952e-05-0.00010744i,0.00050678+0.00012264i,0.00021873-0.00015029i,0.00021023+0.00029055i,-0.0002258+0.00061785i
-0.0027635-0.0001265i,-0.0019793-0.00028656i,-0.0019456+0.00061285i,-0.001854+0.00096707i,-0.0014483+0.0007339i,-0.00032914+0.00082922i,0.00075156+0.0014661i,0.00058968+0.0020753i,0.00063701+0.001809i,0.00074524+0.0013824i,0.0013564+0.00062365i,0.0018936-6.4764e-08i,0.00094609+0.0002053i,-0.00052998+0.00025227i,-5.0564e-05+0.00013593i,0.00054899-5.6689e-05i,-0.0004034-5.4299e-05i,-0.00075773-0.00019684i,-0.000113+0.0002352i,0.00084911+0.00048588i,0.00035388+0.00028321i,-0.00052859+0.00031909i,-0.00029697-0.00069073i
0.0015935+0.00030853i,0.0018304+0.0003218i,0.0013497+0.00028156i,0.0011222+0.00043684i,-0.00073724-0.00018604i,-0.0019361+0.00049008i,-0.0017041+0.00020455i,-0.00097039-0.00096361i,-8.3836e-06-0.00060429i,0.00048827+0.00046127i,0.00070302+0.0004577i,0.00075669-0.00035804i,0.00050532-0.00040206i,0.00065991+3.0263e-05i,-0.00040389+0.00014225i,-0.0017197+0.00043932i,-0.0015819+0.00058656i,-0.0011107+0.00026662i,-3.301e-05+0.00017058i,0.00013821+0.00049848i,-0.00050529+0.00021999i,-2.7793e-06-0.00035944i,0.00063088-0.00062209i
-6.5904e-05+0.0006382i,0.00046973+0.00086027i,0.0015554+0.00052809i,0.0015646+0.00056555i,0.00076332+0.00053916i,0.00030124+0.00062336i,0.00089174+0.00072471i,0.00074163+0.0011945i,4.9119e-05+0.0011407i,0.00016388+0.00011801i,0.00026717-0.00095943i,-0.00037514-0.0018614i,-3.1266e-05-0.0023968i,0.0010935-0.0021376i,0.0010037-0.0013416i,6.1389e-05+0.00014112i,-0.00060583+0.00060195i,-0.00074776-8.2452e-05i,-0.00046502-4.6962e-05i,-0.00061884-0.00016325i,-0.00066615-0.00040551i,-0.00016333+0.00024591i,-0.00013744+0.00037003i
0.0013702-0.00019994i,0.00052984+0.00069685i,0.00030705+4.2259e-05i,-0.00046309+0.00075802i,-0.00078312+0.0016037i,8.0176e-05+0.0012716i,-0.00031365+0.00066655i,-0.00028453+0.00083902i,0.0003229+0.0010448i,0.0004376+0.00087415i,0.0005696+0.00073085i,0.0011997+0.00049389i,0.0012122+0.0001235i,0.00073966+0.00018541i,0.00063694+0.00062726i,-1.9016e-05+0.00029243i,-0.001053-3.8498e-05i,-0.0010002+0.00046752i,-0.00030338+0.0003134i,0.00046504-0.00038449i,0.00032453-0.00014391i,-0.00031248-5.7127e-05i,-0.00046888-0.00054397i
-0.0035361+0.00058025i,-0.0024083+0.0013039i,-0.0014889+0.0016057i,-0.00024674+0.0011501i,0.00029876+0.00070695i,-2.1897e-05+0.00069518i,-0.00057196-0.00034314i,-0.00030048-0.00041049i,0.00031633+0.00059079i,0.00069141+0.00074869i,0.0011068+0.00026461i,0.0010698-1.6739e-05i,0.00036686-0.00039426i,-7.8938e-06-0.00059226i,-0.00046358+8.3104e-05i,-0.0014781+7.4857e-06i,-0.0014901-0.00062243i,-0.00079759-0.00050875i,8.3688e-05-0.00014454i,0.00056352+4.0581e-06i,0.00064174+8.8141e-05i,0.00042416+0.00032209i,0.00042664+3.9937e-05i
