-0.0053986+0.0011237i,-0.003724+0.0021566i,-0.0031412+0.0036898i,-0.0019276+0.0048016i,0.00072536+0.0041613i,0.002433+0.0026599i,0.0014305+0.0010306i,7.3538e-06+0.00071986i,0.000105+0.0012865i,0.001099+0.00066637i,0.0013005-0.00084742i,0.00047638-0.0018984i,0.00046064-0.0025544i,-0.00018886-0.0023058i,-0.0011886-0.0013332i,-0.00086377-0.00065249i,-0.0002778-0.00012848i,0.00025469+8.6792e-05i,0.00062842-0.00035095i,0.00046481-0.00089058i,0.00047553-0.0014528i,0.00071636-0.0010591i,0.0002778-2.3403e-05i
0.00087351+0.0029209i,0.0015011+0.0027956i,0.0025588+0.0029991i,0.003248+0.0014525i,0.0022045-0.00106i,0.0013424-0.001474i,0.001177-0.00062762i,4.3323e-05-0.00076181i,-0.00096101-0.0010708i,0.00020846-0.00052792i,0.0016109-3.9324e-05i,0.0011035-0.00021212i,0.00037374-0.00030114i,0.00015911-0.00030606i,-0.00018506+0.00025711i,-0.0001434+0.00063785i,0.00036601+0.00070196i,-0.00024149+0.00017756i,-0.0006979-0.00047283i,-0.00071469-0.00069425i,-0.00090718-0.001243i,-0.00060799-0.0009297i,-0.00047889+0.0001993i
0.0013608-0.00092069i,0.00080708-0.0011146i,0.00045378-0.00090235i,-0.00026336-0.00039377i,-0.00097282-9.1637e-05i,-0.00029795-0.0010296i,0.00081718-0.0012195i,0.0011432-0.00080588i,0.0010846-0.00083096i,0.00059413-0.00074032i,0.00030237-0.00037656i,0.00062871-0.00051225i,0.00078973-0.0004954i,0.00089242+0.00053037i,0.00052774+0.0010244i,6.7711e-05+0.00094092i,9.8056e-05+3.7899e-05i,0.00023845+5.3645e-05i,-0.00016143+0.00049384i,-0.00038509-0.00022351i,-0.00068675-0.00017043i,-0.00074195-0.00020515i,0.0001078-7.291e-05i
-0.0014735+0.000243i,-0.00059375+9.4479e-05i,6.6527e-05+0.00014818i,0.0010902+0.00031269i,0.0018523+0.00031231i,0.0013025-0.00059155i,0.0010241-0.0014448i,0.00068538-0.0012855i,-0.00020443-0.00095981i,-7.6407e-06-0.0004622i,-0.00026502-0.00065299i,-2.602e-05-0.00085844i,0.00078774-0.00047232i,7.5051e-05-0.00028286i,-0.00050775-0.00032197i,-0.0001008-0.00042122i,9.5879e-05-0.00090344i,0.00067417-0.00040196i,0.00065489-5.368e-05i,-8.1271e-05-0.00036685i,-0.0006719+6.325e-06i,-0.00031511+0.00012361i,0.00023723-0.00014083i
0.00046827+0.0013692i,-0.00055041+0.0015963i,0.00086781+0.0016859i,0.0024806+0.0013416i,0.0018563+0.00023191i,0.0011029-0.00075715i,0.0013151-0.0011739i,0.0013156-0.00049857i,0.0009737+0.00083494i,0.00043955+0.00048218i,0.00039733-0.00038483i,0.000554-0.0011777i,0.00027432-0.0011325i,0.00054845-0.00014871i,0.0010007+0.00023965i,0.00079655+0.0003084i,4.851e-05+0.00016202i,-0.00051796+0.0006802i,-0.0006204+0.00092793i,-2.8935e-05+0.00055829i,-9.0336e-05+0.00033855i,-0.00092113+0.00044425i,-0.00075117+0.00025002i
0.00061562-0.0018974i,-6.5088e-05-0.0016827i,0.00010228-0.00097731i,-0.00023969-2.5089e-05i,-0.001211+0.00053279i,-0.00043991+0.00082849i,0.00048572-4.0131e-05i,0.00092773-7.4957e-05i,0.0012589+0.00020349i,0.0010471-0.00027488i,0.00020236-0.00013707i,-0.00062804+4.1874e-06i,-0.00065327+0.00028366i,-0.00013276+0.00018713i,5.8089e-05-0.000352i,3.0766e-05-1.3785e-06i,0.0002073+0.00096642i,0.00012428+0.0002392i,-0.00025461-0.00093841i,-0.00054782-0.0011434i,-0.00080177-0.0006211i,-0.00057616-5.6051e-05i,0.00032737+8.3129e-05i
0.0026277-0.00017521i,0.0017134-0.00055244i,0.0011871-0.0012892i,0.0010367-0.0018613i,0.00078213-0.0018409i,0.00090994-0.0015063i,0.00068735-0.0016508i,0.00080649-0.0014345i,0.00096853-0.00061204i,0.00087935-0.00045896i,0.00046835-0.00033873i,-0.0004138-4.7221e-05i,-0.00011062+6.8139e-05i,0.0006174-0.00058486i,0.00026214-0.00036349i,0.00041943+0.0002967i,0.00031587-7.7846e-05i,0.00012837+0.00025i,0.00040577+3.6439e-06i,0.00045551+0.00028473i,-0.0003336+0.0012309i,-0.00086834+0.00075017i,-0.0006851-9.6185e-05i
-0.00073944+0.0015586i,-0.00010661+0.0015783i,0.00019962+0.0021976i,-0.0010727+0.0015514i,-0.00029373+0.0001899i,0.0019455-0.00080769i,0.0016218-0.001546i,0.00099673-0.0015374i,0.00056618-0.0011921i,0.00018791-0.00012326i,0.00012749+0.00063949i,-2.2592e-05+0.00011207i,-0.00070301-0.00026532i,-0.00079709-0.00056698i,0.00046473-0.00070679i,6.5966e-06+3.4924e-05i,-0.00080261+0.00030515i,-0.0010545+0.0001751i,-0.00074969+0.00015527i,-8.6309e-05+0.00014314i,3.6426e-05+0.00021733i,-0.00061646-0.00017938i,-0.00084219-0.00063834i
-0.0015328+0.00071432i,-0.00017563+0.00013104i,0.0014585-0.00055156i,0.0024303-0.00028775i,0.0024236-0.00034153i,0.0011032-0.0012849i,0.00038431-0.001735i,0.00049746-0.00099423i,0.00080541+0.00012001i,0.0012996+0.00012201i,0.00093033+0.0002724i,0.00020526+0.00064937i,1.866e-05+0.00025365i,0.0002445-0.00048769i,0.00047908-0.00061705i,5.9119e-05+0.00017435i,0.00016939+0.00048347i,0.00049935+8.4787e-05i,6.1455e-05+0.00012942i,3.0203e-05+0.00042007i,0.00033328-5.7103e-05i,0.00015536-0.00042179i,0.00036542-0.00089869i
0.0015929-0.0023073i,0.00031178-0.0019876i,0.0002251-0.0013811i,3.0912e-05-0.00054558i,-0.00044306-3.4962e-05i,-5.3378e-05+0.0010589i,0.00046798+0.001137i,0.00052248-1.5977e-05i,0.00049896-0.00079002i,0.0007466-0.001368i,9.3763e-05-0.00063643i,-0.00062171+0.0007925i,-0.00041841+0.0017721i,0.00049966+0.00078287i,0.0012694-0.00099821i,0.00077259-0.0011477i,-8.1578e-06+1.3297e-05i,2.0244e-05+0.00061349i,0.00025341+0.00034339i,0.0002009+0.00016324i,-0.00034928+0.00017192i,-0.00072215-3.9984e-05i,-0.0001379+0.00014046i
0.00016324+0.0015175i,0.00011285+0.00025992i,0.00045002-0.00010297i,0.00085968+0.0002654i,0.00074056+0.0004257i,0.0011908+0.00020915i,0.00075581-0.00030441i,0.0002489+0.00019888i,0.00078797+0.00024572i,0.0010699-0.00064583i,0.00057227-0.0012637i,-1.6297e-06-0.0012868i,0.0003918-0.0009308i,0.00045544-0.00052799i,0.00013472-0.00049487i,7.1188e-05-0.0010291i,0.0001734-0.00076547i,7.3834e-05+0.00023305i,0.00012461-5.8666e-05i,0.00034797-0.00050715i,0.00044082-0.00032859i,3.4091e-05+5.4982e-05i,-0.00067035+0.00027171i
-0.0001087+0.00065927i,-0.00081006-0.00016603i,-0.00011742-3.2176e-05i,0.00054981+0.00061049i,-0.00018258+0.00070784i,-0.00051094-0.00056315i,0.00016897-0.0013376i,0.00097531-0.00017299i,0.0010427+0.00088304i,4.4701e-05+0.00075721i,-0.00018621-1.7411e-05i,-6.6091e-05-0.00017135i,-2.0559e-05+0.00023964i,-4.437e-05+1.6058e-05i,-9.2523e-05+6.5177e-06i,8.3965e-05+0.00016473i,0.00056996-0.00028579i,0.00064302-0.00063126i,0.00033162-0.0007884i,-0.00037843-0.00046035i,-0.00085307+0.00022631i,-0.00063547+0.00073162i,-0.00045668+0.00066778i
-0.00038376-0.0011609i,0.00069152-0.00085088i,0.0010655-0.00043113i,0.00059886-0.00026007i,0.00045429+0.00048267i,0.0016769+0.00061239i,0.002486-0.00084901i,0.0016476-0.0014413i,0.00077606-0.00092502i,0.00042685+3.0853e-05i,-0.00032273-0.00016218i,-0.00043617-0.0011254i,-3.3502e-05-0.0014245i,-9.4884e-05-0.0015577i,0.00016468-0.0012334i,0.00041395-0.00088881i,0.00039301-0.00012479i,0.00066666+0.000192i,0.0012207+0.00022193i,0.0011499-0.00015593i,0.00055194-0.00023298i,0.00024244+0.00090606i,0.00015969+0.00098022i
-0.0027333-0.0020407i,-0.0030846-0.00019311i,-0.0036079+0.0019329i,-0.0025568+0.0024598i,-0.0001777+0.0022948i,0.0013354+0.0024218i,0.001504+0.00084223i,0.0012181-0.00080385i,0.00071679-0.00020424i,1.4495e-05+0.00030845i,-0.00054931-0.0008467i,-0.0008711-0.0011533i,-0.00045935-0.00019511i,-0.0012582-8.1363e-05i,-0.0012423-0.00037473i,-0.00010451-3.9936e-05i,-1.806e-05+0.0004713i,-0.00020359+0.00041579i,-0.00032066-0.00014197i,-0.00047793-2.8489e-05i,-0.00049374+0.00016393i,-0.00054946+8.1014e-05i,-0.00020213+4.9388e-05i
-0.00093766-0.00059797i,-0.00030574-0.00018391i,0.00079238+0.00056877i,0.0010115+0.0017076i,0.00099241+0.0014143i,0.00069511+0.00033764i,2.3556e-05-0.00015822i,-0.00037199-0.00010287i,-5.771e-05+0.00010673i,0.0003439-0.00042098i,-0.00013134-0.00087166i,-0.00047196-0.00056425i,-0.00036743+9.6404e-05i,-0.00014381+0.00041031i,2.866e-05+0.00070462i,0.00027452+0.00096064i,0.0005681+0.001243i,-0.0001831+0.00052103i,-7.6499e-05-0.00057289i,0.00048073-0.00038677i,-0.00017572-0.00040026i,-0.00061472-0.0006109i,-0.00084515-0.00099909i
0.00074692-0.0011562i,0.00041946-0.00032559i,0.00023553-0.00091998i,0.0011044-0.0024494i,0.001352-0.0024961i,0.00015121-0.001479i,-0.0005145-0.00070876i,-0.00034016-0.00053158i,-0.00030374-0.00070247i,-0.00022158-0.00050323i,-7.5267e-06-0.00070313i,-0.00039085-0.00069355i,-3.2519e-05-0.00070442i,0.00033884-0.00081691i,2.1762e-05-0.00069524i,0.0003237-0.00023099i,0.0012766+0.00073161i,0.0017254+0.00075017i,0.0014005+0.0010606i,-0.00025113+0.00048026i,-0.0013819-0.00074126i,-0.00092249-0.0010285i,-0.0007619-0.00011591i
0.001394+0.0018844i,0.001292+0.001875i,0.0012833+0.0017387i,0.0013539+0.0010085i,0.0011931+0.00029068i,8.1109e-05+0.0004845i,0.00053043-0.00028597i,0.0016114-0.0010017i,0.0012331-0.00063089i,0.00064702-0.00029789i,0.00012679-8.7091e-05i,-0.00089401-0.0002063i,-0.00096324-0.00024826i,0.0002871-0.00036163i,0.00050545-0.00047844i,3.3559e-05-7.3807e-06i,-0.00020048+0.0002806i,6.3665e-05+7.303e-05i,0.00054549-0.00062052i,0.00039118-0.00056304i,-0.00013889-0.00020483i,-0.00012739-7.3029e-05i,-0.00010573-7.7422e-05i
-9.7798e-05+0.00074149i,3.7615e-05+0.00034841i,0.0010845+0.00028847i,0.0017896+0.00065059i,0.0021492+0.0004166i,0.0020205-0.0012671i,0.00097576-0.0019339i,-0.00015973-0.0011177i,-0.00031216-0.00045644i,0.00050054+0.00032876i,0.00045437+0.0002422i,-0.00022312-0.0005152i,1.5336e-05-0.00065088i,-0.0004641-0.00064484i,-0.00084184-0.00099459i,-0.00054563-0.00095846i,-0.00024833-1.7327e-05i,1.3333e-05+1.4753e-05i,-0.00048924-0.00038467i,-0.0010533-6.7107e-05i,-0.00099429-0.00014019i,6.5077e-05-0.00032099i,0.00059933+0.0005941i
0.00084919-0.00054721i,0.00013252-0.00052743i,0.00011473-0.00081539i,0.00029542-0.0008113i,6.5728e-05-0.00088904i,0.00094695-0.00069164i,0.00089275-0.00033029i,-0.0002686-0.0011179i,-3.8881e-05-0.0017799i,0.00039618-0.0012963i,0.00027431-0.00028116i,0.00066517-0.00016394i,0.0010029-0.00026316i,0.00058899-9.8415e-05i,0.00045511-0.00040737i,0.00044729-0.00040322i,7.5714e-05-5.456e-06i,-0.00050543+0.00032792i,-0.00077454+0.00050446i,-0.00033876-0.00031216i,-5.1503e-05-0.00050438i,-0.00020721+0.00014055i,-0.00064587+0.0003622i
0.00022672-0.0010431i,0.0010852-0.0012744i,-0.00065517+3.7173e-05i,-0.001563+0.0015233i,-0.00075577+0.0015702i,0.00065183+0.0011265i,0.0010837+0.00016212i,0.00084268-0.00074506i,0.00053006-0.00045746i,-6.14e-06+0.00043287i,-0.00036027-0.00016131i,-0.00041239-0.00093624i,0.00058111-0.001019i,0.0008147-0.0010788i,0.00012465-0.00064822i,-0.00034549-0.00032196i,-0.00020731-6.9695e-05i,-0.00015769-5.6437e-05i,-0.0002858+0.00014029i,-1.3167e-05+0.00040131i,0.00042934+0.00074222i,0.00073808+0.00038925i,0.00055038-0.00052986i
-0.0010582-0.002076i,-0.0024781-0.0017879i,-0.0027027-0.0011433i,-0.0024838-0.00087063i,-0.00090784-0.00034225i,0.00079847+0.000299i,0.0016581+0.00018861i,0.001977+3.1163e-05i,0.0012014-0.00053528i,0.00043098-0.0010656i,-1.0084e-05-0.00090214i,0.00018661-0.00041703i,0.001069-0.00013262i,0.0013481-0.0001897i,0.001164-0.0006242i,0.00034895-0.00067254i,5.5955e-06+1.5723e-05i,8.0049e-05+0.00016639i,-0.00027529-0.00025605i,0.00015217-0.00064239i,0.00041748-0.00064424i,0.00020935+7.9052e-05i,0.00012926+0.00018959i
0.00069468-0.0017123i,-0.00030392-0.00081943i,-0.0011349+0.00082096i,-0.00083213+0.00051117i,-0.00061875-1.8878e-05i,7.2537e-05+3.0145e-08i,0.00072489-0.00091712i,0.0012501-0.0017107i,0.0016372-0.0015809i,0.001162-0.0010225i,0.00073248-0.00039653i,0.00053052+0.00021987i,0.0008302+0.00023198i,0.00093801-0.00022351i,0.00012329-0.00050423i,-0.00047298-0.00045441i,5.1708e-05+8.8946e-05i,0.0012424+0.00016541i,0.00067678+0.00019925i,-0.00039507+0.00032722i,-0.00047299+1.6591e-05i,-0.00030901+0.00014i,0.00014848+8.2365e-05i
0.00029251-0.00070023i,6.3674e-05-0.0017466i,0.00037559-0.0035522i,-0.00032648-0.0030978i,-0.0008641-0.0013303i,7.4515e-06+4.5049e-05i,0.00073424+4.2591e-05i,0.0010131-0.00049983i,0.0013558-0.00064189i,0.0012541-0.0009963i,0.0001486-0.0006654i,-0.00054872+2.9963e-05i,-8.2068e-05-0.00037994i,0.00068259-0.00068896i,0.0006074-0.00011744i,3.7315e-05-0.00015532i,-0.00026378-9.7746e-05i,0.00014849+0.00022105i,0.0002592+6.5507e-05i,-0.00029992-0.00018398i,-0.00022148-0.00022574i,-0.00032226+0.0001724i,-0.00072865+0.00072187i
0.0012425+0.0018126i,0.0015608+0.0018976i,0.0020136+0.0014762i,0.0029132+0.00040623i,0.0018082-0.0001641i,0.00039512-0.000636i,0.00058567-0.00098222i,0.00065193-0.00039935i,0.0013865+5.9738e-05i,0.0013725-7.7071e-06i,0.00053526-3.9875e-05i,-0.00025525-2.9609e-05i,9.6552e-05-7.256e-05i,0.00043158+0.00045207i,0.0002342+3.6826e-05i,0.00018907-0.00050828i,7.3459e-05+0.00046717i,-0.00047408+0.0013097i,-0.00027763+0.00064275i,8.0276e-05+8.9895e-05i,-0.00032843+8.9115e-05i,-0.00028586-0.00012776i,9.7645e-05+0.00030627i
-0.0014429-0.0012791i,-0.0021662-0.0017017i,-0.0016013-0.0011911i,-0.0010928+7.8583e-05i,-0.0012587+0.00055217i,5.2147e-05+0.00016112i,0.0013353-0.0005113i,0.0013558-0.00035592i,0.00052993+0.0004299i,0.00026425-0.00012051i,0.00012938-0.00045388i,-0.00010723-0.00017339i,0.00021294+3.0466e-05i,0.00018873-0.00033967i,0.00019035-0.00020943i,0.00018941+0.00014988i,-0.00066792-6.7623e-07i,-0.0014809-0.00074987i,-0.00048473-0.0011764i,0.00084107-0.0011264i,0.00035171-0.00052609i,-0.00039524+0.00014712i,-0.00093826-0.00018434i
0.00077907-8.544e-05i,0.00076673+0.00036293i,-0.00056943-0.00024377i,-0.0013055-0.00065168i,-0.00077855-0.00053403i,0.00026661-0.00029465i,0.0013957+0.00021424i,0.0013124-0.00047699i,0.00018738-0.00024621i,-0.00018874+0.00067583i,0.00034324+0.00012943i,0.00055957-5.0479e-05i,0.00079801+0.00039538i,0.0010166+0.00018148i,0.00055102-7.4393e-05i,7.7617e-06+0.00031074i,-0.00017601+0.00080727i,0.00026443+0.0005678i,0.00039279+0.00014919i,-4.5058e-05+0.00024888i,-0.00061089+6.1336e-05i,-0.00067545-0.00063675i,-0.00037236-0.0006226i
-0.00055469-0.00062904i,0.00019753-0.00066484i,-0.00041664+0.00042738i,-0.00043492+0.0011192i,0.00030506+0.0015654i,0.0013122+0.0022292i,0.0018439+0.0016952i,0.0011957+0.0001623i,0.00036352-0.00062106i,0.00080416-0.00054962i,0.00064152-0.00019861i,-9.1052e-05+0.00076786i,-8.7895e-05+0.00093204i,0.00097582-0.00012821i,0.0014626-0.00055529i,0.00034667-0.0003922i,-8.5667e-05+2.8547e-05i,-0.00075995+0.00069172i,-0.0010503+0.00048101i,-0.00024474-1.6021e-05i,7.8914e-05-0.00020652i,-0.00031596+0.00010234i,-0.00099484+0.0002176i
-0.0002181+0.0010041i,-0.00092634+9.1947e-05i,-0.0017437-0.00035883i,-0.0015923-0.00054694i,0.00022164-0.00069764i,0.0016179+4.8849e-05i,0.0014184-0.00015373i,0.001124-2.3986e-05i,0.00089116+0.0003415i,0.0005465+0.00032361i,0.00014118+0.00010558i,-0.00019901-0.00017737i,9.7797e-05-0.00036348i,-3.7441e-06-0.000158i,-0.00014836+5.2305e-05i,-0.00022152+0.00020417i,-0.00037528-0.00025928i,-6.7006e-05+8.4222e-05i,7.1231e-05+0.00078742i,-0.00012513+0.00088281i,0.00032097+0.00074899i,0.0007438-9.1981e-06i,0.0010532-0.00016259i
-0.0010272-0.00059064i,0.00029794-0.0001219i,0.00049893+0.00015299i,-0.00013382+0.0011769i,6.61e-05+0.0012766i,0.001234+0.00022721i,0.0017954-0.0003908i,0.00044097+0.00023793i,-0.00023126+0.0012389i,8.9439e-05+0.0010814i,0.00017271-0.00033265i,0.00019802-0.001319i,0.00062971-0.0010631i,0.00060458-0.00065891i,0.00066189+1.1203e-05i,0.00092653+2.7974e-05i,0.00081824+0.00014942i,0.00014242+0.00068432i,0.00044068+0.00055985i,0.0010771+0.00038587i,0.00076+0.00040344i,-9.6871e-05+0.00015233i,-0.00043551+0.00012821i
-0.00024443+0.0021127i,0.001316+0.001235i,0.0024346+0.00083215i,0.0022377-0.00038306i,0.0020052-0.0014264i,0.001469-0.0017265i,0.00085756-0.0012031i,0.00060764+0.0003098i,0.00055518+0.0016432i,0.00081644+0.0014259i,0.00028197+0.00036037i,-0.00052806-0.00021776i,-0.00077844-0.00022491i,-0.00088218-0.00010023i,-0.00024474+0.00064974i,0.00033908+0.00053406i,0.0005224-0.0003893i,0.00063846-0.00062989i,0.00026493-0.00023201i,-0.00023602+0.00026323i,-0.00013621-0.00015303i,-0.00029682-0.00042878i,-0.00078231-0.00047135i
-0.001229-0.0010182i,-0.0017114+0.00023156i,-0.0010525+0.0013608i,0.00018878+0.0016147i,6.7356e-05+0.0013971i,-0.00047045+0.00086154i,0.00026666+0.00043872i,0.0011265-0.00015208i,0.0004138-0.00047682i,-5.1393e-05-0.0004086i,9.936e-05-0.0007962i,0.0002466-0.0016438i,0.00062073-0.0014726i,0.00086492-0.00033702i,0.00088983+2.4541e-05i,0.000395+0.00025045i,0.00052292+0.00031157i,0.00067869+0.00012749i,0.00076651-1.2282e-05i,0.0014525-0.00037183i,0.00065601-0.00035342i,0.00021531-0.00058248i,0.00031016-0.0012003i
0.00072985-0.0002655i,0.00021826-0.0014827i,-0.00041949-0.0015842i,7.7326e-05-0.0013658i,0.0011322-0.00017359i,0.0017303+0.00016348i,0.0016839-0.00094227i,0.00096172-0.00053703i,0.00023311-5.065e-05i,0.00035054-0.00068507i,0.00047645-0.00076025i,0.00029955-0.00062087i,0.00043213-0.00091461i,0.00066855-0.00081719i,0.00063054-0.00013255i,-0.00036275+0.00027674i,-0.00094877+0.00016899i,-0.00076887+0.00072703i,-0.00023847+0.00050487i,0.00051924-5.0108e-05i,0.00045512+0.00014802i,0.00013618+0.00011881i,0.00031939-0.00012693i
-0.0017806-0.00093622i,-0.0023411+0.00090182i,-0.0019227+0.0022767i,-0.00082849+0.0023038i,3.6134e-05+0.0019223i,0.0014846+0.0011892i,0.0016857-4.5463e-05i,0.0010957-0.00072853i,0.00036807-0.00032723i,-0.00048651-0.00012536i,-0.0004255-0.00037941i,0.00045099-0.00086305i,0.0015139-0.00050917i,0.0010165+1.0304e-05i,-0.00043788+0.0001257i,-0.00071018+0.00072821i,2.2057e-05+0.0016362i,0.0001599+0.0013141i,-0.00012092+0.00059923i,0.00021283+0.00070628i,0.00087772+0.00067949i,0.00094925+0.0002681i,0.00065137+4.8366e-05i
-0.00092334-0.00096728i,-0.00091149-0.0008554i,-0.00072079-0.00084408i,-0.001043+0.00010893i,-0.0010327+0.00067066i,0.00030743+0.00059681i,0.0004363-0.00052547i,-3.0423e-05-0.0010844i,-3.1377e-05-0.00062556i,0.00015488+0.00022663i,-0.00070899+0.00058044i,-0.00083598-0.00010892i,0.0001503-0.00081836i,5.6598e-05-0.00047735i,-0.0010135+0.00010098i,-0.0010789-6.4339e-05i,-0.00042731-0.00023379i,0.00051558+1.1674e-05i,0.00068098+0.00039315i,0.0004792+0.00048878i,0.00075663-1.6844e-05i,0.00051929-0.00034156i,0.00031826+0.00016729i
0.0018515+3.5787e-05i,0.002431-0.0017908i,0.0022385-0.0029971i,0.0010453-0.0022716i,0.0010612-0.00085295i,0.0010438+0.0001852i,2.034e-05+0.00029757i,-0.00056812+0.00012772i,7.9742e-05+0.00062347i,0.00048256+0.00019363i,0.00035691-0.0008793i,-0.00032865-0.00013673i,-0.00084841+0.00079143i,-0.00075383+0.0011709i,-0.00055579+0.0010124i,0.00012787+0.00074133i,-0.00013092+0.00092276i,-0.00068896+0.0011922i,-0.00031393+0.00080023i,1.0145e-05+7.0426e-05i,0.00019914-0.0002092i,0.00030313+0.00072757i,-0.0001556+0.00039224i
-0.00010661+0.00057507i,0.00064443+0.002659i,0.00078028+0.003611i,0.001352+0.0031936i,0.0022102+0.0027558i,0.0016158+0.0016661i,0.0010555+0.00045868i,0.0011499-0.0010261i,0.0010094-0.0011771i,0.00082883-0.00010069i,0.00099709+0.00032218i,0.00071618+0.00019379i,0.00010549-0.00062383i,-0.0002849-0.0012297i,-0.00060429-0.00055276i,-0.00084617-3.6637e-07i,0.00015244+0.00033301i,0.00024062+0.00024944i,-0.00037754-0.00013156i,-0.00025705-0.00018732i,-0.00088498-0.00042289i,-0.0009098-0.00088986i,-0.00012361-0.0010166i
-0.00037796+0.00098685i,0.00041404+0.00043749i,0.0012404+0.00075575i,0.0015363+0.00045928i,0.0013897-0.00074593i,0.0017358-0.00091224i,0.0016701-0.00020797i,0.0005066-0.00042791i,0.00042796-0.00050675i,0.00053419-0.00010897i,0.00020244+0.00010116i,0.00054831-0.00032189i,0.00056153-0.00064202i,0.00034669+0.00011687i,0.0008155+0.00088956i,0.00077688+0.0014712i,8.0878e-05+0.00098087i,-0.00014097+0.00027764i,-0.00036399-0.00026521i,-0.00035128-0.00063036i,-0.0001701-0.00082378i,-0.00052309-0.0006547i,-0.00093726-9.3499e-05i
0.0016301-0.00017323i,0.0013889-0.0012058i,0.00098327-0.0020953i,0.00052852-0.0019178i,0.00055894-0.0019127i,0.00085951-0.0012296i,0.0017174-0.00064858i,0.0020939-0.00036497i,0.0012253-0.0003005i,0.00021064-0.0010163i,-0.00033977-0.0011772i,-0.00057227-0.00041134i,-0.000198+8.8926e-05i,0.00035604+2.42e-05i,0.00045408-0.00036235i,0.00038589-0.00059867i,0.00068859-0.00030029i,0.00016371-0.00032958i,-0.000572-0.00037667i,-0.00024971+5.7337e-05i,-0.00032992+2.6173e-05i,-0.00083244-0.00041292i,-0.0006901-0.00040747i
-2.9647e-07+0.00063724i,-0.00080597+0.0010539i,-0.0010272+0.0011699i,0.00017185+0.0013615i,0.0017965+0.0015208i,0.0026639+0.00082609i,0.0024907+2.2555e-05i,0.0014255-0.00015605i,0.00031859-0.00016108i,0.00034969-0.00035586i,0.00041609-0.0007578i,2.2309e-05-0.00084838i,0.00021602-0.00034737i,0.00049566-0.00050828i,0.00039885-0.00047169i,-0.00020535-3.726e-05i,-0.00079236+0.00072777i,-0.00044807+0.0010205i,-0.00023641+0.00060333i,0.00023411+0.00063464i,0.00089103+0.00029094i,0.00053348-0.00093589i,9.9861e-05-0.00049937i
-0.0014581+0.00077656i,-0.0016136+0.00019141i,-0.00079124+0.00059337i,-0.00035074+0.0011197i,-1.9563e-05+0.00041642i,0.0012083-0.00095594i,0.0016164-0.0012637i,0.0013126-0.0011649i,0.00070895-0.00057696i,0.00083202-0.00021123i,0.00063824-8.4954e-05i,-0.00027532+9.4974e-05i,0.00029372-0.00042124i,0.00090146+5.387e-05i,0.00033936+0.00061973i,7.3166e-05+0.00045423i,0.00022361+9.7641e-05i,-7.3555e-06+1.607e-05i,-0.000633+0.0002393i,-0.00056221+0.00044902i,-0.00053847+0.00037445i,-0.00080239-0.00025717i,0.00051894-0.00019052i
-0.0006378-0.00041696i,-0.00072848-0.0002929i,-0.0011512-0.00013279i,-0.00042562+0.00080618i,0.001027+0.0021979i,0.0023652+0.0016352i,0.0023916-0.00053201i,0.0013348-0.0013223i,0.0015175-0.00055323i,0.0013701+0.0002161i,0.00046951-0.00045458i,4.7688e-05-0.0011132i,0.00021708-0.00051535i,0.0005799-0.00043112i,0.00038696-0.00054856i,0.00053447+3.12e-05i,2.5702e-05+0.00066526i,3.5642e-05+0.00047863i,0.00088443+1.132e-05i,0.0011956+0.00023424i,0.00087034+0.00054648i,0.00012681+0.00019854i,-0.00055036-0.00014167i
-0.0013095-0.0011369i,-0.0024612-0.0002513i,-0.0029916+0.00075836i,-0.0021617+0.0015892i,-0.00090806+0.0014921i,0.00038836+0.0010921i,0.0013167-0.00064714i,0.00070406-0.001538i,0.00020542-0.00093476i,2.2147e-05+0.00031562i,-1.0563e-05+0.00085893i,0.00022751+0.0007511i,0.00096693+0.00034326i,0.0012264-0.00066865i,0.00043953-0.00035486i,-0.00031845+0.00038219i,5.0478e-06+0.00072039i,-3.8697e-05+0.00054768i,0.00014664-7.9361e-06i,0.00077588-0.00012483i,0.00041249-0.00097931i,-0.00010659-0.001135i,-0.00011356-0.00023238i
0.0010768-0.00013089i,0.0012435+0.00057083i,0.0015224+0.00082714i,0.0011555+0.00077024i,0.00063446+0.00024228i,0.00048725-0.0005379i,0.00025014-0.00094927i,0.00015548-0.0011795i,0.00069982-0.0012245i,0.00058575-0.0012135i,-3.1253e-05-0.00098962i,0.00034077-0.00080634i,0.00066131+1.1626e-05i,0.00053163+4.601e-05i,0.00047351-0.00048368i,0.00038734-0.00073059i,-0.00014243-0.0003778i,-0.00064714+0.00041903i,-0.00074947+1.5553e-07i,-0.00039001-0.00096705i,0.00055302-0.0012609i,0.00071972-0.0010489i,-0.00035829-0.00052629i
-0.0010269-0.00062498i,-2.1429e-05-0.00086703i,0.0011838-0.00046852i,0.0020485+0.00048628i,0.0022538+0.00059869i,0.0016929-0.00060197i,0.00040731-0.0012031i,-0.00024006-0.0011587i,0.00014457-0.0011763i,0.00015628-0.00066351i,-2.2729e-05-0.00051838i,0.00050713-0.00093666i,0.0013383-0.00052741i,0.0013731-0.00021685i,0.00082316-0.00032557i,0.00064236+0.00048998i,0.00033109+0.0011835i,-0.00060202+0.00088983i,-0.00094577+0.00054478i,-0.00044803+0.00097788i,-0.00032976+0.00082956i,-0.00068173+0.00058784i,-0.00070164+0.00054611i
