-0.001954+0.0017859i,-0.0031859+0.0024146i,-0.0032862+0.0028141i,-0.0022847+0.0013951i,-0.0021847+0.001093i,-0.0022251+0.0015992i,-0.0012397+0.0015872i,0.00016276+0.001504i,0.00073512+0.00072103i,0.00085895-0.00010661i,0.00091816-0.00018253i,0.00030794+0.00030508i,0.00066565+5.9944e-05i,0.0010062-7.7662e-06i,-0.00017171+0.00022163i,-0.00072176+0.00027865i,-0.00022817-0.00010134i,0.00022304-0.00058418i,0.00045403+0.00027895i,0.00038977+0.00059244i,0.0005978-0.00016712i,0.00043276+4.791e-05i,-0.00034568+0.00026551i
0.0012684+0.00055316i,0.00148+0.0015961i,0.0014752+0.0017517i,0.0010139+0.00095317i,-0.000279+0.000721i,-0.0012189+0.00034867i,-0.0010149-0.00034645i,-0.0010312-0.00094243i,-0.00035956-0.0013373i,0.00093686-0.0010879i,0.00095158-0.0010184i,0.0002194-0.00061535i,-7.0029e-05+0.00015839i,0.00012064+0.00049377i,0.00065364+0.00020598i,0.00076366-0.00010763i,0.00013494+0.00042447i,-0.00012689+0.0009681i,-0.00045555+0.00032704i,-0.00046588-0.00029249i,5.8885e-05-0.00039242i,0.00042968-9.5019e-06i,0.000292+0.00023266i
0.0015864+0.0029645i,0.00077616+0.0024601i,-0.00032987+0.0011576i,-0.0002284+5.1868e-05i,-0.00028999-0.00068946i,-0.00090809-0.0020699i,-0.00097451-0.0020613i,-0.00047012-0.0014076i,0.00028049-0.0010755i,0.0011138-0.00046363i,0.0010586-0.00027414i,-0.0002231-0.00070745i,-0.00086023-0.00063534i,-0.0011355-0.00038525i,-0.0014022+0.00019278i,-0.00094917+0.00072948i,-0.00054679+0.00070989i,-0.00023121+0.00041526i,-0.00016372+0.00096118i,-0.00026781+0.00085215i,0.00040509-0.00020408i,0.00078295-0.00034118i,0.00022523+0.0003177i
7.7374e-05-0.00053498i,0.00031096-0.0019129i,3.9064e-05-0.0025086i,-0.0005789-0.0011932i,-0.0012066-0.00075411i,-0.0013512-0.0016152i,-0.00094056-0.0012984i,-2.4136e-06-0.0011974i,0.00050704-0.00091303i,-0.00032835+0.00017269i,-0.00088889+0.00031978i,-0.00082188-1.3198e-06i,-0.00079843+0.00033589i,-0.00097373+0.0010235i,-0.0011275+0.00052224i,-0.0014612+9.2589e-05i,-0.0014574+0.0005319i,-0.00061378+0.00091287i,0.00032371+0.0007296i,0.00052679+0.00011957i,0.00042534-0.00022367i,-0.00017767+0.0002332i,-0.001027-3.8305e-05i
0.0020696+0.0013336i,0.00095076+0.00045888i,0.00026775+0.00025287i,-0.00026528+0.00036933i,-0.00053121+4.7443e-06i,-0.00045802-0.00029151i,-0.00025526-0.0005857i,-3.2954e-05-0.00042249i,0.00017959-0.00036344i,0.0005617-0.00084542i,0.00057491-0.0012237i,0.00019392-0.00085474i,-0.00092179-0.00031761i,-0.000963-0.00018716i,-2.6677e-05-0.00010616i,-0.00022116+0.00017249i,-0.00046828+0.00015085i,-0.00026357+0.00067867i,3.2589e-05+0.0010795i,0.00035891+0.00071634i,0.0004215+0.0001721i,0.00082962-0.00018923i,0.0013755+2.9474e-05i
0.00030843+0.0010266i,-0.00036785+0.0012822i,-0.00067279+0.0012917i,0.00040541-0.00040275i,-0.00032398-0.00042768i,-0.0016169+0.00014285i,-0.00088215-6.2292e-05i,-0.00045645-0.00032436i,-0.00031387-7.4415e-05i,2.6253e-05+0.00059483i,6.0458e-05+0.00023008i,-0.00031085-2.3026e-06i,-0.00034799-9.3159e-05i,-0.00016629-0.00045618i,0.00046044-0.00019649i,0.00045549+1.068e-05i,0.00027678+0.00036873i,0.00020652+0.00062945i,-0.00028084+0.00069953i,-0.00027419+0.0005735i,-9.5429e-05+0.0002801i,-0.0005446+0.0004951i,-0.00080558+0.00014769i
0.0013839+0.0022226i,0.0027704+0.0016749i,0.0029986+0.0013477i,0.0016712+0.001149i,0.0010681+0.00037061i,0.00084665-0.00011107i,0.00016514-0.00050871i,-0.0002959-0.00050532i,-0.0005427-8.6893e-06i,0.00038428-0.00020436i,0.00070193-0.00031941i,-0.00030022+0.00037769i,-0.0008629+0.00044791i,-3.2691e-05-0.00061134i,0.0005559-0.00098551i,-0.00034729+4.73e-05i,-2.862e-05+0.00027604i,0.00089774-2.4649e-05i,0.00076517+0.00081482i,0.00024111+0.0012581i,-0.00061303+0.0013775i,-0.0003276+0.0013492i,0.00030393+0.00032525i
0.00244+0.003571i,0.00079898+0.0024784i,-0.001394+0.00013996i,-0.003206-0.00035514i,-0.0033134-0.00051171i,-0.0018597-0.0013773i,-0.00067952-0.00075832i,-0.00015919-0.00048262i,0.00034578-0.0010972i,-0.00024968-0.00085603i,-0.00089333-8.1025e-05i,-0.00056387+0.0001664i,-0.00073503+0.00040033i,-0.00074439+0.00070545i,-0.00080455+0.0012015i,-0.00080036+0.00032459i,2.6399e-05-0.0003967i,0.00026664-0.00028864i,0.00025929+0.00026545i,0.00078419+0.00058597i,0.00096003-0.00042282i,0.00085051-4.3755e-05i,0.00061111+0.00029743i
0.002173+0.002257i,0.0028427+0.00013123i,0.0024707-0.0018514i,0.00069852-0.0031673i,-0.0012559-0.0026223i,-0.0017461-0.00084427i,-0.0018691-0.00010423i,-0.0012194-0.00029005i,-0.00012335-0.00044252i,0.00032491-0.00068157i,0.00040525-0.00025813i,4.1013e-05+9.8935e-05i,0.0001822-6.6824e-05i,-0.00043591+0.0001981i,-0.0013732+0.00066362i,-0.00031067+0.0007087i,0.00076775+0.00050688i,0.00087012-6.3644e-06i,0.00088958-0.00033803i,0.00023574-0.00015296i,0.00033022+8.3494e-05i,0.0002669+0.00032497i,-0.00015704-0.0003714i
0.0012646+0.0016821i,0.0007179+0.0020423i,0.00021275+0.00077987i,-0.0013965-0.00038434i,-0.0016806-0.00070204i,0.00036759-0.00019136i,0.0012234-0.00046547i,0.00081949-0.00085134i,0.00050141-0.000896i,0.0004706-0.0007251i,0.00041979-0.00039088i,0.00040826+0.00018467i,7.8905e-05+0.00097547i,0.0004158+0.001853i,0.00049519+0.0016906i,-4.1121e-05+0.0012795i,0.00030906+0.00064749i,0.00017353-7.2878e-05i,-0.00016854+0.00028485i,-0.0002771-5.6035e-05i,-0.00035769-0.00074051i,-0.00063367+0.00022549i,-0.00070663+0.00042521i
-0.0014909+0.00040819i,-0.00089602+4.9529e-05i,-0.00011344-5.9379e-05i,0.00067793+0.0004918i,0.00031+0.00095452i,-2.6721e-06+0.00058863i,2.765e-05+0.00052551i,0.00017306+0.00037171i,-0.00013106+0.00010825i,-0.00036767-0.00017444i,-1.6447e-05+0.00010323i,-6.7631e-06-5.5178e-05i,0.00023469+0.00010249i,0.00046704+0.0010411i,-1.3696e-05+0.00056591i,-0.00044721-0.00021476i,-0.00032813-0.000509i,-0.00069709+1.4561e-05i,-0.00084281+0.00071104i,-0.000123+7.6145e-05i,-0.00018525-0.00049253i,-0.00076342-0.00057667i,-0.00074802-0.00049454i
0.00033196+0.00067128i,0.00065541+0.0021403i,0.00065647+0.0030889i,-0.00012454+0.0020529i,-0.00023065+0.00088505i,-0.00042352+0.0002113i,-0.00047483-0.00058829i,7.412e-05-0.00027204i,0.00036866+0.00027375i,-0.00012778+0.00036148i,-0.00047876+0.00032503i,-0.00035848-0.00058583i,0.00012499-0.001055i,-0.00026311-0.00068971i,-0.000393-0.00027907i,-0.00028056+0.00042509i,-0.00040196+0.00053709i,-0.00024536+0.00097841i,-0.0004302+0.00084555i,0.00017966+0.00014871i,0.00093267+0.00090283i,0.00069858+0.0008561i,0.00024758-4.5434e-05i
0.0021189-0.0026893i,-5.7643e-05-0.0035842i,-0.0029767-0.0035939i,-0.0038571-0.0015292i,-0.0031393+0.00019086i,-0.0018706+0.00079739i,0.00022252+0.00089069i,0.00084199+0.00033745i,-0.00038935-8.5893e-05i,-0.00051484-0.00021183i,-0.00024999+3.5505e-06i,-0.00026159+0.00018488i,0.00032904+0.00029601i,0.00039216+0.0010571i,6.2999e-05+0.0013747i,-0.00047184+0.0011065i,-0.00040931+8.0691e-05i,-0.00023859-0.00058232i,-0.00035543+7.0966e-05i,0.00029311+0.00028692i,0.00074396-0.00010583i,-0.00020368-4.9361e-05i,-0.00056428+0.0010699i
0.0014747+0.0013741i,0.0022749+0.00061312i,0.002294-0.00080967i,0.00024223-0.0016044i,-0.0011577-0.0014981i,-0.0011039-0.0012535i,-0.00014267-0.0012003i,0.00050296-0.00074835i,0.00032628-0.00040639i,9.4917e-05-0.00069091i,0.00016408-0.0001841i,-7.9709e-05+0.00012182i,-0.00035571-0.0003884i,0.0001536-0.00045256i,0.0004675+0.00029153i,-0.00033037+0.00045845i,-0.00068009+8.8012e-05i,-0.00010854+0.00089022i,6.071e-05+0.0011741i,-3.3606e-06+0.00077479i,0.00033184+0.00099829i,0.00025498+0.00079133i,-0.00036927+0.00015511i
0.00098356+0.00081559i,0.00079014+0.00091099i,0.00064694-0.00023475i,0.00067387+0.00031531i,0.00038506+0.0010174i,0.00035697+0.00013164i,0.00049272-0.00047488i,0.00061281+8.895e-05i,0.00075357-3.8828e-05i,-7.4946e-05-0.00074647i,-0.0010175-0.00062439i,-0.00054086+0.00015809i,0.00054027+0.00038378i,0.0014733-0.00017028i,0.0013423+1.097e-05i,0.00053292+0.00023187i,0.00022497+0.00054578i,-4.2272e-05+0.00050486i,-0.00052792-0.00011762i,-0.00044898-0.00041249i,0.00033266-0.00030104i,0.00078997-0.00061068i,0.00018529-0.00049584i
0.00094278+0.0034559i,0.0020346+0.0034997i,0.0010644+0.002017i,0.00052886+0.00042251i,0.00021281-0.00057507i,-0.00054828-0.00091319i,-0.00052658+5.7072e-05i,0.00027864+0.00135i,0.00091345+0.00097536i,0.0008908+0.00038798i,0.00038066+0.00057761i,-0.0008322-5.1375e-05i,-0.0010269-0.00014072i,-0.00041907+0.00053732i,0.00014338-0.00025984i,0.00027295-0.00076659i,0.00020337-0.00018267i,9.759e-05+0.00066915i,0.00019391+0.00028453i,0.00056976-0.00044124i,0.00027752-0.00021498i,-0.00041504+0.00059529i,-0.00015158+0.0011548i
-9.3293e-05+0.0013162i,-0.00085829+0.002252i,-0.0016998+0.0014112i,-0.0011065+0.00028127i,-0.00091437+1.8882e-05i,-0.0011967-0.00027606i,-0.00057466-0.00040736i,-0.00017362-0.00027318i,0.00015409-0.00034222i,-1.6954e-05-0.00075727i,-5.3966e-06-0.00024964i,-0.00073343-0.00050665i,-0.0013014-0.00080068i,-0.00053593+0.00015116i,-1.699e-05+0.00062585i,0.00051349+0.00059928i,0.00072224+0.00016272i,0.00037523+6.2829e-05i,0.00023961+0.0004858i,-0.0001029+0.00063661i,-0.0011111+0.00050323i,-0.00054911+0.00046724i,0.0010344+0.0006115i
6.1804e-07+0.0011799i,0.00066193+0.00015001i,0.00053798-0.0024473i,1.2544e-05-0.0024345i,-0.00073337-0.0010253i,-0.00052208-0.00084009i,-0.00016041-0.00054908i,-0.00013725+0.00044877i,-0.00044595+0.00060276i,-0.00053767+0.00023187i,-3.3943e-05+0.0002511i,0.00079201+0.00083303i,0.00054042+0.0007724i,8.252e-05+0.00045138i,-0.00068104+0.00028802i,-0.00090768+0.00017074i,-0.00092858+0.00032229i,-0.00053103+5.2136e-05i,0.00058721+0.0002224i,6.8349e-05+0.00044433i,-0.00053394+0.00058049i,-0.00057308+0.00055027i,-0.00024628-5.9587e-05i
0.00092381+0.00024971i,0.00029613-0.00091201i,-0.00063104-0.0015806i,-0.0011754-0.00079981i,-0.0013182+9.6048e-05i,-0.0010676-0.00033574i,-0.00096989-0.00047013i,-0.0002561-0.0006782i,-1.9233e-05-0.00096977i,-0.0010257-0.00085889i,-0.0012609-0.00050124i,-0.00040329-0.00051833i,5.7877e-05-0.00032992i,4.9145e-05+0.00017659i,-0.00017115+0.00080722i,-7.0631e-05+0.0013656i,0.00047783+0.0011831i,0.00019601+0.0009947i,-0.00040763+0.00034108i,-0.00018154-0.00023742i,0.00044855-0.00014557i,0.00021981+0.00023034i,-0.0010391+0.00070281i
0.0019847-0.00030729i,0.0033187-0.00067915i,0.002669-0.00058913i,0.00099129-0.00010253i,-0.00052126+0.000411i,-0.0016291+0.00045988i,-0.00084806+0.00065443i,0.00018483-4.7164e-05i,0.0005527-0.00083814i,0.00043648-0.00016468i,-0.00044566+0.00027774i,-0.00086207+0.0004594i,-0.00028803+0.00098486i,0.00020185+0.001247i,0.00049956+0.00072096i,0.00061668-0.00025731i,0.00056772-0.00067468i,0.00039862-5.9925e-05i,0.00017029+0.00085111i,-0.00035363+0.00069334i,-0.00028386+6.2122e-05i,-8.0691e-05-0.00025667i,0.00021824-0.00084639i
0.00042841+0.0018228i,0.0011577+0.0024207i,0.00028868+0.0015521i,-0.00027557-0.00060304i,-0.00057219-0.00085557i,-0.0013766-0.00045941i,-0.00087364-0.00017741i,0.00042919-0.00018328i,0.00073228-0.00084038i,1.4145e-05-0.00081728i,-0.00036448-0.00074848i,-3.2599e-05-0.00046399i,-0.00057492+0.00095784i,-0.001245+0.00087485i,-0.0010814+0.00013775i,-0.0007149+0.00013888i,-0.0006437+0.00015601i,0.00010925-0.00021999i,0.00089675-0.0001353i,0.00062692+0.00049902i,0.00030534+0.00040812i,0.00010312+0.0001355i,-0.00041629-6.6926e-05i
-0.00078462+0.0023863i,-0.0017016+0.0031634i,-0.0026686+0.0028218i,-0.0015029+0.0028196i,-0.00061598+0.0020072i,-0.0013779-0.00029322i,-0.0010375-0.00094589i,-0.00019235-4.7817e-05i,0.00023095+0.00020996i,0.00050867-0.00031326i,0.0010607-0.00080472i,0.00052107-0.00031054i,0.00037252-2.8471e-05i,0.00034382-0.00016243i,5.6626e-06+0.00036986i,-0.00013667+0.00073261i,7.1193e-05+0.0004505i,-3.6656e-05+0.00032925i,-0.00058044-0.00044698i,-0.00067008-0.0010794i,-0.00015841-0.00027088i,-0.00021071+0.00087478i,-0.00021438+0.00040092i
0.0017899+0.00023248i,0.001677-0.0018522i,4.6191e-05-0.0030396i,-0.00081467-0.0021158i,-0.00058177-0.00060793i,6.3283e-05+3.0397e-05i,0.00052665+4.3212e-05i,0.00031209+3.6607e-05i,-0.00032414-0.00027277i,-0.00024032-0.00035274i,0.00024678-0.00072701i,0.00040363-0.00068101i,0.0001635-0.00021761i,0.00021886+0.00016675i,0.0006316+0.00042776i,0.00051127+0.00060965i,-3.5263e-05+0.00083948i,-0.00035515+0.0011908i,-0.0002176+0.0005941i,0.00015424-2.6087e-05i,0.00042936+0.0004578i,-0.00018989+0.00066223i,-0.00048287+0.00042054i
0.0012386+0.00097812i,0.0021398+0.0013681i,0.0017509+0.0010722i,0.00066497+0.00067169i,-0.00048554+0.00012991i,-0.00048872-0.00029693i,0.00018407-0.00051226i,0.00065829-0.00067946i,0.0005154-0.0010318i,0.00012027-0.00098339i,-3.7981e-05+0.00011999i,0.00014495+6.4686e-05i,0.00084494-0.00023199i,0.00077912+0.00026896i,-4.9685e-05+0.00051293i,-0.00010804+0.00048489i,-0.00051611+0.00079611i,-0.00085764+0.00076477i,-0.00087812+0.00060875i,-0.00010189-4.0441e-05i,0.00069093-4.8229e-05i,0.001077+0.00024552i,0.0013363-0.00040992i
-0.00017356+0.0028448i,0.0014302+0.0031974i,0.0018686+0.0033072i,0.00049286+0.0013668i,-0.00091623-0.0012645i,-0.00052437-0.0018109i,0.00033905-0.0013175i,0.00060972-0.00084056i,0.00017555-0.00063255i,-0.00020354-0.0010911i,-6.1774e-05-0.0011162i,0.00037599-0.00067333i,0.00025368-9.5368e-05i,-0.00020864+0.00017806i,-0.00016372+0.00046961i,-0.00035618+0.00055129i,-0.00025018+6.1271e-05i,0.00022739-0.00049459i,0.00071856-0.00027648i,0.00072211+0.00060048i,0.00085445+0.00078056i,0.00063586+0.00019561i,-0.00044823-0.0004595i
-0.00064469-0.00035553i,-0.00028764-0.00021787i,-0.0013474-0.00037235i,-0.001096-3.9242e-05i,-6.9937e-05+0.0005485i,0.00018435-4.5119e-05i,-1.5546e-05-0.0003472i,8.0128e-05-2.3694e-06i,8.8801e-05-0.00033i,-0.0004953-6.7479e-05i,-0.00051794+0.00022403i,-0.00086538+0.00040319i,-0.00096942+0.0016274i,-0.00026148+0.0020121i,0.0002515+0.0013225i,-2.1405e-05+0.0012127i,-0.00011572+0.0010659i,0.00053956+0.00059715i,0.0001017+0.00045304i,-0.00041816+0.00057071i,0.00026139-0.00026117i,0.00042142-0.00094849i,0.00019312-0.00033823i
0.0020791+0.001113i,0.0020676-0.00031964i,0.0011775-0.0017798i,-0.0001318-0.0023174i,-0.0013583-0.0018221i,-0.0013378-0.00078381i,-0.00090709-0.00043473i,-0.00036163-0.00068892i,0.00043237-0.00064799i,0.00044276+0.00013673i,-0.0010855+0.00041252i,-0.0017503+0.00047626i,-0.0012832+0.00020928i,-0.00028916-3.5032e-05i,0.00016261+0.0003744i,0.00018453-2.277e-05i,0.00062875-0.00052967i,0.0004279+0.00023187i,-0.00015376+0.0012302i,-0.00080414+0.0004713i,-0.0011968-0.00082884i,-0.00086323-0.00048535i,-0.00020772-0.0003741i
0.0011186+0.002329i,0.0018692+0.0017482i,0.0015773+0.0008639i,0.00045318+0.00034642i,-0.00049103-0.00011389i,-0.0012973-0.00028209i,-0.0015706-0.0002787i,-0.00012982-0.00058001i,0.00030456-0.0012731i,-0.0001586-0.0010991i,0.00018144-2.2636e-05i,0.00024881+0.00092044i,-0.00020171+0.00066585i,-0.00019696+0.00034381i,5.596e-05+0.00027001i,0.00036478-0.00025313i,0.00031134-0.00012426i,0.00014746+5.8676e-05i,0.00031996-4.822e-05i,0.00032449+0.00012555i,0.00013711+0.00047046i,0.00016622-0.00027757i,0.00027792-0.00083441i
0.00041551+0.0019613i,0.0018233+0.0029627i,0.0004643+0.0021478i,-0.00056277+0.00073611i,-0.00061081+0.00052631i,-0.00045028+0.00061428i,0.00045099+0.00035124i,0.0010966-0.00076099i,0.00082992-0.0013299i,0.000874-0.00079362i,0.00034007+7.7682e-05i,-0.00038271+0.00044904i,0.00024018-0.00017079i,0.00065775-0.00053125i,-0.00036039-0.00037399i,-0.00049162-0.00033087i,-0.00011331-0.00046603i,0.00017735-0.00012701i,0.00070685+0.00032406i,0.0004037+0.00047661i,-8.8249e-05+8.4116e-05i,6.6994e-06-0.00040005i,0.00046827-0.00066752i
-0.00019292-0.00054232i,-0.00099422+0.00023028i,-0.0022767+0.0010195i,-0.002723+0.00084479i,-0.0023626+0.000133i,-0.0012543-3.7566e-05i,-0.00021321+0.00037751i,7.8225e-05+0.00015i,-0.00017891-0.00052922i,0.00015255-0.00091687i,0.00018413-0.00052188i,0.00015706+0.00010948i,0.00030071+0.00061686i,0.00013792+0.0012169i,0.0010469+0.00064391i,0.0011103+5.553e-05i,-1.7258e-05+0.0001366i,-0.00097149+0.00043803i,-0.0013302+0.0003436i,-0.00049738-0.00028234i,0.00046761-0.00014302i,0.00032094+0.00076989i,-0.00068155+0.00097388i
0.00085926+0.0011948i,0.0004571-0.00039001i,0.00062982-0.0015215i,0.00070446-0.0010182i,0.00066859-0.0013256i,-0.0001303-0.0018553i,-0.00055184-0.0014719i,2.1862e-05-0.00092879i,0.0010955-2.6548e-05i,0.00075649+0.0005793i,0.00031774-0.00044969i,0.00057859-0.00088778i,0.00050345-0.00078102i,-0.00049924-0.00062453i,-0.0012744-0.00043407i,-0.00088982+1.9332e-05i,-0.00010859+0.00069425i,0.00042741+0.00081059i,0.00044623+0.00064652i,-0.00055414+0.00073789i,-0.00054844+0.00011089i,0.00082277-0.00057552i,0.00073644-0.00049519i
0.0024682-0.00057268i,0.002794-0.0013166i,0.0014069-0.002719i,-0.0012573-0.0025385i,-0.0024119-0.00098091i,-0.002312-6.827e-05i,-0.0010393-0.00063654i,-0.00032036-0.00070181i,-7.7379e-05-0.00036194i,-0.00018945+0.00029109i,-0.0013151+0.0011058i,-0.0011998+0.0013271i,0.000439+0.00089239i,0.00053917+0.0003726i,-9.1435e-05+0.00040556i,-0.00024798+0.00033313i,-0.00042751-0.00051218i,-0.00047343-0.00037278i,-0.00025337+0.00068833i,0.00021759+0.00045363i,0.00012145+1.8374e-05i,-0.0007259+0.00029191i,-0.00077836+5.8592e-05i
0.0016907+0.0021464i,0.0016198+0.0014472i,0.0012678+0.00073449i,0.00074326+0.00053673i,-0.00030774+3.4353e-05i,-0.00072802-0.00057449i,-0.00027754-0.0005754i,0.00014494-0.00029614i,0.00060885-0.00022864i,0.00068429+0.00022931i,0.0008466-0.00012237i,0.0010003-0.00062539i,-9.4517e-05-0.00043997i,-0.00028962-0.00087709i,0.00034361-0.00097632i,0.00050048-0.00086263i,0.00040815-0.00098443i,0.00015021-0.0002709i,-0.00020417+0.00088561i,-0.00066608+0.0013124i,-0.0014063+0.0007146i,-0.0010588+6.7621e-05i,-0.0003585+0.0002717i
0.0016949-0.00019583i,0.00011688-0.00043948i,-0.0022765-0.0010256i,-0.0030591-0.00098231i,-0.0023884-0.0002502i,-0.0012356-9.6851e-05i,-0.00056248-7.0945e-05i,-0.00019917+0.00021164i,0.00026413+9.1563e-05i,-0.00056037+0.0001393i,-0.00089719-0.00029756i,-0.00022583-7.7059e-05i,0.00014055+0.00089102i,0.0005633+0.0011721i,0.00059753+0.00054889i,0.00032763-2.0346e-05i,0.00031296+0.00021023i,0.00032009+0.00012371i,-3.4657e-05-0.00054118i,3.2305e-05-0.00067977i,0.00029581-0.00014008i,0.00023633+0.00072164i,0.00044337+0.00062442i
0.0012185+0.0017956i,0.0018546+0.0009087i,0.0013664+0.00040726i,0.00022312-0.00030697i,-0.00071444-0.0010458i,-0.0013359-0.00099403i,-0.00093251-0.00041126i,-0.00066468-0.00035681i,-0.00067488-0.00026533i,-0.00053107+0.00013042i,-0.00061323+0.0010414i,-0.00040491+0.0014141i,0.00012353+0.0010612i,0.00073256+0.00094637i,0.00086707+0.00069202i,1.6532e-05-4.4656e-06i,-0.00031018-0.00030736i,0.00031543-0.00042271i,0.00029874-0.00025038i,0.00012269-8.0821e-06i,0.00036184+0.00022022i,0.00028026+0.00029852i,-0.00040951+0.00039254i
0.0018263+2.7782e-05i,0.00085177-0.00056555i,-0.00083294-0.001831i,-0.0017724-0.0016601i,-0.0017407-0.00040929i,-0.00081489+0.00021839i,4.3754e-05-5.5166e-05i,-0.00015215-0.00027631i,0.00025065-0.00035016i,-7.7791e-05-0.0010366i,-0.00096092-0.0002779i,-0.0014342+0.00087059i,-0.00079966+0.00052552i,-3.3029e-05+0.00065528i,0.00016807+0.0010048i,-0.00042655+0.00080064i,-0.00023446+0.0011579i,0.00084351+0.0010496i,0.00083649+0.0011746i,0.00059597+0.0012051i,0.00090597+0.00048778i,0.00010846-0.0001001i,-0.0001798-0.00076245i
0.0015358+0.00072354i,0.0013173+0.00018641i,-1.7866e-05-0.00013105i,-0.00082841-0.00053919i,-0.0010414-0.00015839i,-0.00086314+0.000595i,-0.0004432-0.0004059i,0.00076866-0.00044077i,0.00051773+0.00016109i,-3.916e-05-0.00053914i,0.00080717-0.00084937i,0.0001484+3.2992e-05i,-0.00040923+0.00042953i,0.00019269+0.00057127i,0.00065592+0.00068083i,0.00061585+0.00038125i,-0.00021742+0.00019638i,-0.00060796+8.5784e-05i,-0.00019901+0.0006998i,-0.00034995+0.00098827i,-0.0004521+4.2939e-05i,-0.00048731-0.00079994i,-0.00064148-0.0011194i
0.002425-0.00075317i,0.001341-0.0020162i,-0.0002604-0.0028207i,-0.0013847-0.0021705i,-0.00092979-0.0016555i,-0.0001565-0.001175i,-0.00039147-0.0010032i,0.00024512-0.00084534i,0.00084086-0.00098459i,-0.00015358-0.0011645i,-0.00045763-0.00013739i,2.3204e-05+1.2654e-05i,0.00049232-0.00013426i,0.00058514+0.00052472i,3.8656e-05+0.00090435i,-0.00034087+0.00077232i,-0.00052708+6.4417e-05i,-0.00028972-0.00024169i,0.0011074+0.00024064i,0.00078938+0.00042827i,0.00033185-0.00021999i,0.0010233-0.00037369i,0.00082863-3.3058e-05i
1.6165e-05-0.00164i,2.4804e-05-0.00019023i,-0.0010274+0.00050315i,-0.0011244+0.0013932i,-0.0010678+0.0014265i,-0.0012174-0.00014662i,-0.00076112-0.0010921i,-0.00026839-0.00053422i,-0.00044807-0.00049745i,-7.0022e-05-0.00075958i,0.00019727-0.00044455i,0.00011968+0.00034738i,0.00013034+0.00068786i,-7.7247e-05+0.0010348i,-0.00065561+0.0012132i,-0.00061222+0.00015279i,-7.2631e-05+0.00019075i,0.00029553+0.00057343i,7.767e-06+0.00035501i,-0.00049561-0.0007389i,-0.00046741-0.00069358i,-0.00039159+0.00047797i,-0.00045027-9.629e-05i
0.0022604+0.0017397i,0.00095802+0.00081855i,-0.00060611+0.00020946i,-0.0018046-0.000158i,-0.0013681-0.0013377i,-0.0003901-0.0010337i,-5.3991e-05-5.4138e-05i,5.5143e-05+0.00019672i,0.00042899-0.00026841i,0.00063604-0.00015392i,0.00093253+0.00030968i,0.00098942+0.00025805i,-0.0006696+8.0903e-05i,-0.0013333-1.5754e-05i,-0.00047596+0.00041146i,-0.00060853+0.00087475i,-0.00012168+0.00043744i,0.00074603+0.00031818i,0.000337+0.00035055i,-0.0005127+0.00040591i,-0.0003683+0.0011913i,-5.6498e-05+0.0011926i,0.00021532+0.00030748i
0.002189+0.0013183i,0.0030473+0.00072397i,0.0029253-0.00011444i,0.0013841-0.001311i,-0.00017771-0.0013274i,-0.0011501-0.00087612i,-0.0011731-0.00060186i,-0.0012014+0.0005911i,-0.0005235+0.0015905i,0.0002346+0.0010682i,-9.0287e-05+0.00011459i,-0.00051498-0.00018023i,8.7543e-05+0.00056207i,0.000661+0.0012932i,3.8896e-05+0.00056397i,-0.00038422+6.5739e-05i,-0.0003597+0.0002014i,-1.8924e-05-9.1208e-05i,0.00047492+0.00023609i,0.00068388+0.00046934i,0.00078104+0.00063208i,0.0011123+0.00066894i,0.00016821+0.00021375i
0.0010099+0.00078501i,0.00020712+0.00069936i,-0.0011542+0.00021331i,-0.0018127+0.00039346i,-0.0017739+0.0010128i,-0.001293+0.00040349i,-0.00028345-0.00028619i,0.00086695+0.00023613i,0.00029813-0.00013934i,-0.00092365-0.00054828i,-0.00023313-7.8157e-05i,0.00095705+0.00041311i,0.00075819+0.00021365i,0.00032817+0.00047211i,0.00085526+0.0011469i,0.0016759+0.00082155i,0.001908+0.00074757i,0.0006788+0.00098254i,-0.00033306+0.000789i,-9.53e-05+0.00048366i,-8.7517e-05-1.0009e-05i,-0.00010522-0.00018663i,-0.00020672-9.5882e-05i
-0.00014636-0.00020716i,0.00070375-0.00093276i,-0.00046734-0.002111i,-0.0014588-0.0011094i,-0.0016151+0.00055435i,-0.0010493+0.00025042i,-0.00035325-0.00041861i,-0.00037688-0.00057464i,-0.00047243+6.2874e-05i,-1.7462e-05+0.00086923i,9.159e-05+0.0014316i,-0.00063357+0.0014582i,-0.00031778+0.0010936i,0.00034863+0.00033074i,0.00065219-0.00023776i,0.00065937+7.2818e-05i,0.00029765+0.00078892i,-0.00019794+0.00072879i,-0.00021087+0.00053824i,-0.000213+0.00028692i,-0.00030901-0.00023256i,-0.00074711-0.00082321i,-0.00067855-0.001078i
