-0.0014667+0.00087205i,-0.00041361+0.00059858i,-5.4546e-05+0.0016496i,-6.1263e-05+0.0029729i,-0.0013266+0.0025275i,-0.0021224+0.001566i,-0.0017496+0.0017693i,-0.0011907+0.002498i,0.00072499+0.0019674i,0.0023645+0.0011551i,0.0020708+0.00055554i,0.0012056-0.00030423i,0.0001713-0.00072i,-0.00074632-0.0013484i,-0.00081121-0.0015595i,-0.0006768-0.00043058i,-0.00095527+0.00042492i,-0.00034766+0.00021378i,-2.8802e-05+8.509e-05i,-0.00015042-0.00037735i,0.00018381-0.00034519i,-0.00045041+0.00040306i,-0.00080416+0.00098809i
-0.00037495-0.0016072i,-0.00080368+7.6089e-05i,-0.0023657+0.0005097i,-0.0014267+0.00082793i,9.1176e-05-0.00023923i,0.0019858-0.00017129i,0.0028694+0.00072728i,0.0017657-0.00014793i,0.0014251-0.00074672i,0.0020797-0.00057614i,0.002096-0.00058925i,0.0017252-0.00014063i,0.0013669-2.1226e-05i,0.00047429-0.00050121i,-0.00082623-8.1743e-05i,-0.00084572+0.0001663i,5.0793e-05-0.00032193i,2.7815e-05+0.00020252i,-1.6147e-05+0.00067897i,0.00092351+0.00059377i,0.0015393-0.00068709i,0.0013251-0.0017888i,0.00054224-0.0010485i
-0.0015934-0.00083649i,-0.0015131-0.0014944i,-0.001756-0.0012119i,-0.0020693+0.00044912i,-0.00149+0.0019051i,-0.001274+0.0013983i,-0.0006619+0.0001559i,0.00053378-0.0003305i,0.0015555-0.00051609i,0.0024913-0.00076404i,0.0018029-0.00047146i,0.00023378-0.00020538i,-0.00056926-2.2902e-05i,-0.001116-0.00060364i,-0.0012247-0.00076346i,-0.0011567-4.8928e-05i,-0.00077503+2.7452e-05i,-0.00030151-0.00059932i,0.00047712-0.00029657i,0.00066976+0.0003965i,0.00026741+0.0004361i,-4.648e-05+0.00043093i,-4.363e-05+0.00057201i
0.00092787+0.0015148i,0.00046818+0.0012461i,0.001398+6.2289e-05i,0.00128-0.00086235i,8.957e-06-0.0011879i,-0.00039808-0.00022247i,0.00027376+0.0007625i,0.00079096+0.00035751i,0.0011818-0.0002426i,0.0012452-0.00069809i,0.00059712-0.0012795i,-0.00027573-0.00092179i,-0.00035703-0.00056917i,0.00014669-0.00064838i,0.00041354-0.00050732i,0.00060611-0.00082448i,0.0007107-0.0012367i,0.00019482-0.0012841i,-0.00014828-0.0011804i,-8.6683e-05+1.0096e-05i,0.00028703+0.00078501i,0.00013408+0.00050366i,-0.00022061+0.00020337i
-0.00082764-1.9931e-05i,-0.00040609+3.1869e-05i,-0.0010517-4.7138e-05i,0.00017313+0.00042656i,0.0012875+0.00034429i,0.00088302+0.00083633i,0.00062024+0.0014818i,0.00075546+0.0013249i,0.00093877+0.00018183i,0.00044905-0.00084571i,0.00088663-0.00079223i,0.0012211-0.00052514i,0.001047-7.3748e-05i,0.00014268+0.00023873i,-0.00071719+0.00048586i,-0.0011232+0.0006419i,-0.0013982+0.000217i,-0.00020633-0.0004786i,0.00067342-0.00074206i,0.00064456-0.00073468i,0.00023889-0.00033764i,-5.1801e-05-1.7833e-05i,-6.1738e-05-0.00013167i
-0.00016953-0.0001798i,-1.0056e-05-0.00022845i,-0.00033239-0.00091699i,-0.001476-0.0018581i,-0.0023775-0.0013678i,-0.0021678-0.00080807i,-0.00084154-0.00089112i,0.00073657-0.00039683i,0.0017469+0.00042124i,0.0018521-0.00075775i,0.001228-0.0016704i,4.7143e-05-0.0012053i,-0.000917-0.00078359i,-0.00080313-0.00049842i,0.00021689-9.1744e-05i,0.00047864+0.00040767i,0.00014856-0.00072361i,0.00065736-0.0013136i,0.00057112-0.00022747i,0.00040249+0.00080687i,9.3421e-05+0.0010144i,-0.00028902+0.00096043i,6.7794e-05+0.0011016i
-0.00089235-0.00026615i,-0.0010336+0.00056082i,-0.00063167+0.00049637i,0.00063076+0.0003439i,0.00075585+0.0012832i,0.00039848+0.0010165i,0.00022781+0.00024917i,0.00064735+8.7065e-05i,0.0013045+0.00047168i,0.0011302+0.00078941i,0.0012567+0.00034155i,0.0013239-0.00049258i,0.00079412-0.0004739i,0.0010149-0.0001625i,0.00040292-1.8767e-05i,-4.3504e-06+0.00022828i,0.00069825+0.00074283i,0.00038772+0.0008962i,8.7455e-05+0.00010966i,9.6637e-05-0.00068353i,0.00024893-0.00036335i,0.00040889-0.00034271i,0.00053835-0.00039746i
0.0013687+0.00013273i,0.00088176-0.00097645i,0.00045483-0.00059019i,0.00011221+0.00059429i,-0.00070571+0.00042404i,-0.0012605-0.0003736i,-0.00095005+0.00036717i,-0.00011788+0.0008872i,0.0009337+0.00069401i,0.0011853+0.00033949i,0.00031972-0.00013815i,-0.00015246-0.00084926i,-9.9559e-05-0.001256i,-0.00093876-0.0006357i,-0.0021587+4.72e-05i,-0.0014402+0.00040082i,-0.00017073-0.00020071i,0.00061339-0.001129i,0.0011353-0.00080506i,0.00085324-0.00079005i,-7.4981e-05-0.00055825i,-0.00046879+0.000112i,-1.4754e-06+0.00024496i
7.9884e-05+0.00097744i,-0.00015296+0.0013746i,-0.00044478-0.00035515i,-0.0007191-0.0021169i,-0.00075996-0.0015429i,-0.00025987-0.00028157i,0.00018439+0.00085672i,0.00020363+0.0014196i,0.0006069+0.00046854i,0.0011093-0.00050288i,0.00091386-0.00048757i,0.00030318-0.00017404i,-0.00028204+0.00030466i,-0.00043508-0.00026277i,-4.5172e-05-0.00019124i,9.2972e-05+0.000245i,-0.00014943-0.00049957i,-0.0001474-0.00083859i,0.00019857-0.00067799i,6.5747e-05+0.00014488i,0.00029656+0.00050131i,0.00071272+0.00032272i,7.6412e-05+0.00010772i
-0.0027642-0.00049594i,-0.0028354-3.3417e-05i,-0.0018927+0.0010436i,0.00023422+0.00054644i,0.0015223-0.0001289i,0.00098715+0.0001895i,0.00089009+0.00087708i,0.0012834+0.00041618i,0.001754+1.0261e-05i,0.0015372+0.00026656i,0.00090119-0.00071942i,0.0011519-0.001616i,0.0010244-0.0008973i,0.0009213+0.00020124i,0.0011233+0.00052172i,5.47e-06-0.00043068i,-0.00042159-0.0012655i,-0.0002308-0.00091279i,-0.00073932-0.00050006i,-0.0008588-0.00039619i,-0.00039628-0.00060235i,-0.0003929-0.00015312i,-0.00029499-0.0003811i
0.00015826-0.0020701i,-0.0012309-0.0031151i,-0.0017771-0.002276i,-0.0012853-0.00019153i,-0.00075729+0.0014188i,-0.00055993+0.00082564i,1.7822e-05-0.00076093i,0.0011495-0.0010073i,0.0020007-0.00040003i,0.0014954-0.00029001i,0.00047765-0.00020231i,0.0003297+0.00030453i,0.00048624+0.00040745i,0.00013624-1.4252e-05i,1.6887e-05-0.00044151i,0.00028177-0.00073302i,0.00069359-0.00033991i,0.0006025+0.00039881i,-0.00022718+0.00053219i,-0.00063077+0.00034834i,-0.00038663+0.00034169i,-0.00030491-6.2499e-05i,-0.00025703-0.00030031i
0.00090945-0.00059938i,0.0015843-8.4321e-05i,0.00029186+8.1018e-05i,-0.00072091-0.00051369i,-0.00065069-0.00088485i,0.00011812-0.00066558i,0.00025133-0.00030819i,0.00036854-0.00012735i,0.00099944-0.00022723i,0.0011019-0.00023848i,0.001384-0.00069841i,0.0015279-0.00085223i,0.000201-0.00051772i,-0.00080335-0.00061442i,-0.00061095-0.00083068i,-2.5764e-05-0.00057826i,6.078e-05-0.00026339i,0.00026926-8.0184e-05i,0.00051553+0.00050707i,0.00059194+0.00089576i,-4.9335e-05+0.00063867i,-0.00067658+0.00091653i,-0.00029133+0.0010306i
-0.0019425+0.00069928i,-0.0021293+0.0013548i,-0.002323+0.0015282i,-0.0015711+0.0013373i,-0.00041031+0.00083991i,0.00043777+0.00044263i,0.0011947+0.00083106i,0.00061491+0.0012514i,-7.9517e-05+0.0011112i,-4.1699e-05+0.00032389i,0.00043503-0.00035724i,0.00094072-0.0002244i,0.0010916+0.00025633i,0.0002665+0.00060346i,-0.0010637+0.00051731i,-0.00087755+0.00049265i,4.7878e-05+0.00039155i,0.00066267+0.00048603i,0.00038172+0.00027266i,-0.00048224-0.00045271i,-0.00018306-0.0011536i,0.00039365-0.0012451i,0.00065135-0.0010614i
-0.0010627-0.00015277i,-0.0018444-0.00062174i,-0.0031749-0.0011809i,-0.0028846+0.00015981i,-0.0017124+0.0010152i,-0.0011092+0.00069603i,-0.00060644-5.6645e-05i,-3.9133e-05-3.1328e-05i,0.00026935+0.00032969i,0.00067713+0.00026303i,0.0012784-1.5426e-05i,0.001309-0.00042311i,3.8004e-05-0.0005037i,-0.00095791-0.00083933i,-0.001102-0.00053881i,-0.0003963+0.00045505i,-0.00036128+0.00060375i,-0.00053813+0.00019061i,-3.7967e-05+0.00010124i,0.00025463-0.00025707i,0.00059888-0.00032115i,0.00092158+0.00028661i,0.00047464+0.00078328i
0.00063648-0.00081338i,0.0030643-0.0014084i,0.003655-0.0020976i,0.0027302-0.002811i,0.0019736-0.0031348i,0.000631-0.0027384i,-0.00041185-0.0013007i,-0.00021265+5.6e-05i,0.00039076+0.0002404i,0.001779+0.00014454i,0.001378-0.00019384i,-0.00016302-0.00043175i,-0.00057039-8.0588e-05i,-0.00039142-0.00089992i,-0.00064012-0.0011271i,-0.00094358-0.00042323i,0.00019689-0.0008375i,0.0012988-0.0011687i,0.0010807-0.00063454i,0.00057383-3.3649e-06i,0.00024302+2.0555e-05i,-7.9273e-06+0.00045516i,-0.00054466+0.00075227i
0.00033734-0.00017709i,0.00048174+0.00089444i,0.0007958+0.0018736i,0.00027429+0.0022732i,-0.0009667+0.0012418i,-0.00049154+0.00098377i,4.0572e-06+0.0021085i,3.5553e-05+0.0013774i,0.00039855+0.00016483i,0.00010971-0.00058753i,-0.00037925-0.0013581i,-0.00037297-0.0019669i,0.00050921-0.0013119i,0.0016845+7.8619e-05i,0.001185+0.00015783i,0.00043045-0.00065545i,0.00055627-0.00070947i,6.2394e-05-0.00030769i,-5.851e-05-4.7615e-05i,0.00080601-0.00046865i,0.00090689-0.00070939i,0.00046905+0.00016478i,0.0003869+0.0010672i
0.00040015+0.00030954i,-0.0017127-0.00032844i,-0.0028273-0.0020432i,-0.0033121-0.0014205i,-0.0032751+0.00060385i,-0.0021012+0.0012334i,-0.00097055+0.0011446i,0.00033246+0.00083376i,0.0014528+0.00011019i,0.0010846-0.00077373i,0.00095097-0.0012806i,0.00062291-0.00090616i,8.7197e-05-0.00032009i,2.3769e-05-0.00028206i,-0.00045611+5.0883e-06i,-0.00036078-0.00010055i,0.00082492-0.00032424i,0.00093841-0.00021664i,0.00010469-0.000565i,0.00014712+1.6184e-05i,0.00018883+0.00081968i,-0.00021533+0.00057276i,-0.00033692+0.0005171i
-0.0009696-0.00070696i,0.00094909-0.00046155i,0.0024884+0.00052586i,0.0024141+0.0014412i,0.0016953+0.00056443i,0.0014966-0.00017697i,0.0017453+0.0008365i,0.0019849+0.00035643i,0.0014977-0.00058029i,0.0013531+0.0003505i,0.001506+0.001162i,0.00072579+0.00057813i,0.00092667-0.00044767i,0.00085624-0.00058021i,-0.00028932-0.00084428i,-0.00040926-0.0006884i,0.00015713-0.00029554i,0.00054647-0.00068451i,0.00065238-0.00083786i,0.00036468-0.00025131i,0.00030908+0.00015726i,0.00024604-0.00023833i,-0.00014085-0.00052875i
-0.00077194+0.00086933i,-0.00035542+0.0016089i,-0.00026712+0.0037474i,-1.7515e-05+0.0032242i,0.0016627+0.00085506i,0.0019621-0.00096999i,0.00098613-0.00040298i,0.00061842+0.00041911i,0.0010697+0.00036813i,0.0019468+9.24e-05i,0.0020025-0.00061909i,0.0012398-0.0011988i,0.0008255-0.0012499i,-3.4512e-05-0.00051204i,-0.0008027+0.00031852i,-0.00034282+0.00043645i,-0.0010271+0.00059446i,-0.0018031+0.00037824i,-0.0017187-0.00014982i,-0.0007703+3.9822e-05i,-0.00038403-7.3939e-05i,-0.00028061-8.6839e-05i,0.00049572+0.00094398i
-0.0010592+0.0011842i,0.00013718+5.4846e-05i,-3.6488e-05-0.0020503i,0.00057713-0.0027894i,0.00086966-0.0017785i,0.00033957-0.0012037i,0.00049563-0.00064077i,0.0011393+0.00018992i,0.0015043+0.00021752i,0.0024786-0.00029775i,0.0020233-0.00046781i,0.00043684-0.00023851i,-0.00029644+0.00028419i,0.00017347+0.00014515i,9.4316e-05-0.0004927i,-0.00032734-0.00064742i,-0.00010217-9.1287e-05i,0.0002727+4.2223e-06i,0.00041623-0.00021017i,-1.6782e-05+0.00018715i,-0.00022465+0.00088617i,-4.5842e-05+0.0013241i,-0.00039911+0.0014323i
-0.0015373-0.0024905i,-0.0014892-0.00099766i,-0.0017316+0.00092406i,-0.0013645+0.0024605i,0.00024517+0.0026466i,0.0016663+0.0013743i,0.001894+9.3808e-06i,0.0017152-6.9852e-05i,0.0011894+4.3897e-06i,0.00073136-0.00013168i,0.00040776-0.0005973i,0.00034781-0.0009185i,4.4492e-05-0.00062142i,-0.00027751-0.00059949i,-9.1926e-05+0.00024676i,-0.00024969+0.00054156i,0.00039254-0.00055697i,0.0010378-0.00052517i,0.00032626+0.00025525i,-8.4116e-06+0.00056033i,-0.00036189-0.00037872i,-0.00026928-0.00069665i,-0.00039088+0.0005421i
-0.0022375+7.9465e-05i,-0.0021981+0.00062193i,-0.0031384+0.0022214i,-0.0029765+0.0032471i,-0.0012467+0.0027158i,-0.00041497+0.00098024i,-4.3602e-05+4.8474e-05i,0.00091385-0.00031226i,0.0019-0.00075943i,0.002074-0.0003644i,0.0011815-9.4598e-05i,0.00044909-0.00052684i,-0.00044245-0.00069421i,-0.00143-0.00068526i,-0.0010809+0.00032717i,1.6808e-05+0.001207i,0.00028396+0.00068038i,6.9381e-06+1.6498e-05i,0.00044242-6.8074e-05i,0.00113-0.00047803i,0.00086384-0.00059812i,0.00014991-0.00073522i,-0.00014932-0.00074207i
0.00039469+0.00036509i,0.0013356-0.0019838i,0.0022767-0.0022237i,0.002758-0.0015548i,0.0022359-0.0016905i,5.6691e-05-0.00065923i,-0.0015344+0.00011623i,-0.00085995+0.00024692i,0.0011201+0.00090382i,0.001823+0.00023125i,0.0015506-0.00022881i,0.0010275-0.00010761i,0.00036656-0.00027045i,-0.00043374-3.6749e-05i,-0.00075821+5.9322e-05i,-0.00055811+0.00032464i,-0.00028776+0.00053467i,0.00039631+0.00010017i,0.00038327-0.0003065i,-0.00021559-0.00010378i,-0.00037691-0.00024883i,0.00028046-0.00055114i,0.001026-0.0002287i
0.00091053+0.00064335i,0.00019254+0.00031707i,-0.00047114-0.0012319i,-0.00085645-0.0020335i,-0.0016848-0.0010387i,-0.001148-0.00048687i,-0.00026743-0.00023315i,7.9311e-05+0.0003241i,0.0011933-0.00010929i,0.00085975-0.0005083i,0.00012282-0.00067836i,0.00049587-0.00076777i,0.00097517-0.00058794i,0.00083579-0.00012987i,0.00050014+5.4971e-05i,0.00013019-0.00079584i,-0.00054717-0.0011248i,-0.000663-0.00040234i,0.00045419-0.00066478i,0.0014728-0.00059818i,0.00059503+0.0001818i,-0.00045335+0.00021232i,-0.00057624+0.00025369i
-0.00091078-0.00040347i,-0.0022358-0.00033826i,-0.0022509+0.0011516i,-0.00035515+0.00049208i,0.0011624-0.00048104i,0.0011583-0.00074854i,0.00061489-0.00029796i,0.00086262+0.00034372i,0.0010017+0.00070813i,0.0012226+0.0011385i,0.0019232+0.00061522i,0.0021258-0.00011962i,0.0017869-0.00034112i,0.0011131-2.1888e-05i,0.00034184+0.00025768i,-6.354e-05+0.00016345i,0.00025701+0.0012291i,0.00048402+0.0016705i,2.2606e-05+0.00055309i,-0.00030824-0.00010372i,-0.00036005+0.00037688i,-3.2947e-06+0.00029315i,0.00013892-0.00091878i
-0.0005328-0.0010015i,-0.0003319-0.00058018i,0.00022836+6.1215e-05i,0.0002598+0.00077314i,0.00043603+0.00085038i,0.00016957-0.00044394i,-0.00039603-0.00038514i,6.6761e-06+0.00052697i,0.00084456+0.00026473i,0.0009004-0.00067997i,0.00072187-0.00087295i,0.00049461-0.00024959i,-0.0002925-0.00031494i,-0.00026116-0.00012665i,-0.0004349+4.4441e-05i,-0.00019648+0.00034418i,0.00034588+0.00045679i,0.00022693-0.00052738i,7.9028e-05-0.00045568i,0.00021066+0.00055629i,0.00016218+0.00049129i,0.00033672+0.00035024i,0.00034205+0.00011712i
0.0011413-0.00011752i,0.0012207-0.0002058i,0.0012565-0.00033365i,0.00090252-0.00036051i,0.00042665-2.7184e-05i,-2.3221e-05+0.00064003i,-0.0007479+0.0007122i,-3.3062e-05+0.00079966i,0.0009889+0.0011241i,0.00071481+0.00080234i,0.00062276+0.00011508i,0.0004739-0.00076856i,0.00052052-0.00071292i,-0.0003296-0.001001i,-0.00064922-0.00067475i,0.00016239-0.00039616i,0.00038098-0.0010026i,0.00065372-0.00056573i,0.00087714-0.000413i,0.0001697-0.00048111i,-0.0004243-0.00057205i,-0.00035222-0.00027273i,0.00026362+0.00024355i
-0.0016589-0.0012506i,-0.002157+3.058e-05i,-0.0026424+0.00028258i,-0.0019928-0.00021353i,-0.0011827+0.00022873i,2.1177e-05+0.00018794i,0.001071-3.8336e-05i,0.00089509+4.1477e-05i,0.00093306-0.00026137i,0.0011167-0.00064278i,0.00078607-0.00038051i,0.00027063+5.8022e-05i,-0.00027734+0.00025889i,-0.00097465+7.3763e-05i,-0.001345-6.1453e-05i,-0.0004372-0.00070739i,5.8722e-06-0.0009264i,-0.00021008-0.00053558i,-0.00025372-0.00056616i,-0.00024554-0.00050828i,-0.0005219-0.00048126i,-0.00070369-0.00030909i,-0.00052185-0.00068495i
-0.00096352-0.001483i,-0.0014753-0.0020769i,-0.002513-0.0013666i,-0.0022861-0.00010325i,-0.0010917+0.00073906i,-0.00075526+0.00048436i,-0.00085105-0.00013107i,0.00020426+0.00013285i,0.0011137+0.00058576i,0.0013065+0.00034128i,0.000762-0.00018725i,0.00016957-0.00080067i,3.7578e-05-0.00075631i,3.1562e-05-8.5201e-05i,0.00074456-0.00045393i,0.00098627-0.00095972i,-0.00030609-0.00072923i,-0.00076874-0.00031545i,-0.00010468+2.8144e-05i,3.3322e-05+6.2798e-05i,-0.0001654+0.00025501i,-0.00022698+0.00047142i,-0.00027518+0.0001671i
0.0016268-0.00087832i,0.0014386+0.00027291i,0.0014022+0.00061015i,0.0012542+0.00040356i,0.00077993+6.2122e-05i,6.6465e-05+9.4274e-05i,-0.00084447+0.00086014i,-0.00031293+0.00051139i,0.00074586+1.7456e-05i,0.00096608-0.00013385i,0.00082688-0.00026312i,5.1003e-06-0.00023316i,-0.00048996+0.00014033i,-0.00075671+0.00016644i,-0.00046011-0.00039794i,0.00021257+6.8055e-05i,0.00077552+0.00093381i,0.00053799+0.00046515i,-0.00014762+0.00013541i,5.2934e-05-8.4394e-05i,0.00024806-0.00049566i,0.00076348-0.0013388i,0.00077925-0.0011777i
-2.8262e-05-0.0011599i,0.00021278-0.0023743i,-0.0013363-0.0033513i,-0.0025673-0.0027987i,-0.0016516-0.0023842i,0.00024648-0.0016372i,0.00088303-0.00027883i,0.00047946+0.00032053i,0.00070434-7.6775e-05i,0.0010908-0.00072175i,0.0007887-0.00089792i,0.00026257-0.0002212i,5.5367e-05+0.0006257i,-0.00012871-1.0083e-05i,8.9962e-05-0.00082973i,0.00041324-0.00056846i,0.00059933-0.00034921i,0.00048916+0.00017381i,-0.00031542+0.00042319i,-0.00076454+0.00050029i,-0.00034017+0.00090551i,-0.00040035+0.00043103i,-0.00089543-7.9962e-05i
-7.8694e-05-0.00049708i,-0.0010795-0.0010335i,-0.0029345-0.0020374i,-0.0037547-0.00044093i,-0.0029358+0.001386i,-0.00096489+0.0004531i,0.00011705-0.00050931i,0.00045512-0.00014626i,0.0011547+1.8815e-05i,0.0014982-7.231e-05i,0.0013194-0.00080981i,0.00084396-0.0013627i,0.00058641-0.00073181i,0.00045644-0.00032722i,-1.3635e-05-0.00035812i,-0.00029816-8.5043e-05i,-0.00021909+0.00015053i,-0.00067049+0.00024826i,-0.00022644-4.6944e-06i,6.275e-05-0.00063175i,-0.0004443-0.00031942i,-0.00033149+1.4742e-05i,-7.2138e-05-0.00039824i
0.00042155+0.00020766i,0.00044574+0.0011525i,0.0012287+0.0016375i,0.0018855+0.00077018i,0.0011091-0.00018173i,-0.00035055-0.00048556i,-0.00045251-0.00068085i,0.00034345-0.0008788i,0.00061079-0.00061609i,0.0004591-8.3191e-05i,0.00044815+0.00036602i,0.0010073+0.00042117i,0.001283-0.00053633i,0.00026665-0.00077206i,-0.00094525-6.2137e-05i,-0.00071319+0.0001705i,-0.0004948+2.5537e-05i,-0.00049439+5.6698e-05i,-4.4619e-06-0.00019232i,0.0003569-0.00029709i,-0.00010139-0.00025056i,-0.0007293-0.00045657i,-0.0013802-0.00045193i
-0.00039553+0.0012731i,-0.00079664-6.2221e-05i,-0.00060827-0.00058899i,0.00038199-0.00030455i,0.0010266-0.00060974i,0.0004543-0.00044209i,0.00014242+0.0004381i,0.00060436+0.00098375i,0.0010249+0.00090323i,0.0012401+3.2759e-05i,0.00029095-0.0007161i,-0.00037357-0.00083713i,-0.00050607-0.0010922i,-0.00036911-0.00089636i,-0.00014357-0.00015109i,-1.9123e-05+0.00043975i,0.00039152-0.00024106i,0.0010023-0.00085147i,0.00045933-0.00060143i,-0.00063399-0.0003382i,-0.00077495-9.3918e-05i,-0.0010521-0.00030733i,-0.00068003-0.00050182i
0.00035672-4.3969e-05i,0.00046195-0.00089426i,-0.00069521-0.00099903i,-0.0015244-0.00079171i,-0.0010129-1.2134e-05i,-4.6254e-05+0.00035582i,0.00028635-0.00011355i,7.7498e-05-8.8895e-05i,0.00051371-0.00017757i,0.0012605-0.00015282i,0.0011829+0.00029624i,6.2982e-05+0.00029635i,-0.00022479-0.00010742i,0.00093734-0.00011534i,0.0016716-0.0001667i,0.00097593-0.00025607i,-0.00037142+0.00036107i,-0.00037576+0.00052932i,-0.00035287+0.00021592i,-6.8938e-05-1.102e-05i,0.00063046-0.00030454i,0.00039645-0.00010596i,-8.356e-06-0.00012713i
-0.00077716+0.0018224i,0.00028958+0.0019361i,0.001596+0.0010371i,0.00098355+0.00052513i,-0.0004705+0.00011331i,-0.0012532-0.00045521i,-0.0018313-0.00033581i,-8.0544e-05+0.00012397i,0.0017327-0.00032841i,0.0016359-0.0011065i,0.0010614-0.00098061i,0.00070306-0.00068931i,0.00025347-0.0011155i,-0.0002499-0.0012635i,-0.00093324-0.00075428i,-0.00098989-0.00049804i,-3.3758e-05-0.00062462i,0.000233-0.0009856i,2.3746e-06-0.00077737i,-0.00015693-0.00051045i,-0.00023517-0.00019087i,0.00050559+0.00014053i,0.0007795-0.00026796i
-0.00027316+0.00055812i,-0.00049425-0.00035172i,-0.0005534+0.00011721i,0.00016289+0.00088277i,0.00052482+0.00071218i,-0.00080951-0.00013346i,-0.00091682-0.00050527i,0.00058569-0.00021813i,0.0018423+0.00049451i,0.0018022-0.00016807i,0.0014162-0.00088317i,0.00089385-0.0010142i,-0.00027815-0.00077522i,-0.0008095-0.00022416i,-0.0007429+4.7655e-05i,-0.00047168+0.00026771i,-0.00018609+3.8274e-05i,0.00044665-5.8641e-06i,0.00032064-0.00014044i,-0.00041559+3.891e-05i,0.00017655+2.6528e-05i,0.00074558-0.0003264i,0.00011893-0.00027458i
0.0013024+0.0005298i,0.0024374-0.00042683i,0.002983-0.00077966i,0.0020197-0.00061386i,0.0015499-0.0010095i,0.0015048-0.0014635i,0.0010251-0.00025943i,0.00099059+0.0011297i,0.0016164+0.0012077i,0.001129+0.00040739i,0.0010793+0.00032665i,0.00083081+0.00038454i,2.1831e-05-0.00060704i,-0.00016853-0.0011644i,-0.0002392-0.00039858i,0.00037865+0.00092599i,0.00064882+0.0016349i,-0.00030985+0.0010722i,-0.00037687+0.00012179i,-5.2585e-05-0.00014313i,-9.2203e-05+8.7068e-05i,-0.00054452+0.00011798i,-0.0012606+5.4305e-05i
0.0018485+0.00098354i,0.0024737+0.00084274i,0.0024316-0.0012715i,0.0014317-0.0031417i,-8.9232e-05-0.0026518i,-0.0011421-0.0010482i,-0.00045258-0.00015467i,0.000618+0.00034822i,0.00064233+0.00058924i,-0.00025877+0.00011416i,-0.00089324+0.00010366i,-0.00052177-0.00046259i,0.00036825-0.00073631i,0.00065206+0.00014558i,0.00028946+7.0518e-05i,0.00044898+0.00028308i,0.00043938+0.00035305i,0.00040169-0.00032746i,0.00047687-0.00026951i,0.00061048+0.00017739i,0.0006044+0.00067663i,0.0006309+0.00095634i,0.0003018+0.00021401i
-0.0021167+0.00031147i,-0.0031797+0.00083451i,-0.0022289+0.0013688i,-0.001111+0.0017319i,-0.0011119+0.0014422i,-0.00069813+0.00089562i,0.00042074+0.0010082i,0.0013331+0.0012323i,0.0015072+0.0012223i,0.001143+0.00044582i,0.00044108-0.00069929i,0.00043181-0.0006889i,0.00062492-0.00071882i,0.00032067-0.0011427i,-0.00028791-0.00095415i,-0.00073717+7.9798e-05i,2.1339e-06+3.2672e-05i,0.00080916-0.00051268i,0.00067005-0.00022908i,0.00062063-7.8116e-05i,0.00075637-0.00020738i,5.2966e-05+0.00023175i,-0.0001405+0.00090417i
0.00065913-0.0012102i,0.00083536-0.0022183i,0.00050099-0.0026394i,6.8486e-05-0.0017012i,0.00017421-0.0016063i,-0.000278-0.0020026i,-0.00070099-0.00069234i,0.00043841+0.0001367i,0.0020334-0.00055785i,0.001869-0.0010072i,0.00069814-0.00014526i,0.00064393-0.00021719i,0.00082019-0.0010726i,0.00054574-0.00074949i,0.00054789-0.00030462i,0.00059968+0.00085869i,0.00041518+0.0010152i,0.00028514-0.00029725i,-0.0002111-0.00061423i,-6.7689e-05-0.00052025i,0.00051961+0.00034601i,-0.00010722+0.000533i,-0.00014676-0.00043623i
0.0002191-0.00052911i,0.00040013+0.0012088i,-0.0011195+0.00066034i,-0.0025389+6.871e-05i,-0.0030626+0.0013657i,-0.0020818+0.0021259i,-0.00060838+0.001285i,0.0008369+1.1811e-05i,0.0013048+7.0308e-05i,0.0011069+0.0011054i,0.00090085+0.00052322i,0.0010282+0.00034189i,0.0012753+0.00056035i,0.00063106-0.00010753i,0.00046832-0.00046693i,0.001126-0.00018107i,0.00069428-0.00035664i,0.00017689-0.00027198i,-0.00016924+0.00058681i,-0.0010596+0.00042834i,-0.0010249+0.00038266i,-0.00013058+8.6221e-05i,-0.00041911+0.0001882i
-0.0011286-0.00077922i,-0.0026453-0.00057077i,-0.0026547-0.00014888i,-0.0019355+0.00057694i,-0.0013075+0.00062547i,-1.2621e-05+0.00012329i,0.0010092+0.00034538i,0.0013854+0.00074902i,0.0018928+8.719e-05i,0.0016378-0.00068735i,0.0011632-0.00097345i,0.0012159-0.00060045i,0.00088921-0.00029875i,0.00056316-8.9375e-05i,0.0011723+0.00074853i,0.0013005+0.00092163i,0.0010568+0.00067609i,-9.2282e-05+0.00027833i,-0.0012049+0.00014992i,-0.00051733+0.0003951i,0.00049847+0.00043647i,0.00074792+0.00017522i,0.00071356+5.6588e-06i
-0.00085979+0.00073895i,0.0010242+0.00044736i,0.0020297+0.0017182i,0.0022899+0.0013111i,0.0021696+0.00019268i,0.00071274-0.00049315i,-0.00025709-0.00017016i,0.00011137+0.00099599i,0.00073318+0.0019423i,0.0011693+0.00149i,0.0012513+0.00012027i,0.00043703+0.00013742i,-0.00054037+3.9097e-05i,-0.0009095-0.00019182i,-0.00094286-0.0001581i,-0.00060217+0.00083764i,-0.00061392+0.0017551i,-0.00054227+0.0011842i,0.00029029-0.00022091i,0.00049639-0.00076581i,8.935e-08-6.465e-05i,6.5393e-05+0.00043834i,0.00077134+0.00048788i
