-0.0042262+0.0007791i,-0.0033976+0.00050938i,-0.0042868+0.0015571i,-0.0033164+0.0014664i,-0.0017562+0.00098634i,-0.00099108+0.0020644i,-0.00089133+0.0024842i,8.1048e-05+0.0021466i,0.0015088+0.0017678i,0.0017529+0.0014218i,0.0012344+0.00091997i,0.00028632-0.00018033i,-0.00017675-0.00018862i,7.6064e-06-0.00020495i,0.00022982-2.2113e-05i,7.6009e-05+0.00055941i,7.7591e-05+0.00035121i,2.9215e-05-0.00086888i,0.00020099-0.00070772i,0.00030387+0.00061752i,-0.00035164+0.00038074i,-0.00015896-0.00033315i,0.0011825+0.00013545i
0.0020334+0.00079766i,0.0025879+0.00094341i,0.0017425+0.0013811i,0.00082716+0.00094163i,0.00010896-0.0001964i,-0.00045088-0.0011184i,-0.00093909-0.00051341i,-0.00011485+0.00055982i,0.00070828+0.00032354i,0.00022152-0.00013531i,-0.00074826+0.00046724i,-0.0010669+0.00031818i,-0.00085605-0.00056348i,-0.00040348-3.4848e-05i,-0.00018411+0.00039571i,-5.0837e-05+0.00063931i,3.6906e-05+0.0006647i,-0.00034079-8.29e-05i,-0.00064792-0.00021682i,-0.00056903-1.0254e-05i,0.00053299-0.00057858i,0.0014309-0.00093446i,0.00083858-0.00016167i
-0.0023947+0.00033342i,-0.0026063-0.0001958i,-0.0021958+0.00014402i,-0.00084547+0.00044774i,6.7518e-06+0.00038696i,-0.00038394-0.00032831i,-0.0011764-9.058e-05i,-0.0014129+0.00056651i,-0.0011941-5.1821e-05i,-0.0006162-0.00033461i,0.00043759+0.00019058i,0.00076573+0.00057712i,0.00042802+0.000325i,0.00076778+0.00014824i,0.0013451+0.00027127i,0.00065302+0.00011404i,-0.00058483+8.4452e-05i,-0.0015725-8.0935e-05i,-0.0014442-0.00043182i,-0.00077131-0.00021068i,-0.00058953-1.4741e-05i,-0.00087558-0.00018293i,-0.00082148+0.00026366i
0.0030228-0.0001408i,0.0041052-0.00058864i,0.0036232-0.00032566i,0.001725-0.0011801i,-0.00064825-0.0020405i,-0.0016667-0.0017003i,-0.0016194-0.00069445i,-0.0012808-0.00032878i,-0.0001811-0.00011834i,0.0011323-8.9712e-05i,0.00094755-0.00022135i,0.00018516+0.00035491i,0.0010945+0.00047883i,0.0014417-0.00066608i,0.00060496-0.0016342i,-7.1946e-05-0.0010187i,-0.00034879-0.00042354i,-0.00017104-0.0006163i,-0.0001157-0.0001202i,-0.00090883+0.00049568i,-0.00044373+6.9273e-05i,0.0006565-0.00074274i,0.00063352-0.00031292i
-0.00028609-0.0001852i,3.8626e-05+0.0017134i,-0.00053487+0.0024727i,-0.00073879+0.0014575i,-0.00058625+0.0014478i,-0.0016184+0.0018201i,-0.0014452+0.0010907i,-0.0008131+0.00072995i,-0.00066686+0.00042939i,0.00035295+0.00027293i,0.00045509+1.671e-05i,0.00034103-0.0005717i,-0.00016836-0.00091775i,-0.00085851-0.00077585i,-0.00048709-0.0018338i,-0.00048097-0.0017159i,-0.001177-0.00027995i,-0.0008707-0.00042899i,-8.5075e-05-0.00095367i,-0.00026135-0.00091422i,-0.00064774-0.0011365i,-0.00064286-0.00062977i,-0.00056571-0.00023589i
-0.0020992-4.6049e-05i,-0.003125-0.0012202i,-0.0030639-0.0013003i,-0.001833-0.00042337i,7.1705e-05-6.7135e-06i,0.00080625-9.9039e-06i,-0.00043722-0.00041574i,-0.00099689-0.00050461i,-0.00044848-0.00046996i,0.00033612-0.00028947i,0.00045116-0.00045132i,6.3906e-05-0.00091896i,-0.0003781-0.00060668i,-7.5944e-05-0.00031072i,0.0007189-7.2254e-05i,0.00053924+0.00041405i,-0.00047008+0.0003244i,-0.00068731+0.00076128i,-0.00044551+0.0010338i,0.00020889+0.0004429i,0.00071692+0.00090028i,0.00030826+0.00081953i,3.3043e-05-1.8333e-05i
-0.00049529+0.0015746i,0.00018052+0.00092387i,0.00040824+0.00044763i,0.0011002+0.00037668i,0.0011519+0.00059866i,0.00024209-0.0004948i,-0.00014601-0.00075328i,-5.3162e-05-0.00019089i,-0.00038318+0.0004157i,-0.00059918+0.00086807i,-0.00064504-0.00029838i,-0.00076061-0.00069107i,-0.00070554-0.00013333i,-8.7961e-05+0.0001527i,0.00012779+0.00050734i,0.00054875+0.00080889i,0.00035202+0.00090662i,-0.00070856+0.00021484i,-0.0013166-0.00018704i,-0.0006115-4.2786e-05i,0.00049048-0.00028399i,0.00052614-0.00035752i,1.6522e-05-6.1202e-05i
-0.001363+0.00077039i,-0.0023397+0.0019576i,-0.0028737+0.0018861i,-0.0017052+0.0012128i,-0.00056558+0.0016802i,2.594e-05+0.001903i,-0.00040369+0.00154i,-0.00055024+0.0014185i,-0.00022846+0.0012213i,-0.00055455+0.00084814i,-0.0014454+0.0009405i,-0.0014687+0.000932i,-0.00092613+0.0011572i,-0.00056384+0.0015008i,-0.00032619+0.001535i,-0.00064654+0.00056246i,-0.00023548-0.00022547i,0.0001547-0.00012362i,-0.00037654+0.00023416i,-0.00048203+0.00047734i,-6.0137e-05+0.00010674i,0.00052837-0.00059456i,0.00058787-0.00016445i
0.0013022-0.0016612i,8.8031e-05-0.0028581i,0.00086576-0.0029339i,0.00023024-0.0023192i,-0.0016097-0.00054715i,-0.0027415+9.2467e-05i,-0.002763+0.00023226i,-0.0017327+0.00031673i,-0.00050508-0.00012107i,-0.00045205-0.00025354i,-0.0014093-5.1572e-05i,-0.0005426+0.00063457i,0.00090228+0.00083263i,0.001064-3.2841e-05i,0.0010276-0.00050517i,0.00066094+7.3691e-05i,9.9363e-05-0.00014359i,-0.00015264-0.00045023i,-0.00029659-0.00027078i,-0.00056074-8.1538e-05i,-0.00025468+0.00024223i,-0.00022833+0.00068182i,-7.5578e-05+0.00084801i
0.0010453+0.00020839i,0.0013164+0.00029494i,0.0018576+0.0011249i,0.0014832-0.00019053i,-0.00010358-0.00065919i,-0.00085898-0.00042765i,-0.00061515-0.00076872i,-0.00011423-0.00050491i,3.6797e-05+5.3329e-05i,9.6315e-06+0.00013145i,0.0010942-4.911e-05i,0.0016258+0.00014503i,0.0012734+0.0002303i,0.0010066-0.00097542i,0.00018478-0.0011257i,-0.00056176-0.00066035i,-0.0009257-0.00097464i,-0.0012803-0.0014417i,-0.0012-0.0010288i,-0.00072241-2.5169e-05i,-0.00017353+0.00039959i,-3.1175e-05+0.00025567i,7.1239e-05+2.0518e-05i
-0.0014616-0.00067614i,-0.0024674-0.0003768i,-0.0024967+0.0011802i,-0.00053378+0.0014328i,0.00044363+0.0014739i,-0.00067656+0.00062653i,-0.0014049+0.00023724i,-0.0012097+0.00058803i,-0.00078845+0.00087784i,-3.4504e-05+0.0012181i,0.00082672+0.0014238i,0.00053566+0.0010661i,0.00039088+0.000285i,0.00071656+5.0856e-05i,-0.00079074-6.8939e-05i,-0.00122-0.00028693i,-0.00021678-0.00015788i,-0.00015202+0.00067627i,-0.0010209+0.00060099i,-0.0015471-0.00012121i,-0.00097852+0.00023111i,0.00030469+0.00050206i,0.00063591+0.00084109i
-0.0031655-0.00071536i,-0.0019371-0.0006274i,-0.0017145+0.000104i,-0.00043154+0.0010764i,0.00026178+0.0009305i,0.00040018+7.2558e-05i,-0.00033553-0.00031005i,-0.0012686+0.00037395i,-0.00093733+0.00057996i,0.00013777+8.3759e-05i,4.8391e-05-0.00055652i,-0.00045899-0.00062307i,-0.00039856-0.00054989i,-0.00039998-0.0002824i,-0.0003614+0.00018095i,0.00052605+0.00018934i,0.00071196-0.00015883i,0.000233-0.00037478i,2.9446e-05-0.00017975i,0.0001445+0.00041929i,-0.00010306+0.00097464i,-0.00070056+0.00054551i,-0.00086224-0.0001544i
0.0013893+2.2954e-05i,0.00050527+0.00011404i,-0.00028973+0.00046865i,-0.0010629+0.00036859i,-0.0017513+0.00046134i,-0.0013981+0.00042927i,-0.0013937+0.0011161i,-0.0012012+0.0011742i,-0.00055607+0.00060765i,9.5858e-05-0.001128i,-0.00050125-0.0023271i,-0.0012001-0.0015506i,-0.00097305-0.00094026i,-0.00033707-0.00032775i,0.000467+0.00054399i,0.00024161+0.00044065i,-0.00049205-9.0385e-05i,-0.00073194-0.00077048i,-0.00029151-0.00099768i,0.00035296+0.00011103i,0.0007773+0.00043516i,0.00080191+0.0002432i,0.0010353+0.00084102i
-0.0013479-0.00026341i,-0.00069928+3.1308e-05i,-0.00059158+0.00032004i,-0.00031674+0.0011128i,-0.00047749+0.0014574i,-0.00068762+0.00031902i,-0.00077543-0.00036915i,-0.00088473+0.00038354i,-0.00031689+0.00066307i,0.00027862+0.00044072i,0.00039989+0.00076253i,-0.00028505+0.0010314i,6.9388e-05+0.0011533i,0.00095406+0.001069i,0.0014706+0.00090629i,0.00033327+0.00080365i,-0.00021539+0.00036109i,0.00013804+0.00011655i,-0.00046307-5.841e-07i,-0.0010083-8.8208e-05i,-0.00088814+0.00029286i,-0.00015347+0.00061119i,0.0004156+0.00034865i
-0.00043024-0.0027789i,0.00056669-0.0012716i,-0.0021034-0.00080174i,-0.0021345-0.00056631i,-0.0008955-0.00025617i,-0.00067435+0.0010211i,-0.00013519+0.00094623i,4.7857e-05+0.00046588i,-0.00054971+0.00043029i,-0.0013441+0.00052744i,-0.0017455+0.00044617i,-0.0015901+0.00071897i,-0.0012388+0.0015872i,-0.00032489+0.00073101i,0.00027723-0.00063885i,3.1443e-05-0.0010707i,-0.00020483-0.00075617i,6.1184e-05+0.00028056i,0.00063271+0.00094706i,0.00044359+0.0015748i,-0.00038076+0.0019851i,-0.00029164+0.00069961i,0.00014546-0.00085225i
-0.0012663-0.00081789i,-0.00055655-0.0016765i,-0.001134-0.0017971i,-0.0020381-0.0014631i,-0.0020939-0.00042329i,-0.0016684+0.00052353i,-0.0016212+0.00051967i,-0.0015371+0.00042536i,-0.00082682+0.00069184i,-6.1433e-05+0.00090599i,-3.3339e-05+0.00077895i,1.7892e-05+0.00097319i,-7.8618e-05+0.00022211i,-5.3908e-05-0.00064174i,-5.8352e-05-0.00076142i,-0.00028172-8.744e-05i,-0.0013758+0.00034533i,-0.0011652-2.9316e-05i,2.8751e-05+0.00042877i,0.00023784+0.0010996i,0.00042799+0.0010052i,0.00021036+0.00094211i,-0.00037857-0.00015806i
0.0005744+0.0016322i,0.00056826+0.0015534i,-0.0002802+0.0013748i,-0.0013023+0.001448i,-0.0013084+0.0013624i,-0.00099145+0.0013823i,-0.00067478+0.0010668i,-0.00050411+0.00032218i,-0.00060724+0.00018381i,0.00030781-0.00046233i,0.0013125-0.00029717i,0.00097825+0.00045387i,0.00046484+0.00042912i,0.00052142-0.00011603i,0.0013911-0.00025747i,0.0012876-0.00032239i,-0.00020621-0.00077038i,-0.0012009-0.0011617i,-0.0012833-0.0001187i,-0.001151+0.00058301i,-0.0010873-0.00034973i,4.8732e-05-0.0010116i,0.00042172-0.00051932i
-0.0015467-0.00019635i,-0.001464-0.00092694i,-0.0038608-0.00057468i,-0.0038383-0.00034713i,-0.0018769+0.00096579i,-0.00065907+0.001023i,-0.00021268+0.00015888i,0.00071296+6.3885e-05i,0.0019427+0.0002004i,0.0018413-0.00034586i,0.00095942-0.0011522i,0.00077511-0.0014527i,0.00045207-0.0010707i,-0.00034591-0.00021751i,-0.00071586+0.00042009i,-0.00029009+6.3506e-05i,-0.00032357-0.00050921i,-0.0012414-2.2724e-05i,-0.001493-7.3349e-05i,-0.00082548-0.00060557i,-0.00033255-0.00075185i,-0.00013417-0.0008606i,-4.9746e-05-0.00026604i
0.0018651+1.8028e-05i,0.0016095-0.00015637i,0.003406-0.00071617i,0.0034199-0.00026264i,0.00091792+4.6887e-05i,-0.001046+0.00027297i,-0.0019731+0.00042044i,-0.0016246+0.00047558i,-0.0011347-0.00020133i,-0.00073334-0.0010195i,-0.0002311-0.00062279i,-1.8352e-05-0.00027972i,-0.00067001-0.00043877i,-0.001121-0.001021i,-0.00088177-0.00075589i,-0.00054967+0.00025544i,-0.00024336+0.00032224i,-0.00062716+0.00063431i,-0.00073803+0.00094506i,-0.00084549+0.0011101i,-0.0012717+0.0015341i,-0.0010316+0.00061626i,-0.00047299-0.0010423i
0.000162-0.003006i,-0.00091262-0.0022612i,-0.0024006-0.0030677i,-0.0029598-0.0030943i,-0.0035821-0.0011757i,-0.0028712-0.00018131i,-0.0012997-0.00028103i,-0.0010577-0.00023713i,-0.00023212+0.00016548i,0.00022165+1.3355e-05i,-0.00083315-0.00058335i,-0.0010584-0.00049073i,-0.00062416+0.00032938i,0.00024057+0.00013048i,0.00052538-0.00084604i,0.0003176-0.00071034i,-0.0001466-0.0002436i,-0.00030291-0.00013909i,-0.00042221+0.00013669i,-0.00080704+0.00013034i,-0.0008268-0.00055424i,-0.00050578-0.00041626i,-0.00018214-0.00023091i
-0.00044035-0.0004161i,0.0011205-0.00078733i,0.0023463-0.00014225i,0.0019469+0.00019254i,0.0004699-0.00027135i,-0.0011135-0.00032958i,-0.002044-0.00010772i,-0.0019612-0.00050396i,-0.0014987-0.00084285i,-0.0013061-0.00041754i,-0.0012055+0.00071441i,-0.0011661+0.001121i,-0.00020563+0.0010428i,0.00058333+0.00034202i,0.0001768-0.00098295i,0.0001866-0.0011748i,0.00059201-0.00049594i,0.00040992+0.00011077i,-0.00014108+0.0007607i,-0.0004385+0.0010854i,-0.00012888+0.00038779i,0.00056332-5.7811e-05i,0.00048688+0.00039021i
-0.00086446-0.0011822i,-0.0023094-0.0013856i,-0.0033036-0.0013308i,-0.0026755-0.00069684i,-0.0016089+0.00038073i,-0.00083707+0.00082604i,-0.00061816+0.00012413i,-0.0011691+1.5072e-05i,-0.0019078+0.00061506i,-0.0017596+0.00066187i,-0.00084059+0.00051889i,-0.00042879+0.00088761i,-0.00016889+0.0010052i,0.00027237+0.00039448i,0.00042175-0.00060071i,0.00040428-0.0004202i,0.00022254-6.2516e-05i,-0.00043357-0.00036904i,-0.00077875-0.0003199i,-0.0009826-0.00024878i,-0.00084788+0.00013854i,-0.00018723+0.00063345i,0.00056633+0.00034062i
0.00075413+0.001138i,0.00092526+0.00070057i,0.00087302+0.0008701i,0.00071548+0.00095176i,-0.00022245+0.0007251i,-0.00051177+0.00017845i,-0.00047446-0.00039443i,-0.00078007-0.00044975i,-0.0010517-0.00031622i,-6.9123e-05+0.00072322i,0.00082034+0.0016295i,0.00091994+0.0012037i,0.00040108+2.6538e-06i,-0.00050038-0.0011126i,-0.00045382-0.0012575i,-0.00077898-0.00041819i,-0.0012722-0.00093195i,-0.0007304-0.0012968i,-0.00070706+0.00030582i,-0.00053724+0.0012208i,5.3813e-05+0.00047659i,8.922e-05-0.00028528i,-0.0002762-0.00020519i
-0.0023441-0.0025485i,-0.0025677-0.0019707i,-0.0032914-0.0019151i,-0.0028287-0.0012376i,-0.0018177+0.00041019i,-0.0014478+0.0014387i,-0.00068135+0.00091191i,-0.000396+0.0007674i,-0.00021184+0.00060971i,0.00059552+0.00048106i,0.00028938+4.2924e-05i,-2.2323e-05-0.00034673i,-0.0002742-0.00055172i,-0.00063776-0.00044267i,-0.00058561+0.00035191i,-0.0010499+0.00077164i,-0.0010703+0.00078562i,-0.0012303+0.00073469i,-0.0015215+0.00041945i,-0.00088998-1.8528e-05i,-0.0002541+0.00012128i,-0.00045546+0.00043642i,-0.0010128-0.00045374i
0.0031447-0.0005869i,0.0025592-0.00037405i,0.0020957-0.000899i,0.0016754-7.9202e-05i,0.00083142+0.00067005i,4.6581e-05+7.8995e-05i,-0.00048559-0.00047633i,-0.00076876-0.00031673i,-0.00025489-0.00029172i,0.0010636-2.64e-05i,0.0016907-0.00058115i,0.00041284-0.0012528i,-0.00088668-0.0010456i,-0.00079325-0.0008326i,-0.00060451+6.1407e-05i,-0.0011719+0.00064215i,-0.0015904+0.00052318i,-0.0015341+0.00048185i,-0.0011471+0.0003975i,-0.00061589+0.00047856i,-0.00031855+0.00029083i,-0.00044061+1.8866e-05i,2.2826e-05-0.00013764i
0.00019262-0.00097814i,-0.00018505-0.00069309i,0.00014424-0.0012937i,-0.00076885-0.00099575i,-0.0025661-0.00028519i,-0.0026661+0.00035277i,-0.0019668+0.0017039i,-0.0015064+0.0020201i,-0.00018187+0.00072943i,0.00019434-0.00010787i,-0.00068296-0.00023262i,-0.0016132-0.00057672i,-0.001366-0.00060328i,-0.00026561+0.00025584i,0.00027906+0.00043044i,0.0002361+3.637e-05i,-0.00016627-4.4878e-05i,-0.00075181-0.00012747i,-0.001197+0.00040331i,-0.00089869+0.00075732i,-0.00044805+0.00068663i,0.00011507+0.00072132i,0.00044063+0.00061848i
-0.00052508+0.00070609i,-0.00099956+0.00016926i,-0.0014937-0.00029416i,-0.00093477-0.00026783i,-0.00061629+7.8353e-05i,-0.00047121-0.00020528i,-0.00043051-0.00054179i,-0.0010625-9.0932e-05i,-0.0013985-3.7392e-05i,-0.0014082-0.00047007i,-0.001332-0.001087i,-0.0010563-0.0010632i,-0.00039166-0.00026789i,0.00036202+0.00065826i,0.00036168-0.00016228i,-5.9535e-05-0.0012758i,-0.00036802-0.00085778i,-0.00059399-0.00013898i,-0.00076062+0.00052702i,-0.00076645+0.00063652i,-0.00061264+0.00018576i,-0.00033075+0.00048596i,-0.00040662+0.00095274i
0.00069458-0.0025536i,0.0019535-0.0029041i,0.0024474-0.0026052i,0.00069333-0.0019144i,-0.00062188-0.0013374i,-0.00081834-0.0007598i,-0.00075498-0.0004618i,-0.00047132+0.00012545i,-0.00056656+0.00089746i,-0.0012431+0.0016003i,-0.0022514+0.0016285i,-0.0022434+0.0017703i,-0.00087687+0.0018639i,-0.00024855+0.00092627i,-0.00089909+0.0001209i,-0.0013975+3.6737e-05i,-0.0011241-0.00010352i,-0.0011075-0.0012929i,-0.0015119-0.0012029i,-0.00045335+0.00028772i,0.00071779+0.00036559i,0.00033668-5.7318e-05i,-0.00047255+0.00045205i
-0.0013973+0.002391i,-0.00035869+0.0030208i,-0.00019653+0.0035178i,0.00012626+0.0026403i,0.00030405+0.0015241i,0.0001344+0.00044781i,-0.00024768+0.00054992i,-0.00047371+0.0015857i,0.00028734+0.0028542i,0.0010688+0.002832i,0.0010663+0.0014688i,0.0005871+0.00081173i,0.0010998+0.00079261i,0.00092077+0.00029583i,-2.4467e-05-0.00039919i,0.00028113-0.00012601i,9.4998e-05-0.00039713i,-0.00020672-0.00068364i,-3.3422e-05-0.00066839i,-0.00023881-0.00050473i,1.6937e-05-0.00051729i,0.0007627-0.00062791i,0.00071002+7.0197e-05i
-0.0010283-0.0010104i,-0.00059544-0.0013973i,-0.0010384-0.0011608i,-0.0009023-0.00058144i,0.00018164-0.00045811i,0.00044091-0.00034107i,-0.00041991+3.1605e-05i,-0.00097436+6.164e-05i,-0.00051506+2.0817e-06i,0.00059014-7.413e-05i,0.0007264-7.3614e-05i,-6.457e-05-0.00018706i,0.00063381+0.00017751i,0.0016628+0.00044813i,0.0014615-0.00039479i,0.00066235+0.00012614i,-0.00037021+0.00020536i,-0.00060628-0.00047521i,-0.00031623-0.00030538i,-9.2503e-05+0.00016742i,0.00056795+0.00063895i,0.00075346+0.00080113i,0.00016061+0.00033566i
0.0014682+8.7583e-05i,0.0022014+0.00022664i,0.0018904+0.00026692i,0.00077619+0.00041464i,-0.00040373+0.00048564i,-0.0011584+0.00037588i,-0.00054927+0.00024042i,0.00050649+2.6274e-05i,0.00062979+0.00012635i,0.00047235-0.0002277i,0.00037349-0.00099337i,-0.00024132-0.00037888i,-0.0003401-0.0001949i,-0.00028394-0.0010273i,-0.00015297-0.00084417i,2.9423e-05-0.00020072i,0.00013452-5.6003e-05i,-0.00019071-0.00017945i,-0.00028913+0.0003204i,-9.2969e-05+0.00055265i,0.00015256-0.00023968i,-0.00014106-0.00093294i,0.00010935-0.00036984i
0.00014999-0.00038617i,0.00096795+0.0008272i,0.00050283+0.00072135i,-0.00056657-5.2601e-05i,-0.00049235-0.00087565i,-0.00055516-0.00086046i,-0.00092924+0.00038578i,-0.0012735+0.00032783i,-0.00029083-0.00021332i,0.00047861-0.00059431i,0.00016686-0.0013051i,2.2696e-05-0.0018603i,-0.00011373-0.0016264i,0.00032656-0.0010998i,0.00081244-0.00064375i,2.2044e-05-0.00055915i,-0.00079202-0.00026444i,-0.0010201+0.00048153i,-0.00091575+0.00061878i,0.00015267+0.00041665i,0.00051643+0.00036123i,0.00044565+0.00022692i,0.0003542+0.00016037i
0.0017973-0.00025963i,0.0015473-0.00040668i,0.00057088-0.0019159i,7.9735e-05-0.00243i,-0.00018503-0.0015504i,-0.0019264-0.0012051i,-0.0025811-0.00055972i,-0.0013722-0.00021006i,-0.00027704-0.00082038i,0.00015142-0.0013618i,-0.00086665-0.0011787i,-0.0019229-0.00053784i,-0.0011163-2.8994e-05i,-0.00015151-0.00030804i,0.00032029-0.00082942i,0.00026332-0.00070702i,-0.00075402-0.00086627i,-0.001541-0.00073798i,-0.00016289-0.00063456i,0.00030856-0.00057264i,-0.00038277-7.2426e-05i,0.00024442-0.00017901i,0.00013804+0.00019147i
-0.0008661+0.00082119i,-0.0010805+0.0011424i,-0.0014622+0.0010893i,-0.00092115+0.0013416i,-0.0005585+0.0013134i,-0.00061007+0.0011105i,-0.0010022-0.00014892i,-0.0013777-0.00085496i,-0.0010063-0.00054431i,-0.00066702+0.00010714i,-0.00044105+0.00075528i,-0.00056906+0.0009943i,-0.00063949+0.00097801i,-0.00034253+0.00059774i,-0.00044066+0.00014278i,-0.0009132-8.3258e-05i,-0.00071616+0.00013878i,0.00013308-9.6928e-05i,-6.5939e-05-0.00041486i,-0.0007994-0.00059068i,-0.00029284-0.00065934i,-0.00028212-0.00054199i,-0.00043019+4.1254e-05i
0.0011523-0.0018313i,0.00082166-0.0024655i,-0.00014966-0.0025442i,-0.0012308-0.0008568i,-0.0016284+0.00095917i,-0.00091804+0.0014514i,-0.00052108+0.00036695i,-0.00080927+0.00027718i,-0.00072911+0.00089444i,-0.00017856+0.00099002i,-0.00042854+0.0012508i,-0.0010538+0.0012838i,-0.00071624+0.00085573i,0.00055195+0.00018131i,-0.00017838-0.00035935i,-0.0023804-0.0006819i,-0.0029148-0.00094467i,-0.0021004-0.00056317i,-0.0011987+9.8931e-05i,-0.00077014+0.00035189i,6.875e-05-0.00027506i,1.9363e-05-0.00070063i,-0.00067431-0.00033611i
0.00029742+0.0023i,-0.00079302+0.0015879i,-0.00086908+0.0016057i,-0.00028823+0.0012647i,0.00051012+0.00011436i,0.00028258-0.0011031i,-0.00062838-0.00074443i,-0.00092839+0.00045635i,-8.724e-05+0.00096607i,0.00081199+0.0008802i,0.00080309+0.0004791i,0.00097109-0.0003225i,0.0016589-0.00036837i,0.0015975-0.00049861i,0.0010012-0.00096041i,0.00061293-0.00063069i,-0.00021382-0.00064983i,-0.00053027+0.00019283i,-0.00027758+0.00084673i,1.0747e-05-0.0001882i,0.00048127-0.00089972i,0.00092982+0.00010882i,0.00066074+0.00094116i
-0.0020477-0.0015861i,-0.0017995-0.0019105i,-0.0015278-0.0030081i,-0.0011535-0.0018423i,-0.0014734-0.0003688i,-0.0014331-0.00010311i,-0.00088209+0.00019393i,-0.0010259+0.00014334i,-0.0010672-0.00060713i,-8.1591e-05-0.0011662i,0.0010537-0.00078147i,0.0011328-0.00037317i,0.00062219-0.00054358i,0.00076439-0.00046394i,0.00087248-0.00043085i,0.00054173-0.00049338i,-1.1788e-05-0.00019056i,2.5474e-05-0.00016532i,0.00036149-0.00020623i,0.00023296-7.9772e-05i,-0.00053159+0.00030705i,-0.00048711+7.1721e-05i,-0.000208-0.00046884i
0.0019519+0.001151i,0.0010211+0.0011549i,0.00021084+0.0025487i,0.00061025+0.0029729i,0.00077669+0.00081696i,0.00078481-0.00015839i,0.00025918+0.00052432i,0.00012752+0.00063932i,0.00022343+5.5414e-05i,0.00015123-0.00084062i,0.00023491-0.001183i,-6.332e-05-0.0012359i,-2.7725e-05-0.0017656i,0.00054602-0.0014382i,0.00067295-0.0010413i,0.00052285-0.00067826i,0.00031868+0.00023195i,0.00023221+0.0002245i,0.00030015-0.00012428i,0.00022532+0.00051066i,0.00016664+0.00067576i,-0.00026092+0.00027769i,-0.0004907+0.00046518i
-0.00026039-0.0029384i,-0.0011322-0.0037599i,0.00010661-0.004588i,-0.0011709-0.0035317i,-0.0024696-0.0016438i,-0.0017214-0.00013519i,-0.00096119-9.9071e-05i,-0.00064411-0.00028228i,-0.00022671-0.0001173i,-4.1193e-05-0.00047828i,-0.00062065-0.00068258i,-0.0012026-0.00078412i,-0.00056432-0.00062719i,0.00056329-0.0010621i,0.00059549-0.0017249i,-0.00041276-0.0011131i,-0.00069649-0.00022719i,-0.00027785-0.00066325i,0.00014837-0.0007363i,0.00018767+0.00038132i,-0.00022112+0.00095112i,6.6788e-05+0.00073238i,0.00084262+0.00065199i
-0.0004576-3.136e-05i,0.0003909+0.00035289i,0.0006768+0.001344i,0.00037171+0.00091i,-0.0009711+0.00064538i,-0.0014791+0.00076992i,-0.0012217+0.0011333i,-0.0015222+0.00092351i,-0.00088949+0.00075408i,0.0004165+0.00044311i,-0.00016487-0.00028328i,-0.0012104-0.00070246i,-0.00085543-0.0001725i,-0.00045836+0.0001612i,-0.00053146-0.00040406i,-0.00069751-0.00083055i,-0.0010182-0.00079517i,-0.00093866-0.00045301i,-0.0008567+0.00027476i,-0.0012084-6.7056e-05i,-0.0010919-0.00030673i,-0.00041405-0.00040857i,4.1983e-05-0.00095045i
-0.00074431-0.00022045i,-0.001345-0.00031598i,-0.0016475+0.00013066i,-0.0012192+0.0012023i,-9.2646e-05+0.00037929i,0.00087518-0.00057951i,0.00069844+0.00032607i,-6.4397e-05+0.0011451i,-0.00049416+0.00075199i,-0.00086408+0.00029233i,-0.0013658+0.00087418i,-0.0014834+0.00094971i,-0.00079399+9.356e-05i,-3.9092e-05-9.9806e-05i,7.4057e-05+0.000226i,-0.00023343+1.1778e-05i,-0.0009939+4.2862e-05i,-0.0014219+0.00042226i,-0.0016479+0.00027756i,-0.0011065+0.0010728i,-0.00015963+0.0013854i,0.0002023+0.00042201i,-0.00026852-0.00051846i
-0.00014746-3.0846e-05i,5.9112e-05-0.00082261i,-0.00094237-0.00093601i,-0.0003898-0.00070287i,-0.00017349+0.00010398i,-0.0012047+0.00070388i,-0.0017928+0.00098899i,-0.0021342+0.0015682i,-0.0012818+0.0014069i,-6.3229e-05+0.0014434i,-0.00026407+0.00072175i,-0.00015026-6.144e-05i,0.00043143+2.1513e-05i,0.00060493+0.00015777i,0.00039545+0.0001835i,0.00016379-0.00014204i,-0.00064408-0.00057423i,-0.00082566-8.9091e-05i,-0.00017472-0.00014928i,0.00011932+0.00023472i,0.00033486+0.00056835i,0.0011554-0.00017876i,0.0011605-0.00021098i
-0.0015919-0.0018752i,-0.0008421-0.0014203i,-0.0011912-0.002753i,-0.0008448-0.0023422i,-0.00037066-0.0006963i,7.4594e-05-0.00024884i,-0.00027417-0.00086396i,-0.00048388-0.00083365i,-0.00052291+0.00018926i,0.00021164+0.00074896i,0.00066957+0.0014628i,1.7217e-05+0.0017432i,-0.00027498+0.0010105i,0.0001365+0.00048566i,0.00034543+0.00012184i,9.3543e-05-0.0002406i,0.00017347-0.00042853i,-0.00012312-2.3672e-05i,-0.00073972+0.00011952i,-0.00071077-0.00011414i,-0.00058243-0.00038563i,-0.00079671-0.00020223i,-0.00059871+0.00021342i
