0.0010756-0.00043524i,0.00060728-0.00020601i,-0.00087196+0.00053246i,-0.00075884+0.00089681i,0.00022592+0.00055176i,0.00017571+0.00035722i,0.00037371+0.0006903i,0.00023404+0.00072249i,-0.00024712+0.00044239i,0.00064769+0.00021168i,0.00045058-0.00090688i,-0.00079594-0.0016872i,-0.00084328-0.0013633i,-5.0717e-05-0.0011714i,1.5827e-06-0.00059943i,-0.00019209+0.00033213i,-0.00078617+0.0009749i,-0.00062725+0.00095744i,0.00051732+0.00051051i,2.8429e-05-0.00023252i,-0.00049291-0.00032431i,-0.00041126+0.00028875i,-0.00028547+0.0001955i
-0.00091592-0.00068588i,-0.00033933+0.00015053i,-0.00068904+0.00062403i,-0.00059466+8.9362e-06i,0.00049519-0.00066188i,0.0012811-0.001632i,0.0014719-0.0018193i,0.00073549-0.00054456i,-0.00013581+0.00087032i,-4.8546e-05+0.00075621i,-7.4765e-05-0.00016766i,0.00025791-0.00067i,-0.00012153-0.00065386i,-0.00038558-0.001068i,0.00098391-0.0011011i,0.001491-0.00089334i,0.00091292-0.00029626i,0.00042153+0.00033333i,5.7948e-05-0.0001312i,-6.1398e-05-0.00063126i,0.0001897-0.00040804i,0.00054442+0.00010517i,0.0012637+0.0001535i
0.0010508+0.0013152i,0.0015254+0.00049639i,0.00031711-0.00025851i,0.00012795-0.0013588i,0.00053286-0.0019773i,0.00062901-0.0021155i,0.00064244-0.0018223i,0.00044238-0.00038502i,0.00013463+0.00087617i,-4.9676e-05+0.00035897i,-8.7157e-05-0.0001128i,-0.00018507-0.0002821i,-0.00049492-7.0457e-05i,-0.00064244+0.00037437i,-6.4255e-06+0.00045057i,0.00022668+0.0004185i,0.00027359+4.7216e-05i,0.00033418+2.4968e-05i,-1.9092e-05+0.00038726i,0.00018298+0.0001251i,2.7815e-05-0.0001189i,-0.0003644-0.00041422i,-0.00044085-7.17e-05i
0.0013204+0.0006628i,0.0023914+0.00056221i,0.0025448+0.00092444i,0.0018454+0.00045814i,0.0015283-0.0012099i,0.0009607-0.0023341i,0.00097668-0.0015721i,0.00086298-0.00046231i,0.00023375+0.0003254i,-0.00016072+0.00031894i,0.00042338-0.00015835i,0.00076301+0.00030619i,0.00027417+0.0003669i,-0.00039904-0.00023295i,-0.0007095-0.00016374i,-0.0005364-0.00044815i,-0.00042327-0.00051775i,-0.00062754+0.0003683i,-0.00075148+0.00062116i,-0.0006339-0.0002177i,-0.00073741-0.00045445i,-0.00067396-0.00010484i,-0.00032674+0.0003409i
0.0016689-0.00087463i,0.0014671-0.00066995i,0.0014805-0.00019923i,0.00091335+0.00025684i,0.00049254-8.1471e-05i,0.00052537-0.00098824i,0.00066226-0.0018195i,0.00025457-0.0018471i,0.00024549-0.0012292i,0.00068898+0.00032619i,7.3849e-05+0.00063134i,-0.00046407-0.00017811i,-0.00014167-0.00014372i,0.00023958-6.588e-05i,0.00041089-1.4963e-05i,0.0006149+0.00043559i,0.00059533+0.0010897i,0.00050576+0.0011841i,0.00014104+0.00018582i,0.00013908-0.00053457i,0.00019513-6.0701e-05i,0.00067549+0.00042025i,0.00076429+0.00024975i
0.00077425-1.8037e-05i,0.0017163-6.5923e-05i,0.0012679-0.0011398i,-2.1229e-05-0.0015251i,7.8572e-05-0.0012495i,0.0005955-0.00045959i,0.00076478+0.0001108i,0.00029626-0.00023591i,-0.00013224-0.00086371i,-0.0006228-0.00034228i,-0.00010491+0.00010246i,0.00065829+0.00013728i,0.00023302+0.00031365i,-0.00031529+0.00040108i,-0.00056113+0.00052814i,-8.2724e-05+0.00049383i,0.00027095+0.00068169i,0.00027988+0.00029549i,9.447e-05-0.00031693i,8.3007e-05-0.00025868i,0.00047514-9.42e-05i,-0.0002766+0.00031033i,-0.001232-0.00012268i
0.0010015-0.00054206i,-0.00050992-0.0014327i,-0.00012328-0.00075684i,5.5634e-05-3.4113e-05i,-0.0005789-0.00048577i,-0.0011782-0.00056418i,-0.00059851-0.00016905i,0.00016081+0.00040337i,0.00025741+0.00045049i,-0.00015522-0.00020608i,-0.00036279-0.00043996i,-0.00010589-0.00028792i,-0.00039118+0.00013507i,-0.00043304+0.00024225i,-0.00044037-0.00019824i,-5.3888e-05-0.00087953i,0.00047371-0.00081992i,0.00016743+0.00018389i,-0.0003292+0.0012135i,-0.00019678+0.0015872i,-5.257e-05+0.0013099i,0.00017037+0.00071356i,0.00028954+0.00013191i
-0.0024122-0.0037011i,-0.0030813-0.001757i,-0.0030735-5.3728e-05i,-0.0014981+0.0010046i,2.852e-05+0.0011201i,0.0023817-0.00025835i,0.003311-0.0013171i,0.0020181-0.0015459i,0.00027357-0.00070671i,-0.00043675+5.6667e-05i,0.00032572+0.00057417i,0.00048103+0.00077943i,0.0002691+0.00044636i,0.00084817+0.00085622i,0.0021082+0.0010821i,0.0021981+0.00087682i,0.0012158+0.0010792i,0.0010482+0.00085061i,0.00090642-0.00049039i,0.00080849-0.0013381i,0.00082497-0.00090522i,0.00032556+9.7603e-06i,8.3648e-05+0.00056346i
-0.00034973-0.0010421i,-0.00052288-0.0016119i,-0.0017236-0.0015842i,-0.0017027+0.00040206i,-0.00054305+0.0007111i,0.00015506-0.00072076i,8.0743e-05-0.0016447i,-0.00014282-0.0015633i,-0.00036165-0.00047397i,-0.00012739+0.00019918i,0.00018146+0.00064041i,-0.0002011+0.00064438i,-0.00034892-0.00034319i,0.00037903-0.00065138i,0.0013158-0.00029453i,0.00088533+8.6493e-05i,0.00032894+0.00069225i,3.9263e-05+0.00046984i,-6.7421e-05-0.00023463i,-0.00035454-0.00030558i,-0.00039655+1.7551e-05i,0.00026565+0.00035918i,0.00028287+0.00053534i
-0.00053178-0.0010376i,0.00026426-0.0018296i,0.00090951-0.0013847i,0.001066-0.0001204i,0.0013703+0.00013628i,0.00162-0.00074137i,0.0010597-0.0015918i,0.00019534-0.0019122i,-9.4912e-05-0.0010605i,-0.00062454+0.00035793i,-0.000908+0.0006762i,-0.00036489+9.9588e-05i,3.7201e-05-0.00050487i,-0.00055661-0.00039359i,-4.7685e-05-0.00032428i,0.00030386-0.00043038i,0.00052604-0.00029685i,0.00054986-0.00068986i,0.00035073-0.00064111i,0.0007019+0.0001659i,0.00022091+0.00061397i,-1.6989e-05+0.00027818i,-0.00034781-0.00039284i
0.0019246+0.00073808i,0.00080275+0.00036285i,6.6288e-05-0.00043922i,-0.00033261+0.00047056i,-0.000704+0.00074267i,-0.0002465-0.0002905i,0.0010293-0.00069327i,0.0013173-0.0001022i,0.0002043+0.00011768i,-0.00013755-0.00038526i,0.00024108-0.00061448i,0.00034678-0.00076199i,0.00013256-0.00044801i,-0.00084642-0.00038798i,-0.00057491-0.00068406i,2.8139e-06-0.00057006i,0.00025019-3.9455e-05i,8.2012e-05-9.0955e-06i,-0.00028458-0.00038176i,-2.0481e-05-5.8177e-05i,0.00038332+0.00025375i,0.00047139-0.00037889i,0.00056411-0.00055862i
8.4073e-05+0.001196i,0.0005514+0.00017583i,0.0016083-0.00044263i,0.0022431-0.00038466i,0.0019794-0.001281i,0.0016682-0.0022719i,0.00085717-0.0022917i,-0.00028-0.001193i,-0.00039391+1.2594e-05i,-2.0293e-05+0.00028701i,0.00014028+0.00012002i,-5.52e-05-0.0005637i,0.00027866-0.00098291i,0.00072192-0.00072888i,0.0002668-0.00028435i,-8.3793e-05+0.00024851i,0.00026045+0.0011043i,0.00060291+0.0012479i,0.000626+0.00058084i,-0.00029707+0.00023161i,-0.0012912-6.755e-05i,-0.0010872-0.00063424i,-0.00035502-0.00081602i
-0.00013786-0.002361i,-8.7539e-05-0.0019785i,-0.00045908-0.0018578i,-0.0010234-0.00073351i,-0.0010691-0.00075425i,-0.00089821-0.0010107i,-0.00028865-0.00010062i,6.9683e-05-0.00013457i,0.00035341-0.00077698i,0.00040039-0.0012186i,3.7375e-05-0.00081046i,4.6718e-05-0.00049327i,0.00030484+8.0411e-05i,8.7481e-05+0.00098127i,0.00040782+0.00098287i,0.0009355+0.00014775i,0.00083276+0.0002807i,0.00014499+0.00060048i,9.4155e-06-0.00047909i,0.00050747-0.00077347i,0.0001968-0.00032575i,0.0002368-0.0004978i,0.00073132-0.00070931i
0.00032054-0.0030274i,-0.00025631-0.0037656i,-0.00075545-0.0028407i,-0.00047179-0.00037561i,0.00021092+0.00047014i,0.00084752-0.00058374i,0.00041123-0.00096316i,0.00014636-0.00067781i,0.00069629-0.00021981i,0.00064294+0.00022959i,1.2401e-05+0.00098777i,-0.00096982+0.00073888i,-0.0010884-0.00046094i,-0.00056339-0.00057532i,0.00047673-0.00013863i,0.00081628-0.00021044i,0.00019663-5.097e-05i,-0.00040873+0.00017847i,-0.00088426-0.0001652i,-0.00011401-0.00026118i,0.0006587-0.00021606i,0.00045069-0.00014678i,0.00064773+0.00019253i
0.0017886+0.00016033i,0.0017721+0.0013584i,0.00075832+0.0011838i,0.0004566+0.00093221i,0.00087062-5.1442e-05i,0.0016974-0.00093784i,0.00073085-0.0013723i,-0.00015483-0.0012162i,-0.00016436-0.0007166i,0.00033323-0.00066505i,0.00032523-8.6365e-05i,-0.00016924+0.00042844i,-0.00065861-6.6509e-05i,9.6471e-05-0.00024251i,0.00061218+0.00042019i,0.00014987+0.00052525i,0.00018542+0.00018126i,0.00011988-0.00015239i,1.8918e-05-0.0004431i,-0.00011048-0.00083381i,-0.00026431-3.0804e-05i,-0.00062716+0.00082274i,-0.00037854+0.00040895i
8.2709e-05-0.0012215i,0.00030999-0.0014062i,-9.2106e-05-0.00044518i,-0.00019391-7.3789e-07i,0.00031577-0.00032422i,0.00088136-0.00033934i,0.0011642-0.00086484i,0.0010221-0.0011988i,0.00077142-0.00026709i,0.00064246+0.00058803i,0.00060951+0.00092995i,0.0005925+0.00090224i,-5.8769e-05+0.00084413i,-0.00028402+0.00073795i,-1.9994e-05+0.00094945i,4.6359e-05+0.0010184i,0.00032659+0.00013536i,0.00089648-0.00014184i,3.1898e-06+1.7635e-05i,-0.00097847-5.4916e-05i,-0.00079481-0.00049446i,-0.00029579-0.00065508i,-0.00053354-0.00077998i
-0.0011255-0.0011607i,-0.0015221-0.00080123i,-0.0010663+0.0001238i,-0.00056926+0.00039018i,1.458e-05-0.00057011i,0.00068904-0.0013705i,0.00078564-0.0014662i,0.00017343-0.001627i,-4.4391e-05-0.00093093i,0.00026804+0.00012775i,0.00013356-0.00012642i,2.4079e-05-0.00042652i,8.7859e-05-0.00013024i,0.00040901-0.00022815i,0.00037336-3.3926e-06i,0.00023352+0.00029334i,0.00081544-0.00011025i,0.00046255-0.00049898i,-0.00033814-0.00030257i,-0.00010072-0.00015421i,-0.00021416+0.00036223i,-0.00046831+0.0001869i,-0.00051138-0.0010751i
-0.00053092+0.00071002i,-0.0019846+0.00087873i,-0.0012401+0.00085468i,-0.00024254+0.00076881i,0.00027877+0.00037398i,0.00045462-0.0005035i,0.00011704-0.00075219i,-0.00056059-0.00022595i,-0.00026261+0.00014381i,0.00021134+0.00019079i,-0.00022522-0.00024679i,-0.00026228-0.00041971i,0.00083402-0.00069492i,0.00070923-0.00040685i,-0.00054028+0.00042001i,-0.00061198+0.00024915i,-6.5669e-05-9.098e-05i,-0.00039291-0.00065388i,-0.00070403-0.0010174i,-6.5195e-05-0.00052829i,0.00093049-0.00025267i,0.0008115+0.00024859i,0.00034873+8.0573e-06i
0.0011726+0.00014212i,-0.0002257-0.00059846i,-2.1469e-05-0.00089183i,0.000561-0.00047077i,0.000366-0.00031869i,0.0005332-0.0010764i,0.00024963-0.0016577i,-0.0003007-0.0012718i,-0.00041564-0.00055465i,-7.1794e-05+0.00013535i,0.00045712+0.00028724i,0.00080691+2.9625e-05i,0.0003654+0.0002281i,0.00020083-0.00015787i,0.0010619-0.00053048i,0.00042649-0.00016653i,-6.4148e-05+3.1515e-05i,0.00060502-1.0533e-05i,0.00059914+0.00018068i,0.00014865+0.00032525i,-0.00044096-9.3022e-05i,-4.3855e-06+4.0919e-05i,0.0003237+0.00059485i
-0.00098278-0.0014696i,-0.0015433-0.0013036i,-0.0015897+0.0005127i,-7.0189e-05+0.001751i,0.0017503+0.0017713i,0.0026659+0.00070031i,0.0014348-0.00017241i,-0.00014434-0.00051046i,-0.00046698-0.00055575i,-9.2451e-05+0.0001237i,0.00037903+0.00029488i,0.00033094+0.00020897i,0.00026998-7.9003e-05i,0.0011768-0.00015595i,0.0012694+0.00043703i,-0.0005062+0.00026487i,-0.00095633-0.00016945i,-0.0004549-0.00013906i,-0.00051815-6.3911e-05i,-0.0001239+0.00016586i,-0.00015438+2.7302e-05i,-0.00064232+3.0993e-05i,-0.00081552-0.00010714i
-0.00062971+0.0013322i,-0.001663+0.0013117i,-0.00075846+0.0012522i,0.00027212+0.0017967i,-4.8565e-05+0.00097773i,-0.0002278-0.0011236i,-0.00043663-0.0020806i,-0.0015783-0.0016582i,-0.0013899-0.00089442i,0.0003892-0.0003075i,0.0012983-0.00028708i,0.00059591-0.00026226i,-0.00019999+0.00049701i,8.1228e-05+0.00015656i,0.00051068-0.00063582i,0.00068027-0.00024787i,0.00042272+4.703e-05i,-0.00011531-0.00018355i,-0.00075786-0.00021325i,-0.0004521+2.0676e-05i,-0.000446+0.00063214i,-0.00073474+0.0004515i,-0.00018181+0.0001613i
-0.00042608-0.00015548i,5.5064e-05-0.00011513i,-7.5596e-05+0.0010651i,0.00041106+0.0016538i,0.00076957+0.00079949i,0.00083754-0.00044014i,0.00053417-8.615e-05i,-0.00018876+0.00065169i,-0.00063367+0.00065171i,-0.00024495+0.00051572i,0.00036642+0.0003471i,0.00046514+4.4241e-05i,-0.00028119+0.00038848i,-0.00076902+0.0008767i,-0.00015918+0.00046876i,0.00031673-0.0002709i,0.00022634-0.00018549i,0.00037753+0.0001803i,0.000506-4.1884e-05i,0.00058862-0.00023698i,0.00050353-9.8958e-05i,0.001082+7.3855e-05i,0.0011908+0.00024962i
0.0023867+0.00058193i,0.0015986-1.346e-05i,-0.00051176-0.00021914i,-0.0021237+0.00052583i,-0.0013293+0.00012824i,0.00023894-0.00063756i,0.00048726-0.00052473i,-0.00050307+0.00026365i,-0.000583+0.0011318i,-9.0085e-05+0.00062757i,0.00040594-0.00040321i,0.00016373-0.00049866i,-0.00059397+0.00029483i,-0.00072269+0.00051545i,-0.00096771+0.0010536i,-0.0016842+0.0012489i,-0.0013437+0.00085142i,-0.00040391+0.00079398i,0.00010651+0.0010283i,-0.0001243+0.0005184i,-0.00022936-0.00029238i,-0.00023191-0.00070528i,-0.00050564-0.00052909i
-0.0009333+0.00012662i,-0.00073954+7.9971e-05i,-0.00030475-6.5413e-05i,-0.0001864+0.00045324i,0.00059244+0.0015114i,0.0017189+0.00082422i,0.0017952-0.00055584i,0.00025073-0.00043592i,-0.00092589-0.00014723i,-0.00063867+0.00018192i,-0.00013411+0.0004356i,-9.1232e-05+0.0011838i,4.1582e-05+0.0013614i,0.00021505+0.00092035i,0.00014143+0.00071901i,0.00017761+0.0010231i,-0.00033295+0.00061139i,-0.00045377-0.00010701i,-0.00011107-3.9303e-05i,0.00068591+0.00021747i,0.0010153+0.00034313i,0.0008335+0.00032909i,0.00046447-0.00016024i
0.00093544-0.0016292i,0.0010536-0.0024184i,0.00089392-0.0025568i,-9.0401e-05-0.0018073i,7.2871e-05-0.0012689i,0.00087256-0.00091804i,0.00039898-0.00059313i,-0.0007145-0.00090583i,-0.0005007-0.00061282i,0.00049172-0.00015614i,-5.522e-05+0.00030946i,-0.00069063+0.0006597i,-0.00034363+0.00090008i,-0.0003166+0.00072245i,-0.00012441+0.00010851i,0.00010527-0.00061806i,5.6537e-05-0.0010055i,4.1334e-06-0.00060958i,-0.00035698+3.5788e-06i,9.8134e-05-0.00022894i,0.0013422-0.00098044i,0.0012834-0.0010537i,2.6071e-05-0.00073888i
0.0011769+0.00012037i,0.00047651-0.00011345i,-8.3182e-05-7.5356e-05i,-0.00018502-0.00037751i,0.00062759-8.0392e-05i,0.0012698+0.00025745i,0.00072722-0.00025544i,0.0001362-0.00056277i,0.00020035-0.0006853i,0.00036541-0.00077i,0.00033333-0.00049761i,-0.00028083+0.00010362i,-0.00089869+0.00041281i,-0.00076053+0.00060098i,0.00021041+0.00079495i,0.00045966+0.00042214i,-0.00013053+0.00026579i,-0.00091709+0.00038429i,-0.00098722+0.00032797i,0.00013399-8.2309e-05i,0.00051828-0.00017635i,0.00026663-0.00033972i,0.00019446-0.00080509i
-0.0011841-0.00086967i,-0.0015139-0.0011348i,-0.0021597-0.0010857i,-0.0024565-0.00049515i,-0.00064298+5.3162e-05i,0.00094822-0.00086691i,0.0010989-0.0013267i,0.0008455-0.00043292i,0.00052953+0.00037736i,0.00049895+0.00037783i,0.00040039+2.1833e-05i,-1.0125e-05+0.00078176i,0.00013897+0.00074284i,0.00081188+0.00037168i,0.00058329+0.0002014i,0.0007518+9.7026e-05i,0.00053935+0.00090144i,-0.00011849+0.0011677i,0.00024853+0.00035613i,0.0002503-0.00015981i,-0.00018191-0.00036491i,1.6105e-05-0.0001257i,0.00068846+0.00060143i
0.0030789-0.00074091i,0.0030286-0.0018907i,0.0025794-0.0018253i,0.0027728-0.00071204i,0.0021716-0.00028288i,0.0013037-0.00021442i,0.001199-0.00026664i,0.00071948+9.5412e-05i,0.00028203+0.00025186i,0.00038659-0.00011306i,0.00017578-8.2125e-05i,-0.00048766+4.9269e-05i,-0.00023407+0.00015506i,-0.00018245+0.00030194i,-0.0002394+0.00032132i,0.00011445+0.00095759i,8.8843e-05+0.0010358i,-0.00045857+0.00083011i,-0.00085866+0.00054144i,-0.00018689+0.00014693i,0.00014795-0.00023312i,-0.00050558-0.00015065i,-2.5336e-05-0.00011037i
0.00060728+0.00034635i,0.00025763+0.00055498i,-0.00062802+0.00033633i,-0.00016755+0.00021105i,0.00081132+8.97e-05i,0.0011412-0.00043408i,0.00035339-3.878e-05i,-0.00047757-2.1046e-06i,-0.00038234+0.00030302i,-0.00068972+6.8413e-05i,-0.00073366-0.0010968i,0.00030566-0.00066644i,0.00056212-0.00037297i,0.0001739-0.0013601i,0.00076639-0.001031i,0.001108-0.00018741i,0.00026597-8.8485e-05i,-0.00078957-0.00051532i,-0.00050996-0.00040171i,0.00015717-0.00016705i,-0.0003+0.00013401i,-0.00040121+0.00010526i,-0.0002599-0.00013038i
0.00081609-7.5952e-05i,0.00043506-0.00047737i,0.00083777-7.8351e-05i,0.00047189-0.00044781i,-0.00016651-0.00037626i,0.0002255+0.0003149i,0.00069297+2.2857e-05i,0.00096623-0.00070908i,0.00016994-0.00021797i,-0.00043767-9.7056e-05i,0.00034747-0.00036634i,0.00072537-4.1008e-05i,0.00048377-3.1088e-05i,0.00048657-0.00024206i,0.00025489-0.00026061i,0.00047171-0.00020088i,0.00078805+0.00066922i,0.00053734+0.00090752i,0.00033044-0.00028835i,-0.00014822-0.0011014i,-0.00046246-0.00082239i,-0.00076758-0.00049877i,-0.00083413+7.1865e-05i
-0.001251-0.0013783i,-0.0016952-0.00078455i,-0.0021789+5.1913e-05i,-0.0015656+0.00057191i,-0.00023854+0.00076292i,0.0021122+0.00047266i,0.0024152-0.00043328i,0.00035399-0.00076635i,-0.00071877-0.00051568i,0.00011559-0.00018371i,0.0010367+0.00023039i,0.0018355+0.00055921i,0.0015708+0.00049423i,0.0012931+0.00050759i,0.0020073+0.00082191i,0.0018514+0.00095697i,0.00096983+0.00064631i,0.00071633+6.2764e-05i,0.00075941-0.00036939i,0.00046438-0.00012293i,0.00041512+0.00036053i,0.00018148+0.00021282i,-0.00022279-0.0005497i
0.00029823-0.0024211i,0.00051583-0.0027013i,0.00067838-0.0018175i,0.00056513-0.00051099i,0.0012035-0.00033411i,0.0017554-0.00079684i,0.0011616-0.0003661i,4.2126e-05+5.0908e-05i,-0.00060732-0.00061173i,-0.00085667-0.00024685i,-0.00068499+0.00033822i,0.00018918-0.0001272i,0.0003468+0.00019714i,8.4635e-05+0.00076898i,0.00035205+0.00093335i,8.8188e-05+0.0010911i,-0.00014057+0.00067647i,0.00037261+0.0003194i,0.0010808+0.00037956i,0.00083984-2.2475e-05i,-9.0623e-05-0.00045682i,-0.0001413-0.00026275i,0.00017795+5.5382e-05i
0.00031438+0.00027867i,0.0014138+0.0002494i,0.0010749+0.0017616i,0.00067651+0.0021308i,0.00075631+0.00071492i,0.0017153-0.0011201i,0.0012154-0.0020562i,0.00040362-0.0013774i,0.0002721-0.00030714i,0.00032351+6.6486e-05i,0.00092245-0.00051385i,0.00076566-0.00014373i,0.00016485+0.00026569i,0.00034683-0.00055422i,0.00014128-0.00064865i,-0.00038574-0.00050137i,-0.00011031-1.2615e-05i,0.00016254+0.00027368i,-0.00066102+0.00015444i,-0.00055186-7.2188e-05i,-0.00043581-9.3337e-05i,-0.00060928-0.00035514i,-0.0002931-0.00057524i
-0.0011659-0.00053786i,-0.0013628-0.00084828i,-0.0010071-0.00044659i,-0.00028132-0.00025033i,0.00024834-0.0007255i,0.00029609-0.00083448i,0.00042984-0.0010092i,7.476e-05-0.0007904i,-0.00033263+0.00056272i,0.0002945+0.0012095i,0.00087794+0.00051626i,0.00072023-0.00026588i,0.0006894-0.00022484i,-0.00036979+0.00067848i,-0.00080974+0.0010985i,-0.00016152+0.0001548i,-0.00045764-0.00036375i,-0.00099226-0.00017757i,-0.001029+0.000396i,-0.0011687+0.00058124i,-0.00094291+0.00043515i,-0.0003589+0.00011792i,0.00015724-0.00041379i
0.00099982+0.00035138i,0.00092505+0.00021981i,0.0013896-0.0001076i,0.00072777-0.00013741i,0.00066373-0.00095789i,0.00057537-0.0010864i,-0.00011981-0.00057133i,-0.00070428-0.00051537i,-0.00066242-0.00030432i,-7.1298e-05-0.0005667i,-8.0749e-05-0.00076833i,-0.00061574-0.00020682i,-0.0010793+0.00074979i,-0.00052256+0.0013896i,-0.00025647+0.00071908i,9.2215e-05+0.00060424i,4.8297e-05+0.00030961i,-0.00013676-0.00015679i,0.00047866-0.00024456i,0.00062965-0.00098763i,0.00036835-0.0013016i,0.00096466-0.00068637i,0.0011838-0.00037537i
0.0011379-0.0010691i,0.001143-0.0014568i,0.00017042-0.0018161i,-0.00063393-0.0011408i,-0.00098934-0.00066179i,-0.00037873-0.00042585i,0.00055074+0.00022692i,0.00054631+0.00073349i,0.00033814-4.7231e-05i,4.5846e-05-0.0005002i,-0.00029117-0.0002612i,-0.00047331-0.00019638i,-0.00081096+0.00011475i,-0.0007274+0.00048651i,-1.1962e-05+0.00091558i,-0.00020781+0.00069886i,0.00030599+0.00077632i,0.00076576+0.0013302i,0.00074557+0.00083364i,0.00095426-0.00026968i,0.00086502-0.00059096i,0.00021191-0.00045472i,0.00013669-0.00083463i
0.0010711+0.0013053i,0.0016699+0.0015074i,0.0013324+0.00038504i,0.0013116+0.00057317i,0.00078148+0.00026284i,-6.427e-05-0.00064793i,-0.00076799-0.00038081i,-0.0011536-7.7795e-05i,-0.0012236+0.00038385i,-0.0011277+0.00074114i,-0.0010695-0.00019361i,-0.00067685-0.00062263i,-0.00038854-8.3664e-05i,-0.00038889+0.00014025i,-2.2639e-05+4.9548e-06i,0.00040646+0.00027115i,0.00027675+0.00062532i,-0.00021508+0.00076798i,-0.00083526+0.00063389i,-0.00093389+0.00058809i,-0.00087491+0.00074915i,-0.00096029+0.00069721i,-0.00066163+0.0006172i
-0.00068814+0.0012316i,0.00012935+0.0019602i,-0.00016762+0.0023704i,-0.0006348+0.0022631i,-0.00027841+0.0017103i,-0.00020394+0.00033097i,0.00011769-0.0010172i,0.00095526-0.00094123i,0.0002615-7.3212e-05i,-0.00041856-0.00034015i,0.0002738-0.00051581i,0.0002527-0.00018026i,2.3282e-05+0.00052578i,-7.8221e-05+0.00024313i,-0.00034932-0.0010651i,-0.00021486-0.00084827i,-0.00052933-0.00011787i,-0.0005092+0.00040623i,-0.00040596+0.00054156i,8.3156e-06+0.00010634i,0.00011438-0.00027797i,-0.00033662-0.0004142i,-0.00036012-0.00066546i
-0.00033312-0.0023378i,-0.0002581-0.0012898i,-0.00033603-0.00049091i,-0.00015127+0.00012162i,0.00015652-0.00050387i,0.00095759-0.0011209i,0.00024868-0.00087317i,-0.00091587-0.00028257i,-0.00047639+0.000386i,0.00014184+0.00019175i,-0.0004181-6.043e-05i,-0.00023885+0.00024092i,0.00027185+0.0009012i,0.00069313+0.0013559i,0.0011587+0.00075257i,0.0009049+0.00017749i,0.00082073+3.4025e-05i,0.0011397+0.00020928i,0.0003253+0.00019033i,-0.0003869-0.00027124i,0.00020808-0.00038207i,0.00094533+0.00044908i,0.000482+5.1893e-06i
0.00097244-0.0011815i,0.0015487-0.0019207i,0.0012159-0.0017659i,0.00030903-0.0007168i,0.00038916-0.00048287i,0.0011601-0.0002135i,0.0016006+0.00058968i,0.00076272-0.00019054i,-7.5424e-05-6.4296e-05i,-0.00037495+0.00068653i,-0.00096172+0.00040526i,-0.0010042+0.00044035i,-0.00066748+0.00074487i,3.4672e-05+0.0011999i,0.00027485+0.0014326i,0.00059134+0.00095163i,0.00022546+1.9325e-05i,-0.00078122+1.3385e-05i,-0.00057277+0.00084254i,-9.1508e-05+0.00067106i,-0.0001834+0.00014835i,6.2453e-05+0.00056558i,0.00063637+0.00077586i
0.0018936+0.0015315i,0.0026295-7.3745e-05i,0.001952-0.00050665i,0.00086841+0.0004075i,-0.00011666-0.00013966i,-0.0012722-0.0010575i,-0.0013367-0.0011355i,-0.0003532-0.0010254i,0.00033036-0.001332i,0.00027548-0.00094593i,0.00037854-0.00059509i,0.00022903-0.0012381i,0.00045423-0.00062355i,0.00066508-0.00018134i,0.00042365-0.00042068i,0.00045922-0.00019968i,0.00013212+0.00026918i,-0.00018834+0.00057035i,0.00038836+0.00035916i,0.0013964-0.00016462i,0.0014463+4.1669e-06i,0.00020675+0.00031895i,-0.00080225+2.4375e-05i
-0.0003707+0.0006609i,-0.00052688+6.311e-05i,-0.00059755+0.00057727i,-0.00021884+0.00085945i,0.0002042+0.00087836i,0.00064403+2.5945e-05i,0.00078462-0.00043854i,0.00037177-0.00020947i,-8.5666e-05-0.00052093i,8.8331e-05-0.00076377i,0.00037274-0.0004343i,-0.00037625-0.00050291i,-0.00089585-0.0010249i,0.00029797-0.00092901i,0.00063248-0.00026883i,0.00042655+0.00027402i,0.00056531+0.00036282i,0.00064216+0.00057627i,0.00045051+0.001148i,0.00021747+0.00083935i,-3.8544e-06+0.00061109i,0.0003194+0.00081901i,0.00045149+7.37e-05i
-0.00089911-0.00083612i,-0.0011082+0.00080396i,-0.0013816+0.0016766i,-0.00027556+0.0020694i,0.00059122+0.0014408i,0.0010626-0.00046924i,0.0010792-0.0011999i,0.00070738-0.00083708i,-0.00017683-0.00022772i,-0.00025772-0.00013446i,-0.00015687-0.00024298i,-0.00035319-0.00020873i,-0.0004653-0.00023697i,-0.0010307-0.00026109i,-0.00037253-0.00034829i,0.00053857-0.00015914i,0.00070451-0.00020811i,0.00057881-8.758e-05i,0.00026739+7.2072e-05i,0.00068125-0.00016971i,0.0011816-0.00017945i,0.00028962-9.9917e-05i,-0.00053723-0.00028647i
0.00044438+0.00031005i,-0.00072058-0.0012196i,-0.00023925-0.0012606i,0.00072811-0.00067892i,0.00088892-0.00061159i,0.0010003-0.00079132i,0.00081016-0.00074864i,0.00044513-0.00032075i,0.0004057+4.8109e-05i,-0.00032015+0.00042888i,-0.00081295+0.00043402i,-0.00060346+0.00022729i,-0.00015499+0.00036056i,6.3209e-05+0.0003286i,0.00060457+0.00088439i,0.00065864+0.0012525i,0.0002922+0.0013045i,0.00022979+0.0015002i,0.00058268+0.0011744i,7.3614e-05+0.00051649i,-4.8693e-05-0.00015727i,0.00046581-0.0002464i,-0.00014581+0.00028947i
