0.00011079+0.00076654i,0.00046751-0.00048142i,-0.001767-0.00025742i,-0.0031783+0.00095793i,-0.0023219+0.0012914i,-0.00060936+0.0012715i,0.00041274+0.0011783i,0.00085195+0.00043398i,0.0012207-0.00011426i,0.00059772-0.00048372i,-0.0001867-0.0010697i,9.7191e-05-0.0012161i,0.00012336-0.00069379i,0.00024896-0.00085501i,0.00043134-0.0010869i,0.00045469-0.00056353i,0.00072197-0.00030971i,0.00044951-0.00023848i,6.2378e-05+8.9704e-05i,0.00031435+0.00014146i,0.00023935-8.5555e-05i,0.00028277+8.5968e-05i,-2.2526e-05+8.7098e-05i
-0.0003687+0.00094905i,-0.00091953+0.0019669i,-0.0014266+0.0028198i,-0.0014674+0.0031154i,-0.00080137+0.003034i,0.00026466+0.0017243i,0.00028709+0.0003634i,-0.00014154-4.5744e-05i,0.00016565-1.4379e-05i,0.00084199+0.00028793i,0.00049813-0.00034068i,-0.00022447-0.0014009i,0.0002557-0.001431i,0.00084207-0.00070873i,0.00028358+0.00035501i,0.00059134+0.00086429i,0.0016689+0.00070936i,0.0012958+0.00032313i,0.00026726+0.00012161i,0.00010869-0.00012006i,0.00049674-0.0005938i,-0.00019049-0.00024733i,-0.00026259-1.2378e-05i
-0.00098117+0.00060268i,-0.0012652+0.00045401i,-0.0020019+9.6229e-05i,-0.0024242+0.00030724i,-0.0023612+0.0010031i,-0.00084347+0.00074828i,0.00079398+0.00054076i,0.0005213+0.00085561i,-0.0001464+4.8279e-05i,-0.00024447-0.00042547i,-0.00022919-0.00040679i,0.0005554-0.00046973i,0.0014618-0.0008129i,0.0016276-0.0012815i,0.001627-0.00049342i,0.0017048+0.00083575i,0.00070633+0.0015343i,0.00043235+0.00078607i,0.00029842-0.00029342i,-0.00038356-0.00043802i,0.00010735-0.00067961i,-7.9879e-05-0.00061182i,-0.0003694-0.0004495i
0.00070022+0.0015674i,-0.00010846+0.0019913i,-0.00038917+0.0016305i,-0.00089394-0.00013567i,-0.00078317-0.00074306i,7.8176e-05-0.00065225i,0.0012417-0.00045921i,0.0015534-0.00036922i,0.00071342-0.0005553i,-0.00077724-0.00026461i,-0.0014468-0.00022006i,-0.00014353+0.00027794i,0.0011322+0.0016296i,0.00082587+0.0026255i,7.7534e-05+0.0019732i,0.00018406+0.00061244i,0.00047103+4.5864e-05i,0.00099982+0.00012634i,0.0012422+9.4182e-05i,0.0010287-0.00027518i,0.00056648-0.00022561i,-1.467e-05-4.1658e-05i,0.00011402-0.000126i
-0.00088215-0.00088321i,-0.001694-0.0020908i,-0.0032229-0.0024189i,-0.003439-0.0018771i,-0.0025339-0.00030246i,-0.001733+0.00048418i,-0.0003232+0.00018195i,0.00082059-0.00058446i,0.00025358-0.0010078i,-0.00059173-0.00074658i,-0.00088988-0.00040938i,-0.00033884+0.00031582i,0.00012749+0.00082536i,-0.00033184+0.00095661i,-3.5478e-05+0.00058485i,-0.00031575+5.6163e-05i,-0.00018759+4.8185e-05i,0.00039148+0.00023229i,-0.00010075-0.00030821i,-0.00024347-0.00070277i,0.00015866-0.00075641i,-0.00015975+0.00011168i,-0.00050348+0.00061939i
-0.00063793-0.0019532i,0.00010115-0.0019825i,-0.00014625-0.0029124i,-0.00078726-0.0023547i,-0.00099291-0.00055391i,0.00013187+0.00057963i,0.00057296+0.0011757i,0.00010648+0.00074703i,-7.2488e-05+0.00072477i,-0.00040811+0.00061716i,-0.00031674-0.00011894i,-0.00042259-0.00059519i,-0.0010772-0.0012218i,-0.00059832-0.0013823i,0.00012988-0.00099902i,0.00029601-0.00063829i,0.00061784-3.7738e-05i,0.00059497+0.00034014i,2.7556e-05-0.00035564i,-0.00023531-0.00014978i,0.00035822+0.00077888i,0.00045183+0.00074883i,-0.00025128+0.00055739i
0.00075519-0.0012027i,0.0014999-0.00080085i,0.0011577+0.00029368i,-0.00072811+0.00086598i,-0.0025758+0.00093444i,-0.0018545-6.6609e-05i,0.00024959-0.00015964i,0.0010656-0.0001817i,0.0005281-0.0013132i,0.0001453-0.00089731i,-0.00017728-4.3539e-05i,-0.00041584-0.00011408i,-0.00032145-0.00023858i,3.1409e-05-0.00035001i,0.00071727-8.475e-05i,0.00071041+0.00057166i,0.00037815+0.0013645i,0.00084026+0.0012172i,0.00073576+0.00031056i,0.00045214-6.5285e-05i,0.0001288+0.00037441i,-5.0461e-05+0.0004891i,0.00053068+0.00045523i
0.00074218+0.0027094i,0.00016213+0.0044457i,-0.00051683+0.0043039i,-0.0003897+0.0025419i,-0.00034821+0.00069617i,-9.5941e-05+0.0001862i,-0.0006483+0.00091337i,-0.0010433+0.00088863i,-0.0005937+0.00064274i,-0.00081442+0.00023364i,-0.00042122-0.00016832i,0.00012124-0.00037184i,0.00065013-0.00034603i,0.00082155+0.00032986i,8.328e-05+0.0015005i,-0.00086018+0.0022414i,-0.0011783+0.001442i,-0.00096418+2.5721e-05i,-0.00019659-0.00024634i,0.00021344+0.00029982i,-3.2928e-05+0.00073872i,-0.00012063+0.00046128i,-0.00042344+0.00078567i
-0.0021258-0.0024823i,-0.0036682-0.004965i,-0.0050099-0.0060038i,-0.0047049-0.0032483i,-0.0024714-0.0009137i,0.00047675+3.7757e-05i,0.0015653+0.000786i,0.0011874+0.0010812i,0.00025683+0.0006276i,0.00029391+0.0002919i,0.00069858+0.00036799i,0.00052062+0.0011106i,4.786e-05+0.0021365i,-0.00059726+0.0021027i,-0.0010312+0.0012802i,-0.0012656+0.0005411i,-0.0015644+0.00042766i,-0.0012947-0.00028691i,-0.0011288-0.00019428i,-0.0010153+0.00022973i,-0.00059944-0.00014562i,-0.00032944-0.00026752i,-0.00050993+0.00061424i
0.00083794+0.00028756i,0.0021986-0.0022912i,0.0042067-0.0031917i,0.0020357-0.001092i,-0.0021357-0.0004802i,-0.0025954-0.0006041i,-0.0010678-0.0007296i,-0.00046034-8.7048e-05i,-0.00043055+1.1614e-05i,-0.00044022-0.001266i,-0.00036603-0.0012157i,-0.00080726-0.00048377i,-0.0010496-0.00063742i,-0.00057771-4.8979e-06i,-0.00062927+0.00020075i,-0.00072658+0.00018874i,-0.00025323+0.00066085i,-0.00027846+0.00038967i,-0.00068129-0.00023601i,-0.00058987-0.0004157i,3.4161e-05-0.00043269i,-0.00014332-0.00083216i,-0.00065461-0.00094801i
0.0024032-0.0001855i,0.004026+0.0015341i,0.0034345+0.0031188i,0.00028405+0.0032007i,-0.0011758+0.0027698i,-0.00040035+0.002286i,0.00078613+0.0012305i,0.001118+0.00043115i,0.0001314+0.00019619i,-0.0008654+0.00068309i,-0.00010948+0.00089582i,0.00058195+0.00027461i,0.00032739-0.00068256i,0.001053-0.0017345i,0.0016095-0.0015667i,0.0004968-0.00042465i,-3.3357e-05+0.0012207i,0.00046987+0.0015378i,0.00046429+0.00016668i,-8.4546e-05-0.00027488i,-0.00077324-0.00060066i,-0.00074413-0.0010452i,-0.00076809-0.0009938i
0.00041189+0.0034835i,-0.00057522+0.0044321i,-0.0027151+0.0034016i,-0.0038958+0.00089944i,-0.0030858-0.00083753i,-0.0011233-0.0012911i,0.0009732-0.0009295i,0.0016468-0.00056701i,0.001141-0.00031195i,0.00063953-0.00043644i,5.0782e-06-0.00074099i,-0.00050126-0.00033242i,0.00029771+0.00039557i,0.0010866+0.00087508i,0.00054925+0.001448i,-0.00018154+0.0011341i,-0.00070762-5.2479e-05i,-0.00015827-0.00022264i,0.00061211+4.0411e-05i,0.00057929+0.00012901i,0.00078038+0.00029544i,0.00065137+0.00029661i,0.00021309+8.1505e-05i
-0.001357-0.00052177i,-0.0032129-0.0017971i,-0.0046689-0.0039118i,-0.0035402-0.0036129i,-0.0021983-0.0011082i,-0.00023532+0.00045337i,0.00081568+0.00056948i,0.00083155+0.00055583i,0.00067914+0.00038669i,-6.7581e-05+0.00045072i,-0.00049148+0.00017222i,-0.00024267+0.0004426i,0.00093651+0.0013625i,0.0013603+0.0017989i,0.0013341+0.001536i,0.0016105+0.0013004i,0.0013076-5.3944e-06i,0.00097116-0.00098104i,0.00066012-0.00068777i,0.00054482-0.00044596i,0.0004661-0.0008955i,-9.609e-05-0.0010998i,-0.00033522-0.00091998i
-0.002227+0.00094839i,-0.0016063-0.0025766i,0.0010973-0.0026688i,0.0028956-0.00055161i,0.001336+0.0011689i,0.0004611+0.0013309i,0.0010345+0.0012975i,0.00092498+0.00074072i,0.0002037+9.0967e-05i,-0.00014977+0.0004707i,-0.00024012+0.0010578i,-0.0010533+0.00050492i,-0.0012998+0.0002934i,-0.00085911+0.00044515i,-0.00029226-0.00017795i,-0.00033637-0.0014549i,-7.7135e-05-0.0022078i,0.00069647-0.0013917i,0.00059283-0.00062286i,0.00097288-0.00046916i,0.00088899+5.5105e-05i,0.0007886+0.00034755i,5.3971e-05+0.00075802i
0.0027889-0.0032463i,0.005689-0.0027316i,0.005427-0.00031976i,0.0013851+0.0006692i,-0.0016266-0.00022075i,-0.0018226-0.0002907i,-0.00046537-0.00065701i,0.00072469-0.0016393i,0.0007004-0.0014661i,-0.00033526-0.00098747i,-0.00057453-0.00088281i,8.5278e-05-0.00023215i,0.00046913+1.3097e-05i,0.00053393-0.00042843i,-0.00013816-0.00027108i,-0.00080455+0.00024273i,5.3237e-05-0.00028717i,0.00089129-0.00065741i,0.00023027-0.00049463i,-0.00010937-0.00012638i,0.00065001+0.00072404i,0.0012274+0.00099742i,0.00099345-6.1396e-05i
0.0036156+0.001966i,0.0025078+0.0050593i,-0.00042654+0.0069217i,-0.0037796+0.0048944i,-0.0035915+0.0017144i,-0.0013722+0.00044935i,0.00068714+0.00086877i,0.0010433+0.001373i,0.00076921+0.00041152i,9.4043e-05-0.00042901i,-0.001125-0.00066601i,-0.0017257-0.00055778i,-0.0008465-0.00090275i,5.8414e-05-0.00091452i,-0.00013817-0.00019634i,-0.00042435+0.00028358i,-0.00053154+0.00014387i,-0.00062522-2.2573e-05i,-0.00044693-0.0001705i,7.0153e-05+7.3928e-05i,0.00050295+0.00068157i,-0.00010244+0.00046747i,-0.0007049-0.00021711i
-0.00088634+0.00018977i,-0.0045821-0.0011193i,-0.0078013-0.0039524i,-0.006152-0.0056602i,-0.0023684-0.0042171i,-0.00038104-0.0024324i,0.0010114-0.0012203i,0.0010528-0.00054494i,0.00037173-0.0012567i,-0.0004717-0.0010312i,-0.00083525-0.00029226i,0.00040892-0.00039717i,0.00054249-0.00064773i,-9.0667e-05-3.6179e-05i,-1.822e-05+0.0010746i,8.6729e-05+0.00024844i,3.0842e-05-0.0015104i,0.00037992-0.0013656i,0.00098189+4.0907e-07i,0.00064526+0.0010347i,0.00046545+0.0014044i,0.00055729+0.0016101i,-2.8867e-05+0.0017196i
-0.00022484-0.0030553i,0.00092274-0.0057548i,0.0019028-0.0079256i,0.0029283-0.0063871i,0.002421-0.0019219i,0.0016576+0.0011136i,0.0013753+0.0020061i,0.00045263+0.00095969i,-0.00019696-0.00048597i,-0.00037994-0.00042189i,0.00012541+0.00052646i,0.00042233+0.0016416i,-0.00024685+0.0016078i,-7.8381e-05+0.00093798i,0.00026304+0.00046118i,0.0010237-0.00029685i,0.0022226-0.0010069i,0.0018718-0.0011699i,0.00085285-0.00053167i,-1.5869e-06-6.6915e-05i,-0.00076649+0.00048741i,-0.00071924+0.00019591i,-0.00083365-0.00093985i
0.0010268-0.0016323i,0.0030041-0.00090711i,0.0062478+0.0001547i,0.0047047+0.0020595i,0.00060181+0.0025347i,0.0001605+0.0018997i,0.0013421+0.001395i,0.0014382+0.00058002i,0.0010991+9.504e-05i,0.00018629+1.2823e-07i,-0.0005226-0.00010292i,-0.0014298-0.00027626i,-0.0020228-0.00022719i,-0.0017944-0.00024536i,-0.0013256-0.00057704i,-0.00031619-0.00011957i,0.001335+0.00045602i,0.001273+0.00054586i,-0.00010606+0.00041643i,-6.4976e-05+0.00050338i,2.514e-05+0.00059524i,-0.00073506+0.0002261i,-0.0011998+0.00021639i
0.002323-0.00077887i,0.0035844+0.0026827i,0.00084019+0.0077336i,-0.0041355+0.0082498i,-0.0054161+0.0042284i,-0.0033545+0.00119i,-0.0013743+0.00011449i,0.00033396-0.00017786i,0.00072293-0.00025295i,-0.0001744-0.00032428i,-0.00095491+6.6588e-05i,-0.00094033+0.00078855i,-0.0005247+0.00033701i,-0.00019424-0.00095161i,-0.00023421-0.00095817i,-0.00025026-0.00027911i,0.00034299+0.00040823i,0.0004467+0.00032289i,8.235e-05-0.00064318i,-8.836e-05-0.00076685i,0.00044404+0.00055559i,0.00097108+0.00088576i,0.00074441+0.00037293i
-0.0013401+0.0028046i,-0.0052991+0.0046997i,-0.010376+0.0025306i,-0.0092568-0.0011074i,-0.0037599-0.0012859i,-0.00039795+0.0013599i,-3.725e-05+0.0025277i,0.00037938+0.0021108i,0.00081193+0.00047892i,0.00031331-0.00038547i,-0.00027233+0.00018254i,0.00061381+0.00054614i,0.002005-0.00040565i,0.0025353-0.0011461i,0.0017969-0.00072657i,0.0011006+0.00043801i,0.0011547+0.00035728i,0.0010838-7.9349e-05i,0.00065921-0.00065816i,0.00057944-0.0010555i,4.948e-05-0.00029231i,-0.0011828+0.00020275i,-0.0012274+0.00021273i
-0.0052655-0.002253i,-0.0075716-0.0058846i,-0.0073678-0.010125i,-0.0040604-0.010725i,-0.0014692-0.0067797i,9.7301e-05-0.0037483i,0.00076826-0.0026643i,0.0010509-0.0010567i,0.00060543+0.00030802i,-5.7352e-05-0.00054691i,0.00013242-0.00095097i,0.00046341+0.00014782i,0.00087568+0.00088799i,0.0015262+0.00082237i,0.0017303+0.0010793i,0.001755+0.0016564i,0.0019685+0.0019655i,0.0023894+0.0019089i,0.0016404+0.00080518i,0.00017708-0.00046173i,-0.00067859-0.00079782i,-0.00089501-0.00020602i,-7.8324e-05+0.00021433i
0.0030382-0.0018908i,0.0064327-0.0068893i,0.010949-0.0067912i,0.010361-2.006e-05i,0.0050611+0.0042128i,0.0010984+0.0031717i,-0.00019942+0.0013161i,-0.00039638+0.0012371i,0.00012394+0.0012992i,-0.00010146+0.00058574i,-0.0010207-8.9485e-05i,-0.00077414+0.00057936i,-0.00030508+0.0013917i,3.6822e-05+0.00083405i,0.00076025+0.0014421i,0.0017091+0.0026575i,0.0021504+0.0026599i,0.002065+0.0014508i,0.0010785+0.0003907i,0.00011991-0.00019172i,-1.1907e-05-0.0011071i,-0.00055081-0.00087781i,-0.0011247-0.00010433i
0.0052115-0.00021966i,0.0094628+0.0035191i,0.009745+0.0084976i,0.0047807+0.009554i,-0.00029066+0.0052173i,-0.0011995+0.0020823i,0.001033+0.00057177i,0.001935-0.0002902i,0.0014065+3.6604e-05i,0.00091452-6.5366e-05i,-0.00049547+8.232e-07i,-0.00093076-6.5376e-05i,-0.00044855+0.00020414i,-7.5543e-05+0.00083275i,-1.7995e-05+0.0021156i,7.2332e-05+0.0034278i,-3.9175e-05+0.0034686i,-0.00021939+0.0024226i,0.00063372+0.00086637i,0.001247+0.00090856i,0.00068501+0.0010099i,0.0001309+0.00033815i,0.00060945+0.00048045i
0.00030296+0.0026977i,-0.0036258+0.0092251i,-0.0094472+0.011267i,-0.011472+0.0052254i,-0.0081264-0.00060511i,-0.0034723-0.0011859i,-0.00042395-0.00013547i,0.00045339+0.0006552i,0.00035755+0.00018365i,0.00055364-0.00029166i,5.1312e-05-0.00011458i,-0.0008426-0.00082432i,-0.00023406-0.00096534i,0.00048664+0.0010684i,-6.9992e-05+0.0021144i,-0.002207+0.0015637i,-0.0029205+0.0011391i,-0.0013773+0.0013715i,0.00038472+0.0015065i,0.0013187+0.00090749i,0.0010826-1.9615e-05i,0.00080276-0.00012358i,0.00025528+0.00059001i
-0.0076829+0.0010935i,-0.013756-0.0027439i,-0.017862-0.0073229i,-0.0131-0.0074221i,-0.0050333-0.0033743i,-0.0010652+4.2362e-05i,0.00042488+0.0018086i,0.00098465+0.0019647i,0.00028987+0.0014825i,-0.00053744+0.00061502i,-0.00054605-0.00059661i,0.00061745-0.0012702i,0.0022492-0.0012504i,0.0027709-0.00038624i,0.0011855+0.0012323i,-0.00069014+0.0013459i,-0.0011757+0.00055902i,-9.7932e-05+0.00094038i,0.00040164+0.001907i,0.0004884+0.0018213i,-0.00026395+0.0013154i,-0.0019002+0.0014163i,-0.0020298+0.0011143i
-0.002003-0.0052598i,0.0023819-0.01093i,0.0084796-0.013807i,0.010724-0.0090653i,0.0062553-0.0023334i,0.0023071-0.00038633i,0.0015383+0.00019283i,0.0017171+0.00080803i,0.0016492+0.00020277i,0.0013118-1.3119e-05i,0.0012953+0.00021174i,0.0011776-0.00012545i,0.00079058-0.00043965i,0.00021025+0.00024914i,0.00022314+0.0010177i,-0.0001079+0.00097101i,-0.00058143+0.00072809i,-0.00093421+0.0011323i,-0.0010389+0.0015751i,-0.00027186+0.0011036i,-1.9345e-05+0.00028367i,-0.00036339-0.00031326i,-0.0011838-0.0004978i
0.0021839-0.00074952i,0.0089957+0.00080555i,0.011591+0.0084757i,0.0066597+0.013099i,0.0010084+0.0087191i,-0.00010531+0.0032428i,0.00019646+0.00032604i,0.00065123-0.0017222i,0.00041755-0.0018283i,-0.00053158-0.00025017i,-0.00073007+0.00080016i,-0.00087079+0.00064411i,-0.0024525+0.00040454i,-0.0032991+0.00076328i,-0.0021295+0.00096066i,-0.0019232+0.00068314i,-0.0028529+0.00060721i,-0.0034425+0.00058304i,-0.002292+0.00083646i,-0.0012446+0.00102i,-0.0010052+0.0004417i,-0.0002678-0.00078622i,-0.00040609-0.0017367i
0.00085309+0.0050222i,-0.0016068+0.011981i,-0.0087798+0.015969i,-0.012733+0.011124i,-0.0085768+0.0038164i,-0.0030977+0.0013208i,-0.00010152+0.0022501i,0.00047963+0.0021495i,-0.00047176+0.00080223i,-0.0012758-0.00020125i,-0.0015062-0.00036058i,-0.0021981-0.00017608i,-0.0021331-4.7804e-05i,-0.0014083-0.00029908i,-0.0014293-0.001053i,-0.0024043-0.0021782i,-0.0024047-0.0018212i,-0.00080773-0.00038216i,0.00020913+0.00010453i,0.00029413+0.00063855i,4.1302e-05+0.0010369i,-0.00024229+0.00047186i,-0.00032415-0.00060574i
-0.0072368+0.0038674i,-0.015932+0.0025096i,-0.021095-0.0015555i,-0.015305-0.0055383i,-0.0062047-0.0050108i,-0.0011449-0.003002i,0.0016138-0.0019505i,0.0025454-0.00090243i,0.00080356+0.00073234i,-0.00084216+0.0016667i,-0.00034658+0.00074999i,0.0010378-0.0011828i,0.0019084-0.0022516i,0.001381-0.0021394i,0.00024375-0.0022524i,-0.00013903-0.0024503i,-0.00025763-0.0029208i,-0.00078003-0.001998i,-0.0010362-0.00042297i,-0.00072014-0.00077414i,-0.00041265-0.00068866i,-0.00016245-0.00010413i,0.0007964-0.00067823i
0.0030942+0.0047058i,0.0028661-0.0042192i,0.01627-0.013039i,0.021475-0.015011i,0.013934-0.011317i,0.00464-0.0069095i,0.00073499-0.0015076i,0.00067689+0.0011391i,0.0015038+0.0012636i,0.0018596+5.8179e-06i,7.2254e-05-0.0012955i,-0.0016854-0.0010426i,-0.0010582-1.4176e-05i,0.0005198+0.00038113i,0.00073667+0.00057084i,0.00078799+0.00064986i,0.0012995-0.0014788i,0.001523-0.0030958i,0.0011779-0.002106i,0.00094871-0.00036531i,0.00051992+0.0004209i,-0.0004308+0.00037776i,-0.00021264-0.00022643i
0.0021164-0.0026111i,0.013168-0.0019974i,0.021273+0.0047594i,0.018363+0.011239i,0.0089053+0.008986i,0.0039877+0.0043231i,0.0030254+0.0023826i,0.0019991+0.0013746i,0.00074728+0.00053637i,-0.00031341+0.00028386i,-0.00036493-8.3389e-05i,0.0006764-0.00018697i,-0.00013328-0.0002241i,-0.0011889-0.00058629i,-0.00014246-0.0015756i,0.0012614-0.0020821i,0.0018953-0.0017868i,0.0015603-0.0019671i,0.00058493-0.0019919i,-2.788e-05-0.0010757i,0.00033029-0.00082866i,0.0010504-0.00037627i,0.0012168+0.00081483i
0.0046572+0.0029732i,0.0060472+0.014401i,0.00022666+0.022859i,-0.0089566+0.019194i,-0.010136+0.0092345i,-0.0063024+0.0033648i,-0.0034357+0.00043722i,-0.00095074-0.0016404i,-0.00051267-0.0019267i,-0.0014319-0.0015401i,-0.00085786-0.0011332i,-0.0014988-0.00063428i,-0.0026248-0.00045989i,-0.0010204+0.0001057i,0.00060206+0.0010954i,0.00098509+9.8726e-05i,0.0019033-0.001256i,0.0017584-0.0011382i,0.00069054-0.00045886i,1.769e-05+0.00021741i,0.00017251-8.9785e-05i,0.0004404-0.0012572i,0.0010331-0.00097655i
-0.0066197+0.006128i,-0.017025+0.0097964i,-0.02622+0.0069248i,-0.023156-0.0011327i,-0.011355-0.0042824i,-0.0025944-0.0015379i,0.0013506+0.00075987i,0.0022675+0.0011034i,0.0012791+0.00017834i,-0.0004307-0.0010631i,-0.0011159-0.0020697i,-0.00066441-0.0016149i,7.6435e-05-0.0007536i,0.0016814-0.00017468i,0.0028459+5.8701e-05i,0.003021-0.00063582i,0.0030271-0.0015494i,0.0026656-0.0012845i,0.0023357-0.00024904i,0.0020767+0.00035i,0.0010511+0.00082955i,0.00082215+0.0011794i,0.000106+0.0011061i
-0.0069482-0.0055097i,-0.012789-0.017519i,-0.012584-0.029125i,-0.0049493-0.028647i,0.00083426-0.016529i,0.0021078-0.0067837i,0.001942-0.0029202i,0.00041857-0.00064569i,4.4701e-05+0.00033195i,0.00012501+0.00066244i,0.00036999+0.00062748i,0.0022634+5.3373e-05i,0.0034267-0.00020473i,0.0035832-0.00037937i,0.0044313-0.00048727i,0.0054432-0.00035083i,0.0050342+0.00021113i,0.0034816-2.4036e-05i,0.0019126-0.00057784i,0.00031848-0.00056455i,0.00016359-0.0001519i,0.00054142+0.0010836i,-0.00016514+0.0024108i
0.0038369-0.0077337i,0.016174-0.013805i,0.029324-0.014518i,0.027255-0.0062027i,0.013462+0.0013414i,0.0044926+0.0036991i,0.0019562+0.0031634i,0.00090627+0.0015964i,0.00013106+0.00093073i,0.00013818+0.00051346i,0.0010817+0.00079165i,0.0016739+0.0017161i,0.001398+0.00168i,0.00072735+0.0010927i,0.00072893+0.0022915i,0.0013667+0.0037436i,0.0025776+0.0035936i,0.003199+0.0030149i,0.0026185+0.0019505i,0.001329+0.0012196i,-0.00013882+0.00082527i,-0.0010251+0.00015594i,-0.001782-0.00013375i
0.0086112+0.0057191i,0.017361+0.017764i,0.021424+0.031053i,0.013046+0.031071i,0.0030961+0.01828i,0.00030339+0.0076472i,0.0016781+0.0041599i,0.0023224+0.0023107i,0.0012828-0.00048368i,3.0055e-05-0.0011145i,-0.0007959+0.00017784i,-0.0021269+0.00096878i,-0.0030712+0.00052186i,-0.0021801+0.0010314i,-0.0013316+0.002792i,-0.00054077+0.0045043i,0.0007406+0.0047005i,0.0019211+0.0032767i,0.0011774+0.0014187i,-0.0004612+0.00028161i,-0.00027501+0.00051152i,-9.622e-05+0.0014196i,-0.002026+0.0018087i
-0.00078757+0.008532i,-0.013119+0.01931i,-0.02815+0.022544i,-0.030852+0.013519i,-0.019705+0.003378i,-0.0093059-0.00053997i,-0.0040328-0.00092707i,-0.00038983-0.0012592i,0.0016705-0.0012212i,0.0006412-0.0011759i,-0.0015348-0.0011162i,-0.0021154-0.00097208i,-0.0015728-0.00019485i,-0.0012544+0.0011422i,-0.0013969+0.0021841i,-0.0015265+0.002939i,-0.0014636+0.0026954i,-0.0020298+0.0019853i,-0.002121+0.00090065i,-0.001447+8.5614e-05i,-0.00083731-3.279e-05i,-0.0003974+0.00011959i,-0.00020132-0.00037638i
-0.0083412-0.00096289i,-0.021054-0.011097i,-0.028122-0.026083i,-0.022-0.02914i,-0.010917-0.017165i,-0.0042087-0.0059753i,-0.0018816+6.7876e-05i,-0.00093355+0.0027375i,0.00022824+0.0026834i,-0.00018328+0.0015847i,-0.0004239+0.00026216i,-0.0004572-0.00042868i,-0.00093058-0.00065744i,-0.00080296-0.00045974i,-0.00049495+0.00027355i,-0.001148+0.0015403i,-0.00033877+0.0018809i,0.00079352+0.0016572i,0.0012871+0.0013664i,0.00088037+0.0012549i,-0.00026328+0.00064076i,-0.0012149-0.0008442i,-0.0012776-0.0019724i
0.002366-0.01368i,0.0095354-0.028459i,0.020685-0.038329i,0.023299-0.029497i,0.013523-0.013542i,0.0065642-0.0049405i,0.0059814-0.0025506i,0.0044667-0.0013095i,0.0018109-0.00045994i,-0.00065496-0.00047843i,-0.0011911+0.00092248i,0.00041719+0.0022315i,0.0019329+0.0013955i,0.0018236+0.00047578i,0.0003152-0.00055029i,-0.0012964-0.00062788i,-0.0015983+0.00043481i,-0.00051166+0.00029205i,0.00036489-0.00084492i,0.00016694-0.00098153i,-0.0010016-0.00034561i,-0.0018314-0.00026709i,-0.0015046-0.00057403i
0.016226+0.0012849i,0.032823+0.0070687i,0.043895+0.018513i,0.033609+0.02244i,0.013568+0.012896i,0.0019082+0.0046529i,-0.00072413+0.0016503i,-0.00019804-0.00010859i,0.00024416-0.0013107i,-0.00040967-0.0015362i,-0.0010636-0.0007801i,-0.0012102+0.00033575i,-0.0010652+0.0010213i,-0.00055882+0.00071244i,-0.00083633-0.00067157i,-0.0018777-0.00032643i,-0.0017655+0.0017676i,-0.00051613+0.0027219i,-0.00012008+0.0021765i,-0.00010974+0.0010496i,0.00051203-0.00026307i,0.00052728-0.0014222i,-2.2406e-05-0.0015199i
0.0028905+0.011974i,-0.0026894+0.029899i,-0.015274+0.040435i,-0.02125+0.032149i,-0.014235+0.016029i,-0.0058594+0.0076527i,-0.00084132+0.0055806i,0.0014544+0.0033518i,0.0012918+0.00016615i,8.9238e-05-0.001705i,-0.0010364-0.002008i,-0.0016256-0.0014667i,-0.0018851-0.00053663i,-0.0014747-0.00073264i,-0.001467-0.0010698i,-0.0016671-0.00045651i,-0.0018383+5.516e-05i,-0.0014176+0.00026495i,-0.00058996-0.00023819i,-0.00036739-0.00046966i,-5.4391e-05-0.0007688i,-0.00021998-0.0012095i,0.00011058-0.0011662i
-0.012431+0.0032008i,-0.033223+0.00020798i,-0.049144-0.0094595i,-0.043035-0.017359i,-0.023483-0.014212i,-0.0094725-0.0090286i,-0.0035034-0.0046799i,-0.00079186-0.00097335i,2.3964e-06-9.3617e-05i,-0.0002571-0.00021279i,-0.00055973-0.00078146i,-0.0011775-0.0018224i,-0.0011504-0.0015221i,-0.00020677-0.0011823i,0.00046634-0.00085503i,-0.00059452-0.0014067i,-0.0016375-0.0029483i,-0.0013806-0.0014151i,-0.00097236+0.00029751i,5.7358e-05-0.00043827i,0.0017259-0.00027744i,0.0023024+0.00061867i,0.0021804+0.0014694i
-0.0036726-0.014678i,-0.0022179-0.036047i,0.0047248-0.051636i,0.010228-0.042348i,0.0073837-0.020445i,0.0029922-0.0058261i,0.00022947-0.00065111i,-0.0015179+0.001153i,-0.0013471+0.0013388i,-0.00074967+0.00044343i,0.00038315+0.00018396i,0.0010881+4.4268e-05i,0.0019791-0.00060388i,0.0026105-0.001688i,0.0019869-0.0033382i,0.0013019-0.0030205i,0.00088366-0.0013456i,0.00075979-0.0004929i,0.0015365-0.0003176i,0.0020874+3.0685e-05i,0.0018217-0.00034976i,0.0010498-0.00066198i,7.3243e-05-4.3266e-05i
