0.0003612+4.9703e-05i,0.0017351-0.0010557i,0.0018287-0.0017093i,-5.3091e-05-0.0019816i,-0.0018415-0.0011635i,-0.0018839+0.00013164i,-0.00059817+0.0004542i,0.00051083+0.00075608i,0.00086384+0.00081158i,0.00050989-4.7539e-05i,0.00065923+0.00014502i,0.0012057+0.0010287i,0.0013453+0.00055458i,0.00085825-0.00041386i,0.00029172-0.00023612i,0.00017074+0.00038718i,0.00026837+0.00040507i,0.0002881-3.6571e-06i,4.7472e-05+7.8003e-05i,-0.00029891-0.0001609i,-0.00050321+0.00017253i,-0.0011278+0.00050962i,-0.0012288-0.00041749i
-0.15393-0.094603i,-0.28385-0.066537i,-0.30494+0.069323i,-0.18465+0.25696i,-0.079934+0.3722i,-0.051705+0.37689i,-0.023697+0.32806i,0.0082179+0.21699i,0.026446+0.082634i,0.027994+0.022238i,0.013388+0.033545i,-0.01157+0.063699i,-0.022773+0.086435i,-0.0096857+0.070848i,-0.017256+0.019159i,-0.056892-0.0062116i,-0.08225+0.017378i,-0.091728+0.042536i,-0.099882+0.0451i,-0.076432+0.041352i,-0.015914+0.033842i,0.033698+0.013901i,0.036984-0.0047464i
0.18885-0.0020307i,0.29184-0.043918i,0.25431-0.031883i,0.056924+0.077824i,-0.12756+0.18199i,-0.13678+0.1763i,-0.0096185+0.078199i,0.11279-0.028897i,0.10342-0.073646i,0.0087699-0.037658i,-0.047447+0.012165i,-0.060328+0.015865i,-0.064118+0.0053816i,-0.052239+0.010138i,-0.021-0.0057148i,0.0021284-0.050884i,0.0063818-0.084446i,0.018223-0.084495i,0.041676-0.058684i,0.052692-0.017503i,0.043295+0.020979i,0.023637+0.049421i,0.0084543+0.05988i
-0.16722+0.098215i,-0.23773+0.17493i,-0.22916+0.083333i,-0.19084-0.22316i,-0.21676-0.47362i,-0.30003-0.4494i,-0.33606-0.23575i,-0.29211-0.013974i,-0.21387+0.11552i,-0.15115+0.13137i,-0.11684+0.079907i,-0.086578+0.029232i,-0.053905-0.016842i,-0.047305-0.049317i,-0.039277-0.026773i,-0.003067+0.015159i,0.013182+0.030098i,-0.015253+0.031668i,-0.063627+0.04116i,-0.083419+0.064192i,-0.045878+0.074619i,0.011684+0.038432i,0.034395-0.022978i
0.10768-0.17321i,0.13884-0.33687i,0.16253-0.41037i,0.22446-0.32338i,0.34864-0.15407i,0.43709-0.046552i,0.37254-0.088516i,0.18139-0.1897i,0.023925-0.20528i,-0.010419-0.14931i,-0.026364-0.075436i,-0.057966+0.013105i,-0.043025+0.067262i,0.0042877+0.036569i,0.018009-0.040937i,-0.0093386-0.083381i,-0.013298-0.08328i,0.021415-0.078958i,0.052387-0.074685i,0.055555-0.060977i,0.02368-0.034006i,-0.0049951+0.0030285i,0.0028505+0.026156i
0.020586+0.21239i,0.093182+0.41541i,0.16632+0.60321i,0.2116+0.69889i,0.2293+0.64407i,0.23765+0.44843i,0.26374+0.2175i,0.2782+0.049714i,0.2495-0.042675i,0.17753-0.086768i,0.099267-0.1083i,0.042607-0.11682i,0.012841-0.086098i,0.031025-0.026234i,0.084383+0.010622i,0.11414+0.019361i,0.10217+0.048081i,0.070419+0.10439i,0.044227+0.133i,0.036836+0.085488i,0.021719-0.013688i,-0.01336-0.073725i,-0.030603-0.062431i
-0.13353-0.17166i,-0.31382-0.23955i,-0.47302-0.1358i,-0.53209+0.18003i,-0.52606+0.54361i,-0.41546+0.76098i,-0.12667+0.76687i,0.16577+0.5453i,0.19264+0.26114i,0.036996+0.1367i,-0.042992+0.085539i,-0.065413-0.024376i,-0.12994-0.076957i,-0.15041-0.0023239i,-0.076879+0.059154i,-0.023934+0.037392i,-0.052994+0.0033093i,-0.11483-0.0059589i,-0.14961-0.00043911i,-0.10763+0.012277i,0.0064138+0.0090584i,0.096433-0.019433i,0.10216-0.031176i
0.18753+0.090816i,0.35472+0.012701i,0.36077-0.24815i,0.1102-0.61512i,-0.19168-0.85109i,-0.35241-0.79424i,-0.36992-0.53766i,-0.28615-0.30994i,-0.2015-0.26988i,-0.19303-0.32247i,-0.16764-0.28643i,-0.046484-0.19396i,0.065877-0.16449i,0.074811-0.15573i,0.059145-0.10717i,0.067628-0.082843i,0.045474-0.1023i,-0.0012292-0.12516i,-0.040905-0.13351i,-0.064806-0.091591i,-0.059552+0.02034i,-0.02457+0.12041i,0.011497+0.11423i
-0.1792+0.039525i,-0.29176+0.088878i,-0.26486+0.073761i,-0.10984-0.07624i,0.033291-0.2348i,0.18032-0.28324i,0.35727-0.28543i,0.45586-0.22887i,0.48116-0.085097i,0.44985-0.012216i,0.29541-0.010536i,0.11998+0.060036i,0.064567+0.1364i,0.054613+0.12234i,0.014821+0.088933i,-0.0074147+0.093627i,-0.009636+0.083987i,-0.015041+0.034854i,-0.022355-0.0324i,-0.045654-0.078687i,-0.066279-0.070698i,-0.053042-0.037387i,-0.017742-0.0079307i
0.4454+8.8193i,0.91361+9.3588i,3.0443+9.4676i,4.1989+5.6837i,4.1285+1.5766i,2.6532-0.93608i,0.80782-0.86059i,0.32538+0.24156i,0.83027+0.62845i,1.3773+0.35301i,1.468-0.0090717i,1.4022-0.14008i,1.4713-0.20786i,1.3598-0.23802i,1.1237-0.31636i,0.75135-0.42975i,0.228-0.36767i,-0.14807-0.19369i,-0.27724-0.060828i,-0.16346+0.069624i,0.11665+0.16456i,0.32046+0.14438i,0.28827+0.076544i
-0.092432+0.17115i,-0.15157+0.322i,-0.19239+0.33658i,-0.16379+0.1723i,-0.04582-0.050381i,0.082013-0.21629i,0.12992-0.26299i,0.16571-0.21348i,0.26231-0.23135i,0.26838-0.29853i,0.16854-0.21094i,0.14756-0.019138i,0.21108+0.065561i,0.20804+0.015823i,0.1197-0.013493i,0.080214+0.024807i,0.094584+0.020988i,0.095165-0.039082i,0.087752-0.10599i,0.055169-0.14487i,0.0024517-0.10317i,-0.022262-0.021446i,-0.012571+0.024082i
0.0001896-0.25607i,-0.092352-0.48107i,-0.2767-0.56508i,-0.44662-0.36509i,-0.43312-0.080565i,-0.22185+0.013334i,-0.054152-0.085646i,-0.053215-0.12843i,-0.070678-0.023097i,-0.0081018+0.025715i,0.04561-0.035349i,0.045788-0.07776i,0.049834-0.068843i,0.069763-0.050705i,0.085811-0.036878i,0.082238-0.028664i,0.038914-0.021318i,-0.0095451+0.0020067i,-0.027403+0.020777i,-0.054975+0.014782i,-0.098691+0.0074371i,-0.11363+0.011698i,-0.08032+0.020653i
0.11886+0.2121i,0.31917+0.35796i,0.52433+0.3536i,0.58656+0.15635i,0.47003-0.047477i,0.23816-0.10357i,0.013562-0.023389i,-0.10147+0.085434i,-0.11636+0.10538i,-0.074164+0.079152i,0.028804+0.066102i,0.13847+0.021308i,0.14949-0.051125i,0.069383-0.085252i,-0.0048821-0.065574i,-0.04263-0.042537i,-0.076918-0.035978i,-0.11053-0.047508i,-0.1327-0.072632i,-0.12383-0.064196i,-0.061552-0.0089376i,0.0186+0.035797i,0.045262+0.033179i
-0.18385-0.12186i,-0.3539-0.16322i,-0.3561-0.16179i,-0.15244-0.22347i,-0.010778-0.38151i,-0.056958-0.43341i,-0.054039-0.28836i,0.097922-0.16376i,0.20425-0.14008i,0.18498-0.12024i,0.13215-0.085966i,0.11401-0.065038i,0.10141-0.075087i,0.057663-0.080209i,0.029859-0.0598i,0.026744-0.04322i,0.012505-0.0089294i,-0.010815+0.033975i,-0.046151+0.047248i,-0.07375+0.031129i,-0.066165-0.011503i,-0.043042-0.043277i,-0.022591-0.028386i
0.22675+0.033641i,0.36415-0.001477i,0.26527-0.056352i,-0.079711-0.028926i,-0.32759+0.10283i,-0.30712+0.19861i,-0.21387+0.14704i,-0.15771+0.022379i,-0.10099-0.081585i,-0.065921-0.12275i,-0.041285-0.12614i,-0.0023993-0.14429i,0.0066124-0.16038i,0.0004999-0.12872i,0.012019-0.088033i,0.005418-0.069165i,-0.019519-0.036883i,-0.027116+0.013255i,-0.023889+0.054859i,-0.034235+0.076809i,-0.051835+0.076814i,-0.047698+0.062425i,-0.014443+0.031479i
-0.2498+0.060093i,-0.44725+0.17383i,-0.51301+0.2938i,-0.36201+0.38051i,-0.1284+0.38113i,0.036684+0.24413i,0.039208+0.043379i,-0.13131-0.043448i,-0.28984+0.0037194i,-0.30002+0.039703i,-0.22604+0.0087551i,-0.16275-0.045126i,-0.11652-0.065885i,-0.06705-0.063451i,-0.04284-0.062383i,-0.053466-0.039873i,-0.059948+0.0039026i,-0.043857+0.040358i,-0.019101+0.059236i,-0.003603+0.062945i,0.003368+0.054331i,0.011025+0.032519i,0.013887-0.0023817i
0.20652-0.16157i,0.38047-0.34457i,0.49947-0.4077i,0.50973-0.26353i,0.42505-0.10803i,0.22378-0.11524i,-0.01937-0.13342i,-0.10391-0.030566i,-0.029528+0.073772i,0.043561+0.089015i,0.054843+0.075317i,0.041828+0.076002i,0.025542+0.058654i,-0.0029144+0.013024i,-0.027191-0.019207i,-0.021261-0.019726i,0.0029268-0.00091151i,0.029056+0.018816i,0.039918+0.019608i,0.022732+0.012631i,-0.0049959+0.011687i,-0.023448+0.010379i,-0.034741+0.007957i
-0.095492+0.24169i,-0.084153+0.47061i,0.058435+0.49281i,0.24322+0.17613i,0.28089-0.14978i,0.19013-0.16175i,0.16149-0.016678i,0.18502+0.032842i,0.15344+0.019684i,0.10918+0.03024i,0.087748+0.033175i,0.062284+0.020923i,0.0324+0.010022i,-0.0048724+0.0079248i,-0.041745+0.019584i,-0.05021+0.030972i,-0.028752+0.027792i,0.00098965+0.011321i,0.02132-0.003427i,0.026905-0.0093973i,0.016187-0.0029517i,-0.00054525+0.017783i,-0.010534+0.033547i
-0.023467-0.25863i,-0.16139-0.49186i,-0.40015-0.59892i,-0.61732-0.52055i,-0.63885-0.4164i,-0.45985-0.3364i,-0.26651-0.2596i,-0.17827-0.20332i,-0.14795-0.13191i,-0.092975-0.057197i,-0.031765-0.035204i,-0.013772-0.043875i,-0.01934-0.030581i,-0.011093-0.00033637i,0.0043523+0.026113i,0.013534+0.044917i,0.01951+0.045565i,0.023148+0.021318i,0.020108-0.016392i,0.0079989-0.041919i,0.0023836-0.039075i,0.018504-0.022149i,0.035299-0.013131i
0.11528+0.24285i,0.24093+0.42493i,0.24793+0.49613i,0.056022+0.46559i,-0.14906+0.45196i,-0.17486+0.40709i,-0.10256+0.28833i,-0.0583+0.19479i,-0.021792+0.13636i,-0.00699+0.077295i,-0.022514+0.042398i,-0.024765+0.031381i,-0.0098622+0.017528i,-0.002843+0.0021616i,0.0016703+0.0018565i,0.025153+0.0079781i,0.050359-0.0058999i,0.048316-0.029989i,0.025714-0.035231i,0.0042703-0.021338i,-0.0042611-0.015619i,-0.0069255-0.028862i,-0.010809-0.039488i
-0.19463-0.1792i,-0.35493-0.27657i,-0.29656-0.2241i,0.070544-0.0072811i,0.41985+0.17489i,0.45626+0.17263i,0.32088+0.10533i,0.21923+0.073018i,0.15912+0.048773i,0.12311+0.018837i,0.10427+0.00013236i,0.085737-0.00051935i,0.05632+9.8974e-05i,0.022148-0.0037677i,0.0053907-0.010583i,0.002384-0.029802i,-0.012851-0.052287i,-0.03247-0.060118i,-0.037672-0.049096i,-0.033242-0.020942i,-0.030574+0.016695i,-0.028873+0.045123i,-0.024246+0.048521i
0.27666+0.075457i,0.54842+0.073695i,0.68926-0.023721i,0.57434-0.19681i,0.36642-0.31859i,0.20021-0.33132i,0.03669-0.29906i,-0.078626-0.22919i,-0.083597-0.13769i,-0.039252-0.07051i,-0.0050309-0.024404i,0.015166+0.0098851i,0.030139+0.030595i,0.043902+0.029862i,0.036467+0.0089378i,0.0079836-0.013227i,-0.017638-0.022464i,-0.033847-0.018274i,-0.042444-0.006574i,-0.040043+0.01065i,-0.016754+0.025571i,0.012329+0.02464i,0.019762+0.021197i
-0.29688+0.038998i,-0.56563+0.14511i,-0.7009+0.24114i,-0.60442+0.19468i,-0.45412+0.014336i,-0.35173-0.053984i,-0.23885+0.057157i,-0.11233+0.13344i,-0.035343+0.085962i,-0.04654+0.016367i,-0.076894-0.0076946i,-0.064306-0.017756i,-0.029629-0.032464i,-0.0037985-0.028397i,0.0057767-0.0050769i,-0.0019825+0.016358i,-0.01878+0.030184i,-0.029326+0.041669i,-0.028338+0.050404i,-0.019661+0.047632i,-0.0091726+0.025016i,-0.0078719-0.0059723i,-0.0091766-0.021872i
0.239-0.14489i,0.3959-0.32388i,0.33638-0.44152i,0.0249-0.36391i,-0.21672-0.16344i,-0.19819-0.034636i,-0.046485-0.013613i,0.043204-0.0344i,0.0063243-0.026105i,-0.034362+0.024105i,-0.01521+0.034969i,-0.001271-0.0020141i,-0.010222-0.025134i,-0.0056837-0.024779i,0.020129-0.021024i,0.038695-0.015028i,0.034631+0.0024446i,0.024411+0.027641i,0.026456+0.040175i,0.034473+0.026906i,0.028055-0.0033225i,0.0064904-0.016801i,-0.010016-0.0038214i
-0.16773+0.23708i,-0.25321+0.45216i,-0.18458+0.54243i,0.023883+0.44291i,0.15017+0.32413i,0.11821+0.24393i,0.040558+0.13664i,-0.020169+0.063643i,-0.0032639+0.058068i,0.071374+0.031379i,0.10089-0.017806i,0.087857-0.031691i,0.068786-0.031649i,0.037064-0.038161i,-0.0031444-0.040533i,-0.03381-0.031128i,-0.037012-0.011131i,-0.015458-0.0022269i,0.00062948-0.0097056i,-0.0033746-0.015896i,-0.013298-0.0057508i,-0.0076124+0.017762i,0.017363+0.032726i
0.078611-0.29575i,0.12165-0.54398i,0.1505-0.62841i,0.18838-0.45407i,0.24341-0.23578i,0.24447-0.12996i,0.1538-0.066237i,0.084003+0.0029156i,0.081201+0.0082398i,0.071088-0.034759i,0.043857-0.044501i,0.028618-0.028695i,0.015315-0.026922i,-0.0095996-0.03203i,-0.029512-0.017736i,-0.026661+0.0077634i,-0.0095222+0.024356i,0.0041035+0.024901i,0.0070982+0.01344i,0.0033084-4.5992e-05i,0.0013105-0.010675i,0.0045275-0.019627i,0.004089-0.031664i
0.044275+0.2969i,0.095997+0.54816i,0.10946+0.62637i,0.026572+0.41431i,-0.097169+0.12152i,-0.14512-0.040789i,-0.11553-0.099032i,-0.074212-0.12463i,-0.05406-0.11308i,-0.06759-0.063984i,-0.07577-0.010307i,-0.058948+0.0072889i,-0.046327+0.0016542i,-0.038308+0.0037548i,-0.024006+0.010308i,-0.00012811+0.013612i,0.029119+0.0034517i,0.045109-0.015336i,0.042934-0.026895i,0.023155-0.027338i,-0.0091783-0.018389i,-0.034118-0.0071293i,-0.042068-0.00036107i
-0.16455-0.25465i,-0.32223-0.43566i,-0.44313-0.41998i,-0.41555-0.14673i,-0.28307+0.10296i,-0.17985+0.19097i,-0.11477+0.21838i,-0.074063+0.19231i,-0.07122+0.13406i,-0.051218+0.091971i,-0.014429+0.041247i,-0.0068352-0.0063781i,-0.011193-0.015676i,-0.0096873-0.002819i,-0.0040344+0.0042526i,0.0038981-0.0074815i,-0.0021946-0.027053i,-0.015419-0.036545i,-0.018067-0.042393i,-0.019661-0.045057i,-0.023922-0.026026i,-0.016842+0.0061965i,-0.0039455+0.020212i
0.239+0.17198i,0.44577+0.28197i,0.56351+0.23239i,0.48616+0.0083899i,0.32714-0.13353i,0.2461-0.1457i,0.21277-0.15575i,0.14069-0.12154i,0.056243-0.041699i,0.014464+0.0048188i,0.0073197+0.012599i,0.0054337+0.015675i,0.0029351+0.020978i,0.0051714+0.023916i,0.0095495+0.020036i,0.0064375+0.01038i,0.0015353+0.0039289i,-0.0025781-0.0025863i,-0.014842-0.0074514i,-0.027335+0.0044202i,-0.020211+0.024584i,0.0027455+0.028987i,0.012186+0.017717i
-0.27727-0.078282i,-0.49372-0.15005i,-0.54526-0.15844i,-0.34047-0.092266i,-0.1159-0.052143i,-0.077341-0.047831i,-0.13331-0.024078i,-0.11181+0.0062006i,-0.014768+0.016821i,0.046979+0.0065553i,0.051087+0.00078664i,0.051669+0.011734i,0.056979+0.012465i,0.044497-0.0010568i,0.020388-0.0127i,-0.00027193-0.020112i,-0.015386-0.024131i,-0.023417-0.020492i,-0.021073-0.0074725i,-0.0062402+0.0080828i,0.012086+0.011703i,0.015849+0.0033538i,0.0078166+0.00068336i
0.27546-0.025858i,0.51161-0.028062i,0.59544-0.039417i,0.43433-0.073859i,0.23295-0.10207i,0.12538-0.064067i,0.077063+0.010124i,0.045042+0.012078i,0.0029147-0.047861i,-0.036936-0.058899i,-0.035608-0.016991i,-0.016889+0.0026442i,-0.0097363-0.00057152i,-7.6924e-05-0.0050855i,0.0045759-0.0037522i,-0.0033012+0.011595i,-0.01365+0.03165i,-0.021356+0.045682i,-0.021164+0.05491i,-0.0098303+0.054864i,0.0047579+0.037546i,0.010388+0.011989i,0.0073575-0.007567i
-0.23841+0.1286i,-0.45931+0.21489i,-0.56696+0.25832i,-0.48641+0.22566i,-0.36096+0.14622i,-0.22308+0.065286i,-0.065728-0.0053514i,0.0058842-0.043558i,-0.012397-0.014254i,-0.020513+0.018746i,-0.0087511+0.0033832i,-0.00035809-0.02071i,0.0087713-0.031926i,0.0093394-0.034944i,0.0018366-0.025083i,0.0017661-0.0048434i,0.013573+0.014609i,0.030991+0.026585i,0.04176+0.025445i,0.037271+0.0095974i,0.020787-0.0079093i,0.0020952-0.013428i,-0.0071769-0.0058544i
0.1694-0.18877i,0.32665-0.32087i,0.35162-0.3493i,0.17809-0.19989i,0.024455-0.002551i,-0.019176+0.063929i,-0.059473+0.045257i,-0.087726+0.072036i,-0.051917+0.10262i,0.0021243+0.074941i,0.023212+0.015705i,0.01314-0.029132i,-0.0044112-0.04079i,-0.011618-0.031253i,-0.0066371-0.015344i,0.0028302-0.0030775i,0.0070921+0.00055387i,0.0056919-0.0049918i,-0.0010134-0.015909i,-0.013938-0.02074i,-0.021757-0.012287i,-0.012174+0.0014131i,0.0042991+0.0046904i
-0.080847+0.2201i,-0.18519+0.38147i,-0.18911+0.41729i,-0.021478+0.25138i,0.1345+0.049534i,0.15333-0.034467i,0.13161-0.039744i,0.12169-0.032577i,0.10894-0.026219i,0.085634-0.027844i,0.052492-0.013421i,0.033424+0.018759i,0.021318+0.032919i,0.00066158+0.025251i,-0.0097719+0.009309i,-0.0017849-0.0093446i,0.011667-0.024938i,0.020703-0.034992i,0.018759-0.036885i,0.0064673-0.031995i,-0.0076322-0.023439i,-0.016311-0.013733i,-0.019768-0.0014908i
0.00035719-0.21743i,0.066539-0.40728i,0.10728-0.47657i,0.064457-0.34446i,-0.0090033-0.18992i,-0.10446-0.12181i,-0.21755-0.053309i,-0.22479+0.024104i,-0.13646+0.038079i,-0.063097+0.024131i,-0.018206+0.024472i,0.01079+0.024424i,0.027011+0.022598i,0.030936+0.021178i,0.020412+0.015802i,0.0020167-0.00069936i,-0.024533-0.022524i,-0.049106-0.031329i,-0.051828-0.025618i,-0.041187-0.012958i,-0.032203+0.0031495i,-0.02622+0.017892i,-0.015488+0.021896i
0.065556+0.18802i,0.065031+0.3915i,0.073766+0.49341i,0.11711+0.37162i,0.13634+0.21132i,0.14293+0.18054i,0.19918+0.17927i,0.21059+0.094877i,0.12707-0.0056475i,0.034545-0.043762i,-0.018879-0.034557i,-0.038506-0.016571i,-0.035974-0.012912i,-0.022124-0.012553i,-0.0038349-0.0022071i,0.005534+0.015622i,0.0090024+0.040317i,0.018849+0.05574i,0.026314+0.049668i,0.024834+0.03608i,0.0192+0.018828i,0.010612-0.00036694i,0.0010421-0.01261i
-0.10042-0.13019i,-0.15162-0.32606i,-0.2024-0.45343i,-0.26184-0.37222i,-0.26099-0.23357i,-0.17477-0.21172i,-0.10026-0.24407i,-0.073514-0.20416i,-0.057183-0.10411i,-0.036542-0.036824i,-0.019934-0.025089i,-0.0072285-0.031193i,0.0034731-0.033672i,0.01022-0.033169i,0.012323-0.034145i,0.01115-0.037226i,0.0054102-0.039169i,-0.0043142-0.033729i,-0.0095491-0.020114i,-0.0044191-0.0084469i,0.00054663+0.00095496i,-0.00052672+0.011992i,0.00080051+0.019395i
0.11177+0.069937i,0.18632+0.24657i,0.21485+0.38723i,0.16974+0.35686i,0.075103+0.27728i,-0.0041256+0.26531i,-0.027205+0.22814i,-0.028787+0.12367i,-0.026927+0.028385i,-0.020584-0.0081395i,-0.0087504-0.0076581i,-0.002074-0.010708i,-0.015285-0.019307i,-0.034594-0.019108i,-0.04704-0.0060874i,-0.049712+0.021079i,-0.036819+0.048626i,-0.01514+0.059036i,0.0023073+0.048466i,0.0078666+0.025752i,0.010987+0.0064022i,0.023675-0.0027012i,0.032604-0.0094094i
-0.10515-0.035397i,-0.20596-0.18846i,-0.25055-0.33866i,-0.16368-0.33885i,-0.0071439-0.26503i,0.097343-0.22661i,0.10907-0.15893i,0.079682-0.062729i,0.04312+0.0052103i,0.027377+0.04152i,0.040705+0.045892i,0.046144+0.032528i,0.036568+0.025999i,0.024784+0.020978i,0.014011+0.014773i,0.015609+0.0058416i,0.025106-0.015353i,0.026714-0.035027i,0.018042-0.038018i,0.0048467-0.029266i,-0.0072078-0.020175i,-0.016835-0.017585i,-0.023206-0.017996i
0.070584+0.008427i,0.19644+0.13441i,0.29522+0.26809i,0.24899+0.26843i,0.10299+0.19167i,-0.0030203+0.14349i,-0.055081+0.085812i,-0.080206+0.045963i,-0.047952+0.042205i,-3.2974e-05+0.021483i,0.0087887-0.0059127i,0.003083-0.018033i,0.0018535-0.01689i,0.0022602-0.0023007i,0.0048134+0.013094i,0.0055496+0.02299i,0.0014477+0.026158i,-0.0014925+0.015404i,-0.0048827-0.0060139i,-0.014817-0.018478i,-0.019792-0.0098256i,-0.014561+0.0023834i,-0.0099253+0.0054377i
-0.042238+0.0060427i,-0.17962-0.082728i,-0.29381-0.15523i,-0.20506-0.12521i,0.0065413-0.098079i,0.09629-0.11274i,0.093163-0.053829i,0.11161+0.012228i,0.10164+0.0032217i,0.05444-0.020568i,0.017258-0.026569i,-0.0031598-0.020715i,-0.0023722-0.008477i,0.012673-0.0075764i,0.028792-0.023817i,0.037893-0.051762i,0.031052-0.072295i,0.0077616-0.071397i,-0.020013-0.049269i,-0.02975-0.016897i,-0.021608+0.0013542i,-0.013655+0.0032963i,-0.0092274+0.005531i
0.023919+0.010024i,0.17349+0.069588i,0.30854+0.076304i,0.20477-0.0064099i,-0.036684-0.039668i,-0.1354-0.018003i,-0.13237-0.062063i,-0.15248-0.078339i,-0.13915-0.0035337i,-0.076781+0.037147i,-0.028318+0.024387i,0.0050586+0.010428i,0.020855-0.0083161i,0.0099871-0.020507i,-0.013661-0.018939i,-0.044099-0.0080584i,-0.067506+0.013948i,-0.06433+0.038477i,-0.036593+0.04846i,-0.0087344+0.038617i,0.0018546+0.024771i,0.00099797+0.022116i,0.0026496+0.02365i
-0.019832-0.039949i,-0.18852-0.07521i,-0.36678-0.041495i,-0.32755+0.046522i,-0.16499+0.045587i,-0.12925+0.010465i,-0.14246+0.087223i,-0.053003+0.14252i,0.037161+0.072142i,0.044628+0.019459i,0.035634+0.023593i,0.028829+0.019576i,0.013151+0.0052853i,0.0030466-0.006596i,-0.0032247-0.0085904i,-0.0026505+0.0032174i,0.010048+0.017841i,0.02495+0.027552i,0.031945+0.028554i,0.031997+0.02025i,0.029674+0.0092021i,0.027223-0.00033895i,0.0229-0.0051242i
0.026349+0.071048i,0.20399+0.078043i,0.38308-0.0093827i,0.33943-0.12635i,0.17033-0.089125i,0.14021+0.036379i,0.19504+0.033952i,0.12645-0.032679i,0.013633-0.018872i,-0.0092733+0.0087816i,1.9874e-05+0.0049774i,0.0046349+0.013473i,0.014955+0.019956i,0.012101+0.014326i,0.0027966+0.022744i,0.0069736+0.038551i,0.019036+0.037811i,0.028362+0.018642i,0.027287-0.0053827i,0.015594-0.018541i,0.00020173-0.018408i,-0.011128-0.015619i,-0.014836-0.014962i
-0.057093-0.085258i,-0.23324-0.066888i,-0.40577+0.046786i,-0.36849+0.182i,-0.189+0.15789i,-0.1072-0.020423i,-0.12711-0.10581i,-0.065527-0.077808i,0.01668-0.09257i,-0.00093344-0.10536i,-0.037622-0.067282i,-0.044753-0.041603i,-0.043095-0.030003i,-0.025721-0.016682i,-0.0025192-0.015733i,0.017131-0.024198i,0.029878-0.033996i,0.023674-0.036473i,0.0051164-0.0272i,-0.010638-0.011865i,-0.011628+0.0024959i,-0.0018762+0.0054363i,0.0036033-0.0020177i
0.094038+0.085667i,0.26413+0.063731i,0.4537-0.010381i,0.49572-0.076465i,0.37918-0.022828i,0.27816+0.13461i,0.24614+0.15788i,0.1463+0.05794i,0.019488+0.034276i,-0.0086609+0.0535i,0.0095404+0.032632i,0.013962+0.015587i,0.010564+0.017169i,2.1708e-05+0.023549i,-0.0010961+0.028794i,0.002269+0.016199i,-0.011297-0.0014955i,-0.022702-0.0075452i,-0.018127-0.0097197i,-0.013011-0.012645i,-0.016298-0.015891i,-0.02278-0.015302i,-0.024219-0.0093521i
-0.12341-0.069068i,-0.27262-0.055118i,-0.45927-0.022873i,-0.53799+0.0023647i,-0.42821-0.050445i,-0.28713-0.20089i,-0.2399-0.25228i,-0.17878-0.15471i,-0.069277-0.070435i,-0.015024-0.043602i,-0.0059344-0.024163i,0.0037731-0.019207i,0.0048268-0.021245i,0.0080407-0.019695i,0.0070293-0.031923i,-0.014591-0.040724i,-0.032531-0.024355i,-0.032041-0.0031325i,-0.022565+0.0045701i,-0.012557+0.0049416i,-0.0080245+0.0092079i,-0.0052621+0.021359i,-0.00010098+0.031516i
0.13734+0.038854i,0.26149+0.043464i,0.43454+0.045106i,0.52355+0.024794i,0.402+0.050104i,0.20897+0.19662i,0.11098+0.30999i,0.06849+0.26292i,0.024761+0.16621i,0.022014+0.11546i,0.042579+0.084829i,0.045655+0.059111i,0.042729+0.033483i,0.029933+0.013987i,0.0050563+0.021095i,-0.0056096+0.043172i,0.0018378+0.049068i,0.0083563+0.034697i,0.0045745+0.016358i,0.001428+0.0027257i,0.0041222-0.004567i,0.0074062-0.0066689i,0.012538-0.0065566i
-0.12584-0.0045069i,-0.22906-0.044416i,-0.3888-0.11743i,-0.49233-0.18272i,-0.39099-0.25336i,-0.18127-0.33289i,-0.042435-0.33238i,-0.0037346-0.22271i,-0.0073499-0.12057i,-0.029542-0.090356i,-0.045424-0.081647i,-0.037578-0.070674i,-0.019262-0.063432i,-0.0049624-0.060755i,0.0025832-0.059625i,0.0058108-0.052963i,0.0063709-0.044226i,0.003297-0.030372i,0.0010557-0.0074447i,0.0020649+0.011091i,0.0026958+0.017904i,0.0027688+0.015252i,-0.00034717+0.0042039i
0.11306-0.029678i,0.19922+0.040647i,0.33343+0.16523i,0.4301+0.27225i,0.36445+0.31048i,0.18247+0.27737i,0.041564+0.21082i,0.0076707+0.13584i,0.02502+0.077123i,0.030295+0.049857i,0.015309+0.036958i,-0.0068964+0.02881i,-0.029664+0.023815i,-0.047176+0.023537i,-0.044957+0.040504i,-0.018272+0.057621i,0.006754+0.052429i,0.017631+0.035878i,0.020078+0.016466i,0.016357+0.0028949i,0.014295-0.00030089i,0.016126-0.002477i,0.014595-0.0037948i
-0.076086+0.051621i,-0.14788-0.034643i,-0.25139-0.19101i,-0.33928-0.31039i,-0.33541-0.30772i,-0.22618-0.22823i,-0.10471-0.16713i,-0.047291-0.12216i,-0.031638-0.075267i,-0.012179-0.055982i,0.0061164-0.062019i,0.009337-0.057024i,0.0052899-0.030682i,0.013094-0.008381i,0.033122-0.022954i,0.034941-0.057438i,0.015761-0.06752i,0.0030233-0.050725i,-0.0012047-0.031821i,-0.0085752-0.0212i,-0.018187-0.01688i,-0.024278-0.013465i,-0.023323-0.0081478i
