-0.00029196+0.00041752i,-0.00061634+3.1379e-05i,-0.0014895+0.00047592i,-0.0017974+0.00099591i,-0.00236+0.00055966i,-0.0020115+0.00077189i,-0.00047472+0.0010144i,0.00092231+0.00053304i,0.0013241+0.00021753i,0.0013164-0.00010665i,0.00031966+6.3948e-05i,-0.00015631-4.2778e-05i,-0.00014232-0.00038594i,-0.00016692-0.0004069i,0.00016478-0.00087393i,-0.00020277-0.00098857i,-5.2963e-05-0.00075468i,0.00029861-0.00082843i,-0.00016716-0.00014424i,0.00019973-8.7683e-05i,0.00083852+0.00039293i,0.00020946+0.00084819i,-0.00045453+0.00026246i
0.1481-0.0013031i,0.21514-0.024935i,0.21458+0.023993i,0.16981+0.10469i,0.09735+0.13062i,0.016183+0.10642i,-0.0019524+0.06852i,0.010168+0.0075832i,-0.0012209-0.011657i,0.0038749+0.02306i,0.021262+0.032958i,0.0088408+0.016425i,-0.021246+0.011077i,-0.037241+0.018843i,-0.028311+0.027251i,-0.004602+0.026395i,0.021794+0.0158i,0.044292-0.0014358i,0.048249-0.018825i,0.037136-0.020636i,0.03383-0.0095509i,0.038139-0.004942i,0.031697-0.0093548i
-0.073379+0.14046i,-0.057303+0.23599i,-0.036564+0.27625i,-0.043694+0.27216i,-0.11228+0.24506i,-0.20103+0.21043i,-0.22725+0.19011i,-0.16545+0.15124i,-0.097441+0.081557i,-0.069558+0.04528i,-0.051714+0.030703i,-0.043017-0.0038647i,-0.040573-0.027769i,-0.025256-0.024684i,-0.0012434-0.022807i,0.01677-0.031659i,0.019643-0.034953i,0.018159-0.024427i,0.023905-0.013311i,0.020922-0.011612i,-0.0044689-0.0068582i,-0.027852+0.0094773i,-0.025138+0.016306i
-0.088686-0.13017i,-0.19742-0.14993i,-0.28077-0.1192i,-0.2966-0.061996i,-0.21231-0.030694i,-0.088586-0.036622i,0.013708-0.037896i,0.086109-0.012245i,0.11421-0.011945i,0.074034-0.052657i,0.012781-0.059078i,0.0012824-0.023603i,0.022114-0.0079609i,0.023075-0.014252i,0.0052356-0.0079896i,-0.00070121+0.01481i,0.0084401+0.03378i,0.015322+0.040269i,0.013052+0.038225i,0.0045319+0.033659i,-0.0045153+0.026916i,-0.00482+0.015596i,0.0008057+0.0056793i
0.14002-0.0025385i,0.19069-0.074204i,0.16909-0.10123i,0.12755-0.052033i,0.11325+0.0044406i,0.11538-0.020618i,0.073681-0.073383i,0.018616-0.056582i,0.011155-0.0083134i,0.025683+0.0027161i,0.031923-0.0052261i,0.036195-0.011579i,0.027388-0.015911i,0.0042885-0.0056205i,-0.0011491+0.020266i,0.022552+0.03607i,0.042438+0.022762i,0.037133+0.00059463i,0.018644-0.005393i,0.0073595-0.00085493i,0.0075963-0.0022198i,0.0071611-0.0078033i,0.0047395-0.0058951i
-0.077108+0.11927i,-0.018091+0.19588i,0.062128+0.16959i,0.085603+0.08342i,0.036794+0.062279i,-0.0038112+0.15245i,0.020585+0.22749i,0.032117+0.19319i,0.0024122+0.13029i,-0.0039296+0.10296i,0.0084563+0.070456i,0.0019112+0.029288i,-0.006676+0.005026i,-0.0054929-0.011033i,-0.0047669-0.022569i,-0.009369-0.021022i,-0.017652-0.0059007i,-0.019956+0.011276i,-0.013263+0.01289i,-0.011708+0.0024491i,-0.018817+0.0012889i,-0.022229+0.010207i,-0.019406+0.014065i
-0.054879-0.13553i,-0.1791-0.13482i,-0.28935-0.071238i,-0.40512+0.0017671i,-0.49315+0.054136i,-0.4259+0.077628i,-0.2228+0.058757i,-0.045596+0.0056707i,0.026943-0.026152i,0.033194-0.02416i,0.021747-0.0088131i,0.015708+0.017808i,0.026441+0.027515i,0.031164+0.0029072i,0.003561-0.014555i,-0.031896+0.0051597i,-0.035527+0.031144i,-0.015809+0.029891i,-0.0038725+0.013624i,-0.00347+0.0063683i,-0.00070174+0.0039036i,0.0026599-0.0036497i,-0.0024765-0.0082724i
0.13194+0.030317i,0.17112-0.04364i,0.08609-0.073358i,-0.0378-0.048118i,-0.11399-0.068041i,-0.18473-0.13419i,-0.26111-0.14048i,-0.2552-0.0752i,-0.16917-0.025475i,-0.084987-0.015284i,-0.031845-0.024431i,-0.01036-0.040305i,-0.011512-0.035005i,-0.0090521-0.0090175i,0.0029264+0.0081877i,0.011906+0.0072145i,0.014452-0.0056748i,0.0092247-0.018508i,-0.001351-0.02367i,-0.010039-0.022702i,-0.011953-0.01696i,-0.00071459-0.011199i,0.013901-0.01227i
-0.10467+0.067611i,-0.061851+0.10915i,0.044708-0.057287i,0.1426-0.3675i,0.19235-0.53703i,0.18525-0.43335i,0.15761-0.21445i,0.10583-0.067703i,0.028242-0.010691i,-0.020446+0.01966i,-0.032269+0.033915i,-0.033092+0.028083i,-0.025777+0.019677i,-0.0050637+0.014486i,0.019844-0.00048695i,0.026967-0.023649i,0.020104-0.024013i,0.021566-0.0049083i,0.021387+0.0012832i,0.0044767-0.0032446i,-0.012516-0.0031463i,-0.013072-0.0025401i,-0.005249-0.011361i
-0.0054466-0.14236i,-0.076516-0.19307i,-0.074579-0.16677i,-0.037725-0.10877i,-0.039703-0.040042i,0.014076+0.031218i,0.12799+0.034015i,0.17436-0.020868i,0.13485-0.044893i,0.0757-0.028279i,0.038822+0.0040427i,0.039218+0.033478i,0.053058+0.029653i,0.041713+0.0072983i,0.011536+0.00066303i,-0.0091284+0.013757i,-0.015762+0.031919i,-0.015115+0.041474i,-0.0059208+0.034325i,0.0051713+0.01375i,0.0077801-0.0023017i,0.004452+0.0016445i,0.0036557+0.015659i
0.12413+0.062262i,0.24148+0.068896i,0.29933+0.17286i,0.3464+0.38112i,0.34575+0.48574i,0.17482+0.40363i,-0.038657+0.3074i,-0.08791+0.24539i,-0.03085+0.15042i,-0.0022426+0.062866i,0.0044541+0.0046016i,0.0079994-0.033814i,-0.0018915-0.036413i,-0.016348-0.018248i,-0.021957+0.0019474i,-0.017785+0.014001i,-0.022649+0.016219i,-0.033138+0.025353i,-0.022336+0.033893i,0.0021222+0.023385i,0.017834+0.0059809i,0.024852+0.0013464i,0.028826+0.0048705i
-0.11243+0.060905i,-0.13232+0.15721i,-0.074582+0.1137i,-0.026221-0.11099i,-0.074629-0.32798i,-0.16982-0.32778i,-0.17678-0.14352i,-0.078147+0.00077947i,-0.010076+0.028715i,-0.011525+0.031537i,-0.014822+0.034711i,-0.019675+0.022804i,-0.026844+0.014701i,-0.011423+0.010012i,0.0078161-0.0043944i,0.0062434-0.024678i,-0.010971-0.039474i,-0.024542-0.041496i,-0.021542-0.027929i,-0.0054476-0.0074475i,0.0034918+0.0024071i,-0.0079028-0.0010245i,-0.021688-0.006538i
0.0070856-0.12769i,-0.1228-0.21556i,-0.32775-0.22412i,-0.56062-0.1961i,-0.66732-0.19911i,-0.51068-0.22304i,-0.2578-0.24374i,-0.11745-0.19942i,-0.058331-0.091592i,-0.01697-0.02543i,-0.0010886-0.0051265i,0.00083107+0.013021i,0.0018713+0.018413i,0.0031928+0.012046i,0.0040106+0.0053171i,-0.00068755+0.0016556i,-0.0092568-0.0057196i,-0.02552-0.021388i,-0.045087-0.031172i,-0.0494-0.023064i,-0.037672-0.0031366i,-0.022676+0.013483i,-0.013749+0.021057i
0.095197+0.076341i,0.22056+0.073746i,0.29995+0.094757i,0.40472+0.20389i,0.55167+0.26911i,0.53431+0.15714i,0.29529+0.029905i,0.057675+0.032753i,-0.03228+0.044279i,-0.047617+0.0029391i,-0.053819-0.02665i,-0.043997-0.032891i,-0.021136-0.025411i,0.002854-0.009315i,0.021451-0.0035244i,0.030437-0.013647i,0.031247-0.02139i,0.026812-0.018381i,0.0098817-0.011886i,-0.015866-0.003073i,-0.024317+0.0024322i,-0.0099011-0.0019069i,0.0054723-0.0061809i
-0.10784+0.020138i,-0.1051+0.094707i,0.08529+0.053137i,0.39478-0.16434i,0.56761-0.36164i,0.4654-0.31241i,0.26283-0.10833i,0.13973-0.016802i,0.042003-0.04867i,-0.043109-0.034085i,-0.049622+0.021544i,-0.013296+0.033751i,0.013312+0.019113i,0.031861+0.010042i,0.04455+0.0056286i,0.046921-0.0011974i,0.035466-0.011639i,0.017264-0.015053i,0.010155-0.008566i,0.01647-0.0045907i,0.02483-0.0099966i,0.026066-0.018324i,0.019988-0.02239i
0.045455-0.097096i,-0.058431-0.17393i,-0.27083-0.13132i,-0.51342+0.0065619i,-0.61362+0.11677i,-0.4777+0.14294i,-0.24461+0.084427i,-0.090621+0.0026756i,-0.014722-0.025769i,0.025643-0.028044i,0.035964-0.032002i,0.039954-0.02336i,0.032641-0.011394i,0.0034439+0.0058111i,-0.007783+0.032852i,0.012281+0.043753i,0.019378+0.02803i,-0.0024454+0.012461i,-0.019172+0.011007i,-0.0070058+0.016854i,0.019529+0.024649i,0.032137+0.025055i,0.020397+0.019278i
0.047463+0.084888i,0.1258+0.11409i,0.092636+0.1546i,-0.016994+0.33337i,-0.05932+0.52846i,-0.041561+0.4492i,-0.0661+0.21392i,-0.074026+0.11639i,-8.012e-05+0.087052i,0.029181-0.00098504i,-0.017676-0.054313i,-0.038282-0.036739i,-0.033068-0.014067i,-0.038234+0.0036874i,-0.040944+0.023639i,-0.035439+0.030065i,-0.026573+0.015707i,-0.015216-0.0097295i,-0.008513-0.020792i,-0.0086787-0.0023473i,-0.0076088+0.023638i,-0.0075576+0.034449i,-0.008417+0.031393i
-0.083696-0.033354i,-0.10484-0.035311i,0.031547-0.16617i,0.21259-0.41219i,0.25879-0.51721i,0.19448-0.37184i,0.13955-0.18378i,0.1063-0.09732i,0.068584-0.060667i,0.045673-0.023037i,0.026697+0.015233i,0.00012122+0.052464i,-0.0091633+0.06808i,-0.0057966+0.048712i,-0.020847+0.026572i,-0.036508+0.030613i,-0.021901+0.03119i,-0.0010465+0.00055257i,-0.0072194-0.036812i,-0.035989-0.041763i,-0.056272-0.011146i,-0.046072+0.011764i,-0.026163+0.0030908i
0.073067-0.066557i,0.071257-0.16301i,0.0041877-0.20642i,-0.11131-0.24091i,-0.1879-0.28062i,-0.11159-0.22139i,0.042669-0.12069i,0.084495-0.058596i,0.041146+0.023707i,0.050627+0.072672i,0.063312+0.021136i,0.013221-0.038331i,-0.031534-0.042713i,-0.034093-0.027883i,-0.024063-0.026098i,-0.019652-0.038i,-0.014194-0.043405i,-0.010904-0.036842i,-0.026583-0.029652i,-0.0533-0.01795i,-0.055193-0.0031547i,-0.028392-0.00155i,-0.0074831-0.0075433i
0.0077259+0.1099i,0.096071+0.25001i,0.17521+0.41143i,0.23452+0.54269i,0.21982+0.49788i,0.073567+0.29989i,-0.087118+0.16534i,-0.12321+0.10461i,-0.095878+0.027595i,-0.08667-0.018251i,-0.061647-0.033763i,-0.026415-0.067123i,-0.012565-0.080626i,0.0066822-0.059413i,0.04113-0.053014i,0.055229-0.071602i,0.034147-0.077098i,0.0081991-0.058399i,-0.0015405-0.038077i,-0.010206-0.022219i,-0.020358-0.0026749i,-0.011912+0.021519i,0.014931+0.029128i
-0.070582-0.047702i,-0.15088-0.026844i,-0.091695-0.0069789i,0.067459-0.04795i,0.13085-0.089528i,0.034248-0.033131i,-0.044029+0.060682i,-0.026803+0.057546i,-0.022509-0.014984i,-0.039445-0.027898i,0.0012998+0.0043703i,0.068712+0.0055511i,0.085163-0.0063986i,0.056453+0.0083537i,0.045959+0.041612i,0.076019+0.053737i,0.096064+0.029759i,0.076729-0.0036714i,0.045215-0.028233i,0.022009-0.045457i,0.0079034-0.043497i,0.0083503-0.021332i,0.014477-0.0019846i
0.065311-0.040782i,0.041174-0.186i,-0.12778-0.31793i,-0.29188-0.33874i,-0.20701-0.24739i,0.042974-0.18297i,0.16542-0.2002i,0.13316-0.14741i,0.095421-0.021771i,0.067835+0.034967i,0.013923+0.0353i,-0.028414+0.042284i,-0.047714+0.045353i,-0.060292+0.045145i,-0.058045+0.063405i,-0.034292+0.087344i,-0.0055+0.078624i,0.0084946+0.037047i,0.0095735+0.00056124i,0.0054908-0.011027i,-0.0094553-0.0037369i,-0.035633+0.0095168i,-0.053986+0.026533i
-0.035288+0.089304i,0.0015415+0.17834i,0.017461+0.19497i,-0.0029258+0.17064i,-0.00078281+0.11926i,0.0098316+0.01452i,-0.029868-0.044402i,-0.064355-0.034826i,-0.053289-0.062714i,-0.048759-0.10583i,-0.041855-0.078351i,-0.0042639-0.020463i,0.023705+0.00046479i,0.012849-0.010222i,-0.02084-0.016859i,-0.044022-9.9033e-05i,-0.031733+0.017943i,0.0024014+0.010435i,0.019569-0.013852i,0.0075303-0.026168i,-0.0057055-0.019144i,-0.0040401-0.016463i,-0.0090205-0.031188i
-0.021719-0.067817i,-0.052816-0.033882i,0.06949+0.12311i,0.26318+0.30565i,0.28469+0.39314i,0.17799+0.38262i,0.15613+0.30458i,0.20705+0.17715i,0.20737+0.069068i,0.14179+0.013176i,0.055234-0.020266i,-0.020926-0.030424i,-0.050391-0.01957i,-0.037477-0.0025555i,-0.018375+0.013438i,-0.0052717+0.022437i,0.0043822+0.024108i,0.0046774+0.020664i,-0.012711+0.0090088i,-0.037978-0.0052224i,-0.046112-0.011509i,-0.031385-0.017752i,-0.016178-0.034302i
0.087783+0.0065132i,0.17513-0.074522i,0.18059-0.14374i,0.12521-0.13378i,0.054542-0.048086i,-0.010732+0.039609i,-0.039666+0.051271i,-0.056599+0.021074i,-0.069412+0.030731i,-0.046688+0.061518i,-0.019094+0.056994i,-0.0097328+0.027174i,-0.018505-0.0092298i,-0.043679-0.036429i,-0.059237-0.050192i,-0.061445-0.057733i,-0.061217-0.053787i,-0.050314-0.056257i,-0.03813-0.075283i,-0.034695-0.07028i,-0.020879-0.022042i,0.02106+0.025327i,0.070941+0.026644i
-0.076661+0.053525i,-0.14175+0.10467i,-0.27818+0.007789i,-0.4795-0.15806i,-0.53262-0.18516i,-0.35293-0.058389i,-0.14266+0.067545i,-0.025354+0.13193i,0.024316+0.1175i,0.027481+0.040948i,0.03431-0.024977i,0.062878-0.079129i,0.05741-0.10499i,0.026979-0.068075i,0.034634-0.012117i,0.071742+0.0084845i,0.08926-0.00076128i,0.089088-0.0046086i,0.093565-0.0012086i,0.075685-0.0093667i,0.02691-0.0074793i,-0.0031185+0.022214i,0.0039687+0.042256i
0.00028797-0.086325i,-0.094263-0.13244i,-0.18815-0.10063i,-0.28344-0.077496i,-0.39452-0.1501i,-0.45239-0.20329i,-0.41746-0.1238i,-0.32295-0.0069869i,-0.21984+0.034946i,-0.15142+0.011894i,-0.10825-0.015822i,-0.065594-0.023761i,-0.031534-0.031586i,-0.025823-0.036539i,-0.027234-0.0032803i,-0.0046819+0.046013i,0.018004+0.050653i,0.0078082+0.013565i,-0.020492-0.027636i,-0.039701-0.048435i,-0.037367-0.03708i,-0.018729-0.013172i,-0.00093395-0.0055318i
0.074133+0.055207i,0.24509+0.074582i,0.43696+0.10899i,0.61874+0.18229i,0.69319+0.24258i,0.60971+0.17153i,0.45208-0.042525i,0.244-0.24411i,0.046027-0.28414i,-0.021954-0.20208i,0.0016838-0.12047i,0.027068-0.055432i,0.057034-0.011925i,0.078521-0.020632i,0.048456-0.053259i,-0.006823-0.054613i,-0.021438-0.032365i,0.01291-0.03495i,0.052149-0.068937i,0.044707-0.091722i,-0.018256-0.061058i,-0.061202+0.019277i,-0.035231+0.080123i
-0.060136-0.0024387i,-0.066589+0.077279i,0.075553+0.054719i,0.25636-0.11616i,0.24298-0.26867i,0.085357-0.19704i,0.10625+0.009234i,0.29244+0.026806i,0.33268-0.159i,0.20526-0.26827i,0.091664-0.24586i,0.040724-0.18424i,0.019577-0.11538i,0.01164-0.043597i,0.024213+0.025324i,0.057228+0.062535i,0.082072+0.065649i,0.086169+0.070139i,0.078127+0.077501i,0.054019+0.046859i,0.008181-0.025792i,-0.052093-0.067088i,-0.081622-0.03118i
0.023219-0.079107i,-0.095292-0.1622i,-0.30781-0.10543i,-0.46385+0.087256i,-0.4106+0.22075i,-0.22449+0.18682i,-0.082869+0.096123i,0.044833+0.10823i,0.20542+0.16916i,0.27435+0.14125i,0.22226+0.065892i,0.15131+0.02218i,0.08897+0.0067152i,0.010511+0.010159i,-0.071243+0.02391i,-0.13535+0.041519i,-0.17409+0.068475i,-0.18638+0.067178i,-0.17261+0.032846i,-0.10452+0.026288i,0.01596+0.035863i,0.10498+0.01248i,0.10336-0.026996i
-0.0032717+0.051055i,0.01213+0.069644i,-0.14639+0.036568i,-0.42697+0.011059i,-0.62927-0.017394i,-0.70411-0.0012553i,-0.67228+0.20497i,-0.47527+0.42643i,-0.23818+0.39227i,-0.14346+0.24199i,-0.094808+0.16359i,-0.023065+0.095787i,-0.010119+0.0085453i,-0.039154-0.045624i,-0.037418-0.058209i,-0.0097756-0.065589i,0.011697-0.084636i,0.035749-0.10526i,0.049278-0.11297i,0.026228-0.071951i,0.0010605+0.018542i,0.0010526+0.098015i,0.00042881+0.12987i
-0.071236-0.048849i,-0.10547-0.031162i,-0.032743-0.067397i,0.059619-0.12966i,0.10755-0.1727i,0.1796-0.27473i,0.19279-0.44031i,0.10883-0.45472i,0.10291-0.30613i,0.16877-0.19927i,0.1709-0.13535i,0.14417-0.046358i,0.12718+0.00041297i,0.078548-0.0087617i,0.033131-0.0015473i,0.033475+0.012544i,0.036777+0.0041676i,0.033178-0.012152i,0.041205-0.033668i,0.029515-0.043111i,-0.031529-0.012924i,-0.097495+0.032694i,-0.10648+0.035355i
0.10519-0.023795i,0.21957-0.16143i,0.34131-0.29264i,0.46026-0.36999i,0.50483-0.34371i,0.45805-0.2406i,0.37576-0.13231i,0.29586+0.040825i,0.2901+0.22558i,0.30373+0.21525i,0.18659+0.066472i,0.0043913+0.0026085i,-0.075696+0.028241i,-0.059065+0.031646i,-0.049185+0.0059166i,-0.066459+0.015801i,-0.053936+0.044186i,0.0048526+0.02497i,0.057387-0.036027i,0.046134-0.074734i,-0.0077001-0.055169i,-0.023349-0.0083686i,0.0037227+0.027785i
0.34952+9.0066i,0.78606+9.7102i,2.947+9.6753i,4.04+5.4372i,3.7861+0.9906i,2.2098-1.3671i,0.55009-0.89858i,0.31294+0.37204i,0.83033+0.7089i,1.2768+0.35409i,1.3644-0.080532i,1.3491-0.29245i,1.4192-0.41184i,1.269-0.41843i,1.0274-0.4116i,0.69924-0.45426i,0.21802-0.35698i,-0.15275-0.1601i,-0.30609-0.007173i,-0.21106+0.14859i,0.082738+0.25035i,0.31468+0.19007i,0.29159+0.058519i
-0.029652-0.06165i,-0.18108-0.02514i,-0.30203+0.14449i,-0.26353+0.33574i,-0.010759+0.33142i,0.29046+0.058736i,0.30985-0.28035i,0.118-0.4063i,0.018274-0.3485i,-0.011121-0.27202i,-0.051417-0.17789i,-0.049084-0.08537i,-0.012508-0.047491i,-7.1718e-05-0.043264i,-0.0022533-0.027929i,0.019191-0.0022283i,0.038879+0.021249i,0.040362+0.034447i,0.041092+0.0099728i,0.031458-0.020531i,0.016835+0.0045159i,0.014175+0.053229i,0.012611+0.068594i
0.06265+0.029481i,0.069799-0.030047i,-0.070013+0.017458i,-0.19133+0.18945i,-0.11344+0.30308i,0.034747+0.23877i,0.071297+0.15887i,0.053369+0.17896i,0.066872+0.16091i,0.052361+0.0303i,-0.0099309-0.096048i,-0.06034-0.15214i,-0.073417-0.14899i,-0.040442-0.10158i,0.025449-0.057536i,0.070528-0.03817i,0.061901-0.013358i,0.02573+0.027802i,0.0013207+0.064636i,0.001035+0.077066i,0.01595+0.044267i,0.018925-0.0078878i,0.018505-0.019108i
-0.071926+0.042962i,-0.052224+0.093072i,-0.023368+0.014667i,-0.079552-0.09733i,-0.19712-0.061075i,-0.22136+0.045707i,-0.075769+0.035403i,0.078318-0.055678i,0.078156-0.065346i,0.0087782-0.0087377i,-0.036027-0.0024858i,-0.080829-0.036861i,-0.11443-0.035568i,-0.10748-0.016138i,-0.087158-0.028199i,-0.08813-0.04767i,-0.09808-0.034872i,-0.099907+0.0070347i,-0.089448+0.059021i,-0.042352+0.10231i,0.034224+0.11275i,0.083355+0.084393i,0.078116+0.038958i
0.035049-0.087013i,-0.00071216-0.19567i,0.043527-0.28042i,0.13262-0.34522i,0.14232-0.3436i,0.064728-0.24623i,0.022189-0.14516i,0.028658-0.13403i,0.033487-0.1729i,0.02725-0.17332i,-0.0010963-0.13063i,-0.030984-0.085135i,-0.036425-0.044077i,-0.037166-0.010597i,-0.046956+0.014245i,-0.041457+0.04217i,-0.000693+0.067105i,0.033438+0.08108i,0.034819+0.085017i,0.042933+0.0587i,0.061854-0.0058378i,0.064417-0.059776i,0.047796-0.055537i
0.075895+0.096314i,0.20422+0.084304i,0.27107+0.026088i,0.22665-0.069083i,0.11076-0.13353i,0.049017-0.10024i,0.10896-0.065953i,0.13694-0.15118i,0.053749-0.25034i,-0.0082679-0.23501i,-0.016868-0.14831i,-0.025203-0.055712i,-0.033391+0.019249i,-0.021323+0.051543i,0.0046955+0.032569i,0.016063-0.0059737i,0.016906-0.026328i,0.018763-0.03154i,0.017818-0.020654i,0.022379-0.0068148i,0.021622-0.015069i,0.0096991-0.024997i,0.0094559-0.028247i
-0.10392+0.013999i,-0.1696+0.16322i,-0.16104+0.33828i,-0.099337+0.46921i,-0.0085766+0.49122i,0.11209+0.33589i,0.11869+0.087539i,-0.040548-0.035276i,-0.18415+0.022257i,-0.21232+0.096928i,-0.20282+0.090185i,-0.19209+0.069269i,-0.14045+0.073894i,-0.064682+0.061969i,-0.027607+0.028464i,-0.024214+0.015038i,-0.012488+0.019769i,0.0069204+0.031142i,0.037342+0.044151i,0.07301+0.031767i,0.07877-0.0014201i,0.046604-0.024872i,-0.0010538-0.029489i
0.075822-0.043847i,0.02235-0.096229i,-0.039423-0.0077043i,0.01264+0.13581i,0.15314+0.11718i,0.12077+0.0023838i,-0.10026+0.051746i,-0.16549+0.22686i,-0.0087018+0.27583i,0.11575+0.19248i,0.13208+0.14345i,0.11562+0.13101i,0.094661+0.086968i,0.060354+0.020313i,0.016405-0.014308i,-0.0090369-0.0013246i,-0.0067246+0.021889i,0.0075236+0.034203i,0.027089+0.029872i,0.046111-0.0027788i,0.053868-0.048382i,0.045724-0.068749i,0.029955-0.044894i
-0.01549+0.087605i,0.052757+0.087345i,0.03942-0.027309i,-0.044276-0.17038i,-0.08874-0.21483i,-0.049545-0.12496i,0.070306-0.004154i,0.185+0.030504i,0.19323+0.0095756i,0.14798-0.00034504i,0.1326-0.0086019i,0.12436-0.018998i,0.089893-0.013132i,0.039595+0.0058478i,0.002678+0.027566i,-0.0057885+0.040334i,0.0050313+0.040676i,0.021099+0.030466i,0.027595+0.014618i,0.011704+0.00030965i,-0.018671-0.0047458i,-0.034504-0.0017i,-0.020546-0.0031672i
-0.064557-0.087456i,-0.14216-0.10165i,-0.14147-0.14889i,-0.11551-0.18745i,-0.11237-0.11815i,-0.10045-0.055958i,-0.12035-0.1589i,-0.19307-0.28826i,-0.20639-0.28147i,-0.12689-0.20459i,-0.04829-0.14604i,-0.0073791-0.10878i,0.0060372-0.069654i,0.016563-0.018793i,0.02657+0.011766i,0.014792+0.011941i,-0.00093883+0.0013953i,-0.010286-0.0094271i,-0.020355-0.0060508i,-0.018424+0.01049i,0.003192+0.019639i,0.025502+0.0098953i,0.030153-0.0016681i
0.10746+0.0068867i,0.14819-0.082909i,0.15833-0.13585i,0.15472-0.14448i,0.13157-0.12128i,0.070765-0.07503i,-0.024425-0.008667i,-0.10866+0.088769i,-0.1209+0.15526i,-0.081157+0.12564i,-0.065973+0.06094i,-0.062159+0.041556i,-0.028266+0.035503i,0.010083+0.0027908i,0.023125-0.021895i,0.01493-0.020476i,-0.00059116-0.01179i,-0.016058-0.0036342i,-0.023373+0.0069705i,-0.022298+0.013935i,-0.024672+0.010318i,-0.028265+0.0011061i,-0.024039-0.010574i
-0.066147+0.064698i,-0.0017718+0.16095i,0.072662+0.21803i,0.11466+0.22729i,0.096159+0.15437i,0.018177+0.019893i,-0.061813-0.04238i,-0.068-0.012146i,-0.021826+0.038091i,0.0036504+0.078547i,0.0082918+0.095852i,0.012728+0.082794i,0.011076+0.052211i,-0.00064519+0.022047i,-0.0095496-0.00538i,-0.0037624-0.032809i,0.0080094-0.051101i,0.015986-0.050845i,0.016267-0.036621i,0.0079027-0.0092104i,-0.00077718+0.025264i,-0.0080511+0.045566i,-0.01515+0.045604i
-0.0004291-0.080534i,-0.070323-0.045932i,-0.071076+0.069736i,-0.025053+0.15948i,-0.029629+0.16076i,-0.057087+0.17189i,-0.0076545+0.20655i,0.079674+0.13997i,0.1072-0.00113i,0.082432-0.056196i,0.06622-0.023016i,0.051348+0.0023642i,0.025174+0.01418i,0.013971+0.027638i,0.0037868+0.020071i,-0.029166+0.00045146i,-0.060326-0.0028831i,-0.068553-0.0013834i,-0.061045-0.011963i,-0.042379-0.026457i,-0.018009-0.031081i,0.0043225-0.020817i,0.021836-0.0075963i
0.06352+0.051052i,0.076343-0.011945i,-0.014797-0.051502i,-0.11569-0.029912i,-0.094062+0.0010933i,0.027662-0.023273i,0.10719-0.10643i,0.060368-0.14576i,-0.030389-0.091945i,-0.056427-0.046949i,-0.043582-0.057765i,-0.033686-0.062815i,-0.011282-0.042612i,0.014813-0.022967i,0.024746-0.0028164i,0.025402+0.027013i,0.025899+0.05896i,0.01595+0.07894i,-0.0032581+0.083897i,-0.015414+0.066733i,-0.0096918+0.028158i,-0.0010077-0.009135i,-0.0032305-0.028818i
-0.082384+0.0085779i,-0.068518+0.055036i,-0.046647+0.0084035i,-0.062087-0.046988i,-0.060003-0.0099701i,-0.057215+0.0042171i,-0.12771-0.037166i,-0.18075-0.027077i,-0.14946+0.021765i,-0.10687+0.04227i,-0.082802+0.035378i,-0.055969+0.013613i,-0.04345-0.015836i,-0.039148-0.032423i,-0.015262-0.036957i,0.0066318-0.041938i,0.010669-0.037612i,0.022155-0.017464i,0.044787+0.0043959i,0.053625+0.0090428i,0.034833-0.0041053i,0.0051162-0.0072357i,-0.0081836+0.0083497i
0.034649-0.063594i,-0.043953-0.10521i,-0.069354-0.11405i,-0.02544-0.1588i,-0.00048959-0.18814i,-0.013196-0.092785i,-0.0019103+0.035758i,0.037853+0.07524i,0.080457+0.051144i,0.10504+0.018799i,0.092381+0.0025543i,0.058306+0.0054215i,0.026881+0.016553i,0.00025125+0.018617i,-0.025694+0.0095221i,-0.044183+0.0091203i,-0.043588+0.018878i,-0.029281+0.02062i,-0.012152+0.010932i,0.0061163-0.0036964i,0.016061-0.013189i,0.014732-0.0089608i,0.01157+0.00097679i
0.03942+0.062761i,0.12591+0.0083032i,0.13743-0.030466i,0.1072+0.018346i,0.090906+0.069692i,0.092486+0.035331i,0.077387-0.052757i,0.027368-0.10707i,-0.0078857-0.10243i,-0.0070047-0.079567i,0.0041441-0.050991i,0.010915-0.020077i,0.011186-0.00091969i,0.0057641+0.013962i,-0.0072928+0.024998i,-0.017268+0.026137i,-0.010906+0.018267i,0.0040514+0.0094517i,0.018137+0.0066665i,0.022373+0.0042381i,0.010549+0.0036299i,-0.0051391+0.0076871i,-0.0090858+0.0078435i
-0.061143+0.0012016i,-0.039219+0.13191i,0.082942+0.19892i,0.17797+0.14347i,0.15289+0.052986i,0.076604-0.0069988i,0.049244-0.023833i,0.050573-0.042245i,-0.0046589-0.067933i,-0.06229-0.036355i,-0.046297+0.013396i,-0.01524+0.025627i,-0.011871+0.023602i,-0.011046+0.016464i,-0.0045623+0.0064083i,0.0025093+0.0047022i,0.01045+0.0076334i,0.019414+0.01034i,0.028938+0.0071599i,0.029547-0.00066978i,0.019411-0.0046266i,0.0093096-0.0068964i,0.0012581-0.01179i
