-0.0014159-0.001413i,-0.00059352-0.0023187i,-0.0019463-0.0020589i,-0.0021628-0.00078168i,-0.0015109+0.0011144i,-0.00022091+0.0017408i,0.00040952+0.0011123i,0.00058912+0.00033694i,0.00062497+0.00071081i,0.00023502+0.0010798i,0.00055337+0.00058717i,0.00057872-0.00041669i,7.3296e-05-0.0010165i,-2.8975e-05-0.0012398i,0.00040909-0.00093369i,0.00051769-0.00017692i,0.00040481-0.00023499i,-0.00010651-0.00058013i,-0.00035325-0.00030338i,-0.00057584-0.00055819i,-0.00045933-0.00022689i,0.00017853+0.00054827i,0.00024958+0.00060503i
0.16669-0.15756i,0.20673-0.22891i,0.078236-0.27038i,-0.075112-0.19926i,-0.1172-0.042279i,-0.12206+0.039524i,-0.14092+0.032414i,-0.13372+0.02878i,-0.095649+0.033671i,-0.054683+0.026546i,-0.023015+0.017567i,-0.0016655+0.010234i,0.0035591+0.0071536i,-0.0010737+0.012145i,-0.0043133+0.0068385i,-0.0083278-0.01524i,-0.011847-0.026809i,-0.0068254-0.022713i,0.0025644-0.018147i,0.0097373-0.010969i,0.018246-0.0043252i,0.023395-0.0097506i,0.019738-0.016575i
0.35277+0.11183i,0.44673+0.14037i,0.32123+0.032376i,0.092421-0.042618i,-0.011753+0.059685i,0.013884+0.14882i,0.046979+0.082409i,0.041462-0.0087667i,0.016185-0.026153i,0.0080412-0.0071228i,0.010465+0.0050564i,-0.0048391+0.024214i,-0.020161+0.059802i,-0.017749+0.083961i,-0.0048028+0.085408i,0.010654+0.071568i,0.010623+0.04934i,-0.002229+0.032438i,-0.0078863+0.024417i,-0.0074745+0.016429i,-0.012549+0.011658i,-0.017996+0.016029i,-0.014565+0.017443i
0.019414+0.23893i,0.016133+0.29491i,0.082012+0.22253i,0.10695+0.07751i,0.029992-0.043341i,-0.035841-0.11336i,-0.029949-0.13679i,-0.007768-0.12691i,-0.0037777-0.1003i,-0.0068869-0.05496i,-0.0044638-0.013407i,-0.007673+0.00088456i,-0.02316-0.0028911i,-0.0401-0.016014i,-0.042656-0.025731i,-0.023211-0.025744i,0.002309-0.022495i,0.016451-0.011164i,0.0222+0.0030855i,0.018608+0.0091498i,0.010535+0.012991i,0.014763+0.016453i,0.021453+0.013173i
-0.37832+0.029547i,-0.44531-0.045284i,-0.23278-0.11629i,-0.021384-0.19335i,-0.1071-0.24756i,-0.26042-0.184i,-0.2128-0.06652i,-0.081017-0.030417i,-0.020638-0.041047i,-0.0057492-0.023417i,0.0069065-0.0097901i,0.002734-0.022122i,-0.016894-0.02598i,-0.02878-0.0069827i,-0.027821+0.014902i,-0.019801+0.027579i,-0.007416+0.021534i,0.0020513+0.0018541i,0.0014692-0.0076532i,-0.00234-0.0078896i,-0.0052251-0.0093759i,-0.0067638-0.0096409i,-0.0031663-0.0066581i
-0.248-0.28378i,-0.29891-0.40336i,-0.2849-0.38345i,-0.1888-0.29427i,-0.072137-0.23677i,-0.0093966-0.18375i,0.016136-0.10374i,0.029759-0.039305i,0.030898-0.018544i,0.012416-0.026637i,-0.0044323-0.03424i,0.0053168-0.037753i,0.034828-0.048902i,0.06667-0.060365i,0.081677-0.065739i,0.070509-0.059017i,0.047508-0.039366i,0.024606-0.014248i,0.0097576+0.0074104i,0.0056255+0.015251i,0.0012908+0.011453i,-0.0049394+0.010416i,-0.0058005+0.013491i
0.33894-0.21687i,0.45718-0.13432i,0.34821+0.035365i,0.22847+0.11745i,0.26033+0.017727i,0.2536-0.15158i,0.15229-0.17341i,0.093882-0.07303i,0.075562-0.015594i,0.030521-0.0085959i,-0.0056716+0.0058882i,-0.0021754+0.013701i,0.007308+0.002391i,0.00063865-0.0071592i,-0.013222-0.0054559i,-0.030167+0.0044276i,-0.0343+0.01996i,-0.017427+0.026146i,-0.00021231+0.01779i,0.0048539+0.007707i,0.0037504+0.0010406i,4.5895e-05-0.00029852i,-0.0039104+0.0041598i
0.53634+0.15745i,0.74534+0.23581i,0.81151+0.20792i,0.72794+0.15183i,0.57946+0.12761i,0.43977+0.088622i,0.2842+0.026237i,0.14998-0.0056608i,0.084811-0.00079997i,0.067378+0.00060281i,0.057774-0.00024722i,0.046775+0.014839i,0.038445+0.042482i,0.033753+0.067878i,0.039241+0.076082i,0.047923+0.061767i,0.040549+0.041515i,0.019156+0.029125i,0.0022382+0.022589i,-0.0015692+0.016525i,-0.00069561+0.0089397i,-0.0022724+0.004555i,-0.0057568+0.00027075i
-0.16327+0.37938i,-0.2702+0.30146i,-0.22473+0.069141i,-0.094476-0.023944i,0.031674+0.04583i,0.12245+0.09846i,0.1038+0.082874i,0.026303+0.074764i,-0.0012593+0.068207i,0.009915+0.037418i,0.018107+0.0091312i,0.017668-0.0022986i,0.012417-0.0031582i,0.0017067+0.0013558i,-0.015483+0.00065177i,-0.030427-0.013471i,-0.036867-0.022419i,-0.033249-0.00995i,-0.01857+0.0064438i,-0.0052743+0.0079225i,-0.0011674+0.0043391i,0.0010592+0.0032843i,0.0059359-0.00044786i
-0.69865+0.12399i,-0.97435+0.22369i,-0.9583+0.36281i,-0.76507+0.42326i,-0.58596+0.38171i,-0.44473+0.32335i,-0.26923+0.26472i,-0.12369+0.17643i,-0.060433+0.10799i,-0.025718+0.080587i,0.001212+0.058742i,0.0046142+0.037834i,-0.0048555+0.027479i,-0.015256+0.022896i,-0.016623+0.024019i,-0.001482+0.026637i,0.0086461+0.015918i,0.0019724-0.00028672i,-0.0075473-0.0022823i,-0.0067806+0.0033958i,0.0021534+0.0050199i,0.012371+0.0033434i,0.020277-0.0036902i
-0.08042-0.48335i,0.016256-0.45621i,0.08659-0.12864i,0.017201+0.12907i,-0.14306+0.19965i,-0.21057+0.21724i,-0.14794+0.15466i,-0.093842+0.048602i,-0.081029+0.0036705i,-0.061954+0.0042016i,-0.04601+0.0090545i,-0.029735+0.01639i,-0.0090789+0.017568i,0.0033484+0.0059491i,0.0071206-0.019037i,0.0036761-0.043378i,-0.0065845-0.051378i,-0.021147-0.041603i,-0.027114-0.022921i,-0.019164-0.011073i,-0.010986-0.011365i,-0.0081496-0.011086i,-0.0036967-0.0015158i
0.69643-0.48667i,0.93363-0.7196i,0.70826-0.83232i,0.29047-0.73983i,0.091678-0.53997i,0.045176-0.38933i,-0.01291-0.29356i,-0.055712-0.20298i,-0.060462-0.12389i,-0.061885-0.064324i,-0.055624-0.019244i,-0.038803+0.0040177i,-0.022612+0.011345i,-0.0083535+0.011932i,0.001615+0.016442i,8.2032e-05+0.033034i,-0.0013388+0.045768i,0.0041296+0.036633i,0.0041754+0.017275i,-0.0055445+0.0090008i,-0.01681+0.013449i,-0.019076+0.024056i,-0.0085154+0.031678i
0.46615+0.42103i,0.40382+0.44947i,0.17419+0.13443i,0.046551-0.21739i,0.080045-0.3645i,0.087594-0.40133i,0.011732-0.32498i,-0.015993-0.19305i,0.0021728-0.11594i,0.011553-0.079868i,0.018776-0.059465i,0.01263-0.049289i,-0.0057854-0.033298i,-0.0083818-0.018503i,0.0096528-0.016147i,0.032805-0.025174i,0.045567-0.034207i,0.043397-0.037099i,0.034064-0.033188i,0.024319-0.022797i,0.015201-0.0086655i,0.0096579+0.0032964i,0.0063985+0.009468i
-0.43675+0.83229i,-0.51943+1.0363i,-0.21492+0.85732i,0.16899+0.4178i,0.2397+0.050092i,0.14629-0.045344i,0.12116-0.01283i,0.12691-0.0034836i,0.098219-0.016725i,0.061395-0.025159i,0.041461-0.029804i,0.027852-0.031804i,0.01079-0.021092i,-0.0055724+0.0028427i,-0.01881+0.017946i,-0.031726+0.015659i,-0.039599+0.0089301i,-0.032892+0.011587i,-0.018926+0.016062i,-0.010761+0.0071057i,-0.01094-0.0057771i,-0.013642-0.010462i,-0.014385-0.0081444i
-0.843-0.10935i,-0.88961-0.066665i,-0.49402+0.071619i,-0.068734+0.17024i,0.097747+0.2296i,0.12069+0.26149i,0.15338+0.18353i,0.14507+0.068057i,0.095494+0.021006i,0.060975+0.015063i,0.04768+0.020863i,0.050621+0.026147i,0.049247+0.014843i,0.035599+0.0030915i,0.028629+0.0039539i,0.034717+0.0090545i,0.040536+0.015584i,0.035093+0.025455i,0.028068+0.035501i,0.02631+0.034392i,0.018938+0.018419i,0.0047305+0.0042013i,-0.0066883+0.0022556i
0.036237-0.97943i,0.025689-1.1331i,-0.039829-0.71277i,-0.023039-0.11012i,0.089715+0.20669i,0.14748+0.19618i,0.10131+0.098721i,0.043786+0.057337i,0.030902+0.043011i,0.031806+0.026394i,0.025417+0.031647i,0.025529+0.041099i,0.018491+0.03043i,0.0014834+0.019998i,-0.0067234+0.0077545i,-0.015625-0.011307i,-0.030865-0.020881i,-0.040349-0.017967i,-0.037164-0.013423i,-0.020715-0.014325i,-0.0032992-0.016071i,0.004521-0.010723i,0.0050766-0.0044244i
0.93505-0.42453i,1.0402-0.68907i,0.64957-0.70324i,0.21117-0.40867i,0.029605-0.15674i,-0.028676-0.10813i,-0.058145-0.07243i,-0.032645-0.014624i,0.003347+0.0067048i,0.020219+0.014722i,0.022916+0.017988i,0.012553+0.018444i,0.010018+0.015998i,0.01851+0.0057095i,0.02427+0.00015411i,0.020648+0.0048802i,0.0039193+0.016071i,-0.019722+0.02465i,-0.032601+0.026094i,-0.028376+0.023193i,-0.01474+0.018511i,0.00071775+0.017793i,0.010169+0.014654i
0.38596+0.86057i,0.40724+0.93479i,0.21575+0.52684i,-0.046575+0.11384i,-0.18934+0.0039848i,-0.1816+0.019316i,-0.11608+0.035774i,-0.064757+0.047815i,-0.035825+0.05183i,-0.016557+0.045393i,-0.019114+0.023657i,-0.033612+0.0073387i,-0.031631+0.0013715i,-0.028551-0.0068655i,-0.024344-0.011295i,-0.0062994-0.020547i,0.0068138-0.037747i,0.011678-0.045549i,0.017212-0.03932i,0.023331-0.024806i,0.025075-0.008492i,0.016834+0.0013897i,0.0049602+0.004886i
-0.59638+0.86628i,-0.45551+1.2659i,0.025758+1.1882i,0.27058+0.66538i,0.14888+0.23131i,0.054648+0.10424i,0.076666+0.07466i,0.07386+0.049166i,0.041874+0.043336i,0.0088947+0.044784i,-0.014283+0.049452i,-0.011168+0.052902i,0.0086319+0.050048i,0.021817+0.042853i,0.026229+0.033494i,0.032256+0.017267i,0.026985-0.01186i,0.0030592-0.038432i,-0.018783-0.034671i,-0.02346-0.01168i,-0.02246-0.0021729i,-0.031502-0.0033454i,-0.037003+0.00036438i
-0.61508-0.61506i,-0.56891-0.67463i,-0.14525-0.44822i,0.20896-0.2297i,0.22811-0.14689i,0.12846-0.094852i,0.056148-0.075338i,-0.0085126-0.073718i,-0.045378-0.052213i,-0.045739-0.024976i,-0.022248-0.0094034i,0.0056245-0.0077126i,0.01469-0.0061932i,0.011133-0.0050163i,0.0048902-0.0098376i,0.0013381-0.012306i,0.006365-0.0060436i,0.012409+0.0087019i,0.010862+0.025662i,0.0015262+0.037351i,-0.010299+0.041737i,-0.013034+0.031707i,-0.0078443+0.010179i
0.15719-0.91018i,-0.22286-1.1473i,-0.64391-0.88261i,-0.55062-0.36779i,-0.12421-0.078344i,0.088446-0.048028i,0.039355-0.024172i,-0.029816+0.022305i,-0.045101+0.041785i,-0.030356+0.03406i,-0.012208+0.011297i,-0.018101-0.0027529i,-0.034357+0.016388i,-0.02849+0.046588i,-0.0091371+0.051871i,0.0041516+0.043967i,0.018633+0.032389i,0.031951+0.005194i,0.024314-0.024246i,0.0031218-0.033718i,-0.003709-0.029853i,0.0046929-0.027142i,0.0092132-0.02414i
0.69363+0.31089i,0.70179+0.37312i,0.33995+0.40334i,0.033778+0.39455i,0.0089444+0.24611i,0.053081+0.057576i,0.054657-0.017541i,0.052252-0.024759i,0.04423-0.028253i,0.035478-0.025222i,0.029417-0.020286i,0.019779-0.0092903i,0.013061+0.00011811i,0.0091294-0.0070372i,0.0064521-0.027585i,-0.00060128-0.046324i,-0.018682-0.04756i,-0.035418-0.032634i,-0.032546-0.025931i,-0.019523-0.040317i,-0.017183-0.04882i,-0.013745-0.032414i,0.00086211-0.013274i
0.055323+0.65648i,0.41996+0.64887i,0.71512+0.2996i,0.50014+0.034584i,0.043844+0.10865i,-0.13261+0.22761i,-0.06827+0.14282i,-0.028123+0.0044138i,-0.044415-0.036507i,-0.050033-0.011328i,-0.034887+0.017517i,-0.0090784+0.021716i,-0.0026105-0.0028101i,-0.022961-0.023349i,-0.024858-0.012891i,-0.0026682+0.0080163i,0.014833+0.022734i,0.028817+0.031384i,0.041756+0.026615i,0.047036+0.013981i,0.042226+0.0032561i,0.030077-0.0021616i,0.016197-0.0032825i
-0.53905-0.045253i,-0.52974-0.019661i,-0.26408-0.044162i,-0.046208-0.088339i,0.033489+0.051539i,0.13438+0.22834i,0.19488+0.18513i,0.12334+0.067488i,0.04766+0.037292i,0.03222+0.039698i,0.023427+0.041419i,0.01191+0.038842i,0.0056369+0.025173i,0.013688+0.020367i,0.043699+0.013139i,0.075365-0.013372i,0.080146-0.042668i,0.058751-0.051252i,0.040701-0.025225i,0.043862+0.013271i,0.050649+0.029763i,0.042846+0.026441i,0.03037+0.020867i
0.047842-0.49746i,-0.06941-0.43833i,-0.18046-0.12346i,-0.10187+0.013864i,0.038609-0.15038i,0.059591-0.27212i,0.040666-0.17861i,0.061066-0.059235i,0.05666-0.039477i,0.002645-0.046881i,-0.040848-0.026781i,-0.044537+0.0046787i,-0.016984+0.02125i,0.01571+0.018301i,0.024556+0.02144i,0.010058+0.033408i,-0.010529+0.037377i,-0.030793+0.041622i,-0.041036+0.050329i,-0.03331+0.050488i,-0.014217+0.043619i,0.0061681+0.036538i,0.021075+0.023591i
0.31944+0.062118i,0.17698+0.077655i,-0.056323+0.14016i,-0.1084+0.19215i,-0.17377+0.12128i,-0.33466+0.10439i,-0.30081+0.20674i,-0.11093+0.18805i,-0.023549+0.08274i,-0.018403+0.055542i,-0.01055+0.049237i,-0.008844+0.020423i,-0.0096148-0.0019482i,-0.01363-0.014928i,-0.011289-0.016486i,0.0081322-0.009638i,0.024471-0.001976i,0.026878+0.0088737i,0.015012+0.014933i,-0.0059913+0.013438i,-0.026142+0.012929i,-0.03545+0.020381i,-0.02851+0.027943i
-0.050164+0.57758i,0.091927+0.74698i,0.32135+0.5868i,0.40131+0.30421i,0.30103+0.21096i,0.21559+0.24759i,0.16751+0.19208i,0.093128+0.086257i,0.05296+0.033479i,0.056506-0.015208i,0.034049-0.061344i,-0.004338-0.058062i,-0.022167-0.017435i,-0.022031+0.029444i,-0.020425+0.050567i,-0.020043+0.03661i,-0.019476+0.0073161i,-0.022424-0.018536i,-0.027407-0.031942i,-0.032455-0.031573i,-0.035185-0.020776i,-0.040264-0.0081922i,-0.041618+0.0029306i
-0.25601-0.30576i,-0.18362-0.5293i,-0.00058161-0.63901i,0.060316-0.48547i,0.073797-0.21685i,0.092369-0.11683i,-0.0074475-0.13788i,-0.11211-0.084583i,-0.11433-0.0098989i,-0.10358+0.026309i,-0.086851+0.051046i,-0.031121+0.050248i,0.023145+0.022137i,0.050056-0.0061602i,0.068006-0.017267i,0.081327-0.014417i,0.066887-0.011677i,0.023125-0.0090547i,-0.0099025+0.006671i,-0.0087561+0.025604i,-0.0016819+0.027277i,-0.0076235+0.017088i,-0.017142+0.0093066i
-0.1255-0.48065i,-0.56527-0.5654i,-0.89453-0.18389i,-0.66299+0.3126i,-0.20124+0.41027i,-0.011114+0.25835i,-0.016188+0.16524i,-0.024962+0.084963i,-0.037342+0.031927i,-0.013463+0.040572i,0.035969+0.028294i,0.036267-0.00089535i,-0.003838-0.0078654i,-0.053843-0.003156i,-0.09079+0.008001i,-0.090443+0.020259i,-0.058055+0.018748i,-0.018878+0.0073683i,0.0066694-0.010747i,0.015551-0.026644i,0.023097-0.027348i,0.034381-0.025132i,0.034497-0.028377i
0.39528+0.34933i,0.67621+0.54067i,0.75446+0.6681i,0.57156+0.56148i,0.22674+0.26449i,-0.042176+0.062323i,-0.094904-0.003454i,-0.068331-0.037111i,-0.072844-0.05062i,-0.090078-0.055924i,-0.095737-0.046711i,-0.067561+0.0041779i,-0.0031121+0.056158i,0.055241+0.059455i,0.079583+0.041952i,0.078662+0.038192i,0.060213+0.029133i,0.030193+0.0044734i,-0.0039567-0.013095i,-0.03248-0.015468i,-0.044409-0.018412i,-0.041848-0.022532i,-0.027117-0.021555i
0.060588+0.077877i,0.4013-0.20795i,0.46714-0.70552i,-0.035959-0.79078i,-0.54962-0.34614i,-0.57655+0.030357i,-0.34759+0.10116i,-0.13948+0.091121i,-0.030823+0.090296i,-0.0015961+0.087492i,0.023588+0.061475i,0.043664+0.013411i,0.041978-0.025986i,0.031406-0.067771i,0.016036-0.10315i,0.0038673-0.10485i,0.00016368-0.07727i,-0.00034923-0.04105i,0.0046589-0.015013i,0.0076451+0.0029557i,-0.002668+0.024311i,-0.0062549+0.043053i,0.0058229+0.042319i
-0.31865-0.18963i,-0.65324-0.0057031i,-0.82048+0.29391i,-0.6951+0.44502i,-0.4367+0.37763i,-0.25268+0.25948i,-0.11832+0.17859i,-0.0037786+0.093235i,0.046352+0.013258i,0.048563-0.036531i,0.023158-0.066194i,-0.027904-0.048735i,-0.062099+0.02021i,-0.039429+0.086974i,0.017869+0.11841i,0.058144+0.11348i,0.061894+0.078097i,0.043172+0.034399i,0.021826+0.0065752i,0.018248-0.0062065i,0.033424-0.022729i,0.041663-0.039172i,0.03384-0.030853i
0.38311+0.063248i,0.49986+0.3261i,0.70331+0.68901i,0.85959+0.63876i,0.70075+0.23795i,0.36393+0.019916i,0.16959+0.00078474i,0.10232-0.043876i,0.03725-0.11247i,-0.027885-0.12553i,-0.047981-0.067433i,-0.026157-0.0069544i,-0.002019+0.012547i,0.022696+0.0083227i,0.045213-0.014252i,0.040922-0.036682i,0.019402-0.032212i,0.011996-0.0032205i,0.026064+0.01654i,0.0349+0.0011619i,0.019963-0.021687i,-0.0010628-0.019055i,-0.002999-0.0070575i
0.13827+0.24913i,0.20332-0.021997i,0.091213-0.36749i,-0.062413-0.4918i,-0.12649-0.46444i,-0.15145-0.44208i,-0.18587-0.35564i,-0.18026-0.21478i,-0.13875-0.11767i,-0.10855-0.054556i,-0.070603-0.0087783i,-0.041092-0.0070542i,-0.057175-0.01462i,-0.079774+0.0074326i,-0.077824+0.041077i,-0.072069+0.057945i,-0.066112+0.047267i,-0.05208+0.024157i,-0.035574+0.013169i,-0.021512+0.021237i,-0.0096588+0.041471i,0.0083754+0.054158i,0.02884+0.040945i
-0.53547+0.18136i,-0.65076+0.34383i,-0.71674+0.2964i,-0.71266+0.075049i,-0.61544-0.1411i,-0.47768-0.22777i,-0.33073-0.19568i,-0.20899-0.12166i,-0.13402-0.057639i,-0.067507-0.016269i,-0.015384+0.0046563i,0.00077375+0.023906i,0.012159+0.053386i,0.042746+0.067996i,0.079378+0.058902i,0.10581+0.031897i,0.093414-0.002851i,0.034277-0.0090563i,-0.010088+0.021624i,-0.0086053+0.045237i,-0.00016284+0.048785i,-0.0052337+0.053514i,-0.0088393+0.061027i
-0.051468-0.44265i,-0.064612-0.30805i,0.038359-0.13409i,0.13875-0.12532i,0.18375-0.19826i,0.17347-0.19579i,0.10442-0.14003i,0.0086951-0.087266i,-0.071743-0.044533i,-0.099774-0.012997i,-0.062219+0.0093418i,-0.0028183+0.014256i,0.017155+0.0014947i,-0.0043506+0.00014233i,-0.02319+0.02063i,-0.023363+0.029278i,-0.01941+0.011025i,-0.020632-0.0097631i,-0.026112-0.017825i,-0.029039-0.020256i,-0.026941-0.02232i,-0.025501-0.01245i,-0.021888+0.018923i
0.35266-0.19946i,0.09043-0.33254i,-0.12467-0.12514i,0.021028+0.2139i,0.31802+0.2812i,0.42463+0.1688i,0.34693+0.10654i,0.26054+0.063584i,0.23951+8.3058e-05i,0.22098-0.068256i,0.13262-0.10898i,0.019633-0.088778i,-0.038473-0.039378i,-0.039457-0.0055674i,-0.010994+0.017502i,0.02213+0.038643i,0.03779+0.038481i,0.018401+0.012119i,-0.015681-0.015869i,-0.024514-0.02832i,-0.022709-0.03057i,-0.036057-0.02267i,-0.044575-0.0087569i
-0.0033511+0.45978i,0.0011451+0.29214i,-0.16012+0.068297i,-0.33844+0.01444i,-0.3555+0.0030147i,-0.28484-0.07595i,-0.24242-0.070884i,-0.18739+0.0302i,-0.10653+0.079344i,-0.054792+0.053205i,-0.028503+0.021067i,-0.014492+0.013408i,-0.0044538+0.0095507i,0.0023479-0.018784i,-0.019715-0.05537i,-0.062393-0.074318i,-0.087248-0.075061i,-0.076599-0.060642i,-0.047705-0.038143i,-0.025813-0.015278i,-0.0093054+0.0068149i,0.010326+0.018759i,0.015587+0.020358i
-0.39257+0.030517i,-0.27495+0.067483i,-0.29804+0.056965i,-0.4714+0.15449i,-0.46478+0.35355i,-0.27536+0.37481i,-0.09263+0.1775i,0.028534-0.0051826i,0.091872-0.07472i,0.11089-0.085216i,0.094732-0.093622i,0.050508-0.099451i,0.00051128-0.079761i,-0.01535-0.041556i,0.015574-0.0015595i,0.066639+0.020164i,0.093481+0.00068632i,0.069197-0.043929i,0.032432-0.062302i,0.02346-0.043252i,0.017061-0.022592i,-0.0065424-0.01435i,-0.022668-0.0092765i
0.19317-0.52698i,0.3118-0.43703i,0.57314-0.20494i,0.80768-0.058868i,0.84473-0.05486i,0.70032-0.12597i,0.44772-0.22091i,0.1839-0.27644i,-0.02941-0.25947i,-0.14962-0.15532i,-0.13421-0.01894i,-0.061498+0.043443i,-0.034117+0.044127i,-0.022352+0.047585i,0.014479+0.039581i,0.045111-0.0017515i,0.039006-0.053549i,0.0022503-0.065403i,-0.026406-0.027771i,-0.036028+0.0021376i,-0.05012+0.002676i,-0.062846+0.0062076i,-0.064921+0.022873i
0.36201+0.065819i,0.19012-0.080688i,-0.0014855-0.15328i,-0.019387-0.074918i,0.038658+0.091319i,0.090696+0.24032i,0.17644+0.24917i,0.22781+0.12247i,0.23475+0.013047i,0.26517-0.056238i,0.2388-0.12109i,0.12545-0.11902i,0.045887-0.063089i,0.05343-0.016442i,0.097098+0.033743i,0.12475+0.089675i,0.12964+0.10401i,0.11731+0.050942i,0.090517-0.008255i,0.07308-0.015193i,0.060067-0.0082622i,0.028389-0.016871i,-0.004751-0.026456i
0.041973+0.58102i,0.11378+0.65432i,0.023508+0.44559i,-0.24606-0.011097i,-0.43897-0.3871i,-0.43703-0.44149i,-0.35811-0.24764i,-0.30638-0.022888i,-0.27263+0.098025i,-0.21614+0.13163i,-0.11532+0.12777i,-0.026719+0.10153i,0.0088432+0.083559i,0.028179+0.079479i,0.042198+0.058423i,0.036348+0.01569i,0.020458-0.025736i,0.01368-0.044218i,0.010017-0.032994i,-0.0099397-0.015288i,-0.031826-0.0078131i,-0.032077-0.0039398i,-0.021122+0.0035429i
-0.21951-0.22098i,-0.030219-0.32503i,0.057086-0.46745i,-0.18965-0.43613i,-0.51993-0.059903i,-0.56813+0.34243i,-0.32764+0.35341i,-0.082697+0.094046i,0.022837-0.047796i,0.09168+0.022988i,0.16924+0.095767i,0.14807+0.036244i,0.026565-0.036169i,-0.032157-0.0024002i,-0.005315+0.082801i,0.021682+0.14008i,0.039609+0.13754i,0.041643+0.08657i,0.034117+0.042545i,0.044408+0.017453i,0.046092-0.010005i,0.014056-0.027399i,-0.03042-0.02883i
0.004376-0.17972i,-0.25389-0.15136i,-0.3993-0.025506i,-0.17317+0.066473i,0.20957+0.049664i,0.41456-0.068751i,0.33124-0.21352i,0.14027-0.25902i,0.028616-0.2183i,-0.026939-0.13853i,-0.043272-0.018494i,-0.0029614+0.042367i,0.017537+0.024078i,-0.0028682+0.02419i,-0.017682+0.042029i,-0.018853+0.024838i,-0.0096443-0.025635i,0.0074776-0.057264i,0.013354-0.045283i,-0.0072744-0.014812i,-0.033416+0.013177i,-0.026012+0.027326i,-0.0020302+0.018126i
-0.03097+0.24783i,-0.067325+0.28665i,-0.16171+0.24997i,-0.24085+0.22814i,-0.17852+0.25256i,-0.049001+0.22926i,-0.0010114+0.11702i,-0.030402-0.0031717i,-0.035345-0.034696i,-0.0040067+0.0096201i,0.012601+0.070205i,0.02147+0.073939i,0.028444+0.013125i,0.033439-0.010762i,0.048105+0.038074i,0.0612+0.079183i,0.056695+0.058497i,0.017338+0.011234i,-0.036078+0.0059047i,-0.040151+0.03019i,-0.013446+0.014905i,-0.01792-0.021528i,-0.034645-0.031568i
0.15416+0.038409i,0.048847-0.14587i,-0.15446-0.3281i,-0.44047-0.44744i,-0.54518-0.45747i,-0.40028-0.42701i,-0.25126-0.34551i,-0.14433-0.14949i,0.0040593+0.012871i,0.052634+0.042508i,0.0060443+0.076061i,0.03637+0.11144i,0.09673+0.069067i,0.070995+0.03402i,0.015779+0.03004i,0.0051493-0.00059832i,0.029059-0.043853i,0.036837-0.071192i,-0.016765-0.062446i,-0.079943-0.0019022i,-0.082491+0.053588i,-0.048001+0.056102i,-0.019988+0.027594i
0.75011+5.7748i,2.5066+4.8737i,5.8114+4.9967i,7.1725+2.9706i,6.2523+0.24708i,3.3485-1.7315i,0.31865-1.297i,-0.5854+0.2124i,0.31057+0.84664i,1.3146+0.25707i,1.0572-0.66309i,-0.083952-0.87293i,-1.0695-0.48868i,-1.5884+0.16078i,-1.3977+0.78156i,-0.62106+0.9794i,0.090132+0.75067i,0.32856+0.34677i,0.17548+0.090113i,-0.015451+0.17618i,-0.0044037+0.36394i,0.05896+0.40294i,0.068924+0.32717i
-0.06256+0.20006i,-0.15979+0.10136i,-0.22392-0.1388i,-0.13123-0.30237i,0.028419-0.4478i,0.013915-0.61788i,-0.193-0.65586i,-0.38191-0.49354i,-0.42303-0.2324i,-0.29706-0.02522i,-0.10206+0.028067i,0.0024826-0.019135i,0.026892-0.047152i,0.038601-0.077504i,0.022228-0.12708i,-0.0092046-0.1204i,-0.033801-0.027963i,-0.027295+0.091378i,0.014438+0.11745i,0.019481+0.036307i,-0.018313-0.035986i,-0.034418-0.051264i,-0.015041-0.029086i
-0.33601-0.35566i,-0.32412-0.11707i,-0.35839+0.0026271i,-0.5209-0.054812i,-0.53195-0.24908i,-0.42276-0.51309i,-0.406-0.5482i,-0.32515-0.30416i,-0.12309-0.11168i,0.0090106-0.066565i,0.026628-0.04976i,0.00045772-0.02463i,-0.024579-0.01162i,-0.046359-0.01193i,-0.068105+0.0046453i,-0.083787+0.05129i,-0.07889+0.11901i,-0.040216+0.15035i,0.010814+0.10367i,0.052853+0.03917i,0.075828-0.0020377i,0.058333-0.030892i,0.010766-0.039992i
0.23957-0.57779i,0.17898-0.73021i,0.062292-0.61589i,-0.071628-0.28588i,-0.14889+0.071181i,-0.091536+0.24923i,0.039329+0.22981i,0.14252+0.18557i,0.21424+0.15806i,0.21639+0.069468i,0.11178-0.021778i,0.016398-0.031525i,-0.0058604-0.036001i,-0.040107-0.088789i,-0.10699-0.1281i,-0.13699-0.11222i,-0.10285-0.049832i,-0.043004+0.013691i,0.0039073+0.019348i,0.014978-0.012452i,0.0030529-0.012686i,0.0075408+0.012243i,0.01609+0.015897i
0.34519+0.46774i,0.26735+0.32087i,0.12604+0.23421i,0.25547+0.21734i,0.49507+0.024422i,0.44877-0.22104i,0.21717-0.24952i,0.070167-0.14887i,-0.028224-0.094067i,-0.11631-0.066601i,-0.13929-0.019864i,-0.11059+0.026615i,-0.080044+0.064413i,-0.075882+0.095934i,-0.097023+0.11266i,-0.097276+0.12528i,-0.056086+0.12097i,-0.015903+0.079953i,-0.005886+0.03062i,-0.016019+0.019574i,-0.019691+0.03709i,-0.0078867+0.034901i,0.0076142+0.014531i
