-0.0023814+0.00099187i,-0.00059252-0.00060574i,-0.0016505-0.00010777i,-0.0027679+0.0015512i,-0.0025374+0.0029717i,-0.0025246+0.0027111i,-0.0019363+0.0016289i,-0.00068449+0.0018822i,0.0003323+0.0018285i,0.00042149+0.0011047i,0.00054377+0.00060309i,0.00086138-6.4879e-05i,0.0005701-0.00014885i,0.00024675-0.00056809i,3.8349e-05-0.00060502i,-0.00019142+0.00013313i,-0.00051716+0.0003091i,-0.00081243+0.00030274i,-0.00061005+0.00090555i,0.0001478+0.00050695i,0.00044674-0.00040205i,-5.6208e-05-0.00052316i,7.634e-05-0.00021454i
-0.00013039-0.0046406i,0.0014216-0.0045366i,-0.0002791-0.0032335i,-0.0029089-0.0017311i,-0.0034172-0.0007157i,-0.00088169-8.3794e-06i,0.000633-0.00053524i,-0.00057935-0.0012413i,-0.0014789-0.00046602i,-0.0011032+0.0010108i,-0.00032085+0.0012739i,0.0009142+0.00096404i,0.0015057+0.00019722i,0.00077062-0.0011173i,-0.0011608-0.0012996i,-0.0020235-0.0010168i,-0.0013653-0.00070911i,-0.0009272-0.00019391i,-0.001321+6.0977e-05i,-0.0015114-0.00074668i,-0.00082691-0.0017692i,-0.00019508-0.0015658i,-0.00029347-0.00053548i
0.00095119-5.2545e-05i,0.0010211+0.00028908i,0.000291+0.0016691i,-0.00063051+0.001673i,-0.0011379+0.0013821i,-0.00089422+0.0014313i,-0.0014248+0.00053677i,-0.0025959-1.2878e-05i,-0.0021598-0.00024298i,-0.0003867+0.00024296i,0.00061113+0.00048866i,0.0012061+8.321e-06i,0.0010875-0.0007461i,-0.00011191-0.0016919i,-0.00054202-0.003017i,-0.00036687-0.0028486i,0.00061818-0.0014819i,0.00089485-0.0011994i,0.00030974-0.001752i,0.00020011-0.0010058i,0.00018658-0.00020977i,0.00024251+3.9219e-05i,-0.00021191-0.00046841i
0.00044195+0.0030746i,-0.0012088+0.0028064i,6.201e-05+0.0027634i,0.0022186+0.0005892i,0.002013-0.0017072i,0.0001684-0.0019848i,-0.0003092-0.00095242i,-0.000395-9.5827e-05i,-0.00042015+0.0008707i,8.3463e-05+0.0013112i,0.00036813+0.00057037i,6.1268e-05+4.4875e-05i,-0.00044341-2.1645e-05i,-0.00073417+0.00045184i,-5.9646e-06+0.001494i,0.00028437+0.0016727i,-0.00010466+0.00090538i,-0.00087619+7.437e-05i,-0.00081081-0.00063268i,0.00073823-0.00042118i,0.0014542+0.00051187i,0.00096655+0.00038985i,0.00057884-0.00086552i
-0.0015832-0.000469i,-0.0022736-0.0017699i,-0.0025536-0.002276i,-0.0019212-4.4954e-05i,-0.0016926+0.00081964i,-0.0011813-0.0004521i,-0.0012675-0.0016439i,-0.0021524-0.0016852i,-0.0025333+4.841e-05i,-0.0014029+0.0012851i,-3.7754e-05+0.0011743i,0.001542+0.00083702i,0.0022868+0.00088906i,0.0011743+0.0014929i,0.00042401+0.0018164i,0.0003403+0.0013477i,0.00047304+0.00070734i,0.00030546-0.00017569i,-0.00039413-0.00077764i,-0.00039387-0.00055665i,0.00020301-0.00045449i,-8.2761e-05-0.00019338i,-0.00088631+1.7533e-05i
0.0036114+0.00038203i,0.0061392-0.0011453i,0.0067527-0.0020883i,0.0042284-0.0013362i,0.001487-0.00089231i,0.0006472-0.00073306i,0.0010143-0.00033319i,0.00098976-0.0003367i,-0.00029163-0.00024581i,-0.00044168+0.00036145i,0.00057508+0.00088192i,0.0011017+0.0012311i,0.00074234+0.0012157i,-0.00050009+0.00099814i,-0.0017097-0.00017749i,-0.0017996-0.0010953i,-0.0015048-0.0011987i,-0.00086209-0.0018014i,-0.00075284-0.001872i,-0.00092056-0.0012939i,-0.0007621-0.00037602i,-0.00074947+0.00045917i,-0.00018282+0.00065444i
0.0020064-0.0013162i,0.00066464+0.00054769i,-0.0014928+0.0005402i,-0.0031006-0.00023634i,-0.0032735-0.00041425i,-0.0027481+0.00057589i,-0.0019959+0.00035647i,-0.0017169-0.0012939i,-0.0022394-0.0014861i,-0.0010495-1.6456e-05i,0.00019089+0.0007391i,0.00011005+0.0010162i,0.00063249+0.00090269i,0.00060721-0.00065722i,-0.00024558-0.0015976i,-0.00051586-0.0014041i,-0.00030917-0.0010594i,-0.0013532-0.00095913i,-0.0017952-0.00013688i,-0.00063522+0.00087776i,-0.00010191+0.0013843i,-0.00052753+0.00047517i,-0.0005797-0.00059403i
-0.0018286+0.0011576i,-0.0028676+0.00085244i,-0.0013269-0.0014161i,0.00087499-0.0030317i,0.00096233-0.0031678i,0.00041786-0.0028747i,0.00061417-0.0020785i,3.7677e-06-0.00073279i,-0.00066538+0.00057033i,-0.0005786+0.00077361i,-0.00049868+0.00054308i,0.00062938+0.00020579i,0.0014268-0.00034789i,0.0008274-0.00031831i,9.2012e-05+0.00080562i,0.00059277+0.0015864i,0.0013409+0.00050106i,0.00069922-0.00060232i,-0.00057362+9.3051e-05i,-0.00086343+0.00073558i,-0.00065721+0.00048126i,-0.00066205+0.00034376i,-0.00032055-0.00042188i
-0.0015374-0.0019079i,-0.00083745-0.0025372i,0.0014082-0.0014162i,0.0022572+0.0011685i,0.0015788+0.0018336i,0.0015926+0.0011016i,0.0012084+0.00048336i,0.00038774-0.00062895i,-0.00032398-0.00060497i,-0.00098663+0.00050325i,7.4619e-05+0.00038208i,0.0021155-0.00033298i,0.0022791+0.00045033i,0.00066885+0.00071034i,-0.0012552+0.0002339i,-0.0016863+0.00014444i,-0.0014046+0.00043746i,-0.0013107-0.00015689i,-0.00047314-0.0010196i,0.0001476-0.00068519i,0.00018414+4.7711e-05i,-1.0542e-05+0.00046077i,0.00022041+0.00036947i
0.0023597-0.0030317i,0.0028486-0.0019466i,0.0014227-0.00022829i,-0.002092+0.00070713i,-0.0042073+0.00095681i,-0.0023138+0.001184i,-0.00068677-0.00013231i,-0.00083251-0.001115i,-0.0011495-0.00024506i,-0.00049672+0.0012197i,0.00034716+0.0025589i,0.0013329+0.0026393i,0.00065758+0.0021879i,-0.00056185+0.0018948i,-0.00053571+0.0012583i,-0.0010451+0.00012834i,-0.0010385-0.00041979i,-0.0010305+3.1304e-05i,-0.0005993+0.00039836i,-1.9722e-05+0.00034563i,-3.9628e-05-0.00044484i,0.00012325-0.0013441i,0.00060113-0.00067331i
-0.0015231+0.002704i,-0.0030338+0.0042941i,-0.0051559+0.003801i,-0.0044965+0.0017575i,-0.0020874+0.00091905i,-0.00017273+0.00032043i,0.00037182-0.00030695i,-0.00037871+0.00054429i,-0.00085711+0.0011798i,-0.00093925+0.00095038i,-0.0004218+0.0011878i,0.00042807+0.0015588i,0.00088721+0.0012865i,0.00095645+0.00042331i,0.00084906-2.7514e-05i,0.00047288+0.00030466i,5.6174e-05+4.0486e-07i,-0.00060633-0.00054123i,-0.00091602-0.00071512i,-0.00044942-0.00041228i,-5.247e-05-0.00064155i,-8.1911e-05-0.00093609i,-0.00086004-0.00071016i
-0.0026588-0.0016848i,-0.0035665-0.0039424i,-0.0029622-0.0061576i,-0.0019175-0.005522i,-0.0026485-0.0032734i,-0.0029817-0.0019676i,-0.0025629-0.00153i,-0.0018458-0.00097085i,-0.00092524-0.00016488i,-0.00047083+0.00091325i,-0.00042617+0.0011226i,7.5137e-05+0.00034954i,0.0014062-0.0010545i,0.0015001-0.0019379i,8.9592e-05-0.0015312i,-0.00012883-0.00064764i,0.00062696-0.00049017i,-8.5345e-06-0.0012501i,-0.0014415-0.0011295i,-0.001261-0.00069282i,5.125e-05-0.0011768i,0.0006092-0.0013159i,0.00017221-0.00044383i
0.00021272-0.0021901i,0.0026809-0.0030929i,0.0043056-0.0033109i,0.003987-0.0017287i,0.0025109-1.6965e-05i,0.0018608+0.00050607i,0.0016124+0.00015879i,0.00030154-0.0010547i,-0.00031094-0.0012512i,7.17e-05-2.3006e-05i,0.00082217-2.6356e-05i,0.0016003+0.00010099i,0.0017629+0.00017275i,0.0016383-7.9351e-05i,0.00059354-0.00034505i,5.2452e-05-0.00027662i,-0.00011559-0.0001785i,-0.00060297-0.001661i,-0.00050855-0.0021718i,-0.00095444-0.0014473i,-0.0014928-0.00068147i,-0.0015848-0.00032476i,-0.00087595+0.00030938i
0.00076042+0.0026158i,0.0018345+0.0047756i,0.0007383+0.0075692i,-0.0010431+0.0062043i,-0.00087108+0.003721i,-0.00028596+0.0010421i,-0.00024606-0.00076918i,-0.00056198-0.00089405i,-0.00032922+8.2954e-05i,0.00062786+0.0016885i,0.0010629+0.0014447i,0.00096646+0.00058638i,0.0005495+0.00092422i,0.00046744+0.00056706i,0.00044567+9.8341e-06i,0.00031686-0.00050759i,0.00029828-0.00076998i,2.9899e-05-0.00028437i,-1.277e-05+0.00037593i,0.00042307-6.2589e-05i,0.0011268-0.00085534i,0.0011509-0.00093028i,0.0010134-0.0010845i
0.00042812+0.0019688i,-0.0017067+0.0030461i,-0.0039226+0.0007688i,-0.0045491-0.0015954i,-0.0037523-0.0013393i,-0.0016124-0.0005279i,-0.00036308-0.00042092i,-0.00056598-0.00055585i,-0.0010611-0.00053754i,-0.00085453+0.00012904i,-0.00012752+0.00084663i,8.9074e-05+0.001209i,0.00034649+0.001213i,-0.00019535+0.00088373i,-0.00057823+0.00078075i,-1.0555e-05-0.00051464i,6.0828e-05-0.0015824i,-0.00026755-0.0014849i,-0.00042631-0.00047941i,-0.00050592+0.00043423i,-5.3353e-05-0.00035883i,-0.00026865-0.0011303i,-4.3362e-05-0.00083568i
-0.0047074-0.00037103i,-0.0052964-0.003654i,-0.0033399-0.0057771i,0.00032005-0.0052559i,0.00064486-0.0029363i,0.00011232-0.00064923i,-0.00018515-0.00021459i,-0.0017781-0.0006021i,-0.0026534-0.00037631i,-0.0016216-0.00016037i,1.7358e-05-0.00059043i,0.0012537-0.0012278i,0.0016998-0.0013246i,0.0011855-0.00058003i,0.00011882+0.00044154i,-0.000801+0.00073887i,-0.0014478+0.00011749i,-0.0018885+3.0393e-05i,-0.0019844+0.00029953i,-0.0017097+0.00078546i,-0.00076572+0.00020939i,0.00021221-0.00038865i,0.00072766-0.00028089i
-0.00032285-0.00493i,0.0019388-0.0061539i,0.0017038-0.0034929i,0.00089534+0.00060958i,0.00033601+0.0016207i,0.00062315+0.00017588i,0.00071077-0.00089806i,-0.0005017-0.00092635i,-0.00051827-0.00018045i,0.00040981+0.00020786i,0.0014152+0.00022353i,0.0028244+0.00066193i,0.0034492-0.00025446i,0.002178-0.0015821i,0.0012572-0.0016866i,0.00062473-0.0011934i,0.00029428-0.00010144i,0.00065617+0.00077119i,0.0008684+0.00037957i,0.00091718+0.00019838i,0.00049746+0.00048293i,-0.00050715+0.00063893i,-0.0011123+0.00090361i
0.00034534+0.0025725i,0.0011216+0.0072362i,-0.00032037+0.010796i,-0.0011841+0.0096247i,-0.00024851+0.0061569i,0.00084772+0.0023358i,0.00051178+0.00011344i,-0.00083058+3.4897e-05i,-0.0017831+0.00082215i,-0.0017259+0.0020012i,-0.00013824+0.0025705i,0.0012823+0.0023013i,0.0014123+0.0012188i,0.00081122+8.9947e-05i,0.00012852-0.00027375i,-0.00038701+0.00020939i,-0.00088699+0.00025788i,-0.00063751+0.0001574i,-0.00036515+0.00023764i,-0.00056811-0.00034163i,-0.0013406-0.00047314i,-0.0026444-0.00016189i,-0.0025056-0.00061279i
-0.00033073+0.0029084i,-0.0046529+0.0030306i,-0.0061629-0.00031638i,-0.0044745-0.0030626i,-0.0027931-0.0021531i,-0.0018264-0.00022212i,-0.00057357-0.00044935i,-0.00030737-0.00087294i,-0.0010572+7.7296e-05i,-0.0013699+0.00061866i,-0.0015182+0.0010491i,-0.0015825+0.0012452i,-0.00060706+0.0012612i,-0.00056008+0.0021536i,-0.0012197+0.0022488i,-0.0011551+0.0014671i,-0.00080396+0.00042029i,-0.00096412-0.0009257i,-0.0017102-0.0014933i,-0.0014833-0.0012357i,-0.0011978-0.00013058i,-0.0015655+8.2563e-05i,-0.0021793-0.0011306i
-0.0053994-0.0039258i,-0.004708-0.0075789i,-0.0027817-0.0095801i,-0.0018736-0.0060665i,-0.0030283-0.00090946i,-0.0022837+0.00068388i,-0.0011451+0.00054561i,-0.0018561-0.00056601i,-0.0022144-0.00043371i,-0.00073926+0.00083975i,0.00077173+0.00078429i,0.0011324-0.00016397i,0.0014399-0.0003827i,0.00011993-0.0008021i,-0.0014117-0.0016266i,-0.0011063-0.001771i,-0.00045078-0.0016359i,-0.00076439-0.0021717i,-0.0016659-0.0016154i,-0.00098616-0.00081562i,0.00010105-0.00078908i,7.1888e-05-0.0007948i,3.972e-06-9.6161e-05i
0.0063121-0.0028316i,0.011029-0.0030492i,0.013781-0.00084614i,0.010212+0.0004623i,0.0046345-0.0005901i,0.00090738-0.00094407i,0.00025914-0.0011112i,9.7562e-05-0.0011301i,-7.3712e-05-0.0004282i,0.00058061+0.00035907i,0.0013552+0.00061886i,0.0020756+0.00026951i,0.0021021-0.00066764i,0.0017722-0.0014677i,3.0767e-05-0.00077357i,-0.00068211-9.8933e-05i,-0.0002167-0.00091346i,-0.00065888-0.0012203i,-0.00049988-0.0007873i,-0.00040577-0.00068086i,-0.00055636-0.00062642i,-0.00047165-0.0006327i,-0.00018336-0.00079032i
0.0050133+0.0047062i,0.0042516+0.0099796i,-6.9557e-05+0.0111i,-0.0024452+0.0048919i,-0.00093695-0.00068961i,-0.0003269-0.0014531i,-0.00018361-0.0014198i,-0.00011552-0.0022624i,-0.001142-0.001502i,-0.0020778+6.1838e-05i,-0.0011325+0.00075022i,0.00051973+0.00092911i,0.001685+0.00061163i,0.0019168+0.00011763i,0.0015303+0.00069514i,0.0010742+0.0012061i,0.00032035+0.00076507i,-0.00053925+0.00028427i,0.00037775+0.00075772i,0.00094598+0.00114i,-0.0002124+0.0011435i,-0.0012094+0.00023732i,-0.0018059-8.2402e-05i
-0.0057306+0.00011012i,-0.013767-0.00058846i,-0.016218-0.0056168i,-0.012269-0.0063483i,-0.0070593-0.002667i,-0.0032107-0.0004026i,-0.0015777-0.00023511i,-0.0015072-0.0010987i,-0.0017145-0.0010038i,-0.0021955-0.00047204i,-0.0021649+0.00076842i,-0.00092479+0.001001i,-0.00025875+0.00056057i,-0.00055238+0.00017352i,-0.0014605-0.0010293i,-0.002194-0.0015575i,-0.002447-0.0017975i,-0.001888-0.0019035i,-0.00073968-0.00099066i,-0.00018958-0.00052815i,7.622e-05-0.00088686i,0.00020296-0.0015878i,0.0010746-0.0011894i
-0.0014767-0.0089385i,0.0007609-0.016435i,0.0029808-0.016525i,0.0015449-0.0094457i,-0.00068782-0.0027511i,-0.00097962-0.00046377i,-0.00031425-0.0010948i,-0.00056714-0.0014255i,-0.0013084-0.0006909i,-0.00046474+0.00055883i,0.0010478+0.00075153i,0.0016032-0.00016579i,0.00053461-0.00059437i,-0.00066108-0.00069182i,-0.0016959-0.00055057i,-0.0016379-0.00056262i,-2.2474e-05-0.0012525i,0.00035605-0.0018687i,-0.0010043-0.0022799i,-0.0012849-0.0023082i,-0.00084978-0.0013671i,-0.00074736-0.00093741i,-0.00049025-0.00089969i
0.0073076+0.00083212i,0.015873+0.0045055i,0.017287+0.0086693i,0.011632+0.0064302i,0.0059566+0.0018117i,0.0016002+0.00047927i,-0.00035281+0.0003206i,-0.0010297-7.1155e-05i,-0.0014531+8.6513e-05i,-0.0010211+0.001259i,0.00063126+0.0019502i,0.0020682+0.0018434i,0.0019695+0.0010343i,0.0012128-0.00042174i,0.0011258-0.0007917i,0.0022298-0.00098784i,0.0024263-0.0009668i,0.00058017-0.00057089i,-0.00038723-0.00061155i,-0.00029222+0.00021896i,-0.00034266+0.00072403i,-0.00021789+0.0010384i,-8.4071e-05+0.0019656i
-0.00095113+0.009078i,-0.0056092+0.015177i,-0.0085283+0.016769i,-0.0054786+0.0093882i,-0.0014672+0.0021824i,2.4852e-05-0.00032126i,0.00045222+8.034e-05i,-0.00045719+0.00048885i,-0.0016466-0.00014592i,-0.0016061+0.00040897i,-0.00042758+0.0018282i,0.0010265+0.0019975i,0.0023882+0.0015691i,0.0025444+0.00037454i,0.0014206-0.00044919i,0.00017408+0.0002016i,-0.00047158+0.00022166i,-0.00058763-0.00061854i,-0.00018588-0.00034227i,0.0003233-0.00011997i,0.00041975-0.00087292i,-7.1492e-05-0.0011267i,-6.2144e-05-0.0010932i
-0.0073591-0.0010214i,-0.01409-0.0067676i,-0.014603-0.0097199i,-0.0091592-0.0048342i,-0.004407+0.00040169i,-0.0013551+0.00079871i,-0.00019908-0.00018672i,-0.0011929-0.00019435i,-0.0023644+0.00072418i,-0.0012817+0.0012252i,-0.00026716-0.00030514i,-0.000642-0.00046972i,-0.0005476+0.0016091i,-0.00053596+0.0019071i,-0.00067302+0.00083803i,-0.00099454+0.0010331i,-0.0011127+0.0005769i,-0.0015798-0.00017661i,-0.0018153+3.9199e-05i,-0.0013984+0.00045644i,-0.0011902+0.00016798i,-0.0014666-0.00090613i,-0.001451-0.0011226i
0.0019646-0.0094345i,0.0074041-0.015054i,0.01177-0.014552i,0.0075035-0.0073209i,0.00123-0.0013227i,0.00010717+0.00082311i,0.00073955+0.00013148i,-0.00021235-0.0011689i,-0.0010139-9.0002e-05i,-0.00027921+0.0012552i,0.00060852+0.0014711i,0.00059939+0.0010137i,-8.0534e-05-0.00015238i,-0.00084968-0.0010809i,-0.0008331-0.0009736i,0.00015797-0.00066646i,0.00077702-0.00089996i,0.00017207-0.0010499i,-0.00099981-0.00038516i,-0.0012747+0.0010051i,-0.00017464+0.0016948i,0.00095913+0.0010234i,0.00072068+0.0010884i
0.010681+0.0039109i,0.015177+0.0104i,0.01305+0.013905i,0.0053465+0.0068548i,-0.00065285-0.0016624i,-0.0024648-0.0020494i,-0.0013562-8.921e-05i,-0.0014512+0.00030884i,-0.0021678+0.00062181i,-0.0020051+0.0010807i,-0.0011302+0.0016836i,0.00018053+0.0013724i,0.0016015+0.00021795i,0.0011809-0.00032603i,-0.00016366-0.00040302i,-0.00024403+0.0003007i,0.00054349+0.00057005i,0.00064659-0.0004388i,0.00066374-0.0014849i,0.00045198-0.0011126i,-8.7279e-05-0.00027536i,-0.00029139-0.00034273i,-0.00033755-0.00068032i
0.0011038+0.010796i,-0.0062595+0.014326i,-0.0096917+0.0077073i,-0.005691-0.0010988i,-0.0023676-0.0040442i,-0.0033747-0.0038454i,-0.0017901-0.002819i,0.00018147-0.0024684i,-0.00073699-0.0014178i,-0.0015671-0.00021391i,-0.00076452+3.7924e-05i,0.00062346+0.0016703i,0.0022517+0.0026948i,0.0029868+0.00092295i,0.0024176+0.00087834i,0.0020353+0.0026875i,0.00133+0.0024018i,1.4047e-05+0.0001123i,-0.00073353-0.0013239i,-0.0017467-0.00086246i,-0.0021276-0.001256i,-0.0018076-0.0020409i,-0.0016993-0.0012653i
-0.01797+0.0052564i,-0.022063-0.0031864i,-0.01366-0.00099042i,-7.3846e-05+0.0044266i,0.0070042+0.005838i,0.007053+0.00087003i,0.002285-0.0015432i,-0.00021033-0.00011322i,6.3323e-05+0.0015284i,0.002308+0.0015209i,0.0036015-0.0014215i,0.001516-0.0035528i,-0.0011621-0.0028437i,-0.0020904-0.0014735i,-0.0021842-0.0014675i,-0.0020496-0.0019186i,-0.0013508-0.0019975i,-0.00078455-0.0011554i,-0.0011047+0.00023939i,-0.0014777+0.00072421i,-0.0010675+0.00049606i,-0.00014303+0.00010637i,0.00070892+0.00052449i
0.0090855-0.0042543i,0.019416-0.0082113i,0.024786-0.004564i,0.016464+4.6912e-06i,0.0060183-0.00093719i,0.0026065-0.0017385i,0.001366-0.0014759i,-0.00072529-0.0017416i,-0.00092071-0.00013431i,0.00066993+0.0018505i,0.0019787+0.0015211i,0.002144+0.0003939i,0.00096285+0.00037452i,-0.0013573+0.00070788i,-0.0029623+0.00087044i,-0.0021975-0.0001304i,-0.00084937-0.00097854i,0.00018249-0.0014165i,0.00070233-0.0014506i,0.00043387-0.00096152i,0.00026056-0.00047759i,0.00048041-0.0002602i,0.00036782-0.00049713i
0.010786+0.0071738i,0.012198+0.020257i,0.0052616+0.024386i,-0.0026928+0.013824i,-0.0051082+0.0052848i,-0.0037977+0.0027887i,-0.00058087+0.00052418i,0.0005397-0.00053811i,-0.00078079-0.00065836i,-0.0011528-0.00014416i,-0.00067531+0.00097869i,0.00034762+0.0013419i,0.0016891+0.00025213i,0.0021349-0.0013566i,0.00095575-0.00044309i,0.00012375+0.00095803i,0.00024953+0.00068211i,1.385e-05+0.00021136i,-0.00086304+0.00014051i,-0.0015997+0.0001274i,-0.00105-0.00016618i,0.00023105+0.00047851i,-0.0002066+0.0012899i
-0.010873+0.008822i,-0.024412+0.0089702i,-0.026739+0.0012645i,-0.0143-0.0043664i,-0.0041384-0.0032831i,-0.0019275-0.0013664i,-0.0016782-0.0010835i,-0.0024561-0.0017237i,-0.0024425-0.0015318i,-0.0017913-0.0012034i,-0.0012887-0.00081756i,0.00052311+0.0012304i,0.0022536+0.002248i,0.0021358+0.00067642i,0.00049557-0.00039597i,-0.00094654+0.00041295i,-0.00072591+0.0013234i,0.00011082+0.00012173i,0.00040253-0.00065734i,0.00072201+0.00030059i,0.00085856+0.00050908i,0.0003416-0.00061171i,9.0588e-05-0.00096455i
-0.0073593-0.010431i,-0.0054276-0.023295i,0.0023073-0.024295i,0.006795-0.01187i,0.0049297-0.0032807i,0.0028638-0.0026859i,0.0020698-0.0021189i,-4.7158e-05-0.0008552i,-0.001699+0.00019248i,-0.00076368+0.00099904i,0.0010675+0.0005659i,0.0012245+0.00017951i,-0.00013745+0.00050501i,-0.0012149+0.001468i,-0.0016438+0.0023685i,-0.0018661+0.001571i,-0.0017399+0.00016417i,-0.0013024-0.00058943i,-0.000892-0.00034265i,-0.00074691-0.00059171i,-0.0004428-0.001185i,-0.00019632-0.0011065i,-0.00018833-0.00092932i
0.014155-0.0038672i,0.028892-0.0013557i,0.030035+0.005526i,0.014124+0.0078554i,0.00050732+0.0059734i,-0.0021393+0.0032088i,-0.00088099-6.8891e-05i,-0.0001289-0.00081873i,-0.00018191+0.0018468i,-0.00052255+0.0037003i,4.7195e-05+0.0026967i,0.0012017+0.00073793i,0.00087792-0.00060284i,-0.00018249-0.00039934i,-0.00031937-0.00049057i,0.00056812-0.00075367i,0.0005551-0.00079924i,-0.00082498-0.00096396i,-0.0012856-0.0008738i,-0.00056919-0.00017661i,-0.00017032+0.00023861i,0.00028677-9.4953e-05i,0.00054392+0.00066589i
0.0039952+0.015192i,-0.0011945+0.029052i,-0.0096667+0.029944i,-0.011131+0.013427i,-0.0068695+0.0016205i,-0.0034993+0.00023164i,-0.0020317-0.00012866i,-0.0025734-0.0019117i,-0.0027493-0.0016284i,-0.0017893+0.00042861i,-0.00011285+0.00073i,0.0024754+0.00012406i,0.0028105-0.0009382i,0.00063141-0.0025051i,-0.0012693-0.0027976i,-0.0013519-0.0022598i,-0.00016237-0.0018742i,0.00015813-0.0016575i,-0.00024016-0.0013635i,-0.00036025-0.00036708i,-0.0005392+0.0002104i,-0.00096749-0.001018i,-0.00032997-0.0011959i
-0.019177+0.0023388i,-0.032022-0.0032087i,-0.03077-0.011731i,-0.014959-0.011507i,-0.0028179-0.0049527i,-8.6623e-05-0.0023483i,-0.0010062-0.00077102i,-0.0022216+0.00055403i,-0.0021483+0.000612i,-0.00074242+0.00047903i,0.00062292+0.00025272i,0.0013315+0.00080753i,0.0017496+0.0018167i,0.0010282+0.0005641i,-0.00073489-0.00040448i,-0.0014713+0.00031451i,-0.00080889+9.8606e-05i,-0.00070986-0.00034825i,-0.0014104+9.6565e-05i,-0.0013437+0.0010568i,-0.00089133+0.0020867i,-0.00099861+0.0022504i,-0.0015538+0.0014363i
0.0003317-0.017045i,0.0090106-0.030591i,0.021088-0.028707i,0.019477-0.013289i,0.0081249-0.0031237i,0.0015305-0.0025667i,-0.00033841-0.0028308i,-0.00067761-0.0015008i,-5.9473e-05-0.00010527i,0.00036099+0.00052783i,0.00035007+0.0010842i,-0.0002665+0.0014707i,-0.00024724+0.0014851i,0.00053927+0.0018419i,0.00081381+0.0012033i,0.00042715+7.1094e-05i,-0.0004251-3.2855e-05i,-0.00022713+0.00023575i,-0.00031609+0.00021936i,-0.0010312+0.00032583i,-0.00065519+0.00013798i,3.4552e-05-0.00042103i,0.00064658-0.00016417i
0.019433+0.0010959i,0.033008+0.010523i,0.028804+0.019985i,0.011431+0.017238i,0.0022384+0.0076172i,0.0016718+0.003159i,0.0012886+0.00065877i,-0.0002738-0.0017894i,-0.0018936-0.0019377i,-0.0019398+0.00016861i,-0.0011957+0.0017626i,1.7105e-05+0.0013801i,-0.00043603+0.00011332i,-0.0014068-0.00097128i,-0.00057641-0.00087657i,0.00069394-0.001465i,0.00093785-0.0023049i,-0.00010028-0.0020559i,-0.00076208-0.00084096i,-0.00073285-0.00029336i,-0.00032461-0.00067273i,-0.000525-0.00094243i,-0.0010374-0.00076265i
-0.0083113+0.022022i,-0.019702+0.034778i,-0.029406+0.031497i,-0.024162+0.013011i,-0.010782+0.00082925i,-0.0025231-0.0005689i,0.00021357+0.00012354i,3.5816e-05+0.00033227i,-0.0016423+0.0015296i,-0.0020404+0.0024456i,-0.00050147+0.0015902i,0.0018823+1.804e-05i,0.0027219-0.00116i,0.0010988-0.0017774i,-0.00020224-0.00085804i,0.00017948+0.0002263i,0.001144+0.00068825i,0.00063906+0.00047527i,-0.00059526+0.00020862i,-0.00073087+0.001475i,0.00028185+0.0018068i,0.0014437+0.0012486i,0.00062935+0.0014586i
-0.022201-0.0037398i,-0.035333-0.018629i,-0.029427-0.027554i,-0.010019-0.020795i,-0.00047135-0.0086614i,-0.00039075-0.0025276i,-0.0016275-0.00048586i,-0.0013921+0.00024498i,-4.1037e-06+0.001741i,0.0018356+0.0030549i,0.0031771+0.0030934i,0.0028426+0.0023959i,0.0025701+0.00054583i,0.0026387-0.00078165i,0.00164-0.0010307i,0.00036658-0.00054815i,-4.2662e-05-0.00027083i,-0.00030396-0.00084499i,-0.00061478-0.0010088i,-0.00035889-0.00024883i,-0.00028771+0.00010967i,-0.00064289-0.0010724i,-0.00056957-0.0016187i
0.010613-0.02148i,0.027997-0.03506i,0.037385-0.028643i,0.027579-0.0083433i,0.011794+0.0021289i,0.0037147+0.0011754i,0.00054408-0.0019766i,-0.0020278-0.0020786i,-0.0029184-0.00077593i,-0.0014014+0.00080781i,-8.3621e-06+0.0018889i,0.00039369+0.001562i,-0.0001205+0.0013672i,-0.00055906+0.00080135i,0.00054141-1.4233e-06i,0.0001831-0.00046824i,-0.00091128-0.00012779i,-0.0014777-0.00018898i,-0.0013414-0.00046787i,-0.0015458-8.4856e-05i,-0.001924+0.00039458i,-0.0021377+0.00055939i,-0.0038043-0.00013306i
0.021203+0.018445i,0.033031+0.038424i,0.026338+0.047158i,0.0079607+0.03238i,-0.0011137+0.012415i,-0.00056711+0.0025206i,0.00076669-0.00055324i,-0.00069348-0.00092168i,-0.0023516-0.00014855i,-0.0022827-0.00015884i,-0.0012553-0.0009284i,-8.6266e-05-0.0020214i,-0.00038973-0.001812i,-0.0012217-0.00082135i,-0.00050281+0.00042408i,0.0006759+0.001277i,0.0011109+0.00023889i,0.0010379-0.00028181i,0.00040894+0.00075256i,0.00024994+0.0011456i,0.0015897-0.00027889i,0.0027198-0.0012623i,0.002341-0.00057073i
