-0.0026545+0.00037581i,-0.0021076-0.00067214i,-0.002728-0.00089494i,-0.0032763-0.00024087i,-0.0026271+0.00011717i,-0.0011973+0.00089839i,-0.00035317+0.0016162i,0.00018378+0.0012149i,0.00093868+0.00022405i,0.0009788-0.00020818i,0.00035458-0.0007116i,0.00029285-0.00052016i,0.00047072-2.3536e-05i,-2.7791e-05-0.00021235i,-0.00027632-0.00064011i,-0.00036323-0.00013569i,-6.4174e-05+1.4853e-05i,0.00076504+7.6008e-05i,0.001002+0.0004979i,0.00075057+0.00030109i,0.00058946+0.00053158i,9.9584e-05+0.00067434i,-0.00069544+0.00054549i
0.00069555+0.001207i,0.00074452-9.0709e-05i,0.0002088-0.00036764i,0.00059563-0.00090006i,0.00058988-0.0011296i,-0.00058617-0.00050751i,-0.00062828-0.00010405i,0.00022219-9.257e-05i,0.00042824+0.00054536i,0.00024466+0.00094858i,0.00024406+0.00092093i,0.00085446+0.00045048i,0.0015149+0.00070167i,0.0013195+0.00099194i,0.00065355+0.0002879i,-2.2987e-05-1.9633e-05i,0.00024393+0.00011685i,0.00076483-0.00017301i,0.0011197-0.00013825i,0.00069492+0.00072675i,-0.00045816+0.00083996i,-0.00033435+0.00093194i,-0.0004275+0.0013091i
0.0024626+0.00095243i,0.0032644+0.000957i,0.0031589+0.00019192i,0.0029888-0.00014463i,0.0017751-0.00010776i,0.00093512-3.8986e-05i,0.0012347-0.00016407i,0.001073-0.00055872i,0.0010211-0.00024449i,0.0011225+4.0342e-05i,0.00080806+0.00025558i,0.00062225+0.00044899i,0.00074677+0.00016802i,0.00068595-0.00079925i,0.00011717-0.0014224i,-0.00095753-0.0012727i,-0.00093782-0.0010237i,-0.00083608-0.00034794i,-0.00027999+0.0004066i,0.00025108+7.0243e-05i,9.6384e-05-0.00064096i,-0.00059068-0.00072102i,-0.00099687-0.00028349i
-0.0012524+0.00052733i,-0.00159+0.00082815i,-0.0023287+0.0022664i,-0.0014127+0.0026451i,-0.0003419+0.0023673i,5.8507e-06+0.00073694i,-0.00015621-0.00025843i,-0.00038178-0.00038186i,8.5272e-05-0.00048901i,0.00099339-0.00026936i,0.00086895-7.9807e-06i,-0.00030854+0.00014229i,6.34e-05+0.00054494i,0.00074489+0.00093451i,0.0004589+0.0007835i,9.8286e-05+0.0004181i,-0.00032442-0.0001368i,-0.00056906-0.00061959i,-7.9622e-05-0.0008089i,0.00040242-0.00029405i,0.00036475+0.00028153i,-0.00010127+0.0004218i,-5.9852e-05+0.00016725i
0.00098341+0.00036707i,0.0006807-0.00034006i,0.0017282+6.0877e-05i,0.0022711-0.0001168i,0.0027359-0.00076751i,0.002074-0.00078735i,0.0006203-0.00052756i,0.00026133+0.00047902i,0.00051192+0.001395i,-6.3958e-06+0.00076538i,-0.00054401+1.4161e-05i,-0.00084301+0.00038478i,-0.0010053+0.00060076i,-0.00037304+0.00053092i,0.00056392+0.00092086i,0.00087207+0.001264i,0.00073259+0.00072389i,0.00070003+0.00023369i,0.0010914+0.00032842i,0.00061683+0.00083392i,-0.00027001+6.5381e-05i,-0.00027359-0.0007615i,0.00020431-0.00017343i
0.00077616+0.0026042i,0.0015355+0.0034511i,0.0013606+0.0029549i,0.00088087+0.00089347i,-9.1298e-05-0.0004359i,-0.00019995-0.0012062i,0.00069849-0.00094896i,0.00074746+4.2181e-05i,0.00013366+0.00032981i,-0.00039313-9.0201e-05i,-0.00014012-0.00011442i,-0.00021986-2.0283e-05i,-0.00044873+0.00021015i,5.119e-06-0.00012176i,0.00078422+6.2205e-05i,0.0011001+0.00043308i,0.00064389+0.00054762i,0.00013594+0.00097496i,0.00053265+0.0012394i,0.0010732+0.0015323i,0.0008754+0.0012954i,0.00062807+0.00098268i,0.00034967+0.0010029i
0.00059182+7.7952e-05i,0.00093856-5.4686e-05i,0.0011992-9.914e-05i,0.00073764-0.0011223i,0.00042126-0.0015296i,0.00091668-0.00093319i,0.000923-0.00039133i,0.0004695-0.00029899i,0.00063608-0.00025514i,0.00072524-0.00045939i,0.00067501-0.00052304i,-0.0003845-0.00059757i,-0.0013926-0.00043706i,-0.00089987+0.00013773i,-0.00031639-0.00036116i,-0.00048926-0.00066606i,0.00013458+0.00012376i,0.00081846+0.00065596i,0.0008431+0.00054048i,0.00065614+0.00052622i,0.00038611+0.00045366i,-0.00055949+0.0003434i,-0.0010638-0.00020317i
0.00069231-0.00092926i,0.00023989-0.0017344i,7.4142e-05-0.0014116i,-0.00094027-7.813e-05i,-0.0011917+0.00072043i,-0.00050547+0.00044575i,0.00036036+7.1925e-05i,0.00039594-0.00057123i,-0.00037217-0.00052877i,-0.00059057+4.7489e-05i,-7.6852e-05-0.00052677i,0.00044276-0.00072468i,-9.0672e-05-0.00093371i,-0.00068439-0.0014428i,-0.00032893-0.0014621i,-7.033e-05-0.0010996i,0.00022542-0.00059368i,0.00053292-0.00030477i,0.00018191+0.00016079i,0.00035765+0.00054702i,0.00083724+0.00010848i,0.0001872-5.7401e-05i,-0.00069411+0.00037853i
-0.00024003+0.00319i,-1.9154e-05+0.0021384i,8.4919e-05+0.0016323i,0.00055722+0.00057609i,0.0011714-0.00028348i,0.00078197-0.00022057i,0.00026039-0.00063575i,0.00095184-0.00026593i,0.00078875+7.9757e-05i,0.00099342-5.3814e-05i,0.001115-6.0203e-05i,0.00063835+2.9083e-05i,0.0010294+7.7982e-05i,0.00086831+0.00026718i,0.00014782-1.5166e-05i,-0.00055368-0.00062992i,-0.00063644-0.00064204i,-4.6972e-05-0.00020183i,7.1614e-05-8.4252e-05i,-9.6368e-05-0.00032202i,-0.00059696-1.5178e-05i,-0.00070567+0.00020955i,0.00011711+0.00019734i
0.0013204-6.2778e-05i,0.0015146+0.00056538i,0.0020494+0.0012623i,0.0014719+0.00063881i,0.0005902-8.109e-05i,7.936e-05+7.9824e-05i,1.8913e-05+0.00029813i,0.00063138+0.00013602i,0.0013427+0.00036632i,0.0013969+0.00034659i,0.00048939+3.9824e-05i,-0.00014542-0.00055566i,0.0004711-0.00091991i,0.0013913-5.0043e-05i,0.0008204-7.1305e-05i,0.00014232-0.00042752i,8.0513e-05-0.00020387i,-8.1858e-05-0.00018228i,0.00033111+0.00031663i,0.00052536+0.00055565i,0.00034936+0.00050778i,0.00011291+0.0001409i,-2.5023e-05+0.00030229i
-0.00097631+0.00062315i,-0.00078785+0.0011445i,-0.0014826+0.00061979i,-0.0011296+0.00060529i,0.00014895+0.001181i,0.00094893+0.0001831i,0.0011151-0.00098425i,0.00047141-0.00060143i,-0.00029512+0.00083157i,-0.00057722+0.0011157i,-0.00092088+0.00092791i,-0.00079781+0.0016298i,-1.8554e-05+0.0017177i,0.00066771+0.0010106i,0.0011029+0.00022689i,0.0019455-0.00021835i,0.0012963-3.1087e-05i,0.00023958+0.00065078i,-0.00021473+0.00078032i,-0.00024743+0.00035055i,8.0701e-05-2.1768e-05i,-0.00040801-0.00011801i,-0.00054564-0.00053836i
0.00049155+0.0013294i,-0.00070886+0.0010825i,-0.00045255+0.0009117i,0.00067608+0.0011664i,0.0012387+0.00045038i,0.0015251-3.2794e-05i,0.00067442+0.0004099i,-0.00018863+0.00010752i,-0.00026416+0.00039035i,-3.3216e-05+0.00054958i,-0.00039421+0.00033099i,-0.0015005+0.00074368i,-0.0014235+0.00097413i,-0.00046509+0.001015i,0.00046287+0.00026538i,0.00072962-0.00016515i,0.00085529-0.0006163i,0.00084888-0.00069463i,0.00041017+0.00026651i,-0.00017629+0.00053771i,-0.00073018+0.00079858i,-0.00086053+0.00051088i,-0.0004568-0.00033685i
-0.00066157-0.0006396i,0.00015427-0.0014193i,-0.00039111-0.001143i,-0.00067558-0.00018754i,-0.00017487+0.0001555i,8.8371e-06+0.00014345i,0.00015729-0.00017698i,0.0002852+0.00013912i,-0.00016346-0.00014357i,-0.0005927-0.00040296i,-0.00042383-0.00027261i,-0.00029185+0.00036802i,-0.00074685+0.0014194i,-0.00099372+0.0011843i,-0.00024545+0.00046663i,0.00082716+0.00096234i,0.00064057+0.0009057i,-0.00015028+0.0002813i,-0.0002222+9.3542e-06i,-0.00010352+0.00037019i,-0.00025555+0.00084126i,-0.00030259+0.00011682i,-4.2227e-05-0.0003118i
0.00064498-0.00056322i,0.00089517-0.00051082i,0.00019712-0.00014896i,-0.00015883-0.00053854i,0.00044865-0.00071176i,0.00088867-9.7141e-05i,0.00069669-9.3389e-05i,-3.8698e-05-0.00060552i,-0.00020631-0.00074639i,0.00038867-0.0007551i,0.00018137-0.0010443i,-0.00067258-0.00077033i,-0.0011296-0.00095514i,-0.00075156-0.00099074i,-0.00065042-7.5595e-05i,-0.00072526+0.000403i,-0.00062011+0.00047379i,5.1434e-05+0.00030729i,0.0011234+0.0001357i,0.00095798+0.00055933i,0.00048313+0.00087906i,0.00019816+0.0011987i,-0.00036349+0.0013148i
7.3047e-05+0.0022772i,-0.00097978+0.0024833i,-1.1976e-05+0.0038216i,0.00082157+0.0025029i,0.00067274+0.00028839i,-3.7472e-05+0.00028908i,-0.0010114-9.2126e-05i,-0.00034423-8.2936e-06i,0.0011064+0.00039473i,0.0010716-1.2632e-05i,0.00062689-0.0010805i,0.00069966-0.0020406i,0.00046586-0.0020207i,0.00044927-0.0022702i,0.00086444-0.0022494i,0.00024221-0.0014078i,-0.00039251-0.00078365i,-0.00030758+6.1062e-05i,-0.00031673+0.00036477i,-0.00022454+0.00086981i,-0.00015917+0.0009394i,0.0006959+0.0010388i,0.00065071+0.0016113i
0.0023555-0.00024783i,0.0017206-0.0012769i,0.0029067-0.0016133i,0.0029481-0.0009517i,0.0021725-0.00081088i,0.00086736+0.00021066i,-0.00016812+0.000575i,0.00014646-0.00032051i,0.00076259-0.00011022i,0.0008243+3.7566e-05i,0.00084398-0.00065652i,0.00095968-0.00012847i,0.00088692+0.00025107i,0.00079227-0.00043023i,0.00061293-0.00095909i,-3.7812e-05-0.00032347i,-0.00011383+0.00034586i,0.0002502-5.7899e-06i,0.0004493-0.00024067i,0.00079342+7.2482e-05i,0.00093638+0.00051847i,0.00052517+0.00074818i,-0.0003196+0.00083486i
-0.00059319+0.0024352i,0.00074915+0.0032894i,0.0011819+0.0035859i,0.00030388+0.0023935i,-0.00054598+0.0016166i,-0.00022196+0.00041237i,0.00020736+8.2085e-05i,0.0012452+0.00036424i,0.0015805+0.00038515i,0.0010898+0.0001983i,0.00068021-0.0002016i,0.00087363-0.00029451i,0.0013443+8.4655e-05i,0.00121+0.00026426i,0.00074854+0.00010378i,0.00045105-2.7995e-05i,0.00042694+9.5796e-05i,0.00011395-0.00018835i,-0.00044875-0.00024223i,-0.00057445+0.00013554i,-0.00017558+0.00028049i,0.0004446+0.0001085i,0.00020462-0.00013749i
0.001036-0.001333i,-0.00010664-0.0017989i,-0.00029256-0.0010775i,-0.0006623-0.0011096i,-0.00042059-0.0015263i,-0.00059349-0.0011109i,-0.0010133-0.0007266i,5.6309e-05-0.00023044i,0.00062821-0.00014881i,-1.3152e-05-0.00041256i,-0.00036412-0.00022995i,-0.00021804+0.00084022i,0.00053024+0.0012409i,0.0010402+0.0005824i,0.00080177+0.0005796i,0.00097099+0.00099976i,0.0014407+0.00078341i,0.0016598+8.2598e-05i,0.0018965+0.00031793i,0.0011561+0.00027702i,7.1727e-05-0.00039269i,0.00033888-0.00067632i,0.00090977-0.00071603i
-0.00058869-0.0003745i,-0.0013984-0.0010093i,-0.0014454-0.001762i,-0.00070994-0.0015033i,0.00050599-0.00012756i,0.0011817+0.00097849i,5.1158e-05+0.00080954i,-0.00089624+0.00051906i,-1.4002e-05+0.00019005i,7.3534e-05-7.2012e-05i,-0.0011925+0.00036795i,-0.0017066+0.00030885i,-0.0007311+0.0008587i,-0.00053803+0.0013982i,-0.0011988+0.0010435i,-0.00096477+0.00052728i,0.00010526+0.0003151i,0.00095919-2.4091e-05i,0.00094868+0.00022003i,0.00047922+0.00099787i,0.00048652+0.00073357i,0.00058188-3.4013e-05i,8.4027e-05-8.3493e-05i
0.0024851+0.00071564i,0.0028096+0.0012935i,0.0037118-2.5238e-05i,0.0030405-0.0008034i,0.001346-0.0012255i,0.00060113-0.0016921i,0.0016974-0.00083414i,0.0016778+0.0002655i,0.00085233+0.00042599i,0.00017457-0.00051822i,-0.00059786-0.0012893i,-0.00055422-0.0014955i,-0.00066763-0.0012299i,-0.00095931-0.00079113i,-0.0011313+0.00013206i,-0.00081266+0.00018234i,-0.00038247+0.00030307i,0.0001503+0.00086506i,0.00036158+0.0012363i,-8.503e-05+0.0014987i,-0.0001898+0.00057992i,-0.00015682+0.00030415i,-0.00024129+0.00065921i
0.00033182+0.00093477i,-0.00052341+0.00077623i,-0.0015563+0.0008592i,-0.0016561+0.0017124i,-0.0012618+0.0016887i,-0.00027716+0.00073826i,0.00045494-0.0003107i,-0.0002097-0.0011006i,-0.00021582-0.00098967i,4.7224e-05-0.00052918i,-0.00056533-5.9574e-05i,-0.00096363-0.00021595i,-0.00094286-0.00085823i,-0.00083911-0.0008001i,-0.00099054-0.0002095i,-0.00018186-2.3719e-05i,0.0011076-0.00028019i,0.00086635+0.00027731i,0.00052418+0.001038i,0.0006215+0.0011314i,5.3648e-05+0.00069778i,-0.00042154+0.00058081i,-0.00093497+0.0002631i
-0.00035605+0.0016858i,-0.0016515+0.0022692i,-0.0024082+0.0028104i,-0.00091626+0.0022897i,-4.1917e-05+0.0014115i,0.000541+0.0010753i,0.0013858+0.00013619i,0.0011682-0.00051092i,0.00038545-6.3149e-05i,0.00021372-4.6301e-05i,0.0007611+0.00019096i,0.00088336+0.00019938i,0.00012369-0.00080517i,-0.00035342-0.0010886i,-0.00026625-0.00043294i,-0.0003896-0.00018892i,-0.00044043-2.6819e-05i,-0.00091217+0.00031098i,-0.00084988+0.00064495i,-0.00026758+0.00086541i,-0.00027996+0.00037209i,-0.00046924-0.00037354i,-0.0001282-0.00022284i
0.00044705-0.0026465i,-5.4002e-05-0.0036203i,-0.0003822-0.0040655i,-0.0011848-0.0035989i,-0.00083432-0.002054i,0.00023305-0.00083309i,0.0004085-0.00041853i,0.00017571-0.0001049i,0.00026029+0.00012002i,0.0003942-0.00034448i,0.00033321-0.00071269i,0.00061735-0.00051905i,0.0014037-0.0009352i,0.0013733-0.0010149i,0.00032572-0.00061798i,-0.00066337-0.0010903i,-0.00040636-0.00097112i,0.00026203-0.00080494i,0.00026096-0.00078475i,0.00023333-0.00032361i,6.3746e-05-0.00035042i,-0.00030455+0.00010035i,-0.00089788+0.0011044i
0.00050908+0.0010292i,0.00059839+0.0013184i,0.0011109+0.0011223i,0.0012131+0.0011681i,0.0016099+0.001235i,0.0011732+0.00087832i,9.4535e-05+3.6131e-05i,-7.8179e-05-0.00019066i,0.00077511+5.5391e-05i,0.00080661+0.00029667i,0.00053848+0.0010051i,0.00019523+0.0012163i,-0.00025766+0.0011769i,0.0001448+0.0013154i,0.0007515+0.00094134i,0.00029604+0.00021246i,0.00011458+0.0004655i,0.00074648+0.00054198i,0.00070282-0.0003353i,0.0004674-0.00047289i,0.00019469-0.00013206i,2.6999e-05-0.00029332i,4.554e-05-0.0007071i
-0.0014032-0.00076515i,-0.0019796-0.00022171i,-0.0023251+0.00040191i,-0.0021448+0.0011699i,-0.00065325+0.0015539i,0.000173+0.0012466i,-0.00032262+0.00028633i,-3.4915e-05-0.00024503i,0.00024091+0.0003351i,-0.00028993+0.00070064i,-0.0010172-4.5889e-05i,-0.0010303-8.3974e-05i,-0.0012037+0.000551i,-0.0013223+0.0010719i,-0.00017236+0.0012203i,0.00068221+0.0010066i,0.00060644+0.00047826i,0.00052128-0.00018459i,0.00034877-0.00014154i,0.0003533-2.4491e-05i,0.00053499+0.0001918i,0.00081661+3.1086e-05i,0.00054377-0.00034725i
0.0003153+0.0019924i,-0.00011207+0.0020031i,-0.00050538+0.0012872i,-0.00031858-0.00015665i,-3.3094e-05-0.00034692i,0.00043981-0.00040444i,0.00082676-0.00051069i,0.00024613+0.0006007i,-6.1314e-05+0.0011141i,0.00042363+0.00056048i,0.00048966-0.00034593i,-0.00030757-0.00077254i,-0.00089449-0.00056076i,-0.00087783-7.374e-05i,-0.00035101+0.00013435i,7.0071e-05+0.00029352i,-0.00015302+0.00077618i,-0.00061778+0.00031926i,-0.0008138+7.0336e-06i,-0.00086455-0.00028664i,-0.00031304-5.5928e-05i,0.00028445-0.00071141i,0.00011172-0.00061825i
-0.00060226+0.0013654i,-0.00080294+0.00040424i,-0.00098042-0.00030298i,2.8763e-05+0.00035503i,0.00078433+0.0010081i,0.00032658+0.00075679i,0.00028941+0.00068094i,0.0012332+0.00043151i,0.0014819-6.2656e-05i,0.0014255-0.00031752i,0.00093896-0.00046051i,0.00028769-0.00032812i,0.00020677-0.00053106i,-0.0001544-0.00085531i,-0.000633-0.00041143i,-0.0011652+1.1068e-05i,-0.00053374+0.00047074i,-8.7686e-05+0.00085012i,-0.00029757+0.0011306i,6.1051e-05+0.0010243i,-0.0003209+0.0005094i,-0.00068208+0.00062229i,-0.00031135+0.00121i
-0.0017814+0.0030622i,-0.00071234+0.0031802i,-0.00026268+0.0021398i,0.00059497+0.00046074i,0.00089415+6.5406e-05i,0.0011937+0.00055552i,0.0010784+0.00080564i,4.0839e-05+0.00028002i,-0.00011986+0.00035104i,-1.4344e-05+0.00098114i,0.00029843+0.00052975i,0.00098871-0.00052525i,0.00053342-0.0011457i,-0.00048186-0.00099059i,-0.00092853-0.00082091i,-0.00080141-0.0013873i,-9.0008e-05-0.00050333i,0.00010772+0.0011234i,-0.00018366+0.0012382i,-0.00038513-5.4601e-05i,-0.00036183-0.00078i,0.00032915-0.00047076i,0.00078102+0.00030927i
5.5208e-06+0.002905i,0.00010572+0.00314i,-7.7185e-05+0.0041166i,0.0006266+0.0027741i,0.00095345+0.0011169i,0.00055508-0.00034959i,0.00016285-0.00076803i,-3.5754e-05+6.9093e-05i,0.00014417-3.0885e-06i,0.00057822-0.00029122i,0.00060767+1.2017e-05i,0.0012529-0.00036536i,0.0021051-0.00096433i,0.0014911-0.0011139i,0.0004898-0.0010522i,-0.00020418-0.0010846i,-0.00066864-0.00037509i,-0.00037003+0.000526i,0.0005306+0.0004981i,0.00050867+0.00064854i,5.6719e-06+0.00073683i,1.8939e-05+0.00067226i,-6.3873e-05+0.00067742i
-0.0015973-0.0008902i,-0.00106-0.0018047i,-0.0010508-0.0016308i,-0.00071913-0.00078386i,-0.00018436+5.3839e-05i,0.00050169+0.00028582i,0.00079003-0.00026827i,0.0004589-0.00011318i,0.00044741+0.00057104i,-0.00022684+0.00025533i,-0.0006486-0.00021074i,0.00023732+0.00065706i,0.00069828+0.0014348i,0.0011751+0.0010584i,0.0016233+0.00025954i,0.00093808-0.00030453i,2.5176e-05-0.0008066i,-0.00025748-0.00085771i,0.00077538-0.0004648i,0.0013533-9.8776e-05i,0.00088917-0.00032429i,0.00013219+7.9118e-05i,-0.00054482+0.00046131i
0.001426+0.00020745i,0.0015059+0.0012729i,0.002369+0.001354i,0.0018473+0.00012227i,0.0014615-0.00050653i,0.0013447-0.00066676i,0.0010256-0.0011302i,0.00053516-0.0010159i,-0.00036749-0.00013743i,-0.00025548+0.00047889i,7.4051e-05+0.00050089i,-0.00021161+0.0006764i,-0.00015862+0.0016315i,-5.2783e-05+0.0019431i,0.00028536+0.00077368i,0.00073866-0.00015453i,0.00082561-0.00022628i,0.0012207+0.00015621i,0.00096953+0.00064089i,0.00040306+0.00026658i,0.0004332+0.00032542i,0.00046565+0.00043794i,0.00077892-0.00019141i
-0.00056131+0.00092809i,-0.00062559+0.00085354i,-0.0010651+0.0013474i,-0.0010097+0.0016822i,-0.00038899+0.00059468i,0.00011557-0.00032536i,-0.00016471+0.00016072i,2.3769e-05+0.00052671i,7.7699e-05+0.00095431i,-0.00012038+0.0011492i,-0.00035084+0.00073352i,-0.00092478+0.00090698i,-0.0011686+0.0011433i,-0.00085489+0.0010506i,-0.00079784+0.00082847i,-0.00019383+0.00033134i,0.0004657+0.000216i,0.00012303-0.00026549i,-0.00013562-0.00066823i,-2.2868e-05+0.00029197i,0.00013105+0.00087608i,0.00032384+0.00016199i,0.00013373+0.00036495i
0.00051608+0.0011491i,0.00027001+0.00026564i,0.00031631+0.00025499i,0.0014633+0.00086753i,0.0027976+0.001023i,0.0022208+0.00045734i,0.0016614+0.00035022i,0.00099247+0.00032413i,-0.00013999-0.00048393i,-0.00051274-0.00048763i,-0.00093557-7.653e-05i,-0.0014024+5.9108e-05i,-0.0012064-4.7513e-05i,-0.00026701-1.0247e-05i,0.0003311+0.00085258i,0.00042192+0.0012721i,0.00043417+0.00099614i,8.0857e-05+0.00045503i,-0.00042899+0.00025497i,-0.00054105+9.87e-06i,3.8107e-05-0.00038891i,0.00074656+0.0001375i,-4.3066e-05+0.00051216i
-0.0023222-0.0015649i,-0.0023408-0.0005442i,-0.002237-0.00053566i,-0.0020249-8.4182e-05i,-0.0013286+0.00077709i,-0.00010813-0.00053983i,0.00024146-0.001261i,-0.00049406-0.00052942i,-0.00084734+4.5664e-05i,-0.00048844-0.00019692i,5.6043e-05-0.00054952i,-3.0649e-05-0.00014737i,-0.0012341-0.00034983i,-0.0016072-0.0012666i,-0.00064377-0.0011076i,-0.0001554-0.00025146i,-0.00074266+0.00012464i,-0.0011247+0.00038316i,-0.00062569+0.000331i,-0.00086327+0.00033382i,-0.00052273+0.00047274i,0.00014473+0.00032479i,-0.00015301+0.00036962i
-0.0018028-0.000486i,-0.0026025+0.00026004i,-0.0019373+0.00034351i,-0.0010694+0.0008878i,-0.0010174+0.001132i,-0.00055936+0.0011619i,-0.00036108+0.0003444i,-0.00031741-0.00055334i,1.0735e-05+0.00030966i,-0.00027368+0.00064766i,-0.00069774-0.00027601i,-0.00074566-0.00069167i,-0.00048733-0.00071774i,-0.00052165-0.00091157i,-0.00041198-0.0006695i,-7.7334e-05-0.0004451i,-0.00021017-0.00087493i,-0.00085327-0.00068203i,-0.00085206+6.6511e-05i,-0.00034359+1.9079e-05i,-0.00011847-0.00045537i,-0.00051403-0.00046638i,-2.4981e-05+0.00010705i
-0.0023277-0.00039847i,-0.0028048-0.00013593i,-0.0029857+1.8536e-05i,-0.0019761+0.00024175i,-0.00090948+0.00047746i,0.00027596-0.0005494i,0.00082547-0.00064967i,0.00074214+0.00018355i,0.00031791-0.00022141i,-5.0615e-05-0.00022628i,0.00075698+0.00033602i,0.0013814+0.00012908i,0.00093254+0.00016967i,0.00035052+0.00073386i,0.0007213+0.00071519i,0.00093569-0.00027386i,0.00015301-0.0010673i,-0.00013337-0.00090473i,-0.00027134-0.000571i,-0.0014063-0.00047806i,-0.00050232-0.00064486i,0.00044851-0.00053646i,0.00065597-0.00080037i
0.0003515-0.00080602i,0.0010458-0.00036088i,0.0017995-0.0012187i,0.001958-0.0025249i,0.0017639-0.0025925i,0.0014269-0.0016187i,0.00066507-0.00097758i,0.00018582-7.3729e-05i,0.00032154+0.0002587i,-0.00043053-0.00057945i,-0.0010545-0.00089364i,-0.00024905+0.00019461i,0.00060603+0.0009399i,0.00068331+0.0012643i,0.0004502+0.00094175i,-2.3286e-05+0.00013583i,-0.00018434-0.00019832i,2.7134e-05+0.00019807i,0.00021962+0.000921i,0.000507+8.9036e-05i,0.00043349-0.00029931i,0.00049503+0.0001673i,-0.00010845-1.046e-05i
-0.0013146+0.00069446i,-0.0014455+0.0010372i,-0.0019712+0.0013631i,-0.0011882+0.0019666i,-0.00023177+0.001775i,0.00075591+7.8968e-05i,0.0012094-0.00081179i,0.00094954-0.00042321i,0.00062872+4.8498e-05i,0.0006619+0.00047773i,0.00043027+0.00044158i,-0.00045256+0.00062492i,-0.0011702+0.0013119i,-0.00071718+0.0017868i,-0.00028453+0.0017417i,-9.1809e-05+0.001438i,0.00031459+0.00059932i,0.00023732-8.6395e-05i,0.00028328+0.0001128i,0.00055212+0.00031459i,-2.0773e-05+6.9998e-05i,-0.0002249+0.00037457i,-1.7731e-06+0.00043649i
-0.0017918-0.0006534i,-0.0022102-0.00049428i,-0.0033185+4.4861e-05i,-0.0019156-0.00040339i,8.3952e-05-0.00026609i,0.0008432+0.00053732i,0.0011479+0.00013754i,0.0013626-0.00047101i,0.00077334-2.3908e-05i,0.00010555+0.00039659i,-0.00047887+0.00011002i,-0.00057132-0.00011595i,-0.00018205-0.00032316i,-0.00028949+0.00033569i,-0.00099771+0.0010967i,-0.00032279+0.00099531i,0.00078616+0.00029206i,0.00049873-0.00035571i,-0.00031721-0.00098698i,-0.00052093-0.00082963i,-0.00047346+0.00028586i,-0.00026837+0.00075026i,-0.00042173+4.4144e-05i
0.00073325-0.00074116i,0.0010361-0.0013263i,0.00089576-0.0018883i,-0.0002477-0.001784i,-0.00098246-0.001406i,2.9352e-05-0.00074438i,0.00081231-0.00094054i,0.00088623-0.00064581i,0.0006509+0.00077288i,-0.00044162+0.0010054i,-0.0012684+0.00031825i,-0.0012025+7.9239e-05i,-0.00083165+0.00050315i,-0.00036089+0.00037725i,6.7931e-05-4.2955e-05i,-1.8416e-05+5.5645e-05i,-0.00017723-0.00018246i,-0.00030578-0.00059609i,0.00030293-0.00079532i,-0.00010432-0.001154i,-0.00076701-0.00097957i,-0.00021543+0.00021641i,-0.00071887+0.00096459i
-0.00073469-5.1941e-05i,-0.00093045-0.0010469i,-0.00014757-0.0010469i,-0.00034814-0.00059494i,-0.00055575+0.00030765i,-0.00020514+0.00032752i,0.0007145-6.8794e-05i,0.0009079-0.00017369i,0.00034187-2.7336e-05i,-0.00044029+0.00023892i,-0.00052328-6.6523e-05i,-0.00023723-0.00034014i,-0.00056258-0.00078214i,-0.00097677-0.0016283i,-0.0010094-0.0012385i,-0.0011311-0.00065994i,-0.00087429-0.00046558i,-0.00078149+2.0653e-05i,-0.00051226-0.00040775i,-0.00012492-0.0007839i,-0.00069561-0.00040513i,-0.00084871+0.0001663i,0.00032636+4.6284e-05i
-0.0022915+0.0014236i,-0.0016429+0.0018232i,-0.0011996+0.001788i,-0.00022871+0.00085941i,0.0013157+0.000626i,0.0020423+0.00031572i,0.0015111-0.00041225i,0.00059699+0.00032052i,-0.00028308+0.00056535i,-0.00052825-0.0003653i,-1.2436e-06-0.00041108i,0.0005572-0.00018622i,0.00011639-0.00075013i,0.00040378-0.00068323i,0.0010661-0.00042361i,0.00096184-0.00065099i,0.00047418-0.00075142i,0.0002757-0.00088422i,0.00039831-0.00089529i,0.00059692-0.00023729i,0.00025842+0.00044378i,9.5722e-05+0.00030737i,-0.00023032+0.00018432i
-0.0021504-0.00064115i,-0.0021461-0.0001694i,-0.002147-0.0013359i,-0.00070918-0.00087531i,-0.00026593+0.00064889i,-7.7954e-05+0.0014932i,0.00020289+0.0011853i,0.00051073+0.00069903i,0.00023994+0.00077293i,2.7462e-05-8.9537e-05i,0.00044728-0.00081911i,0.00030388-0.00046211i,-7.8179e-05+0.00070131i,-0.00015921+0.00092278i,-0.00037612+0.00037399i,-0.001172+3.8178e-05i,-0.0011631-0.00017839i,-0.00047293+5.3718e-05i,-0.00018606-0.00027264i,0.00036481-0.0003688i,0.00033087+0.00023845i,0.00062385+0.00023305i,0.00053011-1.5212e-05i
0.0018358+0.0010427i,0.002078+0.00026908i,0.0018162+0.00014871i,0.0012802+0.0004493i,0.0011466-0.00010777i,0.00060464-0.001192i,0.00025419-0.0016458i,0.00063186-0.00072101i,0.00056179+0.00032565i,0.00017573+0.00065333i,9.9934e-05+0.0006905i,0.00054023+0.0008834i,0.00089508+0.00091158i,0.00026441+0.00099959i,0.00042837+0.000386i,0.0012891+0.00038559i,0.0017032+0.00086921i,0.0016208+0.00069138i,0.00076444+2.8588e-05i,0.00036223-5.8145e-05i,0.00070701+5.7569e-05i,0.00047115+0.00019619i,-0.00024815-3.8024e-05i
