-0.0015948+0.00058078i,-0.000138+0.00028556i,-0.00038327-0.0010268i,-8.4359e-05-0.0020727i,0.00042351-0.00082586i,0.00063159+0.0011138i,0.00030296+0.002244i,0.00066515+0.0025896i,0.0012796+0.0017119i,0.0011902+0.00014859i,0.00010831+7.6936e-05i,-0.00022783+0.0007902i,-0.000239+0.00081925i,-7.6116e-05-0.0002038i,0.00015886-0.00078239i,-0.00033367-0.00076656i,-0.00021106-0.00072509i,0.00044234-0.00040947i,0.0004537+0.00018724i,6.9026e-05-3.1634e-05i,-0.0002673-0.00021322i,-5.226e-06-0.00040932i,0.00043588-0.00080725i
0.0015175+0.00072556i,1.954e-05+0.0032148i,-0.004346+0.0057599i,-0.0089955+0.0062216i,-0.0078781+0.003663i,-0.0037168+0.0015916i,-0.00045952+0.0010219i,0.0008605+0.0010034i,0.001468+0.00088291i,0.00089534+0.00033625i,-0.00099319-0.00029536i,-0.0014417-0.0011535i,-0.0012587-0.00043153i,-0.00077581+0.00035618i,-0.00012004+0.00055877i,-0.00029683+0.00033885i,-0.0004158-0.00050652i,6.2183e-05+0.00020054i,0.0010656+0.0016809i,0.0019585+0.00239i,0.0026925+0.0020437i,0.0022652+0.0012863i,0.0022122-2.2388e-05i
0.00023054+0.00075847i,-0.0015854-0.0010395i,-0.0033489-0.0071491i,-0.0022373-0.012158i,-8.3845e-05-0.0097775i,0.00029632-0.0040607i,-0.00033128-0.00053169i,-0.00050722+0.00040656i,-0.00012374-0.00030205i,-0.0002251-0.0011116i,0.00031664-0.0015817i,0.0013777-0.0017315i,0.0005085-0.00093574i,-0.0012943+0.00081593i,-0.0014508+0.0014111i,-0.00036166+0.0010086i,0.00027844-0.00022871i,0.0020258-0.0004274i,0.0032208+0.00024176i,0.0022993-0.00017194i,0.001792-0.00038533i,0.0019627-0.00048373i,0.0026884-0.00052502i
0.0013456+0.00063908i,0.00274-0.0015555i,0.0084696-0.001987i,0.013593+0.000492i,0.010149+0.001799i,0.0036576+0.0007924i,0.00088775+0.00017391i,0.00080841+0.00098696i,0.001155+0.0010445i,0.00049049-0.00038016i,-0.00055344-0.00085151i,-0.0014654-0.00039804i,-0.0010154+0.00051228i,-0.00014286+0.00066707i,0.00045488-0.00031611i,0.00030728-0.00049503i,0.00010023+0.0006388i,0.00019628+0.0016103i,0.00024301+0.0012421i,-0.00038775+0.00064585i,-0.0017366+0.0016242i,-0.001561+0.0026529i,-0.00041819+0.0019057i
0.0023935+0.0011861i,0.0019673+0.0047255i,-0.0011737+0.010762i,-0.0062498+0.01326i,-0.0063433+0.0082423i,-0.0028257+0.0022441i,-0.0014457-5.9022e-05i,-0.00017454-0.0004835i,0.0017005-0.001579i,0.0010603-0.0030222i,-0.00094487-0.0022202i,-0.0024208-0.00037052i,-0.0031819+0.00013931i,-0.0018371+0.00013647i,0.0011515+0.00011353i,0.0020456-0.00027404i,0.0003933-0.00094984i,-0.0010425-0.0010492i,-0.0014664+0.00028758i,-0.0010209+0.00034406i,-0.0011941-0.00085155i,-0.0010339-0.00024177i,-0.00059261+0.0011654i
-0.0041322+0.0015115i,-0.0082078+0.0001467i,-0.012443-0.0041656i,-0.010419-0.010539i,-0.003135-0.0098963i,0.00045-0.0038923i,-0.00072874-0.00037111i,-0.0016219-0.00058024i,0.00032806-0.0015194i,0.0018729-0.0026016i,0.00079491-0.0030988i,-0.0012125-0.0032613i,-0.002444-0.0029438i,-0.0013962-0.00067177i,-4.9642e-05+0.0015318i,0.00042412+0.001412i,0.00044807+0.00076275i,0.00047+0.0009911i,0.0014662+0.0012734i,0.0021412+0.00050554i,0.0012764-0.00064641i,-7.4038e-05-0.0011444i,-0.00059554-0.00089418i
-3.2431e-05-0.0010233i,0.0043964-0.0047183i,0.013265-0.0079117i,0.019569-0.0049757i,0.015524-0.00070746i,0.0068365-0.00087926i,0.0024285-0.00018132i,0.0027144+0.0026718i,0.0031362+0.00332i,0.0020636+0.0017272i,0.0011841-3.4292e-05i,0.00017086-0.00086325i,-0.0009063-0.00060475i,-0.0010048-0.00037897i,-0.00046047-0.00064691i,-0.00034081-8.4566e-07i,-0.00070154+0.00077339i,-0.00046877+0.001508i,0.00014384+0.0019606i,0.00074816+0.0015978i,0.00095815+0.0016745i,0.00029998+0.0013706i,-0.00065842+0.00024144i
-0.0018271-0.00075041i,-0.00064213+0.0057704i,-0.0024507+0.014884i,-0.0061346+0.019765i,-0.007066+0.014022i,-0.0032611+0.0056445i,0.00028208+0.0017476i,0.0011565+0.0010897i,0.00058226+0.0022167i,-3.5724e-05+0.0021312i,0.00039964+0.0010247i,0.00094836-2.4782e-05i,7.6673e-05-0.0010282i,-0.00086213-0.0011343i,-0.0010019-0.001273i,-0.00086515-0.0021804i,-0.0012665-0.0018597i,-0.0014407-0.00060793i,-1.5173e-05+0.00064953i,0.0014713+0.0015122i,0.0017107+0.00067044i,0.0014964+0.00029379i,0.0023958-5.568e-05i
-0.01036+0.0098478i,-0.016124+0.0074087i,-0.020759+0.0081718i,-0.017458+0.0013091i,-0.0058801-0.0034834i,0.0021432-0.0028918i,0.00010736-0.00036631i,-0.0017681+0.0012882i,-0.0010156+0.0017031i,4.3288e-05+0.00089067i,0.00073024-0.0016989i,0.00017516-0.003252i,-0.0013427-0.0032122i,-0.0027327-0.0022599i,-0.0025492-0.0008612i,-0.0011811-0.00085432i,0.00048033-0.0011565i,0.0018359-0.00079224i,0.0020348-0.0011884i,0.0012062-0.0011784i,0.000192-0.0008097i,0.00030155-0.00050976i,0.0008201-0.00044169i
0.00019267-0.0024502i,0.0032912-0.0057496i,0.012223-0.0091448i,0.020505-0.0089505i,0.018273-0.0053946i,0.0095117-0.0029224i,0.0044512-0.0016268i,0.0030686-0.00068701i,0.0018811-0.0012859i,0.00073282-0.002403i,-0.00013913-0.0020558i,-0.00089824-0.00065281i,-0.00039907+0.00064695i,0.0012913+0.00055879i,0.0020895+1.722e-05i,0.001987+0.00062439i,0.001564+0.0018759i,0.00070707+0.0023341i,7.8695e-05+0.0016711i,-0.00093022+0.0012634i,-0.0014884+0.0021705i,-0.00095491+0.0029991i,-6.801e-05+0.0022168i
-0.00053512-0.00073496i,0.0011804+0.0049225i,0.0024955+0.015336i,0.0013487+0.023606i,-0.0016261+0.018314i,-0.0016859+0.0076725i,-0.00071592+0.0018177i,0.00035304-0.0011671i,0.0020329-0.0028745i,0.0024826-0.00325i,0.00083151-0.0027329i,-0.00055016-0.0022042i,-0.00042089-0.0012572i,0.00064944-0.00025903i,0.0019188+7.3717e-05i,0.0027216-9.417e-05i,0.0011575-0.00019343i,-0.00029588+0.00072364i,-3.1834e-05+0.0020587i,-0.0007154+0.0020857i,-0.0015037+0.00026389i,-0.00088955-0.00020914i,-0.00034596+0.0006814i
0.00056931-0.00053659i,-0.0063035-0.0011627i,-0.019133-0.0054973i,-0.02592-0.010568i,-0.018503-0.0099799i,-0.0076304-0.0037082i,-0.0041912+0.0002996i,-0.0032855+0.00055889i,-0.00042401-0.00022028i,0.00186-0.00064198i,0.0018237-0.00096548i,-0.00011957-0.0021635i,-0.0024786-0.0022054i,-0.0027881-0.00019984i,-0.0014656+0.0015413i,-0.0010874+0.0018172i,-0.00091943+0.0011368i,-0.00028923+0.0004432i,0.00072452+8.0373e-05i,0.0013593-0.00060365i,0.00049417-0.0014022i,-0.0005405-0.0012557i,-0.00066479-0.00089998i
0.0003047-0.0011603i,0.0027461-0.0073851i,0.010876-0.015847i,0.019542-0.019151i,0.018782-0.012706i,0.010516-0.0055393i,0.0054618-0.0013932i,0.0047917+0.001741i,0.0038542+0.0035206i,0.0026254+0.004282i,0.0015413+0.0016775i,0.00051166-0.001907i,-0.00020592-0.0024133i,-0.0016119-0.00079483i,-0.0022859+0.001013i,-0.0024303+0.0018619i,-0.0029572+0.0014369i,-0.0014007+0.0012581i,0.00074979+0.0010855i,0.0020567+0.00096362i,0.0021615+0.0015212i,0.001067+0.00082447i,-7.8454e-05+0.00018045i
0.0040749+0.0021296i,0.0091282+0.0078984i,0.014222+0.018803i,0.012292+0.026997i,0.0045349+0.020384i,0.00011145+0.0068048i,0.00087127+0.00101i,0.001731+0.0017652i,0.0007485+0.0028451i,-0.001794+0.0017006i,-0.0030231+0.00042538i,-0.0021081-0.00036747i,-0.00068081-0.00066291i,2.3148e-05-0.0002114i,0.00049082-0.00089083i,7.1474e-05-0.0024853i,-0.0012159-0.0023785i,-0.00104-0.001108i,0.00061254+2.2007e-05i,0.0019948+0.0008855i,0.0026323+0.00037554i,0.0027031-0.00026082i,0.0028093+5.8987e-05i
-0.00085189+0.0024827i,-0.0082383+0.0038774i,-0.019817+0.0035205i,-0.026785-0.0023736i,-0.019286-0.0058605i,-0.0071493-0.0016834i,-0.0037375+0.00096496i,-0.0047677+0.0010698i,-0.0041287-0.0005297i,-0.0030193-0.0031622i,-0.0032585-0.0036347i,-0.0032695-0.0024732i,-0.0029098-0.0011575i,-0.0012186-0.00078881i,0.0006902-0.00014718i,0.0013051-0.00029286i,0.0012366-0.00093762i,0.00040699-0.001089i,0.00022968-0.00046798i,-0.00055342+0.00011729i,-0.0012634+0.00025923i,-0.00067974+0.00036252i,0.00035274-0.00028755i
-0.00011531-0.0010983i,0.0022154-0.0095042i,0.0091936-0.023238i,0.017303-0.029824i,0.016864-0.021643i,0.0094715-0.0091626i,0.0038539-0.0031311i,0.0020232-0.0024924i,0.0017515-0.0036056i,0.0016839-0.0046397i,0.00048446-0.0038284i,-0.0015246-0.0020221i,-0.0019849-0.00069284i,-0.00099265+0.0001837i,0.0010477+0.0013056i,0.0016559+0.0016526i,0.00034879+0.0010581i,9.6627e-09+0.00098318i,-0.00016655+0.0012263i,-3.1801e-05+0.00095072i,0.0001198+0.0009908i,0.00050084+0.0011936i,0.0014983+0.0011383i
0.003675-0.0038874i,0.0097851+0.0022678i,0.016679+0.013628i,0.017254+0.024532i,0.0088921+0.02133i,0.0018757+0.0077618i,0.0017802+0.00030549i,0.0031962-0.0012355i,0.0043396-0.0030139i,0.0044787-0.003486i,0.0028684-0.0020278i,0.00076239-0.00052112i,-0.00015302+0.00096378i,0.00070118+0.0026028i,0.0014555+0.0022947i,0.001845+0.0005382i,0.0020835+0.00023273i,0.001548+0.0015829i,0.00076035+0.0022986i,0.00037903+0.0019311i,0.00041963+0.0012471i,-4.0999e-05+0.00118i,-0.00059709+0.00064626i
-0.0029916+0.0031612i,-0.011029+0.007487i,-0.025074+0.011923i,-0.034188+0.0096704i,-0.025317+0.0026966i,-0.0094601+7.2439e-05i,-0.0035802+0.00094696i,-0.0023549+0.0018042i,0.00039839+0.0025243i,0.0023566+0.0015383i,0.0023839-0.00045168i,0.00070321-0.0024285i,-0.0020074-0.0015761i,-0.0028943+0.00096763i,-0.0020379+0.0022482i,-0.0012798+0.0019624i,-0.00063244+0.0020159i,0.00019743+0.0026397i,0.001362+0.0017483i,0.0015543+0.0012409i,3.8979e-05+0.0011538i,-0.001031+0.00096532i,-0.00040251+0.0008243i
-0.0011192-0.0043804i,-0.0022079-0.013344i,0.00023726-0.029843i,0.0065331-0.039181i,0.010524-0.029222i,0.0080269-0.011576i,0.0044284-0.0014841i,0.003007+0.0030971i,0.0023491+0.0057571i,0.00095879+0.0062375i,-2.6516e-05+0.0041302i,-0.00014717+0.00014496i,-0.00074819-0.0025426i,-0.0018107-0.0017812i,-0.0025611-0.000232i,-0.0034549+0.00072795i,-0.0042392+0.0014756i,-0.0029422+0.0010764i,-0.0002343-0.00017977i,0.0014722-0.0012384i,0.0017244-0.00091081i,0.00093544-0.00054596i,-0.00026961-0.0011561i
0.0015408-0.0024325i,0.011092+0.00059613i,0.02652+0.01162i,0.032273+0.023427i,0.019839+0.020168i,0.0057481+0.0065875i,0.0018476+0.00069314i,0.0013285+0.0015443i,-0.0014991+0.0020224i,-0.0046458+0.0012425i,-0.0050807+0.00037061i,-0.0038545+0.00041312i,-0.0026713+0.00018137i,-0.00070881-0.0011921i,0.0016087-0.0022548i,0.0017251-0.002531i,-0.00087513-0.0016319i,-0.0019108-0.00034915i,-0.00025771-3.2273e-05i,0.0012668+0.0010606i,0.0011987+0.0010613i,0.0010475+0.00033689i,0.0007748+0.00046287i
-0.0030143+0.0039249i,-0.010467+0.011113i,-0.025899+0.020979i,-0.036617+0.023584i,-0.028025+0.014852i,-0.012138+0.0070979i,-0.0065032+0.0046046i,-0.0064805+0.0031064i,-0.0049928-0.00014119i,-0.0036656-0.0041234i,-0.0040778-0.0046019i,-0.0037324-0.0024495i,-0.0022873-0.00053892i,0.00027152+0.00029922i,0.0029345+0.00025125i,0.0035076-4.2051e-05i,0.0025804-0.00057729i,0.0017468-0.00067637i,0.00099812+0.00057608i,2.2774e-05+0.0016879i,-0.00095686+0.0016082i,-0.00086555+0.0013696i,0.00085547+0.00076371i
-0.0056106-0.0035613i,-0.0099045-0.012221i,-0.012535-0.032114i,-0.0071327-0.045315i,0.0017774-0.033971i,0.0057811-0.014091i,0.0050668-0.0049919i,0.0037067-0.0042058i,0.003663-0.0053077i,0.0042512-0.0059393i,0.0023138-0.004244i,-0.00060807-0.0021478i,-0.0011508-0.001115i,0.00019517+0.00041566i,0.0015633+0.0024195i,0.0015335+0.0020636i,0.0015043-0.00021121i,0.0018124-0.0011283i,0.0014183-0.00060348i,0.00037307-0.0010073i,-0.0003247-0.0014466i,0.00018683-0.00082118i,-0.00010399-0.00085879i
0.0022156-0.0019653i,0.013791-0.0011253i,0.034244+0.0064296i,0.044236+0.0152i,0.029178+0.013348i,0.0089341+0.0021351i,0.0026436-0.0052127i,0.0051412-0.0071592i,0.0075887-0.0070435i,0.0076699-0.0050108i,0.0059276-0.0033024i,0.0035425-0.0018155i,0.0019835-0.00027957i,0.00075239+0.0014091i,-0.00063425+0.0019383i,-0.001005+0.001249i,-0.0011077+0.0012739i,-0.00051101+0.0024428i,0.00051046+0.0028681i,0.00065836+0.0021114i,0.00021078+0.0022427i,0.00017213+0.0027953i,0.0005312+0.0022285i
-0.0017607+0.0040084i,-0.007509+0.015393i,-0.022493+0.032199i,-0.033933+0.040791i,-0.026566+0.030072i,-0.010585+0.014505i,-0.0037155+0.0080468i,-0.0023091+0.0074021i,0.00046578+0.0065247i,0.001469+0.0047764i,0.0012491+0.001997i,0.0010044-0.0016126i,-0.0003807-0.0029686i,-0.0009567-0.0018123i,-0.00025095-0.00045666i,0.00041225+0.00038758i,0.00035934+0.0015552i,0.00020403+0.0028445i,0.00085528+0.0034555i,0.00085508+0.0028347i,-0.00026747+0.0023327i,-0.00079317+0.0025061i,3.6853e-05+0.0016847i
-0.0041399-0.0014064i,-0.012912-0.013154i,-0.021962-0.034335i,-0.019573-0.050422i,-0.0066032-0.040846i,0.0037731-0.016699i,0.0059121-0.0011456i,0.0038851+0.0050822i,0.001327+0.0073449i,-0.00077142+0.0061385i,-0.0019573+0.0019178i,-0.0021247-0.002899i,-0.0025542-0.0045289i,-0.0027599-0.0030837i,-0.0021976-0.0019437i,-0.0023046-0.0017734i,-0.0026525-0.0018113i,-0.0026944-0.0014044i,-0.001355-0.00065092i,0.00064665-0.0006841i,0.00027066-0.0016145i,-0.0021541-0.0020034i,-0.0026311-0.0017256i
0.0054567-0.0061019i,0.020399-0.0086554i,0.043049-0.0066761i,0.052918-0.00013372i,0.035492+0.0022798i,0.010801-0.0022592i,0.00080214-0.0045514i,-0.001091-0.0022973i,-0.0037611-0.00087447i,-0.0058665-0.00083418i,-0.00607-0.001542i,-0.0045041-0.00073539i,-0.0024461+0.0004544i,-0.00070959+0.00058658i,0.00095065-0.00021839i,0.0004512-0.0019702i,-0.0014774-0.0020847i,-0.0026366-0.00038594i,-0.001272-8.9429e-05i,0.00097163+0.00027826i,0.001628+0.0013809i,0.0019752+0.0014361i,0.0010441+0.00065044i
0.0025375+0.0037581i,-0.0028328+0.020246i,-0.015737+0.043673i,-0.02563+0.05498i,-0.021317+0.041309i,-0.010941+0.019908i,-0.0080739+0.0098007i,-0.0084722+0.0054443i,-0.006711-0.00020438i,-0.0048353-0.0041733i,-0.0040648-0.003735i,-0.0034247-0.00051113i,-0.001312+0.0018389i,0.0016402+0.0035112i,0.0040832+0.0039811i,0.0052747+0.0019178i,0.0041442-0.0012954i,0.0026938-0.0017557i,0.0019915+0.00029592i,0.00080082+0.00058995i,0.00048395-0.00051641i,0.0018276-0.00029186i,0.0034104+0.0003488i
-0.0058903-0.00024142i,-0.01798-0.012218i,-0.032485-0.034358i,-0.035042-0.051202i,-0.018769-0.042455i,-0.00092651-0.01812i,0.0044997-0.0041469i,0.004251-0.0035409i,0.0067806-0.0062017i,0.0086871-0.007937i,0.0057561-0.0068068i,0.0015097-0.0036982i,-4.7457e-05-0.0011369i,-5.7736e-05+0.00061525i,-1.1622e-05+0.0022176i,0.0003045+0.0016893i,0.00073464-0.001121i,0.0010848-0.0023317i,0.0016096-0.0017503i,0.00091779-0.0013289i,-0.0010451-0.0023525i,-0.0013953-0.0031279i,-0.0019151-0.001787i
0.0088047-0.0030037i,0.025064-0.010517i,0.051658-0.016908i,0.063637-0.016226i,0.042409-0.011878i,0.013507-0.012201i,0.0050459-0.014275i,0.0075416-0.012969i,0.0082275-0.009699i,0.0072806-0.0052634i,0.0059374-0.0026922i,0.003293-0.002494i,0.00028129-0.0017222i,-0.0016769-0.000794i,-0.0023552-0.00083472i,-0.0025606-0.0013881i,-0.0018144-0.00080953i,-0.00038865+0.00094694i,0.00069531+0.0025384i,0.0011509+0.0034646i,0.0016548+0.0039299i,0.0022529+0.0040166i,0.0022853+0.0025004i
0.0027255+0.010224i,8.1187e-05+0.029018i,-0.0066644+0.057372i,-0.012335+0.071697i,-0.011487+0.055452i,-0.0072699+0.028121i,-0.0070246+0.015467i,-0.0051484+0.014323i,-0.00087322+0.013118i,-0.00086208+0.0090325i,-0.0019166+0.0034685i,-0.0021537-0.0012945i,-0.0025481-0.003246i,-0.0024773-0.002583i,-0.0016358-0.0022062i,8.1179e-05-0.0012033i,0.0013599+0.0019277i,0.0012238+0.0040158i,0.0004423+0.0029178i,-0.0003699+0.0013948i,-0.00010014+0.0015009i,0.00052888+0.002332i,0.00015294+0.0024457i
-0.0048274-0.0023451i,-0.021186-0.013677i,-0.044004-0.035267i,-0.05239-0.049038i,-0.030256-0.038541i,-0.001879-0.014468i,0.0070298+0.0028448i,0.0025601+0.0093869i,-0.0011462+0.0096224i,-0.0022716+0.00518i,-0.0027996+0.00094572i,-0.0038175-0.0015526i,-0.0042137-0.0028587i,-0.0016863-0.0017807i,0.0010981-0.00036747i,0.00058729+0.00017481i,-0.00085907+0.00070209i,-0.0014264+0.0011376i,-0.0015015+0.001338i,-0.0016947+0.00031446i,-0.0029659-0.0013927i,-0.0034882-0.0018888i,-0.0029296-0.0011039i
0.0042736-0.0051008i,0.022079-0.016064i,0.050299-0.028392i,0.063855-0.033632i,0.044078-0.027686i,0.013812-0.019671i,0.0013714-0.015383i,-0.00062763-0.011786i,-0.0041305-0.008116i,-0.0058188-0.005346i,-0.0048333-0.0038358i,-0.0042737-0.0023526i,-0.0029549-0.00038016i,-0.00047537+0.0014968i,0.00092705+0.0020857i,0.00022195+0.00058848i,-0.0026221-0.00022452i,-0.0044094+0.00070708i,-0.0025748+0.001852i,0.00011423+0.0023342i,0.0020424+0.0026781i,0.0039524+0.0024408i,0.0034747+0.0012254i
0.0029542+0.0050891i,0.003651+0.026373i,0.0030744+0.060272i,0.0025662+0.079399i,-0.00085909+0.062754i,-0.0072965+0.031828i,-0.011988+0.01301i,-0.0098947+0.0043201i,-0.0051854-0.0025044i,-0.003437-0.005661i,-0.003737-0.0041827i,-0.003158-0.0002564i,-0.0012276+0.0029489i,0.0012158+0.0051004i,0.0033801+0.0061666i,0.0040016+0.0037654i,0.0039448+0.00035035i,0.0041689-0.0018859i,0.0037053-0.0028621i,0.0024459-0.0027575i,0.00095012-0.0031903i,0.0002869-0.0026314i,0.00066626-0.0010419i
-0.0099059-0.0035599i,-0.031663-0.010529i,-0.062533-0.025655i,-0.073888-0.033723i,-0.044416-0.023407i,-0.0035417-0.0059007i,0.011716+0.0033031i,0.010639+0.0015712i,0.011138-0.0033571i,0.010362-0.0055725i,0.0070406-0.0046493i,0.0030505-0.0033336i,0.00030488-0.0034482i,-0.00043155-0.0013431i,-0.00018824+0.00089162i,0.00061739-0.00013847i,0.0014424-0.0016513i,0.0022771-0.0013801i,0.0021323+0.00016437i,0.00068651+0.00040946i,-0.001249-0.00065675i,-0.002013-0.0023733i,-0.0018213-0.0022411i
0.0036987-0.0054358i,0.020222-0.020325i,0.045133-0.041511i,0.056557-0.05473i,0.035973-0.046802i,0.0093853-0.032693i,0.0038309-0.024296i,0.0082777-0.016742i,0.0088057-0.0088139i,0.0074146-0.0027741i,0.006146-0.0012313i,0.0041134-0.0028685i,0.00079704-0.0041403i,-0.0025473-0.0046453i,-0.0037406-0.0042801i,-0.0031273-0.0030581i,-0.00063146-0.0008602i,0.0011167+0.0018671i,0.0014467+0.0041962i,0.0037945+0.0047542i,0.0059859+0.0039876i,0.005721+0.003528i,0.0050698+0.0018926i
0.007129+0.0055791i,0.013436+0.026586i,0.02278+0.06032i,0.025973+0.081678i,0.014226+0.066793i,-0.0058395+0.036151i,-0.015196+0.019537i,-0.0089387+0.017386i,-0.0033853+0.015899i,-0.004349+0.010841i,-0.0057577+0.0047709i,-0.0055472+0.00077116i,-0.0043371-0.00068673i,-0.0021315-0.0012206i,0.00050343-0.00087734i,0.0016993+0.00056433i,0.0019352+0.0034332i,0.0023217+0.005292i,0.0017232+0.003809i,0.0003179+0.0013954i,0.00013047+0.00048855i,0.00017162+0.0012801i,0.00080192+0.0017547i
-0.0061836-0.0069608i,-0.029484-0.0094784i,-0.065127-0.016961i,-0.079721-0.018082i,-0.04707-0.0094418i,-0.00072388+0.004034i,0.012358+0.014197i,0.0027844+0.016064i,-0.0027383+0.011513i,-0.0028763+0.0041725i,-0.0029383-0.00040342i,-0.0041638-0.0015833i,-0.0035457+2.3913e-05i,0.00012301+0.0028795i,0.0031324+0.0037924i,0.0022347+0.0031591i,-0.0022142+0.0030239i,-0.0054329+0.0045109i,-0.0052074+0.0052605i,-0.0040981+0.0039085i,-0.0045032+0.0027839i,-0.0050819+0.0020771i,-0.0032682+0.0012192i
0.0035827-0.0071958i,0.015506-0.026915i,0.033755-0.056739i,0.040359-0.075077i,0.023758-0.064374i,0.0056622-0.042274i,0.0017813-0.029155i,-0.0015349-0.021755i,-0.0059231-0.013759i,-0.0048517-0.0079632i,-0.0018483-0.0050249i,-0.00071184-0.00072865i,-0.00051447+0.0018551i,5.994e-05+0.0029998i,0.00056541+0.0029972i,5.4896e-05+8.0194e-05i,-0.0019568-0.0023439i,-0.0042391-0.0034354i,-0.0033449-0.003133i,0.00031182-0.00089157i,0.0035157+0.001417i,0.004539+0.001827i,0.0026047+0.00041218i
0.0066198+0.01028i,0.019362+0.031498i,0.039319+0.063666i,0.049468+0.081108i,0.030881+0.063535i,-0.0043064+0.030532i,-0.020437+0.0089677i,-0.012733-0.0015177i,-0.0043806-0.0053453i,-0.0033598-0.0036377i,-0.00333-0.0011911i,-0.0021868+0.00026061i,-0.0015154+0.0012471i,-0.0018142+0.002142i,-0.0019154+0.0036471i,-0.00011501+0.0026927i,0.0018334-0.00062906i,0.0035102-0.0027899i,0.0052427-0.0039678i,0.0040534-0.0048356i,8.7951e-05-0.0055234i,-0.00229-0.0041851i,-0.0026444-0.0022474i
-0.01066+0.0032411i,-0.034967+0.0054044i,-0.067089+0.0091576i,-0.075851+0.014779i,-0.039542+0.017434i,0.0086451+0.016184i,0.023904+0.015439i,0.018794+0.010926i,0.017087+0.0013192i,0.012834-0.0047617i,0.0056717-0.0044917i,0.0010779-0.0040105i,-0.0012676-0.0045968i,-0.0014368-0.0037477i,-0.00082982-0.0027795i,-0.001241-0.0034684i,-0.0014628-0.0034499i,-0.00028948-0.0013521i,0.00022629+0.0012978i,-0.000412+0.0023028i,-0.00072197+0.0010067i,-0.00016855-0.0016526i,-0.00027808-0.002079i
0.003662-0.010592i,0.013934-0.033926i,0.022921-0.068802i,0.019236-0.091009i,0.0063764-0.078983i,0.0012136-0.050478i,0.0073718-0.0301i,0.0096514-0.01488i,0.0064804-0.0029289i,0.005546+0.0013048i,0.0040604-0.00040492i,0.0015401-0.0034977i,-0.00044698-0.004594i,-0.0013906-0.003944i,-0.00032678-0.0046933i,0.00096245-0.0057409i,0.0017012-0.0040367i,0.002065-0.00083896i,0.0015275+0.0011369i,0.0027157+0.0021638i,0.0057434+0.0027348i,0.0071368+0.0024433i,0.0065549+0.00038863i
0.0091763+0.0083746i,0.024753+0.028262i,0.052014+0.054812i,0.065901+0.065567i,0.038119+0.050454i,-0.010866+0.026918i,-0.031668+0.015394i,-0.02099+0.014479i,-0.0091255+0.013775i,-0.0044534+0.0098651i,-0.003508+0.0038677i,-0.0047297+0.00047056i,-0.0044261+0.0019389i,-0.0021385+0.0029465i,0.00065408+0.0031079i,0.0012407+0.004213i,0.0014011+0.0068669i,0.002882+0.0081865i,0.0041294+0.0052014i,0.0033642+0.001751i,0.00063209+0.0011692i,-0.00096439+0.0024142i,0.0010235+0.0026099i
-0.01147+0.0038072i,-0.034915+0.0096588i,-0.066807+0.024192i,-0.071549+0.040906i,-0.031484+0.04082i,0.014025+0.02875i,0.01853+0.023621i,0.0026406+0.019764i,-0.0016967+0.0099661i,3.0094e-06+0.00019712i,-0.00011375-0.0039771i,-0.0015871-0.0021708i,-0.0025689+0.0017598i,-0.00088023+0.0036552i,0.00096081+0.004821i,-0.001005+0.0051429i,-0.0059046+0.0046174i,-0.0090861+0.005177i,-0.0080578+0.0053561i,-0.0058973+0.0049664i,-0.0055096+0.0046706i,-0.005361+0.0041653i,-0.0031656+0.0035471i
0.0016923-0.0096783i,0.0054222-0.033041i,0.0055294-0.072124i,-0.0038223-0.099814i,-0.008492-0.088781i,0.001571-0.059006i,0.010615-0.039938i,0.0044302-0.027738i,-0.0037262-0.016541i,-0.002757-0.0090917i,0.00047986-0.0039264i,0.0017641-0.0015589i,0.0011517-0.0018717i,0.00040769-0.0011049i,0.00084927+0.0011019i,0.0019596+0.0010223i,0.0016842-0.0020458i,-0.00042326-0.0039628i,-0.0015823-0.003335i,0.00011039-0.0020532i,0.0021929-0.0013732i,0.0014809-0.00083595i,-0.00097945-0.0004647i
0.0069936+0.0075674i,0.025279+0.022536i,0.05742+0.041296i,0.075217+0.045043i,0.04413+0.032876i,-0.010412+0.018901i,-0.029357+0.0053614i,-0.011769-0.0074583i,0.00027731-0.0097293i,-0.0017595-0.0017506i,-0.0037353+0.0028157i,-0.0019776+0.0015875i,-0.0007256-0.0011613i,-0.0023058-0.0022427i,-0.0044461-0.0012541i,-0.0037475+7.3836e-05i,-9.6094e-05+0.00041507i,0.0042768-0.0010326i,0.0056553-0.0028577i,0.0037626-0.0045917i,0.0012851-0.0052977i,-0.0010367-0.0039947i,-0.0030433-0.0017077i
-0.010848+0.0048575i,-0.031232+0.016358i,-0.056075+0.040345i,-0.056058+0.067492i,-0.018441+0.06891i,0.020254+0.046032i,0.026294+0.031078i,0.018389+0.021906i,0.015534+0.0070179i,0.0089363-0.0034291i,0.00081075-0.0041259i,-0.001679-0.003336i,-0.00085407-0.0038581i,0.00021113-0.0037461i,-0.0010583-0.0048838i,-0.0040096-0.0058202i,-0.0064677-0.0045795i,-0.0045473-0.0018542i,-0.0015779+0.0014702i,-0.0018425+0.0027554i,-0.001615+0.0020279i,-0.00070598-0.00057153i,-0.00043159-0.0033942i
