0.0002389-0.0002106i,0.00072717-0.00079255i,0.0014256-0.0011266i,0.0011428-0.00067995i,-0.00078511+0.00035698i,-0.0023259+0.0013272i,-0.0020986+0.0014453i,-0.00073301+0.0015893i,0.00097325+0.0012889i,0.0018498+0.00013292i,0.00090316-0.0011566i,0.00032257-0.00107i,0.00067407+0.00025394i,0.00024141+6.7857e-05i,-0.00015726-0.00092884i,-0.00058755-0.0013161i,0.00015274-0.00061151i,0.00096872+0.00019111i,9.5144e-05+0.00022566i,-0.00099203+0.00033232i,-0.0011322+3.7766e-06i,-0.00044066-1.3763e-05i,-0.00034552+8.2005e-05i
0.0011592+0.0016785i,0.0004922+0.0023636i,0.0010977+0.0014221i,0.00065083-0.00018698i,-8.7528e-05-0.00020628i,-0.0013101+0.00020008i,-0.0022451+0.00073213i,-0.0012802+0.00084702i,-0.00052231-0.00012957i,3.8973e-05-0.00056417i,0.00014589-0.00038678i,0.00024304-0.00022778i,-0.00012712-0.00038385i,-0.00047498-0.00013322i,0.00031391+0.00028801i,0.00063069-0.00032931i,0.00038824-0.00098296i,0.00064517-0.0010362i,0.00037536-0.00077815i,-0.00041181-0.0001108i,-0.00075635+0.00019243i,-0.00076511-0.00029187i,-0.00032391-0.00021823i
0.00069557+0.00044883i,7.705e-06-0.00034182i,0.00025796-0.00087722i,0.00086392-0.00010608i,0.00019054+0.00037987i,-0.00087384-7.1429e-05i,-0.0013554+0.00011419i,-0.00066255+0.00067825i,0.00013218+0.0002565i,0.00013627+7.1619e-05i,-0.00090633+0.00031757i,-0.00092753-0.00022211i,-0.00032121-0.00044753i,-0.00023312-0.0002311i,-0.00052135-0.00034161i,-0.00035372-0.00039382i,-0.00027572-0.00023947i,-0.0003716+0.00026831i,6.7599e-05+0.00062141i,0.00073995+0.00072331i,0.00031728+0.00025173i,-0.00015958+4.9925e-05i,-0.00048603+0.00013972i
-0.0010095+0.00044489i,-0.0015184+0.00063304i,-0.0015378+0.0018865i,-0.00085665+0.0016217i,-0.0008429+0.0014078i,-0.0010699+0.0011605i,-0.00039697+0.00043054i,0.00054974+0.00088544i,0.00027875+0.0012427i,-0.00036404+0.00048028i,-0.00083004-0.00047434i,-0.00058379-9.0448e-05i,0.00024683+0.000495i,0.00011507+0.00025479i,3.0439e-05+0.00060766i,0.00025653+0.0010162i,-1.0655e-05+0.00034481i,0.00022795-0.00012138i,0.00012191+0.00017476i,0.00015185-4.8272e-05i,0.00058719-0.00047662i,0.00013551-0.00034485i,-0.00096103-0.00019096i
-0.00076403+0.0020498i,-0.00085433+0.0020742i,-0.00027129+0.0023278i,-0.00030055+0.00043318i,-3.1887e-05-0.0012313i,-0.00042023-0.0011729i,-0.0017775-0.00057151i,-0.0010685-5.6754e-05i,0.00038182+0.00049102i,0.00020342+0.00038692i,-7.4281e-05+0.00045399i,-6.1669e-05+0.00099225i,0.00017874+0.00074597i,0.00032415-2.4424e-06i,-0.00028065-1.0146e-05i,-0.00031657+0.00056731i,0.00023881+0.00073516i,-0.0001345+8.2407e-05i,-0.00067828-0.00059685i,-0.00044156-0.00065701i,0.00033204-0.00061065i,0.0004765-0.00054149i,-4.9534e-05-0.00077222i
-0.0019827-0.00067118i,-0.0018764-0.00025619i,-0.0016059-7.6673e-05i,-0.00038138-0.00013021i,-0.00023057-0.00027639i,-0.00071227-6.0716e-05i,-8.8294e-05+0.00042359i,5.9643e-05+0.00058786i,-0.000335+0.00038153i,-0.00048764+0.00012806i,-0.00018761-0.00046163i,0.000229-0.00053711i,0.000245-2.6106e-05i,-0.00037782+0.00069912i,-0.00096699+0.00041563i,-0.00087038+5.3977e-05i,-0.00013586+0.00038151i,0.00026712+0.00011905i,-0.00030659+1.1285e-05i,-0.00057801-0.00036147i,-0.00055058-0.00071825i,-0.00029908-0.00035074i,0.00031478-0.00046604i
-0.00033806-0.00074545i,-0.00011803-0.00079867i,-0.00046505-0.0010723i,-0.0011226-0.00035044i,-0.0015972-7.9922e-05i,-0.0016322-0.00056273i,-0.0011714+1.5466e-05i,-0.00029952+0.00067578i,-0.00033218+0.00051528i,-2.3725e-05+0.00051693i,6.9758e-05+0.0010111i,0.00012531+0.00068908i,0.00044943+0.00027284i,0.00070813+0.00010498i,0.00084976-0.00022965i,0.00087119-0.00045171i,0.00018355-0.00043478i,-0.00012917-0.00076482i,0.00012826-0.00060174i,0.00010182-0.00037906i,-9.8343e-05+4.7248e-05i,-0.00052047-4.2008e-05i,-0.00041992-0.00032242i
-0.00174-0.00064749i,-0.0017747+0.0004546i,-0.0031792+0.001162i,-0.002682+0.00095463i,-0.00073011+0.00086202i,-0.00066891-0.00013354i,-0.0015494-0.00022158i,-0.0014449+3.6561e-05i,-8.4099e-06+0.00043528i,0.00065945+0.0005389i,7.022e-05+0.0005171i,-0.0006932+0.00024266i,-0.0008483-0.00026773i,-0.00029826+0.00020052i,0.00012333+0.00036259i,0.00037825+4.3918e-05i,0.0004286+0.00070143i,0.00049255+0.0010731i,0.00025895+0.0002093i,-0.00011683-0.0009615i,-2.2923e-05-0.0010921i,0.00030493-0.00068634i,0.00038298-0.00074436i
-0.00036487-0.0014207i,-0.00093243-0.0017221i,-0.00012734-0.0013276i,-0.00056085-0.0011206i,-0.0020582-0.0008361i,-0.0024692-0.00054402i,-0.0011837-0.00038778i,-0.00010039+0.0010545i,0.00052327+0.001118i,0.0013534-0.00020704i,0.00068515+0.00025001i,-0.00019965+0.00095831i,-0.00018862+0.000236i,-0.00048434+0.00035469i,-0.001175+0.00067725i,-0.0011486+0.00065777i,-0.00017439+0.00037853i,-0.00017113-8.5566e-05i,-0.00064101-0.00015091i,-0.00046728-0.00048965i,-0.00011292-0.00057861i,-0.00012878-0.00023012i,-0.00039378-0.00019766i
-0.0010513-0.0030684i,-0.0015436-0.0029598i,-0.0025725-0.0027126i,-0.0021173-0.00066599i,-0.0020234+0.00086829i,-0.0022922+0.0012939i,-0.0016196+0.0010556i,-0.00085195+0.0011276i,-0.0011604+0.0012571i,-0.001478+0.00090864i,-0.00086938+0.00037976i,-4.1384e-05+0.00013619i,-4.3473e-05+0.00055625i,-0.00085696+0.00058564i,-0.00096585+0.00034281i,-7.7158e-05-0.00016108i,8.3797e-06-0.00049053i,0.00012555+0.00010478i,0.00070463+0.00054977i,0.00047467+0.00035087i,-8.9436e-05+0.0007759i,0.00018175+0.00084653i,0.00032159-4.5665e-05i
-0.0019683+0.00096397i,-0.0018564+0.0011678i,-0.00076075+0.0012934i,-0.00047643+0.00089607i,-0.0015967+5.4825e-05i,-0.0014168-0.00068454i,-0.00095863-9.9667e-05i,-0.00068641+0.0013439i,-0.00034825+0.00097318i,-9.9657e-05-0.00088736i,0.0003137-0.0012155i,0.00013729-0.0010176i,-0.00018038-0.00063281i,-0.00056089+2.1078e-05i,-0.00074253-0.0005165i,-9.8068e-05-0.00047157i,0.00012283+8.3334e-05i,-2.3727e-05+2.1897e-05i,-0.00071467+0.00027859i,-0.00063198+0.00033467i,0.00062102+0.0002444i,0.001057+0.00035808i,0.0010181+9.2228e-05i
-0.0019025+0.00074455i,-0.0023917+0.00077667i,-0.001973+0.00066548i,-0.0020473+0.00069313i,-0.0017761+0.00025752i,-0.0011105-0.00024369i,-0.0018386-5.6198e-05i,-0.0010105+0.00063888i,0.00094897+0.00061133i,0.0011313+1.9468e-05i,0.00023927+8.9439e-05i,7.5607e-05+8.6595e-05i,-8.2749e-05-0.00013971i,-0.00053922-4.3931e-05i,-0.00014426-0.00019626i,0.00058441-0.00023947i,1.435e-05+3.5893e-06i,-0.00099676-0.00013164i,-0.00077503-0.0003948i,3.4319e-05-5.2627e-05i,-0.00010044+0.00040262i,-0.0010927-0.0003042i,-0.0010951-0.00080032i
0.0006312-0.0012626i,0.0005219-0.0016125i,0.00099577-0.0021232i,0.0010271-0.0015888i,0.00010056-0.00019224i,-0.00078074+0.00072156i,-0.0015251+0.0015203i,-0.0018152+0.0014564i,-0.0010778+0.00021749i,-0.001043-0.00097889i,-0.0010902-0.00078976i,-0.00035461+0.00030182i,4.7584e-05+0.0003635i,-6.452e-05-0.00025717i,-0.00018811-0.0002182i,-0.0004339+0.00043296i,-0.00075397+0.00066777i,-0.00025955+0.00019218i,-6.3573e-05+0.00020639i,1.32e-05+0.00051978i,-1.7856e-05+0.00038576i,-0.00015351+0.0003832i,0.0003657+0.0007699i
-0.00034313+0.0014224i,-0.00049441+0.0020883i,-0.0010328+0.0023794i,-0.00097957+0.00067346i,-0.0012885-0.00023998i,-0.0011773-0.00058099i,-0.00033609-0.00023627i,0.00033838-5.1261e-05i,0.00038293-7.4519e-05i,0.00016249-0.00015984i,0.00055971-0.0012885i,0.0008152-0.0011477i,0.00052634+0.00078511i,0.00059306+0.00093967i,0.0007397-0.00049812i,0.00034872-7.9465e-05i,0.00021269+0.00068002i,-1.2792e-05+0.00025065i,0.00027242+0.00012156i,0.00065394-0.00029248i,0.00044636-0.0010232i,0.00083488-0.00076395i,0.00089271-0.00012377i
-4.268e-05-0.0018217i,-0.00088595-0.0023859i,-0.0020992-0.002709i,-0.0020928-0.0013495i,-0.0016711-8.1622e-05i,-0.0015331-0.00027641i,-0.00098968-0.00019606i,-3.9661e-05+0.00060114i,-2.8783e-05+0.00059185i,-0.00078035-0.00091792i,-0.00073018-0.0018337i,-0.00072684-0.0013641i,-0.00013804-0.00076821i,0.00022917-0.00046857i,-0.00022194-0.00028609i,-0.00022484+0.00069177i,-0.00026401+0.00099589i,-0.00028409+0.00046086i,9.2302e-05-4.3165e-05i,0.00066056-0.00075383i,0.00050485-0.0012621i,0.00042803-0.00056369i,0.00031963+0.00032547i
-0.0024355-0.0010338i,-0.0023547-2.2444e-06i,-0.0022248+0.00066527i,-0.0018388+0.00084451i,-0.0012656+0.000328i,-0.00034942+2.5088e-05i,-0.00074074+0.00050479i,-0.001163+0.00074163i,-0.00079413+0.00097229i,-0.00021117+0.0011933i,0.00024221+0.00073904i,0.00024799+0.001123i,-0.00010357+0.0016401i,-0.00035919+0.0011599i,-0.00032769+0.00053234i,-0.0001931+7.2363e-05i,0.00054914+0.00012131i,0.00078263-0.00015821i,0.00034331-0.00063917i,0.00017665-0.00053696i,1.6209e-05+0.00034057i,-0.0002364+0.00072537i,-0.00019114+0.00012864i
0.00092904+0.0018008i,0.0002164+0.0014366i,0.00059449+0.0017428i,0.00077604+0.00093319i,-6.3682e-05-0.00019621i,-0.0013448-0.00064239i,-0.0015274-0.00051986i,-0.00054192-0.00025886i,0.00025269+0.00010993i,0.00011782+0.00045717i,-3.1511e-05+0.00010509i,0.00011-0.00071615i,-2.6486e-05-0.0010942i,-0.00025891-0.0012174i,-0.00065669-0.00077976i,-0.00079457+7.554e-06i,-0.00012185-5.6569e-05i,0.00032527-6.0362e-05i,0.00013512+0.00060951i,-0.00018484+0.00064187i,-0.00028064+0.00031635i,-0.00041389+0.00025328i,-0.00072492+0.0002347i
-0.0010899+0.001717i,-0.0015574+0.0014093i,-0.001156+0.001775i,-0.00067831+0.0015954i,-0.0012383+0.00028111i,-0.002045-0.0011647i,-0.0017948-0.00117i,-0.0010722-0.00038436i,-0.00044806-0.00058509i,-0.00012796-0.00054344i,0.00010862-0.00022067i,-0.0004209+0.00040289i,-0.001077+0.0008236i,-0.00086453+9.4826e-05i,-0.00052102-0.00017773i,-9.896e-05+0.00018137i,0.00013023+0.00020414i,0.00019581+0.00021009i,0.00018662+0.00030211i,-0.00030934-6.4806e-05i,-0.00058775-0.00038356i,-0.0002878+0.00035915i,-1.8861e-05+0.0012405i
-0.0017227+0.0018595i,-0.0020364+0.0014699i,-0.00087639+0.00089864i,0.00016647+0.0013634i,-0.0002156+0.00085462i,-0.00087289-0.00021316i,-0.0012912+0.00054135i,-0.00068819+0.0010853i,5.6712e-05+0.00065545i,-1.2554e-06-0.0002977i,-0.00041885-0.00020661i,-0.00028157+6.7638e-05i,0.00018564+0.00034019i,-0.00047621+0.00074938i,-0.00096516+0.00040014i,-0.00077359+0.00049072i,-0.00020815+0.00051437i,0.00044564+0.0008775i,0.00085325+0.0011508i,0.00052539+0.00054211i,-0.0004191-0.00028659i,-0.00038714-0.0010548i,-0.00037431-0.00116i
-0.00037945-0.00037039i,0.00034505+0.00022492i,0.0011013+0.0001244i,0.00025459+0.00057384i,-0.00046728+0.00070473i,-0.00042311+0.0002318i,-0.00024861+6.2019e-05i,0.00030839+0.00030903i,0.00047482+0.00018221i,-0.00022899-0.00044015i,-0.00039904-4.7344e-05i,0.00028426+0.00050558i,9.7393e-05+0.00031205i,-8.2717e-05+0.0004634i,0.00012726+0.00043994i,3.0909e-05-0.00010151i,0.00039748-0.00015742i,0.00024208+0.00017621i,-0.00026796-0.00060344i,0.00010866-0.0016661i,0.00015652-0.0010876i,-0.00064733+6.1477e-05i,-0.001704+0.00017916i
-0.0012323+0.00036115i,-0.0013755+0.00070512i,-0.00098779-0.00029783i,-0.0011047-0.00064527i,-0.0011851-8.8198e-05i,-0.0015692-1.5379e-05i,-0.0014761+0.00070479i,-0.00035614+0.0010703i,8.7889e-05+0.0004136i,0.00029683-0.00041069i,-0.00011188-0.00046027i,-0.00068636+0.00018704i,-0.0002022+0.00043446i,0.0001159-0.00016125i,-0.00030005-5.372e-05i,-0.00057184+0.00029197i,-0.00028529-0.00029539i,-0.00033207-0.00080256i,-0.00067181-0.00075844i,1.1707e-05-0.00082685i,-6.0097e-05-9.718e-05i,-0.00095778+0.00020606i,-0.0011531-0.00030076i
0.00055595-0.0011789i,-2.1952e-05-0.00208i,-4.627e-05-0.0016644i,-0.00070436-0.00093874i,-0.0013862-0.00080771i,-0.0015359-0.00040876i,-0.00098543-4.9623e-05i,-0.00052548+0.00019617i,-0.0002579-0.00056456i,0.00036781-0.0012074i,-0.00035937-0.00097705i,-0.001212-0.00051059i,-0.00021809-0.00040202i,0.0012072-0.00030278i,0.00088683-0.00068888i,-0.00036111+4.7028e-05i,-0.00098661+0.0012253i,-0.00034991+0.0010104i,-0.00032668+0.00042454i,-0.0013536-0.00013369i,-0.00096665-0.00053335i,-0.00038585-0.00070356i,-0.00022393-0.00031416i
-0.00070231-0.001199i,0.00013646-0.0013819i,-0.00035213-0.00077674i,0.00012023+0.00045885i,0.00036324+9.5472e-05i,-6.2341e-05-0.00063939i,-0.00040814-0.00069618i,-0.00022304-0.00035402i,-0.00012303+0.00018877i,-6.2808e-05+0.00018416i,0.00048683-0.00014851i,-1.9702e-05-0.00083634i,-0.00080376-0.00090156i,-0.00085211-6.2136e-05i,-0.00073829+0.0001344i,-0.00070138+0.0001776i,-0.00027664+0.00053786i,-5.5538e-05+0.00090397i,8.4259e-05+0.00027274i,0.00030535-0.00057089i,0.00029376-0.00070615i,0.00014541-8.0579e-05i,-9.4824e-05-2.3008e-05i
0.00035161-0.0016758i,-0.00068368-0.0011046i,-0.0015136-0.0016713i,-0.0013401-0.0015518i,-0.0016003-0.00072978i,-0.0017654+0.00027178i,-0.0017831+0.00087825i,-0.00073765+0.00092453i,0.00038573-5.2234e-05i,0.00054995-0.0012901i,0.00093706-0.0011899i,0.000856-0.00052684i,-0.00018748-0.0005686i,-0.00084697-0.00078411i,-0.00055631-0.00049223i,0.00027524-2.7499e-05i,0.00052186+0.00043695i,0.00066952+0.00011625i,0.0011602-0.00011525i,0.00080052+0.00045618i,0.00065279+0.00066815i,0.00037402+0.00044144i,-3.6751e-05-0.00018362i
4.4733e-05+0.0010537i,0.00013695+0.0011132i,0.00056564+0.0013089i,0.00035483+0.00081915i,-0.000879-3.1834e-05i,-0.001852+0.00020934i,-0.0024705+0.001138i,-0.0019569+0.001225i,-0.00093087+0.00056663i,-0.00019645+0.0001865i,4.8989e-05-1.053e-05i,-3.8439e-05-7.2555e-05i,-0.00011191-0.00059562i,-0.00086826-0.0009162i,-0.00099588-0.00051874i,-0.00020124-0.00073161i,0.00033708-0.00074768i,0.00017531-0.00067662i,0.00011694-0.00066425i,0.00052492-0.00054068i,0.00080476-0.0010991i,0.00034255-0.0015809i,0.00010516-0.00086662i
-0.0011647-0.0022943i,-0.00024457-0.0021717i,-0.0011359-0.001117i,-0.0019051-9.5972e-05i,-0.0019487+0.00014462i,-0.0012889+5.107e-06i,-0.00046063+0.00025375i,-0.00020405+0.00055631i,-0.00084108+0.00038933i,-0.00065028+0.00021202i,-0.00030916+0.00060375i,-0.00039017+0.00039756i,0.00011459+0.00038802i,0.00029401+0.00041287i,0.00020573-1.1588e-05i,0.00048498-0.00011959i,0.00030474-6.3666e-05i,-0.00034174+0.00052984i,-0.00045014+0.00020685i,3.4419e-06-0.00081973i,0.00030639-0.0011142i,0.00036889-0.00078518i,0.00012586-0.00019638i
-0.00082407-0.00075569i,-0.0002282+0.00012289i,-0.00030724+0.00041397i,-0.00023293-0.0001382i,-0.00014521-0.00077168i,-0.00053762-0.00099016i,-0.00076243+0.00020866i,-0.00062212+0.0012058i,-0.00033686+0.00099689i,0.00010809-0.0001819i,-0.00012973-0.00086701i,-0.00045236-9.8742e-06i,-0.00029454+0.00071942i,0.0001698+0.00040413i,0.00043623+0.00049525i,0.00041858+0.00082323i,0.00020159+0.00031649i,-3.9833e-05-0.00020463i,-0.00016505+0.00024919i,-3.6437e-05+0.0010486i,-7.7549e-05+0.00094823i,-0.00041613+0.00039918i,-0.00071286+0.00012977i
-0.00049611+0.00027181i,-0.00051338+0.00021291i,-0.00021277+0.00087712i,-0.00058546+0.001228i,-0.0016714+0.00075788i,-0.0020361+0.00019853i,-0.0015074+0.00012374i,-0.00086839+0.00015901i,-0.00032248+0.00033589i,0.0001389+0.0011253i,0.00082904+0.00097628i,0.00047796+0.00054654i,-0.00048719-0.00044163i,-0.00088994-0.00069479i,-0.00062923+4.4795e-05i,0.00024957+0.00010826i,0.00097773+0.00028333i,0.00076427+0.00050813i,-0.00011853+0.00047473i,-0.00050912-6.8524e-06i,-0.00064387-0.00021147i,-0.00025057+9.3737e-06i,-0.00082483+0.00062704i
0.00036963-9.8142e-05i,0.00070464+0.00024842i,0.00058109+0.00032831i,0.00029734-0.00041102i,0.00025552-0.00095958i,-0.00051139+0.00016328i,-0.0011533+0.00075765i,-6.3143e-05+0.00023048i,0.0010121-0.00026937i,0.000671-0.00051248i,0.00024984-0.00089841i,0.00013001-0.0011909i,0.00022116-0.00077547i,0.0006962-0.00029298i,0.0002505-0.00023137i,-0.00011406-0.00039659i,9.3894e-05+9.3524e-06i,-0.00040557-4.1873e-06i,-0.00025727-0.00015082i,0.00034411-0.00019689i,0.00061388-0.0011051i,-0.0003054-0.00088063i,-0.00074465-0.00064075i
-0.00057444+0.00035124i,-0.00051863+0.00016258i,-0.00030688+0.00038314i,0.00016813+0.00017005i,-4.6076e-05+0.00017932i,-0.0011182+0.00035519i,-0.001767+0.00097707i,-0.0017952+0.0015351i,-0.00070113+0.00031556i,0.00022928+4.4e-05i,-3.0208e-05+0.00053622i,-0.00056909+0.00028205i,-0.00018563+0.00022342i,-0.00039578-0.0001398i,-0.00063756-0.00028137i,-0.00048464+5.8652e-05i,-0.00013522-0.00013841i,-0.00019004-5.8448e-05i,-0.00025446+0.0002929i,0.00013421+4.3027e-05i,6.7765e-05-0.00014239i,0.00029814-0.00021293i,0.00056442-9.4022e-05i
0.00075688-0.00010282i,0.0012123+0.00048101i,0.0019938+0.00032249i,0.0016873-0.00038638i,0.00037082-0.0013884i,-0.0002789-0.0020196i,-0.00013141-0.00058377i,5.8256e-05+0.00062396i,0.00035529+0.00024571i,0.00037887-0.00023376i,-0.00025999+0.00026775i,-0.00043264+0.00023339i,-0.00042229+7.6212e-05i,-0.00084613+0.00055094i,-0.00066396+0.00070505i,4.638e-05+0.00046818i,0.00021407+0.00046707i,0.00038343+0.00060333i,0.0010103+0.00019877i,0.00064379-0.0001593i,-5.0677e-05+0.0002633i,0.00011139+0.00039901i,5.0508e-06-0.00055057i
0.00041541+0.00058537i,-0.00039323+0.00014311i,-0.00099146-0.0003249i,-0.00065712-0.0011672i,-0.00040154-0.00079144i,-0.0019586-0.00023483i,-0.0028345-0.00070504i,-0.0017156+0.00020324i,-2.3312e-05+0.00011978i,0.00057963-0.00089249i,7.4729e-05-0.00036717i,-0.00019192+6.0067e-05i,-0.00066457-0.00046074i,-0.001236-0.00085322i,-0.00057453-0.00053292i,0.00033301+0.00033517i,-7.1624e-05+0.0012816i,-0.00070811+0.0011147i,-0.0001329+0.00021931i,0.00048357-0.0004246i,0.00055769-0.00038137i,0.00040605-0.00041834i,-0.0002833-0.00041381i
-0.002389-0.0023493i,-0.0020216-0.0017858i,-0.0027579-0.001736i,-0.002766-0.0009054i,-0.0017731+0.00065301i,-0.00067908+0.0012229i,-0.00099542+0.00063091i,-0.0015839+0.0010375i,-0.001136+0.00083784i,-0.00087096+0.00056606i,-0.00044914+0.00081975i,0.0005291+0.00017788i,0.00040572+0.00025314i,-0.00035331+0.00061659i,-0.00080694-0.00022519i,-0.00049212-0.00052756i,-0.00022986-9.5185e-05i,-0.00082138-0.00036639i,-0.00098083-0.00081151i,-0.00087348-0.0010288i,-0.00072575-0.00052532i,7.9422e-05+0.00049343i,0.00027784+0.00021688i
-0.0020802+2.0059e-05i,-0.0029977-0.00015705i,-0.0023382-0.00096217i,-0.0009707-0.00056607i,-0.00066231+0.00029869i,-0.00076297+7.1974e-05i,-0.00079248+4.3763e-05i,-0.00041464+0.00057506i,-0.0002421+0.0007213i,-0.00027523+0.0002491i,8.2834e-05-0.00013878i,4.8084e-05-0.00025551i,-0.00051497+0.00023311i,-0.00011434+0.00019249i,0.00021629+0.00031214i,-0.0001855+0.00012619i,-0.00022831-0.00035983i,-0.00042906-0.00055115i,-9.9338e-05-0.0004385i,-0.0006137-0.00037386i,-0.00014287-0.00058929i,0.00025325-0.000115i,-0.00070332-9.2495e-05i
0.00071235+0.0015787i,-7.4789e-05+0.0013635i,0.00021909-6.1282e-05i,0.00061763-0.00089096i,-0.00011453-0.0013981i,-0.001031-0.0017852i,-0.0012965-0.00092011i,-0.000822+6.0119e-06i,-0.00034768+0.00060695i,-0.00070171+0.00066071i,5.3184e-05-1.3648e-05i,0.0014514+4.7596e-05i,0.0014309+0.00039503i,0.00098464-0.00070129i,0.0019522-0.0012191i,0.0021569+6.7883e-05i,0.00028948+0.0002529i,-0.00031863-0.00053028i,0.00031598-0.0004392i,0.00089923-0.0007774i,0.0010584-0.00065451i,0.00046246-0.00018227i,-0.00066845-0.00022614i
0.0013587+0.0016712i,0.00083651+0.0022538i,0.0013271+0.0023778i,0.0013306+0.00075193i,0.00077749-0.0012712i,-0.00070887-0.0012475i,-0.0012926-0.00011916i,-0.00022883+0.00067403i,0.00059424+0.00031101i,0.0011657-0.0010114i,0.001067-0.0014722i,0.00031259-0.00054474i,-0.00015953+0.000284i,-0.0004617+0.00039958i,-0.00082419+0.00030956i,0.0002244+0.00021644i,0.001613+0.0003173i,0.0014851+0.00014945i,0.00063658+0.00056221i,0.00023905+0.00078332i,0.00069924-0.00016737i,0.00079985-0.00044624i,-0.00032339-0.00081999i
-0.00053227-0.00096347i,-0.00040133-0.0011854i,-0.00092136-0.00069766i,-0.00082845-0.00070773i,1.6666e-05-0.0010977i,-0.00014667-0.00090188i,-0.0011339-0.0010941i,-0.0015068-0.00056641i,-0.00096309-3.3e-05i,-0.00023561-0.00037564i,-0.00013419-0.00089286i,-0.00041973-0.0011876i,-0.00048881-0.00057103i,-0.00049946+0.00010148i,0.00030104+0.00021634i,0.00066394+7.1968e-06i,0.00022775-0.00054993i,-7.2798e-05-0.00067489i,-7.9818e-05-0.0001556i,-0.00010831+0.0001786i,-0.00023263+7.6103e-05i,0.0001041-0.00011293i,0.00067431-1.267e-05i
0.001258-0.0013445i,0.0019124-0.00064328i,0.0019973-5.5728e-05i,0.0013179+0.00029974i,0.00071019+0.00013503i,0.00032729-0.00020807i,-0.00074023-5.0897e-05i,-0.0011668-7.4148e-05i,-0.00036274-0.00026602i,-0.00042147-0.00093479i,-0.0013734-0.0013634i,-0.00095895-0.00045229i,-0.00041498+0.00024958i,-0.00031163-0.00031811i,0.00014135-0.00047765i,0.00024129-1.3749e-06i,0.00040603+0.00054764i,0.00013639+0.00043091i,-0.00026805+8.7151e-05i,0.00013735-0.00039271i,0.00093355-0.00071777i,0.0010168-0.00044508i,0.00063581+0.0002411i
-0.0023277+0.0013828i,-0.0027093+0.001196i,-0.0024633+0.0017025i,-0.0003795+0.0020315i,0.00085432+0.001273i,-0.0001003-0.00038211i,-0.00095783+5.712e-05i,-0.00094142+0.0012469i,-0.0012185+0.00043189i,-0.00079826-0.0010605i,-0.00025692-0.00090586i,-0.00013557-0.00011729i,0.00038975-0.00032109i,0.00026294-0.00029685i,-0.00017266+0.0003129i,0.00021196+0.00027019i,0.00079583+0.00013522i,0.00053924-8.1757e-05i,-0.00023279-0.00027392i,-6.9057e-05-0.00047049i,0.00027816-0.00064141i,-0.00026374-0.00033042i,-0.00091692+0.00021673i
-0.00018916-3.8692e-05i,0.00025613-0.00046094i,0.00052855-0.0020152i,0.00062505-0.0021882i,-7.2775e-05-0.0008043i,-0.00068189+0.00075317i,-0.0005028+0.0014703i,-0.00028663+0.0012512i,0.00034902-0.00026062i,0.00012536-0.0013066i,-0.00051875-0.00063343i,-0.00010458+0.00052452i,0.00038332+0.0006825i,-2.0189e-05+0.00071477i,-0.00084036+0.0008614i,-0.00053163+9.7392e-06i,0.00033364-0.00026804i,0.00029299-3.0993e-05i,0.00068318-0.00063313i,0.0006642-0.0010713i,0.00016989-0.00088335i,0.00013641-0.00053404i,-0.00014514-0.00043226i
0.0017649-0.0011354i,0.0013477-0.0015564i,0.00043533-0.0016336i,-0.0011114-0.0014289i,-0.0021497-0.0007892i,-0.0018736-0.00079417i,-0.00094309-0.00046667i,-0.00044127+0.00015745i,-0.00070796-0.00012366i,-0.00067298-0.00067187i,-0.00028714-0.00056512i,-9.1152e-05-0.00010504i,-0.00022445-0.00051018i,-0.0008071-0.00083969i,-0.0013689+6.9583e-05i,-0.0011216+0.00030902i,-0.00029106-0.00034387i,0.00038906-0.00057955i,0.00040265-0.00069143i,5.9546e-05-0.00082208i,-0.00060952-0.00073452i,-0.0012554-0.00020726i,-0.0010401-0.00025608i
-0.00016361+0.00081624i,0.00046317+0.0011545i,0.0014175+0.0014523i,0.0014254+0.00051126i,0.0014638-0.00086726i,0.00026283-0.0012567i,-0.0013714-0.00029226i,-0.0010753+0.00064301i,0.00016354+0.00088988i,0.00054606+8.169e-05i,-5.1817e-06-0.0011237i,0.00030278-0.00058944i,0.00070874+0.00057371i,0.00029071+0.00081084i,8.9756e-05+0.0004613i,5.8176e-05+0.00058939i,3.6414e-05+0.001133i,-0.00062726+0.0012594i,-0.0014328+0.00031897i,-0.00037249-0.00045581i,0.00084651-0.00028251i,0.00065645+8.9679e-05i,0.00078828-4.6624e-05i
-0.00092698+0.00098559i,-0.00054582+0.00056668i,2.3731e-05+0.00057557i,0.000432+0.00036415i,0.00016951-0.00025364i,-0.000595-0.00033847i,-0.0014454+0.00057891i,-0.0015106+0.00074035i,-0.00066272+0.0001389i,-4.2862e-05-4.8663e-05i,-0.00033948-0.00020293i,-0.00042926-0.00010848i,-0.00029875+0.00013912i,0.00041273-0.00041401i,0.00070481-0.00088289i,2.4625e-05-0.0011705i,-4.9144e-05-0.0011243i,0.00029507-0.00010827i,-0.00019874+5.7796e-05i,-0.000201-0.00042937i,0.00056113+9.0007e-05i,0.0003018+0.00036769i,-0.00042875-0.00032331i
