0.0008624-0.00023659i,0.0014539-0.00076098i,-0.00038657-0.0010092i,-0.0011893-0.00047306i,-0.0014459+0.00021538i,-0.0012648-0.00045012i,0.00013126-0.0013569i,0.00061801-0.0012485i,0.00059683-0.00071018i,0.00089937-0.0010146i,0.00089829-0.0015719i,0.00050953-0.0015569i,-6.7656e-07-0.001043i,-0.00063121+3.9546e-05i,-0.00097076+0.00017954i,-0.00063127-0.00019275i,0.00015256-0.00029258i,0.00095654-0.00036543i,0.00064163-0.00029446i,6.1394e-05-0.00026973i,-9.2936e-05+1.9255e-05i,-0.00014283-0.0002731i,-0.00016376-0.00082004i
-0.00073647+0.00076213i,-4.764e-05+0.00019474i,-0.00034864+0.00033238i,-0.00063309+8.7753e-05i,0.00047578-0.000441i,0.0016756-0.00038764i,0.0015935-0.00085228i,0.00079788-0.0015116i,0.00023356-0.0012917i,0.00013821+9.021e-05i,0.00025993+0.00099867i,0.00023257+0.00076983i,0.00057686+0.00045894i,0.00022838+0.0007035i,-0.00045238+3.1011e-05i,-0.00094573-0.00016148i,-0.0011351+0.00052835i,-0.00059906+0.00076177i,0.00043183+0.00024891i,0.00061198+8.5672e-05i,-0.00021331+0.00042997i,-0.00074142+0.00028972i,-0.00052827+0.00029682i
-0.0019562-0.00012776i,-0.0026653+0.00069639i,-0.0019299+0.00063165i,0.00039474+0.00042235i,0.0012339+0.0010957i,0.00045795-6.3548e-05i,0.00041975-0.002177i,0.00056159-0.0021299i,-0.00026529-0.0016231i,-0.0005972-0.00082694i,1.5707e-06+0.00025336i,0.0014076+0.00066165i,0.00091047+0.00059066i,-0.00034156+0.00057708i,-0.00018718+0.00025459i,2.3795e-05-0.00059252i,3.0477e-05-0.00035617i,-0.00035688+0.00066354i,-0.00062327+0.0004206i,-0.00070662-0.00076789i,0.00031224-0.00095374i,0.0013779-0.00027964i,0.0004884-0.0005592i
-0.00044959-0.00096329i,-1.2927e-05-0.00098702i,-0.0013732-0.0015758i,-0.0024455-0.00077205i,-0.0025739+3.4918e-05i,-0.0011538-0.00011119i,0.00053083-0.0013504i,0.00043126-0.0021069i,-0.00067421-0.0022372i,-0.0010844-0.0013465i,-0.00064504-0.00062874i,0.00031816-0.00013341i,0.00048839-9.5937e-06i,-0.00039161-0.00024329i,-0.00035177-4.0988e-05i,-0.00018748+0.000309i,-0.00045798-9.8274e-05i,0.00023105-0.00040913i,0.0012378-1.7271e-05i,0.0011589+0.00023783i,0.00059372+0.00051814i,-0.00016027+0.00010484i,-0.00059029-0.00047953i
-0.0014037+0.00089097i,-0.0020972+0.0025054i,-0.0014982+0.0032832i,7.7852e-05+0.0026294i,0.0013578+0.0012746i,0.001068-2.1682e-05i,0.00023873-0.0013243i,-8.3345e-05-0.0021884i,-0.00048845-0.0018968i,-0.00032881-0.0010579i,0.00085851-0.00061435i,0.0015659-0.00041694i,0.0013927-0.00024749i,0.0013185-0.00030781i,0.0012551+0.00032217i,0.00065612+0.00040774i,0.0001368-0.00020529i,-9.4594e-06-0.00024802i,-8.9769e-05-0.00074152i,0.00043014-0.0010088i,5.6531e-05-0.0010251i,-0.00077507-0.0012527i,0.00016973-0.00030433i
0.0013687-0.0011686i,0.0019607-0.00073116i,0.0014446-0.001099i,0.0014776-0.0016577i,0.0019178-0.0015931i,0.0021622-0.001132i,0.0022807-0.00073369i,0.0013139+6.7839e-05i,0.00019573-3.4904e-05i,0.00040416-0.0010543i,0.0010354-0.00069292i,0.00061695-0.00039103i,9.6567e-07-0.00097486i,8.1012e-05-0.00076496i,0.00070755-0.00011733i,0.00051858+8.6979e-05i,-0.00033847+0.00014996i,6.6063e-05+0.00043558i,0.00033529+0.00075784i,-0.00019992+0.00081482i,-0.0005579+0.00063353i,-7.8868e-05+0.00032223i,0.00014638+0.00050075i
-0.00064865+0.00078894i,0.00044431+0.00026147i,0.0010722+0.00071534i,0.00065024+0.00081581i,6.7577e-05+0.00044173i,0.00054173-0.00052367i,0.00036649-0.0012737i,-0.00052117-0.0014551i,8.374e-05-0.0010491i,0.00053929+4.2903e-05i,0.00017851+0.00018343i,0.0001872-0.0002324i,5.0096e-05-0.00044006i,-0.00039321-0.0005829i,-0.00044281-0.00016918i,3.1232e-05+0.00049073i,-0.00024053-3.3752e-05i,-0.000817-0.00024412i,-0.0004916+0.00035985i,2.237e-05-0.00020075i,-0.00029192-0.00046245i,-0.0013866+4.5362e-05i,-0.0014875-0.00067166i
0.0019803+0.00066867i,0.0023194-0.00046247i,0.0014798-0.0014362i,0.0017473-0.0016405i,0.0020699-0.0020426i,0.0010237-0.0014224i,-0.00016208-0.001123i,-0.00024572-0.0014511i,-0.00010308-0.0017541i,0.00013283-0.0018849i,0.0010592-0.0010246i,0.0012342-0.00047977i,4.1244e-05-0.00050303i,-0.00070199-0.00072974i,-0.00028995-0.00057185i,-3.6541e-06-0.00020785i,7.814e-05+0.00016095i,0.00032146+0.00048916i,4.8492e-05+0.00025347i,-0.00023682-4.7385e-05i,4.2295e-05+0.00018421i,0.0004905-6.6651e-05i,0.00041015+0.00032127i
-0.00063443+0.0015833i,0.00073851+0.00034736i,0.00031502-0.00041059i,0.001088-5.3718e-05i,0.0016174-0.00025065i,0.00068385-0.0012913i,0.00047691-0.0011392i,0.00076915-0.0001418i,-0.00014476-6.4177e-05i,-0.00063773-0.00015469i,8.0776e-05-0.00030491i,0.00073748-0.00095877i,0.00085268-0.0010268i,-0.00015084-0.00048356i,-0.00053226-0.00074617i,-0.0002875-0.00026619i,-0.00084812-7.6738e-05i,-0.00069344-0.0006605i,-0.00033602-0.00046113i,-0.0002069+0.00022161i,-6.9321e-05+0.00077949i,-0.00017166+0.0007981i,-0.00044406+0.00061392i
0.0023334+0.0017615i,0.0024622+0.0023842i,0.0030271+0.0025011i,0.002661+0.00076285i,0.0018122-0.0012032i,0.0013708-0.0013021i,0.00086472-0.0013994i,0.0011179-0.001068i,0.0012853-0.00025005i,0.00076993+1.3162e-06i,0.0017047-2.5726e-05i,0.002115-6.0303e-05i,0.00078764+0.00021553i,-0.00013207+0.00041444i,-0.00020711+0.00046253i,0.00032512-2.2565e-05i,0.00060237-0.000783i,0.00055632-0.00032665i,0.00062003+0.0003325i,0.00061755-4.5404e-05i,0.00040646-0.00050188i,0.00016844-0.0002839i,-7.3743e-05-0.00016137i
0.0016757-0.00039756i,0.00066551-0.00041908i,-0.0001629-0.0010328i,0.0004543-0.00079427i,0.00075244-0.00016924i,0.00086927-0.0010065i,0.00087222-0.0013716i,0.0006038-0.0015801i,0.00063902-0.0018296i,0.00076771-0.0014002i,0.00083629-0.00063794i,0.0011278-0.00012026i,0.00093712+0.00031341i,6.7002e-05+0.00038784i,9.0201e-05+0.00027657i,7.0264e-05+0.00039176i,-0.0001173+0.00019398i,-0.00020265-8.7733e-05i,0.00048547-0.00028371i,0.00079395-0.00022399i,0.0001239+0.00022465i,-0.00046657-0.00030579i,-0.00047539-0.00066987i
-0.0021508+0.00072904i,-0.0021947+0.0013981i,-0.0019816+0.0025713i,8.5607e-05+0.002157i,0.0016863+0.00025178i,0.0024617-0.0017536i,0.0018636-0.0019861i,0.00030975-0.0011542i,-6.4708e-05-0.00019311i,0.00016013+0.00089371i,0.00065584+0.0002902i,0.0012591-0.00099259i,0.0012979-0.00053422i,0.00028103+0.00043475i,-0.00084705+0.00038707i,-0.000427-0.00023109i,0.00038046-8.624e-05i,0.00049991+6.7191e-05i,0.0001047-1.4621e-06i,3.9574e-05+0.00023803i,0.00024509+0.00060654i,6.8633e-05-8.7743e-05i,-0.00012875-0.00037703i
-0.00048885-0.00097182i,-0.00077687-0.00062121i,-0.00091354-0.00068418i,-0.0010267-0.0013473i,-7.7006e-05-0.0013515i,0.00027845-0.00065951i,-0.0010317-0.00076572i,-0.0015052-0.0014968i,-0.0011894-0.0012479i,0.00010513-0.00087431i,0.00044807+0.00049249i,-0.00032896+0.00091965i,-0.00015281-0.00011495i,0.0004964-0.00055i,0.00048919+4.4013e-05i,0.00029228+7.0428e-05i,-3.9798e-05+0.0004371i,-0.00039721+0.00025526i,-0.0004811-0.0002493i,-0.00024729+0.00010461i,-0.00048708+0.00057584i,-0.00076397-7.6575e-06i,-0.00022348-0.00034104i
-0.00094219+0.0015654i,-0.00096053+0.0011996i,-0.0011686+0.0011904i,-0.00026211+0.00080494i,0.00015954+0.00058101i,0.00024554+0.0002077i,0.00072706-0.00091587i,0.0012024-0.0012597i,0.0006266-0.00014854i,-0.00026853+0.00086384i,0.00017628+0.0011522i,0.00016595+0.00083795i,-0.00054854+9.9901e-05i,-0.00049859-0.00023324i,-0.00036306-0.00021406i,-0.00043079-1.8263e-05i,-0.00040033-0.00072756i,0.00067739-0.0010134i,0.00056013-7.7584e-05i,-4.1922e-05-0.00040807i,0.00022669-0.00075905i,-0.00019857-0.00011278i,-0.00058432-0.00046565i
-0.0018949-0.0014522i,-0.0021461-0.0014259i,-0.0025648-0.00095262i,-0.0019611-0.00047434i,-0.0010561-0.00027862i,0.00033315-0.0010805i,0.00096384-0.0015772i,0.00038171-0.0021739i,-0.0001917-0.0020975i,-0.00062942-0.0013298i,0.00041013-0.00027088i,0.0010332-0.00011625i,4.5441e-05-0.00028535i,-0.0010121-0.00022504i,-0.00063647-0.0004117i,-0.00041935-0.00035805i,-0.00029472-0.0001267i,0.00027427+0.00014659i,0.00068608+0.00023065i,0.00053398+0.000355i,-0.00017726+0.00031488i,-0.00013849+0.00039855i,2.9809e-05+0.00061837i
-0.00013303+0.00020176i,-0.00018399-0.00075184i,0.00061309-0.00013486i,0.0012003-0.00023146i,0.0016187-0.00094418i,0.001398-0.00085399i,0.00063164-0.00075729i,0.00043653-0.0009862i,0.00039726-0.00069787i,0.00039123-0.0009425i,0.0012713-0.0002481i,0.00081603+0.00097416i,-0.00068456+0.00013239i,-0.0010642-0.00046967i,-0.0009951+4.6367e-05i,-0.0011254-0.00015889i,-0.0010561+0.00045683i,-0.00095894+0.00067839i,-0.0005216+0.00041046i,-0.00037564+0.00053079i,-0.00050437+0.00057851i,-0.00028378+0.00062054i,0.00027793+0.00047013i
-0.00010956+0.001317i,-0.0010958+0.00069372i,-0.0017474+0.001119i,-0.00047476+0.00060909i,0.00072849-0.00018672i,0.00047364-0.00052319i,0.00011659-0.0011467i,0.00065256-0.0014641i,0.00068241-0.00059473i,0.00092789-0.00017817i,0.0015178-7.5895e-05i,0.001224-0.00019528i,0.00047243-0.00048589i,0.0010255-0.00049814i,0.00077431-0.00048732i,-0.0002381+9.9231e-05i,6.5321e-06+0.00023445i,0.00020326+8.3132e-06i,0.00033881+0.00026888i,0.00028708+3.4387e-05i,-1.1878e-05-0.00059755i,-0.00064208-4.4498e-05i,-0.0012378+6.0049e-06i
0.0029041-0.00049595i,0.0019921-0.0009419i,0.0021702-0.00079382i,0.0018582-0.0010447i,0.0011719-0.00064261i,0.0016992-0.00052063i,0.0011668-0.0017649i,6.5975e-05-0.0018406i,-0.00043553-0.0018131i,-0.00055821-0.0010355i,0.00052132+0.00026228i,0.0017648-0.00020338i,0.0015545-0.00055657i,0.0003807-0.0001769i,-0.00012938+0.00011901i,-8.315e-05+0.00046742i,-0.00011087+0.0004743i,-0.00050712+0.0006652i,-9.9844e-05+0.00047402i,0.00083541+0.00037733i,0.00094078+0.00057063i,0.00078707-0.00035423i,0.00052662-0.00075694i
0.00052345-0.0006967i,-0.00014525-0.00088066i,-0.0017241-0.00098928i,-0.00072074-0.00090747i,0.00064525-0.0011272i,0.00066897-0.0014091i,0.00017793-0.0015498i,-0.00071831-0.0015716i,-0.00091998-0.0014394i,-0.00052825-0.0008214i,0.0002005+0.00026883i,0.00075179+0.00066801i,0.0010216+0.00018826i,0.00064838+0.000179i,-5.6155e-08+0.00021355i,0.00033813-7.3507e-05i,0.00063871+0.00021483i,5.3257e-05+0.00069119i,-0.0001237+0.00057985i,0.00037779-5.1656e-05i,0.00036869-0.00070001i,-3.1863e-05-0.00061104i,-0.00021787-0.00022218i
0.00028453-0.00041101i,0.00092555-0.00028788i,0.0017428-9.9675e-05i,0.0021571-0.0010409i,0.0023272-0.0018281i,0.0019589-0.0017104i,0.00052055-0.0011279i,-0.0003034-0.00088856i,-0.00031173-0.00039602i,-0.00030323-0.00016562i,0.00044671-0.00024807i,0.00072998-0.00052601i,0.00023081-0.00051734i,0.00014174+0.00038499i,-0.00048938+0.00069841i,-0.00060387-8.7906e-05i,0.00020218-0.00062669i,0.00039456-0.00042581i,0.00080099-0.0005516i,0.0010327-0.00034855i,0.00022002+0.00024399i,-0.00086133-0.00033546i,-0.00059665-0.0011996i
0.001946+0.0010646i,0.0028634+0.0023863i,0.0029902+0.0026904i,0.002096+0.0016372i,0.0011137+0.00051748i,6.3313e-05-0.00045081i,0.00025622-0.00031934i,0.0006784-0.00064128i,0.00073729-0.0010952i,0.00037881-9.2267e-05i,9.8984e-05+0.00068377i,0.00058672-5.2667e-06i,0.0010016-0.00058712i,0.00072558-0.00042453i,-2.7797e-05-0.000613i,-0.00080504+0.00020067i,-0.001336+0.0011272i,-0.0012582+0.00081877i,-0.00034398+0.00035483i,0.00027821+0.0004343i,0.0004966+0.00030688i,0.00047217-4.7154e-05i,-0.00013951-1.0109e-05i
-0.00090629-0.00011951i,-0.0010808+0.00010071i,-0.0011851-0.00045986i,-0.00021213-0.00061569i,0.00090778-0.00022989i,0.00064865-0.0006554i,8.6156e-05-0.0016792i,1.8653e-05-0.0013524i,-0.00082975-0.00070027i,-0.00087633-0.000631i,-1.2402e-05-0.00063119i,0.00083951-0.00052092i,0.001019-0.00050908i,0.00022324+0.00013316i,-0.001002+0.00086774i,-0.0014824+0.00052855i,-0.00091978+4.5289e-05i,-0.00048594+0.00026245i,0.00067736+0.0010552i,0.0010651+0.0013227i,5.7126e-05+0.00032681i,-0.00013684+2.3598e-07i,-9.5796e-05+0.00072591i
-0.0020671+0.0019843i,-0.002603+0.0017844i,-0.0025108+0.0019844i,-0.00060373+0.0020552i,0.0007699+0.00027928i,0.001367-0.001247i,0.0014571-0.00068646i,0.00086868-5.4073e-06i,0.00080064-4.2612e-06i,0.0005109+0.00037062i,0.00020178+0.00042014i,0.00083368-0.00039988i,0.00099107-0.00066904i,0.00046508-0.00026949i,0.00059017+0.00026955i,0.0005157+0.00058584i,-6.5177e-05-0.000412i,0.00059856-0.00041991i,0.00074801+0.00048707i,-0.00011235+0.00018861i,-0.00016157-0.00046975i,-1.6056e-05-0.00055321i,0.00019609-0.00015587i
0.0010419+0.0017462i,0.00070694+0.0014944i,0.00075092+0.0018554i,0.00075958+0.00085676i,0.0013047+0.00011955i,0.0015846-0.00028143i,0.0011118-0.001622i,0.00045224-0.002837i,-2.6961e-05-0.0019273i,-0.00031689-0.00057724i,0.00018285+2.1213e-05i,0.0010759-0.00010765i,0.00064033-0.00077062i,-0.00031178-0.00019932i,-0.0011406+5.7732e-05i,-0.0012068-0.00028863i,-0.00037978-0.00024663i,0.00049849+0.00021362i,0.00061836+0.00021688i,0.00099936+2.5697e-05i,0.0010167-0.00018807i,0.00034131-0.0002733i,-0.00026485+0.00097461i
0.0012861-0.00037086i,0.00081141+0.00045865i,-3.1748e-05+0.00070421i,0.00023283-0.00015251i,0.0005108-0.0014288i,0.00092825-0.0016634i,0.001836-0.0014552i,0.0010792-0.00076295i,-0.00014527-0.00050998i,1.9184e-05-0.00049694i,0.00063227-0.00075668i,0.00095642-0.00054974i,0.00054379-2.339e-05i,-6.7593e-05-5.3577e-05i,4.489e-05+9.861e-05i,-0.00029597-0.00011425i,-0.00079091-0.00027911i,9.1945e-05+0.000242i,0.00070306+0.00053698i,0.00044937+0.00032725i,0.00093209-0.00030193i,0.00085107-0.00052773i,0.00030063-0.00077109i
-0.00014858-0.0024942i,-0.00020679-0.0028835i,-0.00010117-0.0030134i,0.00031425-0.002133i,0.0013379-0.0010189i,0.0019732-0.0010653i,0.00092431-0.0015992i,-0.0002827-0.0022777i,-0.00073319-0.0018419i,-0.00039359-0.00058376i,0.00039666+0.0003857i,0.00052391+0.00054405i,0.00065713-6.4602e-05i,-0.00019489-9.5626e-05i,-0.00080575-9.5389e-05i,-0.00037073-0.00018904i,-0.00012543-0.00012899i,-0.00034597-0.00068312i,-0.00030934-0.00085948i,0.00032149-8.5286e-06i,0.00028085+0.00048319i,0.00031802+0.00070718i,0.0001301+0.00035496i
0.00083742+0.00019215i,0.0017096+0.00067316i,0.0018729+0.0014581i,0.0013307+0.0010004i,0.00052514-0.00036249i,0.00045241-0.0007559i,0.00092108-0.0011511i,0.00065445-0.0013818i,0.00014867-0.0013615i,-0.00071135-0.0012307i,-0.00077882-0.00061169i,0.00043711-0.00081366i,0.00090848-0.0011302i,0.00061499-0.0007033i,0.00010522-0.00082968i,-0.0001217-0.00066556i,0.00016324-0.00022475i,-0.00018386-0.00043999i,-9.4944e-05-1.4482e-05i,0.0005598+0.00053345i,0.0005779+0.00042277i,-0.00017709+0.00030315i,-0.0004189+0.00063208i
0.0001783+0.0019824i,3.7122e-06+0.0022038i,0.0010241+0.0010868i,0.00055426+0.00033598i,0.00034682-0.00040937i,0.00045742-0.0013837i,-0.00010385-0.0015034i,-0.00027086-0.0014392i,-0.00044326-0.0018021i,-0.00082062-0.0010912i,-0.00024816-3.8214e-05i,0.0011855+0.00027386i,0.0010251+0.00050851i,0.00037246+1.9612e-05i,8.0201e-05-0.00022018i,-3.471e-05-0.0001663i,-6.7403e-06+4.7731e-05i,-0.00037519+0.00025967i,-0.00038143+0.00026127i,0.00039158+0.00034506i,0.00025779+0.00057528i,-0.00027625+0.00039257i,-0.00054833-0.00077078i
0.0025434-0.00057391i,0.0019961-0.00047631i,0.0017728-0.001542i,0.0016484-0.0020722i,0.00092071-0.0014934i,0.00078609-0.0010284i,0.00097887-0.0014062i,0.00060283-0.0020888i,-1.3767e-05-0.0024007i,-0.00043968-0.0016086i,-0.00021017-0.00013082i,0.00045187+0.00099187i,0.00051354+0.00035255i,9.3722e-06-0.0010395i,-0.00021118-0.0011945i,-0.00047968-0.00073712i,-0.0010083-0.00049351i,-0.00047135-0.00035129i,0.00030424+6.0458e-05i,0.00023949+0.00075472i,-0.00013933+0.00085179i,-0.00030051-0.00048117i,-0.00035527-0.00035465i
-0.0028467+0.0005174i,-0.0022751+0.00039757i,-0.0011965+0.00082056i,-0.00028817+0.0012549i,0.0012538+0.00088394i,0.0017407+5.2764e-06i,0.00036835-0.0011785i,-0.00015275-0.0022568i,-2.2698e-05-0.0015219i,3.5532e-05-7.369e-05i,0.00032912+0.00068064i,0.00011496+0.0012256i,0.00030481+0.00085923i,0.00080183+0.00092574i,0.00018381+0.0014578i,-0.00010224+0.0010443i,-0.00031771-0.00065197i,-0.00063207-0.001142i,-0.00012838+0.00040205i,0.00024819+0.00068438i,-0.00035397+5.4368e-05i,-0.00041819-0.00010492i,0.00016547+0.00034441i
0.00062315-0.00048118i,0.00055339-0.00042397i,0.00059117-0.00079755i,0.0006194-0.00084333i,0.00080247-0.00087163i,-1.2694e-05-0.0017944i,0.00073508-0.00161i,0.00041682-0.0011969i,-0.00043432-0.0012629i,0.00014368-0.00090432i,0.00042152-0.00050956i,0.00089235+0.00034883i,0.0012137+0.00050203i,0.0006344-0.00024626i,0.00013159-9.7359e-05i,-0.00037303+0.00086594i,-0.00065538+0.001131i,-0.00033582-0.00039731i,-0.0004141-0.0014685i,-0.00054435-0.00097076i,0.00019142-0.00057189i,0.00073849-0.00027022i,0.0004971-7.7423e-05i
0.0027272-0.00044065i,0.0017831+1.0539e-05i,0.0015619+0.00038175i,0.0010168-0.0008737i,0.0010882-0.0016923i,0.001867-0.0014279i,0.0010697-0.0017749i,-0.00020415-0.0022325i,-0.0011232-0.0018183i,-0.00044375-0.00064603i,0.0010857+0.00056762i,0.00039616+0.00081515i,-0.00030884+0.00038966i,-0.00042123-9.9915e-05i,-0.00071236-0.00056366i,-0.00045159-0.00085811i,-0.00013093-0.00095434i,0.00014349-0.00049893i,0.00049478-0.00010243i,0.00029155+0.00019903i,-0.00011965+0.00056918i,-0.00056462+0.00019336i,-0.00060165-0.00019225i
-0.00073241-0.00034252i,-0.00039961-7.5667e-05i,-0.00036392-0.00017895i,3.0512e-05-0.00039017i,0.0013708-0.00050316i,0.0018954-0.00022016i,0.00097334-0.0012073i,0.00023893-0.0018336i,0.00041494-0.0014592i,0.00069196-0.00085482i,6.0771e-05-0.00013608i,6.3215e-05+0.0005233i,0.00094866-8.4267e-05i,0.00055138-0.00010179i,-0.00050182+0.0004846i,-0.00039397+1.7232e-05i,0.00032915-0.00066167i,0.00089386-0.00069023i,0.00015714-0.00017099i,-0.00062537-0.00024208i,-0.0011306-0.00081897i,-0.00067297-0.00059566i,0.00042758-8.3201e-05i
0.00044946-0.00063932i,0.00021632+0.00013209i,0.0005353+0.00058511i,0.00078117+0.00063245i,0.00090823+0.00055084i,0.00091179-0.00037008i,0.00048503-0.0017i,-0.00043994-0.0022836i,-0.00048496-0.0015411i,8.7201e-06-0.00034682i,0.00034272+0.00014248i,0.00051047+8.2741e-05i,0.00059033+0.00044386i,-0.00014566+0.00057327i,-0.00090525-8.4949e-05i,-0.00070667-0.00060842i,-0.00034943-0.0003893i,-4.2155e-05-0.00081479i,0.00037848-0.0013897i,0.00064079-0.00060868i,0.00010097+0.00016082i,-0.0015487+0.0002298i,-0.0024799-0.00038659i
0.00087747-0.00060824i,0.0014468-0.00039332i,0.002432+4.5324e-05i,0.0015744-0.00050717i,0.00026752-0.00059098i,0.00028606-0.00077085i,0.0002354-0.0015793i,0.00084205-0.0016157i,0.001075-0.0013576i,0.00035967-0.00059537i,0.00041072+0.00011466i,0.00069426-0.00028622i,0.00091318-0.00077782i,0.00093108-0.00053135i,0.00018976-0.00056371i,-0.00025399-0.00024736i,-0.00088985-0.00015017i,-0.00032208-0.00024758i,0.00070987+0.00086091i,0.00023151+0.0010298i,-0.00027383+0.00036227i,-0.00066757+0.00012831i,-0.0008014+0.00013082i
0.0014703+0.00096105i,0.0017088+0.00028601i,0.0022231-0.00036812i,0.0014677-0.0015627i,0.00081716-0.002953i,0.00057636-0.0029136i,0.0012772-0.0023132i,0.0015837-0.0011017i,6.1906e-05-0.00057125i,0.00029694-0.00057433i,0.0011597-0.00058572i,0.001715-0.00023679i,0.0017023-0.00015109i,0.0013283-0.00030708i,0.0014372+0.00011672i,0.0001037+0.00041936i,-0.001023+0.00023742i,-7.7906e-05+0.00018799i,0.00074354+0.00044745i,0.0011378+0.00039031i,0.00072724+0.00043336i,0.0001996-4.4091e-06i,0.00044286-0.00047431i
-0.0003617-0.00087833i,0.00052548-9.7642e-05i,0.001327+0.00036422i,0.0016164+0.00035297i,0.0019971-0.00022522i,0.0018926-0.0012117i,0.00067639-0.001876i,-0.00069574-0.0019724i,-0.0010264-0.0023643i,-0.00025524-0.0016738i,0.00063179-5.5384e-05i,0.001016+0.0005562i,0.001234+0.00022983i,0.00078163+0.00032899i,-0.00018687+0.00044623i,-0.00093689+0.0006279i,-0.0010302+0.00052653i,0.00014527+0.00066715i,0.00075457+0.0013028i,0.00035706+0.0010505i,0.00019008-0.00017627i,0.00042525-0.00021822i,-0.00026072-8.0234e-05i
-0.00046998+0.0024393i,-0.00036051+0.0029551i,-0.00074932+0.0029432i,-0.00046295+0.0017296i,0.00072454+0.00084597i,0.00091136-0.0011559i,0.00024197-0.0023602i,5.2477e-06-0.0017084i,0.00031096-0.0016169i,-0.00011004-0.0011546i,-0.00021197-0.00040198i,0.00070484+8.2011e-05i,0.0011942-0.00011198i,0.0012104-2.2916e-05i,0.00063663+0.0003555i,0.0001412-0.00011549i,4.9154e-08-0.00066855i,1.5042e-06-0.00043616i,0.00029827-0.00033299i,0.00059015-0.00054772i,0.00021859-0.0009666i,-0.00026173-0.00064594i,-0.00045704-0.00038209i
-7.5405e-05+0.00079199i,0.00018874+1.3986e-05i,0.00059707-0.0003859i,0.00072172-0.00062946i,0.0011098-0.00043352i,0.00030766-0.00045196i,-0.00011679-0.00068511i,9.7371e-05-0.00087269i,-3.4781e-05-0.0013367i,-0.0002466-0.00095609i,0.00034433-0.00021194i,0.0016958-2.568e-05i,0.0015269-5.0664e-05i,0.00090846-0.00018808i,0.00073758-4.6482e-05i,0.00041351+0.00024657i,-6.7093e-05+1.6992e-05i,-0.0006002-0.00054881i,-0.00021804-6.8576e-05i,-5.6581e-06+0.0001774i,-0.0003252-0.00011448i,-0.0002851-0.00020815i,-0.00045553+0.00029005i
-0.00050705-0.00019149i,-0.0011417-0.0012477i,-0.00027128-0.0020986i,0.00039387-0.0014917i,0.00017682-0.00072294i,0.00037354-0.00016651i,0.00040118-0.00037211i,0.00010355-0.0016686i,-0.00040044-0.0018651i,-0.00089928-0.00064568i,-3.9229e-05-5.5347e-05i,0.0011116-0.00033721i,0.00066156-5.8851e-05i,-0.00039234+5.3675e-05i,-0.00020466+0.00039325i,0.00018499+0.00042134i,0.00035249-0.00067794i,0.00026075-0.0010566i,-0.00064619-0.0010471i,-0.0011381-0.0010031i,0.0002035-0.00079479i,0.00093677+1.1136e-06i,-9.7956e-06+0.00020381i
0.0010186-0.0017986i,0.0011232-0.00078579i,0.00066158+0.00026895i,0.00087411+0.0015228i,0.0014656+0.0012249i,0.00063566-4.4198e-05i,0.0001642-0.00070298i,0.00042169-0.0012485i,-0.00035219-0.0015115i,-0.00085353-0.00099297i,-0.00080619-0.00037282i,-0.00062166-0.00044789i,-0.0008544-0.00090382i,-0.00085537-0.0010975i,-0.00033357-0.0003251i,0.00012327+8.3801e-05i,0.00052157+0.00014941i,0.00026264+0.00047168i,6.928e-05+0.00026497i,4.9171e-05+0.00041433i,2.5699e-05+0.00072863i,0.00016877+0.00049382i,-0.0002641-0.00032152i
-0.00080703+3.4287e-05i,-0.0019114-0.0012442i,-0.0014786-0.0015467i,-0.00045407-0.0010177i,0.00078006-0.00055074i,0.0018033-0.00054848i,0.0014289-0.001211i,0.00053792-0.001942i,-0.00013236-0.0018593i,-0.00036128-0.00051475i,-0.00029365+0.00069605i,0.00016283+0.0006615i,0.00034321-0.00049628i,0.00029723-0.0014554i,0.00070196-0.0005693i,0.00040595+0.00038096i,0.0003973+0.00042969i,0.00062041+0.00013213i,0.00027617-0.00016741i,0.00030756-0.00010276i,-0.00018056+0.00050887i,-0.00067595+0.00036206i,-9.0647e-05+5.5081e-05i
-0.0022863-0.0020958i,-0.0024729-0.0012516i,-0.00042377-0.001391i,0.0005392-0.0009252i,0.0012205+0.00030927i,0.0014529+0.00052482i,0.00095665-0.00072689i,0.00066943-0.0012576i,0.00017639-0.00034379i,-1.4499e-05+0.00047216i,0.00064971+0.0014073i,0.0020255+0.0014341i,0.0021901+0.000492i,0.0011834+0.00031118i,-2.8338e-06+0.00050636i,-0.00046147+0.00053977i,-0.00025162+0.00090422i,-0.00039928+0.00038109i,-3.1634e-05+0.00061647i,-1.093e-05+0.00074608i,7.3437e-05-0.00012643i,-0.00042971-0.00041575i,-0.0011624-0.00019398i
0.0011467-0.00090331i,-0.00055487-0.00067818i,-0.00010278-0.00072578i,0.0013135-0.00023163i,0.00010956-0.00032902i,-0.0011918-0.0014541i,-0.00020718-0.0022817i,0.00022718-0.0021589i,-0.00016441-0.0014642i,-0.00018155-0.00037078i,0.00072581+0.00054123i,0.00090426+0.00033873i,0.00012559-0.00078302i,-0.00049028-0.0013315i,-0.00022817-0.00041548i,-0.00020536+0.00032671i,0.00032248+0.0001158i,0.0010572+0.00066278i,0.00057295+0.00032064i,0.00011813-0.000592i,-0.00027033-0.00086624i,-0.00070363-0.00047322i,-0.0009323-4.1022e-05i
