-0.000584+8.7232e-05i,-8.2641e-05-0.0018019i,-0.0019849-0.0017409i,-0.0025928-0.0011401i,-0.0022166-0.00024341i,-0.0021293+0.00083918i,-0.0017477+0.00090522i,-0.0011794+0.00071524i,-0.00024777+0.00069443i,0.00091679+0.00057119i,0.0010127-0.00024687i,0.00038112-0.00074198i,0.00010739-0.0012001i,-0.00014437-0.0014121i,-0.00021352-0.0010322i,-0.00013844-0.00037102i,-0.00058886+0.00022962i,-0.00017712-0.00019797i,0.00045825-0.00088534i,0.00027894-0.0014137i,8.4026e-05-0.00076495i,-0.00038561+0.00026871i,2.7419e-05+0.0003916i
-6.6779e-05-0.00075766i,0.0011283-0.0029257i,0.0014525-0.003934i,0.0021822-0.0024986i,0.0023143-0.00074699i,0.00084253-0.00044511i,-2.3933e-05-0.0008884i,-6.7375e-05-0.00089205i,-0.0003206-8.8972e-05i,-0.0016002+0.00030568i,-0.0026083+4.4923e-05i,-0.0021754+0.0004692i,-0.0019202+0.0009381i,-0.0012914-0.00012645i,1.5653e-05-0.0013194i,0.00012921-0.0011961i,0.00029331-0.00083421i,-9.7483e-05-0.00010537i,-0.00066974-9.0678e-05i,-0.00064775-0.00058539i,-0.00018395-0.0003619i,0.00010189-0.00020366i,0.00068741+0.00022059i
0.0013099+0.00026955i,0.00095302-0.00054405i,0.00090629+0.00043445i,0.00070212+0.0020389i,2.2648e-05+0.00078854i,-0.00058253-0.001137i,-0.0010026-0.0012608i,-0.0014146-0.001256i,-0.0011893-0.0011927i,-0.0010009-0.001308i,-0.0015498-0.0022241i,-0.0012763-0.0022557i,-0.00093592-0.0015124i,-0.00098043-0.00106i,-0.00050077-0.00083706i,-0.00066659-0.00019035i,-0.00065899+4.189e-05i,3.4792e-05+0.00011583i,0.0005719+0.00092838i,-4.1071e-05+0.0010535i,-0.00046146+0.00069785i,-0.00026797+0.00074123i,1.1819e-05+0.00081974i
-0.00097187+0.0023453i,-0.0018559+0.0021401i,-0.002496+0.0014298i,-0.0021304+0.0013172i,-0.00052563+0.0011736i,-8.0302e-05-0.00034938i,-0.0010462-0.0014978i,-0.0018344-0.0012174i,-0.0010161-0.00092523i,0.00064285-0.0012111i,0.0017657-0.001297i,0.0019941-0.0013646i,0.0016113-0.0012644i,0.00093692-0.0012411i,0.00018705-0.0013133i,-8.3564e-05-0.0013625i,0.00030541-0.00029306i,0.00063709+0.00065472i,-0.00039401+0.0003504i,-0.0010827+0.00010201i,-0.00050941-0.00017466i,-7.4035e-05+0.00060483i,-0.00022659+0.0011038i
0.0032094+0.0009801i,0.0034183-0.0015051i,0.0029409-0.0034033i,0.0020904-0.0038186i,0.0013442-0.0037208i,0.00067537-0.0029596i,-0.00066828-0.0023193i,-0.0013672-0.00089186i,-0.00069817+0.0011103i,0.00028116+0.0018707i,0.0014274+0.0018291i,0.0023546+0.0012508i,0.0013273+0.00039659i,-0.00049038-0.00036438i,-0.0013651-0.00059601i,-0.0012214-0.00048626i,-0.0010294+1.7407e-05i,-0.00078252-5.3171e-05i,0.00030762-0.00036391i,0.00084021+0.00015204i,0.00054614+0.00042784i,-0.00023348+0.00069783i,-0.0011744+0.00054486i
0.0014814+0.00075605i,0.0010734-0.0012897i,6.6916e-05-0.0020177i,-0.00046361-0.0016585i,-0.00092904-0.001352i,-0.00097413-0.00084216i,-0.00084363-0.00028471i,-0.0007852-0.00021179i,0.00015839+0.0002888i,0.00076305+0.0016195i,-4.7066e-06+0.0026435i,-0.0003722+0.0025463i,-0.00070381+0.0016916i,-0.00089149+0.00042024i,-0.0010942-2.946e-05i,-0.0012393+0.00010656i,-0.00073796+0.00014763i,-0.00017497-0.00035974i,8.9949e-06-0.000413i,0.00021236+0.00023564i,-0.00042898+0.00021441i,-0.00076732+0.00015166i,-0.00041727+8.5173e-05i
0.00017002+0.0023905i,0.00032729+0.0017907i,0.001508+0.00035805i,0.0019015-0.00095884i,0.001054-0.00098856i,-0.00061398+3.1316e-05i,-0.0021868+0.00044984i,-0.0029083+0.0014253i,-0.0026861+0.0020464i,-0.0019385+0.0010221i,-0.0018112-0.00027092i,-0.002433-0.00060552i,-0.0022557-0.00050803i,-0.0015007+0.00015205i,-0.00085579+0.00085848i,-0.00027051-0.00015737i,0.00052643-0.00053686i,0.000842-0.00036645i,-0.00021936-0.00012636i,-0.00071395+7.9596e-05i,0.00062341-3.3073e-05i,0.0011765-0.00026106i,0.00061742-0.0006231i
-0.00047223+0.00054297i,0.0012235-0.00073808i,0.001939-0.00065226i,0.0011628-0.00052042i,5.2697e-05-0.0010946i,-0.00077119-0.0013257i,-0.0021745-0.0014873i,-0.0024827-0.00168i,-0.0021003-0.001549i,-0.0020183-0.0022597i,-0.00090077-0.0019601i,-4.3169e-06-0.0017803i,0.00043978-0.0022035i,0.00050636-0.0017761i,0.00036329-0.00085719i,0.00023148-0.00016707i,0.00031606+0.0002195i,0.0002834+0.00020035i,7.0708e-05+0.00011744i,0.00032341-0.00042141i,0.0007983-0.00027096i,0.00093944+0.00036082i,0.00044464+7.2316e-05i
0.0034663+0.0018315i,0.0035826+0.0013519i,0.0033662+0.0016262i,0.0022014+0.00079015i,0.001138-0.001123i,-0.00067752-0.0019951i,-0.0020199-0.0012269i,-0.0021684-0.00030608i,-0.00051584-0.00011043i,0.001203-0.0011233i,0.001655-0.0022507i,0.0017426-0.002202i,0.0010118-0.0016052i,-0.00078296-0.0006652i,-0.0018851-0.00069027i,-0.00079375-0.00036851i,0.00051035+0.00041871i,0.0005419+0.00084614i,-0.00039604+0.000705i,-0.0007222-0.00044119i,-0.00052266-0.00078725i,-0.00055355+0.00019974i,-0.00012287+0.00040951i
0.00075631+0.0033556i,0.0012133+0.0027033i,-0.00026832+0.00088065i,-0.00016527-0.00094176i,0.001119-0.0014343i,0.00094459-0.0020563i,-0.00060721-0.0014072i,-0.0012079-0.000551i,-0.00032154+1.6094e-05i,0.00087136+0.00099667i,0.0015642+0.0019063i,0.0020253+0.0020707i,0.0023003+0.0011133i,0.00069597-0.00050726i,-0.0010029-0.0015533i,-0.00094119-0.0012254i,-0.00054188-0.00031258i,-0.00087982+0.0004598i,-0.00097723+0.00097973i,-0.0011714+0.00089297i,-0.0005434+0.00045599i,0.0001742+0.00020657i,4.2465e-05+0.00069362i
-0.0029774+0.001086i,-0.0030782+0.0010214i,-0.0038453+0.00054704i,-0.0023653-0.0002921i,-0.00054019-0.00036345i,0.00020493-0.00083681i,0.00018171-0.0012087i,-0.00032661-0.0010484i,-0.00017063-0.00028606i,-0.00048164+0.0012792i,-0.00086477+0.0026512i,-0.00051402+0.0023595i,0.00016992+0.0011702i,0.00040255-0.00025724i,-5.0175e-05-0.0016944i,-0.00067503-0.0018126i,-0.00082153-0.0012933i,-0.00094118-0.0014986i,-0.0018186-0.00059976i,-0.0016651-0.00013605i,-0.00076671-0.00023343i,-0.00066689-3.7809e-05i,-0.00091407-0.00038462i
0.00027172+0.00027062i,-0.00047969-0.001645i,0.0005785-0.0020034i,0.0014466-0.0010176i,0.0025314-0.00099621i,0.0013002-0.0018748i,-0.0014816-0.0017942i,-0.0028751-0.0004903i,-0.0020958+0.00045621i,-0.0018243+0.00037144i,-0.0019703-8.351e-05i,-0.00093555-0.0001033i,-0.00034253-6.5787e-05i,-0.00025434-0.00068243i,-0.00012977-0.0012655i,0.00018405-0.0010683i,-7.606e-05-0.00020817i,-0.0004316+0.00046612i,-0.00039355+0.00074042i,-0.00076553+0.00046138i,-0.0010387+0.00053445i,-0.00062068+0.00072153i,0.00023685+0.00040671i
0.0021637-0.00081676i,0.0030143-0.0031006i,0.0030257-0.0027832i,0.001939-0.0010288i,0.00044949-0.00029416i,-0.00035027-0.0014289i,-0.00052567-0.0027143i,-0.0013008-0.0012751i,-0.0012305+5.3155e-05i,-0.00034515-0.00034866i,-0.00056637-0.0012487i,-0.0010578-0.0011777i,-0.00071675-0.00020301i,-0.00032307+0.00050382i,0.00021507+0.00021753i,0.00031448-8.0823e-05i,-0.00082052+0.00025134i,-0.00079559+0.00052869i,0.00012327-4.6014e-06i,0.00062365-0.00066761i,0.00030793-0.00077435i,-0.00077724+0.00045787i,-0.00089197+0.00052098i
0.00099536+0.0026151i,0.0004082+0.0020083i,-0.00021398+0.00061233i,-0.00083599-0.00023077i,-0.00055362+0.00036193i,-0.00024813+0.00024358i,-0.00083318-0.00029077i,-0.0013255-0.00063076i,-0.0012338-0.00062768i,0.00058631-0.0010523i,0.0020734-0.0018845i,0.001538-0.0017563i,0.00055455-0.00043472i,7.2357e-05+0.00069919i,-0.00037712+0.00025914i,-0.00025043-0.00072939i,0.00031781-0.00078668i,0.00052244-8.0601e-05i,0.0009211+0.0010612i,0.00054428+0.0011544i,-0.00053092+0.00048022i,-0.00051405-0.00025182i,-0.00027472-0.00038297i
0.00086371+0.0015141i,0.00088281+0.00139i,0.00021152+0.0011782i,-1.4507e-05+0.00048086i,-0.00072259-0.00050137i,-0.0015497-0.0019807i,-0.0018781-0.00174i,-0.0012174+4.6929e-05i,0.00052787+0.00060773i,0.0012567+8.5313e-05i,0.0015023+0.00086211i,0.0015452+0.0015244i,0.00044698+0.0010861i,-0.00082718+0.00011499i,-0.0012518-0.00077998i,-0.00084045-0.00055296i,-0.00055592-5.3791e-05i,-0.00083814-0.0002031i,-0.0012304-7.1984e-06i,-0.0010253-2.2119e-05i,-0.0011089-0.00022526i,-0.00075328+0.00021487i,-0.00031908+0.00025869i
0.00017473-0.0015146i,-0.00035952-0.0014207i,-0.00098733-0.0011721i,-0.00049583-0.00054798i,0.0011367+0.00021169i,0.0013673-0.00062018i,0.00017414-0.0023022i,-0.0014903-0.0021499i,-0.0022195-0.00045313i,-0.0015456+0.00059283i,-0.00083489+0.0016688i,-0.0001809+0.0026761i,-0.00014646+0.0017871i,0.00050371-0.00028772i,0.00033328-0.0011716i,-0.00069015-0.00084191i,-0.00048743-0.00018313i,0.00023321+0.00038956i,0.00087424+0.00057843i,0.00048838-4.2958e-05i,-0.00019713-0.00066368i,0.0001887-0.00050293i,0.00024596-0.00050405i
0.0011908-0.00075753i,0.0011101-0.0034615i,-0.00054853-0.0042666i,-0.001595-0.0034557i,-0.0014901-0.002237i,-0.00091348-0.0018574i,-0.001549-0.0012812i,-0.0024586-0.00029635i,-0.0025758-9.664e-05i,-0.0022589+4.0564e-05i,-0.0021548-0.00034775i,-0.0019456-0.0006737i,-0.00054869-0.00047984i,0.00070705-7.8265e-05i,0.00060114-0.0002375i,-0.00020122-0.00032555i,-0.00084357-0.00049434i,-0.0012081-0.00021206i,-0.00091428-0.00017447i,-0.00030554-0.00068326i,-0.00055533-0.00051714i,-0.00068502-0.00021833i,-0.00052489+0.00037384i
0.0041623-5.8569e-05i,0.0042454-0.00038583i,0.0034067-0.0012026i,0.0010367-0.00071365i,-0.0012666+4.0828e-05i,-0.0022486+0.00019557i,-0.0011778-0.0003096i,9.2637e-05-0.00086512i,0.00038055-0.00085908i,-8.797e-05-0.0016546i,-0.00079957-0.0024892i,-0.0009339-0.001597i,-0.00068051-3.9568e-05i,-0.00080681+0.001373i,-0.00055469+0.0015555i,-0.00043124+0.00070728i,-0.00056028-0.0002064i,-8.9257e-05-0.00058552i,-7.3513e-06-0.00046034i,-0.00022819-0.00052287i,8.4592e-05-0.00055397i,0.00055259-0.00040778i,0.00059244-1.2199e-05i
-3.8462e-05+0.0010268i,0.00075234+0.000881i,0.00057941+0.0011967i,0.001105+0.00027034i,0.0017779+9.2317e-05i,0.00099628-0.00061586i,-0.001016-0.0021086i,-0.0017379-0.0015156i,-0.00075153-0.00034806i,0.00057439-0.00069471i,0.001427-0.0017622i,0.0015346-0.0021161i,0.0011519-0.0013587i,0.00016135-0.00018118i,-0.00013352+0.00029447i,6.3214e-05+0.0002689i,0.00014841+0.00011449i,0.00031774+0.00047564i,0.000297+0.00077995i,0.00023168+0.00046575i,-0.00024401-0.0002945i,-5.58e-05-0.00054238i,0.00081988+0.00045216i
0.0013012-0.00068851i,-0.0012197-0.00067873i,-0.0033832+0.00015602i,-0.0031179+0.0012588i,-0.0014843+0.00028671i,0.00013815-0.0018205i,0.00018375-0.0015751i,-0.0008633-0.00027115i,-0.00018421+2.0108e-05i,0.0011725+0.00045082i,0.0022649+0.0013694i,0.0033421+0.0017881i,0.0026818+0.00084332i,0.00010557-0.00085813i,-0.0010916-0.0017309i,-0.00014579-0.00090704i,0.00082142+0.00036336i,0.00032652+0.00092218i,-0.00075734+0.00058767i,-0.00079028+0.00042061i,-0.00082184+0.00022301i,-0.0010044-0.00031645i,-0.00073153+3.9125e-05i
-0.0011125-0.00088625i,-0.0013488-0.0019682i,-0.0015357-0.0019546i,-0.00028548-0.00011654i,0.0018663+0.00092579i,0.0019887-9.5991e-05i,0.00073937-0.00119i,-0.00059465-0.00078606i,-0.00057751+0.00021497i,-0.00016705+0.001801i,-0.00043196+0.0027338i,-0.0010664+0.0024083i,-0.00084961+0.00037054i,-2.3046e-05-0.0016263i,5.7538e-05-0.0017126i,-0.00053291-0.0012048i,-0.00092404-0.00086611i,-0.0013156-0.00045607i,-0.0011454-0.00024231i,-0.0009389+0.00016764i,-0.00074088+6.9e-06i,4.2488e-05-0.00044563i,-4.6955e-05-0.00079389i
0.0018325+0.0020227i,0.0036751-0.00045323i,0.0035601-0.0022449i,0.0019304-0.0026503i,0.00027496-0.0021414i,-0.0013827-0.002351i,-0.0025571-0.0023692i,-0.0019104-0.0012971i,0.00031545-0.00053259i,0.00070353-0.00018531i,-0.00078206+0.00014449i,-0.001821-0.00087672i,-0.0020449-0.0015639i,-0.0015227-0.001181i,-0.00067224-0.0010234i,-0.00096485-0.00041999i,-0.0011402-0.00056078i,-0.0007941-0.0010266i,-0.0005547-0.0011358i,-3.9038e-05-0.00093248i,0.00070144+0.00058801i,0.00097873+0.0009599i,0.00035172+0.00045078i
-0.00077414+0.00080948i,0.00087671+0.001508i,0.0019184+0.0030062i,0.0024702+0.0034428i,0.0030041+0.0018242i,0.0015132-0.00010009i,-0.00091063-0.0011059i,-0.0011921-0.0017153i,-0.00082233-0.0012926i,-0.00023888-0.0010669i,-0.00027476-0.0016118i,0.00023175-0.0018111i,0.00088079-0.0011281i,0.00063188-0.00056426i,0.00053491-0.00066933i,0.00051343-0.0004513i,0.00062395-0.00049514i,0.0009774-0.00073915i,0.00076013-0.00030782i,0.00023307-0.00015504i,0.00040087-8.5024e-05i,0.00056858+0.00024196i,0.00012577+0.00037189i
0.0022383-0.00091449i,0.001967-0.0014736i,0.0012035-0.0012987i,0.00025293-0.00139i,0.00013567-0.001628i,4.196e-05-0.0027752i,-0.00063008-0.0029589i,-0.0012608-0.0012333i,-0.0011869+0.000135i,-0.00020426+0.00045257i,0.00080071-0.00014069i,0.0017071-0.001148i,0.0011405-0.0012632i,-0.00063678-0.00089829i,-0.0007836-0.00043534i,0.00044387-2.5855e-05i,0.00060424+0.00033i,0.00024822+0.00047839i,0.00013111+0.00045909i,-0.00024236+0.00015161i,-0.00072379+0.00047838i,-0.00078106+0.0010546i,-0.0010766+0.00093153i
-0.00047734+0.00061447i,-0.0034753-0.00089903i,-0.0055315-0.00032233i,-0.0047456+0.0010687i,-0.0027034+0.0026081i,-0.0014635+0.0019035i,-0.0016286+0.00085338i,-0.0014509+0.0007458i,8.2643e-05+0.00075564i,0.0010458+0.0010762i,0.0013869+0.0015944i,0.0015543+0.0018723i,0.00089035+0.0010601i,-0.000587-6.402e-05i,-0.00094579-0.00030825i,-1.7652e-05+0.00015192i,0.00052207-0.00041078i,0.0010387-0.00033865i,0.0010203+0.00088741i,0.00061119+0.00073698i,0.00045531-0.00020235i,-4.9117e-05-0.00050132i,-0.00055184+0.00018937i
9.5555e-05+0.00067827i,-3.0351e-05-0.00017194i,9.101e-05-0.0010432i,0.0015164-0.00043633i,0.0024325-0.00079802i,0.0017836-0.00099445i,8.2261e-06-0.00037631i,-0.0011274-0.00030584i,-0.00045069+5.9982e-05i,-0.00026562+0.00072839i,-0.00067651+0.0024143i,-0.00022181+0.0033569i,-0.00045651+0.0016058i,-0.0011966-0.00026853i,-0.00096198+0.00026506i,-0.00074199+0.0011566i,-0.00045168+0.00133i,-0.00037106+0.00059013i,-0.00092651+0.00012599i,-0.00070759+0.0001416i,-0.00015625-0.00019305i,-0.0001676+0.00035971i,-0.00053885+0.00068804i
0.0016058-0.0038391i,0.0013706-0.0067267i,-0.0007635-0.0076296i,-0.0020447-0.0056011i,-0.0027837-0.0019461i,-0.0026412-0.00023348i,-0.0020484-0.00038219i,-0.0024529-0.00070283i,-0.0023394-0.00013759i,-0.0019602+0.00027893i,-0.002035+0.00069751i,-0.0012996+0.0015864i,-0.00018748+0.0013181i,0.001046+0.00074667i,0.001174+0.00030285i,3.8635e-05-0.00044618i,-0.00080155-0.0013632i,-0.00088372-0.00076249i,-0.00017526-8.5242e-05i,-0.00021022-0.00049682i,-0.00056859-0.00050797i,-0.00055782-0.00053041i,-0.00040238-9.3206e-05i
0.0031355-0.00070861i,0.0034461-0.00070447i,0.0016023-6.0122e-05i,-0.00043903+0.00030448i,-0.00086832+0.00034406i,-0.0013789-0.00023346i,-0.0023369-0.00066363i,-0.0024639-0.00017632i,-0.0018278-0.00024061i,-0.0014137-0.0014806i,-0.0022011-0.0016925i,-0.0024632-0.00096422i,-0.00097877+2.011e-06i,2.309e-05+0.00038464i,0.00055225+0.00045002i,0.00073607+1.1402e-05i,0.00019352-0.00066939i,-0.00032077-0.0003463i,5.5987e-06+0.00040556i,0.00076446+0.00069686i,0.00051697+0.00048149i,-0.00012368+0.00076243i,-3.4646e-05+0.00075427i
0.0016097+0.001262i,0.0018929+0.0024355i,0.0011853+0.0024973i,8.232e-05+0.00031677i,-0.00049875-0.0011733i,-0.00011787-0.0015743i,-0.00082721-0.0021814i,-0.0011185-0.0012436i,-0.000365-0.0002164i,-1.8772e-05-0.00072323i,0.00034789-0.0014481i,0.0012369-0.0015879i,0.0011215-0.00059288i,0.0005376+0.00099251i,-2.1958e-05+0.0013005i,-0.00039423-8.1456e-06i,2.3188e-05-0.00083952i,0.00064435-0.0010096i,0.00030212-0.00063874i,-0.00077372-7.4769e-05i,-0.0012598+0.00029509i,-0.0012881+0.00050976i,-0.001106-0.0004158i
-4.838e-05+0.00068024i,-0.0015314-0.00082349i,-0.00098433-0.0019586i,-0.00054555-0.0024746i,-0.00062091-0.0026307i,-0.00077601-0.0028863i,-0.0015545-0.003287i,-0.0019648-0.0019527i,-0.001936-0.00019502i,2.9386e-06+0.00042806i,0.0018905+0.00088367i,0.0019348+0.00092326i,0.0009086+0.0013392i,-0.0012327+0.002035i,-0.0023843+0.0011231i,-0.0015168+0.00022545i,-6.185e-05+0.00039381i,0.00017769+0.00036981i,0.00027316+0.00092336i,0.00024169+0.00086063i,-0.00040131-0.00028746i,-0.00030662-0.00047418i,7.2191e-05+0.00014766i
-5.8777e-05-0.0009167i,-0.00057661-0.0040958i,-0.0010812-0.0045566i,-0.0011697-0.00223i,-0.0005037-0.0012524i,0.00029251-0.0025142i,-0.00032407-0.0020916i,-0.0014549-0.00017961i,-0.0013096+0.0006847i,-0.00030292+0.0013898i,0.0012319+0.0023121i,0.001048+0.0028123i,-0.00090481+0.0012135i,-0.0020895-0.00061046i,-0.0012776-0.00078816i,-0.00065948+5.2724e-05i,-0.0005963+0.00096508i,-0.00043489+0.00080668i,-0.0008127-0.00033875i,-0.00092056-0.00047133i,-0.00069703-7.7132e-05i,-0.0005169-0.00012429i,-0.00015629+0.00054213i
0.0049817-0.00016708i,0.0062064-0.0034674i,0.0053809-0.0043503i,0.002193-0.0040692i,0.00044371-0.0034384i,0.00012261-0.0030805i,-0.00082777-0.0021328i,-0.0018858-0.00084154i,-0.0014173-0.0004306i,-0.0014217-0.0006i,-0.0025251-2.3448e-05i,-0.0026979+7.7821e-05i,-0.0016529-0.0007011i,-0.0012725-0.0010795i,-0.0012945-0.0015608i,-0.00044011-0.0012664i,0.00047271-0.0005182i,-0.00020064+0.00033702i,-0.00062987+0.00076556i,0.00011819+0.00062537i,0.000285+5.4464e-05i,0.00070089-0.00077437i,0.0011229-0.00047586i
0.0023329+0.0017254i,0.0022005+0.0018312i,0.0013744+0.0030533i,0.0014008+0.0022367i,0.0009093-0.00048534i,-1.7608e-05-0.0013827i,-0.0015078-0.00037886i,-0.0021908+0.00033495i,-0.0017577+0.0006483i,-0.0013038-0.00031861i,-0.0016985-0.0023063i,-0.0015652-0.0026929i,9.804e-05-0.0026365i,0.0013583-0.0020068i,0.0014538-0.0018579i,0.0012253-0.0016952i,0.00036091-9.5981e-05i,-0.00049942+0.00047211i,-0.0005541+4.0473e-05i,-0.00025109-0.00083832i,-0.0001699-0.0011867i,0.00013361-0.00021348i,0.00077818-5.1287e-05i
0.00090632+0.0040011i,0.00018177+0.003671i,-0.0005666+0.0027675i,-6.9348e-05+0.0016349i,-0.00019454+0.00017727i,-0.0004619-0.0015477i,-0.00052379-0.0018197i,-0.0012659-0.00061604i,-0.0016246-0.0002989i,-0.00035202-0.0005318i,0.00098615-0.0014885i,0.0018293-0.0011799i,0.00091859-1.5782e-05i,-0.00053815-0.00014103i,-0.00079332-1.4538e-05i,-0.0004826-0.00034683i,-0.0006791-0.00023903i,-0.00081361+0.00040846i,-0.00082746+0.00030496i,-0.0013423+0.00043134i,-0.0010873-0.00012663i,-0.00073543-0.0010685i,-0.00044341-0.0015184i
-0.0024908-0.0023866i,-0.0043699-0.0046796i,-0.0050199-0.006566i,-0.0033496-0.0046784i,-0.0016087-0.0021536i,-0.00095878-0.00076424i,-0.0010473-0.0012913i,-0.0022134-0.0019251i,-0.002508-0.00095888i,-0.00057886+2.591e-05i,0.0019921+0.001132i,0.0029032+0.0019177i,0.0023444+0.0016895i,0.0011118+0.001592i,0.0006153+0.0015446i,0.00090582+0.0011093i,0.00066839+0.00076069i,0.00034906+2.4761e-05i,-0.0001859-0.00028534i,-0.00063357-2.3632e-05i,-0.00043467-0.00064798i,-0.00076457-0.00115i,-7.5692e-05-0.00022861i
-0.0021843-0.002869i,-0.0028407-0.0032141i,-0.0046869-0.0034258i,-0.0036413-0.00028937i,-0.00085077+0.0021812i,5.3768e-05+0.0015208i,-0.00051464-5.9976e-05i,-0.0013279-0.00062294i,-0.0012234-3.2748e-05i,-0.00046522+0.0012251i,0.0001879+0.0027909i,0.00037866+0.0026981i,-0.00011112+0.0013317i,-0.00088909-5.1529e-05i,-0.00092916-0.00070823i,-0.00061773-0.00080622i,-7.9149e-05-0.00085655i,0.00033694-0.00067503i,0.00011032-0.0010478i,0.00010312-0.0013104i,-0.00060828-0.0011299i,-0.00099188-0.00049349i,-0.00037791+0.00019503i
0.001913+9.835e-06i,0.0046255-0.0016564i,0.005959-0.0020877i,0.0033249-0.0010577i,0.00076907-0.00095546i,0.00034214-0.0016308i,0.00024173-0.0017778i,-0.00026008-0.0016531i,-0.00030585-0.000944i,-0.0012461+8.5101e-05i,-0.0019663+0.0013318i,-0.0010938+0.0011832i,-0.00012267-0.0012893i,-0.00041025-0.003293i,-0.0011878-0.0029202i,-0.0016954-0.0016302i,-0.00095236-0.00073874i,0.00026966+5.4038e-05i,0.00010333-0.00045998i,-2.4898e-05-0.00098082i,0.00027059-0.00067262i,0.00012549-0.00061779i,0.0001129-0.00046568i
0.00307-0.0028394i,0.0030643-0.0032479i,0.0017107-0.0020633i,-0.0010459-0.00062092i,-0.0019189+0.00028991i,-0.00088708-0.00046569i,0.00026328-0.00074814i,3.6845e-05-0.00021807i,-0.0011379-0.00066836i,-0.0018971-0.001342i,-0.0023966-0.0012428i,-0.0014732-0.00074123i,0.00049269-0.00047764i,0.00082272-0.00030366i,0.00059948-0.0008295i,0.00084578-0.0013336i,0.0010606-0.00069713i,0.00065947-0.00027695i,0.00023239-0.00067029i,0.00020543-0.00077297i,0.00011732-0.0002501i,-0.00034412+0.00047643i,0.00026469+0.0011126i
-0.0018761+0.00091828i,-0.0032684+0.00074168i,-0.0032091-0.00098794i,-0.0013955-0.0020756i,0.00016223-0.002301i,-0.00013434-0.0020419i,-0.00092507-0.0014545i,-0.0015327-0.00089597i,-0.001381-0.00017833i,-0.00049973-0.00022435i,-0.0001187-0.0014427i,0.0013086-0.0016407i,0.0023931-0.000203i,0.001806+0.00089266i,0.00072308+0.00065536i,-0.00047005+4.5463e-05i,-0.0010184+7.1201e-05i,-0.00076833+0.00045093i,-0.00063603+0.00070782i,-0.0004609+0.00081605i,9.154e-05+0.00054085i,-0.00013957+5.3896e-05i,-0.00017395+0.00030284i
-0.00044678-0.0012508i,-0.0028861-0.0019259i,-0.0039512-0.0023537i,-0.0036555-0.0016442i,-0.0021305-0.00022735i,-0.0017039+0.0011303i,-0.0023994+0.0012665i,-0.0024186+0.0013462i,-0.00079794+0.0014714i,0.0013823+0.001211i,0.0023141+0.00099435i,0.0018099+0.0020147i,-3.3279e-05+0.002924i,-0.0016045+0.0028938i,-0.0012752+0.002735i,-0.0005744+0.0020718i,-0.00037308+0.00076603i,-0.00026013+0.00010087i,-3.2098e-06-0.00018269i,0.00044725-0.00070049i,-0.00012868-0.00072529i,-0.00060854-0.00030878i,-0.00036803+0.00030502i
0.0022483-0.0010678i,0.0013267-0.003586i,0.0013054-0.0029858i,0.00065032-0.00054363i,-6.6333e-06+0.00061434i,-0.0001117-0.00025736i,-0.00063387-0.00059226i,-0.00079199+0.00045956i,-0.00050254+0.00095517i,-0.00040308+0.0011771i,-0.00045931+0.0018288i,-0.0011151+0.002307i,-0.0018235+0.0012324i,-0.0018314-0.00046764i,-0.0014772-0.0008349i,-0.0014577+6.589e-05i,-0.001071+0.00015768i,-0.00020605-0.00038652i,0.00014943-0.00058838i,0.00066831-0.00061453i,0.0010973-0.00029115i,0.0013576+0.00069586i,0.001018+0.0013753i
0.0019551-0.0029602i,0.0025607-0.0057096i,0.0021549-0.0051913i,0.001713-0.0027192i,0.00081164-0.0020943i,-0.00014015-0.0025055i,-0.0012263-0.0030794i,-0.0021244-0.0020679i,-0.0014285-0.00028286i,-0.00075582+0.00024939i,-0.0014974+0.0014165i,-0.001463+0.00072793i,-0.00071364-0.0014611i,-0.00098801-0.0027456i,-0.001222-0.0027932i,-0.0010143-0.0023753i,-0.00068828-0.0017532i,-0.00014976-0.0014147i,0.00073853-0.0016156i,0.00098303-0.00046137i,0.00078367+0.00059563i,0.00035988+0.00052978i,0.00014189+0.00057958i
0.0016051+0.00010563i,0.0010487-0.00017504i,-0.00090838-0.00010902i,-0.0023098-0.00024362i,-0.001431-0.00016192i,-0.00023854-0.0013469i,-0.00087275-0.0023142i,-0.0019343-0.0017513i,-0.0021254-0.0013587i,-0.0021219-0.0013979i,-0.002456-0.0023227i,-0.0015221-0.0026519i,0.00077526-0.0019515i,0.0023744-0.0018887i,0.0020936-0.0015006i,0.00042104-0.0013075i,-0.00031712-0.0011503i,0.00036074-0.00060613i,0.00067557+0.00011292i,0.00018711+0.00087496i,-0.00028139+0.00030303i,-0.00026252+4.0166e-05i,0.00053888+0.0004889i
0.0019221+0.0010749i,-0.00013717+0.0021226i,-0.0022713+0.0014136i,-0.0023307-0.00011008i,-0.0013999-0.0012085i,-0.00087005-0.0026352i,-0.001312-0.0026853i,-0.0016135-0.0010235i,-0.001377-0.00038571i,4.3844e-05-0.0012502i,0.0013934-0.002083i,0.0013538-0.0018209i,0.0014132+8.9231e-05i,0.0010478+0.0020054i,0.00018203+0.0017067i,0.00082611+0.00034689i,0.0012454+0.00064129i,0.00090194+0.0016976i,0.00086202+0.0009469i,-1.9281e-05+0.00036175i,-0.0011442+0.00056491i,-0.0017925-3.0876e-05i,-0.00090906-3.6659e-05i
