0.00035059-0.0005771i,0.0012341-0.0021122i,0.00062504-0.0043699i,-0.000835-0.0037004i,-0.0022367-0.0017367i,-0.0030589+0.001291i,-0.0016322+0.0024652i,-8.1035e-05+0.0017206i,0.00048413+0.0014362i,0.00056295+0.00088689i,0.00065604+5.4478e-05i,0.00046292-0.00021453i,-0.00054991+8.5383e-05i,-0.000942+5.4227e-05i,-0.00024902-0.00022114i,-0.00022142+0.00039823i,-0.00047033+0.00057708i,-0.00033984-0.00056349i,0.00013851-0.0005048i,-0.00018701+0.00072246i,-0.00063394+0.0009291i,-0.00048462+5.275e-05i,-0.00064084-0.00010307i
-0.0018757+0.00032821i,-0.0023124+0.00017354i,-0.0011372+0.000608i,0.00045859+0.00063706i,0.00026272+7.2939e-06i,-0.00024619-1.905e-05i,0.00027312+0.00069417i,0.00035881+0.00093696i,0.00014937+0.00018208i,0.00037348-0.00086124i,-0.00013858-0.0011745i,-6.221e-05-0.00028101i,0.0002607+0.00020497i,0.00063111-0.0002091i,0.00067809-0.00029321i,-5.9665e-06-0.00029768i,8.0723e-05-9.4409e-05i,0.00061537+0.00038031i,0.0004445-5.0842e-05i,0.00030833-0.00027767i,0.00010189+0.0003359i,0.00035166+0.00039927i,0.0010412+1.2309e-05i
0.0010838-0.00069363i,0.0012567-0.00054391i,0.00087158-0.0010141i,-0.00028497-0.0014455i,-0.00086065-0.0018882i,-0.0006972-0.00034823i,0.00013403+0.0012627i,0.00073067+0.0013745i,0.00058268+0.00057859i,0.00033881+3.9747e-05i,0.00024318-0.00016481i,9.9516e-05-0.0002603i,-9.6113e-05+0.00032315i,-0.00035652+0.00040074i,0.00049074+0.0002333i,0.0010755+0.0002657i,0.00074493-1.1748e-06i,0.00086995-2.2593e-05i,0.00060833+0.00034924i,2.7586e-05-9.5402e-05i,-0.00087858-0.00010171i,-0.0014238-0.00049275i,-0.00059447-0.00075875i
0.0019797-0.0012272i,0.00071249-0.0022542i,-0.00019078-0.003333i,-0.0011471-0.0021094i,-0.0023726-0.00093723i,-0.0021507-0.00072233i,-0.00016389+8.6844e-05i,0.00084157+0.00063826i,0.00033162+0.00042743i,-0.00054087+0.00030531i,-0.00085984+7.1835e-05i,-0.0004188+0.00036416i,-0.00049077+0.00035665i,-0.00026915+0.0007339i,-0.0001903+0.0004206i,-0.00075955-0.00050371i,-0.0010225-0.00042342i,-0.00062369-0.00040226i,5.9767e-05+0.00014044i,-0.00016296+0.00067492i,-0.0012257+0.00079443i,-0.00070296+0.00023523i,0.00059719-0.00042103i
7.1076e-05+0.00085327i,0.0013628+0.0001787i,0.00048145-0.0016907i,-0.00039174-0.0015053i,-0.0011285-6.1201e-05i,-0.00038262+0.00031399i,0.00076073+0.00017402i,0.00075946+2.0791e-05i,0.00058428+0.00021919i,0.00094455+0.00060572i,0.00046694-7.687e-05i,-0.00037643-0.0011716i,-0.00074229-0.0012381i,-0.0011715-0.001247i,-0.0012403-0.0010572i,-0.00039201-0.00020913i,0.00076714+4.3868e-05i,0.00076709+5.9766e-05i,0.00045919-0.00019672i,0.00043281+0.0002863i,0.00047342+0.0009904i,0.0001575+0.0002471i,-0.00029893-0.00043765i
-0.001063+0.00017511i,-0.00030909-6.5668e-05i,3.8753e-05-0.00045142i,-0.00057255-0.0015238i,-0.00092373-0.0014669i,-0.0011803-0.00052604i,-0.0013072-0.00013671i,-0.00054366+5.6314e-05i,0.00026027+1.0592e-05i,8.9937e-05-0.0004644i,6.741e-05-8.9168e-06i,0.00015049+0.00086342i,4.2529e-05+0.00019138i,-1.3104e-05-0.00065774i,-0.00023559-0.00074921i,-9.0393e-05-0.00040176i,1.7107e-05-0.000457i,-0.0004805-0.00069091i,-0.00039209-0.00040345i,-0.00016546+0.00022966i,-0.00083194+0.00041549i,-0.0004422+0.00021857i,0.00013594+4.5866e-05i
0.0019723+0.0019079i,0.0026413+0.0013616i,0.0011368-3.7474e-06i,9.0054e-06-0.0015055i,-0.00097249-0.0012098i,-0.00079295+4.689e-05i,-0.00067136+0.00086189i,-0.0006686+0.00062672i,-0.00015596+0.00057093i,-0.00010171+0.00011509i,0.00012062-0.00074695i,-0.0004585-0.00064405i,-0.00054426+0.00058254i,-0.00039018+0.0012867i,-0.0010616+0.00021729i,-0.00099249-0.00063931i,-0.00096225-0.00061341i,-0.0012714-7.7464e-05i,-0.0009828+0.00022812i,-0.00037832-0.00022585i,-0.00038753-0.00033462i,-0.00051569-0.00032224i,-0.00031718-0.0010835i
-0.0013662+0.0013542i,-0.0011907+0.0012047i,0.00034985+0.00063782i,0.0013333-0.00099322i,0.00069257-0.0021339i,-0.00052143-0.00081324i,-0.00086491+0.00080088i,-0.00013239+0.00058288i,-0.00015776-0.00017174i,-0.00087186-0.00019619i,-0.00051213+4.7755e-05i,0.00044617+6.8955e-05i,0.00033338-0.00032133i,-2.4152e-05-0.00034089i,0.00019461+0.00013436i,0.00042333+0.00075032i,0.00026654+0.00046867i,0.00045014-0.00010944i,0.0009223+0.00020949i,0.00065286+0.00046496i,6.4777e-05-0.00010355i,-0.00010861-0.00025754i,2.1963e-05+0.0002479i
-0.00087184+0.00081362i,-0.001273+0.00013697i,-0.00061331-0.00089806i,0.00039301-0.0020903i,0.00016238-0.0019942i,0.00018967-0.0010582i,0.00054925-0.00047935i,0.000192-7.1916e-06i,0.00034124+2.5481e-05i,0.00066471+0.00029867i,-9.7544e-05+8.5089e-07i,-0.00078519-8.2866e-05i,0.00029264+0.00053883i,0.0010117+0.00048178i,0.00058859+0.00029831i,0.00083183+0.00052862i,0.00030435+0.00018389i,-0.00031251+5.283e-05i,-0.00034869-0.00055976i,-3.7066e-05-0.00063452i,0.00067301+0.00048568i,0.00095313+0.00058427i,0.00037678+0.00042598i
-0.001015-0.0006132i,-0.000897-0.0015558i,-0.00068503-0.00041179i,-0.00066296+0.0004943i,-0.00089076-0.00036978i,-0.00064944-0.00133i,0.00012571-0.0007785i,0.00024905+0.0002306i,0.00012934+0.00068225i,0.00065893+0.00035956i,0.0011273-0.00024293i,0.00055064-0.00028571i,0.0008385-0.00033459i,0.0010501-0.00045152i,-0.00015401+0.00013705i,-0.00041929-0.00015799i,0.00027033-0.00021865i,-2.4148e-05+7.0784e-05i,-0.00036164-0.00012007i,-0.00012806-0.00019093i,0.00051638+0.00025054i,0.00033341+0.00059924i,-0.00034005+0.00055392i
-0.00027786+0.00015861i,-0.00022086-0.00054888i,0.00022526-0.00062104i,0.00024526-0.00077261i,-3.3994e-05-0.0014316i,-0.00020269-0.00135i,0.00038313-4.2015e-05i,0.00062133+0.00070735i,0.00049467+0.00050846i,0.00089248-5.9068e-05i,0.0015766-0.00029835i,0.00066944-7.2511e-06i,-0.0005352+0.00019961i,-0.00058633+0.00016195i,-0.00063393+0.00022648i,-0.00042401+0.0005471i,-0.00026261+0.00046914i,3.1038e-05+0.00018735i,0.0002096+0.00070188i,0.00016044+0.00042588i,0.00052993+8.1219e-05i,0.00084118+0.00010167i,0.00074556-0.00057864i
-0.00028172-0.00037512i,-0.00041442+0.00023806i,-0.00099771-0.00019946i,-0.00087601-0.00046288i,-0.0005326+0.00016142i,-0.00032922+0.00083785i,0.0004061+0.0012837i,0.0013169+0.00054489i,0.0011474-0.001107i,0.00055034-0.00075061i,1.3769e-05+0.0005881i,-0.00062518+0.0008482i,-0.00082918+0.0010456i,-0.00084268+0.0010994i,-0.0005303+0.00047355i,-0.00027563-0.00033034i,-0.00043984-4e-05i,-0.00023334+0.00037967i,-7.5823e-05-0.00012523i,-4.595e-05-9.1301e-07i,3.9658e-05+0.00018536i,0.00019727-0.0002825i,-6.8038e-05-0.00019889i
-0.00081133-0.00071773i,-0.0010469-0.00090137i,-0.0014108-0.0011583i,-0.0012043-0.0012842i,-0.00068808-5.7828e-05i,-0.00017043+0.0011878i,0.00049479+0.0023585i,0.0006801+0.0024079i,0.00075389+0.0008671i,0.00074845+0.00017389i,0.00065469+0.00040565i,0.00058123+0.00033897i,0.000357-0.00048951i,-0.00030427-0.0003748i,-0.0005444+0.00061677i,8.8257e-05+0.00049715i,0.00030641+0.00089325i,0.00047369+0.0010991i,0.00041237+0.00035853i,0.00032554+9.6224e-06i,6.3319e-06-0.00016065i,-0.0001214-0.00044472i,0.00029227-0.00058301i
0.00067954+0.0016141i,0.0018689-0.00065821i,0.00122-0.0012672i,-0.00071488-0.0013392i,-0.00056764-0.0020917i,0.00033724-0.0013273i,0.0001694-9.4492e-05i,0.00031494+0.00015677i,0.0012297+0.00015239i,0.0011868-6.395e-05i,0.00050668-0.00056049i,0.00029712-0.00078291i,0.00063103-0.00037283i,0.00033514-0.0003583i,-0.00030055-7.8127e-05i,-5.5527e-05+0.0006604i,0.00040358+0.00015245i,0.00039009-0.00013278i,0.00020383+0.00033966i,-0.00030463-0.00031633i,-0.00021597-0.00033071i,-3.1756e-05+0.00064127i,-0.00022726+0.00024468i
0.00050649-0.00057574i,0.00090743+0.00028349i,0.00075379-0.0012368i,-0.00054012-0.0023672i,-0.0016545-0.0021665i,-0.0015094-0.0010346i,-0.00035468+0.00055424i,0.00011184+0.00072903i,0.00031804+0.0004388i,0.00075275-4.4057e-05i,0.00067931-0.00091952i,0.00012126-0.00076888i,-0.0007562-0.00036943i,-0.001251-0.00055634i,-0.00068408-0.00061625i,-1.88e-05-0.00079613i,0.0002689-0.0004013i,0.0002878+0.00017751i,-0.00017471-1.4958e-05i,-0.00031113-0.00034248i,-0.00039929-0.00027053i,-0.00012232+0.00046844i,0.00023013+0.00047076i
0.00012402-0.00044056i,0.00075315-0.00030239i,-5.2645e-05-0.00099298i,-0.00087051-0.001794i,-0.00080531-0.0013496i,-0.00066057+0.00025816i,-8.1554e-05+0.0012227i,9.5923e-05+0.00077774i,0.00061946+0.00042076i,0.00029258+0.00034564i,-0.00039582+0.00027724i,-3.1678e-05+0.00018897i,0.00023891+0.00087071i,-2.9588e-05+0.00082222i,0.00025551+0.00041899i,0.00037921+0.00080412i,-0.00070454+0.00078082i,-0.00077609-0.00015444i,-0.00050202-0.0010954i,-0.00037453-0.00075852i,-2.9486e-05-0.00032533i,-0.00019642-0.00018617i,-0.0001854+4.339e-05i
-0.00083919-0.001719i,-0.0011442-0.0011206i,-0.00097123-0.0017307i,-0.00060311-0.0007389i,-0.00085191-0.00015675i,9.8552e-05-0.00063918i,0.0011003-0.00018966i,0.00082292-4.6433e-05i,0.00036759+0.00010488i,0.00011808+0.00065757i,-0.00010023+0.000431i,-3.4478e-05+5.3006e-05i,-0.00014508-0.00014092i,0.00029068-0.00043768i,0.00055348-0.00036464i,-0.00027821-0.00040139i,-0.00036703-0.00015013i,-0.00039173+0.00015437i,-0.00071854+9.8634e-05i,-0.00046549-0.00024386i,-0.00027383-0.00038588i,-0.00024522-0.00015327i,-0.00041407+0.00031106i
0.00062671-0.0005989i,0.00022181-0.00074075i,0.00034435-0.00022369i,-0.00020215-0.0009516i,-0.00086031-0.0018408i,-0.0009893-0.00015066i,-0.00037979+0.0013182i,0.00058652+0.0012296i,0.00097332+0.00087906i,0.00069314+0.00048848i,0.00013974-0.00018353i,-0.00062197-0.00096569i,-0.00096062-0.00069753i,-0.0001017+0.00027949i,-0.00066682+0.001108i,-0.00053318+0.0012044i,0.00038999+0.00054345i,0.00048588+0.00040182i,0.0005678+9.7763e-05i,0.0001683+3.8246e-05i,0.00039373+0.00039562i,0.001189+0.00080911i,0.0015935+0.00056333i
0.0013809-0.00020091i,0.0011027+0.00034298i,0.00034776-0.00075117i,-0.0008929-0.0015065i,-0.0021028-0.00071829i,-0.0017998-0.00065033i,-0.00068965-0.00037337i,0.00076378+2.6991e-05i,0.0011426+0.0002278i,0.00025292+0.00035936i,3.7739e-05+0.00012099i,0.000451-0.00065809i,0.00037257-0.001022i,-0.00014631+0.00023916i,7.2114e-05+0.00068353i,7.7467e-05-0.00029024i,-0.00015783-0.00016005i,0.00044105-0.00014716i,0.0005863-7.1807e-05i,0.00034763+0.00064628i,0.00029482+0.0007356i,0.00045231+0.00021107i,0.00069743-0.00010013i
0.00081201-0.0011353i,0.00097063-0.0015348i,0.00051292-0.0013255i,-0.0011181-0.001892i,-0.0018328-0.0021788i,-0.0019981-0.0012788i,-0.00093229-0.00076144i,0.00010811-0.00038497i,-0.00025073-0.0003399i,-0.00050072-0.00039452i,-0.00046998+0.00012999i,-0.00067868+0.00018992i,2.8161e-05+0.00021145i,0.00050868+0.00035185i,0.00015164+0.00025429i,0.00021319+0.00022142i,0.0007948+0.00018985i,0.00087306-2.9438e-05i,0.00099263+0.0004425i,0.00092047+0.0010263i,-9.5037e-05+0.00036315i,-0.00026164-0.00046488i,-0.00037084-0.00039655i
-0.00047176-0.00058882i,5.7176e-05-0.00048968i,-0.00051463-0.00025468i,-0.001105-0.0005483i,-0.00067826-0.00053647i,0.00041154-0.00048836i,0.00074711+0.00015323i,0.00041602+0.00065435i,0.00053319+0.00033068i,0.0007511+0.00062349i,0.00060063+0.00091927i,3.0859e-05+0.00035345i,0.00021459-0.00058048i,0.000574-0.0012567i,0.00045665-0.00070255i,0.00019137-0.00033468i,0.00010089+9.302e-05i,-0.00022862+0.00072271i,-0.00036003+0.00019008i,0.00010776-6.02e-05i,0.00017506+0.00040104i,-5.0456e-05+4.4935e-06i,-4.2616e-05+3.3359e-05i
-0.0011452+0.0015036i,-0.0023843+0.0010853i,-0.0016694+0.0001797i,3.4476e-05+6.3933e-05i,0.00034036+7.1008e-05i,0.00022681-0.00037084i,-0.00019759+0.00010185i,0.00011431+0.00056019i,0.0007276+5.5983e-05i,0.00042042+7.5172e-05i,-0.00010168+0.0007912i,0.00016436+0.0012942i,0.00062237+0.00076601i,0.00069732+5.2221e-05i,0.00067158-0.00011805i,0.00027832+3.7103e-06i,0.00029748+0.00036403i,0.00079443+0.00054418i,0.00030288+0.00034794i,-0.00027549-4.3404e-05i,-0.00042579-0.00046689i,-0.0004574-0.00091028i,-0.00038419-0.00033815i
-3.3418e-05-0.00022619i,0.0011222+0.00043376i,0.0021166+0.00033321i,0.0015314-0.0011636i,0.00015351-0.0019169i,-0.00095845-0.0011156i,-0.00029313-0.000183i,0.00097178+8.059e-05i,0.00078212+0.00012157i,0.00019148-7.4332e-05i,-0.00034551-5.3679e-05i,-0.00080033-0.00023708i,-0.0011602-0.00030867i,-0.0011055-0.00035103i,-0.00087592-0.00073961i,-0.00038438-0.0010028i,-2.5102e-05-0.0010602i,-0.0001187-0.00067436i,0.00014755-0.00020078i,0.00084065-0.00055894i,0.00038773-0.00069846i,-0.00026476-0.00015745i,-0.00051592-0.00012028i
0.00065585-0.0017418i,0.0007045-0.001879i,-0.00041563-0.0014971i,-0.0015335-0.0016243i,-0.002156-0.0014399i,-0.0012548+0.00010048i,0.00019004+0.0016529i,0.00022847+0.0013839i,6.532e-05+0.00067939i,0.0003155+0.0010795i,0.00013782+0.0012422i,0.00011403+0.0011783i,-0.00010283+0.00032832i,0.00019522-0.00047883i,1.3536e-05+0.00051219i,-0.00023075+0.00057558i,0.00022963+0.00036022i,-0.00030134+0.00061331i,-0.00038999+0.00033582i,1.4539e-05-8.8379e-05i,-0.00017836-0.00040658i,0.00014817-0.0010686i,0.00024663-0.00077678i
0.0016202+0.00014762i,0.0020561+0.00056456i,0.0011369-0.0010892i,-0.00041325-0.0015687i,-0.0011998-0.0010937i,-0.0010949-0.00060535i,-0.00080653-0.00016856i,-2.7905e-05-5.1691e-05i,0.0010235+0.00042753i,0.0010075-0.00011017i,0.00079735-3.5002e-05i,0.000852+0.0003979i,0.00030904+0.00054533i,-0.00036259+0.00055083i,0.0003362+0.00010101i,0.0011155+0.00043583i,0.00060096+0.00076142i,-0.00025355-0.00019389i,-0.00010123-0.00097137i,0.00029265-0.00058757i,0.0001643-0.00014575i,-0.00069489-0.0002438i,-0.0013345-0.00023553i
0.0016403+0.00054121i,0.0020631+0.00059164i,0.0031884-0.00011581i,0.0021925-0.0016812i,0.00044035-0.0024532i,-7.3575e-05-0.0015132i,0.00053451+0.00016719i,0.00059408+0.00086644i,0.00032186+0.00055707i,5.2417e-05-8.3126e-05i,-0.00018345-0.00036942i,0.00021233-0.0001584i,-0.0001951-0.00011417i,-0.00098004+6.5191e-05i,-0.0008206+0.00026315i,-6.1992e-05+0.00030921i,0.00033102+0.00041606i,9.6875e-05+0.00034926i,0.00037157-4.77e-05i,0.00010655-0.00016688i,-0.00073178-0.00010712i,-1.6372e-06+0.00049303i,0.00060386+0.00078233i
0.0021901-0.0031435i,0.0015342-0.0037478i,2.1202e-05-0.0031374i,-0.0015507-0.0025121i,-0.0016996-0.0017786i,-0.0012247-0.00048386i,-0.00046102+0.00042719i,0.00032214+0.00045663i,0.00056653+0.00013996i,0.00020915-0.00059402i,-0.00033088-0.00065835i,-0.00054654-0.00010109i,-0.00064873-0.00030161i,-0.00037691+0.00042845i,-0.00011656+0.0010379i,8.9755e-05+0.00019814i,0.00046492-0.00025162i,0.00083911-5.3423e-05i,0.0005644-0.00048451i,0.00017835-0.00063794i,0.0001343-0.00019899i,0.0002257+0.0003145i,0.00069504+0.00035011i
-0.00076303-0.00086527i,-0.00083692-0.0011725i,-0.0018192-0.0012031i,-0.0022569-0.00057702i,-0.0020596+0.00033117i,-0.0012169+0.0011001i,-0.00024269+0.00084363i,0.00030559+0.00038447i,0.00029167+0.00046016i,-3.8374e-05+0.00088953i,0.00030577+0.0013046i,0.00079145+0.0012767i,0.00073704+0.0017379i,0.00017575+0.0011384i,-1.8017e-05-8.0256e-05i,-0.00015583-0.00036852i,-0.00039376-9.0378e-05i,-0.00023901+0.00029332i,-0.00018088-0.00021197i,8.9607e-05-0.00067379i,0.00025741-0.00063421i,0.00015165-0.00035614i,0.00067182-6.549e-05i
0.0011216+0.00049733i,0.0012241+0.0014149i,0.00020998-4.8015e-05i,-0.00045238-0.0013578i,-0.00092824-0.0011539i,-0.00072203-0.00091238i,-2.8405e-05-0.00044679i,0.00011823-0.00018236i,0.00046183+0.0003321i,0.0007699+0.00049343i,0.00089146-0.00015078i,0.00078925+0.00035302i,0.00028617+0.00080971i,7.2068e-05+0.00019893i,-5.1991e-05-6.42e-06i,-0.00010038-8.4187e-05i,5.8071e-05+2.6298e-05i,0.00052357+0.00076825i,0.0011331+0.00078963i,0.00094157+0.00032459i,1.6048e-05+0.00066136i,2.4907e-05+0.0011929i,0.00017628+0.00067347i
-0.00022188+0.001571i,0.00082064+0.0020888i,0.0020963+0.0016883i,0.0029399+2.5912e-05i,0.0022967-0.0018327i,0.00051808-0.0015488i,0.00010477+0.00022977i,0.00033655+0.00073931i,0.00077052+0.0006255i,0.001264+0.00064514i,7.6683e-05-0.00012011i,-0.00056848-0.0004911i,-0.00048032+2.7868e-05i,-0.00025736+0.00031601i,-0.00022662+0.00039651i,-0.0004247+0.00024703i,-0.00036334+3.9073e-05i,-0.00063776-0.00012987i,-0.00083048-0.0003853i,-0.00021692-0.00052441i,-0.00025971-5.8082e-05i,-0.00069577+0.00030711i,0.00020326+0.00056634i
0.0013475-0.0011439i,0.00062515-0.0013503i,-0.00052557-0.0028136i,-0.0011237-0.0036195i,-0.0011361-0.0023983i,-0.00049999-0.00042878i,0.00045005+0.00040494i,0.00069568-0.00017778i,0.00013688-0.00036547i,-0.00016336+0.00027072i,0.0001078+0.00035289i,0.00054823+0.00018676i,0.00060563+0.00045507i,-0.00018903+0.00036624i,-0.00044169-4.5065e-05i,8.2614e-05-0.00039203i,0.00025415-0.00034332i,0.00055476+0.00024005i,0.00027567+0.00066982i,-0.00039318+0.00030783i,-0.00053541-0.00010928i,-0.00015372-9.929e-05i,-9.3356e-05-0.00048754i
-0.0013516+0.0010057i,-0.0011051+0.0020173i,-0.00057326+0.0015971i,0.00010781+1.0979e-05i,0.00026239-0.0016564i,-9.7507e-05-0.0011327i,0.00020602+0.00051098i,0.0003548+0.00035813i,-0.00050063-0.00023733i,-0.00057844-4.0652e-05i,-0.00058158+0.00049774i,-0.00058392+0.00024677i,-5.2715e-05-0.00032617i,-5.1537e-05-0.00089842i,-0.00046589-0.0010435i,-0.00010756-0.0013416i,0.00044046-0.001405i,0.00039978-0.0012111i,-0.00018884-0.00094924i,-2.9084e-05+0.00014407i,0.00074067+0.00089717i,0.00022171+0.00020512i,-0.00017803-9.1532e-05i
-0.0004847+0.0026192i,2.9599e-06+0.0016637i,0.0015112+0.0012411i,0.0019489-0.00040473i,0.0012085-0.0016595i,0.00025461-0.0022824i,0.00035266-0.0012516i,0.00054827+0.00026133i,0.00015353+0.0010867i,-0.00029325+0.0010013i,0.00022937-8.366e-05i,0.00054884-0.00096703i,0.00026969-0.00070231i,0.00013777-0.00092426i,-0.00038586-0.0014154i,-0.00028971-0.0011595i,0.00046855-0.00063858i,0.0008155-5.6092e-05i,0.00022355+0.00017045i,6.3123e-05+0.00048018i,-7.8603e-05+0.00044587i,-0.00021005+0.00015488i,4.0342e-05-6.8206e-05i
0.0010287-0.0020562i,0.00073574-0.0030659i,0.00026314-0.0035665i,-0.00041284-0.0029596i,-0.0009288-0.0012356i,-0.00072064-3.7643e-05i,-0.00031965+0.00046025i,0.00029523+0.00092701i,0.00014618+0.0004958i,-0.00047041-0.0002114i,-0.00063192-0.00042737i,5.3922e-05+0.00019684i,0.0004207+0.00086035i,0.001002+6.6972e-05i,0.00087757-0.00039227i,0.00033055-0.00024914i,3.8777e-05+0.00027972i,-0.00020739+0.0010406i,-0.00015245+0.0011626i,-0.00061858+0.00075906i,-0.00054751+0.00025326i,0.00026698-0.00032911i,3.7899e-05-0.00079709i
-0.00032075-0.0016697i,0.00010568-0.0019573i,-0.00030004-0.00092771i,-0.0015738-0.00014384i,-0.0013959-4.0981e-05i,-1.1762e-05+0.00042125i,0.0010231+0.00075676i,0.001349+0.00080882i,0.00067328+0.0013501i,1.1367e-05+0.0012915i,6.5895e-05+0.00051531i,-0.00036365-0.00060633i,-0.000338-0.0012288i,0.00058047-0.00099462i,0.00081843+0.00011513i,0.00060239+0.0011925i,0.00051019+0.00023312i,0.00057137-0.00045326i,0.0004013-0.00028513i,0.00049253-0.00039648i,0.0010208-0.00047217i,0.0011198-0.00013039i,0.00044781-2.1299e-05i
-0.0010435-0.00015534i,-0.0016627+0.00040769i,-0.0015478+0.00043214i,-0.0014779-0.00066936i,-0.0022222-0.0014176i,-0.0020439-0.00077402i,-0.00038799-0.00062039i,0.00038189-0.0009403i,0.00052762-0.00064127i,0.00010574-0.00052633i,-0.00069824-1.6845e-05i,-0.00054506+0.0002984i,-0.00012577+4.5922e-05i,-0.00051048+2.9419e-05i,-0.0011048-0.00060795i,-0.00065075-0.0011877i,-0.00021204-0.0006362i,-0.00031167+0.00023394i,4.9368e-05+0.00052177i,0.00038652+0.00055639i,0.00021299+0.0002906i,0.00012093+0.00095103i,0.00035853+0.0010163i
0.0011538+0.0016693i,0.0019628+2.7014e-05i,0.0020472-0.0012475i,0.0016226-0.0015762i,0.0002657-0.0016007i,-0.00043846-0.0010152i,-0.00044181-0.00024267i,0.00042506+0.00050998i,0.0009639+3.8958e-05i,0.00027702-0.00044507i,-0.00043145-0.00041495i,-0.00032382-0.00039805i,-7.2268e-06+0.00010947i,9.7837e-05+0.00011674i,0.00023183-0.00048243i,0.00035421-0.00050899i,0.00055993+0.00013767i,0.00067341+8.5729e-06i,6.3785e-05+0.0001665i,-0.00031686+0.00079071i,-0.00023549+0.00065564i,-0.00052008+0.00011581i,-0.0012975+0.00023078i
-0.00062203-0.00064754i,-0.00067021-0.0013706i,-0.0007188-0.000439i,0.00014623-0.00061325i,-0.00011195-0.0012172i,-0.00081299-0.00044336i,-0.00072495+0.00081886i,-0.00020969+0.0010855i,-0.00016027+0.00038665i,0.00039042-0.00054944i,0.00096348-0.00066507i,0.00031852+0.00028142i,0.0005117+0.00071286i,0.0011289+0.00041446i,0.0012882-0.00034685i,0.0012266-0.00096492i,0.00050975-0.00075136i,0.00022632-0.00085974i,0.00055883-0.00058859i,0.00021195-0.00015444i,0.00020216+0.00018383i,0.00024833+0.00090923i,-4.0713e-05+0.00075626i
-0.00015309+0.00088618i,-0.00027711+0.0012559i,-0.00029054-7.3305e-05i,-0.00049034-0.001231i,-0.001477-0.0012963i,-0.0015387-0.00043061i,-0.00037463+0.00047052i,-0.00012521+0.00034986i,-0.00042969-0.00016323i,-0.00069464+0.00022101i,-0.00052322-0.00011569i,-0.00024708-0.00060272i,-0.00022379+0.00012963i,-0.00043329+0.00052453i,-0.00025828+0.00038893i,-3.5025e-05+0.00023229i,0.00021314-1.1587e-05i,-0.00010728-0.00023046i,-0.00077617+0.00034957i,-0.000985+0.0011295i,-0.00060538+0.00063431i,0.00045696-7.3953e-05i,0.0012435+1.2626e-05i
-0.0025837+0.0012884i,-0.0018168+0.0019319i,-0.00044387+0.0013908i,-1.2364e-05+0.0010781i,-0.00024971+0.00045555i,6.9127e-06-0.00016398i,0.0003409+2.8282e-07i,0.00084422-0.0002367i,0.00083186-0.0004497i,0.00064378+0.00016178i,0.00086096+0.00018075i,0.00039041-2.3821e-06i,-4.8191e-05-0.00016482i,-0.00031849-0.00065338i,-0.00011965-0.00095153i,0.00025981-0.0011007i,0.00087988-0.00032873i,0.0015534+0.00038235i,0.0013649+0.00033395i,0.00059169-0.00033177i,0.00028623-0.00055767i,0.00028954+0.00040473i,0.00045101+0.00078093i
0.00067366-0.0009066i,0.0012408-0.0015917i,0.0016301-0.0014479i,0.00086593-0.001743i,-0.00034053-0.0014373i,-0.0012145-0.00037621i,-0.00089305+0.00017497i,0.00086849+0.00024564i,0.00063916+7.6453e-05i,-0.0006998-7.4176e-05i,-0.00018668-0.00010264i,2.4957e-05+2.2786e-05i,-0.00054432-6.5542e-05i,-0.00062087-8.9466e-05i,-0.00057589+0.00044076i,0.00051419+0.0009112i,0.00095306+0.00053727i,1.6531e-05+0.00069433i,-3.283e-05+0.00070169i,0.00066929-2.9788e-06i,0.00067044+0.00014862i,0.00026716+0.0005447i,0.00094239+0.00050087i
0.00026873-0.0025969i,0.00029374-0.0015938i,-0.00028533-0.0011079i,-7.496e-05-0.00067893i,-0.00025429-0.00063143i,-0.00027983-0.00031511i,0.000402+0.00066544i,0.0010773+0.00084001i,0.0014531+0.0003753i,0.0010579+0.00017017i,0.00035495+0.0002182i,0.00020553+0.00055396i,-0.00013073+0.00097433i,0.00020392+0.00049434i,0.00016728+0.00017171i,1.7447e-05+3.7549e-05i,0.00011167+0.00026298i,-0.0002481+0.00046052i,5.0625e-05+6.0773e-05i,0.00013281+0.00022241i,-7.7198e-05-0.00020463i,-0.00055633-0.00033351i,-6.2456e-05-0.00014999i
-0.00017731-0.00036247i,-0.0016641-0.0015913i,-0.002866-0.0020064i,-0.0025257-0.00087098i,-0.0016573+2.0359e-05i,-0.00042236+0.00016461i,0.00066206+0.00044475i,0.00034563+0.0012776i,-0.00024638+0.0010582i,-0.00021892+0.00013987i,-0.0011622+7.2948e-06i,-0.0014792+0.00020921i,-0.00085744+0.00062879i,6.1333e-05+0.00079782i,0.00022142+0.00065346i,-0.00014751-8.1484e-05i,9.9814e-05-0.00020649i,0.0004027+0.00015167i,0.00040523+0.00029415i,0.00019359-0.00034107i,-0.00053639-0.000941i,-0.00055421-0.00014609i,-0.00049168+0.00081592i
