-0.00073381+0.00075874i,5.4744e-06-0.00069627i,-0.00048881-0.00040435i,-0.000368+5.3757e-05i,-0.00027751+0.0011865i,-0.00051336+0.00075009i,-0.0012964-0.00025117i,-0.00088731+0.00043939i,0.00045891+0.0009142i,0.0012475+0.00067201i,0.00060015+0.00018739i,0.00043557-0.0012459i,0.00042592-0.0016063i,-0.00027241-0.00096135i,-2.508e-05+4.5571e-05i,0.00096462+0.0007075i,0.0012186+0.00019751i,0.00097773-0.00031653i,0.00073834-0.0003915i,0.0002099-2.8111e-05i,-0.00023308-0.00013336i,0.00014424-0.00040007i,0.0011887-9.1646e-05i
0.026057+0.17363i,-0.075503+0.11215i,-0.28602-0.023903i,-0.48869-0.10261i,-0.52429-0.090888i,-0.39143-0.025766i,-0.21495+0.020869i,-0.09283+0.02114i,-0.037951+0.01512i,-0.013934+0.020303i,0.0025939+0.011801i,0.0027726-0.012204i,-0.0078992-0.023584i,-0.0097157-0.016442i,-0.0038137-0.0081821i,0.00085643-0.0085549i,0.00070284-0.013687i,-0.0061606-0.015905i,-0.016154-0.010528i,-0.025132+0.0010134i,-0.027166+0.013498i,-0.021689+0.019091i,-0.015708+0.01428i
-0.12942-0.030316i,-0.0017776-0.018243i,0.24682+0.041169i,0.45757+0.099355i,0.49881+0.12023i,0.36441+0.13695i,0.20503+0.14647i,0.11481+0.10717i,0.063932+0.047513i,0.033413+0.014931i,0.023244+0.0049641i,0.021467+0.0029914i,0.016191+0.00067193i,0.002332-0.0054248i,-0.015011-0.0067689i,-0.023116+0.00012694i,-0.017252+0.0078809i,-0.0041894+0.011599i,0.0083113+0.0087106i,0.018255-0.0022624i,0.022677-0.015068i,0.018455-0.02331i,0.01053-0.022812i
0.081499-0.085221i,0.018287-0.02606i,-0.1401+0.034466i,-0.28859+0.038726i,-0.29556+0.0013602i,-0.15867-0.047976i,-0.021403-0.066518i,0.027235-0.04379i,0.02444-0.0083587i,0.016904+0.0064351i,0.0061821-0.00087919i,-0.010843-0.008524i,-0.01855-0.0029615i,-0.0098319+0.0086667i,0.0049388+0.015432i,0.01149+0.013512i,0.0066586+0.009416i,-0.00047206+0.0065398i,-0.0058021+0.0067627i,-0.010529+0.014166i,-0.014492+0.023973i,-0.015719+0.030003i,-0.012847+0.029821i
0.032468+0.085322i,0.059559+0.018061i,0.18161-0.1079i,0.32741-0.18611i,0.33081-0.15776i,0.19228-0.090538i,0.053113-0.040216i,-0.0022055-0.0042815i,-0.0020275+0.004864i,0.0050621-0.0052204i,0.0069875-0.0053089i,0.013289+0.0062928i,0.018897+0.0096786i,0.012355+0.0068798i,0.0020967+0.010389i,0.0018714+0.015891i,0.010078+0.013224i,0.015982+0.0049898i,0.015478-0.0025259i,0.013024-0.010419i,0.010167-0.018777i,0.0090084-0.022444i,0.010843-0.019559i
-0.081243-0.026218i,-0.10128-0.017941i,-0.16633+0.053923i,-0.26055+0.11093i,-0.28708+0.074164i,-0.22873+0.016158i,-0.14403-0.0045972i,-0.07202-0.0055511i,-0.030332+0.0012841i,-0.016162+0.011183i,-0.010796+0.015024i,-0.0088525+0.01127i,-0.0063211+0.0051056i,0.003948-0.0024673i,0.014354-0.013895i,0.013313-0.021405i,0.0036718-0.018341i,-0.0046503-0.01059i,-0.006624-0.0028722i,-0.005065+0.0054163i,-0.0030069+0.013609i,-0.0015312+0.016167i,-0.002162+0.011253i
0.060833-0.027173i,0.083121-0.027425i,0.093028-0.072541i,0.12236-0.094774i,0.13829-0.0093358i,0.085174+0.10107i,0.007359+0.13935i,-0.026077+0.11695i,-0.018322+0.067961i,-0.0049676+0.025819i,0.0070566+0.0061338i,0.017536-0.0020175i,0.0191-0.0057446i,0.012336-0.0041295i,0.0028948+0.00033546i,-0.00089665+0.003162i,0.0030912+0.0032372i,0.0062472+0.0015541i,0.0032061-0.00080166i,-0.0034149-0.0037419i,-0.0083695-0.0086456i,-0.0097968-0.012537i,-0.008766-0.011223i
-0.036391+0.061667i,-0.06995+0.11079i,-0.080562+0.17169i,-0.098263+0.19561i,-0.089791+0.13434i,-0.012791+0.051888i,0.057799+0.016716i,0.057196+0.0091137i,0.024393+0.010781i,0.007862+0.017486i,0.0041407+0.015894i,-0.003512+0.0078069i,-0.012326+0.0038372i,-0.017185+0.0004332i,-0.019755-0.0021414i,-0.021431+3.7597e-05i,-0.020323+0.0043061i,-0.016235+0.00784i,-0.0076157+0.0076611i,0.0028853+0.0063438i,0.0080303+0.008329i,0.0089111+0.011762i,0.007181+0.012416i
0.0083721-0.080996i,0.025854-0.13646i,0.068041-0.14268i,0.14365-0.11493i,0.16328-0.074589i,0.08319-0.027355i,0.0055112-0.0038318i,-0.01694-0.0035407i,-0.014642-0.0063296i,-0.0063417-0.010401i,-0.0025652-0.013202i,-0.00092647-0.0094948i,0.0041525-0.0029651i,0.0071376+0.0017732i,0.0062312+0.0055736i,0.0063667+0.0064395i,0.0080245+0.0026133i,0.0061021-0.00056721i,0.0010603+0.0012572i,-0.0038797+0.0024611i,-0.0076429-0.0011865i,-0.0074783-0.0059818i,-0.0038095-0.0089017i
0.06225+0.070202i,0.096047+0.094944i,0.053065+0.079011i,-0.056058+0.06864i,-0.12412+0.05097i,-0.09128-0.016377i,-0.034952-0.064464i,-0.015148-0.05133i,-0.013714-0.018027i,-0.008465+0.0054123i,-0.0020641+0.012436i,-0.0043367+0.012633i,-0.0073495+0.014484i,-0.0049405+0.014848i,-0.0013998+0.014154i,0.00057359+0.014612i,0.00098884+0.01631i,0.000764+0.014553i,0.0018198+0.0068365i,0.0050697-0.00021051i,0.0078899-0.0019602i,0.0058882+0.00060871i,0.0012599+0.0024289i
-0.1164+0.0043202i,-0.14932+0.0031479i,-0.08683-0.045142i,0.006114-0.11266i,0.034671-0.085156i,-0.024358+0.02637i,-0.086752+0.077707i,-0.090857+0.048897i,-0.059263+0.015798i,-0.030778+0.0002829i,-0.013968-0.0016414i,-0.00066915+0.00057752i,0.0061898-0.0023999i,0.0066506-0.0049618i,0.0044596-0.0068355i,0.0019262-0.0097766i,0.0015973-0.010071i,0.0027465-0.0060157i,0.0021298+0.0005458i,-0.0020065+0.0048323i,-0.0065033+0.0057048i,-0.0068836+0.0062193i,-0.0040952+0.0053809i
0.064263-0.11164i,0.042893-0.12266i,-0.032045-0.011455i,-0.084407+0.12562i,-0.074712+0.13348i,-0.013859+0.051915i,0.040158+0.0091507i,0.047869+0.0053774i,0.030219+0.0014164i,0.013668+0.0017041i,0.0066927+0.0055826i,0.0025673+0.0062139i,0.00028512+0.0061969i,0.0030173+0.0047205i,0.0056205+0.0011302i,0.0048912-0.00076592i,0.0021191+9.3997e-05i,-0.0021755+0.0001449i,-0.00558-0.0033952i,-0.0016903-0.0089331i,0.0065206-0.011818i,0.011463-0.010891i,0.010938-0.0077976i
0.074275+0.13557i,0.11306+0.13306i,0.09812+0.0099742i,0.03483-0.11447i,-0.011926-0.11395i,-0.030385-0.043269i,-0.042936+0.00052821i,-0.040686+0.0054603i,-0.028897-0.0044626i,-0.018466-0.0076519i,-0.0096195-0.005187i,-0.00391-0.0052375i,-0.0039721-0.0054223i,-0.0080533-0.0051761i,-0.010534-0.0036195i,-0.010645-0.0032549i,-0.0094856-0.0055211i,-0.0058944-0.0063052i,-0.003167-0.0016136i,-0.0047831+0.0068022i,-0.0073935+0.012026i,-0.0068931+0.010562i,-0.0051901+0.0039636i
-0.16641-0.0094171i,-0.1788+0.041259i,-0.06921+0.13087i,0.050887+0.17514i,0.07086+0.11162i,0.049059+0.019908i,0.05455-0.029399i,0.051555-0.04521i,0.026492-0.036422i,0.0087672-0.016087i,0.0046129-0.0029624i,0.00053168+0.0020822i,-0.00252+0.0032673i,-0.0017864-0.00013728i,-0.0026381-0.0023662i,-0.0041533+0.0018528i,-0.0050103+0.0093374i,-0.0058102+0.014589i,-0.0044039+0.012672i,-0.0011643+0.0023854i,0.00052271-0.0078607i,-0.00072906-0.0098791i,-0.0033079-0.0053808i
0.10536-0.15935i,0.07924-0.22823i,-0.028323-0.22898i,-0.11071-0.17547i,-0.11751-0.090461i,-0.10961-0.0058873i,-0.10094+0.030881i,-0.071538+0.020584i,-0.036391+0.007288i,-0.013073+0.0019595i,-0.0050904-0.0020013i,-0.0060034+0.00055101i,-0.0068189+0.0067208i,-0.0053722+0.012104i,-0.0028698+0.01252i,-0.001596+0.0083608i,-0.0032149+0.0030787i,-0.0040334-0.0020268i,-0.0037388-0.0021313i,-0.0019586+0.0071591i,0.002515+0.01804i,0.0065805+0.019569i,0.0083338+0.014385i
0.085642+0.18415i,0.14968+0.20627i,0.18093+0.11454i,0.16454+0.013889i,0.14098-0.027074i,0.1253-0.054024i,0.094297-0.059895i,0.058169-0.037632i,0.03141-0.019286i,0.013372-0.012605i,0.0041238-0.0073979i,-0.00065625-0.002249i,-0.0036628-0.00060841i,-0.0043495-0.00084119i,-0.0008124+0.00046133i,0.0055012+0.0016955i,0.0098756+0.0031807i,0.011466+0.0040271i,0.010478-0.0014193i,0.006732-0.012665i,0.00073682-0.020936i,-0.0036318-0.020358i,-0.0035541-0.014116i
-0.21716-0.018349i,-0.28048+0.016126i,-0.236+0.064664i,-0.15743+0.060623i,-0.11569+0.026269i,-0.099502+0.031287i,-0.078448+0.041917i,-0.043041+0.025884i,-0.0098876+0.0027149i,0.00063808-0.0090299i,-0.0013496-0.0056081i,0.0017911-0.00076661i,0.0077526-0.0013302i,0.011517-0.0021132i,0.010598-0.0031971i,0.0052645-0.0041387i,-0.0015046-0.0043719i,-0.0070869-0.00368i,-0.0099175+0.0030085i,-0.0063113+0.013043i,0.0023376+0.019202i,0.007629+0.016704i,0.0070723+0.007988i
0.12911-0.18095i,0.13704-0.23155i,0.086801-0.17493i,0.052808-0.075427i,0.04364-0.030395i,0.038436-0.036954i,0.040237-0.034769i,0.041522-0.020459i,0.02787-0.010951i,0.013328-0.0020483i,0.00765+0.0022951i,0.00086802+0.0025469i,-0.005073+0.0033271i,-0.0063983+0.0010712i,-0.007062-0.0041777i,-0.0076851-0.0077734i,-0.0071121-0.0085986i,-0.0043412-0.008588i,-0.0029857-0.010739i,-0.0086872-0.016107i,-0.0162-0.018502i,-0.0175-0.012902i,-0.013637-0.0060325i
0.096746+0.20637i,0.13535+0.23019i,0.11676+0.14027i,0.049993+0.0483i,0.00015243+0.034094i,-0.021042+0.059374i,-0.030793+0.060656i,-0.025924+0.035i,-0.014444+0.012214i,-0.0038317+0.002103i,0.0014299-0.0048261i,-0.0014573-0.010836i,-0.0055102-0.011454i,-0.0062142-0.0083925i,-0.0072896-0.0043179i,-0.0083412-0.00026984i,-0.0077626+0.0028667i,-0.0064344+0.0050217i,-0.0017727+0.010504i,0.008988+0.019457i,0.020839+0.02387i,0.023634+0.018045i,0.016491+0.0075786i
-0.22212-0.019419i,-0.24693-0.00385i,-0.13292+0.034202i,0.021049+0.047686i,0.099169+0.024423i,0.10665-0.0049071i,0.091952-0.023272i,0.063202-0.02037i,0.037484-0.0060911i,0.025816-0.0018882i,0.016881-0.00312i,0.0075553+0.00056086i,0.0013203+0.0056813i,-0.0034427+0.0088397i,-0.0059763+0.01081i,-0.0058852+0.011142i,-0.004276+0.010556i,-0.002359+0.0073115i,-0.0056966-0.0011812i,-0.016352-0.01029i,-0.025179-0.01376i,-0.024104-0.010842i,-0.015349-0.0050744i
0.12193-0.18481i,0.11497-0.22245i,0.01711-0.17819i,-0.082202-0.10477i,-0.10759-0.050582i,-0.089726-0.02262i,-0.067361-0.0010398i,-0.039102+0.012863i,-0.01188+0.013073i,-0.0015408+0.0071105i,-0.0060156+0.0050883i,-0.009341+0.006818i,-0.0065477+0.0082394i,-0.00031838+0.0085273i,0.0047975+0.0080398i,0.0062595+0.005509i,0.0058059+0.0010566i,0.0048185-0.00073884i,0.0097699+0.0026385i,0.02292+0.0051422i,0.03242+0.0038378i,0.029139+0.0018327i,0.018265+0.00095976i
0.10229+0.19281i,0.1364+0.21667i,0.14723+0.12482i,0.13604+0.021161i,0.10388-0.016524i,0.056916-0.022319i,0.020543-0.020672i,0.012779-0.012757i,0.01076-0.0095625i,0.0055278-0.0079347i,0.0057795-0.0063987i,0.0068075-0.0080401i,0.0059617-0.0068463i,0.006852-0.0038401i,0.008332-0.0040956i,0.0082437-0.0063544i,0.0079422-0.0079951i,0.0052036-0.0080606i,-0.0054012-0.0067548i,-0.022292-0.0026216i,-0.034728+0.0027154i,-0.032374+0.0045042i,-0.018477+0.0020687i
-0.21277-0.003966i,-0.25844+0.015313i,-0.2038+0.076019i,-0.13573+0.12495i,-0.11244+0.12558i,-0.088431+0.11452i,-0.048199+0.092816i,-0.020602+0.054077i,-0.0074392+0.024297i,0.0017469+0.015365i,0.0075987+0.012249i,0.0091219+0.0066825i,0.0078252+2.4767e-05i,0.005149-0.006258i,0.00031302-0.0088245i,-0.0042779-0.006889i,-0.0073308-0.0044396i,-0.0070103-0.0034926i,0.0018899-0.003911i,0.016601-0.0067689i,0.027095-0.0096547i,0.027293-0.009187i,0.01928-0.0072178i
0.10715-0.18433i,0.1281-0.23145i,0.081137-0.20127i,0.044509-0.13445i,0.059367-0.073574i,0.074292-0.03472i,0.062812-0.015008i,0.035407-0.0030629i,0.01096+0.0070128i,0.0030842+0.0097578i,0.0010077+0.0031227i,-0.0064365-0.0014379i,-0.011686+0.0014705i,-0.011945+0.0032187i,-0.01238+0.00079063i,-0.012609-0.0015151i,-0.011087-0.0014147i,-0.0091131+0.00010384i,-0.012418+0.0039119i,-0.020841+0.01166i,-0.026343+0.0184i,-0.023849+0.017587i,-0.016811+0.012126i
0.10369+0.17838i,0.13116+0.21538i,0.11465+0.15782i,0.063831+0.082064i,0.015991+0.039423i,-0.0056507+0.010897i,-0.010222-0.0044266i,-0.01157-0.0020816i,-0.0074261+0.0034885i,-0.0011198+0.0017994i,0.0019934-0.003661i,0.0014447-0.007195i,-0.0015169-0.0064588i,-0.0052113-0.00054422i,-0.0055372+0.006477i,-0.0009419+0.010273i,0.0030446+0.0099141i,0.0036645+0.0069852i,0.0064542+0.0001813i,0.014524-0.011616i,0.02053-0.020844i,0.019699-0.021033i,0.013279-0.015028i
-0.19756+0.0029507i,-0.23637+0.0029417i,-0.16755+0.0068682i,-0.071143-0.0028828i,-0.027695-0.019707i,-0.022887-0.025494i,-0.017834-0.022782i,-0.005942-0.014714i,0.0014038-0.0047245i,0.0012972+0.00084828i,0.00068726+0.0062253i,0.0034279+0.011382i,0.0063504+0.013408i,0.0068523+0.012718i,0.0049937+0.010234i,0.0037938+0.0075508i,0.0043841+0.0040352i,0.0039672+0.0018574i,0.00058066+0.0057706i,-0.0063285+0.016204i,-0.013871+0.025085i,-0.014442+0.024712i,-0.006239+0.017452i
0.083109-0.16519i,0.093671-0.19214i,0.040644-0.13502i,-0.02976-0.053281i,-0.068117-0.00056884i,-0.069144+0.026157i,-0.05105+0.040691i,-0.028797+0.034214i,-0.015874+0.01745i,-0.011865+0.011355i,-0.0092488+0.0085926i,-0.0068137+0.0024442i,-0.0046085-0.0020815i,-0.00092895-0.0038328i,0.0039061-0.0048662i,0.0062539-0.0069627i,0.0056995-0.0083919i,0.0042586-0.0076919i,0.0032164-0.01107i,0.004852-0.021349i,0.0075619-0.028936i,0.0069962-0.026682i,0.0036181-0.01862i
0.10008+0.14547i,0.11372+0.16717i,0.09379+0.10865i,0.07947+0.034838i,0.078708+0.0047969i,0.064866+0.010222i,0.03614+0.010811i,0.012808+0.00020497i,-0.0017374-0.005488i,-0.0047979-0.0028143i,0.0016486-0.0026602i,0.0055769-0.0061258i,0.003858-0.0073092i,-0.00012548-0.0072537i,-0.004836-0.0075099i,-0.0062203-0.007351i,-0.0058447-0.006645i,-0.0048766-0.0049872i,-0.00301+0.0011994i,-0.0038733+0.014281i,-0.0049293+0.025437i,-0.0027525+0.025315i,0.00023602+0.015498i
-0.16435+0.021465i,-0.1866+0.01751i,-0.13394+0.028383i,-0.075558+0.04624i,-0.045612+0.038217i,-0.01767+0.013347i,0.0062762+0.0013142i,0.0070136+0.0008184i,0.00284+0.002338i,0.0045369+0.0042208i,0.0057028+0.0050517i,0.0013766+0.004365i,-0.0047017+0.0030565i,-0.0079316+0.0013294i,-0.0089682-3.2678e-06i,-0.0086626+0.0019403i,-0.0071175+0.005385i,-0.0052375+0.0060816i,-0.0046253-0.00067796i,-0.0054119-0.013222i,-0.0052613-0.022822i,-0.0041663-0.022407i,-0.0035343-0.014228i
0.053635-0.14271i,0.079734-0.16055i,0.063663-0.13758i,0.030745-0.11667i,0.017412-0.093659i,0.0057119-0.06339i,-0.009321-0.035489i,-0.013592-0.014352i,-0.012488-0.002036i,-0.012127+3.3475e-05i,-0.010779-0.0018182i,-0.010073-0.0017672i,-0.009101+0.001177i,-0.0063877+0.0045376i,-0.0049208+0.0058091i,-0.0050074+0.0055018i,-0.0038482+0.0046064i,-0.0018254+0.0030553i,0.00068138+0.0058317i,0.0045315+0.015784i,0.0071365+0.022548i,0.0070225+0.019397i,0.005117+0.011468i
0.089968+0.10424i,0.087263+0.1375i,0.065757+0.11393i,0.045483+0.071729i,0.010821+0.047219i,-0.020428+0.034418i,-0.026262+0.023998i,-0.015326+0.011175i,-0.0080143-0.00046341i,-0.0055112-0.0038819i,-0.0017733-0.0010303i,0.0020031+0.0004065i,0.0018887-0.00043779i,0.0014421-0.001079i,0.0033182+0.00044404i,0.007208+0.0039555i,0.010359+0.0064141i,0.0096203+0.005864i,0.0053865+0.00096205i,-0.0012132-0.0091598i,-0.0076682-0.01711i,-0.0092707-0.014595i,-0.0055488-0.0074059i
-0.12128+0.026586i,-0.15029+0.0033457i,-0.11469-0.0046908i,-0.057185+0.0034425i,-0.016884+0.006483i,0.0015697+0.016998i,0.004776+0.020125i,0.0049958+0.0086017i,0.0044802-0.00021505i,0.0023888+1.4915e-05i,0.0015225+0.0043254i,0.001066+0.0064317i,0.0015319+0.003879i,0.0029572-0.00026654i,0.0018224-0.0040227i,-0.0013867-0.0061716i,-0.0035897-0.0068658i,-0.0040513-0.0064254i,-0.0009303-0.0036147i,0.0061718+0.0035036i,0.01149+0.010363i,0.012145+0.011238i,0.0094127+0.0078084i
0.034816-0.10788i,0.069014-0.12i,0.056309-0.084114i,0.022594-0.037203i,0.017467-0.0083279i,0.020006+0.00020664i,0.013865+0.0037338i,0.0039385+0.004244i,-0.0043046-0.00064593i,-0.0049434-0.0014485i,-0.0017873-0.00033373i,-0.0013694-0.0021619i,-0.003559-0.0032351i,-0.0033631-0.0024774i,-0.00080257-0.0039644i,0.00035238-0.0071584i,0.0010496-0.0076493i,0.0024022-0.0042708i,0.00038159-0.0023783i,-0.0071639-0.0062637i,-0.012541-0.010158i,-0.010118-0.0095831i,-0.0050099-0.0065652i
0.06783+0.075091i,0.066549+0.10755i,0.047654+0.076264i,0.038721+0.019944i,0.032545-0.0047527i,0.017508-0.0095291i,0.00056747-0.012847i,-0.0089652-0.014381i,-0.010532-0.012842i,-0.0081572-0.010229i,-0.0040934-0.0077047i,-0.0033525-0.0060319i,-0.0045516-0.0043664i,-0.0051255-0.0027958i,-0.0074085-0.00077307i,-0.010995+0.0021684i,-0.013551+0.0042095i,-0.014826+0.0034041i,-0.011285+0.0032408i,-0.00079784+0.0060623i,0.0082465+0.0080525i,0.0086865+0.0056913i,0.004526+0.0015302i
-0.086126+0.020626i,-0.11319+0.0069307i,-0.076986+0.0027178i,-0.034605+0.0143i,-0.032451+0.021051i,-0.032201+0.016626i,-0.018594+0.011001i,-0.007686+0.0079129i,-0.0021701+0.0032512i,0.00018826+0.00085874i,-0.00027319+0.0012987i,-0.001746+0.0014338i,-0.0010667+0.0020173i,0.00142+0.0024496i,0.0012676+0.00097482i,-0.0010467+0.00029502i,0.00094095+0.0018898i,0.0058693+0.0016905i,0.0041211-0.00060251i,-0.0036686-0.0011726i,-0.0093678-0.0013589i,-0.0091757-0.001839i,-0.0059885-0.00015301i
0.022907-0.081216i,0.044167-0.096618i,0.034091-0.065704i,0.013506-0.030301i,0.0079566-0.01177i,0.0029569+0.0081853i,-0.0030572+0.01665i,-0.0023792+0.0093733i,-0.0034356+0.0035879i,-0.0065285+0.0028392i,-0.0080021+0.0039029i,-0.0078679+0.0047937i,-0.0070293+0.0043135i,-0.0061085+0.0040626i,-0.0022033+0.0042468i,0.0025177+0.0046383i,0.0026024+0.0049155i,-0.00099314+0.0046921i,-0.0010037+0.0051494i,0.00611+0.0051709i,0.011445+0.0047575i,0.0098479+0.005242i,0.0070646+0.0047794i
0.056635+0.055698i,0.059154+0.075962i,0.038641+0.059775i,0.021736+0.040594i,0.01348+0.031929i,0.00409+0.021541i,0.0022632+0.0096741i,0.0029278-0.001793i,0.002379-0.010534i,0.0016978-0.01178i,0.00070523-0.0081825i,0.00042322-0.0064415i,-0.00056275-0.0057416i,-0.00055053-0.0044182i,0.00075412-0.0028873i,0.0029909-0.002854i,0.0054046-0.0054165i,0.0056077-0.0085394i,0.0024666-0.0091254i,-0.0039501-0.0065777i,-0.0089033-0.0041381i,-0.0067184-0.0022663i,-0.0022825-0.0015295i
-0.065739+0.02226i,-0.078892+0.014304i,-0.058324-0.00058034i,-0.037609-0.0038339i,-0.022836+0.0021475i,-0.011103+0.00086226i,-0.0068774-0.0054402i,-0.0047104-0.0096716i,-0.0024366-0.010367i,-0.0011768-0.0054815i,-0.00016804-0.00086945i,0.00071698+0.00061897i,0.0010602+0.0014973i,0.00074055+0.0014771i,-0.00059052-0.001049i,-0.0039483-0.0060846i,-0.0065587-0.0075225i,-0.0064061-0.0031194i,-0.0031794+0.0011345i,0.0029746+0.0016342i,0.0083316+0.00048437i,0.008678-0.00017224i,0.0056322-0.0016385i
0.013083-0.060923i,0.026479-0.062377i,0.027916-0.040956i,0.016289-0.024154i,-0.00043698-0.011801i,-0.010289-0.00049531i,-0.010358+0.0064403i,-0.0085486+0.0052122i,-0.0078446+0.0013019i,-0.006506-0.00027635i,-0.0049084-0.0028976i,-0.0045483-0.0052972i,-0.0050455-0.0041704i,-0.003041-0.0020474i,-0.00065503+0.00026135i,-0.00086724+0.0019307i,-0.0012042+0.00084116i,-0.00039097-0.0035727i,-0.0029163-0.0049091i,-0.009388-0.00091425i,-0.013472+0.0032744i,-0.012253+0.0044074i,-0.0088229+0.0030393i
0.043277+0.033374i,0.033395+0.045162i,0.01577+0.037805i,0.010316+0.019888i,0.00024611+0.005948i,-0.0069112+0.0059388i,-0.0061823+0.0069256i,-0.0040378+0.0023993i,-0.0020721-0.0020036i,-0.0007409-0.0043168i,-0.0011803-0.0049613i,-0.0038187-0.0045519i,-0.0042388-0.0039616i,-0.0043609-0.0038153i,-0.0063969-0.002425i,-0.0079371+0.0023058i,-0.0075624+0.0073761i,-0.0046805+0.0090167i,-0.00086746+0.0061617i,0.0037802+0.001575i,0.007104-0.00096165i,0.0062201-0.0015532i,0.0027282-0.0010488i
-0.04336+0.018639i,-0.047273+0.0018033i,-0.033336-0.007634i,-0.021695+0.0010763i,-0.014932+0.0017246i,-0.0097217-0.0027803i,-0.0018482-0.0043851i,0.0059531-0.00574i,0.0077928-0.0057627i,0.0056882-0.0042104i,0.0029089-0.0033858i,0.0016856-0.0015498i,0.0027311-0.00053308i,0.0041282-0.0015858i,0.006263-0.0021697i,0.0093126-0.0019467i,0.0094225-0.003122i,0.0051811-0.0052196i,0.00024049-0.0041544i,-0.0034587+0.00078405i,-0.0062577+0.0064799i,-0.0053247+0.0092648i,-0.0017455+0.0082926i
-0.0001912-0.039122i,0.019627-0.036975i,0.018612-0.023131i,0.001755-0.013716i,-0.00052332-0.0072124i,-0.001825-0.0030947i,-0.0047104-0.0021322i,-0.0021355-0.0054846i,-0.00098997-0.006045i,-0.0026328-0.0018335i,-0.0025012+0.00076809i,-0.0015542+0.001454i,-0.002585+0.0023203i,-0.004244+0.003709i,-0.0052933+0.0046812i,-0.0035251+0.0041891i,-0.00014118+0.0039817i,0.0027615+0.0045154i,0.0049388+0.0022516i,0.0054988-0.004703i,0.0055346-0.010134i,0.0035875-0.0092975i,0.00056362-0.0066938i
0.026359+0.016489i,0.018142+0.034093i,0.010485+0.026557i,0.010686+0.0068866i,0.0038794+0.0042039i,-0.0025647+0.0043306i,-0.0045833+0.00068861i,-0.0047343-0.0043675i,-0.0035086-0.0082038i,-0.0021646-0.0084864i,0.001229-0.0088594i,0.0032703-0.010538i,0.0023143-0.011007i,0.0022952-0.011014i,0.0015835-0.0108i,-0.0014086-0.011155i,-0.0042896-0.011031i,-0.0066845-0.0090352i,-0.0076729-0.0047109i,-0.0076189+0.0017785i,-0.007351+0.0060591i,-0.0039715+0.0052199i,0.00059896+0.0024435i
-0.024037+0.011631i,-0.036207-0.0010214i,-0.02424-0.0057831i,-0.0062996-0.0018311i,-0.0018614-0.0017881i,0.00010566+0.00090649i,0.00099271+0.003597i,0.002387+0.00092703i,0.0033396-0.0015796i,0.0042417-0.00057421i,0.0055478+0.00038126i,0.0046052-0.00035901i,0.004101+0.00087654i,0.0055892+0.0038356i,0.0047882+0.0047535i,0.0019038+0.0042713i,0.0010881+0.0033543i,0.0031344+0.00055377i,0.003593-0.0036407i,0.00080743-0.0067544i,-0.0015719-0.0078622i,-0.0033971-0.0059589i,-0.0042625-0.0033901i
0.004695-0.019636i,0.018264-0.026519i,0.01867-0.017424i,0.011761-0.01068i,0.0088706-0.015596i,0.0048519-0.011694i,0.0032739-0.0021131i,0.0022906+0.0014331i,-9.419e-06+0.00029792i,-0.0014421-0.0018844i,-0.0030274-0.0027535i,-0.0054967-0.0024225i,-0.0071861-0.0010874i,-0.0083511-0.00069603i,-0.0084743-0.00091289i,-0.0070855+0.0015575i,-0.0064814+0.0043983i,-0.0066827+0.005271i,-0.006092+0.0060603i,-0.0038835+0.008351i,-0.0013515+0.0099745i,-0.00024157+0.0078142i,0.00074774+0.0042535i
0.013441+0.0095196i,0.016088+0.02158i,0.0063244+0.016737i,-0.001432+0.0073619i,0.00010905+0.0060442i,0.000647+0.0044211i,-0.00056022+0.0010669i,0.00010232-0.0019187i,0.00028688-0.0039316i,-2.5401e-05-0.0035265i,0.0011632-0.0014871i,0.0036022+0.0003538i,0.0056925-0.00023224i,0.0052292-0.0030779i,0.0034724-0.0050404i,0.0037241-0.0050342i,0.0052148-0.003781i,0.0038773-0.0032598i,0.0007019-0.0042802i,-0.0012403-0.006718i,-0.0017156-0.0082964i,-0.0017544-0.006105i,-0.001298-0.0031477i
-0.014223+0.0072652i,-0.023105+0.003765i,-0.015291-0.0029382i,-0.0049589-0.0034714i,-0.0020176+0.0037404i,-0.0042709+0.0048814i,-0.0027946+0.0017373i,0.0035822-0.001604i,0.0057358-0.0030707i,0.0038806-0.0003457i,0.0035207+0.0021107i,0.0037071+0.0025772i,0.002904+0.0037096i,0.0028419+0.0056239i,0.0029349+0.0059177i,0.0037798+0.0039469i,0.0049008+0.0013515i,0.0047258+0.00060168i,0.0047116+0.0022203i,0.0048523+0.0028014i,0.004588+0.0020045i,0.0046446+0.0018322i,0.0045011+0.001896i
0.0050583-0.015451i,0.0092583-0.01729i,0.013073-0.008076i,0.012979+4.5474e-05i,0.0070758+0.0053013i,0.0025029+0.010899i,0.0012243+0.010301i,0.0017384+0.0037758i,0.0005091-0.0012504i,-0.001066-0.0012124i,0.0015447+0.00028815i,0.0031524-0.00061672i,-8.0537e-05-0.0020226i,-0.0026677-0.0013917i,-0.0046589-0.00083169i,-0.0069968-0.001845i,-0.0058762-0.0038103i,-0.0050501-0.0045866i,-0.005823-0.0043997i,-0.006168-0.0048411i,-0.0062251-0.0053328i,-0.0057335-0.0047324i,-0.0050764-0.0026357i
