-0.0043827+0.00092128i,-0.0035805+0.00065346i,-0.0035127+0.001154i,-0.0024019+0.0020508i,-0.00089425+0.0028724i,0.00017019+0.0027246i,-0.00031594+0.0024156i,-0.0012258+0.0023925i,-0.0009772+0.0022798i,-0.00010623+0.0015609i,0.00076983-1.6263e-05i,0.0010028-0.0011027i,0.0004152-0.0010343i,-0.00017315-0.00092852i,-0.00056224-0.0004037i,-0.00095733+0.00060123i,-0.001364+0.00070555i,-0.00097688+0.00010247i,0.00011075+6.6713e-05i,0.00065064+0.00019652i,0.00029612-0.00014513i,-0.0002772-0.00026261i,-0.0001747+0.00011877i
-0.000196+0.0011631i,0.00015473+0.00047772i,0.00084552-5.2532e-06i,0.00079376-0.00068435i,0.00023866-0.00072733i,-0.00085559-0.00059777i,-0.0010041-0.0010147i,-0.0010301-0.00091232i,-0.0010916-0.00017243i,-0.00049613-1.3048e-05i,-0.00035987-0.00013489i,-0.00030676-8.9046e-05i,0.00048452-0.00027057i,0.00083818-0.00011162i,0.00014808+0.00064684i,-0.00038014+0.00092758i,-0.00048283+0.00055676i,-0.00068953+0.00010825i,-0.00059371-0.00010326i,-0.00024482-0.00033932i,-0.00032957-0.00014155i,-0.00027724-0.00037793i,-1.8792e-05-0.00095854i
4.6921e-05-0.00083659i,0.0005025-0.0016449i,0.00094764-0.002559i,0.00055131-0.0024843i,-0.00053332-0.0011347i,-0.00088495-0.00045126i,-0.0007024-0.00070132i,-0.00039891-0.00089735i,-0.00035523-0.0011574i,-0.00062014-0.00076365i,-0.00034091-0.00023576i,-7.2104e-05-0.00054546i,-0.00012369-0.00049568i,-0.00043084-0.00029331i,0.00033578+0.00015846i,0.00089972+0.00048628i,-0.00055412+0.00071829i,-0.0010446+0.001297i,-3.6766e-05+0.0010014i,7.7562e-05+0.00021874i,-0.00030808-0.00017864i,-7.2091e-05+7.3108e-05i,-0.00026834+0.00042117i
-9.7859e-05-0.00095792i,-0.0002171-0.0013871i,0.00052192-0.0014319i,0.00095891-0.00059391i,0.00020306-0.00010176i,2.2645e-05-0.00054243i,-0.00023011-0.00056858i,-0.00070477-0.00056929i,-0.00047286+0.00046949i,-0.00025315+0.00067736i,-0.00037912-0.00042678i,-0.00026939+0.0001991i,-0.00014463+0.0011487i,-0.00027929+0.00077629i,-0.00054792+0.0005843i,-0.00016954+0.0008984i,1.4386e-05+0.00084859i,-1.3688e-05+0.00079227i,-0.00017836+0.00036186i,0.00014863-0.00045847i,0.00089211-0.00032806i,3.2355e-05-0.00048866i,-0.0004563-0.00096673i
0.00081906-0.00059745i,0.0019304-0.00019845i,0.00080681+0.00045116i,-0.00057676+0.00086745i,-0.0014428+0.00069693i,-0.0010965+0.00063749i,0.00032963+0.00025153i,0.00046844-3.8733e-05i,-0.00052587+5.1092e-05i,-0.0014505-0.00015256i,-0.0012219-9.5965e-05i,-0.00062497+0.00056798i,-0.00041554+0.00091195i,0.00034881+0.00087049i,0.00072426+0.00044348i,-0.00011325-0.00052721i,-0.0007668-9.4275e-05i,-0.0001792+0.0004729i,0.0001255-8.2567e-05i,-0.00041513-0.00031387i,-0.00017106+0.00019565i,0.00036404+0.00047459i,0.00040649+0.00024529i
3.4787e-05-0.0016521i,-0.00049171-0.0020594i,-0.00041931-0.0023682i,-0.0014037-0.0018868i,-0.0019774-0.00015533i,-0.001037+0.00033344i,-0.00029743-0.00065166i,-0.00037934-0.00088707i,1.421e-05-0.00050195i,0.00023312-0.00024938i,-9.2881e-05+0.00012113i,-2.1853e-05+0.00062257i,0.0005693+0.00069513i,0.0010114+0.00031051i,0.00091759-0.00022037i,0.00044581-0.00056283i,0.00031489-0.0006885i,0.00031328-0.00077062i,-0.00027612-0.0004651i,-0.00076107+0.0002733i,0.00031591+0.00038234i,0.00099918+0.00030358i,-0.00016796+0.00037387i
0.0012965-0.00032391i,0.00035748-0.00103i,-9.6611e-06-0.00085238i,0.00018233-0.00015245i,-0.00020635+0.00017918i,-0.00021897+0.00043389i,0.00048284+0.0003435i,0.00020175-0.00034378i,-0.00034728-0.00091842i,-0.00042683-0.0011165i,-0.00084895-0.00047121i,-0.00021779+0.00054569i,0.00046721+0.00025268i,0.00082254-0.0002403i,0.00093758-0.00060923i,0.00015589-0.0010048i,0.00012932-0.00041399i,0.0007656+0.00047503i,0.00031963+0.00050932i,-0.0003059+0.00055589i,0.00018448+0.0010524i,0.00082217+0.00046315i,0.00075103+0.00027827i
-0.00053338+0.0010961i,-0.00038962+0.00043777i,-0.00046099+0.00028761i,-0.00050848-0.00017912i,-0.00011699-9.8805e-05i,-0.00019709+0.00033114i,-6.3756e-05-3.8802e-05i,0.00030182-0.00021006i,0.00035928-0.00040527i,-0.00026103-0.00056589i,-0.00081538-0.00095141i,-0.0011395-0.00071756i,-0.00095215-0.00039968i,-0.00086733+0.00020965i,-0.00082304+0.00055336i,-0.00079253+0.00036128i,-0.00061144+0.00060506i,0.00059095+0.00031641i,0.0012664-6.7417e-05i,0.0011304-0.00032824i,0.0004667-7.5063e-05i,-0.00047708-0.0001537i,-0.00051447-0.00086305i
-0.00026788-0.002034i,-0.00061903-0.0014507i,-0.0006118-0.0010332i,-0.0018124-0.00067411i,-0.0025656-0.00015898i,-0.001511+6.1648e-05i,-0.00037307-0.00048129i,-0.00053292-0.00068998i,-0.0010488-0.00067391i,-0.0007554-0.00036375i,-0.00024381+8.8366e-06i,3.8983e-05+0.00026433i,9.4361e-05+0.00047526i,0.00028986+0.00054938i,0.00040321+0.0002265i,0.00020165-0.00033145i,7.6082e-05+0.00036478i,1.4431e-05+0.0006723i,-0.00063112+8.3519e-06i,-0.001256-0.00094456i,-0.0003334-0.0014928i,0.00029868-0.0012578i,0.00067449-0.0003387i
-0.00022316-0.0013467i,-0.00027487-0.0010156i,-0.00038176-0.0017403i,-0.00049505-0.0013644i,-6.3646e-05-0.00033274i,0.00046861+5.5561e-05i,0.00056408+0.00036554i,-0.00020228+0.00024046i,-0.0009318-0.00039949i,-0.0012428-0.00087961i,-0.0006891-0.00089456i,1.6145e-05-0.00044844i,0.00013313-0.00014982i,1.3691e-05-0.00045667i,9.1131e-05-0.0006979i,0.00011701-0.00061072i,2.4834e-05-0.00027944i,-0.00013897-0.00039571i,-0.00073822-0.00091048i,-0.0008377-0.00032768i,-0.00042358+3.2931e-05i,0.00031396-0.0006174i,0.0007588-0.0010274i
0.0016263-0.00093526i,0.0014822-0.0019361i,0.00084287-0.0020759i,1.3255e-05-0.0018814i,-0.00084954-0.00032182i,-0.0012624+0.00082749i,-0.00079916+0.00023518i,-0.0001968-9.7453e-05i,-0.00024037+0.00031467i,-5.2376e-05+0.00038343i,-0.0002394+4.7929e-05i,-0.0002023-0.00051891i,-9.6148e-05-0.00092737i,-0.00015536-0.001133i,0.00030585-0.0011037i,8.8184e-05-0.00020465i,-5.9783e-05-8.4674e-05i,0.00016313-0.00051402i,0.00022382-0.00098718i,-0.00019826-0.00058041i,-0.00041131-9.6302e-05i,0.00043428+0.00010732i,0.0013549+0.00065176i
-0.00053695-0.0010872i,-0.00036202-0.00087465i,0.00027657-0.0005231i,-0.00014787-0.00040613i,-0.0012454-0.00036447i,-0.0010196+0.00016111i,0.00016384-0.00026704i,-4.2946e-05-0.0010106i,0.00015103-0.0011585i,0.00065279-0.00073731i,-0.000439+0.00028814i,-0.00093311+0.000992i,-0.00043613+0.00088674i,-0.00038541+0.00019637i,0.00015292+0.00041584i,-2.1372e-07+0.0013039i,-0.00066416+0.0015086i,-6.3201e-05+0.0010128i,-0.00017821+0.00090574i,3.1198e-05+0.00084115i,5.7689e-05+0.00033834i,-0.00061751+4.5852e-06i,0.00021295+0.00011759i
0.00026983-0.00039538i,-9.0646e-05-0.0016211i,-0.00055955-0.0020437i,-0.0012263-0.0012381i,-0.0020268+0.00036915i,-0.00114+0.00092998i,9.8056e-05+0.00011057i,-3.0519e-05-0.0006167i,-0.00010408-0.00084619i,-5.2057e-05-0.00048981i,-0.0001734+0.00082266i,-0.00016104+0.0014678i,0.00053976-8.7423e-05i,0.0013983-0.0010807i,0.00056257-0.00023561i,-0.00059915+0.00020103i,-0.00033606-0.00017708i,0.00013668-4.8178e-05i,-4.8947e-05+0.0004567i,0.00018045+0.00036573i,5.7212e-05+0.00029228i,-0.00040613-0.00013407i,0.0002431-0.00092324i
0.0015016-0.0015426i,0.0014264-0.00082548i,0.00082173-0.00038099i,-0.00055434-0.00048579i,-0.0012709-0.00053101i,-0.00042942-0.00044903i,0.0009072-0.00077642i,0.001262-0.0010985i,0.00035734-0.00085022i,-0.00011883-0.0005292i,-0.00069757-0.00034851i,-0.00069741-0.00022106i,0.00022482+0.00020601i,0.00032162+0.00027286i,-0.0001022-0.0001612i,-0.00027291-4.9592e-05i,-0.00014668+0.0003973i,-0.00018477-0.00014709i,0.00027473-0.00088684i,0.00037919-0.00035853i,-0.00050501-0.00012873i,-0.00063317-0.00079926i,-0.00020152-0.00052133i
-0.0013791-0.00076972i,-0.00089771-0.00045358i,-0.0013322-0.00067517i,-0.00087283-0.000756i,0.00010379-2.9069e-05i,0.00083801-0.00041752i,-0.00020311-0.00037439i,-0.00048151-9.3574e-05i,-7.1484e-05-0.0003155i,-1.7916e-05-0.00044658i,9.93e-05-0.00082695i,0.00020396-0.00041911i,0.00055766-0.00037813i,0.00069571-0.00064837i,0.0007746-0.00017464i,0.00092189+0.00058223i,0.00085872+0.00078073i,0.00076482+0.00045929i,0.001215-0.000703i,0.0018516-0.0013047i,0.001091-0.00078274i,-0.00014536+0.00035589i,-0.00022994+0.00083159i
-0.00077381-0.00057118i,-0.00058631-0.00033321i,-0.00060619+0.00024751i,-0.0005423+0.00017085i,-0.00043996+0.00042395i,6.4244e-05+0.001283i,0.00049613+0.00046489i,-0.00020793-8.8984e-06i,-0.00045001+0.0001348i,-4.7942e-05+0.00036905i,1.7369e-05+0.00095785i,-0.00015419+0.0010903i,-0.00043936+0.00071923i,-5.8371e-05-0.00016487i,-9.3496e-05-0.0002177i,-2.5499e-05+0.00017487i,0.0004195-4.0648e-05i,0.00048329+4.9352e-05i,0.00034561+0.00025839i,0.00089068+0.00053813i,0.0010727+0.00017329i,0.00082202-0.00024082i,-6.4081e-05-7.7013e-06i
0.00052289+0.0007708i,0.0018175+0.00083048i,0.0015458+0.00053406i,0.00092759-0.00087615i,0.00098418-0.001097i,0.00037008-0.00027146i,-0.00027535-0.00052807i,7.7051e-05-0.00066281i,0.00036101-7.7265e-05i,0.00048773+7.929e-05i,0.00041006-7.6325e-05i,-0.00040653+0.00058941i,-0.00065329+0.0006307i,3.9921e-05-0.00040878i,0.00046543-0.00032354i,-0.00047075+0.0005894i,-0.00050929+0.0012668i,-0.00023102+0.00087176i,-0.00074222-0.0001129i,-0.00086825-0.00069932i,-0.00068089-0.00072127i,-0.00018181-6.5082e-05i,-0.00018433+0.00045068i
-0.0015638+0.00022787i,0.00049039-0.00078101i,0.00052673-0.0010435i,0.00038725+2.3242e-05i,0.00089672+0.00064411i,0.00074729+0.00015277i,0.00046303-0.0007577i,-0.00047136-0.0007467i,-0.00075918-0.00082655i,-0.00061545-0.0012052i,-0.0005569-0.0012922i,0.0006071-0.00077543i,0.00069977-5.8617e-05i,-0.0011532-0.00017291i,-0.0017921-4.5674e-05i,-0.00029021+0.0007415i,0.00062289+0.0015053i,0.00038805+0.00062691i,-0.00013196-0.00062322i,-0.00095677-0.00049291i,-0.00071743-0.0001124i,0.00059173+0.00041452i,0.00062786-0.00017595i
-0.00022016+0.0002157i,0.00096694+0.00028571i,0.00159+0.0002671i,0.00086756+0.001038i,0.00031739+0.0021433i,0.00069755+0.0015034i,0.00059337+0.00035468i,0.00010507-0.00030208i,-0.00027926+0.00026733i,-0.00067757+0.00098572i,8.6286e-05+0.00082691i,0.00039396+0.00036214i,-0.00043751-0.00029544i,-0.00085004-0.00051149i,-0.00032685-8.1811e-05i,-0.00018598+0.00024971i,-0.00064945-0.00020363i,-0.00062074-0.00028443i,-3.3945e-05-9.2042e-05i,0.00059353+0.00022803i,0.00038079+0.0003966i,8.6436e-05+0.00024115i,0.00018363+0.00053138i
-0.00058334+0.00062393i,-0.00032772+0.00037362i,-7.9636e-05+3.14e-06i,-0.00035602-0.00023421i,-0.00071247-0.00053084i,-0.00049338-0.0013552i,0.00027392-0.00066196i,0.00043026+0.00018214i,0.00035801-0.0001205i,0.00074349+5.5068e-05i,0.00028321-0.00013287i,-0.00028746-0.00043344i,-0.00014245-0.00028121i,-0.00058921+0.00014791i,-0.0007321+0.00084035i,-9.6057e-05+0.001041i,0.00018736+0.001538i,0.00035483+0.001534i,0.00090666+0.0008605i,0.0010941+0.00092464i,0.0010355+0.00075307i,0.00034211+0.00044658i,-0.00042856+0.00045231i
0.00025325-0.0019439i,0.00011784-0.0023615i,-0.00018855-0.0021793i,-0.00093656-0.001027i,-0.0012364+0.00067762i,-0.00082605+0.00099263i,-0.00016688+0.00016368i,4.3835e-06-9.5182e-05i,7.0825e-06+6.7513e-05i,0.0001656-1.0669e-05i,0.00045319-0.00033286i,0.00019233+0.00020335i,-0.00023436+0.00073134i,-7.9046e-05+0.00091781i,-0.00037151+0.00081028i,-0.00056553+0.0010583i,-0.00034506+0.0019718i,-0.00031271+0.0017636i,-0.00023652+0.00036774i,9.4078e-05-0.00030524i,0.00063381-0.00041798i,0.0010083-0.00046062i,0.00029334-1.8643e-05i
-0.00049438-0.001361i,-0.00063667-0.00019793i,-0.0017412+0.0012315i,-0.001566+0.0018042i,-0.0009002+0.002393i,6.4196e-05+0.0026284i,0.00011996+0.0014271i,-0.00077695+0.00031188i,-0.0012637+0.00037209i,-0.0008008-0.00016077i,0.00024509-8.3395e-06i,0.00068737+0.00082783i,0.00072348-8.3657e-05i,0.00089392-0.0012898i,0.00083549-0.0009519i,0.00054277-0.00057602i,0.00024421-0.00022966i,-0.00046823-2.7293e-05i,-0.00062813+0.0002989i,-0.00057769+0.00044525i,-0.00077887-0.00033509i,-0.00036241-0.00052555i,0.00025587-0.00014672i
0.0008041+0.000199i,0.00082229+0.00040615i,0.00064268+0.00026291i,0.00029393-0.00041285i,-0.00043631-0.00028074i,0.00024297-0.00010181i,0.0012643-0.00048198i,0.00082322-0.001018i,0.00021631-0.0010487i,0.00019865-0.0011402i,0.00072487-0.0009239i,-2.6064e-06-0.00034997i,-0.00015877-0.00063396i,0.00047194-0.00020757i,2.507e-05+0.00057548i,-0.00012694+0.00044789i,-0.00010811-0.0003339i,-5.626e-05-0.00025708i,-0.00023582+6.7757e-05i,8.068e-05-0.00059555i,0.00036364-0.00074579i,-9.0138e-05-0.000312i,-3.5299e-05-0.00045304i
-0.00069476+0.00098682i,0.00016562+0.0018271i,0.00072831+0.0021383i,0.00029518+0.0017891i,-0.00045591+0.0022807i,-6.7761e-05+0.0014688i,0.00091103-0.00060828i,0.00075429-0.0012157i,-0.00033348-0.00052807i,-0.00049417-2.1966e-05i,0.00015341-0.00027668i,0.00064243-0.00067749i,0.00090196-0.00058696i,-0.00039044-9.7962e-05i,-0.0018917+0.00071939i,-0.0013026+0.0018219i,-6.7728e-05+0.0018308i,0.00049917+0.00098135i,-0.00013523+0.00078589i,-0.00072951+0.00047271i,-0.00063137+0.00034397i,-0.00053068+0.00030622i,-0.00039471+0.00067766i
0.00061621-0.00040325i,-0.00061457-0.0017623i,-0.00076659-0.0022502i,-0.00069612-0.0011215i,-0.00143-0.00033765i,-0.0018434+1.3111e-05i,-0.0014803-0.00065533i,-0.00089329-0.0010838i,-0.00012794-0.00072759i,0.00015394-0.0001271i,-0.00043469-0.00067761i,-0.00081391-0.0011169i,-0.00029244-0.00084281i,7.2521e-05-0.00042746i,-0.00015791-0.00028615i,-0.00014292-0.00095341i,-0.00023466-0.00094163i,-0.00063617-0.00041771i,-6.385e-05+0.00043404i,0.00091038+0.00078992i,0.00064479+0.00086059i,-0.00071556+0.00083907i,-0.0014024+0.00022393i
9.6528e-05+0.0004446i,-0.00040993-0.00060972i,-0.00014442-0.0021881i,0.00010562-0.0021011i,-0.00076923-0.00067455i,-0.0012712+0.00089232i,-0.001211+0.00075502i,-0.00082501-0.00054845i,-0.00025295-0.0012186i,-2.7651e-05-0.00077978i,3.6774e-05-0.00045816i,0.00023641-0.00037049i,0.00017953-1.3024e-05i,0.00052917+0.00010081i,0.0010086+9.1619e-05i,0.00058873+6.141e-05i,7.8718e-05-9.9964e-05i,0.00022794-7.1075e-05i,0.00022476-0.00027822i,-0.00065142-0.00045716i,-0.0010473-0.00076091i,-0.00096259-0.00024517i,-0.00050477+1.6781e-05i
0.00039897+0.00025989i,0.00011657+0.00059068i,0.00010566+0.00070197i,-0.0010323+0.0012144i,-0.0014466+0.0017327i,-0.0011061+0.0011147i,-0.00087284-4.5585e-05i,-0.00030897-0.00013014i,-0.0003312+0.00022404i,-0.00084808-0.00032876i,-0.0004852-0.00056819i,8.9119e-05+0.00011803i,-6.407e-05+0.00029645i,-0.00014454-0.00025719i,-0.00048584-0.0001165i,-0.0010806+0.00029222i,-0.00040317+0.00011364i,0.00053641+0.00046143i,0.0011956+0.00079689i,0.00058792+0.0006426i,-0.00034018+0.00033412i,-0.00013533-0.0004457i,-7.9629e-05-0.00050548i
0.0013859-0.00014198i,-0.00010651-0.0011375i,-0.0026683-0.0026642i,-0.0023868-0.0024039i,-0.0012029-0.0011893i,-0.00082303+0.00016876i,-0.00015431+0.00025566i,-0.0004883-0.00058848i,-0.00092802-0.001552i,-0.00037985-0.0014208i,7.8652e-05-4.4917e-05i,-0.00027062+0.00067968i,-0.00036611+0.00090477i,0.00040243+0.00026965i,0.00085707-0.00082454i,0.00068021-0.00072437i,0.0010694+0.00019209i,0.0010991+0.00082472i,-0.00023745+0.0007022i,-0.00096382+0.00043531i,-0.00062364+0.00064198i,0.00010195+0.00067737i,0.00034454+0.00039887i
0.00029065-0.00054118i,0.00022044+0.00011082i,0.00027021+0.00067234i,0.00039289-0.00018279i,-2.3658e-05-0.00032234i,-0.00065763-7.7301e-05i,-0.00071677+0.0001902i,-0.00084832+9.9695e-05i,-0.0005992+0.00019598i,-0.0004479+0.0006374i,-0.00024159+0.00075178i,0.00013555+0.0013571i,-0.00032839+0.0011382i,-0.0012909+0.00048086i,-0.0012539+0.00061832i,-0.00016575+8.0183e-05i,0.00039545-0.0006905i,0.00031029-0.00051468i,0.00029387-0.00028622i,0.0001128-0.00027789i,7.2325e-05-0.0004883i,0.00035322-0.00013248i,0.00013467+0.00064689i
-0.00068827-0.0028077i,-0.00049761-0.0024497i,-0.00070552-0.00209i,-0.002127-0.00042235i,-0.0025037+0.00061862i,-0.0012716+0.0013956i,-0.00045667+0.0016211i,-0.00016772+0.00012829i,-2.2141e-05-0.00084783i,0.00031772-0.00063665i,0.00068132+9.7776e-05i,0.00041465+0.00020824i,-0.00029703-0.00020965i,-9.9951e-05-0.00034014i,0.00080344-0.00017559i,0.00072654+1.4176e-05i,-0.00080675+0.00075737i,-0.0014598+0.00094467i,8.3467e-05-0.0002617i,0.0010861-0.00071582i,0.0012604-0.00035893i,0.001246-0.00016622i,0.00097198-0.00016297i
-0.00020698-0.0014673i,-0.00052269-0.0011412i,-0.00052961-0.00084235i,-0.00032286-0.00081452i,-0.00029011-0.00026733i,-0.00089147+0.00059848i,-0.0006871+0.00024019i,-5.8279e-05-0.00050845i,0.00022336-0.00062605i,-3.7128e-05-0.00037036i,-0.00056419+0.00048985i,-0.00050056+0.001154i,0.00010816+0.001207i,-0.0003385+0.0014866i,-0.00054373+0.00041104i,0.00019545-0.00035598i,0.00033773+8.515e-05i,0.00047946+0.00036565i,0.0010333+0.0008425i,0.00087642+0.00094391i,0.00035433+0.00021198i,-8.8253e-05-3.8915e-06i,-0.00048777+0.00062153i
-0.0017954-0.00085355i,-0.0018582-0.0012606i,-0.0020085-0.001433i,-0.0020988-0.00056876i,-0.0015182+3.6028e-05i,-0.0011076-0.00019247i,-0.00045601-0.00057699i,-0.00012232-0.000736i,-0.00032278-0.00074737i,5.3295e-05-0.00032556i,0.00056994+0.0004799i,0.00053322+0.00051538i,0.00040834+0.00034074i,0.00058925+1.2017e-05i,6.6138e-05+0.00033604i,-0.00078764+0.0011189i,-0.00078988+0.00069808i,-0.00055453+5.7228e-06i,0.00020024-5.1875e-05i,-0.00016341+0.00015116i,-0.0010203-0.00020885i,-0.00073231-0.0006194i,-2.2904e-05-0.0001506i
0.0014896-0.0010769i,0.001159-0.0020907i,0.001237-0.0031514i,0.00050701-0.0024597i,-0.00031159-0.0013415i,-0.00041266+0.00010694i,-0.00085677+0.00065724i,-0.0011124-0.00022384i,-0.00043715-0.00055272i,-0.00023029-0.00021984i,-0.00013358-0.000274i,0.00029205-2.8397e-05i,0.00047309+0.00034275i,0.00041857+0.00080825i,8.1865e-06+0.0004639i,-0.000346+0.00035475i,-0.000379+0.00061533i,2.8519e-05+0.00042498i,0.00075956-0.00011831i,0.00078247-0.00052684i,0.0010246-0.00026793i,0.0012217-0.00021015i,0.00064706-0.00070495i
0.0030057-0.0012182i,0.0024921-0.0015699i,0.0022757-0.0025065i,0.00093782-0.0029164i,-0.00096381-0.0016683i,-0.0019737+2.5373e-05i,-0.001242+0.00018102i,0.00016407+0.00023497i,0.00026038+8.1358e-05i,-0.00031734-0.00056837i,-0.00053686-0.00034473i,-0.00031677+0.0004424i,0.00014021+0.00071341i,0.00047757+0.001146i,0.000696+0.00084976i,0.0013076+0.00010588i,0.00093497+0.00039744i,0.00014801+0.00078227i,0.00042742+0.00055325i,0.00087437-1.1283e-05i,0.00096364-0.00042385i,-1.351e-05-0.00074956i,-0.00040194-0.00083695i
0.0011701+0.00021872i,0.00052814-0.00015496i,5.8266e-05-0.00039217i,6.0146e-05-0.00016157i,-0.0005058+0.00026595i,-0.00097216+0.00014303i,-0.00051854+0.00034746i,-0.00078159+0.00014171i,-0.0014754-0.00037528i,-0.0013525-0.0002256i,-0.0010112-0.00017343i,-0.00030856+0.00031875i,0.00023708+0.0012221i,0.00077306+0.0013045i,0.0007876+0.00023676i,-0.00032752-0.00054847i,-0.00033457-4.8297e-05i,0.00094372+0.00065028i,0.0011703+0.00061961i,0.00061681+0.00072922i,0.00076114+0.00092886i,0.00065038+0.00049384i,-2.0808e-05+0.00041424i
-8.0429e-06-0.0015524i,-0.00076793-0.0015773i,-0.0013433-0.0018706i,-0.0015754-0.00088304i,-0.0021741+0.00040826i,-0.001404+0.00042353i,-0.00032142+7.8802e-05i,0.00054963-3.7304e-05i,0.00053682-0.00015378i,7.8859e-05-1.5489e-05i,0.00030667-3.3663e-05i,0.00037659-4.5374e-05i,0.00035009+0.00023238i,5.4052e-05+0.00014746i,-0.00025555+0.00018528i,-0.00038502+0.00069924i,-0.00063603+0.00025718i,0.0001403-0.00011637i,0.0011704-0.00030189i,0.00084546-0.0005375i,7.5977e-05-9.1633e-05i,-0.00044161+0.00035703i,-0.00033555+0.00057751i
0.0013612+0.00029355i,0.0018543+0.00050945i,0.0013362-0.00025671i,0.00082283+3.081e-05i,0.00020114+0.00078842i,0.00011919+0.00055784i,4.1544e-05+0.0002524i,-0.00021914-0.00036682i,-0.00012252-0.00069556i,-0.00010228-0.00020182i,-0.0001929+0.00036494i,-0.00058277+0.0011391i,-0.00066709+0.0011056i,4.4491e-05+0.00094508i,0.0002536+0.00098935i,0.00024394-0.0002205i,0.00012788-0.00078311i,-0.00022274-0.00021263i,-0.00041202+0.00036175i,-0.00042614+0.00058336i,1.6679e-05+0.00047379i,0.0003735+0.0002895i,0.00074021+0.00023816i
-0.0018935-0.00029652i,-0.00098971-0.00027449i,-0.00089063+0.00017286i,-0.00079728+0.00093723i,-0.00021792+0.0016641i,-0.00026779+0.0013369i,-0.00026407-8.8982e-05i,0.00027847-0.00098203i,0.00040822-0.0012258i,1.0408e-05-0.0011937i,-0.00056194-0.00034951i,-0.00049267+0.00043042i,-0.00031295+0.00013842i,-0.00045713+8.2296e-05i,-0.00044093+0.00054797i,-0.00017947+0.00080784i,0.00010509+0.0010701i,0.0004295+0.00029302i,0.00086447-0.0005125i,0.00063618-0.00073593i,2.8273e-05-0.00036219i,6.0588e-05+0.00033079i,-4.9386e-05+0.00034068i
0.00066091+0.0007491i,0.00064001+0.00012401i,-0.00026274-0.00020631i,-0.00034078+0.00035403i,-0.00051728+0.0015792i,-0.00076004+0.0012452i,-1.7756e-05-0.00025878i,8.8191e-05-0.00064792i,-5.6072e-05-0.00020951i,-0.00021706+5.693e-05i,-6.9827e-05-0.00025382i,3.7157e-05-0.00070973i,0.00029969-0.001082i,-8.929e-06-0.00070698i,-0.00019673-0.00057476i,-0.00017601-0.00032134i,-0.00064753-0.00041687i,-0.00014266-0.00063062i,0.00052209-0.0001842i,0.00010411+0.00051623i,-0.00055995-0.00011127i,-0.0005488-0.00083818i,-3.4266e-05-5.1951e-05i
0.00018609-0.00079129i,-7.9402e-05-0.00044134i,-0.0006316-0.00032643i,-0.0016343+0.00030707i,-0.0024103+0.00094657i,-0.0016153+0.0010587i,-0.00013462-0.00029797i,8.7198e-05-0.001499i,-0.00041432-0.0018036i,-0.00012817-0.0018401i,0.00011162-0.00099752i,0.00011415+0.00057223i,9.9057e-05+0.00078159i,-0.00022029+0.00029457i,-0.0003357-2.3386e-05i,-0.0001364+0.00010139i,-0.00023262-4.7388e-05i,-0.00047886-3.1881e-05i,-0.00039517-0.00015509i,0.00018015-0.00075905i,2.2979e-05-0.00087031i,-0.00012525-0.00058571i,0.00025198+2.763e-05i
-0.00092666+0.00071713i,0.00029476-7.3725e-05i,0.00096224-0.0008191i,0.0016643-0.00040575i,0.0014525-0.00019793i,0.00086705-0.00014282i,0.00079537+9.6812e-06i,0.0005509-8.2434e-05i,0.00070719-0.00010024i,0.0013043-0.00016099i,0.00112-0.00030758i,-0.00050481-0.00057789i,-0.0017203-0.0004064i,-0.0016145+0.00018226i,-0.00066087+0.00057712i,-3.2685e-05+0.00062813i,0.00024211+0.00073736i,-5.7879e-05+0.0005308i,-0.00015402-7.8317e-05i,-0.00016486+5.2672e-05i,7.205e-06+0.0004175i,2.4442e-06+6.8486e-05i,0.00010235-0.00066527i
-0.00056337+0.00061938i,-7.7628e-05+0.0012716i,-0.00016753+0.00074251i,-0.00037497+0.00037238i,0.00039479+0.00042618i,0.00073645+0.00060836i,0.00063613+0.0009553i,0.00033799+0.00066333i,-0.00014855+0.00029315i,-0.00035764-0.0004835i,-0.00026675-0.00094444i,-0.00048995-0.00071125i,-0.00027521-0.00044879i,-0.00012894-0.00011044i,-0.00034608+0.00041837i,2.4949e-05+0.00085575i,-6.4476e-05+0.00067597i,-0.00012156+0.00053557i,-0.00011084+4.7639e-05i,-0.00059564-0.00032015i,-0.00027776+0.00039231i,0.00021695+0.00094836i,0.00029268+0.0012478i
-0.00046059-0.00035036i,-0.00098044+0.00037754i,-0.0022655+0.00041008i,-0.0013745+0.00029364i,-0.0004482+0.00056699i,-0.00055189+0.00035985i,-0.00066764-0.00038147i,-6.3657e-05-0.00072085i,-6.7751e-05-0.00036483i,-0.00035352-0.00082351i,1.0306e-05-0.00026335i,0.0007651+0.0002983i,0.00034707-9.0676e-05i,-5.2021e-05-0.00041969i,-0.00055697-0.00075564i,-0.00078616+1.7331e-05i,-0.00083726+0.0014811i,-0.0014512+0.0010503i,-0.0011577+5.0424e-06i,-0.00047937+0.00040175i,-0.000128+0.00054059i,-0.00053394-0.00012586i,-0.001206-0.00039712i
