-0.001587+0.00095115i,-0.00046857+0.00017638i,-0.00010329+0.00011302i,0.0007936-7.6362e-05i,0.00042827+0.00062063i,-0.00057701+0.0014797i,-0.00023335+0.0018593i,0.0010659+0.0016916i,0.0017233+0.00069857i,0.0010815-0.00079508i,8.5016e-07-0.0010061i,-0.0010522-0.00043011i,-0.0015842+4.005e-05i,-0.0011615-0.00044191i,-0.00032208-0.0012089i,-1.339e-05-0.0010299i,0.00074293-0.00060497i,0.0013519+5.6926e-05i,0.00064624+0.0011163i,3.605e-05+0.0012952i,-0.00026671+0.00023031i,-0.00075697-0.00030483i,-0.00070256+7.7857e-05i
-0.0021854+0.0019274i,-0.0012588+0.0013086i,-0.00034269+0.0021043i,0.0017552+0.0023394i,0.0019678+0.0018596i,0.00085556+0.00060455i,0.00056499-0.00060046i,0.00090607-0.00060884i,0.0013453-3.9293e-05i,0.00126-4.0534e-06i,-4.2625e-06-0.00060212i,-0.00091688-0.00045351i,-0.00060678+0.00012776i,0.00026085+0.00039788i,0.00046191+0.0004985i,0.00032851+0.00053443i,0.00011478+0.00056232i,-0.00024294+0.00033132i,-0.00036081+0.00029001i,-0.00060242+0.00027945i,-0.00065262+0.00035697i,4.7719e-05+0.00023631i,0.00069798-0.00031459i
0.00072796-0.0023896i,0.00030403-0.0029081i,-0.0005662-0.0041778i,-0.0010752-0.0029353i,-0.0014914-8.8063e-05i,-0.0011581+0.00081727i,0.00012216+0.00081225i,0.00044726+0.00088662i,0.00018214+0.00014509i,-0.00068315-0.0004178i,-0.0015465-0.00010348i,-0.00094281+0.00036935i,7.0937e-05+0.00038965i,-0.00013352+0.00051378i,-0.00052804+0.0013058i,-0.00010698+0.0018105i,-6.3021e-05+0.0010459i,-0.00034389+0.00021306i,7.1181e-05-0.00079409i,0.00057852-0.0010692i,0.00066608-0.00063738i,0.00037848-0.00083725i,-0.00026472-0.0012196i
-0.001133+0.001462i,-0.00051698+0.0022085i,-0.00026735+0.0033954i,2.0702e-05+0.0029422i,0.0010048+0.0014701i,0.0013511+0.00022799i,0.00035969-0.00020783i,-0.00023681-0.00026668i,0.00096519+3.5489e-05i,0.0013332+0.00057596i,0.00013577-0.00021786i,1.8067e-05-0.0012619i,-1.5034e-05-0.00062293i,-0.00077332-0.00038404i,-0.00057396-0.00082294i,5.1949e-05-0.00061422i,6.3035e-05-0.00041021i,7.2339e-05+0.00027922i,0.0005447-3.7173e-05i,0.0010316-0.00041228i,0.00063455+0.00013557i,-0.00051192+0.00042151i,-0.00057823+0.00015858i
-0.0014435+0.0014647i,-0.00099984+0.0028349i,-7.4133e-05+0.0029746i,0.00083357+0.001231i,0.00093044+2.4302e-05i,0.00089675-0.00019085i,0.00087457+0.00044395i,0.00022624+0.00062151i,3.3138e-05+0.00023222i,-9.626e-05-5.8044e-05i,-0.00034131-0.00084231i,-8.6101e-05-0.0011288i,0.00059615-0.00077026i,0.00033191-4.4053e-05i,-0.00078422+0.00029535i,-0.0013254+0.0002907i,-0.0007871+0.00058642i,-0.00045133+0.00099921i,-0.00039634+0.00087227i,-0.00090227+0.00040738i,-0.00092822-0.00029099i,-0.00068736-0.00018093i,-0.0011552+0.00053204i
-0.0016808+0.0009684i,-0.002745+0.0012401i,-0.0030972+0.00080702i,-0.0018481+0.00087884i,-0.00026258+0.0011238i,-0.0011119+0.00081639i,-0.0016629+0.0001885i,-0.00034966+0.00061448i,0.00068376+0.00067623i,0.00040231-0.00021332i,7.7199e-06-0.00097962i,0.00024719-0.00046302i,0.00028305+8.8945e-05i,-9.8864e-05-0.00021063i,-0.00060772-0.00030298i,-4.4317e-05-5.269e-05i,0.00017874+9.0108e-05i,-6.3815e-05-0.00012158i,-0.00021328+0.00043614i,-0.0002284+0.00074117i,0.00076477-4.5023e-05i,0.0011699+0.00018451i,0.00071001+0.00027542i
0.00071962+0.0011289i,0.0013582+0.0013548i,0.0021675+0.00062467i,0.0021193-0.00019381i,0.0011336-0.0006521i,0.0008451-0.0010061i,0.0011404-0.0002295i,0.0011875+0.00012831i,0.0010653-0.00065624i,0.00052104-0.0011987i,0.00053086-0.0015293i,-0.00042124-0.0013146i,-0.001458-0.00020407i,-0.0010492+0.0010528i,-0.00074749+0.00081238i,-0.00078947-9.0159e-05i,-0.00073819-0.00033969i,-0.0002252+6.3417e-05i,-0.00052033+0.00018774i,-0.000967-0.00054678i,-0.00067767-0.0006326i,-0.0004303-4.7529e-05i,9.3094e-05+0.00040108i
-4.3672e-05+0.00071322i,0.0013002+0.0020079i,0.0025656+0.0019242i,0.0018406+0.00059253i,0.0018235+0.00017997i,0.00154-0.00019446i,0.00028053-0.00064827i,0.00027414-0.00063928i,0.00031628-0.00014439i,0.00032462-0.00023449i,0.00075514-0.00022579i,0.00055996-1.4206e-05i,-0.0006037-3.6913e-05i,-0.0017478+9.5358e-05i,-0.0016293+0.00071612i,-0.00092913+0.00020042i,-0.00017069-0.00035021i,0.00052988-6.0074e-06i,0.0002509+0.00042091i,-0.00052297+7.2003e-05i,-0.00092634+9.6737e-05i,-0.00053859+0.00024618i,0.00026588-5.3608e-05i
-0.001768+0.0025777i,-0.0020322+0.0019325i,-0.00089296+0.0022389i,0.0015878+0.0015918i,0.0020086+2.6465e-05i,0.00096199-0.00063935i,0.00072094+0.00042407i,0.0013737+0.001326i,0.0017611+0.00047389i,0.00092588-0.00075102i,0.00019612-0.0013119i,0.00036854-0.0011613i,-7.4357e-05-0.00048223i,-0.00054362+0.00027469i,-0.00056024+0.00048825i,-9.6433e-05+0.00047835i,0.00044148+0.00045165i,0.00030451+0.00079698i,-4.6038e-05+0.0017161i,0.00052177+0.0014333i,0.00094488+0.00058043i,0.00087925-0.00053933i,0.00074865-0.0010141i
0.00051581-0.00080269i,0.0018027-0.0015715i,0.0015707-0.00066238i,0.00079401+0.00011668i,0.00041282-0.0004417i,0.00055979-0.00048946i,0.00030278+0.00036564i,0.00041607+0.0004056i,0.00034667+0.00011732i,-0.00037332+0.00016255i,-0.00060784+9.6483e-05i,-0.00070873-0.0003075i,-0.00050127-0.00012304i,-0.00025042+6.2765e-05i,6.6384e-05-7.3748e-05i,-0.00012323-3.3058e-05i,-0.00045902-0.00022115i,-0.00025318-0.00011498i,8.5277e-05-0.00029131i,0.00017997-0.0010498i,0.00034226-0.0011777i,0.00092272-0.0002228i,0.00087456+5.9162e-06i
0.00034548-0.0025448i,0.0011488-0.0016384i,0.00084139-0.0010888i,-0.00014432-0.00074462i,-0.00034748-0.00050947i,-0.0011019+0.00022732i,-0.0014824+0.0006179i,-0.00066184+0.00040594i,-3.0625e-05-0.00040929i,-0.00030207-0.0010767i,-0.00033413-0.00077411i,0.00070435+0.00026306i,0.00055173+0.00083136i,0.00039214+0.0007356i,0.00033896+0.00045803i,0.00034376+1.1028e-05i,0.00038107+3.0166e-05i,0.00026852-1.9194e-05i,0.00048369-0.00047431i,-0.0004874-0.00081659i,-0.00085847-0.00069569i,4.6856e-06-0.00069807i,0.00069008-0.00031778i
0.002172+0.0015038i,0.0016258+0.00027422i,0.0024507-0.00189i,0.0026477-0.0016836i,0.0015335-0.00042363i,0.00048318+0.00064874i,0.00049156+0.000854i,0.00072697+0.00053893i,0.00032486-0.00017366i,3.0529e-05-0.00069038i,-0.00043621-0.00074832i,-0.00052222-0.00088569i,-0.00095046-0.00055616i,-0.00085352+0.00034958i,-0.00023017+0.00078245i,-3.6364e-05+0.00051751i,0.00032152-0.00016692i,0.0004361-0.00044115i,0.00042767-0.00023951i,0.00044759-0.00015549i,0.00025092-4.7542e-05i,-0.00026718+0.00018334i,-0.00024752+0.00030817i
-2.5497e-05+0.0001779i,0.0012245+0.00050006i,0.0020641-0.00014008i,0.0012453-0.00015682i,8.4794e-05+0.00027951i,-0.00051592+0.00048681i,-0.00054935+9.8392e-05i,-0.00074221-0.00046653i,-0.00050399-0.00068716i,7.0341e-05-0.00067363i,-9.937e-05-0.0011121i,-0.00037278-0.0013694i,-0.00064694-0.00059883i,-0.00020711-0.0001994i,0.00016498-0.00021114i,-0.00016212-0.00069056i,0.00026043-8.3588e-05i,3.6392e-05+0.00060703i,-0.00075209-0.00025382i,-0.0011792-0.00066615i,-0.00078228-0.0003494i,0.00037536-0.00056045i,0.0010404-0.00059681i
0.0035352-0.00043055i,0.0028868-0.00047908i,0.0029004-0.0021592i,0.0015709-0.0028474i,0.00093295-0.0018555i,0.0007072-0.00068311i,-2.9266e-05+0.00017884i,0.00067389+0.00044522i,0.0012663-0.00055491i,0.00017911-0.0017696i,-0.00034606-0.0013174i,-0.00078993-0.0002918i,-0.00046153-0.0002488i,8.0543e-06+0.00035162i,-0.00051181+0.00071785i,-0.00023549+0.00024947i,0.00031611-0.00055939i,-0.00043332-0.0012524i,-0.0011675-0.0014794i,-0.00074918-0.00095299i,-0.00045387-0.00013893i,0.00043067+3.5887e-05i,0.00023252-0.00018945i
0.0023356+0.0014211i,0.0022371+0.001599i,0.0024846+0.0014019i,0.0025659-0.00034887i,0.001937-0.0015957i,0.00066096-0.00054675i,-0.0003394-2.1653e-05i,0.00024298+0.00032782i,0.00036438+0.00096845i,-0.00010312+7.7161e-05i,-0.00015131-0.00092314i,-0.00076001-0.0013112i,-0.0012693-0.00040104i,-0.0010831+0.00039118i,-0.0012413+0.00071248i,-0.00079639+0.0013485i,-0.0002764+0.001132i,0.0006653+0.0010173i,0.00093228+0.00061265i,0.00033244-0.00011003i,0.00036195-0.0001856i,0.00024315-0.00018244i,0.00031254-0.00056808i
0.00036721+0.002768i,0.00078+0.0024295i,0.0016732+0.001884i,0.0022221+0.00040343i,0.0019364-0.0010906i,0.00089659-0.0012606i,0.00040171-0.00018829i,0.00010814+0.00033946i,0.00040966-6.1457e-05i,0.00035994-2.3438e-05i,-0.0003933-0.00014362i,-0.0007248-0.0010101i,-0.0016425-0.0012296i,-0.0019619-0.00054134i,-0.0011725+0.00016865i,-0.0011131+0.00055759i,-0.0010317+0.00080385i,-0.0011921+0.0010147i,-0.0010168+0.00022462i,0.00046861-0.00022614i,0.0011361-0.00033954i,0.00040415-0.00034854i,-0.00021763-0.00020215i
-0.001639-0.0012747i,-0.001878-0.00010589i,-0.0021427+0.00094827i,-0.00078957+0.00091935i,0.00078649+0.00088087i,0.00053417+0.0013622i,0.00018542+0.0014758i,0.00025705+0.0011114i,0.00013912+0.00017546i,-0.00064383-0.00035283i,-0.00090595-0.00034854i,-0.00060149-0.00075996i,-0.00011627-0.0011413i,-0.00014053-0.00080015i,-0.000783-0.00037256i,-0.00051707-0.00092675i,-0.00010787-0.0011438i,-9.6908e-05-0.00076448i,-0.00038497-0.00052939i,-0.0015478-0.00054142i,-0.0019912-0.00054738i,-0.0017133-0.00071244i,-0.000823-0.00088892i
0.0018179+0.00074836i,0.00056232-0.00079279i,0.0008763-0.0020768i,0.0011925-0.0015774i,0.00093225-0.0006181i,1.6128e-05-0.00040878i,-0.00021911-0.0002226i,0.00046933-0.00019114i,0.00054916-9.8352e-05i,-0.00017943-0.00047761i,-0.00070768-0.00034945i,-0.0011953+0.00071131i,-0.0014765+0.0012245i,-0.00070175+0.0011739i,0.00018674+0.00050951i,0.00030287+9.7308e-05i,-4.324e-05+0.00016708i,-0.00044798+0.0002156i,-0.00031658-1.0287e-05i,-0.00065233-0.00021324i,-0.0010879-0.00060261i,-0.00051707-0.0006901i,0.00015886-0.00014177i
-0.00013334+0.00056765i,4.2903e-05-5.3632e-05i,0.00051355-0.00026285i,-0.00020154-0.00036705i,4.1838e-05-0.00089129i,0.00020999-0.00052837i,-0.00012109+0.00013122i,-0.00046345+0.00025337i,-0.00072579+0.00033136i,-0.0011311-0.00039688i,-0.0010102-0.0011265i,-0.0007573-0.00060052i,-0.00095029-0.00098233i,-0.0006897-0.0010845i,6.747e-05-0.00024527i,0.00028217+1.1141e-05i,3.992e-05-0.00053615i,-0.00028594-0.00084725i,-0.00012386-0.00028857i,-0.00020114+0.00030336i,-0.00047075+0.00083938i,-0.00052143+0.00087804i,-0.00026534+0.00083517i
-0.00039451+0.0020824i,0.00068936+0.0026378i,0.00018663+0.002631i,0.00028481+0.00092791i,0.0010929-0.00082165i,0.001187-0.00088147i,0.0012315-0.00058689i,0.0013382-0.00043407i,0.001141-0.00054544i,0.00058813-0.001274i,-0.000342-0.0015145i,-0.0010259-0.0012677i,-0.0014835-0.00066379i,-0.0012572-0.00012942i,-0.00047526+0.00013886i,-0.00042626+9.6968e-05i,-0.00045449-0.00014334i,-0.00056802-0.0002055i,-0.00015338+0.00017176i,0.00074519+0.00059111i,0.00082688+0.00021986i,0.00042153+0.0003637i,-0.00029479+0.00013468i
0.00068113+0.0015635i,-0.00055845+0.0010119i,0.00037467+0.00035979i,0.0013032+0.00033908i,0.0014361-0.0005494i,0.0012401-0.00051338i,0.00068643+0.00050805i,0.00024735+0.00066301i,-0.00018858-6.6623e-05i,-0.000279-0.00044214i,-0.00068035-0.00047845i,-0.00071987-0.00086682i,-0.00067929-0.00077827i,-0.0011406-0.00023622i,-0.0010759+0.0008804i,-0.00021141+0.0012804i,0.00047703+0.0008471i,0.00079628+0.00043984i,0.00030555-5.6447e-05i,0.00044809-0.00040981i,0.00098173-0.00043348i,0.00055892-0.00055373i,0.00034793-0.00052703i
-0.00050703-0.0011186i,0.00052727-0.0006262i,0.00087355-0.0012929i,-0.00045209-0.0016395i,-0.000229-0.00082832i,0.00086553-4.1515e-05i,0.001341-4.483e-05i,0.00044873-0.00059422i,-2.3107e-05-0.0013577i,-0.00017624-0.00081941i,-7.7298e-05-0.00025342i,0.0010835-0.00063854i,0.001064-0.00053147i,0.00075491-0.00014529i,0.0003254+0.00063509i,-3.6719e-05+0.0007641i,-0.00011918+0.00053188i,-2.3376e-05-7.498e-05i,0.00079244-0.00032179i,0.0008791+3.53e-05i,-1.3836e-05-0.00028569i,-0.00020528-0.00060064i,6.5807e-05-0.00054166i
0.0018929+0.0016447i,0.0026729+0.0019461i,0.0029286+0.0025557i,0.0012042+0.0014952i,0.00056217+0.00035858i,-0.0003204-0.00012189i,-0.00048814-8.1503e-05i,8.8194e-05-0.00017279i,0.00025484-0.0008239i,0.00023921-0.00058558i,-9.003e-05-0.00027967i,-0.00094578-0.0012439i,-0.0010371-0.00092278i,-0.0010019+0.00042498i,-0.0011402+0.0010783i,-0.00064438+0.0010619i,0.00035414+0.00047022i,0.00070511+0.00055593i,0.0010998+0.000107i,0.00092249+5.6789e-05i,4.6658e-05+0.00033177i,-0.00025188-0.0001159i,-0.00043988+0.00012036i
-0.0018781+0.00086792i,-0.0011506+0.0011154i,0.00012625+0.0020544i,0.0014592+0.0020749i,0.0018047+0.0014031i,0.00139+0.0011102i,0.00077101+0.00053842i,-0.0004637-0.00032706i,-0.0011573-0.0006318i,-0.0011984-0.00020227i,-0.00012512-0.00017803i,0.0014432-0.00082619i,0.0013704-0.0010721i,6.3961e-05-0.00096104i,-0.0011873-0.00075223i,-0.00084456-0.00083383i,0.00073479-0.00049463i,0.0012703+0.00022862i,0.00022097+0.00064537i,2.8904e-05+0.00042161i,0.00013676+0.00011857i,-0.0005086+0.00025858i,-0.00089214+0.00050461i
-0.0015868-0.001811i,-0.0020048-0.0026412i,-0.0033503-0.0015017i,-0.002976-0.00091556i,-0.0015726-8.5522e-05i,-0.00047438+0.00063814i,-0.00022748+0.00069343i,-0.00013232+0.0006043i,0.00031518-0.00029722i,-8.8502e-05-0.00051394i,-0.0012124-7.3441e-06i,-0.0015318+0.00063635i,-0.00078842+0.00044906i,0.00039629-0.0001981i,0.00077281-0.00091273i,0.0001708-0.00066034i,-0.00025541+0.00064916i,-0.0005179+0.0011068i,-0.00089544+0.00033788i,-0.00094412-0.00030474i,1.3674e-05-0.00075696i,0.00057054-0.00067922i,1.7963e-05-0.00043954i
0.0007762-0.0008188i,0.00035554-0.00096148i,-0.00048783-0.0017667i,-0.00043875-0.0012719i,0.00022632+0.00012557i,8.1128e-05+0.00076848i,-0.0007717+0.00073544i,-0.00075213+0.0001344i,-0.0004257-0.00053598i,-0.00048082-0.00063886i,-0.0011838-0.00080062i,-0.0013113-0.00070754i,-0.00084891-0.00035463i,-0.00024819+0.00047012i,0.00052921+0.00051314i,0.00083858-3.8835e-05i,0.0011536-6.512e-05i,0.0012079-0.00054598i,0.00092413-0.00054449i,0.00060897-0.00019071i,0.00071685+0.00018606i,0.0006226+6.9739e-05i,0.00035464-0.00016985i
0.0015302-0.00091599i,0.0022649-0.00036385i,0.0021769-0.0015438i,0.0015713-0.0017633i,0.00056978-0.0012713i,-0.00051222-0.00088865i,7.8e-05+0.00055558i,0.00075977+0.00093246i,3.2386e-05-0.00044583i,-0.0011267-0.0010334i,-0.0012024-0.00055389i,-0.00087632+0.00016499i,-0.00062613+0.00090414i,-0.00082583+0.00099284i,-0.00044449+0.0007596i,0.00042657+0.0007781i,0.0010537+0.00034127i,0.0014207-0.00025677i,0.00064423-0.0010255i,0.00042619-0.00087128i,4.905e-05-0.00010409i,8.8253e-05-0.00014528i,0.00062585+0.00011319i
0.0014372+0.0019977i,0.0014636+0.0016179i,0.0028364+0.0013289i,0.0024651-0.0001628i,0.0011284-0.0018591i,-0.0002028-0.0018057i,-1.4914e-05-0.0011314i,0.00064634-0.00068257i,0.00053755-0.00071224i,-3.1464e-05-0.00094055i,-0.00040164-0.00081407i,-0.00051718-0.0009035i,-0.00067807-0.00034693i,-0.00085218+0.00092593i,-0.0012598+0.0010226i,-0.00051836-0.00018269i,0.00044513-0.00068645i,0.00069654-0.00034191i,0.0001277-0.00031102i,-0.00012975-0.00088227i,-7.9521e-05-0.00074433i,4.2643e-05-0.00022447i,0.00057532+0.00040541i
0.00010075-0.001096i,0.00052766-0.0013769i,0.00073773-0.001382i,7.0757e-05-0.0013143i,-0.00039677-0.00074492i,-0.00070566+0.00026742i,-0.0013982+0.0012821i,-0.00055867+0.0010526i,0.00059637+1.1936e-05i,0.00054785-0.00053737i,0.00028887-0.00033621i,7.8789e-05+0.00012804i,-5.2693e-05-0.00011068i,5.9146e-05-0.00044742i,0.00016185-0.00018028i,0.00046886+0.00040547i,-0.00013406+0.00034337i,-0.00087965-0.0001726i,-0.0011736-6.2492e-05i,-0.0011435-0.00024049i,-0.0005334+0.00016817i,-7.0589e-05+0.00052683i,7.1857e-05+0.0003856i
-0.0017527+0.00028917i,-0.0010793-0.001074i,-0.0018148-0.00091151i,-0.0016104+0.00065215i,-0.00039572+0.001435i,-0.00015488+0.00087022i,0.00022234+0.00045304i,0.00076785+0.00012108i,0.00050527+0.00030731i,7.293e-05+0.00079974i,0.00025521+5.9206e-05i,0.00075729-0.001272i,0.00072557-0.0010914i,0.00075637-0.00044225i,0.00054378-0.00046866i,0.00056962-0.00032623i,0.00041802-9.9342e-05i,-5.2176e-06-0.00033323i,-0.00047749-0.00045353i,-0.00025573-0.000243i,0.00016971+0.000132i,0.00072075-0.00053213i,0.0011472-0.0012557i
0.0005468+0.00089924i,0.00060754+0.00084018i,0.0017846+1.4399e-06i,0.0020901+0.00043273i,0.0014856+0.00013611i,0.00075485+0.0010112i,-0.00014381+0.0019642i,-0.00037947+0.001278i,9.2841e-05+0.00017242i,-0.00022591-0.00053741i,-0.00052487-0.00053545i,-0.00047659+0.00015567i,-0.00035624+0.00067162i,-8.5039e-05+0.00073433i,1.3462e-05+0.00037106i,0.00010404-7.29e-05i,0.00065474-0.00033327i,0.0007567-0.00047322i,0.00022148-0.00055433i,-0.00032915-0.00026328i,-0.00027126-0.00052589i,0.0002498-0.00034281i,0.0004131+0.00029994i
0.00015538-0.00034011i,-0.0008439-0.00040788i,-0.00029736-0.0002288i,-0.00019801-0.0002938i,-0.00070539-0.0010066i,-0.0013427-0.0010902i,-0.00084004-0.00072654i,-0.00021292-0.00047538i,-0.00036676-0.00034567i,-0.00060116-0.00092328i,0.00026934-0.0010136i,0.00065419-0.00031909i,-0.00049926-8.4469e-05i,-0.00088593+0.00034985i,-0.00058347+0.00016543i,-0.00018518-0.00020857i,6.6834e-05-6.2075e-05i,0.00012677-8.9459e-05i,0.00097549-2.9983e-05i,0.0016275-0.00013244i,0.00043318-0.00013759i,-0.0004704+0.00013009i,4.2535e-06+0.00029986i
0.00055573-0.00093559i,-1.0583e-05-0.00012256i,-0.0008011-0.0018466i,-0.00023223-0.0032231i,0.00085284-0.0022176i,0.00070358-0.00059076i,0.00017249+0.00011583i,9.085e-05-1.8607e-05i,5.2867e-07-0.00058497i,-0.00053587-0.0011868i,-0.0012186-0.0011842i,-0.0012768-0.00012376i,0.00010245+0.00049355i,0.0012382+0.00026608i,0.00093153+0.00043221i,0.00018625+0.00082627i,-1.5053e-05+0.0010062i,0.00024427+0.00060108i,0.0006587+9.5689e-05i,-2.9921e-05+0.00043715i,-0.00060586+0.00011813i,-0.00028678-0.00018555i,-1.1397e-05+0.00012029i
-0.00089943-0.000731i,-0.00034205-0.00080426i,0.00070572+8.5422e-06i,-0.00024358+0.00057343i,-0.0010538+0.00045418i,-0.00033916+0.00020508i,0.00095484+2.2376e-05i,0.0010143+0.00065069i,0.00030805+0.0010189i,3.2256e-05+0.00067268i,-0.00038857-0.00030059i,-0.00016005-0.00046556i,0.00091099-0.0004647i,0.0011334-0.00050146i,0.00057601-0.00033752i,-2.8911e-05-7.0453e-05i,0.0001306-6.9226e-05i,0.00019455-0.00029871i,-0.00046429-3.4137e-05i,-0.00087499-0.00023044i,-0.00080485-0.00049561i,-3.5417e-05+0.00016173i,0.0001173-0.00035218i
0.00060108-0.0012811i,0.00090175-0.0010708i,0.0016405-0.0013834i,0.0016923-0.0015054i,0.0014392-0.00061534i,0.00041474+0.00029365i,-0.00047363+0.00084132i,7.7201e-05+0.00073038i,0.00039627-4.7822e-05i,-0.0004153-0.00081998i,-0.00059564-0.00088893i,3.0429e-05-0.00034482i,0.0002135+0.00025191i,0.00050952+0.00045946i,0.00015387+0.00016501i,-0.00044564-4.6823e-05i,-0.00018705-7.7121e-05i,0.0001959-0.0003938i,-0.00056578-0.00049959i,-0.00091637+0.00029041i,-0.00062803+0.0013599i,0.00016912+0.00089039i,0.00012973-0.00052302i
-0.00025105+0.0007042i,-0.00088578+0.0010832i,-0.00013795+0.0018202i,0.0020224+0.0017776i,0.0029761+0.00013323i,0.001949-0.00075203i,0.0016593-0.00042201i,0.0017219-9.3713e-05i,0.00091418+0.00018068i,0.000175-0.00013219i,-8.2366e-05-0.00035737i,-0.00048147-0.00039933i,-0.0011224-0.00035481i,-0.001432+0.00015898i,-0.00046005+0.00029729i,-0.00030421+0.000971i,-0.0010273+0.00069832i,-0.00028587-0.00048663i,0.0001473-0.0006666i,-0.000352-0.00029996i,-3.5864e-05+0.0008873i,0.00058342+0.00048529i,0.00082386-0.00069989i
0.00057777-0.0028728i,-0.00019996-0.0032144i,-0.0016569-0.0028148i,-0.002925-0.0013439i,-0.0030485-0.00022804i,-0.0020179-5.723e-05i,-0.00027712+9.5424e-05i,0.00093837+2.6707e-05i,0.00071733-0.0003918i,-0.00038923+0.00046432i,-0.00093625+0.00058115i,-0.0010104-0.00057121i,-0.00010635-0.00035774i,6.008e-05+0.00012671i,-0.00032828-0.0003261i,-0.00042941-0.00012582i,-0.00092603-0.00023068i,-0.00093106-0.00064709i,-0.000436-0.00041318i,-5.69e-06-0.00042003i,-0.00028285+6.8343e-05i,-0.0010221+0.00042741i,-0.00054748-0.00038653i
-0.0027516-8.2414e-05i,-0.0024492-0.00054928i,-0.0017382-0.0007053i,-0.000488-2.266e-05i,0.00025481-0.0001043i,0.00079851-4.9793e-05i,0.001228+0.00077595i,0.0011121+0.00060241i,0.0013866-0.00019457i,0.0014668+5.7909e-06i,0.00035382+0.00045912i,0.00016147+4.0313e-05i,-5.1155e-05-0.00027265i,-0.00023476+3.351e-06i,-2.9756e-05-4.2169e-05i,-0.00030978-9.5493e-05i,-0.00011395+0.00056685i,0.00013011-0.00018579i,-5.633e-05-0.0010826i,-0.0004949+0.00010104i,-0.00051056+0.00073054i,8.6287e-05+0.00029135i,0.00012375+0.00013681i
1.7935e-05-0.00095565i,-0.00012804+2.9751e-05i,-0.0013269+0.00049802i,-0.0015117-0.00011808i,-0.00039165+6.6497e-05i,0.00065098+0.00011937i,0.00064354+0.00059308i,0.00050742+0.00083683i,2.1453e-05+0.00050954i,-0.00068616+0.00010761i,-0.0011436-0.00010852i,-0.00088693-0.00061919i,-0.00046133-0.0010884i,-0.00010604-0.00060396i,0.00081455+3.3875e-06i,0.00098869-0.00025425i,-6.1379e-05+0.00018851i,-0.00046671-4.2216e-05i,0.00026917-0.00023578i,-0.00037853-0.00043441i,-0.00088083-0.0012854i,-0.00033941-0.00098172i,-0.00014418-0.00046001i
-0.001659-0.0016001i,-0.0023523-0.0011873i,-0.0021524-0.00067718i,-0.00078117-0.0001437i,7.5393e-05+6.9773e-05i,0.0013301+7.2726e-05i,0.0021523-0.00038341i,0.0013863-0.00070895i,0.00057246-0.00017075i,0.00012725-7.7299e-05i,-0.00024109-0.00065933i,-0.00030851-5.1147e-05i,-0.00047392+0.00081796i,-0.00028539+0.00026092i,0.00010273+0.00034708i,-0.00016885+0.00036075i,-0.00023062+0.00042458i,0.00012957+0.00032289i,-0.00025987-6.4483e-05i,-0.00017202+0.000209i,-0.00031177+0.00037331i,-0.00042863+0.00019102i,-4.3389e-06-0.00017506i
-0.00090633+0.0010035i,-0.00052649-0.00045234i,-0.00031445-0.0014731i,-2.2716e-05-0.00096303i,0.00028657-0.00045957i,8.0521e-05-0.00082794i,7.0196e-05-0.00080527i,0.00024328-0.00092326i,4.0245e-05-0.0010656i,-0.00083496-0.00086302i,-0.00074807-0.00084853i,-0.00027732-0.00055625i,-0.00017034-0.00047508i,0.00018186-0.00043591i,0.00023902+0.00027187i,0.00024547+0.00094324i,-3.1069e-05+0.0011752i,8.4963e-05+0.00031235i,0.00067042-0.00017421i,0.00025247+5.5875e-05i,-0.00092577+0.00035518i,-0.001454+0.0011854i,-0.0009995+0.00097277i
-0.0010868-0.0011951i,-0.00079114-0.00030591i,-0.000712+0.00026396i,-0.00090754+0.00067491i,-0.00089386+0.001042i,-0.00028731+0.001077i,0.00039257+0.00096012i,0.000503+0.00059378i,-0.00025118-0.00013847i,-0.00038521-0.00023554i,-0.00064626-0.00059971i,-0.00015482-0.00074384i,0.0005944-0.00031656i,0.00016895+0.0001744i,-0.00023363+0.00015498i,3.4576e-05-0.00093113i,-2.4767e-05-0.0014402i,-0.00047261-0.0006248i,-0.00030991-0.00023134i,-6.4469e-05-0.0001647i,-0.00037368+1.485e-05i,-0.00051018-0.00034933i,-0.00012571-0.0011683i
0.0009507+0.0010181i,0.001511+0.00021756i,0.0025216-0.00018782i,0.0029394-2.7008e-05i,0.0021846-0.00090221i,0.00051808-0.0013447i,0.00035797-0.00035523i,0.00069532+0.00079578i,0.00014603+0.0010719i,-0.00036601+0.00050628i,-0.00030027-0.00047479i,0.0002537-0.00086041i,0.00022663-5.4833e-05i,-0.00012195+0.0004256i,-0.00024276+0.00063942i,-9.3457e-05+0.0006408i,-0.00014641+0.00022297i,0.00058598-0.00052734i,0.00066695-0.00064262i,0.00060223-9.4335e-05i,0.00080096-0.00032251i,0.00079499-4.8599e-05i,0.00056725+0.00051087i
