-3.7009e-05+0.00080734i,0.00010924+0.00044882i,-0.00058126-0.00062746i,-0.00091835-0.0013911i,-0.0020551+0.00026325i,-0.0024428+0.0023083i,-0.00052873+0.003224i,0.0011484+0.0025639i,0.0017278+0.0010733i,0.0016551-0.00039368i,0.0010815-0.0013791i,0.00063461-0.0019947i,0.00023587-0.0016189i,-0.00011768-0.00051057i,-0.00077742-3.5449e-05i,-0.0014584-1.4747e-05i,-0.0013693+0.00030705i,-0.0013167+0.00052871i,-0.001066+5.7712e-06i,-0.0010635-0.00043542i,-0.0011082+0.00034451i,-0.00073283+0.00086165i,6.4147e-05+0.00073431i
0.17803+0.13197i,0.36136+0.26462i,0.44335+0.18758i,0.312+0.0010948i,0.13892+0.0027964i,0.12093+0.12016i,0.14385+0.15903i,0.079721+0.14222i,0.0033115+0.12122i,-0.021864+0.094066i,-8.9476e-05+0.06505i,0.030479+0.034519i,0.033211+0.0078787i,0.012363-0.0089522i,-0.0055288-0.00313i,-3.8762e-05+0.015301i,0.014962+0.019327i,0.0085584+0.017319i,-0.0078562+0.029503i,-0.0083423+0.035246i,-0.0078888+0.010605i,-0.022811-0.021821i,-0.036662-0.039594i
0.46739+0.33341i,0.65895+0.27215i,0.48014-0.031966i,0.07242-0.24558i,-0.20697-0.19694i,-0.31424-0.11901i,-0.34382-0.10349i,-0.28847-0.058932i,-0.16823+0.0089077i,-0.053539+0.048022i,0.0094247+0.039104i,0.020803+0.011485i,0.010786-0.010942i,-0.00036819-0.024521i,-0.0030563-0.033131i,-0.005431-0.048453i,-0.016399-0.049453i,-0.01732-0.025317i,-0.00065718-0.0035553i,0.010896+0.0060855i,0.011901+0.0091418i,0.018495+0.0082657i,0.027981+0.0075143i
-0.55389-0.18745i,-0.73419-0.13805i,-0.55717+0.054726i,-0.14552+0.11945i,0.11187-0.040612i,0.078201-0.13415i,0.0021919-0.069928i,0.01498-0.03109i,0.029682-0.062906i,0.012251-0.08414i,-0.002033-0.06474i,-0.0021836-0.033698i,5.8922e-05-0.012347i,0.00096789-0.0021076i,-0.0062735-0.0036257i,-0.0074565-0.0024699i,0.0082194-0.0090626i,0.0072155-0.038425i,-0.023213-0.056018i,-0.038123-0.035749i,-0.011746-0.00543i,0.020153+0.0045043i,0.028587+0.007874i
-0.23345-0.39017i,-0.42033-0.36842i,-0.31523-0.08825i,-0.009965+0.16314i,0.12391+0.2306i,0.12176+0.27019i,0.17391+0.29444i,0.20626+0.20545i,0.15174+0.084256i,0.088573+0.015873i,0.049474-0.015201i,0.013028-0.016843i,-0.0092863+0.00703i,-0.014009+0.026322i,-0.014472+0.03804i,-0.0059736+0.047468i,0.0033379+0.046162i,0.0090308+0.045999i,0.018614+0.046395i,0.012862+0.029096i,-0.014978+0.0099059i,-0.039645+0.0050423i,-0.047556-0.0020573i
0.38792+0.30857i,0.52666+0.28244i,0.38468+0.11474i,0.054039+0.063243i,-0.17142+0.15369i,-0.14447+0.13321i,-0.042159-0.028263i,-0.020568-0.12719i,-0.031924-0.089398i,-0.027242-0.011239i,-0.024211+0.028832i,-0.027414+0.041268i,-0.018817+0.03768i,0.00014727+0.026314i,0.015628+0.014289i,0.0064903-0.0032168i,-0.013822-0.0085324i,-0.0082501-0.0011673i,0.014089+0.0018126i,0.024756+0.0031315i,0.024651+0.0065553i,0.021777+0.0049554i,0.011594-0.0019657i
0.080848+0.052917i,0.13888-0.037732i,0.045697-0.16296i,-0.1332-0.20591i,-0.11134-0.17155i,0.014384-0.169i,0.040051-0.13899i,0.039042-0.042412i,0.046657+0.0099196i,0.033941+0.0084048i,0.0335-0.0045882i,0.044951-0.028717i,0.045633-0.040047i,0.039899-0.032879i,0.035392-0.026763i,0.033104-0.027352i,0.022955-0.031432i,-0.0062323-0.024785i,-0.03621-0.001597i,-0.035484+0.024088i,-0.0094721+0.033332i,0.014525+0.020277i,0.027433+0.00026076i
0.00068459-0.22673i,-0.16025-0.11507i,-0.30093+0.1019i,-0.34931+0.17746i,-0.42612+0.176i,-0.48792+0.32242i,-0.35982+0.48343i,-0.11437+0.42029i,0.056059+0.20649i,0.09869+0.038252i,0.097584-0.019245i,0.082325-0.030991i,0.033723-0.024836i,-0.0068967-0.0019953i,-0.020562+0.010209i,-0.024068+0.023876i,-0.011188+0.043196i,0.010363+0.042782i,0.012815+0.028484i,-0.0024036+0.024318i,-0.012375+0.032342i,-0.0011757+0.035922i,0.018022+0.01194i
-0.032213+0.50486i,0.051078+0.45489i,0.15422+0.14027i,0.1833-0.1567i,0.22679-0.22747i,0.37329-0.22295i,0.37222-0.29344i,0.15371-0.26761i,0.0067608-0.137i,-0.02138-0.07568i,-0.051658-0.057754i,-0.065844-0.021602i,-0.05468+0.011801i,-0.045453+0.045703i,-0.036322+0.083649i,-0.0092386+0.08063i,0.014201+0.024323i,0.0030323-0.020964i,-0.012643-0.017393i,-0.011737-0.0022404i,-0.018223+0.002488i,-0.029444+0.013403i,-0.017367+0.033732i
-0.68073-0.14646i,-0.77992-0.23832i,-0.61406-0.28866i,-0.46067-0.21028i,-0.55233+0.12436i,-0.62356+0.56369i,-0.36324+0.69006i,-0.044968+0.41311i,0.035858+0.12659i,0.053946+0.028416i,0.10836-0.037358i,0.11732-0.10553i,0.082613-0.10753i,0.037089-0.063566i,-0.004731-0.034195i,-0.029263-0.025943i,-0.027545-0.013309i,-0.011992+0.00077291i,0.0013254+0.0040379i,0.016057+0.0023989i,0.036943+0.0018766i,0.05563-0.000382i,0.058635-0.0070406i
-1.0459+6.6267i,0.97493+6.518i,3.715+5.7905i,4.7066+2.6288i,3.8385-0.65428i,1.6376-2.336i,-0.37094-1.7709i,-0.96786-0.33463i,-0.18357+0.54099i,0.88594+0.2312i,1.029-0.56264i,0.47781-1.0644i,-0.24222-1.6295i,-1.0342-2.3497i,-1.3158-2.4593i,-0.85913-1.5421i,-0.31332-0.49823i,-0.31298-0.026593i,-0.68195+0.20741i,-0.65732+0.47309i,-0.13438+0.57603i,0.37082+0.3253i,0.44492-0.13591i
0.10992+0.55595i,0.44289+0.6726i,0.51735+0.49111i,0.16913+0.37465i,-0.12132+0.46322i,-0.063009+0.51392i,0.10977+0.38649i,0.16278+0.17969i,0.072634+0.04317i,0.0073426+0.025446i,0.026831+0.024172i,0.049359+0.0037887i,0.05861-0.011081i,0.044487-0.029654i,0.019499-0.035934i,0.010624-0.043437i,-0.0053293-0.054329i,-0.021332-0.031585i,-0.0057959+0.00030954i,0.022833+0.0019579i,0.034055-0.018781i,0.023482-0.046361i,0.0061092-0.064635i
-0.41394-0.32926i,-0.56156-0.1608i,-0.45645+0.086694i,-0.21924+0.21217i,0.0049329+0.24859i,0.22628+0.2053i,0.35979+0.010854i,0.28103-0.20525i,0.099587-0.24913i,-0.028465-0.18796i,-0.10904-0.15425i,-0.16047-0.10465i,-0.11921-0.023064i,-0.0093563+0.014272i,0.066449+0.0063601i,0.075412+0.0021048i,0.052024+0.013397i,0.034649+0.01893i,0.031976+0.00080102i,0.031636-0.016291i,0.033748-0.002091i,0.043427+0.023846i,0.046307+0.027854i
0.51677-0.10014i,0.40486-0.3093i,0.017638-0.39763i,-0.19132-0.37118i,-0.065021-0.5014i,0.027342-0.77511i,-0.13004-0.79843i,-0.25746-0.44827i,-0.1679-0.094514i,-0.051219+0.024842i,-0.029078+0.056136i,-0.015867+0.071434i,0.0038004+0.040482i,0.0038346+0.011907i,0.0039442+0.0075662i,0.0015611+0.007017i,-0.011467+0.0075252i,-0.027411+0.013068i,-0.030397+0.020124i,-0.021966+0.013437i,-0.026199-0.00415i,-0.044317-0.01036i,-0.051+0.0016317i
-0.34345+0.30484i,-0.42635+0.38286i,-0.40872+0.27987i,-0.44843+0.1572i,-0.5251+0.18755i,-0.49542+0.30696i,-0.31659+0.34055i,-0.11478+0.22268i,-0.014122+0.082821i,0.029241+0.036418i,0.058768+0.018142i,0.045079-0.012814i,0.012877-0.030797i,-0.003318-0.049537i,-0.010064-0.071011i,-0.01943-0.078795i,-0.020285-0.058048i,0.011313-0.02522i,0.048751-0.020566i,0.053226-0.034875i,0.039727-0.041631i,0.029152-0.046538i,0.020373-0.050989i
0.32607-0.44496i,0.5398-0.51624i,0.73201-0.40637i,0.80783-0.31316i,0.8132-0.24459i,0.81128-0.19391i,0.66056-0.22874i,0.34554-0.21578i,0.11128-0.089477i,0.040282-0.0044845i,0.018822+0.003076i,0.0018078+0.0016734i,-0.015753+0.01428i,-0.023796+0.041547i,-0.0030224+0.065165i,0.028138+0.059298i,0.030389+0.025168i,-0.00035002-0.0082017i,-0.024777-0.018318i,-0.018277-0.012349i,0.0011896+0.00081865i,0.01281+0.02065i,0.014344+0.038042i
0.62916+0.37378i,0.88942+0.10274i,0.7428-0.28903i,0.42861-0.3588i,0.24514-0.27562i,0.062111-0.31845i,-0.15448-0.27469i,-0.19359-0.094055i,-0.10544+0.013813i,-0.040096+0.041527i,0.0021004+0.04437i,0.028341+0.028306i,0.03144+0.0040371i,0.01281-0.017927i,-0.0037836-0.01882i,-0.0019855-0.0087974i,-0.0013933-0.0066747i,-0.013641-0.0074416i,-0.029725-0.0035258i,-0.042724-0.0019333i,-0.051895-0.011054i,-0.052667-0.019224i,-0.041668-0.019262i
-0.77009+0.080847i,-0.95079+0.37413i,-0.72102+0.56765i,-0.35485+0.43939i,-0.23318+0.19212i,-0.29434+0.12109i,-0.25311+0.15858i,-0.12076+0.096293i,-0.066868-0.023341i,-0.084574-0.049056i,-0.084388-0.013774i,-0.077757+0.01226i,-0.06389+0.033674i,-0.023493+0.030013i,0.0002928-0.00078408i,-0.0046074-0.012904i,0.00040092+0.0053546i,0.02396+0.023377i,0.038774+0.012962i,0.029847-0.0088835i,0.023085-0.010258i,0.031419-0.0020737i,0.033367+0.0011133i
0.10698-0.3666i,-0.10204-0.3321i,-0.21286+0.010579i,-0.031162+0.30135i,0.19194+0.29756i,0.26405+0.22381i,0.27276+0.19479i,0.23648+0.12654i,0.13642+0.061443i,0.050463+0.035854i,0.011431+0.02707i,0.00039336+0.016636i,-0.0065672+0.0023207i,-0.01994+0.00014866i,-0.019286+0.012635i,0.0046189+0.01626i,0.018382-0.0097621i,0.0027188-0.036453i,-0.011551-0.028081i,-0.0049958-0.0041775i,0.0024362+0.005834i,-0.00063806+0.0097341i,-0.0022482+0.017848i
-0.20133+0.31746i,-0.14323+0.34203i,-0.0093847+0.21191i,0.039543+0.031818i,0.0094298-0.11i,0.0003908-0.19918i,-0.012213-0.22188i,-0.021798-0.15194i,0.012526-0.068571i,0.03968-0.050386i,0.021687-0.045566i,-0.00082785-0.024741i,-0.0043015-0.018208i,-0.00225-0.020518i,-0.0043349-0.018434i,-0.020149-0.0064772i,-0.031321+0.018325i,-0.016447+0.030212i,-0.0024302+0.012858i,-0.0088061-0.0060409i,-0.017059-0.0073524i,-0.017005-0.0025687i,-0.012241-0.0014889i
0.14674-0.47054i,0.21752-0.69123i,0.12916-0.74535i,-0.083654-0.57686i,-0.18402-0.28491i,-0.124-0.093111i,-0.07167-0.048012i,-0.064477-0.014397i,-0.029314+0.016444i,-0.0067096+0.017434i,-0.0082059+0.016619i,0.00077975+0.0031546i,-0.0020756-0.013953i,-0.016045-0.0089079i,-0.0194-0.0022683i,-0.011838-0.0096998i,-0.01086-0.019004i,-0.03005-0.01406i,-0.037237+0.012459i,-0.012323+0.029693i,0.010729+0.019954i,0.013169+0.0039768i,0.0058057-0.0034951i
0.40416+0.22379i,0.38008+0.05852i,0.0024082-0.15251i,-0.33337-0.089051i,-0.3001+0.15679i,-0.090932+0.2711i,0.049862+0.21473i,0.084519+0.11293i,0.061884+0.051877i,0.047506+0.021251i,0.029227-0.014802i,-0.0017125-0.032302i,-0.012562-0.030411i,-0.0085442-0.039824i,-0.0035334-0.043527i,0.0044466-0.023104i,0.019464+0.00030389i,0.040413+0.0056067i,0.049909-0.0035606i,0.039049-0.0086101i,0.018968-0.0012915i,0.0036586+0.0072705i,-0.003065+0.0085044i
-0.15729+0.1673i,-0.040372+0.44989i,0.18512+0.60725i,0.30391+0.44312i,0.26814+0.15703i,0.18682-0.014598i,0.116-0.060699i,0.039264-0.055794i,-0.033943-0.024383i,-0.058951+0.025049i,-0.021046+0.053477i,0.027726+0.046054i,0.04752+0.027248i,0.038146+0.018643i,0.016769+0.027008i,0.0048768+0.030161i,-0.0022711+0.01233i,-0.011355-0.011005i,-0.017194-0.023395i,-0.010826-0.019137i,0.0097734-0.0092i,0.024765-0.0060501i,0.024312-0.0056566i
0.15264+0.10142i,0.21479+0.13717i,0.27034+0.1359i,0.25477+0.11886i,0.10791+0.096601i,-0.012283+0.075268i,-0.019524+0.015387i,-0.021931-0.042874i,-0.024366-0.028367i,0.0025648-0.0084661i,0.0020604-0.027166i,-0.020505-0.038157i,-0.024726-0.032789i,-0.013733-0.027603i,0.0017823-0.03458i,0.00437-0.046627i,-0.0037033-0.037548i,-0.0029815-0.012497i,0.0041017-0.0010022i,0.00057153-0.0083865i,-0.013904-0.016175i,-0.023624-0.013893i,-0.020403-0.0099446i
-0.56018-0.0033333i,-0.69167-0.029984i,-0.4608-0.11378i,-0.14127-0.23046i,-0.0426-0.29656i,-0.097726-0.25303i,-0.16684-0.143i,-0.1615-0.043398i,-0.096556-0.021383i,-0.05447-0.042321i,-0.035862-0.029962i,-0.0189-0.0010973i,-0.011266+0.020092i,0.006562+0.03217i,0.026253+0.027688i,0.024393+0.025821i,0.019045+0.028138i,0.017657+0.019011i,0.012761+0.0050978i,0.011507-0.00014914i,0.019901+0.0035247i,0.031649+0.0095522i,0.033093+0.014368i
0.24519-0.42277i,0.15063-0.59868i,-0.13369-0.49956i,-0.27894-0.22813i,-0.17658-0.05387i,-0.095296-0.0081555i,-0.078449+0.052133i,-0.01927+0.086922i,0.017246+0.052885i,0.0032871+0.028064i,-0.0050544+0.024517i,-0.0079716+0.020975i,-0.0059008+0.016813i,-0.0069418+0.0053294i,-0.020452-0.0027409i,-0.025384-0.0098036i,-0.023446-0.0217i,-0.02169-0.018796i,-0.012064-0.0046136i,-0.007741+0.00046567i,-0.021253-0.0026586i,-0.037445-0.004719i,-0.036368-0.0010951i
-0.10493+0.4466i,-0.13423+0.6356i,-0.16705+0.66959i,-0.12971+0.5565i,0.00468+0.35864i,0.12414+0.17298i,0.16899+0.030605i,0.13068-0.059056i,0.053557-0.064507i,0.01813-0.024146i,0.019804-0.01488i,0.013719-0.025119i,0.0012451-0.019729i,-0.0023758-0.013188i,0.0055923-0.010831i,0.016182-0.0051766i,0.016867+0.0021413i,0.00631+0.0010745i,-0.0097514-0.0086363i,-0.013374-0.011498i,0.0058394-0.008499i,0.025038-0.0091291i,0.024893-0.01194i
0.21092-0.46344i,0.42395-0.54567i,0.60034-0.41955i,0.57035-0.28928i,0.38554-0.22341i,0.24338-0.17944i,0.16321-0.16119i,0.080567-0.12748i,0.027565-0.052402i,0.026499+0.0045412i,0.032718+0.015245i,0.029472-0.0003054i,0.019196-0.025832i,0.0021854-0.028444i,-0.0050349-0.0076831i,-0.00060851+0.00509i,0.00080002+0.0042999i,0.0029875+0.0052321i,0.0096474+0.012819i,0.0092554+0.016322i,-0.00524+0.011179i,-0.021025+0.00861i,-0.022531+0.011722i
0.40166+0.40184i,0.52693+0.34001i,0.4045+0.023421i,0.16067-0.15i,0.0061738-0.050983i,-0.037408+0.028422i,-0.061268+0.020679i,-0.056559+0.033345i,-0.01293+0.053593i,0.0073297+0.040826i,-0.0084173+0.018261i,-0.02802+0.0075372i,-0.03553+0.010444i,-0.026165+0.010296i,-0.015639+0.00016737i,-0.011929-0.00085175i,-0.0018954+0.007005i,0.0088562+0.0037992i,0.0089272-0.0069206i,0.0062276-0.0094395i,0.0079007-0.0033801i,0.011396+0.0035501i,0.010962+0.0083583i
-0.60744+0.016282i,-0.78739+0.072548i,-0.69412+0.058959i,-0.49528-0.0016387i,-0.31593-0.003888i,-0.12709+0.051274i,0.0059996+0.065668i,0.031499+0.038282i,0.0038245-0.010313i,-0.031642-0.033868i,-0.019464-0.0056336i,0.029792+0.018463i,0.050427+0.018404i,0.04041+0.015599i,0.022746+0.013676i,0.010254+0.011089i,0.0057462+0.0068135i,0.005892+0.0021735i,0.011758-0.0037213i,0.016446-0.0091731i,0.016213-0.0077121i,0.017203-0.006372i,0.019313-0.013682i
0.20756-0.25042i,0.045853-0.29661i,-0.23229-0.074329i,-0.30092+0.2176i,-0.17311+0.25765i,-0.083977+0.14206i,-0.024737+0.070095i,0.03162+0.023244i,0.04326+0.0072131i,0.042906+0.0089246i,0.018295-0.0048458i,-0.021502-0.0053194i,-0.025209+0.0053198i,-0.0077799+0.0056023i,0.0045645-0.005344i,0.0015289-0.016514i,-0.013052-0.014767i,-0.021808-0.0047909i,-0.019647+0.0010414i,-0.010426-0.00039113i,-0.0035114-0.0044911i,-0.0041752-0.0034025i,-0.0048097+0.00032913i
-0.12983+0.40282i,0.073046+0.65596i,0.39091+0.6488i,0.49426+0.34782i,0.34259+0.023406i,0.12759-0.15157i,-0.039108-0.17373i,-0.10739-0.11903i,-0.10244-0.076396i,-0.083151-0.047962i,-0.043857-0.017593i,0.0039244-0.0070623i,0.022272-0.014866i,0.017482-0.02038i,0.0093128-0.015502i,0.0060677-0.0042811i,0.012167+0.0050622i,0.024462+0.0087997i,0.029741+0.0070138i,0.02034+0.0019441i,0.0084108-0.0048182i,-0.0025233-0.011947i,-0.019065-0.0091444i
0.038536-0.48075i,-0.0081754-0.73056i,-0.019595-0.7097i,0.02431-0.46415i,0.026953-0.18244i,0.014056+0.047471i,0.045677+0.14459i,0.058231+0.11862i,0.045369+0.078634i,0.047385+0.048492i,0.019638+0.018885i,-0.030317+0.019916i,-0.047777+0.029741i,-0.039189+0.021595i,-0.023483+0.010455i,-0.010522-0.00038235i,-0.0099032-0.011348i,-0.018751-0.016661i,-0.022916-0.01503i,-0.014499-0.006621i,-0.0039212+0.0040081i,0.0060938+0.013166i,0.020557+0.014693i
0.18486+0.18704i,0.28647+0.14815i,0.2213-0.05971i,0.053353-0.24394i,-0.018254-0.25183i,0.0033494-0.17336i,0.017898-0.10022i,0.02717-0.051245i,0.01685-0.036675i,-0.0068259-0.01173i,0.0092652+0.01138i,0.035072-0.002836i,0.032984-0.015158i,0.019764-0.0082415i,0.01038+0.00512i,0.010257+0.01443i,0.012681+0.013018i,0.01208+0.0074398i,0.0080848+0.0036112i,0.001586+0.00010063i,0.00011644-0.005531i,0.0025078-0.0058953i,0.0037504+0.0018748i
0.0049649-0.058718i,-0.098595-0.04887i,-0.23502+0.037374i,-0.21654+0.16142i,0.0014562+0.20062i,0.21753+0.088184i,0.25435-0.051596i,0.15066-0.068874i,0.066263+0.010079i,0.044968+0.043926i,0.018786+0.019092i,-0.012323+0.012413i,-0.012386+0.019157i,-0.00085394+0.015885i,0.0057578+0.0035539i,0.0043508-0.011801i,-0.0043716-0.014561i,-0.011691-0.0026689i,-0.013145+0.0083105i,-0.0094401+0.011555i,-0.0072246+0.0080656i,-0.0078784-0.0038999i,-0.0070081-0.019478i
-0.18681+0.30227i,-0.20202+0.53355i,-0.09552+0.61226i,-0.022232+0.47256i,-0.12272+0.25757i,-0.28664+0.12428i,-0.32282+0.080795i,-0.21535+0.041608i,-0.10497-0.021974i,-0.065224-0.045492i,-0.041649-0.020629i,-0.012842-0.0082698i,-0.0023942-0.0070651i,-0.0005107-0.0019417i,-0.0037573+0.0057432i,-0.0089065+0.022277i,-0.0032991+0.033005i,0.00907+0.028373i,0.018928+0.017497i,0.016211+0.0075546i,0.0071696+0.005864i,0.0059271+0.014457i,0.0061185+0.026456i
0.14386-0.45074i,0.20824-0.69604i,0.23892-0.65956i,0.24319-0.40628i,0.23896-0.20558i,0.22298-0.10903i,0.16689-0.052076i,0.088962-0.007318i,0.047347+0.016735i,0.033362+0.0077878i,0.0091353-0.0037921i,-0.013602-0.0014917i,-0.022928-0.0074941i,-0.026651-0.01764i,-0.022585-0.023278i,-0.016937-0.032905i,-0.015734-0.039143i,-0.015848-0.03719i,-0.011429-0.028678i,-0.0011227-0.01578i,0.0023679-0.0046556i,-0.0064118+0.0034656i,-0.014154+0.0067384i
0.018028+0.56355i,0.075212+0.76143i,0.08053+0.59026i,-0.026742+0.25536i,-0.16907+0.13667i,-0.18645+0.18957i,-0.079852+0.18307i,-0.0028233+0.084925i,-0.020114+0.0032709i,-0.044351+0.001501i,-0.018825+0.019058i,0.0092116+0.01519i,0.016592+0.018271i,0.025651+0.022927i,0.03449+0.021441i,0.041286+0.025369i,0.044805+0.026447i,0.0361+0.019071i,0.019537+0.0088575i,0.0057705-0.0037284i,0.0042713-0.014721i,0.014648-0.018791i,0.025329-0.018903i
-0.33568-0.5922i,-0.55904-0.84282i,-0.61113-0.72744i,-0.42095-0.39037i,-0.10645-0.21822i,0.09464-0.25243i,0.089222-0.27389i,0.017489-0.19441i,0.0054039-0.088882i,0.024205-0.048887i,0.010161-0.049518i,-0.018015-0.04117i,-0.035242-0.034035i,-0.044276-0.025415i,-0.043091-0.018498i,-0.0455-0.021727i,-0.052406-0.019067i,-0.04597-0.0085515i,-0.028443-0.00055719i,-0.012941+0.0033188i,-0.0063594+0.002139i,-0.013108+0.00040694i,-0.021745+0.0036253i
0.57577+0.33076i,0.85546+0.53068i,0.82261+0.53703i,0.52335+0.33796i,0.19006+0.16106i,-0.013625+0.11346i,-0.049139+0.11174i,-0.0099147+0.091894i,0.0095276+0.065731i,0.010331+0.059485i,0.018378+0.052838i,0.032173+0.035139i,0.050261+0.01766i,0.056601-0.0031359i,0.04535-0.014341i,0.040855-0.011425i,0.044708-0.011053i,0.039087-0.015629i,0.024654-0.016793i,0.010592-0.013249i,0.0012331-0.010731i,-0.0008878-0.011088i,-0.0030163-0.013784i
-0.45847+0.012584i,-0.66421-0.027046i,-0.57216-0.034332i,-0.22249-0.0018024i,0.070921-0.0201i,0.1314-0.052507i,0.057025-0.029918i,0.0020314+0.0069011i,-0.0064765+0.0071074i,-0.014081-0.017123i,-0.028673-0.027567i,-0.03571-0.025824i,-0.042223-0.019074i,-0.044198+0.0041523i,-0.036192+0.026826i,-0.033217+0.034164i,-0.035959+0.038422i,-0.030278+0.039137i,-0.016834+0.029258i,-0.0031248+0.017212i,0.0081894+0.010108i,0.012579+0.011796i,0.014288+0.021089i
0.25383-0.15582i,0.45866-0.24334i,0.48661-0.33847i,0.24402-0.35456i,-0.019312-0.19886i,-0.056357-0.019631i,0.039264+0.024708i,0.078872-0.0023769i,0.049446-0.00042227i,0.028796+0.023076i,0.037288+0.029907i,0.045254+0.023249i,0.042676+0.010655i,0.030133-0.0063879i,0.017043-0.015736i,0.017205-0.019425i,0.019569-0.026631i,0.01281-0.028926i,0.0032087-0.022157i,-0.0063025-0.011959i,-0.009494-0.0031227i,-0.0026601-0.0016125i,0.003087-0.0062374i
-0.083027+0.11357i,-0.27751+0.22508i,-0.41974+0.34537i,-0.32196+0.3617i,-0.098473+0.21995i,0.0049332+0.045695i,-0.022761-0.032385i,-0.056387-0.031252i,-0.046049-0.021392i,-0.026721-0.025092i,-0.028234-0.022557i,-0.035764-0.011967i,-0.03285-0.00046657i,-0.014259+0.0083081i,0.0036258+0.0047004i,0.0029734-0.0022544i,-0.001383+0.0024126i,0.0036345+0.0097723i,0.012368+0.012989i,0.016281+0.011987i,0.010545+0.0068141i,0.0019126+0.002918i,0.0027977-0.0016378i
-0.0068374+0.057123i,0.073048-0.029494i,0.093451-0.15037i,-0.0067806-0.12522i,-0.092154-0.0045198i,-0.075678+0.031761i,-0.042673-0.0012153i,-0.027606-0.016381i,-0.016813-0.011859i,-0.009899+0.0011995i,0.0083857+0.013814i,0.030085+0.022203i,0.038603+0.023457i,0.026618+0.011355i,0.0079768+0.0029072i,0.0054192+0.0009948i,0.010311-0.0095895i,0.0070508-0.019264i,-0.00064975-0.017555i,-0.0044265-0.0092988i,-0.0058713-9.0883e-05i,-0.008742+0.0063848i,-0.013503+0.010565i
-0.094835-0.15224i,-0.082359-0.025624i,0.080514+0.21194i,0.24032+0.25808i,0.20555+0.12184i,0.077762+0.064292i,0.035063+0.076551i,0.039046+0.046984i,0.023932+0.0057386i,0.0047597-0.010717i,-0.014496-0.01044i,-0.031142-0.0065023i,-0.034446-0.006646i,-0.025315-0.0076427i,-0.019385-0.006445i,-0.022395+0.0021043i,-0.022796+0.015277i,-0.012541+0.018212i,0.0039122+0.0073589i,0.013612-0.0075703i,0.013746-0.013611i,0.011941-0.0075014i,0.008993-0.0030894i
0.28096+0.047527i,0.28289-0.11819i,0.080857-0.35695i,-0.077326-0.40543i,-0.029951-0.26641i,0.058336-0.16855i,0.051931-0.12467i,0.0087765-0.069887i,-0.01154-0.016537i,-0.0063144+0.014399i,0.0045764+0.018164i,0.010728+0.0085751i,0.015471+0.00010967i,0.014889-0.0025997i,0.017625+0.002265i,0.027211+0.0003i,0.02771-0.010201i,0.014771-0.0099072i,-0.002175+0.0027837i,-0.0096726+0.0099712i,-0.0095924+0.0023338i,-0.0084473-0.007476i,-0.0032474-0.0038861i
-0.27069+0.14483i,-0.2272+0.24388i,-0.018329+0.25304i,0.082953+0.15147i,0.012799+0.064954i,-0.034059+0.06951i,-0.0031852+0.060168i,0.023235+0.023901i,0.024417+0.0076487i,0.010313-0.0017199i,-0.009255-0.0086464i,-0.025661-0.0081615i,-0.038433-6.7295e-05i,-0.036486+0.011024i,-0.025984+0.013725i,-0.019448+0.016595i,-0.0087629+0.0247i,0.0039871+0.020353i,0.007193+0.0020546i,0.0024817-0.0091356i,0.001638-0.0063419i,0.0047205-0.0044519i,0.0011769-0.0086722i
0.082517-0.27079i,-0.058666-0.3057i,-0.29703-0.16691i,-0.3399-0.0048133i,-0.15751+0.0171i,-0.037413-0.052663i,-0.050318-0.052546i,-0.059021-0.0018539i,-0.038494+0.012084i,-0.01578+0.001693i,0.0042311-0.0084323i,0.011075-0.014608i,0.01104-0.018131i,0.011107-0.021782i,0.0092751-0.025316i,0.00029376-0.031897i,-0.016133-0.0342i,-0.025331-0.022711i,-0.018026-0.0035843i,-0.0049078+0.0088546i,-0.0017178+0.0096788i,-0.0078525+0.0091411i,-0.0095733+0.011544i
0.15425+0.26002i,0.32661+0.28896i,0.48029+0.17327i,0.43188+0.062814i,0.20851+0.065751i,0.068051+0.10251i,0.066821+0.072542i,0.074188+0.0058343i,0.049566-0.01962i,0.024493-0.0035293i,0.010029+0.0074651i,0.007113+0.0059418i,0.012834+0.0075451i,0.014139+0.011222i,0.0071619+0.015069i,0.0045486+0.020749i,0.012429+0.021339i,0.017562+0.010183i,0.0087013-0.0040854i,-0.0029401-0.0062114i,8.5168e-05+0.0009065i,0.012295+0.0059059i,0.015915+0.0035962i
-0.27203-0.048809i,-0.38669-0.0049498i,-0.3851+0.094403i,-0.25161+0.14052i,-0.08176+0.079614i,0.00092917-0.010049i,-0.0031606-0.05147i,-0.025312-0.040344i,-0.032903-0.019711i,-0.024725-0.014547i,-0.0099898-0.014761i,0.0014525-0.0086522i,0.0059573-0.0058386i,0.0063124-0.012402i,0.0068138-0.018457i,0.0021585-0.018917i,-0.0084084-0.011232i,-0.011752+0.0033666i,-0.0008695+0.010795i,0.0076888+0.0031542i,9.9038e-05-0.0061118i,-0.0085681-0.0067623i,-0.0041131-0.0035167i
