-3.7009e-05+0.00080734i,0.00010924+0.00044882i,-0.00058126-0.00062746i,-0.00091835-0.0013911i,-0.0020551+0.00026325i,-0.0024428+0.0023083i,-0.00052873+0.003224i,0.0011484+0.0025639i,0.0017278+0.0010733i,0.0016551-0.00039368i,0.0010815-0.0013791i,0.00063461-0.0019947i,0.00023587-0.0016189i,-0.00011768-0.00051057i,-0.00077742-3.5449e-05i,-0.0014584-1.4747e-05i,-0.0013693+0.00030705i,-0.0013167+0.00052871i,-0.001066+5.7712e-06i,-0.0010635-0.00043542i,-0.0011082+0.00034451i,-0.00073283+0.00086165i,6.4147e-05+0.00073431i
0.034044-0.027589i,-0.039332-0.16125i,-0.1986-0.37076i,-0.32181-0.45736i,-0.32023-0.32304i,-0.24072-0.14533i,-0.1442-0.045073i,-0.058291-0.002978i,-0.0091255+0.0083787i,0.0047575+0.011664i,0.0094732+0.011526i,0.014352+0.0043466i,0.0095707-0.005235i,0.00066348-0.0088134i,-0.0021308-0.0077512i,-0.0057492-0.0087937i,-0.014259-0.010528i,-0.019595-0.0094161i,-0.019142-0.006061i,-0.015364-0.00098885i,-0.0093659+0.0023962i,-0.004208+0.0024401i,-0.0022065+0.0011375i
-0.021124+0.040373i,0.028876+0.035594i,0.086428+0.035578i,0.073289+0.11271i,0.028161+0.19621i,0.017888+0.16355i,-0.0023873+0.059393i,-0.034174-0.0022009i,-0.039818-0.016227i,-0.02266-0.015946i,0.002389-0.011552i,0.016039-0.0099766i,0.017362-0.0073048i,0.01656-0.0065518i,0.0088477-0.0084733i,0.0021552-0.0057201i,0.0040066-0.0038358i,0.0080538-0.0051647i,0.008599-0.0055393i,0.0054479-0.0049329i,0.0029287-0.0052118i,-0.0018997-0.0071896i,-0.0085002-0.0081576i
0.0077958-0.03085i,0.13674+0.044104i,0.36435+0.14574i,0.48995+0.11441i,0.39093-0.03545i,0.21947-0.11641i,0.11722-0.082198i,0.056086-0.026731i,0.013493+0.0071783i,-0.0030329+0.016298i,-0.010499+0.012588i,-0.010665+0.015754i,0.0014225+0.016386i,0.010376+0.0085438i,0.010333+0.0012863i,0.0096541-0.0018815i,0.013577-0.0011324i,0.01721+0.00040053i,0.015092-0.0026008i,0.011603-0.0080377i,0.0076099-0.010066i,0.0049426-0.0078534i,0.0060838-0.0072285i
0.02764+0.0011831i,-0.065328+0.030991i,-0.23335+0.063243i,-0.32948+0.050193i,-0.28701+0.031397i,-0.18509+0.058905i,-0.085002+0.062384i,-0.022269+0.010692i,-0.0036675-0.027544i,-0.0022988-0.023255i,-0.00095721-0.0027903i,0.00061234+0.0060631i,-0.0047239+0.009275i,-0.0053389+0.015129i,0.0024033+0.011429i,0.00038688+0.0065342i,-0.011004+0.01168i,-0.017663+0.016394i,-0.015064+0.013038i,-0.008598+0.0081776i,-0.00081733+0.0057042i,0.0086+0.0021326i,0.014974-0.0020263i
-0.05696+0.06637i,-0.1929+0.063356i,-0.36924+0.046298i,-0.39264+0.090083i,-0.21142+0.14376i,-0.060032+0.11566i,-0.048913+0.065099i,-0.056623+0.036053i,-0.041052+0.005798i,-0.027506-0.010993i,-0.014873-0.015322i,-0.013384-0.014784i,-0.017064-0.0048034i,-0.012589+0.0029511i,-0.0052749+0.0056872i,-0.0029129+0.0051091i,-0.0086897+0.0007084i,-0.014426+0.00034264i,-0.011155+0.0062007i,-0.0017614+0.010206i,0.0045851+0.011051i,0.0044409+0.011521i,0.0013626+0.013008i
-0.025468-0.075536i,0.085832-0.17685i,0.28712-0.29585i,0.35726-0.35166i,0.19495-0.32507i,0.027726-0.24559i,0.0058416-0.14459i,0.049434-0.060104i,0.065697-0.01633i,0.038906-0.0054704i,0.0035019-0.0018841i,-0.012436-0.0032281i,-0.01515-0.012462i,-0.015901-0.01247i,-0.012014-0.006555i,-0.0039929-0.01309i,0.0015817-0.028368i,0.0039044-0.034806i,0.0049901-0.0275i,0.0034864-0.015789i,-0.00037565-0.0052409i,-0.0041794+0.0038688i,-0.0064393+0.0086534i
0.084213-0.059674i,0.18327-0.067767i,0.26578-0.072881i,0.23565-0.079367i,0.13801-0.030788i,0.093529+0.02279i,0.088108+0.00059503i,0.054996-0.031891i,0.021945-0.028823i,0.011288-0.017784i,0.013113-0.010095i,0.019695-0.010858i,0.013845-0.013875i,0.00229-0.0073419i,-0.0010545+0.0015772i,0.0043907+0.0080722i,0.014546+0.0095101i,0.016609+0.0025326i,0.007396-0.0045953i,-0.0027878-0.005054i,-0.0076631-0.0030399i,-0.0081241-0.0047752i,-0.0071752-0.0093588i
0.009739+0.13613i,-0.093541+0.30532i,-0.23539+0.49631i,-0.24015+0.52871i,-0.086021+0.35211i,0.027045+0.18354i,0.016743+0.14732i,-0.021235+0.14235i,-0.02852+0.10263i,-0.011513+0.04756i,0.0046457+0.006026i,0.012901-0.0053814i,0.020467-0.0027079i,0.020334-0.0053369i,0.012729-0.002337i,0.011011+0.011267i,0.015622+0.023592i,0.019653+0.025725i,0.018419+0.020895i,0.012383+0.015544i,0.0079789+0.010268i,0.0057627+0.0046437i,0.0044953+0.0008178i
-0.11619+0.015286i,-0.1792-0.005736i,-0.20033-0.036718i,-0.17441-0.035376i,-0.15692-0.013646i,-0.16292+0.011366i,-0.12095+0.035023i,-0.038588+0.026073i,0.01109+0.00080228i,0.016883-0.0067427i,0.0028757+0.0007967i,-0.0066402+0.012416i,-0.0028427+0.0094911i,-0.001842-0.0035557i,-0.010159-0.010903i,-0.023327-0.011839i,-0.031626-0.0087538i,-0.024428-0.0017545i,-0.0065037+0.0037302i,0.0068477+0.0022457i,0.0089696+0.00021728i,0.0061975+0.0023003i,0.0019618+0.0049131i
0.0099392-0.17335i,0.051169-0.36923i,0.10301-0.57647i,0.10969-0.60713i,0.086633-0.41209i,0.059929-0.22775i,-0.004502-0.17718i,-0.06161-0.14303i,-0.061778-0.083105i,-0.037257-0.033391i,-0.015788-0.004744i,-0.0064605-0.0022421i,-0.0077987-0.0024936i,-0.0044243+0.0070754i,0.0003153+0.0083147i,0.00023473-0.00048733i,-0.0018231-0.0072689i,-0.007614-0.0063682i,-0.012175-0.0019886i,-0.013089+0.0012052i,-0.015072+0.0018626i,-0.015587-0.00052229i,-0.013834-0.0047882i
0.11612+0.058659i,0.17454+0.13832i,0.17652+0.21783i,0.13378+0.20522i,0.094785+0.10131i,0.078059+0.018733i,0.070338+0.0068919i,0.051352+0.028359i,0.030359+0.041304i,0.019943+0.028898i,0.016414+0.0053884i,0.017023-0.0060535i,0.019094-0.0047166i,0.019383-0.0061215i,0.023898-0.0084973i,0.033824-0.0081233i,0.038146-0.0053637i,0.028086-0.0027126i,0.010669-0.00032587i,-0.0012801+0.0050283i,-0.0023885+0.0068415i,0.0026949+0.00072764i,0.007768-0.0098574i
-0.056395+0.14434i,-0.050327+0.30657i,0.03101+0.46825i,0.11771+0.51385i,0.097447+0.43211i,0.04969+0.32321i,0.082542+0.20733i,0.11366+0.073918i,0.080573-0.012787i,0.037157-0.029145i,0.014123-0.013575i,0.0083529+0.0076787i,0.010289+0.013149i,0.0069807+0.004394i,-0.0044854-0.00035434i,-0.017952+0.0065942i,-0.024378+0.016564i,-0.017932+0.016402i,-0.0060087+0.0084976i,0.0020189+0.00041649i,0.0068321-0.0057505i,0.010828-0.0050725i,0.014667+0.0031017i
-0.10264-0.12755i,-0.18674-0.24914i,-0.24457-0.34842i,-0.22643-0.33351i,-0.146-0.23131i,-0.095087-0.13582i,-0.098333-0.061124i,-0.09329-0.0056293i,-0.062519+0.01347i,-0.035215+0.011782i,-0.022309+0.007424i,-0.024552+0.0052616i,-0.02264+0.015051i,-0.0071864+0.027948i,-0.0012718+0.030164i,-0.010291+0.021774i,-0.018896+0.010777i,-0.01856+0.0053045i,-0.01249+0.0043976i,-0.0095279+0.0033424i,-0.011842+0.0042593i,-0.014564+0.011844i,-0.0132+0.02223i
0.084444-0.071718i,0.060463-0.13847i,-0.075698-0.17659i,-0.22506-0.1439i,-0.24378-0.078466i,-0.17419-0.048843i,-0.11938-0.014468i,-0.062424+0.049256i,-0.0017812+0.07226i,0.022995+0.044744i,0.016181+0.011729i,0.00019867-0.0066064i,-0.013813-0.0070918i,-0.015639+0.00058067i,-0.00072339-0.0023174i,0.01709-0.020139i,0.022754-0.036351i,0.01514-0.03582i,0.0024667-0.023057i,-0.0028209-0.009168i,-1.059e-05-0.001896i,-0.0012871-0.0061107i,-0.011511-0.014193i
0.049363+0.15058i,0.1537+0.27345i,0.28015+0.34625i,0.33097+0.30975i,0.2705+0.21309i,0.19083+0.13434i,0.1383+0.047842i,0.066771-0.031478i,0.0038209-0.048338i,-0.0098233-0.030073i,0.0064964-0.010298i,0.025461-0.0029285i,0.020146-0.010217i,-0.0067801-0.015576i,-0.022114-0.0087037i,-0.015829+0.0049472i,-0.002116+0.013794i,0.0041856+0.011221i,0.0050109+0.0041554i,0.0070741-0.0021586i,0.0081016-0.010496i,0.0069434-0.020228i,0.0047486-0.027285i
-0.10823-0.032656i,-0.13648-0.06376i,-0.065242-0.12964i,0.0035004-0.20125i,-0.050071-0.20463i,-0.12238-0.13404i,-0.11101-0.054031i,-0.065478-0.024507i,-0.03848-0.020036i,-0.024323-0.0086318i,-0.015039-0.0026962i,-0.010546-0.0011255i,-0.0035689-0.0015858i,0.0047513-0.0023138i,0.0025296+0.0047061i,-0.0054932+0.018616i,-0.0073661+0.029069i,0.00030254+0.028794i,0.0087252+0.0198i,0.0070611+0.010542i,0.0014208+0.010979i,0.0067049+0.020142i,0.021222+0.02302i
0.0021893-0.11824i,-0.088429-0.19352i,-0.24484-0.17263i,-0.33064-0.059025i,-0.27436+0.017398i,-0.17708+0.033242i,-0.089379+0.046561i,0.0074576+0.044753i,0.05992+0.009204i,0.040033-0.01569i,0.00094314-0.012479i,-0.021912-0.0055783i,-0.023026-0.00082368i,-0.0057803-0.0018257i,0.0085906-0.014171i,0.0066432-0.030438i,-0.0020199-0.037232i,-0.0097887-0.028942i,-0.014736-0.01281i,-0.011305-0.00057105i,-0.0033211+0.0052468i,-0.00034979+0.0082478i,-0.0018916+0.012849i
0.099623+0.10762i,0.17424+0.20719i,0.18968+0.26559i,0.15754+0.21141i,0.17375+0.074065i,0.2072-0.050527i,0.16868-0.091866i,0.080312-0.055278i,0.018071+0.0018024i,0.0095446+0.027596i,0.026811+0.019975i,0.035363+0.0045204i,0.024131-0.0041679i,0.0043252-0.0052314i,-0.0026221-0.0010937i,0.0050854+0.0012211i,0.009084-8.9545e-05i,0.0015929-0.0011206i,-0.0067135+0.00059068i,-0.0042911+0.00068373i,-0.00056843-0.00671i,-0.009642-0.014725i,-0.023478-0.012769i
-0.067893+0.037345i,-0.05027+0.021531i,0.03788-0.072951i,0.08457-0.19213i,0.016244-0.19771i,-0.045061-0.093334i,-0.044797-0.011446i,-0.045689+0.029056i,-0.039374+0.055769i,-0.010345+0.046572i,0.005354+0.019062i,0.0078316+0.0039254i,0.0098522-0.0037955i,0.0080354-0.001773i,0.0045691+0.013705i,0.0038953+0.031778i,0.0073427+0.039672i,0.015666+0.026254i,0.020557+0.0014012i,0.013588-0.0084825i,0.0064236-0.00035621i,0.0094026+0.007217i,0.013372+0.0034423i
-0.073982-0.13395i,-0.17705-0.24047i,-0.2495-0.29701i,-0.18161-0.23384i,-0.041097-0.096096i,-0.0045048+0.032454i,-0.03912+0.11007i,-0.033378+0.10049i,-0.021108+0.02857i,-0.038799-0.011057i,-0.050789-0.0014849i,-0.042429+0.011528i,-0.021537+0.016612i,-0.0018635+0.012991i,-0.0033408-0.0003237i,-0.021636-0.013394i,-0.033141-0.021066i,-0.02893-0.021563i,-0.020139-0.014874i,-0.016971-0.0038226i,-0.01345+0.0074401i,-0.0052795+0.011864i,0.0029445+0.007174i
0.11224+0.043935i,0.18592+0.11155i,0.2326+0.20465i,0.23533+0.22025i,0.19185+0.10627i,0.10619-0.030898i,0.022197-0.067547i,-0.0084962-0.03932i,-0.0064224-0.021358i,-0.0002493-0.013123i,0.013416-0.010389i,0.023119-0.016857i,0.015108-0.020247i,-0.0016602-0.015284i,-0.0093816-0.012727i,-0.0066819-0.021262i,-0.0052315-0.026983i,-0.0049272-0.012012i,0.0015287+0.010398i,0.0074546+0.015173i,0.0008004+0.0047435i,-0.01675-0.0034923i,-0.027935-0.0028162i
0.014407+0.083701i,0.12327+0.14212i,0.24125+0.17645i,0.24016+0.18935i,0.13131+0.20135i,0.054058+0.15134i,0.025312+0.014496i,-0.012911-0.078861i,-0.023584-0.073772i,-0.0052246-0.05001i,0.0040651-0.035103i,0.0099703-0.021444i,0.008161-0.020224i,0.00075183-0.01597i,0.010801-0.0010927i,0.035481+0.0094069i,0.054173+0.012856i,0.053803+0.009989i,0.041166+0.00091904i,0.02722-0.0092138i,0.015669-0.013975i,0.010437-0.014848i,0.0094892-0.011811i
-0.12443-0.073215i,-0.2666-0.11455i,-0.37093-0.14404i,-0.32327-0.10863i,-0.16048-0.021139i,-0.022417+0.035784i,0.030795+0.040292i,0.024032+0.012464i,-0.0094755-0.0079222i,-0.034756+0.0047427i,-0.039622+0.024497i,-0.034172+0.032648i,-0.011883+0.034716i,0.015934+0.022702i,0.018168+0.0068522i,0.0033711+0.0089863i,-0.0061486+0.015114i,-0.014664+0.0090881i,-0.023902+0.0034229i,-0.024218+0.0064269i,-0.012341+0.0083138i,0.0074121+0.0034599i,0.021342-0.0050463i
0.065726-0.00018125i,0.020131+0.0041516i,-0.092497+0.046786i,-0.18261+0.084346i,-0.18956+0.050223i,-0.13114+0.010929i,-0.023753+0.021994i,0.080502+0.027984i,0.11237+0.0090503i,0.086857-0.0038544i,0.051679-0.011365i,0.022418-0.013175i,0.01085-0.0020306i,0.007394+0.0036435i,-0.0060387-0.0019715i,-0.027352-0.0032489i,-0.042715+0.0042139i,-0.041113+0.01546i,-0.025865+0.02303i,-0.0092047+0.022163i,-0.0027161+0.016398i,-0.0077329+0.01343i,-0.015166+0.011354i
0.041664+0.082905i,0.17895+0.10147i,0.30605+0.068581i,0.26672+0.020901i,0.12385+0.020077i,0.03831+0.031268i,0.0022962+0.014638i,-0.0074589+0.0084337i,0.017255-0.0050928i,0.024929-0.038985i,0.017013-0.042001i,0.020562-0.024541i,0.0059202-0.015036i,-0.014968-0.0028327i,-0.010971+0.0055152i,0.0050903-0.0022329i,0.017458-0.013998i,0.022496-0.01996i,0.01815-0.020957i,0.0080276-0.018803i,-0.00027263-0.013929i,-0.0072764-0.0071523i,-0.010604+0.00075963i
-0.11403-0.066008i,-0.17639-0.084261i,-0.17218-0.12794i,-0.12083-0.17555i,-0.10647-0.14365i,-0.10839-0.028847i,-0.082544+0.087432i,-0.04951+0.1377i,-0.029382+0.12425i,-0.022731+0.085632i,-0.020361+0.055222i,-0.013749+0.035168i,-0.0052854+0.015201i,0.0030781+0.0046554i,0.010983+0.0050414i,0.013982+0.0050264i,0.010336-0.0022684i,0.0024498-0.011499i,-0.0056661-0.010739i,-0.0083861-0.0029494i,-0.0012916-0.00058318i,0.0093382-0.0074506i,0.017767-0.016659i
0.060942-0.0094556i,-0.0078585+0.0062957i,-0.12959+0.051755i,-0.16906+0.096707i,-0.11063+0.099804i,-0.057542+0.083386i,-0.014213+0.069577i,0.018291+0.038469i,0.020657+0.018442i,0.022825+0.01352i,0.01434-0.0042326i,-0.0075914-0.013864i,-0.0076837-0.010265i,0.0016759-0.0087009i,0.00062969-0.0039875i,-0.0035732+0.0060065i,-0.0062576+0.01646i,-0.0054267+0.023718i,0.00013461+0.021437i,0.0049389+0.012586i,0.0059969+0.0058835i,0.0064656+0.0039066i,0.0037628+0.0037249i
0.006643+0.11929i,0.071759+0.15302i,0.15622+0.15258i,0.17589+0.092748i,0.12839-0.034897i,0.052043-0.14596i,-0.053804-0.16878i,-0.12283-0.11551i,-0.10922-0.059355i,-0.058916-0.036993i,-0.016466-0.027071i,0.0089618-0.018612i,0.011037-0.009651i,0.001449-0.001512i,-0.00090533-0.003084i,0.0024298-0.014839i,0.0065241-0.021642i,0.011114-0.0156i,0.0099236-0.0070911i,0.0023367-0.0031778i,-0.0057192+0.0031012i,-0.0094568+0.013701i,-0.0077026+0.021647i
-0.18152-0.064562i,-0.197-0.092257i,-0.1266-0.13955i,-0.060924-0.1886i,-0.063615-0.16524i,-0.092238-0.070988i,-0.083361+0.0035933i,-0.044473+0.0279i,-0.0067295+0.021581i,0.0059004+0.0098897i,0.003486+0.0094352i,0.0014526+0.015639i,-0.0011352+0.015437i,-0.0032882+0.0078143i,-0.0061121+0.0021959i,-0.0082921+0.0038479i,-0.0069655+0.005348i,-0.010253+0.00063896i,-0.013962+0.00037983i,-0.0082509+0.0053806i,-0.0011432+0.0060209i,-0.00091444-0.00083667i,-0.002287-0.0092741i
0.081401-0.16586i,-0.0012001-0.22086i,-0.10555-0.21944i,-0.081752-0.16485i,0.045939-0.063928i,0.1318-0.00034624i,0.14115-0.0037286i,0.11536-0.033688i,0.069176-0.035126i,0.035926-0.012045i,0.015108-0.0040692i,-0.0088305-0.0065696i,-0.015221-0.0039803i,-0.0073562-0.0002523i,-0.0019997+0.0075237i,0.0042283+0.020583i,0.0089077+0.027027i,0.0060556+0.022135i,-0.0013433+0.010877i,-0.0058662+0.00065802i,-0.0040556-0.0076684i,-0.0028409-0.013804i,-0.0072507-0.013974i
0.13347+0.16132i,0.20057+0.18154i,0.20105+0.17982i,0.14922+0.17058i,0.071991+0.085207i,0.0029572-0.029344i,-0.025019-0.083805i,-0.03418-0.067132i,-0.029112-0.015836i,-0.0011985+0.017229i,0.026872+0.007653i,0.037637-0.011577i,0.034982-0.016333i,0.023265-0.013624i,0.0098934-0.012272i,-0.00084884-0.019415i,-0.007472-0.026909i,-0.008238-0.022813i,-0.0067213-0.0093899i,-0.005431+0.0024432i,-0.0018843+0.0084067i,0.0057805+0.011532i,0.010982+0.011874i
-0.23838+0.078233i,-0.21444+0.16561i,-0.023232+0.19964i,0.09763+0.19214i,0.055694+0.20028i,0.0093832+0.19557i,0.01464+0.14202i,0.019677+0.067557i,0.0054397+8.5654e-05i,-0.02275-0.0272i,-0.030889+0.002666i,-0.0090874+0.034604i,0.0028629+0.033325i,0.00079281+0.021571i,-0.002555+0.0099488i,-0.010329+0.0019867i,-0.016252+0.00086217i,-0.01273-0.0043164i,-0.0024063-0.01112i,0.0058607-0.010091i,0.0073132-0.0010341i,0.0055052+0.0063546i,0.0040458+0.00074178i
-0.02076-0.34507i,-0.11315-0.46326i,-0.21008-0.36696i,-0.19357-0.17126i,-0.07368-0.061504i,0.039478-0.012292i,0.08484+0.042712i,0.080291+0.071468i,0.04596+0.050433i,-0.0020516+0.022723i,-0.036296+0.012386i,-0.052467+0.0083194i,-0.047243+0.013025i,-0.022749+0.018049i,0.0014825+0.017094i,0.018708+0.017383i,0.029902+0.016405i,0.028157+0.0087527i,0.01371-0.0043863i,-0.0021918-0.012283i,-0.010988-0.01187i,-0.013927-0.010644i,-0.012218-0.0099059i
0.30431-0.017655i,0.31492-0.067341i,0.078488-0.082116i,-0.16254-0.031645i,-0.19394+0.018089i,-0.14529+0.018819i,-0.097509+0.019523i,-0.02507+0.030128i,0.032083+0.041922i,0.06646+0.027447i,0.064106-0.031959i,0.022486-0.076006i,-0.010778-0.070852i,-0.02044-0.046847i,-0.017173-0.029154i,-0.012543-0.023746i,-0.011353-0.020721i,-0.0058286-0.0092035i,0.0037768+0.0078621i,0.010305+0.014415i,0.011867+0.0067746i,0.010491-0.00036314i,0.011079+0.0027176i
-0.060868+0.44736i,0.034235+0.60646i,0.1863+0.43963i,0.22185+0.09727i,0.13191-0.08265i,0.052471-0.08458i,-0.0067972-0.075851i,-0.07524-0.074677i,-0.097707-0.058218i,-0.069617-0.03406i,-0.017483-0.0019511i,0.03234+0.011852i,0.037675-0.0019471i,0.010571-0.010033i,-0.0096962-0.00042061i,-0.014602+0.0092982i,-0.013537+0.012822i,-0.0099237+0.014961i,-0.00079337+0.014059i,0.0068562+0.011002i,0.0078123+0.017379i,0.0094005+0.029371i,0.010928+0.030469i
-0.23971-0.21255i,-0.23659-0.28381i,-0.032499-0.30213i,0.14983-0.30798i,0.11801-0.26471i,-0.0013379-0.13462i,-0.036209-0.0022515i,-0.010314+0.042984i,-0.003666+0.027914i,-0.021287+0.02846i,-0.02461+0.052923i,-0.0071461+0.063091i,0.016895+0.047128i,0.029409+0.023316i,0.024591+0.011561i,0.023935+0.013261i,0.02974+0.010709i,0.021821-0.0013784i,-0.0017507-0.0081253i,-0.019861-6.326e-05i,-0.022345+0.0087813i,-0.02138+0.0067111i,-0.024043-0.00066863i
0.18057-0.424i,0.10314-0.62694i,-0.06744-0.45397i,-0.087748-0.018611i,0.033934+0.25392i,0.10843+0.27358i,0.13106+0.18536i,0.13698+0.069682i,0.10985-0.011869i,0.078789-0.046497i,0.030692-0.073295i,-0.029152-0.074624i,-0.043428-0.045405i,-0.023546-0.023019i,-0.011854-0.017032i,-0.016072-0.015192i,-0.024483-0.011797i,-0.025443-0.0059476i,-0.018406-0.0010328i,-0.0075956-0.0080308i,-0.0062066-0.028725i,-0.019852-0.048412i,-0.028071-0.049101i
0.24012+0.56019i,0.34879+0.8771i,0.26309+0.89861i,0.053672+0.67611i,-0.066573+0.41957i,-0.043476+0.17331i,-0.021093+0.010695i,-0.049003-0.025469i,-0.069047-0.011473i,-0.062293-0.00018031i,-0.017408-0.00021375i,0.031753-0.015038i,0.039324-0.02156i,0.027889-0.013145i,0.021024-0.0065817i,0.0071052-0.0042264i,-0.011578+0.0030403i,-0.014823+0.0089642i,-0.0044869+0.0027171i,0.0016736-0.0025319i,0.0083476+0.0021357i,0.024431+0.0082097i,0.038319+0.006872i
-0.20959+0.28888i,-0.12216+0.42386i,0.03511+0.32564i,-0.01383+0.10035i,-0.19531+0.0079041i,-0.264+0.055927i,-0.20336+0.12991i,-0.066788+0.15295i,0.03022+0.080773i,0.01541+0.034851i,0.01663+0.067637i,0.063627+0.065632i,0.069156+0.026015i,0.04606+0.0036484i,0.025706-0.0024192i,0.02559+0.00015711i,0.041429-0.0036303i,0.043599-0.012662i,0.033049-0.0099861i,0.023421+0.0071334i,0.021383+0.031885i,0.025327+0.048944i,0.024563+0.04869i
-0.40228-0.61163i,-0.72263-0.92365i,-0.79343-0.8917i,-0.50215-0.60167i,-0.12384-0.35218i,0.053045-0.16691i,0.071398-0.027109i,0.061974+0.020213i,0.063244+0.007219i,0.053888-0.027757i,0.0030434-0.040925i,-0.049846-0.011069i,-0.057704+0.020927i,-0.043012+0.034283i,-0.032334+0.031694i,-0.025754+0.023824i,-0.012444+0.016859i,0.0043816+0.011626i,0.014152+0.0070676i,0.0090836-0.0047718i,-0.014789-0.015466i,-0.043158-0.014491i,-0.053839-0.0061565i
0.2831+0.095602i,0.29865+0.19601i,0.17043+0.20406i,0.043002+0.04351i,-0.046664-0.12012i,-0.12032-0.18265i,-0.15885-0.18365i,-0.17799-0.10355i,-0.1287+0.018813i,-0.039927+0.037093i,-0.025054-0.0075837i,-0.038667-0.006118i,-0.021904+0.01012i,0.00010652+0.0089945i,0.0069152-0.0031006i,-0.013364-0.010805i,-0.039264+0.00204i,-0.048753+0.018395i,-0.048503+0.024764i,-0.040066+0.020404i,-0.024581-0.0027913i,-0.011045-0.036803i,-0.0042477-0.056866i
0.28405+0.37392i,0.66858+0.45103i,0.8815+0.267i,0.63864+0.02291i,0.17518-0.0019604i,-0.087395+0.1152i,-0.10576+0.15044i,-0.04835+0.075116i,-0.024787-0.0095177i,-0.024894-0.011152i,0.010464+0.021266i,0.051332+0.0062348i,0.045383-0.027402i,0.019535-0.035583i,0.010856-0.025177i,0.017874-0.020805i,0.012343-0.025176i,-0.011004-0.017565i,-0.020634+0.0025815i,-0.0023449+0.01691i,0.021365+0.017283i,0.034332+0.013937i,0.037323+0.013114i
-0.57578-0.23052i,-0.88432-0.27055i,-0.77426-0.17862i,-0.32293-0.036253i,0.025406+0.0027355i,0.14068-0.0030699i,0.18735+0.036504i,0.19307+0.027661i,0.12974-0.025333i,0.063244-0.046483i,0.022446-0.042398i,-0.0099525-0.019946i,-0.024127+0.012394i,-0.022066+0.036381i,-0.010604+0.044937i,0.0054637+0.035184i,0.021353+0.015326i,0.042236-0.009517i,0.051238-0.033357i,0.030978-0.035368i,0.0054917-0.0059021i,-0.0010147+0.034772i,0.0024507+0.052074i
0.014344-0.062112i,-0.17129+0.10484i,-0.33541+0.37412i,-0.25395+0.45348i,-0.063505+0.26408i,0.010232+0.02321i,-0.020527-0.087422i,-0.049404-0.039612i,-0.014458+0.040628i,0.015763+0.032253i,-0.013558+0.00077717i,-0.027368+0.0064751i,-7.2205e-05+0.010982i,0.023646+0.0030947i,0.019547-0.0026692i,-0.0032365+0.0050636i,-0.0095729+0.015451i,-0.0020668+0.010626i,-0.0068749+0.0076551i,-0.015559+0.014615i,-0.017499+0.0071779i,-0.023085-0.019613i,-0.031044-0.038567i
0.38786-0.099582i,0.62448-0.32868i,0.50987-0.44245i,0.12657-0.29409i,-0.10562-0.088301i,-0.16946+0.034345i,-0.20655+0.10899i,-0.18267+0.11514i,-0.13599+0.074733i,-0.088583+0.06752i,-0.016296+0.046746i,0.01952-0.013496i,0.0050502-0.045525i,-0.010972-0.039857i,-0.013083-0.029689i,-0.0065822-0.031918i,-0.015261-0.031582i,-0.039768-0.00010891i,-0.038709+0.041373i,-0.012352+0.0448i,-0.0023858+0.015547i,-0.012872-0.0047369i,-0.013027-0.0023355i
-0.36993-0.040163i,-0.52676-0.086376i,-0.44532-0.15403i,-0.22356-0.19051i,-0.10896-0.15784i,-0.094128-0.061158i,-0.041068+0.030395i,0.034601+0.027158i,0.042212-0.028617i,0.014188-0.056565i,-0.0021302-0.054058i,-0.015686-0.024429i,-0.014679+0.017941i,-0.0023121+0.035733i,0.0028215+0.026552i,0.0057482+0.014538i,0.01408+0.0081336i,0.02598-0.0046652i,0.023844-0.027089i,0.0051674-0.031147i,-0.0028091-0.0066902i,0.01259+0.019674i,0.029217+0.028728i
0.17476+0.35877i,0.29794+0.65577i,0.38543+0.60434i,0.36175+0.21837i,0.23484-0.039904i,0.11401-0.10317i,0.019162-0.12764i,-0.043507-0.084812i,-0.025512-0.023351i,-0.0060961-0.014019i,-0.009496+0.012472i,0.021297+0.046149i,0.046538+0.029039i,0.032337-0.0060567i,0.0070567-0.012397i,-0.0040172+0.0075497i,0.0047236+0.014452i,0.0089291-0.0079088i,-0.0079017-0.020051i,-0.017763-0.0069959i,-0.0042496-0.0084658i,0.0018569-0.034843i,-0.019023-0.048192i
0.17799-0.10019i,0.20656-0.28327i,0.081216-0.35832i,-0.070252-0.23793i,-0.092477-0.12677i,-0.067872-0.12312i,-0.067517-0.11146i,-0.049948-0.057465i,-0.0073644-0.0043484i,0.042993+0.020619i,0.060771-0.002961i,0.031913-0.03632i,-0.0052961-0.035382i,-0.015093-0.0086875i,0.00094282+0.0048804i,0.0025827-0.014216i,-0.021567-0.027343i,-0.031028-0.0039021i,-0.0079297+0.021936i,0.011246+0.020385i,0.0035389+0.010956i,-0.0090362+0.01535i,-0.0067541+0.023283i
-0.62-0.33525i,-0.95392-0.40413i,-0.86971-0.17774i,-0.44187+0.086755i,-0.11819+0.098889i,-0.011873+0.059912i,0.06467+0.067414i,0.13366+0.018499i,0.12599-0.048317i,0.072926-0.084181i,0.0084561-0.081515i,-0.037066-0.0376i,-0.035144+0.016357i,-0.0084427+0.052571i,0.0070727+0.056093i,0.0065705+0.043838i,0.0091314+0.035171i,0.016161+0.021188i,0.0072518+0.0024036i,-0.01202-0.00054342i,-0.015849+0.016551i,-0.00051724+0.028036i,0.014652+0.019574i
