-0.0017607+0.00059019i,-0.0001784-0.00077423i,0.0012421-0.0028261i,0.002626-0.004173i,0.0021698-0.0045852i,0.00027892-0.0025846i,-0.00029994+0.00025185i,0.00030155+0.00085986i,0.00046505+0.00018405i,0.00046947-0.0001776i,7.4172e-05-0.00068281i,-0.00060406-0.00085606i,-0.001085-0.0009199i,-0.0013808-0.00063096i,-0.0011318-0.00017495i,-0.00047815+0.00045945i,-9.8055e-05+0.00066051i,-0.00032784+8.38e-05i,0.00016893+7.0716e-05i,0.00056013+0.00046591i,0.00043384+0.00076326i,0.00060422+0.00015381i,0.00041848-0.00082936i
0.00039124-0.00067675i,0.0017093+0.0011933i,0.003442+0.0019302i,0.0052065+0.0020441i,0.0046442+0.0005705i,0.0019739-0.00013538i,0.00030024-0.00057162i,-0.00037877-0.00078551i,-0.00015239+2.8365e-05i,0.00030541+0.00073625i,-2.9361e-05+0.00058055i,-0.0003432+9.686e-07i,-0.0004551-0.00058462i,-0.00023056-0.00046613i,-8.054e-05-0.00024951i,-0.00049395-0.00014756i,-0.00095133+0.00039261i,-0.0010344+0.00035967i,-0.0010468+0.00037289i,-0.00070457+0.00055481i,-0.00013149+6.8274e-05i,0.00013326-0.00055167i,0.00014341-0.00081772i
0.0015323+0.00033583i,0.0030995+0.0015571i,0.0053176+0.0025377i,0.0064831+0.00078167i,0.0059794-0.0014604i,0.0037906-0.00097321i,0.0024396+0.00022337i,0.0015257-0.00011176i,0.00088702-0.00040649i,0.0007744-0.00017955i,0.00026201-0.00017488i,-0.00038541-0.00045766i,-0.00015028-0.0006687i,-0.00016308-0.0006623i,-0.0011346-0.00021665i,-0.0012182-0.00011284i,-0.00084993+0.00032568i,-0.00024635+0.00092832i,2.9687e-05+0.0010433i,-0.00020316+0.00049306i,-7.3615e-05-0.00034239i,-0.00031225-0.0010022i,-0.00045856-0.001352i
-0.0010627+0.0014875i,0.0003595+0.0022352i,0.0037166+0.0032779i,0.006767+0.001838i,0.0061149-0.00061097i,0.002864-0.00054856i,0.00056419+0.0003417i,0.00018056+0.00016362i,0.00030675+0.00015511i,0.00036843+0.00077849i,0.00027216+0.00037318i,-0.00012811+0.00010787i,-0.00056001+0.00060401i,-0.00097258+0.0001309i,-0.00050512-0.00013911i,-0.00047744+0.00016832i,-0.00092798-0.00013149i,-0.00091767+0.000432i,-0.0007262+0.0015722i,-0.00043608+0.0014343i,-0.00019157+0.00013236i,0.00010302+0.00021189i,0.00023676+0.00091972i
0.00054323-0.00057988i,0.0010142-0.00029148i,0.002908+0.00053993i,0.0063364-0.00021247i,0.0061081-0.0013857i,0.0022837-0.00095702i,0.00021681-0.00029294i,0.00033669+0.00016936i,0.00035015+0.00060537i,0.00077183+0.00028864i,0.0015133-1.3786e-05i,0.0012682+0.00042128i,0.00074444+0.00021503i,9.1424e-05-0.0003766i,-0.00024523+0.00014215i,-0.00024906+0.00058708i,-0.00045568+0.00040858i,-0.00071588+0.00074056i,-0.00013809+0.0012515i,0.0004688+0.0015767i,0.00025467+0.00097798i,-0.00024386+0.00028232i,-0.0001819+0.00031591i
0.0011445-0.00014039i,0.002152-9.6285e-05i,0.0043157-0.00016633i,0.0065712+0.00036552i,0.005519-0.00014777i,0.0017957-0.00078636i,4.3373e-05-0.00041731i,0.00033448-0.00047577i,0.0005085-0.00083273i,0.00090992-0.00089779i,0.00060766-0.00034855i,-0.00037886-0.00032335i,-0.00076564-0.0003873i,-0.00067256-0.00051599i,-0.00044663-0.00054145i,-0.00091439+0.00014104i,-0.001328+0.00039832i,-0.00063968+0.00051852i,-3.7504e-05+0.00041091i,0.00056678-9.65e-05i,0.00034683-0.00033229i,6.7708e-05+4.9091e-05i,0.00042448+0.00032936i
0.0018311+0.0019583i,0.0029641+0.0034516i,0.0053248+0.0039592i,0.0068679+0.0025595i,0.0051713-0.00012445i,0.0011532-0.00080353i,-0.00048095-0.00013215i,0.00074661-0.00032007i,0.0013172-0.00044207i,0.00087146-0.00054892i,0.0010047-0.00038865i,0.00058024-0.00014435i,-9.8456e-05-2.1991e-06i,-7.5363e-05-5.418e-05i,0.00058829+0.00034084i,0.00079234+0.00039015i,-0.0001846+9.0216e-05i,-0.0012385+1.7122e-05i,-0.00031543+2.4455e-05i,0.00012533-0.0005855i,-0.00048004-0.00081923i,-0.00040127-0.00048913i,-0.00011331-0.00025586i
-0.00048246+0.00047691i,0.00049263+0.0013362i,0.00283+0.00054077i,0.0045131+0.00029847i,0.004023+0.0002123i,0.0024625+0.00031322i,0.0013533+0.00033249i,0.00065124+0.00025411i,0.00031247-7.2199e-05i,0.0003013-0.00047494i,0.00041184-0.0002958i,0.00059215-8.6711e-05i,0.00057795-6.7879e-05i,0.00032474-0.00010011i,-0.00033334+1.4043e-05i,-0.0012026+0.00057508i,-0.0014274+0.00089921i,-0.0010574+0.0010315i,-0.00092312+0.0010709i,-0.00045671+0.00058334i,0.00012973+0.00049402i,-0.00035457+0.00093978i,-0.00056457+0.00087282i
4.4808e-05+0.0024162i,0.00025568+0.0022597i,0.0029556+0.0028855i,0.0059217+0.0012735i,0.0056513-0.000873i,0.0023701-0.00114i,0.00058609-0.00027805i,0.00060718+0.00025789i,0.00040873-0.00039154i,0.00062733-0.00061743i,0.0001931-0.0003342i,0.0001339+8.2488e-05i,0.00074222+0.00064349i,-2.57e-05+0.00057844i,-0.00039489+0.00030543i,-0.00035445+0.00012863i,-0.00025911+0.00041348i,-0.00046389+0.00074815i,-0.00042661+0.0011384i,-6.9194e-05+0.00094524i,-2.7069e-05-0.0003155i,0.0006849-0.0010917i,0.0010748-0.000557i
3.8555e-05-0.00027416i,0.0010444+0.0005083i,0.0036265+0.0012186i,0.0069735+0.0010007i,0.0069028-0.000619i,0.0036812-0.0017849i,0.0013221-0.0018263i,0.0013949-0.0014918i,0.0021394-0.00080043i,0.0020537-0.00077596i,0.0011507-0.00095488i,0.00023936-0.00091942i,-0.0010398-0.00099039i,-0.0017714-0.00067415i,-0.0012078+0.00012291i,-0.0012937-7.005e-05i,-0.0012225-0.00011056i,-0.00030653+0.00019371i,0.00029381+0.00064646i,5.2437e-05+0.00052297i,-8.8581e-05-0.0002717i,-0.00041045-0.00040058i,-0.0005623+0.00022518i
0.0010352+0.0011917i,0.002388+0.0023489i,0.0045921+0.003348i,0.0074411+0.0024146i,0.0063017+0.0006928i,0.0020983+0.00080332i,0.0003708+0.0010749i,0.00069217+0.00046428i,1.9678e-06-0.00043001i,-0.00075792-0.00081107i,-0.0005392-0.00032023i,-0.00062164-0.00017183i,-0.00025277-0.00028049i,1.1171e-05-0.00030246i,-0.00054993-0.00025805i,-0.0011567+0.00026587i,-0.00062435+0.00045289i,-0.00054984+0.0001892i,-0.00019912-0.00042449i,0.00024537-0.00077994i,0.00030106-5.2296e-05i,0.00029088+0.00069292i,0.00010331-0.00036454i
0.0011352+0.00017228i,0.0023678+0.0015755i,0.0055381+0.00030655i,0.0072873-0.0020192i,0.0049465-0.0033427i,0.0013259-0.0020981i,-0.00031007-0.00032189i,-0.00024557-0.00032941i,0.0004626-0.00021904i,-3.0837e-05-6.6305e-05i,-0.0010677+9.9448e-06i,-0.00076934+0.00027252i,3.5069e-05+0.00037207i,0.00024939+0.00035946i,-7.7274e-05+0.00010552i,-0.00070722-0.00045207i,-0.00094213-0.00035812i,-0.00062837+0.00018775i,-0.00080129+0.00026716i,-0.0012676+0.00049968i,-0.00088645+0.000391i,0.00051141+5.4929e-05i,0.00039253-0.00018406i
-0.00044553+4.8779e-05i,0.00023143+0.0010897i,0.0031722+0.0024691i,0.0060851+0.0030701i,0.0052343+0.0010049i,0.0018155-0.0013114i,-0.00036681-0.0012697i,-0.00019482-0.0009385i,0.0009216-0.00012892i,0.00070775+0.00070309i,-8.7203e-05+7.4092e-05i,0.00017165-0.00043541i,0.0013503-0.00029005i,0.00079186+4.3534e-05i,-0.0008895+0.00066789i,-0.0013523+0.000264i,-0.00065911+0.00040739i,-0.00010109+0.0014076i,-2.1261e-06+0.001373i,-4.2193e-05+0.0010041i,-2.8211e-05+0.0010066i,0.00025307+0.00098844i,-0.0002795+0.00027302i
0.00077528-7.8448e-05i,0.0019698+0.00014208i,0.0048113+0.0015178i,0.0079112+0.0014547i,0.0071616+0.00058295i,0.0028526+1.1988e-06i,0.00024618+0.00012594i,0.00069598-0.00026981i,0.0014007-0.00044084i,0.0011823+0.00031391i,0.00082494-0.00015469i,0.00032812-0.00092919i,-7.3144e-05-0.0011576i,-0.00010956-0.00097432i,-0.00098778-0.00059636i,-0.0011251-3.3068e-05i,-0.00082626+0.00086573i,-0.00099982+0.0012448i,-0.00029695+0.00044143i,0.00039165+7.3506e-07i,0.001167+9.3414e-05i,0.0010936-0.00013457i,0.00093441-0.001101i
-0.0005438+0.00033642i,0.00052607+0.00077849i,0.0031833+0.0023293i,0.0057305+0.0016669i,0.0056018-0.00035017i,0.002326-0.00072012i,-0.00039296-8.1047e-05i,-0.00091029+0.00024177i,-0.00068637+0.00036706i,0.00013137+1.3552e-05i,0.00032978-0.00070255i,0.000319-0.00057306i,0.00060938-0.00016944i,0.00022226-0.00025829i,-0.00079126-0.00048879i,-0.0011159-0.00014395i,-0.00057837+0.00020803i,0.0003733+0.00013279i,0.00018951+0.00063221i,-0.00015913+0.00038565i,0.00014225-5.8404e-05i,0.00034356+0.00019165i,0.00028477+0.00091963i
0.0013962+0.001963i,0.002204+0.0030409i,0.0041301+0.0029542i,0.0057826+0.00091907i,0.0044606-0.00094222i,0.0011101-0.00093844i,-0.0004373-0.00042817i,0.00013139-0.00025603i,0.0010287-0.00025311i,0.0014117-0.00041945i,0.00087116-0.00092336i,0.00069475-0.00076547i,0.00029899-4.3805e-05i,0.00010856+0.0003343i,2.8052e-06+0.00018692i,-0.00045359+0.0002552i,-0.0011824+0.00029999i,-0.00158+0.00023914i,-0.0016819+0.00048832i,-0.001002+0.00044261i,-0.00022705+4.682e-05i,0.00015225-9.6642e-06i,0.00086327+0.00012694i
-0.00066974+4.6115e-05i,-0.00012644+0.00032336i,0.002069+0.00061748i,0.0046956-0.00027758i,0.0043629-0.0011841i,0.001273-0.0011013i,-0.00055433-0.0010331i,1.1969e-05-0.00070069i,0.00030889+0.00019203i,0.00025488+0.00016472i,0.00013618+4.5732e-05i,0.00015268-0.00024843i,0.00072959-0.00053421i,0.00090891-0.0005314i,-0.00013418-0.00056551i,-0.0010361-0.00065595i,-0.00073997-0.00023393i,-0.0005597+0.00046784i,-6.0454e-05+0.00023107i,0.0002172+0.00048362i,-6.3907e-05+0.00057076i,9.3379e-05-0.00045507i,2.9685e-05-0.00051314i
0.0010839-0.00047012i,0.0010602-0.00023665i,0.0030541+0.0003421i,0.0060172+0.00047951i,0.0053182-0.00056484i,0.0022161-0.0010073i,0.00037275+0.00053859i,0.00011959+0.00058103i,0.00055093-0.001011i,0.0005324-0.001827i,-0.00052799-0.0015955i,-0.001267-0.0011458i,-0.00059585-0.000608i,-0.00031639-1.867e-05i,-0.00042754+0.00033007i,-0.00033083+0.00087206i,-0.00059291+0.0007902i,-0.00094335+0.00080115i,-0.0013595+0.00054156i,-0.0013702+0.00010754i,-0.00099079+0.00059049i,-0.00037523+0.00048866i,-6.7108e-05-0.00045025i
0.00035835+0.0017601i,0.001981+0.0021127i,0.0052168+0.0017496i,0.0082033+0.00051357i,0.0071058-0.0015645i,0.0035038-0.0025435i,0.0013621-0.0019195i,0.0011482-0.001076i,0.00090827-0.00011423i,0.00044874-0.00034685i,0.0004048-0.00086368i,-1.837e-05-0.0013564i,-5.7228e-05-0.00097184i,-0.00054412-0.00038249i,-0.0012237-0.00020327i,-0.00072373+4.983e-05i,-0.00063285+0.00057963i,-0.00038567+0.0010583i,-0.00041088+0.00075667i,-0.001282+0.0011987i,-0.00061908+0.0012744i,0.00016466+0.00042479i,0.00074842-0.00026807i
-0.00023+0.0029486i,0.0013888+0.0034843i,0.0047219+0.0043348i,0.0077323+0.0031789i,0.0079382+0.00064336i,0.0045162-0.00071247i,0.001538-0.00085419i,0.00064347-0.00039268i,0.000394-0.00019948i,0.00018392-0.00039446i,0.00081784-0.00037961i,0.00063488-0.00010824i,-9.835e-05+0.00013735i,-0.00059735-0.00029288i,-0.0007935-0.00027993i,-0.00094139+7.9572e-05i,-0.0010932-2.3141e-05i,-0.00026646+0.00011767i,0.00020995-0.00015773i,0.00019637-0.0001029i,0.00022254+0.00022504i,4.3974e-05-0.00020249i,1.3705e-05+0.00013531i
0.00034896-0.00046185i,0.0010993+0.0014826i,0.0040342+0.0016079i,0.006671+0.0011328i,0.0051437+3.5734e-05i,0.0018738-0.00068869i,0.00093863-0.00083328i,0.0014118-0.00095968i,0.0011249-0.0009831i,0.00049494-0.00077018i,0.00036853-0.00098437i,3.3233e-05-0.00080521i,-0.00019573+3.1384e-05i,-0.0001342-3.063e-05i,-0.00044129-0.00032575i,-0.00050138-0.00029445i,-0.00057273+0.00014397i,-0.00041664+0.00013308i,-0.00057663+7.4251e-05i,-0.001074+0.00023423i,-0.0011162+8.0073e-05i,-0.00073337-0.00072756i,-0.00048688-0.00057796i
0.00071144-0.00080418i,0.0013217-0.00031653i,0.003049+0.0019449i,0.0059727+0.0022728i,0.0060554+0.00013545i,0.0019468-0.0010564i,-0.00053864-0.000258i,-3.2075e-05+0.00016072i,-6.8178e-05+0.00020146i,-0.00051279+0.00032111i,-9.6787e-05-0.00020329i,0.00034326-0.0011261i,0.00050062-0.0014471i,0.00049804-0.0012736i,7.1357e-05-0.00076915i,-0.00018124+0.00020421i,-0.00020013+0.0006162i,-0.00039688+0.0003561i,-0.00067289+0.00047701i,-0.00049781+0.00057294i,-0.00084025+5.1526e-05i,-0.00047884-0.00073529i,0.00028483-0.001347i
0.0025701-0.001298i,0.0033911-0.000218i,0.0057069+0.0010842i,0.007295+0.0018649i,0.0058263+0.00091767i,0.0026803+0.00059107i,0.0010286+0.00078319i,0.00083506+0.00033526i,0.00019009-0.00038044i,-0.00036985-0.00078438i,-0.00048736-0.00095767i,0.00012587-0.00067334i,0.00093873-0.00011863i,0.00048685-0.00031484i,7.9135e-05-0.00059582i,-0.00013964-0.0003369i,-0.00059445-0.00058579i,-0.00015913-0.00057787i,-0.00026115+0.00061986i,-0.0011298+0.001122i,-0.00099327+0.00046821i,-0.00047455+6.8081e-05i,-0.00087806-0.00025598i
-0.000635+0.00012526i,0.0014197+0.0011551i,0.0032513+0.0028032i,0.0055932+0.0015862i,0.0054584+0.0002772i,0.0025139+0.0011264i,0.00056972+0.00089798i,0.00019991-7.4329e-05i,0.00027707-0.00024877i,0.00053541+0.00016238i,0.0010195-0.00020753i,0.00099113-0.00097006i,0.0011164-0.0015122i,0.00022789-0.0012483i,-0.00088763-0.00045298i,-0.00091579+0.00010114i,-0.0014446+0.00053202i,-0.0017228+0.00051864i,-0.001305+0.00063371i,-0.00080083-2.9695e-05i,-0.00028323-0.00083919i,7.5708e-05+0.00036877i,0.00054403+0.0013482i
0.002201+0.0031635i,0.0029962+0.0032917i,0.0052534+0.0030809i,0.0073867+0.0017418i,0.0053683+0.00021949i,0.0014677-0.00040844i,-0.00091875-0.00018015i,-0.00063899-3.6173e-05i,0.00015769-7.7489e-05i,0.00098586-9.9705e-05i,0.0015337-0.00041435i,0.00037366-0.00018665i,-0.0010521+0.00032202i,-0.00099698-0.00028028i,-0.00074038-0.00079104i,-0.00066425+4.6548e-05i,-0.00092293+0.00062082i,-0.00097199+0.00098952i,-0.00069186+0.0013462i,-0.00012718+0.00032399i,0.0001358-0.00010077i,-0.00086423-6.6037e-05i,-0.001424-0.00068001i
9.5831e-06+0.001115i,-0.0005635+0.0013855i,0.0026953+0.0016125i,0.0065032+0.0007442i,0.0064554-0.00097884i,0.0031852-0.00095453i,0.00026303+8.7925e-05i,-0.00024447+9.7211e-06i,9.5985e-05-0.00034833i,0.00019758-0.00056158i,0.00040539-0.00090868i,0.00050187-0.00058175i,0.00022872+5.6716e-05i,3.3971e-05+0.00036062i,-0.00044032+4.157e-05i,-0.00077867-1.4865e-05i,-0.00037703+0.00019273i,-0.00070992+0.00095369i,-0.00178+0.0011526i,-0.0012729+0.00062363i,-0.00017599-8.492e-06i,0.00046005-4.8495e-05i,0.00037756-0.00019667i
0.00010587+0.00020992i,0.0011315+0.0013761i,0.0033789+0.0014631i,0.0056861+0.00049923i,0.0044638-0.0011941i,0.0016264-0.0012815i,0.00054732+0.00017317i,0.00067099+0.00075839i,0.0009598+5.0241e-05i,0.0003292+5.5858e-05i,0.00023203-0.00015816i,0.0004189-0.00043108i,-0.00043988+0.00059337i,-0.00087343+0.0011746i,-0.00011629+0.00045361i,0.00048047+0.00026003i,0.00070253+0.0011986i,0.00055174+0.0013209i,0.00036907+0.0010362i,-0.00023828+0.0011695i,-0.00036338+0.0010916i,0.00043746+0.00059969i,0.00046912+0.00015543i
0.00045305+0.00089738i,0.0013341+0.0011402i,0.0041678+0.0015539i,0.0066519+0.0012333i,0.005819-0.00030062i,0.0021585-0.00098292i,-0.00027514-0.001207i,-7.7719e-05-0.0018897i,0.00019096-0.0014372i,0.00035473-0.00052586i,0.0007389-0.00016412i,0.00053477+0.00016299i,-8.6482e-05-0.00034138i,-0.00060596-0.0006344i,-0.00052688+0.00016637i,-0.00037277+0.00090129i,-0.00037974+0.0011952i,-7.6971e-05+0.0012018i,0.00037931+0.00022005i,0.00051474-0.00021245i,0.00034575+0.00089476i,-0.00036928+0.0012642i,-0.00044078+0.00082042i
0.0012715+0.0007091i,0.0016882+0.0016628i,0.0037945+0.001556i,0.0064431-0.00018067i,0.0056795-0.0012859i,0.0020048-0.00055251i,-0.0001849-0.00059604i,-0.00047147-0.0011973i,-6.3275e-05-0.0011196i,0.00055969-0.00024745i,0.00013235-4.8766e-05i,0.00025028-0.00054534i,0.00052262+0.00017493i,-0.00011851+0.0008122i,-0.00035173+0.00037282i,-0.00025759+0.00049465i,-0.00027336+0.00050156i,-0.00039939-0.00022246i,-0.00050561-0.00039647i,-0.00056486-0.0003526i,-0.00069196-0.00021632i,-0.00054348+0.00014939i,0.00052737-7.4221e-05i
-0.00010143-0.00026711i,0.0010347+0.00057909i,0.0048531+0.0020089i,0.0077572+0.0010018i,0.0073245-0.0014022i,0.0034964-0.0023173i,0.00079784-0.001595i,0.00015977-0.00091341i,-6.149e-06-3.4623e-05i,0.00041253+0.00033774i,-1.3952e-05-0.00035924i,-0.00066071-0.00065613i,-0.00034099-0.00078019i,0.00049024-0.00094574i,-4.4677e-05-0.00042597i,-0.00050903+0.00062535i,-0.00028157+0.0013634i,0.00045831+0.0006222i,0.00069643-4.6339e-05i,-0.00046153-0.00038581i,-0.0011606-0.00036658i,-0.0011457+0.00035998i,-0.00087301+0.0001864i
0.0012048+0.0020341i,0.0015387+0.0020808i,0.0046385+0.0033416i,0.0070792+0.0025768i,0.0062995+0.00038738i,0.0029852-0.0013132i,-0.00038144-0.00077361i,-0.0012779+0.00052893i,-0.00080638+0.00068361i,-0.00022313+0.00038105i,-2.0215e-05-3.0915e-05i,-0.0005447-0.00029456i,-0.0014196+0.00026958i,-0.0009984+0.00027582i,-0.0005034-3.8686e-07i,-0.001227+5.052e-06i,-0.0012374+8.4067e-05i,-0.00074507+0.00036973i,-0.00063051+0.00082966i,-0.0009857+0.00077364i,-0.0012669+0.00075602i,-0.00059225+4.8891e-05i,-9.2533e-05-0.00059679i
0.00096093+0.00012738i,0.0031165+9.5108e-05i,0.0054732+0.0010142i,0.0083081+0.00096757i,0.007274+4.8882e-05i,0.0035978-0.00020724i,0.00073535+5.6876e-05i,0.00023417-0.00023629i,0.00052901-0.00051921i,0.00027639+0.00014603i,-6.1891e-05+0.00013233i,-0.00083514-0.00089484i,-0.0011701-0.00080498i,-0.0010677+2.718e-05i,-0.0011513+0.00014754i,-0.00079548-0.00015637i,-0.00041016-0.00072543i,-0.00054353-0.00027808i,-0.00041514+0.00023803i,-7.8287e-05+0.00032467i,0.00037205+0.00038621i,0.00064946-0.00028671i,-0.00043163-0.00047703i
-0.0017945+0.00016567i,0.00041318+0.0016298i,0.0028341+0.0028375i,0.0054437+0.0031431i,0.0049093+0.0028084i,0.0020675+0.0012679i,0.00035395-0.00064164i,0.00041727-0.0009966i,0.00034548+0.00023685i,-0.00062433+0.00024714i,-0.00068085-0.0011983i,-0.00062264-0.00054092i,-0.00065782+0.0002714i,-0.0007798+0.00019616i,-0.0010617+0.00021182i,-0.0011623+2.8718e-05i,-0.0010512+0.00052133i,-0.0010117+0.00050316i,-0.00090664-6.7186e-05i,-0.00077645+0.00036199i,-0.00050184+0.00050716i,0.0002479+9.775e-05i,0.00048856+0.00034639i
-0.0016812+0.0016002i,-0.00034579+0.001842i,0.0024253+0.0033902i,0.0047525+0.0027655i,0.0044565+0.0011626i,0.0020478+0.00035142i,9.2662e-05-0.00034206i,-0.00018867-0.00074637i,0.00028287-0.00057512i,-0.0001357-0.00043148i,-0.00049033-0.00096967i,-0.00054528-0.0012339i,6.0562e-05-0.0013273i,0.00072619-0.00054485i,5.4729e-05+0.0003077i,-0.0015017+0.00037934i,-0.0021434+0.0005882i,-0.0018097+0.00061107i,-0.0012217+0.00022746i,0.00027395+0.00030987i,0.0019209+0.00019567i,0.0017054+8.9138e-05i,0.00049009+0.00050988i
-0.00086299+0.00048896i,0.00070329+0.0014136i,0.0031797+0.003768i,0.0060016+0.0046201i,0.0064063+0.0022964i,0.0038517-0.0003346i,0.00066171-0.00070018i,-0.00063138-8.4404e-06i,-0.00050366+0.000371i,0.00033518+0.00010468i,0.00025911-0.00073712i,0.00030319-0.0012172i,0.0010402-0.0013055i,0.00049411-0.00087677i,-0.00026159-0.00035065i,-0.00031411-3.149e-06i,-4.5767e-06+0.00029064i,0.00043445+0.00061714i,-6.9003e-05+0.0004105i,-0.00088396-6.0226e-06i,-0.00050731+0.00035305i,0.00024064-0.00010421i,0.0010819-0.00056584i
0.00082394+0.00043737i,0.0018781+0.0010061i,0.0046155+0.0021233i,0.007348+0.0024298i,0.0070004+0.00073356i,0.0045101+0.00013722i,0.0021157+0.00046899i,0.0010194+0.00025891i,6.567e-05-0.00019747i,-0.0008022-0.00089627i,-0.00097202-0.00087415i,-0.00040543-0.00070084i,0.00068637+0.00013934i,0.0010877+0.00075546i,0.00028761+0.00094443i,-0.0011597+0.0014223i,-0.0018742+0.0020708i,-0.0018819+0.0017157i,-0.00074616+0.00092933i,0.0008136+0.00045005i,0.0008859+4.3363e-05i,0.0005053+0.00016433i,0.00017888-0.00022904i
0.00030201-0.0011276i,0.0027229-7.2961e-05i,0.0040109-0.00034825i,0.0047947-0.0015083i,0.0045592-0.0020348i,0.0031339-0.0011285i,0.00062812-0.00039114i,4.2653e-06-0.00084808i,0.00017055-0.00041004i,-0.00015232+0.00070842i,-0.00013408+0.00068474i,-4.5434e-05+9.6549e-05i,0.00034436+0.00021191i,0.00011824+0.00045848i,-0.00012499-0.0007451i,0.00026636-0.00092682i,0.00057467+0.00024179i,0.00059703+0.00079452i,0.00015365+0.00010231i,-0.00031401-0.00065849i,-0.000109-0.00013593i,0.00093506+0.00068994i,0.0010966+0.00026445i
-5.3093e-05+0.0013961i,0.0019956+0.0027604i,0.006132+0.0042707i,0.0078033+0.0034342i,0.0058825+0.00029541i,0.0029093-0.0012984i,2.6345e-05-0.00056527i,-0.0014711+0.00018259i,-0.0015476+0.0011531i,-0.00039701+0.0011649i,0.00090243+5.47e-05i,0.00031907-0.00047627i,-0.00068204+1.4992e-06i,-0.00071335+0.00042704i,-0.0008712+0.00060515i,-0.00066031+0.00033988i,-3.2971e-05+0.00014559i,-0.00057158+0.00053074i,-0.00083332+0.00026311i,-0.00045882-0.00011668i,-0.0002084-4.1006e-05i,-0.00019288-0.00013682i,-8.3331e-05-2.1523e-05i
0.00081396-0.00033536i,0.0019988+0.00043548i,0.0054849+0.00073545i,0.0083362+0.00058774i,0.0064794+0.00041629i,0.0021564+3.1807e-06i,-0.00016008+4.7569e-05i,-0.00038484-0.00031539i,0.0003765-0.0011151i,0.0012957-0.0010473i,0.00072712-0.00045574i,-0.00056119+0.00023828i,-0.00063737-6.9338e-05i,-0.00074781+1.6063e-05i,-0.0012604+0.00020011i,-0.0010514-0.00013765i,-0.0008531+0.00031982i,-0.0016479+0.00025679i,-0.0017934+0.00043836i,-0.0010459+0.00072668i,7.5356e-05+9.3095e-05i,0.00043342+0.00047734i,0.00016346+0.00083625i
-0.0009058+0.00018805i,0.00093828+0.0011618i,0.0039184+0.0019932i,0.0076926+0.002357i,0.0070733+0.0010289i,0.0034205-0.00034413i,0.00085748-3.2433e-05i,-2.5475e-05-0.00021246i,-0.0002475-0.00018666i,-0.00034458-0.00014197i,0.0003966-0.00054229i,0.00022695+0.00017347i,7.157e-05+0.00085096i,0.00024377-9.9501e-05i,-0.00073096-0.00067555i,-0.0012343-0.00041056i,-0.0012323+0.00014759i,-0.001815+0.00043951i,-0.0015106+0.00047013i,-0.00066483+0.0003526i,-0.00034993-0.0001674i,-0.00070786-0.00086972i,-0.00013019-0.00089302i
0.00033656+0.00069944i,0.0014864+0.0029227i,0.0041647+0.0051882i,0.0055815+0.004892i,0.0045715+0.0017709i,0.0021652+0.0003585i,0.00053692+0.00065534i,0.00036211-0.00028812i,0.00071269-0.0012255i,0.00029088-0.0010515i,-0.00015248-0.0011608i,0.00019576-0.00083909i,0.00029503-0.0009429i,0.00037585-0.0014592i,0.00068057-0.0007638i,0.00041639+8.3493e-05i,2.6475e-05+0.00048847i,-0.00083784+0.00018965i,-0.0013632-0.00061617i,-0.00086734-0.00036474i,-0.00073507+0.00059125i,-0.0011644+0.00068825i,-0.00059023-5.4326e-07i
0.00090247+0.00079314i,0.00062847+0.0014745i,0.0019501+0.002789i,0.0041765+0.0024781i,0.0045618+0.0009699i,0.0022973-0.00029051i,0.00047726-0.00025368i,-0.00037532-0.00010691i,-0.00057708-0.0010367i,-2.6836e-05-0.00089458i,0.00032568+6.6123e-05i,3.2085e-05+0.0005684i,-0.00042523+0.00054309i,-0.0011407+0.00030359i,-0.00069873+0.00016581i,0.00013492+0.00020869i,-0.00072706+0.00035881i,-0.00099588+0.00016999i,-0.0011685+0.00015519i,-0.0015879+0.00035962i,-0.00064896+0.00025517i,-1.7506e-06-0.00055994i,0.00011621-0.0012113i
1.1302e-05-0.00055571i,0.00025845+0.00062305i,0.0026018+0.001724i,0.0065502+0.0025612i,0.0057826+0.0015126i,0.0020217+0.0001415i,-0.00029133+0.0005618i,-0.00046185+0.00016247i,-0.0003918-0.00020953i,-5.7417e-05+0.00019848i,-0.00011324+0.00039237i,-0.00081392+0.0005054i,-0.00086992+0.00050521i,-0.00056991-0.00026234i,-0.00061485-0.00038278i,-0.0015234+0.00022725i,-0.0024735+0.00034385i,-0.0022509-0.00047539i,-0.0009235-0.00052624i,0.00036346-0.00033102i,-9.0205e-05-0.0004946i,-0.00066541-0.00045594i,-0.00041881-0.00050895i
4.9725e-05-0.0006618i,0.00073013-9.1255e-05i,0.0023344+0.0011279i,0.0047768+0.0018193i,0.00484+0.00016492i,0.002625-0.0018261i,0.0013164-0.0021467i,0.00017693-0.0013265i,-0.00043432-0.0011983i,9.3297e-05-0.0011221i,0.00032798-0.00095881i,0.00027447-0.0010221i,0.00033454-0.001044i,0.00070662-0.00061004i,-2.1931e-05+2.5675e-05i,-0.00071515+0.00042057i,-0.00087622+0.00081463i,-0.001428+0.00076572i,-0.0012846+7.4142e-05i,-0.00070132-0.0001028i,0.00016678+0.00027692i,0.00062008-0.00027769i,0.0005975-0.00056328i
