0.00029116+0.00014099i,-0.00011679-0.00076526i,0.00054933-0.0024682i,-0.00017667-0.0025054i,-0.0011571-0.0011436i,-0.00097237+0.00037032i,8.9319e-05+0.0018948i,0.00045889+0.0023682i,0.00060135+0.0012352i,0.00085443-0.00040767i,0.0010164-0.00095562i,7.3841e-05-0.00071084i,-0.00068402-8.7909e-05i,0.00016916+0.00021672i,-0.00031295+0.00051473i,-0.001171+0.00063937i,-0.0012142+0.00016781i,-0.00091714-0.00067212i,-9.7125e-05-0.00059205i,-0.00016594+0.00092253i,-0.0012603+0.0012811i,-0.0018163+3.6834e-05i,-0.0011726-0.00043142i
-0.0018614+0.0016783i,-0.0036884+0.0029058i,-0.0045272+0.0037667i,-0.0029795+0.0041339i,-0.0011218+0.0026297i,9.7236e-05+0.001959i,0.0010103+0.0017066i,0.00026538+5.1972e-08i,-0.00056158-0.0011149i,-0.0010191-0.000424i,-0.0025376+0.00082767i,-0.0039557+0.0013315i,-0.003445+0.00072149i,-0.0015383+0.00055029i,-0.0009034+0.00093309i,-0.00076759+0.00086067i,-0.00028513+0.00016168i,-0.00016606+0.00014349i,-9.103e-05+0.00067367i,-0.0001195+0.00051567i,-8.8337e-05+0.00022984i,0.00016902+0.00046018i,0.00026994+0.00065909i
-0.00070471-0.002497i,-0.001095-0.003422i,-0.00086776-0.0019453i,-0.0014155-0.00010609i,-0.0012644+0.00092863i,0.00029817+0.0018909i,0.0013289+0.0011093i,0.00065868-1.968e-07i,-7.9965e-05-0.0008817i,-0.00098599-0.0014659i,-0.0019552-0.0024952i,-0.0017793-0.003666i,-0.00053277-0.0028217i,5.7401e-05-0.0016722i,0.00022735-0.0011327i,0.00040767-0.00013313i,0.00018584-1.4494e-05i,-8.0421e-05-0.00040495i,0.00014573+2.265e-05i,0.00012456+0.00045762i,0.00015775-5.6937e-05i,-7.046e-05-0.00048702i,-0.00072707+0.00012933i
0.00065411+0.00090679i,0.0029662+2.7502e-05i,0.0044553-0.0013082i,0.0025863-0.00073326i,0.00039142+0.0010993i,0.00079762+0.0019912i,0.0016996+0.0020007i,0.0015999+0.00040429i,0.00084269-0.00096468i,0.00091093-0.0010169i,0.0027037-0.00032624i,0.0046487+0.0003695i,0.0036091+0.00011885i,0.0006771-7.0452e-05i,-0.00075357+0.00065877i,-0.00058107+7.0199e-05i,-0.00037845-0.00093095i,5.3058e-05-0.00076454i,-0.00029176-0.00032276i,-0.00075264+0.00012619i,-0.00072443+0.00072861i,-0.00060302+0.00010659i,-0.00056461-0.00088768i
0.00037189-0.0024933i,-0.0017447-0.00026051i,-0.0031919+0.00055557i,-0.0033394-0.00012511i,-0.0025863-7.0353e-05i,-0.00036129+0.002064i,0.0010576+0.0021293i,0.00055797+0.00017332i,-5.0688e-05-0.00082196i,-9.9976e-05+0.0002368i,0.00011895+0.0029788i,-0.00057083+0.0055372i,-0.00022703+0.00537i,0.00051759+0.0032308i,-9.5677e-05+0.0016066i,-0.00057378+0.00072602i,-0.00010693-5.8792e-05i,0.00012568-0.00024329i,-0.00053885+0.0004174i,-0.00026034+0.0010981i,-3.668e-05+0.0003676i,-0.00062775-0.00042718i,-8.3585e-06-0.00017112i
-0.0011033+0.0045469i,-0.00068363+0.0042935i,0.0024614+0.0035831i,0.0037594+0.002323i,0.0018288+0.0016191i,0.00038986+0.00081864i,0.00091111+0.0011016i,0.00065719+0.0011642i,-9.6968e-05+0.00062947i,-0.0012338+0.00016642i,-0.0033331-2.7322e-05i,-0.0049791-6.3129e-05i,-0.0053277-0.00043016i,-0.0042888-0.00056293i,-0.0032868-0.0007927i,-0.0024036-0.0014707i,-0.0012454-0.0012671i,-0.00073181-0.00062972i,-0.0010484-0.00040897i,-0.00091056-0.00035718i,-0.0007608-0.00051036i,-0.000845-0.00035848i,-0.000458-0.00015268i
0.0008381-0.00069706i,0.0026159-0.00092919i,0.0038455-0.00096237i,0.0022322-0.00075031i,0.0010269+0.00084167i,0.0013588+0.0024849i,0.0011216+0.0017929i,-8.5698e-05+0.00052849i,-0.00048649-3.0017e-06i,-4.0916e-05-0.0011408i,-0.00039959-0.0028169i,-0.00074179-0.0045007i,9.2728e-05-0.0050862i,5.6903e-05-0.003759i,-0.00033125-0.0019719i,-0.00019991-0.00098063i,-0.0002118-0.00075378i,-0.00038838-0.00032481i,-0.00013014-0.00037159i,6.3662e-05-0.00049189i,0.00062053-0.00045686i,0.0010076-0.00023378i,-3.8886e-05-7.6326e-05i
0.0012774-0.0020916i,0.0009057-0.0024366i,0.00034323-0.00075229i,-0.0013063+0.0014836i,-0.0014926+0.0022529i,9.5799e-05+0.0022548i,0.00076093+0.0016235i,0.00034897+0.00013558i,0.00018141-0.00055788i,0.0010181-0.000877i,0.0024751-0.0014327i,0.0036854-0.0014413i,0.0031886-0.0011644i,0.0015996-4.9339e-05i,-2.8784e-05+0.00048725i,-9.9036e-05-0.00061712i,0.00082802-0.00073289i,0.00082712-0.00059518i,0.0013234-0.00062217i,0.0018331-0.00083593i,0.0016982-0.0013904i,0.0008892-0.0011448i,0.0001475-0.00039426i
0.00051216+0.0046326i,0.0013778+0.0070396i,0.0031342+0.005931i,0.0025322+0.0029954i,4.2293e-05+0.0020702i,-0.00048346+0.002296i,0.00040277+0.0015874i,0.00011657+0.00016707i,0.00036025-0.00036648i,0.0004771+0.00066408i,0.00037753+0.0029742i,0.00023428+0.0051719i,0.00051801+0.0054842i,0.00062293+0.0036283i,-0.00020577+0.001205i,0.00039094+0.00033794i,0.001016+0.00046482i,0.00068069+0.00089596i,0.00046307+0.00062827i,0.00071538-0.00064178i,0.0007118-0.00086597i,0.00081102+3.0399e-05i,0.00054206-7.0224e-05i
0.0020195+0.00072373i,0.0020424-0.00048421i,0.0023944-0.0024261i,-0.00023941-0.002442i,-0.0011935-0.00048013i,-0.00020161+0.0024685i,2.4507e-05+0.0035614i,0.00050319+0.0026653i,-0.00019568+0.0015229i,-0.0014704+0.00097483i,-0.0032191+0.00097919i,-0.0057122+0.00030707i,-0.005425-0.00010023i,-0.0038398-0.00083081i,-0.0027227-0.00060231i,-0.0010801+0.00080095i,-3.1681e-05+0.0013813i,-0.00013123+0.0015669i,0.00012104+0.0010517i,0.00071061+0.0012009i,0.0012163+0.0018243i,0.0012013+0.0012238i,0.00056868+0.0003618i
-0.0045963-0.0038437i,-0.0079311-0.0036622i,-0.0085661-0.0003512i,-0.0052844+0.0026445i,-0.0017451+0.0034282i,0.0012676+0.002359i,0.0029248+0.00043217i,0.0014706-0.00070515i,-0.0002314-0.0012899i,-0.0010875-0.0020714i,-0.0017056-0.0030967i,-0.0014506-0.0042915i,-0.00046259-0.0043315i,-7.985e-05-0.0030595i,-0.0001106-0.00184i,-0.0004072-0.0010988i,-0.0013293-4.4653e-05i,-0.0020942+0.00036068i,-0.002322+0.00044944i,-0.0011105+0.00016195i,0.00056629+0.00076144i,0.0010887+0.001134i,0.00096448+0.00063462i
0.0016+0.0019485i,0.0048517+0.0045532i,0.0060934+0.0032996i,0.0037008+0.0004021i,-6.8193e-05+0.0010891i,-0.0012502+0.002205i,-0.00029888+0.0016033i,-0.00018498+0.00055025i,-0.00048069-0.00025579i,0.00014427-0.00087889i,0.0027296-0.0011607i,0.005445-0.00087034i,0.0056573-0.0013508i,0.003559-0.0014082i,0.0016174+1.997e-06i,0.00085187+1.8658e-05i,1.702e-06+0.00013693i,-0.0013166+0.00048014i,-0.0015217+0.00022965i,-0.0013867+0.00017468i,-0.0011243+0.0004525i,-0.00046445+0.00084255i,2.0241e-05+0.0012258i
-0.00010223+0.00083072i,0.0018385-0.0014521i,0.0015218-0.0013599i,0.00047423+0.0018688i,0.00064885+0.0047766i,0.0020277+0.0044876i,0.0028656+0.0027067i,0.0016064+0.00075536i,0.00031142+0.00011236i,0.0003359+0.0008117i,0.00065732+0.0027723i,0.0011856+0.0050553i,0.0015125+0.0055732i,0.00063203+0.0031851i,9.1908e-05+4.326e-05i,-0.00045897-0.0015098i,-0.00058869-0.0017108i,-0.00050196-0.0013467i,-0.00089652-0.00096021i,-0.0010441-0.000276i,-0.0011245+0.00010518i,-0.0013381+0.00045423i,-0.0011429+0.00048742i
-0.0050161+0.00055566i,-0.0067687+0.0048444i,-0.0045475+0.0078268i,-0.00087243+0.0061435i,0.0010092+0.003087i,0.0016798+0.0012722i,0.0016345+0.0012818i,0.00052909+0.00075588i,8.8481e-05-0.00020961i,-0.0011209-0.0003585i,-0.0036118+0.00062577i,-0.0048818+0.0017222i,-0.0041756+0.0013945i,-0.0027485-0.00020123i,-0.0016201-0.0004377i,-0.0012131+0.00092788i,-0.00092388+0.00094742i,-0.00052063-4.2803e-05i,-0.0006927-0.00097957i,-0.00049212-0.0015058i,-0.0010244-0.0012301i,-0.0017449-0.00071135i,-0.0012878+0.0002623i
-0.00020101-0.00019779i,-0.00068635-9.0069e-05i,-0.00080487+0.00059902i,-0.0017842+0.00066655i,-0.0025007+0.0017103i,-0.0011358+0.002859i,0.00063011+0.0026491i,0.00062213+0.00083931i,-0.00027204-0.00092254i,-0.00080074-0.0018328i,-0.0015138-0.0034761i,-0.0017102-0.0054827i,-0.0015186-0.0053794i,-0.0007938-0.0036505i,9.1258e-05-0.0020635i,-0.00025784-0.0013329i,-0.0001576-0.00064686i,0.00063765-0.00028932i,0.00050581-0.00031068i,-0.00023115-0.00020556i,-0.00032228-0.00049155i,-0.00028747-0.00022691i,-0.00084147+0.00048746i
-0.00037138-0.0014967i,0.00036687-0.0025201i,-0.001079-0.0027512i,-0.0015578-0.00074148i,0.00033233+0.0012305i,0.0028243+0.0021308i,0.0031734+0.001653i,0.0011052+0.0007845i,-0.00063315-6.3096e-05i,-0.00031111-0.00087572i,0.001463-0.0019047i,0.0034551-0.0022366i,0.0038486-0.0013931i,0.002071-0.00058677i,-0.0001122-0.00084955i,-0.0011783-0.0012864i,-0.0016114-0.0012266i,-0.00043982-0.0010117i,0.00090661-0.0011164i,0.0010255-0.0016261i,0.00048404-0.0016419i,-0.00073909-0.00084458i,-0.0016729+1.8218e-05i
-0.0019827+0.0016882i,-2.2833e-05+0.0017173i,0.0035865+0.00027666i,0.0038213-0.0012184i,0.0011454-0.00010454i,-0.00054704+0.0022761i,-0.00013216+0.0026273i,0.00055198+0.0016121i,0.0014044+0.00019247i,0.0017207+0.00065188i,0.0013665+0.0030598i,0.0020401+0.0049571i,0.00218+0.0037938i,0.00176+0.0010042i,0.0016877+0.00015692i,0.0022835+0.00027679i,0.0024144+0.0004966i,0.0012918+0.0014329i,0.00054074+0.0015927i,0.00041522+0.00073631i,0.00066997-0.00021487i,0.00098642-0.00022033i,0.00036271-0.00027182i
-0.00019977+0.00094341i,-0.00093071+0.0034681i,-0.00033029+0.0049818i,0.00048745+0.0036535i,0.00026103+0.0022407i,1.9305e-05+0.0022544i,0.0004828+0.0018758i,0.00044286+0.00048487i,-0.00028098+6.2424e-05i,-0.0015718+0.0010333i,-0.0033534+0.0022231i,-0.0046085+0.0021108i,-0.0041544+0.0018998i,-0.0030739+0.001572i,-0.0015016+0.0007684i,0.00043366+0.00043951i,0.0008946+0.00075309i,-6.4223e-05+0.00083491i,-0.0002986+0.00024239i,0.00035021-0.00047746i,0.00075-0.00031757i,0.00050255+0.000183i,-0.00022532+0.00013522i
0.0020125+0.0043009i,0.0042182+0.0037844i,0.0059807+0.0033381i,0.0058732+0.0030696i,0.0044214+0.001644i,0.0035925+0.00035639i,0.0027636-0.00035735i,0.0012623-0.00037647i,-0.00015244-0.00057353i,-0.00079988-0.0020063i,-0.0011405-0.0034925i,-0.001948-0.0046439i,-0.0029437-0.0045315i,-0.0027347-0.0029016i,-0.0024111-0.00080998i,-0.0021927+0.0012851i,-0.0029597+0.0023146i,-0.0033652+0.0016653i,-0.0021539+0.0010067i,-0.00069925+0.00029571i,0.00099532+0.00017077i,0.0013003-0.00013972i,0.00058323-0.0004426i
-0.002662-0.0011307i,-0.0037172+0.00022532i,-0.0037176+0.0017512i,-0.0023516+0.0020658i,-0.00081794+0.0010674i,-0.00023579+0.0012662i,-8.0224e-05+0.0017227i,-0.0001009+0.00045837i,0.00038153-0.0012845i,0.00091142-0.0023101i,0.0022107-0.0019617i,0.0035922-0.00098936i,0.0024086-0.0015689i,0.00051152-0.0023707i,-0.00048089-0.0017712i,-0.00067409-0.001067i,-0.00054599-0.00023586i,-0.00031041-0.00023956i,9.957e-05-0.00063716i,-0.00030391-0.00047307i,-0.00034299-0.00017546i,0.00029735-0.0001887i,0.00063919-0.00029885i
-0.0012706+0.0023393i,-0.0010109+0.0053171i,-0.0012119+0.0055496i,-0.0010209+0.0042957i,9.4835e-05+0.0048083i,0.0017506+0.0047645i,0.00177+0.0030491i,0.00047232+0.0013272i,-0.00023202+0.0017524i,-0.00024176+0.0023811i,0.00084842+0.0031493i,0.0019457+0.0042328i,0.0022051+0.0026376i,0.001682+0.0001796i,0.00019768-0.00071552i,-0.001251-0.0009725i,-0.0017026-0.0016029i,-0.00089485-0.001907i,-0.00069667-0.0015595i,-0.00069388-0.0014053i,-0.00034245-0.00043318i,0.00030933+0.00049868i,0.0015468+0.00042054i
0.0037587+0.0025841i,0.0051722+0.00072381i,0.0051073-0.0025608i,0.0028063-0.0027189i,0.0014677-0.00014326i,0.0026479+0.0019653i,0.0030762+0.001947i,0.0021299+0.00078661i,0.00091782+0.00027801i,-0.001357+0.00082223i,-0.0036426+0.0015072i,-0.0049625+0.0026165i,-0.0037603+0.0038887i,-0.0020676+0.003107i,-0.0011943+0.001942i,9.207e-05+0.001436i,0.0010947+0.0010617i,0.0012444+0.00097005i,0.00066194+0.00075195i,0.00050333+0.00056379i,0.00073048-0.00093355i,0.00080406-0.0014804i,0.0016166-0.00049868i
-0.0033011+0.0017464i,-0.0043412+0.0021303i,-0.0022244+0.0012572i,-0.00082289-6.0212e-05i,-0.0023659+0.00040442i,-0.0036071+0.0019953i,-0.0026133+0.0024137i,-0.0015138+0.0017472i,-0.000596+0.00043077i,-0.0011931-0.0013551i,-0.0026762-0.0035247i,-0.0031042-0.0046682i,-0.0041076-0.0033658i,-0.0046783-0.0022554i,-0.0041831-0.0021664i,-0.0031183-0.0022913i,-0.0015092-0.0014119i,-0.0003567-0.00070308i,0.00062229-0.0012225i,0.00023363-0.00079715i,-0.00015896+0.00013385i,0.00035683+0.00047891i,0.00023961+0.0011673i
0.0013141+0.0022841i,0.0044585+0.0032785i,0.0067441+0.00206i,0.0051638+0.0011969i,0.0019091+0.00027937i,9.5845e-05+0.00080162i,0.0011573+0.0012506i,0.0015611-7.9702e-05i,0.00043337-0.00033351i,0.0010162-0.0010283i,0.0029044-0.0023253i,0.0038419-0.0030133i,0.0024391-0.0032757i,1.0346e-06-0.003782i,-0.0013097-0.0033898i,-0.0010724-0.0020666i,-0.00067007-0.00028231i,-0.001165+0.0012927i,-0.0014746+0.001495i,-0.00091063+0.0017146i,-0.0005712+0.0014983i,-0.00031591+0.00086071i,0.00062754+0.0011514i
0.0020283+0.0024817i,0.0016756+0.0019385i,0.0023627+0.00029069i,0.00041369-0.0001352i,-0.001293-0.00060922i,-0.0020871-0.00033968i,-0.0012212+0.00057768i,0.00024009+0.00017986i,0.00079259+7.3386e-06i,0.00096039+0.0006682i,0.001593+0.0022935i,0.0026813+0.00399i,0.0031157+0.0023121i,0.0024938-0.00057817i,0.0017968-0.0017045i,0.0018365-0.0022441i,0.0023176-0.002135i,0.0017364-0.0011461i,0.00012597-7.7942e-06i,-0.00067492-0.00034029i,-0.00060667-0.0012213i,-0.00017767-0.00070743i,0.00016538+0.00054614i
0.0041532+0.0020049i,0.0046992+0.00036546i,0.0073476-0.003023i,0.0053546-0.003708i,0.0031062-0.0021767i,0.0013927+0.00016997i,0.00016585+0.002865i,-0.00034191+0.0033305i,0.00032185+0.0017146i,-0.00045628-0.00023463i,-0.0028344+0.00034628i,-0.0044403+0.0033797i,-0.0042952+0.0055696i,-0.0038247+0.0058857i,-0.0037843+0.0044228i,-0.0022767+0.0030743i,-0.00069932+0.0018005i,-0.00083057+0.00045118i,-0.0018439-3.399e-05i,-0.0011802-8.0028e-05i,4.2278e-07-0.00059768i,-0.00032774-0.00049115i,-0.0014142+0.00023169i
-0.024032-0.013006i,-0.025729-0.0061828i,-0.027871+0.0095362i,-0.016675+0.019581i,-0.0034428+0.02138i,0.0077591+0.013286i,0.008256+0.0026548i,0.0022426-0.0028575i,-0.0038144-0.0023017i,-0.004562+0.0024571i,-0.00049206+0.0033058i,0.0019137+0.0005936i,0.0037712-0.0017007i,0.0073174-0.0032024i,0.0099882-0.0027532i,0.0068135+0.00037029i,0.00082619+0.002893i,-0.0012239+0.0011745i,-0.0013555-0.0026824i,-0.002062-0.004684i,-0.0026006-0.003144i,-0.0030438-0.00021865i,-0.002104+0.0016879i
-0.0052431-0.0009691i,-0.0036367+0.0031623i,-0.0046536+0.008152i,-0.0039709+0.0092734i,0.00020833+0.0084799i,0.0046874+0.0061417i,0.0041948+0.0017032i,0.0012727-0.00114i,-0.001135-0.0016683i,-0.00065403-0.0012708i,0.0020951-0.0014979i,0.0041719-0.0034325i,0.0047132-0.0059249i,0.0044605-0.0063034i,0.0024368-0.0045888i,-0.00075027-0.0030562i,-0.0020697-0.0022489i,-0.0017453-0.0026085i,-0.00059106-0.0029619i,0.00023275-0.0029182i,-0.0005608-0.0020146i,-0.0013229-0.0013719i,-0.00060042-0.001069i
-0.0070184-0.0004261i,-0.0087871+0.0030291i,-0.0073739+0.0065269i,-0.0032722+0.006069i,-0.00089728+0.0044776i,0.00060563+0.0037048i,0.0012772+0.0022753i,0.00061226+0.00084005i,0.00056021-0.00017042i,0.0012272+0.000609i,0.002072+0.0029154i,0.0037235+0.0030727i,0.0057432+0.0013028i,0.006699-0.00039163i,0.0054234-0.0013982i,0.0027314-0.00063858i,0.0011593+0.00070162i,0.00049776+0.00053253i,-0.00012521-0.00032685i,3.2775e-05-0.00056502i,4.4246e-05-0.00055183i,-4.1227e-06-0.0013691i,-0.00054015-0.001869i
-0.0041511+0.00085691i,-0.0063801+0.00093959i,-0.0075658+0.0024608i,-0.0050384+0.0038269i,-0.00023703+0.004958i,0.0028088+0.0052277i,0.0023617+0.0031745i,-0.00041012+0.00076739i,-0.0022675+0.00088283i,-0.0020595+0.0018348i,-0.0018809+0.0027416i,-0.0026004+0.0037592i,-0.0014518+0.0045695i,-0.00015893+0.0043177i,-0.00080766+0.0028345i,-0.001347+0.00084405i,0.00018057+0.00051882i,0.0025368+0.0010909i,0.0023405+0.0008866i,0.00073309+0.00043062i,-0.00026607-0.0003218i,0.00058483-0.00066395i,0.00086202-0.00020477i
-0.0066717-0.000843i,-0.0064139-0.00079703i,-0.0047424+0.00038278i,-0.0022229+0.0010023i,-0.00063434+0.00070061i,0.0010924+0.00019384i,0.0014876-0.00060273i,-0.00017131-0.0014268i,-0.0014969-0.0020127i,-0.0015695-0.0021921i,-0.001871-0.0018481i,-0.0030406-0.0013551i,-0.0038611-0.0011187i,-0.0032194-0.0011742i,-0.0021893-0.0012892i,-0.0022152-0.001264i,-0.0025681-0.00060358i,-0.0024826+0.00053322i,-0.0021245+0.0007758i,-0.0010289+0.00028957i,-0.00010016+0.0003006i,0.00086246+0.00018149i,0.0010181-0.00020518i
0.00072118-0.0031085i,0.0021069-0.0036313i,0.0027336-0.0023398i,0.0025961+0.0016581i,0.0018396+0.0046585i,0.0019404+0.0043027i,0.0023521+0.002606i,0.0015258+0.00041552i,-1.9248e-05-0.00084728i,-0.0005613-0.0013061i,0.00014035-0.0020966i,0.00087677-0.0035672i,0.00048599-0.0051625i,0.00011346-0.0058339i,0.00040037-0.0052113i,0.0011656-0.0034163i,0.001138-0.0018897i,0.00050707-0.00076759i,-0.00074078-8.6116e-05i,-0.0011806-0.00013732i,8.4393e-06-0.00041213i,0.0012421+7.8274e-05i,0.0018857+0.00023375i
-0.001091+0.0018633i,-0.0020985+0.0032527i,-0.0025959+0.0039226i,-0.0021666+0.0031736i,0.0010382+0.0028797i,0.0035435+0.0031808i,0.0024561+0.0021362i,0.00030458+0.00060968i,1.7905e-05+0.00060184i,0.00087237+0.001766i,0.0018325+0.0023944i,0.0041652+0.0025009i,0.0064569+0.00093899i,0.0068298-0.00089106i,0.0054134-0.00065452i,0.0033337+0.00023293i,0.0011992+0.00044651i,-4.8875e-05-0.00073059i,-0.00035112-0.0018649i,-0.00045581-0.0018485i,2.674e-05-0.00088582i,0.00088271+0.00067028i,0.0015095+0.00067859i
-0.0071204+0.00075464i,-0.006509+0.0033051i,-0.0040159+0.0058544i,-0.0013102+0.0051835i,-0.00049657+0.0044992i,0.0001095+0.004931i,0.00098491+0.0032447i,0.00031459+0.0011342i,-0.0012425+0.00089133i,-0.002206+0.0021976i,-0.0013894+0.0038798i,-0.00022092+0.004617i,-0.0006501+0.0051053i,-0.00017515+0.0044247i,0.00040593+0.0032438i,-0.00032749+0.0029016i,-0.0011952+0.0026781i,-0.0015641+0.0020676i,-0.0013681+0.00031238i,-0.00061912-0.00044628i,-0.00042704+0.00069887i,-0.00029258+0.0017717i,0.00020773+0.0017334i
-0.001037-0.0027715i,-0.0024226-0.0028754i,-0.0021495-0.0019376i,-0.00054148+0.00035882i,0.00030657+0.0030245i,0.0010248+0.0036012i,0.00063111+0.0019985i,-0.0009492+7.6804e-05i,-0.001418-0.00080407i,-0.0017317-0.001157i,-0.002645-0.0013713i,-0.0034063-0.00031637i,-0.0041453+0.0006189i,-0.0038013+8.3449e-06i,-0.0025928-0.00052572i,-0.0014594+0.00036904i,-0.00073209+0.0015137i,-4.785e-05+0.00094992i,-4.3474e-05-7.5275e-05i,-0.00087872-0.00049663i,-0.00075473-2.5728e-05i,-0.00080993+0.0013815i,-0.00092661+0.0018753i
-6.1879e-05+0.0024248i,-0.00090078+0.0045229i,-0.0012288+0.0044859i,-0.00071584+0.0024649i,-0.00083282+0.0018636i,5.5051e-05+0.0028082i,0.0010314+0.0021888i,0.00087961-0.00010404i,0.0006113-0.0014146i,0.00064812-0.0023119i,0.00099848-0.0035272i,0.0014483-0.004588i,0.0012287-0.0050823i,0.0015614-0.0049173i,0.0017806-0.0040958i,-0.00018547-0.0021809i,-0.0027969-0.00046389i,-0.0027687-0.00030158i,-0.001712-0.00052126i,-0.00080739-0.0004287i,-0.00045818-0.00027342i,-0.0011843+0.00017797i,-0.00096525+0.00055184i
-0.0047994-0.00019419i,-0.0055509+0.0018166i,-0.0037914+0.0043696i,-0.0015932+0.0043525i,0.00046798+0.0038735i,0.0024476+0.0038062i,0.0030991+0.0024097i,0.0015123+0.0001807i,-0.00048553+0.00018981i,0.00016071+0.001641i,0.0015945+0.00168i,0.0030386+0.0011983i,0.0036403+0.00092254i,0.0027551+0.0011841i,0.0011021+0.0019625i,-0.0005618+0.0018437i,-0.00078254+0.001413i,-1.4969e-05+0.001106i,0.00073632+0.00037855i,0.00071828+6.39e-06i,-6.9187e-05-0.0006977i,-0.00060039-0.001362i,-0.00093915-0.00123i
0.0013843-0.0016232i,0.0008663-0.0024155i,0.00035659-0.003153i,-0.00098665-0.0011547i,-0.0020549+0.0017503i,-0.00098812+0.0029933i,2.293e-05+0.0030316i,0.00020525+0.0015133i,0.00037977+0.00092176i,-0.00018542+0.0020699i,-0.00042074+0.0029168i,0.0011782+0.0040478i,0.0018505+0.0046855i,0.00034099+0.0033793i,-0.0011561+0.0012935i,-0.0025696-0.0013414i,-0.0026333-0.002496i,-0.0016438-0.0016088i,-0.0011797-0.0012609i,-0.00042676-0.0009461i,0.00032836-0.00053352i,0.00042243-0.00067261i,0.00047646+0.00022936i
-0.002347-0.0011849i,-0.0018574-0.0019966i,-0.0008997-0.0015429i,-0.0011339-0.00039413i,-0.0018284+0.0009941i,-0.00088968+0.0021014i,0.000591+0.00098925i,0.00056627-0.0015678i,-0.00034555-0.0030528i,-0.0021208-0.0027411i,-0.0038275-0.0016371i,-0.0045033-0.00075372i,-0.0044908-0.00084155i,-0.0036369-0.001785i,-0.0026738-0.0032466i,-0.0024239-0.0039634i,-0.0023902-0.002699i,-0.0021767-0.001181i,-0.0018436-0.00035139i,-0.0007003-0.00024299i,0.00070384-0.00032925i,0.00059261-0.00037461i,-1.4017e-05-0.0006953i
-7.3029e-05-0.0010139i,0.00066997+0.0018397i,0.0014399+0.0034103i,0.0015611+0.0025581i,0.00098549+0.0018466i,0.00088772+0.0017198i,0.001772+0.00077138i,0.00090184-0.00075429i,-0.00089823-0.0012967i,-0.0012103-0.0015413i,-0.0010388-0.0021927i,-0.0018945-0.0026716i,-0.0014038-0.0024842i,0.00063032-0.0023247i,0.0024815-0.002065i,0.0034161-0.0018692i,0.0027853-0.0025476i,0.0020307-0.0020543i,0.0015137-0.0012302i,0.00049959-0.0012107i,0.00074817-0.0010367i,0.00082865-0.00088359i,3.8507e-06-0.0010755i
-0.0028874+0.001733i,-0.0024147+0.0038994i,-0.0019001+0.0034093i,-0.00089104+0.0021976i,0.0004179+0.0033879i,0.0026287+0.0042729i,0.0036995+0.0027274i,0.0025443+0.0011793i,0.00090903+0.00038628i,0.00094172+0.00036838i,0.0027393+7.3031e-05i,0.0039787-0.00077803i,0.003898-0.0011528i,0.0033932-0.00029744i,0.0025858+0.0013898i,0.0023936+0.0014344i,0.0015761+8.8501e-06i,0.00053044-0.00097496i,0.00038683-0.0013292i,0.00014999-0.0015482i,-0.00031343-0.0014857i,-0.00056598-0.0013757i,0.00068752-0.0012418i
-0.0053461-0.003252i,-0.008224-0.0022267i,-0.0071326+0.0018108i,-0.0035759+0.0040116i,-0.0013042+0.0050136i,0.00019423+0.0055641i,0.0011835+0.0033287i,0.0010819+0.00074418i,-0.00024491+0.0001331i,-0.0011254+0.0014533i,8.4556e-05+0.0031044i,0.0018272+0.003276i,0.001668+0.0022913i,0.00012863+0.0011864i,-0.00098499+0.00086073i,-0.00024276+0.0026727i,0.0014393+0.003306i,0.0023181+0.0013559i,0.001813-0.0004755i,0.00072839-0.0016341i,0.00013464-0.00048295i,-0.00014265+0.00089702i,0.00010484+0.00063901i
0.00083637+0.0013265i,0.0017207+0.00093271i,0.0016327+0.0017632i,0.0019375+0.0020836i,0.0023062+0.002387i,0.0015327+0.0032404i,0.0015323+0.002291i,0.0010953+0.00078375i,-0.00078963+0.00018963i,-0.002686-0.00054386i,-0.0039514-0.0002487i,-0.0035155+0.00084473i,-0.0021153+0.00048468i,0.00031673-0.0014113i,0.0013665-0.0026562i,0.00075601-0.0011196i,-5.0007e-05+0.00024788i,0.00047498+0.00053452i,0.0010644+0.0005739i,0.0008851-0.00031408i,0.00058196-0.00011245i,0.00037457+0.00049596i,0.0004244+8.2456e-05i
-0.0038909-0.0013805i,-0.0038747+0.0013458i,-0.0026968+0.0038223i,-0.0018495+0.004509i,-0.0016185+0.0038995i,-0.00077261+0.0034895i,-5.531e-05+0.0012071i,-0.00083676-0.0011182i,-0.0019624-0.0013392i,-0.0017292-0.0014911i,-0.0017658-0.0017403i,-0.0025206-0.0018278i,-0.0021941-0.0015469i,-0.00059115-0.00083134i,0.00028484+0.0012742i,-0.0010032+0.0035388i,-0.0022786+0.0039417i,-0.0020744+0.0027931i,-0.0012051+0.0014509i,-3.6936e-05+0.000123i,0.00048255-0.0010308i,0.00053466-0.00019641i,0.00071973+0.00083033i
